energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up,Zn_p_up,Zn_d_up
-5.49574787,3.97255315,0.04582109,0.59399554,0.04644219,1.94055661,1.82903301,1.34262419,0.14000062,0.19881840
-5.48974487,4.07894283,0.04536604,0.61282204,0.04800449,1.99310931,1.87648176,1.38938222,0.14136661,0.19907612
-5.48374187,4.17876062,0.04480179,0.63047300,0.04951579,2.04276368,1.91967254,1.43422832,0.14256284,0.19863917
-5.47773887,4.27124090,0.04414403,0.64679128,0.05096169,2.08915961,1.95827957,1.47672992,0.14359864,0.19752401
-5.47173587,4.35578961,0.04340999,0.66164092,0.05232938,2.13202297,1.99208351,1.51651038,0.14448773,0.19576146
-5.46573287,4.43199227,0.04261780,0.67490878,0.05360766,2.17117036,2.02097598,1.55325841,0.14524738,0.19339542
-5.45972986,4.49961763,0.04178582,0.68650591,0.05478695,2.20651158,2.04496224,1.58673576,0.14589742,0.19048120
-5.45372686,4.55861719,0.04093198,0.69636852,0.05585924,2.23804976,2.06416189,1.61678298,0.14645924,0.18708354
-5.44772386,4.60912079,0.04007322,0.70445857,0.05681803,2.26587931,2.07880767,1.64332300,0.14695478,0.18327453
-5.44172086,4.65142859,0.03922501,0.71076401,0.05765820,2.29018185,2.08924223,1.66636234,0.14740552,0.17913137
-5.43571786,4.68599981,0.03840096,0.71529854,0.05837592,2.31122021,2.09591300,1.68599005,0.14783158,0.17473420
-5.42971486,4.71343848,0.03761256,0.71810094,0.05896857,2.32933080,2.09936501,1.70237407,0.14825099,0.17016397
-5.42371186,4.73447666,0.03686905,0.71923388,0.05943460,2.34491450,2.10023163,1.71575539,0.14867909,0.16550044
-5.41770885,4.74995542,0.03617739,0.71878232,0.05977356,2.35842626,2.09922342,1.72643997,0.14912811,0.16082043
-5.41170585,4.76080393,0.03554238,0.71685133,0.05998601,2.37036370,2.09711480,1.73478861,0.14960696,0.15619628
-5.40570285,4.76801696,0.03496683,0.71356352,0.06007358,2.38125480,2.09472898,1.74120516,0.15012124,0.15169463
-5.39969985,4.77263127,0.03445186,0.70905600,0.06003898,2.39164498,2.09292094,1.74612342,0.15067337,0.14737537
-5.39369685,4.77570107,0.03399726,0.70347705,0.05988609,2.40208371,2.09255900,1.74999299,0.15126300,0.14329101
-5.38769385,4.77827320,0.03360190,0.69698251,0.05962000,2.41311096,2.09450496,1.75326469,0.15188739,0.13948621
-5.38169085,4.78136227,0.03326411,0.68973202,0.05924712,2.42524369,2.09959347,1.75637590,0.15254206,0.13599757
-5.37568784,4.78592647,0.03298213,0.68188530,0.05877518,2.43896270,2.10861093,1.75973647,0.15322138,0.13285366
-5.36968484,4.79284456,0.03275447,0.67359851,0.05821331,2.45470005,2.12227464,1.76371547,0.15391927,0.13007517
-5.36368184,4.80289465,0.03258034,0.66502095,0.05757201,2.47282751,2.14121272,1.76862951,0.15462977,0.12767529
-5.35767884,4.81673550,0.03245985,0.65629215,0.05686308,2.49364637,2.16594559,1.77473292,0.15534770,0.12566007
-5.35167584,4.83489095,0.03239430,0.64753950,0.05609956,2.51737882,2.19686975,1.78221008,0.15606915,0.12402901
-5.34567284,4.85773810,0.03238633,0.63887649,0.05529555,2.54416146,2.23424447,1.79117047,0.15679192,0.12277559
-5.33966983,4.88549975,0.03243997,0.63040169,0.05446604,2.57404104,2.27818221,1.80164627,0.15751578,0.12188791
-5.33366683,4.91824160,0.03256064,0.62219834,0.05362666,2.60697277,2.32864315,1.81359288,0.15824271,0.12134933
-5.32766383,4.95587421,0.03275505,0.61433476,0.05279345,2.64282138,2.38543443,1.82689216,0.15897693,0.12113914
-5.32166083,4.99815999,0.03303105,0.60686524,0.05198260,2.68136489,2.44821416,1.84135825,0.15972488,0.12123322
-5.31565783,5.04472475,0.03339738,0.59983154,0.05121016,2.72230101,2.51650036,1.85674572,0.16049504,0.12160475
-5.30965483,5.09507353,0.03386339,0.59326468,0.05049180,2.76525607,2.58968453,1.87275966,0.16129768,0.12222489
-5.30365183,5.14860982,0.03443866,0.58718701,0.04984256,2.80979605,2.66704943,1.88906721,0.16214452,0.12306344
-5.29764882,5.20465741,0.03513266,0.58161424,0.04927665,2.85543924,2.74779038,1.90531001,0.16304830,0.12408952
-5.29164582,5.26248365,0.03595430,0.57655741,0.04880723,2.90167004,2.83103911,1.92111707,0.16402231,0.12527222
-5.28564282,5.32132310,0.03691153,0.57202445,0.04844624,2.94795326,2.91588924,1.93611737,0.16507984,0.12658116
-5.27963982,5.38040013,0.03801084,0.56802142,0.04820429,2.99374816,3.00142205,1.94995182,0.16623358,0.12798705
-5.27363682,5.43894961,0.03925688,0.56455310,0.04809045,3.03852177,3.08673141,1.96228391,0.16749498,0.12946214
-5.26763382,5.49623443,0.04065199,0.56162312,0.04811221,3.08176069,3.17094663,1.97280888,0.16887359,0.13098056
-5.26163082,5.55155917,0.04219582,0.55923339,0.04827521,3.12298102,3.25325220,1.98126092,0.17037635,0.13251855
-5.25562781,5.60427940,0.04388495,0.55738309,0.04858323,3.16173596,3.33290338,1.98741838,0.17200689,0.13405458
-5.24962481,5.65380621,0.04571259,0.55606719,0.04903789,3.19762087,3.40923704,1.99110685,0.17376481,0.13556930
-5.24362181,5.69960638,0.04766834,0.55527468,0.04963855,3.23027573,3.48167738,1.99220017,0.17564500,0.13704539
-5.23761881,5.74119826,0.04973798,0.55498671,0.05038206,3.25938509,3.54973637,1.99061968,0.17763702,0.13846722
-5.23161581,5.77814439,0.05190348,0.55517471,0.05126258,3.28467590,3.61300915,1.98633169,0.17972454,0.13982047
-5.22561281,5.81004159,0.05414293,0.55579886,0.05227137,3.30591346,3.67116506,1.97934383,0.18188494,0.14109163
-5.21960980,5.83650991,0.05643076,0.55680694,0.05339662,3.32289619,3.72393502,1.96970033,0.18408902,0.14226744
-5.21360680,5.85718136,0.05873799,0.55813369,0.05462331,3.33544972,3.77109644,1.95747681,0.18630095,0.14333433
-5.20760380,5.87169004,0.06103260,0.55970099,0.05593319,3.34342105,3.81245682,1.94277487,0.18847843,0.14427787
-5.20160080,5.87966450,0.06328010,0.56141863,0.05730479,3.34667327,3.84783743,1.92571678,0.19057310,0.14508237
-5.19559780,5.88072358,0.06544414,0.56318597,0.05871359,3.34508154,3.87705830,1.90644058,0.19253122,0.14573046
-5.18959480,5.87447625,0.06748727,0.56489422,0.06013226,3.33853070,3.89992592,1.88509589,0.19429469,0.14620297
-5.18359180,5.86052623,0.06937180,0.56642944,0.06153114,3.32691500,3.91622445,1.86184041,0.19580227,0.14647889
-5.17758879,5.83848121,0.07106071,0.56767605,0.06287873,3.31013995,3.92571151,1.83683740,0.19699108,0.14653558
-5.17158579,5.80796676,0.07251858,0.56852061,0.06414245,3.28812647,3.92811893,1.81025396,0.19779839,0.14634917
-5.16558279,5.76864422,0.07371258,0.56885588,0.06528938,3.26081722,3.92315864,1.78226030,0.19816347,0.14589517
-5.15957979,5.72023194,0.07461343,0.56858488,0.06628727,3.22818462,3.91053362,1.75302970,0.19802960,0.14514924
-5.15357679,5.66252868,0.07519623,0.56762463,0.06710543,3.19024044,3.88995332,1.72273922,0.19734615,0.14408814
-5.14757379,5.59543801,0.07544129,0.56590974,0.06771583,3.14704601,3.86115279,1.69157092,0.19607051,0.14269079
-5.14157079,5.51899228,0.07533479,0.56339531,0.06809405,3.09872282,3.82391445,1.65971339,0.19416995,0.14093929
-5.13556778,5.43337489,0.07486925,0.56005936,0.06822025,3.04546245,3.77809112,1.62736356,0.19162327,0.13882010
-5.12956478,5.33893922,0.07404389,0.55590449,0.06808003,2.98753534,3.72362910,1.59472846,0.18842208,0.13632497
-5.12356178,5.23622325,0.07286475,0.55095882,0.06766509,2.92529763,3.66058963,1.56202672,0.18457175,0.13345193
-5.11755878,5.12595844,0.07134460,0.54527617,0.06697384,2.85919540,3.58916750,1.52948985,0.18009194,0.13020591
-5.11155578,5.00907222,0.06950266,0.53893555,0.06601160,2.78976587,3.50970546,1.49736282,0.17501666,0.12659928
-5.10555278,4.88668321,0.06736417,0.53203981,0.06479078,2.71763500,3.42270336,1.46590395,0.16939381,0.12265207
-5.09954977,4.76008900,0.06495965,0.52471378,0.06333064,2.64351135,3.32882126,1.43538397,0.16328426,0.11839188
-5.09354677,4.63074636,0.06232416,0.51710173,0.06165690,2.56817609,3.22887584,1.40608397,0.15676054,0.11385356
-5.08754377,4.50024410,0.05949631,0.50936429,0.05980109,2.49246908,3.12383021,1.37829227,0.14990499,0.10907851
-5.08154077,4.37026938,0.05651727,0.50167495,0.05779968,2.41727156,3.01477705,1.35230012,0.14280762,0.10411383
-5.07553777,4.24256809,0.05342963,0.49421615,0.05569304,2.34348565,2.90291566,1.32839609,0.13556379,0.09901112
-5.06953477,4.11890070,0.05027635,0.48717501,0.05352424,2.27201141,2.78952386,1.30685950,0.12827151,0.09382515
-5.06353177,4.00099481,0.04709967,0.48073881,0.05133776,2.20372223,2.67592566,1.28795257,0.12102884,0.08861245
-5.05752876,3.89049610,0.04394008,0.47509030,0.04917820,2.13943933,2.56345606,1.27191192,0.11393120,0.08342972
-5.05152576,3.78891929,0.04083546,0.47040284,0.04708892,2.07990655,2.45342446,1.25893943,0.10706882,0.07833233
-5.04552276,3.69760100,0.03782023,0.46683551,0.04511074,2.02576623,2.34707818,1.24919277,0.10052442,0.07337284
-5.03951976,3.61765619,0.03492477,0.46452828,0.04328085,1.97753740,2.24556747,1.24277627,0.09437111,0.06859961
-5.03351676,3.54994002,0.03217490,0.46359734,0.04163170,1.93559717,2.14991375,1.23973225,0.08867073,0.06405566
-5.02751376,3.49501659,0.02959158,0.46413074,0.04019020,1.90016623,2.06098202,1.24003356,0.08347252,0.05977765
-5.02151076,3.45313613,0.02719080,0.46618445,0.03897704,1.87129929,1.97945892,1.24357761,0.07881229,0.05579514
-5.01550775,3.42422167,0.02498357,0.46977907,0.03800629,1.84888105,1.90583706,1.25018254,0.07471204,0.05213016
-5.00950475,3.40786611,0.02297614,0.47489722,0.03728516,1.83262793,1.84040636,1.25958579,0.07118000,0.04879697
-5.00350175,3.40334011,0.02117028,0.48148196,0.03681405,1.82209599,1.78325277,1.27144545,0.06821119,0.04580213
-4.99749875,3.40961092,0.01956374,0.48943626,0.03658680,1.81669470,1.73426426,1.28534460,0.06578833,0.04314484
-4.99149575,3.42537194,0.01815074,0.49862367,0.03659113,1.81570634,1.69314395,1.30079879,0.06388316,0.04081745
-4.98549275,3.44908202,0.01692261,0.50887035,0.03680928,1.81831035,1.65942966,1.31726647,0.06245802,0.03880623
-4.97948974,3.47901369,0.01586837,0.51996841,0.03721876,1.82361188,1.63251931,1.33416226,0.06146779,0.03709224
-4.97348674,3.51330849,0.01497540,0.53168067,0.03779333,1.83067339,1.61170087,1.35087271,0.06086182,0.03565236
-4.96748374,3.55003773,0.01423008,0.54374669,0.03850392,1.83854830,1.59618576,1.36677389,0.06058615,0.03446036
-4.96148074,3.58726652,0.01361836,0.55588995,0.03931974,1.84631507,1.58514438,1.38125044,0.06058560,0.03348799
-4.95547774,3.62311868,0.01312637,0.56782600,0.04020932,1.85311076,1.57774218,1.39371505,0.06080592,0.03270613
-4.94947474,3.65584009,0.01274088,0.57927128,0.04114158,1.85816238,1.57317498,1.40362789,0.06119572,0.03208574
-4.94347174,3.68385815,0.01244972,0.58995234,0.04208683,1.86081489,1.57070186,1.41051490,0.06170823,0.03159889
-4.93746873,3.70583487,0.01224210,0.59961502,0.04301768,1.86055474,1.56967446,1.41398437,0.06230288,0.03121955
-4.93146573,3.72071151,0.01210887,0.60803326,0.04390984,1.85702788,1.56956134,1.41374090,0.06294646,0.03092432
-4.92546273,3.72774291,0.01204266,0.61501710,0.04474286,1.85005155,1.56996648,1.40959625,0.06361403,0.03069293
-4.91945973,3.72652008,0.01203792,0.62041954,0.04550057,1.83961934,1.57064096,1.40147644,0.06428939,0.03050865
-4.91345673,3.71698004,0.01209088,0.62414189,0.04617147,1.82589934,1.57148760,1.38942487,0.06496525,0.03035851
-4.90745373,3.69940249,0.01219943,0.62613731,0.04674891,1.80922548,1.57255806,1.37360120,0.06564295,0.03023334
-4.90145073,3.67439355,0.01236297,0.62641236,0.04723109,1.79008252,1.57404288,1.35427606,0.06633188,0.03012764
-4.89544772,3.64285704,0.01258210,0.62502650,0.04762085,1.76908524,1.57625470,1.33182182,0.06704848,0.03003939
-4.88944472,3.60595484,0.01285834,0.62208946,0.04792536,1.74695297,1.57960561,1.30669980,0.06781508,0.02996968
-4.88344172,3.56505795,0.01319384,0.61775663,0.04815561,1.72448045,1.58457975,1.27944445,0.06865839,0.02992222
-4.87743872,3.52169050,0.01359099,0.61222271,0.04832581,1.70250640,1.59170243,1.25064526,0.06960791,0.02990287
-4.87143572,3.47746933,0.01405209,0.60571385,0.04845267,1.68188126,1.60150757,1.22092723,0.07069419,0.02991908
-4.86543272,3.43404186,0.01457908,0.59847875,0.04855466,1.66343546,1.61450480,1.19093059,0.07194717,0.02997928
-4.85942971,3.39302496,0.01517319,0.59077917,0.04865116,1.64794963,1.63114828,1.16129084,0.07339447,0.03009237
-4.85342671,3.35594783,0.01583472,0.58288021,0.04876175,1.63612806,1.65180870,1.13261987,0.07505993,0.03026716
-4.84742371,3.32420110,0.01656291,0.57504101,0.04890542,1.62857656,1.67674994,1.10548885,0.07696233,0.03051199
-4.84142071,3.29899449,0.01735580,0.56750615,0.04909994,1.62578539,1.70611182,1.08041363,0.07911436,0.03083428
-4.83541771,3.28132459,0.01821018,0.56049831,0.04936126,1.62811810,1.73989968,1.05784313,0.08152198,0.03124031
-4.82941471,3.27195377,0.01912167,0.55421235,0.04970317,1.63580628,1.77798145,1.03815094,0.08418402,0.03173502
-4.82341171,3.27140079,0.02008483,0.54881111,0.05013691,1.64895037,1.82009223,1.02163040,0.08709224,0.03232191
-4.81740870,3.27994254,0.02109329,0.54442304,0.05067111,1.66752591,1.86584620,1.00849295,0.09023168,0.03300307
-4.81140570,3.29762631,0.02214003,0.54114158,0.05131173,1.69139469,1.91475484,0.99886955,0.09358129,0.03377924
-4.80540270,3.32429089,0.02321759,0.53902625,0.05206220,1.72031976,1.96625051,0.99281484,0.09711490,0.03464997
-4.79939970,3.35959454,0.02431836,0.53810506,0.05292366,1.75398311,2.01971378,0.99031333,0.10080227,0.03561380
-4.79339670,3.40304754,0.02543485,0.53837813,0.05389522,1.79200480,2.07450273,0.99128720,0.10461041,0.03666845
-4.78739370,3.45404686,0.02655994,0.53982201,0.05497437,1.83396216,2.12998243,0.99560485,0.10850474,0.03781100
-4.78139070,3.51191031,0.02768709,0.54239432,0.05615725,1.87940785,2.18555268,1.00308970,0.11245043,0.03903808
-4.77538769,3.57590804,0.02881048,0.54603837,0.05743907,1.92788563,2.24067222,1.01352858,0.11641344,0.04034595
-4.76938469,3.64528917,0.02992514,0.55068733,0.05881434,1.97894286,2.29487801,1.02667926,0.12036143,0.04173060
-4.76338169,3.71930232,0.03102694,0.55626765,0.06027711,2.03213934,2.34779829,1.04227663,0.12426453,0.04318769
-4.75737869,3.79720892,0.03211256,0.56270162,0.06182104,2.08705183,2.39915871,1.06003756,0.12809570,0.04471246
-4.75137569,3.87828916,0.03317939,0.56990879,0.06343944,2.14327469,2.44878144,1.07966419,0.13183090,0.04629965
-4.74537269,3.96184088,0.03422534,0.57780634,0.06512516,2.20041672,2.49657730,1.10084587,0.13544903,0.04794321
-4.73936968,4.04717254,0.03524868,0.58630847,0.06687041,2.25809508,2.54253189,1.12326008,0.13893156,0.04963613
-4.73336668,4.13359164,0.03624776,0.59532495,0.06866648,2.31592714,2.58668670,1.14657256,0.14226210,0.05137017
-4.72736368,4.22039067,0.03722081,0.60475917,0.07050346,2.37352147,2.62911702,1.17043731,0.14542575,0.05313567
-4.72136068,4.30683261,0.03816571,0.61450593,0.07236988,2.43046905,2.66990813,1.19449678,0.14840852,0.05492133
-4.71535768,4.39213834,0.03907982,0.62444942,0.07425245,2.48633605,2.70913198,1.21838291,0.15119675,0.05671414
-4.70935468,4.47547784,0.03995984,0.63446159,0.07613579,2.54065912,2.74682602,1.24171921,0.15377665,0.05849932
-4.70335168,4.55596706,0.04080174,0.64440132,0.07800227,2.59294424,2.78297593,1.26412443,0.15613401,0.06026046
-4.69734867,4.63267181,0.04160077,0.65411473,0.07983200,2.64266954,2.81750379,1.28521782,0.15825421,0.06197971
-4.69134567,4.70461919,0.04235153,0.66343653,0.08160295,2.68929264,2.85026256,1.30462608,0.16012233,0.06363810
-4.68534267,4.77081687,0.04304809,0.67219282,0.08329118,2.73226224,2.88103743,1.32199184,0.16172368,0.06521600
-4.67933967,4.83027951,0.04368423,0.68020502,0.08487126,2.77103364,2.90955418,1.33698333,0.16304440,0.06669362
-4.67333667,4.88206116,0.04425364,0.68729507,0.08631687,2.80508751,2.93549396,1.34930485,0.16407238,0.06805166
-4.66733367,4.92529192,0.04475022,0.69329140,0.08760148,2.83395081,2.95851361,1.35870749,0.16479820,0.06927193
-4.66133067,4.95921674,0.04516832,0.69803550,0.08869914,2.85721869,2.97826999,1.36499945,0.16521618,0.07033802
-4.65532766,4.98323382,0.04550305,0.70138879,0.08958534,2.87457609,2.99444694,1.36805532,0.16532533,0.07123589
-4.64932466,4.99693030,0.04575052,0.70323909,0.09023791,2.88581757,3.00678261,1.36782382,0.16513028,0.07195448
-4.64332166,5.00011267,0.04590797,0.70350666,0.09063787,2.89086423,3.01509554,1.36433328,0.16464185,0.07248613
