energy_ev,total_up,total_down,Bi_p_up,Bi_p_down,Bi_d_up,Bi_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.86793397,2.25877869,-2.29234717,0.03887881,-0.04463427,0.00486530,-0.00504456,0.74598617,-0.75212272,0.70974288,-0.70133626,0.02199878,-0.02211303,1.41360647,-1.43352241
-5.86193097,2.21224427,-2.26529412,0.03564707,-0.04092325,0.00472128,-0.00493922,0.73434803,-0.74681562,0.70112793,-0.69984808,0.02178870,-0.02233401,1.38703039,-1.41975617
-5.85592796,2.16040363,-2.23189874,0.03273821,-0.03758857,0.00456578,-0.00482455,0.72103083,-0.73958338,0.69039237,-0.69584107,0.02143657,-0.02240981,1.35680323,-1.40161792
-5.84992496,2.10401066,-2.19225073,0.03011921,-0.03458853,0.00439854,-0.00469886,0.70623868,-0.73036593,0.67782451,-0.68937603,0.02094818,-0.02233690,1.32343391,-1.37919441
-5.84392196,2.04401904,-2.14668729,0.02776099,-0.03188528,0.00421982,-0.00456100,0.69026180,-0.71920466,0.66377938,-0.68059764,0.02033228,-0.02211508,1.28755829,-1.35273030
-5.83791896,1.98155183,-2.09578539,0.02563843,-0.02944530,0.00403040,-0.00441037,0.67346606,-0.70624085,0.64866781,-0.66973117,0.01960019,-0.02174751,1.24991973,-1.32262291
-5.83191596,1.91786483,-2.04034488,0.02373016,-0.02723962,0.00383158,-0.00424697,0.65627973,-0.69171046,0.63294347,-0.65707623,0.01876547,-0.02124057,1.21134566,-1.28941128
-5.82591296,1.85430529,-1.98136325,0.02201815,-0.02524375,0.00362502,-0.00407133,0.63917817,-0.67593535,0.61708853,-0.64299774,0.01784342,-0.02060361,1.17272133,-1.25375990
-5.81990995,1.79226791,-1.92000300,0.02048727,-0.02343741,0.00341275,-0.00388455,0.62266703,-0.65931158,0.60159847,-0.62791453,0.01685056,-0.01984863,1.13496174,-1.21643795
-5.81390695,1.73314983,-1.85755324,0.01912472,-0.02180413,0.00319705,-0.00368815,0.60726474,-0.64229505,0.58696672,-0.61228610,0.01580414,-0.01898982,1.09898302,-1.17829475
-5.80790395,1.67830642,-1.79538700,0.01791946,-0.02033068,0.00298035,-0.00348406,0.59348494,-0.62538527,0.57366969,-0.59659800,0.01472157,-0.01804311,1.06567424,-1.14023263
-5.80190095,1.62900980,-1.73491622,0.01686170,-0.01900645,0.00276512,-0.00327451,0.58181946,-0.60910791,0.56215276,-0.58134653,0.01361994,-0.01702561,1.03587089,-1.10317822
-5.79589795,1.58641124,-1.67754622,0.01594238,-0.01782287,0.00255382,-0.00306194,0.57272259,-0.59399684,0.55281785,-0.56702325,0.01251557,-0.01595509,1.01033084,-1.06805339
-5.78989495,1.55150894,-1.62463140,0.01515272,-0.01677274,0.00234880,-0.00284888,0.56659695,-0.58057626,0.54601271,-0.55410011,0.01142361,-0.01484940,0.98971357,-1.03574699
-5.78389195,1.52512191,-1.57743390,0.01448393,-0.01584969,0.00215218,-0.00263789,0.56378150,-0.56934374,0.54202253,-0.54301555,0.01035769,-0.01372602,0.97456332,-1.00708837
-5.77788894,1.50787056,-1.53708667,0.01392694,-0.01504766,0.00196589,-0.00243145,0.56454187,-0.56075455,0.54106374,-0.53416221,0.00932971,-0.01260158,0.96529640,-0.98282366
-5.77188594,1.50016436,-1.50456197,0.01347224,-0.01436051,0.00179152,-0.00223189,0.56906325,-0.55520787,0.54328036,-0.52787650,0.00834967,-0.01149141,0.96219297,-0.96359548
-5.76588294,1.50219632,-1.48064633,0.01310983,-0.01378170,0.00163034,-0.00204129,0.57744586,-0.55303523,0.54874261,-0.52443052,0.00742556,-0.01040930,0.96539316,-0.94992673
-5.75987994,1.51394422,-1.46592238,0.01282924,-0.01330406,0.00148329,-0.00186149,0.58970299,-0.55449140,0.55744780,-0.52402619,0.00656337,-0.00936721,0.97489740,-0.94220862
-5.75387694,1.53517779,-1.46075777,0.01261961,-0.01291968,0.00135094,-0.00169397,0.60576152,-0.55974789,0.56932327,-0.52679200,0.00576715,-0.00837512,0.99057068,-0.94069333
-5.74787394,1.56547144,-1.46530108,0.01246985,-0.01261988,0.00123355,-0.00153991,0.62546468,-0.56888908,0.58423105,-0.53278200,0.00503913,-0.00744096,1.01215024,-0.94549099
-5.74187094,1.60422157,-1.47948442,0.01236880,-0.01239526,0.00113104,-0.00140010,0.64857694,-0.58191102,0.60197405,-0.54197716,0.00437988,-0.00657061,1.03925630,-0.95657103
-5.73586793,1.65066764,-1.50303210,0.01230545,-0.01223583,0.00104305,-0.00127500,0.67479074,-0.59872261,0.62230349,-0.55428869,0.00378851,-0.00576797,1.07140523,-0.97376727
-5.72986493,1.70391624,-1.53547468,0.01226915,-0.01213117,0.00096896,-0.00116475,0.70373481,-0.61914908,0.64492709,-0.56956323,0.00326289,-0.00503510,1.10802476,-0.99678665
-5.72386193,1.76296732,-1.57616755,0.01224983,-0.01207064,0.00090794,-0.00106915,0.73498379,-0.64293760,0.66951802,-0.58758941,0.00279988,-0.00437239,1.14847059,-1.02522075
-5.71785893,1.82674172,-1.62431326,0.01223822,-0.01204362,0.00085899,-0.00098775,0.76806900,-0.66976455,0.69572408,-0.60810566,0.00239557,-0.00377875,1.19204400,-1.05855986
-5.71185593,1.89410942,-1.67898662,0.01222596,-0.01203974,0.00082098,-0.00091984,0.80248992,-0.69924440,0.72317711,-0.63080889,0.00204549,-0.00325186,1.23801004,-1.09620887
-5.70585293,1.96391781,-1.73916179,0.01220584,-0.01204914,0.00079270,-0.00086454,0.83772631,-0.73093986,0.75150224,-0.65536363,0.00174481,-0.00278838,1.28561584,-1.13750452
-5.69984992,2.03501933,-1.80374052,0.01217184,-0.01206264,0.00077288,-0.00082080,0.87325057,-0.76437294,0.78032694,-0.68141160,0.00148855,-0.00238425,1.33410862,-1.18173355
-5.69384692,2.10629807,-1.87158094,0.01211922,-0.01207200,0.00076027,-0.00078745,0.90854012,-0.79903673,0.80928957,-0.70858125,0.00127170,-0.00203481,1.38275318,-1.22815116
-5.68784392,2.17669465,-1.94152600,0.01204458,-0.01207003,0.00075361,-0.00076326,0.94308954,-0.83440767,0.83804745,-0.73649712,0.00108940,-0.00173513,1.43084841,-1.27599959
-5.68184092,2.24522901,-2.01243122,0.01194581,-0.01205076,0.00075173,-0.00074697,0.97642214,-0.86995795,0.86628407,-0.76478891,0.00093701,-0.00148008,1.47774244,-1.32452616
-5.67583792,2.31102044,-2.08319106,0.01182207,-0.01200947,0.00075351,-0.00073733,1.00810065,-0.90516779,0.89371556,-0.79310003,0.00081019,-0.00126457,1.52284625,-1.37300065
-5.66983492,2.37330458,-2.15276340,0.01167375,-0.01194281,0.00075795,-0.00073312,1.03773678,-0.93953745,0.92009594,-0.82109545,0.00070497,-0.00108364,1.56564518,-1.42073156
-5.66383192,2.43144664,-2.22019174,0.01150226,-0.01184875,0.00076416,-0.00073317,1.06499930,-0.97259852,0.94522134,-0.84846874,0.00061779,-0.00093261,1.60570821,-1.46708092
-5.65782891,2.48495069,-2.28462456,0.01131001,-0.01172654,0.00077137,-0.00073642,1.08962035,-1.00392428,0.96893267,-0.87494825,0.00054547,-0.00080707,1.64269454,-1.51147741
-5.65182591,2.53346427,-2.34533147,0.01110018,-0.01157668,0.00077893,-0.00074189,1.11139974,-1.03313893,0.99111692,-0.90030208,0.00048526,-0.00070304,1.67635721,-1.55342741
-5.64582291,2.57677836,-2.40171567,0.01087657,-0.01140079,0.00078634,-0.00074875,1.13020701,-1.05992526,1.01170672,-0.92434197,0.00043481,-0.00061691,1.70654362,-1.59252369
-5.63981991,2.61482231,-2.45332236,0.01064341,-0.01120147,0.00079321,-0.00075625,1.14598115,-1.08403060,1.03067825,-0.94692568,0.00039212,-0.00054551,1.73319269,-1.62845150
-5.63381691,2.64765377,-2.49984273,0.01040520,-0.01098216,0.00079927,-0.00076380,1.15872782,-1.10527077,1.04804736,-0.96795804,0.00035557,-0.00048608,1.75632871,-1.66099175
-5.62781391,2.67544383,-2.54111325,0.01016646,-0.01074695,0.00080438,-0.00077094,1.16851423,-1.12353187,1.06386403,-0.98739030,0.00032379,-0.00043628,1.77605201,-1.69002105
-5.62181091,2.69845777,-2.57711013,0.00993164,-0.01050041,0.00080845,-0.00077731,1.17546172,-1.13876974,1.07820528,-1.00521784,0.00029574,-0.00039410,1.79252654,-1.71550864
-5.61580790,2.71703210,-2.60793897,0.00970488,-0.01024737,0.00081152,-0.00078270,1.17973636,-1.15100704,1.09116675,-1.02147627,0.00027058,-0.00035794,1.80596501,-1.73750997
-5.60980490,2.73154864,-2.63381964,0.00948987,-0.00999277,0.00081366,-0.00078698,1.18153788,-1.16032799,1.10285330,-1.03623583,0.00024767,-0.00032644,1.81661198,-1.75615718
-5.60380190,2.74240703,-2.65506691,0.00928977,-0.00974144,0.00081498,-0.00079014,1.18108751,-1.16687092,1.11336901,-1.04959425,0.00022656,-0.00029857,1.82472576,-1.77164662
-5.59779890,2.74999666,-2.67206731,0.00910706,-0.00949792,0.00081565,-0.00079222,1.17861516,-1.17081880,1.12280720,-1.06166834,0.00020690,-0.00027351,1.83055990,-1.78422381
-5.59179590,2.75466965,-2.68525308,0.00894352,-0.00926636,0.00081582,-0.00079334,1.17434665,-1.17238816,1.13124078,-1.07258453,0.00018847,-0.00025063,1.83434522,-1.79416641
-5.58579290,2.75671630,-2.69507422,0.00880018,-0.00905029,0.00081563,-0.00079365,1.16849165,-1.17181678,1.13871383,-1.08246878,0.00017112,-0.00022948,1.83627346,-1.80176579
-5.57978989,2.75634446,-2.70196990,0.00867734,-0.00885262,0.00081522,-0.00079335,1.16123286,-1.16935078,1.14523472,-1.09143625,0.00015477,-0.00020975,1.83648337,-1.80730809
-5.57378689,2.75366419,-2.70634048,0.00857464,-0.00867549,0.00081468,-0.00079262,1.15271726,-1.16523152,1.15077143,-1.09958140,0.00013937,-0.00019120,1.83505026,-1.81105564
-5.56778389,2.74867874,-2.70852171,0.00849113,-0.00852028,0.00081405,-0.00079164,1.14304964,-1.15968320,1.15524951,-1.10696887,0.00012491,-0.00017371,1.83197976,-1.81322964
-5.56178089,2.74128282,-2.70876244,0.00842546,-0.00838760,0.00081335,-0.00079057,1.13228913,-1.15290153,1.15855297,-1.11362588,0.00011139,-0.00015720,1.82720625,-1.81399521
-5.55577789,2.73126850,-2.70720730,0.00837601,-0.00827733,0.00081254,-0.00078953,1.12044874,-1.14504427,1.16052826,-1.11953669,0.00009882,-0.00014163,1.82059636,-1.81344960
-5.54977489,2.71833874,-2.70388540,0.00834116,-0.00818875,0.00081152,-0.00078860,1.10749816,-1.13622414,1.16099142,-1.12463941,0.00008721,-0.00012700,1.81195758,-1.81161435
-5.54377189,2.70212825,-2.69870614,0.00831952,-0.00812063,0.00081019,-0.00078780,1.09336955,-1.12650444,1.15973808,-1.12882576,0.00007658,-0.00011330,1.80105164,-1.80843214
-5.53776888,2.68223067,-2.69146263,0.00831025,-0.00807146,0.00080840,-0.00078710,1.07796622,-1.11589780,1.15655597,-1.13194387,0.00006692,-0.00010057,1.78761210,-1.80376873
-5.53176588,2.65823080,-2.68184290,0.00831335,-0.00803967,0.00080599,-0.00078643,1.06117355,-1.10436820,1.15123944,-1.13380427,0.00005825,-0.00008881,1.77136535,-1.79741993
-5.52576288,2.62974018,-2.66944875,0.00833005,-0.00802387,0.00080280,-0.00078566,1.04287176,-1.09183614,1.14360509,-1.13418886,0.00005056,-0.00007805,1.75205382,-1.78912383
-5.51975988,2.59643420,-2.65382150,0.00836314,-0.00802323,0.00079872,-0.00078465,1.02294953,-1.07818677,1.13350786,-1.13286277,0.00004384,-0.00006828,1.72946023,-1.77857743
-5.51375688,2.55808845,-2.63447351,0.00841743,-0.00803776,0.00079364,-0.00078322,1.00131798,-1.06328068,1.12085655,-1.12958830,0.00003812,-0.00005953,1.70343136,-1.76545726
-5.50775388,2.51461234,-2.61092401,0.00850009,-0.00806875,0.00078756,-0.00078119,0.97792391,-1.04696668,1.10562784,-1.12414066,0.00003338,-0.00005180,1.67390003,-1.74944284
-5.50175088,2.46607779,-2.58273733,0.00862114,-0.00811919,0.00078050,-0.00077841,0.95276177,-1.02909593,1.08787801,-1.11632438,0.00002967,-0.00004510,1.64090383,-1.73024172
-5.49574787,2.41274137,-2.54956162,0.00879390,-0.00819421,0.00077261,-0.00077473,0.92588343,-1.00953669,1.06775152,-1.10598986,0.00002700,-0.00003944,1.60459952,-1.70761491
-5.48974487,2.35505819,-2.51116578,0.00903545,-0.00830157,0.00076415,-0.00077009,0.89740531,-0.98818876,1.04548578,-1.09304875,0.00002545,-0.00003484,1.56527193,-1.68140110
-5.48374187,2.29368662,-2.46747258,0.00936715,-0.00845220,0.00075546,-0.00076448,0.86751234,-0.96499695,1.02141174,-1.07748766,0.00002511,-0.00003134,1.52333682,-1.65153832
-5.47773887,2.22948323,-2.41858598,0.00981517,-0.00866071,0.00074704,-0.00075798,0.83645852,-0.93996268,0.99595008,-1.05937898,0.00002611,-0.00002900,1.47933718,-1.61808181
-5.47173587,2.16348795,-2.36481096,0.01041099,-0.00894599,0.00073949,-0.00075078,0.80456410,-0.91315307,0.96960283,-1.03888842,0.00002863,-0.00002790,1.43393305,-1.58121677
-5.46573287,2.09689980,-2.30666447,0.01119200,-0.00933180,0.00073353,-0.00074319,0.77220935,-0.88470701,0.94294098,-1.01627840,0.00003289,-0.00002817,1.38788517,-1.54126534
-5.45972986,2.03104444,-2.24487681,0.01220199,-0.00984736,0.00073001,-0.00073565,0.73982538,-0.85483792,0.91658823,-0.99190721,0.00003920,-0.00002997,1.34203301,-1.49868706
-5.45372686,1.96733466,-2.18038292,0.01349172,-0.01052796,0.00072988,-0.00072871,0.70788236,-0.82383287,0.89120178,-0.96622362,0.00004790,-0.00003352,1.29726831,-1.45407262
-5.44772386,1.90722576,-2.11430382,0.01511931,-0.01141559,0.00073417,-0.00072308,0.67687585,-0.79204817,0.86745081,-0.93975711,0.00005944,-0.00003909,1.25450518,-1.40813114
-5.44172086,1.85216776,-2.04791889,0.01715069,-0.01255948,0.00074400,-0.00071958,0.64731176,-0.75990167,0.84599372,-0.91310401,0.00007434,-0.00004703,1.21464819,-1.36167124
-5.43571786,1.80355656,-1.98263008,0.01965973,-0.01401659,0.00076052,-0.00071916,0.61969076,-0.72786211,0.82745504,-0.88691019,0.00009319,-0.00005775,1.17855987,-1.31557687
-5.42971486,1.76268608,-1.91991968,0.02272836,-0.01585206,0.00078495,-0.00072288,0.59449284,-0.69643594,0.81240301,-0.86185082,0.00011669,-0.00007176,1.14702909,-1.27077886
-5.42371186,1.73070362,-1.86130333,0.02644624,-0.01813943,0.00081846,-0.00073189,0.57216254,-0.66615245,0.80132881,-0.83860831,0.00014562,-0.00008964,1.12074166,-1.22822350
-5.41770885,1.70856993,-1.80828048,0.03091024,-0.02096069,0.00086224,-0.00074742,0.55309561,-0.63754766,0.79462831,-0.81784907,0.00018084,-0.00011207,1.10025447,-1.18883949
-5.41170585,1.69702579,-1.76228427,0.03622341,-0.02440608,0.00091741,-0.00077074,0.53762748,-0.61114786,0.79258698,-0.80020038,0.00022329,-0.00013981,1.08597424,-1.15350484
-5.40570285,1.69656602,-1.72463288,0.04249356,-0.02857351,0.00098502,-0.00080314,0.52602380,-0.58745337,0.79536869,-0.78622804,0.00027397,-0.00017371,1.07814160,-1.12301494
-5.39969985,1.70742190,-1.69648438,0.04983119,-0.03356766,0.00106597,-0.00084591,0.51847346,-0.56692321,0.80300863,-0.77641597,0.00033392,-0.00021470,1.07682124,-1.09805346
-5.39369685,1.72955227,-1.67879674,0.05834696,-0.03949847,0.00116107,-0.00090031,0.51508402,-0.54996116,0.81541062,-0.77114839,0.00040420,-0.00026379,1.08189822,-1.07916692
-5.38769385,1.76264322,-1.67229432,0.06814843,-0.04647923,0.00127092,-0.00096751,0.51587957,-0.53690377,0.83234882,-0.77069530,0.00048586,-0.00032201,1.09308063,-1.06674422
-5.38169085,1.80611627,-1.67744206,0.07933634,-0.05462399,0.00139592,-0.00104856,0.52080088,-0.52801054,0.85347371,-0.77520185,0.00057990,-0.00039044,1.10990822,-1.06100170
-5.37568784,1.85914408,-1.69442796,0.09200016,-0.06404446,0.00153625,-0.00114439,0.52970758,-0.52345647,0.87832188,-0.78468182,0.00068722,-0.00047015,1.13176661,-1.06197429
-5.36968484,1.92067291,-1.72315426,0.10621335,-0.07484619,0.00169182,-0.00125571,0.54238228,-0.52332711,0.90632933,-0.79901545,0.00080860,-0.00056216,1.15790632,-1.06951297
-5.36368184,1.98945078,-1.76323721,0.12202817,-0.08712430,0.00186225,-0.00138304,0.55853597,-0.52761612,0.93684752,-0.81795163,0.00094462,-0.00066743,1.18746578,-1.08328843
-5.35767884,2.06405998,-1.81401523,0.13947040,-0.10095869,0.00204687,-0.00152663,0.57781483,-0.53622513,0.96916173,-0.84111414,0.00109561,-0.00078677,1.21949745,-1.10280073
-5.35167584,2.14295275,-1.87456480,0.15853408,-0.11640885,0.00224469,-0.00168641,0.59980781,-0.54896579,1.00251079,-0.86801183,0.00126164,-0.00092084,1.25299584,-1.12739436
-5.34567284,2.22448886,-1.94372326,0.17917661,-0.13350856,0.00245439,-0.00186203,0.62405491,-0.56556392,1.03610766,-0.89805202,0.00144242,-0.00107005,1.28692658,-1.15627809
-5.33966983,2.30697392,-2.02011750,0.20131446,-0.15226056,0.00267431,-0.00205277,0.65005589,-0.58566521,1.06916002,-0.93055685,0.00163727,-0.00123453,1.32025530,-1.18854869
-5.33366683,2.38869723,-2.10219763,0.22481982,-0.17263152,0.00290249,-0.00225755,0.67727928,-0.60884265,1.10089027,-0.96478176,0.00184512,-0.00141408,1.35197553,-1.22321758
-5.32766383,2.46796846,-2.18827423,0.24951843,-0.19454762,0.00313664,-0.00247492,0.70517153,-0.63460508,1.13055436,-0.99993552,0.00206445,-0.00160814,1.38113458,-1.25923951
-5.32166083,2.54315208,-2.27655829,0.27518892,-0.21789087,0.00337422,-0.00270307,0.73316626,-0.66240693,1.15745888,-1.03520107,0.00229330,-0.00181572,1.40685672,-1.29554206
-5.31565783,2.61269910,-2.36520251,0.30156395,-0.24249677,0.00361243,-0.00293980,0.76069358,-0.69165875,1.18097595,-1.06975664,0.00252928,-0.00203540,1.42836303,-1.33105509
-5.30965483,2.67517568,-2.45234303,0.32833312,-0.26815326,0.00384829,-0.00318261,0.78718940,-0.72173859,1.20055578,-1.10279629,0.00276956,-0.00226532,1.44498744,-1.36473919
-5.30365183,2.72928802,-2.53614053,0.35514805,-0.29460143,0.00407869,-0.00342867,0.81210483,-0.75200383,1.21573645,-1.13354943,0.00301098,-0.00250314,1.45618866,-1.39561208
-5.29764882,2.77390368,-2.61481977,0.38162929,-0.32153816,0.00430046,-0.00367492,0.83491544,-0.78180353,1.22615098,-1.16129878,0.00325005,-0.00274613,1.46155792,-1.42277245
-5.29164582,2.80806887,-2.68670688,0.40737527,-0.34862061,0.00451044,-0.00391809,0.85513045,-0.81049099,1.23153153,-1.18539623,0.00348305,-0.00299115,1.46082240,-1.44542042
-5.28564282,2.83102196,-2.75026352,0.43197278,-0.37547291,0.00470558,-0.00415483,0.87230179,-0.83743649,1.23171104,-1.20527633,0.00370615,-0.00323475,1.45384477,-1.46287417
-5.27963982,2.84220300,-2.80411739,0.45500888,-0.40169458,0.00488301,-0.00438172,0.88603269,-0.86203985,1.22662218,-1.22046710,0.00391548,-0.00347321,1.44061888,-1.47458251
-5.27363682,2.84125948,-2.84708857,0.47608369,-0.42687081,0.00504015,-0.00459542,0.89598581,-0.88374280,1.21629411,-1.23059798,0.00410726,-0.00370267,1.42126221,-1.48013310
-5.26763382,2.82804830,-2.87821115,0.49482355,-0.45058414,0.00517478,-0.00479275,0.90189053,-0.90204075,1.20084711,-1.23540484,0.00427792,-0.00391918,1.39600550,-1.47925632
-5.26163082,2.80263403,-2.89674990,0.51089407,-0.47242707,0.00528512,-0.00497076,0.90354925,-0.91649365,1.18048554,-1.23473215,0.00442424,-0.00411890,1.36518007,-1.47182500
-5.25562781,2.76528359,-2.90221168,0.52401236,-0.49201531,0.00536991,-0.00512689,0.90084236,-0.92673586,1.15548933,-1.22853224,0.00454342,-0.00429813,1.32920357,-1.45785019
-5.24962481,2.71645753,-2.89435141,0.53395798,-0.50900090,0.00542844,-0.00525897,0.89373164,-0.93248446,1.12620446,-1.21686200,0.00463322,-0.00445350,1.28856455,-1.43747341
-5.24362181,2.65679784,-2.87317250,0.54058196,-0.52308477,0.00546064,-0.00536539,0.88226186,-0.93354581,1.09303266,-1.19987714,0.00469200,-0.00458205,1.24380662,-1.41095585
-5.23761881,2.58711272,-2.83892190,0.54381346,-0.53402810,0.00546704,-0.00544510,0.86656043,-0.92982012,1.05642063,-1.17782435,0.00471885,-0.00468134,1.19551264,-1.37866500
-5.23161581,2.50835837,-2.79207976,0.54366366,-0.54166178,0.00544880,-0.00549770,0.84683486,-0.92130372,1.01684915,-1.15103175,0.00471357,-0.00474956,1.14428944,-1.34105951
-5.22561281,2.42161816,-2.73334415,0.54022677,-0.54589380,0.00540772,-0.00552343,0.82336814,-0.90808889,0.97482230,-1.11989786,0.00467669,-0.00478558,1.09075347,-1.29867262
-5.21960980,2.32807948,-2.66361104,0.53367778,-0.54671381,0.00534611,-0.00552320,0.79651201,-0.89036117,0.93085694,-1.08487962,0.00460952,-0.00478900,1.03551774,-1.25209506
-5.21360680,2.22900889,-2.58395028,0.52426734,-0.54419478,0.00526683,-0.00549860,0.76667829,-0.86839413,0.88547280,-1.04647974,0.00451404,-0.00476019,0.97918036,-1.20195780
-5.20760380,2.12572585,-2.49557806,0.51231365,-0.53849163,0.00517312,-0.00545177,0.73432851,-0.84254177,0.83918318,-1.00523381,0.00439285,-0.00470025,0.92231467,-1.14891538
-5.20160080,2.01957583,-2.39982664,0.49819192,-0.52983667,0.00506854,-0.00538545,0.69996218,-0.81322867,0.79248655,-0.96169751,0.00424913,-0.00461101,0.86546128,-1.09363015
-5.19559780,1.91190332,-2.29811223,0.48232177,-0.51853225,0.00495684,-0.00530280,0.66410410,-0.78093829,0.74585895,-0.91643423,0.00408648,-0.00449496,0.80912181,-1.03675788
-5.18959480,1.80402542,-2.19190183,0.46515304,-0.50494068,0.00484186,-0.00520735,0.62729111,-0.74619976,0.69974752,-0.87000343,0.00390886,-0.00435517,0.75375444,-0.97893509
-5.18359180,1.69720676,-2.08268000,0.44715085,-0.48947206,0.00472737,-0.00510287,0.59005879,-0.70957358,0.65456495,-0.82294994,0.00372042,-0.00419520,0.69977109,-0.92076828
-5.17758879,1.59263626,-1.97191642,0.42878028,-0.47257041,0.00461699,-0.00499324,0.55292864,-0.67163692,0.61068501,-0.77579444,0.00352542,-0.00401896,0.64753598,-0.86282517
-5.17158579,1.49140646,-1.86103527,0.41049152,-0.45469880,0.00451400,-0.00488231,0.51639599,-0.63296874,0.56843922,-0.72902525,0.00332805,-0.00383061,0.59736555,-0.80562799
-5.16558279,1.39449577,-1.75138700,0.39270603,-0.43632401,0.00442130,-0.00477381,0.48091926,-0.59413554,0.52811439,-0.68309149,0.00313237,-0.00363444,0.54952935,-0.74964884
