energy_ev,total_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.38769385,1.32311890,0.23864315,0.20646744,0.17469353,0.55966057,0.00015150,0.09037261,0.01200475,0.54415902
-5.38169085,1.28701413,0.22945525,0.20160083,0.16473113,0.54639856,0.00014443,0.08559872,0.01162048,0.53343539
-5.37568784,1.24685631,0.22000503,0.19611053,0.15481294,0.53104534,0.00013699,0.08073845,0.01116826,0.52101757
-5.36968484,1.20284914,0.21029477,0.19000434,0.14496244,0.51373702,0.00012937,0.07581807,0.01065703,0.50687638
-5.36368184,1.15529758,0.20034298,0.18330744,0.13521019,0.49465278,0.00012178,0.07086759,0.01009665,0.49103293
-5.35767884,1.10459764,0.19018387,0.17606118,0.12559266,0.47400969,0.00011442,0.06591978,0.00949754,0.47355682
-5.35167584,1.05122372,0.17986609,0.16832125,0.11615082,0.45205668,0.00010751,0.06100917,0.00887034,0.45456299
-5.34567284,0.99571410,0.16945106,0.16015570,0.10692847,0.42906799,0.00010126,0.05617087,0.00822566,0.43420698
-5.33966983,0.93865510,0.15901078,0.15164255,0.09797044,0.40533616,0.00009590,0.05143946,0.00757375,0.41267921
-5.33366683,0.88066466,0.14862541,0.14286729,0.08932087,0.38116495,0.00009164,0.04684796,0.00692424,0.39019835
-5.32766383,0.82237594,0.13838062,0.13392035,0.08102154,0.35686245,0.00008870,0.04242679,0.00628596,0.36700413
-5.32166083,0.76442145,0.12836496,0.12489453,0.07311037,0.33273436,0.00008728,0.03820302,0.00566672,0.34334985
-5.31565783,0.70741814,0.11866714,0.11588254,0.06562018,0.30907780,0.00008759,0.03419966,0.00507324,0.31949490
-5.30965483,0.65195400,0.10937363,0.10697471,0.05857777,0.28617577,0.00008984,0.03043527,0.00451106,0.29569757
-5.30365183,0.59857629,0.10056630,0.09825695,0.05200322,0.26429214,0.00009422,0.02692361,0.00398448,0.27220842
-5.29764882,0.54778177,0.09232049,0.08980894,0.04590960,0.24366756,0.00010091,0.02367369,0.00349664,0.24926423
-5.29164582,0.50000896,0.08470327,0.08170268,0.04030292,0.22451601,0.00011008,0.02068979,0.00304953,0.22708300
-5.28564282,0.45563244,0.07777211,0.07400132,0.03518243,0.20702221,0.00012189,0.01797177,0.00264411,0.20585982
-5.27963982,0.41495931,0.07157385,0.06675839,0.03054104,0.19133978,0.00013647,0.01551549,0.00228037,0.18576389
-5.27363682,0.37822751,0.06614403,0.06001731,0.02636605,0.17759012,0.00015392,0.01331325,0.00195754,0.16693652
-5.26763382,0.34560605,0.06150654,0.05381131,0.02263999,0.16586207,0.00017431,0.01135446,0.00167411,0.14949024
-5.26163082,0.31719685,0.05767351,0.04816356,0.01934150,0.15621219,0.00019768,0.00962616,0.00142807,0.13350892
-5.25562781,0.29303807,0.05464557,0.04308763,0.01644634,0.14866568,0.00022401,0.00811368,0.00121698,0.11904864
-5.24962481,0.27310872,0.05241229,0.03858819,0.01392837,0.14321792,0.00025325,0.00680128,0.00103813,0.10613946
-5.24362181,0.25733430,0.05095288,0.03466182,0.01176047,0.13983658,0.00028527,0.00567265,0.00088862,0.09478771
-5.23761881,0.24559339,0.05023706,0.03129810,0.00991550,0.13846419,0.00031990,0.00471152,0.00076547,0.08497870
-5.23161581,0.23772492,0.05022620,0.02848065,0.00836709,0.13902132,0.00035691,0.00390212,0.00066571,0.07667982
-5.22561281,0.23353593,0.05087454,0.02618835,0.00709041,0.14141016,0.00039602,0.00322957,0.00058645,0.06984372
-5.21960980,0.23280983,0.05213060,0.02439652,0.00606282,0.14551850,0.00043688,0.00268026,0.00052491,0.06441152
-5.21360680,0.23531477,0.05393877,0.02307810,0.00526443,0.15122411,0.00047909,0.00224215,0.00047848,0.06031594
-5.20760380,0.24081217,0.05624094,0.02220476,0.00467862,0.15839940,0.00052225,0.00190505,0.00044476,0.05748417
-5.20160080,0.24906509,0.05897831,0.02174802,0.00429242,0.16691620,0.00056589,0.00166075,0.00042153,0.05584054
-5.19559780,0.25984640,0.06209311,0.02168016,0.00409691,0.17665064,0.00060956,0.00150326,0.00040681,0.05530887
-5.18959480,0.27294642,0.06553049,0.02197514,0.00408750,0.18748792,0.00065280,0.00142890,0.00039882,0.05581440
-5.18359180,0.28817995,0.06924025,0.02260937,0.00426417,0.19932672,0.00069518,0.00143644,0.00039602,0.05728550
-5.17758879,0.30539235,0.07317848,0.02356231,0.00463177,0.21208320,0.00073633,0.00152713,0.00039707,0.05965490
-5.17158579,0.32446455,0.07730908,0.02481707,0.00520014,0.22569418,0.00077592,0.00170481,0.00040081,0.06286078
-5.16558279,0.34531660,0.08160495,0.02636076,0.00598433,0.24011950,0.00081369,0.00197595,0.00040632,0.06684745
-5.15957979,0.36790972,0.08604897,0.02818479,0.00700467,0.25534314,0.00084950,0.00234962,0.00041280,0.07156586
-5.15357679,0.39224648,0.09063449,0.03028506,0.00828692,0.27137304,0.00088328,0.00283754,0.00041966,0.07697399
-5.14757379,0.41836906,0.09536550,0.03266197,0.00986218,0.28823955,0.00091508,0.00345397,0.00042644,0.08303694
-5.14157079,0.44635549,0.10025620,0.03532031,0.01176688,0.30599223,0.00094505,0.00421565,0.00043281,0.08972706
-5.13556778,0.47631374,0.10533023,0.03826910,0.01404254,0.32469518,0.00097345,0.00514162,0.00043859,0.09702387
-5.12956478,0.50837391,0.11061927,0.04152118,0.01673540,0.34442093,0.00100062,0.00625298,0.00044368,0.10491392
-5.12356178,0.54267848,0.11616123,0.04509276,0.01989593,0.36524301,0.00102696,0.00757263,0.00044806,0.11339057
-5.11755878,0.57937109,0.12199800,0.04900277,0.02357805,0.38722752,0.00105293,0.00912478,0.00045182,0.12245360
-5.11155578,0.61858400,0.12817287,0.05327211,0.02783821,0.41042401,0.00107902,0.01093455,0.00045506,0.13210871
-5.10555278,0.66042496,0.13472767,0.05792276,0.03273413,0.43485615,0.00110568,0.01302725,0.00045795,0.14236684
-5.09954977,0.70496373,0.14169977,0.06297674,0.03832338,0.46051256,0.00113337,0.01542778,0.00046066,0.15324321
-5.09354677,0.75221914,0.14911911,0.06845501,0.04466161,0.48733845,0.00116243,0.01815974,0.00046336,0.16475619
-5.08754377,0.80214710,0.15700528,0.07437624,0.05180064,0.51522852,0.00119314,0.02124457,0.00046621,0.17692584
-5.08154077,0.85463036,0.16536499,0.08075554,0.05978627,0.54402155,0.00122563,0.02470064,0.00046936,0.18977217
-5.07553777,0.90947056,0.17418981,0.08760320,0.06865603,0.57349735,0.00125991,0.02854218,0.00047288,0.20331320
-5.06953477,0.96638313,0.18345452,0.09492340,0.07843684,0.60337614,0.00129581,0.03277835,0.00047684,0.21756273
-5.06353177,1.02499555,0.19311613,0.10271309,0.08914261,0.63332089,0.00133301,0.03741226,0.00048122,0.23252800
-5.05752876,1.08484916,0.20311347,0.11096097,0.10077215,0.66294248,0.00137100,0.04244013,0.00048596,0.24820732
-5.05152576,1.14540495,0.21336772,0.11964666,0.11330715,0.69180786,0.00140915,0.04785050,0.00049093,0.26458773
-5.04552276,1.20605310,0.22378358,0.12874021,0.12671064,0.71945089,0.00144665,0.05362371,0.00049597,0.28164293
-5.03951976,1.26612615,0.23425124,0.13820185,0.14092591,0.74538554,0.00148262,0.05973154,0.00050085,0.29933154
-5.03351676,1.32491564,0.24464911,0.14798220,0.15587602,0.76912093,0.00151608,0.06613718,0.00050532,0.31759596
-5.02751376,1.38169137,0.25484707,0.15802285,0.17146406,0.79017766,0.00154599,0.07279539,0.00050910,0.33636182
-5.02151076,1.43572282,0.26471028,0.16825733,0.18757407,0.80810465,0.00157134,0.07965312,0.00051190,0.35553825
-5.01550775,1.48630177,0.27410334,0.17861252,0.20407287,0.82249570,0.00159114,0.08665033,0.00051342,0.37501904
-5.00950475,1.53276530,0.28289458,0.18901047,0.22081264,0.83300510,0.00160446,0.09372123,0.00051339,0.39468462
-5.00350175,1.57451799,0.29096039,0.19937043,0.23763421,0.83936135,0.00161053,0.10079571,0.00051156,0.41440497
-4.99749875,1.61105254,0.29818942,0.20961123,0.25437105,0.84137852,0.00160869,0.10780115,0.00050772,0.43404320
-4.99149575,1.64196763,0.30448631,0.21965367,0.27085376,0.83896445,0.00159848,0.11466429,0.00050170,0.45345981
-4.98549275,1.66698226,0.30977499,0.22942298,0.28691484,0.83212555,0.00157963,0.12131327,0.00049341,0.47251724
-4.97948974,1.68594585,0.31400129,0.23885110,0.30239366,0.82096781,0.00155208,0.12767972,0.00048281,0.49108459
-4.97348674,1.69884336,0.31713467,0.24787867,0.31714121,0.80569400,0.00151600,0.13370070,0.00046990,0.50904211
-4.96748374,1.70579526,0.31916918,0.25645663,0.33102461,0.78659718,0.00147173,0.13932060,0.00045477,0.52628524
-4.96148074,1.70705216,0.32012343,0.26454729,0.34393092,0.76405082,0.00141985,0.14449261,0.00043757,0.54272780
-4.95547774,1.70298417,0.32003955,0.27212474,0.35577019,0.73849590,0.00136107,0.14918003,0.00041850,0.55830419
-4.94947474,1.69406551,0.31898136,0.27917465,0.36647752,0.71042581,0.00129628,0.15335703,0.00039778,0.57297029
-4.94347174,1.68085488,0.31703161,0.28569334,0.37601397,0.68036945,0.00122647,0.15700899,0.00037571,0.58670300
-4.93746873,1.66397250,0.31428852,0.29168626,0.38436636,0.64887365,0.00115271,0.16013242,0.00035259,0.59949841
-4.93146573,1.64407487,0.31086172,0.29716579,0.39154581,0.61648533,0.00107611,0.16273431,0.00032873,0.61136859
-4.92546273,1.62182831,0.30686790,0.30214878,0.39758525,0.58373455,0.00099781,0.16483110,0.00030446,0.62233723
-4.91945973,1.59788264,0.30242611,0.30665359,0.40253594,0.55111882,0.00091891,0.16644722,0.00028009,0.63243446
-4.91345673,1.57284612,0.29765323,0.31069722,0.40646328,0.51908948,0.00084044,0.16761340,0.00025595,0.64169107
-4.90745373,1.54726299,0.29265955,0.31429245,0.40944206,0.48804065,0.00076339,0.16836467,0.00023229,0.65013264
-4.90145073,1.52159449,0.28754489,0.31744531,0.41155163,0.45830101,0.00068860,0.16873840,0.00020938,0.65777399
-4.89544772,1.49620442,0.28239526,0.32015311,0.41287106,0.43012857,0.00061683,0.16877229,0.00018744,0.66461441
-4.88944472,1.47134988,0.27728036,0.32240308,0.41347481,0.40370867,0.00054870,0.16850254,0.00016663,0.67063402
-4.88344172,1.44717753,0.27225189,0.32417189,0.41342901,0.37915491,0.00048469,0.16796232,0.00014711,0.67579168
-4.87743872,1.42372550,0.26734291,0.32542596,0.41278870,0.35651284,0.00042515,0.16718055,0.00012898,0.68002462
-4.87143572,1.40093087,0.26256806,0.32612276,0.41159609,0.33576607,0.00037032,0.16618110,0.00011229,0.68324991
-4.86543272,1.37864209,0.25792481,0.32621287,0.40988003,0.31684438,0.00032029,0.16498246,0.00009708,0.68536783
-4.85942971,1.35663571,0.25339553,0.32564287,0.40765656,0.29963322,0.00027508,0.16359788,0.00008334,0.68626694
-4.85342671,1.33463643,0.24895023,0.32435878,0.40493063,0.28398429,0.00023459,0.16203588,0.00007104,0.68583067
-4.84742371,1.31233935,0.24454992,0.32230982,0.40169866,0.26972640,0.00019865,0.16030116,0.00006014,0.68394481
-4.84142071,1.28943313,0.24015032,0.31945246,0.39795185,0.25667632,0.00016704,0.15839584,0.00005055,0.68050582
-4.83541771,1.26562291,0.23570563,0.31575420,0.39367994,0.24464904,0.00013946,0.15632076,0.00004219,0.67542910
-4.82941471,1.24065166,0.23117231,0.31119715,0.38887501,0.23346709,0.00011562,0.15407699,0.00003496,0.66865683
-4.82341171,1.21431890,0.22651254,0.30578093,0.38353525,0.22296858,0.00009517,0.15166715,0.00002877,0.66016482
-4.81740870,1.18649586,0.22169718,0.29952483,0.37766820,0.21301371,0.00007779,0.14909669,0.00002351,0.64996801
-4.81140570,1.15713631,0.21670813,0.29246908,0.37129326,0.20348969,0.00006313,0.14637481,0.00001908,0.63812408
-4.80540270,1.12628269,0.21153994,0.28467505,0.36444342,0.19431379,0.00005088,0.14351516,0.00001537,0.62473494
-4.79939970,1.09406724,0.20620057,0.27622447,0.35716584,0.18543490,0.00004071,0.14053602,0.00001229,0.60994616
-4.79339670,1.06070831,0.20071140,0.26721761,0.34952146,0.17683323,0.00003234,0.13746023,0.00000976,0.59394403
-4.78739370,1.02650219,0.19510632,0.25777059,0.34158355,0.16851876,0.00002552,0.13431462,0.00000770,0.57695063
-4.78139070,0.99181103,0.18943023,0.24801185,0.33343529,0.16052825,0.00001999,0.13112916,0.00000603,0.55921703
-4.77538769,0.95704750,0.18373684,0.23807817,0.32516663,0.15292131,0.00001554,0.12793582,0.00000469,0.54101511
-4.76938469,0.92265737,0.17808604,0.22811023,0.31687058,0.14577555,0.00001200,0.12476717,0.00000362,0.52262827
-4.76338169,0.88910063,0.17254093,0.21824807,0.30863923,0.13918128,0.00000920,0.12165498,0.00000278,0.50434166
-4.75737869,0.85683237,0.16716482,0.20862666,0.30055971,0.13323581,0.00000701,0.11862872,0.00000211,0.48643233
-4.75137569,0.82628424,0.16201818,0.19937175,0.29271040,0.12803772,0.00000530,0.11571425,0.00000160,0.46915986
-4.74537269,0.79784737,0.15715582,0.19059627,0.28515755,0.12368120,0.00000398,0.11293262,0.00000120,0.45275780
-4.73936968,0.77185742,0.15262442,0.18239726,0.27795263,0.12025080,0.00000296,0.11029913,0.00000089,0.43742640
-4.73336668,0.74858242,0.14846049,0.17485368,0.27113042,0.11781655,0.00000219,0.10782276,0.00000066,0.42332683
-4.72736368,0.72821357,0.14468885,0.16802489,0.26470795,0.11642980,0.00000161,0.10550592,0.00000049,0.41057711
-4.72136068,0.71085951,0.14132169,0.16195005,0.25868444,0.11611974,0.00000118,0.10334444,0.00000035,0.39924977
-4.71535768,0.69654377,0.13835817,0.15664829,0.25304201,0.11689076,0.00000085,0.10132805,0.00000026,0.38937145
-4.70935468,0.68520562,0.13578464,0.15211953,0.24774723,0.11872072,0.00000061,0.09944106,0.00000018,0.38092399
-4.70335168,0.67670378,0.13357532,0.14834607,0.24275331,0.12156008,0.00000044,0.09766326,0.00000013,0.37384725
-4.69734867,0.67082291,0.13169343,0.14529455,0.23800279,0.12533206,0.00000031,0.09597103,0.00000009,0.36804314
-4.69134567,0.66728235,0.13009274,0.14291845,0.23343057,0.12993370,0.00000022,0.09433859,0.00000007,0.36338077
-4.68534267,0.66574662,0.12871933,0.14116068,0.22896711,0.13523783,0.00000015,0.09273921,0.00000005,0.35970241
-4.67933967,0.66583732,0.12751365,0.13995646,0.22454157,0.14109594,0.00000011,0.09114641,0.00000003,0.35683000
-4.67333667,0.66714589,0.12641255,0.13923603,0.22008483,0.14734178,0.00000007,0.08953513,0.00000003,0.35457186
-4.66733367,0.66924674,0.12535148,0.13892735,0.21553222,0.15379570,0.00000005,0.08788267,0.00000002,0.35272950
-4.66133067,0.67171037,0.12426657,0.13895855,0.21082580,0.16026950,0.00000003,0.08616950,0.00000002,0.35110414
-4.65532766,0.67411597,0.12309655,0.13926005,0.20591630,0.16657168,0.00000002,0.08437990,0.00000002,0.34950284
-4.64932466,0.67606330,0.12178460,0.13976630,0.20076447,0.17251294,0.00000002,0.08250228,0.00000002,0.34774410
-4.64332166,0.67718333,0.12027991,0.14041723,0.19534198,0.17791169,0.00000001,0.08052946,0.00000003,0.34566264
