energy_ev,total_up,Cd_p_up,Cd_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.78989495,1.82198014,0.28915625,0.11433540,0.40358332,0.68268482,0.00700375,0.06667911,0.05925424,0.93655186
-5.78389195,1.86406011,0.29660509,0.11672372,0.41105718,0.70030910,0.00702420,0.06817143,0.06083005,0.95755212
-5.77788894,1.89486480,0.30275978,0.11847594,0.41625588,0.71345587,0.00701033,0.06932416,0.06201170,0.97270586
-5.77188594,1.91390550,0.30762552,0.11956319,0.41913611,0.72186801,0.00695883,0.07013627,0.06277506,0.98178284
-5.76588294,1.92095899,0.31124262,0.11997420,0.41971346,0.72538783,0.00686795,0.07061550,0.06310472,0.98468891
-5.75987994,1.91607197,0.31368361,0.11971507,0.41806006,0.72396233,0.00673742,0.07077782,0.06299444,0.98146772
-5.75387694,1.89955589,0.31504890,0.11880858,0.41430018,0.71764471,0.00656841,0.07064656,0.06244744,0.97229757
-5.74787394,1.87197248,0.31546118,0.11729281,0.40860400,0.70659228,0.00636333,0.07025123,0.06147624,0.95748347
-5.74187094,1.83411070,0.31505894,0.11521943,0.40117966,0.69106071,0.00612574,0.06962609,0.06010233,0.93744477
-5.73586793,1.78695631,0.31398928,0.11265150,0.39226433,0.67139499,0.00586017,0.06880857,0.05835536,0.91269909
-5.72986493,1.73165542,0.31240054,0.10966104,0.38211439,0.64801747,0.00557190,0.06783762,0.05627221,0.88384322
-5.72386193,1.66947399,0.31043512,0.10632642,0.37099544,0.62141369,0.00526685,0.06675207,0.05389581,0.85153208
-5.71785893,1.60175514,0.30822284,0.10272970,0.35917254,0.59211653,0.00495132,0.06558901,0.05127372,0.81645662
-5.71185593,1.52987632,0.30587524,0.09895407,0.34690120,0.56068957,0.00463188,0.06438249,0.04845676,0.77932177
-5.70585293,1.45520814,0.30348112,0.09508146,0.33441942,0.52771016,0.00431519,0.06316230,0.04549742,0.74082548
-5.69984992,1.37907684,0.30110359,0.09119050,0.32194125,0.49375326,0.00400782,0.06195312,0.04244851,0.70163955
-5.69384692,1.30273159,0.29877869,0.08735475,0.30965211,0.45937637,0.00371619,0.06077406,0.03936168,0.66239325
-5.68784392,1.22731789,0.29651568,0.08364147,0.29770581,0.42510630,0.00344644,0.05963842,0.03628623,0.62366005
-5.68184092,1.15385775,0.29429896,0.08011069,0.28622362,0.39142810,0.00320437,0.05855386,0.03326804,0.58594797
-5.67583792,1.08323689,0.29209139,0.07681485,0.27529502,0.35877651,0.00299537,0.05752288,0.03034868,0.54969358
-5.66983492,1.01619882,0.28983882,0.07379872,0.26498008,0.32752998,0.00282438,0.05654351,0.02756476,0.51525960
-5.66383192,0.95334551,0.28747553,0.07109978,0.25531326,0.29800733,0.00269593,0.05561026,0.02494751,0.48293589
-5.65782891,0.89514354,0.28493015,0.06874876,0.24630823,0.27046694,0.00261406,0.05471516,0.02252250,0.45294331
-5.65182591,0.84193505,0.28213176,0.06677047,0.23796331,0.24510811,0.00258239,0.05384887,0.02030969,0.42543996
-5.64582291,0.79395202,0.27901575,0.06518470,0.23026735,0.22207441,0.00260410,0.05300176,0.01832350,0.40052927
-5.63981991,0.75133294,0.27552909,0.06400714,0.22320549,0.20145858,0.00268195,0.05216490,0.01657310,0.37826909
-5.63381691,0.71414042,0.27163474,0.06325028,0.21676457,0.18330859,0.00281828,0.05133092,0.01506281,0.35868143
-5.62781391,0.68237880,0.26731493,0.06292418,0.21093795,0.16763444,0.00301505,0.05049464,0.01379259,0.34176198
-5.62181091,0.65601083,0.26257316,0.06303712,0.20572938,0.15441535,0.00327381,0.04965352,0.01275848,0.32748920
-5.61580790,0.63497248,0.25743490,0.06359598,0.20115598,0.14360691,0.00359575,0.04880779,0.01195323,0.31583238
-5.60980490,0.61918567,0.25194693,0.06460656,0.19725008,0.13514799,0.00398164,0.04796046,0.01136675,0.30675845
-5.60380190,0.60856827,0.24617552,0.06607364,0.19405995,0.12896709,0.00443187,0.04711700,0.01098665,0.30023741
-5.59779890,0.60304153,0.24020356,0.06800085,0.19164954,0.12498794,0.00494646,0.04628491,0.01079877,0.29624625
-5.59179590,0.60253489,0.23412679,0.07039050,0.19009719,0.12313428,0.00552500,0.04547314,0.01078754,0.29477138
-5.58579290,0.60698830,0.22804965,0.07324327,0.18949362,0.12333365,0.00616670,0.04469140,0.01093647,0.29580976
-5.57978989,0.61635253,0.22208067,0.07655785,0.18993908,0.12552022,0.00687039,0.04394951,0.01122844,0.29936865
-5.57378689,0.63058755,0.21632795,0.08033058,0.19154008,0.12963657,0.00763452,0.04325664,0.01164608,0.30546438
-5.56778389,0.64965949,0.21089492,0.08455510,0.19440561,0.13563454,0.00845714,0.04262079,0.01217203,0.31412006
-5.56178089,0.67353633,0.20587642,0.08922204,0.19864321,0.14347509,0.00933596,0.04204823,0.01278919,0.32536259
-5.55577789,0.70218268,0.20135553,0.09431871,0.20435468,0.15312720,0.01026834,0.04154319,0.01348098,0.33921896
-5.54977489,0.73555369,0.19740104,0.09982891,0.21163190,0.16456598,0.01125125,0.04110758,0.01423150,0.35571192
-5.54377189,0.77358827,0.19406572,0.10573265,0.22055249,0.17776998,0.01228132,0.04074101,0.01502573,0.37485529
-5.53776888,0.81620166,0.19138534,0.11200598,0.23117558,0.19271769,0.01335477,0.04044082,0.01584962,0.39664872
-5.53176588,0.86327751,0.18937836,0.11862070,0.24353765,0.20938351,0.01446741,0.04020232,0.01669029,0.42107213
-5.52576288,0.91465937,0.18804628,0.12554413,0.25764859,0.22773321,0.01561456,0.04001908,0.01753600,0.44807999
-5.51975988,0.97014186,0.18737447,0.13273875,0.27348796,0.24771901,0.01679099,0.03988332,0.01837626,0.47759528
-5.51375688,1.02946169,0.18733333,0.14016188,0.29100161,0.26927453,0.01799084,0.03978634,0.01920178,0.50950365
-5.50775388,1.09228891,0.18787971,0.14776520,0.31009884,0.29230975,0.01920756,0.03971884,0.02000443,0.54364769
-5.50175088,1.15821864,0.18895847,0.15549442,0.33065013,0.31670634,0.02043376,0.03967140,0.02077717,0.57982184
-5.49574787,1.22676407,0.19050407,0.16328890,0.35248574,0.34231350,0.02166121,0.03963470,0.02151393,0.61776806
-5.48974487,1.29735121,0.19244209,0.17108140,0.37539534,0.36894469,0.02288074,0.03959978,0.02220941,0.65717277
-5.48374187,1.36931608,0.19469074,0.17879802,0.39912880,0.39637550,0.02408223,0.03955824,0.02285898,0.69766538
-5.47773887,1.44190515,0.19716231,0.18635842,0.42339843,0.42434295,0.02525465,0.03950228,0.02345847,0.73881888
-5.47173587,1.51427952,0.19976460,0.19367631,0.44788276,0.45254635,0.02638612,0.03942472,0.02400398,0.78015262
-5.46573287,1.58552350,0.20240229,0.20066041,0.47223189,0.48065012,0.02746404,0.03931897,0.02449178,0.82113780
-5.45972986,1.65465798,0.20497851,0.20721576,0.49607458,0.50828836,0.02847536,0.03917897,0.02491816,0.86120572
-5.45372686,1.72065858,0.20739640,0.21324561,0.51902696,0.53507147,0.02940679,0.03899909,0.02527938,0.89975874
-5.44772386,1.78247861,0.20956100,0.21865365,0.54070264,0.56059452,0.03024522,0.03877412,0.02557166,0.93618397
-5.44172086,1.83907627,0.21138118,0.22334671,0.56072412,0.58444727,0.03097807,0.03849921,0.02579118,0.96986941
-5.43571786,1.88944559,0.21277192,0.22723786,0.57873510,0.60622556,0.03159381,0.03816990,0.02593427,1.00022191
-5.42971486,1.93264986,0.21365669,0.23024960,0.59441331,0.62554359,0.03208242,0.03778228,0.02599749,1.02668660
-5.42371186,1.96785640,0.21397006,0.23231735,0.60748338,0.64204667,0.03243592,0.03733311,0.02597792,1.04876693
-5.41770885,1.99437142,0.21366028,0.23339281,0.61772919,0.65542396,0.03264886,0.03682012,0.02587336,1.06604452
-5.41170585,2.01167307,0.21269191,0.23344707,0.62500531,0.66542053,0.03271884,0.03624223,0.02568265,1.07819797
-5.40570285,2.01944144,0.21104825,0.23247354,0.62924687,0.67184829,0.03264687,0.03559997,0.02540597,1.08501976
-5.39969985,2.01758386,0.20873349,0.23049019,0.63047744,0.67459523,0.03243778,0.03489582,0.02504509,1.08643044
-5.39369685,2.00625412,0.20577450,0.22754128,0.62881448,0.67363252,0.03210045,0.03413454,0.02460364,1.08248923
-5.38769385,1.98586454,0.20222205,0.22369825,0.62447202,0.66901903,0.03164797,0.03332353,0.02408734,1.07340067
-5.38169085,1.95709000,0.19815139,0.21905977,0.61776035,0.66090312,0.03109766,0.03247308,0.02350412,1.05951654
-5.37568784,1.92086339,0.19366218,0.21375100,0.60908251,0.64952150,0.03047100,0.03159657,0.02286422,1.04133313
-5.36968484,1.87836232,0.18887762,0.20792183,0.59892765,0.63519512,0.02979336,0.03071054,0.02218015,1.01948345
-5.36368184,1.83098736,0.18394275,0.20174431,0.58786129,0.61832221,0.02909366,0.02983466,0.02146665,0.99472484
-5.35767884,1.78033210,0.17902203,0.19540929,0.57651264,0.59936877,0.02840390,0.02899160,0.02074045,0.96792199
-5.35167584,1.72814623,0.17429615,0.18912229,0.56555941,0.57885677,0.02775857,0.02820669,0.02002006,0.94002614
-5.34567284,1.67629233,0.16995816,0.18309882,0.55571033,0.55735052,0.02719392,0.02750751,0.01932538,0.91205082
-5.33966983,1.62669799,0.16620901,0.17755919,0.54768591,0.53544165,0.02674722,0.02692335,0.01867732,0.88504513
-5.33366683,1.58130456,0.16325258,0.17272307,0.54219793,0.51373330,0.02645593,0.02648454,0.01809732,0.86006515
-5.32766383,1.54201414,0.16129045,0.16880380,0.53992829,0.49282402,0.02635676,0.02622169,0.01760687,0.83814456
-5.32166083,1.51063627,0.16051636,0.16600274,0.54150764,0.47329181,0.02648481,0.02616486,0.01722692,0.82026518
-5.31565783,1.48883611,0.16111067,0.16450376,0.54749456,0.45567899,0.02687262,0.02634268,0.01697740,0.80732844
-5.30965483,1.47808540,0.16323487,0.16446806,0.55835589,0.44047818,0.02754925,0.02678143,0.01687663,0.80012857
-5.30365183,1.47961773,0.16702636,0.16602931,0.57444871,0.42811982,0.02853946,0.02750418,0.01694084,0.79932824
-5.29764882,1.49438951,0.17259362,0.16928949,0.59600474,0.41896164,0.02986284,0.02852985,0.01718366,0.80543755
-5.29164582,1.52304762,0.18001188,0.17431530,0.62311761,0.41328025,0.03153311,0.02987248,0.01761568,0.81879682
-5.28564282,1.56590492,0.18931953,0.18113538,0.65573367,0.41126500,0.03355748,0.03154042,0.01824406,0.83956380
-5.27963982,1.62292441,0.20051526,0.18973845,0.69364663,0.41301440,0.03593612,0.03353582,0.01907224,0.86770587
-5.27363682,1.69371262,0.21355615,0.20007233,0.73649661,0.41853491,0.03866179,0.03585404,0.02009970,0.90299723
-5.26763382,1.77752264,0.22835678,0.21204395,0.78377371,0.42774230,0.04171964,0.03848346,0.02132179,0.94502171
-5.26163082,1.87326698,0.24478934,0.22552044,0.83482631,0.44046533,0.04508715,0.04140525,0.02272972,0.99318079
-5.25562781,1.97954011,0.26268497,0.24033121,0.88887412,0.45645177,0.04873423,0.04459344,0.02431052,1.04670708
-5.24962481,2.09465023,0.28183610,0.25627105,0.94502559,0.47537645,0.05262362,0.04801519,0.02604728,1.10468281
-5.24362181,2.21665963,0.30199997,0.27310416,1.00229954,0.49685121,0.05671132,0.05163124,0.02791932,1.16606293
-5.23761881,2.34343260,0.32290323,0.29056907,1.05965026,0.52043634,0.06094734,0.05539649,0.02990253,1.22970219
-5.23161581,2.47268945,0.34424739,0.30838435,1.11599539,0.54565340,0.06527657,0.05926090,0.03196982,1.29438547
-5.22561281,2.60206539,0.36571515,0.32625482,1.17024563,0.57199880,0.06963980,0.06317041,0.03409162,1.35886048
-5.21960980,2.72917211,0.38697745,0.34387828,1.22133527,0.59895806,0.07397489,0.06706814,0.03623644,1.42187171
-5.21360680,2.85166046,0.40770084,0.36095249,1.26825251,0.62602005,0.07821803,0.07089558,0.03837152,1.48219462
-5.20760380,2.96728191,0.42755521,0.37718208,1.31006820,0.65269109,0.08230513,0.07459391,0.04046349,1.53866887
-5.20160080,3.07394707,0.44622149,0.39228539,1.34596212,0.67850830,0.08617311,0.07810542,0.04247911,1.59022958
-5.19559780,3.16977904,0.46339917,0.40600085,1.37524561,0.70305195,0.08976137,0.08137483,0.04438592,1.63593542
-5.18959480,3.25316007,0.47881327,0.41809280,1.39737981,0.72595641,0.09301302,0.08435059,0.04615295,1.67499262
-5.18359180,3.32276989,0.49222078,0.42835654,1.41198858,0.74691936,0.09587621,0.08698616,0.04775139,1.70677420
-5.17758879,3.37761462,0.50341610,0.43662246,1.41886599,0.76570916,0.09830515,0.08924108,0.04915514,1.73083367
-5.17158579,3.41704539,0.51223550,0.44275920,1.41797780,0.78216997,0.10026115,0.09108195,0.05034140,1.74691303
-5.16558279,3.44076635,0.51856045,0.44667566,1.40945732,0.79622468,0.10171336,0.09248317,0.05129106,1.75494465
-5.15957979,3.44883215,0.52231961,0.44832193,1.39359577,0.80787556,0.10263937,0.09342746,0.05198908,1.75504745
-5.15357679,3.44163518,0.52348959,0.44768916,1.37082784,0.81720258,0.10302557,0.09390623,0.05242471,1.74751747
-5.14757379,3.41988354,0.52209444,0.44480827,1.34171310,0.82435954,0.10286730,0.09391960,0.05259164,1.73281353
-5.14157079,3.38457084,0.51820378,0.43974785,1.30691441,0.82956826,0.10216875,0.09347625,0.05248803,1.71153851
-5.13556778,3.33693903,0.51192991,0.43261108,1.26717402,0.83311075,0.10094273,0.09259305,0.05211641,1.68441736
-5.12956478,3.27843608,0.50342381,0.42353206,1.22328884,0.83531993,0.09921012,0.09129441,0.05148352,1.65227242
-5.12356178,3.21066984,0.49287028,0.41267147,1.17608552,0.83656893,0.09699927,0.08961148,0.05060001,1.61599726
-5.11755878,3.13535984,0.48048237,0.40021197,1.12639661,0.83725934,0.09434513,0.08758122,0.04948011,1.57652981
-5.11155578,3.05428854,0.46649531,0.38635320,1.07503846,0.83780869,0.09128837,0.08524525,0.04814122,1.53482575
-5.10555278,2.96925351,0.45116017,0.37130685,1.02279169,0.83863749,0.08787429,0.08264874,0.04660341,1.49183282
-5.09954977,2.88202162,0.43473730,0.35529164,0.97038453,0.84015606,0.08415176,0.07983909,0.04488893,1.44846683
-5.09354677,2.79428654,0.41749001,0.33852860,0.91847959,0.84275149,0.08017209,0.07686475,0.04302168,1.40558987
-5.08754377,2.70763016,0.39967838,0.32123651,0.86766393,0.84677497,0.07598789,0.07377399,0.04102666,1.36399102
-5.08154077,2.62348878,0.38155357,0.30362779,0.81844259,0.85252982,0.07165201,0.07061374,0.03892946,1.32437004
-5.07553777,2.54312444,0.36335271,0.28590479,0.77123519,0.86026048,0.06721647,0.06742854,0.03675575,1.28732399
-5.06953477,2.46760162,0.34529435,0.26825662,0.72637550,0.87014260,0.06273152,0.06425962,0.03453078,1.25333701
-5.06353177,2.39776970,0.32757485,0.25085641,0.68411336,0.88227481,0.05824482,0.06114413,0.03227897,1.22277320
-5.05752876,2.33425109,0.31036544,0.23385918,0.64461864,0.89667211,0.05380067,0.05811449,0.03002352,1.19587253
-5.05152576,2.27743503,0.29381017,0.21740028,0.60798682,0.91326130,0.04943945,0.05519797,0.02778606,1.17274973
-5.04552276,2.22747713,0.27802474,0.20159431,0.57424560,0.93187880,0.04519712,0.05241640,0.02558640,1.15339604
-5.03951976,2.18430443,0.26309615,0.18653462,0.54336237,0.95227083,0.04110494,0.04978608,0.02344232,1.13768377
-5.03351676,2.14762592,0.24908304,0.17229332,0.51525200,0.97409644,0.03718924,0.04731785,0.02136939,1.12537342
-5.02751376,2.11694827,0.23601692,0.15892170,0.48978483,0.99693320,0.03347139,0.04501728,0.01938091,1.11612340
-5.02151076,2.09159655,0.22390391,0.14645120,0.46679464,1.02028590,0.02996787,0.04288503,0.01748787,1.10950207
-5.01550775,2.07073957,0.21272710,0.13489468,0.44608636,1.04359803,0.02669042,0.04091735,0.01569897,1.10500207
-5.00950475,2.05341936,0.20244940,0.12424807,0.42744366,1.06626591,0.02364631,0.03910656,0.01402066,1.10205649
-5.00350175,2.03858429,0.19301670,0.11449230,0.41063610,1.08765525,0.02083870,0.03744179,0.01245732,1.10005695
-4.99749875,2.02512495,0.18436138,0.10559549,0.39542613,1.10711974,0.01826700,0.03590957,0.01101133,1.09837282
-4.99149575,2.01191202,0.17640593,0.09751525,0.38157565,1.12402100,0.01592737,0.03449463,0.00968329,1.09637149
-4.98549275,1.99783509,0.16906661,0.09020109,0.36885233,1.13774951,0.01381313,0.03318058,0.00847220,1.09343906
-4.97948974,1.98184119,0.16225718,0.08359692,0.35703553,1.14774549,0.01191527,0.03195063,0.00737569,1.08900077
-4.97348674,1.96297199,0.15589238,0.07764340,0.34592186,1.15351914,0.01022295,0.03078827,0.00639023,1.08254068
-4.96748374,1.94039810,0.14989126,0.07228028,0.33533023,1.15466937,0.00872389,0.02967794,0.00551136,1.07361993
-4.96148074,1.91344961,0.14418016,0.06744854,0.32510638,1.15090012,0.00740488,0.02860557,0.00473389,1.06189272
-4.95547774,1.88164130,0.13869531,0.06309229,0.31512671,1.14203361,0.00625214,0.02755905,0.00405215,1.04711970
-4.94947474,1.84469178,0.13338505,0.05916045,0.30530135,1.12801989,0.00525170,0.02652871,0.00346015,1.02917785
-4.94347174,1.80253565,0.12821147,0.05560813,0.29557625,1.10894200,0.00438970,0.02550755,0.00295179,1.00806668
-4.93746873,1.75532807,0.12315159,0.05239758,0.28593435,1.08501669,0.00365270,0.02449151,0.00252099,0.98391028
-4.93146573,1.70344159,0.11819795,0.04949897,0.27639563,1.05659030,0.00302792,0.02347956,0.00216186,0.95695506
-4.92546273,1.64745519,0.11335871,0.04689072,0.26701598,1.02413002,0.00250340,0.02247372,0.00186878,0.92756321
-4.91945973,1.58813611,0.10865720,0.04455948,0.25788502,0.98821080,0.00206817,0.02147900,0.00163651,0.89620216
-4.91345673,1.52641492,0.10413098,0.04249994,0.24912282,0.94949840,0.00171240,0.02050321,0.00146024,0.86343021
-4.90745373,1.46335511,0.09983050,0.04071419,0.24087554,0.90872920,0.00142745,0.01955676,0.00133564,0.82987909
-4.90145073,1.40011826,0.09581738,0.03921099,0.23331037,0.86668764,0.00120596,0.01865234,0.00125884,0.79623395
-4.89544772,1.33792625,0.09216236,0.03800479,0.22660964,0.82418218,0.00104185,0.01780463,0.00122646,0.76321173
-4.88944472,1.27802205,0.08894315,0.03711460,0.22096461,0.78202074,0.00093042,0.01702991,0.00123558,0.73153853
-4.88344172,1.22163058,0.08624205,0.03656280,0.21656893,0.74098659,0.00086823,0.01634566,0.00128368,0.70192709
-4.87743872,1.16992128,0.08414355,0.03637391,0.21361215,0.70181566,0.00085318,0.01577026,0.00136859,0.67505512
-4.87143572,1.12397361,0.08273207,0.03657335,0.21227358,0.66517603,0.00088443,0.01532255,0.00148845,0.65154530
-4.86543272,1.08474682,0.08208967,0.03718629,0.21271650,0.63165047,0.00096235,0.01502150,0.00164164,0.63194770
-4.85942971,1.05305498,0.08229401,0.03823650,0.21508323,0.60172243,0.00108846,0.01488593,0.00182670,0.61672521
-4.85342671,1.02954795,0.08341648,0.03974543,0.21949099,0.57576608,0.00126531,0.01493418,0.00204230,0.60624247
-4.84742371,1.01469884,0.08552057,0.04173131,0.22602882,0.55404050,0.00149642,0.01518385,0.00228719,0.60075850
-4.84142071,1.00879803,0.08866048,0.04420846,0.23475558,0.53668810,0.00178608,0.01565156,0.00256015,0.60042333
-4.83541771,1.01195369,0.09287993,0.04718672,0.24569909,0.52373722,0.00213922,0.01635275,0.00286000,0.60527850
-4.82941471,1.02409849,0.09821122,0.05067102,0.25885635,0.51510851,0.00256121,0.01730140,0.00318559,0.61526113
-4.82341171,1.04500161,0.10467446,0.05466104,0.27419483,0.51062476,0.00305762,0.01850988,0.00353581,0.63021156
-4.81740870,1.07428563,0.11227693,0.05915104,0.29165461,0.51002359,0.00363397,0.01998868,0.00390967,0.64988363
-4.81140570,1.11144687,0.12101257,0.06412972,0.31115125,0.51297237,0.00429547,0.02174616,0.00430636,0.67395749
-4.80540270,1.15587849,0.13086158,0.06958018,0.33257921,0.51908469,0.00504666,0.02378829,0.00472531,0.70205389
-4.79939970,1.20689487,0.14178999,0.07547991,0.35581559,0.52793761,0.00589116,0.02611832,0.00516629,0.73374956
-4.79339670,1.26375638,0.15374940,0.08180083,0.38072386,0.53908899,0.00683132,0.02873651,0.00562956,0.76859278
-4.78739370,1.32569326,0.16667663,0.08850933,0.40715757,0.55209425,0.00786786,0.03163969,0.00611592,0.80611849
-4.78139070,1.39192766,0.18049355,0.09556631,0.43496353,0.56652177,0.00899965,0.03482099,0.00662685,0.84586236
-4.77538769,1.46169307,0.19510687,0.10292733,0.46398462,0.58196646,0.01022340,0.03826946,0.00716459,0.88737315
-4.76938469,1.53425029,0.21040822,0.11054266,0.49406180,0.59806106,0.01153343,0.04196973,0.00773219,0.93022294
-4.76338169,1.60889963,0.22627426,0.11835746,0.52503537,0.61448470,0.01292160,0.04590176,0.00833359,0.97401492
-4.75737869,1.68498899,0.24256722,0.12631199,0.55674550,0.63096862,0.01437714,0.05004065,0.00897356,1.01838847
-4.75137569,1.76191783,0.25913561,0.13434195,0.58903188,0.64729885,0.01588676,0.05435654,0.00965767,1.06302149
-4.74537269,1.83913720,0.27581546,0.14237887,0.62173276,0.66331603,0.01743471,0.05881465,0.01039221,1.10763011
-4.73936968,1.91614630,0.29243192,0.15035069,0.65468337,0.67891239,0.01900305,0.06337546,0.01118399,1.15196592
-4.73336668,1.99248603,0.30880138,0.15818248,0.68771395,0.69402636,0.02057194,0.06799503,0.01204014,1.19581114
-4.72736368,2.06773034,0.32473411,0.16579733,0.72064762,0.70863508,0.02212007,0.07262555,0.01296781,1.23897211
-4.72136068,2.14147610,0.34003737,0.17311736,0.75329827,0.72274538,0.02362518,0.07721600,0.01397388,1.28127168
-4.71535768,2.21333242,0.35451891,0.18006494,0.78546869,0.73638375,0.02506460,0.08171303,0.01506455,1.32254097
-4.70935468,2.28291009,0.36799091,0.18656400,0.81694920,0.74958582,0.02641591,0.08606192,0.01624495,1.36261118
-4.70335168,2.34981217,0.38027411,0.19254143,0.84751694,0.76238603,0.02765753,0.09020776,0.01751872,1.40130590
-4.69734867,2.41362619,0.39120208,0.19792854,0.87693599,0.77480792,0.02876941,0.09409661,0.01888755,1.43843451
-4.69134567,2.47391870,0.40062545,0.20266248,0.90495847,0.78685567,0.02973359,0.09767684,0.02035083,1.47378702
-4.68534267,2.53023248,0.40841589,0.20668761,0.93132651,0.79850709,0.03053473,0.10090035,0.02190524,1.50713076
-4.67933967,2.58208681,0.41446976,0.20995671,0.95577544,0.80970871,0.03116062,0.10372388,0.02354446,1.53820912
-4.67333667,2.62898070,0.41871119,0.21243207,0.97803774,0.82037283,0.03160247,0.10611011,0.02525892,1.56674245
-4.66733367,2.67039927,0.42109448,0.21408627,0.99784796,0.83037696,0.03185518,0.10802876,0.02703574,1.59243118
-4.66133067,2.70582274,0.42160563,0.21490274,1.01494834,0.83956541,0.03191738,0.10945740,0.02885865,1.61496089
-4.65532766,2.73473801,0.42026309,0.21487602,1.02909491,0.84775310,0.03179148,0.11038218,0.03070815,1.63400941
-4.64932466,2.75665205,0.41711744,0.21401175,1.04006393,0.85473121,0.03148341,0.11079820,0.03256179,1.64925528
-4.64332166,2.77110671,0.41225022,0.21232632,1.04765834,0.86027452,0.03100239,0.11070978,0.03439454,1.66038754
