energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.56778389,4.51315899,0.74525309,0.31364275,0.00197071,1.02822233,0.14287552,1.58503343,1.13058550,0.76974746
-5.56178089,4.38403884,0.66047496,0.29212673,0.00182390,1.06438664,0.13690575,1.46781451,1.16493913,0.80229788
-5.55577789,4.27125843,0.58323841,0.27194059,0.00168194,1.10273943,0.13109703,1.35895677,1.20119448,0.83747251
-5.54977489,4.17412013,0.51333158,0.25301310,0.00154562,1.14325158,0.12542238,1.25803866,1.23926887,0.87526996
-5.54377189,4.09180649,0.45046255,0.23526710,0.00141558,1.18587804,0.11985383,1.16456795,1.27906681,0.91565890
-5.53776888,4.02338833,0.39427535,0.21862265,0.00129239,1.23054050,0.11436447,1.07800758,1.32046656,0.95856232
-5.53176588,3.96783207,0.34436631,0.20300010,0.00117648,1.27711023,0.10893015,0.99780087,1.36330636,1.00384232
-5.52576288,3.92400633,0.30029998,0.18832289,0.00106820,1.32539210,0.10353109,0.92339485,1.40737108,1.05128630
-5.51975988,3.89068794,0.26162428,0.17451999,0.00096781,1.37511064,0.09815312,0.85426107,1.45238008,1.10059531
-5.51375688,3.86656812,0.22788434,0.16152793,0.00087548,1.42589914,0.09278854,0.78991292,1.49797738,1.15137556
-5.50775388,3.85025962,0.19863461,0.14929224,0.00079134,1.47729281,0.08743666,0.72991922,1.54372483,1.20313383
-5.50175088,3.84030581,0.17344914,0.13776842,0.00071546,1.52872667,0.08210385,0.67391362,1.58909928,1.25527736
-5.49574787,3.83519296,0.15192981,0.12692236,0.00064789,1.57953884,0.07680331,0.62160008,1.63349440,1.30711891
-5.48974487,3.83336648,0.13371242,0.11673021,0.00058868,1.62897960,0.07155452,0.57275439,1.67622763,1.35788709
-5.48374187,3.83325199,0.11847077,0.10717793,0.00053786,1.67622628,0.06638229,0.52722229,1.71655236,1.40674199
-5.47773887,3.83328156,0.10591877,0.09826036,0.00049548,1.72040366,0.06131583,0.48491464,1.75367539,1.45279584
-5.47173587,3.83192493,0.09581089,0.08998008,0.00046162,1.76060934,0.05638750,0.44580027,1.78677908,1.49513801
-5.46573287,3.82772524,0.08794088,0.08234612,0.00043638,1.79594300,0.05163164,0.40989718,1.81504742,1.53286344
-5.45972986,3.81933784,0.08213937,0.07537250,0.00041990,1.82553843,0.04708339,0.37726270,1.83769499,1.56510327
-5.45372686,3.80557078,0.07827024,0.06907684,0.00041235,1.84859666,0.04277759,0.34798314,1.85399731,1.59105637
-5.44772386,3.78542477,0.07622626,0.06347903,0.00041390,1.86441863,0.03874787,0.32216363,1.86332116,1.61002011
-5.44172086,3.75813023,0.07592403,0.05859999,0.00042478,1.87243573,0.03502586,0.29991835,1.86515325,1.62141894
-5.43571786,3.72317925,0.07729867,0.05446058,0.00044521,1.87223635,0.03164061,0.28136163,1.85912556,1.62482915
-5.42971486,3.68035001,0.08029819,0.05108071,0.00047541,1.86358718,0.02861823,0.26660000,1.84503597,1.61999854
-5.42371186,3.62972158,0.08487797,0.04847860,0.00051558,1.84644787,0.02598169,0.25572542,1.82286296,1.60685995
-5.41770885,3.57167788,0.09099535,0.04667018,0.00056590,1.82097812,0.02375074,0.24880961,1.79277339,1.58553773
-5.41170585,3.50689954,0.09860457,0.04566864,0.00062650,1.78753698,0.02194203,0.24589941,1.75512288,1.55634680
-5.40570285,3.43634360,0.10765222,0.04548406,0.00069744,1.74667398,0.02056921,0.24701322,1.71044878,1.51978445
-5.39969985,3.36121160,0.11807321,0.04612308,0.00077870,1.69911283,0.01964313,0.25213821,1.65945585,1.47651495
-5.39369685,3.28290718,0.12978754,0.04758868,0.00087018,1.64572833,0.01917195,0.26122832,1.60299559,1.42734812
-5.38769385,3.20298520,0.14269784,0.04987981,0.00097166,1.58751784,0.01916124,0.27420284,1.54204017,1.37321266
-5.38169085,3.12309465,0.15668783,0.05299113,0.00108282,1.52556866,0.01961400,0.29094551,1.47765237,1.31512577
-5.37568784,3.04491838,0.17162174,0.05691268,0.00120319,1.46102321,0.02053050,0.31130404,1.41095307,1.25416056
-5.36968484,2.97011246,0.18734480,0.06162939,0.00133219,1.39504354,0.02190805,0.33509004,1.34308800,1.19141270
-5.36368184,2.90024819,0.20368463,0.06712078,0.00146912,1.32877711,0.02374061,0.36207944,1.27519512,1.12796813
-5.35767884,2.83675971,0.22045372,0.07336042,0.00161314,1.26332530,0.02601828,0.39201326,1.20837451,1.06487299
-5.35167584,2.78089953,0.23745282,0.08031557,0.00176332,1.19971603,0.02872681,0.42459894,1.14366157,1.00310719
-5.34567284,2.73370405,0.25447512,0.08794681,0.00191861,1.13888157,0.03184687,0.45951229,1.08200501,0.94356258
-5.33966983,2.69597044,0.27131118,0.09620776,0.00207787,1.08164234,0.03535354,0.49640010,1.02424996,0.88702630
-5.33366683,2.66824567,0.28775439,0.10504502,0.00223991,1.02869692,0.03921571,0.53488352,0.97112674,0.83416978
-5.32766383,2.65082771,0.30360671,0.11439823,0.00240345,0.98061830,0.04339567,0.57456233,0.92324529,0.78554333
-5.32166083,2.64377850,0.31868464,0.12420038,0.00256722,0.93785611,0.04784882,0.61502012,0.88109491,0.74157612
-5.31565783,2.64694752,0.33282502,0.13437851,0.00272990,0.90074409,0.05252371,0.65583029,0.84504886,0.70258100
-5.30965483,2.66000441,0.34589058,0.14485452,0.00289021,0.86951195,0.05736219,0.69656314,0.81537301,0.66876341
-5.30365183,2.68247874,0.35777486,0.15554652,0.00304688,0.84430060,0.06230002,0.73679367,0.79223769,0.64023358
-5.29764882,2.71380466,0.36840648,0.16637033,0.00319868,0.82517957,0.06726772,0.77611010,0.77573171,0.61702089
-5.29164582,2.75336813,0.37775248,0.17724142,0.00334445,0.81216546,0.07219170,0.81412306,0.76587760,0.59908958
-5.28564282,2.80055437,0.38582054,0.18807698,0.00348310,0.80524032,0.07699579,0.85047497,0.76264713,0.58635476
-5.27963982,2.85479311,0.39266003,0.19879838,0.00361365,0.80436871,0.08160297,0.88484953,0.76597612,0.57869778
-5.27363682,2.91559954,0.39836188,0.20933357,0.00373521,0.80951282,0.08593728,0.91698091,0.77577794,0.57598022
-5.26763382,2.98260896,0.40305701,0.21961971,0.00384702,0.82064446,0.08992594,0.94666230,0.79195482,0.57805587
-5.26163082,3.05560336,0.40691358,0.22960563,0.00394844,0.83775369,0.09350151,0.97375339,0.81440666,0.58478019
-5.25562781,3.13452872,0.41013292,0.23925414,0.00403898,0.86085336,0.09660394,0.99818652,0.84303685,0.59601683
-5.24962481,3.21950176,0.41294428,0.24854409,0.00411833,0.88997948,0.09918262,1.01997094,0.87775489,0.61164125
-5.24362181,3.31080578,0.41559855,0.25747198,0.00418631,0.92518737,0.10119813,1.03919496,0.91847578,0.63154108
-5.23761881,3.40887522,0.41836104,0.26605308,0.00424298,0.96654362,0.10262372,1.05602577,0.96511609,0.65561374
-5.23161581,3.51426920,0.42150346,0.27432196,0.00428854,1.01411431,0.10344644,1.07070653,1.01758699,0.68376120
-5.22561281,3.62763488,0.42529552,0.28233228,0.00432345,1.06794982,0.10366780,1.08355082,1.07578448,0.71588253
-5.21960980,3.74966161,0.42999607,0.29015590,0.00434834,1.12806710,0.10330401,1.09493436,1.13957719,0.75186457
-5.21360680,3.88102773,0.43584432,0.29788127,0.00436409,1.19442992,0.10238573,1.10528419,1.20879238,0.79157128
-5.20760380,4.02234195,0.44305125,0.30561102,0.00437179,1.26692823,0.10095734,1.11506552,1.28320074,0.83483244
-5.20160080,4.17408180,0.45179162,0.31345893,0.00437272,1.34535766,0.09907572,1.12476670,1.36250069,0.88143236
-5.19559780,4.33653201,0.46219671,0.32154631,0.00436838,1.42940007,0.09680871,1.13488274,1.44630325,0.93109924
-5.18959480,4.50972572,0.47434829,0.32999786,0.00436041,1.51860660,0.09423314,1.14589803,1.53411818,0.98349595
-5.18359180,4.69339175,0.48827390,0.33893725,0.00435061,1.61238411,0.09143261,1.15826893,1.62534260,1.03821282
-5.17758879,4.88691082,0.50394378,0.34848246,0.00434088,1.70998630,0.08849506,1.17240682,1.71925291,1.09476310
-5.17158579,5.08928374,0.52126966,0.35874117,0.00433315,1.81051028,0.08551026,1.18866242,1.81500112,1.15258161
-5.16558279,5.29911394,0.54010544,0.36980631,0.00432936,1.91289967,0.08256722,1.20731204,1.91161620,1.21102692
-5.15957979,5.51460629,0.56024997,0.38175188,0.00433139,2.01595448,0.07975171,1.22854623,2.00801142,1.26938744
-5.15357679,5.73358358,0.58145175,0.39462940,0.00434099,2.11834829,0.07714388,1.25246142,2.10299769,1.32689134
-5.14757379,5.95352095,0.60341563,0.40846485,0.00435972,2.21865249,0.07481609,1.27905492,2.19530350,1.38272031
-5.14157079,6.17159810,0.62581118,0.42325644,0.00438889,2.31536729,0.07283099,1.30822339,2.28360079,1.43602692
-5.13556778,6.38476770,0.64828251,0.43897320,0.00442953,2.40695864,0.07123995,1.33976496,2.36653663,1.48595481
-5.12956478,6.58983812,0.67045924,0.45555438,0.00448228,2.49189985,0.07008179,1.37338480,2.44276950,1.53166139
-5.12356178,6.78356719,0.69196812,0.47290982,0.00454744,2.56871657,0.06938188,1.40870396,2.51100908,1.57234192
-5.11755878,6.96276365,0.71244500,0.49092109,0.00462485,2.63603333,0.06915169,1.44527104,2.57005798,1.60725418
-5.11155578,7.12439186,0.73154648,0.50944354,0.00471395,2.69261974,0.06938868,1.48257627,2.61885381,1.63574260
-5.10555278,7.26567556,0.74896104,0.52830899,0.00481375,2.73743436,0.07007658,1.52006742,2.65650945,1.65726093
-5.09954977,7.38419616,0.76441893,0.54732921,0.00492283,2.76966437,0.07118607,1.55716682,2.68234996,1.67139223
-5.09354677,7.47798125,0.77770075,0.56629978,0.00503940,2.78875905,0.07267582,1.59328906,2.69594415,1.67786547
-5.08754377,7.54557962,0.78864410,0.58500451,0.00516135,2.79445565,0.07449385,1.62785860,2.69712918,1.67656783
-5.08154077,7.58611942,0.79714833,0.60322014,0.00528625,2.78679624,0.07657918,1.66032674,2.68602697,1.66755211
-5.07553777,7.59934724,0.80317705,0.62072118,0.00541147,2.76613474,0.07886377,1.69018752,2.66305138,1.65103895
-5.06953477,7.58564639,0.80675852,0.63728493,0.00553423,2.73313364,0.08127463,1.71699197,2.62890561,1.62741364
-5.06353177,7.54603390,0.80798389,0.65269640,0.00565169,2.68875049,0.08373606,1.74036048,2.58456977,1.59721764
-5.05752876,7.48213658,0.80700333,0.66675317,0.00576099,2.63421448,0.08617205,1.75999295,2.53127892,1.56113522
-5.05152576,7.39614729,0.80402053,0.67926998,0.00585938,2.57099417,0.08850865,1.77567653,2.47049234,1.51997564
-5.04552276,7.29076347,0.79928543,0.69008308,0.00594427,2.50075752,0.09067629,1.78729084,2.40385527,1.47465169
-5.03951976,7.16911056,0.79308591,0.69905417,0.00601328,2.42532569,0.09261199,1.79481058,2.33315445,1.42615534
-5.03351676,7.03465320,0.78573830,0.70607386,0.00606433,2.34662245,0.09426141,1.79830566,2.26026921,1.37553154
-5.02751376,6.89109779,0.77757746,0.71106471,0.00609571,2.26662097,0.09558058,1.79793869,2.18711982,1.32385096
-5.02151076,6.74228967,0.76894639,0.71398354,0.00610605,2.18728979,0.09653739,1.79396018,2.11561509,1.27218276
-5.01550775,6.59210847,0.76018590,0.71482317,0.00609443,2.11053994,0.09711268,1.78670139,2.04760071,1.22156816
-5.00950475,6.44436477,0.75162445,0.71361342,0.00606036,2.03817461,0.09730091,1.77656511,1.98481033,1.17299566
-5.00350175,6.30270118,0.74356854,0.71042140,0.00600378,1.97184311,0.09711042,1.76401464,1.92882049,1.12737850
-4.99749875,6.17050049,0.73629381,0.70535089,0.00592506,1.91300010,0.09656326,1.74956107,1.88101101,1.08553496
-4.99149575,6.05080312,0.73003703,0.69854109,0.00582499,1.86287140,0.09569457,1.73374943,1.84253149,1.04817190
-4.98549275,5.94623589,0.72498925,0.69016444,0.00570475,1.82242682,0.09455150,1.71714382,1.81427491,1.01587169
-4.97948974,5.85895359,0.72129024,0.68042372,0.00556588,1.79236075,0.09319179,1.70031219,1.79685869,0.98908289
-4.97348674,5.79059459,0.71902433,0.66954850,0.00541019,1.77308064,0.09168205,1.68381092,1.79061353,0.96811447
-4.96748374,5.74225128,0.71821792,0.65779087,0.00523978,1.76470349,0.09009562,1.66817000,1.79558000,0.95313371
-4.96148074,5.71445574,0.71883862,0.64542077,0.00505691,1.76706007,0.08851036,1.65387903,1.81151274,0.94416752
-4.95547774,5.70718090,0.72079622,0.63272076,0.00486399,1.77970678,0.08700620,1.64137468,1.83789196,0.94110703
-4.94947474,5.71985685,0.72394545,0.61998075,0.00466349,1.80194438,0.08566268,1.63102995,1.87394175,0.94371519
-4.94347174,5.75140177,0.72809056,0.60749243,0.00445789,1.83284305,0.08455649,1.62314568,1.91865449,0.95163715
-4.93746873,5.80026642,0.73299165,0.59554380,0.00424964,1.87127311,0.08375908,1.61794459,1.97082083,0.96441299
-4.93146573,5.86449106,0.73837257,0.58441396,0.00404104,1.91594029,0.08333447,1.61556799,2.02906411,0.98149252
-4.92546273,5.94177280,0.74393014,0.57436803,0.00383426,1.96542472,0.08333727,1.61607534,2.09187859,1.00225177
-4.91945973,6.02954155,0.74934450,0.56565256,0.00363128,2.01822236,0.08381099,1.61944649,2.15767029,1.02601071
-4.91345673,6.12504204,0.75429012,0.55849141,0.00343383,2.07278794,0.08478675,1.62558655,2.22479943,1.05205189
-4.90745373,6.22541938,0.75844713,0.55308211,0.00324338,2.12757796,0.08628230,1.63433294,2.29162342,1.07963936
-4.90145073,6.32780523,0.76151247,0.54959276,0.00306115,2.18109264,0.08830149,1.64546432,2.35653930,1.10803756
-4.89544772,6.42940189,0.76321046,0.54815944,0.00288805,2.23191573,0.09083420,1.65871092,2.41802446,1.13652978
-4.88944472,6.52756140,0.76330230,0.54888420,0.00272475,2.27875085,0.09385664,1.67376567,2.47467479,1.16443545
-4.88344172,6.61985709,0.76159410,0.55183344,0.00257163,2.32045362,0.09733212,1.69029561,2.52523916,1.19112628
-4.87743872,6.70414542,0.75794314,0.55703679,0.00242884,2.35605851,0.10121215,1.70795303,2.56864955,1.21604041
-4.87143572,6.77861614,0.75226209,0.56448637,0.00229630,2.38479988,0.10543793,1.72638599,2.60404616,1.23869467
-4.86543272,6.84182952,0.74452109,0.57413650,0.00217375,2.40612686,0.10994214,1.74524754,2.63079689,1.25869434
-4.85942971,6.89274006,0.73474756,0.58590369,0.00206078,2.41971162,0.11465087,1.76420370,2.64851112,1.27574054
-4.85342671,6.93070646,0.72302398,0.59966719,0.00195686,2.42545132,0.11948579,1.78293975,2.65704745,1.28963489
-4.84742371,6.95548847,0.70948378,0.61526985,0.00186138,2.42346395,0.12436634,1.80116494,2.65651567,1.30028169
-4.84142071,6.96723179,0.69430564,0.63251963,0.00177367,2.41407838,0.12921185,1.81861564,2.64727298,1.30768747
-4.83541771,6.96644245,0.67770660,0.65119154,0.00169305,2.39781953,0.13394369,1.83505711,2.62991510,1.31195823
-4.82941471,6.95395284,0.65993444,0.67103045,0.00161887,2.37538925,0.13848709,1.85028430,2.60526253,1.31329446
-4.82341171,6.93088145,0.64125975,0.69175447,0.00155049,2.34764389,0.14277284,1.86412182,2.57434259,1.31198431
-4.81740870,6.89858879,0.62196821,0.71305925,0.00148735,2.31556943,0.14673859,1.87642364,2.53836790,1.30839500
-4.81140570,6.85863152,0.60235334,0.73462314,0.00142896,2.28025507,0.15032996,1.88707284,2.49871175,1.30296305
-4.80540270,6.81271702,0.58271030,0.75611316,0.00137489,2.24286610,0.15350116,1.89598174,2.45688102,1.29618329
-4.79939970,6.76266012,0.56333071,0.77719179,0.00132483,2.20461683,0.15621538,1.90309268,2.41448709,1.28859715
-4.79339670,6.71034324,0.54449888,0.79752455,0.00127855,2.16674411,0.15844482,1.90837973,2.37321517,1.28078031
-4.78739370,6.65768073,0.52648935,0.81678803,0.00123592,2.13048190,0.16017047,1.91185126,2.33479238,1.27332998
-4.78139070,6.60658799,0.50956570,0.83467839,0.00119691,2.09703723,0.16138162,1.91355339,2.30095489,1.26685184
-4.77538769,6.55895490,0.49398049,0.85091982,0.00116156,2.06756765,0.16207524,1.91357415,2.27341420,1.26194690
-4.76938469,6.51662316,0.47997604,0.86527290,0.00113001,2.04316025,0.16225526,1.91204801,2.25382303,1.25919821
-4.76338169,6.48136661,0.46778571,0.87754231,0.00110245,2.02481215,0.16193177,1.90916030,2.24374064,1.25915746
-4.75737869,6.45487318,0.45763542,0.88758369,0.00107916,2.01341238,0.16112025,1.90515116,2.24459820,1.26233177
-4.75137569,6.43872743,0.44974494,0.89530921,0.00106046,2.00972503,0.15984087,1.90031835,2.25766429,1.26917042
-4.74537269,6.43439222,0.44432865,0.90069157,0.00104671,2.01437361,0.15811783,1.89501841,2.28401112,1.28005195
-4.73936968,6.44318865,0.44159551,0.90376617,0.00103830,2.02782658,0.15597886,1.88966575,2.32448204,1.29527164
-4.73336668,6.46627357,0.44174793,0.90463127,0.00103565,2.05038427,0.15345480,1.88472909,2.37966118,1.31502968
-4.72736368,6.50461429,0.44497951,0.90344590,0.00103916,2.08216730,0.15057926,1.88072510,2.44984610,1.33942045
-4.72136068,6.55896087,0.45147151,0.90042573,0.00104920,2.12310706,0.14738835,1.87820902,2.53502463,1.36842322
-4.71535768,6.62981674,0.46138811,0.89583673,0.00106612,2.17293859,0.14392052,1.87776233,2.63485702,1.40189478
-4.70935468,6.71740900,0.47487079,0.88998701,0.00109020,2.23119661,0.14021635,1.87997779,2.74866473,1.43956461
-4.70335168,6.82166013,0.49203184,0.88321705,0.00112164,2.29721531,0.13631834,1.88544215,2.87542700,1.48103298
-4.69734867,6.94216325,0.51294746,0.87588866,0.00116051,2.37013259,0.13227064,1.89471726,3.01378630,1.52577251
-4.69134567,7.07816311,0.53765091,0.86837327,0.00120678,2.44889934,0.12811876,1.90832039,3.16206344,1.57313369
-4.68534267,7.22854514,0.56612591,0.86103978,0.00126025,2.53229418,0.12390913,1.92670445,3.31828298,1.62235455
-4.67933967,7.39183448,0.59830088,0.85424277,0.00132058,2.61894398,0.11968865,1.95023922,3.48020888,1.67257463
-4.67333667,7.56620655,0.63404433,0.84831132,0.00138722,2.70735004,0.11550407,1.97919435,3.64538996,1.72285315
-4.66733367,7.74951015,0.67316168,0.84353896,0.00145945,2.79591968,0.11140140,2.01372503,3.81121446,1.77219114
-4.66133067,7.93930329,0.71539389,0.84017519,0.00153637,2.88300242,0.10742519,2.05386102,3.97497192,1.81955689
-4.65532766,8.13290109,0.76041793,0.83841874,0.00161689,2.96692990,0.10361783,2.09949945,4.13392065,1.86391394
-4.64932466,8.32743437,0.80784924,0.83841275,0.00169976,3.04605807,0.10001882,2.15040182,4.28535831,1.90425070
-4.64332166,8.51991665,0.85724606,0.84024212,0.00178358,3.11881021,0.09666410,2.20619520,4.42669284,1.93961041
