energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.68184092,2.78115442,0.00646835,0.53284213,0.80628710,0.17360686,1.05335335,0.98252099,0.02719490,0.92245416
-5.67583792,2.81073866,0.00654483,0.53210666,0.82688400,0.17745656,1.06119484,0.98764922,0.02577977,0.93343963
-5.66983492,2.84512020,0.00663505,0.53250025,0.84803988,0.18199057,1.06913301,0.99462213,0.02443351,0.94609465
-5.66383192,2.88372761,0.00673765,0.53381391,0.86955769,0.18719523,1.07695452,1.00317175,0.02317008,0.96035873
-5.65782891,2.92587482,0.00685113,0.53582047,0.89120793,0.19304679,1.08444735,1.01298752,0.02200143,0.97612546
-5.65182591,2.97077996,0.00697388,0.53828297,0.91273123,0.19951204,1.09140707,1.02372521,0.02093746,0.99324382
-5.64582291,3.01758991,0.00710421,0.54096357,0.93384327,0.20654944,1.09764387,1.03501760,0.01998589,1.01152210
-5.63981991,3.06540934,0.00724046,0.54363260,0.95424212,0.21411049,1.10299014,1.04648651,0.01915239,1.03073431
-5.63381691,3.11333324,0.00738102,0.54607742,0.97361770,0.22214154,1.10730806,1.05775549,0.01844061,1.05062878
-5.62781391,3.16048137,0.00752437,0.54811044,0.99166302,0.23058570,1.11049693,1.06846302,0.01785241,1.07093869
-5.62181091,3.20603301,0.00766913,0.54957632,1.00808668,0.23938505,1.11249962,1.07827525,0.01738805,1.09139379
-5.61580790,3.24926048,0.00781411,0.55035756,1.02262606,0.24848277,1.11330788,1.08689811,0.01704642,1.11173296
-5.60980490,3.28955980,0.00795831,0.55037863,1.03506059,0.25782526,1.11296602,1.09408807,0.01682530,1.13171685
-5.60380190,3.32647689,0.00810093,0.54960826,1.04522441,0.26736417,1.11157268,1.09966114,0.01672160,1.15113995
-5.59779890,3.35972819,0.00824140,0.54805983,1.05301773,0.27705804,1.10928044,1.10349978,0.01673159,1.16984149
-5.59179590,3.38921463,0.00837932,0.54578995,1.05841639,0.28687368,1.10629320,1.10555745,0.01685112,1.18771457
-5.58579290,3.41502824,0.00851453,0.54289524,1.06147893,0.29678717,1.10286129,1.10586057,0.01707571,1.20471299
-5.57978989,3.43745104,0.00864697,0.53950752,1.06235080,0.30678431,1.09927440,1.10450791,0.01740075,1.22085556
-5.57378689,3.45694644,0.00877674,0.53578775,1.06126548,0.31686069,1.09585263,1.10166741,0.01782151,1.23622742
-5.56778389,3.47414337,0.00890405,0.53191886,1.05854220,0.32702132,1.09293587,1.09757083,0.01833318,1.25097846
-5.56178089,3.48981411,0.00902913,0.52809793,1.05458031,0.33727973,1.09087213,1.09250618,0.01893086,1.26531891
-5.55577789,3.50484685,0.00915225,0.52452813,1.04985050,0.34765686,1.09000514,1.08680873,0.01960949,1.27951213
-5.54977489,3.52021438,0.00927370,0.52141070,1.04488307,0.35817963,1.09066188,1.08085070,0.02036379,1.29386528
-5.54377189,3.53694052,0.00939371,0.51893737,1.04025376,0.36887934,1.09314055,1.07503043,0.02118814,1.30871803
-5.53776888,3.55606578,0.00951250,0.51728359,1.03656763,0.37979007,1.09769971,1.06976129,0.02207651,1.32443012
-5.53176588,3.57861412,0.00963024,0.51660289,1.03444168,0.39094707,1.10454890,1.06546104,0.02302233,1.34136826
-5.52576288,3.60556224,0.00974709,0.51702253,1.03448692,0.40238545,1.11384147,1.06254187,0.02401841,1.35989318
-5.51975988,3.63781287,0.00986320,0.51864065,1.03729058,0.41413896,1.12566985,1.06140174,0.02505695,1.38034731
-5.51375688,3.67617311,0.00997876,0.52152507,1.04339924,0.42623929,1.14006362,1.06241705,0.02612946,1.40304380
-5.50775388,3.72133885,0.01009405,0.52571367,1.05330365,0.43871557,1.15699059,1.06593696,0.02722684,1.42825745
-5.50175088,3.77388547,0.01020947,0.53121639,1.06742562,0.45159436,1.17636076,1.07227938,0.02833943,1.45621778
-5.49574787,3.83426514,0.01032561,0.53801863,1.08610783,0.46489998,1.19803312,1.08172853,0.02945719,1.48710466
-5.48974487,3.90281023,0.01044331,0.54608577,1.10960658,0.47865519,1.22182502,1.09453385,0.03056983,1.52104666
-5.48374187,3.97974222,0.01056371,0.55536879,1.13808807,0.49288202,1.24752353,1.11091011,0.03166708,1.55812185
-5.47773887,4.06518501,0.01068827,0.56581026,1.17162789,0.50760287,1.27489827,1.13103823,0.03273893,1.59836117
-5.47173587,4.15918135,0.01081883,0.57735067,1.21021392,0.52284157,1.30371515,1.15506652,0.03377593,1.64175372
-5.46573287,4.26171099,0.01095764,0.58993447,1.25375213,0.53862432,1.33374993,1.18311189,0.03476947,1.68825381
-5.45972986,4.37270873,0.01110732,0.60351560,1.30207499,0.55498053,1.36480119,1.21526070,0.03571211,1.73778893
-5.45372686,4.49208101,0.01127085,0.61806194,1.35495176,0.57194324,1.39670158,1.25156889,0.03659784,1.79026819
-5.44772386,4.61971944,0.01145155,0.63355852,1.41210008,0.58954912,1.42932686,1.29206117,0.03742235,1.84559054
-5.44172086,4.75551004,0.01165301,0.65000914,1.47319813,0.60783806,1.46260194,1.33672921,0.03818318,1.90365203
-5.43571786,4.89933725,0.01187896,0.66743627,1.53789650,0.62685213,1.49650351,1.38552869,0.03887991,1.96435168
-5.42971486,5.05108205,0.01213325,0.68587909,1.60582914,0.64663408,1.53105899,1.43837547,0.03951419,2.02759535
-5.42371186,5.21061409,0.01241967,0.70538977,1.67662264,0.66722522,1.56634163,1.49514108,0.04008974,2.09329726
-5.41770885,5.37777809,0.01274182,0.72602810,1.74990342,0.68866296,1.60246195,1.55564785,0.04061222,2.16137896
-5.41170585,5.55237514,0.01310301,0.74785472,1.82530226,0.71097789,1.63955589,1.61966413,0.04108905,2.23176577
-5.40570285,5.73414016,0.01350610,0.77092336,1.90245620,0.73419067,1.67777028,1.68690017,0.04152916,2.30438062
-5.39969985,5.92271685,0.01395335,0.79527246,1.98100762,0.75830877,1.71724631,1.75700502,0.04194260,2.37913589
-5.39369685,6.11763188,0.01444631,0.82091668,2.06060078,0.78332331,1.75810199,1.82956508,0.04234017,2.45592346
-5.38769385,6.31827026,0.01498572,0.84783885,2.14087625,0.80920612,1.80041470,1.90410453,0.04273296,2.53460373
-5.38169085,6.52385365,0.01557138,0.87598290,2.22146376,0.83590709,1.84420464,1.98008819,0.04313187,2.61499429
-5.37568784,6.73342353,0.01620209,0.90524818,2.30197416,0.86335219,1.88942048,2.05692683,0.04354715,2.69685892
-5.36968484,6.94583078,0.01687565,0.93548574,2.38199139,0.89144201,1.93592795,2.13398493,0.04398794,2.77989790
-5.36368184,7.15973295,0.01758875,0.96649672,2.46106516,0.92005116,1.98350235,2.21059100,0.04446182,2.86374012
-5.35767884,7.37360016,0.01833709,0.99803325,2.53870522,0.94902839,2.03182535,2.28604992,0.04497449,2.94793787
-5.35167584,7.58572992,0.01911533,1.02980189,2.61437802,0.97819765,2.08048661,2.35965702,0.04552947,3.03196470
-5.34567284,7.79427094,0.01991723,1.06146950,2.68750616,1.00735999,2.12899035,2.43071344,0.04612788,3.11521686
-5.33966983,7.99725521,0.02073570,1.09267145,2.75747129,1.03629619,2.17676651,2.49854190,0.04676837,3.19701833
-5.33366683,8.19263743,0.02156297,1.12302186,2.82362046,1.06477021,2.22318636,2.56250248,0.04744709,3.27662960
-5.32766383,8.37834016,0.02239070,1.15212537,2.88527604,1.09253318,2.26758160,2.62200760,0.04815781,3.35325991
-5.32166083,8.55230312,0.02321014,1.17959005,2.94174880,1.11932791,2.30926640,2.67653561,0.04889209,3.42608250
-5.31565783,8.71253440,0.02401230,1.20504070,2.99235385,1.14489374,2.34756121,2.72564236,0.04963958,3.49425243
-5.30965483,8.85716174,0.02478816,1.22813224,3.03642861,1.16897151,2.38181730,2.76897054,0.05038832,3.55692617
-5.30365183,8.98448159,0.02552877,1.24856224,3.07335197,1.19130864,2.41144093,2.80625612,0.05112519,3.61328215
-5.29764882,9.09300408,0.02622547,1.26608235,3.10256387,1.21166396,2.43591605,2.83733219,0.05183634,3.66254160
-5.29164582,9.18149226,0.02687006,1.28050790,3.12358416,1.22981240,2.45482460,2.86212976,0.05250759,3.70398862
-5.28564282,9.24899404,0.02745487,1.29172543,3.13602980,1.24554922,2.46786340,2.88067596,0.05312495,3.73698896
-5.27963982,9.29486601,0.02797297,1.29969775,3.13962963,1.25869383,2.47485705,2.89308984,0.05367498,3.76100657
-5.27363682,9.31878832,0.02841823,1.30446630,3.13423588,1.26909304,2.47576634,2.89957598,0.05414526,3.77561751
-5.26763382,9.32077052,0.02878541,1.30615086,3.11983180,1.27662380,2.47069171,2.90041662,0.05452467,3.78052078
-5.26163082,9.30114850,0.02907024,1.30494650,3.09653516,1.28119534,2.45987194,2.89596241,0.05480372,3.77554571
-5.25562781,9.26057301,0.02926948,1.30111806,3.06459740,1.28275069,2.44367790,2.88662257,0.05497476,3.76065590
-5.24962481,9.19999056,0.02938093,1.29499226,3.02439847,1.28126771,2.42260189,2.87285460,0.05503217,3.73594966
-5.24362181,9.12061769,0.02940345,1.28694782,2.97643775,1.27675957,2.39724296,2.85515405,0.05497241,3.70165715
-5.23761881,9.02390974,0.02933697,1.27740399,2.92132141,1.26927461,2.36828877,2.83404452,0.05479411,3.65813450
-5.23161581,8.91152531,0.02918245,1.26680790,2.85974693,1.25889582,2.33649480,2.81006807,0.05449802,3.60585525
-5.22561281,8.78528763,0.02894188,1.25562109,2.79248542,1.24573980,2.30266159,2.78377621,0.05408691,3.54539953
-5.21960980,8.64714391,0.02861822,1.24430587,2.72036254,1.22995515,2.26761088,2.75572132,0.05356553,3.47744134
-5.21360680,8.49912383,0.02821534,1.23331170,2.64423889,1.21172053,2.23216150,2.72644864,0.05294035,3.40273452
-5.20760380,8.34329806,0.02773801,1.22306226,2.56499051,1.19124211,2.19710575,2.69648850,0.05221947,3.32209770
-5.20160080,8.18173760,0.02719177,1.21394346,2.48349030,1.16875059,2.16318702,2.66634895,0.05141234,3.23639862
-5.19559780,8.01647480,0.02658285,1.20629272,2.40059084,1.14449776,2.13107948,2.63650846,0.05052959,3.14653831
-5.18959480,7.84946662,0.02591812,1.20038994,2.31710917,1.11875254,2.10137025,2.60740882,0.04958271,3.05343534
-5.18359180,7.68256063,0.02520497,1.19645035,2.23381373,1.09179669,2.07454467,2.57944813,0.04858388,2.95801035
-5.17758879,7.51746446,0.02445119,1.19461934,2.15141384,1.06392006,2.05097515,2.55297404,0.04754562,2.86117136
-5.17158579,7.35571907,0.02366484,1.19496953,2.07055161,1.03541560,2.03091363,2.52827736,0.04648059,2.76379980
-5.16558279,7.19867628,0.02285417,1.19750006,1.99179633,1.00657427,2.01448812,2.50558633,0.04540130,2.66673767
-5.15957979,7.04748114,0.02202745,1.20213810,1.91564116,0.97767976,2.00170308,2.48506170,0.04431984,2.57077593
-5.15357679,6.90305947,0.02119287,1.20874251,1.84250194,0.94900353,1.99244373,2.46679314,0.04324765,2.47664434
-5.14757379,6.76611097,0.02035843,1.21710959,1.77271788,0.92079999,1.98648397,2.45079723,0.04219527,2.38500285
-5.14157079,6.63710811,0.01953178,1.22698056,1.70655370,0.89330221,1.98349761,2.43701729,0.04117213,2.29643481
-5.13556778,6.51630117,0.01872014,1.23805072,1.64420324,0.86671829,1.98307253,2.42532548,0.04018640,2.21144203
-5.12956478,6.40372913,0.01793025,1.24997982,1.58579394,0.84122848,1.98472713,2.41552719,0.03924481,2.13044187
-5.12356178,6.29923657,0.01716823,1.26240347,1.53139219,0.81698324,1.98792861,2.40736796,0.03835258,2.05376624
-5.11755878,6.20249588,0.01643956,1.27494508,1.48100917,0.79410226,1.99211236,2.40054273,0.03751333,1.98166285
-5.11155578,6.11303445,0.01574903,1.28722803,1.43460718,0.77267459,1.99670180,2.39470737,0.03672915,1.91429823
-5.10555278,6.03026571,0.01510076,1.29888767,1.39210608,0.75275972,2.00112803,2.38949203,0.03600058,1.85176277
-5.09954977,5.95352323,0.01449813,1.30958275,1.35338996,0.73438969,2.00484864,2.38451590,0.03532677,1.79407735
-5.09354677,5.88209637,0.01394387,1.31900589,1.31831371,0.71757200,2.00736503,2.37940282,0.03470561,1.74120138
-5.08754377,5.81526633,0.01344003,1.32689278,1.28670962,0.70229330,2.00823771,2.37379692,0.03413392,1.69304197
-5.08154077,5.75234097,0.01298805,1.33302987,1.25839372,0.68852346,2.00709916,2.36737780,0.03360770,1.64946378
-5.07553777,5.69268700,0.01258879,1.33726011,1.23317182,0.67622004,2.00366382,2.35987422,0.03312236,1.61029919
-5.06953477,5.63575814,0.01224256,1.33948687,1.21084528,0.66533270,1.99773500,2.35107584,0.03267300,1.57535834
-5.06353177,5.58111800,0.01194918,1.33967558,1.19121620,0.65580742,1.98920859,2.34084220,0.03225466,1.54443876
-5.05752876,5.52845663,0.01170803,1.33785337,1.17409207,0.64759037,1.97807338,2.32910856,0.03186256,1.51733388
-5.05152576,5.47760004,0.01151802,1.33410650,1.15928966,0.64063102,1.96440837,2.31588813,0.03149232,1.49384046
-5.04552276,5.42851212,0.01137771,1.32857590,1.14663816,0.63488455,1.94837701,2.30127062,0.03114015,1.47376438
-5.03951976,5.38128921,0.01128521,1.32145086,1.13598133,0.63031335,1.93021881,2.28541702,0.03080300,1.45692469
-5.03351676,5.33614727,0.01123831,1.31296124,1.12717878,0.62688747,1.91023862,2.26855092,0.03047864,1.44315577
-5.02751376,5.29340263,0.01123441,1.30336841,1.12010620,0.62458424,1.88879424,2.25094676,0.03016568,1.43230770
-5.02151076,5.25344720,0.01127056,1.29295543,1.11465459,0.62338685,1.86628255,2.23291550,0.02986362,1.42424471
-5.01550775,5.21671953,0.01134345,1.28201673,1.11072861,0.62328223,1.84312507,2.21478866,0.02957272,1.41884219
-5.00950475,5.18367315,0.01144947,1.27084770,1.10824409,0.62425828,1.81975322,2.19690122,0.02929397,1.41598220
-5.00350175,5.15474398,0.01158466,1.25973472,1.10712490,0.62630061,1.79659401,2.17957466,0.02902892,1.41554815
-4.99749875,5.13031850,0.01174481,1.24894589,1.10729938,0.62938912,1.77405662,2.16310068,0.02877954,1.41741886
-4.99149575,5.11070426,0.01192548,1.23872281,1.10869653,0.63349463,1.75252036,2.14772664,0.02854806,1.42146244
-4.98549275,5.09610454,0.01212204,1.22927375,1.11124227,0.63857570,1.73232435,2.13364349,0.02833674,1.42753057
-4.97948974,5.08659826,0.01232974,1.22076847,1.11485599,0.64457602,1.71375942,2.12097664,0.02814775,1.43545347
-4.97348674,5.08212645,0.01254380,1.21333467,1.11944775,0.65142242,1.69706221,2.10978051,0.02798300,1.44503607
-4.96748374,5.08248583,0.01275947,1.20705640,1.12491620,0.65902380,1.68241180,2.10003679,0.02784397,1.45605563
-4.96148074,5.08733017,0.01297212,1.20197413,1.13114759,0.66727101,1.66992884,2.09165659,0.02773161,1.46826113
-4.95547774,5.09617915,0.01317736,1.19808671,1.13801599,0.67603772,1.65967706,2.08448643,0.02764623,1.48137454
-4.94947474,5.10843463,0.01337106,1.19535479,1.14538464,0.68518244,1.65166702,2.07831760,0.02758749,1.49509412
-4.94347174,5.12340340,0.01354951,1.19370561,1.15310866,0.69455149,1.64586181,2.07289855,0.02755432,1.50909963
-4.93746873,5.14032552,0.01370944,1.19303893,1.16103896,0.70398288,1.64218436,2.06794957,0.02754498,1.52305929
-4.93146573,5.15840688,0.01384808,1.19323368,1.16902712,0.71331101,1.64052598,2.06317908,0.02755706,1.53663829
-4.92546273,5.17685441,0.01396327,1.19415506,1.17693114,0.72237189,1.64075560,2.05830064,0.02758760,1.54950857
-4.91945973,5.19491232,0.01405342,1.19566183,1.18462173,0.73100878,1.64272928,2.05304994,0.02763317,1.56135921
-4.91345673,5.21189769,0.01411759,1.19761327,1.19198874,0.73907792,1.64629950,2.04720077,0.02769001,1.57190733
-4.90745373,5.22723349,0.01415549,1.19987569,1.19894740,0.74645413,1.65132367,2.04057926,0.02775418,1.58090858
-4.90145073,5.24047756,0.01416745,1.20232816,1.20544401,0.75303594,1.65767161,2.03307565,0.02782168,1.58816710
-4.89544772,5.25134596,0.01415441,1.20486706,1.21146052,0.75875018,1.66523129,2.02465296,0.02788869,1.59354412
-4.88944472,5.25972934,0.01411791,1.20740957,1.21701787,0.76355553,1.67391292,2.01535209,0.02795166,1.59696492
-4.88344172,5.26570148,0.01406001,1.20989566,1.22217748,0.76744509,1.68365076,2.00529301,0.02800753,1.59842366
-4.87743872,5.26951916,0.01398324,1.21228873,1.22704094,0.77044762,1.69440287,1.99467197,0.02805384,1.59798575
-4.87143572,5.27161317,0.01389053,1.21457477,1.23174746,0.77262745,1.70614854,1.98375468,0.02808885,1.59578755
-4.86543272,5.27257048,0.01378513,1.21676018,1.23646922,0.77408297,1.71888368,1.97286576,0.02811166,1.59203329
-4.85942971,5.27310814,0.01367051,1.21886830,1.24140455,0.77494371,1.73261431,1.96237480,0.02812224,1.58698911
-4.85342671,5.27403990,0.01355027,1.22093495,1.24676922,0.77536616,1.74734857,1.95267967,0.02812149,1.58097455
-4.84742371,5.27623673,0.01342800,1.22300308,1.25278613,0.77552835,1.76308758,1.94418775,0.02811117,1.57435154
-4.84142071,5.28058308,0.01330721,1.22511703,1.25967371,0.77562354,1.77981594,1.93729587,0.02809390,1.56751146
-4.83541771,5.28793083,0.01319119,1.22731644,1.26763372,0.77585317,1.79749213,1.93236999,0.02807302,1.56086075
-4.82941471,5.29905297,0.01308289,1.22963053,1.27683890,0.77641951,1.81603975,1.92972549,0.02805246,1.55480551
-4.82341171,5.31459958,0.01298481,1.23207271,1.28742122,0.77751817,1.83534009,1.92960905,0.02803660,1.54973604
-4.81740870,5.33505808,0.01289894,1.23463622,1.29946120,0.77933096,1.85522658,1.93218307,0.02803004,1.54601171
-4.81140570,5.36072003,0.01282661,1.23729083,1.31297917,0.78201935,1.87548177,1.93751339,0.02803745,1.54394710
-4.80540270,5.39165643,0.01276847,1.23998093,1.32792878,0.78571890,1.89583703,1.94556104,0.02806330,1.54379989
-4.79939970,5.42770269,0.01272444,1.24262532,1.34419329,0.79053480,1.91597543,1.95617854,0.02811170,1.54576114
-4.79339670,5.46845461,0.01269367,1.24511848,1.36158503,0.79653880,1.93553762,1.96911089,0.02818621,1.54994836
-4.78739370,5.51327543,0.01267457,1.24733358,1.37984802,0.80376767,1.95413079,1.98400148,0.02828964,1.55640168
-4.78139070,5.56131391,0.01266484,1.24912689,1.39866380,0.81222297,1.97134022,2.00040254,0.02842394,1.56508323
-4.77538769,5.61153250,0.01266158,1.25034351,1.41766030,0.82187239,1.98674295,2.01778973,0.02859006,1.57587967
-4.76938469,5.66274413,0.01266131,1.25082398,1.43642322,0.83265217,1.99992289,2.03558023,0.02878794,1.58860762
-4.76338169,5.71365568,0.01266017,1.25041139,1.45450949,0.84447058,2.01048665,2.05315330,0.02901640,1.60302167
-4.75737869,5.76291559,0.01265402,1.24895863,1.47146213,0.85721209,2.01807901,2.06987244,0.02927320,1.61882423
-4.75137569,5.80916322,0.01263864,1.24633520,1.48682571,0.87074182,2.02239732,2.08510791,0.02955505,1.63567689
-4.74537269,5.85107696,0.01260981,1.24243323,1.50016168,0.88491004,2.02320392,2.09825857,0.02985764,1.65321230
-4.73936968,5.88741877,0.01256356,1.23717221,1.51106273,0.89955637,2.02033577,2.10877187,0.03017580,1.67104614
-4.73336668,5.91707253,0.01249627,1.23050226,1.51916565,0.91451340,2.01371076,2.11616113,0.03050350,1.68878837
-4.72736368,5.93907462,0.01240482,1.22240553,1.52416185,0.92960946,2.00333026,2.12001928,0.03083403,1.70605329
-4.72136068,5.95263524,0.01228669,1.21289583,1.52580541,0.94467055,1.98927780,2.12002854,0.03116008,1.72246806
-4.71535768,5.95714992,0.01214004,1.20201643,1.52391810,0.95952138,1.97171391,2.11596578,0.03147388,1.73767926
-4.70935468,5.95220133,0.01196379,1.18983615,1.51839155,0.97398548,1.95086743,2.10770352,0.03176731,1.75135764
-4.70335168,5.93755203,0.01175761,1.17644420,1.50918655,0.98788479,1.92702397,2.09520692,0.03203203,1.76320096
-4.69734867,5.91312961,0.01152193,1.16194394,1.49632980,1.00103874,1.90051199,2.07852722,0.03225962,1.77293531
-4.69134567,5.87900603,0.01125788,1.14644619,1.47990858,1.01326332,1.87168769,2.05779240,0.03244171,1.78031513
-4.68534267,5.83537326,0.01096722,1.13006241,1.46006384,1.02437032,1.84091937,2.03319584,0.03257011,1.78512256
-4.67933967,5.78251757,0.01065230,1.11289840,1.43698226,1.03416721,1.80857227,2.00498406,0.03263704,1.78716641
-4.67333667,5.72079471,0.01031589,1.09504875,1.41088805,1.04245777,1.77499485,1.97344431,0.03263519,1.78628140
-4.66733367,5.65060793,0.00996111,1.07659261,1.38203479,1.04904380,1.74050712,1.93889300,0.03255799,1.78232784
-4.66133067,5.57239060,0.00959132,1.05759088,1.35069813,1.05372796,1.70539174,1.90166567,0.03239974,1.77519234
-4.65532766,5.48659438,0.00920998,1.03808504,1.31716935,1.05631787,1.66988814,1.86210897,0.03215583,1.76478943
-4.64932466,5.39368366,0.00882059,1.01809759,1.28175037,1.05663112,1.63418990,1.82057519,0.03182291,1.75106425
-4.64332166,5.29413616,0.00842657,0.99763416,1.24475003,1.05450127,1.59844537,1.77741917,0.03139906,1.73399620
