energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.89794897,6.33334390,0.03378162,0.64922429,0.98091113,0.33437953,5.96935385,3.16054756,1.80165375,0.00000000
-5.89194597,6.25114349,0.03380854,0.64471421,0.99256422,0.33451776,5.96558652,3.08871342,1.79948609,0.00000000
-5.88594297,6.20140693,0.03394985,0.64233208,1.00858017,0.33656145,5.98899019,3.03392824,1.80731267,0.00000000
-5.87993997,6.18303385,0.03420189,0.64196143,1.02869242,0.34051725,6.03782528,2.99572816,1.82484943,0.00000000
-5.87393697,6.19446017,0.03455736,0.64346542,1.05254908,0.34636068,6.10987459,2.97344171,1.85162980,0.00000000
-5.86793397,6.23370066,0.03500569,0.64668947,1.07971998,0.35403824,6.20250353,2.96620741,1.88701787,0.00000000
-5.86193097,6.29840273,0.03553356,0.65146431,1.10970603,0.36347035,6.31273206,2.97299564,1.93022651,0.00000000
-5.85592796,6.38590907,0.03612545,0.65760969,1.14195055,0.37455487,6.43731587,2.99263401,1.98033964,0.00000000
-5.84992496,6.49332749,0.03676424,0.66493830,1.17585214,0.38717104,6.57283394,3.02383573,2.03633775,0.00000000
-5.84392196,6.61760525,0.03743191,0.67326015,1.21077891,0.40118363,6.71577945,3.06523012,2.09712573,0.00000000
-5.83791896,6.75560586,0.03811009,0.68238685,1.24608346,0.41644710,6.86265132,3.11539457,2.16156200,0.00000000
-5.83191596,6.90418595,0.03878075,0.69213599,1.28111838,0.43280967,7.01004344,3.17288708,2.22848792,0.00000000
-5.82591296,7.06026970,0.03942665,0.70233535,1.31525166,0.45011698,7.15472901,3.23627860,2.29675663,0.00000000
-5.81990995,7.22091880,0.04003184,0.71282672,1.34788177,0.46821540,7.29373750,3.30418416,2.36526016,0.00000000
-5.81390695,7.38339567,0.04058203,0.72346929,1.37845179,0.48695466,7.42442204,3.37529183,2.43295434,0.00000000
-5.80790395,7.54521784,0.04106483,0.73414246,1.40646227,0.50618995,7.54451527,3.44838869,2.49888035,0.00000000
-5.80190095,7.70420178,0.04146995,0.74474780,1.43148232,0.52578329,7.65217207,3.52238262,2.56218266,0.00000000
-5.79589795,7.85849458,0.04178923,0.75521027,1.45315869,0.54560422,7.74599797,3.59631918,2.62212254,0.00000000
-5.78989495,8.00659229,0.04201666,0.76547827,1.47122230,0.56552987,7.82506222,3.66939273,2.67808705,0.00000000
-5.78389195,8.14734426,0.04214828,0.77552280,1.48549213,0.58544440,7.88889542,3.74095120,2.72959322,0.00000000
-5.77788894,8.27994318,0.04218203,0.78533538,1.49587624,0.60523803,7.93747150,3.81049414,2.77628742,0.00000000
-5.77188594,8.40390132,0.04211754,0.79492499,1.50236986,0.62480564,7.97117514,3.87766403,2.81794019,0.00000000
-5.76588294,8.51901414,0.04195590,0.80431390,1.50505057,0.64404525,7.99075555,3.94223117,2.85443696,0.00000000
-5.75987994,8.62531294,0.04169948,0.81353277,1.50407087,0.66285644,7.99726874,4.00407278,2.88576517,0.00000000
-5.75387694,8.72300904,0.04135164,0.82261500,1.49964841,0.68113886,7.99201053,4.06314743,2.91199866,0.00000000
-5.74787394,8.81243253,0.04091654,0.83159079,1.49205424,0.69879116,7.97644343,4.11946626,2.93328016,0.00000000
-5.74187094,8.89396909,0.04039900,0.84048113,1.48159988,0.71571029,7.95212042,4.17306266,2.94980296,0.00000000
-5.73586793,8.96799853,0.03980427,0.84929216,1.46862360,0.73179143,7.92060953,4.22396233,2.96179274,0.00000000
-5.72986493,9.03483901,0.03913800,0.85801020,1.45347680,0.74692865,7.88342250,4.27215582,2.96949060,0.00000000
-5.72386193,9.09470030,0.03840611,0.86659800,1.43651102,0.76101623,7.84195129,4.31757536,2.97313835,0.00000000
-5.71785893,9.14764959,0.03761478,0.87499223,1.41806638,0.77395078,7.79741538,4.36007798,2.97296667,0.00000000
-5.71185593,9.19359205,0.03677042,0.88310287,1.39846190,0.78563404,7.75082249,4.39943615,2.96918694,0.00000000
-5.70585293,9.23226795,0.03587969,0.89081435,1.37798822,0.79597622,7.70294473,4.43533715,2.96198704,0.00000000
-5.69984992,9.26326682,0.03494947,0.89798870,1.35690296,0.80489979,7.65431082,4.46739145,2.95153120,0.00000000
-5.69384692,9.28605819,0.03398694,0.90447054,1.33542885,0.81234344,7.60521472,4.49515014,2.93796370,0.00000000
-5.68784392,9.30003711,0.03299953,0.91009381,1.31375458,0.81826609,7.55573943,4.51813055,2.92141607,0.00000000
-5.68184092,9.30458181,0.03199491,0.91468989,1.29203800,0.82265050,7.50579410,4.53584865,2.90201691,0.00000000
-5.67583792,9.29911979,0.03098100,0.91809665,1.27041141,0.82550643,7.45516156,4.54785651,2.87990349,0.00000000
-5.66983492,9.28319793,0.02996582,0.92016802,1.24898824,0.82687293,7.40355294,4.55378231,2.85523412,0.00000000
-5.66383192,9.25655196,0.02895746,0.92078341,1.22787053,0.82681964,7.35066526,4.55337050,2.82820000,0.00000000
-5.65782891,9.21917034,0.02796393,0.91985647,1.20715651,0.82544693,7.29623796,4.54651941,2.79903569,0.00000000
-5.65182591,9.17134797,0.02699302,0.91734264,1.18694764,0.82288462,7.24010451,4.53331363,2.76802684,0.00000000
-5.64582291,9.11372582,0.02605213,0.91324493,1.16735442,0.81928951,7.18223515,4.51404898,2.73551475,0.00000000
-5.63981991,9.04731309,0.02514811,0.90761763,1.14850053,0.81484144,7.12276819,4.48924815,2.70189674,0.00000000
-5.63381691,8.97348995,0.02428710,0.90056752,1.13052493,0.80973831,7.06202733,4.45966557,2.66762241,0.00000000
-5.62781391,8.89399002,0.02347438,0.89225265,1.11358162,0.80418993,7.00052415,4.42628095,2.63318547,0.00000000
-5.62181091,8.81086282,0.02271427,0.88287846,1.09783730,0.79841130,6.93894553,4.39028135,2.59911163,0.00000000
-5.61580790,8.72641809,0.02201001,0.87269164,1.08346680,0.79261531,6.87812691,4.35303258,2.56594321,0.00000000
-5.60980490,8.64315469,0.02136377,0.86197188,1.07064682,0.78700543,6.81901354,4.31604111,2.53422110,0.00000000
-5.60380190,8.56367778,0.02077666,0.85102199,1.05954843,0.78176870,6.76261218,4.28090840,2.50446546,0.00000000
-5.59779890,8.49060885,0.02024882,0.84015687,1.05032874,0.77706928,6.70993692,4.24927994,2.47715610,0.00000000
-5.59179590,8.42649327,0.01977953,0.82969194,1.04312262,0.77304308,6.66195252,4.22279138,2.45271392,0.00000000
-5.58579290,8.37371041,0.01936743,0.81993153,1.03803482,0.76979355,6.61951940,4.20301455,2.43148450,0.00000000
-5.57978989,8.33439078,0.01901079,0.81115788,1.03513322,0.76738904,6.58334365,4.19140574,2.41372503,0.00000000
-5.57378689,8.31034432,0.01870774,0.80362116,1.03444371,0.76586172,6.55393539,4.18925870,2.39959529,0.00000000
-5.56778389,8.30300333,0.01845659,0.79753098,1.03594693,0.76520825,6.53157806,4.19766430,2.38915346,0.00000000
-5.56178089,8.31338211,0.01825616,0.79304977,1.03957732,0.76539208,6.51631033,4.21747840,2.38235692,0.00000000
-5.55577789,8.34205498,0.01810607,0.79028811,1.04522430,0.76634725,6.50792154,4.24929901,2.37906818,0.00000000
-5.54977489,8.38915261,0.01800701,0.78930227,1.05273568,0.76798360,6.50596078,4.29345323,2.37906553,0.00000000
-5.54377189,8.45437618,0.01796095,0.79009379,1.06192306,0.77019299,6.50975847,4.34999404,2.38205791,0.00000000
-5.53776888,8.53702748,0.01797128,0.79261124,1.07256871,0.77285621,6.51845903,4.41870640,2.38770305,0.00000000
-5.53176588,8.63605264,0.01804292,0.79675363,1.08443366,0.77585038,6.53106221,4.49912185,2.39562795,0.00000000
-5.52576288,8.75009639,0.01818220,0.80237563,1.09726642,0.77905618,6.54647045,4.59054036,2.40545043,0.00000000
-5.51975988,8.87756352,0.01839681,0.80929395,1.11081174,0.78236479,6.56353926,4.69205805,2.41680060,0.00000000
-5.51375688,9.01668413,0.01869546,0.81729488,1.12481896,0.78568404,6.58112774,4.80259910,2.42934104,0.00000000
-5.50775388,9.16557925,0.01908759,0.82614247,1.13904947,0.78894350,6.59814640,4.92095046,2.44278453,0.00000000
-5.50175088,9.32232367,0.01958284,0.83558719,1.15328282,0.79209827,6.61359983,5.04579764,2.45690843,0.00000000
-5.49574787,9.48500348,0.02019055,0.84537466,1.16732130,0.79513125,6.62662237,5.17576022,2.47156493,0.00000000
-5.48974487,9.65176606,0.02091912,0.85525435,1.18099265,0.79805392,6.63650518,5.30942590,2.48668667,0.00000000
-5.48374187,9.82086113,0.02177537,0.86498791,1.19415107,0.80090540,6.64271416,5.44538207,2.50228758,0.00000000
-5.47773887,9.99067202,0.02276391,0.87435686,1.20667640,0.80375015,6.64489844,5.58224404,2.51845884,0.00000000
-5.47173587,10.15973690,0.02388644,0.88316959,1.21847180,0.80667419,6.64288984,5.71867964,2.53536045,0.00000000
-5.46573287,10.32676040,0.02514124,0.89126741,1.22946019,0.80978032,6.63669421,5.85342959,2.55320891,0.00000000
-5.45972986,10.49061648,0.02652270,0.89852938,1.23957980,0.81318243,6.62647595,5.98532394,2.57226168,0.00000000
-5.45372686,10.65034372,0.02802094,0.90487592,1.24877924,0.81699931,6.61253708,6.11329437,2.59279959,0.00000000
-5.44772386,10.80513460,0.02962164,0.91027095,1.25701266,0.82134835,6.59529261,6.23638282,2.61510792,0.00000000
-5.44172086,10.95432032,0.03130605,0.91472241,1.26423516,0.82633932,6.57524370,6.35374673,2.63945741,0.00000000
-5.43571786,11.09735285,0.03305116,0.91828113,1.27039915,0.83206876,6.55295016,6.46466129,2.66608606,0.00000000
-5.42971486,11.23378563,0.03483011,0.92103795,1.27545168,0.83861500,6.52900343,6.56851918,2.69518279,0.00000000
-5.42371186,11.36325441,0.03661272,0.92311903,1.27933319,0.84603431,6.50400114,6.66482822,2.72687348,0.00000000
-5.41770885,11.48545911,0.03836630,0.92467958,1.28197769,0.85435805,6.47852379,6.75320741,2.76121024,0.00000000
-5.41170585,11.60014767,0.04005653,0.92589587,1.28331428,0.86359114,6.45311408,6.83338158,2.79816413,0.00000000
-5.40570285,11.70710229,0.04164850,0.92695609,1.28327015,0.87371167,6.42825883,6.90517513,2.83762142,0.00000000
-5.39969985,11.80612830,0.04310781,0.92805001,1.28177454,0.88467167,6.40437357,6.96850503,2.87938360,0.00000000
-5.39369685,11.89704561,0.04440169,0.92935817,1.27876365,0.89639893,6.38178945,7.02337333,2.92317063,0.00000000
-5.38769385,11.97968271,0.04550011,0.93104081,1.27418584,0.90879951,6.36074227,7.06985935,2.96862715,0.00000000
-5.38169085,12.05387264,0.04637683,0.93322715,1.26800696,0.92176101,6.34136337,7.10811176,3.01533119,0.00000000
-5.37568784,12.11945088,0.04701030,0.93600562,1.26021525,0.93515609,6.32367218,7.13834055,3.06280466,0.00000000
-5.36968484,12.17625452,0.04738441,0.93941544,1.25082542,0.94884616,6.30757042,7.16080917,3.11052518,0.00000000
-5.36368184,12.22412263,0.04748904,0.94344024,1.23988160,0.96268505,6.29283818,7.17582694,3.15793856,0.00000000
-5.35767884,12.26289752,0.04732040,0.94800394,1.22745892,0.97652239,6.27913193,7.18374168,3.20447134,0.00000000
-5.35167584,12.29242671,0.04688111,0.95296941,1.21366340,0.99020665,6.26598522,7.18493289,3.24954314,0.00000000
-5.34567284,12.31256562,0.04618004,0.95813999,1.19863025,1.00358773,6.25281223,7.17980537,3.29257826,0.00000000
-5.33966983,12.32318094,0.04523200,0.96326405,1.18252045,1.01651909,6.23891486,7.16878344,3.33301638,0.00000000
-5.33366683,12.32415470,0.04405707,0.96804229,1.16551595,1.02885947,6.22349383,7.15230564,3.37032220,0.00000000
-5.32766383,12.31538894,0.04267992,0.97213775,1.14781343,1.04047412,6.20566394,7.13081996,3.40399390,0.00000000
-5.32166083,12.29681108,0.04112893,0.97518793,1.12961732,1.05123583,6.18447371,7.10477941,3.43357051,0.00000000
-5.31565783,12.26837966,0.03943515,0.97681859,1.11113210,1.06102574,6.15892912,7.07463787,3.45863808,0.00000000
-5.30965483,12.23009030,0.03763133,0.97665846,1.09255451,1.06973399,6.12802115,7.04084587,3.47883494,0.00000000
-5.30365183,12.18198158,0.03575091,0.97435434,1.07406602,1.07726047,6.09075610,7.00384626,3.49385591,0.00000000
-5.29764882,12.12414040,0.03382698,0.96958557,1.05582598,1.08351554,6.04618791,6.96406959,3.50345564,0.00000000
-5.29164582,12.05670641,0.03189144,0.96207752,1.03796568,1.08842098,5.99345108,6.92192891,3.50745116,0.00000000
-5.28564282,11.97987522,0.02997421,0.95161309,1.02058388,1.09191097,5.93179289,6.87781419,3.50572359,0.00000000
-5.27963982,11.89390002,0.02810252,0.93804195,1.00374373,1.09393335,5.86060331,6.83208625,3.49821914,0.00000000
-5.27363682,11.79909148,0.02630048,0.92128703,0.98747143,1.09445084,5.77944138,6.78507045,3.48494930,0.00000000
-5.26763382,11.69581594,0.02458866,0.90134792,0.97175654,1.09344240,5.68805665,6.73705049,3.46599033,0.00000000
-5.26163082,11.58449212,0.02298393,0.87830125,0.95655397,1.09090453,5.58640463,6.68826283,3.44148203,0.00000000
-5.25562781,11.46558665,0.02149937,0.85229805,0.94178748,1.08685248,5.47465550,6.63889207,3.41162579,0.00000000
-5.24962481,11.33960916,0.02014435,0.82355830,0.92735444,1.08132123,5.35319573,6.58906820,3.37668202,0.00000000
-5.24362181,11.20710734,0.01892471,0.79236314,0.91313174,1.07436632,5.22262236,6.53886610,3.33696698,0.00000000
-5.23761881,11.06866297,0.01784300,0.75904517,0.89898232,1.06606425,5.08373045,6.48830796,3.29284919,0.00000000
-5.23161581,10.92488945,0.01689882,0.72397727,0.88476219,1.05651268,4.93749427,6.43736908,3.24474532,0.00000000
-5.22561281,10.77643153,0.01608918,0.68756078,0.87032751,1.04583012,4.78504308,6.38598722,3.19311588,0.00000000
-5.21960980,10.62396760,0.01540892,0.65021333,0.85554135,1.03415537,4.62763282,6.33407570,3.13846060,0.00000000
-5.21360680,10.46821470,0.01485109,0.61235702,0.84027997,1.02164658,4.46661495,6.28153984,3.08131373,0.00000000
-5.20760380,10.30993619,0.01440738,0.57440743,0.82443829,1.00847989,4.30340370,6.22829636,3.02223918,0.00000000
-5.20160080,10.14995145,0.01406846,0.53676372,0.80793425,0.99484782,4.13944332,6.17429487,2.96182551,0.00000000
-5.19559780,9.98914694,0.01382434,0.49980020,0.79071211,0.98095738,3.97617628,6.11954040,2.90068090,0.00000000
-5.18959480,9.82848751,0.01366471,0.46385952,0.77274445,0.96702776,3.81501379,6.06411566,2.83942776,0.00000000
-5.18359180,9.66902650,0.01357919,0.42924756,0.75403288,0.95328787,3.65730926,6.00820173,2.77869722,0.00000000
-5.17758879,9.51191338,0.01355759,0.39622997,0.73460759,0.93997345,3.50433557,5.95209549,2.71912309,0.00000000
-5.17158579,9.35839717,0.01359006,0.36503024,0.71452571,0.92732397,3.35726633,5.89622253,2.66133534,0.00000000
-5.16558279,9.20982440,0.01366731,0.33582917,0.69386868,0.91557904,3.21716127,5.84114411,2.60595303,0.00000000
-5.15957979,9.06763022,0.01378067,0.30876559,0.67273888,0.90497462,3.08495582,5.78755715,2.55357644,0.00000000
-5.15357679,8.93332184,0.01392216,0.28393786,0.65125553,0.89573875,2.96145430,5.73628629,2.50477850,0.00000000
-5.14757379,8.80845360,0.01408459,0.26140622,0.62955034,0.88808688,2.84732652,5.68826786,2.46009547,0.00000000
-5.14157079,8.69459376,0.01426148,0.24119553,0.60776285,0.88221700,2.74310700,5.64452552,2.42001696,0.00000000
-5.13556778,8.59328333,0.01444710,0.22329831,0.58603586,0.87830434,2.64919637,5.60613821,2.38497544,0.00000000
-5.12956478,8.50598808,0.01463639,0.20767790,0.56451101,0.87649600,2.56586425,5.57420127,2.35533543,0.00000000
-5.12356178,8.43404517,0.01482489,0.19427155,0.54332480,0.87690555,2.49325305,5.54978207,2.33138277,0.00000000
-5.11755878,8.37860638,0.01500865,0.18299348,0.52260496,0.87960774,2.43138235,5.53387196,2.31331423,0.00000000
-5.11155578,8.34058052,0.01518415,0.17373770,0.50246752,0.88463364,2.38015328,5.52733647,2.30122792,0.00000000
-5.10555278,8.32057745,0.01534819,0.16638078,0.48301437,0.89196637,2.33935303,5.53086612,2.29511500,0.00000000
-5.09954977,8.31885677,0.01549779,0.16078431,0.46433153,0.90153770,2.30865903,5.54493014,2.29485318,0.00000000
-5.09354677,8.33528392,0.01563014,0.15679743,0.44648805,0.91322584,2.28764323,5.56973548,2.30020233,0.00000000
-5.08754377,8.36929630,0.01574247,0.15425906,0.42953546,0.92685446,2.27577636,5.60519324,2.31080281,0.00000000
-5.08154077,8.41988192,0.01583207,0.15300031,0.41350782,0.94219334,2.27243261,5.65089462,2.32617676,0.00000000
-5.07553777,8.48557233,0.01589624,0.15284670,0.39842221,0.95896071,2.27689499,5.70609776,2.34573258,0.00000000
-5.06953477,8.56445126,0.01593229,0.15362056,0.38427962,0.97682723,2.28836156,5.76972691,2.36877290,0.00000000
-5.06353177,8.65417961,0.01593758,0.15514330,0.37106623,0.99542173,2.30595307,5.84038423,2.39450580,0.00000000
-5.05752876,8.75203657,0.01590956,0.15723792,0.35875489,1.01433863,2.32872196,5.91637453,2.42205933,0.00000000
-5.05152576,8.85497621,0.01584588,0.15973129,0.34730683,1.03314667,2.35566314,5.99574232,2.45049896,0.00000000
-5.04552276,8.95969791,0.01574445,0.16245663,0.33667344,1.05139882,2.38572631,6.07631998,2.47884755,0.00000000
-5.03951976,9.06272820,0.01560352,0.16525574,0.32679820,1.06864307,2.41783009,6.15578564,2.50610721,0.00000000
-5.03351676,9.16051143,0.01542184,0.16798120,0.31761857,1.08443355,2.45087743,6.23172843,2.53128252,0.00000000
-5.02751376,9.24950586,0.01519868,0.17049833,0.30906787,1.09834173,2.48377226,6.30171889,2.55340421,0.00000000
-5.02151076,9.32628153,0.01493397,0.17268690,0.30107718,1.10996718,2.51543690,6.36338158,2.57155268,0.00000000
-5.01550775,9.38761639,0.01462830,0.17444256,0.29357704,1.11894749,2.54482977,6.41446733,2.58488041,0.00000000
-5.00950475,9.43058683,0.01428300,0.17567787,0.28649920,1.12496705,2.57096301,6.45292201,2.59263266,0.00000000
-5.00350175,9.45264950,0.01390010,0.17632297,0.27977816,1.12776430,2.59291931,6.47694941,2.59416561,0.00000000
-4.99749875,9.45171107,0.01348234,0.17632588,0.27335260,1.12713726,2.60986770,6.48506562,2.58896150,0.00000000
-4.99149575,9.42618369,0.01303309,0.17565234,0.26716670,1.12294722,2.62107766,6.47614294,2.57664017,0.00000000
-4.98549275,9.37502434,0.01255629,0.17428532,0.26117130,1.11512047,2.62593120,6.44944180,2.55696663,0.00000000
-4.97948974,9.29775666,0.01205631,0.17222414,0.25532482,1.10364814,2.62393271,6.40462955,2.52985469,0.00000000
-4.97348674,9.19447524,0.01153788,0.16948329,0.24959406,1.08858425,2.61471608,6.34178578,2.49536627,0.00000000
-4.96748374,9.06583254,0.01100594,0.16609103,0.24395474,1.07004223,2.59804927,6.26139436,2.45370682,0.00000000
-4.96148074,8.91300950,0.01046548,0.16208778,0.23839185,1.04818996,2.57383594,6.16432274,2.40521683,0.00000000
-4.95547774,8.73767168,0.00992149,0.15752433,0.23289969,1.02324384,2.54211442,6.05178994,2.35036001,0.00000000
-4.94947474,8.54191300,0.00937876,0.15246008,0.22748174,0.99546205,2.50305394,5.92532488,2.28970846,0.00000000
-4.94347174,8.32818981,0.00884186,0.14696115,0.22215016,0.96513720,2.45694835,5.78671698,2.22392549,0.00000000
-4.93746873,8.09924802,0.00831500,0.14109869,0.21692511,0.93258897,2.40420755,5.63796140,2.15374661,0.00000000
-4.93146573,7.85804633,0.00780202,0.13494709,0.21183380,0.89815659,2.34534680,5.48120122,2.07995941,0.00000000
-4.92546273,7.60767835,0.00730632,0.12858247,0.20690925,0.86219168,2.28097425,5.31866891,2.00338300,0.00000000
-4.91945973,7.35129641,0.00683088,0.12208120,0.20218893,0.82505145,2.21177696,5.15262925,1.92484751,0.00000000
-4.91345673,7.09203921,0.00637824,0.11551861,0.19771321,0.78709244,2.13850575,4.98532560,1.84517451,0.00000000
-4.90745373,6.83296541,0.00595052,0.10896787,0.19352366,0.74866491,2.06195915,4.81893105,1.76515860,0.00000000
-4.90145073,6.57699461,0.00554946,0.10249898,0.18966133,0.71010777,1.98296676,4.65550572,1.68555093,0.00000000
-4.89544772,6.32685653,0.00517647,0.09617789,0.18616504,0.67174426,1.90237250,4.49696071,1.60704489,0.00000000
-4.88944472,6.08504884,0.00483262,0.09006580,0.18306970,0.63387816,1.82101777,4.34502908,1.53026426,0.00000000
-4.88344172,5.85380377,0.00451873,0.08421846,0.18040477,0.59679062,1.73972520,4.20124364,1.45575415,0.00000000
-4.87743872,5.63506270,0.00423537,0.07868567,0.17819285,0.56073757,1.65928292,4.06692102,1.38397469,0.00000000
-4.87143572,5.43045831,0.00398286,0.07351074,0.17644852,0.52594748,1.58042999,3.94315119,1.31529757,0.00000000
-4.86543272,5.24130302,0.00376134,0.06873013,0.17517738,0.49261970,1.50384303,3.83079152,1.25000519,0.00000000
-4.85942971,5.06858295,0.00357069,0.06437303,0.17437537,0.46092313,1.43012437,3.73046440,1.18829241,0.00000000
-4.85342671,4.91295608,0.00341057,0.06046108,0.17402838,0.43099530,1.35979203,3.64255733,1.13027047,0.00000000
-4.84742371,4.77475407,0.00328040,0.05700815,0.17411206,0.40294189,1.29327166,3.56722485,1.07597285,0.00000000
-4.84142071,4.65398689,0.00317932,0.05402017,0.17459195,0.37683652,1.23089063,3.50439169,1.02536257,0.00000000
-4.83541771,4.55034998,0.00310615,0.05149506,0.17542387,0.35272107,1.17287440,3.45375699,0.97834080,0.00000000
-4.82941471,4.46323410,0.00305941,0.04942277,0.17655449,0.33060636,1.11934531,3.41479956,0.93475607,0.00000000
-4.82341171,4.39173783,0.00303726,0.04778549,0.17792215,0.31047328,1.07032377,3.38678472,0.89441392,0.00000000
-4.81740870,4.33468364,0.00303752,0.04655792,0.17945792,0.29227435,1.02573183,3.36877327,0.85708660,0.00000000
-4.81140570,4.29063795,0.00305764,0.04570780,0.18108671,0.27593582,0.98539919,3.35963346,0.82252254,0.00000000
-4.80540270,4.25793614,0.00309475,0.04519649,0.18272874,0.26136014,0.94907135,3.35805686,0.79045524,0.00000000
-4.79939970,4.23471314,0.00314569,0.04497988,0.18430099,0.24842893,0.91641983,3.36257900,0.76061164,0.00000000
-4.79339670,4.21894006,0.00320704,0.04500925,0.18571888,0.23700632,0.88705419,3.37160529,0.73271954,0.00000000
-4.78739370,4.20846715,0.00327517,0.04523249,0.18689807,0.22694268,0.86053555,3.38344275,0.70651432,0.00000000
-4.78139070,4.20107280,0.00334638,0.04559530,0.18775632,0.21807853,0.83639119,3.39633746,0.68174466,0.00000000
-4.77538769,4.19451779,0.00341691,0.04604252,0.18821541,0.21024879,0.81412988,3.40851711,0.65817745,0.00000000
-4.76938469,4.18660374,0.00348309,0.04651955,0.18820313,0.20328691,0.79325751,3.41823785,0.63560188,0.00000000
-4.76338169,4.17523377,0.00354142,0.04697372,0.18765516,0.19702915,0.77329247,3.42383381,0.61383261,0.00000000
-4.75737869,4.15847354,0.00358866,0.04735565,0.18651695,0.19131857,0.75378036,3.42376766,0.59271234,0.00000000
-4.75137569,4.13460995,0.00362193,0.04762052,0.18474534,0.18600881,0.73430746,3.41667980,0.57211350,0.00000000
-4.74537269,4.10220503,0.00363878,0.04772919,0.18231003,0.18096742,0.71451272,3.40143409,0.55193932,0.00000000
-4.73936968,4.06014245,0.00363727,0.04764912,0.17919473,0.17607870,0.69409758,3.37715769,0.53212417,0.00000000
-4.73336668,4.00766415,0.00361601,0.04735512,0.17539792,0.17124593,0.67283356,3.34327287,0.51263321,0.00000000
-4.72736368,3.94439518,0.00357419,0.04682979,0.17093319,0.16639293,0.65056719,3.29951899,0.49346134,0.00000000
-4.72136068,3.87035518,0.00351162,0.04606372,0.16582920,0.16146488,0.62722228,3.24596329,0.47463146,0.00000000
-4.71535768,3.78595569,0.00342865,0.04505544,0.16012904,0.15642845,0.60279940,3.18299954,0.45619209,0.00000000
-4.70935468,3.69198321,0.00332621,0.04381110,0.15388922,0.15127109,0.57737266,3.11133461,0.43821433,0.00000000
-4.70335168,3.58956859,0.00320573,0.04234385,0.14717817,0.14599980,0.55108406,3.03196335,0.42078825,0.00000000
-4.69734867,3.48014411,0.00306907,0.04067307,0.14007433,0.14063914,0.52413565,2.94613279,0.40401880,0.00000000
-4.69134567,3.36539031,0.00291845,0.03882343,0.13266397,0.13522880,0.49677983,2.85529763,0.38802141,0.00000000
-4.68534267,3.24717493,0.00275637,0.03682373,0.12503868,0.12982078,0.46930834,2.76106884,0.37291727,0.00000000
-4.67933967,3.12748694,0.00258553,0.03470582,0.11729281,0.12447625,0.44204034,2.66515807,0.35882862,0.00000000
-4.67333667,3.00836857,0.00240872,0.03250328,0.10952084,0.11926229,0.41531015,2.56932023,0.34587411,0.00000000
-4.66733367,2.89184835,0.00222874,0.03025035,0.10181486,0.11424866,0.38945503,2.47529696,0.33416443,0.00000000
-4.66133067,2.77987789,0.00204835,0.02798074,0.09426215,0.10950467,0.36480365,2.38476327,0.32379834,0.00000000
-4.65532766,2.67427488,0.00187019,0.02572667,0.08694314,0.10509634,0.34166543,2.29927934,0.31485930,0.00000000
-4.64932466,2.57667418,0.00169674,0.02351796,0.07992961,0.10108383,0.32032123,2.22024930,0.30741271,0.00000000
-4.64332166,2.48848831,0.00153028,0.02138139,0.07328337,0.09751942,0.30101570,2.14888793,0.30150389,0.00000000
