energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-0.10505253,1.37853264,0.19604874,0.08753557,0.01192316,0.33790244,0.16545182,0.04251729,0.72841901
-0.09904952,1.42349202,0.20246858,0.09219215,0.01121322,0.35918222,0.16376753,0.04424584,0.75232063
-0.09304652,1.47018596,0.20908729,0.09705835,0.01053419,0.38141197,0.16309937,0.04612977,0.77629949
-0.08704352,1.51752490,0.21574335,0.10202993,0.00990244,0.40414425,0.16333053,0.04812878,0.79978742
-0.08104052,1.56433932,0.22226942,0.10699617,0.00933353,0.42690268,0.16432843,0.05019804,0.82219422
-0.07503752,1.60941082,0.22849692,0.11184259,0.00884193,0.44919336,0.16594868,0.05228941,0.84292410
-0.06903452,1.65150585,0.23426069,0.11645387,0.00844074,0.47051719,0.16803901,0.05435259,0.86139266
-0.06303152,1.68941107,0.23940357,0.12071691,0.00814153,0.49038292,0.17044352,0.05633660,0.87704392
-0.05702851,1.72196908,0.24378076,0.12452384,0.00795409,0.50832024,0.17300686,0.05819115,0.88936663
-0.05102551,1.74811332,0.24726388,0.12777510,0.00788629,0.52389287,0.17557834,0.05986814,0.89790958
-0.04502251,1.76690081,0.24974440,0.13038219,0.00794391,0.53671082,0.17801576,0.06132309,0.90229515
-0.03901951,1.77754142,0.25113655,0.13227023,0.00813054,0.54644159,0.18018896,0.06251644,0.90223075
-0.03301651,1.77942235,0.25137943,0.13338013,0.00844738,0.55281974,0.18198281,0.06341474,0.89751763
-0.02701351,1.77212702,0.25043832,0.13367021,0.00889324,0.55565443,0.18329963,0.06399160,0.88805681
-0.02101051,1.75544731,0.24830512,0.13311740,0.00946439,0.55483470,0.18406093,0.06422841,0.87385181
-0.01500750,1.72938876,0.24499790,0.13171770,0.01015455,0.55033209,0.18420838,0.06411477,0.85500817
-0.00900450,1.69416842,0.24055957,0.12948612,0.01095484,0.54220057,0.18370403,0.06364864,0.83172972
-0.00300150,1.65020556,0.23505587,0.12645594,0.01185387,0.53057383,0.18252983,0.06283612,0.80431174
0.00300150,1.59810560,0.22857247,0.12267746,0.01283775,0.51565986,0.18068637,0.06169106,0.77313137
0.00900450,1.53863800,0.22121175,0.11821609,0.01389029,0.49773321,0.17819107,0.06023428,0.73863560
0.01500750,1.47270933,0.21308897,0.11315007,0.01499323,0.47712529,0.17507592,0.05849263,0.70132736
0.02101051,1.40133249,0.20432832,0.10756787,0.01612647,0.45421303,0.17138478,0.05649792,0.66175026
0.02701351,1.32559369,0.19505886,0.10156526,0.01726851,0.42940648,0.16717058,0.05428563,0.62047269
0.03301651,1.24661855,0.18541062,0.09524235,0.01839683,0.40313585,0.16249243,0.05189364,0.57807177
0.03901951,1.16553872,0.17551088,0.08870060,0.01948845,0.37583860,0.15741288,0.04936097,0.53511783
0.04502251,1.08346049,0.16548099,0.08203996,0.02052043,0.34794703,0.15199538,0.04672652,0.49216005
0.05102551,1.00143637,0.15543358,0.07535624,0.02147052,0.31987681,0.14630211,0.04402798,0.44971360
0.05702851,0.92044080,0.14547041,0.06873888,0.02231770,0.29201695,0.14039222,0.04130087,0.40824885
0.06303152,0.84135057,0.13568093,0.06226899,0.02304281,0.26472150,0.13432058,0.03857776,0.36818282
0.06903452,0.76493043,0.12614132,0.05601792,0.02362913,0.23830306,0.12813690,0.03588769,0.32987304
0.07503752,0.69182398,0.11691430,0.05004629,0.02406282,0.21302838,0.12188542,0.03325579,0.29361397
0.08104052,0.62254983,0.10804941,0.04440343,0.02433338,0.18911593,0.11560488,0.03070308,0.25963582
0.08704352,0.55750261,0.09958377,0.03912728,0.02443394,0.16673545,0.10932893,0.02824649,0.22810565
0.09304652,0.49695825,0.09154325,0.03424478,0.02436147,0.14600919,0.10308671,0.02589899,0.19913051
0.09904952,0.44108298,0.08394390,0.02977244,0.02411684,0.12701471,0.09690355,0.02366988,0.17276228
0.10505253,0.38994515,0.07679356,0.02571735,0.02370473,0.10978901,0.09080185,0.02156513,0.14900395
0.11105553,0.34352911,0.07009350,0.02207832,0.02313347,0.09433350,0.08480182,0.01958783,0.12781678
0.11705853,0.30175039,0.06384010,0.01884722,0.02241468,0.08061974,0.07892219,0.01773867,0.10912827
0.12306153,0.26447134,0.05802641,0.01601030,0.02156287,0.06859545,0.07318075,0.01601632,0.09284023
0.12906453,0.23151664,0.05264352,0.01354971,0.02059492,0.05819072,0.06759472,0.01441798,0.07883694
0.13506753,0.20268805,0.04768179,0.01144476,0.01952949,0.04932399,0.06218097,0.01293966,0.06699298
0.14107054,0.17777803,0.04313184,0.00967326,0.01838642,0.04190771,0.05695600,0.01157662,0.05718041
0.14707354,0.15658179,0.03898533,0.00821270,0.01718613,0.03585349,0.05193578,0.01032360,0.04927537
0.15307654,0.13890767,0.03523551,0.00704124,0.01594896,0.03107664,0.04713549,0.00917508,0.04316372
0.15907954,0.12458558,0.03187758,0.00613857,0.01469466,0.02750000,0.04256913,0.00812545,0.03874574
0.16508254,0.11347363,0.02890889,0.00548662,0.01344184,0.02505699,0.03824911,0.00716909,0.03593987
0.17108554,0.10546278,0.02632900,0.00507007,0.01220759,0.02369393,0.03418582,0.00630051,0.03468540
0.17708854,0.10047971,0.02413957,0.00487667,0.01100709,0.02337162,0.03038728,0.00551434,0.03494414
0.18309155,0.09848800,0.02234422,0.00489748,0.00985340,0.02406605,0.02685879,0.00480537,0.03670116
0.18909455,0.09948756,0.02094828,0.00512681,0.00875731,0.02576859,0.02360276,0.00416855,0.03996444
0.19509755,0.10351265,0.01995846,0.00556220,0.00772727,0.02848535,0.02061858,0.00359895,0.04476375
0.20110055,0.11062841,0.01938249,0.00620412,0.00676943,0.03223602,0.01790265,0.00309182,0.05114857
0.20710355,0.12092603,0.01922874,0.00705561,0.00588774,0.03705202,0.01544851,0.00264250,0.05918513
0.21310655,0.13451676,0.01950569,0.00812184,0.00508412,0.04297425,0.01324706,0.00224645,0.06895280
0.21910955,0.15152469,0.02022145,0.00940953,0.00435866,0.05005024,0.01128684,0.00189926,0.08053962
0.22511256,0.17207852,0.02138314,0.01092631,0.00370989,0.05833091,0.00955449,0.00159663,0.09403729
0.23111556,0.19630244,0.02299627,0.01268000,0.00313501,0.06786698,0.00803507,0.00133443,0.10953547
0.23711856,0.22430624,0.02506405,0.01467788,0.00263019,0.07870507,0.00671254,0.00110864,0.12711575
0.24312156,0.25617486,0.02758660,0.01692587,0.00219082,0.09088359,0.00557022,0.00091546,0.14684514
0.24912456,0.29195764,0.03056020,0.01942774,0.00181174,0.10442849,0.00459114,0.00075126,0.16876952
0.25512756,0.33165754,0.03397648,0.02218426,0.00148749,0.11934912,0.00375846,0.00061262,0.19290693
0.26113057,0.37522071,0.03782162,0.02519251,0.00121250,0.13563406,0.00305576,0.00049637,0.21924122
0.26713357,0.42252672,0.04207561,0.02844509,0.00098125,0.15324741,0.00246736,0.00039957,0.24771599
0.27313657,0.47337997,0.04671160,0.03192955,0.00078841,0.17212538,0.00197849,0.00031954,0.27822939
0.27913957,0.52750258,0.05169532,0.03562783,0.00062891,0.19217356,0.00157546,0.00025384,0.31062968
0.28514257,0.58452936,0.05698474,0.03951595,0.00049808,0.21326489,0.00124579,0.00020030,0.34471214
0.29114557,0.64400510,0.06252990,0.04356376,0.00039163,0.23523861,0.00097820,0.00015699,0.38021742
0.29714857,0.70538475,0.06827295,0.04773498,0.00030572,0.25790019,0.00076271,0.00012220,0.41683146
0.30315158,0.76803654,0.07414852,0.05198740,0.00023694,0.28102246,0.00059050,0.00009447,0.45418744
0.30915458,0.83124856,0.08008436,0.05627332,0.00018232,0.30434794,0.00045394,0.00007253,0.49186957
0.31515758,0.89423857,0.08600231,0.06054025,0.00013928,0.32759247,0.00034650,0.00005530,0.52941896
0.32116058,0.95616727,0.09181950,0.06473178,0.00010564,0.35045008,0.00026262,0.00004187,0.56634154
0.32716358,1.01615466,0.09744996,0.06878871,0.00007955,0.37259902,0.00019763,0.00003148,0.60211784
0.33316658,1.07329924,0.10280634,0.07265037,0.00005947,0.39370883,0.00014766,0.00002351,0.63621447
0.33916958,1.12669950,0.10780199,0.07625609,0.00004414,0.41344835,0.00010955,0.00001743,0.66809697
0.34517259,1.17547708,0.11235304,0.07954672,0.00003253,0.43149430,0.00008069,0.00001283,0.69724375
0.35117559,1.21880094,0.11638068,0.08246633,0.00002380,0.44754017,0.00005901,0.00000938,0.72316053
0.35717859,1.25591145,0.11981336,0.08496382,0.00001728,0.46130530,0.00004285,0.00000681,0.74539486
0.36318159,1.28614383,0.12258895,0.08699448,0.00001246,0.47254347,0.00003089,0.00000490,0.76355020
0.36918459,1.30894966,0.12465669,0.08852147,0.00000892,0.48105102,0.00002211,0.00000351,0.77729890
0.37518759,1.32391593,0.12597893,0.08951709,0.00000634,0.48667389,0.00001571,0.00000249,0.78639369
0.38119060,1.33078051,0.12653249,0.08996382,0.00000448,0.48931344,0.00001109,0.00000176,0.79067706
0.38719360,1.32944354,0.12630968,0.08985508,0.00000314,0.48893075,0.00000777,0.00000123,0.79008827
0.39319660,1.31997415,0.12531883,0.08919566,0.00000218,0.48554911,0.00000540,0.00000086,0.78466742
0.39919960,1.30261215,0.12358440,0.08800183,0.00000151,0.47925482,0.00000373,0.00000059,0.77455669
0.40520260,1.27776456,0.12114657,0.08630111,0.00000103,0.47019585,0.00000256,0.00000041,0.75999839
0.41120560,1.24599705,0.11806037,0.08413164,0.00000070,0.45857884,0.00000174,0.00000028,0.74133000
0.41720860,1.20802062,0.11439435,0.08154133,0.00000048,0.44466413,0.00000118,0.00000019,0.71897632
0.42321161,1.16467390,0.11022889,0.07858660,0.00000032,0.42875936,0.00000079,0.00000013,0.69343903
0.42921461,1.11690188,0.10565416,0.07533095,0.00000021,0.41121153,0.00000053,0.00000008,0.66528408
0.43521761,1.06573171,0.10076778,0.07184335,0.00000014,0.39239817,0.00000035,0.00000006,0.63512726
0.44122061,1.01224649,0.09567233,0.06819646,0.00000009,0.37271762,0.00000023,0.00000004,0.60361864
0.44722361,0.95755807,0.09047279,0.06446479,0.00000006,0.35257899,0.00000015,0.00000002,0.57142624
0.45322661,0.90277953,0.08527397,0.06072284,0.00000004,0.33239202,0.00000010,0.00000002,0.53921965
0.45922961,0.84899854,0.08017793,0.05704337,0.00000003,0.31255721,0.00000006,0.00000001,0.50765395
0.46523262,0.79725208,0.07528165,0.05349565,0.00000002,0.29345649,0.00000004,0.00000001,0.47735458
0.47123562,0.74850338,0.07067488,0.05014396,0.00000001,0.27544472,0.00000003,0.00000000,0.44890335
0.47723862,0.70362154,0.06643821,0.04704623,0.00000001,0.25884214,0.00000002,0.00000000,0.42282610
0.48324162,0.66336434,0.06264148,0.04425291,0.00000000,0.24392803,0.00000001,0.00000000,0.39958220
0.48924462,0.62836427,0.05934250,0.04180606,0.00000000,0.23093558,0.00000001,0.00000000,0.37955593
0.49524762,0.59911821,0.05658611,0.03973870,0.00000000,0.22004810,0.00000000,0.00000000,0.36305005
0.50125063,0.57598048,0.05440354,0.03807435,0.00000000,0.21139644,0.00000000,0.00000000,0.35028129
0.50725363,0.55915943,0.05281217,0.03682686,0.00000000,0.20505776,0.00000000,0.00000000,0.34137804
0.51325663,0.54871718,0.05181553,0.03600037,0.00000000,0.20105552,0.00000000,0.00000000,0.33637982
0.51925963,0.54457251,0.05140362,0.03558962,0.00000000,0.19936048,0.00000000,0.00000000,0.33523870
0.52526263,0.54650647,0.05155353,0.03558026,0.00000000,0.19989288,0.00000000,0.00000000,0.33782237
0.53126563,0.55417063,0.05223027,0.03594949,0.00000000,0.20252546,0.00000000,0.00000000,0.34391877
0.53726863,0.56709753,0.05338783,0.03666674,0.00000000,0.20708735,0.00000000,0.00000000,0.35324217
0.54327164,0.58471325,0.05497044,0.03769452,0.00000000,0.21336871,0.00000000,0.00000000,0.36544047
0.54927464,0.60635174,0.05691402,0.03898940,0.00000000,0.22112603,0.00000000,0.00000000,0.38010375
0.55527764,0.63127066,0.05914772,0.04050305,0.00000000,0.23008796,0.00000000,0.00000000,0.39677367
0.56128064,0.65866847,0.06159560,0.04218337,0.00000000,0.23996158,0.00000000,0.00000000,0.41495389
0.56728364,0.68770258,0.06417841,0.04397565,0.00000000,0.25043908,0.00000000,0.00000000,0.43412101
0.57328664,0.71750809,0.06681541,0.04582385,0.00000000,0.26120463,0.00000000,0.00000000,0.45373619
0.57928964,0.74721697,0.06942617,0.04767180,0.00000000,0.27194137,0.00000000,0.00000000,0.47325694
0.58529265,0.77597712,0.07193241,0.04946443,0.00000000,0.28233838,0.00000000,0.00000000,0.49214903
0.59129565,0.80297107,0.07425969,0.05114898,0.00000000,0.29209753,0.00000000,0.00000000,0.50989830
0.59729865,0.82743388,0.07633910,0.05267615,0.00000000,0.30093998,0.00000000,0.00000000,0.52602192
0.60330165,0.84866967,0.07810873,0.05400113,0.00000000,0.30861218,0.00000000,0.00000000,0.54007902
0.60930465,0.86606651,0.07951497,0.05508457,0.00000000,0.31489128,0.00000000,0.00000000,0.55168024
0.61530765,0.87910913,0.08051358,0.05589335,0.00000000,0.31958978,0.00000000,0.00000000,0.56049608
0.62131066,0.88738921,0.08107058,0.05640127,0.00000000,0.32255919,0.00000000,0.00000000,0.56626367
0.62731366,0.89061273,0.08116272,0.05658944,0.00000000,0.32369273,0.00000000,0.00000000,0.56879181
0.63331666,0.88860440,0.08077780,0.05644661,0.00000000,0.32292687,0.00000000,0.00000000,0.56796406
0.63931966,0.88130883,0.07991462,0.05596918,0.00000000,0.32024176,0.00000000,0.00000000,0.56373994
0.64532266,0.86878850,0.07858263,0.05516109,0.00000000,0.31566045,0.00000000,0.00000000,0.55615390
0.65132566,0.85121863,0.07680132,0.05403348,0.00000000,0.30924702,0.00000000,0.00000000,0.54531247
0.65732866,0.82887907,0.07459936,0.05260413,0.00000000,0.30110356,0.00000000,0.00000000,0.53138937
0.66333167,0.80214365,0.07201351,0.05089681,0.00000000,0.29136633,0.00000000,0.00000000,0.51461900
0.66933467,0.77146727,0.06908732,0.04894042,0.00000000,0.28020104,0.00000000,0.00000000,0.49528842
0.67533767,0.73737130,0.06586976,0.04676807,0.00000000,0.26779751,0.00000000,0.00000000,0.47372822
0.68134067,0.70042776,0.06241374,0.04441607,0.00000000,0.25436394,0.00000000,0.00000000,0.45030250
0.68734367,0.66124297,0.05877457,0.04192288,0.00000000,0.24012095,0.00000000,0.00000000,0.42539852
0.69334667,0.62044105,0.05500848,0.03932806,0.00000000,0.22529559,0.00000000,0.00000000,0.39941614
0.69934967,0.57864806,0.05117124,0.03667126,0.00000000,0.21011560,0.00000000,0.00000000,0.37275761
0.70535268,0.53647708,0.04731681,0.03399129,0.00000000,0.19480397,0.00000000,0.00000000,0.34581796
0.71135568,0.49451477,0.04349626,0.03132525,0.00000000,0.17957409,0.00000000,0.00000000,0.31897627
0.71735868,0.45330976,0.03975671,0.02870779,0.00000000,0.16462553,0.00000000,0.00000000,0.29258807
0.72336168,0.41336301,0.03614064,0.02617054,0.00000000,0.15014055,0.00000000,0.00000000,0.26697900
0.72936468,0.37512046,0.03268527,0.02374160,0.00000000,0.13628143,0.00000000,0.00000000,0.24243994
0.73536768,0.33896783,0.02942221,0.02144524,0.00000000,0.12318858,0.00000000,0.00000000,0.21922348
0.74137069,0.30522763,0.02637725,0.01930172,0.00000000,0.11097950,0.00000000,0.00000000,0.19754184
0.74737369,0.27415817,0.02357043,0.01732721,0.00000000,0.09974833,0.00000001,0.00000000,0.17756610
0.75337669,0.24595446,0.02101613,0.01553388,0.00000000,0.08956626,0.00000001,0.00000001,0.15942663
0.75937969,0.22075054,0.01872342,0.01393003,0.00000000,0.08048229,0.00000002,0.00000001,0.14321445
0.76538269,0.19862312,0.01669642,0.01252034,0.00000000,0.07252456,0.00000003,0.00000001,0.12898350
0.77138569,0.17959617,0.01493474,0.01130613,0.00000001,0.06570200,0.00000005,0.00000002,0.11675353
0.77738869,0.16364610,0.01343407,0.01028575,0.00000001,0.06000614,0.00000007,0.00000004,0.10651333
0.78339170,0.15070723,0.01218664,0.00945488,0.00000001,0.05541314,0.00000011,0.00000006,0.09822427
0.78939470,0.14067746,0.01118179,0.00880692,0.00000002,0.05188573,0.00000017,0.00000008,0.09182387
0.79539770,0.13342370,0.01040649,0.00833334,0.00000004,0.04937523,0.00000026,0.00000013,0.08722933
0.80140070,0.12878711,0.00984580,0.00802397,0.00000005,0.04782337,0.00000040,0.00000019,0.08434086
0.80740370,0.12658786,0.00948331,0.00786736,0.00000008,0.04716401,0.00000059,0.00000029,0.08304476
0.81340670,0.12662951,0.00930160,0.00785102,0.00000013,0.04732473,0.00000088,0.00000042,0.08321625
0.81940970,0.12870294,0.00928248,0.00796170,0.00000020,0.04822824,0.00000129,0.00000062,0.08472194
0.82541271,0.13258975,0.00940743,0.00818557,0.00000029,0.04979360,0.00000189,0.00000091,0.08742204
0.83141571,0.13806533,0.00965777,0.00850844,0.00000044,0.05193735,0.00000274,0.00000132,0.09117232
0.83741871,0.14490158,0.01001494,0.00891592,0.00000065,0.05457453,0.00000395,0.00000191,0.09582576
0.84342171,0.15286934,0.01046073,0.00939357,0.00000097,0.05761956,0.00000565,0.00000272,0.10123410
0.84942471,0.16174065,0.01097745,0.00992705,0.00000141,0.06098713,0.00000802,0.00000387,0.10724919
0.85542771,0.17129082,0.01154815,0.01050221,0.00000206,0.06459296,0.00001131,0.00000545,0.11372426
0.86143072,0.18130048,0.01215680,0.01110526,0.00000297,0.06835459,0.00001583,0.00000763,0.12051508
0.86743372,0.19155750,0.01278844,0.01172287,0.00000426,0.07219211,0.00002201,0.00001060,0.12748112
0.87343672,0.20185894,0.01342944,0.01234223,0.00000606,0.07602894,0.00003038,0.00001462,0.13448661
0.87943972,0.21201290,0.01406766,0.01295123,0.00000857,0.07979244,0.00004163,0.00002002,0.14140162
0.88544272,0.22184042,0.01469268,0.01353850,0.00001204,0.08341471,0.00005666,0.00002723,0.14810307
0.89144572,0.23117725,0.01529601,0.01409356,0.00001678,0.08683315,0.00007656,0.00003676,0.15447573
0.89744872,0.23987560,0.01587132,0.01460685,0.00002323,0.08999108,0.00010273,0.00004928,0.16041315
0.90345173,0.24780582,0.01641472,0.01506983,0.00003193,0.09283833,0.00013687,0.00006558,0.16581854
0.90945473,0.25485788,0.01692495,0.01547509,0.00004358,0.09533168,0.00018108,0.00008666,0.17060556
0.91545773,0.26094284,0.01740366,0.01581634,0.00005907,0.09743528,0.00023791,0.00011369,0.17469908
0.92146073,0.26599409,0.01785567,0.01608851,0.00007951,0.09912100,0.00031039,0.00014810,0.17803582
0.92746373,0.26996836,0.01828918,0.01628775,0.00010628,0.10036864,0.00040214,0.00019153,0.18056487
0.93346673,0.27284667,0.01871601,0.01641150,0.00014107,0.10116611,0.00051741,0.00024595,0.18224818
0.93946973,0.27463493,0.01915178,0.01645842,0.00018596,0.10150951,0.00066112,0.00031358,0.18306087
0.94547274,0.27536428,0.01961606,0.01642848,0.00024344,0.10140303,0.00083896,0.00039696,0.18299146
0.95147574,0.27509116,0.02013250,0.01632285,0.00031649,0.10085885,0.00105734,0.00049893,0.18204198
0.95747874,0.27389698,0.02072879,0.01614396,0.00040863,0.09989687,0.00132350,0.00062266,0.18022785
0.96348174,0.27188739,0.02143664,0.01589534,0.00052398,0.09854432,0.00164543,0.00077155,0.17757771
0.96948474,0.26919111,0.02229153,0.01558167,0.00066730,0.09683524,0.00203187,0.00094927,0.17413297
0.97548774,0.26595815,0.02333243,0.01520860,0.00084403,0.09480982,0.00249226,0.00115967,0.16994718
0.98149075,0.26235752,0.02460128,0.01478269,0.00106030,0.09251360,0.00303661,0.00140669,0.16508522
0.98749375,0.25857439,0.02614231,0.01431128,0.00132295,0.08999655,0.00367540,0.00169427,0.15962220
0.99349675,0.25480653,0.02800123,0.01380235,0.00163951,0.08731192,0.00441935,0.00202628,0.15364216
0.99949975,0.25126026,0.03022414,0.01326435,0.00201812,0.08451508,0.00527931,0.00240630,0.14723656
1.00550275,0.24814583,0.03285631,0.01270603,0.00246749,0.08166212,0.00626591,0.00283754,0.14050251
1.01150575,0.24567230,0.03594081,0.01213623,0.00299674,0.07880849,0.00738935,0.00332262,0.13354094
1.01750875,0.24404223,0.03951690,0.01156374,0.00361526,0.07600747,0.00865911,0.00386344,0.12645449
1.02351176,0.24344600,0.04361845,0.01099702,0.00433247,0.07330876,0.01008361,0.00446100,0.11934545
1.02951476,0.24405633,0.04827218,0.01044410,0.00515765,0.07075703,0.01166994,0.00511521,0.11231366
1.03551776,0.24602289,0.05349600,0.00991231,0.00609959,0.06839061,0.01342351,0.00582478,0.10545442
1.04152076,0.24946740,0.05929742,0.00940815,0.00716628,0.06624034,0.01534787,0.00658707,0.09885659
1.04752376,0.25447943,0.06567213,0.00893719,0.00836462,0.06432865,0.01744438,0.00739802,0.09260087
1.05352676,0.26111302,0.07260281,0.00850388,0.00970001,0.06266887,0.01971212,0.00825214,0.08675831
1.05952976,0.26938443,0.08005837,0.00811154,0.01117602,0.06126493,0.02214774,0.00914245,0.08138919
1.06553277,0.27927115,0.08799349,0.00776226,0.01279401,0.06011127,0.02474547,0.01006065,0.07654220
1.07153577,0.29071222,0.09634880,0.00745697,0.01455288,0.05919319,0.02749716,0.01099717,0.07225404
1.07753877,0.30361005,0.10505151,0.00719544,0.01644870,0.05848758,0.03039249,0.01194142,0.06854943
1.08354177,0.31783371,0.11401668,0.00697635,0.01847459,0.05796384,0.03341927,0.01288203,0.06544145
1.08954477,0.33322357,0.12314906,0.00679746,0.02062052,0.05758527,0.03656377,0.01380717,0.06293235
1.09554777,0.34959728,0.13234554,0.00665568,0.02287333,0.05731053,0.03981130,0.01470493,0.06101465
1.10155078,0.36675693,0.14149811,0.00654731,0.02521677,0.05709544,0.04314680,0.01556368,0.05967251
1.10755378,0.38449703,0.15049727,0.00646818,0.02763169,0.05689479,0.04655554,0.01637249,0.05888345
1.11355678,0.40261323,0.15923585,0.00641386,0.03009639,0.05666420,0.05002395,0.01712161,0.05862013
1.11955978,0.42091134,0.16761298,0.00637986,0.03258699,0.05636194,0.05354046,0.01780278,0.05885236
1.12556278,0.43921641,0.17553817,0.00636182,0.03507805,0.05595064,0.05709648,0.01840971,0.05954905
1.13156578,0.45738143,0.18293529,0.00635567,0.03754316,0.05539877,0.06068730,0.01893830,0.06068023
1.13756878,0.47529535,0.18974629,0.00635780,0.03995573,0.05468187,0.06431307,0.01938697,0.06221887
1.14357179,0.49289015,0.19593440,0.00636518,0.04228971,0.05378348,0.06797969,0.01975681,0.06414261
1.14957479,0.51014642,0.20148687,0.00637548,0.04452049,0.05269575,0.07169970,0.02005166,0.06643519
1.15557779,0.52709740,0.20641672,0.00638711,0.04662567,0.05141960,0.07549290,0.02027809,0.06908758
1.16158079,0.54383099,0.21076382,0.00639927,0.04858584,0.04996466,0.07938694,0.02044528,0.07209878
1.16758379,0.56048968,0.21459478,0.00641193,0.05038531,0.04834875,0.08341761,0.02056482,0.07547613
1.17358679,0.57726812,0.21800189,0.00642585,0.05201266,0.04659712,0.08762881,0.02065036,0.07923524
1.17958979,0.59440830,0.22110088,0.00644243,0.05346123,0.04474137,0.09207220,0.02071718,0.08339942
1.18559280,0.61219224,0.22402769,0.00646369,0.05472935,0.04281824,0.09680648,0.02078172,0.08799852
1.19159580,0.63093239,0.22693412,0.00649213,0.05582043,0.04086810,0.10189614,0.02086104,0.09306744
1.19759880,0.65095970,0.22998264,0.00653057,0.05674283,0.03893351,0.10740983,0.02097216,0.09864399
1.20360180,0.67260975,0.23334038,0.00658201,0.05750946,0.03705757,0.11341814,0.02113147,0.10476647
1.20960480,0.69620733,0.23717260,0.00664949,0.05813728,0.03528249,0.11999096,0.02135410,0.11147076
1.21560780,0.72204969,0.24163571,0.00673587,0.05864648,0.03364800,0.12719441,0.02165326,0.11878729
1.22161081,0.75038937,0.24687026,0.00684369,0.05905956,0.03219013,0.13508734,0.02203971,0.12673767
1.22761381,0.78141692,0.25299405,0.00697502,0.05940027,0.03093992,0.14371763,0.02252123,0.13533147
1.23361681,0.81524444,0.26009567,0.00713128,0.05969245,0.02992250,0.15311830,0.02310219,0.14456301
1.23961981,0.85189062,0.26822879,0.00731312,0.05995885,0.02915628,0.16330366,0.02378319,0.15440849
1.24562281,0.89126809,0.27740739,0.00752030,0.06021990,0.02865238,0.17426574,0.02456091,0.16482357
1.25162581,0.93317376,0.28760225,0.00775164,0.06049270,0.02841436,0.18597106,0.02542797,0.17574153
1.25762881,0.97728295,0.29873891,0.00800493,0.06078998,0.02843808,0.19835811,0.02637301,0.18707226
1.26363182,1.02314785,0.31069718,0.00827697,0.06111933,0.02871188,0.21133556,0.02738089,0.19870202
1.26963482,1.07020064,0.32331239,0.00856355,0.06148269,0.02921695,0.22478164,0.02843299,0.21049431
1.27563782,1.11776176,0.33637840,0.00885953,0.06187600,0.02992788,0.23854452,0.02950773,0.22229163
1.28164082,1.16505308,0.34965232,0.00915900,0.06228924,0.03081346,0.25244409,0.03058111,0.23391841
1.28764382,1.21121594,0.36286083,0.00945533,0.06270669,0.03183756,0.26627501,0.03162742,0.24518473
1.29364682,1.25533359,0.37570788,0.00974143,0.06310751,0.03296022,0.27981100,0.03262002,0.25589116
1.29964982,1.29645717,0.38788365,0.01000993,0.06346655,0.03413882,0.29281041,0.03353214,0.26583406
1.30565283,1.33363448,0.39907422,0.01025338,0.06375546,0.03532932,0.30502276,0.03433775,0.27481167
1.31165583,1.36594041,0.40897182,0.01046453,0.06394384,0.03648754,0.31619616,0.03501238,0.28263026
1.31765883,1.39250759,0.41728504,0.01063654,0.06400067,0.03757045,0.32608517,0.03553391,0.28911048
1.32366183,1.41255626,0.42374876,0.01076320,0.06389567,0.03853738,0.33445889,0.03588332,0.29409342
1.32966483,1.42542175,0.42813324,0.01083920,0.06360069,0.03935120,0.34110891,0.03604528,0.29744608
1.33566783,1.43057853,0.43025208,0.01086024,0.06309103,0.03997935,0.34585668,0.03600866,0.29906622
1.34167084,1.42765962,0.42996864,0.01082323,0.06234659,0.04039468,0.34856004,0.03576689,0.29888608
1.34767384,1.41647050,0.42720076,0.01072641,0.06135281,0.04057620,0.34911857,0.03531812,0.29687501
1.35367684,1.39699692,0.42192339,0.01056936,0.06010142,0.04050952,0.34747746,0.03466523,0.29304076
1.35967984,1.36940615,0.41416929,0.01035306,0.05859085,0.04018708,0.34362975,0.03381575,0.28742947
1.36568284,1.33404179,0.40402750,0.01007982,0.05682639,0.03960824,0.33761687,0.03278149,0.28012426
1.37168584,1.29141234,0.39164002,0.00975323,0.05482006,0.03877902,0.32952736,0.03157814,0.27124253
1.37768884,1.24217409,0.37719651,0.00937801,0.05259019,0.03771172,0.31949393,0.03022472,0.26093215
1.38369185,1.18710930,0.36092763,0.00895984,0.05016075,0.03642426,0.30768898,0.02874290,0.24936668
1.38969485,1.12710057,0.34309707,0.00850519,0.04756053,0.03493949,0.29431877,0.02715632,0.23673979
1.39569785,1.06310269,0.32399284,0.00802108,0.04482208,0.03328422,0.27961666,0.02548985,0.22325925
1.40170085,0.99611322,0.30391808,0.00751490,0.04198063,0.03148831,0.26383554,0.02376885,0.20914068
1.40770385,0.92714314,0.28318189,0.00699414,0.03907290,0.02958365,0.24724003,0.02201845,0.19460131
1.41370685,0.85718861,0.26209052,0.00646621,0.03613599,0.02760318,0.23009863,0.02026293,0.17985410
1.41970985,0.78720515,0.24093919,0.00593821,0.03320627,0.02557994,0.21267625,0.01852517,0.16510228
1.42571286,0.71808500,0.22000504,0.00541681,0.03031841,0.02354623,0.19522743,0.01682613,0.15053469
1.43171586,0.65063840,0.19954114,0.00490804,0.02750456,0.02153290,0.17799038,0.01518456,0.13632185
