energy_ev,total_up,total_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,P_s_up,P_s_down,P_p_up,P_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90395198,0.54255701,-0.43469899,0.14983355,-0.12203336,0.16893383,-0.12545392,0.01918377,-0.00864454,0.23917069,-0.19558136,0.01055024,-0.00991777,0.04033781,-0.03082874
-5.89794897,0.57143726,-0.44369077,0.15776918,-0.12433279,0.17919920,-0.12936302,0.02128511,-0.01000183,0.25164609,-0.19935369,0.01093471,-0.00999178,0.04251474,-0.03146102
-5.89194597,0.60377569,-0.45562611,0.16665903,-0.12755223,0.19050099,-0.13420464,0.02346586,-0.01149614,0.26565156,-0.20446313,0.01139529,-0.01009189,0.04495644,-0.03229538
-5.88594297,0.63933397,-0.47081705,0.17641694,-0.13177401,0.20275406,-0.14006296,0.02570586,-0.01312715,0.28107910,-0.21104978,0.01193525,-0.01022766,0.04764736,-0.03335519
-5.87993997,0.67777653,-0.48949765,0.18692747,-0.13705474,0.21584377,-0.14699856,0.02798212,-0.01489173,0.29777714,-0.21921772,0.01255654,-0.01040818,0.05056488,-0.03465878
-5.87393697,0.71867846,-0.51181300,0.19804836,-0.14342225,0.22962846,-0.15504517,0.03026917,-0.01678371,0.31555404,-0.22903015,0.01325996,-0.01064172,0.05367985,-0.03621860
-5.86793397,0.76153653,-0.53781076,0.20961388,-0.15087347,0.24394289,-0.16420717,0.03253956,-0.01879368,0.33418294,-0.24050567,0.01404528,-0.01093559,0.05695745,-0.03804056
-5.86193097,0.80578282,-0.56743584,0.22143899,-0.15937315,0.25860253,-0.17445805,0.03476444,-0.02090888,0.35340780,-0.25361600,0.01491142,-0.01129588,0.06035819,-0.04012358
-5.85592796,0.85080065,-0.60052825,0.23332417,-0.16885356,0.27340852,-0.18573975,0.03691420,-0.02311320,0.37295046,-0.26828506,0.01585662,-0.01172739,0.06383911,-0.04245941
-5.84992496,0.89594210,-0.63682450,0.24506083,-0.17921521,0.28815315,-0.19796317,0.03895918,-0.02538724,0.39251839,-0.28438976,0.01687874,-0.01223356,0.06735512,-0.04503264
-5.84392196,0.94054657,-0.67596241,0.25643699,-0.19032858,0.30262560,-0.21100958,0.04087039,-0.02770859,0.41181293,-0.30176216,0.01797540,-0.01281648,0.07086036,-0.04782100
-5.83791896,0.98395955,-0.71748941,0.26724323,-0.20203687,0.31661781,-0.22473317,0.04262025,-0.03005213,0.43053764,-0.32019332,0.01914419,-0.01347697,0.07430963,-0.05079592
-5.83191596,1.02555101,-0.76087395,0.27727845,-0.21415968,0.32993016,-0.23896453,0.04418327,-0.03239049,0.44840653,-0.33943846,0.02038286,-0.01421471,0.07765971,-0.05392328
-5.82591296,1.06473261,-0.80551979,0.28635548,-0.22649754,0.34237680,-0.25351501,0.04553673,-0.03469458,0.46515179,-0.35922348,0.02168939,-0.01502841,0.08087066,-0.05716440
-5.81990995,1.10097316,-0.85078266,0.29430623,-0.23883712,0.35379042,-0.26818174,0.04666122,-0.03693430,0.48053078,-0.37925238,0.02306207,-0.01591607,0.08390689,-0.06047720
-5.81390695,1.13381162,-0.89598859,0.30098613,-0.25095700,0.36402631,-0.28275327,0.04754111,-0.03907913,0.49433197,-0.39921568,0.02449944,-0.01687518,0.08673809,-0.06381748
-5.80790395,1.16286735,-0.94045345,0.30627784,-0.26263381,0.37296543,-0.29701550,0.04816487,-0.04109897,0.50637973,-0.41879912,0.02600019,-0.01790302,0.08933994,-0.06714028
-5.80190095,1.18784710,-0.98350276,0.31009402,-0.27364847,0.38051659,-0.31075769,0.04852535,-0.04296484,0.51653765,-0.43769269,0.02756303,-0.01899686,0.09169447,-0.07040127
-5.79589795,1.20854872,-1.02449107,0.31237914,-0.28379239,0.38661759,-0.32377840,0.04861980,-0.04464961,0.52471052,-0.45559938,0.02918637,-0.02015419,0.09379030,-0.07355813
-5.78989495,1.22486141,-1.06282024,0.31311018,-0.29287334,0.39123521,-0.33589104,0.04844987,-0.04612873,0.53084468,-0.47224351,0.03086810,-0.02137289,0.09562250,-0.07657177
-5.78389195,1.23676281,-1.09795575,0.31229633,-0.30072078,0.39436434,-0.34692886,0.04802142,-0.04738081,0.53492708,-0.48737816,0.03260519,-0.02265136,0.09719225,-0.07940751
-5.77788894,1.24431310,-1.12944051,0.30997773,-0.30719055,0.39602612,-0.35674914,0.04734427,-0.04838812,0.53698290,-0.50079151,0.03439333,-0.02398849,0.09850632,-0.08203599
-5.77188594,1.24764656,-1.15690560,0.30622322,-0.31216854,0.39626529,-0.36523651,0.04643183,-0.04913708,0.53707209,-0.51231189,0.03622656,-0.02538367,0.09957629,-0.08443388
-5.76588294,1.24696113,-1.18007758,0.30112740,-0.31557347,0.39514701,-0.37230516,0.04530064,-0.04961843,0.53528495,-0.52181119,0.03809697,-0.02683666,0.10041775,-0.08658433
-5.75987994,1.24250663,-1.19878211,0.29480699,-0.31735851,0.39275318,-0.37789997,0.04396988,-0.04982746,0.53173699,-0.52920676,0.03999435,-0.02834735,0.10104931,-0.08847722
-5.75387694,1.23457214,-1.21294385,0.28739675,-0.31751171,0.38917853,-0.38199655,0.04246088,-0.04976400,0.52656342,-0.53446160,0.04190604,-0.02991547,0.10149167,-0.09010898
-5.74787394,1.22347341,-1.22258280,0.27904515,-0.31605535,0.38452672,-0.38460011,0.04079653,-0.04943227,0.51991353,-0.53758291,0.04381682,-0.03154025,0.10176670,-0.09148235
-5.74187094,1.20954066,-1.22780728,0.26990986,-0.31304420,0.37890658,-0.38574344,0.03900078,-0.04884068,0.51194514,-0.53861917,0.04570888,-0.03322004,0.10189659,-0.09260576
-5.73586793,1.19310756,-1.22880412,0.26015342,-0.30856280,0.37242858,-0.38548391,0.03709810,-0.04800151,0.50281947,-0.53765597,0.04756208,-0.03495186,0.10190309,-0.09349257
-5.72986493,1.17450166,-1.22582656,0.24993902,-0.30272188,0.36520192,-0.38389994,0.03511304,-0.04693041,0.49269658,-0.53481068,0.04935415,-0.03673099,0.10180700,-0.09416022
-5.72386193,1.15403674,-1.21918050,0.23942677,-0.29565423,0.35733197,-0.38108677,0.03306973,-0.04564603,0.48173155,-0.53022640,0.05106123,-0.03855058,0.10162771,-0.09462916
-5.71785893,1.13200716,-1.20921001,0.22877033,-0.28750997,0.34891849,-0.37715220,0.03099155,-0.04416937,0.47007149,-0.52406552,0.05265839,-0.04040135,0.10138297,-0.09492188
-5.71185593,1.10868434,-1.19628249,0.21811415,-0.27845170,0.34005435,-0.37221204,0.02890075,-0.04252334,0.45785349,-0.51650298,0.05412035,-0.04227134,0.10108885,-0.09506184
-5.70585293,1.08431525,-1.18077464,0.20759125,-0.26864957,0.33082497,-0.36638590,0.02681818,-0.04073212,0.44520336,-0.50771988,0.05542226,-0.04414575,0.10075979,-0.09507259
-5.69984992,1.05912277,-1.16305948,0.19732159,-0.25827647,0.32130818,-0.35979323,0.02476308,-0.03882068,0.43223526,-0.49789742,0.05654053,-0.04600705,0.10040883,-0.09497693
-5.69384692,1.03330752,-1.14349527,0.18741105,-0.24750360,0.31157467,-0.35254986,0.02275286,-0.03681425,0.41905197,-0.48721166,0.05745369,-0.04783505,0.10004785,-0.09479625
-5.68784392,1.00705079,-1.12241647,0.17795086,-0.23649651,0.30168873,-0.34476525,0.02080301,-0.03473782,0.40574580,-0.47582908,0.05814319,-0.04960725,0.09968789,-0.09455004
-5.68184092,0.98051823,-1.10012735,0.16901755,-0.22541169,0.29170918,-0.33654033,0.01892698,-0.03261578,0.39239980,-0.46390324,0.05859417,-0.05129934,0.09933951,-0.09425566
-5.67583792,0.95386370,-1.07689798,0.16067320,-0.21439386,0.28169052,-0.32796618,0.01713617,-0.03047148,0.37908924,-0.45157253,0.05879611,-0.05288578,0.09901300,-0.09392822
-5.66983492,0.92723295,-1.05296284,0.15296606,-0.20357394,0.27168394,-0.31912343,0.01543990,-0.02832697,0.36588310,-0.43895898,0.05874329,-0.05434056,0.09871857,-0.09358065
-5.66383192,0.90076668,-1.02852175,0.14593128,-0.19306770,0.26173828,-0.31008226,0.01384547,-0.02620270,0.35284547,-0.42616817,0.05843513,-0.05563802,0.09846643,-0.09322402
-5.65782891,0.87460278,-1.00374272,0.13959183,-0.18297509,0.25190067,-0.30090313,0.01235819,-0.02411734,0.34003662,-0.41328996,0.05787629,-0.05675372,0.09826672,-0.09286782
-5.65182591,0.84887727,-0.97876644,0.13395942,-0.17338011,0.24221703,-0.29163784,0.01098148,-0.02208760,0.32751375,-0.40040004,0.05707662,-0.05766538,0.09812930,-0.09252048
-5.64582291,0.82372421,-0.95371179,0.12903542,-0.16435121,0.23273205,-0.28233102,0.00971698,-0.02012814,0.31533133,-0.38756200,0.05605083,-0.05835370,0.09806342,-0.09218974
-5.63981991,0.79927417,-0.92868184,0.12481174,-0.15594209,0.22348901,-0.27302177,0.00856470,-0.01825152,0.30354088,-0.37482969,0.05481802,-0.05880319,0.09807723,-0.09188316
-5.63381691,0.77565173,-0.90376984,0.12127160,-0.14819270,0.21452916,-0.26374534,0.00752316,-0.01646816,0.29219048,-0.36224975,0.05340103,-0.05900282,0.09817727,-0.09160841
-5.62781391,0.75297194,-0.87906474,0.11839030,-0.14113054,0.20589090,-0.25453470,0.00658954,-0.01478635,0.28132375,-0.34986396,0.05182564,-0.05894658,0.09836785,-0.09137360
-5.62181091,0.73133618,-0.85465563,0.11613581,-0.13477189,0.19760873,-0.24542188,0.00575987,-0.01321235,0.27097868,-0.33771135,0.05011968,-0.05863374,0.09865047,-0.09118730
-5.61580790,0.71082775,-0.83063498,0.11446943,-0.12912309,0.18971214,-0.23643899,0.00502919,-0.01175042,0.26118619,-0.32582987,0.04831204,-0.05806907,0.09902325,-0.09105855
-5.60980490,0.69150749,-0.80710030,0.11334637,-0.12418170,0.18222444,-0.22761883,0.00439176,-0.01040295,0.25196872,-0.31425743,0.04643179,-0.05726266,0.09948046,-0.09099659
-5.60380190,0.67340996,-0.78415417,0.11271642,-0.11993750,0.17516172,-0.21899508,0.00384118,-0.00917062,0.24333898,-0.30303242,0.04450715,-0.05622966,0.10001226,-0.09101053
-5.59779890,0.65654036,-0.76190268,0.11252466,-0.11637334,0.16853196,-0.21060205,0.00337063,-0.00805249,0.23529883,-0.29219356,0.04256471,-0.05498975,0.10060449,-0.09110876
-5.59179590,0.64087269,-0.74045240,0.11271230,-0.11346575,0.16233446,-0.20247405,0.00297297,-0.00704624,0.22783858,-0.28177917,0.04062866,-0.05356646,0.10123883,-0.09129835
-5.58579290,0.62634920,-0.71990621,0.11321771,-0.11118540,0.15655958,-0.19464440,0.00264094,-0.00614827,0.22093684,-0.27182596,0.03872022,-0.05198632,0.10189308,-0.09158437
-5.57978989,0.61288154,-0.70035821,0.11397754,-0.10949748,0.15118886,-0.18714417,0.00236725,-0.00535394,0.21456071,-0.26236741,0.03685717,-0.05027794,0.10254177,-0.09196910
-5.57378689,0.60035337,-0.68188824,0.11492807,-0.10836186,0.14619556,-0.18000086,0.00214476,-0.00465773,0.20866669,-0.25343199,0.03505363,-0.04847099,0.10315697,-0.09245143
-5.56778389,0.58862461,-0.66455643,0.11600671,-0.10773335,0.14154564,-0.17323693,0.00196655,-0.00405342,0.20320206,-0.24504120,0.03331995,-0.04659518,0.10370929,-0.09302622
-5.56178089,0.57753716,-0.64839817,0.11715360,-0.10756190,0.13719902,-0.16686850,0.00182602,-0.00353426,0.19810682,-0.23720782,0.03166285,-0.04467935,0.10416911,-0.09368390
-5.55577789,0.56692170,-0.63341995,0.11831336,-0.10779293,0.13311126,-0.16090419,0.00171700,-0.00309316,0.19331600,-0.22993436,0.03008559,-0.04275052,0.10450795,-0.09441016
-5.54977489,0.55660549,-0.61959647,0.11943678,-0.10836780,0.12923548,-0.15534425,0.00163380,-0.00272281,0.18876236,-0.22321190,0.02858843,-0.04083313,0.10469985,-0.09518602
-5.54377189,0.54642060,-0.60686922,0.12048252,-0.10922444,0.12552438,-0.15018006,0.00157124,-0.00241587,0.18437932,-0.21701947,0.02716907,-0.03894848,0.10472278,-0.09598798
-5.53776888,0.53621233,-0.59514686,0.12141869,-0.11029830,0.12193244,-0.14539407,0.00152477,-0.00216504,0.18010389,-0.21132403,0.02582318,-0.03711419,0.10456007,-0.09678858
-5.53176588,0.52584730,-0.58430725,0.12222417,-0.11152340,0.11841803,-0.14096012,0.00149040,-0.00196321,0.17587959,-0.20608105,0.02454506,-0.03534405,0.10420154,-0.09755713
-5.52576288,0.51522085,-0.57420139,0.12288974,-0.11283374,0.11494544,-0.13684428,0.00146481,-0.00180356,0.17165917,-0.20123575,0.02332820,-0.03364786,0.10364460,-0.09826075
-5.51975988,0.50426343,-0.56465893,0.12341877,-0.11416488,0.11148667,-0.13300600,0.00144533,-0.00167962,0.16740696,-0.19672492,0.02216588,-0.03203159,0.10289501,-0.09886556
-5.51375688,0.49294566,-0.55549504,0.12382759,-0.11545566,0.10802305,-0.12939975,0.00142993,-0.00158535,0.16310079,-0.19247928,0.02105174,-0.03049762,0.10196734,-0.09933811
-5.50775388,0.48128175,-0.54651845,0.12414539,-0.11665008,0.10454635,-0.12597689,0.00141726,-0.00151518,0.15873344,-0.18842623,0.01998021,-0.02904515,0.10088512,-0.09964681
-5.50175088,0.46933136,-0.53754013,0.12441367,-0.11769920,0.10105973,-0.12268771,0.00140659,-0.00146408,0.15431344,-0.18449293,0.01894694,-0.02767072,0.09968071,-0.09976350
-5.49574787,0.45719955,-0.52838225,0.12468530,-0.11856297,0.09757809,-0.11948364,0.00139784,-0.00142758,0.14986532,-0.18060946,0.01794911,-0.02636881,0.09839470,-0.09966494
-5.48974487,0.44503517,-0.51888708,0.12502315,-0.11921198,0.09412819,-0.11631948,0.00139155,-0.00140177,0.14542926,-0.17671200,0.01698559,-0.02513247,0.09707515,-0.09933423
-5.48374187,0.43302763,-0.50892519,0.12549839,-0.11962892,0.09074824,-0.11315547,0.00138882,-0.00138335,0.14106020,-0.17274584,0.01605713,-0.02395393,0.09577648,-0.09876198
-5.47773887,0.42140224,-0.49840274,0.12618855,-0.11980980,0.08748729,-0.10995923,0.00139132,-0.00136964,0.13682642,-0.16866808,0.01516631,-0.02282529,0.09455810,-0.09794736
-5.47173587,0.41041457,-0.48726751,0.12717535,-0.11976473,0.08440418,-0.10670745,0.00140120,-0.00135853,0.13280776,-0.16444988,0.01431754,-0.02173905,0.09348304,-0.09689875
-5.46573287,0.40034386,-0.47551326,0.12854255,-0.11951830,0.08156630,-0.10338719,0.00142111,-0.00134854,0.12909349,-0.16007825,0.01351687,-0.02068864,0.09261631,-0.09563415
-5.45972986,0.39148602,-0.46318236,0.13037373,-0.11910951,0.07904808,-0.09999684,0.00145406,-0.00133876,0.12578003,-0.15555710,0.01277187,-0.01966883,0.09202338,-0.09418118
-5.45372686,0.38414638,-0.45036664,0.13275028,-0.11859115,0.07692943,-0.09654672,0.00150344,-0.00132888,0.12296841,-0.15090786,0.01209134,-0.01867606,0.09176870,-0.09257678
-5.44772386,0.37863256,-0.43720630,0.13574952,-0.11802876,0.07529395,-0.09305918,0.00157288,-0.00131914,0.12076190,-0.14616925,0.01148510,-0.01770869,0.09191427,-0.09086648
-5.44172086,0.37524763,-0.42388712,0.13944311,-0.11749909,0.07422719,-0.08956839,0.00166623,-0.00131031,0.11926354,-0.14139661,0.01096367,-0.01676706,0.09251846,-0.08910343
-5.43571786,0.37428383,-0.41063608,0.14389584,-0.11708831,0.07381479,-0.08611970,0.00178741,-0.00130367,0.11857385,-0.13666052,0.01053801,-0.01585361,0.09363501,-0.08734711
-5.42971486,0.37601688,-0.39771565,0.14916464,-0.11688971,0.07414070,-0.08276871,0.00194037,-0.00130100,0.11878874,-0.13204510,0.01021919,-0.01497274,0.09531227,-0.08566187
-5.42371186,0.38070111,-0.38541701,0.15529803,-0.11700138,0.07528541,-0.07958007,0.00212895,-0.00130446,0.11999755,-0.12764575,0.01001816,-0.01413072,0.09759268,-0.08411523
-5.41770885,0.38856528,-0.37405259,0.16233580,-0.11752365,0.07732419,-0.07662599,0.00235679,-0.00131667,0.12228136,-0.12356674,0.00994544,-0.01333549,0.10051250,-0.08277621
-5.41170585,0.39980914,-0.36394818,0.17030901,-0.11855657,0.08032549,-0.07398467,0.00262721,-0.00134054,0.12571143,-0.11991854,0.01001086,-0.01259639,0.10410174,-0.08171357
-5.40570285,0.41460069,-0.35543492,0.17924015,-0.12019749,0.08434931,-0.07173859,0.00294309,-0.00137930,0.13034793,-0.11681511,0.01022333,-0.01192394,0.10838430,-0.08099418
-5.39969985,0.43307411,-0.34884161,0.18914354,-0.12253878,0.08944578,-0.06997270,0.00330678,-0.00143639,0.13623881,-0.11437118,0.01059060,-0.01132950,0.11337827,-0.08068149
-5.39369685,0.45532820,-0.34448730,0.20002569,-0.12566584,0.09565378,-0.06877264,0.00371996,-0.00151539,0.14341884,-0.11269964,0.01111908,-0.01082495,0.11909636,-0.08083419
-5.38769385,0.48142538,-0.34267467,0.21188584,-0.12965542,0.10299981,-0.06822297,0.00418361,-0.00161998,0.15190884,-0.11190908,0.01181361,-0.01042244,0.12554639,-0.08150515
-5.38169085,0.51139118,-0.34368407,0.22471638,-0.13457423,0.11149702,-0.06840537,0.00469785,-0.00175380,0.16171517,-0.11210150,0.01267731,-0.01013404,0.13273191,-0.08274053
-5.37568784,0.54521436,-0.34776840,0.23850337,-0.14047802,0.12114453,-0.06939698,0.00526200,-0.00192040,0.17282927,-0.11337030,0.01371147,-0.00997145,0.14065278,-0.08457924
-5.36968484,0.58284747,-0.35514886,0.25322694,-0.14741084,0.13192703,-0.07126875,0.00587446,-0.00212310,0.18522764,-0.11579841,0.01491540,-0.00994574,0.14930588,-0.08705267
-5.36368184,0.62420816,-0.36601147,0.26886173,-0.15540480,0.14381481,-0.07408384,0.00653280,-0.00236494,0.19887193,-0.11945674,0.01628641,-0.01006707,0.15868575,-0.09018455
-5.35767884,0.66918124,-0.38050441,0.28537736,-0.16447994,0.15676414,-0.07789620,0.00723374,-0.00264850,0.21370946,-0.12440273,0.01781973,-0.01034444,0.16878530,-0.09399124
-5.35167584,0.71762150,-0.39873592,0.30273894,-0.17464443,0.17071816,-0.08274912,0.00797334,-0.00297585,0.22967407,-0.13067926,0.01950857,-0.01078544,0.17959653,-0.09848198
-5.34567284,0.76935747,-0.42077299,0.32090768,-0.18589489,0.18560823,-0.08867398,0.00874702,-0.00334844,0.24668739,-0.13831356,0.02134419,-0.01139607,0.19111126,-0.10365946
-5.33966983,0.82419607,-0.44664046,0.33984166,-0.19821682,0.20135571,-0.09568918,0.00954982,-0.00376699,0.26466051,-0.14731651,0.02331604,-0.01218050,0.20332187,-0.10952044
-5.33366683,0.88192799,-0.47632081,0.35949670,-0.21158522,0.21787424,-0.10379918,0.01037653,-0.00423143,0.28349605,-0.15768202,0.02541189,-0.01314090,0.21622198,-0.11605641
-5.32766383,0.94233389,-0.50975447,0.37982747,-0.22596513,0.23507232,-0.11299387,0.01122194,-0.00474085,0.30309062,-0.16938672,0.02761814,-0.01427734,0.22980718,-0.12325439
-5.32166083,1.00519096,-0.54684079,0.40078858,-0.24131236,0.25285616,-0.12324822,0.01208109,-0.00529347,0.32333753,-0.18238991,0.02992007,-0.01558761,0.24407558,-0.13109769
-5.31565783,1.07027962,-0.58743979,0.42233588,-0.25757428,0.27113273,-0.13452230,0.01294946,-0.00588663,0.34412973,-0.19663388,0.03230214,-0.01706721,0.25902822,-0.13956674
-5.30965483,1.13739001,-0.63137474,0.44442758,-0.27469064,0.28981262,-0.14676174,0.01382321,-0.00651689,0.36536270,-0.21204455,0.03474835,-0.01870930,0.27466932,-0.14863992
-5.30365183,1.20632766,-0.67843577,0.46702537,-0.29259470,0.30881287,-0.15989871,0.01469938,-0.00718005,0.38693729,-0.22853269,0.03724258,-0.02050477,0.29100617,-0.15829443
-5.29764882,1.27691802,-0.72838452,0.49009517,-0.31121438,0.32805924,-0.17385335,0.01557603,-0.00787132,0.40876221,-0.24599551,0.03976892,-0.02244233,0.30804875,-0.16850724
-5.29164582,1.34900930,-0.78096000,0.51360754,-0.33047379,0.34748800,-0.18853580,0.01645230,-0.00858547,0.43075603,-0.26431884,0.04231199,-0.02450869,0.32580881,-0.17925600
-5.28564282,1.42247318,-0.83588556,0.53753754,-0.35029494,0.36704696,-0.20384868,0.01732851,-0.00931706,0.45284849,-0.28337984,0.04485716,-0.02668883,0.34429861,-0.19052006
-5.27963982,1.49720314,-0.89287686,0.56186398,-0.37059966,0.38669565,-0.21969007,0.01820601,-0.01006064,0.47498104,-0.30305009,0.04739076,-0.02896629,0.36352909,-0.20228153
-5.27363682,1.57311018,-0.95165072,0.58656800,-0.39131185,0.40640453,-0.23595683,0.01908713,-0.01081102,0.49710642,-0.32319924,0.04990022,-0.03132353,0.38350761,-0.21452628
-5.26763382,1.65011588,-1.01193448,0.61163095,-0.41235976,0.42615332,-0.25254810,0.01997494,-0.01156355,0.51918732,-0.34369876,0.05237403,-0.03374240,0.40423527,-0.22724499
-5.26163082,1.72814314,-1.07347545,0.63703158,-0.43367836,0.44592838,-0.26936896,0.02087298,-0.01231438,0.54119408,-0.36442594,0.05480178,-0.03620453,0.42570389,-0.24043404
-5.25562781,1.80710474,-1.13604988,0.66274269,-0.45521162,0.46571934,-0.28633387,0.02178492,-0.01306067,0.56310154,-0.38526771,0.05717394,-0.03869182,0.44789275,-0.25409628
-5.24962481,1.88689051,-1.19947104,0.68872734,-0.47691452,0.48551512,-0.30336982,0.02271422,-0.01380086,0.58488520,-0.40612419,0.05948170,-0.04118686,0.47076539,-0.26824152
-5.24362181,1.96735376,-1.26359556,0.71493489,-0.49875461,0.50529956,-0.32041893,0.02366368,-0.01453477,0.60651690,-0.42691172,0.06171669,-0.04367335,0.49426646,-0.28288672
-5.23761881,2.04829778,-1.32832767,0.74129704,-0.52071299,0.52504706,-0.33744024,0.02463510,-0.01526372,0.62796031,-0.44756505,0.06387070,-0.04613642,0.51831892,-0.29805566
-5.23161581,2.12946346,-1.39362059,0.76772417,-0.54278444,0.54471830,-0.35441070,0.02562891,-0.01599054,0.64916646,-0.46803865,0.06593535,-0.04856291,0.54282181,-0.31377823
-5.22561281,2.21051888,-1.45947484,0.79410231,-0.56497676,0.56425665,-0.37132494,0.02664383,-0.01671951,0.67006979,-0.48830683,0.06790183,-0.05094152,0.56764879,-0.33008903
-5.21960980,2.29105193,-1.52593311,0.82029086,-0.58730898,0.58358532,-0.38819406,0.02767670,-0.01745618,0.69058490,-0.50836264,0.06976064,-0.05326284,0.59264745,-0.34702547
-5.21360680,2.37056642,-1.59307160,0.84612153,-0.60980865,0.60260563,-0.40504317,0.02872231,-0.01820713,0.71060425,-0.52821554,0.07150142,-0.05551929,0.61763977,-0.36462515
-5.20760380,2.44848270,-1.66098815,0.87139841,-0.63250809,0.62119663,-0.42190789,0.02977341,-0.01897963,0.72999727,-0.54788783,0.07311286,-0.05770493,0.64242360,-0.38292283
-5.20160080,2.52414268,-1.72978738,0.89589948,-0.65543983,0.63921603,-0.43882989,0.03082081,-0.01978125,0.74861075,-0.56741004,0.07458271,-0.05981519,0.66677523,-0.40194682
-5.19559780,2.59681980,-1.79956357,0.91937955,-0.67863137,0.65650272,-0.45585170,0.03185365,-0.02061939,0.76627086,-0.58681544,0.07589791,-0.06184647,0.69045305,-0.42171508
-5.18959480,2.66573329,-1.87038218,0.94157454,-0.70209952,0.67288061,-0.47301104,0.03285968,-0.02150079,0.78278657,-0.60613397,0.07704483,-0.06379570,0.71320218,-0.44223113
-5.18359180,2.73006670,-1.94226085,0.96220704,-0.72584459,0.68816377,-0.49033501,0.03382582,-0.02243101,0.79795456,-0.62538603,0.07800962,-0.06565991,0.73475981,-0.46348004
-5.17758879,2.78898956,-2.01515115,0.98099300,-0.74984492,0.70216259,-0.50783451,0.03473864,-0.02341400,0.81156521,-0.64457636,0.07877860,-0.06743573,0.75486121,-0.48542456
-5.17158579,2.84168152,-2.08892215,0.99764912,-0.77405186,0.71469066,-0.52549916,0.03558496,-0.02445162,0.82340963,-0.66368847,0.07933876,-0.06911900,0.77324610,-0.50800188
-5.16558279,2.88735771,-2.16334697,1.01190089,-0.79838573,0.72557197,-0.54329317,0.03635252,-0.02554332,0.83328718,-0.68268005,0.07967834,-0.07070439,0.78966500,-0.53112091
