energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.71785893,7.72325658,0.04808656,1.27173461,1.46646891,0.79457007,3.59221379,2.73752762,0.06693014,3.00613423
-5.71185593,7.84582713,0.04873671,1.29471363,1.46155110,0.80920279,3.65708205,2.78203266,0.06755986,3.04888590
-5.70585293,7.94432458,0.04924284,1.31295280,1.45334908,0.82184327,3.70670048,2.81721115,0.06800332,3.08342896
-5.69984992,8.01686527,0.04959676,1.32600233,1.44190032,0.83234538,3.73991655,2.84226661,0.06825155,3.10926676
-5.69384692,8.06210262,0.04979465,1.33352137,1.42727254,0.84059777,3.75592465,2.85662537,0.06829858,3.12607391
-5.68784392,8.07930591,0.04983732,1.33529217,1.40957047,0.84653078,3.75430491,2.85996634,0.06814195,3.13372481
-5.68184092,8.06841851,0.04973040,1.33122979,1.38894200,0.85012250,3.73504868,2.85224177,0.06778321,3.13231605
-5.67583792,8.03009195,0.04948422,1.32138721,1.36558319,0.85140326,3.69856926,2.83368782,0.06722814,3.12218133
-5.66983492,7.96569319,0.04911355,1.30595537,1.33974154,0.85045848,3.64569709,2.80482424,0.06648696,3.10389732
-5.66383192,7.87728361,0.04863717,1.28525809,1.31171702,0.84742937,3.57765950,2.76644287,0.06557427,3.07827979
-5.65782891,7.76756992,0.04807719,1.25974223,1.28186055,0.84251137,3.49604559,2.71958544,0.06450886,3.04636941
-5.65182591,7.63982824,0.04745834,1.22996325,1.25056977,0.83595024,3.40275793,2.66551134,0.06331324,3.00940747
-5.64582291,7.49780428,0.04680698,1.19656714,1.21828203,0.82803591,3.29995295,2.60565693,0.06201311,2.96880215
-5.63981991,7.34559368,0.04615020,1.16026920,1.18546478,0.81909408,3.18997275,2.54158805,0.06063662,2.92608639
-5.63381691,7.18750748,0.04551477,1.12183091,1.15260378,0.80947604,3.07527135,2.47494786,0.05921345,2.88286918
-5.62781391,7.02792881,0.04492612,1.08203572,1.12018963,0.79954707,2.95833846,2.40740241,0.05777394,2.84078210
-5.62181091,6.87116680,0.04440741,1.04166489,1.08870318,0.78967378,2.84162410,2.34058627,0.05634805,2.80142351
-5.61580790,6.72131445,0.04397869,1.00147447,1.05860075,0.78021119,2.72746723,2.27605061,0.05496437,2.76630275
-5.60980490,6.58211656,0.04365619,0.96217429,1.03029974,0.77148987,2.61803114,2.21521601,0.05364923,2.73678693
-5.60380190,6.45685333,0.04345179,0.92440979,1.00416555,0.76380393,2.51524812,2.15933193,0.05242584,2.71405258
-5.59779890,6.34824467,0.04337271,0.88874744,0.98050048,0.75740032,2.42077535,2.10944434,0.05131360,2.69904435
-5.59179590,6.25837878,0.04342140,0.85566405,0.95953520,0.75246987,2.33596318,2.06637280,0.05032763,2.69244257
-5.58579290,6.18866774,0.04359565,0.82554040,0.94142328,0.74914067,2.26183671,2.03069747,0.04947840,2.69464112
-5.57978989,6.13983112,0.04388893,0.79865910,0.92623910,0.74747381,2.19909052,2.00275643,0.04877167,2.70573639
-5.57378689,6.11190757,0.04429088,0.77520647,0.91397914,0.74746187,2.14809606,1.98265278,0.04820861,2.72552781
-5.56778389,6.10429272,0.04478806,0.75527822,0.90456663,0.74903002,2.10892056,1.97027075,0.04778612,2.75352973
-5.56178089,6.11580076,0.04536471,0.73888816,0.89785921,0.75203972,2.08135584,1.96529974,0.04749733,2.78899401
-5.55577789,6.14474590,0.04600367,0.72597946,0.89365914,0.75629485,2.06495505,1.96726458,0.04733229,2.83094207
-5.54977489,6.18903903,0.04668734,0.71643759,0.89172545,0.76154976,2.05907504,1.97556038,0.04727875,2.87820494
-5.54377189,6.24629461,0.04739853,0.71010408,0.89178728,0.76751903,2.06292210,1.98948988,0.04732300,2.92946935
-5.53776888,6.31394225,0.04812138,0.70679041,0.89355767,0.77388841,2.07559848,2.00830148,0.04745078,2.98332779
-5.53176588,6.38933748,0.04884205,0.70629114,0.89674703,0.78032640,2.09614759,2.03122593,0.04764807,3.03833013
-5.52576288,6.46986685,0.04954935,0.70839558,0.90107549,0.78649600,2.12359568,2.05750998,0.04790193,3.09303492
-5.51975988,6.55304239,0.05023509,0.71289754,0.90628352,0.79206621,2.15698812,2.08644536,0.04820108,3.14605774
-5.51375688,6.63658182,0.05089434,0.71960261,0.91214030,0.79672276,2.19541908,2.11739202,0.04853645,3.19611506
-5.50775388,6.71847131,0.05152538,0.72833267,0.91844938,0.80017768,2.23805343,2.14979456,0.04890147,3.24206166
-5.50175088,6.79700899,0.05212954,0.73892771,0.92505155,0.80217748,2.28414036,2.18319146,0.04929220,3.28292043
-5.49574787,6.87082813,0.05271072,0.75124480,0.93182469,0.80250967,2.33301879,2.21721712,0.04970723,3.31790348
-5.48974487,6.93890031,0.05327491,0.76515471,0.93868102,0.80100740,2.38411478,2.25159684,0.05014742,3.34642419
-5.48374187,7.00051981,0.05382941,0.78053638,0.94556177,0.79755234,2.43693204,2.28613556,0.05061546,3.36810011
-5.47773887,7.05527124,0.05438211,0.79726981,0.95242992,0.79207556,2.49103651,2.32070137,0.05111528,3.38274700
-5.47173587,7.10298360,0.05494063,0.81522816,0.95926153,0.78455684,2.54603679,2.35520514,0.05165136,3.39036488
-5.46573287,7.14367426,0.05551151,0.83426951,0.96603626,0.77502218,2.60156199,2.38957762,0.05222797,3.39111719
-5.45972986,7.17748684,0.05609947,0.85422914,0.97272779,0.76354009,2.65723907,2.42374585,0.05284838,3.38530451
-5.45372686,7.20462745,0.05670678,0.87491302,0.97929480,0.75021662,2.71267140,2.45761037,0.05351419,3.37333433
-5.44772386,7.22530314,0.05733273,0.89609304,0.98567320,0.73518964,2.76742058,2.49102486,0.05422462,3.35568888
-5.44172086,7.23966685,0.05797333,0.91750461,0.99176999,0.71862247,2.82099284,2.52377974,0.05497603,3.33289246
-5.43571786,7.24777203,0.05862119,0.93884701,0.99745944,0.70069729,2.87283178,2.55559078,0.05576151,3.30548032
-5.42971486,7.24953994,0.05926563,0.95978666,1.00258162,0.68160857,2.92231793,2.58609371,0.05657073,3.27397039
-5.42371186,7.24474148,0.05989297,0.97996344,1.00694364,0.66155683,2.96877601,2.61484536,0.05738996,3.23883942
-5.41770885,7.23299471,0.06048706,0.99899991,1.01032340,0.64074283,3.01148978,2.64133146,0.05820226,3.20050433
-5.41170585,7.21377812,0.06102998,1.01651313,1.01247590,0.61936256,3.04972398,2.66498090,0.05898794,3.15930972
-5.40570285,7.18645879,0.06150283,1.03212854,1.01314155,0.59760306,3.08275252,2.68518569,0.05972518,3.11552174
-5.39969985,7.15033375,0.06188675,1.04549531,1.01205628,0.57563921,3.10989147,2.70132570,0.06039071,3.06932825
-5.39369685,7.10468181,0.06216387,1.05630247,1.00896264,0.55363155,3.13053514,2.71279697,0.06096079,3.02084498
-5.38769385,7.04882282,0.06231835,1.06429479,1.00362166,0.53172501,3.14419320,2.71904180,0.06141206,2.97012689
-5.38169085,6.98218052,0.06233738,1.06928784,0.99582439,0.51004870,3.15052681,2.71957921,0.06172258,2.91718368
-5.37568784,6.90434523,0.06221205,1.07118108,0.98540293,0.48871638,3.14938132,2.71403399,0.06187271,2.86199839
-5.36968484,6.81513225,0.06193814,1.06996844,0.97224000,0.46782780,3.14081370,2.70216257,0.06184605,2.80454756
-5.36368184,6.71463257,0.06151670,1.06574557,0.95627686,0.44747037,3.12511265,2.68387441,0.06163011,2.74482174
-5.35767884,6.60325236,0.06095449,1.05871336,0.93751888,0.42772136,3.10280999,2.65924750,0.06121699,2.68284490
-5.35167584,6.48173884,0.06026412,1.04917722,0.91603873,0.40865008,3.07468211,2.62853713,0.06060372,2.61869159
-5.34567284,6.35119061,0.05946400,1.03754222,0.89197686,0.39032016,3.04174100,2.59217731,0.05979251,2.55250074
-5.33966983,6.21305153,0.05857813,1.02430392,0.86553938,0.37279159,3.00521482,2.55077467,0.05879070,2.48448537
-5.33366683,6.06908814,0.05763553,1.01003540,0.83699333,0.35612243,2.96651852,2.50509512,0.05761056,2.41493770
-5.32766383,5.92135155,0.05666955,0.99537087,0.80665981,0.34037011,2.92721559,2.45604373,0.05626888,2.34422938
-5.32166083,5.77212550,0.05571708,0.98098649,0.77490503,0.32559221,2.88897254,2.40463904,0.05478632,2.27280694
-5.31565783,5.62386323,0.05481743,0.96757935,0.74212999,0.31184673,2.85350806,2.35198279,0.05318673,2.20118292
-5.30965483,5.47911610,0.05401133,0.95584540,0.70875903,0.29919188,2.82253913,2.29922670,0.05149627,2.12992312
-5.30365183,5.34045746,0.05333974,0.94645734,0.67522805,0.28768537,2.79772648,2.24753777,0.04974248,2.05963088
-5.29764882,5.21040560,0.05284266,0.94004336,0.64197253,0.27738336,2.78062195,2.19806380,0.04795341,1.99092929
-5.29164582,5.09134913,0.05255808,0.93716773,0.60941623,0.26833908,2.77261999,2.15190057,0.04615669,1.92444234
-5.28564282,4.98547831,0.05252085,0.93831399,0.57796065,0.26060134,2.77491551,2.11006220,0.04437869,1.86077605
-5.27963982,4.89472537,0.05276182,0.94387134,0.54797577,0.25421295,2.78846978,2.07345577,0.04264380,1.80050046
-5.27363682,4.82071589,0.05330696,0.95412480,0.51979238,0.24920921,2.81398573,2.04286110,0.04097385,1.74413343
-5.26763382,4.76473312,0.05417679,0.96924942,0.49369597,0.24561652,2.85189331,2.01891636,0.03938764,1.69212695
-5.26163082,4.72769603,0.05538586,0.98930844,0.46992249,0.24345130,2.90234530,2.00210956,0.03790066,1.64485640
-5.25562781,4.71015096,0.05694246,1.01425555,0.44865576,0.24271907,2.96522295,1.99277589,0.03652497,1.60261308
-5.24962481,4.71227642,0.05884850,1.04394050,0.43002660,0.24341389,3.04015075,1.99110049,0.03526922,1.56560023
-5.24362181,4.73389936,0.06109954,1.07811797,0.41411344,0.24551811,3.12651884,1.99712576,0.03413880,1.53393227
-5.23761881,4.77452105,0.06368496,1.11645862,0.40094423,0.24900230,3.22351131,2.01076242,0.03313612,1.50763707
-5.23161581,4.83335012,0.06658823,1.15856192,0.39049940,0.25382548,3.33013833,2.03180310,0.03226099,1.48666080
-5.22561281,4.90934004,0.06978731,1.20396960,0.38271558,0.25993540,3.44527010,2.05993723,0.03151099,1.47087485
-5.21960980,5.00122846,0.07325510,1.25217930,0.37748996,0.26726895,3.56767036,2.09476628,0.03088196,1.46008415
-5.21360680,5.10757578,0.07695990,1.30265737,0.37468485,0.27575257,3.69602765,2.13581802,0.03036839,1.45403629
-5.20760380,5.22680085,0.08086594,1.35485037,0.37413244,0.28530261,3.82898265,2.18255919,0.02996383,1.45243089
-5.20160080,5.35721202,0.08493385,1.40819482,0.37563939,0.29582557,3.96515046,2.23440567,0.02966126,1.45492867
-5.19559780,5.49703243,0.08912118,1.46212475,0.37899134,0.30721833,4.10313709,2.29073011,0.02945334,1.46115976
-5.18959480,5.64441925,0.09338286,1.51607728,0.38395708,0.31936824,4.24155018,2.35086670,0.02933264,1.47073107
-5.18359180,5.79747694,0.09767163,1.56949600,0.39029246,0.33215317,4.37900428,2.41411357,0.02929174,1.48323244
-5.17758879,5.95426569,0.10193851,1.62183273,0.39774395,0.34544167,4.51412171,2.47973321,0.02932328,1.49824171
-5.17158579,6.11280624,0.10613320,1.67254806,0.40605205,0.35909324,4.64553046,2.54695183,0.02941999,1.51532870
-5.16558279,6.27108331,0.11020460,1.72111113,0.41495448,0.37295882,4.77186088,2.61495849,0.02957456,1.53405850
-5.15957979,6.42704950,0.11410125,1.76699958,0.42418925,0.38688166,4.89174302,2.68290521,0.02977962,1.55399427
-5.15357679,6.57863209,0.11777196,1.80970001,0.43349776,0.40069878,5.00380658,2.74990883,0.03002761,1.57470006
-5.14757379,6.72374473,0.12116639,1.84870987,0.44262799,0.41424282,5.10668539,2.81505583,0.03031069,1.59574392
-5.14157079,6.86030575,0.12423585,1.88354099,0.45133778,0.42734470,5.19902759,2.87741061,0.03062074,1.61670176
-5.13556778,6.98626420,0.12693409,1.91372537,0.45939831,0.43983692,5.27951277,2.93602786,0.03094932,1.63716227
-5.12956478,7.09963437,0.12921828,1.93882311,0.46659768,0.45155751,5.34687633,2.98996905,0.03128778,1.65673299
-5.12356178,7.19853831,0.13105000,1.95843265,0.47274473,0.46235467,5.39994084,3.03832290,0.03162737,1.67504767
-5.11755878,7.28125552,0.13239630,1.97220282,0.47767283,0.47209189,5.43765345,3.08022926,0.03195947,1.69177487
-5.11155578,7.34627797,0.13323088,1.97984627,0.48124361,0.48065344,5.45912794,3.11490539,0.03227587,1.70662748
-5.10555278,7.39236797,0.13353506,1.98115363,0.48335059,0.48795010,5.46368904,3.14167359,0.03256914,1.71937298
-5.09954977,7.41861607,0.13329890,1.97600745,0.48392242,0.49392477,5.45091674,3.15998858,0.03283296,1.72984370
-5.09354677,7.42449537,0.13252201,1.96439507,0.48292562,0.49855777,5.42068758,3.16946326,0.03306257,1.73794675
-5.08754377,7.40990909,0.13121429,1.94641947,0.48036669,0.50187165,5.37321006,3.16989103,0.03325512,1.74367285
-5.08154077,7.37522773,0.12939638,1.92230710,0.47629338,0.50393503,5.30905148,3.16126334,0.03341012,1.74710349
-5.07553777,7.32131291,0.12709984,1.89241205,0.47079506,0.50486546,5.22915346,3.14378105,0.03352969,1.74841574
-5.06953477,7.24952526,0.12436702,1.85721578,0.46400199,0.50483083,5.13483439,3.11785851,0.03361883,1.74788419
-5.06353177,7.16171455,0.12125052,1.81732202,0.45608351,0.50404939,5.02777731,3.08411961,0.03368555,1.74587967
-5.05752876,7.06019097,0.11781240,1.77344674,0.44724512,0.50278794,4.91000252,3.04338560,0.03374089,1.74286427
-5.05152576,6.94767767,0.11412291,1.72640310,0.43772440,0.50135843,4.78382514,2.99665453,0.03379882,1.73938275
-5.04552276,6.82724511,0.11025903,1.67708192,0.42778593,0.50011265,4.65179864,2.94507316,0.03387598,1.73605020
-5.03951976,6.70222943,0.10630255,1.62642808,0.41771527,0.49943523,4.51664593,2.88990192,0.03399130,1.73353635
-5.03351676,6.57613710,0.10233809,1.57541389,0.40781218,0.49973492,4.38118061,2.83247465,0.03416544,1.73254690
-5.02751376,6.45253956,0.09845085,1.52501009,0.39838316,0.50143450,4.24822140,2.77415428,0.03442022,1.73380231
-5.02151076,6.33496164,0.09472428,1.47615605,0.38973370,0.50495928,4.12050299,2.71628667,0.03477778,1.73801501
-5.01550775,6.22676806,0.09123779,1.42972998,0.38216029,0.51072471,4.00058741,2.66015436,0.03525989,1.74586567
-5.00950475,6.13105260,0.08806448,1.38652065,0.37594247,0.51912326,3.89077919,2.60693221,0.03588695,1.75797935
-5.00350175,6.05053432,0.08526910,1.34720163,0.37133522,0.53051114,3.79304843,2.55764694,0.03667725,1.77490265
-4.99749875,5.98746498,0.08290617,1.31230933,0.36856175,0.54519496,3.70896478,2.51314231,0.03764602,1.79708242
-4.99149575,5.94355144,0.08101850,1.28222559,0.36780713,0.56341913,3.63964536,2.47405126,0.03880470,1.82484711
-4.98549275,5.91989617,0.07963599,1.25716570,0.36921261,0.58535417,3.58571888,2.44077643,0.04016021,1.85839126
-4.97948974,5.91695821,0.07877492,1.23717236,0.37287120,0.61108650,3.54730751,2.41347973,0.04171440,1.89776383
-4.97348674,5.93453612,0.07843756,1.22211582,0.37882423,0.64061012,3.52402736,2.39208131,0.04346362,1.94286073
-4.96748374,5.97177361,0.07861235,1.21170030,0.38705927,0.67382059,3.51500744,2.37626806,0.04539846,1.99342182
-4.96148074,6.02718755,0.07927442,1.20547636,0.39750937,0.71051171,3.51892648,2.36551099,0.04750372,2.04903261
-4.95547774,6.09871712,0.08038650,1.20285880,0.41005364,0.75037500,3.53406577,2.35909079,0.04975853,2.10913033
-4.94947474,6.18379228,0.08190028,1.20314935,0.42451918,0.79300256,3.55837604,2.35613038,0.05213672,2.17301447
-4.94347174,6.27941863,0.08375799,1.20556319,0.44068433,0.83789294,3.58955526,2.35563284,0.05460730,2.23986117
-4.93746873,6.38227551,0.08589425,1.20925832,0.45828320,0.88446052,3.62513427,2.35652315,0.05713524,2.30874116
-4.93146573,6.48882345,0.08823811,1.21336646,0.47701130,0.93204785,3.66256650,2.35769186,0.05968229,2.37864057
-4.92546273,6.59541699,0.09071511,1.21702433,0.49653220,0.97994105,3.69931822,2.35803885,0.06220800,2.44848412
-4.91945973,6.69841861,0.09324944,1.21940408,0.51648509,1.02738760,3.73295547,2.35651524,0.06467077,2.51715983
-4.91345673,6.79430990,0.09576601,1.21974156,0.53649295,1.07361630,3.76122447,2.35216194,0.06702903,2.58354471
-4.90745373,6.87979584,0.09819231,1.21736151,0.55617124,1.11785861,3.78212228,2.34414317,0.06924236,2.64653075
-4.90145073,6.95189910,0.10046023,1.21169865,0.57513691,1.15937078,3.79395531,2.33177391,0.07127261,2.70505038
-4.89544772,7.00804124,0.10250751,1.20231402,0.59301731,1.19745600,3.79538377,2.31454030,0.07308500,2.75810109
-4.88944472,7.04610862,0.10427900,1.18890603,0.60945906,1.23148577,3.78545083,2.29211251,0.07464899,2.80476828
-4.88344172,7.06450154,0.10572761,1.17131602,0.62413638,1.26091972,3.76359620,2.26434999,0.07593915,2.84424618
-4.87743872,7.06216576,0.10681496,1.14952845,0.63675884,1.28532316,3.72965434,2.23129923,0.07693578,2.87585621
-4.87143572,7.03860625,0.10751175,1.12366576,0.64707825,1.30438159,3.68383832,2.19318472,0.07762540,2.89906242
-4.86543272,6.99388378,0.10779786,1.09397861,0.65489446,1.31791165,3.62671098,2.15039389,0.07800098,2.91348385
-4.85942971,6.92859561,0.10766216,1.06083207,0.66006004,1.32586800,3.55914550,2.10345701,0.07806203,2.91890338
-4.85342671,6.84384177,0.10710222,1.02468857,0.66248355,1.32834585,3.48227774,2.05302355,0.07781447,2.91527313
-4.84742371,6.74117912,0.10612373,0.98608858,0.66213147,1.32557898,3.39745311,1.99983599,0.07727034,2.90271614
-4.84142071,6.62256542,0.10473983,0.94562988,0.65902865,1.31793319,3.30617052,1.94470260,0.07644729,2.88152436
-4.83541771,6.49029583,0.10297036,0.90394641,0.65325721,1.30589547,3.21002606,1.88847032,0.07536799,2.85215303
-4.82941471,6.34693420,0.10084104,0.86168761,0.64495414,1.29005922,3.11065869,1.83199890,0.07405941,2.81521148
-4.82341171,6.19524153,0.09838253,0.81949889,0.63430745,1.27110596,3.00969982,1.77613711,0.07255199,2.77145047
-4.81740870,6.03810367,0.09562961,0.77800406,0.62155114,1.24978424,2.90872846,1.72170180,0.07087877,2.72174648
-4.81140570,5.87846011,0.09262029,0.73778998,0.60695904,1.22688647,2.80923285,1.66946022,0.06907450,2.66708300
-4.80540270,5.71923546,0.08939491,0.69939395,0.59083782,1.20322447,2.71257929,1.62011580,0.06717477,2.60852934
-4.79939970,5.56327492,0.08599529,0.66329388,0.57351923,1.17960454,2.61998814,1.57429740,0.06521511,2.54721726
-4.79339670,5.41328478,0.08246399,0.62990128,0.55535192,1.15680300,2.53251706,1.53255181,0.06323023,2.48431605
-4.78739370,5.27177863,0.07884347,0.59955695,0.53669304,1.13554305,2.45105054,1.49533928,0.06125324,2.42100642
-4.78139070,5.14102995,0.07517537,0.57252908,0.51789981,1.11647354,2.37629539,1.46303135,0.05931501,2.35845390
-4.77538769,5.02303146,0.07149983,0.54901359,0.49932135,1.10015057,2.30878093,1.43591085,0.05744360,2.29778241
-4.76938469,4.91946147,0.06785489,0.52913618,0.48129093,1.08702243,2.24886333,1.41417328,0.05566382,2.24004848
-4.76338169,4.83165752,0.06427584,0.51295589,0.46411900,1.07741829,2.19673292,1.39792925,0.05399681,2.18621716
-4.75737869,4.76059757,0.06079481,0.50046966,0.44808692,1.07154100,2.15242395,1.38720754,0.05245984,2.13713986
-4.75137569,4.70688879,0.05744026,0.49161773,0.43344186,1.06946427,2.11582609,1.38195854,0.05106611,2.09353530
-4.74537269,4.67076411,0.05423673,0.48628942,0.42039277,1.07113410,2.08669734,1.38205777,0.04982470,2.05597370
-4.73936968,4.65208684,0.05120456,0.48432923,0.40910759,1.07637448,2.06467790,1.38730963,0.04874060,2.02486523
-4.73336668,4.65036310,0.04835980,0.48554299,0.39971179,1.08489699,2.04930516,1.39745109,0.04781479,2.00045289
-4.72736368,4.66476224,0.04571418,0.48970395,0.39228822,1.09631395,2.04002945,1.41215572,0.04704450,1.98281032
-4.72136068,4.69414494,0.04327524,0.49655880,0.38687823,1.11015461,2.03623089,1.43103808,0.04642345,1.97184464
-4.71535768,4.73709847,0.04104656,0.50583353,0.38348404,1.12588368,2.03723711,1.45365868,0.04594216,1.96730453
-4.70935468,4.79197862,0.03902800,0.51723911,0.38207217,1.14292155,2.04234195,1.47952963,0.04558843,1.96879306
-4.70335168,4.85695721,0.03721619,0.53047703,0.38257780,1.16066549,2.05082487,1.50812132,0.04534773,1.97578526
-4.69734867,4.93007399,0.03560490,0.54524466,0.38490999,1.17851088,2.06197097,1.53886993,0.04520373,1.98764948
-4.69134567,5.00929150,0.03418561,0.56124035,0.38895727,1.19587182,2.07509100,1.57118610,0.04513880,2.00367209
-4.68534267,5.09255117,0.03294799,0.57816837,0.39459359,1.21220043,2.08954093,1.60446437,0.04513459,2.02308423
-4.67933967,5.17782867,0.03188041,0.59574348,0.40168425,1.22700388,2.10474038,1.63809348,0.04517255,2.04508977
-4.67333667,5.26318671,0.03097046,0.61369515,0.41009158,1.23985890,2.12018903,1.67146717,0.04523444,2.06889318
-4.66733367,5.34682326,0.03020534,0.63177125,0.41968006,1.25042306,2.13548040,1.70399511,0.04530284,2.09372606
-4.66133067,5.42711326,0.02957227,0.64974121,0.43032070,1.25844259,2.15031205,1.73511374,0.04536162,2.11887119
-4.65532766,5.50264245,0.02905875,0.66739849,0.44189445,1.26375655,2.16449156,1.76429652,0.04539628,2.14368312
-4.64932466,5.57223185,0.02865280,0.68456222,0.45429456,1.26629730,2.17793786,1.79106329,0.04539427,2.16760416
-4.64332166,5.63495219,0.02834302,0.70107809,0.46742763,1.26608753,2.19067742,1.81498835,0.04534523,2.19017540
