energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,W_p_up,W_d_up
-5.77188594,7.59692561,0.04241256,1.37813706,0.03858887,4.25154931,2.02292068,0.61040138,3.27755647,1.85730951
-5.76588294,7.73801671,0.04249117,1.40072152,0.03895754,4.34062824,2.09573987,0.63075554,3.35486405,1.87924912
-5.75987994,7.86950894,0.04240578,1.42034477,0.03922673,4.42614091,2.16706812,0.65028500,3.43040865,1.89942396
-5.75387694,7.99006411,0.04216116,1.43677440,0.03940493,4.50716874,2.23605116,0.66889170,3.50344467,1.91754487
-5.74787394,8.09822953,0.04176322,1.44979293,0.03950201,4.58267019,2.30177154,0.68647783,3.57309919,1.93328301
-5.74187094,8.19248025,0.04121886,1.45920465,0.03952913,4.65150970,2.36327082,0.70294643,3.63839207,1.94628344
-5.73586793,8.27127031,0.04053577,1.46484277,0.03949844,4.71249349,2.41957484,0.71820210,3.69826308,1.95618110
-5.72986493,8.33309046,0.03972232,1.46657670,0.03942300,4.76441084,2.46972131,0.73215190,3.75160497,1.96261843
-5.72386193,8.37652963,0.03878750,1.46431886,0.03931653,4.80607894,2.51278863,0.74470631,3.79730097,1.96526366
-5.71785893,8.40033714,0.03774084,1.45803067,0.03919327,4.83638944,2.54792496,0.75578024,3.83426547,1.96382870
-5.71185593,8.40348251,0.03659239,1.44772739,0.03906776,4.85435455,2.57437637,0.76529416,3.86148576,1.95808592
-5.70585293,8.38520982,0.03535275,1.43348130,0.03895462,4.85915052,2.59151295,0.77317518,3.87806341,1.94788263
-5.69984992,8.34508399,0.03403299,1.41542322,0.03886834,4.85015662,2.59885202,0.77935815,3.88325314,1.93315266
-5.69384692,8.28302664,0.03264471,1.39374204,0.03882303,4.82698778,2.59607729,0.78378680,3.87649784,1.91392430
-5.68784392,8.19933972,0.03119996,1.36868235,0.03883205,4.78951944,2.58305345,0.78641488,3.85745804,1.89032437
-5.68184092,8.09471604,0.02971121,1.34054026,0.03890778,4.73790363,2.55983546,0.78720725,3.82603469,1.86257798
-5.67583792,7.97023614,0.02819129,1.30965758,0.03906116,4.67257555,2.52667223,0.78614109,3.78238444,1.83100430
-5.66983492,7.82735199,0.02665321,1.27641463,0.03930143,4.59425055,2.48400470,0.78320698,3.72692675,1.79600850
-5.66383192,7.66785844,0.02511007,1.24122214,0.03963566,4.50391179,2.43245810,0.77841010,3.66034279,1.75807027
-5.65782891,7.49385403,0.02357486,1.20451250,0.04006847,4.40278920,2.37282902,0.77177124,3.58356618,1.71772990
-5.65182591,7.30769312,0.02206027,1.16673089,0.04060168,4.29233092,2.30606762,0.76332788,3.49776621,1.67557227
-5.64582291,7.11193172,0.02057850,1.12832665,0.04123409,4.17416842,2.23325569,0.75313497,3.40432422,1.63221009
-5.63981991,6.90926954,0.01914105,1.08974525,0.04196130,4.05007697,2.15558142,0.74126564,3.30480433,1.58826682
-5.63381691,6.70249070,0.01775855,1.05142118,0.04277569,3.92193312,2.07431175,0.72781156,3.20091954,1.54436044
-5.62781391,6.49440556,0.01644062,1.01377201,0.04366651,3.79167078,1.99076338,0.71288295,3.09449476,1.50108863
-5.62181091,6.28779574,0.01519569,0.97719365,0.04462005,3.66123780,1.90627333,0.69660830,2.98742783,1.45901592
-5.61580790,6.08536423,0.01403101,0.94205712,0.04562010,3.53255424,1.82217021,0.67913356,2.88165025,1.41866344
-5.60980490,5.88969184,0.01295255,0.90870646,0.04664834,3.40747399,1.73974698,0.66062090,2.77908848,1.38050129
-5.60380190,5.70320103,0.01196503,0.87745801,0.04768505,3.28775063,1.66023610,0.64124711,2.68162719,1.34494368
-5.59779890,5.52812749,0.01107199,0.84860062,0.04870979,3.17500840,1.58478784,0.62120148,2.59107530,1.31234684
-5.59179590,5.36649951,0.01027585,0.82239665,0.04970216,3.07071881,1.51445223,0.60068341,2.50913553,1.28300919
-5.58579290,5.22012463,0.00957809,0.79908361,0.05064268,2.97618319,1.45016501,0.57989969,2.43737789,1.25717350
-5.57978989,5.09058294,0.00897930,0.77887592,0.05151348,2.89252093,1.39273785,0.55906167,2.37721746,1.23503064
-5.57378689,4.97922569,0.00847941,0.76196667,0.05229915,2.82066330,1.34285274,0.53838223,2.32989643,1.21672408
-5.56778389,4.88717818,0.00807776,0.74852908,0.05298726,2.76135212,1.30106041,0.51807288,2.29647007,1.20235490
-5.56178089,4.81534532,0.00777328,0.73871736,0.05356896,2.71514268,1.26778241,0.49834089,2.27779649,1.19198651
-5.55577789,4.76441847,0.00756453,0.73266676,0.05403922,2.68240986,1.24331619,0.47938662,2.27452942,1.18564884
-5.54977489,4.73488225,0.00744978,0.73049280,0.05439701,2.66335666,1.22784276,0.46140108,2.28711359,1.18334133
-5.54377189,4.72701994,0.00742706,0.73228943,0.05464524,2.65802405,1.22143594,0.44456374,2.31578195,1.18503476
-5.53776888,4.74091672,0.00749409,0.73812616,0.05479046,2.66630120,1.22407260,0.42904062,2.36055425,1.19067153
-5.53176588,4.77645985,0.00764827,0.74804432,0.05484246,2.68793536,1.23564302,0.41498266,2.42123648,1.20016451
-5.52576288,4.83333571,0.00788656,0.76205249,0.05481356,2.72254063,1.25596076,0.40252425,2.49742075,1.21339461
-5.51975988,4.91102367,0.00820540,0.78012134,0.05471798,2.76960519,1.28477123,0.39178198,2.58848570,1.23020718
-5.51375688,5.00878746,0.00860055,0.80217824,0.05457091,2.82849679,1.32175875,0.38285358,2.69359746,1.25040782
-5.50775388,5.12566501,0.00906700,0.82810190,0.05438765,2.89846661,1.36655157,0.37581685,2.81171151,1.27375794
-5.50175088,5.26045800,0.00959882,0.85771753,0.05418278,2.97865176,1.41872485,0.37072876,2.94157620,1.29997055
-5.49574787,5.41172303,0.01018910,0.89079287,0.05396930,3.06807702,1.47780179,0.36762457,3.08173873,1.32870703
-5.48974487,5.57776603,0.01082990,0.92703556,0.05375794,3.16565667,1.54325301,0.36651701,3.23055453,1.35957523
-5.48374187,5.75664214,0.01151222,0.96609228,0.05355658,3.27019729,1.61449484,0.36739562,3.38620109,1.39212959
-5.47773887,5.94616273,0.01222610,1.00754994,0.05336985,3.38040266,1.69088707,0.37022620,3.54669732,1.42587361
-5.47173587,6.14391143,0.01296069,1.05093929,0.05319896,3.49488171,1.77173090,0.37495051,3.70992917,1.46026502
-5.46573287,6.34727043,0.01370449,1.09574106,0.05304167,3.61216041,1.85626785,0.38148624,3.87368216,1.49472391
-5.45972986,6.55345773,0.01444552,1.14139468,0.05289253,3.73069843,1.94368035,0.38972744,4.03568102,1.52864375
-5.45372686,6.75957570,0.01517167,1.18730955,0.05274326,3.84891079,2.03309465,0.39954533,4.19363610,1.56140513
-5.44772386,6.96267006,0.01587101,1.23287848,0.05258337,3.96519476,2.12358669,0.41078963,4.34529588,1.59239196
-5.44172086,7.15979810,0.01653215,1.27749306,0.05240082,4.07796138,2.21419101,0.42329048,4.48850416,1.62100945
-5.43571786,7.34810390,0.01714461,1.32056023,0.05218285,4.18567114,2.30391303,0.43686089,4.62126012,1.64670324
-5.42971486,7.52489773,0.01769921,1.36151958,0.05191684,4.28687219,2.39174434,0.45129967,4.74177899,1.66897887
-5.42371186,7.68773617,0.01818837,1.39986044,0.05159115,4.38023985,2.47668076,0.46639492,4.84855052,1.68742054
-5.41770885,7.83449914,0.01860640,1.43513817,0.05119596,4.46461538,2.55774237,0.48192778,4.94039250,1.70170822
-5.41170585,7.96345993,0.01894976,1.46698858,0.05072394,4.53904197,2.63399484,0.49767657,5.01649636,1.71163222
-5.40570285,8.07334422,0.01921719,1.49513999,0.05017089,4.60279590,2.70457091,0.51342092,5.07646200,1.71710420
-5.39969985,8.16337462,0.01940976,1.51942206,0.04953612,4.65541088,2.76869118,0.52894600,5.12031951,1.71816397
-5.39369685,8.23329765,0.01953084,1.53977100,0.04882270,4.69669382,2.82568288,0.54404647,5.14853566,1.71498134
-5.38769385,8.28339096,0.01958599,1.55623061,0.04803746,4.72673065,2.87499594,0.55853020,5.16200414,1.70785291
-5.38169085,8.31444960,0.01958269,1.56894922,0.04719084,4.74588135,2.91621528,0.57222144,5.16201882,1.69719345
-5.37568784,8.32775109,0.01953009,1.57817236,0.04629649,4.75476371,2.94906866,0.58496355,5.15023058,1.68352223
-5.36968484,8.32500034,0.01943860,1.58423154,0.04537072,4.75422641,2.97342984,0.59662099,5.12858891,1.66744469
-5.36368184,8.30825642,0.01931943,1.58752958,0.04443180,4.74531198,2.98931663,0.60708062,5.09927040,1.64963006
-5.35767884,8.27984416,0.01918420,1.58852307,0.04349913,4.72921144,2.99688413,0.61625239,5.06459691,1.63078610
-5.35167584,8.24225473,0.01904437,1.58770283,0.04259234,4.70721232,2.99641333,0.62406919,5.02694697,1.61163179
-5.34567284,8.19803939,0.01891084,1.58557316,0.04173040,4.68064271,2.98829584,0.63048615,4.98866425,1.59286931
-5.33966983,8.14970165,0.01879346,1.58263089,0.04093074,4.65081383,2.97301538,0.63547933,4.95196710,1.57515661
-5.33366683,8.09959250,0.01870069,1.57934513,0.04020835,4.61896384,2.95112692,0.63904391,4.91886331,1.55908171
-5.32766383,8.04981385,0.01863922,1.57613857,0.03957513,4.58620573,2.92323462,0.64119196,4.89107391,1.54513991
-5.32166083,8.00213427,0.01861378,1.57337116,0.03903930,4.55348163,2.88996939,0.64195002,4.86996929,1.53371502
-5.31565783,7.95792088,0.01862693,1.57132681,0.03860494,4.52152574,2.85196718,0.64135647,4.85652040,1.52506519
-5.30965483,7.91809011,0.01867907,1.57020358,0.03827184,4.49083748,2.80984875,0.63945884,4.85126711,1.51931415
-5.30365183,7.88307928,0.01876841,1.57010767,0.03803542,4.46166613,2.76420178,0.63631127,4.85430459,1.51644798
-5.29764882,7.85283946,0.01889113,1.57105134,0.03788691,4.43400716,2.71556591,0.63197202,4.86528803,1.51631748
-5.29164582,7.82684969,0.01904155,1.57295463,0.03781368,4.40761045,2.66442104,0.62650130,4.88345503,1.51864598
-5.28564282,7.80415072,0.01921244,1.57565069,0.03779980,4.38199949,2.61117919,0.61995940,4.90766394,1.52304190
-5.27963982,7.78339650,0.01939529,1.57889425,0.03782663,4.35650023,2.55618009,0.61240509,4.93644600,1.52901557
-5.27363682,7.76292003,0.01958067,1.58237284,0.03787359,4.33027812,2.49969011,0.60389447,4.96806850,1.53599925
-5.26763382,7.74081021,0.01975864,1.58571993,0.03791896,4.30238105,2.44190470,0.59448017,5.00060559,1.54336948
-5.26163082,7.71499587,0.01991907,1.58852957,0.03794072,4.27178600,2.38295359,0.58421088,5.03201339,1.55047064
-5.25562781,7.68333283,0.02005203,1.59037175,0.03791741,4.23744716,2.32290865,0.57313130,5.06020604,1.55663870
-5.24962481,7.64369028,0.02014811,1.59080784,0.03782885,4.19834309,2.26179367,0.56128240,5.08312933,1.56122414
-5.24362181,7.59403294,0.02019872,1.58940557,0.03765690,4.15352099,2.19959571,0.54870189,5.09882913,1.56361317
-5.23761881,7.53249578,0.02019632,1.58575302,0.03738604,4.10213616,2.13627738,0.53542506,5.10551213,1.56324657
-5.23161581,7.45744913,0.02013463,1.57947133,0.03700387,4.04348534,2.07178962,0.52148571,5.10159710,1.55963541
-5.22561281,7.36755209,0.02000876,1.57022563,0.03650144,3.97703280,2.00608441,0.50691729,5.08575552,1.55237355
-5.21960980,7.26179345,0.01981530,1.55773424,0.03587347,3.90242884,1.93912702,0.49175413,5.05694093,1.54114644
-5.21360680,7.13951962,0.01955237,1.54177593,0.03511845,3.81952034,1.87090741,0.47603271,5.01440713,1.52573647
-5.20760380,7.00044986,0.01921957,1.52219527,0.03423854,3.72835389,1.80145035,0.45979294,4.95771587,1.50602502
-5.20160080,6.84467971,0.01881801,1.49890618,0.03323944,3.62917207,1.73082414,0.44307944,4.88673490,1.48199136
-5.19559780,6.67267378,0.01835011,1.47189385,0.03213010,3.52240370,1.65914743,0.42594267,4.80162807,1.45370911
-5.18959480,6.48524950,0.01781961,1.44121509,0.03092238,3.40864943,1.58659431,0.40844001,4.70283866,1.42134047
-5.18359180,6.28355348,0.01723135,1.40699746,0.02963064,3.28866357,1.51339725,0.39063659,4.59106791,1.38512896
-5.17758879,6.06903222,0.01659115,1.36943714,0.02827127,3.16333355,1.43984798,0.37260601,4.46725010,1.34539104
-5.17158579,5.84339883,0.01590568,1.32879592,0.02686225,3.03365814,1.36629632,0.35443073,4.33252571,1.30250712
-5.16558279,5.60859702,0.01518226,1.28539725,0.02542266,2.90072520,1.29314693,0.33620227,4.18821374,1.25691239
-5.15957979,5.36676388,0.01442873,1.23962155,0.02397221,2.76569009,1.22085404,0.31802109,4.03578424,1.20908761
-5.15357679,5.12019196,0.01365325,1.19190075,0.02253085,2.62975495,1.14991448,0.29999615,3.87683138,1.15955034
-5.14757379,4.87129171,0.01286422,1.14271218,0.02111832,2.49414945,1.08085889,0.28224426,3.71304764,1.10884640
-5.14157079,4.62255429,0.01207004,1.09257171,0.01975381,2.36011309,1.01424167,0.26488903,3.54619893,1.05754190
-5.13556778,4.37651519,0.01127903,1.04202627,0.01845564,2.22887893,0.95062955,0.24805963,3.37810061,1.00621558
-5.12956478,4.13571858,0.01049930,0.99164563,0.01724098,2.10165871,0.89058939,0.23188928,3.21059401,0.95545146
-5.12356178,3.90268233,0.00973861,0.94201357,0.01612564,1.97962907,0.83467525,0.21651355,3.04552322,0.90583179
-5.11755878,3.67986366,0.00900427,0.89371844,0.01512383,1.86391849,0.78341517,0.20206849,2.88471171,0.85792995
-5.11155578,3.46962542,0.00830305,0.84734329,0.01424801,1.75559485,0.73729792,0.18868870,2.72993863,0.81230352
-5.10555278,3.27420293,0.00764112,0.80345558,0.01350879,1.65565322,0.69676018,0.17650532,2.58291461,0.76948722
-5.09954977,3.09567179,0.00702396,0.76259680,0.01291477,1.56500389,0.66217425,0.16564401,2.44525717,0.72998581
-5.09354677,2.93591672,0.00645633,0.72527214,0.01247252,1.48446054,0.63383686,0.15622302,2.31846589,0.69426702
-5.08754377,2.79660209,0.00594225,0.69194047,0.01218646,1.41472866,0.61195924,0.14835131,2.20389798,0.66275459
-5.08154077,2.67914455,0.00548497,0.66300492,0.01205887,1.35639439,0.59665883,0.14212682,2.10274448,0.63582146
-5.07553777,2.58468849,0.00508699,0.63880437,0.01208985,1.30991410,0.58795289,0.13763483,2.01600808,0.61378349
-5.06953477,2.51408488,0.00475010,0.61960603,0.01227734,1.27560505,0.58575422,0.13494648,1.94448310,0.59689365
-5.06353177,2.46787417,0.00447536,0.60559939,0.01261714,1.25363747,0.58986931,0.13411740,1.88873849,0.58533710
-5.05752876,2.44627386,0.00426321,0.59689184,0.01310299,1.24402842,0.59999892,0.13518649,1.84910439,0.57922718
-5.05152576,2.44917109,0.00411348,0.59350586,0.01372663,1.24663791,0.61574132,0.13817476,1.82566303,0.57860259
-5.04552276,2.47612060,0.00402548,0.59537819,0.01447793,1.26116730,0.63659810,0.14308428,1.81824422,0.58342581
-5.03951976,2.52634824,0.00399807,0.60236076,0.01534505,1.28716044,0.66198260,0.14989721,1.82642580,0.59358280
-5.03351676,2.59875993,0.00402968,0.61422338,0.01631459,1.32400749,0.69123074,0.15857481,1.84953915,0.60888414
-5.02751376,2.69195593,0.00411843,0.63065823,0.01737184,1.37095144,0.72361400,0.16905666,1.88667957,0.62906749
-5.02151076,2.80425004,0.00426215,0.65128583,0.01850095,1.42709729,0.75835434,0.18125986,1.93672130,0.65380131
-5.01550775,2.93369332,0.00445847,0.67566236,0.01968523,1.49142366,0.79464056,0.19507841,1.99833673,0.68268977
-5.00950475,3.07810177,0.00470481,0.70328814,0.02090739,1.56279658,0.83164564,0.21038281,2.07001931,0.71527874
-5.00350175,3.23508740,0.00499845,0.73361689,0.02214984,1.63998520,0.86854461,0.22701985,2.15010947,0.75106266
-4.99749875,3.40209220,0.00533654,0.76606573,0.02339494,1.72167912,0.90453235,0.24481288,2.23682295,0.78949221
-4.99149575,3.57642441,0.00571610,0.80002548,0.02462529,1.80650697,0.93884078,0.26356243,2.32828091,0.82998261
-4.98549275,3.75529658,0.00613405,0.83487112,0.02582400,1.89305594,0.97075490,0.28304742,2.42254120,0.87192237
-4.97948974,3.93586515,0.00658718,0.86997220,0.02697494,1.97989211,0.99962720,0.30302702,2.51763022,0.91468248
-4.97348674,4.11527095,0.00707216,0.90470315,0.02806296,2.06558115,1.02488999,0.32324316,2.61157492,0.95762581
-4.96748374,4.29068050,0.00758552,0.93845304,0.02907409,2.14870927,1.04606534,0.34342389,2.70243457,1.00011673
-4.96148074,4.45932765,0.00812361,0.97063512,0.02999576,2.22790418,1.06277244,0.36328734,2.78833177,1.04153078
-4.95547774,4.61855519,0.00868266,1.00069557,0.03081690,2.30185583,1.07473205,0.38254654,2.86748261,1.08126431
-4.94947474,4.76585602,0.00925869,1.02812185,0.03152809,2.36933672,1.08176837,0.40091477,2.93822548,1.11874406
-4.94347174,4.89891336,0.00984756,1.05245018,0.03212168,2.42922148,1.08380804,0.41811151,2.99904825,1.15343644
-4.93746873,5.01563922,0.01044496,1.07327229,0.03259183,2.48050535,1.08087681,0.43386865,3.04861348,1.18485640
-4.93146573,5.11421052,0.01104640,1.09024135,0.03293454,2.52232139,1.07309389,0.44793689,3.08578125,1.21257585
-4.92546273,5.19310177,0.01164728,1.10307689,0.03314772,2.55395564,1.06066450,0.46009201,3.10962904,1.23623120
-4.91945973,5.25111349,0.01224285,1.11156867,0.03323111,2.57486022,1.04387088,0.47014076,3.11946830,1.25553005
-4.91345673,5.28739517,0.01282827,1.11557932,0.03318631,2.58466348,1.02306231,0.47792622,3.11485706,1.27025673
-4.90745373,5.30146201,0.01339864,1.11504581,0.03301666,2.58317706,0.99864442,0.48333219,3.09560811,1.28027654
-4.90145073,5.29320444,0.01394906,1.10997941,0.03272715,2.57039931,0.97106829,0.48628663,3.06179216,1.28553841
-4.89544772,5.26288979,0.01447461,1.10046425,0.03232435,2.54651474,0.94081962,0.48676382,3.01373577,1.28607617
-4.88944472,5.21115576,0.01497046,1.08665441,0.03181615,2.51188946,0.90840848,0.48478520,2.95201369,1.28200798
-4.88344172,5.13899551,0.01543188,1.06876952,0.03121170,2.46706242,0.87435961,0.48041880,2.87743545,1.27353434
-4.87743872,5.04773486,0.01585428,1.04708895,0.03052109,2.41273267,0.83920385,0.47377738,2.79102657,1.26093440
-4.87143572,4.93900197,0.01623326,1.02194471,0.02975520,2.34974300,0.80347056,0.46501524,2.69400456,1.24456098
-4.86543272,4.81469082,0.01656470,0.99371339,0.02892543,2.27906034,0.76768130,0.45432395,2.58775038,1.22483446
-4.85942971,4.67691949,0.01684478,0.96280709,0.02804343,2.20175372,0.73234466,0.44192722,2.47377619,1.20223562
-4.85342671,4.52798500,0.01707002,0.92966400,0.02712085,2.11897047,0.69795238,0.42807501,2.35369032,1.17729798
-4.84742371,4.37031616,0.01723739,0.89473861,0.02616912,2.03191148,0.66497637,0.41303732,2.22916066,1.15059962
-4.84142071,4.20642618,0.01734438,0.85849211,0.02519918,1.94180647,0.63386684,0.39709784,2.10187761,1.12275499
-4.83541771,4.03886653,0.01738901,0.82138321,0.02422132,1.84989000,0.60505099,0.38054769,1.97351778,1.09440664
-4.82941471,3.87018337,0.01736997,0.78385963,0.02324497,1.75737908,0.57893224,0.36367953,1.84570965,1.06621721
-4.82341171,3.70287769,0.01728665,0.74635060,0.02227861,1.66545280,0.55588958,0.34678220,1.72000216,1.03886152
-4.81740870,3.53936964,0.01713920,0.70926046,0.02132964,1.57523462,0.53627687,0.33013599,1.59783708,1.01301892
-4.81140570,3.38196758,0.01692863,0.67296357,0.02040441,1.48777746,0.52042172,0.31400866,1.48052588,0.98936558
-4.80540270,3.23284166,0.01665678,0.63780043,0.01950815,1.40405164,0.50862367,0.29865211,1.36923132,0.96856667
-4.79939970,3.09400163,0.01632640,0.60407517,0.01864508,1.32493567,0.50115160,0.28429988,1.26495416,0.95126814
-4.79339670,2.96727807,0.01594113,0.57205411,0.01781849,1.25120946,0.49823999,0.27116509,1.16852477,0.93808795
-4.78739370,2.85430656,0.01550546,0.54196544,0.01703082,1.18354978,0.50008414,0.25943899,1.08059936,0.92960648
-4.78139070,2.75651357,0.01502468,0.51399965,0.01628386,1.12252734,0.50683429,0.24928978,1.00166050,0.92635607
-4.77538769,2.67510364,0.01450479,0.48831071,0.01557886,1.06860518,0.51858883,0.24086171,0.93202139,0.92880961
-4.76938469,2.61104700,0.01395242,0.46501756,0.01491669,1.02213792,0.53538673,0.23427422,0.87183310,0.93736829
-4.76338169,2.56506742,0.01337465,0.44420600,0.01429798,0.98337150,0.55719970,0.22962110,0.82109436,0.95234887
-4.75737869,2.53763029,0.01277887,0.42593060,0.01372327,0.95244326,0.58392443,0.22696961,0.77966323,0.97397059
-4.75137569,2.52893113,0.01217260,0.41021658,0.01319308,0.92938223,0.61537549,0.22635949,0.74727000,1.00234262
-4.74537269,2.53888537,0.01156333,0.39706174,0.01270801,0.91410974,0.65127949,0.22780191,0.72353113,1.03745234
-4.73936968,2.56712029,0.01095829,0.38643817,0.01226878,0.90644050,0.69127098,0.23127850,0.70796357,1.07915537
-4.73336668,2.61297031,0.01036434,0.37829401,0.01187624,0.90608447,0.73489091,0.23674047,0.69999954,1.12716812
-4.72736368,2.67547701,0.00978774,0.37255517,0.01153135,0.91264994,0.78158787,0.24410800,0.69900131,1.18106347
-4.72136068,2.75339513,0.00923407,0.36912717,0.01123517,0.92564816,0.83072279,0.25327003,0.70427617,1.24027035
-4.71535768,2.84520576,0.00870807,0.36789724,0.01098879,0.94450006,0.88157708,0.26408473,0.71509135,1.30407769
-4.70935468,2.94913758,0.00821362,0.36873664,0.01079321,0.96854519,0.93336460,0.27638050,0.73068897,1.37164315
-4.70335168,3.06319665,0.00775366,0.37150346,0.01064937,0.99705328,0.98524705,0.28995796,0.75030099,1.44200662
-4.69734867,3.18520483,0.00733018,0.37604583,0.01055796,1.02923838,1.03635266,0.30459269,0.77316404,1.51410859
-4.69134567,3.31284623,0.00694431,0.38220556,0.01051942,1.06427552,1.08579751,0.32003898,0.79853395,1.58681272
-4.68534267,3.44372075,0.00659631,0.38982217,0.01053389,1.10131956,1.13270886,0.33603431,0.82569994,1.65893218
-4.67933967,3.57540288,0.00628574,0.39873722,0.01060110,1.13952564,1.17624948,0.35230474,0.85399799,1.72925876
-4.67333667,3.70550393,0.00601152,0.40879871,0.01072045,1.17807076,1.21564213,0.36857078,0.88282311,1.79659379
-4.66733367,3.83173510,0.00577211,0.41986550,0.01089093,1.21617538,1.25019297,0.38455376,0.91164022,1.85977952
-4.66133067,3.95196869,0.00556559,0.43181134,0.01111119,1.25312435,1.27931288,0.39998233,0.93999298,1.91772982
-4.65532766,4.06429486,0.00538988,0.44452829,0.01137956,1.28828607,1.30253571,0.41459889,0.96751037,1.96945892
-4.64932466,4.16707120,0.00524282,0.45792951,0.01169415,1.32112900,1.31953249,0.42816570,0.99391050,2.01410696
-4.64332166,4.25896275,0.00512230,0.47195080,0.01205290,1.35123460,1.33012092,0.44047038,1.01900147,2.05096137
