energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.75987994,2.67598798,0.00075019,0.21916860,0.61349963,1.09853063,0.51167332,0.54542602,0.01740244,0.88754711
-5.75387694,2.68583541,0.00068701,0.21944329,0.60870144,1.11167923,0.51382624,0.54396293,0.01678701,0.89180113
-5.74787394,2.69410310,0.00062869,0.22086573,0.60265727,1.12275203,0.51875185,0.54258403,0.01626145,0.89451400
-5.74187094,2.70148689,0.00057532,0.22355782,0.59561979,1.13182541,0.52673808,0.54151467,0.01583282,0.89586387
-5.73586793,2.70867245,0.00052699,0.22761735,0.58785439,1.13900429,0.53800612,0.54097425,0.01550645,0.89603893
-5.72986493,2.71630446,0.00048380,0.23311420,0.57962881,1.14441540,0.55270009,0.54116779,0.01528591,0.89522734
-5.72386193,2.72495607,0.00044582,0.24008695,0.57120253,1.14819958,0.57087866,0.54227768,0.01517295,0.89360724
-5.71785893,2.73510021,0.00041311,0.24854021,0.56281671,1.15050349,0.59250879,0.54445577,0.01516750,0.89133731
-5.71185593,2.74708408,0.00038571,0.25844275,0.55468492,1.15147140,0.61746216,0.54781638,0.01526769,0.88854840
-5.70585293,2.76110846,0.00036362,0.26972666,0.54698522,1.15123720,0.64551464,0.55243058,0.01546983,0.88533656
-5.69984992,2.77721307,0.00034682,0.28228762,0.53985397,1.14991740,0.67634888,0.55832201,0.01576847,0.88175805
-5.69384692,2.79526895,0.00033524,0.29598638,0.53338167,1.14760539,0.70956031,0.56546467,0.01615652,0.87782639
-5.68784392,2.81497877,0.00032880,0.31065143,0.52761097,1.14436738,0.74466633,0.57378267,0.01662531,0.87351194
-5.68184092,2.83588520,0.00032735,0.32608303,0.52253708,1.14024030,0.78111875,0.58315222,0.01716483,0.86874384
-5.67583792,2.85738741,0.00033074,0.34205819,0.51811039,1.13523191,0.81831895,0.59340563,0.01776388,0.86341449
-5.66983492,2.87876499,0.00033877,0.35833675,0.51424121,1.12932305,0.85563533,0.60433725,0.01841035,0.85738614
-5.66383192,2.89920841,0.00035122,0.37466817,0.51080643,1.12247196,0.89242261,0.61571118,0.01909148,0.85049954
-5.65782891,2.91785461,0.00036786,0.39079887,0.50765764,1.11462046,0.92804199,0.62727014,0.01979419,0.84258403
-5.65182591,2.93382600,0.00038841,0.40647980,0.50463029,1.10570165,0.96188166,0.63874538,0.02050540,0.83346859
-5.64582291,2.94627111,0.00041261,0.42147388,0.50155354,1.09564861,0.99337675,0.64986692,0.02121235,0.82299335
-5.63981991,2.95440472,0.00044018,0.43556313,0.49826009,1.08440359,1.02202797,0.66037376,0.02190292,0.81102087
-5.63381691,2.95754575,0.00047084,0.44855517,0.49459571,1.07192724,1.04741818,0.67002356,0.02256594,0.79744658
-5.62781391,2.95515101,0.00050435,0.46028876,0.49042791,1.05820714,1.06922640,0.67860147,0.02319143,0.78220791
-5.62181091,2.94684329,0.00054046,0.47063836,0.48565338,1.04326530,1.08723870,0.68592757,0.02377088,0.76529153
-5.61580790,2.93243272,0.00057896,0.47951744,0.48020392,1.02716411,1.10135572,0.69186297,0.02429735,0.74673842
-5.60980490,2.91193053,0.00061972,0.48688062,0.47405063,1.01001044,1.11159672,0.69631413,0.02476567,0.72664649
-5.60380190,2.88555502,0.00066265,0.49272448,0.46720632,0.99195762,1.11810018,0.69923556,0.02517246,0.70517062
-5.59779890,2.85372971,0.00070773,0.49708739,0.45972598,0.97320527,1.12112122,0.70063094,0.02551616,0.68252024
-5.59179590,2.81707443,0.00075506,0.50004817,0.45170552,0.95399702,1.12102618,0.70055264,0.02579705,0.65895455
-5.58579290,2.77638985,0.00080483,0.50172403,0.44327895,0.93461614,1.11828493,0.69910014,0.02601710,0.63477570
-5.57978989,2.73263692,0.00085735,0.50226782,0.43461405,0.91537949,1.11346127,0.69641730,0.02617995,0.61032030
-5.57378689,2.68691215,0.00091307,0.50186483,0.42590705,0.89662992,1.10720224,0.69268894,0.02629072,0.58594971
-5.56778389,2.64042029,0.00097257,0.50072935,0.41737632,0.87872761,1.10022668,0.68813699,0.02635590,0.56203957
-5.56178089,2.59444554,0.00103656,0.49910112,0.40925560,0.86204062,1.09331365,0.68301631,0.02638316,0.53896905
-5.55577789,2.55032245,0.00110587,0.49724184,0.40178693,0.84693506,1.08729101,0.67761053,0.02638118,0.51711033
-5.54977489,2.50940754,0.00118145,0.49543167,0.39521352,0.83376527,1.08302457,0.67222792,0.02635952,0.49681861
-5.54377189,2.47305236,0.00126433,0.49396600,0.38977283,0.82286420,1.08140782,0.66719745,0.02632835,0.47842306
-5.53776888,2.44257852,0.00135562,0.49315220,0.38569001,0.81453441,1.08335228,0.66286501,0.02629833,0.46221896
-5.53176588,2.41925493,0.00145643,0.49330650,0.38317187,0.80903978,1.08977849,0.65958968,0.02628042,0.44846120
-5.52576288,2.40427742,0.00156785,0.49475076,0.38240138,0.80659820,1.10160716,0.65774012,0.02628562,0.43735916
-5.51975988,2.39875048,0.00169092,0.49780909,0.38353294,0.80737532,1.11975044,0.65769076,0.02632484,0.42907316
-5.51375688,2.40367107,0.00182651,0.50280423,0.38668825,0.81147943,1.14510276,0.65981778,0.02640861,0.42371222
-5.50775388,2.41991408,0.00197534,0.51005351,0.39195299,0.81895762,1.17853099,0.66449474,0.02654690,0.42133319
-5.50175088,2.44821912,0.00213788,0.51986430,0.39937419,0.82979317,1.22086348,0.67208761,0.02674888,0.42194101
-5.49574787,2.48917846,0.00231429,0.53252897,0.40895832,0.84390425,1.27287766,0.68294926,0.02702266,0.42549003
-5.48974487,2.54322570,0.00250439,0.54831918,0.42067012,0.86114386,1.33528609,0.69741325,0.02737504,0.43188609
-5.48374187,2.61062510,0.00270764,0.56747972,0.43443222,0.88130114,1.40872064,0.71578689,0.02781132,0.44098937
-5.47773887,2.69146159,0.00292308,0.59022171,0.45012535,0.90410381,1.49371497,0.73834369,0.02833501,0.45261770
-5.47173587,2.78563134,0.00314931,0.61671548,0.46758948,0.92922199,1.59068530,0.76531520,0.02894769,0.46655029
-5.46573287,2.89283329,0.00338454,0.64708322,0.48662553,0.95627302,1.69990989,0.79688243,0.02964882,0.48253172
-5.45972986,3.01256167,0.00362656,0.68139146,0.50699794,0.98482750,1.82150759,0.83316693,0.03043558,0.50027619
-5.45372686,3.14410020,0.00387282,0.71964383,0.52843797,1.01441629,1.95541607,0.87422202,0.03130286,0.51947187
-5.44772386,3.28651806,0.00412043,0.76177424,0.55064772,1.04453836,2.10137057,0.92002408,0.03224316,0.53978540
-5.44172086,3.43866855,0.00436627,0.80764070,0.57330484,1.07466945,2.25888390,0.97046458,0.03324666,0.56086649
-5.43571786,3.59919067,0.00460704,0.85702030,0.59606801,1.10427134,2.42722889,1.02534297,0.03430134,0.58235264
-5.42971486,3.76651445,0.00483936,0.90960543,0.61858291,1.13280149,2.60542424,1.08436094,0.03539311,0.60387399
-5.42371186,3.93887039,0.00505985,0.96500175,0.64048879,1.15972301,2.79222487,1.14711836,0.03650607,0.62505824
-5.41770885,4.11430374,0.00526522,1.02272805,0.66142540,1.18451466,2.98611812,1.21311137,0.03762278,0.64553583
-5.41170585,4.29069389,0.00545238,1.08221839,0.68104027,1.20668077,3.18532653,1.28173296,0.03872461,0.66494515
-5.40570285,4.46577938,0.00561850,1.14282664,0.69899608,1.22576078,3.38781845,1.35227641,0.03979214,0.68293791
-5.39969985,4.63718845,0.00576109,1.20383373,0.71497800,1.24133834,3.59132701,1.42394182,0.04080560,0.69918467
-5.39369685,4.80247538,0.00587805,1.26445749,0.72870079,1.25304971,3.79337806,1.49584595,0.04174532,0.71338030
-5.38769385,4.95916213,0.00596775,1.32386525,0.73991557,1.26059132,3.99132713,1.56703553,0.04259218,0.72524951
-5.38169085,5.10478488,0.00602902,1.38118897,0.74841586,1.26372624,4.18240527,1.63650381,0.04332817,0.73455214
-5.37568784,5.23694452,0.00606116,1.43554268,0.75404294,1.26228961,4.36377307,1.70321026,0.04393676,0.74108827
-5.36968484,5.35336011,0.00606399,1.48604194,0.75669007,1.25619269,4.53258178,1.76610307,0.04440344,0.74470291
-5.36368184,5.45192376,0.00603777,1.53182465,0.75630567,1.24542554,4.68603997,1.82414374,0.04471608,0.74529012
-5.35767884,5.53075532,0.00598322,1.57207282,0.75289517,1.23005827,4.82148379,1.87633326,0.04486532,0.74279646
-5.35167584,5.58825512,0.00590145,1.60603439,0.74652137,1.21024068,4.93644848,1.92173883,0.04484488,0.73722355
-5.34567284,5.62315248,0.00579392,1.63304452,0.73730338,1.18620037,5.02873859,1.95952024,0.04465177,0.72862961
-5.33966983,5.63454831,0.00566239,1.65254529,0.72541407,1.15823933,5.09649414,1.98895487,0.04428649,0.71712991
-5.33366683,5.62194954,0.00550887,1.66410326,0.71107593,1.12672896,5.13824990,2.00946024,0.04375305,0.70289597
-5.32766383,5.58529368,0.00533558,1.66742392,0.69455566,1.09210363,5.15298524,2.02061300,0.04305897,0.68615338
-5.32166083,5.52496204,0.00514484,1.66236232,0.67615738,1.05485295,5.14016202,2.02216355,0.04221515,0.66717841
-5.31565783,5.44178037,0.00493911,1.64892952,0.65621483,1.01551279,5.09974872,2.01404547,0.04123563,0.64629316
-5.30965483,5.33700631,0.00472087,1.62729419,0.63508267,0.97465525,5.03222920,1.99637911,0.04013728,0.62385960
-5.30365183,5.21230355,0.00449261,1.59777942,0.61312719,0.93287788,4.93859542,1.96946919,0.03893938,0.60027226
-5.29764882,5.06970312,0.00425681,1.56085452,0.59071681,0.89079217,4.82032403,1.93379617,0.03766313,0.57595010
-5.29164582,4.91155289,0.00401587,1.51712222,0.56821250,0.84901181,4.67933742,1.89000189,0.03633107,0.55132743
-5.28564282,4.74045678,0.00377212,1.46730162,0.54595864,0.80814069,4.51795064,1.83886976,0.03496648,0.52684425
-5.27963982,4.55920588,0.00352780,1.41220764,0.52427444,0.76876115,4.33880632,1.78130052,0.03359272,0.50293622
-5.27363682,4.37070391,0.00328499,1.35272764,0.50344642,0.73142258,4.14480004,1.71828451,0.03223257,0.48002458
-5.26763382,4.17788970,0.00304566,1.28979634,0.48372192,0.69663070,3.93899921,1.65087163,0.03090758,0.45850618
-5.26163082,3.98365965,0.00281159,1.22436994,0.46530409,0.66483770,3.72455881,1.58014026,0.02963744,0.43874397
-5.25562781,3.79079307,0.00258441,1.15740042,0.44834839,0.63643349,3.50463726,1.50716654,0.02843939,0.42105822
-5.24962481,3.60188301,0.00236557,1.08981118,0.43296064,0.61173828,3.28231569,1.43299518,0.02732779,0.40571868
-5.24362181,3.41927522,0.00215630,1.02247478,0.41919670,0.59099661,3.06052361,1.35861300,0.02631365,0.39293795
-5.23761881,3.24501702,0.00195765,0.95619367,0.40706369,0.57437300,2.84197360,1.28492614,0.02540442,0.38286622
-5.23161581,3.08081793,0.00177046,0.89168434,0.39652276,0.56194931,2.62910701,1.21274165,0.02460377,0.37558757
-5.22561281,2.92802290,0.00159537,0.82956552,0.38749297,0.55372394,2.42405211,1.14275408,0.02391159,0.37111796
-5.21960980,2.78759857,0.00143282,0.77035043,0.37985646,0.54961280,2.22859550,1.07553712,0.02332411,0.36940503
-5.21360680,2.66013264,0.00128306,0.71444319,0.37346433,0.54945218,2.04416694,1.01154035,0.02283409,0.37032955
-5.20760380,2.54584544,0.00114615,0.66213919,0.36814324,0.55300342,1.87183705,0.95109081,0.02243121,0.37370890
-5.20160080,2.44461287,0.00102200,0.61362902,0.36370230,0.55995924,1.71232688,0.89439889,0.02210254,0.37930201
-5.19559780,2.35599902,0.00091037,0.56900547,0.35994016,0.56995179,1.56602801,0.84156784,0.02183305,0.38681614
-5.18959480,2.27929684,0.00081089,0.52827311,0.35665187,0.58256211,1.43303120,0.79260619,0.02160627,0.39591493
-5.18359180,2.21357485,0.00072313,0.49135968,0.35363559,0.59733080,1.31316182,0.74744228,0.02140494,0.40622778
-5.17758879,2.15772784,0.00064654,0.45812877,0.35069867,0.61376986,1.20601978,0.70593995,0.02121165,0.41736015
-5.17158579,2.11052964,0.00058056,0.42839303,0.34766317,0.63137515,1.11102220,0.66791469,0.02100955,0.42890454
-5.16558279,2.07068585,0.00052462,0.40192749,0.34437069,0.64963940,1.02744668,0.63314952,0.02078294,0.44045179
-5.15957979,2.03688495,0.00047813,0.37848233,0.34068631,0.66806530,0.95447362,0.60140991,0.02051784,0.45160244
-5.15357679,2.00784608,0.00044056,0.35779478,0.33650182,0.68617840,0.89122618,0.57245735,0.02020247,0.46197760
-5.14757379,1.98236224,0.00041140,0.33959983,0.33173802,0.70353939,0.83680664,0.54606112,0.01982763,0.47122923
-5.14157079,1.95933775,0.00039022,0.32363946,0.32634627,0.71975551,0.79032850,0.52200803,0.01938693,0.47904930
-5.13556778,1.93781936,0.00037665,0.30967040,0.32030917,0.73449055,0.75094362,0.50011006,0.01887699,0.48517760
-5.12956478,1.91702027,0.00037040,0.29747018,0.31364056,0.74747340,0.71786425,0.48020981,0.01829742,0.48940794
-5.12356178,1.89633692,0.00037125,0.28684168,0.30638481,0.75850457,0.69037981,0.46218392,0.01765076,0.49159260
-5.11755878,1.87535845,0.00037905,0.27761620,0.29861543,0.76746071,0.66786865,0.44594445,0.01694228,0.49164472
-5.11155578,1.85386895,0.00039370,0.26965498,0.29043311,0.77429686,0.64980505,0.43143857,0.01617969,0.48953885
-5.10555278,1.83184298,0.00041514,0.26284966,0.28196323,0.77904628,0.63576172,0.41864660,0.01537279,0.48530937
-5.09954977,1.80943470,0.00044332,0.25712145,0.27335291,0.78181811,0.62540847,0.40757868,0.01453305,0.47904712
-5.09354677,1.78696142,0.00047821,0.25241941,0.26476755,0.78279269,0.61850731,0.39827032,0.01367316,0.47089431
-5.08754377,1.76488227,0.00051974,0.24871785,0.25638711,0.78221489,0.61490451,0.39077700,0.01280656,0.46103791
-5.08154077,1.74377289,0.00056778,0.24601305,0.24840195,0.78038577,0.61452025,0.38516801,0.01194699,0.44970188
-5.07553777,1.72429715,0.00062214,0.24431933,0.24100851,0.77765273,0.61733610,0.38151978,0.01110805,0.43713850
-5.06953477,1.70717690,0.00068254,0.24366475,0.23440481,0.77439881,0.62338090,0.37990885,0.01030276,0.42361926
-5.06353177,1.69316076,0.00074859,0.24408637,0.22878572,0.77103138,0.63271555,0.38040470,0.00954326,0.40942551
-5.05752876,1.68299321,0.00081976,0.24562535,0.22433842,0.76797094,0.64541698,0.38306266,0.00884043,0.39483941
-5.05152576,1.67738478,0.00089540,0.24832186,0.22123777,0.76564023,0.66156198,0.38791706,0.00820372,0.38013536
-5.04552276,1.67698463,0.00097473,0.25221006,0.21964196,0.76445443,0.68121107,0.39497484,0.00764090,0.36557225
-5.03951976,1.68235621,0.00105683,0.25731324,0.21968851,0.76481254,0.70439320,0.40420989,0.00715797,0.35138690
-5.03351676,1.69395704,0.00114069,0.26363923,0.22149063,0.76709056,0.73109147,0.41555828,0.00675911,0.33778862
-5.02751376,1.71212308,0.00122516,0.27117630,0.22513426,0.77163650,0.76123047,0.42891454,0.00644661,0.32495528
-5.02151076,1.73705842,0.00130906,0.27988961,0.23067567,0.77876746,0.79466576,0.44412933,0.00622096,0.31303079
-5.01550775,1.76883041,0.00139115,0.28971846,0.23814003,0.78876881,0.83117576,0.46100851,0.00608090,0.30212398
-5.00950475,1.80737049,0.00147017,0.30057441,0.24752073,0.80189533,0.87045656,0.47931380,0.00602355,0.29230893
-5.00350175,1.85248055,0.00154492,0.31234040,0.25877982,0.81837415,0.91211988,0.49876513,0.00604453,0.28362653
-4.99749875,1.90384451,0.00161424,0.32487097,0.27184934,0.83840915,0.95569451,0.51904467,0.00613817,0.27608702
-4.99149575,1.96104452,0.00167711,0.33799358,0.28663383,0.86218647,1.00063113,0.53980245,0.00629766,0.26967359
-4.98549275,2.02358123,0.00173263,0.35151117,0.30301375,0.88988061,1.04631075,0.56066355,0.00651529,0.26434647
-4.97948974,2.09089698,0.00178009,0.36520575,0.32084994,0.92166079,1.09205640,0.58123662,0.00678266,0.26004752
-4.97348674,2.16240110,0.00181897,0.37884305,0.33998885,0.95769681,1.13714789,0.60112348,0.00709090,0.25670493
-4.96748374,2.23749612,0.00184899,0.39217809,0.36026854,0.99816421,1.18083912,0.61992941,0.00743094,0.25423801
-4.96148074,2.31560363,0.00187011,0.40496147,0.38152519,1.04324806,1.22237747,0.63727396,0.00779370,0.25256150
-4.95547774,2.39618879,0.00188252,0.41694611,0.40359994,1.09314515,1.26102443,0.65280167,0.00817032,0.25158969
-4.94947474,2.47878223,0.00188664,0.42789429,0.42634578,1.14806415,1.29607681,0.66619239,0.00855243,0.25123979
-4.94347174,2.56299844,0.00188310,0.43758467,0.44963438,1.20822372,1.32688761,0.67717074,0.00893228,0.25143469
-4.93746873,2.64854968,0.00187276,0.44581890,0.47336247,1.27384826,1.35288583,0.68551440,0.00930298,0.25210498
-4.93146573,2.73525484,0.00185661,0.45242778,0.49745755,1.34516158,1.37359414,0.69106075,0.00965858,0.25319019
-4.92546273,2.82304272,0.00183577,0.45727646,0.52188287,1.42237833,1.38864390,0.69371160,0.00999427,0.25463925
-4.91945973,2.91194959,0.00181147,0.46026859,0.54664118,1.50569380,1.39778668,0.69343598,0.01030638,0.25641031
-4.91345673,3.00211103,0.00178495,0.46134920,0.57177741,1.59527211,1.40090186,0.69027050,0.01059244,0.25846985
-4.90745373,3.09374842,0.00175748,0.46050616,0.59737987,1.69123347,1.39799993,0.68431767,0.01085119,0.26079137
-4.90145073,3.18715069,0.00173024,0.45777022,0.62357995,1.79364087,1.38922125,0.67574192,0.01108252,0.26335362
-4.89544772,3.28265208,0.00170437,0.45321351,0.65055035,1.90248689,1.37483049,0.66476370,0.01128735,0.26613863
-4.88944472,3.38060688,0.00168085,0.44694669,0.67850164,2.01768119,1.35520683,0.65165177,0.01146751,0.26912960
-4.88344172,3.48136246,0.00166053,0.43911479,0.70767725,2.13903918,1.33083043,0.63671418,0.01162560,0.27230889
-4.87743872,3.58523170,0.00164408,0.42989197,0.73834692,2.26627268,1.30226587,0.62028813,0.01176480,0.27565612
-4.87143572,3.69246616,0.00163197,0.41947544,0.77079866,2.39898291,1.27014309,0.60272934,0.01188863,0.27914666
-4.86543272,3.80323121,0.00162450,0.40807877,0.80532935,2.53665638,1.23513691,0.58440119,0.01200077,0.28275042
-4.85942971,3.91758438,0.00162174,0.39592494,0.84223411,2.67866412,1.19794585,0.56566415,0.01210490,0.28643113
-4.85342671,4.03545782,0.00162362,0.38323931,0.88179468,2.82426437,1.15927125,0.54686596,0.01220441,0.29014620
-4.84742371,4.15664585,0.00162987,0.37024299,0.92426704,2.97260906,1.11979743,0.52833277,0.01230234,0.29384700
-4.84142071,4.28079797,0.00164010,0.35714662,0.96986850,3.12275384,1.08017376,0.51036157,0.01240117,0.29747965
-4.83541771,4.40741787,0.00165382,0.34414501,1.01876473,3.27367176,1.04099923,0.49321428,0.01250274,0.30098628
-4.82941471,4.53586826,0.00167044,0.33141268,1.07105702,3.42427002,1.00280994,0.47711335,0.01260820,0.30430658
-4.82341171,4.66538145,0.00168934,0.31910048,1.12677022,3.57340946,0.96606994,0.46223920,0.01271796,0.30737969
-4.81740870,4.79507500,0.00170987,0.30733332,1.18584191,3.71992616,0.93116550,0.44872924,0.01283170,0.31014614
-4.81140570,4.92397189,0.00173144,0.29620905,1.24811320,3.86265429,0.89840274,0.43667852,0.01294843,0.31254985
-4.80540270,5.05102405,0.00175347,0.28579851,1.31332173,4.00044962,0.86800849,0.42614183,0.01306657,0.31454000
-4.79939970,5.17513842,0.00177550,0.27614655,1.38109727,4.13221255,0.84013411,0.41713691,0.01318403,0.31607277
-4.79339670,5.29520422,0.00179712,0.26727392,1.45096043,4.25691000,0.81486161,0.40964871,0.01329833,0.31711263
-4.78739370,5.41012033,0.00181807,0.25918003,1.52232469,4.37359518,0.79221180,0.40363427,0.01340676,0.31763341
-4.78139070,5.51882173,0.00183819,0.25184613,1.59450219,4.48142456,0.77215376,0.39902809,0.01350646,0.31761882
-4.77538769,5.62030385,0.00185742,0.24523899,1.66671311,4.57967136,0.75461505,0.39574761,0.01359457,0.31706265
-4.76938469,5.71364407,0.00187582,0.23931472,1.73809881,4.66773515,0.73949213,0.39369858,0.01366835,0.31596846
-4.76338169,5.79801960,0.00189353,0.23402261,1.80773848,4.74514718,0.72666044,0.39278015,0.01372527,0.31434893
-4.75737869,5.87272133,0.00191078,0.22930881,1.87466874,4.81157148,0.71598361,0.39288941,0.01376307,0.31222488
-4.75137569,5.93716337,0.00192780,0.22511973,1.93790590,4.86680182,0.70732157,0.39392533,0.01377987,0.30962401
-4.74537269,5.99088817,0.00194488,0.22140494,1.99646998,4.91075488,0.70053698,0.39579182,0.01377415,0.30657955
-4.73936968,6.03356755,0.00196227,0.21811962,2.04940978,4.94346027,0.69550016,0.39840007,0.01374480,0.30312876
-4.73336668,6.06499995,0.00198019,0.21522636,2.09582812,4.96504797,0.69209205,0.40166992,0.01369109,0.29931148
-4.72736368,6.08510439,0.00199879,0.21269633,2.13490629,4.97573417,0.69020546,0.40553045,0.01361269,0.29516878
-4.72136068,6.09391191,0.00201813,0.21050979,2.16592676,4.97580623,0.68974464,0.40991966,0.01350962,0.29074177
-4.71535768,6.09155517,0.00203814,0.20865605,2.18829342,4.96560787,0.69062336,0.41478357,0.01338218,0.28607059
-4.70935468,6.07825696,0.00205864,0.20713277,2.20154841,4.94552531,0.69276178,0.42007465,0.01323097,0.28119368
-4.70335168,6.05431858,0.00207935,0.20594485,2.20538514,4.91597506,0.69608241,0.42574979,0.01305678,0.27614722
-4.69734867,6.02010850,0.00209981,0.20510287,2.19965678,4.87739421,0.70050573,0.43176802,0.01286062,0.27096495
-4.69134567,5.97605222,0.00211947,0.20462134,2.18438025,4.83023344,0.70594560,0.43808815,0.01264362,0.26567802
-4.68534267,5.92262375,0.00213769,0.20451676,2.15973546,4.77495305,0.71230521,0.44466650,0.01240705,0.26031524
-4.67933967,5.86033903,0.00215372,0.20480568,2.12605996,4.71202213,0.71947368,0.45145484,0.01215228,0.25490326
-4.67333667,5.78975167,0.00216677,0.20550299,2.08383942,4.64192056,0.72732396,0.45839887,0.01188074,0.24946706
-4.66733367,5.71145096,0.00217601,0.20662040,2.03369434,4.56514358,0.73571223,0.46543725,0.01159401,0.24403028
-4.66133067,5.62606222,0.00218065,0.20816538,1.97636366,4.48220846,0.74447898,0.47250137,0.01129370,0.23861578
-4.65532766,5.53424930,0.00217991,0.21014060,1.91268594,4.39366248,0.75345212,0.47951591,0.01098156,0.23324598
-4.64932466,5.43671881,0.00217310,0.21254394,1.84357892,4.30009180,0.76245195,0.48640029,0.01065943,0.22794332
-4.64332166,5.33422590,0.00215964,0.21536912,1.77001823,4.20213031,0.77129801,0.49307093,0.01032928,0.22273052
