energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.83191596,2.70178930,0.00634401,0.16758923,0.55674642,0.44701601,0.04215789,1.46110932,0.41099572,0.20771566
-5.82591296,2.93254363,0.00709924,0.17962425,0.61292472,0.48246309,0.04461879,1.59133479,0.45172686,0.22528333
-5.81990995,3.16653364,0.00790452,0.19142653,0.67095762,0.51813793,0.04695321,1.72425708,0.49401573,0.24299340
-5.81390695,3.40158408,0.00875342,0.20284453,0.73036353,0.55371333,0.04912642,1.85872525,0.53760105,0.26065380
-5.80790395,3.63543043,0.00963835,0.21372966,0.79061047,0.58885704,0.05110620,1.99351969,0.58218805,0.27806674
-5.80190095,3.86576092,0.01055070,0.22393998,0.85112471,0.62323806,0.05286364,2.12737311,0.62745167,0.29503294
-5.79589795,4.09026120,0.01148095,0.23334378,0.91130098,0.65653287,0.05437387,2.25899354,0.67304045,0.31135620
-5.78989495,4.30666028,0.01241884,0.24182285,0.97051387,0.68843173,0.05561675,2.38708882,0.71858101,0.32684800
-5.78389195,4.51277645,0.01335361,0.24927560,1.02813012,0.71864468,0.05657737,2.51039180,0.76368337,0.34133206
-5.77788894,4.70656216,0.01427428,0.25561952,1.08352139,0.74690740,0.05724653,2.62768583,0.80794668,0.35464869
-5.77188594,4.88614661,0.01516999,0.26079322,1.13607731,0.77298650,0.05762096,2.73782987,0.85096566,0.36665877
-5.76588294,5.04987540,0.01603035,0.26475782,1.18521830,0.79668458,0.05770351,2.83978285,0.89233750,0.37724723
-5.75987994,5.19634659,0.01684587,0.26749768,1.23040808,0.81784471,0.05750317,2.93262692,0.93166927,0.38632598
-5.75387694,5.32444272,0.01760829,0.26902051,1.27116539,0.83635461,0.05703500,3.01558921,0.96858584,0.39383615
-5.74787394,5.43335859,0.01831105,0.26935688,1.30707488,0.85215029,0.05631990,3.08806192,1.00273808,0.39974970
-5.74187094,5.52262469,0.01894964,0.26855907,1.33779696,0.86521943,0.05538436,3.14962054,1.03381143,0.40407027
-5.73586793,5.59212615,0.01952194,0.26669959,1.36307646,0.87560425,0.05426007,3.20003994,1.06153462,0.40683337
-5.72986493,5.64211724,0.02002855,0.26386914,1.38274998,0.88340398,0.05298357,3.23930809,1.08568823,0.40810588
-5.72386193,5.67323098,0.02047299,0.26017433,1.39675184,0.88877683,0.05159577,3.26763721,1.10611307,0.40798495
-5.71785893,5.68648376,0.02086192,0.25573519,1.40511854,0.89194127,0.05014149,3.28547165,1.12271790,0.40659631
-5.71185593,5.68327420,0.02120516,0.25068251,1.40799152,0.89317652,0.04866895,3.29349234,1.13548613,0.40409202
-5.70585293,5.66537567,0.02151572,0.24515513,1.40561816,0.89282197,0.04722931,3.29261680,1.14448120,0.40064774
-5.69984992,5.63492133,0.02180966,0.23929722,1.39835080,0.89127527,0.04587603,3.28399426,1.14985020,0.39645954
-5.69384692,5.59438088,0.02210588,0.23325558,1.38664351,0.88898888,0.04466439,3.26899508,1.15182516,0.39174022
-5.68784392,5.54652771,0.02242574,0.22717707,1.37104662,0.88646468,0.04365074,3.24919354,1.15072188,0.38671523
-5.68184092,5.49439580,0.02279268,0.22120600,1.35219856,0.88424656,0.04289189,3.22634369,1.14693575,0.38161821
-5.67583792,5.44122531,0.02323161,0.21548171,1.33081517,0.88291063,0.04244422,3.20234750,1.14093453,0.37668610
-5.66983492,5.39039691,0.02376829,0.21013615,1.30767618,0.88305305,0.04236279,3.17921530,1.13324785,0.37215391
-5.66383192,5.34535476,0.02442858,0.20529155,1.28360910,0.88527561,0.04270029,3.15901864,1.12445362,0.36824921
-5.65782891,5.30951925,0.02523762,0.20105822,1.25947053,0.89016894,0.04350591,3.14383607,1.11516151,0.36518640
-5.65182591,5.28619085,0.02621901,0.19753232,1.23612534,0.89829394,0.04482398,3.13569300,1.10599392,0.36316086
-5.64582291,5.27844760,0.02739384,0.19479388,1.21442416,0.91016177,0.04669262,3.13649696,1.09756511,0.36234315
-5.63981991,5.28903916,0.02877983,0.19290492,1.19517959,0.92621305,0.04914221,3.14797047,1.09045912,0.36287342
-5.63381691,5.32028119,0.03039045,0.19190771,1.17914226,0.94679699,0.05219390,3.17158365,1.08520736,0.36485620
-5.62781391,5.37395431,0.03223406,0.19182347,1.16697716,0.97215147,0.05585807,3.20848942,1.08226701,0.36835582
-5.62181091,5.45121205,0.03431317,0.19265124,1.15924141,1.00238479,0.06013288,3.25946405,1.08200089,0.37339268
-5.61580790,5.55250263,0.03662383,0.19436730,1.15636434,1.03746030,0.06500305,3.32485615,1.08466013,0.37994052
-5.60980490,5.67750884,0.03915517,0.19692501,1.15863070,1.07718468,0.07043870,3.40454680,1.09037030,0.38792499
-5.60380190,5.82511023,0.04188906,0.20025526,1.16616792,1.12120084,0.07639475,3.49792346,1.09912192,0.39722360
-5.59779890,5.99337079,0.04480009,0.20426745,1.17893803,1.16898610,0.08281049,3.60386980,1.11076596,0.40766721
-5.59179590,6.17955465,0.04785570,0.20885117,1.19673477,1.21985630,0.08960976,3.72077298,1.12501464,0.41904306
-5.58579290,6.38017091,0.05101659,0.21387843,1.21918623,1.27297596,0.09670164,3.84654921,1.14144781,0.43109941
-5.57978989,6.59104767,0.05423737,0.21920647,1.24576296,1.32737471,0.10398162,3.97868762,1.15952470,0.44355162
-5.57378689,6.80743386,0.05746746,0.22468120,1.27579156,1.38196963,0.11133346,4.11431168,1.17860084,0.45608963
-5.56778389,7.02412606,0.06065223,0.23014091,1.30847315,1.43559297,0.11863149,4.25025647,1.19794933,0.46838645
-5.56178089,7.23561636,0.06373430,0.23542044,1.34290626,1.48702445,0.12574351,4.38315932,1.21678583,0.48010757
-5.55577789,7.43625612,0.06665509,0.24035544,1.37811314,1.53502696,0.13253408,4.50956074,1.23429615,0.49092080
-5.54977489,7.62042963,0.06935637,0.24478676,1.41306873,1.57838445,0.13886813,4.62601192,1.24966538,0.50050630
-5.54377189,7.78273115,0.07178196,0.24856467,1.44673099,1.61594057,0.14461479,4.72918458,1.26210735,0.50856641
-5.53776888,7.91813831,0.07387941,0.25155283,1.47807179,1.64663638,0.14965126,4.81597914,1.27089310,0.51483480
-5.53176588,8.02217531,0.07560159,0.25363191,1.50610696,1.66954583,0.15386655,4.88362671,1.27537749,0.51908482
-5.52576288,8.09105935,0.07690818,0.25470258,1.52992471,1.68390730,0.15716500,4.92978111,1.27502252,0.52113653
-5.51975988,8.12182480,0.07776696,0.25468801,1.54871135,1.68915009,0.15946929,4.95259728,1.26941685,0.52086237
-5.51375688,8.11242043,0.07815483,0.25353559,1.56177360,1.68491465,0.16072298,4.95079316,1.25829056,0.51819107
-5.50775388,8.06177635,0.07805860,0.25121789,1.56855688,1.67106581,0.16089231,4.92369293,1.24152492,0.51310995
-5.50175088,7.96983852,0.07747543,0.24773288,1.56865907,1.64769846,0.15996724,4.87125024,1.21915671,0.50566533
-5.49574787,7.83757044,0.07641292,0.24310346,1.56183960,1.61513558,0.15796166,4.79405103,1.19137739,0.49596136
-5.48974487,7.66692265,0.07488888,0.23737615,1.54802371,1.57391877,0.15491283,4.69329632,1.15852720,0.48415706
-5.48374187,7.46077224,0.07293078,0.23061929,1.52730204,1.52479185,0.15087995,4.57076634,1.12108461,0.47046207
-5.47773887,7.22283563,0.07057489,0.22292060,1.49992577,1.46867825,0.14594206,4.42876787,1.07965199,0.45513105
-5.47173587,6.95755880,0.06786513,0.21438436,1.46629764,1.40665336,0.14019528,4.27006734,1.03493786,0.43845708
-5.46573287,6.66998969,0.06485177,0.20512819,1.42695936,1.33991287,0.13374959,4.09781274,0.98773695,0.42076439
-5.45972986,6.36563821,0.06158992,0.19527974,1.38257590,1.26973870,0.12672519,3.91544729,0.93890853,0.40240047
-5.45372686,6.05032875,0.05813797,0.18497318,1.33391722,1.19746354,0.11924875,3.72661835,0.88935407,0.38372799
-5.44772386,5.73005065,0.05455595,0.17434582,1.28183799,1.12443557,0.11144961,3.53508447,0.83999493,0.36511666
-5.44172086,5.41081105,0.05090399,0.16353476,1.22725593,1.05198444,0.10345608,3.34462366,0.79175062,0.34693526
-5.43571786,5.09849435,0.04724079,0.15267388,1.17112928,0.98138955,0.09539201,3.15894516,0.74551837,0.32954394
-5.42971486,4.79873159,0.04362229,0.14189101,1.11443394,0.91385154,0.08737383,2.98160703,0.70215426,0.31328701
-5.42371186,4.51678246,0.04010048,0.13130551,1.05814084,0.85046755,0.07950792,2.81594104,0.66245624,0.29848621
-5.41770885,4.25743170,0.03672239,0.12102631,1.00319396,0.79221071,0.07188865,2.66498608,0.62714929,0.28543470
-5.41170585,4.02490115,0.03352936,0.11115019,0.95048942,0.73991405,0.06459693,2.53143086,0.59687265,0.27439155
-5.40570285,3.82277792,0.03055644,0.10176069,0.90085608,0.69425880,0.05769934,2.41756625,0.57216919,0.26557706
-5.39969985,3.65395870,0.02783209,0.09292730,0.85503808,0.65576690,0.05124782,2.32524735,0.55347679,0.25916880
-5.39369685,3.52060999,0.02537803,0.08470511,0.81367953,0.62479762,0.04527985,2.25586532,0.54112173,0.25529829
-5.38769385,3.42414361,0.02320927,0.07713485,0.77731174,0.60154766,0.03981912,2.21032857,0.53531381,0.25404866
-5.38169085,3.36520701,0.02133432,0.07024323,0.74634322,0.58605460,0.03487647,2.18905322,0.53614341,0.25545301
-5.37568784,3.34368767,0.01975552,0.06404365,0.72105266,0.57820311,0.03045118,2.19196262,0.54358010,0.25949379
-5.36968484,3.35873100,0.01846948,0.05853709,0.70158514,0.57773375,0.02653248,2.21849565,0.55747322,0.26610300
-5.36368184,3.40877156,0.01746757,0.05371332,0.68795153,0.58425382,0.02310108,2.26762376,0.57755413,0.27516356
-5.35767884,3.49157691,0.01673648,0.04955221,0.68003127,0.59725020,0.02013080,2.33787675,0.60344048,0.28651167
-5.35167584,3.60430399,0.01625886,0.04602522,0.67757840,0.61610374,0.01759019,2.42737709,0.63464256,0.29994024
-5.34567284,3.74356761,0.01601388,0.04309693,0.68023079,0.64010528,0.01544403,2.53388281,0.67057179,0.31520355
-5.33966983,3.90552037,0.01597790,0.04072670,0.68752235,0.66847290,0.01365472,2.65483860,0.71055161,0.33202293
-5.33366683,4.08594339,0.01612507,0.03887029,0.69889791,0.70037035,0.01218355,2.78743460,0.75383063,0.35009342
-5.32766383,4.28034655,0.01642798,0.03748144,0.71373045,0.73492645,0.01099173,2.92867229,0.79959812,0.36909148
-5.32166083,4.48407657,0.01685826,0.03651344,0.73134011,0.77125525,0.01004137,3.07543623,0.84700168,0.38868324
-5.31565783,4.69243084,0.01738722,0.03592058,0.75101455,0.80847657,0.00929615,3.22457022,0.89516669,0.40853344
-5.30965483,4.90077437,0.01798640,0.03565948,0.77202995,0.84573658,0.00872193,3.37295609,0.94321731,0.42831445
-5.30365183,5.10465650,0.01862820,0.03569030,0.79367202,0.88222796,0.00828717,3.51759274,0.99029827,0.44771529
-5.29764882,5.29992405,0.01928644,0.03597772,0.81525635,0.91720909,0.00796323,3.65567323,1.03559690,0.46645019
-5.29164582,5.48282693,0.01993685,0.03649174,0.83614736,0.95002167,0.00772452,3.78465698,1.07836461,0.48426632
-5.28564282,5.65011231,0.02055766,0.03720831,0.85577524,0.98010616,0.00754860,3.90233447,1.11793687,0.50095049
-5.27963982,5.79910369,0.02112995,0.03810965,0.87365026,1.00701441,0.00741617,4.00688182,1.15375098,0.51633430
-5.27363682,5.92776131,0.02163811,0.03918437,0.88937392,1.03041891,0.00731099,4.09690284,1.18536081,0.53029761
-5.26763382,6.03472103,0.02207010,0.04042731,0.90264657,1.05011820,0.00721977,4.17145644,1.21244757,0.54277009
-5.26163082,6.11930982,0.02241770,0.04183917,0.91327127,1.06603806,0.00713196,4.23006822,1.23482633,0.55373080
-5.25562781,6.18153645,0.02267659,0.04342582,0.92115374,1.07822826,0.00703960,4.27272516,1.25244765,0.56320557
-5.24962481,6.22205758,0.02284639,0.04519750,0.92629859,1.08685483,0.00693705,4.29985364,1.26539426,0.57126265
-5.24362181,6.24212033,0.02293049,0.04716769,0.92880192,1.09218816,0.00682075,4.31228147,1.27387281,0.57800638
-5.23761881,6.24348354,0.02293584,0.04935188,0.92884087,1.09458715,0.00668896,4.31118547,1.27820095,0.58356953
-5.23161581,6.22832114,0.02287260,0.05176617,0.92666053,1.09448007,0.00654150,4.29802696,1.27879047,0.58810449
-5.22561281,6.19911181,0.02275365,0.05442583,0.92255899,1.09234295,0.00637943,4.27447810,1.27612702,0.59177382
-5.21960980,6.15852009,0.02259408,0.05734373,0.91687118,1.08867631,0.00620486,4.24234244,1.27074760,0.59474058
-5.21360680,6.10927406,0.02241050,0.06052888,0.90995230,1.08398128,0.00602060,4.20347338,1.26321675,0.59715904
-5.20760380,6.05404558,0.02222041,0.06398496,0.90216173,1.07873621,0.00582995,4.15969442,1.25410259,0.59916614
-5.20160080,5.99533818,0.02204148,0.06770909,0.89384793,1.07337477,0.00563646,4.11272479,1.24395395,0.60087422
-5.19559780,5.93538794,0.02189086,0.07169066,0.88533521,1.06826650,0.00544369,4.06411388,1.23327948,0.60236531
-5.18959480,5.87608149,0.02178450,0.07591050,0.87691275,1.06370091,0.00525506,4.01518735,1.22252990,0.60368733
-5.18359180,5.81889469,0.02173653,0.08034038,0.86882627,1.05987551,0.00507366,3.96700699,1.21208392,0.60485241
-5.17758879,5.76485415,0.02175878,0.08494271,0.86127264,1.05688873,0.00490211,3.92034609,1.20223855,0.60583718
-5.17158579,5.71452294,0.02186029,0.08967079,0.85439746,1.05473763,0.00474250,3.87568055,1.19320391,0.60658530
-5.16558279,5.66801013,0.02204706,0.09446931,0.84829539,1.05332085,0.00459628,3.83319588,1.18510277,0.60701175
-5.15957979,5.62500310,0.02232185,0.09927532,0.84301322,1.05244642,0.00446430,3.79280888,1.17797438,0.60700880
-5.15357679,5.58482025,0.02268414,0.10401955,0.83855507,1.05184410,0.00434674,3.75420241,1.17178231,0.60645333
-5.14757379,5.54648077,0.02313021,0.10862810,0.83488941,1.05118171,0.00424321,3.71687100,1.16642557,0.60521493
-5.14157079,5.50878767,0.02365341,0.11302441,0.83195735,1.05008472,0.00415277,3.68017450,1.16175233,0.60316455
-5.13556778,5.47041963,0.02424441,0.11713151,0.82968167,1.04815805,0.00407405,3.64339693,1.15757525,0.60018310
-5.12956478,5.43002715,0.02489170,0.12087443,0.82797607,1.04500933,0.00400534,3.60580747,1.15368763,0.59616972
-5.12356178,5.38632839,0.02558204,0.12418263,0.82675420,1.04027240,0.00394470,3.56672063,1.14987953,0.59104922
-5.11755878,5.33820051,0.02630102,0.12699258,0.82593807,1.03363013,0.00389010,3.52555288,1.14595296,0.58477851
-5.11155578,5.28476263,0.02703367,0.12925003,0.82546562,1.02483558,0.00383955,3.48187342,1.14173559,0.57735160
-5.10555278,5.22544731,0.02776498,0.13091227,0.82529713,1.01373057,0.00379119,3.43544713,1.13709235,0.56880323
-5.09954977,5.16005801,0.02848052,0.13195000,0.82542057,1.00026103,0.00374346,3.38626837,1.13193463,0.55921090
-5.09354677,5.08881084,0.02916692,0.13234886,0.82585569,0.98448832,0.00369515,3.33458467,1.12622683,0.54869535
-5.08754377,5.01235969,0.02981231,0.13211051,0.82665720,0.96659626,0.00364554,3.28090993,1.11999024,0.53741960
-5.08154077,4.93180456,0.03040675,0.13125335,0.82791698,0.94689354,0.00359441,3.22602736,1.11330435,0.52558671
-5.07553777,4.84868357,0.03094249,0.12981259,0.82976557,0.92581141,0.00354213,3.17098243,1.10630581,0.51343630
-5.06953477,4.76494978,0.03141420,0.12783996,0.83237316,0.90389679,0.00348969,3.11706689,1.09918530,0.50124031
-5.06353177,4.68293414,0.03181908,0.12540286,0.83595019,0.88180101,0.00343871,3.06579468,1.09218277,0.48929793
-5.05752876,4.60529665,0.03215692,0.12258317,0.84074764,0.86026466,0.00339139,3.01887104,1.08558130,0.47793016
-5.05152576,4.53496750,0.03242999,0.11947557,0.84705708,0.84009898,0.00335055,2.97815606,1.07969998,0.46747408
-5.04552276,4.47508044,0.03264302,0.11618568,0.85521040,0.82216450,0.00331955,2.94562382,1.07488620,0.45827701
-5.03951976,4.42890038,0.03280292,0.11282789,0.86557906,0.80734765,0.00330224,2.92331828,1.07150745,0.45069074
-5.03351676,4.39974716,0.03291859,0.10952316,0.87857263,0.79653593,0.00330293,2.91330701,1.06994298,0.44506597
-5.02751376,4.39091749,0.03300066,0.10639666,0.89463633,0.79059268,0.00332626,2.91763371,1.07057535,0.44174689
-5.02151076,4.40560641,0.03306114,0.10357555,0.91424730,0.79033198,0.00337719,2.93827015,1.07378205,0.44106605
-5.01550775,4.44683014,0.03311311,0.10118681,0.93790904,0.79649458,0.00346089,2.97706857,1.07992702,0.44333946
-5.00950475,4.51735134,0.03317038,0.09935526,0.96614397,0.80972551,0.00358266,3.03571486,1.08935228,0.44886195
-5.00350175,4.61960819,0.03324714,0.09820181,0.99948355,0.83055409,0.00374788,3.11568335,1.10236954,0.45790271
-4.99749875,4.75564829,0.03335759,0.09784187,1.03845602,0.85937679,0.00396187,3.21819384,1.11925179,0.47070091
-4.99149575,4.92706857,0.03351561,0.09838404,1.08357160,0.89644371,0.00422988,3.34417147,1.14022494,0.48746156
-4.98549275,5.13496214,0.03373441,0.09992904,1.13530515,0.94184870,0.00455696,3.49421026,1.16545961,0.50835141
-4.97948974,5.37987318,0.03402622,0.10256875,1.19407689,0.99552387,0.00494789,3.66854108,1.19506305,0.53349493
-4.97348674,5.66176089,0.03440194,0.10638547,1.26023127,1.05723828,0.00540710,3.86700504,1.22907162,0.56297050
-4.96748374,5.97997343,0.03487084,0.11145120,1.33401489,1.12660125,0.00593853,4.08903316,1.26744384,0.59680670
-4.96148074,6.33323294,0.03544032,0.11782706,1.41555421,1.20306993,0.00654561,4.33363333,1.31005442,0.63497891
-4.95547774,6.71963227,0.03611560,0.12556253,1.50483395,1.28596122,0.00723108,4.59938545,1.35668950,0.67740622
-4.94947474,7.13664441,0.03689948,0.13469479,1.60167727,1.37446765,0.00799691,4.88444559,1.40704350,0.72394884
-4.94347174,7.58114482,0.03779217,0.14524782,1.70572877,1.46767674,0.00884417,5.18655988,1.46071782,0.77440605
-4.93746873,8.04944713,0.03879111,0.15723145,1.81644144,1.56459349,0.00977292,5.50308848,1.51722161,0.82851494
-4.93146573,8.53735193,0.03989081,0.17064016,1.93306851,1.66416518,0.01078208,5.83103985,1.57597500,0.88594995
-4.92546273,9.04020845,0.04108280,0.18545191,2.05466112,1.76530792,0.01186930,6.16711516,1.63631480,0.94632343
-4.91945973,9.55298796,0.04235564,0.20162672,2.18007246,1.86693400,0.01303087,6.50776231,1.69750271,1.00918734
-4.91345673,10.07036807,0.04369487,0.21910529,2.30796893,1.96797933,0.01426159,6.84923861,1.75873625,1.07403614
-4.90745373,10.58682594,0.04508323,0.23780771,2.43684842,2.06742997,0.01555474,7.18768095,1.81916201,1.14031098
-4.90145073,11.09673871,0.04650078,0.25763222,2.56506561,2.16434695,0.01690200,7.51918162,1.87789123,1.20740533
-4.89544772,11.59448866,0.04792522,0.27845437,2.69086390,2.25788848,0.01829346,7.83986814,1.93401733,1.27467189
-4.88944472,12.07457062,0.04933220,0.30012641,2.81241322,2.34732886,0.01971764,8.14598454,1.98663501,1.34143096
-4.88344172,12.53169893,0.05069579,0.32247740,2.92785262,2.43207329,0.02116158,8.43397201,2.03486048,1.40698004
-4.87743872,12.96091096,0.05198901,0.34531377,3.03533635,2.51166816,0.02261097,8.70054623,2.07785223,1.47060469
-4.87143572,13.35766444,0.05318434,0.36842074,3.13308201,2.58580632,0.02405035,8.94276903,2.11483194,1.53159035
-4.86543272,13.71792583,0.05425448,0.39156453,3.21941886,2.65432717,0.02546336,9.15811189,2.14510460,1.58923509
-4.85942971,14.03824706,0.05517292,0.41449543,3.29283477,2.71721154,0.02683304,9.34450924,2.16807757,1.64286275
-4.85342671,14.31582839,0.05591472,0.43695171,3.35201992,2.77457155,0.02814215,9.50039953,2.18327767,1.69183645
-4.84742371,14.54856548,0.05645719,0.45866443,3.39590550,2.82663575,0.02937363,9.62475272,2.19036578,1.73557192
-4.84142071,14.73507912,0.05678058,0.47936294,3.42369604,2.87373019,0.03051097,9.71708306,2.18914842,1.77355031
-4.83541771,14.87472684,0.05686872,0.49878097,3.43489389,2.91625620,0.03153866,9.77744674,2.17958575,1.80533017
-4.82941471,14.96759583,0.05670952,0.51666322,3.42931501,2.95466552,0.03244264,9.80642436,2.16179566,1.83055804
-4.82341171,15.01447763,0.05629547,0.53277208,3.40709521,2.98943414,0.03321071,9.80508897,2.13605362,1.84897739
-4.81740870,15.01682537,0.05562394,0.54689439,3.36868676,3.02103553,0.03383293,9.77496072,2.10278810,1.86043556
-4.81140570,14.97669513,0.05469734,0.55884786,3.31484535,3.04991463,0.03430198,9.71794994,2.06257179,1.86488834
-4.80540270,14.89667345,0.05352317,0.56848698,3.24660802,3.07646348,0.03461341,9.63629065,2.01610855,1.86240204
-4.79939970,14.77979366,0.05211386,0.57570805,3.16526281,3.10099958,0.03476585,9.53246726,1.96421660,1.85315295
-4.79339670,14.62944399,0.05048647,0.58045332,3.07231150,3.12374777,0.03476114,9.40913696,1.90780854,1.83742405
-4.78739370,14.44927080,0.04866226,0.58271377,2.96942684,3.14482647,0.03460432,9.26905095,1.84786864,1.81559922
-4.78139070,14.24308030,0.04666610,0.58253060,2.85840601,3.16423870,0.03430360,9.11497740,1.78542846,1.78815492
-4.77538769,14.01474248,0.04452577,0.57999531,2.74112202,3.18186828,0.03387012,8.94962884,1.72154152,1.75564985
-4.76938469,13.76810019,0.04227123,0.57524828,2.61947502,3.19748143,0.03331775,8.77559676,1.65725797,1.71871274
-4.76338169,13.50688684,0.03993377,0.56847589,2.49534522,3.21073348,0.03266272,8.59529546,1.59360022,1.67802876
-4.75737869,13.23465482,0.03754517,0.55990639,2.37054896,3.22118057,0.03192322,8.41091692,1.53154032,1.63432505
-4.75137569,12.95471705,0.03513690,0.54980446,2.24679957,3.22829583,0.03111896,8.22439798,1.47197994,1.58835572
-4.74537269,12.67010256,0.03273934,0.53846487,2.12567388,3.23148932,0.03027064,8.03740016,1.41573345,1.54088685
-4.73936968,12.38352701,0.03038106,0.52620521,2.00858540,3.23013092,0.02939947,7.85130238,1.36351464,1.49268186
-4.73336668,12.09737755,0.02808827,0.51335813,1.89676447,3.22357542,0.02852667,7.66720558,1.31592724,1.44448758
-4.72736368,11.81371140,0.02588429,0.50026314,1.79124565,3.21118867,0.02767297,7.48594836,1.27345926,1.39702133
-4.72136068,11.53426614,0.02378920,0.48725833,1.69286185,3.19237385,0.02685810,7.30813150,1.23648105,1.35095922
-4.71535768,11.26047968,0.02181964,0.47467215,1.60224505,3.16659693,0.02610044,7.13414964,1.20524657,1.30692564
-4.70935468,10.99351716,0.01998866,0.46281540,1.51983241,3.13341022,0.02541658,6.96422738,1.17989751,1.26548419
-4.70335168,10.73430187,0.01830581,0.45197375,1.44587711,3.09247325,0.02482100,6.79845746,1.16046952,1.22712985
-4.69734867,10.48354712,0.01677718,0.44240073,1.38046267,3.04357014,0.02432580,6.63683856,1.14689999,1.19228240
-4.69134567,10.24178648,0.01540570,0.43431156,1.32351970,2.98662274,0.02394046,6.47931020,1.13903658,1.16128100
-4.68534267,10.00939977,0.01419136,0.42787765,1.27484393,2.92169929,0.02367169,6.32578291,1.13664603,1.13437981
-4.67933967,9.78663294,0.01313161,0.42322219,1.23411461,2.84901791,0.02352327,6.17616205,1.13942271,1.11174463
-4.67333667,9.57361083,0.01222169,0.42041665,1.20091234,2.76894513,0.02349600,6.03036420,1.14699643,1.09345052
-4.66733367,9.37034210,0.01145504,0.41947843,1.17473586,2.68198933,0.02358768,5.88832567,1.15893954,1.07948049
-4.66133067,9.17671699,0.01082369,0.42036977,1.15501716,2.58878945,0.02379314,5.75000329,1.17477300,1.06972521
-4.65532766,8.99249895,0.01031861,0.42299786,1.14113493,2.49009933,0.02410428,5.61536819,1.19397189,1.06398411
-4.64932466,8.81731193,0.00993007,0.42721635,1.13242623,2.38676844,0.02451025,5.48439381,1.21597028,1.06196790
-4.64332166,8.65062591,0.00964795,0.43282832,1.12819664,2.27971963,0.02499762,5.35703984,1.24016613,1.06330271
