energy_ev,total_up,Au_p_up,Au_d_up,Co_p_up,Co_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.88594297,11.95123488,1.82310604,6.83155049,0.66987791,0.67452355,0.02904394,1.23031009,0.05480234,2.72196572
-5.87993997,12.09639705,1.89861006,6.87123288,0.67226345,0.69085614,0.02997444,1.25665678,0.05693817,2.75293148
-5.87393697,12.26172037,1.97866539,6.92100978,0.67615663,0.70841365,0.03094405,1.28404926,0.05928940,2.78984724
-5.86793397,12.44606351,2.06301755,6.98097345,0.68130391,0.72692563,0.03193866,1.31259153,0.06183193,2.83173093
-5.86193097,12.64819711,2.15141884,7.05115571,0.68746525,0.74610529,0.03294425,1.34239147,0.06454082,2.87756972
-5.85592796,12.86677541,2.24361865,7.13149930,0.69441657,0.76565372,0.03394725,1.37355045,0.06739046,2.92633162
-5.84992496,13.10030675,2.33935228,7.22182921,0.70195205,0.78526442,0.03493486,1.40615187,0.07035473,2.97697768
-5.84392196,13.34712581,2.43832904,7.32182550,0.70988601,0.80462820,0.03589538,1.44024945,0.07340726,3.02847455
-5.83791896,13.60537014,2.54022051,7.43099937,0.71805462,0.82343830,0.03681859,1.47585579,0.07652168,3.07980792
-5.83191596,13.87296346,2.64464975,7.54867403,0.72631729,0.84139573,0.03769601,1.51293178,0.07967197,3.12999619
-5.82591296,14.14760743,2.75118230,7.67397154,0.73455769,0.85821472,0.03852121,1.55137773,0.08283278,3.17810466
-5.81990995,14.42678357,2.85931956,7.80580676,0.74268435,0.87362806,0.03928999,1.59102659,0.08597980,3.22325945
-5.81390695,14.70776573,2.96849512,7.94288892,0.75063061,0.88739217,0.04000047,1.63163996,0.08909017,3.26466100
-5.80790395,14.98764339,3.07807430,8.08373106,0.75835396,0.89929190,0.04065319,1.67290709,0.09214275,3.30159646
-5.80190095,15.26335506,3.18735710,8.22666719,0.76583452,0.90914460,0.04125093,1.71444721,0.09511849,3.33345048
-5.79589795,15.53173061,3.29558446,8.36987656,0.77307273,0.91680362,0.04179861,1.75581518,0.09800059,3.35971394
-5.78989495,15.78954064,3.40194756,8.51141415,0.78008617,0.92216073,0.04230293,1.79651030,0.10077468,3.37998993
-5.78389195,16.03355099,3.50559984,8.64924617,0.78690552,0.92514769,0.04277201,1.83598797,0.10342882,3.39399685
-5.77788894,16.26057979,3.60567113,8.78128918,0.79356989,0.92573660,0.04321492,1.87367371,0.10595338,3.40156832
-5.77188594,16.46755478,3.70128340,8.90545135,0.80012157,0.92393913,0.04364113,1.90897896,0.10834086,3.40264970
-5.76588294,16.65156878,3.79156740,9.01967440,0.80660047,0.91980469,0.04406001,1.94131791,0.11058548,3.39729161
-5.75987994,16.80993121,3.87567967,9.12197474,0.81303860,0.91341742,0.04448019,1.97012466,0.11268272,3.38564048
-5.75387694,16.94021430,3.95281937,9.21048283,0.81945484,0.90489237,0.04490911,1.99486999,0.11462883,3.36792688
-5.74787394,17.04029310,4.02224445,9.28347961,0.82585026,0.89437087,0.04535252,2.01507690,0.11642017,3.34445207
-5.74187094,17.10837885,4.08328687,9.33942948,0.83220451,0.88201534,0.04581409,2.03033453,0.11805260,3.31557368
-5.73586793,17.14304597,4.13536658,9.37700942,0.83847337,0.86800394,0.04629513,2.04030976,0.11952093,3.28169132
-5.72986493,17.14325334,4.17800415,9.39513424,0.84458780,0.85252506,0.04679450,2.04475633,0.12081838,3.24323285
-5.72386193,17.10836078,4.21083212,9.39297796,0.85045462,0.83577226,0.04730854,2.04352111,0.12193622,3.20064231
-5.71785893,17.03814186,4.23360486,9.36999172,0.85595893,0.81793953,0.04783125,2.03654756,0.12286357,3.15437001
-5.71185593,16.93279428,4.24620718,9.32591840,0.86096817,0.79921742,0.04835456,2.02387643,0.12358735,3.10486536
-5.70585293,16.79294844,4.24866152,9.26080423,0.86533781,0.77979000,0.04886872,2.00564399,0.12409251,3.05257278
-5.69984992,16.61967482,4.24113377,9.17500755,0.86891831,0.75983278,0.04936279,1.98207783,0.12436242,2.99793068
-5.69384692,16.41448999,4.22393739,9.06920450,0.87156314,0.73951170,0.04982525,1.95349089,0.12437958,2.94137338
-5.68784392,16.17936058,4.19753586,8.94439130,0.87313740,0.71898301,0.05024461,1.92027371,0.12412637,2.88333555
-5.68184092,15.91670381,4.16254273,8.80188255,0.87352659,0.69839403,0.05061002,1.88288556,0.12358608,2.82425837
-5.67583792,15.62938281,4.11971913,8.64330461,0.87264513,0.67788455,0.05091193,1.84184451,0.12274396,2.76459687
-5.66983492,15.32069447,4.06996817,8.47058311,0.87044399,0.65758871,0.05114257,1.79771684,0.12158834,2.70482711
-5.66383192,14.99434730,4.01432561,8.28592343,0.86691709,0.63763699,0.05129646,1.75110592,0.12011168,2.64545261
-5.65782891,14.65442704,3.95394664,8.09178334,0.86210604,0.61815811,0.05137069,1.70264082,0.11831152,2.58700870
-5.65182591,14.30534799,3.89008821,7.89083681,0.85610286,0.59928063,0.05136516,1.65296455,0.11619124,2.53006418
-5.64582291,13.95178872,3.82408703,7.68592879,0.84905044,0.58113389,0.05128256,1.60272239,0.11376065,2.47521951
-5.63981991,13.59861162,3.75733313,7.48002090,0.84114067,0.56384829,0.05112827,1.55254998,0.11103617,2.42310106
-5.63381691,13.25076707,3.69123964,7.27612875,0.83261017,0.54755454,0.05091008,1.50306164,0.10804084,2.37435132
-5.62781391,12.91318377,3.62720913,7.07725220,0.82373391,0.53238220,0.05063775,1.45483883,0.10480388,2.32961520
-5.62181091,12.59064853,3.56659785,6.88630044,0.81481674,0.51845720,0.05032249,1.40841909,0.10136007,2.28952293
-5.61580790,12.28767954,3.51067877,6.70601456,0.80618344,0.50589872,0.04997629,1.36428555,0.09774874,2.25467026
-5.60980490,12.00839840,3.46060503,6.53889045,0.79816761,0.49481554,0.04961127,1.32285746,0.09401257,2.22559713
-5.60380190,11.75640675,3.41737527,6.38710569,0.79109993,0.48530204,0.04923899,1.28448192,0.09019629,2.20276590
-5.59779890,11.53467388,3.38180253,6.25245381,0.78529650,0.47743436,0.04886974,1.24942717,0.08634515,2.18654065
-5.59179590,11.34544156,3.35448828,6.13628953,0.78104763,0.47126680,0.04851196,1.21787790,0.08250353,2.17716886
-5.58579290,11.19015214,3.33580290,6.03948823,0.77860785,0.46682902,0.04817173,1.18993267,0.07871349,2.17476688
-5.57978989,11.06940487,3.32587398,5.96242253,0.77818752,0.46412413,0.04785239,1.16560389,0.07501354,2.17931043
-5.57378689,10.98294457,3.32458320,5.90495788,0.77994657,0.46312811,0.04755436,1.14482032,0.07143762,2.19063102
-5.56778389,10.92968494,3.33157232,5.86646855,0.78399058,0.46379059,0.04727508,1.12743238,0.06801429,2.20841912
-5.56178089,10.90776735,3.34625837,5.84587427,0.79036952,0.46603718,0.04700914,1.11321991,0.06476626,2.23223429
-5.55577789,10.91465387,3.36785755,5.84169655,0.79907923,0.46977336,0.04674863,1.10190248,0.06171024,2.26152225
-5.54977489,10.94725157,3.39541720,5.85213299,0.81006539,0.47488981,0.04648359,1.09315165,0.05885705,2.29563837
-5.54377189,11.00206326,3.42785433,5.87514657,0.82323001,0.48126892,0.04620262,1.08660502,0.05621209,2.33387675
-5.53776888,11.07535814,3.46399940,5.90856623,0.83843991,0.48879233,0.04589359,1.08188124,0.05377602,2.37550361
-5.53176588,11.16335478,3.50264314,5.95019417,0.85553683,0.49734903,0.04554443,1.07859560,0.05154566,2.41979332
-5.52576288,11.26240758,3.54258466,5.99791492,0.87434854,0.50684357,0.04514392,1.07637537,0.04951501,2.46606544
-5.51975988,11.36918771,3.58267833,6.04980094,0.89470033,0.51720397,0.04468243,1.07487438,0.04767638,2.51372063
-5.51375688,11.48084927,3.62187759,6.10420949,0.91642632,0.52838880,0.04415267,1.07378598,0.04602152,2.56227357
-5.50775388,11.59517201,3.65927347,6.15986583,0.93937972,0.54039295,0.04355028,1.07285404,0.04454264,2.61138086
-5.50175088,11.71067292,3.69412607,6.21592845,0.96344166,0.55325160,0.04287423,1.07188125,0.04323342,2.66086216
-5.49574787,11.82668039,3.72588756,6.27203275,0.98852784,0.56704215,0.04212718,1.07073451,0.04208971,2.71071316
-5.48974487,11.94336624,3.75421556,6.32831053,1.01459256,0.58188366,0.04131553,1.06934705,0.04111011,2.76110918
-5.48374187,12.06173320,3.77897642,6.38538412,1.04162998,0.59793379,0.04044935,1.06771728,0.04029634,2.81239875
-5.47773887,12.18355742,3.80023801,6.44433471,1.06967219,0.61538306,0.03954209,1.06590429,0.03965324,2.86508707
-5.47173587,12.31128792,3.81825265,6.50664628,1.09878428,0.63444662,0.03861012,1.06402040,0.03918862,2.91980964
-5.46573287,12.44790713,3.83343096,6.57412738,1.12905649,0.65535380,0.03767215,1.06222095,0.03891287,2.97729702
-5.45972986,12.59675859,3.84630776,6.64881417,1.16059375,0.67833569,0.03674842,1.06069192,0.03883831,3.03833204
-5.45372686,12.76134977,3.85750209,6.73285932,1.19350325,0.70361133,0.03585998,1.05963599,0.03897838,3.10370131
-5.44772386,12.94513916,3.86767295,6.82841181,1.22788051,0.73137313,0.03502774,1.05925761,0.03934675,3.17414332
-5.44172086,13.15131786,3.87747336,6.93749336,1.26379474,0.76177213,0.03427165,1.05974800,0.03995626,3.25029547
-5.43571786,13.38259618,3.88750480,7.06187727,1.30127437,0.79490386,0.03360988,1.06127066,0.04081792,3.33264262
-5.42971486,13.64100566,3.89827457,7.20297547,1.34029351,0.83079544,0.03305803,1.06394812,0.04193982,3.42146994
-5.42371186,13.92772637,3.91015805,7.36173907,1.38076015,0.86939478,0.03262851,1.06785076,0.04332623,3.51682233
-5.41770885,14.24294794,3.92336803,7.53857712,1.42250685,0.91056233,0.03233006,1.07298802,0.04497668,3.61847274
-5.41170585,14.58577142,3.93793247,7.73329737,1.46528463,0.95406597,0.03216737,1.07930267,0.04688530,3.72590118
-5.40570285,14.95415707,3.95368207,7.94507176,1.50876042,0.99957950,0.03214092,1.08666828,0.04904029,3.83828587
-5.39969985,15.34492074,3.97024802,8.17242816,1.55251845,1.04668484,0.03224696,1.09489009,0.05142360,3.95450715
-5.39369685,15.75377950,3.98707031,8.41326862,1.59606571,1.09487811,0.03247766,1.10370931,0.05401083,4.07316453
-5.38769385,16.17544443,4.00341585,8.66491320,1.63884125,1.14357941,0.03282145,1.11281048,0.05677137,4.19260620
-5.38169085,16.60375666,4.01840574,8.92416714,1.68022920,1.19214601,0.03326339,1.12183171,0.05966881,4.31097021
-5.37568784,17.03186027,4.03104983,9.18740828,1.71957474,1.23988849,0.03378574,1.13037714,0.06266146,4.42623538
-5.36968484,17.45240436,4.04028715,9.45069064,1.75620261,1.28608924,0.03436857,1.13803110,0.06570320,4.53628010
-5.36368184,17.85776514,4.04502967,9.70985939,1.78943715,1.33002249,0.03499043,1.14437323,0.06874443,4.63894640
-5.35767884,18.24027823,4.04420748,9.96067234,1.81862302,1.37097519,0.03562898,1.14899381,0.07173317,4.73210653
-5.35167584,18.59247098,4.03681276,10.19892258,1.84314573,1.40826775,0.03626173,1.15150860,0.07461629,4.81372935
-5.34567284,18.90728514,4.02194059,10.42055740,1.86245096,1.44127384,0.03686659,1.15157246,0.07734079,4.88194362
-5.33966983,19.17828071,3.99882449,10.62178873,1.87606193,1.46943847,0.03742251,1.14889112,0.07985512,4.93509559
-5.33366683,19.39981328,3.96686518,10.79919112,1.88359396,1.49229352,0.03790996,1.14323068,0.08211044,4.97179872
-5.32766383,19.56717847,3.92565137,10.94978404,1.88476570,1.50947025,0.03831136,1.13442437,0.08406189,4.99097352
-5.32166083,19.67671917,3.87497184,11.07109601,1.87940662,1.52070821,0.03861139,1.12237645,0.08566964,4.99187618
-5.31565783,19.72589298,3.81481876,11.16120924,1.86746057,1.52586039,0.03879725,1.10706318,0.08689993,4.97411523
-5.30965483,19.71329955,3.74538248,11.21878432,1.84898533,1.52489444,0.03885881,1.08853093,0.08772584,4.93765601
-5.30365183,19.63866904,3.66703861,11.24306541,1.82414838,1.51789003,0.03878866,1.06689180,0.08812792,4.88281315
-5.29764882,19.50281500,3.58032860,11.23386724,1.79321933,1.50503273,0.03858210,1.04231701,0.08809455,4.81023219
-5.29164582,19.30755615,3.48593525,11.19154592,1.75655935,1.48660471,0.03823708,1.01502857,0.08762215,4.72086130
-5.28564282,19.05561272,3.38465474,11.11695625,1.71460839,1.46297290,0.03775404,0.98528984,0.08671512,4.61591516
-5.27963982,18.75048373,3.27736700,11.01139820,1.66787073,1.43457511,0.03713578,0.95339536,0.08538555,4.49683254
-5.27363682,18.39631184,3.16500597,10.87655591,1.61689970,1.40190498,0.03638720,0.91966066,0.08365281,4.36522997
-5.26763382,17.99774244,3.04853139,10.71443218,1.56228215,1.36549639,0.03551512,0.88441247,0.08154288,4.22285334
-5.26163082,17.55978300,2.92890319,10.52728150,1.50462335,1.32590786,0.03452802,0.84797961,0.07908758,4.07152961
-5.25562781,17.08766834,2.80705970,10.31754414,1.44453294,1.28370791,0.03343580,0.81068524,0.07632364,3.91312027
-5.24962481,16.58673618,2.68390023,10.08778377,1.38261223,1.23946156,0.03224952,0.77284024,0.07329177,3.74947827
-5.24362181,16.06231659,2.56027222,9.84063021,1.31944328,1.19371865,0.03098122,0.73473827,0.07003560,3.58240956
-5.23761881,15.51963743,2.43696317,9.57872871,1.25557996,1.14700413,0.02964360,0.69665218,0.06660065,3.41364021
-5.23161581,14.96374724,2.31469687,9.30469650,1.19154099,1.09981057,0.02824990,0.65883197,0.06303330,3.24478959
-5.22561281,14.39945540,2.19413339,9.02108697,1.12780497,1.05259296,0.02681362,0.62150391,0.05937984,3.07734985
-5.21960980,13.83128901,2.07587217,8.73036117,1.06480726,1.00576555,0.02534834,0.58487086,0.05568559,2.91267160
-5.21360680,13.26346472,1.96045731,8.43486633,1.00293849,0.95970080,0.02386757,0.54911330,0.05199406,2.75195536
-5.20760380,12.69987349,1.84838422,8.13682048,0.94254448,0.91472986,0.02238452,0.51439106,0.04834634,2.59624819
-5.20160080,12.14407571,1.74010668,7.83830228,0.88392721,0.87114449,0.02091199,0.48084527,0.04478047,2.44644475
-5.19559780,11.59930407,1.63604368,7.54124485,0.82734663,0.82919988,0.01946219,0.44860047,0.04133103,2.30329189
-5.18959480,11.06847157,1.53658519,7.24743270,0.77302300,0.78911803,0.01804659,0.41776662,0.03802878,2.16739596
-5.18359180,10.55418205,1.44209655,6.95850047,0.72113949,0.75109123,0.01667585,0.38844082,0.03490051,2.03923184
-5.17758879,10.05874130,1.35292092,6.67593268,0.67184491,0.71528538,0.01535963,0.36070870,0.03196886,1.91915300
-5.17158579,9.58416681,1.26937981,6.40106371,0.62525625,0.68184275,0.01410658,0.33464534,0.02925234,1.80740175
-5.16558279,9.13219505,1.19177150,6.13507721,0.58146114,0.65088400,0.01292419,0.31031577,0.02676536,1.70411930
-5.15957979,8.70428522,1.12036760,5.87900480,0.54051992,0.62250921,0.01181874,0.28777499,0.02451835,1.60935487
-5.15357679,8.30161951,1.05540790,5.63372368,0.50246752,0.59679794,0.01079529,0.26706759,0.02251789,1.52307395
-5.14757379,7.92509967,0.99709394,5.39995325,0.46731493,0.57380830,0.00985760,0.24822709,0.02076691,1.44516520
-5.14157079,7.57534077,0.94558158,5.17825099,0.43505049,0.55357509,0.00900817,0.23127497,0.01926489,1.37544627
-5.13556778,7.25266295,0.90097322,4.96900799,0.40564092,0.53610724,0.00824818,0.21621959,0.01800805,1.31366849
-5.12956478,6.95708251,0.86330990,4.77244459,0.37903226,0.52138473,0.00757756,0.20305504,0.01698958,1.25952069
-5.12356178,6.68830371,0.83256402,4.58860698,0.35515066,0.50935534,0.00699503,0.19176006,0.01619984,1.21263245
-5.11755878,6.44571298,0.80863286,4.41736533,0.33390320,0.49993162,0.00649813,0.18229706,0.01562659,1.17257713
-5.11155578,6.22837710,0.79133353,4.25841424,0.31517884,0.49298827,0.00608329,0.17461142,0.01525521,1.13887499
-5.10555278,6.03504686,0.78039964,4.11127631,0.29884935,0.48836042,0.00574595,0.16863103,0.01506893,1.11099679
-5.09954977,5.86416765,0.77547999,3.97530940,0.28477055,0.48584306,0.00548063,0.16426624,0.01504907,1.08836815
-5.09354677,5.71389802,0.77613946,3.84971810,0.27278365,0.48519189,0.00528104,0.16141016,0.01517532,1.07037499
-5.08754377,5.58213699,0.78186240,3.73356982,0.26271691,0.48612581,0.00514023,0.15993952,0.01542602,1.05637024
-5.08154077,5.46656044,0.79205849,3.62581551,0.25438750,0.48833111,0.00505073,0.15971581,0.01577852,1.04568177
-5.07553777,5.36466638,0.80607100,3.52531504,0.24760358,0.49146740,0.00500465,0.16058710,0.01620952,1.03762184
-5.06953477,5.27382854,0.82318750,3.43086669,0.24216669,0.49517518,0.00499390,0.16239011,0.01669550,1.03149767
-5.06353177,5.19135700,0.84265259,3.34124022,0.23787431,0.49908484,0.00501030,0.16495286,0.01721309,1.02662315
-5.05752876,5.11456432,0.86368259,3.25521249,0.23452260,0.50282676,0.00504577,0.16809755,0.01773959,1.02233128
-5.05152576,5.04083490,0.88548150,3.17160455,0.23190926,0.50604221,0.00509248,0.17164383,0.01825338,1.01798703
-5.04552276,4.96769538,0.90725809,3.08931887,0.22983651,0.50839444,0.00514298,0.17541225,0.01873443,1.01300015
-5.03951976,4.89288313,0.92824336,3.00737510,0.22811403,0.50957964,0.00519041,0.17922777,0.01916471,1.00683745
-5.03351676,4.81441019,0.94770782,2.92494303,0.22656185,0.50933711,0.00522855,0.18292339,0.01952858,0.99903416
-5.02751376,4.73061988,0.96497821,2.84137113,0.22501315,0.50745823,0.00525202,0.18634355,0.01981322,0.98920372
-5.02151076,4.64023345,0.97945276,2.75620928,0.22331676,0.50379368,0.00525628,0.18934734,0.02000885,0.97704570
-5.01550775,4.54238458,0.99061473,2.66922449,0.22133942,0.49825864,0.00523777,0.19181142,0.02010896,0.96235135
-5.00950475,4.43663981,0.99804353,2.58040869,0.21896764,0.49083562,0.00519391,0.19363240,0.02011042,0.94500668
-5.00350175,4.32300384,1.00142310,2.48997791,0.21610916,0.48157465,0.00512314,0.19472875,0.02001348,0.92499260
-4.99749875,4.20190899,1.00054723,2.39836269,0.21269383,0.47059099,0.00502485,0.19504205,0.01982169,0.90238230
-4.99149575,4.07418903,0.99532156,2.30618971,0.20867413,0.45806020,0.00489940,0.19453761,0.01954167,0.87733580
-4.98549275,3.94103816,0.98576218,2.21425538,0.20402490,0.44421097,0.00474797,0.19320435,0.01918281,0.85009182
-4.97948974,3.80395666,0.97199096,2.12349206,0.19874276,0.42931585,0.00457253,0.19105402,0.01875688,0.82095730
-4.97348674,3.66468542,0.95422773,2.03492855,0.19284483,0.41368047,0.00437569,0.18811979,0.01827757,0.79029507
-4.96748374,3.52513188,0.93277961,1.94964604,0.18636697,0.39763160,0.00416058,0.18445413,0.01776001,0.75850987
-4.96148074,3.38729059,0.90802794,1.86873160,0.17936168,0.38150464,0.00393069,0.18012624,0.01722013,0.72603357
-4.95547774,3.25316152,0.88041337,1.79323108,0.17189550,0.36563111,0.00368977,0.17521908,0.01667422,0.69330999
-4.94947474,3.12466970,0.85041953,1.72410330,0.16404623,0.35032664,0.00344165,0.16982599,0.01613831,0.66077990
-4.94347174,3.00358939,0.81855623,1.66217770,0.15589992,0.33588005,0.00319012,0.16404721,0.01562772,0.62886694
-4.93746873,2.89147596,0.78534241,1.60811708,0.14754778,0.32254388,0.00293883,0.15798636,0.01515657,0.59796471
-4.93146573,2.78960822,0.75128994,1.56238710,0.13908316,0.31052673,0.00269118,0.15174701,0.01473745,0.56842575
-4.92546273,2.69894345,0.71688851,1.52523392,0.13059865,0.29998779,0.00245020,0.14542939,0.01438113,0.54055262
-4.91945973,2.62008680,0.68259229,1.49667081,0.12218335,0.29103360,0.00221853,0.13912760,0.01409633,0.51459139
-4.91345673,2.55327603,0.64880887,1.47647442,0.11392059,0.28371706,0.00199838,0.13292713,0.01388967,0.49072761
-4.90745373,2.49838193,0.61589063,1.46419071,0.10588583,0.27803878,0.00179147,0.12690291,0.01376562,0.46908497
-4.90145073,2.45492395,0.58412887,1.45915031,0.09814518,0.27395042,0.00159905,0.12111796,0.01372660,0.44972628
-4.89544772,2.42209998,0.55375079,1.46049266,0.09075424,0.27135989,0.00142192,0.11562257,0.01377312,0.43265681
-4.88944472,2.39882846,0.52491912,1.46719762,0.08375748,0.27013792,0.00126045,0.11045413,0.01390399,0.41782957
-4.88344172,2.38380070,0.49773438,1.47812332,0.07718801,0.27012586,0.00111464,0.10563733,0.01411657,0.40515217
-4.87743872,2.37554064,0.47223942,1.49204843,0.07106778,0.27114398,0.00098413,0.10118507,0.01440700,0.39449481
-4.87143572,2.37246913,0.44842574,1.50771695,0.06540822,0.27300008,0.00086832,0.09709953,0.01477050,0.38569898
-4.86543272,2.37296967,0.42624140,1.52388365,0.06021108,0.27549785,0.00076637,0.09337374,0.01520163,0.37858637
-4.85942971,2.37545263,0.40559976,1.53935809,0.05546959,0.27844468,0.00067729,0.08999322,0.01569443,0.37296748
-4.85342671,2.37841506,0.38638871,1.55304543,0.05116975,0.28165851,0.00059999,0.08693783,0.01624268,0.36864969
-4.84742371,2.38049365,0.36847984,1.56398233,0.04729178,0.28497351,0.00053334,0.08418352,0.01683994,0.36544421
-4.84142071,2.38050880,0.35173719,1.57136671,0.04381150,0.28824443,0.00047622,0.08170407,0.01747965,0.36317198
-4.83541771,2.37749837,0.33602506,1.57458016,0.04070174,0.29134945,0.00042754,0.07947268,0.01815511,0.36166795
-4.82941471,2.37074019,0.32121473,1.57320252,0.03793367,0.29419157,0.00038631,0.07746322,0.01885944,0.36078411
-4.82341171,2.35976323,0.30718984,1.56701847,0.03547793,0.29669863,0.00035163,0.07565140,0.01958550,0.36039097
-4.81740870,2.34434766,0.29385019,1.55601613,0.03330566,0.29882215,0.00032274,0.07401547,0.02032576,0.36037781
-4.81140570,2.32451503,0.28111428,1.54037853,0.03138932,0.30053510,0.00029902,0.07253685,0.02107221,0.36065182
-4.80540270,2.30050975,0.26892022,1.52046863,0.02970330,0.30182894,0.00028001,0.07120029,0.02181622,0.36113647
-4.79939970,2.27277375,0.25722557,1.49680921,0.02822438,0.30271024,0.00026539,0.06999398,0.02254850,0.36176920
-4.79339670,2.24191642,0.24600605,1.47005885,0.02693196,0.30319712,0.00025501,0.06890937,0.02325908,0.36249908
-4.78739370,2.20868164,0.23525344,1.44098552,0.02580825,0.30331575,0.00024887,0.06794085,0.02393730,0.36328429
-4.78139070,2.17391410,0.22497298,1.41043904,0.02483814,0.30309725,0.00024712,0.06708546,0.02457198,0.36409008
-4.77538769,2.13852654,0.21518039,1.37932380,0.02400914,0.30257507,0.00025003,0.06634234,0.02515154,0.36488704
-4.76938469,2.10346941,0.20589889,1.34857278,0.02331117,0.30178306,0.00025800,0.06571238,0.02566429,0.36565007
-4.76338169,2.06970396,0.19715628,1.31912373,0.02273623,0.30075412,0.00027155,0.06519777,0.02609874,0.36635793
-4.75737869,2.03817946,0.18898234,1.29189823,0.02227814,0.29951968,0.00029129,0.06480159,0.02644396,0.36699341
-4.75137569,2.00981479,0.18140656,1.26778375,0.02193222,0.29810966,0.00031790,0.06452747,0.02668999,0.36754396
-4.74537269,1.98548418,0.17445635,1.24761911,0.02169490,0.29655295,0.00035214,0.06437930,0.02682824,0.36800270
-4.73936968,1.96600665,0.16815564,1.23218283,0.02156346,0.29487819,0.00039480,0.06436093,0.02685191,0.36836959
-4.73336668,1.95213853,0.16252391,1.22218445,0.02153567,0.29311466,0.00044671,0.06447595,0.02675635,0.36865249
-4.72736368,1.94456811,0.15757558,1.21825800,0.02160952,0.29129313,0.00050869,0.06472741,0.02653936,0.36886797
-4.72136068,1.94391173,0.15331967,1.22095751,0.02178294,0.28944651,0.00058156,0.06511759,0.02620142,0.36904174
-4.71535768,1.95071041,0.14975968,1.23075377,0.02205356,0.28761002,0.00066611,0.06564775,0.02574579,0.36920840
-4.70935468,1.96542644,0.14689352,1.24803215,0.02241847,0.28582111,0.00076308,0.06631779,0.02517860,0.36941061
-4.70335168,1.98843956,0.14471360,1.27309097,0.02287406,0.28411870,0.00087311,0.06712602,0.02450869,0.36969755
-4.69734867,2.02004249,0.14320683,1.30614029,0.02341587,0.28254209,0.00099678,0.06806882,0.02374749,0.37012277
-4.69134567,2.06043583,0.14235465,1.34730091,0.02403845,0.28112939,0.00113454,0.06914037,0.02290864,0.37074149
-4.68534267,2.10972260,0.14213299,1.39660369,0.02473532,0.27991574,0.00128673,0.07033240,0.02200767,0.37160753
-4.67933967,2.16790273,0.14251224,1.45398903,0.02549889,0.27893129,0.00145354,0.07163395,0.02106153,0.37277015
-4.67333667,2.23486813,0.14345719,1.51930685,0.02632056,0.27819930,0.00163502,0.07303133,0.02008805,0.37427078
-4.66733367,2.31039852,0.14492698,1.59231696,0.02719070,0.27773434,0.00183106,0.07450802,0.01910548,0.37614014
-4.66133067,2.39415880,0.14687515,1.67269006,0.02809883,0.27754087,0.00204137,0.07604481,0.01813187,0.37839564
-4.65532766,2.48569797,0.14924978,1.76000934,0.02903371,0.27761228,0.00226552,0.07761998,0.01718460,0.38103951
-4.64932466,2.58445009,0.15199373,1.85377278,0.02998356,0.27793045,0.00250288,0.07920963,0.01627991,0.38405750
-4.64332166,2.68973705,0.15504503,1.95339595,0.03093624,0.27846587,0.00275267,0.08078810,0.01543242,0.38741839
