energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Y_p_up,Y_d_up
-5.81390695,2.70644226,0.02010320,0.06040497,0.03546816,1.88162551,1.04299707,0.62561277,0.89716302,0.24465692
-5.80790395,2.64231432,0.01989464,0.05901197,0.03479075,1.83577421,1.01214030,0.61564051,0.87714970,0.23777020
-5.80190095,2.56807335,0.01958431,0.05739052,0.03395043,1.78289844,0.97761297,0.60340524,0.85342239,0.23008100
-5.79589795,2.48414317,0.01917728,0.05554689,0.03295444,1.72332652,0.93969319,0.58888582,0.82617341,0.22162122
-5.78989495,2.39122556,0.01868037,0.05349562,0.03181352,1.65757644,0.89875565,0.57213347,0.79567581,0.21244964
-5.78389195,2.29027512,0.01810193,0.05125871,0.03054153,1.58633763,0.85525859,0.55326977,0.76227398,0.20264920
-5.77788894,2.18246599,0.01745161,0.04886466,0.02915511,1.51044718,0.80972823,0.53248214,0.72637210,0.19232356
-5.77188594,2.06915227,0.01674012,0.04634728,0.02767314,1.43086194,0.76274161,0.51001718,0.68842103,0.18159307
-5.76588294,1.95182376,0.01597896,0.04374447,0.02611617,1.34862755,0.71490839,0.48617224,0.64890419,0.17059033
-5.75987994,1.83205933,0.01518018,0.04109683,0.02450582,1.26484603,0.66685258,0.46128552,0.60832305,0.15945555
-5.75387694,1.71147966,0.01435608,0.03844635,0.02286417,1.18064308,0.61919484,0.43572534,0.56718299,0.14833197
-5.74787394,1.59170126,0.01351898,0.03583510,0.02121314,1.09713655,0.57253586,0.40987886,0.52597976,0.13736138
-5.74187094,1.47429333,0.01268101,0.03330397,0.01957397,1.01540696,0.52744156,0.38414075,0.48518731,0.12668004
-5.73586793,1.36073876,0.01185383,0.03089159,0.01796666,0.93647104,0.48443028,0.35890224,0.44524712,0.11641505
-5.72986493,1.25240027,0.01104848,0.02863330,0.01640954,0.86125893,0.44396226,0.33454077,0.40655945,0.10668126
-5.72386193,1.15049232,0.01027521,0.02656040,0.01491897,0.79059547,0.40643156,0.31141062,0.36947650,0.09757881
-5.71785893,1.05605914,0.00954328,0.02469940,0.01350900,0.72518568,0.37216039,0.28983459,0.33429763,0.08919131
-5.71185593,0.96995883,0.00886087,0.02307165,0.01219124,0.66560454,0.34139564,0.27009705,0.30126659,0.08158460
-5.70585293,0.89285338,0.00823494,0.02169293,0.01097477,0.61229079,0.31430760,0.25243821,0.27057055,0.07480617
-5.69984992,0.82520422,0.00767118,0.02057335,0.00986611,0.56554448,0.29099052,0.23704976,0.24234084,0.06888510
-5.69384692,0.76727265,0.00717394,0.01971733,0.00886928,0.52552789,0.27146478,0.22407186,0.21665509,0.06383247
-5.68784392,0.71912473,0.00674616,0.01912373,0.00798594,0.49226934,0.25568037,0.21359132,0.19354058,0.05964224
-5.68184092,0.68063980,0.00638939,0.01878612,0.00721554,0.46566960,0.24352155,0.20564111,0.17297851,0.05629242
-5.67583792,0.65152229,0.00610377,0.01869316,0.00655553,0.44551026,0.23481240,0.20020085,0.15490889,0.05374655
-5.66983492,0.63131609,0.00588806,0.01882906,0.00600158,0.43146397,0.22932307,0.19719849,0.13923597,0.05195542
-5.66383192,0.61942127,0.00573970,0.01917417,0.00554785,0.42310606,0.22677662,0.19651291,0.12583377,0.05085896
-5.65782891,0.61511251,0.00565487,0.01970559,0.00518722,0.41992737,0.22685645,0.19797753,0.11455179,0.05038820
-5.65182591,0.61755933,0.00562861,0.02039796,0.00491154,0.42134815,0.22921407,0.20138479,0.10522058,0.05046741
-5.64582291,0.62584752,0.00565489,0.02122421,0.00471188,0.42673283,0.23347729,0.20649145,0.09765710,0.05101624
-5.63981991,0.63900180,0.00572682,0.02215637,0.00457877,0.43540548,0.23925874,0.21302472,0.09166991,0.05195189
-5.63381691,0.65600947,0.00583677,0.02316651,0.00450244,0.44666594,0.24616463,0.22068914,0.08706397,0.05319131
-5.62781391,0.67584463,0.00597656,0.02422756,0.00447301,0.45980639,0.25380374,0.22917397,0.08364512,0.05465331
-5.62181091,0.69749290,0.00613769,0.02531425,0.00448068,0.47412810,0.26179645,0.23816118,0.08122427,0.05626069
-5.61580790,0.71997601,0.00631153,0.02640392,0.00451594,0.48895819,0.26978371,0.24733370,0.07962113,0.05794217
-5.60980490,0.74237590,0.00648956,0.02747735,0.00456976,0.50366605,0.27743572,0.25638388,0.07866763,0.05963425
-5.60380190,0.76385776,0.00666360,0.02851945,0.00463368,0.51767900,0.28446024,0.26502176,0.07821096,0.06128280
-5.59779890,0.78369134,0.00682603,0.02951988,0.00470000,0.53049682,0.29061011,0.27298310,0.07811620,0.06284450
-5.59179590,0.80126982,0.00696999,0.03047348,0.00476187,0.54170467,0.29568991,0.28003673,0.07826851,0.06428783
-5.58579290,0.81612575,0.00708960,0.03138054,0.00481344,0.55098400,0.29956135,0.28599103,0.07857501,0.06559392
-5.57978989,0.82794311,0.00718010,0.03224690,0.00484985,0.55812088,0.30214736,0.29069929,0.07896599,0.06675685
-5.57378689,0.83656522,0.00723800,0.03308384,0.00486737,0.56301160,0.30343449,0.29406367,0.07939587,0.06778362
-5.56778389,0.84199791,0.00726120,0.03390767,0.00486337,0.56566496,0.30347361,0.29603763,0.07984344,0.06869372
-5.56178089,0.84440764,0.00724898,0.03473925,0.00483636,0.56620129,0.30237873,0.29662664,0.08031169,0.06951826
-5.55577789,0.84411451,0.00720208,0.03560317,0.00478593,0.56484790,0.30032395,0.29588709,0.08082697,0.07029864
-5.54977489,0.84158019,0.00712262,0.03652681,0.00471274,0.56193117,0.29753852,0.29392354,0.08143769,0.07108499
-5.54377189,0.83739106,0.00701403,0.03753927,0.00461838,0.55786530,0.29430015,0.29088420,0.08221234,0.07193412
-5.53776888,0.83223709,0.00688092,0.03867010,0.00450535,0.55313816,0.29092673,0.28695493,0.08323702,0.07290742
-5.53176588,0.82688701,0.00672891,0.03994807,0.00437684,0.54829451,0.28776661,0.28235196,0.08461243,0.07406841
-5.52576288,0.82216068,0.00656443,0.04139985,0.00423667,0.54391725,0.28518782,0.27731360,0.08645032,0.07548032
-5.51975988,0.81889952,0.00639451,0.04304875,0.00408910,0.54060722,0.28356640,0.27209120,0.08886967,0.07720363
-5.51375688,0.81793610,0.00622648,0.04491358,0.00393868,0.53896220,0.28327429,0.26693990,0.09199230,0.07929377
-5.50775388,0.82006388,0.00606776,0.04700760,0.00379005,0.53955592,0.28466709,0.26210937,0.09593849,0.08179891
-5.50175088,0.82600822,0.00592559,0.04933774,0.00364785,0.54291764,0.28807201,0.25783491,0.10082220,0.08475815
-5.49574787,0.83639956,0.00580673,0.05190405,0.00351647,0.54951309,0.29377642,0.25432942,0.10674649,0.08819996
-5.48974487,0.85174992,0.00571728,0.05469933,0.00339997,0.55972735,0.30201738,0.25177627,0.11379887,0.09214111
-5.48374187,0.87243333,0.00566240,0.05770918,0.00330194,0.57385029,0.31297234,0.25032364,0.12204700,0.09658597
-5.47773887,0.89867094,0.00564616,0.06091230,0.00322536,0.59206505,0.32675148,0.25008022,0.13153469,0.10152630
-5.47173587,0.93052139,0.00567135,0.06428106,0.00317253,0.61443987,0.34339176,0.25111258,0.14227845,0.10694158
-5.46573287,0.96787667,0.00573940,0.06778243,0.00314500,0.64092374,0.36285313,0.25344429,0.15426474,0.11279967
-5.45972986,1.01046364,0.00585027,0.07137907,0.00314350,0.67134578,0.38501677,0.25705658,0.16744783,0.11905803
-5.45372686,1.05785118,0.00600246,0.07503074,0.00316798,0.70541864,0.40968574,0.26189066,0.18174875,0.12566516
-5.44772386,1.10946262,0.00619300,0.07869573,0.00321755,0.74274555,0.43658788,0.26785149,0.19705501,0.13256251
-5.44172086,1.16459304,0.00641756,0.08233259,0.00329054,0.78283105,0.46538107,0.27481275,0.21322148,0.13968644
-5.43571786,1.22243088,0.00667052,0.08590164,0.00338457,0.82509481,0.49566057,0.28262285,0.23007224,0.14697046
-5.42971486,1.28208286,0.00694517,0.08936665,0.00349660,0.86888828,0.52696847,0.29111164,0.24740349,0.15434741
-5.42371186,1.34260154,0.00723390,0.09269630,0.00362302,0.91351339,0.55880480,0.30009752,0.26498745,0.16175170
-5.41770885,1.40301430,0.00752840,0.09586546,0.00375977,0.95824282,0.59064014,0.30939478,0.28257716,0.16912128
-5.41170585,1.46235278,0.00781997,0.09885625,0.00390250,1.00234099,0.62192916,0.31882058,0.29991205,0.17639945
-5.40570285,1.51968161,0.00809973,0.10165878,0.00404660,1.04508511,0.65212486,0.32820159,0.31672412,0.18353645
-5.39969985,1.57412533,0.00835894,0.10427152,0.00418746,1.08578546,0.68069289,0.33737983,0.33274453,0.19049048
-5.39369685,1.62489268,0.00858928,0.10670135,0.00432050,1.12380422,0.70712559,0.34621751,0.34771039,0.19722857
-5.38769385,1.67129709,0.00878309,0.10896318,0.00444137,1.15857216,0.73095515,0.35460076,0.36137152,0.20372677
-5.38169085,1.71277287,0.00893359,0.11107916,0.00454604,1.18960263,0.75176558,0.36244206,0.37349700,0.20997010
-5.37568784,1.74888654,0.00903514,0.11307765,0.00463091,1.21650231,0.76920305,0.36968130,0.38388111,0.21595191
-5.36968484,1.77934286,0.00908338,0.11499168,0.00469294,1.23897858,0.78298419,0.37628555,0.39234872,0.22167298
-5.36368184,1.80398562,0.00907536,0.11685738,0.00472969,1.25684310,0.79290226,0.38224749,0.39875968,0.22714017
-5.35767884,1.82279339,0.00900958,0.11871203,0.00473938,1.27001179,0.79883089,0.38758271,0.40301231,0.23236487
-5.35167584,1.83587043,0.00888608,0.12059214,0.00472096,1.27850132,0.80072541,0.39232599,0.40504567,0.23736119
-5.34567284,1.84343365,0.00870635,0.12253149,0.00467405,1.28242238,0.79862182,0.39652687,0.40484072,0.24214416
-5.33966983,1.84579625,0.00847327,0.12455921,0.00459901,1.28197019,0.79263343,0.40024467,0.40242029,0.24672779
-5.33366683,1.84334897,0.00819099,0.12669814,0.00449684,1.27741295,0.78294559,0.40354333,0.39784796,0.25112337
-5.32766383,1.83654012,0.00786479,0.12896340,0.00436913,1.26907859,0.76980854,0.40648633,0.39122581,0.25533789
-5.32166083,1.82585529,0.00750087,0.13136135,0.00421804,1.25734088,0.75352903,0.40913194,0.38269141,0.25937282
-5.31565783,1.81179789,0.00710614,0.13388894,0.00404615,1.24260525,0.73446078,0.41152914,0.37241386,0.26322319
-5.30965483,1.79487149,0.00668801,0.13653360,0.00385641,1.22529525,0.71299454,0.41371441,0.36058948,0.26687720
-5.30365183,1.77556463,0.00625418,0.13927347,0.00365201,1.20584019,0.68954773,0.41570952,0.34743691,0.27031624
-5.29764882,1.75433909,0.00581245,0.14207834,0.00343628,1.18466441,0.66455452,0.41752059,0.33319217,0.27351543
-5.29164582,1.73162167,0.00537046,0.14491079,0.00321262,1.16217872,0.63845629,0.41913831,0.31810361,0.27644470
-5.28564282,1.70780014,0.00493561,0.14772798,0.00298437,1.13877420,0.61169297,0.42053944,0.30242707,0.27907026
-5.27963982,1.68322297,0.00451487,0.15048361,0.00275474,1.11481850,0.58469548,0.42168948,0.28642130,0.28135655
-5.27363682,1.65820295,0.00411466,0.15313022,0.00252674,1.09065467,0.55787938,0.42254639,0.27034379,0.28326844
-5.26763382,1.63302395,0.00374082,0.15562153,0.00230312,1.06660228,0.53163980,0.42306508,0.25444705,0.28477373
-5.26163082,1.60795039,0.00339851,0.15791496,0.00208633,1.04296054,0.50634779,0.42320252,0.23897544,0.28584573
-5.25562781,1.58323854,0.00309224,0.15997381,0.00187847,1.02001313,0.48234781,0.42292314,0.22416251,0.28646577
-5.24962481,1.55914871,0.00282582,0.16176947,0.00168128,0.99803397,0.45995645,0.42220424,0.21022877,0.28662563
-5.24362181,1.53595745,0.00260241,0.16328308,0.00149618,0.97729364,0.43946208,0.42104094,0.19738005,0.28632966
-5.23761881,1.51396871,0.00242457,0.16450689,0.00132420,0.95806570,0.42112527,0.41945068,0.18580604,0.28559643
-5.23161581,1.49352315,0.00229426,0.16544502,0.00116610,0.94063233,0.40517968,0.41747656,0.17567937,0.28445991
-5.22561281,1.47500480,0.00221289,0.16611378,0.00102230,0.92528885,0.39183327,0.41518971,0.16715469,0.28297008
-5.21960980,1.45884431,0.00218137,0.16654123,0.00089299,0.91234658,0.38126947,0.41269017,0.16036807,0.28119280
-5.21360680,1.44551861,0.00220014,0.16676637,0.00077816,0.90213368,0.37364828,0.41010635,0.15543639,0.27920903
-5.20760380,1.43554656,0.00226915,0.16683760,0.00067760,0.89499389,0.36910690,0.40759293,0.15245680,0.27711338
-5.20160080,1.42948074,0.00238793,0.16681088,0.00059102,0.89128289,0.36776005,0.40532737,0.15150627,0.27501206
-5.19559780,1.42789576,0.00255550,0.16674742,0.00051802,0.89136261,0.36969969,0.40350495,0.15264102,0.27302022
-5.18959480,1.43137341,0.00277047,0.16671113,0.00045819,0.89559352,0.37499430,0.40233275,0.15589614,0.27125891
-5.18359180,1.44048561,0.00303089,0.16676596,0.00041113,0.90432538,0.38368779,0.40202266,0.16128525,0.26985173
-5.17758879,1.45577584,0.00333436,0.16697325,0.00037650,0.91788695,0.39579805,0.40278379,0.16880028,0.26892134
-5.17158579,1.47774019,0.00367791,0.16738918,0.00035401,0.93657507,0.41131547,0.40481475,0.17841151,0.26858597
-5.16558279,1.50680887,0.00405806,0.16806256,0.00034352,0.96064392,0.43020150,0.40829592,0.19006791,0.26895608
-5.15957979,1.54332929,0.00447077,0.16903292,0.00034501,0.99029485,0.45238748,0.41338232,0.20369777,0.27013134
-5.15357679,1.58755146,0.00491152,0.17032911,0.00035860,1.02566738,0.47777397,0.42019722,0.21920973,0.27219806
-5.14757379,1.63961640,0.00537530,0.17196841,0.00038457,1.06683186,0.50623062,0.42882698,0.23649423,0.27522708
-5.14157079,1.69954809,0.00585671,0.17395620,0.00042335,1.11378400,0.53759673,0.43931714,0.25542525,0.27927223
-5.13556778,1.76724915,0.00635001,0.17628613,0.00047556,1.16644151,0.57168253,0.45167008,0.27586242,0.28436940
-5.12956478,1.84250015,0.00684927,0.17894085,0.00054189,1.22464287,0.60827109,0.46584427,0.29765334,0.29053606
-5.12356178,1.92496234,0.00734844,0.18189315,0.00062321,1.28814795,0.64712079,0.48175502,0.32063593,0.29777140
-5.11755878,2.01418328,0.00784154,0.18510740,0.00072041,1.35664041,0.68796812,0.49927679,0.34464084,0.30605673
-5.11155578,2.10960463,0.00832275,0.18854134,0.00083446,1.42973131,0.73053063,0.51824671,0.36949359,0.31535626
-5.10555278,2.21057140,0.00878660,0.19214784,0.00096632,1.50696358,0.77450986,0.53846917,0.39501639,0.32561801
-5.09954977,2.31634184,0.00922806,0.19587680,0.00111689,1.58781689,0.81959386,0.55972126,0.42102954,0.33677476
-5.09354677,2.42609725,0.00964266,0.19967680,0.00128694,1.67171250,0.86545934,0.58175854,0.44735224,0.34874502
-5.08754377,2.53895104,0.01002661,0.20349664,0.00147709,1.75801781,0.91177304,0.60432109,0.47380284,0.36143383
-5.08154077,2.65395683,0.01037682,0.20728653,0.00168773,1.84605040,0.95819265,0.62713943,0.50019848,0.37473344
-5.07553777,2.77011517,0.01069098,0.21099895,0.00191895,1.93508161,1.00436695,0.64994004,0.52635431,0.38852382
-5.06953477,2.88637934,0.01096751,0.21458917,0.00217053,2.02433976,1.04993563,0.67245039,0.55208230,0.40267305
-5.06353177,3.00166028,0.01120556,0.21801538,0.00244186,2.11301337,1.09452886,0.69440332,0.57718988,0.41703770
-5.05752876,3.11483162,0.01140490,0.22123853,0.00273195,2.20025497,1.13776708,0.71554071,0.60147877,0.43146326
-5.05152576,3.22473525,0.01156588,0.22422193,0.00303940,2.28518586,1.17926128,0.73561650,0.62474401,0.44578474
-5.04552276,3.33018862,0.01168926,0.22693069,0.00336244,2.36690262,1.21861420,0.75439910,0.64677373,0.45982764
-5.03951976,3.42999443,0.01177613,0.22933108,0.00369894,2.44448580,1.25542291,0.77167336,0.66734969,0.47340938
-5.03351676,3.52295348,0.01182776,0.23138993,0.00404646,2.51701138,1.28928287,0.78724220,0.68624895,0.48634126
-5.02751376,3.60788135,0.01184548,0.23307418,0.00440236,2.58356512,1.31979389,0.80092814,0.70324665,0.49843110
-5.02151076,3.68362886,0.01183061,0.23435064,0.00476388,2.64325995,1.34656787,0.81257473,0.71812006,0.50948652
-5.01550775,3.74910645,0.01178430,0.23518601,0.00512825,2.69525609,1.36923825,0.82204820,0.73065378,0.51931889
-5.00950475,3.80331170,0.01170757,0.23554724,0.00549282,2.73878338,1.38747092,0.82923917,0.74064597,0.52774785
-5.00350175,3.84535909,0.01160122,0.23540224,0.00585521,2.77316495,1.40097605,0.83406456,0.74791527,0.53460616
-4.99749875,3.87451075,0.01146587,0.23472088,0.00621340,2.79784127,1.40952028,0.83646967,0.75230822,0.53974492
-4.99149575,3.89020651,0.01130198,0.23347623,0.00656591,2.81239306,1.41293863,0.83643016,0.75370656,0.54303861
-4.98549275,3.89209148,0.01110995,0.23164603,0.00691184,2.81656197,1.41114522,0.83395393,0.75203419,0.54438996
-4.97948974,3.88003932,0.01089016,0.22921425,0.00725098,2.81026746,1.40414207,0.82908263,0.74726316,0.54373423
-4.97348674,3.85416947,0.01064311,0.22617262,0.00758386,2.79361860,1.39202540,0.82189261,0.73941833,0.54104270
-4.96748374,3.81485676,0.01036953,0.22252207,0.00791171,2.76691981,1.37498856,0.81249501,0.72858038,0.53632504
-4.96148074,3.76273222,0.01007043,0.21827390,0.00823646,2.73066964,1.35332141,0.80103501,0.71488677,0.52963053
-4.95547774,3.69867448,0.00974727,0.21345065,0.00856062,2.68555221,1.32740574,0.78768992,0.69853066,0.52104786
-4.94947474,3.62379135,0.00940196,0.20808656,0.00888718,2.63242129,1.29770678,0.77266609,0.67975752,0.51070350
-4.94347174,3.53939225,0.00903697,0.20222758,0.00921939,2.57227744,1.26476109,0.75619477,0.65885971,0.49875869
-4.93746873,3.44695212,0.00865531,0.19593088,0.00956057,2.50623905,1.22916115,0.73852681,0.63616913,0.48540512
-4.93146573,3.34806865,0.00826055,0.18926387,0.00991389,2.43550851,1.19153747,0.71992650,0.61204832,0.47085947
-4.92546273,3.24441432,0.00785677,0.18230286,0.01028208,2.36133503,1.15253897,0.70066478,0.58688032,0.45535710
-4.91945973,3.13768583,0.00744846,0.17513121,0.01066722,2.28497584,1.11281260,0.68101200,0.56105793,0.43914506
-4.91345673,3.02955308,0.00704050,0.16783733,0.01107048,2.20765765,1.07298314,0.66123075,0.53497271,0.42247491
-4.90745373,2.92161025,0.00663797,0.16051241,0.01149191,2.13054018,1.03363428,0.64156885,0.50900432,0.40559549
-4.90145073,2.81533120,0.00624607,0.15324812,0.01193028,2.05468340,0.99529172,0.62225311,0.48351067,0.38874624
-4.89544772,2.71203132,0.00586997,0.14613433,0.01238299,1.98102014,0.95840918,0.60348397,0.45881923,0.37215097
-4.88944472,2.61283738,0.00551465,0.13925711,0.01284598,1.91033501,0.92335792,0.58543127,0.43521990,0.35601281
-4.88344172,2.51866662,0.00518479,0.13269684,0.01331379,1.84325052,0.89042006,0.56823153,0.41295963,0.34051011
-4.87743872,2.43021572,0.00488462,0.12652679,0.01377964,1.78022086,0.85978593,0.55198661,0.39223892,0.32579378
-4.87143572,2.34795969,0.00461782,0.12081213,0.01423560,1.72153299,0.83155545,0.53676388,0.37321025,0.31198583
-4.86543272,2.27216015,0.00438743,0.11560927,0.01467284,1.66731497,0.80574309,0.52259789,0.35597822,0.29917930
-4.85942971,2.20288221,0.00419571,0.11096575,0.01508188,1.61755028,0.78228614,0.50949322,0.34060144,0.28743944
-4.85342671,2.14001836,0.00404416,0.10692054,0.01545298,1.57209739,0.76105550,0.49742851,0.32709571,0.27680590
-4.84742371,2.08331783,0.00393341,0.10350463,0.01577645,1.53071294,0.74186849,0.48636119,0.31543836,0.26729587
-4.84142071,2.03241937,0.00386326,0.10074198,0.01604304,1.49307728,0.72450266,0.47623281,0.30557327,0.25890783
-4.83541771,1.98688561,0.00383262,0.09865062,0.01624432,1.45882079,0.70871007,0.46697446,0.29741642,0.25162565
-4.82941471,1.94623699,0.00383959,0.09724387,0.01637300,1.42754954,0.69423110,0.45851209,0.29086149,0.24542285
-4.82341171,1.90998343,0.00388146,0.09653145,0.01642322,1.39886909,0.68080734,0.45077145,0.28578539,0.24026662
-4.81740870,1.87765237,0.00395478,0.09652055,0.01639080,1.37240522,0.66819288,0.44368234,0.28205330,0.23612153
-4.81140570,1.84881180,0.00405546,0.09721663,0.01627342,1.34782094,0.65616359,0.43718195,0.27952334,0.23295261
-4.80540270,1.82308750,0.00417881,0.09862391,0.01607069,1.32482903,0.64452431,0.43121733,0.27805038,0.23072768
-4.79939970,1.80017413,0.00431971,0.10074551,0.01578421,1.30319999,0.63311363,0.42574672,0.27748933,0.22941883
-4.79339670,1.77983994,0.00447266,0.10358320,0.01541746,1.28276538,0.62180636,0.42073989,0.27769758,0.22900309
-4.78739370,1.76192555,0.00463197,0.10713684,0.01497575,1.26341678,0.61051394,0.41617744,0.27853686,0.22946210
-4.78139070,1.74633735,0.00479186,0.11140336,0.01446594,1.24510091,0.59918285,0.41204938,0.27987454,0.23078114
-4.77538769,1.73303643,0.00494661,0.11637557,0.01389630,1.22781154,0.58779149,0.40835284,0.28158441,0.23294735
-4.76938469,1.72202405,0.00509070,0.12204077,0.01327614,1.21157889,0.57634579,0.40508946,0.28354712,0.23594751
-4.76338169,1.71332491,0.00521896,0.12837922,0.01261558,1.19645748,0.56487401,0.40226233,0.28565050,0.23976540
-4.75737869,1.70696937,0.00532668,0.13536271,0.01192524,1.18251306,0.55342100,0.39987302,0.28778964,0.24437913
-4.75137569,1.70297587,0.00540976,0.14295331,0.01121587,1.16980969,0.54204245,0.39791864,0.28986708,0.24975843
-4.74537269,1.70133463,0.00546479,0.15110237,0.01049818,1.15839744,0.53079913,0.39638926,0.29179298,0.25586226
-4.73936968,1.70199354,0.00548916,0.15974995,0.00978248,1.14830154,0.51975178,0.39526587,0.29348550,0.26263686
-4.73336668,1.70484719,0.00548109,0.16882471,0.00907855,1.13951338,0.50895652,0.39451885,0.29487127,0.27001441
-4.72736368,1.70972943,0.00543969,0.17824439,0.00839541,1.13198388,0.49846107,0.39410727,0.29588596,0.27791239
-4.72136068,1.71640997,0.00536499,0.18791685,0.00774125,1.12561932,0.48830189,0.39397882,0.29647513,0.28623372
-4.71535768,1.72459507,0.00525785,0.19774169,0.00712329,1.12028004,0.47850226,0.39407057,0.29659493,0.29486783
-4.70935468,1.73393230,0.00512001,0.20761234,0.00654779,1.11578167,0.46907130,0.39431041,0.29621301,0.30369237
-4.70335168,1.74401902,0.00495393,0.21741871,0.00602000,1.11189909,0.46000393,0.39461912,0.29530922,0.31257583
-4.69734867,1.75441419,0.00476278,0.22705003,0.00554422,1.10837278,0.45128162,0.39491293,0.29387629,0.32138069
-4.69134567,1.76465274,0.00455025,0.23639796,0.00512386,1.10491721,0.44287396,0.39510657,0.29192021,0.32996708
-4.68534267,1.77426189,0.00432050,0.24535974,0.00476145,1.10123095,0.43474090,0.39511644,0.28946039,0.33819680
-4.67933967,1.78277841,0.00407799,0.25384109,0.00445876,1.09700801,0.42683542,0.39486388,0.28652944,0.34593739
-4.67333667,1.78976598,0.00382733,0.26175893,0.00421686,1.09194986,0.41910662,0.39427834,0.28317257,0.35306613
-4.66733367,1.79483174,0.00357318,0.26904350,0.00403617,1.08577756,0.41150305,0.39330023,0.27944662,0.35947373
-4.66133067,1.79764102,0.00332012,0.27563997,0.00391653,1.07824354,0.40397593,0.39188337,0.27541856,0.36506752
-4.65532766,1.79792960,0.00307252,0.28150932,0.00385721,1.06914222,0.39648237,0.38999672,0.27116363,0.36977396
-4.64932466,1.79551260,0.00283445,0.28662840,0.00385699,1.05831913,0.38898814,0.38762557,0.26676310,0.37354032
-4.64332166,1.79028966,0.00260956,0.29098931,0.00391408,1.04567792,0.38146998,0.38477182,0.26230164,0.37633544
