energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,V_p_up,V_d_up,W_p_up,W_d_up
-5.38169085,1.62103564,0.00067808,0.23346665,0.88988491,0.00000000,0.45627885,0.25142718,0.65644272,0.37907254
-5.37568784,1.70908303,0.00074594,0.24684039,0.94237681,0.00000000,0.47945753,0.26476988,0.69662617,0.39728230
-5.36968484,1.79495155,0.00082309,0.25997555,0.99416287,0.00000000,0.50275450,0.27770965,0.73547417,0.41471913
-5.36368184,1.87697378,0.00090982,0.27258264,1.04425239,0.00000000,0.52562184,0.28999689,0.77219617,0.43108433
-5.35767884,1.95353836,0.00100641,0.28437376,1.09167066,0.00000000,0.54751308,0.30139128,0.80602513,0.44610437
-5.35167584,2.02313711,0.00111314,0.29507092,1.13548756,0.00000000,0.56789896,0.31166889,0.83623935,0.45953871
-5.34567284,2.08440990,0.00123027,0.30441442,1.17484553,0.00000000,0.58628307,0.32062882,0.86218381,0.47118681
-5.33966983,2.13618554,0.00135799,0.31217077,1.20898562,0.00000000,0.60221657,0.32809925,0.88329018,0.48089375
-5.33366683,2.17751677,0.00149636,0.31813993,1.23727069,0.00000000,0.61531155,0.33394269,0.89909457,0.48855433
-5.32766383,2.20770814,0.00164532,0.32216153,1.25920462,0.00000000,0.62525246,0.33806000,0.90925222,0.49411559
-5.32166083,2.22633544,0.00180463,0.32411978,1.27444679,0.00000000,0.63180511,0.34039330,0.91354858,0.49757742
-5.31565783,2.23325602,0.00197384,0.32394687,1.28282127,0.00000000,0.63482286,0.34092742,0.91190615,0.49899155
-5.30965483,2.22860958,0.00215222,0.32162477,1.28432029,0.00000000,0.63424988,0.33969004,0.90438676,0.49845882
-5.30365183,2.21280974,0.00233880,0.31718525,1.27910197,0.00000000,0.63012120,0.33675031,0.89118931,0.49612505
-5.29764882,2.18652679,0.00253232,0.31070823,1.26748250,0.00000000,0.62255970,0.33221636,0.87264290,0.49217570
-5.29164582,2.15066270,0.00273121,0.30231850,1.24992332,0.00000000,0.61177031,0.32623153,0.84919580,0.48682961
-5.28564282,2.10631971,0.00293364,0.29218096,1.22701386,0.00000000,0.59803151,0.31896968,0.82140072,0.48033218
-5.27963982,2.05476400,0.00313750,0.28049468,1.19945083,0.00000000,0.58168473,0.31062980,0.78989700,0.47294844
-5.27363682,1.99738620,0.00334045,0.26748600,1.16801502,0.00000000,0.56312212,0.30143015,0.75539058,0.46495609
-5.26763382,1.93566051,0.00353999,0.25340099,1.13354666,0.00000000,0.54277318,0.29160213,0.71863249,0.45663904
-5.26163082,1.87110402,0.00373348,0.23849765,1.09692041,0.00000000,0.52109093,0.28138423,0.68039688,0.44828163
-5.25562781,1.80523781,0.00391825,0.22303810,1.05902089,0.00000000,0.49853811,0.27101619,0.64145927,0.44016350
-5.24962481,1.73955105,0.00409167,0.20728116,1.02071977,0.00000000,0.47557389,0.26073362,0.60257586,0.43255553
-5.24362181,1.67546913,0.00425120,0.19147551,0.98285488,0.00000000,0.45264170,0.25076313,0.56446468,0.42571657
-5.23761881,1.61432639,0.00439453,0.17585374,0.94621211,0.00000000,0.43015835,0.24131819,0.52778890,0.41989097
-5.23161581,1.55734380,0.00451961,0.16062732,0.91151023,0.00000000,0.40850484,0.23259561,0.49314287,0.41530694
-5.22561281,1.50561167,0.00462475,0.14598280,0.87938891,0.00000000,0.38801906,0.22477282,0.46104111,0.41217526
-5.21960980,1.46007701,0.00470865,0.13207913,0.85039975,0.00000000,0.36899026,0.21800574,0.43191033,0.41068849
-5.21360680,1.42153524,0.00477048,0.11904606,0.82500041,0.00000000,0.35165550,0.21242730,0.40608442,0.41102012
-5.20760380,1.39062565,0.00480987,0.10698372,0.80355138,0.00000000,0.33619790,0.20814645,0.38380240,0.41332387
-5.20160080,1.36782990,0.00482695,0.09596318,0.78631514,0.00000000,0.32274645,0.20524767,0.36520898,0.41773254
-5.19559780,1.35347327,0.00482230,0.08602777,0.77345743,0.00000000,0.31137742,0.20379078,0.35035758,0.42435679
-5.18959480,1.34772770,0.00479694,0.07719515,0.76505033,0.00000000,0.30211691,0.20381109,0.33921539,0.43328345
-5.18359180,1.35061671,0.00475226,0.06945990,0.76107678,0.00000000,0.29494456,0.20531975,0.33167022,0.44457355
-5.17758879,1.36202156,0.00468999,0.06279644,0.76143644,0.00000000,0.28979800,0.20830436,0.32753876,0.45826025
-5.17158579,1.38168872,0.00461207,0.05716212,0.76595267,0.00000000,0.28657808,0.21272978,0.32657595,0.47434658
-5.16558279,1.40923866,0.00452063,0.05250043,0.77438050,0.00000000,0.28515447,0.21853917,0.32848526,0.49280353
-5.15957979,1.44417589,0.00441784,0.04874411,0.78641552,0.00000000,0.28537167,0.22565528,0.33292936,0.51356835
-5.15357679,1.48590063,0.00430586,0.04581809,0.80170369,0.00000000,0.28705514,0.23398205,0.33954122,0.53654359
-5.14757379,1.53372195,0.00418678,0.04364223,0.81985182,0.00000000,0.29001755,0.24340648,0.34793520,0.56159688
-5.14157079,1.58687269,0.00406251,0.04213381,0.84043884,0.00000000,0.29406496,0.25380090,0.35771787,0.58856173
-5.13556778,1.64452602,0.00393476,0.04120965,0.86302742,0.00000000,0.29900279,0.26502556,0.36849856,0.61723939
-5.12956478,1.70581343,0.00380499,0.04078799,0.88717591,0.00000000,0.30464157,0.27693148,0.37989914,0.64740186
-5.12356178,1.76984395,0.00367437,0.04079006,0.91245026,0.00000000,0.31080221,0.28936365,0.39156298,0.67879606
-5.11755878,1.83572409,0.00354380,0.04114130,0.93843541,0.00000000,0.31732082,0.30216431,0.40316284,0.71114886
-5.11155578,1.90257780,0.00341391,0.04177237,0.96474595,0.00000000,0.32405276,0.31517640,0.41440748,0.74417306
-5.10555278,1.96956591,0.00328509,0.04261992,0.99103544,0.00000000,0.33087604,0.32824685,0.42504678,0.77757390
-5.09954977,2.03590417,0.00315750,0.04362705,1.01700404,0.00000000,0.33769379,0.34122978,0.43487537,0.81105575
-5.09354677,2.10087905,0.00303113,0.04474365,1.04240402,0.00000000,0.34443570,0.35398930,0.44373450,0.84432897
-5.08754377,2.16386074,0.00290584,0.04592647,1.06704288,0.00000000,0.35105855,0.36640181,0.45151223,0.87711618
-5.08154077,2.22431257,0.00278142,0.04713910,1.09078383,0.00000000,0.35754561,0.37835783,0.45814195,0.90915808
-5.07553777,2.28179646,0.00265762,0.04835169,1.11354351,0.00000000,0.36390500,0.38976302,0.46359934,0.94021817
-5.06953477,2.33597406,0.00253422,0.04954063,1.13528707,0.00000000,0.37016710,0.40053860,0.46789783,0.97008645
-5.06353177,2.38660372,0.00241102,0.05068800,1.15602084,0.00000000,0.37638100,0.41062097,0.47108302,0.99858171
-5.05752876,2.43353319,0.00228793,0.05178095,1.17578285,0.00000000,0.38261031,0.41996069,0.47322603,1.02555250
-5.05152576,2.47668884,0.00216495,0.05281103,1.19463187,0.00000000,0.38892831,0.42852080,0.47441648,1.05087676
-5.04552276,2.51606176,0.00204218,0.05377337,1.21263539,0.00000000,0.39541276,0.43627477,0.47475509,1.07446010
-5.03951976,2.55169178,0.00191985,0.05466585,1.22985732,0.00000000,0.40214058,0.44320400,0.47434650,1.09623303
-5.03351676,2.58365019,0.00179830,0.05548828,1.24634623,0.00000000,0.40918260,0.44929526,0.47329264,1.11614723
-5.02751376,2.61202234,0.00167795,0.05624158,1.26212454,0.00000000,0.41659868,0.45453809,0.47168679,1.13417124
-5.02151076,2.63689099,0.00155931,0.05692697,1.27717964,0.00000000,0.42443334,0.45892253,0.46960879,1.15028578
-5.01550775,2.65832152,0.00144296,0.05754533,1.29145725,0.00000000,0.43271204,0.46243713,0.46712148,1.16447907
-5.00950475,2.67634962,0.00132948,0.05809662,1.30485758,0.00000000,0.44143849,0.46506750,0.46426853,1.17674242
-5.00350175,2.69097235,0.00121947,0.05857939,1.31723442,0.00000000,0.45059274,0.46679556,0.46107364,1.18706635
-4.99749875,2.70214283,0.00111352,0.05899055,1.32839737,0.00000000,0.46013046,0.46759939,0.45754120,1.19543744
-4.99149575,2.70976886,0.00101216,0.05932519,1.33811703,0.00000000,0.46998315,0.46745379,0.45365806,1.20183617
-4.98549275,2.71371536,0.00091587,0.05957664,1.34613284,0.00000000,0.48005933,0.46633150,0.44939645,1.20623572
-4.97948974,2.71381041,0.00082504,0.05973666,1.35216323,0.00000000,0.49024669,0.46420500,0.44471767,1.20860192
-4.97348674,2.70985436,0.00073998,0.05979575,1.35591739,0.00000000,0.50041491,0.46104865,0.43957633,1.20889411
-4.96748374,2.70163132,0.00066089,0.05974358,1.35710815,0.00000000,0.51041912,0.45684122,0.43392480,1.20706702
-4.96148074,2.68892238,0.00058790,0.05956954,1.35546506,0.00000000,0.52010377,0.45156841,0.42771762,1.20307340
-4.95547774,2.67151943,0.00052101,0.05926331,1.35074713,0.00000000,0.52930674,0.44522539,0.42091557,1.19686722
-4.94947474,2.64923908,0.00046015,0.05881541,1.34275441,0.00000000,0.53786344,0.43781896,0.41348922,1.18840729
-4.94347174,2.62193550,0.00040516,0.05821781,1.33133789,0.00000000,0.54561089,0.42936941,0.40542169,1.17766098
-4.93746873,2.58951182,0.00035580,0.05746443,1.31640717,0.00000000,0.55239147,0.41991174,0.39671053,1.16460791
-4.93146573,2.55192917,0.00031179,0.05655154,1.29793553,0.00000000,0.55805631,0.40949629,0.38736873,1.14924345
-4.92546273,2.50921334,0.00027277,0.05547811,1.27596233,0.00000000,0.56246825,0.39818867,0.37742472,1.13158168
-4.91945973,2.46145855,0.00023838,0.05424604,1.25059250,0.00000000,0.56550433,0.38606907,0.36692157,1.11165798
-4.91345673,2.40882848,0.00020823,0.05286018,1.22199348,0.00000000,0.56705776,0.37323080,0.35591536,1.08953088
-4.90745373,2.35155478,0.00018190,0.05132829,1.19038969,0.00000000,0.56703945,0.35977844,0.34447304,1.06528341
-4.90145073,2.28993322,0.00015900,0.04966094,1.15605512,0.00000000,0.56537909,0.34582541,0.33266975,1.03902377
-4.89544772,2.22431808,0.00013915,0.04787114,1.11930434,0.00000000,0.56202594,0.33149134,0.32058607,1.01088542
-4.88944472,2.15511519,0.00012196,0.04597406,1.08048267,0.00000000,0.55694923,0.31689923,0.30830511,0.98102671
-4.88344172,2.08277424,0.00010709,0.04398658,1.03995593,0.00000000,0.55013843,0.30217269,0.29590982,0.94963005
-4.87743872,2.00778077,0.00009423,0.04192684,0.99810039,0.00000000,0.54160332,0.28743326,0.28348061,0.91690076
-4.87143572,1.93064837,0.00008308,0.03981378,0.95529342,0.00000000,0.53137389,0.27279807,0.27109341,0.88306558
-4.86543272,1.85191140,0.00007340,0.03766665,0.91190517,0.00000000,0.51950015,0.25837787,0.25881820,0.84837102
-4.85942971,1.77211851,0.00006496,0.03550462,0.86829164,0.00000000,0.50605183,0.24427546,0.24671814,0.81308140
-4.85342671,1.69182692,0.00005758,0.03334635,0.82478936,0.00000000,0.49111789,0.23058470,0.23484918,0.77747674
-4.84742371,1.61159766,0.00005108,0.03120967,0.78171162,0.00000000,0.47480587,0.21738988,0.22326022,0.74185035
-4.84142071,1.53199142,0.00004534,0.02911127,0.73934623,0.00000000,0.45724098,0.20476561,0.21199361,0.70650613
-4.83541771,1.45356489,0.00004023,0.02706653,0.69795480,0.00000000,0.43856488,0.19277704,0.20108599,0.67175553
-4.82941471,1.37686729,0.00003568,0.02508929,0.65777308,0.00000000,0.41893414,0.18148040,0.19056932,0.63791407
-4.82341171,1.30243683,0.00003160,0.02319181,0.61901215,0.00000000,0.39851831,0.17092364,0.18047192,0.60529742
-4.81740870,1.23079667,0.00002794,0.02138464,0.58186027,0.00000000,0.37749761,0.16114730,0.17081950,0.57421698
-4.81140570,1.16245043,0.00002464,0.01967667,0.54648485,0.00000000,0.35606021,0.15218518,0.16163600,0.54497503
-4.80540270,1.09787675,0.00002167,0.01807508,0.51303447,0.00000000,0.33439926,0.14406508,0.15294422,0.51785936
-4.79939970,1.03752324,0.00001899,0.01658545,0.48164054,0.00000000,0.31270951,0.13680923,0.14476612,0.49313771
-4.79339670,0.98179953,0.00001658,0.01521174,0.45241852,0.00000000,0.29118391,0.13043461,0.13712288,0.47105188
-4.78739370,0.93106986,0.00001442,0.01395645,0.42546862,0.00000000,0.27001006,0.12495299,0.13003466,0.45181190
-4.78139070,0.88564541,0.00001249,0.01282064,0.40087587,0.00000000,0.24936675,0.12037075,0.12352008,0.43559035
-4.77538769,0.84577661,0.00001076,0.01180409,0.37870966,0.00000000,0.22942069,0.11668850,0.11759554,0.42251707
-4.76938469,0.81164611,0.00000923,0.01090538,0.35902295,0.00000000,0.21032362,0.11390063,0.11227449,0.41267455
-4.76338169,0.78336254,0.00000788,0.01012202,0.34185102,0.00000000,0.19220977,0.11199467,0.10756664,0.40609418
-4.75737869,0.76095572,0.00000669,0.00945063,0.32721035,0.00000000,0.17519394,0.11095081,0.10347729,0.40275353
-4.75137569,0.74437352,0.00000565,0.00888703,0.31509741,0.00000000,0.15937013,0.11074133,0.10000680,0.40257492
-4.74537269,0.73348086,0.00000475,0.00842647,0.30548785,0.00000000,0.14481084,0.11133033,0.09715036,0.40542541
-4.73936968,0.72806081,0.00000397,0.00806380,0.29833603,0.00000000,0.13156700,0.11267360,0.09489798,0.41111812
-4.73336668,0.72781806,0.00000330,0.00779363,0.29357514,0.00000000,0.11966850,0.11471875,0.09323482,0.41941515
-4.72736368,0.73238466,0.00000273,0.00761057,0.29111788,0.00000000,0.10912530,0.11740561,0.09214184,0.43003181
-4.72136068,0.74132787,0.00000224,0.00750940,0.29085774,0.00000000,0.09992901,0.12066701,0.09159667,0.44264227
-4.71535768,0.75415976,0.00000183,0.00748528,0.29267084,0.00000000,0.09205481,0.12442968,0.09157474,0.45688624
-4.70935468,0.77034840,0.00000149,0.00753391,0.29641822,0.00000000,0.08546367,0.12861551,0.09205047,0.47237671
-4.70335168,0.78932996,0.00000120,0.00765166,0.30194843,0.00000000,0.08010467,0.13314294,0.09299856,0.48870831
-4.69734867,0.81052139,0.00000097,0.00783573,0.30910036,0.00000000,0.07591735,0.13792844,0.09439515,0.50546620
-4.69134567,0.83333320,0.00000077,0.00808415,0.31770592,0.00000000,0.07283395,0.14288808,0.09621876,0.52223505
-4.68534267,0.85718170,0.00000061,0.00839584,0.32759270,0.00000000,0.07078150,0.14793907,0.09845108,0.53860798
-4.67933967,0.88150046,0.00000049,0.00877054,0.33858619,0.00000000,0.06968356,0.15300112,0.10107725,0.55419518
-4.67333667,0.90575049,0.00000038,0.00920867,0.35051160,0.00000000,0.06946174,0.15799778,0.10408577,0.56863189
-4.66733367,0.92942890,0.00000030,0.00971122,0.36319511,0.00000000,0.07003684,0.16285738,0.10746804,0.58158567
-4.66133067,0.95207584,0.00000023,0.01027945,0.37646459,0.00000000,0.07132955,0.16751391,0.11121733,0.59276275
-4.65532766,0.97327968,0.00000018,0.01091462,0.39014974,0.00000000,0.07326095,0.17190747,0.11532741,0.60191329
-4.64932466,0.99268026,0.00000014,0.01161766,0.40408176,0.00000000,0.07575261,0.17598458,0.11979088,0.60883558
-4.64332166,1.00997062,0.00000010,0.01238884,0.41809261,0.00000000,0.07872652,0.17969817,0.12459721,0.61337904
