energy_ev,total_up,Hg_p_up,Hg_d_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up
-5.86793397,4.08051086,2.82706056,0.71311656,0.32375379,1.02495516,0.76880850,0.00431171
-5.86193097,4.14087428,2.88322187,0.72800316,0.33441941,1.05646873,0.76352001,0.00428768
-5.85592796,4.18548141,2.92948251,0.73995552,0.34381593,1.08366413,0.75649660,0.00424670
-5.84992496,4.21309805,2.96444242,0.74868526,0.35179916,1.10590191,0.74771221,0.00418948
-5.84392196,4.22282789,2.98695650,0.75396474,0.35825411,1.12264307,0.73719675,0.00411700
-5.83791896,4.21414864,2.99617589,0.75563528,0.36309913,1.13346685,0.72503829,0.00403046
-5.83191596,4.18693644,2.99157933,0.75361336,0.36628909,1.13808482,0.71138289,0.00393128
-5.82591296,4.14147767,2.97299302,0.74789437,0.36781730,1.13635049,0.69643230,0.00382105
-5.81990995,4.07846719,2.94059838,0.73855390,0.36771603,1.12826409,0.68043942,0.00370156
-5.81390695,3.99899265,2.89492713,0.72574634,0.36605568,1.11397243,0.66370168,0.00357470
-5.80790395,3.90450544,2.83684385,0.70970082,0.36294243,1.09376358,0.64655251,0.00344246
-5.80190095,3.79677870,2.76751664,0.69071453,0.35851452,1.06805681,0.62935112,0.00330688
-5.79589795,3.67785407,2.68837700,0.66914386,0.35293724,1.03738817,0.61247089,0.00316999
-5.78989495,3.54997892,2.60107040,0.64539336,0.34639682,1.00239208,0.59628683,0.00303381
-5.78389195,3.41553622,2.50739966,0.61990325,0.33909351,0.96378008,0.58116234,0.00290025
-5.77788894,3.27696991,2.40926319,0.59313571,0.33123410,0.92231722,0.56743595,0.00277110
-5.77188594,3.13670848,2.30859071,0.56556065,0.32302417,0.87879735,0.55540833,0.00264798
-5.76588294,2.99708979,2.20727898,0.53764147,0.31466051,0.83401807,0.54533022,0.00253228
-5.75987994,2.86029001,2.10713007,0.50982131,0.30632401,0.78875656,0.53739171,0.00242517
-5.75387694,2.72825958,2.00979462,0.48251042,0.29817329,0.74374695,0.53171335,0.00232753
-5.74787394,2.60266859,1.91672225,0.45607503,0.29033940,0.69966023,0.52833956,0.00223992
-5.74187094,2.48486369,1.82912105,0.43082822,0.28292187,0.65708740,0.52723460,0.00216264
-5.73586793,2.37583811,1.74792747,0.40702302,0.27598617,0.61652623,0.52828151,0.00209563
-5.72986493,2.27621577,1.67378764,0.38484798,0.26956283,0.57837213,0.53128404,0.00203856
-5.72386193,2.18624985,1.60705059,0.36442535,0.26364801,0.54291331,0.53597166,0.00199079
-5.71785893,2.10583565,1.54777326,0.34581168,0.25820575,0.51033000,0.54200759,0.00195144
-5.71185593,2.03453665,1.49573677,0.32900105,0.25317147,0.48069785,0.54899948,0.00191940
-5.70585293,1.97162253,1.45047287,0.31393022,0.24845675,0.45399481,0.55651264,0.00189337
-5.69984992,1.91611718,1.41129918,0.30048589,0.24395498,0.43011134,0.56408498,0.00187192
-5.69384692,1.86685427,1.37736152,0.28851329,0.23954768,0.40886302,0.57124349,0.00185356
-5.68784392,1.82253803,1.34768115,0.27782591,0.23511106,0.39000514,0.57752127,0.00183678
-5.68184092,1.78180632,1.32120505,0.26821579,0.23052260,0.37324851,0.58247466,0.00182007
-5.67583792,1.74329346,1.29685686,0.25946398,0.22566730,0.35827566,0.58569974,0.00180207
-5.66983492,1.70569016,1.27358659,0.25135070,0.22044330,0.34475686,0.58684742,0.00178150
-5.66383192,1.66779829,1.25041699,0.24366486,0.21476661,0.33236539,0.58563675,0.00175731
-5.65782891,1.62857846,1.22648507,0.23621242,0.20857483,0.32079130,0.58186573,0.00172865
-5.65182591,1.58718896,1.20107722,0.22882364,0.20182971,0.30975348,0.57541936,0.00169493
-5.64582291,1.54301482,1.17365703,0.22135862,0.19451846,0.29900949,0.56627469,0.00165583
-5.63981991,1.49568660,1.14388511,0.21371136,0.18665391,0.28836307,0.55450260,0.00161128
-5.63381691,1.44508864,1.11163048,0.20581211,0.17827343,0.27766914,0.54026655,0.00156153
-5.62781391,1.39135729,1.07697390,0.19762806,0.16943693,0.26683639,0.52381822,0.00150706
-5.62181091,1.33486972,1.04020311,0.18916255,0.16022399,0.25582747,0.50549057,0.00144861
-5.61580790,1.27622451,1.00180103,0.18045287,0.15073029,0.24465711,0.48568841,0.00138713
-5.60980490,1.21621524,0.96242751,0.17156696,0.14106364,0.23338826,0.46487707,0.00132379
-5.60380190,1.15579865,0.92289572,0.16259908,0.13133979,0.22212669,0.44356962,0.00125987
-5.59779890,1.09605877,0.88414427,0.15366486,0.12167815,0.21101443,0.42231301,0.00119678
-5.59179590,1.03816850,0.84720613,0.14489590,0.11219777,0.20022213,0.40167372,0.00113601
-5.58579290,0.98335019,0.81317537,0.13643409,0.10301354,0.18994108,0.38222315,0.00107907
-5.57978989,0.93283611,0.78317274,0.12842597,0.09423289,0.18037477,0.36452328,0.00102744
-5.57378689,0.88783020,0.75831087,0.12101729,0.08595298,0.17173058,0.34911281,0.00098258
-5.56778389,0.84947170,0.73965992,0.11434781,0.07825850,0.16421172,0.33649392,0.00094581
-5.56178089,0.81880129,0.72821424,0.10854659,0.07122001,0.15800958,0.32712001,0.00091837
-5.55577789,0.79673036,0.72486062,0.10372781,0.06489289,0.15329667,0.32138441,0.00090132
-5.54977489,0.78401361,0.73034858,0.09998711,0.05931679,0.15022031,0.31961013,0.00089551
-5.54377189,0.78122522,0.74526322,0.09739862,0.05451560,0.14889712,0.32204086,0.00090160
-5.53776888,0.78873892,0.77000095,0.09601247,0.05049772,0.14940830,0.32883322,0.00092001
-5.53176588,0.80671197,0.80474875,0.09585307,0.04725681,0.15179593,0.34005044,0.00095088
-5.52576288,0.83507350,0.84946737,0.09691792,0.04477266,0.15606018,0.35565746,0.00099411
-5.51975988,0.87351730,0.90387906,0.09917707,0.04301236,0.16215753,0.37551786,0.00104928
-5.51375688,0.92149951,0.96746059,0.10257321,0.04193153,0.17000002,0.39939269,0.00111573
-5.50775388,0.97824160,1.03944194,0.10702233,0.04147572,0.17945570,0.42694137,0.00119249
-5.50175088,1.04273885,1.11881152,0.11241511,0.04158185,0.19035005,0.45772501,0.00127833
-5.49574787,1.11377478,1.20432820,0.11861880,0.04217967,0.20246876,0.49121233,0.00137174
-5.48974487,1.18994175,1.29454057,0.12547987,0.04319333,0.21556151,0.52678818,0.00147102
-5.48374187,1.26966761,1.38781359,0.13282713,0.04454289,0.22934699,0.56376491,0.00157422
-5.47773887,1.35124832,1.48236229,0.14047550,0.04614592,0.24351905,0.60139637,0.00167927
-5.47173587,1.43288607,1.57629212,0.14823027,0.04791910,0.25775373,0.63889448,0.00178396
-5.46573287,1.51273209,1.66764504,0.15589176,0.04977983,0.27171722,0.67544795,0.00188602
-5.45972986,1.58893310,1.75445014,0.16326029,0.05164780,0.28507442,0.71024269,0.00198317
-5.45372686,1.65967995,1.83477708,0.17014135,0.05344657,0.29749787,0.74248338,0.00207320
-5.44772386,1.72325697,1.90679072,0.17635073,0.05510504,0.30867675,0.77141538,0.00215399
-5.44172086,1.77809016,1.96880459,0.18171954,0.05655888,0.31832570,0.79634612,0.00222360
-5.43571786,1.82279224,2.01933135,0.18609882,0.05775177,0.32619298,0.81666531,0.00228035
-5.42971486,1.85620290,2.05712785,0.18936363,0.05863647,0.33206777,0.83186292,0.00232279
-5.42371186,1.87742232,2.08123293,0.19141648,0.05917565,0.33578628,0.84154424,0.00234982
-5.41770885,1.88583649,2.09099622,0.19218980,0.05934250,0.33723631,0.84544125,0.00236071
-5.41170585,1.88113328,2.08609651,0.19164758,0.05912099,0.33636014,0.84341994,0.00235507
-5.40570285,1.86330827,2.06654900,0.18978584,0.05850591,0.33315568,0.83548294,0.00233291
-5.39969985,1.83266026,2.03270081,0.18663215,0.05750247,0.32767562,0.82176761,0.00229462
-5.39369685,1.78977654,1.98521528,0.18224403,0.05612573,0.32002486,0.80253951,0.00224093
-5.38769385,1.73550866,1.92504552,0.17670642,0.05439969,0.31035620,0.77818156,0.00217292
-5.38169085,1.67093985,1.85339869,0.17012832,0.05235612,0.29886450,0.74917952,0.00209194
-5.37568784,1.59734557,1.77169263,0.16263869,0.05003322,0.28577970,0.71610431,0.00199958
-5.36968484,1.51614909,1.68150686,0.15438191,0.04747412,0.27135886,0.67959213,0.00189763
-5.36368184,1.42887402,1.58453018,0.14551289,0.04472537,0.25587771,0.64032321,0.00178799
-5.35767884,1.33709597,1.48250721,0.13619210,0.04183530,0.23962200,0.59900012,0.00167261
-5.35167584,1.24239516,1.37718612,0.12658075,0.03885253,0.22287909,0.55632662,0.00155346
-5.34567284,1.14631217,1.27026961,0.11683623,0.03582453,0.20592993,0.51298775,0.00143245
-5.33966983,1.05030806,1.16337091,0.10710802,0.03279634,0.18904199,0.46963209,0.00131141
-5.33366683,0.95573042,1.05797631,0.09753426,0.02980951,0.17246310,0.42685655,0.00119199
-5.32766383,0.86378621,0.95541523,0.08823890,0.02690123,0.15641655,0.38519426,0.00107568
-5.32166083,0.77552174,0.85683832,0.07932968,0.02410371,0.14109741,0.34510577,0.00096378
-5.31565783,0.69181017,0.76320385,0.07089682,0.02144380,0.12667015,0.30697352,0.00085736
-5.30965483,0.61334620,0.67527215,0.06301246,0.01894284,0.11326759,0.27109965,0.00075727
-5.30365183,0.54064727,0.59360741,0.05573076,0.01661672,0.10099097,0.23770667,0.00066414
-5.29764882,0.47406081,0.51858607,0.04908861,0.01447617,0.08991103,0.20694093,0.00057838
-5.29164582,0.41377625,0.45041065,0.04310685,0.01252714,0.08007006,0.17887817,0.00050022
-5.28564282,0.35984101,0.38912789,0.03779186,0.01077137,0.07148456,0.15353082,0.00042971
-5.27963982,0.31217913,0.33464995,0.03313748,0.00920700,0.06414852,0.13085652,0.00036676
-5.27363682,0.27061173,0.28677747,0.02912706,0.00782930,0.05803695,0.11076730,0.00031114
-5.26763382,0.23487808,0.24522333,0.02573568,0.00663138,0.05310969,0.09313903,0.00026255
-5.26163082,0.20465660,0.20963623,0.02293227,0.00560486,0.04931525,0.07782077,0.00022061
-5.25562781,0.17958500,0.17962319,0.02068172,0.00474063,0.04659456,0.06464352,0.00018490
-5.24962481,0.15927900,0.15477030,0.01894691,0.00402941,0.04488465,0.05342829,0.00015499
-5.24362181,0.14334927,0.13466135,0.01769044,0.00346240,0.04412202,0.04399323,0.00013045
-5.23761881,0.13141619,0.11889389,0.01687632,0.00303169,0.04424582,0.03615964,0.00011088
-5.23161581,0.12312250,0.10709269,0.01647130,0.00273075,0.04520065,0.02975692,0.00009593
-5.22561281,0.11814358,0.09892036,0.01644613,0.00255469,0.04693913,0.02462640,0.00008529
-5.21960980,0.11619552,0.09408534,0.01677643,0.00250055,0.04942391,0.02062411,0.00007873
-5.21360680,0.11704086,0.09234725,0.01744345,0.00256739,0.05262946,0.01762251,0.00007607
-5.20760380,0.12049236,0.09351965,0.01843451,0.00275633,0.05654326,0.01551141,0.00007722
-5.20160080,0.12641458,0.09747053,0.01974326,0.00307055,0.06116651,0.01419803,0.00008218
-5.19559780,0.13472349,0.10412048,0.02136961,0.00351508,0.06651436,0.01360649,0.00009100
-5.18959480,0.14538427,0.11343879,0.02331952,0.00409661,0.07261536,0.01367657,0.00010383
-5.18359180,0.15840710,0.12543757,0.02560436,0.00482311,0.07951040,0.01436220,0.00012086
-5.17758879,0.17384125,0.14016410,0.02824021,0.00570345,0.08725078,0.01562949,0.00014236
-5.17158579,0.19176744,0.15769140,0.03124669,0.00674687,0.09589564,0.01745444,0.00016864
-5.16558279,0.21228857,0.17810745,0.03464568,0.00796242,0.10550861,0.01982056,0.00020004
-5.15957979,0.23551898,0.20150309,0.03845972,0.00935829,0.11615374,0.02271628,0.00023694
-5.15357679,0.26157251,0.22795901,0.04271025,0.01094114,0.12789085,0.02613238,0.00027971
-5.14757379,0.29054963,0.25753218,0.04741562,0.01271540,0.14077034,0.03005933,0.00032871
-5.14157079,0.32252396,0.29024208,0.05258911,0.01468251,0.15482770,0.03448486,0.00038426
-5.13556778,0.35752877,0.32605739,0.05823680,0.01684026,0.17007792,0.03939155,0.00044664
-5.12956478,0.39554384,0.36488352,0.06435558,0.01918217,0.18651006,0.04475480,0.00051606
-5.12356178,0.43648338,0.40655173,0.07093130,0.02169691,0.20408221,0.05054099,0.00059262
-5.11755878,0.48018554,0.45081041,0.07793717,0.02436795,0.22271727,0.05670610,0.00067632
-5.11155578,0.52640421,0.49731903,0.08533250,0.02717326,0.24229963,0.06319477,0.00076701
-5.10555278,0.57480353,0.54564541,0.09306198,0.03008530,0.26267330,0.06993985,0.00086440
-5.09954977,0.62495584,0.59526675,0.10105535,0.03307114,0.28364149,0.07686255,0.00096806
-5.09354677,0.67634317,0.64557453,0.10922782,0.03609290,0.30496788,0.08387315,0.00107735
-5.08754377,0.72836281,0.69588364,0.11748102,0.03910832,0.32637980,0.09087230,0.00119149
-5.08154077,0.78033671,0.74544556,0.12570465,0.04207164,0.34757316,0.09775288,0.00130950
-5.07553777,0.83152486,0.79346525,0.13377874,0.04493467,0.36821914,0.10440239,0.00143026
-5.06953477,0.88114208,0.83912134,0.14157640,0.04764802,0.38797240,0.11070580,0.00155245
-5.06353177,0.92837786,0.88158894,0.14896720,0.05016246,0.40648065,0.11654864,0.00167467
-5.05752876,0.97241845,0.92006410,0.15582073,0.05243040,0.42339507,0.12182047,0.00179536
-5.05152576,1.01247039,0.95378898,0.16201044,0.05440737,0.43838124,0.12641822,0.00191290
-5.04552276,1.04778443,0.98207664,0.16741760,0.05605347,0.45113010,0.13024963,0.00202562
-5.03951976,1.07767901,1.00433427,0.17193497,0.05733467,0.46136843,0.13323635,0.00213183
-5.03351676,1.10156204,1.02008387,0.17547040,0.05822401,0.46886837,0.13531668,0.00222987
-5.02751376,1.11895025,1.02897938,0.17794975,0.05870254,0.47345560,0.13644781,0.00231815
-5.02151076,1.12948511,1.03081931,0.17931946,0.05875998,0.47501570,0.13660747,0.00239520
-5.01550775,1.13294466,1.02555454,0.17954824,0.05839510,0.47349844,0.13579483,0.00245969
-5.00950475,1.12925083,1.01329069,0.17862811,0.05761574,0.46891988,0.13403068,0.00251048
-5.00350175,1.11847186,0.99428501,0.17657460,0.05643854,0.46136207,0.13135694,0.00254666
-4.99749875,1.10081986,0.96893816,0.17342613,0.05488838,0.45097051,0.12783535,0.00256757
-4.99149575,1.07664370,0.93778105,0.16924266,0.05299745,0.43794945,0.12354556,0.00257279
-4.98549275,1.04641752,0.90145758,0.16410357,0.05080419,0.42255530,0.11858272,0.00256222
-4.97948974,1.01072561,0.86070416,0.15810508,0.04835195,0.40508854,0.11305455,0.00253601
-4.97348674,0.97024430,0.81632680,0.15135707,0.04568760,0.38588437,0.10707821,0.00249461
-4.96748374,0.92572169,0.76917698,0.14397970,0.04286006,0.36530273,0.10077690,0.00243875
-4.96148074,0.87795606,0.72012734,0.13609978,0.03991876,0.34371802,0.09427661,0.00236939
-4.95547774,0.82777402,0.67004805,0.12784719,0.03691232,0.32150890,0.08770282,0.00228771
-4.94947474,0.77600893,0.61978492,0.11935136,0.03388719,0.29904866,0.08117760,0.00219509
-4.94347174,0.72348068,0.57013977,0.11073808,0.03088658,0.27669641,0.07481687,0.00209306
-4.93746873,0.67097713,0.52185385,0.10212658,0.02794949,0.25478938,0.06872820,0.00198326
-4.93146573,0.61923794,0.47559441,0.09362712,0.02511007,0.23363652,0.06300894,0.00186739
-4.92546273,0.56894103,0.43194478,0.08533898,0.02239711,0.21351339,0.05774485,0.00174718
-4.91945973,0.52069180,0.39139780,0.07734905,0.01983380,0.19465854,0.05300911,0.00162433
-4.91345673,0.47501526,0.35435240,0.06973087,0.01743773,0.17727113,0.04886176,0.00150051
-4.90745373,0.43235088,0.32111311,0.06254419,0.01522102,0.16150983,0.04534943,0.00137725
-4.90145073,0.39305012,0.29189191,0.05583495,0.01319069,0.14749283,0.04250539,0.00125600
-4.89544772,0.35737615,0.26681213,0.04963569,0.01134910,0.13529863,0.04034983,0.00113803
-4.88944472,0.32550563,0.24591379,0.04396626,0.00969449,0.12496772,0.03889020,0.00102447
-4.88344172,0.29753220,0.22915991,0.03883485,0.00822165,0.11650462,0.03812179,0.00091623
-4.87743872,0.27347123,0.21644348,0.03423911,0.00692249,0.10988045,0.03802826,0.00081408
-4.87143572,0.25326557,0.20759470,0.03016749,0.00578677,0.10503568,0.03858227,0.00071858
-4.86543272,0.23679213,0.20238820,0.02660059,0.00480264,0.10188298,0.03974607,0.00063010
-4.85942971,0.22386885,0.20055014,0.02351257,0.00395725,0.10031024,0.04147224,0.00054886
-4.85342671,0.21426213,0.20176513,0.02087245,0.00323725,0.10018352,0.04370433,0.00047493
-4.84742371,0.20769432,0.20568290,0.01864543,0.00262924,0.10135014,0.04637765,0.00040821
-4.84142071,0.20385142,0.21192492,0.01679404,0.00212009,0.10364172,0.04942019,0.00034853
-4.83541771,0.20239083,0.22009081,0.01527925,0.00169725,0.10687737,0.05275360,0.00029557
-4.82941471,0.20294902,0.22976497,0.01406140,0.00134899,0.11086689,0.05629435,0.00024897
-4.82341171,0.20514934,0.24052328,0.01310108,0.00106449,0.11541423,0.05995513,0.00020831
-4.81740870,0.20860965,0.25193999,0.01235981,0.00083396,0.12032091,0.06364633,0.00017310
-4.81140570,0.21294995,0.26359490,0.01180070,0.00064867,0.12538977,0.06727777,0.00014287
-4.80540270,0.21779981,0.27508070,0.01138894,0.00050092,0.13042863,0.07076054,0.00011712
-4.79939970,0.22280559,0.28601038,0.01109225,0.00038404,0.13525413,0.07400891,0.00009536
-4.79339670,0.22763725,0.29602463,0.01088119,0.00029233,0.13969545,0.07694238,0.00007711
-4.78739370,0.23199472,0.30479891,0.01072943,0.00022092,0.14359789,0.07948758,0.00006193
-4.78139070,0.23561356,0.31205006,0.01061399,0.00016576,0.14682624,0.08158014,0.00004940
-4.77538769,0.23826989,0.31754215,0.01051531,0.00012349,0.14926772,0.08316635,0.00003915
-4.76938469,0.23978425,0.32109126,0.01041738,0.00009135,0.15083446,0.08420457,0.00003082
-4.76338169,0.24002455,0.32256911,0.01030773,0.00006711,0.15146540,0.08466628,0.00002412
-4.75737869,0.23890771,0.32190520,0.01017745,0.00004898,0.15112745,0.08453677,0.00001877
-4.75137569,0.23640016,0.31908743,0.01002108,0.00003554,0.14981600,0.08381542,0.00001455
-4.74537269,0.23251707,0.31416111,0.00983654,0.00002567,0.14755458,0.08251546,0.00001125
-4.73936968,0.22732049,0.30722640,0.00962498,0.00001852,0.14439389,0.08066344,0.00000870
-4.73336668,0.22091626,0.29843430,0.00939062,0.00001341,0.14041005,0.07829810,0.00000678
-4.72736368,0.21345011,0.28798125,0.00914056,0.00000987,0.13570225,0.07546907,0.00000536
-4.72136068,0.20510294,0.27610279,0.00888458,0.00000754,0.13038991,0.07223518,0.00000437
-4.71535768,0.19608552,0.26306634,0.00863490,0.00000616,0.12460943,0.06866254,0.00000372
-4.70935468,0.18663293,0.24916359,0.00840599,0.00000559,0.11851069,0.06482261,0.00000337
-4.70335168,0.17699875,0.23470269,0.00821431,0.00000575,0.11225346,0.06079012,0.00000329
-4.69734867,0.16744945,0.22000069,0.00807810,0.00000665,0.10600376,0.05664116,0.00000345
-4.69134567,0.15825892,0.20537643,0.00801708,0.00000836,0.09993039,0.05245139,0.00000386
-4.68534267,0.14970354,0.19114409,0.00805229,0.00001103,0.09420164,0.04829452,0.00000450
-4.67933967,0.14205757,0.17760778,0.00820575,0.00001489,0.08898233,0.04424103,0.00000541
-4.67333667,0.13558925,0.16505708,0.00850019,0.00002029,0.08443109,0.04035732,0.00000660
-4.66733367,0.13055737,0.15376370,0.00895878,0.00002766,0.08069803,0.03670520,0.00000811
-4.66133067,0.12720841,0.14397937,0.00960476,0.00003758,0.07792264,0.03334176,0.00001000
-4.65532766,0.12577415,0.13593465,0.01046105,0.00005081,0.07623209,0.03031962,0.00001232
-4.64932466,0.12646976,0.12983884,0.01154986,0.00006828,0.07573965,0.02768760,0.00001513
-4.64332166,0.12949211,0.12588069,0.01289221,0.00009116,0.07654334,0.02549154,0.00001854
-4.63731866,0.13501843,0.12422980,0.01450744,0.00012092,0.07872472,0.02377560,0.00002262
-4.63131566,0.14320506,0.12503852,0.01641267,0.00015930,0.08234780,0.02258352,0.00002749
-4.62531266,0.15418643,0.12844422,0.01862228,0.00020846,0.08745798,0.02196017,0.00003329
-4.61930965,0.16807408,0.13457173,0.02114734,0.00027093,0.09408115,0.02195301,0.00004014
-4.61330665,0.18495577,0.14353574,0.02399513,0.00034975,0.10222287,0.02261355,0.00004822
-4.60730365,0.20489485,0.15544312,0.02716867,0.00044845,0.11186765,0.02399869,0.00005771
-4.60130065,0.22792962,0.17039495,0.03066631,0.00057114,0.12297853,0.02617170,0.00006881
-4.59529765,0.25407313,0.18848814,0.03448152,0.00072249,0.13549685,0.02920305,0.00008175
-4.58929465,0.28331305,0.20981654,0.03860270,0.00090782,0.14934244,0.03317067,0.00009676
-4.58329165,0.31561204,0.23447150,0.04301322,0.00113304,0.16441420,0.03815980,0.00011412
-4.57728864,0.35090831,0.26254160,0.04769164,0.00140469,0.18059110,0.04426227,0.00013411
-4.57128564,0.38911651,0.29411165,0.05261198,0.00172986,0.19773374,0.05157512,0.00015703
-4.56528264,0.43012893,0.32926079,0.05774433,0.00211611,0.21568642,0.06019866,0.00018321
-4.55927964,0.47381673,0.36805957,0.06305548,0.00257141,0.23427960,0.07023376,0.00021296
-4.55327664,0.52003128,0.41056604,0.06850974,0.00310396,0.25333281,0.08177853,0.00024662
-4.54727364,0.56860531,0.45682074,0.07406981,0.00372201,0.27265794,0.09492440,0.00028450
-4.54127064,0.61935380,0.50684072,0.07969769,0.00443367,0.29206259,0.10975163,0.00032693
-4.53526763,0.67207435,0.56061263,0.08535563,0.00524661,0.31135359,0.12632446,0.00037417
-4.52926463,0.72654710,0.61808496,0.09100696,0.00616779,0.33034041,0.14468593,0.00042647
-4.52326163,0.78253389,0.67915982,0.09661684,0.00720313,0.34883829,0.16485268,0.00048403
-4.51725863,0.83977689,0.74368445,0.10215287,0.00835719,0.36667113,0.18680987,0.00054697
-4.51125563,0.89799656,0.81144291,0.10758547,0.00963279,0.38367381,0.21050650,0.00061533
-4.50525263,0.95688932,0.88214848,0.11288808,0.01103069,0.39969418,0.23585140,0.00068906
-4.49924962,1.01612495,0.95543715,0.11803717,0.01254926,0.41459435,0.26271011,0.00076800
-4.49324662,1.07534421,1.03086287,0.12301196,0.01418420,0.42825162,0.29090293,0.00085186
-4.48724362,1.13415703,1.10789511,0.12779409,0.01592828,0.44055890,0.32020439,0.00094024
-4.48124062,1.19214160,1.18591913,0.13236698,0.01777120,0.45142482,0.35034420,0.00103257
-4.47523762,1.24884480,1.26423952,0.13671527,0.01969953,0.46077365,0.38101002,0.00112817
-4.46923462,1.30378444,1.34208719,0.14082413,0.02169670,0.46854508,0.41185186,0.00122622
-4.46323162,1.35645341,1.41863004,0.14467860,0.02374314,0.47469405,0.44248826,0.00132576
-4.45722861,1.40632615,1.49298732,0.14826308,0.02581657,0.47919080,0.47251401,0.00142572
-4.45122561,1.45286728,1.56424733,0.15156097,0.02789234,0.48202105,0.50150940,0.00152493
-4.44522261,1.49554255,1.63148814,0.15455445,0.02994393,0.48318653,0.52905049,0.00162214
-4.43921961,1.53383155,1.69380073,0.15722455,0.03194353,0.48270578,0.55472020,0.00171607
-4.43321661,1.56724209,1.75031361,0.15955147,0.03386274,0.48061515,0.57811985,0.00180541
-4.42721361,1.59532542,1.80021813,0.16151511,0.03567333,0.47696991,0.59888054,0.00188888
-4.42121061,1.61769176,1.84279341,0.16309582,0.03734800,0.47184539,0.61667409,0.00196526
-4.41520760,1.63402545,1.87742977,0.16427540,0.03886122,0.46533793,0.63122298,0.00203341
-4.40920460,1.64409874,1.90364959,0.16503811,0.04018996,0.45756546,0.64230890,0.00209235
-4.40320160,1.64778368,1.92112471,0.16537182,0.04131447,0.44866758,0.64977951,0.00214122
-4.39719860,1.64506120,1.92968943,0.16526912,0.04221889,0.43880499,0.65355321,0.00217941
-4.39119560,1.63602696,1.92934845,0.16472831,0.04289174,0.42815802,0.65362155,0.00220650
-4.38519260,1.62089340,1.92027932,0.16375422,0.04332632,0.41692448,0.65004931,0.00222231
-4.37918959,1.59998786,1.90282919,0.16235882,0.04352093,0.40531643,0.64297217,0.00222692
-4.37318659,1.57374653,1.87750595,0.16056151,0.04347882,0.39355630,0.63259215,0.00222065
-4.36718359,1.54270457,1.84496405,0.15838912,0.04320814,0.38187218,0.61917087,0.00220407
-4.36118059,1.50748268,1.80598565,0.15587552,0.04272151,0.37049265,0.60302113,0.00217799
-4.35517759,1.46877063,1.76145777,0.15306097,0.04203558,0.35964122,0.58449699,0.00214344
-4.34917459,1.42730853,1.71234663,0.14999110,0.04117038,0.34953076,0.56398288,0.00210161
-4.34317159,1.38386657,1.65966997,0.14671568,0.04014858,0.34035805,0.54188217,0.00205388
-4.33716858,1.33922427,1.60446884,0.14328721,0.03899466,0.33229894,0.51860558,0.00200173
-4.33116558,1.29414989,1.54777973,0.13975930,0.03773406,0.32550403,0.49456006,0.00194672
-4.32516258,1.24938117,1.49060828,0.13618515,0.03639231,0.32009551,0.47013834,0.00189046
-4.31915958,1.20560794,1.43390558,0.13261597,0.03499422,0.31616487,0.44570960,0.00183458
-4.31315658,1.16345739,1.37854768,0.12909960,0.03356319,0.31377200,0.42161165,0.00178067
-4.30715358,1.12348244,1.32531916,0.12567926,0.03212053,0.31294534,0.39814465,0.00173026
