energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.92796398,2.44775337,-2.44917073,0.67573169,-0.67626401,0.61823045,-0.61892651,0.44173097,-0.44175188,0.14802556,-0.14794325,0.00071022,-0.00071016,0.61288344,-0.61360476,0.03590649,-0.03591109,0.73011061,-0.73011675
-5.92196098,2.51557135,-2.51697955,0.71070954,-0.71126171,0.64174835,-0.64243733,0.44815477,-0.44818167,0.14902721,-0.14893901,0.00076554,-0.00076538,0.64211750,-0.64284008,0.03534113,-0.03534434,0.73808670,-0.73808795
-5.91595798,2.58431366,-2.58569224,0.74796432,-0.74853413,0.66522107,-0.66589507,0.45330999,-0.45334182,0.15024677,-0.15015100,0.00082784,-0.00082757,0.67255214,-0.67326948,0.03491897,-0.03492031,0.74528995,-0.74528257
-5.90995498,2.65446295,-2.65579086,0.78774530,-0.78833050,0.68850993,-0.68916081,0.45734082,-0.45737623,0.15179536,-0.15169030,0.00089760,-0.00089719,0.70414288,-0.70484837,0.03467494,-0.03467397,0.75206465,-0.75204468
-5.90395198,2.72651599,-2.72777235,0.83029337,-0.83089178,0.71147224,-0.71209197,0.46042737,-0.46046477,0.15378400,-0.15366788,0.00097531,-0.00097477,0.73682973,-0.73751696,0.03463994,-0.03463627,0.75878560,-0.75874902
-5.89794897,2.80096267,-2.80212755,0.87582953,-0.87643911,0.73396704,-0.73454802,0.46277680,-0.46281437,0.15631981,-0.15619088,0.00106147,-0.00106077,0.77053988,-0.77120294,0.03483983,-0.03483311,0.76584222,-0.76578504
-5.89194597,2.87826365,-2.87931889,0.92454259,-0.92516161,0.75586082,-0.75639620,0.46461320,-0.46464896,0.15950226,-0.15935882,0.00115651,-0.00115563,0.80519035,-0.80582409,0.03529455,-0.03528451,0.77362152,-0.77353987
-5.88594297,2.95882719,-2.95975710,0.97657655,-0.97720356,0.77703286,-0.77751689,0.46616692,-0.46619873,0.16341937,-0.16325983,0.00126079,-0.00125972,0.84069039,-0.84129066,0.03601737,-0.03600382,0.78249071,-0.78238101
-5.87993997,3.04298581,-3.04377781,1.03201786,-1.03265181,0.79737999,-0.79780824,0.46766369,-0.46768934,0.16814424,-0.16796717,0.00137453,-0.00137325,0.87694327,-0.87750713,0.03701429,-0.03699713,0.79278029,-0.79263934
-5.87393697,3.13097368,-3.13161880,1.09088345,-1.09152365,0.81682020,-0.81718978,0.46931425,-0.46933148,0.17373188,-0.17353605,0.00149780,-0.00149629,0.91384736,-0.91437321,0.03828368,-0.03826290,0.80476830,-0.80459338
-5.86793397,3.22290559,-3.22339886,1.15310972,-1.15375583,0.83529505,-0.83560475,0.47130482,-0.47131142,0.18021652,-0.18000092,0.00163048,-0.00162873,0.95129625,-0.95178390,0.03981604,-0.03979175,0.81866651,-0.81845552
-5.86193097,3.31875853,-3.31909910,1.21854330,-1.21919529,0.85277073,-0.85302108,0.47378908,-0.47378291,0.18760953,-0.18737346,0.00177224,-0.00177025,0.98917795,-0.98962861,0.04159409,-0.04156650,0.83460926,-0.83436077
-5.85592796,3.41835670,-3.41854789,1.28693404,-1.28759202,0.86923751,-0.86943071,0.47688190,-0.47686095,0.19589810,-0.19564119,0.00192252,-0.00192028,1.02737313,-1.02778930,0.04359297,-0.04356241,0.85264547,-0.85235880
-5.84992496,3.52136101,-3.52141012,1.35793062,-1.35859480,0.88470780,-0.88484770,0.48065511,-0.48061759,0.20504465,-0.20476687,0.00208053,-0.00207803,1.06575254,-1.06613790,0.04578076,-0.04574767,0.87273424,-0.87240954
-5.84392196,3.62726371,-3.62718162,1.43107937,-1.43174986,0.89921299,-0.89930480,0.48513568,-0.48508003,0.21498713,-0.21468884,0.00224522,-0.00224247,1.10417395,-1.10453307,0.04811914,-0.04808405,0.89474429,-0.89438255
-5.83791896,3.73538878,-3.73518947,1.50582644,-1.50650309,0.91279905,-0.91284915,0.49030600,-0.49023096,0.22564010,-0.22532206,0.00241532,-0.00241234,1.14247875,-1.14281686,0.05056433,-0.05052789,0.91845732,-0.91806038
-5.83191596,3.84489851,-3.84459841,1.58152352,-1.58220578,0.92552146,-0.92553711,0.49610652,-0.49601118,0.23689675,-0.23656010,0.00258934,-0.00258613,1.18048868,-1.18081131,0.05306819,-0.05303111,0.94357505,-0.94314560
-5.82591296,3.95480636,-3.95442362,1.65743722,-1.65812395,0.93743974,-0.93742868,0.50244033,-0.50232414,0.24863153,-0.24827784,0.00276557,-0.00276216,1.21800302,-1.21831566,0.05557945,-0.05554252,0.96972971,-0.96927125
-5.81990995,4.06399600,-4.06354968,1.73276180,-1.73345115,0.94861185,-0.94858200,0.50917937,-0.50904218,0.26070362,-0.26033480,0.00294215,-0.00293858,1.25479661,-1.25510441,0.05804510,-0.05800917,0.99649743,-0.99601421
-5.81390695,4.17124599,-4.17075531,1.80663515,-1.80732448,0.95908904,-0.95904813,0.51617195,-0.51601403,0.27296078,-0.27257911,0.00311709,-0.00311338,1.29061912,-1.29092654,0.06041186,-0.06037779,1.02341383,-1.02291076
-5.80790395,4.27525963,-4.27474317,1.87815749,-1.87884326,0.96891134,-0.96886662,0.52325111,-0.52307316,0.28524375,-0.28485182,0.00328828,-0.00328448,1.32519582,-1.32550635,0.06262763,-0.06259631,1.04999115,-1.04947371
-5.80190095,4.37469882,-4.37417385,1.94641219,-1.94708998,0.97810420,-0.97806209,0.53024329,-0.53004640,0.29739075,-0.29699141,0.00345359,-0.00344975,1.35823002,-1.35854597,0.06464298,-0.06461526,1.07573608,-1.07521021
-5.79589795,4.46822089,-4.46770276,2.01048819,-2.01115274,0.98667625,-0.98664219,0.53697677,-0.53676245,0.30924211,-0.30883839,0.00361089,-0.00360706,1.38940741,-1.38972974,0.06641247,-0.06638917,1.10016747,-1.09963940
-5.78989495,4.55451710,-4.55401881,2.06950313,-2.07014840,0.99461867,-0.99459688,0.54328967,-0.54305980,0.32064475,-0.32023984,0.00375808,-0.00375432,1.41840216,-1.41873042,0.06789596,-0.06787782,1.12283304,-1.12230920
-5.78389195,4.63235146,-4.63188333,2.12262651,-2.12324587,1.00190595,-1.00189939,0.54903686,-0.54879365,0.33145640,-0.33105355,0.00389320,-0.00388956,1.44488484,-1.44521719,0.06905964,-0.06904731,1.14332458,-1.14281142
-5.77788894,4.70059832,-4.70016784,2.16910197,-2.16968838,1.00849812,-1.00850846,0.55409557,-0.55384154,0.34154938,-0.34115182,0.00401440,-0.00401095,1.46853172,-1.46886497,0.06987689,-0.06987091,1.16129084,-1.16079471
-5.77188594,4.75827739,-4.75788922,2.20826805,-2.20881430,1.01434440,-1.01437205,0.55836962,-0.55810752,0.35081381,-0.35042469,0.00412007,-0.00411686,1.48903521,-1.48936504,0.07032888,-0.07032966,1.17644769,-1.17597470
-5.76588294,4.80458489,-4.80424103,2.23957658,-2.24007557,1.01938779,-1.01943203,0.56179189,-0.56152467,0.35916018,-0.35878250,0.00420881,-0.00420590,1.50611498,-1.50643614,0.07040491,-0.07041271,1.18858533,-1.18814121
-5.75987994,4.83891959,-4.83861963,2.26260809,-2.26305308,1.02357053,-1.02362967,0.56432523,-0.56405598,0.36652126,-0.36615779,0.00427953,-0.00427697,1.51952920,-1.51983577,0.07010248,-0.07011740,1.19757228,-1.19716227
-5.75387694,4.86090267,-4.86064417,2.27708364,-2.27746857,1.02683989,-1.02691148,0.56596186,-0.56569372,0.37285312,-0.37250633,0.00433144,-0.00432928,1.52908533,-1.52937107,0.06942706,-0.06944906,1.20335620,-1.20298496
-5.74787394,4.87039067,-4.87016959,2.28287274,-2.28319245,1.02915397,-1.02923503,0.56672126,-0.56645738,0.37813556,-0.37780759,0.00436411,-0.00436238,1.53464984,-1.53490845,0.06839167,-0.06842054,1.20596172,-1.20563323
-5.74187094,4.86748092,-4.86729210,2.27999692,-2.28024743,1.03048701,-1.03057425,0.56664697,-0.56639047,0.38237166,-0.38206424,0.00437746,-0.00437619,1.53615630,-1.53638180,0.06701615,-0.06705155,1.20548548,-1.20520302
-5.73586793,4.85250909,-4.85234674,2.26862891,-2.26880755,1.03083387,-1.03092392,0.56580247,-0.56555634,0.38558674,-0.38530120,0.00437183,-0.00437104,1.53361131,-1.53379826,0.06532633,-0.06536777,1.20208892,-1.20185498
-5.72986493,4.82603891,-4.82589700,2.24908735,-2.24919291,1.03021319,-1.03030281,0.56426640,-0.56403348,0.38782664,-0.38756386,0.00434793,-0.00434762,1.52709781,-1.52724158,0.06335300,-0.06339988,1.19598900,-1.19580532
-5.72386193,4.78884418,-4.78871683,2.22182724,-2.22186001,1.02866910,-1.02875533,0.56212747,-0.56191040,0.38915552,-0.38891592,0.00430687,-0.00430705,1.51677536,-1.51687230,0.06113083,-0.06118242,1.18744771,-1.18731524
-5.71785893,4.74188368,-4.74176544,2.18742640,-2.18738814,1.02627108,-1.02635137,0.55947933,-0.55928049,0.38965313,-0.38943668,0.00425016,-0.00425080,1.50287737,-1.50292490,0.05869715,-0.05875268,1.17676045,-1.17667940
-5.71185593,4.68626967,-4.68615571,2.14656836,-2.14646220,1.02311204,-1.02318431,0.55641559,-0.55623709,0.38941176,-0.38921800,0.00417968,-0.00418075,1.48570503,-1.48570169,0.05609089,-0.05614953,1.16424420,-1.16421407
-5.70585293,4.62323110,-4.62311727,2.10002236,-2.09985263,1.01930446,-1.01936713,0.55302531,-0.55286896,0.38853299,-0.38836105,0.00409765,-0.00409910,1.46561826,-1.46556365,0.05335142,-0.05341229,1.15022559,-1.15024524
-5.69984992,4.55407270,-4.55395548,2.04862098,-2.04839297,1.01497490,-1.01502683,0.54938897,-0.54925626,0.38712418,-0.38697281,0.00400660,-0.00400839,1.44302387,-1.44291855,0.05051754,-0.05057978,1.13502951,-1.13509721
-5.69384692,4.48013142,-4.48000783,1.99323638,-1.99295607,1.01025702,-1.01029745,0.54557524,-0.54546733,0.38529497,-0.38516261,0.00390935,-0.00391140,1.41836146,-1.41820679,0.04762661,-0.04768936,1.11896851,-1.11908204
-5.68784392,4.40273187,-4.40259924,1.93475586,-1.93442960,1.00528353,-1.00531198,0.54163836,-0.54155609,0.38315379,-0.38303860,0.00380891,-0.00381116,1.39208770,-1.39188561,0.04471374,-0.04477619,1.10233329,-1.10248997
-5.68184092,4.32314244,-4.32299817,1.87405766,-1.87369182,1.00017760,-1.00019369,0.53761642,-0.53756028,0.38080448,-0.38070442,0.00370845,-0.00371083,1.36465964,-1.36441238,0.04181119,-0.04187259,1.08538447,-1.08558133
-5.67583792,4.24253376,-4.24237506,1.81198788,-1.81158858,0.99504405,-0.99504741,0.53353032,-0.53350050,0.37834311,-0.37825597,0.00361124,-0.00361366,1.33651798,-1.33622789,0.03894794,-0.03900761,1.06834598,-1.06857976
-5.66983492,4.16194133,-4.16176497,1.74933943,-1.74891222,0.98996122,-0.98995132,0.52938351,-0.52937990,0.37585510,-0.37577861,0.00352053,-0.00352290,1.30807103,-1.30774033,0.03614934,-0.03620670,1.05139982,-1.05166710
-5.66383192,4.08223377,-4.08203588,1.68683365,-1.68638326,0.98497375,-0.98494978,0.52516237,-0.52518455,0.37341264,-0.37334450,0.00343948,-0.00344174,1.27968034,-1.27931089,0.03343701,-0.03349155,1.03468265,-1.03497994
-5.65782891,4.00408821,-4.00386415,1.62510539,-1.62463558,0.98008701,-0.98004779,0.52083717,-0.52088447,0.37107258,-0.37101055,0.00337112,-0.00337317,1.25164860,-1.25124176,0.03082873,-0.03088006,1.01828394,-1.01860771
-5.65182591,3.92797379,-3.92771810,1.56469194,-1.56420538,0.97526351,-0.97520748,0.51636360,-0.51643512,0.36887475,-0.36881672,0.00331816,-0.00331996,1.22421052,-1.22376708,0.02833862,-0.02838643,1.00224568,-1.00259247
-5.64582291,3.85414421,-3.85385071,1.50602625,-1.50552451,0.97042173,-0.97034690,0.51168471,-0.51177934,0.36684084,-0.36678487,0.00328302,-0.00328450,1.19752731,-1.19704743,0.02597722,-0.02602131,0.98656381,-0.98693027
-5.63981991,3.78263955,-3.78230153,1.44943452,-1.44891814,0.96543750,-0.96534152,0.50673323,-0.50684968,0.36497383,-0.36491820,0.00326766,-0.00326877,1.17168479,-1.17116808,0.02375182,-0.02379208,0.97119094,-0.97157388
-5.63381691,3.71329744,-3.71290793,1.39513808,-1.39460672,0.96014790,-0.96002818,0.50143421,-0.50157102,0.36325795,-0.36320127,0.00327351,-0.00327424,1.14669546,-1.14614111,0.02166670,-0.02170310,0.95604053,-0.95643699
-5.62781391,3.64577299,-3.64532522,1.34325937,-1.34271202,0.95435780,-0.95421164,0.49570783,-0.49586346,0.36165939,-0.36160057,0.00330145,-0.00330178,1.12250431,-1.12191125,0.01972352,-0.01975611,0.94099219,-0.94139948
-5.62181091,3.57956663,-3.57905445,1.29383151,-1.29326676,0.94784853,-0.94767328,0.48947248,-0.48964530,0.36012741,-0.36006574,0.00335172,-0.00335165,1.09899792,-1.09836506,0.01792162,-0.01795051,0.92589814,-0.92631384
-5.61580790,3.51405841,-3.51347682,1.24681077,-1.24622716,0.94038828,-0.94018158,0.48264784,-0.48283615,0.35859622,-0.35853136,0.00342389,-0.00342344,1.07601640,-1.07534290,0.01625841,-0.01628376,0.91059030,-0.91101232
-5.60980490,3.44854724,-3.44789290,1.20209140,-1.20148768,0.93174387,-0.93150382,0.47515804,-0.47536017,0.35698719,-0.35691922,0.00351683,-0.00351606,1.05336748,-1.05265303,0.01472970,-0.01475172,0.89488818,-0.89531476
-5.60380190,3.38229296,-3.38156470,1.15952167,-1.15889718,0.92169298,-0.92141838,0.46693482,-0.46714906,0.35521172,-0.35514112,0.00362876,-0.00362772,1.03084181,-1.03008686,0.01333004,-0.01334896,0.87860700,-0.87903670
-5.59779890,3.31455942,-3.31375862,1.11892057,-1.11827549,0.91003637,-0.90972686,0.45792044,-0.45814516,0.35317438,-0.35310199,0.00375722,-0.00375599,1.00822859,-1.00743462,0.01205302,-0.01206911,0.86156598,-0.86199773
-5.59179590,3.24465624,-3.24378712,1.08009396,-1.07942954,0.89660922,-0.89626548,0.44807060,-0.44830421,0.35077635,-0.35070339,0.00389917,-0.00389784,0.98533068,-0.98450038,0.01089157,-0.01090510,0.84359651,-0.84402952
-5.58579290,3.17197742,-3.17104722,1.04284961,-1.04216835,0.88129114,-0.88091494,0.43735687,-0.43759785,0.34791910,-0.34784710,0.00405101,-0.00404968,0.96197835,-0.96111571,0.00983820,-0.00984944,0.82454979,-0.82498359
-5.57978989,3.09603486,-3.09505381,1.00701029,-1.00631599,0.86401403,-0.86360828,0.42576894,-0.42601587,0.34450811,-0.34443888,0.00420874,-0.00420752,0.93804072,-0.93715111,0.00888523,-0.00889446,0.80430395,-0.80473834
-5.57378689,3.01648546,-3.01546664,0.97242437,-0.97172212,0.84476753,-0.84433625,0.41331634,-0.41356790,0.34045654,-0.34039206,0.00436804,-0.00436704,0.91343455,-0.91252465,0.00802501,-0.00803249,0.78277018,-0.78320515
-5.56778389,2.93315053,-2.93210947,0.93897353,-0.93826960,0.82360166,-0.82314992,0.40002978,-0.40028473,0.33568870,-0.33563109,0.00452438,-0.00452373,0.88812979,-0.88720743,0.00725006,-0.00725603,0.75989783,-0.76033355
-5.56178089,2.84602692,-2.84498110,0.90657732,-0.90587895,0.80062658,-0.80016032,0.38596184,-0.38621904,0.33014323,-0.33009467,0.00467322,-0.00467302,0.86215165,-0.86122564,0.00655324,-0.00655793,0.73567824,-0.73611496
-5.55577789,2.75528965,-2.75425784,0.87519470,-0.87450984,0.77600940,-0.77553521,0.37118718,-0.37144557,0.32377593,-0.32373853,0.00481011,-0.00481047,0.83557938,-0.83465919,0.00592786,-0.00593149,0.71014724,-0.71058526
-5.54977489,2.66128631,-2.66028782,0.84482254,-0.84415946,0.74996838,-0.74949328,0.35580221,-0.35606079,0.31656199,-0.31653774,0.00493085,-0.00493187,0.80854168,-0.80763711,0.00536782,-0.00537057,0.68338626,-0.68382585
-5.54377189,2.56452392,-2.56357775,0.81549156,-0.81485849,0.72276475,-0.72229587,0.33992410,-0.34018191,0.30849768,-0.30848835,0.00503167,-0.00503342,0.78120949,-0.78033027,0.00486764,-0.00486966,0.65552209,-0.65596338
-5.53776888,2.46564929,-2.46477326,0.78726007,-0.78666482,0.69469274,-0.69423705,0.32368931,-0.32394543,0.29960140,-0.29960849,0.00510929,-0.00511184,0.75378635,-0.75294177,0.00442253,-0.00442398,0.62672515,-0.62716814
-5.53176588,2.36542425,-2.36463420,0.76020627,-0.75965576,0.66606831,-0.66563233,0.30725166,-0.30750518,0.28991405,-0.28993868,0.00516111,-0.00516451,0.72649732,-0.72569580,0.00402850,-0.00402948,0.59720672,-0.59765115
-5.52576288,2.26469730,-2.26400627,0.73441945,-0.73391941,0.63721732,-0.63680681,0.29077993,-0.29102993,0.27949867,-0.27954155,0.00518525,-0.00518951,0.69957693,-0.69882570,0.00368229,-0.00368290,0.56721487,-0.56766021
-5.51975988,2.16437322,-2.16379090,0.70999108,-0.70954568,0.60846368,-0.60808341,0.27445508,-0.27470062,0.26843943,-0.26850081,0.00518065,-0.00518578,0.67325713,-0.67256190,0.00338148,-0.00338179,0.53702955,-0.53747496
-5.51375688,2.06538247,-2.06491460,0.68700611,-0.68661773,0.58011809,-0.57977164,0.25846728,-0.25870737,0.25683994,-0.25691958,0.00514708,-0.00515305,0.64775582,-0.64712050,0.00312442,-0.00312448,0.50695692,-0.50740121
-5.50775388,1.96865150,-1.96829963,0.66553520,-0.66520426,0.55246806,-0.55215770,0.24301259,-0.24324623,0.24482099,-0.24491819,0.00508516,-0.00509193,0.62326661,-0.62269319,0.00291028,-0.00291013,0.47732304,-0.47776469
-5.50175088,1.87507566,-1.87483698,0.64562830,-0.64535321,0.52576952,-0.52549609,0.22828966,-0.22851579,0.23251778,-0.23263135,0.00499634,-0.00500384,0.59995047,-0.59943894,0.00273896,-0.00273862,0.44846725,-0.44890440
-5.49574787,1.78549541,-1.78536288,0.62730990,-0.62708705,0.50024035,-0.50000327,0.21449618,-0.21471371,0.22007667,-0.22020499,0.00488282,-0.00489098,0.57792944,-0.57747779,0.00261112,-0.00261059,0.42073527,-0.42116580
-5.48974487,1.70067673,-1.70063931,0.61057610,-0.61040005,0.47605614,-0.47585350,0.20182546,-0.20203329,0.20765164,-0.20779269,0.00474748,-0.00475620,0.55728287,-0.55688722,0.00252806,-0.00252734,0.39447236,-0.39489386
-5.48374187,1.62129599,-1.62133914,0.59539366,-0.59525732,0.45334816,-0.45317678,0.19046294,-0.19065996,0.19540056,-0.19555199,0.00459379,-0.00460297,0.53804606,-0.53770084,0.00249170,-0.00249077,0.37001638,-0.37042631
-5.47773887,1.54792944,-1.54803572,0.58170079,-0.58159572,0.43220344,-0.43205910,0.18058275,-0.18076789,0.18348129,-0.18364051,0.00442564,-0.00443516,0.52021128,-0.51990951,0.00250450,-0.00250334,0.34769127,-0.34808694
-5.47173587,1.48104698,-1.48119681,0.56940966,-0.56932646,0.41266681,-0.41254445,0.17234445,-0.17251667,0.17204785,-0.17221207,0.00424723,-0.00425697,0.50373100,-0.50346461,0.00256933,-0.00256789,0.32780056,-0.32817928
-5.46573287,1.42100985,-1.42118233,0.55841014,-0.55833882,0.39474464,-0.39463858,0.16588973,-0.16604810,0.16124663,-0.16141300,0.00406290,-0.00407275,0.48852290,-0.48828311,0.00268935,-0.00268760,0.31062142,-0.31098055
-5.45972986,1.36807146,-1.36824520,0.54857452,-0.54850495,0.37840974,-0.37831401,0.16133938,-0.16148307,0.15121295,-0.15137860,0.00387699,-0.00388683,0.47447619,-0.47425387,0.00286792,-0.00286582,0.29639893,-0.29673601
-5.45372686,1.32238065,-1.32253471,0.53976284,-0.53968514,0.36360726,-0.36351583,0.15879030,-0.15891866,0.14206777,-0.14222992,0.00369369,-0.00370341,0.46145890,-0.46124498,0.00310841,-0.00310591,0.28534089,-0.28565368
-5.44772386,1.28398665,-1.28410131,0.53182817,-0.53173316,0.35026093,-0.35016798,0.15831284,-0.15842538,0.13391489,-0.13407091,0.00351688,-0.00352639,0.44932549,-0.44911134,0.00341403,-0.00341109,0.27761299,-0.27789960
-5.44172086,1.25284479,-1.25290233,0.52462185,-0.52450137,0.33827935,-0.33817952,0.15994828,-0.16004473,0.12683856,-0.12698607,0.00335005,-0.00335926,0.43792439,-0.43770213,0.00378766,-0.00378424,0.27333457,-0.27359350
-5.43571786,1.22882254,-1.22880787,0.51799799,-0.51784521,0.32756189,-0.32745051,0.16370671,-0.16378704,0.12090166,-0.12103853,0.00319615,-0.00320499,0.42710500,-0.42686781,0.00423165,-0.00422771,0.27257488,-0.27280509
-5.42971486,1.21170517,-1.21160632,0.51181717,-0.51162686,0.31800401,-0.31787723,0.16956524,-0.16962968,0.11614427,-0.11626873,0.00305754,-0.00306595,0.41672382,-0.41646616,0.00474762,-0.00474314,0.27535003,-0.27555097
-5.42371186,1.20120078,-1.20100928,0.50594920,-0.50571782,0.30950156,-0.30935650,0.17746678,-0.17751581,0.11258300,-0.11269363,0.00293591,-0.00294384,0.40664943,-0.40636717,0.00533624,-0.00533119,0.28162057,-0.28179224
-5.41770885,1.19694466,-1.19665573,0.50027472,-0.50000055,0.30195413,-0.30178894,0.18731934,-0.18735373,0.11021074,-0.11030651,0.00283227,-0.00283970,0.39676613,-0.39645669,0.00599705,-0.00599141,0.29129007,-0.29143301
-5.41170585,1.19850300,-1.19811557,0.49468586,-0.49436899,0.29526724,-0.29508113,0.19899606,-0.19901683,0.10899707,-0.10907732,0.00274694,-0.00275385,0.38697632,-0.38663864,0.00672827,-0.00672204,0.30420451,-0.30431978
-5.40570285,1.20537612,-1.20489272,0.48908598,-0.48872818,0.28935348,-0.28914670,0.21233602,-0.21234443,0.10888921,-0.10895365,0.00267956,-0.00268596,0.37720146,-0.37683597,0.00752663,-0.00751982,0.32015281,-0.32024201
-5.39969985,1.21700182,-1.21642836,0.48338866,-0.48299331,0.28413270,-0.28390645,0.22714585,-0.22714341,0.10981349,-0.10986220,0.00262915,-0.00263504,0.36738192,-0.36699041,0.00838727,-0.00837990,0.33886860,-0.33893380
-5.39369685,1.23275925,-1.23210459,0.47751632,-0.47708815,0.27953137,-0.27928773,0.24320239,-0.24319078,0.11167734,-0.11171072,0.00259418,-0.00259957,0.35747584,-0.35706132,0.00930365,-0.00929575,0.36003324,-0.36007694
-5.38769385,1.25197374,-1.25124929,0.47139860,-0.47094344,0.27548138,-0.27522314,0.26025616,-0.26023722,0.11437174,-0.11439050,0.00257261,-0.00257754,0.34745727,-0.34702375,0.01026751,-0.01025913,0.38328029,-0.38330533
-5.38169085,1.27392330,-1.27314243,0.46497084,-0.46449534,0.27191846,-0.27164900,0.27803584,-0.27801155,0.11777406,-0.11777913,0.00256205,-0.00256656,0.33731378,-0.33686604,0.01126893,-0.01126012,0.40820132,-0.40821083
-5.37568784,1.29784707,-1.29702453,0.45817288,-0.45768426,0.26878056,-0.26850364,0.29625366,-0.29622603,0.12175125,-0.12174376,0.00255984,-0.00256395,0.32704402,-0.32658737,0.01229642,-0.01228726,0.43435323,-0.43435054
-5.36968484,1.32295602,-1.32210740,0.45094852,-0.45045422,0.26600623,-0.26572587,0.31461153,-0.31458259,0.12616322,-0.12614447,0.00256313,-0.00256689,0.31665519,-0.31619523,0.01333710,-0.01332766,0.46126687,-0.46125540
-5.36368184,1.34844620,-1.34758726,0.44324550,-0.44275292,0.26353348,-0.26325373,0.33280785,-0.33277958,0.13086653,-0.13083790,0.00256904,-0.00257249,0.30616088,-0.30570325,0.01437693,-0.01436730,0.48845685,-0.48844004
-5.35767884,1.37351425,-1.37266040,0.43501638,-0.43453262,0.26129894,-0.26102380,0.35054486,-0.35051914,0.13571805,-0.13568096,0.00257475,-0.00257793,0.29557932,-0.29512949,0.01540106,-0.01539134,0.51543246,-0.51541364
-5.35167584,1.39737511,-1.39654091,0.42622012,-0.42575174,0.25923777,-0.25897097,0.36753621,-0.36751475,0.14057866,-0.14053455,0.00257762,-0.00258056,0.28493216,-0.28449523,0.01639415,-0.01638443,0.54170925,-0.54169156
-5.34567284,1.41928141,-1.41848009,0.41682431,-0.41637716,0.25728407,-0.25702900,0.38351460,-0.38349893,0.14531693,-0.14526718,0.00257523,-0.00257798,0.27424383,-0.27382436,0.01734086,-0.01733125,0.56682118,-0.56680749
