energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Na_s_up,Na_s_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.80790395,1.34616285,-1.49052743,0.00397552,-0.00675479,0.09497539,-0.09455478,0.36087416,-0.38641779,0.34787141,-0.37993914,0.09971706,-0.11005737,0.05141785,-0.05112871,0.70377867,-0.79967742
-5.80190095,1.30634127,-1.46632241,0.00359039,-0.00633823,0.09384596,-0.09383405,0.35332374,-0.38456202,0.33820226,-0.37252637,0.09691294,-0.10885679,0.05044097,-0.05105570,0.68070234,-0.78580414
-5.79589795,1.26269071,-1.43516047,0.00322215,-0.00590750,0.09256120,-0.09266570,0.34426931,-0.38070143,0.32806177,-0.36353304,0.09370291,-0.10707940,0.04918996,-0.05067896,0.65540414,-0.76817400
-5.78989495,1.21597534,-1.39766097,0.00287389,-0.00546931,0.09119817,-0.09109764,0.33388147,-0.37492428,0.31768322,-0.35316031,0.09014018,-0.10476055,0.04768762,-0.05000682,0.62825326,-0.74710500
-5.78389195,1.16698973,-1.35453664,0.00254807,-0.00503005,0.08983679,-0.08918787,0.32235349,-0.36735152,0.30729975,-0.34163143,0.08628194,-0.10194373,0.04596047,-0.04905266,0.59963536,-0.72296062
-5.77788894,1.11654410,-1.30657783,0.00224657,-0.00459571,0.08855753,-0.08700340,0.30989862,-0.35813478,0.29713941,-0.32918702,0.08218831,-0.09867947,0.04403807,-0.04783455,0.56994648,-0.69614167
-5.77188594,1.06545001,-1.25463602,0.00197068,-0.00417174,0.08743908,-0.08461882,0.29674712,-0.34745391,0.28742032,-0.31608034,0.07792135,-0.09502420,0.04195223,-0.04637470,0.53958736,-0.66707778
-5.76588294,1.01450675,-1.19960724,0.00172122,-0.00376298,0.08655600,-0.08211484,0.28314340,-0.33551428,0.27834609,-0.30257253,0.07354412,-0.09103903,0.03973628,-0.04469886,0.50895823,-0.63621919
-5.75987994,0.96448862,-1.14241566,0.00149852,-0.00337359,0.08597649,-0.07957664,0.26934304,-0.32254373,0.27010153,-0.28892794,0.06911979,-0.08678854,0.03742425,-0.04283562,0.47845393,-0.60402871
-5.75387694,0.91613348,-1.08399795,0.00130258,-0.00300708,0.08576033,-0.07709208,0.25561000,-0.30878952,0.26284878,-0.27540957,0.06471087,-0.08233960,0.03505016,-0.04081574,0.44845971,-0.57097433
-5.74787394,0.87013270,-1.02528844,0.00113310,-0.00266624,0.08595704,-0.07474995,0.24221380,-0.29451513,0.25672393,-0.26227478,0.06037854,-0.07776029,0.03264736,-0.03867134,0.41934753,-0.53752243
-5.74187094,0.82712257,-0.96720552,0.00098956,-0.00235322,0.08660435,-0.07263807,0.22942699,-0.27999711,0.25183435,-0.24977117,0.05618198,-0.07311887,0.03024784,-0.03643524,0.39147279,-0.50413179
-5.73586793,0.78767752,-0.91063920,0.00087131,-0.00206955,0.08772707,-0.07084150,0.21752265,-0.26552197,0.24825665,-0.23813271,0.05217787,-0.06848281,0.02788174,-0.03414023,0.36517177,-0.47124837
-5.72986493,0.75230501,-0.85644007,0.00077762,-0.00181623,0.08933640,-0.06944071,0.20677206,-0.25138315,0.24603547,-0.22757616,0.04841992,-0.06391802,0.02557692,-0.03181842,0.34075936,-0.43930091
-5.72386193,0.72144220,-0.80540953,0.00070775,-0.00159376,0.09142968,-0.06850981,0.19744250,-0.23787815,0.24518326,-0.21829770,0.04495844,-0.05948808,0.02335856,-0.02950066,0.31852735,-0.40869723
-5.71785893,0.69545440,-0.75829132,0.00066098,-0.00140227,0.09399066,-0.06811491,0.18979507,-0.22530569,0.24568083,-0.21046989,0.04183995,-0.05525364,0.02124892,-0.02721605,0.29874296,-0.37982132
-5.71185593,0.67463515,-0.71576427,0.00063667,-0.00124157,0.09699030,-0.06831258,0.18408259,-0.21396300,0.24747903,-0.20423890,0.03910685,-0.05127188,0.01926722,-0.02499150,0.28164770,-0.35303094
-5.70585293,0.65920787,-0.67843623,0.00063426,-0.00111124,0.10038802,-0.06914846,0.18054740,-0.20414311,0.25050130,-0.19972212,0.03679701,-0.04759604,0.01742951,-0.02285140,0.26745644,-0.32865571
-5.69984992,0.64932875,-0.64683900,0.00065328,-0.00101069,0.10413352,-0.07065609,0.17941908,-0.19613223,0.25464718,-0.19700608,0.03494345,-0.04427497,0.01574873,-0.02081741,0.25635651,-0.30699562
-5.69384692,0.64509082,-0.62142430,0.00069335,-0.00093922,0.10816887,-0.07285596,0.18091202,-0.19020699,0.25979663,-0.19614496,0.03357392,-0.04135280,0.01423472,-0.01890824,0.24850686,-0.28831973
-5.68784392,0.64652877,-0.60256061,0.00075416,-0.00089610,0.11243110,-0.07575489,0.18522273,-0.18663162,0.26581503,-0.19715948,0.03271047,-0.03886856,0.01289442,-0.01713963,0.24403717,-0.27286509
-5.68184092,0.65362429,-0.59053090,0.00083544,-0.00088057,0.11685494,-0.07934559,0.19252695,-0.18565496,0.27255877,-0.20003650,0.03236905,-0.03685577,0.01173199,-0.01552433,0.24304680,-0.26083560
-5.67583792,0.66631159,-0.58553116,0.00093693,-0.00089188,0.12137575,-0.08360675,0.20297648,-0.18750733,0.27988112,-0.20472920,0.03255898,-0.03534214,0.01074904,-0.01407214,0.24560366,-0.25240088
-5.66983492,0.68448287,-0.58766970,0.00105831,-0.00092926,0.12593253,-0.08850339,0.21669582,-0.19239706,0.28763825,-0.21115805,0.03328250,-0.03434913,0.00994483,-0.01279007,0.25174282,-0.24769508
-5.66383192,0.70799343,-0.59696729,0.00119918,-0.00099196,0.13047074,-0.09398761,0.23377856,-0.20050692,0.29569510,-0.21921257,0.03453432,-0.03389157,0.00931653,-0.01168241,0.26146509,-0.24681549
-5.65782891,0.73666621,-0.61335803,0.00135902,-0.00107923,0.13494509,-0.09999980,0.25428379,-0.21199023,0.30393098,-0.22875378,0.03630114,-0.03397720,0.00885942,-0.01075099,0.27473546,-0.24982103
-5.65182591,0.77029568,-0.63669112,0.00153710,-0.00119023,0.13932185,-0.10647018,0.27823245,-0.22696695,0.31224454,-0.23961758,0.03856133,-0.03460629,0.00856713,-0.00999534,0.29148161,-0.25673070
-5.64582291,0.80865098,-0.66673340,0.00173248,-0.00132406,0.14358084,-0.11332072,0.30560394,-0.24551954,0.32055801,-0.25161878,0.04128469,-0.03577118,0.00843185,-0.00941287,0.31159248,-0.26752192
-5.63981991,0.85147824,-0.70317283,0.00194396,-0.00147967,0.14771695,-0.12046740,0.33633307,-0.26768902,0.32882050,-0.26455585,0.04443235,-0.03745600,0.00844452,-0.00899913,0.33491726,-0.28212904
-5.63381691,0.89850237,-0.74562288,0.00217008,-0.00165586,0.15174103,-0.12782273,0.37030752,-0.29347120,0.33701033,-0.27821627,0.04795683,-0.03963635,0.00859502,-0.00874799,0.36126470,-0.30044196
-5.62781391,0.94942817,-0.79362790,0.00240909,-0.00185123,0.15568022,-0.13529839,0.40736607,-0.32281317,0.34513615,-0.29238227,0.05180248,-0.04227912,0.00887236,-0.00865181,0.39040319,-0.32230515
-5.62181091,1.00394120,-0.84666948,0.00265898,-0.00206413,0.15957767,-0.14280809,0.44729770,-0.35561052,0.35323696,-0.30683686,0.05590597,-0.04534257,0.00926480,-0.00870165,0.42206150,-0.34751719
-5.61580790,1.06170848,-0.90417378,0.00291752,-0.00229269,0.16349157,-0.15027032,0.48984168,-0.39170521,0.36138100,-0.32137003,0.06019725,-0.04877648,0.00976004,-0.00888746,0.45593052,-0.37583096
-5.60980490,1.12237922,-0.96551991,0.00318230,-0.00253476,0.16749369,-0.15761109,0.53468887,-0.43088433,0.36966348,-0.33578476,0.06460068,-0.05252258,0.01034536,-0.00919820,0.49166602,-0.40695469
-5.60380190,1.18558589,-1.03004918,0.00345082,-0.00278798,0.17166723,-0.16476640,0.58148418,-0.47288012,0.37820341,-0.34990276,0.06903650,-0.05651527,0.01100778,-0.00962204,0.52889248,-0.44055399
-5.59779890,1.25094558,-1.09707532,0.00372059,-0.00304977,0.17610432,-0.17168453,0.62983022,-0.51737104,0.38713937,-0.36356979,0.07342258,-0.06068253,0.01173422,-0.01014649,0.56720805,-0.47625493
-5.59179590,1.31806191,-1.16589538,0.00398922,-0.00331742,0.18090293,-0.17832784,0.67929218,-0.56398428,0.39662465,-0.37666024,0.07767634,-0.06494720,0.01251165,-0.01075857,0.60619051,-0.51364830
-5.58579290,1.38652752,-1.23580130,0.00425459,-0.00358813,0.18616354,-0.18467416,0.72940376,-0.61229967,0.40682162,-0.38908094,0.08171685,-0.06922846,0.01332729,-0.01144496,0.64540427,-0.55229505
-5.57978989,1.45592694,-1.30609186,0.00451496,-0.00385912,0.19198550,-0.19071777,0.77967410,-0.66185484,0.41789567,-0.40077397,0.08546709,-0.07344354,0.01416880,-0.01219218,0.68440808,-0.59173279
-5.57378689,1.52584000,-1.37608489,0.00476919,-0.00412777,0.19846318,-0.19646967,0.82959549,-0.71215188,0.43000869,-0.41171852,0.08885618,-0.07750968,0.01502446,-0.01298675,0.72276336,-0.63148345
-5.56778389,1.59584548,-1.44512932,0.00501682,-0.00439170,0.20568210,-0.20195744,0.87865164,-0.76266502,0.44331245,-0.42193149,0.09182155,-0.08134616,0.01588341,-0.01381542,0.76004295,-0.67106170
-5.56178089,1.66552494,-1.51261698,0.00525831,-0.00464896,0.21371499,-0.20722446,0.92632651,-0.81284950,0.45794181,-0.43146705,0.09431096,-0.08487642,0.01673587,-0.01466531,0.79583991,-0.70998419
-5.55577789,1.73446649,-1.57799374,0.00549514,-0.00489813,0.22261805,-0.21232859,0.97211314,-0.86215122,0.47400802,-0.44041503,0.09628435,-0.08803021,0.01757332,-0.01552419,0.82977618,-0.74777921
-5.54977489,1.80226856,-1.64076958,0.00573000,-0.00513851,0.23242739,-0.21734037,1.01552266,-0.91001702,0.49159234,-0.44889810,0.09771529,-0.09074556,0.01838877,-0.01638069,0.86151085,-0.78399659
-5.54377189,1.86854326,-1.70052759,0.00596689,-0.00537029,0.24315579,-0.22234069,1.05609300,-0.95590529,0.51074004,-0.45706799,0.09859213,-0.09297065,0.01917696,-0.01722451,0.89074774,-0.81821749
-5.53776888,1.93291959,-1.75693125,0.00621121,-0.00559464,0.25478994,-0.22741815,1.09339732,-0.99929673,0.53145501,-0.46510068,0.09891867,-0.09466537,0.01993450,-0.01804669,0.91724215,-0.85006391
-5.53176588,1.99504618,-1.80973001,0.00646984,-0.00581388,0.26728827,-0.23266597,1.12705183,-1.03970482,0.55369521,-0.47319067,0.09871444,-0.09580262,0.02066011,-0.01883982,0.94080643,-0.87920750
-5.52576288,2.05459385,-1.85876276,0.00675118,-0.00603158,0.28057940,-0.23817866,1.15672302,-1.07668594,0.57736920,-0.48154450,0.09801443,-0.09636916,0.02135472,-0.01959828,0.96131439,-0.90537745
-5.51975988,2.11125786,-1.90395914,0.00706507,-0.00625265,0.29456143,-0.24404855,1.18213408,-1.10984868,0.60233385,-0.49037370,0.09686844,-0.09636607,0.02202150,-0.02031844,0.97870427,-0.92836729
-5.51375688,2.16475998,-1.94533844,0.00742276,-0.00648338,0.30910216,-0.25036208,1.20307039,-1.13886222,0.62839353,-0.49988717,0.09533994,-0.09580885,0.02266597,-0.02099882,0.99298024,-0.94804017
-5.50775388,2.21485056,-1.98300609,0.00783674,-0.00673145,0.32404016,-0.25719617,1.21938397,-1.16346350,0.65530099,-0.51028333,0.09350453,-0.09472694,0.02329590,-0.02164027,1.00421228,-0.96433269
-5.50175088,2.26131048,-2.01714777,0.00832054,-0.00700589,0.33918702,-0.26461460,1.23099677,-1.18346298,0.68275992,-0.52174216,0.09144804,-0.09316297,0.02392120,-0.02224599,1.01253452,-0.97725686
-5.49574787,2.30395319,-2.04802106,0.00888844,-0.00731702,0.35433053,-0.27266454,1.23790271,-1.19874886,0.71042940,-0.53441726,0.08926443,-0.09117153,0.02455369,-0.02282160,1.01814188,-0.98690028
-5.48974487,2.34262666,-2.07594489,0.00955514,-0.00767624,0.36923894,-0.28137334,1.24016826,-1.20928948,0.73793022,-0.54842837,0.08705332,-0.08881773,0.02520686,-0.02337510,1.02128504,-0.99342435
-5.48374187,2.37721534,-2.10128702,0.01033534,-0.00809593,0.38366611,-0.29074568,1.23793162,-1.21513396,0.76485299,-0.56385436,0.08491750,-0.08617534,0.02589540,-0.02391670,1.02226394,-0.99706045
-5.47773887,2.40764175,-2.12444970,0.01124326,-0.00858908,0.39735760,-0.30076122,1.23140020,-1.21641086,0.79076782,-0.58072704,0.08296030,-0.08332497,0.02663478,-0.02445865,1.02141964,-0.99810418
-5.47173587,2.43386772,-2.14585398,0.01229207,-0.00916903,0.41005732,-0.31137281,1.22084662,-1.21332487,0.81523541,-0.59902614,0.08128291,-0.08035190,0.02744065,-0.02501490,1.01912483,-0.99690773
-5.46573287,2.45589503,-2.16592313,0.01349339,-0.00984910,0.42151469,-0.32250540,1.20660295,-1.20615160,0.83781915,-0.61867555,0.07998185,-0.07734410,0.02832820,-0.02560070,1.01577322,-0.99387032
-5.45972986,2.47376513,-2.18506562,0.01485659,-0.01064209,0.43149205,-0.33405577,1.18905348,-1.19523046,0.85809782,-0.63954115,0.07914641,-0.07439014,0.02931145,-0.02623214,1.01176780,-0.98942719
-5.45372686,2.48755782,-2.20365816,0.01638824,-0.01155991,0.43977192,-0.34589318,1.16862594,-1.18095588,0.87567835,-0.66143046,0.07885637,-0.07157726,0.03040254,-0.02692553,1.00750854,-0.98403704
-5.44772386,2.49738879,-2.22202963,0.01809146,-0.01261298,0.44616403,-0.35786090,1.14578156,-1.16376694,0.89020828,-0.68409420,0.07917982,-0.06898963,0.03161097,-0.02769674,1.00337976,-0.97816852
-5.44172086,2.50340585,-2.24044620,0.01996541,-0.01380975,0.45051162,-0.36977883,1.12100408,-1.14413585,0.90138719,-0.70722998,0.08017127,-0.06670672,0.03294289,-0.02856056,0.99973752,-0.97228594
-5.43571786,2.50578399,-2.25909857,0.02200475,-0.01515619,0.45269687,-0.38144711,1.09478810,-1.12255551,0.90897680,-0.73048795,0.08187009,-0.06480197,0.03440045,-0.02952991,0.99689762,-0.96683475
-5.42971486,2.50471935,-2.27809169,0.02419927,-0.01665529,0.45264530,-0.39265062,1.06762717,-1.09952652,0.91280922,-0.75347863,0.08429914,-0.06334165,0.03598124,-0.03061512,0.99512456,-0.96222713
-5.42371186,2.50042238,-2.29743760,0.02653364,-0.01830659,0.45032867,-0.40316444,1.04000199,-1.07554422,0.91279288,-0.77578252,0.08746388,-0.06238398,0.03767785,-0.03182322,0.99462205,-0.95882840
-5.41770885,2.49311062,-2.31705174,0.02898726,-0.02010581,0.44576663,-0.41276002,1.01236925,-1.05108607,0.90891619,-0.79696140,0.09135182,-0.06197842,0.03947765,-0.03315735,0.99552539,-0.95694457
-5.41170585,2.48300133,-2.33675313,0.03153437,-0.02204456,0.43902675,-0.42121187,0.98515144,-1.02659979,0.90124837,-0.81657087,0.09593231,-0.06216526,0.04136265,-0.03461613,0.99789624,-0.95681164
-5.40570285,2.47030479,-2.35626846,0.03414429,-0.02411016,0.43022313,-0.42830462,0.95872803,-1.00249292,0.88993787,-0.83417387,0.10115688,-0.06297526,0.04330969,-0.03619333,1.00171997,-0.95858710
-5.39969985,2.45521837,-2.37524008,0.03678186,-0.02628559,0.41951354,-0.43384014,0.93342842,-0.97912387,0.87520823,-0.84935447,0.10695992,-0.06442956,0.04529081,-0.03787760,1.00690597,-0.96234406
-5.39369685,2.43792212,-2.39323785,0.03940813,-0.02854958,0.40709537,-0.43764445,0.90952682,-0.95679499,0.85735164,-0.86173160,0.11325983,-0.06653959,0.04727376,-0.03965240,1.01329074,-0.96806828
-5.38769385,2.41857608,-2.40977418,0.04198119,-0.03087690,0.39320047,-0.43957415,0.88723928,-0.93574781,0.83672067,-0.87097207,0.11996063,-0.06930711,0.04922288,-0.04149616,1.02064398,-0.97565827
-5.38169085,2.39731961,-2.42432203,0.04445721,-0.03323875,0.37808916,-0.43952208,0.86672284,-0.91616055,0.81371841,-0.87680237,0.12695396,-0.07272428,0.05110000,-0.04338265,1.02867722,-0.98492865
-5.37568784,2.37427279,-2.43633490,0.04679156,-0.03560331,0.36204367,-0.43742202,0.84807675,-0.89814796,0.78878763,-0.87901869,0.13412142,-0.07677377,0.05286561,-0.04528153,1.03705487,-0.99561655
-5.36968484,2.34953991,-2.44526826,0.04894009,-0.03793650,0.34536133,-0.43325208,0.83134568,-0.88176336,0.76239926,-0.87749486,0.14133726,-0.08142886,0.05448006,-0.04715913,1.04540700,-1.00739084
-5.36368184,2.32321463,-2.45060124,0.05086045,-0.04020273,0.32834757,-0.42703680,0.81652440,-0.86700270,0.73504080,-0.87218777,0.14847134,-0.08665350,0.05590491,-0.04897935,1.05334343,-1.01986399
-5.35767884,2.29538663,-2.45185798,0.05251337,-0.04236590,0.31130924,-0.41884779,0.80356400,-0.85381043,0.70720497,-0.86314009,0.15539217,-0.09240246,0.05710416,-0.05070481,1.06046848,-1.03260581
-5.35167584,2.26614909,-2.44862754,0.05386393,-0.04439030,0.29454822,-0.40880280,0.79237880,-0.84208674,0.67937894,-0.85048018,0.16197011,-0.09862139,0.05804552,-0.05229793,1.06639561,-1.04515872
-5.34567284,2.23560630,-2.44058160,0.05488267,-0.04624166,0.27835556,-0.39706346,0.78285395,-0.83169588,0.65203453,-0.83441922,0.16808050,-0.10524698,0.05870153,-0.05372220,1.07076151,-1.05705383
-5.33966983,2.20388099,-2.42748930,0.05554663,-0.04788808,0.26300624,-0.38383154,0.77485307,-0.82247511,0.62561936,-0.81524579,0.17360668,-0.11220719,0.05905053,-0.05494336,1.07323873,-1.06782705
-5.33366683,2.17112037,-2.40922857,0.05584006,-0.04930096,0.24875457,-0.36934415,0.76822566,-0.81424390,0.60054928,-0.79331803,0.17844275,-0.11942157,0.05907739,-0.05593056,1.07354665,-1.07703484
-5.32766383,2.13750061,-2.38579359,0.05575499,-0.05045583,0.23583025,-0.35386790,0.76281394,-0.80681302,0.57720183,-0.76905387,0.18249607,-0.12680173,0.05877407,-0.05665740,1.07146019,-1.08426863
-5.32166083,2.10322893,-2.35729817,0.05529148,-0.05133298,0.22443512,-0.33769232,0.75845886,-0.79999314,0.55591093,-0.74291969,0.18568930,-0.13425207,0.05813983,-0.05710278,1.06681600,-1.08916774
-5.31565783,2.06854324,-2.32397501,0.05445760,-0.05191802,0.21474035,-0.32112280,0.75500511,-0.79360278,0.53696254,-0.71541791,0.18796208,-0.14167068,0.05718123,-0.05725162,1.05951605,-1.09143003
-5.30965483,2.03370893,-2.28617097,0.05326916,-0.05220222,0.20688427,-0.30447330,0.75230497,-0.78747521,0.52059118,-0.68707392,0.18927208,-0.14895055,0.05591186,-0.05709527,1.04952860,-1.09082020
-5.30365183,1.99901286,-2.24433865,0.05174911,-0.05218262,0.20097052,-0.28805901,0.75022110,-0.78146435,0.50697721,-0.65842293,0.18959565,-0.15598115,0.05435182,-0.05663179,1.03688666,-1.08717548
-5.29764882,1.96475492,-2.19902472,0.04992678,-0.05186202,0.19706664,-0.27218924,0.74862813,-0.77544935,0.49624482,-0.62999701,0.18892788,-0.16265017,0.05252697,-0.05586587,1.02168426,-1.08040862
-5.29164582,1.93123725,-2.15085545,0.04783690,-0.05124874,0.19520293,-0.25716069,0.74741330,-0.76933803,0.48846043,-0.60231284,0.18728215,-0.16884572,0.05046804,-0.05480862,1.00407073,-1.07050828
-5.28564282,1.89875201,-2.10052001,0.04551840,-0.05035622,0.19537167,-0.24325118,0.74647622,-0.76306894,0.48363177,-0.57586025,0.18468925,-0.17445865,0.04820954,-0.05347706,0.98424350,-1.05753696
-5.27963982,1.86756809,-2.04875223,0.04301323,-0.04920248,0.19752673,-0.23071405,0.74572791,-0.75661223,0.48170733,-0.55109202,0.18119606,-0.17938516,0.04578869,-0.05189347,0.96243987,-1.04162682
-5.27363682,1.83791766,-1.99631116,0.04036504,-0.04780947,0.20158350,-0.21977310,0.74508934,-0.74996928,0.48257655,-0.52841478,0.17686387,-0.18352946,0.04324426,-0.05008459,0.93892807,-1.02297349
-5.26763382,1.80998343,-1.94396124,0.03761789,-0.04620232,0.20741938,-0.21061835,0.74448959,-0.74317115,0.48607062,-0.50818140,0.17176641,-0.18680650,0.04061538,-0.04808068,0.91399801,-1.00182849
-5.26163082,1.78388715,-1.89245240,0.03481507,-0.04440856,0.21487488,-0.20340240,0.74386395,-0.73627597,0.49196421,-0.49068455,0.16598774,-0.18914452,0.03794055,-0.04591454,0.88795229,-0.97849034
