energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.52576288,3.18145792,0.03170638,0.32178831,0.32923482,0.36905266,0.10011496,1.41393107,0.63450407,0.27928220
-5.51975988,3.38563098,0.03320830,0.35211205,0.34591031,0.38893251,0.10463155,1.49103542,0.69760966,0.30181831
-5.51375688,3.59978209,0.03473040,0.38447771,0.36409812,0.40907998,0.10895400,1.57118145,0.76556916,0.32607165
-5.50775388,3.82345108,0.03628112,0.41883551,0.38377369,0.42944815,0.11305724,1.65419088,0.83836081,0.35200525
-5.50175088,4.05609746,0.03786890,0.45509720,0.40491727,0.44999484,0.11691971,1.73989467,0.91588479,0.37955633
-5.49574787,4.29705841,0.03950137,0.49313079,0.42750821,0.47067846,0.12052308,1.82811517,0.99794888,0.40863154
-5.48974487,4.54550435,0.04118444,0.53275591,0.45151834,0.49145316,0.12385176,1.91864564,1.08425519,0.43910248
-5.48374187,4.80039492,0.04292146,0.57374022,0.47690479,0.51226367,0.12689234,2.01122857,1.17438877,0.47080176
-5.47773887,5.06043891,0.04471240,0.61579708,0.50360258,0.53304027,0.12963290,2.10553433,1.26780907,0.50352000
-5.47173587,5.32406167,0.04655317,0.65858500,0.53151776,0.55369418,0.13206247,2.20114182,1.36384514,0.53700402
-5.46573287,5.58938324,0.04843511,0.70170896,0.56052119,0.57411380,0.13417041,2.29752266,1.46169515,0.57095660
-5.45972986,5.85421006,0.05034469,0.74472391,0.59044382,0.59416226,0.13594604,2.39403043,1.56043104,0.60503796
-5.45372686,6.11604269,0.05226346,0.78714055,0.62107364,0.61367644,0.13737841,2.48989620,1.65900857,0.63886916
-5.44772386,6.37210098,0.05416825,0.82843334,0.65215466,0.63246776,0.13845626,2.58423134,1.75628291,0.67203748
-5.44172086,6.61936708,0.05603171,0.86805072,0.68338836,0.65032485,0.13916828,2.67603788,1.85102973,0.70410377
-5.43571786,6.85464594,0.05782305,0.90542722,0.71443745,0.66701798,0.13950349,2.76422674,1.94197121,0.73461158
-5.42971486,7.07464150,0.05950905,0.93999717,0.74493207,0.68230529,0.13945193,2.84764319,2.02780636,0.76309794
-5.42371186,7.27604603,0.06105525,0.97120956,0.77447827,0.69594039,0.13900543,2.92509868,2.10724459,0.78910529
-5.41770885,7.45563899,0.06242730,0.99854348,0.80266846,0.70768113,0.13815856,2.99540769,2.17904125,0.81219433
-5.41170585,7.61039106,0.06359238,1.02152357,0.82909329,0.71729890,0.13690953,3.05742789,2.24203391,0.83195706
-5.40570285,7.73756854,0.06452058,1.03973484,0.85335467,0.72458818,0.13526118,3.11010160,2.29517757,0.84802975
-5.39969985,7.83483315,0.06518626,1.05283622,0.87507910,0.72937558,0.13322176,3.15249650,2.33757760,0.86010499
-5.39369685,7.90033202,0.06556922,1.06057227,0.89393085,0.73152809,0.13080558,3.18384332,2.36851871,0.86794249
-5.38769385,7.93277355,0.06565566,1.06278240,0.90962417,0.73095982,0.12803346,3.20356866,2.38748869,0.87137810
-5.38169085,7.93148476,0.06543893,1.05940739,0.92193417,0.72763707,0.12493280,3.21132099,2.39419586,0.87033041
-5.37568784,7.89644737,0.06491987,1.05049260,0.93070548,0.72158114,0.12153750,3.20698845,2.38857933,0.86480492
-5.36968484,7.82831023,0.06410695,1.03618790,0.93585854,0.71286903,0.11788740,3.19070742,2.37081162,0.85489519
-5.36368184,7.72837732,0.06301592,1.01674417,0.93739302,0.70163171,0.11402749,3.16286130,2.34129353,0.84078121
-5.35767884,7.59857160,0.06166931,0.99250653,0.93538820,0.68805012,0.11000685,3.12406952,2.30064136,0.82272468
-5.35167584,7.44137621,0.06009554,0.96390458,0.93000026,0.67234920,0.10587732,3.07516721,2.24966718,0.80106163
-5.34567284,7.25975554,0.05832778,0.93143991,0.92145656,0.65479005,0.10169203,3.01717644,2.18935299,0.77619251
-5.33966983,7.05705974,0.05640272,0.89567158,0.91004723,0.63566091,0.09750375,2.95127056,2.12081992,0.74857018
-5.33366683,6.83691692,0.05435910,0.85720000,0.89611434,0.61526710,0.09336332,2.87873316,2.04529369,0.71868636
-5.32766383,6.60311783,0.05223634,0.81664988,0.88003915,0.59392069,0.08931807,2.80091354,1.96406805,0.68705693
-5.32166083,6.35949790,0.05007302,0.77465298,0.86222806,0.57193026,0.08541032,2.71918097,1.87846744,0.65420682
-5.31565783,6.10982173,0.04790561,0.73183127,0.84309781,0.54959126,0.08167621,2.63487949,1.78981050,0.62065509
-5.30965483,5.85767464,0.04576728,0.68878113,0.82306065,0.52717735,0.07814460,2.54928537,1.69937580,0.58690060
-5.30365183,5.60636558,0.04368689,0.64605904,0.80251002,0.50493318,0.07483645,2.46356896,1.60837092,0.55340905
-5.29764882,5.35884490,0.04168824,0.60416948,0.78180744,0.48306877,0.07176434,2.37876244,1.51790602,0.52060168
-5.29164582,5.11763969,0.03978961,0.56355509,0.76127107,0.46175567,0.06893251,2.29573460,1.42897253,0.48884608
-5.28564282,4.88480867,0.03800350,0.52458953,0.74116649,0.44112509,0.06633705,2.21517357,1.34242752,0.45844931
-5.27963982,4.66191744,0.03633669,0.48757312,0.72169995,0.42126779,0.06396654,2.13757774,1.25898403,0.42965364
-5.27363682,4.45003413,0.03479051,0.45273117,0.70301442,0.40223575,0.06180286,2.06325519,1.17920724,0.40263470
-5.26763382,4.24974460,0.03336133,0.42021506,0.68518845,0.38404537,0.05982232,1.99233099,1.10351623,0.37750229
-5.26163082,4.06118550,0.03204127,0.39010565,0.66823797,0.36668199,0.05799689,1.92476198,1.03219097,0.35430337
-5.25562781,3.88409283,0.03081894,0.36241891,0.65212070,0.35010541,0.05629560,1.86035792,0.96538372,0.33302717
-5.24962481,3.71786327,0.02968043,0.33711328,0.63674311,0.33425604,0.05468596,1.79880785,0.90313418,0.31361205
-5.24362181,3.56162481,0.02861016,0.31409840,0.62196939,0.31906144,0.05313537,1.73971038,0.84538748,0.29595363
-5.23761881,3.41431349,0.02759189,0.29324482,0.60763207,0.30444291,0.05161248,1.68260631,0.79201413,0.27991393
-5.23161581,3.27475248,0.02660953,0.27439413,0.59354384,0.29032172,0.05008843,1.62701220,0.74283098,0.26533091
-5.22561281,3.14173023,0.02564802,0.25736922,0.57950983,0.27662490,0.04853788,1.57245331,0.69762230,0.25202817
-5.21960980,3.01407439,0.02469396,0.24198415,0.56533998,0.26329018,0.04693988,1.51849453,0.65616018,0.23982416
-5.21360680,2.89071868,0.02373616,0.22805339,0.55086077,0.25027012,0.04527847,1.46476808,0.61822349,0.22854093
-5.20760380,2.77076020,0.02276608,0.21540006,0.53592593,0.23753502,0.04354311,1.41099687,0.58361468,0.21801164
-5.20160080,2.65350549,0.02177802,0.20386288,0.52042556,0.22507491,0.04172877,1.35701263,0.55217402,0.20808702
-5.19559780,2.53850367,0.02076925,0.19330185,0.50429330,0.21290028,0.03983584,1.30276831,0.52379079,0.19864033
-5.18959480,2.42556626,0.01973993,0.18360229,0.48751132,0.20104178,0.03786985,1.24834426,0.49841103,0.18957089
-5.18359180,2.31477324,0.01869290,0.17467743,0.47011287,0.18954895,0.03584092,1.19394826,0.47604194,0.18080600
-5.17758879,2.20646595,0.01763343,0.16646944,0.45218234,0.17848795,0.03376315,1.13990952,0.45675263,0.17230154
-5.17158579,2.10122756,0.01656881,0.15894898,0.43385297,0.16793865,0.03165383,1.08666700,0.44067141,0.16404097
-5.16558279,1.99985260,0.01550787,0.15211349,0.41530223,0.15799105,0.02953263,1.03475286,0.42797977,0.15603333
-5.15957979,1.90330713,0.01446054,0.14598428,0.39674517,0.14874131,0.02742070,0.98477161,0.41890337,0.14831005
-5.15357679,1.81268167,0.01343736,0.14060264,0.37842613,0.14028746,0.02533985,0.93737610,0.41370022,0.14092096
-5.14757379,1.72913886,0.01244895,0.13602523,0.36060917,0.13272510,0.02331174,0.89324127,0.41264679,0.13392979
-5.14157079,1.65385839,0.01150558,0.13231894,0.34356759,0.12614310,0.02135718,0.85303678,0.41602216,0.12740926
-5.13556778,1.58798115,0.01061677,0.12955542,0.32757312,0.12061956,0.01949545,0.81739956,0.42409118,0.12143603
-5.12956478,1.53255506,0.00979095,0.12780555,0.31288515,0.11621811,0.01774392,0.78690741,0.43708690,0.11608584
-5.12356178,1.48848457,0.00903517,0.12713415,0.29974049,0.11298468,0.01611762,0.76205465,0.45519316,0.11142893
-5.11755878,1.45648565,0.00835490,0.12759492,0.28834404,0.11094487,0.01462907,0.74323060,0.47852789,0.10752590
-5.11155578,1.43704801,0.00775394,0.12922597,0.27886072,0.11010196,0.01328827,0.73070184,0.50712772,0.10442428
-5.10555278,1.43040591,0.00723433,0.13204609,0.27140894,0.11043574,0.01210272,0.72459885,0.54093483,0.10215581
-5.09954977,1.43651860,0.00679645,0.13605179,0.26605588,0.11190201,0.01107768,0.72490749,0.57978621,0.10073460
-5.09354677,1.45506113,0.00643903,0.14121531,0.26281467,0.11443306,0.01021651,0.73146576,0.62340638,0.10015608
-5.08754377,1.48542601,0.00615937,0.14748363,0.26164356,0.11793884,0.00952107,0.74396595,0.67140359,0.10039702
-5.08154077,1.52673566,0.00595356,0.15477851,0.26244704,0.12230916,0.00899229,0.76196219,0.72327016,0.10141623
-5.07553777,1.57786554,0.00581666,0.16299758,0.26507895,0.12741651,0.00863069,0.78488327,0.77838700,0.10315634
-5.06953477,1.63747699,0.00574309,0.17201650,0.26934723,0.13311975,0.00843702,0.81205029,0.83603243,0.10554619
-5.06353177,1.70405908,0.00572688,0.18169199,0.27502034,0.13926847,0.00841287,0.84269870,0.89539518,0.10850402
-5.05752876,1.77597792,0.00576200,0.19186580,0.28183492,0.14570779,0.00856135,0.87600391,0.95559130,0.11194119
-5.05152576,1.85153182,0.00584275,0.20236931,0.28950451,0.15228371,0.00888759,0.91110969,1.01568439,0.11576637
-5.04552276,1.92901044,0.00596405,0.21302883,0.29772895,0.15884854,0.00939936,0.94715837,1.07470872,0.11989003
-5.03951976,2.00675567,0.00612176,0.22367119,0.30620417,0.16526651,0.01010749,0.98332167,1.13169433,0.12422907
-5.03351676,2.08322212,0.00631301,0.23412957,0.31463197,0.17141907,0.01102622,1.01883107,1.18569325,0.12871144
-5.02751376,2.15703481,0.00653647,0.24424934,0.32272952,0.17720986,0.01217344,1.05300651,1.23580590,0.13328053
-5.02151076,2.22704180,0.00679252,0.25389368,0.33023825,0.18256907,0.01357076,1.08528226,1.28120679,0.13789923
-5.01550775,2.29235962,0.00708350,0.26294877,0.33693173,0.18745690,0.01524341,1.11522887,1.32116837,0.14255345
-5.00950475,2.35240954,0.00741376,0.27132842,0.34262256,0.19186607,0.01721990,1.14257023,1.35508235,0.14725496
-5.00350175,2.40694314,0.00778978,0.27897789,0.34716771,0.19582315,0.01953157,1.16719502,1.38247758,0.15204347
-4.99749875,2.45605596,0.00822004,0.28587683,0.35047254,0.19938858,0.02221178,1.18916189,1.40303397,0.15698774
-4.99149575,2.50018851,0.00871503,0.29204119,0.35249308,0.20265539,0.02529500,1.20869822,1.41659188,0.16218577
-4.98549275,2.54011442,0.00928698,0.29752400,0.35323682,0.20574657,0.02881562,1.22619217,1.42315678,0.16776390
-4.97948974,2.57691603,0.00994962,0.30241504,0.35276185,0.20881120,0.03280659,1.24217860,1.42289920,0.17387490
-4.97348674,2.61194835,0.01071783,0.30683929,0.35117450,0.21201944,0.03729788,1.25731907,1.41614987,0.18069502
-4.96748374,2.64679257,0.01160720,0.31095436,0.34862564,0.21555650,0.04231485,1.27237691,1.40339055,0.18842005
-4.96148074,2.68320094,0.01263359,0.31494671,0.34530576,0.21961598,0.04787658,1.28818827,1.38524085,0.19726047
-4.95547774,2.72303513,0.01381253,0.31902702,0.34143901,0.22439264,0.05399411,1.30563035,1.36244167,0.20743587
-4.94947474,2.76820034,0.01515868,0.32342459,0.33727648,0.23007507,0.06066895,1.32558812,1.33583574,0.21916863
-4.94347174,2.82057763,0.01668520,0.32838104,0.33308879,0.23683845,0.06789158,1.34892077,1.30634617,0.23267722
-4.93746873,2.88195706,0.01840319,0.33414346,0.32915842,0.24483779,0.07564031,1.37642945,1.27495340,0.24816904
-4.93146573,2.95397384,0.02032108,0.34095709,0.32577177,0.25420179,0.08388051,1.40882728,1.24267141,0.26583329
-4.92546273,3.03804995,0.02244411,0.34905777,0.32321125,0.26502775,0.09256412,1.44671303,1.21052381,0.28583378
-4.91945973,3.13534296,0.02477386,0.35866434,0.32174762,0.27737758,0.10162975,1.49054919,1.17952030,0.30830205
-4.91345673,3.24670381,0.02730785,0.36997124,0.32163257,0.29127512,0.11100326,1.54064537,1.15063416,0.33333099
-4.90745373,3.37264466,0.03003925,0.38314131,0.32309196,0.30670485,0.12059879,1.59714737,1.12478114,0.36096905
-4.90145073,3.51331770,0.03295672,0.39829929,0.32631958,0.32361202,0.13032035,1.66003218,1.10280039,0.39121530
-4.89544772,3.66850531,0.03604438,0.41552596,0.33147176,0.34190409,0.14006390,1.72910905,1.08543758,0.42401561
-4.88944472,3.83762146,0.03928186,0.43485327,0.33866284,0.36145349,0.14971971,1.80402610,1.07333080,0.45925985
-4.88344172,4.01972427,0.04264453,0.45626061,0.34796175,0.38210147,0.15917515,1.88428228,1.06699955,0.49678054
-4.87743872,4.21353875,0.04610385,0.47967240,0.35938968,0.40366286,0.16831757,1.96924391,1.06683699,0.53635291
-4.87143572,4.41748915,0.04962782,0.50495719,0.37291904,0.42593155,0.17703726,2.05816509,1.07310589,0.57769651
-4.86543272,4.62973956,0.05318153,0.53192835,0.38847378,0.44868645,0.18523035,2.15021121,1.08593846,0.62047841
-4.85942971,4.84824167,0.05672779,0.56034654,0.40593121,0.47169762,0.19280144,2.24448451,1.10534009,0.66431806
-4.85342671,5.07078835,0.06022788,0.58992387,0.42512530,0.49473257,0.19966595,2.34005109,1.13119721,0.70879384
-4.84742371,5.29507154,0.06364221,0.62032996,0.44585146,0.51756214,0.20575197,2.43596823,1.16328904,0.75345111
-4.84142071,5.51874316,0.06693115,0.65119957,0.46787287,0.53996625,0.21100161,2.53131153,1.20130307,0.79781177
-4.83541771,5.73947744,0.07005574,0.68214189,0.49092815,0.56173892,0.21537181,2.62520091,1.24485381,0.84138506
-4.82941471,5.95503319,0.07297845,0.71275113,0.51474027,0.58269283,0.21883447,2.71682492,1.29350429,0.88367955
-4.82341171,6.16331447,0.07566385,0.74261813,0.53902631,0.60266303,0.22137615,2.80546280,1.34678938,0.92421568
-4.81740870,6.36242805,0.07807922,0.77134272,0.56350799,0.62151000,0.22299714,2.89050373,1.40424005,0.96253893
-4.81140570,6.55073593,0.08019519,0.79854624,0.58792235,0.63912182,0.22371017,2.97146280,1.46540741,0.99823278
-4.80540270,6.72690145,0.08198617,0.82388387,0.61203223,0.65541562,0.22353879,3.04799321,1.52988529,1.03093130
-4.79939970,6.88992698,0.08343080,0.84705616,0.63563603,0.67033816,0.22251558,3.11989444,1.59733009,1.06033073
-4.79339670,7.03918191,0.08451230,0.86781929,0.65857630,0.68386575,0.22068022,3.18711587,1.66747652,1.08619962
-4.78739370,7.17441907,0.08521874,0.88599354,0.68074659,0.69600325,0.21807768,3.24975567,1.74014826,1.10838697
-4.78139070,7.29577862,0.08554317,0.90146944,0.70209610,0.70678251,0.21475649,3.30805465,1.81526237,1.12682796
-4.77538769,7.40377803,0.08548380,0.91421136,0.72263186,0.71626001,0.21076736,3.36238499,1.89282679,1.14154689
-4.76938469,7.49928793,0.08504397,0.92425807,0.74241801,0.72451385,0.20616194,3.41323383,1.97293070,1.15265702
-4.76338169,7.58349351,0.08423211,0.93172031,0.76157215,0.73164024,0.20099208,3.46118193,2.05572754,1.16035713
-4.75737869,7.65784218,0.08306160,0.93677513,0.78025872,0.73774936,0.19530928,3.50687775,2.14141138,1.16492474
-4.75137569,7.72397865,0.08155052,0.93965740,0.79867950,0.74296082,0.18916452,3.55100765,2.23018743,1.16670620
-4.74537269,7.78366951,0.07972137,0.94064859,0.81706172,0.74739888,0.18260831,3.59426304,2.32223811,1.16610374
-4.73936968,7.83871977,0.07760066,0.94006335,0.83564402,0.75118739,0.17569098,3.63730552,2.41768639,1.16356015
-4.73336668,7.89088477,0.07521841,0.93823448,0.85466119,0.75444480,0.16846297,3.68073148,2.51655836,1.15954140
-4.72736368,7.94178126,0.07260763,0.93549697,0.87432807,0.75727936,0.16097527,3.72503760,2.61874733,1.15451816
-4.72136068,7.99280152,0.06980365,0.93217182,0.89482373,0.75978467,0.15327972,3.77058877,2.72398161,1.14894683
-4.71535768,8.04503503,0.06684347,0.92855056,0.91627653,0.76203583,0.14542923,3.81759022,2.83179827,1.14325096
-4.70935468,8.09920156,0.06376502,0.92488108,0.93875104,0.76408642,0.13747780,3.86606530,2.94152473,1.13780401
-4.70335168,8.15559959,0.06060639,0.92135560,0.96223745,0.76596631,0.12948039,3.91584040,3.05226989,1.13291418
-4.69734867,8.21407306,0.05740513,0.91810141,0.98664429,0.76768066,0.12149253,3.96653805,3.16292586,1.12881206
-4.69134567,8.27399891,0.05419747,0.91517478,1.01179475,0.76921006,0.11356972,4.01757907,3.27218103,1.12564174
-4.68534267,8.33429657,0.05101765,0.91255840,1.03742708,0.77051177,0.10576669,4.06819409,3.37854427,1.12345588
-4.67933967,8.39345981,0.04789731,0.91016255,1.06319922,0.77152227,0.09813650,4.11744439,3.48037983,1.12221486
-4.67333667,8.44960976,0.04486494,0.90782977,1.08869738,0.77216072,0.09072958,4.16425129,3.57595154,1.12179018
-4.66733367,8.50056716,0.04194545,0.90534297,1.11344842,0.77233343,0.08359269,4.20743329,3.66347467,1.12197196
-4.66133067,8.54394052,0.03915983,0.90243641,1.13693553,0.77193893,0.07676795,4.24574917,3.74117303,1.12248003
-4.65532766,8.57722618,0.03652499,0.89880902,1.15861636,0.77087352,0.07029204,4.27794531,3.80733886,1.12297815
-4.64932466,8.59791542,0.03405362,0.89413937,1.17794300,0.76903695,0.06419535,4.30280507,3.86039277,1.12309071
-4.64332166,8.60360354,0.03175426,0.88810150,1.19438264,0.76633791,0.05850152,4.31919780,3.89894083,1.12242080
