energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.65782891,1.34047979,0.61296394,0.12889055,0.02965484,0.10154688,0.03144055,0.54503935,0.41734289,0.16830052
-5.65182591,1.31988554,0.60271861,0.12642993,0.02849692,0.10291950,0.03014271,0.53897442,0.42128255,0.16383293
-5.64582291,1.29386422,0.59017470,0.12351245,0.02728295,0.10365834,0.02875405,0.53054889,0.42278047,0.15883955
-5.63981991,1.26267359,0.57542381,0.12017035,0.02602832,0.10375291,0.02729498,0.51982754,0.42179389,0.15337288
-5.63381691,1.22669389,0.55861243,0.11644677,0.02474902,0.10321072,0.02578601,0.50693227,0.41835087,0.14749547
-5.62781391,1.18642348,0.53994065,0.11239527,0.02346158,0.10205741,0.02424727,0.49204081,0.41255053,0.14127912
-5.62181091,1.14247098,0.51965918,0.10807919,0.02218287,0.10033627,0.02269831,0.47538379,0.40456080,0.13480385
-5.61580790,1.09554391,0.49806471,0.10357059,0.02092998,0.09810706,0.02115772,0.45723996,0.39461395,0.12815666
-5.60980490,1.04643416,0.47549371,0.09894895,0.01972003,0.09544443,0.01964299,0.43792987,0.38299988,0.12143005
-5.60380190,0.99600056,0.45231479,0.09429964,0.01857006,0.09243572,0.01817028,0.41780819,0.37005759,0.11472033
-5.59779890,0.94514905,0.42891997,0.08971212,0.01749675,0.08917839,0.01675426,0.39725477,0.35616499,0.10812583
-5.59179590,0.89481114,0.40571495,0.08527793,0.01651629,0.08577713,0.01540808,0.37666489,0.34172760,0.10174492
-5.58579290,0.84592099,0.38310884,0.08108858,0.01564409,0.08234073,0.01414322,0.35643890,0.32716640,0.09567393
-5.57978989,0.79939217,0.36150358,0.07723334,0.01489453,0.07897888,0.01296949,0.33697164,0.31290532,0.09000509
-5.57378689,0.75609436,0.34128339,0.07379692,0.01428070,0.07579891,0.01189494,0.31864194,0.29935870,0.08482444
-5.56778389,0.71683102,0.32280462,0.07085730,0.01381409,0.07290264,0.01092590,0.30180252,0.28691923,0.08020980
-5.56178089,0.68231830,0.30638617,0.06848352,0.01350428,0.07038345,0.01006697,0.28677056,0.27594657,0.07622883
-5.55577789,0.65316608,0.29230089,0.06673366,0.01335864,0.06832354,0.00932099,0.27381919,0.26675704,0.07293731
-5.54977489,0.62986134,0.28076809,0.06565304,0.01338200,0.06679157,0.00868909,0.26317024,0.25961466,0.07037758
-5.54377189,0.61275457,0.27194744,0.06527255,0.01357641,0.06584067,0.00817072,0.25498821,0.25472367,0.06857722
-5.53776888,0.60204937,0.26593432,0.06560746,0.01394084,0.06550691,0.00776367,0.24937581,0.25222276,0.06754812
-5.53176588,0.59779566,0.26275689,0.06665640,0.01447103,0.06580819,0.00746417,0.24637108,0.25218113,0.06728574
-5.52576288,0.59988672,0.26237479,0.06840083,0.01515931,0.06674368,0.00726690,0.24594617,0.25459644,0.06776892
-5.51975988,0.60806013,0.26467971,0.07080493,0.01599453,0.06829371,0.00716515,0.24800790,0.25939470,0.06895989
-5.51375688,0.62190289,0.26949775,0.07381593,0.01696215,0.07042025,0.00715090,0.25239990,0.26643211,0.07080488
-5.50775388,0.64086050,0.27659355,0.07736493,0.01804430,0.07306783,0.00721496,0.25890663,0.27549881,0.07323506
-5.50175088,0.66425008,0.28567624,0.08136822,0.01922005,0.07616497,0.00734716,0.26725891,0.28632451,0.07616793
-5.49574787,0.69127735,0.29640691,0.08572909,0.02046581,0.07962610,0.00753653,0.27714102,0.29858579,0.07950918
-5.48974487,0.72105701,0.30840777,0.09034010,0.02175573,0.08335393,0.00777154,0.28819924,0.31191505,0.08315490
-5.48374187,0.75263638,0.32127251,0.09508580,0.02306236,0.08724207,0.00804034,0.30005156,0.32591078,0.08699415
-5.47773887,0.78502150,0.33457778,0.09984577,0.02435726,0.09117813,0.00833102,0.31229839,0.34014893,0.09091195
-5.47173587,0.81720516,0.34789546,0.10449803,0.02561184,0.09504689,0.00863196,0.32453401,0.35419512,0.09479232
-5.46573287,0.84819611,0.36080540,0.10892259,0.02679813,0.09873369,0.00893205,0.33635838,0.36761727,0.09852162
-5.45972986,0.87704845,0.37290820,0.11300509,0.02788967,0.10212780,0.00922106,0.34738903,0.37999828,0.10199187
-5.45372686,0.90289034,0.38383764,0.11664042,0.02886233,0.10512573,0.00948992,0.35727258,0.39094835,0.10510402
-5.44772386,0.92495105,0.39327240,0.11973619,0.02969517,0.10763429,0.00973100,0.36569565,0.40011656,0.10777102
-5.44172086,0.94258534,0.40094654,0.12221582,0.03037118,0.10957341,0.00993838,0.37239455,0.40720119,0.10992061
-5.43571786,0.95529426,0.40665839,0.12402135,0.03087792,0.11087844,0.01010807,0.37716367,0.41195852,0.11149774
-5.42971486,0.96274164,0.41027754,0.12511563,0.03120806,0.11150205,0.01023820,0.37986205,0.41420968,0.11246639
-5.42371186,0.96476550,0.41174958,0.12548392,0.03135974,0.11141544,0.01032911,0.38041797,0.41384537,0.11281090
-5.41770885,0.96138401,0.41109834,0.12513484,0.03133677,0.11060904,0.01038348,0.37883142,0.41082821,0.11253659
-5.41170585,0.95279572,0.40842571,0.12410060,0.03114862,0.10909245,0.01040628,0.37517430,0.40519275,0.11166974
-5.40570285,0.93937403,0.40390866,0.12243655,0.03081024,0.10689382,0.01040474,0.36958835,0.39704296,0.11025689
-5.39969985,0.92165620,0.39779394,0.12022003,0.03034170,0.10405861,0.01038819,0.36228101,0.38654765,0.10836341
-5.39369685,0.90032727,0.39039038,0.11754862,0.02976762,0.10064774,0.01036793,0.35351924,0.37393374,0.10607154
-5.38769385,0.87619963,0.38205911,0.11453785,0.02911646,0.09673542,0.01035694,0.34362171,0.35947791,0.10347784
-5.38169085,0.85018901,0.37320217,0.11131857,0.02841969,0.09240648,0.01036958,0.33294958,0.34349689,0.10069020
-5.37568784,0.82328790,0.36424977,0.10803388,0.02771083,0.08775360,0.01042129,0.32189629,0.32633694,0.09782459
-5.36968484,0.79653739,0.35564679,0.10483607,0.02702450,0.08287430,0.01052821,0.31087677,0.30836283,0.09500143
-5.36368184,0.77099842,0.34783889,0.10188338,0.02639527,0.07786804,0.01070677,0.30031641,0.28994685,0.09234211
-5.35767884,0.74772368,0.34125884,0.09933696,0.02585672,0.07283341,0.01097333,0.29064023,0.27145829,0.08996531
-5.35167584,0.72773073,0.33631344,0.09735796,0.02544037,0.06786547,0.01134378,0.28226258,0.25325372,0.08798365
-5.34567284,0.71197755,0.33337146,0.09610495,0.02517479,0.06305352,0.01183317,0.27557771,0.23566834,0.08650052
-5.33966983,0.70134092,0.33275308,0.09573168,0.02508469,0.05847915,0.01245537,0.27095140,0.21900872,0.08560731
-5.33366683,0.69659836,0.33472105,0.09638521,0.02519027,0.05421470,0.01322275,0.26871387,0.20354706,0.08538098
-5.32766383,0.69841376,0.33947388,0.09820453,0.02550657,0.05032221,0.01414591,0.26915413,0.18951693,0.08588223
-5.32166083,0.70732709,0.34714124,0.10131942,0.02604307,0.04685269,0.01523350,0.27251577,0.17711070,0.08715409
-5.31565783,0.72374812,0.35778159,0.10584981,0.02680337,0.04384592,0.01649203,0.27899421,0.16647834,0.08922112
-5.30965483,0.74795390,0.37138227,0.11190533,0.02778514,0.04133049,0.01792577,0.28873533,0.15772765,0.09208906
-5.30365183,0.78009000,0.38786170,0.11958508,0.02898011,0.03932423,0.01953671,0.30183546,0.15092563,0.09574510
-5.29764882,0.82017486,0.40707389,0.12897756,0.03037429,0.03783488,0.02132455,0.31834248,0.14610082,0.10015853
-5.29164582,0.86810703,0.42881478,0.14016051,0.03194832,0.03686096,0.02328680,0.33825796,0.14324641,0.10528190
-5.28564282,0.92367458,0.45283041,0.15320080,0.03367801,0.03639278,0.02541878,0.36154009,0.14232392,0.11105259
-5.27963982,0.98656634,0.47882637,0.16815402,0.03553487,0.03641349,0.02771385,0.38810727,0.14326712,0.11739463
-5.27363682,1.05638422,0.50647843,0.18506392,0.03748691,0.03690022,0.03016345,0.41784207,0.14598622,0.12422089
-5.26763382,1.13265619,0.53544372,0.20396145,0.03949941,0.03782520,0.03275734,0.45059553,0.15037189,0.13143533
-5.26163082,1.21484925,0.56537220,0.22486347,0.04153576,0.03915673,0.03548366,0.48619133,0.15629927,0.13893555
-5.25562781,1.30238202,0.59591798,0.24777114,0.04355844,0.04086021,0.03832913,0.52443001,0.16363161,0.14661524
-5.24962481,1.39463641,0.62674999,0.27266791,0.04552988,0.04289894,0.04127913,0.56509278,0.17222365,0.15436669
-5.24362181,1.49096809,0.65756173,0.29951723,0.04741339,0.04523490,0.04431775,0.60794497,0.18192455,0.16208321
-5.23761881,1.59071532,0.68807961,0.32826005,0.04917407,0.04782934,0.04742788,0.65273887,0.19258048,0.16966138
-5.23161581,1.69320618,0.71806971,0.35881222,0.05077961,0.05064332,0.05059119,0.69921613,0.20403673,0.17700317
-5.22561281,1.79776393,0.74734263,0.39106188,0.05220106,0.05363802,0.05378809,0.74710935,0.21613947,0.18401772
-5.21960980,1.90371061,0.77575634,0.42486715,0.05341348,0.05677511,0.05699775,0.79614318,0.22873707,0.19062293
-5.21360680,2.01036904,0.80321700,0.46005409,0.05439647,0.06001685,0.06019795,0.84603483,0.24168113,0.19674668
-5.20760380,2.11706343,0.82967763,0.49641530,0.05513463,0.06332626,0.06336513,0.89649410,0.25482722,0.20232781
-5.20160080,2.22311898,0.85513506,0.53370917,0.05561780,0.06666709,0.06647429,0.94722308,0.26803529,0.20731666
-5.19559780,2.32786085,0.87962500,0.57166016,0.05584122,0.07000390,0.06949909,0.99791578,0.28116998,0.21167544
-5.18959480,2.43061306,0.90321592,0.60996003,0.05580556,0.07330194,0.07241186,1.04825769,0.29410075,0.21537816
-5.18359180,2.53069773,0.92600170,0.64827030,0.05551676,0.07652717,0.07518386,1.09792572,0.30670193,0.21841038
-5.17758879,2.62743518,0.94809381,0.68622591,0.05498576,0.07964619,0.07778546,1.14658854,0.31885276,0.22076869
-5.17158579,2.72014531,0.96961310,0.72344010,0.05422814,0.08262626,0.08018658,1.19390766,0.33043755,0.22245995
-5.16558279,2.80815067,0.99068183,0.75951059,0.05326363,0.08543532,0.08235715,1.23953922,0.34134575,0.22350042
-5.15957979,2.89078135,1.01141613,0.79402668,0.05211551,0.08804209,0.08426767,1.28313686,0.35147241,0.22391474
-5.15357679,2.96738193,1.03191927,0.82657747,0.05080995,0.09041626,0.08588991,1.32435545,0.36071858,0.22373478
-5.14757379,3.03732022,1.05227602,0.85676056,0.04937534,0.09252869,0.08719765,1.36285584,0.36899203,0.22299850
-5.14157079,3.09999776,1.07254804,0.88419130,0.04784150,0.09435178,0.08816741,1.39831034,0.37620813,0.22174878
-5.13556778,3.15486155,1.09277063,0.90851208,0.04623894,0.09585980,0.08877932,1.43040898,0.38229089,0.22003218
-5.12956478,3.20141646,1.11295058,0.92940132,0.04459813,0.09702941,0.08901778,1.45886601,0.38717413,0.21789783
-5.12356178,3.23923774,1.13306519,0.94658186,0.04294875,0.09784011,0.08887221,1.48342652,0.39080272,0.21539631
-5.11755878,3.26798287,1.15306218,0.95982836,0.04131900,0.09827480,0.08833762,1.50387276,0.39313387,0.21257853
-5.11155578,3.28740188,1.17286036,0.96897341,0.03973497,0.09832031,0.08741500,1.52002975,0.39413830,0.20949475
-5.10555278,3.29734567,1.19235084,0.97391201,0.03822011,0.09796789,0.08611164,1.53176990,0.39380129,0.20619365
-5.09954977,3.29777143,1.21139860,0.97460432,0.03679469,0.09721365,0.08444112,1.53901626,0.39212346,0.20272137
-5.09354677,3.28874485,1.22984420,0.97107638,0.03547547,0.09605894,0.08242322,1.54174419,0.38912128,0.19912074
-5.08754377,3.27043880,1.24750559,0.96341896,0.03427538,0.09451060,0.08008357,1.53998126,0.38482714,0.19543051
-5.08154077,3.24312829,1.26417992,0.95178430,0.03320333,0.09258102,0.07745301,1.53380546,0.37928902,0.19168471
-5.07553777,3.20718204,1.27964543,0.93638124,0.03226414,0.09028815,0.07456694,1.52334157,0.37256971,0.18791202
-5.06953477,3.16305087,1.29366340,0.91746853,0.03145854,0.08765526,0.07146436,1.50875609,0.36474559,0.18413538
-5.06353177,3.11125368,1.30598046,0.89534704,0.03078332,0.08471055,0.06818685,1.49025089,0.35590498,0.18037165
-5.05752876,3.05236159,1.31633134,0.87035086,0.03023154,0.08148663,0.06477751,1.46805604,0.34614616,0.17663141
-5.05152576,2.98698136,1.32444220,0.84283797,0.02979288,0.07801987,0.06127981,1.44242220,0.33557509,0.17291900
-5.04552276,2.91573887,1.33003494,0.81318067,0.02945401,0.07434956,0.05773645,1.41361307,0.32430301,0.16923267
-5.03951976,2.83926365,1.33283235,0.78175630,0.02919909,0.07051704,0.05418840,1.38189834,0.31244388,0.16556505
-5.03351676,2.75817539,1.33256438,0.74893862,0.02901033,0.06656480,0.05067386,1.34754763,0.30011200,0.16190366
-5.02751376,2.67307307,1.32897543,0.71509006,0.02886857,0.06253546,0.04722753,1.31082560,0.28741968,0.15823179
-5.02151076,2.58452724,1.32183253,0.68055525,0.02875392,0.05847092,0.04387996,1.27198872,0.27447524,0.15452946
-5.01550775,2.49307583,1.31093427,0.64565593,0.02864635,0.05441144,0.04065709,1.23128366,0.26138132,0.15077459
-5.00950475,2.39922344,1.29612002,0.61068728,0.02852641,0.05039485,0.03758000,1.18894728,0.24823361,0.14694428
-5.00350175,2.30344391,1.27727916,0.57591578,0.02837576,0.04645589,0.03466488,1.14520827,0.23511996,0.14301620
-4.99749875,2.20618582,1.25435984,0.54157851,0.02817776,0.04262570,0.03192312,1.10029010,0.22211998,0.13896995
-4.99149575,2.10788019,1.22737668,0.50788367,0.02791800,0.03893138,0.02936160,1.05441484,0.20930499,0.13478848
-4.98549275,2.00894959,1.19641704,0.47501216,0.02758468,0.03539577,0.02698313,1.00780775,0.19673841,0.13045929
-4.97948974,1.90981795,1.16164532,0.44312004,0.02716900,0.03203735,0.02478699,0.96070186,0.18447632,0.12597564
-4.97348674,1.81091993,1.12330499,0.41234150,0.02666532,0.02887030,0.02276949,0.91334237,0.17256835,0.12133736
-4.96748374,1.71270929,1.08171805,0.38279212,0.02607137,0.02590460,0.02092469,0.86599028,0.16105867,0.11655160
-4.96148074,1.61566529,1.03728169,0.35457220,0.02538820,0.02314635,0.01924499,0.81892496,0.14998692,0.11163315
-4.95547774,1.52029656,0.99046235,0.32776981,0.02462010,0.02059810,0.01772179,0.77244536,0.13938927,0.10660448
-4.94947474,1.42714211,0.94178707,0.30246354,0.02377442,0.01825921,0.01634607,0.72686960,0.12929918,0.10149552
-4.94347174,1.33676914,0.89183255,0.27872459,0.02286126,0.01612633,0.01510889,0.68253297,0.11974812,0.09634304
-4.93746873,1.24976760,0.84121217,0.25661832,0.02189309,0.01419382,0.01400179,0.63978412,0.11076597,0.09118980
-4.93146573,1.16674171,0.79056164,0.23620500,0.02088429,0.01245421,0.01301713,0.59897979,0.10238124,0.08608339
-4.92546273,1.08829865,0.74052347,0.21753994,0.01985071,0.01089859,0.01214828,0.56047801,0.09462099,0.08107488
-4.91945973,1.01503505,0.69173116,0.20067287,0.01880906,0.00951701,0.01138969,0.52463017,0.08751046,0.07621731
-4.91345673,0.94752160,0.64479343,0.18564678,0.01777641,0.00829885,0.01073693,0.49177223,0.08107262,0.07156406
-4.90745373,0.88628662,0.60027917,0.17249623,0.01676966,0.00723307,0.01018656,0.46221527,0.07532733,0.06716715
-4.90145073,0.83179910,0.55870343,0.16124527,0.01580499,0.00630850,0.00973599,0.43623596,0.07029050,0.06307562
-4.89544772,0.78445202,0.52051508,0.15190517,0.01489737,0.00551399,0.00938317,0.41406712,0.06597311,0.05933387
-4.88944472,0.74454656,0.48608627,0.14447198,0.01406017,0.00483862,0.00912638,0.39588879,0.06238018,0.05598028
-4.88344172,0.71227779,0.45570406,0.13892420,0.01330471,0.00427175,0.00896387,0.38182019,0.05950979,0.05304581
-4.87743872,0.68772253,0.42956444,0.13522057,0.01264005,0.00380313,0.00889356,0.37191277,0.05735215,0.05055301
-4.87143572,0.67082982,0.40776869,0.13329829,0.01207268,0.00342293,0.00891274,0.36614480,0.05588885,0.04851510
-4.86543272,0.66141448,0.39032226,0.13307157,0.01160641,0.00312178,0.00901778,0.36441767,0.05509226,0.04693547
-4.85942971,0.65915416,0.37713605,0.13443087,0.01124231,0.00289074,0.00920388,0.36655404,0.05492523,0.04580737
-4.85342671,0.66359013,0.36803003,0.13724273,0.01097869,0.00272133,0.00946491,0.37229823,0.05534098,0.04511393
-4.84742371,0.67413202,0.36273915,0.14135039,0.01081125,0.00260552,0.00979333,0.38131877,0.05628337,0.04482849
-4.84142071,0.69006663,0.36092123,0.14657524,0.01073320,0.00253572,0.01018009,0.39321326,0.05768748,0.04491523
-4.83541771,0.71057063,0.36216671,0.15271902,0.01073553,0.00250478,0.01061471,0.40751555,0.05948054,0.04533005
-4.82941471,0.73472724,0.36601012,0.15956691,0.01080729,0.00250600,0.01108542,0.42370517,0.06158316,0.04602170
-4.82341171,0.76154624,0.37194273,0.16689143,0.01093598,0.00253321,0.01157932,0.44121869,0.06391095,0.04693321
-4.81740870,0.78998714,0.37942641,0.17445692,0.01110789,0.00258074,0.01208265,0.45946305,0.06637634,0.04800340
-4.81140570,0.81898481,0.38790806,0.18202477,0.01130860,0.00264356,0.01258116,0.47783018,0.06889070,0.04916860
-4.80540270,0.84747672,0.39683439,0.18935896,0.01152333,0.00271730,0.01306042,0.49571283,0.07136668,0.05036444
-4.79939970,0.87443119,0.40566672,0.19623192,0.01173747,0.00279843,0.01350626,0.51252074,0.07372063,0.05152769
-4.79339670,0.89887550,0.41389516,0.20243044,0.01193697,0.00288430,0.01390517,0.52769705,0.07587505,0.05259803
-4.78739370,0.91992306,0.42105199,0.20776143,0.01210877,0.00297339,0.01424472,0.54073393,0.07776111,0.05351978
-4.78139070,0.93679849,0.42672370,0.21205721,0.01224114,0.00306539,0.01451392,0.55118721,0.07932095,0.05424349
-4.77538769,0.94885987,0.43056133,0.21518034,0.01232405,0.00316145,0.01470360,0.55868922,0.08050991,0.05472729
-4.76938469,0.95561723,0.43228891,0.21702758,0.01234941,0.00326436,0.01480670,0.56295947,0.08129841,0.05493805
-4.76338169,0.95674659,0.43170952,0.21753283,0.01231126,0.00337881,0.01481848,0.56381269,0.08167359,0.05485219
-4.75737869,0.95209906,0.42870902,0.21666914,0.01220594,0.00351161,0.01473668,0.56116400,0.08164061,0.05445632
-4.75137569,0.94170474,0.42325719,0.21444942,0.01203206,0.00367196,0.01456159,0.55503087,0.08122346,0.05374739
-4.74537269,0.92577127,0.41540638,0.21092607,0.01179055,0.00387173,0.01429603,0.54553204,0.08046547,0.05273264
-4.73936968,0.90467730,0.40528786,0.20618937,0.01148453,0.00412574,0.01394528,0.53288332,0.07942935,0.05142921
-4.73336668,0.87896111,0.39310580,0.20036487,0.01111918,0.00445200,0.01351688,0.51739052,0.07819684,0.04986351
-4.72736368,0.84930508,0.37912954,0.19360976,0.01070146,0.00487202,0.01302042,0.49943995,0.07686802,0.04807026
-4.72136068,0.81651660,0.36368417,0.18610848,0.01023995,0.00541100,0.01246724,0.47948676,0.07556015,0.04609143
-4.71535768,0.78150631,0.34714004,0.17806770,0.00974448,0.00609801,0.01187010,0.45804177,0.07440629,0.04397497
-4.70935468,0.74526449,0.32990143,0.16971090,0.00922584,0.00696616,0.01124285,0.43565721,0.07355354,0.04177348
-4.70335168,0.70883637,0.31239500,0.16127263,0.00869551,0.00805256,0.01060006,0.41291193,0.07316095,0.03954283
-4.69734867,0.67329723,0.29505812,0.15299285,0.00816527,0.00939827,0.00995665,0.39039656,0.07339726,0.03734078
-4.69134567,0.63972797,0.27832777,0.14511127,0.00764696,0.01104808,0.00932757,0.36869913,0.07443817,0.03522562
-4.68534267,0.60919154,0.26262986,0.13786200,0.00715220,0.01305005,0.00872745,0.34839139,0.07646347,0.03325491
-4.67933967,0.58271085,0.24836965,0.13146847,0.00669210,0.01545496,0.00817034,0.33001628,0.07965376,0.03148434
-4.67333667,0.56124819,0.23592293,0.12613887,0.00627709,0.01831544,0.00766947,0.31407651,0.08418685,0.02996660
-4.66733367,0.54568644,0.22562845,0.12206188,0.00591670,0.02168490,0.00723699,0.30102461,0.09023383,0.02875047
-4.66133067,0.53681196,0.21778133,0.11940302,0.00561942,0.02561622,0.00688382,0.29125428,0.09795476,0.02787996
-4.65532766,0.53529911,0.21262752,0.11830131,0.00539256,0.03016015,0.00661949,0.28509313,0.10749409,0.02739353
-4.64932466,0.54169635,0.21035934,0.11886648,0.00524216,0.03536354,0.00645202,0.28279663,0.11897573,0.02732342
-4.64332166,0.55641378,0.21111181,0.12117647,0.00517292,0.04126728,0.00638781,0.28454338,0.13249799,0.02769501
