energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.87393697,5.90647605,0.02192055,0.00000000,0.00291064,1.77423831,1.46922627,1.45460109,0.10412689,1.46035042
-5.86793397,6.00851633,0.02228989,0.00000000,0.00298565,1.79194594,1.49483567,1.46223788,0.10636000,1.50284056
-5.86193097,6.10740195,0.02263704,0.00000000,0.00305815,1.80839102,1.51938676,1.46866534,0.10856353,1.54502817
-5.85592796,6.20219154,0.02295964,0.00000000,0.00312745,1.82339213,1.54272055,1.47378124,0.11071830,1.58655818
-5.84992496,6.29200827,0.02325586,0.00000000,0.00319293,1.83679952,1.56471872,1.47751792,0.11280373,1.62707752
-5.84392196,6.37606004,0.02352437,0.00000000,0.00325398,1.84850067,1.58530666,1.47984580,0.11479820,1.66624061
-5.83791896,6.45365491,0.02376440,0.00000000,0.00331007,1.85842430,1.60445459,1.48077524,0.11667939,1.70371390
-5.83191596,6.52421195,0.02397573,0.00000000,0.00336072,1.86654266,1.62217658,1.48035665,0.11842476,1.73917963
-5.82591296,6.58726809,0.02415865,0.00000000,0.00340546,1.87287250,1.63852813,1.47867937,0.12001200,1.77233876
-5.81990995,6.64248143,0.02431390,0.00000000,0.00344391,1.87747482,1.65360248,1.47586938,0.12141950,1.80291330
-5.81390695,6.68963202,0.02444260,0.00000000,0.00347571,1.88045365,1.66752609,1.47208635,0.12262687,1.83064826
-5.80790395,6.72862062,0.02454620,0.00000000,0.00350056,1.88195409,1.68045384,1.46752011,0.12361544,1.85531338
-5.80190095,6.75946624,0.02462633,0.00000000,0.00351823,1.88215979,1.69256415,1.46238693,0.12436879,1.87670468
-5.79589795,6.78230299,0.02468478,0.00000000,0.00352854,1.88129004,1.70405446,1.45692574,0.12487323,1.89464631
-5.78989495,6.79737653,0.02472337,0.00000000,0.00353137,1.87959653,1.71513710,1.45139435,0.12511823,1.90899243
-5.78389195,6.80504029,0.02474387,0.00000000,0.00352671,1.87735976,1.72603583,1.44606581,0.12509687,1.91962944
-5.77788894,6.80575150,0.02474796,0.00000000,0.00351464,1.87488509,1.73698287,1.44122466,0.12480615,1.92647842
-5.77188594,6.80006661,0.02473717,0.00000000,0.00349535,1.87249837,1.74821640,1.43716319,0.12424722,1.92949784
-5.76588294,6.78863592,0.02471282,0.00000000,0.00346915,1.87054088,1.75997822,1.43417736,0.12342557,1.92868629
-5.75987994,6.77219689,0.02467601,0.00000000,0.00343648,1.86936365,1.77251149,1.43256225,0.12235107,1.92408520
-5.75387694,6.75156567,0.02462762,0.00000000,0.00339795,1.86932092,1.78605804,1.43260696,0.12103789,1.91578136
-5.74787394,6.72762638,0.02456831,0.00000000,0.00335429,1.87076258,1.80085513,1.43458869,0.11950434,1.90390899
-5.74187094,6.70131787,0.02449855,0.00000000,0.00330640,1.87402581,1.81713145,1.43876601,0.11777258,1.88865120
-5.73586793,6.67361769,0.02441866,0.00000000,0.00325534,1.87942574,1.83510196,1.44537129,0.11586820,1.87024072
-5.72986493,6.64552334,0.02432883,0.00000000,0.00320231,1.88724534,1.85496188,1.45460239,0.11381977,1.84895957
-5.72386193,6.61803080,0.02422920,0.00000000,0.00314863,1.89772490,1.87687948,1.46661382,0.11165822,1.82513766
-5.71785893,6.59211097,0.02411990,0.00000000,0.00309576,1.91105120,1.90098810,1.48150765,0.10941621,1.79915016
-5.71185593,6.56868442,0.02400111,0.00000000,0.00304526,1.92734692,1.92737761,1.49932452,0.10712742,1.77141363
-5.70585293,6.54859529,0.02387312,0.00000000,0.00299873,1.94666076,1.95608567,1.52003535,0.10482582,1.74238070
-5.69984992,6.53258540,0.02373636,0.00000000,0.00295785,1.96895871,1.98708929,1.54353406,0.10254489,1.71253364
-5.69384692,6.52126934,0.02359147,0.00000000,0.00292427,1.99411708,2.02029727,1.56963200,0.10031688,1.68237657
-5.68784392,6.51511191,0.02343930,0.00000000,0.00289964,2.02191771,2.05554401,1.59805451,0.09817206,1.65242665
-5.68184092,6.51440883,0.02328097,0.00000000,0.00288550,2.05204594,2.09258534,1.62844009,0.09613803,1.62320431
-5.67583792,6.51927173,0.02311781,0.00000000,0.00288331,2.08409170,2.13109678,1.66034265,0.09423906,1.59522279
-5.66983492,6.52961846,0.02295141,0.00000000,0.00289434,2.11755394,2.17067469,1.69323687,0.09249557,1.56897715
-5.66383192,6.54516918,0.02278354,0.00000000,0.00291967,2.15184860,2.21084055,1.72652708,0.09092357,1.54493316
-5.65782891,6.56544892,0.02261615,0.00000000,0.00296014,2.18632008,2.25104853,1.75955935,0.08953439,1.52351622
-5.65182591,6.58979665,0.02245128,0.00000000,0.00301628,2.22025609,2.29069622,1.79163668,0.08833436,1.50510079
-5.64582291,6.61738081,0.02229102,0.00000000,0.00308830,2.25290534,2.32913835,1.82203685,0.08732472,1.49000050
-5.63981991,6.64722093,0.02213742,0.00000000,0.00317608,2.28349771,2.36570308,1.85003234,0.08650163,1.47845939
-5.63381691,6.67821457,0.02199241,0.00000000,0.00327908,2.31126616,2.39971024,1.87491162,0.08585634,1.47064453
-5.62781391,6.70916881,0.02185771,0.00000000,0.00339638,2.33546944,2.43049082,1.89600096,0.08537550,1.46664033
-5.62181091,6.73883489,0.02173479,0.00000000,0.00352665,2.35541500,2.45740697,1.91268588,0.08504158,1.46644477
-5.61580790,6.76594499,0.02162476,0.00000000,0.00366817,2.37048079,2.47987159,1.92443124,0.08483344,1.46996782
-5.60980490,6.78924958,0.02152834,0.00000000,0.00381880,2.38013536,2.49736677,1.93079932,0.08472699,1.47703213
-5.60380190,6.80755404,0.02144580,0.00000000,0.00397609,2.38395523,2.50946013,1.93146474,0.08469597,1.48737612
-5.59779890,6.81975329,0.02137699,0.00000000,0.00413724,2.38163883,2.51581858,1.92622585,0.08471279,1.50065953
-5.59179590,6.82486317,0.02132126,0.00000000,0.00429920,2.37301636,2.51621877,1.91501196,0.08474937,1.51647132
-5.58579290,6.82204763,0.02127758,0.00000000,0.00445874,2.35805526,2.51055402,1.89788609,0.08477804,1.53433982
-5.57978989,6.81064100,0.02124451,0.00000000,0.00461250,2.33686101,2.49883734,1.87504312,0.08477238,1.55374493
-5.57378689,6.79016481,0.02122031,0.00000000,0.00475712,2.30967328,2.48120069,1.84680357,0.08470808,1.57413211
-5.56778389,6.76033889,0.02120301,0.00000000,0.00488929,2.27685769,2.45789066,1.81360323,0.08456361,1.59492770
-5.56178089,6.72108683,0.02119052,0.00000000,0.00500586,2.23889359,2.42926075,1.77597916,0.08432093,1.61555530
-5.55577789,6.67253591,0.02118075,0.00000000,0.00510396,2.19635843,2.39576085,1.73455276,0.08396593,1.63545258
-5.54977489,6.61501195,0.02117169,0.00000000,0.00518107,2.14990947,2.35792448,1.69001065,0.08348887,1.65408814
-5.54377189,6.54902960,0.02116158,0.00000000,0.00523509,2.10026370,2.31635431,1.64308419,0.08288455,1.67097771
-5.53776888,6.47527855,0.02114900,0.00000000,0.00526444,2.04817662,2.27170665,1.59452846,0.08215239,1.68569930
-5.53176588,6.39460651,0.02113296,0.00000000,0.00526808,1.99442100,2.22467545,1.54510158,0.08129639,1.69790656
-5.52576288,6.30799924,0.02111298,0.00000000,0.00524560,1.93976619,2.17597641,1.49554511,0.08032484,1.70734006
-5.51975988,6.21655853,0.02108917,0.00000000,0.00519717,1.88495879,2.12633157,1.44656602,0.07924997,1.71383584
-5.51375688,6.12147833,0.02106228,0.00000000,0.00512360,1.83070521,2.07645477,1.39882101,0.07808749,1.71733092
-5.50775388,6.02401961,0.02103365,0.00000000,0.00502626,1.77765663,2.02703826,1.35290325,0.07685597,1.71786554
-5.50175088,5.92548432,0.02100527,0.00000000,0.00490706,1.72639656,1.97874049,1.30933202,0.07557620,1.71558184
-5.49574787,5.82718863,0.02097965,0.00000000,0.00476840,1.67743126,1.93217534,1.26854505,0.07427047,1.71071912
-5.48974487,5.73043574,0.02095981,0.00000000,0.00461306,1.63118291,1.88790249,1.23089377,0.07296183,1.70360549
-5.48374187,5.63648858,0.02094912,0.00000000,0.00444411,1.58798547,1.84641922,1.19664102,0.07167337,1.69464647
-5.47773887,5.54654262,0.02095120,0.00000000,0.00426482,1.54808311,1.80815325,1.16596122,0.07042746,1.68431056
-5.47173587,5.46169908,0.02096976,0.00000000,0.00407858,1.51163073,1.77345676,1.13894240,0.06924509,1.67311252
-5.46573287,5.38293899,0.02100844,0.00000000,0.00388872,1.47869645,1.74260137,1.11559003,0.06814526,1.66159474
-5.45972986,5.31109850,0.02107064,0.00000000,0.00369848,1.44926560,1.71577419,1.09583208,0.06714440,1.65030741
-5.45372686,5.24684606,0.02115931,0.00000000,0.00351089,1.42324595,1.69307488,1.07952504,0.06625591,1.63978822
-5.44772386,5.19066205,0.02127685,0.00000000,0.00332870,1.40047390,1.67451379,1.06646066,0.06548983,1.63054231
-5.44172086,5.14282159,0.02142487,0.00000000,0.00315429,1.38072130,1.66001135,1.05637316,0.06485251,1.62302315
-5.43571786,5.10338121,0.02160410,0.00000000,0.00298964,1.36370284,1.64939877,1.04894667,0.06434645,1.61761513
-5.42971486,5.07217020,0.02181426,0.00000000,0.00283631,1.34908380,1.64242030,1.04382288,0.06397027,1.61461845
-5.42371186,5.04878734,0.02205398,0.00000000,0.00269539,1.33648805,1.63873719,1.04060872,0.06371866,1.61423700
-5.41770885,5.03260346,0.02232073,0.00000000,0.00256754,1.32550635,1.63793347,1.03888420,0.06358259,1.61656956
-5.41170585,5.02277060,0.02261085,0.00000000,0.00245299,1.31570489,1.63952372,1.03821032,0.06354944,1.62160476
-5.40570285,5.01823779,0.02291956,0.00000000,0.00235158,1.30663408,1.64296284,1.03813705,0.06360336,1.62922015
-5.39969985,5.01777376,0.02324106,0.00000000,0.00226279,1.29783763,1.64765777,1.03821151,0.06372564,1.63918523
-5.39369685,5.01999625,0.02356867,0.00000000,0.00218581,1.28886184,1.65298114,1.03798629,0.06389514,1.65116860
-5.38769385,5.02340753,0.02389499,0.00000000,0.00211959,1.27926504,1.65828644,1.03702779,0.06408883,1.66474904
-5.38169085,5.02643539,0.02421215,0.00000000,0.00206294,1.26862723,1.66292464,1.03492467,0.06428236,1.67942993
-5.37568784,5.02747850,0.02451204,0.00000000,0.00201452,1.25655948,1.66626152,1.03129615,0.06445066,1.69465691
-5.36968484,5.02495482,0.02478661,0.00000000,0.00197297,1.24271322,1.66769554,1.02580007,0.06456862,1.70983786
-5.36368184,5.01735163,0.02502814,0.00000000,0.00193695,1.22678888,1.66667537,1.01814042,0.06461172,1.72436461
-5.35767884,5.00327517,0.02522959,0.00000000,0.00190519,1.20854375,1.66271665,1.00807415,0.06455672,1.73763567
-5.35167584,4.98149833,0.02538487,0.00000000,0.00187651,1.18779879,1.65541725,0.99541701,0.06438228,1.74907895
-5.34567284,4.95100428,0.02548910,0.00000000,0.00184993,1.16444394,1.64447041,0.98004812,0.06406961,1.75817372
-5.33966983,4.91102428,0.02553890,0.00000000,0.00182462,1.13844175,1.62967521,0.96191303,0.06360298,1.76447088
-5.33366683,4.86106798,0.02553252,0.00000000,0.00179998,1.10982914,1.61094389,0.94102517,0.06297022,1.76761065
-5.32766383,4.80094473,0.02547003,0.00000000,0.00177561,1.07871697,1.58830551,0.91746539,0.06216309,1.76733707
-5.32166083,4.73077469,0.02535336,0.00000000,0.00175134,1.04528750,1.56190585,0.89137968,0.06117755,1.76350845
-5.31565783,4.65098914,0.02518631,0.00000000,0.00172723,1.00978954,1.53200332,0.86297494,0.06001394,1.75610350
-5.30965483,4.56231950,0.02497445,0.00000000,0.00170353,0.97253156,1.49896103,0.83251307,0.05867694,1.74522255
-5.30365183,4.46577529,0.02472495,0.00000000,0.00168068,0.93387287,1.46323514,0.80030333,0.05717551,1.73108402
-5.29764882,4.36261177,0.02444638,0.00000000,0.00165929,0.89421315,1.42535993,0.76669339,0.05552258,1.71401597
-5.29164582,4.25428818,0.02414838,0.00000000,0.00164010,0.85398065,1.38593014,0.73205937,0.05373474,1.69444322
-5.28564282,4.14241834,0.02384133,0.00000000,0.00162395,0.81361962,1.34558117,0.69679511,0.05183170,1.67287035
-5.27963982,4.02871543,0.02353592,0.00000000,0.00161178,0.77357725,1.30496800,0.66130124,0.04983576,1.64986153
-5.27363682,3.91493316,0.02324274,0.00000000,0.00160454,0.73429080,1.26474349,0.62597430,0.04777111,1.62601779
-5.26763382,3.80280579,0.02297186,0.00000000,0.00160320,0.69617525,1.22553717,0.59119634,0.04566321,1.60195289
-5.26163082,3.69398953,0.02273241,0.00000000,0.00160869,0.65961202,1.18793505,0.55732549,0.04353803,1.57826889
-5.25562781,3.59000766,0.02253218,0.00000000,0.00162190,0.62493912,1.15246166,0.52468761,0.04142142,1.55553232
-5.24962481,3.49220186,0.02237728,0.00000000,0.00164364,0.59244315,1.11956462,0.49356943,0.03933844,1.53425239
-5.24362181,3.40169166,0.02227189,0.00000000,0.00167460,0.56235332,1.08960278,0.46421335,0.03731282,1.51486197
-5.23761881,3.31934379,0.02221804,0.00000000,0.00171535,0.53483776,1.06283806,0.43681395,0.03536648,1.49770236
-5.23161581,3.24575271,0.02221549,0.00000000,0.00176632,0.51000212,1.03943156,0.41151631,0.03351916,1.48301262
-5.22561281,3.18123299,0.02226177,0.00000000,0.00182779,0.48789049,1.01944387,0.38841615,0.03178821,1.47092386
-5.21960980,3.12582381,0.02235221,0.00000000,0.00189985,0.46848852,1.00283973,0.36756156,0.03018843,1.46145885
-5.21360680,3.07930517,0.02248011,0.00000000,0.00198248,0.45172853,0.98949653,0.34895628,0.02873208,1.45453684
-5.20760380,3.04122493,0.02263707,0.00000000,0.00207544,0.43749635,0.97921654,0.33256425,0.02742904,1.44998342
-5.20160080,3.01093527,0.02281325,0.00000000,0.00217836,0.42563953,0.97174196,0.31831524,0.02628693,1.44754484
-5.19559780,2.98763664,0.02299782,0.00000000,0.00229071,0.41597657,0.96677227,0.30611122,0.02531146,1.44690594
-5.18959480,2.97042709,0.02317935,0.00000000,0.00241182,0.40830673,0.96398299,0.29583319,0.02450674,1.44771091
-5.18359180,2.95835441,0.02334632,0.00000000,0.00254088,0.40242007,0.96304491,0.28734826,0.02387559,1.44958555
-5.17758879,2.95046864,0.02348758,0.00000000,0.00267696,0.39810724,0.96364300,0.28051663,0.02341993,1.45215998
-5.17158579,2.94587226,0.02359274,0.00000000,0.00281903,0.39516867,0.96549386,0.27519817,0.02314104,1.45509057
-5.16558279,2.94376581,0.02365264,0.00000000,0.00296597,0.39342283,0.96836123,0.27125854,0.02303985,1.45807974
-5.15957979,2.94348660,0.02365967,0.00000000,0.00311658,0.39271331,0.97206851,0.26857452,0.02311708,1.46089286
-5.15357679,2.94453892,0.02360804,0.00000000,0.00326962,0.39291442,0.97650798,0.26703838,0.02337332,1.46337106
-5.14757379,2.94661440,0.02349400,0.00000000,0.00342380,0.39393526,0.98164615,0.26656136,0.02380903,1.46543952
-5.14157079,2.94960165,0.02331593,0.00000000,0.00357783,0.39572211,0.98752520,0.26707608,0.02442439,1.46711062
-5.13556778,2.95358525,0.02307435,0.00000000,0.00373042,0.39825919,0.99426042,0.26853779,0.02521907,1.46848199
-5.12956478,2.95883412,0.02277186,0.00000000,0.00388027,0.40156785,1.00203389,0.27092478,0.02619196,1.46972960
-5.12356178,2.96578043,0.02241299,0.00000000,0.00402618,0.40570428,1.01108482,0.27423763,0.02734081,1.47109621
-5.11755878,2.97499040,0.02200395,0.00000000,0.00416696,0.41075598,1.02169720,0.27849772,0.02866179,1.47287610
-5.11155578,2.98712864,0.02155236,0.00000000,0.00430154,0.41683720,1.03418527,0.28374500,0.03014913,1.47539670
-5.10555278,3.00291825,0.02106694,0.00000000,0.00442894,0.42408350,1.04887784,0.29003505,0.03179474,1.47899855
-5.09954977,3.02309883,0.02055714,0.00000000,0.00454828,0.43264582,1.06610207,0.29743575,0.03358788,1.48401440
-5.09354677,3.04838461,0.02003276,0.00000000,0.00465886,0.44268425,1.08616772,0.30602363,0.03551493,1.49074886
-5.08754377,3.07942497,0.01950366,0.00000000,0.00476010,0.45436164,1.10935256,0.31587996,0.03755926,1.49945965
-5.08154077,3.11676921,0.01897940,0.00000000,0.00485162,0.46783749,1.13588963,0.32708690,0.03970130,1.51034150
-5.07553777,3.16083720,0.01846896,0.00000000,0.00493319,0.48326201,1.16595682,0.33972354,0.04191863,1.52351353
-5.06953477,3.21189720,0.01798052,0.00000000,0.00500480,0.50077074,1.19966939,0.35386229,0.04418633,1.53901085
-5.06353177,3.27005159,0.01752127,0.00000000,0.00506664,0.52047975,1.23707536,0.36956535,0.04647740,1.55678052
-5.05752876,3.33523082,0.01709732,0.00000000,0.00511910,0.54248143,1.27815399,0.38688163,0.04876337,1.57668238
-5.05152576,3.40719552,0.01671364,0.00000000,0.00516278,0.56684104,1.32281722,0.40584393,0.05101496,1.59849420
-5.04552276,3.48554609,0.01637404,0.00000000,0.00519851,0.59359398,1.37091374,0.42646669,0.05320286,1.62192111
-5.03951976,3.56973899,0.01608124,0.00000000,0.00522733,0.62274381,1.42223529,0.44874409,0.05529850,1.64660839
-5.03351676,3.65910843,0.01583701,0.00000000,0.00525050,0.65426101,1.47652482,0.47264878,0.05727488,1.67215715
-5.02751376,3.75289213,0.01564226,0.00000000,0.00526947,0.68808255,1.53348590,0.49813113,0.05910732,1.69814169
-5.02151076,3.85025970,0.01549719,0.00000000,0.00528591,0.72411219,1.59279288,0.52511908,0.06077418,1.72412786
-5.01550775,3.95034208,0.01540151,0.00000000,0.00530170,0.76222158,1.65410133,0.55351868,0.06225741,1.74969121
-5.00950475,4.05226081,0.01535460,0.00000000,0.00531890,0.80225214,1.71705821,0.58321521,0.06354299,1.77443425
-5.00350175,4.15515579,0.01535564,0.00000000,0.00533974,0.84401775,1.78131162,0.61407507,0.06462130,1.79800179
-4.99749875,4.25821054,0.01540381,0.00000000,0.00536661,0.88730820,1.84651953,0.64594826,0.06548717,1.82009389
-4.99149575,4.36067420,0.01549836,0.00000000,0.00540204,0.93189341,1.91235760,0.67867150,0.06613988,1.84047579
-4.98549275,4.46187967,0.01563878,0.00000000,0.00544868,0.97752830,1.97852572,0.71207196,0.06658297,1.85898461
-4.97948974,4.56125761,0.01582478,0.00000000,0.00550925,1.02395832,2.04475340,0.74597142,0.06682387,1.87553258
-4.97348674,4.65834601,0.01605637,0.00000000,0.00558649,1.07092535,2.11080382,0.78019073,0.06687348,1.89010692
-4.96748374,4.75279560,0.01633384,0.00000000,0.00568315,1.11817391,2.17647679,0.81455445,0.06674560,1.90276660
-4.96148074,4.84437087,0.01665770,0.00000000,0.00580187,1.16545738,2.24161039,0.84889552,0.06645627,1.91363616
-4.95547774,4.93294730,0.01702862,0.00000000,0.00594516,1.21254399,2.30608155,0.88305953,0.06602319,1.92289711
-4.94947474,5.01850468,0.01744729,0.00000000,0.00611529,1.25922234,2.36980537,0.91690864,0.06546502,1.93077735
-4.94347174,5.10111714,0.01791434,0.00000000,0.00631422,1.30530607,2.43273341,0.95032473,0.06480078,1.93753915
-4.93746873,5.18094003,0.01843016,0.00000000,0.00654348,1.35063752,2.49485073,0.98321165,0.06404924,1.94346609
-4.93146573,5.25819405,0.01899471,0.00000000,0.00680410,1.39509011,2.55617178,1.01549646,0.06322846,1.94884961
-4.92546273,5.33314715,0.01960742,0.00000000,0.00709652,1.43856925,2.61673519,1.04712947,0.06235533,1.95397558
-4.91945973,5.40609461,0.02026695,0.00000000,0.00742048,1.48101172,2.67659736,1.07808313,0.06144528,1.95911138
-4.91345673,5.47733797,0.02097113,0.00000000,0.00777494,1.52238356,2.73582522,1.10834971,0.06051199,1.96449381
-4.90745373,5.54716349,0.02171672,0.00000000,0.00815807,1.56267642,2.79448802,1.13793798,0.05956727,1.97031847
-4.90145073,5.61582099,0.02249942,0.00000000,0.00856715,1.60190276,2.85264866,1.16686900,0.05862099,1.97673075
-4.89544772,5.68350397,0.02331371,0.00000000,0.00899863,1.64008999,2.91035481,1.19517133,0.05768110,1.98381884
-4.88944472,5.75033208,0.02415292,0.00000000,0.00944809,1.67727404,2.96763015,1.22287583,0.05675372,1.99160910
-4.88344172,5.81633677,0.02500921,0.00000000,0.00991036,1.71349262,3.02446626,1.25001057,0.05584329,2.00006404
-4.87743872,5.88145132,0.02587369,0.00000000,0.01037962,1.74877870,3.08081562,1.27659597,0.05495272,2.00908302
-4.87143572,5.94550584,0.02673658,0.00000000,0.01084950,1.78315458,3.13658616,1.30264063,0.05408371,2.01850580
-4.86543272,6.00822809,0.02758739,0.00000000,0.01131328,1.81662683,3.19163770,1.32813805,0.05323695,2.02811906
-4.85942971,6.06925038,0.02841525,0.00000000,0.01176412,1.84918260,3.24578084,1.35306455,0.05241244,2.03766558
-4.85342671,6.12812270,0.02920917,0.00000000,0.01219525,1.88078739,3.29877828,1.37737835,0.05160981,2.04685598
-4.84742371,6.18433170,0.02995843,0.00000000,0.01260022,1.91138448,3.35034883,1.40102018,0.05082859,2.05538267
-4.84142071,6.23732495,0.03065294,0.00000000,0.01297317,1.94089600,3.40017412,1.42391504,0.05006855,2.06293530
-4.83541771,6.28653945,0.03128366,0.00000000,0.01330903,1.96922569,3.44790762,1.44597538,0.04932999,2.06921735
-4.82941471,6.33143302,0.03184293,0.00000000,0.01360376,1.99626306,3.49318597,1.46710516,0.04861398,2.07396288
-4.82341171,6.37151703,0.03232490,0.00000000,0.01385450,2.02188881,3.53564189,1.48720491,0.04792260,2.07695285
-4.81740870,6.40638871,0.03272576,0.00000000,0.01405975,2.04598112,3.57491830,1.50617714,0.04725910,2.07802994
-4.81140570,6.43576132,0.03304405,0.00000000,0.01421938,2.06842248,3.61068297,1.52393212,0.04662804,2.07711135
-4.80540270,6.45949027,0.03328080,0.00000000,0.01433472,2.08910671,3.64264303,1.54039341,0.04603534,2.07419856
-4.79939970,6.47759376,0.03343965,0.00000000,0.01440847,2.10794570,3.67055877,1.55550299,0.04548820,2.06938365
-4.79339670,6.49026650,0.03352680,0.00000000,0.01444460,2.12487559,3.69425590,1.56922567,0.04499505,2.06285157
-4.78739370,6.49788554,0.03355095,0.00000000,0.01444815,2.13986199,3.71363588,1.58155242,0.04456533,2.05487812
-4.78139070,6.50100760,0.03352303,0.00000000,0.01442507,2.15290389,3.72868362,1.59250248,0.04420921,2.04582366
-4.77538769,6.50035766,0.03345599,0.00000000,0.01438188,2.16403623,3.73947236,1.60212414,0.04393728,2.03612260
-4.76938469,6.49680918,0.03336434,0.00000000,0.01432539,2.17333067,3.74616515,1.61049396,0.04376016,2.02626912
-4.76338169,6.49135654,0.03326376,0.00000000,0.01426237,2.18089473,3.74901304,1.61771455,0.04368804,2.01679967
-4.75737869,6.48508093,0.03317060,0.00000000,0.01419925,2.18686915,3.74834983,1.62391091,0.04373023,2.00827311
-4.75137569,6.47911092,0.03310131,0.00000000,0.01414179,2.19142356,3.74458343,1.62922539,0.04389475,2.00124922
-4.74537269,6.47457967,0.03307194,0.00000000,0.01409480,2.19475060,3.73818431,1.63381161,0.04418783,1.99626667
-4.73936968,6.47258045,0.03309763,0.00000000,0.01406191,2.19705880,3.72967119,1.63782745,0.04461358,1.99382147
-4.73336668,6.47412254,0.03319204,0.00000000,0.01404540,2.19856435,3.71959464,1.64142744,0.04517363,1.99434677
-4.72736368,6.48008963,0.03336698,0.00000000,0.01404608,2.19948232,3.70851928,1.64475500,0.04586694,1.99819510
-4.72136068,6.49120231,0.03363194,0.00000000,0.01406325,2.20001754,3.69700508,1.64793478,0.04668961,2.00562371
-4.71535768,6.50798681,0.03399384,0.00000000,0.01409473,2.20035572,3.68558880,1.65106557,0.04763489,2.01678376
-4.70935468,6.53075108,0.03445678,0.00000000,0.01413697,2.20065521,3.67476620,1.65421413,0.04869327,2.03171376
-4.70335168,6.55956971,0.03502188,0.00000000,0.01418522,2.20103987,3.66497593,1.65741036,0.04985262,2.05033762
-4.69734867,6.59427833,0.03568728,0.00000000,0.01423372,2.20159339,3.65658582,1.66064401,0.05109857,2.07246732
-4.69134567,6.63447787,0.03644816,0.00000000,0.01427604,2.20235555,3.64988220,1.66386340,0.05241484,2.09781003
-4.68534267,6.67954886,0.03729692,0.00000000,0.01430530,2.20332058,3.64506288,1.66697614,0.05378376,2.12597942
-4.67933967,6.72867498,0.03822336,0.00000000,0.01431455,2.20443786,3.64223412,1.66985193,0.05518676,2.15651060
-4.67333667,6.78087529,0.03921504,0.00000000,0.01429707,2.20561502,3.64141168,1.67232766,0.05660493,2.18887802
-4.66733367,6.83504360,0.04025762,0.00000000,0.01424666,2.20672331,3.64252618,1.67421428,0.05801962,2.22251550
-4.66133067,6.88999345,0.04133528,0.00000000,0.01415796,2.20760521,3.64543221,1.67530562,0.05941294,2.25683762
-4.65532766,6.94450679,0.04243120,0.00000000,0.01402666,2.20808373,3.64992101,1.67538839,0.06076830,2.29126146
-4.64932466,6.99738421,0.04352802,0.00000000,0.01384967,2.20797319,3.65573589,1.67425329,0.06207081,2.32522779
-4.64332166,7.04749457,0.04460835,0.00000000,0.01362533,2.20709085,3.66258980,1.67170642,0.06330768,2.35822086
