energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up
-5.89794897,0.99530373,0.55119247,0.21377950,0.01142831,0.15998421,0.15726408,0.02663822,0.52122799
-5.89194597,1.00518389,0.54976962,0.21494871,0.01140014,0.15369015,0.15855570,0.02677960,0.53562993
-5.88594297,1.01475893,0.55025518,0.21633995,0.01132789,0.14814529,0.15987263,0.02682100,0.54887166
-5.87993997,1.02421257,0.55288768,0.21801812,0.01121447,0.14349876,0.16124670,0.02676220,0.56091285
-5.87393697,1.03371130,0.55783096,0.22003681,0.01106320,0.13987232,0.16270696,0.02660513,0.57173560
-5.86793397,1.04339612,0.56516716,0.22243611,0.01087762,0.13735735,0.16427873,0.02635377,0.58134207
-5.86193097,1.05337544,0.57489269,0.22524094,0.01066142,0.13601284,0.16598289,0.02601403,0.58975160
-5.85592796,1.06371941,0.58691743,0.22845982,0.01041834,0.13586466,0.16783539,0.02559352,0.59699729
-5.84992496,1.07445601,0.60106720,0.23208421,0.01015206,0.13690590,0.16984715,0.02510130,0.60312252
-5.84392196,1.08556913,0.61708956,0.23608844,0.00986621,0.13909829,0.17202432,0.02454760,0.60817738
-5.83791896,1.09699917,0.63466279,0.24043033,0.00956429,0.14237486,0.17436879,0.02394351,0.61221555
-5.83191596,1.10864604,0.65340782,0.24505250,0.00924969,0.14664345,0.17687925,0.02330065,0.61529169
-5.82591296,1.12037513,0.67290293,0.24988441,0.00892572,0.15179130,0.17955254,0.02263089,0.61745970
-5.81990995,1.13202589,0.69270069,0.25484514,0.00859564,0.15769037,0.18238544,0.02194606,0.61877198
-5.81390695,1.14342325,0.71234669,0.25984681,0.00826273,0.16420338,0.18537679,0.02125774,0.61927993
-5.80790395,1.15439150,0.73139949,0.26479867,0.00793034,0.17119024,0.18853003,0.02057706,0.61903563
-5.80190095,1.16477010,0.74945113,0.26961168,0.00760198,0.17851492,0.19185583,0.01991463,0.61809473
-5.79589795,1.17443112,0.76614732,0.27420341,0.00728138,0.18605224,0.19537502,0.01928049,0.61652043
-5.78989495,1.18329729,0.78120683,0.27850317,0.00697255,0.19369457,0.19912137,0.01868411,0.61438836
-5.78389195,1.19135991,0.79443896,0.28245699,0.00667982,0.20135798,0.20314435,0.01813451,0.61179193
-5.77788894,1.19869566,0.80575853,0.28603245,0.00640786,0.20898780,0.20751144,0.01764035,0.60884790
-5.77188594,1.20548113,0.81519768,0.28922277,0.00616169,0.21656310,0.21230997,0.01721011,0.60570174
-5.76588294,1.21200420,0.82291361,0.29205029,0.00594665,0.22409997,0.21764820,0.01685221,0.60253213
-5.75987994,1.21867110,0.82919206,0.29456876,0.00576830,0.23165333,0.22365538,0.01657517,0.59955439
-5.75387694,1.22600840,0.83444583,0.29686438,0.00563240,0.23931713,0.23048081,0.01638770,0.59702220
-5.74787394,1.23465902,0.83920835,0.29905546,0.00554473,0.24722280,0.23829150,0.01629873,0.59522726
-5.74187094,1.24537205,0.84412203,0.30129050,0.00551094,0.25553577,0.24726850,0.01631741,0.59449661
-5.73586793,1.25898586,0.84992179,0.30374458,0.00553643,0.26445026,0.25760184,0.01645293,0.59518743
-5.72986493,1.27640479,0.85741394,0.30661432,0.00562611,0.27418233,0.26948397,0.01671435,0.59767913
-5.72386193,1.29856979,0.86745091,0.31011123,0.00578420,0.28496129,0.28310205,0.01711029,0.60236289
-5.71785893,1.32642367,0.88090278,0.31445378,0.00601402,0.29701989,0.29862902,0.01764850,0.60962887
-5.71185593,1.36087225,0.89862618,0.31985850,0.00631780,0.31058343,0.31621400,0.01833540,0.61985133
-5.70585293,1.40274252,0.92143174,0.32653031,0.00669645,0.32585835,0.33597213,0.01917560,0.63337234
-5.69984992,1.45273972,0.95005122,0.33465249,0.00714938,0.34302063,0.35797449,0.02017128,0.65048460
-5.69384692,1.51140487,0.98510524,0.34437676,0.00767440,0.36220458,0.38223850,0.02132172,0.67141407
-5.68784392,1.57907493,1.02707309,0.35581395,0.00826753,0.38349238,0.40871930,0.02262275,0.69630340
-5.68184092,1.65584739,1.07626548,0.36902552,0.00892300,0.40690505,0.43730268,0.02406632,0.72519674
-5.67583792,1.74155108,1.13280155,0.38401656,0.00963321,0.43239512,0.46780005,0.02564022,0.75802698
-5.66983492,1.83572520,1.19659090,0.40073058,0.01038880,0.45984153,0.49994588,0.02732785,0.79460614
-5.66383192,1.93760764,1.26732173,0.41904632,0.01117872,0.48904701,0.53339795,0.02910823,0.83461944
-5.65782891,2.04613394,1.34445540,0.43877696,0.01199047,0.51973828,0.56774073,0.03095612,0.87762393
-5.65182591,2.15994747,1.42722824,0.45967179,0.01281031,0.55156902,0.60249188,0.03284242,0.92305166
-5.64582291,2.27742103,1.51466055,0.48142040,0.01362356,0.58412578,0.63711187,0.03473468,0.97021793
-5.63981991,2.39668950,1.60557281,0.50365927,0.01441495,0.61693660,0.67101657,0.03659782,1.01833429
-5.63381691,2.51569290,1.69860893,0.52598071,0.01516902,0.64948214,0.70359228,0.03839503,1.06652616
-5.62781391,2.63222830,1.79226585,0.54794368,0.01587053,0.68120892,0.73421289,0.04008874,1.11385459
-5.62181091,2.74400904,1.88492883,0.56908621,0.01650489,0.71154431,0.76225827,0.04164176,1.15934127
-5.61580790,2.84872900,1.97491129,0.58893897,0.01705856,0.73991249,0.78713339,0.04301840,1.20199614
-5.60980490,2.94412963,2.06049816,0.60703940,0.01751950,0.76575113,0.80828717,0.04418562,1.24084635
-5.60380190,3.02806700,2.13999120,0.62294594,0.01787746,0.78852782,0.82523042,0.04511411,1.27496555
-5.59779890,3.09857648,2.21175503,0.63625167,0.01812434,0.80775588,0.83755189,0.04577924,1.30350233
-5.59179590,3.15393238,2.27426218,0.64659700,0.01825439,0.82300881,0.84493189,0.04616195,1.32570661
-5.58579290,3.19270016,2.32613575,0.65368075,0.01826441,0.83393284,0.84715282,0.04624932,1.34095303
-5.57978989,3.21377951,2.36618825,0.65726932,0.01815375,0.84025730,0.84410606,0.04603507,1.34876025
-5.57378689,3.21643628,2.39345515,0.65720356,0.01792437,0.84180215,0.83579515,0.04551965,1.34880551
-5.56778389,3.20032263,2.40722223,0.65340313,0.01758071,0.83848279,0.82233494,0.04471028,1.34093389
-5.56178089,3.16548440,2.40704564,0.64586823,0.01712949,0.83031171,0.80394698,0.04362056,1.32516195
-5.55577789,3.11235603,2.39276409,0.63467873,0.01657951,0.81739724,0.78095132,0.04227003,1.30167578
-5.54977489,3.04174339,2.36450281,0.61999073,0.01594129,0.79993938,0.75375521,0.04068340,1.27082356
-5.54377189,2.95479558,2.32266939,0.60203093,0.01522673,0.77822303,0.72283921,0.03888969,1.23310319
-5.53776888,2.85296721,2.26794151,0.58108895,0.01444875,0.75260901,0.68874146,0.03692125,1.18914559
-5.53176588,2.73797292,2.20124750,0.55750807,0.01362085,0.72352315,0.65204074,0.03481270,1.13969450
-5.52576288,2.61173628,2.12374040,0.53167476,0.01275676,0.69144410,0.61333914,0.03259982,1.08558373
-5.51975988,2.47633521,2.03676664,0.50400763,0.01187007,0.65689018,0.57324496,0.03031851,1.02771285
-5.51375688,2.33394618,1.94183070,0.47494594,0.01097384,0.62040599,0.53235662,0.02800380,0.96702240
-5.50775388,2.18678934,1.84055715,0.44493847,0.01008035,0.58254911,0.49124801,0.02568892,0.90446953
-5.50175088,2.03707654,1.73465144,0.41443289,0.00920085,0.54387745,0.45045583,0.02340458,0.84100501
-5.49574787,1.88696393,1.62586092,0.38386612,0.00834533,0.50493757,0.41046926,0.02117833,0.77755241
-5.48974487,1.73851054,1.51593742,0.35365591,0.00752245,0.46625440,0.37172208,0.01903412,0.71498999
-5.48374187,1.59364372,1.40660244,0.32419380,0.00673941,0.42832253,0.33458734,0.01699202,0.65413578
-5.47773887,1.45413223,1.29951612,0.29583971,0.00600196,0.39159929,0.29937457,0.01506807,0.59573610
-5.47173587,1.32156691,1.19625037,0.26891803,0.00531441,0.35649962,0.26632932,0.01327434,0.54045756
-5.46573287,1.19734893,1.09826696,0.24371527,0.00467969,0.32339284,0.23563481,0.01161907,0.48888240
-5.45972986,1.08268502,1.00690029,0.22047915,0.00409950,0.29260109,0.20741533,0.01010693,0.44150694
-5.45372686,0.97858876,0.92334514,0.19941890,0.00357437,0.26439938,0.18174109,0.00873938,0.39874264
-5.44772386,0.88588702,0.84864870,0.18070660,0.00310384,0.23901694,0.15863416,0.00751508,0.36091940
-5.44172086,0.80523018,0.78370647,0.16447927,0.00268662,0.21663975,0.13807505,0.00643031,0.32829037
-5.43571786,0.73710503,0.72926130,0.15084151,0.00232071,0.19741371,0.12000961,0.00547948,0.30103779
-5.42971486,0.68184890,0.68590479,0.13986829,0.00200359,0.18144843,0.10435595,0.00465553,0.27927925
-5.42371186,0.63966387,0.65408022,0.13160780,0.00173230,0.16882111,0.09101111,0.00395038,0.26307382
-5.41770885,0.61063007,0.63408622,0.12608402,0.00150365,0.15958034,0.07985716,0.00335533,0.25242759
-5.41170585,0.59471707,0.62608062,0.12329887,0.00131423,0.15374954,0.07076668,0.00286136,0.24729827
-5.40570285,0.59179287,0.63008385,0.12323381,0.00116058,0.15132984,0.06360745,0.00245945,0.24759865
-5.39969985,0.60162990,0.64598167,0.12585077,0.00103923,0.15230224,0.05824624,0.00214082,0.25319868
-5.39369685,0.62390820,0.67352705,0.13109250,0.00094678,0.15662895,0.05455174,0.00189706,0.26392639
-5.38769385,0.65821573,0.71234133,0.13888222,0.00087989,0.16425384,0.05239669,0.00172032,0.27956752
-5.38169085,0.70404632,0.76191492,0.14912281,0.00083537,0.17510216,0.05165915,0.00160331,0.29986438
-5.37568784,0.76079589,0.82160795,0.16169559,0.00081017,0.18907944,0.05222314,0.00153940,0.32451409
-5.36968484,0.82775771,0.89065155,0.17645889,0.00080140,0.20606979,0.05397866,0.00152260,0.35316668
-5.36368184,0.90411765,0.96815028,0.19324665,0.00080631,0.22593382,0.05682124,0.00154750,0.38542357
-5.35767884,0.98895039,1.05308631,0.21186723,0.00082231,0.24850631,0.06065116,0.00160926,0.42083669
-5.35167584,1.08121756,1.14432618,0.23210268,0.00084698,0.27359389,0.06537250,0.00170355,0.45890898
-5.34567284,1.17976868,1.24063036,0.25370864,0.00087804,0.30097304,0.07089201,0.00182647,0.49909635
-5.33966983,1.28334574,1.34066604,0.27641512,0.00091337,0.33038855,0.07711811,0.00197448,0.54081165
-5.33366683,1.39059189,1.44302347,0.29992824,0.00095101,0.36155274,0.08395991,0.00214434,0.58343069
-5.32766383,1.50006482,1.54623547,0.32393301,0.00098917,0.39414564,0.09132646,0.00233305,0.62630058
-5.32166083,1.61025470,1.64880019,0.34809731,0.00102621,0.42781621,0.09912628,0.00253782,0.66875012
-5.31565783,1.71960680,1.74920642,0.37207691,0.00106069,0.46218486,0.10726716,0.00275599,0.71010228
-5.30965483,1.82654817,1.84596090,0.39552148,0.00109137,0.49684723,0.11565625,0.00298504,0.74968838
-5.30365183,1.92951795,1.93761682,0.41808151,0.00111719,0.53137930,0.12420051,0.00322258,0.78686355
-5.29764882,2.02700032,2.02280266,0.43941590,0.00113735,0.56534371,0.13280748,0.00346629,0.82102298
-5.29164582,2.11755916,2.10025043,0.45919995,0.00115125,0.59829731,0.14138622,0.00371399,0.85161847
-5.28564282,2.19987317,2.16882233,0.47713356,0.00115855,0.62979963,0.14984860,0.00396361,0.87817447
-5.27963982,2.27277035,2.22753513,0.49294926,0.00115916,0.65942214,0.15811071,0.00421319,0.90030329
-5.27363682,2.33526055,2.27558132,0.50641976,0.00115324,0.68675809,0.16609438,0.00446095,0.91771858
-5.26763382,2.38656486,2.31234650,0.51736492,0.00114121,0.71143239,0.17372879,0.00470522,0.93024680
-5.26163082,2.42614083,2.33742254,0.52565752,0.00112373,0.73311152,0.18095203,0.00494456,0.93783601
-5.25562781,2.45370242,2.35061612,0.53122797,0.00110171,0.75151285,0.18771260,0.00517765,0.94056181
-5.24962481,2.46923409,2.35195258,0.53406744,0.00107628,0.76641317,0.19397081,0.00540341,0.93862999
-5.24362181,2.47299814,2.34167498,0.53422951,0.00104879,0.77765596,0.19969996,0.00562090,0.93237587
-5.23761881,2.46553517,2.32023856,0.53183008,0.00102079,0.78515729,0.20488726,0.00582941,0.92226022
-5.23161581,2.44765734,2.28830077,0.52704560,0.00099397,0.78890977,0.20953453,0.00602836,0.90886190
-5.22561281,2.42043445,2.24670726,0.52010959,0.00097019,0.78898460,0.21365855,0.00621737,0.89286733
-5.21960980,2.38517310,2.19647414,0.51130763,0.00095141,0.78553136,0.21729108,0.00639621,0.87505701
-5.21360680,2.34338941,2.13876686,0.50097076,0.00093969,0.77877560,0.22047849,0.00656480,0.85628949
-5.20760380,2.29677570,2.07487635,0.48946767,0.00093713,0.76901410,0.22328112,0.00672320,0.83748301
-5.20160080,2.24716207,2.00619263,0.47719580,0.00094585,0.75660791,0.22577205,0.00687163,0.81959522
-5.19559780,2.19647351,1.93417652,0.46457146,0.00096794,0.74197344,0.22803573,0.00701044,0.80360152
-5.18959480,2.14668375,1.86032980,0.45201953,0.00100543,0.72557168,0.23016603,0.00714015,0.79047211
-5.18359180,2.09976665,1.78616444,0.43996270,0.00106025,0.70789599,0.23226401,0.00726145,0.78114859
-5.17758879,2.05764656,1.71317134,0.42881075,0.00113417,0.68945886,0.23443534,0.00737525,0.77652021
-5.17158579,2.02214856,1.64278914,0.41895000,0.00122873,0.67077797,0.23678738,0.00748267,0.77740044
-5.16558279,1.99495016,1.57637368,0.41073338,0.00134524,0.65236219,0.23942603,0.00758508,0.78450429
-5.15957979,1.97753551,1.51516888,0.40447120,0.00148469,0.63469779,0.24245238,0.00768416,0.79842698
-5.15357679,1.97115362,1.46027946,0.40042305,0.00164768,0.61823560,0.24595919,0.00778187,0.81962444
-5.14757379,1.97678181,1.41264647,0.39879097,0.00183443,0.60337936,0.25002748,0.00788054,0.84839638
-5.14157079,1.99509570,1.37302612,0.39971414,0.00204464,0.59047579,0.25472306,0.00798284,0.88487244
-5.13556778,2.02644690,1.34197273,0.40326524,0.00227755,0.57980665,0.26009340,0.00809178,0.92900215
-5.12956478,2.07084933,1.31982631,0.40944873,0.00253185,0.57158314,0.26616487,0.00821072,0.98054919
-5.12356178,2.12797515,1.30670545,0.41820098,0.00280565,0.56594276,0.27294042,0.00834336,1.03909058
-5.11755878,2.19716069,1.30250586,0.42939245,0.00309657,0.56294865,0.28039793,0.00849364,1.10402117
-5.11155578,2.27742276,1.30690492,0.44283180,0.00340166,0.56259153,0.28848938,0.00866574,1.17456372
-5.10555278,2.36748502,1.31937218,0.45827188,0.00371751,0.56479400,0.29714078,0.00886396,1.24978461
-5.09954977,2.46581411,1.33918595,0.47541743,0.00404030,0.56941691,0.30625316,0.00909264,1.32861503
-5.09354677,2.57066432,1.36545544,0.49393430,0.00436588,0.57626769,0.31570441,0.00935605,1.40987734
-5.08754377,2.68012965,1.39714790,0.51345975,0.00468992,0.58511004,0.32535218,0.00965824,1.49231572
-5.08154077,2.79220137,1.43312012,0.53361370,0.00500802,0.59567463,0.33503753,0.01000291,1.57463033
-5.07553777,2.90482897,1.47215315,0.55401026,0.00531588,0.60767029,0.34458950,0.01039329,1.65551381
-5.06953477,3.01598225,1.51298911,0.57426928,0.00560947,0.62079525,0.35383014,0.01083190,1.73368869
-5.06353177,3.12371205,1.55436884,0.59402738,0.00588520,0.63474782,0.36258004,0.01132049,1.80794416
-5.05752876,3.22620697,1.59506901,0.61294806,0.00614012,0.64923617,0.37066402,0.01185981,1.87717094
-5.05152576,3.32184401,1.63393729,0.63073040,0.00637210,0.66398675,0.37791664,0.01244952,1.94039241
-5.04552276,3.40923071,1.66992435,0.64711612,0.00657994,0.67875103,0.38418752,0.01308803,1.99679093
-5.03951976,3.48723731,1.70211140,0.66189460,0.00676360,0.69331030,0.38934594,0.01377241,2.04572801
-5.03351676,3.55501757,1.72973244,0.67490576,0.00692423,0.70747848,0.39328479,0.01449831,2.08675757
-5.02751376,3.61201769,1.75219030,0.68604085,0.00706430,0.72110291,0.39592341,0.01525997,2.11963180
-5.02151076,3.65797331,1.76906619,0.69524090,0.00718760,0.73406315,0.39720950,0.01605017,2.14429945
-5.01550775,3.69289515,1.78012246,0.70249338,0.00729927,0.74626811,0.39711978,0.01686035,2.16089688
-5.00950475,3.71704470,1.78529890,0.70782709,0.00740570,0.75765180,0.39565965,0.01768069,2.16973249
-5.00350175,3.73090144,1.78470290,0.71130573,0.00751442,0.76816799,0.39286166,0.01850029,2.17126562
-4.99749875,3.73512396,1.77859437,0.71302063,0.00763396,0.77778440,0.38878323,0.01930741,2.16608113
-4.99149575,3.73050730,1.76736624,0.71308301,0.00777362,0.78647669,0.38350350,0.02008974,2.15486105
-4.98549275,3.71793892,1.75152179,0.71161632,0.00794320,0.79422286,0.37711972,0.02083469,2.13835501
-4.97948974,3.69835586,1.73165000,0.70874905,0.00815274,0.80099837,0.36974332,0.02152979,2.11735080
-4.97348674,3.67270522,1.70840008,0.70460845,0.00841214,0.80677238,0.36149592,0.02216301,2.09264656
-4.96748374,3.64190976,1.68245640,0.69931543,0.00873083,0.81150535,0.35250545,0.02272318,2.06502573
-4.96148074,3.60683999,1.65451489,0.69298080,0.00911740,0.81514819,0.34290268,0.02320033,2.03523577
-4.95547774,3.56829360,1.62526173,0.68570300,0.00957925,0.81764289,0.33281813,0.02358605,2.00397110
-4.94947474,3.52698238,1.59535488,0.67756739,0.01012222,0.81892468,0.32237959,0.02387373,1.97186068
-4.94347174,3.48352635,1.56540906,0.66864669,0.01075025,0.81892541,0.31171028,0.02405887,1.93946015
-4.93746873,3.43845437,1.53598406,0.65900270,0.01146513,0.81757796,0.30092756,0.02413917,1.90724799
-4.93146573,3.39220985,1.50757654,0.64868878,0.01226623,0.81482119,0.29014224,0.02411466,1.87562544
-4.92546273,3.34516034,1.48061491,0.63775282,0.01315033,0.81060516,0.27945828,0.02398765,1.84491907
-4.91945973,3.29760918,1.45545689,0.62624038,0.01411155,0.80489612,0.26897289,0.02376262,1.81538538
-4.91345673,3.24980777,1.43238925,0.61419764,0.01514132,0.79768087,0.25877677,0.02344607,1.78721650
-4.90745373,3.20196698,1.41162913,0.60167391,0.01622844,0.78897018,0.24895443,0.02304622,1.76054615
-4.90145073,3.15426649,1.39332650,0.58872335,0.01735927,0.77880095,0.23958437,0.02257268,1.73545532
-4.89544772,3.10686127,1.37756703,0.57540589,0.01851800,0.76723698,0.23073913,0.02203608,1.71197702
-4.88944472,3.05988461,1.36437524,0.56178716,0.01968694,0.75436817,0.22248502,0.02144765,1.69009996
-4.88344172,3.01344793,1.35371745,0.54793755,0.02084700,0.74030833,0.21488150,0.02081878,1.66977108
-4.87743872,2.96763729,1.34550444,0.53393036,0.02197815,0.72519154,0.20798029,0.02016064,1.65089691
-4.87143572,2.92250774,1.33959394,0.51983940,0.02305994,0.70916746,0.20182412,0.01948376,1.63334429
-4.86543272,2.87807591,1.33579278,0.50573605,0.02407212,0.69239583,0.19644525,0.01879774,1.61694070
-4.85942971,2.83431241,1.33385919,0.49168619,0.02499513,0.67504038,0.19186390,0.01811093,1.60147478
-4.85342671,2.79113471,1.33350528,0.47774725,0.02581073,0.65726275,0.18808660,0.01743027,1.58669745
-4.84742371,2.74840190,1.33440017,0.46396557,0.02650253,0.63921656,0.18510477,0.01676117,1.57232418
-4.84142071,2.70591194,1.33617395,0.45037431,0.02705640,0.62104214,0.18289343,0.01610745,1.55803875
-4.83541771,2.66340240,1.33842263,0.43699212,0.02746093,0.60286204,0.18141046,0.01547141,1.54349864
-4.82941471,2.62055473,1.34071446,0.42382269,0.02770772,0.58477774,0.18059629,0.01485393,1.52834228
-4.82341171,2.57700250,1.34259749,0.41085520,0.02779157,0.56686749,0.18037419,0.01425463,1.51219791
-4.81740870,2.53234310,1.34360837,0.39806558,0.02771061,0.54918553,0.18065135,0.01367214,1.49469384
-4.81140570,2.48615258,1.34328231,0.38541869,0.02746628,0.53176249,0.18132051,0.01310430,1.47546982
-4.80540270,2.43800284,1.34116390,0.37287105,0.02706319,0.51460705,0.18226241,0.01254847,1.45418885
-4.79939970,2.38748015,1.33681839,0.36037412,0.02650897,0.49770855,0.18334873,0.01200178,1.43054897
-4.79339670,2.33420415,1.32984321,0.34787780,0.02581389,0.48104045,0.18444568,0.01146141,1.40429432
-4.78739370,2.27784613,1.31987900,0.33533401,0.02499054,0.46456434,0.18541785,0.01092476,1.37522511
-4.78139070,2.21814562,1.30662002,0.32270011,0.02405342,0.44823425,0.18613245,0.01038974,1.34320567
-4.77538769,2.15492456,1.28982317,0.30994192,0.02301841,0.43200105,0.18646347,0.00985482,1.30817047
-4.76938469,2.08809803,1.26931552,0.29703626,0.02190237,0.41581669,0.18629577,0.00931918,1.27012760
-4.76338169,2.01768143,1.24499985,0.28397284,0.02072262,0.39963804,0.18552891,0.00878274,1.22915965
-4.75737869,1.94379357,1.21685799,0.27075547,0.01949650,0.38343022,0.18408044,0.00824617,1.18542204
-4.75137569,1.86665571,1.18495190,0.25740245,0.01824099,0.36716928,0.18188859,0.00771083,1.13913882
-4.74537269,1.78658694,1.14942237,0.24394636,0.01697228,0.35084423,0.17891427,0.00717872,1.09059633
-4.73936968,1.70399599,1.11048550,0.23043316,0.01570551,0.33445818,0.17514218,0.00665232,1.04013501
-4.73336668,1.61937040,1.06842708,0.21692069,0.01445449,0.31802896,0.17058115,0.00613451,0.98813986
-4.72736368,1.53326338,1.02359518,0.20347688,0.01323153,0.30158895,0.16526361,0.00562840,0.93503003
-4.72136068,1.44627938,0.97639132,0.19017751,0.01204731,0.28518434,0.15924429,0.00513721,0.88124808
-4.71535768,1.35905898,0.92726044,0.17710397,0.01091081,0.26887400,0.15259816,0.00466410,0.82724926
-4.70935468,1.27226379,0.87668038,0.16434095,0.00982932,0.25272790,0.14541784,0.00421209,0.77349151
-4.70335168,1.18656213,0.82515098,0.15197421,0.00880846,0.23682533,0.13781058,0.00378396,0.72042626
-4.69734867,1.10261593,0.77318351,0.14008863,0.00785224,0.22125295,0.12989488,0.00338211,0.66849051
-4.69134567,1.02106928,0.72129054,0.12876649,0.00696323,0.20610283,0.12179702,0.00300857,0.61810033
-4.68534267,0.94253892,0.66997676,0.11808610,0.00614263,0.19147050,0.11364762,0.00266493,0.56964589
-4.67933967,0.86760675,0.61973100,0.10812077,0.00539046,0.17745316,0.10557835,0.00235236,0.52348795
-4.67333667,0.79681448,0.57101952,0.09893812,0.00470571,0.16414798,0.09771889,0.00207159,0.47995584
-4.66733367,0.73066011,0.52428082,0.09059967,0.00408650,0.15165062,0.09019431,0.00182295,0.43934676
-4.66133067,0.66959620,0.47992194,0.08316072,0.00353022,0.14005390,0.08312284,0.00160641,0.40192612
-4.65532766,0.61402952,0.43831622,0.07667038,0.00303374,0.12944671,0.07661409,0.00142167,0.36792873
-4.64932466,0.56432173,0.39980242,0.07117173,0.00259349,0.11991300,0.07076776,0.00126813,0.33756064
-4.64332166,0.52079081,0.36468500,0.06670198,0.00220565,0.11153098,0.06567274,0.00114503,0.31100121
-4.63731866,0.48371274,0.33323537,0.06329268,0.00186622,0.10437232,0.06140657,0.00105148,0.28840531
-4.63131566,0.45332315,0.30569379,0.06096975,0.00157117,0.09850153,0.05803520,0.00098646,0.26990523
-4.62531266,0.42981868,0.28227176,0.05975339,0.00131649,0.09397523,0.05561299,0.00094893,0.25561234
-4.61930965,0.41335765,0.26315445,0.05965787,0.00109830,0.09084160,0.05418282,0.00093783,0.24561813
-4.61330665,0.40406010,0.24850304,0.06069107,0.00091291,0.08913965,0.05377621,0.00095210,0.23999460
-4.60730365,0.40200686,0.23845662,0.06285392,0.00075685,0.08889859,0.05441351,0.00099068,0.23879400
-4.60130065,0.40723798,0.23313348,0.06613961,0.00062694,0.09013715,0.05610391,0.00105256,0.24204790
-4.59529765,0.41975025,0.23263165,0.07053277,0.00052030,0.09286296,0.05884548,0.00113673,0.24976560
-4.58929465,0.43949437,0.23702861,0.07600862,0.00043438,0.09707194,0.06262493,0.00124218,0.26193209
-4.58329165,0.46637172,0.24638005,0.08253210,0.00036698,0.10274783,0.06741744,0.00136795,0.27850571
-4.57728864,0.50023128,0.26071788,0.09005722,0.00031625,0.10986184,0.07318624,0.00151301,0.29941566
-4.57128564,0.54086690,0.28004751,0.09852652,0.00028068,0.11837254,0.07988234,0.00167635,0.32455970
-4.56528264,0.58801542,0.30434469,0.10787087,0.00025913,0.12822597,0.08744417,0.00185693,0.35380215
-4.55927964,0.64135586,0.33355206,0.11800966,0.00025079,0.13935610,0.09579743,0.00205367,0.38697259
-4.55327664,0.70051018,0.36757580,0.12885131,0.00025516,0.15168561,0.10485506,0.00226548,0.42386536
-4.54727364,0.76504569,0.40628263,0.14029433,0.00027208,0.16512698,0.11451758,0.00249125,0.46424014
-4.54127064,0.83447941,0.44949756,0.15222876,0.00030166,0.17958403,0.12467366,0.00272988,0.50782364
-4.53526763,0.90828430,0.49700258,0.16453811,0.00034425,0.19495369,0.13520118,0.00298029,0.55431265
-4.52926463,0.98589744,0.54853663,0.17710163,0.00040046,0.21112805,0.14596864,0.00324145,0.60337819
-4.52326163,1.06672975,0.60379691,0.18979694,0.00047105,0.22799663,0.15683706,0.00351238,0.65467087
-4.51725863,1.15017704,0.66244174,0.20250286,0.00055693,0.24544870,0.16766225,0.00379223,0.70782723
-4.51125563,1.23563185,0.72409484,0.21510234,0.00065909,0.26337552,0.17829746,0.00408025,0.76247665
-4.50525263,1.32249553,0.78835094,0.22748533,0.00077857,0.28167247,0.18859630,0.00437583,0.81824877
-4.49924962,1.41018982,0.85478242,0.23955145,0.00091635,0.30024079,0.19841594,0.00467848,0.87478070
-4.49324662,1.49816744,0.92294677,0.25121240,0.00107333,0.31898893,0.20762026,0.00498786,0.93172393
