energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.84992496,2.46860861,1.00093331,0.49760441,0.00290148,0.14969363,0.00365358,1.64746454,0.69627298,0.25154801
-5.84392196,2.43459265,0.98408909,0.49909315,0.00297669,0.14229071,0.00340483,1.62896349,0.67027642,0.24832412
-5.83791896,2.39921705,0.96649946,0.50076470,0.00304923,0.13470241,0.00318942,1.60960108,0.64283639,0.24511084
-5.83191596,2.36361264,0.94863151,0.50282180,0.00311919,0.12703416,0.00300956,1.59011174,0.61439502,0.24201582
-5.82591296,2.32890684,0.93094224,0.50546771,0.00318664,0.11938903,0.00286718,1.57122977,0.58539550,0.23914208
-5.81990995,2.29619284,0.91386494,0.50890097,0.00325153,0.11186524,0.00276396,1.55366895,0.55627069,0.23658511
-5.81390695,2.26650018,0.89779673,0.51331034,0.00331369,0.10455394,0.00270131,1.53810296,0.52743258,0.23443014
-5.80790395,2.24076778,0.88308787,0.51886981,0.00337281,0.09753737,0.00268035,1.52514722,0.49926315,0.23274989
-5.80190095,2.21982019,0.87003295,0.52573408,0.00342838,0.09088735,0.00270189,1.51534278,0.47210678,0.23160263
-5.79589795,2.20434769,0.85886442,0.53403431,0.00347975,0.08466428,0.00276639,1.50914261,0.44626436,0.23103078
-5.78989495,2.19489084,0.84974840,0.54387446,0.00352605,0.07891641,0.00287390,1.50690077,0.42198914,0.23106005
-5.78389195,2.19182948,0.84278288,0.55532818,0.00356627,0.07367959,0.00302398,1.50886457,0.39948437,0.23169913
-5.77788894,2.19537648,0.83799826,0.56843625,0.00359926,0.06897736,0.00321567,1.51516981,0.37890262,0.23293982
-5.77188594,2.20557593,0.83536000,0.58320463,0.00362377,0.06482131,0.00344736,1.52583903,0.36034658,0.23475776
-5.76588294,2.22230557,0.83477307,0.59960313,0.00363852,0.06121175,0.00371680,1.54078269,0.34387120,0.23711348
-5.75987994,2.24528305,0.83608804,0.61756464,0.00364223,0.05813859,0.00402097,1.55980290,0.32948697,0.23995397
-5.75387694,2.27407552,0.83910830,0.63698503,0.00363368,0.05558240,0.00435611,1.58259962,0.31716395,0.24321437
-5.74787394,2.30811215,0.84359820,0.65772355,0.00361180,0.05351554,0.00471768,1.60877875,0.30683651,0.24681999
-5.74187094,2.34669885,0.84929156,0.67960398,0.00357571,0.05190345,0.00510035,1.63786205,0.29840836,0.25068839
-5.73586793,2.38903500,0.85590038,0.70241629,0.00352478,0.05070586,0.00549811,1.66929832,0.29175775,0.25473156
-5.72986493,2.43423153,0.86312340,0.72591909,0.00345866,0.04987816,0.00590428,1.70247574,0.28674261,0.25885802
-5.72386193,2.48133000,0.87065420,0.74984274,0.00337733,0.04937260,0.00631164,1.73673501,0.28320554,0.26297490
-5.71785893,2.52932253,0.87818867,0.77389318,0.00328112,0.04913950,0.00671260,1.77138307,0.28097838,0.26698982
-5.71185593,2.57717210,0.88543178,0.79775659,0.00317068,0.04912846,0.00709934,1.80570723,0.27988648,0.27081273
-5.70585293,2.62383306,0.89210343,0.82110474,0.00304702,0.04928939,0.00746400,1.83898949,0.27975245,0.27435742
-5.69984992,2.66827169,0.89794347,0.84360113,0.00291145,0.04957354,0.00779892,1.87052090,0.28039946,0.27754300
-5.69384692,2.70948648,0.90271576,0.86490775,0.00276553,0.04993440,0.00809682,1.89961578,0.28165411,0.28029507
-5.68784392,2.74652793,0.90621147,0.88469242,0.00261108,0.05032853,0.00835103,1.92562560,0.28334879,0.28254682
-5.68184092,2.77851760,0.90825150,0.90263646,0.00245004,0.05071627,0.00855570,1.94795227,0.28532371,0.28423982
-5.67583792,2.80466594,0.90868820,0.91844259,0.00228448,0.05106232,0.00870597,1.96606064,0.28742852,0.28532477
-5.66983492,2.82428869,0.90740648,0.93184267,0.00211649,0.05133629,0.00879813,1.97948984,0.28952372,0.28576206
-5.66383192,2.83682130,0.90432425,0.94260519,0.00194814,0.05151299,0.00882976,1.98786329,0.29148168,0.28552212
-5.65782891,2.84183088,0.89939238,0.95054192,0.00178140,0.05157273,0.00879977,1.99089690,0.29318760,0.28458567
-5.65182591,2.83902538,0.89259417,0.95551375,0.00161813,0.05150141,0.00870845,1.98840526,0.29454019,0.28294380
-5.64582291,2.82825939,0.88394432,0.95743511,0.00145998,0.05129050,0.00855744,1.98030547,0.29545224,0.28059790
-5.63981991,2.80953636,0.87348754,0.95627691,0.00130841,0.05093689,0.00834967,1.96661843,0.29585105,0.27755938
-5.63381691,2.78300687,0.86129661,0.95206775,0.00116460,0.05044261,0.00808927,1.94746731,0.29567872,0.27384923
-5.62781391,2.74896288,0.84747014,0.94489322,0.00102952,0.04981447,0.00778138,1.92307326,0.29489235,0.26949740
-5.62181091,2.70782796,0.83212983,0.93489328,0.00090386,0.04906351,0.00743200,1.89374829,0.29346401,0.26454201
-5.61580790,2.66014370,0.81541734,0.92225775,0.00078807,0.04820447,0.00704776,1.85988549,0.29138062,0.25902833
-5.60980490,2.60655268,0.79749082,0.90722007,0.00068237,0.04725507,0.00663575,1.82194683,0.28864358,0.25300765
-5.60380190,2.54777851,0.77852108,0.89004952,0.00058674,0.04623537,0.00620325,1.78044909,0.28526827,0.24653597
-5.59779890,2.48460374,0.75868752,0.87104230,0.00050102,0.04516700,0.00575752,1.73594814,0.28128321,0.23967261
-5.59179590,2.41784628,0.73817390,0.85051173,0.00042484,0.04407243,0.00530563,1.68902242,0.27672910,0.23247876
-5.58579290,2.34833553,0.71716403,0.82877820,0.00035774,0.04297421,0.00485424,1.64025609,0.27165751,0.22501598
-5.57978989,2.27688887,0.69583757,0.80615908,0.00029914,0.04189436,0.00440949,1.59022265,0.26612940,0.21734476
-5.57378689,2.20428967,0.67436598,0.78295931,0.00024839,0.04085366,0.00397681,1.53946961,0.26021342,0.20952321
-5.56778389,2.13126772,0.65290889,0.75946291,0.00020482,0.03987113,0.00356091,1.48850480,0.25398394,0.20160585
-5.56178089,2.05848266,0.63161092,0.73592588,0.00016771,0.03896356,0.00316567,1.43778503,0.24751909,0.19364258
-5.55577789,1.98651125,0.61059914,0.71257068,0.00013637,0.03814509,0.00279414,1.38770732,0.24089856,0.18567800
-5.54977489,1.91583879,0.58998122,0.68958269,0.00011011,0.03742695,0.00244854,1.33860317,0.23420147,0.17775084
-5.54377189,1.84685495,0.56984445,0.66710850,0.00008830,0.03681726,0.00213030,1.29073591,0.22750428,0.16989383
-5.53776888,1.77985396,0.55025553,0.64525618,0.00007031,0.03632095,0.00184014,1.24430112,0.22087887,0.16213375
-5.53176588,1.71503892,0.53126121,0.62409733,0.00005560,0.03593975,0.00157811,1.19943005,0.21439073,0.15449179
-5.52576288,1.65252990,0.51288981,0.60367072,0.00004366,0.03567234,0.00134368,1.15619561,0.20809753,0.14698415
-5.51975988,1.59237502,0.49515343,0.58398724,0.00003405,0.03551448,0.00113587,1.11462052,0.20204803,0.13962286
-5.51375688,1.53456399,0.47805071,0.56503571,0.00002638,0.03545932,0.00095332,1.07468716,0.19628130,0.13241668
-5.50775388,1.47904303,0.46157026,0.54678925,0.00002029,0.03549768,0.00079436,1.03634846,0.19082645,0.12537216
-5.50175088,1.42573059,0.44569418,0.52921182,0.00001550,0.03561850,0.00065716,0.99953922,0.18570279,0.11849469
-5.49574787,1.37453280,0.43040197,0.51226447,0.00001176,0.03580925,0.00053976,0.96418730,0.18092039,0.11178949
-5.48974487,1.32535791,0.41567421,0.49591100,0.00000886,0.03605639,0.00044015,0.93022413,0.17648105,0.10526254
-5.48374187,1.27812919,0.40149617,0.48012282,0.00000664,0.03634588,0.00035634,0.89759393,0.17237968,0.09892131
-5.47773887,1.23279559,0.38786104,0.46488266,0.00000493,0.03666370,0.00028643,0.86626150,0.16860592,0.09277537
-5.47173587,1.18933986,0.37477261,0.45018719,0.00000364,0.03699635,0.00022858,0.83621806,0.16514602,0.08683671
-5.46573287,1.14778394,0.36224744,0.43604833,0.00000267,0.03733133,0.00018110,0.80748514,0.16198478,0.08111986
-5.45972986,1.10819151,0.35031627,0.42249345,0.00000195,0.03765761,0.00014245,0.78011641,0.15910760,0.07564182
-5.45372686,1.07066789,0.33902471,0.40956443,0.00000141,0.03796608,0.00011125,0.75419759,0.15650239,0.07042174
-5.44772386,1.03535747,0.32843321,0.39731588,0.00000101,0.03824987,0.00008626,0.72984444,0.15416129,0.06548041
-5.44172086,1.00243899,0.31861623,0.38581261,0.00000073,0.03850465,0.00006640,0.70719932,0.15208218,0.06083964
-5.43571786,0.97211914,0.30966076,0.37512657,0.00000051,0.03872887,0.00005075,0.68642633,0.15026980,0.05652151
-5.42971486,0.94462487,0.30166414,0.36533367,0.00000036,0.03892386,0.00003851,0.66770553,0.14873644,0.05254758
-5.42371186,0.92019484,0.29473138,0.35651042,0.00000026,0.03909382,0.00002901,0.65122647,0.14750219,0.04893805
-5.41770885,0.89907053,0.28897192,0.34873078,0.00000018,0.03924579,0.00002170,0.63718139,0.14659472,0.04571098
-5.41170585,0.88148730,0.28449617,0.34206331,0.00000012,0.03938940,0.00001611,0.62575831,0.14604852,0.04288160
-5.40570285,0.86766569,0.28141167,0.33656873,0.00000009,0.03953660,0.00001188,0.61713435,0.14590372,0.04046168
-5.39969985,0.85780343,0.27981924,0.33229791,0.00000006,0.03970125,0.00000869,0.61146933,0.14620449,0.03845904
-5.39369685,0.85206808,0.27980903,0.32929041,0.00000004,0.03989863,0.00000632,0.60890001,0.14699702,0.03687722
-5.38769385,0.85059061,0.28145681,0.32757342,0.00000003,0.04014485,0.00000456,0.60953488,0.14832727,0.03571527
-5.38169085,0.85345988,0.28482037,0.32716123,0.00000003,0.04045626,0.00000327,0.61344966,0.15023850,0.03496773
-5.37568784,0.86071814,0.28993629,0.32805487,0.00000003,0.04084876,0.00000232,0.62068350,0.15276873,0.03462472
-5.36968484,0.87235731,0.29681711,0.33024219,0.00000003,0.04133707,0.00000164,0.63123595,0.15594817,0.03467221
-5.36368184,0.88831630,0.30544902,0.33369794,0.00000003,0.04193409,0.00000115,0.64506459,0.15979680,0.03509233
-5.35767884,0.90847902,0.31579005,0.33838401,0.00000004,0.04265022,0.00000080,0.66208327,0.16432217,0.03586383
-5.35167584,0.93267318,0.32776887,0.34424957,0.00000006,0.04349270,0.00000056,0.68216107,0.16951744,0.03696262
-5.34567284,0.96066980,0.34128418,0.35123129,0.00000008,0.04446512,0.00000038,0.70512178,0.17535990,0.03836237
-5.33966983,0.99218342,0.35620487,0.35925330,0.00000011,0.04556691,0.00000026,0.73074399,0.18180988,0.04003505
-5.33366683,1.02687304,0.37237063,0.36822714,0.00000015,0.04679308,0.00000018,0.75876181,0.18881022,0.04195165
-5.32766383,1.06434376,0.38959341,0.37805170,0.00000021,0.04813392,0.00000013,0.78886612,0.19628626,0.04408272
-5.32166083,1.10414933,0.40765942,0.38861304,0.00000028,0.04957501,0.00000009,0.82070652,0.20414645,0.04639909
-5.31565783,1.14579552,0.42633175,0.39978434,0.00000038,0.05109728,0.00000007,0.85389402,0.21228350,0.04887240
-5.30965483,1.18874468,0.44535368,0.41142606,0.00000050,0.05267730,0.00000006,0.88800448,0.22057613,0.05147569
-5.30365183,1.23242138,0.46445245,0.42338627,0.00000066,0.05428765,0.00000005,0.92258293,0.22889141,0.05418402
-5.29764882,1.27621935,0.48334367,0.43550145,0.00000087,0.05589757,0.00000005,0.95714888,0.23708750,0.05697492
-5.29164582,1.31950977,0.50173617,0.44759771,0.00000114,0.05747364,0.00000006,0.99120256,0.24501695,0.05982897
-5.28564282,1.36165100,0.51933724,0.45949256,0.00000147,0.05898066,0.00000007,1.02423228,0.25253031,0.06273024
-5.27963982,1.40199965,0.53585832,0.47099732,0.00000189,0.06038259,0.00000009,1.05572270,0.25948000,0.06566678
-5.27363682,1.43992283,0.55102082,0.48192010,0.00000242,0.06164366,0.00000011,1.08516411,0.26572433,0.06863103
-5.26763382,1.47481153,0.56456215,0.49206938,0.00000307,0.06272941,0.00000014,1.11206252,0.27113163,0.07162020
-5.26163082,1.50609466,0.57624176,0.50125815,0.00000386,0.06360780,0.00000017,1.13595030,0.27558416,0.07463657
-5.25562781,1.53325341,0.58584691,0.50930840,0.00000482,0.06425031,0.00000021,1.15639719,0.27898184,0.07768775
-5.24962481,1.55583550,0.59319822,0.51605592,0.00000598,0.06463290,0.00000026,1.17302129,0.28124559,0.08078678
-5.24362181,1.57346855,0.59815458,0.52135512,0.00000737,0.06473689,0.00000033,1.18549959,0.28232011,0.08395210
-5.23761881,1.58587223,0.60061734,0.52508380,0.00000902,0.06454968,0.00000040,1.19357775,0.28217600,0.08720729
-5.23161581,1.59286827,0.60053365,0.52714738,0.00001095,0.06406529,0.00000048,1.19707849,0.28081110,0.09058066
-5.22561281,1.59438798,0.59789852,0.52748270,0.00001320,0.06328465,0.00000058,1.19590826,0.27825099,0.09410455
-5.21960980,1.59047653,0.59275576,0.52606080,0.00001579,0.06221567,0.00000070,1.19006182,0.27454850,0.09781429
-5.21360680,1.58129358,0.58519746,0.52288881,0.00001877,0.06087308,0.00000083,1.17962416,0.26978235,0.10174695
-5.20760380,1.56711011,0.57536200,0.51801052,0.00002214,0.05927800,0.00000098,1.16476982,0.26405482,0.10593976
-5.20160080,1.54830103,0.56343064,0.51150572,0.00002593,0.05745728,0.00000115,1.14575917,0.25748853,0.11042821
-5.19559780,1.52533388,0.54962267,0.50348817,0.00003015,0.05544267,0.00000134,1.12293177,0.25022253,0.11524398
-5.18959480,1.49875377,0.53418927,0.49410218,0.00003481,0.05326976,0.00000154,1.09669695,0.24240771,0.12041265
-5.18359180,1.46916502,0.51740624,0.48351806,0.00003989,0.05097680,0.00000177,1.06752180,0.23420178,0.12595139
-5.17758879,1.43721021,0.49956596,0.47192638,0.00004539,0.04860351,0.00000202,1.03591699,0.22576400,0.13186657
-5.17158579,1.40354750,0.48096864,0.45953146,0.00005129,0.04618974,0.00000229,1.00242099,0.21724989,0.13815166
-5.16558279,1.36882712,0.46191344,0.44654424,0.00005752,0.04377423,0.00000258,0.96758326,0.20880613,0.14478532
-5.15957979,1.33366816,0.44268971,0.43317490,0.00006406,0.04139341,0.00000288,0.93194713,0.20056587,0.15172994
-5.15357679,1.29863667,0.42356858,0.41962559,0.00007082,0.03908036,0.00000320,0.89603302,0.19264464,0.15893076
-5.14757379,1.26422616,0.40479553,0.40608352,0.00007774,0.03686387,0.00000354,0.86032289,0.18513707,0.16631567
-5.14157079,1.23084145,0.38658396,0.39271481,0.00008472,0.03476772,0.00000388,0.82524636,0.17811451,0.17379577
-5.13556778,1.19878662,0.36911018,0.37965941,0.00009166,0.03281025,0.00000424,0.79116932,0.17162367,0.18126673
-5.12956478,1.16825777,0.35250998,0.36702725,0.00009846,0.03100401,0.00000461,0.75838530,0.16568627,0.18861112
-5.12356178,1.13934077,0.33687691,0.35489580,0.00010501,0.02935579,0.00000499,0.72711016,0.16029987,0.19570141
-5.11755878,1.11201435,0.32226224,0.34330929,0.00011118,0.02786678,0.00000539,0.69748010,0.15543950,0.20240382
-5.11155578,1.08615810,0.30867668,0.33227934,0.00011687,0.02653301,0.00000580,0.66955308,0.15106034,0.20858280
-5.10555278,1.06156511,0.29609366,0.32178723,0.00012198,0.02534589,0.00000622,0.64331354,0.14710108,0.21410590
-5.09954977,1.03795863,0.28445397,0.31178740,0.00012639,0.02429296,0.00000667,0.61867998,0.14348784,0.21884899
-5.09354677,1.01501163,0.27367157,0.30221225,0.00013002,0.02335869,0.00000716,0.59551515,0.14013845,0.22270139
-5.08754377,0.99236849,0.26364016,0.29297764,0.00013280,0.02252544,0.00000769,0.57363804,0.13696697,0.22557090
-5.08154077,0.96966758,0.25424031,0.28398916,0.00013466,0.02177433,0.00000828,0.55283730,0.13388802,0.22738829
-5.07553777,0.94656352,0.24534666,0.27514851,0.00013556,0.02108617,0.00000895,0.53288511,0.13082097,0.22811106
-5.06953477,0.92274811,0.23683502,0.26635983,0.00013550,0.02044228,0.00000972,0.51355110,0.12769366,0.22772636
-5.06353177,0.89796881,0.22858883,0.25753569,0.00013446,0.01982531,0.00001061,0.49461541,0.12444550,0.22625279
-5.05752876,0.87204390,0.22050488,0.24860229,0.00013247,0.01921984,0.00001165,0.47588046,0.12102988,0.22374092
-5.05152576,0.84487367,0.21249801,0.23950382,0.00012958,0.01861291,0.00001286,0.45718083,0.11741581,0.22027267
-5.04552276,0.81644708,0.20450453,0.23020560,0.00012584,0.01799438,0.00001430,0.43839092,0.11358873,0.21595932
-5.03951976,0.78684383,0.19648443,0.22069612,0.00012134,0.01735714,0.00001597,0.41943011,0.10955046,0.21093824
-5.03351676,0.75623161,0.18842213,0.21098767,0.00011616,0.01669721,0.00001793,0.40026532,0.10531845,0.20536866
-5.02751376,0.72485906,0.18032603,0.20111580,0.00011040,0.01601360,0.00002020,0.38091096,0.10092426,0.19942635
-5.02151076,0.69304477,0.17222677,0.19113754,0.00010418,0.01530814,0.00002282,0.36142652,0.09641152,0.19329763
-5.01550775,0.66116290,0.16417444,0.18112862,0.00009761,0.01458517,0.00002581,0.34191191,0.09183336,0.18717287
-5.00950475,0.62962647,0.15623496,0.17117985,0.00009081,0.01385113,0.00002920,0.32250106,0.08724961,0.18123977
-5.00350175,0.59886886,0.14848574,0.16139276,0.00008387,0.01311406,0.00003301,0.30335408,0.08272373,0.17567669
-4.99749875,0.56932478,0.14101101,0.15187500,0.00007692,0.01238316,0.00003724,0.28464856,0.07831984,0.17064633
-4.99149575,0.54141133,0.13389696,0.14273539,0.00007005,0.01166825,0.00004191,0.26657033,0.07409978,0.16628990
-4.98549275,0.51551024,0.12722695,0.13407920,0.00006334,0.01097923,0.00004699,0.24930432,0.07012045,0.16272227
-4.97948974,0.49195196,0.12107706,0.12600356,0.00005687,0.01032568,0.00005247,0.23302577,0.06643151,0.16002798
-4.97348674,0.47100226,0.11551213,0.11859351,0.00005071,0.00971637,0.00005831,0.21789227,0.06307351,0.15825858
-4.96748374,0.45285193,0.11058244,0.11191849,0.00004491,0.00915894,0.00006448,0.20403696,0.06007652,0.15743112
-4.96148074,0.43760981,0.10632118,0.10602970,0.00003950,0.00865960,0.00007091,0.19156296,0.05745929,0.15752815
-4.95547774,0.42529954,0.10274281,0.10095827,0.00003451,0.00822289,0.00007753,0.18053944,0.05522894,0.15849897
-4.94947474,0.41585991,0.09984226,0.09671416,0.00002995,0.00785162,0.00008427,0.17099912,0.05338118,0.16026232
-4.94347174,0.40914878,0.09759505,0.09328612,0.00002583,0.00754676,0.00009105,0.16293744,0.05190106,0.16271021
-4.93746873,0.40495026,0.09595827,0.09064229,0.00002214,0.00730749,0.00009776,0.15631326,0.05076409,0.16571296
-4.93146573,0.40298493,0.09487229,0.08873167,0.00001886,0.00713135,0.00010433,0.15105088,0.04993780,0.16912513
-4.92546273,0.40292237,0.09426313,0.08748624,0.00001597,0.00701433,0.00011064,0.14704337,0.04938360,0.17279214
-4.91945973,0.40439572,0.09404546,0.08682366,0.00001346,0.00695118,0.00011663,0.14415695,0.04905877,0.17655737
-4.91345673,0.40701750,0.09412591,0.08665036,0.00001129,0.00693560,0.00012221,0.14223614,0.04891868,0.18026954
-4.90745373,0.41039602,0.09440662,0.08686505,0.00000942,0.00696061,0.00012731,0.14110954,0.04891901,0.18378991
-4.90145073,0.41415186,0.09478900,0.08736230,0.00000784,0.00701883,0.00013190,0.14059594,0.04901784,0.18699923
-4.89544772,0.41793373,0.09517729,0.08803625,0.00000651,0.00710281,0.00013594,0.14051048,0.04917773,0.18980397
-4.88944472,0.42143292,0.09548207,0.08878416,0.00000539,0.00720537,0.00013944,0.14067079,0.04936749,0.19214182
-4.88344172,0.42439619,0.09562329,0.08950976,0.00000447,0.00731988,0.00014241,0.14090266,0.04956370,0.19398599
-4.87743872,0.42663613,0.09553304,0.09012628,0.00000371,0.00744058,0.00014492,0.14104527,0.04975191,0.19534823
-4.87143572,0.42803902,0.09515765,0.09055898,0.00000309,0.00756275,0.00014704,0.14095563,0.04992741,0.19628057
-4.86543272,0.42856965,0.09445930,0.09074723,0.00000259,0.00768294,0.00014888,0.14051229,0.05009564,0.19687536
-4.85942971,0.42827299,0.09341693,0.09064596,0.00000219,0.00779911,0.00015059,0.13961798,0.05027213,0.19726390
-4.85342671,0.42727266,0.09202659,0.09022644,0.00000187,0.00791066,0.00015231,0.13820144,0.05048204,0.19761347
-4.84742371,0.42576620,0.09030105,0.08947649,0.00000162,0.00801846,0.00015424,0.13621804,0.05075926,0.19812284
-4.84142071,0.42401743,0.08826892,0.08840003,0.00000144,0.00812478,0.00015658,0.13364957,0.05114513,0.19901652
-4.83541771,0.42234593,0.08597313,0.08701597,0.00000130,0.00823316,0.00015952,0.13050302,0.05168682,0.20053772
-4.82941471,0.42111427,0.08346903,0.08535666,0.00000121,0.00834824,0.00016329,0.12680853,0.05243536,0.20294032
-4.82341171,0.42071327,0.08082203,0.08346577,0.00000115,0.00847548,0.00016809,0.12261663,0.05344352,0.20648011
-4.81740870,0.42154589,0.07810498,0.08139587,0.00000113,0.00862092,0.00017411,0.11799484,0.05476346,0.21140548
-4.81140570,0.42401026,0.07539538,0.07920575,0.00000114,0.00879082,0.00018153,0.11302400,0.05644429,0.21794795
-4.80540270,0.42848250,0.07277247,0.07695754,0.00000118,0.00899134,0.00019050,0.10779415,0.05852970,0.22631270
-4.79939970,0.43529992,0.07031434,0.07471387,0.00000125,0.00922820,0.00020114,0.10240054,0.06105560,0.23666961
-4.79339670,0.44474521,0.06809521,0.07253509,0.00000134,0.00950629,0.00021353,0.09693958,0.06404798,0.24914480
-4.78739370,0.45703214,0.06618280,0.07047674,0.00000146,0.00982942,0.00022768,0.09150512,0.06752100,0.26381335
-4.78139070,0.47229342,0.06463607,0.06858724,0.00000161,0.01019999,0.00024360,0.08618508,0.07147543,0.28069312
-4.77538769,0.49057103,0.06350317,0.06690609,0.00000179,0.01061876,0.00026118,0.08105858,0.07589747,0.29974012
-4.76938469,0.51180948,0.06281992,0.06546241,0.00000199,0.01108468,0.00028032,0.07619360,0.08075810,0.32084561
-4.76338169,0.53585234,0.06260854,0.06427402,0.00000222,0.01159480,0.00030083,0.07164532,0.08601278,0.34383500
-4.75737869,0.56244207,0.06287692,0.06334704,0.00000248,0.01214421,0.00032246,0.06745499,0.09160190,0.36846887
-4.75137569,0.59122340,0.06361832,0.06267596,0.00000275,0.01272609,0.00034493,0.06364960,0.09745154,0.39444593
-4.74537269,0.62175006,0.06481146,0.06224422,0.00000305,0.01333187,0.00036791,0.06024193,0.10347496,0.42140811
-4.73936968,0.65349479,0.06642110,0.06202520,0.00000337,0.01395136,0.00039103,0.05723131,0.10957443,0.44894760
-4.73336668,0.68586235,0.06839900,0.06198360,0.00000371,0.01457308,0.00041391,0.05460474,0.11564360,0.47661574
-4.72736368,0.71820497,0.07068527,0.06207708,0.00000405,0.01518456,0.00043612,0.05233842,0.12157021,0.50393356
-4.72136068,0.74984005,0.07321006,0.06225821,0.00000441,0.01577267,0.00045725,0.05039955,0.12723909,0.53040356
-4.71535768,0.78006920,0.07589554,0.06247641,0.00000476,0.01632409,0.00047689,0.04874836,0.13253536,0.55552259
-4.70935468,0.80819822,0.07865810,0.06268004,0.00000512,0.01682567,0.00049463,0.04734008,0.13734768,0.57879523
-4.70335168,0.83355717,0.08141078,0.06281842,0.00000546,0.01726485,0.00051011,0.04612713,0.14157146,0.59974732
-4.69734867,0.85551994,0.08406569,0.06284366,0.00000579,0.01763010,0.00052300,0.04506102,0.14511193,0.61793915
-4.69134567,0.87352254,0.08653662,0.06271236,0.00000610,0.01791123,0.00053301,0.04409420,0.14788690,0.63297792
-4.68534267,0.88707952,0.08874142,0.06238704,0.00000638,0.01809974,0.00053991,0.04318171,0.14982918,0.64452882
-4.67933967,0.89579789,0.09060436,0.06183730,0.00000663,0.01818909,0.00054355,0.04228253,0.15088846,0.65232460
-4.67333667,0.89938801,0.09205831,0.06104055,0.00000684,0.01817486,0.00054381,0.04136067,0.15103272,0.65617298
-4.66733367,0.89767123,0.09304652,0.05998257,0.00000701,0.01805491,0.00054067,0.04038600,0.15024904,0.65596185
-4.66133067,0.89058385,0.09352416,0.05865755,0.00000713,0.01782938,0.00053417,0.03933475,0.14854373,0.65166192
-4.65532766,0.87817740,0.09345947,0.05706798,0.00000721,0.01750070,0.00052443,0.03818971,0.14594190,0.64332686
-4.64932466,0.86061528,0.09283436,0.05522415,0.00000723,0.01707343,0.00051160,0.03694023,0.14248648,0.63109081
-4.64332166,0.83816597,0.09164473,0.05314339,0.00000721,0.01655415,0.00049591,0.03558193,0.13823664,0.61516342
