energy_ev,total_up,Hf_p_up,Hf_d_up,In_p_up,In_d_up,Se_s_up,Se_p_up
-5.57378689,3.05849943,2.92072184,0.90518958,0.03777792,0.01083920,0.00622921,1.39510408
-5.56778389,2.96335295,2.85425077,0.86878471,0.03653641,0.01061577,0.00631120,1.31621146
-5.56178089,2.86455443,2.78281437,0.83188413,0.03522428,0.01037685,0.00639571,1.23671918
-5.55577789,2.76308947,2.70708776,0.79480006,0.03385653,0.01012444,0.00647898,1.15737830
-5.54977489,2.65995126,2.62777620,0.75784785,0.03244774,0.00986055,0.00655703,1.07894589
-5.54377189,2.55610850,2.54559109,0.72133489,0.03101162,0.00958718,0.00662579,1.00216126
-5.53776888,2.45247776,2.46122926,0.68555084,0.02956074,0.00930617,0.00668121,0.92772435
-5.53176588,2.34990104,2.37535607,0.65075948,0.02810623,0.00901927,0.00671937,0.85627703
-5.52576288,2.24912915,2.28859296,0.61719235,0.02665771,0.00872804,0.00673660,0.78838778
-5.51975988,2.15081085,2.20150916,0.58504436,0.02522322,0.00843388,0.00672966,0.72454001
-5.51375688,2.05548750,2.11461750,0.55447131,0.02380932,0.00813807,0.00669577,0.66512424
-5.50775388,1.96359249,2.02837356,0.52558902,0.02242121,0.00784173,0.00663281,0.61043384
-5.50175088,1.87545465,1.94317757,0.49847402,0.02106288,0.00754591,0.00653933,0.56066412
-5.49574787,1.79130476,1.85937814,0.47316548,0.01973739,0.00725156,0.00641468,0.51591437
-5.48974487,1.71128400,1.77727703,0.44966800,0.01844703,0.00695961,0.00625896,0.47619230
-5.48374187,1.63545357,1.69713417,0.42795502,0.01719357,0.00667095,0.00607308,0.44142049
-5.47773887,1.56380460,1.61917245,0.40797268,0.01597849,0.00638648,0.00585873,0.41144422
-5.47173587,1.49626780,1.54358159,0.38964369,0.01480309,0.00610706,0.00561827,0.38604034
-5.46573287,1.43272244,1.47052118,0.37287124,0.01366865,0.00583359,0.00535471,0.36492668
-5.45972986,1.37300434,1.40012256,0.35754272,0.01257651,0.00556690,0.00507154,0.34777186
-5.45372686,1.31691310,1.33248987,0.34353325,0.01152809,0.00530783,0.00477267,0.33420504
-5.44772386,1.26421848,1.26770048,0.33070892,0.01052492,0.00505713,0.00446223,0.32382564
-5.44172086,1.21466630,1.20580516,0.31892988,0.00956855,0.00481549,0.00414449,0.31621282
-5.43571786,1.16798416,1.14682842,0.30805322,0.00866053,0.00458350,0.00382369,0.31093471
-5.42971486,1.12388720,1.09076935,0.29793569,0.00780232,0.00436163,0.00350394,0.30755733
-5.42371186,1.08208417,1.03760333,0.28843639,0.00699517,0.00415023,0.00318909,0.30565309
-5.41770885,1.04228400,0.98728480,0.27941934,0.00624009,0.00394953,0.00288263,0.30480897
-5.41170585,1.00420280,0.93975099,0.27075604,0.00553772,0.00375964,0.00258764,0.30463419
-5.40570285,0.96757130,0.89492687,0.26232788,0.00488828,0.00358056,0.00230672,0.30476725
-5.39969985,0.93214238,0.85273067,0.25402849,0.00429155,0.00341220,0.00204196,0.30488236
-5.39369685,0.89769843,0.81308000,0.24576583,0.00374684,0.00325442,0.00179493,0.30469489
-5.38769385,0.86405825,0.77589793,0.23746405,0.00325298,0.00310704,0.00156669,0.30396589
-5.38169085,0.83108275,0.74111853,0.22906487,0.00280837,0.00296990,0.00135784,0.30250535
-5.37568784,0.79867940,0.70869158,0.22052861,0.00241099,0.00284283,0.00116851,0.30017418
-5.36968484,0.76680474,0.67858582,0.21183459,0.00205851,0.00272572,0.00099846,0.29688471
-5.36368184,0.73546487,0.65079046,0.20298099,0.00174834,0.00261851,0.00084710,0.29259973
-5.35767884,0.70471365,0.62531479,0.19398403,0.00147773,0.00252121,0.00071358,0.28733005
-5.35167584,0.67464865,0.60218566,0.18487659,0.00124383,0.00243390,0.00059683,0.28113057
-5.34567284,0.64540490,0.58144301,0.17570629,0.00104386,0.00235668,0.00049562,0.27409520
-5.33966983,0.61714680,0.56313367,0.16653298,0.00087512,0.00228971,0.00040864,0.26635057
-5.33366683,0.59005857,0.54730375,0.15742602,0.00073515,0.00223311,0.00033452,0.25804904
-5.32766383,0.56433366,0.53399019,0.14846115,0.00062181,0.00218700,0.00027189,0.24936123
-5.32166083,0.54016394,0.52321205,0.13971744,0.00053337,0.00215140,0.00021941,0.24046834
-5.31565783,0.51772904,0.51496206,0.13127417,0.00046860,0.00212624,0.00017579,0.23155470
-5.30965483,0.49718662,0.50919934,0.12320803,0.00042687,0.00211128,0.00013985,0.22280092
-5.30365183,0.47866420,0.50584357,0.11559064,0.00040824,0.00210614,0.00011047,0.21437785
-5.29764882,0.46225283,0.50477146,0.10848657,0.00041357,0.00211021,0.00008665,0.20644171
-5.29164582,0.44800328,0.50581570,0.10195191,0.00044460,0.00212270,0.00006750,0.19913047
-5.28564282,0.43592474,0.50876677,0.09603354,0.00050405,0.00214259,0.00005224,0.19256181
-5.27963982,0.42598636,0.51337764,0.09076893,0.00059573,0.00216869,0.00004018,0.18683247
-5.27363682,0.41812129,0.51937139,0.08618670,0.00072463,0.00219964,0.00003073,0.18201917
-5.26763382,0.41223335,0.52645129,0.08230765,0.00089703,0.00223392,0.00002342,0.17818077
-5.26163082,0.40820558,0.53431314,0.07914638,0.00112057,0.00226995,0.00001781,0.17536169
-5.25562781,0.40591051,0.54265908,0.07671318,0.00140432,0.00230612,0.00001359,0.17359619
-5.24962481,0.40522128,0.55121231,0.07501622,0.00175884,0.00234081,0.00001048,0.17291317
-5.24362181,0.40602327,0.55973195,0.07406379,0.00219617,0.00237253,0.00000826,0.17334132
-5.23761881,0.40822514,0.56802717,0.07386644,0.00272985,0.00239992,0.00000678,0.17491409
-5.23161581,0.41176908,0.57596989,0.07443897,0.00337482,0.00242183,0.00000591,0.17767423
-5.22561281,0.41663924,0.58350532,0.07580189,0.00414731,0.00243735,0.00000557,0.18167744
-5.21960980,0.42286809,0.59065965,0.07798249,0.00506464,0.00244590,0.00000572,0.18699507
-5.21360680,0.43054010,0.59754460,0.08101528,0.00614496,0.00244721,0.00000634,0.19371538
-5.20760380,0.43979262,0.60435831,0.08494165,0.00740698,0.00244134,0.00000745,0.20194338
-5.20160080,0.45081368,0.61138268,0.08980900,0.00886951,0.00242872,0.00000909,0.21179910
-5.19559780,0.46383684,0.61897705,0.09566904,0.01055106,0.00241009,0.00001135,0.22341436
-5.18959480,0.47913341,0.62756871,0.10257548,0.01246932,0.00238654,0.00001431,0.23692808
-5.18359180,0.49700211,0.63764044,0.11058126,0.01464063,0.00235940,0.00001812,0.25248042
-5.17758879,0.51775704,0.64971591,0.11973525,0.01707942,0.00233025,0.00002294,0.27020594
-5.17158579,0.54171420,0.66434353,0.13007882,0.01979766,0.00230084,0.00002896,0.29022618
-5.16558279,0.56917762,0.68207940,0.14164227,0.02280434,0.00227305,0.00003643,0.31264209
-5.15957979,0.60042543,0.70347041,0.15444146,0.02610499,0.00224881,0.00004561,0.33752659
-5.15357679,0.63569687,0.72903786,0.16847473,0.02970130,0.00223006,0.00005682,0.36491791
-5.14757379,0.67518062,0.75926253,0.18372036,0.03359079,0.00221868,0.00007039,0.39481381
-5.14157079,0.71900519,0.79457147,0.20013475,0.03776668,0.00221644,0.00008670,0.42716731
-5.13556778,0.76723155,0.83532697,0.21765134,0.04221779,0.00222495,0.00010618,0.46188398
-5.12956478,0.81984838,0.88181781,0.23618047,0.04692862,0.00224564,0.00012924,0.49882105
-5.12356178,0.87676986,0.93425269,0.25561012,0.05187957,0.00227972,0.00015636,0.53778837
-5.11755878,0.93783591,0.99275569,0.27580755,0.05704721,0.00232812,0.00018799,0.57855109
-5.11155578,1.00281453,1.05736335,0.29662171,0.06240469,0.00239155,0.00022460,0.62083402
-5.10555278,1.07140586,1.12802281,0.31788627,0.06792221,0.00247042,0.00026661,0.66432724
-5.09954977,1.14324728,1.20459067,0.33942318,0.07356744,0.00256486,0.00031442,0.70869263
-5.09354677,1.21791910,1.28683181,0.36104642,0.07930604,0.00267474,0.00036839,0.75357091
-5.08754377,1.29495008,1.37441790,0.38256583,0.08510203,0.00279962,0.00042876,0.79858877
-5.08154077,1.37382252,1.46692527,0.40379071,0.09091816,0.00293879,0.00049569,0.84336559
-5.07553777,1.45397621,1.56383195,0.42453304,0.09671616,0.00309126,0.00056923,0.88751940
-5.06953477,1.53481136,1.66451409,0.44461018,0.10245687,0.00325578,0.00064924,0.93067182
-5.06353177,1.61569024,1.76824219,0.46384691,0.10810027,0.00343080,0.00073545,0.97245176
-5.05752876,1.69593786,1.87417749,0.48207677,0.11360545,0.00361449,0.00082740,1.01249788
-5.05152576,1.77484218,1.98136974,0.49914276,0.11893050,0.00380478,0.00092444,1.05045985
-5.04552276,1.85165428,2.08875691,0.51489745,0.12403239,0.00399931,0.00102572,1.08599866
-5.03951976,1.92558936,2.19516825,0.52920267,0.12886689,0.00419550,0.00113018,1.11878633
-5.03351676,1.99582930,2.29933136,0.54192904,0.13338856,0.00439055,0.00123662,1.14850542
-5.02751376,2.06152759,2.39988449,0.55295532,0.13755091,0.00458145,0.00134362,1.17484879
-5.02151076,2.12181727,2.49539447,0.56216818,0.14130673,0.00476506,0.00144965,1.19752008
-5.01550775,2.17582243,2.58438073,0.56946217,0.14460868,0.00493816,0.00155308,1.21623526
-5.00950475,2.22267343,2.66534528,0.57474044,0.14741008,0.00509749,0.00165218,1.23072565
-5.00350175,2.26152581,2.73680820,0.57791604,0.14966597,0.00523984,0.00174524,1.24074247
-4.99749875,2.29158255,2.79734754,0.57891393,0.15133444,0.00536214,0.00183055,1.24606301
-4.99149575,2.31211884,2.84564235,0.57767368,0.15237805,0.00546152,0.00190650,1.24649821
-4.98549275,2.32250838,2.88051701,0.57415276,0.15276551,0.00553545,0.00197161,1.24190135
-4.97948974,2.32224998,2.90098479,0.56833015,0.15247324,0.00558177,0.00202460,1.23217738
-4.97348674,2.31099287,2.90628850,0.56020999,0.15148706,0.00559881,0.00206442,1.21729231
-4.96748374,2.28855935,2.89593594,0.54982524,0.14980357,0.00558544,0.00209027,1.19728192
-4.96148074,2.25496328,2.86972822,0.53724067,0.14743140,0.00554113,0.00210169,1.17225925
-4.95547774,2.21042297,2.82777903,0.52255522,0.14439211,0.00546601,0.00209852,1.14242008
-4.94947474,2.15536758,2.77052364,0.50590326,0.14072065,0.00536084,0.00208094,1.10804591
-4.94347174,2.09043620,2.69871672,0.48745474,0.13646538,0.00522704,0.00204947,1.06950407
-4.93746873,2.01646927,2.61341867,0.46741382,0.13168762,0.00506664,0.00200493,1.02724453
-4.93146573,1.93449242,2.51597096,0.44601629,0.12646071,0.00488227,0.00194845,0.98179352
-4.92546273,1.84569333,2.40796119,0.42352548,0.12086853,0.00467703,0.00188141,0.93374389
-4.91945973,1.75139228,2.29117953,0.40022702,0.11500372,0.00445443,0.00180540,0.88374273
-4.91345673,1.65300785,2.16756819,0.37642253,0.10896541,0.00421832,0.00172218,0.83247650
-4.90745373,1.55201908,2.03916635,0.35242251,0.10285676,0.00397273,0.00163363,0.78065440
-4.90145073,1.44992565,1.90805265,0.32853875,0.09678231,0.00372176,0.00154167,0.72899064
-4.89544772,1.34820798,1.77628782,0.30507659,0.09084525,0.00346951,0.00144822,0.67818634
-4.88944472,1.24828851,1.64585960,0.28232727,0.08514467,0.00321992,0.00135515,0.62891176
-4.88344172,1.15149602,1.51863216,0.26056082,0.07977302,0.00297670,0.00126422,0.58178957
-4.87743872,1.05903388,1.39630149,0.24001959,0.07481367,0.00274321,0.00117705,0.53737981
-4.87143572,0.97195356,1.28035837,0.22091275,0.07033889,0.00252243,0.00109507,0.49616700
-4.86543272,0.89113385,1.17205971,0.20341193,0.06640801,0.00231685,0.00101950,0.45854973
-4.85942971,0.81726636,1.07240866,0.18764804,0.06306609,0.00212847,0.00095129,0.42483311
-4.85342671,0.75084735,0.98214375,0.17370939,0.06034293,0.00195874,0.00089118,0.39522411
-4.84742371,0.69217573,0.90173653,0.16164107,0.05825255,0.00180861,0.00083963,0.36982980
-4.84142071,0.64135680,0.83139726,0.15144555,0.05679308,0.00167847,0.00079686,0.34865844
-4.83541771,0.59831140,0.77108778,0.14308441,0.05594707,0.00156823,0.00076282,0.33162314
-4.82941471,0.56278943,0.72054040,0.13648113,0.05568218,0.00147731,0.00073726,0.31854806
-4.82341171,0.53438732,0.67928193,0.13152473,0.05595229,0.00140475,0.00071970,0.30917649
-4.81740870,0.51256847,0.64666149,0.12807415,0.05669895,0.00134918,0.00070948,0.30318089
-4.81140570,0.49668589,0.62188110,0.12596321,0.05785308,0.00130898,0.00070579,0.30017424
-4.80540270,0.48600635,0.60402796,0.12500606,0.05933696,0.00128224,0.00070768,0.29972252
-4.79939970,0.47973522,0.59210742,0.12500277,0.06106647,0.00126691,0.00071414,0.30135792
-4.79339670,0.47704142,0.58507575,0.12574520,0.06295343,0.00126084,0.00072408,0.30459240
-4.78739370,0.47708181,0.58187193,0.12702276,0.06490804,0.00126182,0.00073639,0.30893133
-4.78139070,0.47902452,0.58144780,0.12862801,0.06684137,0.00126769,0.00074998,0.31388685
-4.77538769,0.48207070,0.58279592,0.13036203,0.06866782,0.00127635,0.00076383,0.31899058
-4.76938469,0.48547433,0.58497474,0.13203934,0.07030740,0.00128584,0.00077695,0.32380550
-4.76338169,0.48855959,0.58713057,0.13349234,0.07168792,0.00129440,0.00078851,0.32793659
-4.75737869,0.49073568,0.58851605,0.13457505,0.07274687,0.00130048,0.00079777,0.33103999
-4.75137569,0.49150866,0.58850499,0.13516628,0.07343301,0.00130278,0.00080418,0.33283060
-4.74537269,0.49049022,0.58660320,0.13517190,0.07370762,0.00130028,0.00080735,0.33308774
-4.73936968,0.48740333,0.58245552,0.13452639,0.07354531,0.00129227,0.00080707,0.33165891
-4.73336668,0.48208471,0.57584885,0.13319351,0.07293447,0.00127831,0.00080334,0.32846146
-4.72736368,0.47448418,0.56671144,0.13116620,0.07187719,0.00125829,0.00079637,0.32348234
-4.72136068,0.46466108,0.55510864,0.12846561,0.07038889,0.00123236,0.00078655,0.31677583
-4.71535768,0.45277803,0.54123535,0.12513947,0.06849742,0.00120098,0.00077450,0.30845947
-4.70935468,0.43909224,0.52540566,0.12125978,0.06624191,0.00116482,0.00076101,0.29870845
-4.70335168,0.42394489,0.50803995,0.11691995,0.06367124,0.00112480,0.00074704,0.28774856
-4.69734867,0.40774879,0.48965011,0.11223145,0.06084238,0.00108202,0.00073375,0.27584810
-4.69134567,0.39097488,0.47082316,0.10732025,0.05781840,0.00103773,0.00072240,0.26330903
-4.68534267,0.37413794,0.45220384,0.10232293,0.05466657,0.00099332,0.00071439,0.25045759
-4.67933967,0.35778186,0.43447664,0.09738278,0.05145633,0.00095022,0.00071122,0.23763481
-4.67333667,0.34246483,0.41834742,0.09264585,0.04825732,0.00090994,0.00071443,0.22518705
-4.66733367,0.32874476,0.40452527,0.08825719,0.04513758,0.00087394,0.00072563,0.21345690
-4.66133067,0.31716516,0.39370448,0.08435718,0.04216180,0.00084370,0.00074638,0.20277456
-4.65532766,0.30824157,0.38654715,0.08107809,0.03938989,0.00082057,0.00077824,0.19344986
-4.64932466,0.30244883,0.38366632,0.07854094,0.03687563,0.00080583,0.00082266,0.18576503
-4.64332166,0.30020904,0.38560984,0.07685265,0.03466565,0.00080061,0.00088096,0.17996828
-4.63731866,0.30188056,0.39284508,0.07610341,0.03279858,0.00080586,0.00095432,0.17626812
-4.63131566,0.30774781,0.40574457,0.07636445,0.03130445,0.00082234,0.00104366,0.17482862
-4.62531266,0.31801217,0.42457268,0.07768608,0.03020427,0.00085059,0.00114966,0.17576539
-4.61930965,0.33278408,0.44947376,0.08009601,0.02950983,0.00089091,0.00127270,0.17914240
-4.61330665,0.35207632,0.48046171,0.08359814,0.02922366,0.00094332,0.00141276,0.18496974
-4.60730365,0.37579894,0.51741169,0.08817162,0.02933915,0.00100759,0.00156947,0.19320210
-4.60130065,0.40375586,0.56005414,0.09377035,0.02984086,0.00108319,0.00174201,0.20373836
-4.59529765,0.43564363,0.60797178,0.10032303,0.03070489,0.00116931,0.00192913,0.21642204
-4.58929465,0.47105250,0.66059990,0.10773365,0.03189948,0.00126485,0.00212911,0.23104301
-4.58329165,0.50947017,0.71723062,0.11588262,0.03338568,0.00136844,0.00233976,0.24734027
-4.57728864,0.55028851,0.77702127,0.12462849,0.03511818,0.00147844,0.00255849,0.26500610
-4.57128564,0.59281324,0.83900736,0.13381036,0.03704625,0.00159299,0.00278228,0.28369155
-4.56528264,0.63627686,0.90212011,0.14325094,0.03911486,0.00171003,0.00300775,0.30301316
-4.55927964,0.67985451,0.96520842,0.15276027,0.04126587,0.00182735,0.00323127,0.32256113
-4.55327664,0.72268271,1.02706501,0.16214003,0.04343931,0.00194263,0.00344897,0.34190855
-4.54727364,0.76388040,1.08645604,0.17118829,0.04557480,0.00205350,0.00365689,0.36062164
-4.54127064,0.80257176,1.14215340,0.17970472,0.04761298,0.00215762,0.00385108,0.37827073
-4.53526763,0.83791009,1.19296853,0.18749595,0.04949700,0.00225270,0.00402770,0.39444160
-4.52926463,0.86910187,1.23778669,0.19438092,0.05117388,0.00233662,0.00418313,0.40874679
-4.52326163,0.89543000,1.27560009,0.20019613,0.05259591,0.00240746,0.00431410,0.42083655
-4.51725863,0.91627534,1.30553870,0.20480038,0.05372190,0.00246354,0.00441780,0.43040883
-4.51125563,0.93113555,1.32689720,0.20807898,0.05451816,0.00250352,0.00449194,0.43721803
-4.50525263,0.93964039,1.33915693,0.20994712,0.05495940,0.00252641,0.00453485,0.44108203
-4.49924962,0.94156276,1.34200180,0.21035230,0.05502925,0.00253160,0.00454554,0.44188721
-4.49324662,0.93682487,1.33532728,0.20927569,0.05472062,0.00251887,0.00452372,0.43959122
-4.48724362,0.92549940,1.31924219,0.20673229,0.05403562,0.00248843,0.00446981,0.43422331
-4.48124062,0.90780538,1.29406304,0.20277006,0.05298532,0.00244086,0.00438493,0.42588232
-4.47523762,0.88409917,1.26030122,0.19746779,0.05158913,0.00237712,0.00427084,0.41473223
-4.46923462,0.85486077,1.21864374,0.19093205,0.04987394,0.00229851,0.00412990,0.40099566
-4.46323162,0.82067630,1.16992832,0.18329327,0.04787309,0.00220660,0.00396497,0.38494556
-4.45722861,0.78221738,1.11511406,0.17470103,0.04562507,0.00210320,0.00377931,0.36689536
-4.45122561,0.74021830,1.05524908,0.16531905,0.04317220,0.00199027,0.00357650,0.34718828
-4.44522261,0.69545219,0.99143654,0.15531976,0.04055918,0.00186991,0.00336028,0.32618600
-4.43921961,0.64870704,0.92480053,0.14487897,0.03783171,0.00174422,0.00313447,0.30425738
-4.43321661,0.60076264,0.85645329,0.13417072,0.03503507,0.00161531,0.00290284,0.28176762
-4.42721361,0.55236938,0.78746498,0.12336249,0.03221291,0.00148519,0.00266903,0.25906824
-4.42121061,0.50422954,0.71883707,0.11261106,0.02940619,0.00135575,0.00243643,0.23648827
-4.41520760,0.45698180,0.65148022,0.10205904,0.02665217,0.00122870,0.00220814,0.21432698
-4.40920460,0.41118913,0.58619712,0.09183214,0.02398384,0.00110557,0.00198686,0.19284817
-4.40320160,0.36733055,0.52367067,0.08203733,0.02142936,0.00098764,0.00177493,0.17227625
-4.39719860,0.32579644,0.46445736,0.07276180,0.01901186,0.00087595,0.00157421,0.15279405
-4.39119560,0.28688744,0.40898563,0.06407275,0.01674937,0.00077131,0.00138617,0.13454227
-4.38519260,0.25081651,0.35755888,0.05601778,0.01465503,0.00067429,0.00121183,0.11762039
-4.37918959,0.21771376,0.31036225,0.04862604,0.01273739,0.00058525,0.00105182,0.10208896
-4.37318659,0.18763350,0.26747270,0.04190977,0.01100092,0.00050432,0.00090639,0.08797281
-4.36718359,0.16056294,0.22887138,0.03586626,0.00944659,0.00043145,0.00077547,0.07526511
-4.36118059,0.13643206,0.19445765,0.03048008,0.00807256,0.00036647,0.00065871,0.06393195
-4.35517759,0.11512402,0.16406387,0.02572540,0.00687495,0.00030903,0.00055554,0.05391715
-4.34917459,0.09648570,0.13747036,0.02156837,0.00584859,0.00025873,0.00046519,0.04514710
-4.34317159,0.08033788,0.11441985,0.01796938,0.00498779,0.00021506,0.00038679,0.03753550
-4.33716858,0.06648478,0.09463104,0.01488526,0.00428715,0.00017748,0.00031935,0.03098768
-4.33116558,0.05472269,0.07781076,0.01227119,0.00374229,0.00014541,0.00026186,0.02540455
-4.32516258,0.04484753,0.06366464,0.01008244,0.00335057,0.00011828,0.00021328,0.02068603
-4.31915958,0.03666121,0.05190609,0.00827578,0.00311174,0.00009552,0.00017261,0.01673385
-4.31315658,0.02997676,0.04226356,0.00681070,0.00302857,0.00007659,0.00013889,0.01345387
-4.30715358,0.02462236,0.03448607,0.00565031,0.00310738,0.00006097,0.00011119,0.01075779
