energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,S_s_up,S_s_down,S_p_up,S_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-5.86193097,0.96607107,-0.96607107,0.00620594,-0.00620594,0.02433959,-0.02433960,0.26252148,-0.26252148,0.10785829,-0.10785828,0.00640673,-0.00640673,0.58162791,-0.58162791,0.28001915,-0.28001915,0.08726448,-0.08726448
-5.85592796,1.01507876,-1.01507877,0.00611902,-0.00611902,0.02508872,-0.02508873,0.27993876,-0.27993876,0.11225174,-0.11225174,0.00660891,-0.00660891,0.61282601,-0.61282601,0.29366620,-0.29366620,0.09377880,-0.09377880
-5.84992496,1.07069867,-1.07069868,0.00617377,-0.00617377,0.02603556,-0.02603557,0.29881218,-0.29881219,0.11729877,-0.11729877,0.00692932,-0.00692932,0.64789359,-0.64789359,0.30942742,-0.30942742,0.10102966,-0.10102966
-5.84392196,1.13248663,-1.13248664,0.00636390,-0.00636390,0.02715379,-0.02715379,0.31901984,-0.31901984,0.12293573,-0.12293573,0.00736469,-0.00736469,0.68659708,-0.68659708,0.32723629,-0.32723629,0.10898481,-0.10898481
-5.83791896,1.19995429,-1.19995430,0.00668238,-0.00668238,0.02841623,-0.02841623,0.34042387,-0.34042387,0.12909876,-0.12909876,0.00791082,-0.00791082,0.72867478,-0.72867478,0.34700236,-0.34700236,0.11760882,-0.11760883
-5.83191596,1.27257954,-1.27257955,0.00712144,-0.00712144,0.02979534,-0.02979534,0.36287402,-0.36287402,0.13572528,-0.13572528,0.00856248,-0.00856248,0.77384270,-0.77384271,0.36861364,-0.36861365,0.12686347,-0.12686347
-5.82591296,1.34981570,-1.34981571,0.00767251,-0.00767251,0.03126371,-0.03126371,0.38621118,-0.38621119,0.14275508,-0.14275508,0.00931333,-0.00931333,0.82179980,-0.82179981,0.39193891,-0.39193891,0.13670808,-0.13670808
-5.81990995,1.43109914,-1.43109914,0.00832625,-0.00832625,0.03279438,-0.03279438,0.41027079,-0.41027079,0.15013116,-0.15013116,0.01015586,-0.01015586,0.87223232,-0.87223232,0.41682978,-0.41682979,0.14709967,-0.14709967
-5.81390695,1.51585535,-1.51585536,0.00907250,-0.00907250,0.03436128,-0.03436128,0.43488592,-0.43488592,0.15780016,-0.15780016,0.01108130,-0.01108130,0.92481728,-0.92481728,0.44312270,-0.44312271,0.15799304,-0.15799304
-5.80790395,1.60350347,-1.60350348,0.00990022,-0.00990022,0.03593944,-0.03593944,0.45989006,-0.45989006,0.16571251,-0.16571251,0.01207961,-0.01207961,0.97922506,-0.97922507,0.47064062,-0.47064063,0.16934069,-0.16934069
-5.80190095,1.69345930,-1.69345931,0.01079756,-0.01079756,0.03750526,-0.03750527,0.48511941,-0.48511941,0.17382231,-0.17382231,0.01313944,-0.01313944,1.03512116,-1.03512117,0.49919458,-0.49919458,0.18109271,-0.18109271
-5.79589795,1.78513717,-1.78513718,0.01175186,-0.01175186,0.03903669,-0.03903669,0.51041466,-0.51041466,0.18208697,-0.18208697,0.01424822,-0.01424822,1.09216719,-1.09216720,0.52858507,-0.52858507,0.19319648,-0.19319649
-5.78989495,1.87795075,-1.87795076,0.01274974,-0.01274974,0.04051334,-0.04051334,0.53562224,-0.53562224,0.19046660,-0.19046659,0.01539223,-0.01539223,1.15002132,-1.15002132,0.55860342,-0.55860342,0.20559648,-0.20559648
-5.78389195,1.97131321,-1.97131322,0.01377723,-0.01377723,0.04191660,-0.04191661,0.56059499,-0.56059499,0.19892334,-0.19892333,0.01655679,-0.01655679,1.20833829,-1.20833830,0.58903309,-0.58903309,0.21823389,-0.21823389
-5.77788894,2.06463700,-2.06463700,0.01481994,-0.01481994,0.04322969,-0.04322969,0.58519241,-0.58519241,0.20742062,-0.20742061,0.01772641,-0.01772641,1.26676924,-1.26676924,0.61965105,-0.61965105,0.23104632,-0.23104633
-5.77188594,2.15733349,-2.15733350,0.01586328,-0.01586328,0.04443765,-0.04443765,0.60928035,-0.60928035,0.21592236,-0.21592235,0.01888514,-0.01888514,1.32496139,-1.32496139,0.65022927,-0.65022927,0.24396747,-0.24396748
-5.76588294,2.24881285,-2.24881286,0.01689266,-0.01689266,0.04552737,-0.04552737,0.63273034,-0.63273034,0.22439224,-0.22439223,0.02001678,-0.02001678,1.38255795,-1.38255795,0.68053632,-0.68053632,0.25692685,-0.25692685
-5.75987994,2.33848422,-2.33848422,0.01789383,-0.01789383,0.04648755,-0.04648755,0.65541867,-0.65541867,0.23279303,-0.23279303,0.02110534,-0.02110534,1.43919816,-1.43919817,0.71033914,-0.71033914,0.26984953,-0.26984953
-5.75387694,2.42575641,-2.42575641,0.01885310,-0.01885310,0.04730863,-0.04730863,0.67722518,-0.67722518,0.24108609,-0.24108608,0.02213530,-0.02213530,1.49451774,-1.49451774,0.73940495,-0.73940496,0.28265603,-0.28265604
-5.74787394,2.51003926,-2.51003926,0.01975763,-0.01975763,0.04798278,-0.04798278,0.69803205,-0.69803204,0.24923087,-0.24923087,0.02309207,-0.02309207,1.54814965,-1.54814965,0.76750327,-0.76750327,0.29526223,-0.29526223
-5.74187094,2.59074562,-2.59074562,0.02059574,-0.02059574,0.04850381,-0.04850381,0.71772253,-0.71772253,0.25718475,-0.25718474,0.02396233,-0.02396233,1.59972538,-1.59972538,0.79440797,-0.79440797,0.30757944,-0.30757944
-5.73586793,2.66729392,-2.66729392,0.02135708,-0.02135708,0.04886712,-0.04886712,0.73617995,-0.73617994,0.26490282,-0.26490281,0.02473436,-0.02473436,1.64887659,-1.64887659,0.81989943,-0.81989943,0.31951462,-0.31951462
-5.72986493,2.73911144,-2.73911144,0.02203287,-0.02203287,0.04906963,-0.04906963,0.75328681,-0.75328680,0.27233797,-0.27233796,0.02539837,-0.02539837,1.69523723,-1.69523722,0.84376658,-0.84376659,0.33097077,-0.33097077
-5.72386193,2.80563810,-2.80563809,0.02261605,-0.02261605,0.04910973,-0.04910973,0.76892438,-0.76892438,0.27944102,-0.27944101,0.02594675,-0.02594675,1.73844604,-1.73844603,0.86580890,-0.86580890,0.34184751,-0.34184751
-5.71785893,2.86633073,-2.86633072,0.02310134,-0.02310134,0.04898723,-0.04898723,0.78297271,-0.78297271,0.28616101,-0.28616100,0.02637420,-0.02637420,1.77814942,-1.77814942,0.88583828,-0.88583828,0.35204187,-0.35204187
-5.71185593,2.92066785,-2.92066784,0.02348526,-0.02348526,0.04870332,-0.04870332,0.79531107,-0.79531107,0.29244559,-0.29244558,0.02667792,-0.02667792,1.81400467,-1.81400467,0.90368072,-0.90368073,0.36144936,-0.36144936
-5.70585293,2.96815482,-2.96815481,0.02376615,-0.02376615,0.04826052,-0.04826052,0.80581913,-0.80581913,0.29824149,-0.29824148,0.02685754,-0.02685754,1.84568352,-1.84568352,0.91917796,-0.91917796,0.36996522,-0.36996522
-5.69984992,3.00832942,-3.00832941,0.02394401,-0.02394401,0.04766265,-0.04766265,0.81437856,-0.81437855,0.30349513,-0.30349513,0.02691512,-0.02691512,1.87287600,-1.87287600,0.93218883,-0.93218883,0.37748599,-0.37748599
-5.69384692,3.04076779,-3.04076778,0.02402042,-0.02402042,0.04691482,-0.04691482,0.82087534,-0.82087533,0.30815326,-0.30815325,0.02685495,-0.02685495,1.89529462,-1.89529462,0.94259061,-0.94259061,0.38391132,-0.38391132
-5.68784392,3.06509072,-3.06509071,0.02399828,-0.02399828,0.04602338,-0.04602338,0.82520255,-0.82520254,0.31216366,-0.31216366,0.02668340,-0.02668340,1.91267875,-1.91267874,0.95028024,-0.95028024,0.38914596,-0.38914596
-5.68184092,3.08097020,-3.08097019,0.02388167,-0.02388167,0.04499591,-0.04499591,0.82726365,-0.82726364,0.31547602,-0.31547601,0.02640855,-0.02640855,1.92479931,-1.92479931,0.95517554,-0.95517554,0.39310196,-0.39310196
-5.67583792,3.08813632,-3.08813631,0.02367557,-0.02367557,0.04384117,-0.04384117,0.82697609,-0.82697609,0.31804271,-0.31804270,0.02603990,-0.02603990,1.93146359,-1.93146358,0.95721635,-0.95721635,0.39570101,-0.39570102
-5.66983492,3.08638412,-3.08638411,0.02338563,-0.02338563,0.04256910,-0.04256910,0.82427520,-0.82427520,0.31981976,-0.31981975,0.02558800,-0.02558800,1.93252013,-1.93252013,0.95636570,-0.95636570,0.39687684,-0.39687684
-5.66383192,3.07558057,-3.07558056,0.02301796,-0.02301796,0.04119071,-0.04119071,0.81911800,-0.81911800,0.32076777,-0.32076777,0.02506402,-0.02506402,1.92786364,-1.92786363,0.95261103,-0.95261103,0.39657751,-0.39657752
-5.65782891,3.05567110,-3.05567108,0.02257889,-0.02257889,0.03971808,-0.03971808,0.81148702,-0.81148702,0.32085294,-0.32085294,0.02447939,-0.02447939,1.91743960,-1.91743959,0.94596531,-0.94596531,0.39476766,-0.39476767
-5.65182591,3.02668571,-3.02668570,0.02207483,-0.02207483,0.03816420,-0.03816420,0.80139361,-0.80139361,0.32004798,-0.32004798,0.02384539,-0.02384539,1.90124857,-1.90124857,0.93646814,-0.93646814,0.39143046,-0.39143047
-5.64582291,2.98874417,-2.98874416,0.02151209,-0.02151209,0.03654296,-0.03654296,0.78888085,-0.78888085,0.31833309,-0.31833308,0.02317281,-0.02317281,1.87934987,-1.87934986,0.92418664,-0.92418664,0.38656922,-0.38656922
-5.63981991,2.94205996,-2.94205995,0.02089680,-0.02089680,0.03486893,-0.03486893,0.77402555,-0.77402555,0.31569682,-0.31569682,0.02247167,-0.02247167,1.85186434,-1.85186433,0.90921613,-0.90921613,0.38020856,-0.38020856
-5.63381691,2.88694267,-2.88694266,0.02023481,-0.02023481,0.03315724,-0.03315725,0.75693946,-0.75693946,0.31213688,-0.31213687,0.02175092,-0.02175092,1.81897615,-1.81897614,0.89168046,-0.89168047,0.37239503,-0.37239503
-5.62781391,2.82379854,-2.82379853,0.01953172,-0.01953172,0.03142343,-0.03142343,0.73776932,-0.73776932,0.30766072,-0.30766072,0.02101832,-0.02101832,1.78093320,-1.78093319,0.87173181,-0.87173181,0.36319713,-0.36319713
-5.62181091,2.75312873,-2.75312872,0.01879284,-0.01879284,0.02968318,-0.02968319,0.71669580,-0.71669580,0.30228608,-0.30228608,0.02028027,-0.02028027,1.73804613,-1.73804612,0.84954991,-0.84954991,0.35270467,-0.35270467
-5.61580790,2.67552520,-2.67552520,0.01802322,-0.01802322,0.02795213,-0.02795213,0.69393119,-0.69393119,0.29604116,-0.29604116,0.01954182,-0.01954182,1.69068563,-1.69068562,0.82534063,-0.82534063,0.34102746,-0.34102746
-5.60980490,2.59166413,-2.59166412,0.01722774,-0.01722774,0.02624561,-0.02624561,0.66971590,-0.66971590,0.28896471,-0.28896470,0.01880665,-0.01880665,1.63927811,-1.63927811,0.79933375,-0.79933376,0.32829339,-0.32829339
-5.60380190,2.50229665,-2.50229664,0.01641112,-0.01641112,0.02457838,-0.02457838,0.64431387,-0.64431387,0.28110574,-0.28110573,0.01807720,-0.01807720,1.58429970,-1.58429970,0.77177999,-0.77178000,0.31464581,-0.31464581
-5.59779890,2.40823729,-2.40823728,0.01557802,-0.01557802,0.02296439,-0.02296439,0.61800688,-0.61800688,0.27252306,-0.27252306,0.01735475,-0.01735475,1.52626852,-1.52626851,0.74294722,-0.74294722,0.30024053,-0.30024053
-5.59179590,2.31035008,-2.31035008,0.01473306,-0.01473306,0.02141650,-0.02141650,0.59108813,-0.59108814,0.26328453,-0.26328453,0.01663969,-0.01663969,1.46573561,-1.46573560,0.71311597,-0.71311597,0.28524228,-0.28524228
-5.58579290,2.20953291,-2.20953290,0.01388090,-0.01388090,0.01994622,-0.01994622,0.56385519,-0.56385519,0.25346599,-0.25346599,0.01593166,-0.01593166,1.40327458,-1.40327457,0.68257431,-0.68257432,0.26982094,-0.26982094
-5.57978989,2.10670036,-2.10670036,0.01302623,-0.01302623,0.01856351,-0.01856351,0.53660257,-0.53660257,0.24315006,-0.24315006,0.01522980,-0.01522980,1.33947034,-1.33947034,0.65161228,-0.65161229,0.25414760,-0.25414760
-5.57378689,2.00276578,-2.00276578,0.01217378,-0.01217378,0.01727654,-0.01727654,0.50961430,-0.50961430,0.23242467,-0.23242466,0.01453300,-0.01453300,1.27490729,-1.27490729,0.62051593,-0.62051594,0.23839064,-0.23839064
-5.56778389,1.89862306,-1.89862306,0.01132831,-0.01132831,0.01609158,-0.01609158,0.48315671,-0.48315671,0.22138145,-0.22138145,0.01384009,-0.01384009,1.21015730,-1.21015730,0.58956134,-0.58956134,0.22271196,-0.22271196
-5.56178089,1.79512870,-1.79512870,0.01049455,-0.01049455,0.01501281,-0.01501281,0.45747178,-0.45747178,0.21011405,-0.21011405,0.01315007,-0.01315007,1.14576802,-1.14576802,0.55900871,-0.55900872,0.20726344,-0.20726344
-5.55577789,1.69308502,-1.69308502,0.00967718,-0.00967718,0.01404232,-0.01404232,0.43277122,-0.43277122,0.19871633,-0.19871633,0.01246226,-0.01246226,1.08225181,-1.08225181,0.52909688,-0.52909689,0.19218389,-0.19218389
-5.54977489,1.59322488,-1.59322488,0.00888069,-0.00888069,0.01318007,-0.01318007,0.40923164,-0.40923164,0.18728062,-0.18728062,0.01177643,-0.01177643,1.02007574,-1.02007574,0.50003835,-0.50003835,0.17759645,-0.17759645
-5.54377189,1.49619860,-1.49619860,0.00810938,-0.00810938,0.01242391,-0.01242391,0.38699094,-0.38699094,0.17589599,-0.17589599,0.01109291,-0.01109291,0.95965310,-0.95965311,0.47201511,-0.47201512,0.16360660,-0.16360660
-5.53776888,1.40256347,-1.40256348,0.00736721,-0.00736721,0.01176970,-0.01176970,0.36614601,-0.36614601,0.16464666,-0.16464666,0.01041258,-0.01041258,0.90133660,-0.90133661,0.44517554,-0.44517554,0.15030083,-0.15030083
-5.53176588,1.31277634,-1.31277635,0.00665774,-0.00665774,0.01121150,-0.01121150,0.34675196,-0.34675196,0.15361056,-0.15361056,0.00973693,-0.00973693,0.84541354,-0.84541354,0.41963220,-0.41963221,0.13774591,-0.13774591
-5.52576288,1.22718931,-1.22718931,0.00598407,-0.00598407,0.01074170,-0.01074170,0.32882268,-0.32882268,0.14285812,-0.14285812,0.00906798,-0.00906798,0.79210315,-0.79210315,0.39546107,-0.39546107,0.12598885,-0.12598885
-5.51975988,1.14604879,-1.14604880,0.00534877,-0.00534877,0.01035133,-0.01035133,0.31233299,-0.31233299,0.13245126,-0.13245126,0.00840823,-0.00840823,0.74155613,-0.74155614,0.37270176,-0.37270177,0.11505746,-0.11505746
-5.51375688,1.06949792,-1.06949793,0.00475382,-0.00475382,0.01003033,-0.01003034,0.29722192,-0.29722192,0.12244269,-0.12244269,0.00776053,-0.00776053,0.69385636,-0.69385637,0.35135915,-0.35135916,0.10496145,-0.10496145
-5.50775388,0.99758198,-0.99758199,0.00420060,-0.00420060,0.00976789,-0.00976789,0.28339723,-0.28339723,0.11287550,-0.11287550,0.00712798,-0.00712798,0.64902461,-0.64902462,0.33140599,-0.33140599,0.09569402,-0.09569402
-5.50175088,0.93025669,-0.93025670,0.00368987,-0.00368986,0.00955273,-0.00955273,0.27074086,-0.27074086,0.10378301,-0.10378300,0.00651379,-0.00651379,0.60702421,-0.60702421,0.31278661,-0.31278661,0.08723381,-0.08723381
-5.49574787,0.86739893,-0.86739894,0.00322177,-0.00322177,0.00937348,-0.00937348,0.25911505,-0.25911504,0.09518889,-0.09518889,0.00592115,-0.00592115,0.56776817,-0.56776817,0.29542141,-0.29542142,0.07954715,-0.07954715
-5.48974487,0.80881932,-0.80881932,0.00279591,-0.00279591,0.00921903,-0.00921903,0.24836887,-0.24836887,0.08710765,-0.08710765,0.00535310,-0.00535310,0.53112768,-0.53112768,0.27921204,-0.27921205,0.07259050,-0.07259050
-5.48374187,0.75427619,-0.75427620,0.00241133,-0.00241133,0.00907880,-0.00907881,0.23834497,-0.23834497,0.07954523,-0.07954523,0.00481241,-0.00481241,0.49694137,-0.49694137,0.26404689,-0.26404689,0.06631292,-0.06631292
-5.47773887,0.70349034,-0.70349035,0.00206662,-0.00206662,0.00894311,-0.00894311,0.22888608,-0.22888608,0.07249990,-0.07249990,0.00430148,-0.00430148,0.46502510,-0.46502510,0.24980680,-0.24980680,0.06065856,-0.06065856
-5.47173587,0.65615988,-0.65615989,0.00175995,-0.00175995,0.00880337,-0.00880337,0.21984124,-0.21984124,0.06596322,-0.06596322,0.00382228,-0.00382228,0.43518178,-0.43518178,0.23637072,-0.23637073,0.05556907,-0.05556907
-5.46573287,0.61197472,-0.61197473,0.00148917,-0.00148917,0.00865233,-0.00865233,0.21107129,-0.21107129,0.05992128,-0.05992128,0.00337628,-0.00337628,0.40721090,-0.40721090,0.22362099,-0.22362099,0.05098573,-0.05098573
-5.45972986,0.57063014,-0.57063014,0.00125190,-0.00125190,0.00848429,-0.00848429,0.20245365,-0.20245365,0.05435581,-0.05435581,0.00296444,-0.00296444,0.38091742,-0.38091742,0.21144813,-0.21144813,0.04685150,-0.04685150
-5.45372686,0.53183893,-0.53183894,0.00104556,-0.00104556,0.00829517,-0.00829517,0.19388605,-0.19388605,0.04924548,-0.04924548,0.00258720,-0.00258720,0.35611963,-0.35611963,0.19975501,-0.19975501,0.04311266,-0.04311267
-5.44772386,0.49534194,-0.49534194,0.00086747,-0.00086747,0.00808262,-0.00808262,0.18528927,-0.18528927,0.04456706,-0.04456706,0.00224449,-0.00224449,0.33265593,-0.33265593,0.18846017,-0.18846017,0.03972023,-0.03972023
-5.44172086,0.46091655,-0.46091656,0.00071495,-0.00071495,0.00784609,-0.00784609,0.17660873,-0.17660873,0.04029666,-0.04029666,0.00193580,-0.00193581,0.31039025,-0.31039026,0.17750029,-0.17750029,0.03663104,-0.03663104
-5.43571786,0.42838327,-0.42838327,0.00058531,-0.00058531,0.00758673,-0.00758673,0.16781506,-0.16781505,0.03641076,-0.03641076,0.00166022,-0.00166022,0.28921604,-0.28921605,0.16683175,-0.16683176,0.03380858,-0.03380858
-5.42971486,0.39761014,-0.39761014,0.00047596,-0.00047596,0.00730744,-0.00730744,0.15890361,-0.15890360,0.03288719,-0.03288719,0.00141648,-0.00141648,0.26905895,-0.26905895,0.15643138,-0.15643139,0.03122347,-0.03122347
-5.42371186,0.36851538,-0.36851538,0.00038443,-0.00038443,0.00701274,-0.00701274,0.14989311,-0.14989310,0.02970602,-0.02970602,0.00120307,-0.00120307,0.24987816,-0.24987816,0.14629633,-0.14629633,0.02885378,-0.02885378
-5.41770885,0.34106820,-0.34106820,0.00030841,-0.00030841,0.00670868,-0.00670868,0.14082359,-0.14082359,0.02685030,-0.02685030,0.00101832,-0.00101832,0.23166660,-0.23166660,0.13644327,-0.13644327,0.02668508,-0.02668508
-5.41170585,0.31528824,-0.31528824,0.00024574,-0.00024574,0.00640277,-0.00640277,0.13175371,-0.13175370,0.02430663,-0.02430663,0.00086042,-0.00086042,0.21445019,-0.21445019,0.12690709,-0.12690709,0.02471039,-0.02471039
-5.40570285,0.29124386,-0.29124386,0.00019449,-0.00019449,0.00610382,-0.00610382,0.12275770,-0.12275770,0.02206570,-0.02206570,0.00072758,-0.00072758,0.19828632,-0.19828632,0.11773911,-0.11773911,0.02292996,-0.02292996
-5.39969985,0.26904970,-0.26904970,0.00015289,-0.00015289,0.00582187,-0.00582187,0.11392219,-0.11392219,0.02012269,-0.02012269,0.00061803,-0.00061803,0.18326189,-0.18326189,0.10900500,-0.10900500,0.02135101,-0.02135101
-5.39369685,0.24886369,-0.24886369,0.00011940,-0.00011940,0.00556809,-0.00556809,0.10534295,-0.10534295,0.01847751,-0.01847751,0.00053014,-0.00053014,0.16949100,-0.16949099,0.10078275,-0.10078275,0.01998741,-0.01998741
-5.38769385,0.23088393,-0.23088393,0.00009265,-0.00009265,0.00535472,-0.00535472,0.09712182,-0.09712182,0.01713506,-0.01713505,0.00046243,-0.00046243,0.15711255,-0.15711255,0.09316043,-0.09316043,0.01885943,-0.01885943
-5.38169085,0.21534567,-0.21534567,0.00007146,-0.00007146,0.00519496,-0.00519496,0.08936395,-0.08936394,0.01610531,-0.01610531,0.00041364,-0.00041364,0.14628801,-0.14628800,0.08623430,-0.08623430,0.01799336,-0.01799336
-5.37568784,0.20251836,-0.20251835,0.00005483,-0.00005483,0.00510296,-0.00510296,0.08217536,-0.08217536,0.01540342,-0.01540342,0.00038275,-0.00038275,0.13719923,-0.13719922,0.08010694,-0.08010694,0.01742133,-0.01742133
-5.36968484,0.19270304,-0.19270303,0.00004191,-0.00004191,0.00509381,-0.00509381,0.07566103,-0.07566103,0.01504966,-0.01504966,0.00036901,-0.00036901,0.13004656,-0.13004656,0.07488579,-0.07488579,0.01718104,-0.01718104
-5.36368184,0.18622992,-0.18622992,0.00003198,-0.00003198,0.00518347,-0.00518347,0.06992336,-0.06992336,0.01506937,-0.01506937,0.00037197,-0.00037197,0.12504717,-0.12504717,0.07068180,-0.07068180,0.01731558,-0.01731557
-5.35767884,0.18345608,-0.18345608,0.00002448,-0.00002448,0.00538877,-0.00538877,0.06506110,-0.06506110,0.01549276,-0.01549275,0.00039142,-0.00039142,0.12243342,-0.12243341,0.06760836,-0.06760836,0.01787314,-0.01787314
-5.35167584,0.18476297,-0.18476296,0.00001892,-0.00001892,0.00572737,-0.00572737,0.06116871,-0.06116870,0.01635460,-0.01635460,0.00042748,-0.00042748,0.12245128,-0.12245128,0.06578044,-0.06578044,0.01890686,-0.01890686
-5.34567284,0.19055363,-0.19055362,0.00001495,-0.00001495,0.00621772,-0.00621772,0.05833591,-0.05833591,0.01769392,-0.01769391,0.00048046,-0.00048046,0.12535858,-0.12535858,0.06531368,-0.06531368,0.02047442,-0.02047442
-5.33966983,0.20124918,-0.20124917,0.00001227,-0.00001227,0.00687896,-0.00687896,0.05664756,-0.05664756,0.01955335,-0.01955334,0.00055096,-0.00055096,0.13142279,-0.13142279,0.06632354,-0.06632354,0.02263761,-0.02263761
