energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90995498,1.42044610,-1.42044192,0.00519815,-0.00519855,0.05134090,-0.05134066,0.47088846,-0.47088609,0.20013247,-0.20012943,0.24117052,-0.24117089,0.21043624,-0.21043418,0.03825590,-0.03825618,0.74037894,-0.74037847
-5.90395198,1.43314980,-1.43314177,0.00524143,-0.00524176,0.05167633,-0.05167597,0.47629571,-0.47629329,0.20158407,-0.20157964,0.24285717,-0.24285706,0.21439149,-0.21438926,0.03805592,-0.03805597,0.74739657,-0.74739426
-5.89794897,1.44455274,-1.44454049,0.00531367,-0.00531392,0.05194892,-0.05194845,0.47994862,-0.47994607,0.20362014,-0.20361419,0.24413200,-0.24413135,0.21775823,-0.21775577,0.03798803,-0.03798785,0.75357778,-0.75357343
-5.89194597,1.45487465,-1.45485788,0.00541397,-0.00541414,0.05215967,-0.05215907,0.48190064,-0.48189786,0.20629148,-0.20628395,0.24502983,-0.24502857,0.22057254,-0.22056981,0.03805581,-0.03805540,0.75904836,-0.75904180
-5.88594297,1.46440990,-1.46438833,0.00554041,-0.00554052,0.05231411,-0.05231338,0.48226408,-0.48226095,0.20963988,-0.20963072,0.24561833,-0.24561636,0.22289338,-0.22289030,0.03825765,-0.03825703,0.76397816,-0.76396924
-5.87993997,1.47352129,-1.47349473,0.00569016,-0.00569020,0.05242197,-0.05242111,0.48120745,-0.48120384,0.21369808,-0.21368726,0.24599626,-0.24599349,0.22480097,-0.22479749,0.03858688,-0.03858606,0.76857762,-0.76856622
-5.87393697,1.48263069,-1.48259898,0.00585950,-0.00585948,0.05249671,-0.05249570,0.47895069,-0.47894646,0.21848999,-0.21847752,0.24629041,-0.24628674,0.22639437,-0.22639043,0.03903203,-0.03903104,0.77309247,-0.77307849
-5.86793397,1.49220660,-1.49216965,0.00604400,-0.00604393,0.05255477,-0.05255362,0.47575841,-0.47575342,0.22403106,-0.22401698,0.24665135,-0.24664667,0.22778819,-0.22778371,0.03957733,-0.03957621,0.77779673,-0.77778010
-5.86193097,1.50274907,-1.50270683,0.00623863,-0.00623851,0.05261480,-0.05261349,0.47193152,-0.47192562,0.23032869,-0.23031302,0.24724803,-0.24724222,0.22910856,-0.22910348,0.04020327,-0.04020206,0.78298414,-0.78296480
-5.85592796,1.51477247,-1.51472494,0.00643791,-0.00643776,0.05269664,-0.05269518,0.46779729,-0.46779031,0.23738258,-0.23736539,0.24826161,-0.24825455,0.23048864,-0.23048290,0.04088734,-0.04088608,0.78895831,-0.78893624
-5.84992496,1.52878660,-1.52873383,0.00663615,-0.00663598,0.05282037,-0.05281875,0.46369848,-0.46369028,0.24518513,-0.24516650,0.24987851,-0.24987010,0.23206363,-0.23205717,0.04160480,-0.04160354,0.79602202,-0.79599722
-5.84392196,1.54527703,-1.54521911,0.00682756,-0.00682738,0.05300523,-0.05300346,0.45998182,-0.45997224,0.25372166,-0.25370166,0.25228317,-0.25227330,0.23396568,-0.23395844,0.04232956,-0.04232834,0.80446592,-0.80443841
-5.83791896,1.56468507,-1.56462217,0.00700650,-0.00700632,0.05326860,-0.05326667,0.45698620,-0.45697513,0.26297041,-0.26294914,0.25565055,-0.25563915,0.23631876,-0.23631071,0.04303503,-0.04303390,0.81455711,-0.81452693
-5.83191596,1.58738843,-1.58732073,0.00716760,-0.00716744,0.05362504,-0.05362297,0.45503116,-0.45501848,0.27290246,-0.27288001,0.26013880,-0.26012579,0.23923370,-0.23922481,0.04369499,-0.04369399,0.82652793,-0.82649517
-5.82591296,1.61368284,-1.61361062,0.00730598,-0.00730585,0.05408542,-0.05408321,0.45440585,-0.45439148,0.28348128,-0.28345776,0.26588231,-0.26586765,0.24280370,-0.24279395,0.04428443,-0.04428359,0.84056542,-0.84053019
-5.81990995,1.64376568,-1.64368924,0.00741736,-0.00741727,0.05465620,-0.05465386,0.45535903,-0.45534292,0.29466213,-0.29463764,0.27298531,-0.27296900,0.24710022,-0.24708963,0.04478026,-0.04477963,0.85680176,-0.85676421
-5.81390695,1.67772172,-1.67764148,0.00749819,-0.00749814,0.05533886,-0.05533641,0.45809022,-0.45807236,0.30639120,-0.30636584,0.28151639,-0.28149845,0.25216973,-0.25215831,0.04516204,-0.04516163,0.87530597,-0.87526628
-5.80790395,1.71551193,-1.71542834,0.00754575,-0.00754575,0.05612959,-0.05612704,0.46274243,-0.46272285,0.31860459,-0.31857849,0.29150400,-0.29148449,0.25803105,-0.25801887,0.04541243,-0.04541227,0.89607716,-0.89603558
-5.80190095,1.75696526,-1.75687887,0.00755818,-0.00755823,0.05701907,-0.05701645,0.46939649,-0.46937524,0.33122715,-0.33120043,0.30293312,-0.30291215,0.26467375,-0.26466087,0.04551764,-0.04551774,0.91903967,-0.91899648
-5.79589795,1.80177409,-1.80168556,0.00753455,-0.00753466,0.05799264,-0.05798998,0.47806722,-0.47804445,0.34417132,-0.34414412,0.31574325,-0.31572096,0.27205726,-0.27204379,0.04546765,-0.04546802,0.94404004,-0.94399557
-5.78989495,1.84949338,-1.84940344,0.00747479,-0.00747496,0.05903054,-0.05902786,0.48870161,-0.48867748,0.35733607,-0.35730853,0.32982779,-0.32980437,0.28011108,-0.28009713,0.04525634,-0.04525698,0.97084610,-0.97080075
-5.78389195,1.89954364,-1.89945314,0.00737972,-0.00737994,0.06010843,-0.06010578,0.50117873,-0.50115348,0.37060597,-0.37057827,0.34503481,-0.34501051,0.28873581,-0.28872155,0.04488144,-0.04488234,0.99914832,-0.99910254
-5.77788894,1.95121796,-1.95112783,0.00725090,-0.00725118,0.06119817,-0.06119558,0.51531177,-0.51528567,0.38385072,-0.38382304,0.36116932,-0.36114442,0.29780514,-0.29779074,0.04434434,-0.04434550,1.02856328,-1.02851757
-5.77188594,2.00369291,-2.00360420,0.00709060,-0.00709092,0.06226861,-0.06226612,0.53085178,-0.53082516,0.39692508,-0.39689762,0.37799684,-0.37797165,0.30716865,-0.30715430,0.04364981,-0.04365120,1.05863937,-1.05859430
-5.76588294,2.05604336,-2.05595718,0.00690164,-0.00690201,0.06328672,-0.06328438,0.54749334,-0.54746657,0.40966944,-0.40964241,0.39524836,-0.39522325,0.31665537,-0.31664130,0.04280561,-0.04280721,1.08886475,-1.08882094
-5.75987994,2.10726094,-2.10717849,0.00668729,-0.00668770,0.06421871,-0.06421655,0.56488172,-0.56485523,0.42191108,-0.42188474,0.41262649,-0.41260185,0.32607810,-0.32606454,0.04182201,-0.04182380,1.11867729,-1.11863540
-5.75387694,2.15627593,-2.15619849,0.00645113,-0.00645157,0.06503125,-0.06502932,0.58262171,-0.58259593,0.43346627,-0.43344088,0.42981271,-0.42978894,0.33523821,-0.33522542,0.04071130,-0.04071326,1.14747650,-1.14743723
-5.74787394,2.20198221,-2.20191108,0.00619689,-0.00619737,0.06569275,-0.06569109,0.60028756,-0.60026298,0.44414314,-0.44411897,0.44647546,-0.44645297,0.34393103,-0.34391925,0.03948726,-0.03948935,1.17463718,-1.17460123
-5.74187094,2.24326458,-2.24320106,0.00592839,-0.00592889,0.06617460,-0.06617325,0.61743417,-0.61741126,0.45374532,-0.45372266,0.46227894,-0.46225816,0.35195143,-0.35194094,0.03816463,-0.03816682,1.19952446,-1.19949257
-5.73586793,2.27902808,-2.27897346,0.00564934,-0.00564985,0.06645243,-0.06645143,0.63360890,-0.63358815,0.46207645,-0.46205559,0.47689239,-0.47687372,0.35909980,-0.35909084,0.03675863,-0.03676090,1.22151005,-1.22148292
-5.72986493,2.30822830,-2.30818382,0.00536329,-0.00536381,0.06650720,-0.06650656,0.64836402,-0.64834589,0.46894514,-0.46892636,0.48999949,-0.48998334,0.36518787,-0.36518068,0.03528451,-0.03528683,1.23998900,-1.23996732
-5.72386193,2.32990199,-2.32986880,0.00507356,-0.00507408,0.06632620,-0.06632597,0.66126917,-0.66125412,0.47417052,-0.47415409,0.50130772,-0.50129445,0.37004460,-0.37003940,0.03375717,-0.03375952,1.25439682,-1.25438122
-5.71785893,2.34319689,-2.34317600,0.00478314,-0.00478366,0.06590397,-0.06590415,0.67192371,-0.67191215,0.47758792,-0.47757410,0.51055728,-0.51054721,0.37352170,-0.37351871,0.03219088,-0.03219323,1.26422612,-1.26421716
-5.71185593,2.34739980,-2.34739208,0.00449467,-0.00449519,0.06524292,-0.06524353,0.67996845,-0.67996073,0.47905464,-0.47904365,0.51752937,-0.51752276,0.37549881,-0.37549818,0.03059902,-0.03060135,1.26904244,-1.26904059
-5.70585293,2.34196187,-2.34196798,0.00421043,-0.00421094,0.06435389,-0.06435494,0.68509632,-0.68509273,0.47845535,-0.47844738,0.52205344,-0.52205051,0.37588800,-0.37588987,0.02899393,-0.02899623,1.26849850,-1.26850413
-5.69984992,2.32652000,-2.32654038,0.00393233,-0.00393283,0.06325638,-0.06325787,0.68706177,-0.68706253,0.47570699,-0.47570218,0.52401326,-0.52401414,0.37463764,-0.37464211,0.02738685,-0.02738910,1.26234646,-1.26235981
-5.69384692,2.30091361,-2.30094847,0.00366191,-0.00366238,0.06197868,-0.06198060,0.68568838,-0.68569363,0.47076288,-0.47076133,0.52335144,-0.52335620,0.37173535,-0.37174247,0.02578787,-0.02579006,1.25044750,-1.25046868
-5.68784392,2.26519576,-2.26524503,0.00340037,-0.00340082,0.06055770,-0.06056003,0.68087452,-0.68088431,0.46361579,-0.46361753,0.52007233,-0.52008096,0.36721000,-0.36721978,0.02420600,-0.02420812,1.23277843,-1.23280740
-5.68184092,2.21963811,-2.21970149,0.00314863,-0.00314906,0.05903862,-0.05904135,0.67259669,-0.67261098,0.45429972,-0.45430472,0.51424306,-0.51425549,0.36113264,-0.36114505,0.02264919,-0.02265124,1.20943481,-1.20947139
-5.67583792,2.16472941,-2.16480631,0.00290733,-0.00290774,0.05747441,-0.05747752,0.66091044,-0.66092910,0.44289046,-0.44289865,0.50599268,-0.50600874,0.35361634,-0.35363130,0.02112446,-0.02112643,1.18063048,-1.18067433
-5.66983492,2.10116717,-2.10125678,0.00267691,-0.00267730,0.05592504,-0.05592849,0.64594885,-0.64597166,0.42950466,-0.42951589,0.49550938,-0.49552886,0.34481487,-0.34483227,0.01963800,-0.01963988,1.14669334,-1.14674399
-5.66383192,2.02984288,-2.02994415,0.00245763,-0.00245800,0.05445663,-0.05446040,0.62791847,-0.62794513,0.41429747,-0.41431154,0.48303586,-0.48305846,0.33492028,-0.33493995,0.01819527,-0.01819707,1.10805752,-1.10811437
-5.65782891,1.95182106,-1.95193273,0.00224962,-0.00224996,0.05314039,-0.05314445,0.60709298,-0.60712311,0.39745893,-0.39747559,0.46886293,-0.46888830,0.32415940,-0.32418118,0.01680112,-0.01680283,1.06525207,-1.06531441
-5.65182591,1.86831281,-1.86843347,0.00205290,-0.00205321,0.05205148,-0.05205580,0.58380477,-0.58383794,0.37920910,-0.37922807,0.45332157,-0.45334933,0.31278942,-0.31281310,0.01545986,-0.01546148,1.01888668,-1.01895370
-5.64582291,1.78064494,-1.78077304,0.00186741,-0.00186771,0.05126770,-0.05127227,0.55843465,-0.55847037,0.35979229,-0.35981322,0.43677378,-0.43680350,0.30109254,-0.30111789,0.01417536,-0.01417689,0.96963484,-0.96970565
-5.63981991,1.69022554,-1.69035946,0.00169307,-0.00169334,0.05086816,-0.05087294,0.53140031,-0.53143805,0.33947045,-0.33949299,0.41960235,-0.41963359,0.28936996,-0.28939676,0.01295108,-0.01295252,0.91821514,-0.91828881
-5.63381691,1.59850753,-1.59864560,0.00152975,-0.00153000,0.05093180,-0.05093677,0.50314375,-0.50318298,0.31851619,-0.31853997,0.40220011,-0.40223243,0.27793537,-0.27796337,0.01179012,-0.01179148,0.86537145,-0.86544703
-5.62781391,1.50695127,-1.50709183,0.00137729,-0.00137752,0.05153594,-0.05154109,0.47411837,-0.47415853,0.29720565,-0.29723028,0.38495889,-0.38499182,0.26710801,-0.26713697,0.01069526,-0.01069653,0.81185265,-0.81192918
-5.62181091,1.41698775,-1.41712919,0.00123555,-0.00123576,0.05275476,-0.05276007,0.44477605,-0.44481660,0.27581142,-0.27583653,0.36825862,-0.36829173,0.25720563,-0.25723534,0.00966892,-0.00967011,0.75839276,-0.75846932
-5.61580790,1.32998364,-1.33012441,0.00110436,-0.00110455,0.05465779,-0.05466325,0.41555482,-0.41559525,0.25459602,-0.25462125,0.35245699,-0.35248989,0.24853754,-0.24856777,0.00871322,-0.00871433,0.70569221,-0.70576791
-5.60980490,1.24720926,-1.24734794,0.00098355,-0.00098372,0.05730846,-0.05731407,0.38686758,-0.38690739,0.23380591,-0.23383090,0.33788001,-0.33791230,0.24139782,-0.24142837,0.00782994,-0.00783097,0.65440086,-0.65447487
-5.60380190,1.16981075,-1.16994607,0.00087294,-0.00087310,0.06076265,-0.06076839,0.35909210,-0.35913087,0.21366649,-0.21369093,0.32481369,-0.32484505,0.23605898,-0.23608968,0.00702052,-0.00702147,0.60510341,-0.60517501
-5.59779890,1.09878708,-1.09891790,0.00077237,-0.00077250,0.06506740,-0.06507329,0.33256282,-0.33260015,0.19437806,-0.19440166,0.31349730,-0.31352744,0.23276627,-0.23279694,0.00628606,-0.00628694,0.55830767,-0.55837622
-5.59179590,1.03497257,-1.03509796,0.00068163,-0.00068175,0.07025975,-0.07026577,0.30756451,-0.30760007,0.17611295,-0.17613546,0.30411830,-0.30414698,0.23173267,-0.23176316,0.00562734,-0.00562815,0.51443594,-0.51450089
-5.58579290,0.97902538,-0.97914455,0.00060054,-0.00060064,0.07636570,-0.07637185,0.28432801,-0.28436154,0.15901377,-0.15903498,0.29680901,-0.29683605,0.23313480,-0.23316499,0.00504480,-0.00504554,0.47381971,-0.47388064
-5.57978989,0.93142195,-0.93153430,0.00052891,-0.00052900,0.08339947,-0.08340574,0.26302805,-0.26305935,0.14319287,-0.14321259,0.29164534,-0.29167060,0.23710983,-0.23713958,0.00453857,-0.00453924,0.43669773,-0.43675432
-5.57378689,0.89245737,-0.89256245,0.00046655,-0.00046663,0.09136294,-0.09136932,0.24378308,-0.24381200,0.12873278,-0.12875089,0.28864727,-0.28867066,0.24375342,-0.24378262,0.00410848,-0.00410909,0.40321726,-0.40326930
-5.56778389,0.86225134,-0.86234886,0.00041327,-0.00041333,0.10024546,-0.10025193,0.22665701,-0.22668348,0.11568773,-0.11570412,0.28778121,-0.28780269,0.25311886,-0.25314741,0.00375408,-0.00375464,0.37343836,-0.37348572
-5.56178089,0.84075911,-0.84084892,0.00036889,-0.00036894,0.11002390,-0.11003043,0.21166260,-0.21168660,0.10408583,-0.10410043,0.28896404,-0.28898361,0.26521732,-0.26524511,0.00347470,-0.00347521,0.34734071,-0.34738336
-5.55577789,0.82778685,-0.82786889,0.00033325,-0.00033329,0.12066310,-0.12066967,0.19876628,-0.19878782,0.09393198,-0.09394475,0.29206859,-0.29208628,0.28001927,-0.28004619,0.00326940,-0.00326985,0.32483266,-0.32487067
-5.54977489,0.82301043,-0.82308475,0.00030621,-0.00030624,0.13211667,-0.13212323,0.18789403,-0.18791318,0.08521114,-0.08522208,0.29693023,-0.29694609,0.29745702,-0.29748297,0.00313703,-0.00313744,0.30576195,-0.30579543
-5.54377189,0.82599694,-0.82606366,0.00028763,-0.00028766,0.14432806,-0.14433457,0.17893807,-0.17895493,0.07789188,-0.07790099,0.30335446,-0.30336859,0.31742835,-0.31745321,0.00307624,-0.00307662,0.28992753,-0.28995665
-5.53776888,0.83622777,-0.83628707,0.00027743,-0.00027745,0.15723203,-0.15723842,0.17176397,-0.17177866,0.07192990,-0.07193721,0.31112500,-0.31113748,0.33980100,-0.33982464,0.00308549,-0.00308583,0.27709191,-0.27711689
-5.53176588,0.85312247,-0.85317456,0.00027552,-0.00027553,0.17075631,-0.17076254,0.16621788,-0.16623055,0.06727148,-0.06727703,0.32001200,-0.32002293,0.36441798,-0.36444030,0.00316301,-0.00316331,0.26699368,-0.26701476
-5.52576288,0.87606235,-0.87610745,0.00028183,-0.00028183,0.18482354,-0.18482954,0.16213362,-0.16214442,0.06385659,-0.06386043,0.32978024,-0.32978973,0.39110359,-0.39112445,0.00330683,-0.00330710,0.25935941,-0.25937686
-5.51975988,0.90441292,-0.90445128,0.00029632,-0.00029631,0.19935331,-0.19935900,0.15933924,-0.15934834,0.06162159,-0.06162376,0.34019676,-0.34020492,0.41966963,-0.41968892,0.00351473,-0.00351497,0.25391475,-0.25392883
-5.51375688,0.93754453,-0.93757640,0.00031891,-0.00031890,0.21426423,-0.21426956,0.15766305,-0.15767060,0.06050140,-0.06050197,0.35103779,-0.35104472,0.44992197,-0.44993959,0.00378425,-0.00378446,0.25039421,-0.25040520
-5.50775388,0.97485029,-0.97487591,0.00034956,-0.00034953,0.22947602,-0.22948093,0.15693873,-0.15694489,0.06043116,-0.06043020,0.36209463,-0.36210043,0.48166685,-0.48168269,0.00411264,-0.00411282,0.24854936,-0.24855752
-5.50175088,1.01576089,-1.01578055,0.00038814,-0.00038811,0.24491137,-0.24491580,0.15700962,-0.15701453,0.06134724,-0.06134482,0.37317838,-0.37318314,0.51471679,-0.51473078,0.00449686,-0.00449701,0.24815525,-0.24816084
-5.49574787,1.05975594,-1.05976990,0.00043453,-0.00043449,0.26049764,-0.26050156,0.15773188,-0.15773568,0.06318770,-0.06318389,0.38412333,-0.38412714,0.54889585,-0.54890797,0.00493353,-0.00493366,0.24901495,-0.24901820
-5.48974487,1.10637133,-1.10637987,0.00048849,-0.00048845,0.27616817,-0.27617155,0.15897683,-0.15897964,0.06589220,-0.06588706,0.39478897,-0.39479191,0.58404389,-0.58405412,0.00541898,-0.00541908,0.25096211,-0.25096324
-5.48374187,1.15520281,-1.15520626,0.00054973,-0.00054969,0.29186318,-0.29186600,0.16063220,-0.16063413,0.06940146,-0.06939510,0.40506070,-0.40506284,0.62001956,-0.62002794,0.00594918,-0.00594925,0.25386170,-0.25386093
-5.47773887,1.20590569,-1.20590439,0.00061783,-0.00061779,0.30753021,-0.30753249,0.16260258,-0.16260372,0.07365642,-0.07364891,0.41484918,-0.41485060,0.65670190,-0.65670852,0.00651979,-0.00651982,0.25760899,-0.25760651
-5.47173587,1.25819092,-1.25818528,0.00069227,-0.00069223,0.32312405,-0.32312582,0.16480904,-0.16480947,0.07859702,-0.07858846,0.42408862,-0.42408940,0.69399034,-0.69399534,0.00712615,-0.00712615,0.26212699,-0.26212297
-5.46573287,1.31181797,-1.31180840,0.00077237,-0.00077233,0.33860615,-0.33860746,0.16718818,-0.16718797,0.08416101,-0.08415150,0.43273414,-0.43273436,0.73180303,-0.73180659,0.00776334,-0.00776331,0.26736258,-0.26735720
-5.45972986,1.36658489,-1.36657191,0.00085731,-0.00085728,0.35394348,-0.35394441,0.16969061,-0.16968983,0.09028266,-0.09027233,0.44075841,-0.44075816,0.77007350,-0.77007585,0.00842621,-0.00842614,0.27328173,-0.27327514
-5.45372686,1.42231645,-1.42230059,0.00094614,-0.00094611,0.36910703,-0.36910766,0.17227917,-0.17227786,0.09689167,-0.09688063,0.44814785,-0.44814723,0.80874579,-0.80874721,0.00910941,-0.00910930,0.27986396,-0.27985633
-5.44772386,1.47885075,-1.47883260,0.00103774,-0.00103772,0.38406988,-0.38407032,0.17492687,-0.17492508,0.10391230,-0.10390071,0.45489870,-0.45489781,0.84776821,-0.84776899,0.00980746,-0.00980730,0.28709656,-0.28708805
-5.44172086,1.53602536,-1.53600554,0.00113087,-0.00113086,0.39880500,-0.39880537,0.17761483,-0.17761260,0.11126289,-0.11125089,0.46101321,-0.46101215,0.88708605,-0.88708652,0.01051480,-0.01051460,0.29496879,-0.29495956
-5.43571786,1.59366370,-1.59364288,0.00122414,-0.00122415,0.41328303,-0.41328346,0.18033029,-0.18032766,0.11885576,-0.11884351,0.46649611,-0.46649501,0.92663360,-0.92663412,0.01122584,-0.01122559,0.30346638,-0.30345660
-5.42971486,1.65156254,-1.65154139,0.00131611,-0.00131613,0.42747001,-0.42747062,0.18306479,-0.18306181,0.12659765,-0.12658532,0.47135181,-0.47135079,0.96632607,-0.96632697,0.01193501,-0.01193472,0.31256670,-0.31255653
-5.42371186,1.70948145,-1.70946064,0.00140524,-0.00140528,0.44132538,-0.44132630,0.18581264,-0.18580934,0.13439064,-0.13437839,0.47558226,-0.47558144,1.00605178,-1.00605338,0.01263684,-0.01263650,0.32223475,-0.32222437
-5.41770885,1.76713493,-1.76711510,0.00148998,-0.00149003,0.45480039,-0.45480173,0.18856967,-0.18856610,0.14213356,-0.14212157,0.47918578,-0.47918529,1.04566524,-1.04566783,0.01332595,-0.01332557,0.33242028,-0.33240985
-5.41170585,1.82418790,-1.82416965,0.00156877,-0.00156885,0.46783707,-0.46783892,0.19133244,-0.19132864,0.14972389,-0.14971233,0.48215693,-0.48215688,1.08498187,-1.08498568,0.01399715,-0.01399673,0.34305606,-0.34304575
-5.40570285,1.88025512,-1.88023897,0.00164013,-0.00164023,0.48036794,-0.48037037,0.19409777,-0.19409380,0.15706005,-0.15704908,0.48448734,-0.48448783,1.12377454,-1.12377975,0.01464543,-0.01464496,0.35405748,-0.35404747
-5.39969985,1.93490484,-1.93489122,0.00170268,-0.00170281,0.49231662,-0.49231967,0.19686274,-0.19685863,0.16404395,-0.16403371,0.48616770,-0.48616882,1.16177282,-1.16177955,0.01526600,-0.01526550,0.36532354,-0.36531398
-5.39369685,1.98766695,-1.98765619,0.00175518,-0.00175532,0.50359937,-0.50360305,0.19962493,-0.19962073,0.17058379,-0.17057442,0.48719065,-0.48719246,1.19866504,-1.19867330,0.01585437,-0.01585384,0.37673899,-0.37673004
-5.38769385,2.03804551,-2.03803783,0.00179656,-0.00179674,0.51412773,-0.51413201,0.20238314,-0.20237890,0.17659684,-0.17658845,0.48755457,-0.48755711,1.23410345,-1.23411317,0.01640634,-0.01640578,0.38817781,-0.38816960
-5.38169085,2.08553555,-2.08553102,0.00182602,-0.00182622,0.52381209,-0.52381691,0.20513827,-0.20513404,0.18201224,-0.18200491,0.48726812,-0.48727141,1.26771270,-1.26772373,0.01691807,-0.01691750,0.39950761,-0.39950026
-5.37568784,2.12964347,-2.12964204,0.00184298,-0.00184320,0.53256635,-0.53257162,0.20789449,-0.20789030,0.18677347,-0.18676727,0.48635530,-0.48635934,1.29910136,-1.29911347,0.01738616,-0.01738558,0.41059493,-0.41058854
-5.36968484,2.16991047,-2.16991195,0.00184716,-0.00184740,0.54031332,-0.54031890,0.21066043,-0.21065632,0.19084057,-0.19083553,0.48486088,-0.48486562,1.32787635,-1.32788922,0.01780768,-0.01780710,0.42131107,-0.42130572
-5.36368184,2.20593804,-2.20594212,0.00183855,-0.00183881,0.54699081,-0.54699655,0.21345052,-0.21344652,0.19419187,-0.19418800,0.48285588,-0.48286127,1.35365960,-1.35367286,0.01818031,-0.01817973,0.43153825,-0.43153398
-5.35767884,2.23741428,-2.23742057,0.00181745,-0.00181773,0.55255813,-0.55256386,0.21628621,-0.21628235,0.19682514,-0.19682240,0.48044296,-0.48044890,1.37610648,-1.37611971,0.01850238,-0.01850181,0.44117576,-0.44117260
-5.35167584,2.26414002,-2.26414801,0.00178445,-0.00178475,0.55700267,-0.55700820,0.21919708,-0.21919338,0.19875814,-0.19875649,0.47776128,-0.47776769,1.39492501,-1.39493775,0.01877301,-0.01877245,0.45014579,-0.45014373
-5.34567284,2.28605306,-2.28606220,0.00174042,-0.00174073,0.56034621,-0.56035136,0.22222168,-0.22221815,0.20002852,-0.20002787,0.47499075,-0.47499752,1.40989490,-1.40990671,0.01899217,-0.01899164,0.45839866,-0.45839768
