energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.87393697,5.53697708,2.89590626,1.51544705,0.02676192,1.45772750,1.16107362,0.29295424,0.05151790,2.20202227
-5.86793397,5.24114025,2.74419591,1.42873122,0.02514377,1.38162595,1.10473840,0.27599890,0.04874649,2.08145746
-5.86193097,4.94924219,2.59285470,1.34210307,0.02357600,1.30558678,1.04975814,0.25958041,0.04607028,1.96349057
-5.85592796,4.66449799,2.44368387,1.25654938,0.02207253,1.23048367,0.99685770,0.24383138,0.04350734,1.84941206
-5.84992496,4.38999210,2.29845822,1.17302324,0.02064590,1.15718197,0.94671429,0.22887623,0.04107582,1.74043044
-5.84392196,4.12861182,2.15888551,1.09242389,0.01930698,1.08651876,0.89994213,0.21482871,0.03879366,1.63764806
-5.83791896,3.88298674,2.02656825,1.01557873,0.01806469,1.01928392,0.85707903,0.20178986,0.03667834,1.54204013
-5.83191596,3.65543618,1.90296926,0.94322799,0.01692584,0.95620275,0.81857545,0.18984623,0.03474649,1.45443753
-5.82591296,3.44792593,1.78938172,0.87601229,0.01589501,0.89792085,0.78478620,0.17906860,0.03301365,1.37551384
-5.81990995,3.26203570,1.68690469,0.81446342,0.01497442,0.84499143,0.75596523,0.16951117,0.03149392,1.30577696
-5.81390695,3.09893787,1.59642447,0.75899820,0.01416404,0.79786551,0.73226333,0.16121123,0.03019977,1.24556541
-5.80790395,2.95938786,1.51860212,0.70991561,0.01346160,0.75688515,0.71372893,0.15418942,0.02914177,1.19504925
-5.80190095,2.84372607,1.45386722,0.66739679,0.01286277,0.72227971,0.70031173,0.14845045,0.02832851,1.15423547
-5.79589795,2.75189059,1.40241758,0.63150779,0.01236132,0.69416503,0.69186898,0.14398429,0.02776646,1.12297747
-5.78989495,2.68343979,1.36422455,0.60220464,0.01194945,0.67254549,0.68817404,0.14076773,0.02745996,1.10098806
-5.78389195,2.63758338,1.33904330,0.57934046,0.01161803,0.65731844,0.68892672,0.13876624,0.02741126,1.08785548
-5.77788894,2.61322035,1.32642736,0.56267406,0.01135693,0.64828083,0.69376501,0.13793611,0.02762052,1.08306154
-5.77188594,2.60898204,1.32574670,0.55187975,0.01115537,0.64513764,0.70227772,0.13822650,0.02808594,1.08600133
-5.76588294,2.62327839,1.33620837,0.54655788,0.01100227,0.64751153,0.71401736,0.13958166,0.02880387,1.09600346
-5.75987994,2.65434575,1.35687903,0.54624590,0.01088656,0.65495364,0.72851295,0.14194287,0.02976887,1.11235037
-5.75387694,2.70029433,1.38670864,0.55042944,0.01079751,0.66695478,0.74528230,0.14525022,0.03097380,1.13429773
-5.74787394,2.75915402,1.42455442,0.55855344,0.01072502,0.68295704,0.76384331,0.14944403,0.03240995,1.16109253
-5.74187094,2.82891726,1.46920487,0.57003291,0.01065984,0.70236535,0.78372418,0.15446594,0.03406700,1.19198927
-5.73586793,2.90757796,1.51940312,0.58426346,0.01059377,0.72455881,0.80447223,0.16025957,0.03593311,1.22626401
-5.72986493,2.99316609,1.57386947,0.60063134,0.01051982,0.74890172,0.82566131,0.16677079,0.03799487,1.26322587
-5.72386193,3.08377743,1.63132289,0.61852306,0.01043228,0.77475413,0.84689785,0.17394758,0.04023731,1.30222620
-5.71785893,3.17759848,1.69050133,0.63733465,0.01032680,0.80148195,0.86782544,0.18173962,0.04264386,1.34266524
-5.71185593,3.27292701,1.75018085,0.65648040,0.01020035,0.82846646,0.88812836,0.19009756,0.04519636,1.38399654
-5.70585293,3.36818820,1.80919355,0.67540131,0.01005118,0.85511340,0.90753396,0.19897216,0.04787504,1.42572943
-5.69984992,3.46194731,1.86644419,0.69357299,0.00987876,0.88086149,0.92581420,0.20831332,0.05065861,1.46742977
-5.69384692,3.55291914,1.92092569,0.71051317,0.00968362,0.90519034,0.94278650,0.21806912,0.05352435,1.50871943
-5.68784392,3.63997482,1.97173321,0.72578856,0.00946725,0.92762790,0.95831399,0.22818505,0.05644826,1.54927462
-5.68184092,3.72214647,2.01807673,0.73902108,0.00923195,0.94775714,0.97230537,0.23860332,0.05940533,1.58882363
-5.67583792,3.79862992,2.05929201,0.74989323,0.00898066,0.96522194,0.98471423,0.24926246,0.06236984,1.62714402
-5.66983492,3.86878569,2.09484956,0.75815242,0.00871678,0.97973217,0.99553806,0.26009722,0.06531567,1.66405950
-5.66383192,3.93213830,2.12436135,0.76361417,0.00844408,0.99106753,1.00481678,0.27103877,0.06821678,1.69943668
-5.65782891,3.98837370,2.14758488,0.76616387,0.00816654,0.99908029,1.01263072,0.28201515,0.07104760,1.73318163
-5.65182591,4.03733484,2.16442443,0.76575713,0.00788818,1.00369653,1.01909798,0.29295202,0.07378351,1.76523633
-5.64582291,4.07901498,2.17492895,0.76241840,0.00761306,1.00491581,1.02437122,0.30377360,0.07640125,1.79557500
-5.63981991,4.11354862,2.17928670,0.75623807,0.00734508,1.00280930,1.02863356,0.31440384,0.07887936,1.82420016
-5.63381691,4.14120001,2.17781636,0.74736780,0.00708799,0.99751610,1.03209381,0.32476755,0.08119846,1.85113852
-5.62781391,4.16234914,2.17095470,0.73601443,0.00684533,0.98923795,1.03498099,0.33479172,0.08334160,1.87643661
-5.62181091,4.17747539,2.15924111,0.72243242,0.00662034,0.97823239,1.03753820,0.34440672,0.08529437,1.90015624
-5.61580790,4.18713923,2.14329930,0.70691521,0.00641601,0.96480447,1.04001605,0.35354748,0.08704504,1.92236987
-5.60980490,4.19196248,2.12381673,0.68978573,0.00623502,0.94929741,1.04266588,0.36215456,0.08858451,1.94315605
-5.60380190,4.19260769,2.10152245,0.67138639,0.00607970,0.93208238,1.04573301,0.37017513,0.08990626,1.96259510
-5.59779890,4.18975762,2.07716411,0.65206895,0.00595213,0.91354781,1.04945035,0.37756384,0.09100621,1.98076530
-5.59179590,4.18409548,2.05148501,0.63218470,0.00585401,0.89408864,1.05403260,0.38428355,0.09188247,1.99773980
-5.58579290,4.17628693,2.02520212,0.61207509,0.00578676,0.87409590,1.05967142,0.39030607,0.09253518,2.01358446
-5.57978989,4.16696442,1.99898566,0.59206346,0.00575147,0.85394691,1.06653177,0.39561279,0.09296624,2.02835685
-5.57378689,4.15671482,1.97344142,0.57244781,0.00574891,0.83399655,1.07474955,0.40019527,0.09317918,2.04210645
-5.56778389,4.14607040,1.94909596,0.55349504,0.00577953,0.81456982,1.08443067,0.40405581,0.09317895,2.05487612
-5.56178089,4.13550362,1.92638562,0.53543668,0.00584345,0.79595584,1.09565157,0.40720806,0.09297188,2.06670479
-5.55577789,4.12542567,1.90564934,0.51846609,0.00594049,0.77840350,1.10846096,0.40967749,0.09256563,2.07763109
-5.54977489,4.11618820,1.88712551,0.50273729,0.00607011,0.76211873,1.12288274,0.41150194,0.09196928,2.08769776
-5.54377189,4.10808805,1.87095277,0.48836503,0.00623147,0.74726339,1.13891967,0.41273188,0.09119335,2.09695642
-5.53776888,4.10137390,1.85717440,0.47542619,0.00642340,0.73395555,1.15655753,0.41343073,0.09025003,2.10547222
-5.53176588,4.09625420,1.84574601,0.46396213,0.00664440,0.72227107,1.17576931,0.41367478,0.08915326,2.11332810
-5.52576288,4.09290535,1.83654577,0.45398176,0.00689268,0.71224624,1.19651914,0.41355298,0.08791889,2.12062801
-5.51975988,4.09147929,1.82938676,0.44546519,0.00716613,0.70388116,1.21876546,0.41316630,0.08656480,2.12749889
-5.51375688,4.09210970,1.82403053,0.43836754,0.00746239,0.69714363,1.24246327,0.41262683,0.08511089,2.13409105
-5.50775388,4.09491617,1.82020133,0.43262286,0.00777884,0.69197328,1.26756511,0.41205643,0.08357908,2.14057670
-5.50175088,4.10000602,1.81760030,0.42814789,0.00811261,0.68828577,1.29402079,0.41158505,0.08199310,2.14714673
-5.49574787,4.10747359,1.81591894,0.42484550,0.00846068,0.68597684,1.32177567,0.41134867,0.08037827,2.15400574
-5.48974487,4.11739721,1.81485159,0.42260780,0.00881986,0.68492601,1.35076793,0.41148696,0.07876104,2.16136563
-5.48374187,4.12983425,1.81410626,0.42131887,0.00918687,0.68500004,1.38092478,0.41214074,0.07716858,2.16943808
-5.47773887,4.14481485,1.81341385,0.42085702,0.00955839,0.68605590,1.41215812,0.41344926,0.07562819,2.17842650
-5.47173587,4.16233519,1.81253538,0.42109682,0.00993109,0.68794347,1.44436008,0.41554749,0.07416667,2.18851792
-5.46573287,4.18235115,1.81126743,0.42191077,0.01030174,0.69050791,1.47739889,0.41856346,0.07280967,2.19987548
-5.45972986,4.20477335,1.80944576,0.42317089,0.01066720,0.69359186,1.51111551,0.42261577,0.07158109,2.21263205
-5.45372686,4.22946425,1.80694737,0.42475023,0.01102453,0.69703753,1.54532168,0.42781136,0.07050244,2.22688548
-5.44772386,4.25623818,1.80369122,0.42652441,0.01137105,0.70068883,1.57979946,0.43424362,0.06959242,2.24269591
-5.44172086,4.28486465,1.79963783,0.42837329,0.01170431,0.70439358,1.61430286,0.44199080,0.06886642,2.26008534
-5.43571786,4.31507511,1.79478820,0.43018284,0.01202222,0.70800595,1.64856149,0.45111484,0.06833631,2.27903951
-5.42971486,4.34657318,1.78918217,0.43184718,0.01232303,0.71138910,1.68228631,0.46166051,0.06801028,2.29951208
-5.42371186,4.37904782,1.78289658,0.43327078,0.01260534,0.71441806,1.71517729,0.47365489,0.06789280,2.32143066
-5.41770885,4.41218879,1.77604344,0.43437090,0.01286812,0.71698285,1.74693260,0.48710703,0.06798479,2.34470437
-5.41170585,4.44570352,1.76876810,0.43507990,0.01311070,0.71899172,1.77725893,0.50200783,0.06828381,2.36923221
-5.40570285,4.47933417,1.76124781,0.43534773,0.01333271,0.72037437,1.80588225,0.51832993,0.06878436,2.39491169
-5.39969985,4.51287383,1.75369036,0.43514399,0.01353410,0.72108525,1.83255839,0.53602762,0.06947828,2.42164678
-5.39369685,4.54618052,1.74633305,0.43445992,0.01371503,0.72110643,1.85708264,0.55503666,0.07035507,2.44935476
-5.38769385,4.57918793,1.73944171,0.43330976,0.01387589,0.72045026,1.87929789,0.57527400,0.07140236,2.47797102
-5.38169085,4.61191209,1.73330978,0.43173170,0.01401717,0.71916136,1.89910037,0.59663731,0.07260617,2.50745157
-5.37568784,4.64445308,1.72825720,0.42978810,0.01413948,0.71731806,1.91644284,0.61900447,0.07395120,2.53777276
-5.36968484,4.67699161,1.72462900,0.42756501,0.01424344,0.71503295,1.93133463,0.64223296,0.07542111,2.56892816
-5.36368184,4.70978041,1.72279332,0.42517099,0.01432968,0.71245256,1.94383859,0.66615932,0.07699856,2.60092275
-5.35767884,4.74313078,1.72313885,0.42273517,0.01439881,0.70975610,1.95406498,0.69059878,0.07866532,2.63376464
-5.35167584,4.77739507,1.72607139,0.42040459,0.01445140,0.70715321,1.96216253,0.71534517,0.08040223,2.66745509
-5.34567284,4.81294612,1.73200947,0.41834102,0.01448798,0.70488073,1.96830736,0.74017140,0.08218917,2.70197728
-5.33966983,4.85015489,1.74137903,0.41671721,0.01450905,0.70319850,1.97269035,0.76483051,0.08400496,2.73728507
-5.33366683,4.88936767,1.75460704,0.41571284,0.01451515,0.70238438,1.97550369,0.78905752,0.08582726,2.77329231
-5.32766383,4.93088446,1.77211415,0.41551024,0.01450685,0.70272847,1.97692779,0.81257218,0.08763261,2.80986395
-5.32166083,4.97493976,1.79430648,0.41629006,0.01448483,0.70452677,1.97711905,0.83508268,0.08939638,2.84680965
-5.31565783,5.02168719,1.82156672,0.41822707,0.01444996,0.70807432,1.97619978,0.85629040,0.09109293,2.88388064
-5.30965483,5.07118873,1.85424464,0.42148615,0.01440332,0.71365820,1.97425058,0.87589549,0.09269582,2.92077040
-5.30365183,5.12340939,1.89264741,0.42621867,0.01434624,0.72155032,1.97130603,0.89360336,0.09417817,2.95711937
-5.29764882,5.17821756,1.93703000,0.43255932,0.01428041,0.73200039,1.96735388,0.90913184,0.09551307,2.99252369
-5.29164582,5.23539081,1.98758581,0.44062335,0.01420784,0.74522911,1.96233781,0.92221865,0.09667418,3.02654762
-5.28564282,5.29462673,2.04443821,0.45050445,0.01413091,0.76142191,1.95616364,0.93262908,0.09763633,3.05873912
-5.27963982,5.35555789,2.10763298,0.46227302,0.01405235,0.78072322,1.94870850,0.94016349,0.09837627,3.08864764
-5.27363682,5.41776968,2.17713224,0.47597499,0.01397526,0.80323160,1.93983242,0.94466417,0.09887334,3.11584321
-5.26763382,5.48081985,2.25281007,0.49163105,0.01390299,0.82899571,1.92939136,0.94602143,0.09911020,3.13993549
-5.26163082,5.54425808,2.33445009,0.50923616,0.01383913,0.85801139,1.91725097,0.94417841,0.09907347,3.16059178
-5.25562781,5.60764429,2.42174525,0.52875948,0.01378741,0.89021972,1.90329991,0.93913439,0.09875428,3.17755263
-5.24962481,5.67056440,2.51429996,0.55014440,0.01375163,0.92550644,1.88746195,0.93094645,0.09814869,3.19064421
-5.24362181,5.73264233,2.61163456,0.57330877,0.01373549,0.96370241,1.86970592,0.91972921,0.09725794,3.19978636
-5.23761881,5.79354766,2.71319222,0.59814533,0.01374254,1.00458543,1.85005284,0.90565261,0.09608853,3.20499597
-5.23161581,5.85299846,2.81834800,0.62452213,0.01377602,1.04788318,1.82857980,0.88893788,0.09465212,3.20638528
-5.22561281,5.91075932,2.92642000,0.65228320,0.01383876,1.09327745,1.80542027,0.86985166,0.09296523,3.20415514
-5.21960980,5.96663493,3.03668210,0.68124935,0.01393304,1.14040934,1.78076095,0.84869855,0.09104877,3.19858376
-5.21360680,6.02046007,3.14837803,0.71121917,0.01406053,1.18888556,1.75483527,0.82581242,0.08892741,3.19001136
-5.20760380,6.07208679,3.26073629,0.74197036,0.01422215,1.23828550,1.72791411,0.80154675,0.08662883,3.17882183
-5.20160080,6.12137034,3.37298515,0.77326143,0.01441802,1.28816903,1.70029445,0.77626450,0.08418289,3.16542254
-5.19559780,6.16815480,3.48436753,0.80483391,0.01464741,1.33808483,1.67228646,0.75032783,0.08162072,3.15022325
-5.18959480,6.21225995,3.59415478,0.83641497,0.01490869,1.38757890,1.64420021,0.72408812,0.07897385,3.13361568
-5.18359180,6.25347054,3.70165909,0.86772073,0.01519934,1.43620319,1.61633254,0.69787681,0.07627335,3.11595471
-5.17758879,6.29152889,3.80624384,0.89846015,0.01551592,1.48352399,1.58895515,0.67199718,0.07354901,3.09754240
-5.17158579,6.32613154,3.90733149,0.92833937,0.01585417,1.52912989,1.56230430,0.64671761,0.07082869,3.07861563
-5.16558279,6.35693045,4.00440872,0.95706678,0.01620904,1.57263897,1.53657293,0.62226642,0.06813768,3.05933796
-5.15957979,6.38353867,4.09702859,0.98435831,0.01657476,1.61370514,1.51190534,0.59882838,0.06549834,3.03979616
-5.15357679,6.40554030,4.18480960,1.00994313,0.01694501,1.65202333,1.48839470,0.57654312,0.06292975,3.02000139
-5.14757379,6.42250407,4.26743196,1.03356943,0.01731299,1.68733337,1.46608335,0.55550521,0.06044760,2.99989486
-5.14157079,6.43399982,4.34463110,1.05501011,0.01767163,1.71942253,1.44496558,0.53576590,0.05806416,2.97935737
-5.13556778,6.43961663,4.41618905,1.07406815,0.01801369,1.74812660,1.42499272,0.51733638,0.05578839,2.95822233
-5.12956478,6.43898179,4.48192423,1.09058154,0.01833202,1.77332952,1.40607988,0.50019218,0.05362615,2.93629100
-5.12356178,6.43177922,4.54168029,1.10442740,0.01861966,1.79496180,1.38811397,0.48427859,0.05158050,2.91334945
-5.11755878,6.41776641,4.59531479,1.11552524,0.01887010,1.81299755,1.37096235,0.46951663,0.04965204,2.88918580
-5.11155578,6.39678883,4.64268868,1.12383910,0.01907739,1.82745070,1.35448153,0.45580947,0.04783930,2.86360717
-5.10555278,6.36879128,4.68365716,1.12937858,0.01923636,1.83837038,1.33852557,0.44304881,0.04613914,2.83645513
-5.09954977,6.33382540,4.71806281,1.13219848,0.01934274,1.84583587,1.32295363,0.43112101,0.04454716,2.80761901
-5.09354677,6.29205322,4.74573162,1.13239734,0.01939331,1.84995135,1.30763637,0.41991281,0.04305804,2.77704643
-5.08754377,6.24374667,4.76647230,1.13011461,0.01938598,1.85084084,1.29246105,0.40931635,0.04166595,2.74475055
-5.08154077,6.18928319,4.78007921,1.12552673,0.01931988,1.84864347,1.27733518,0.39923331,0.04036483,2.71081381
-5.07553777,6.12913780,4.78633893,1.11884221,0.01919535,1.84350939,1.26218869,0.38957823,0.03914863,2.67538803
-5.06953477,6.06387204,4.78504021,1.11029586,0.01901399,1.83559649,1.24697473,0.38028079,0.03801161,2.63869100
-5.06353177,5.99412038,4.77598689,1.10014238,0.01877857,1.82506790,1.23166919,0.37128715,0.03694845,2.60099988
-5.05752876,5.92057466,4.75901312,1.08864952,0.01849295,1.81209051,1.21626921,0.36256037,0.03595440,2.56264159
-5.05152576,5.84396710,4.73399985,1.07609106,0.01816199,1.79683415,1.20079072,0.35407994,0.03502540,2.52398089
-5.04552276,5.76505244,4.70089174,1.06273971,0.01779135,1.77947160,1.18526542,0.34584056,0.03415807,2.48540665
-5.03951976,5.68458974,4.65971319,1.04886037,0.01738733,1.76017894,1.16973722,0.33785034,0.03334976,2.44731687
-5.03351676,5.60332418,4.61058246,1.03470363,0.01695669,1.73913627,1.15425843,0.33012842,0.03259850,2.41010316
-5.02751376,5.52196927,4.55372275,1.02049993,0.01650638,1.71652829,1.13888579,0.32270233,0.03190296,2.37413528
-5.02151076,5.44118992,4.48946936,1.00645440,0.01604338,1.69254470,1.12367654,0.31560505,0.03126229,2.33974639
-5.01550775,5.36158656,4.41827207,0.99274252,0.01557444,1.66738009,1.10868464,0.30887207,0.03067610,2.30721958
-5.00950475,5.28368077,4.34069257,0.97950675,0.01510589,1.64123312,1.09395713,0.30253849,0.03014421,2.27677616
-5.00350175,5.20790274,4.25739649,0.96685408,0.01464345,1.61430505,1.07953094,0.29663634,0.02966657,2.24856627
-4.99749875,5.13458098,4.16914047,0.95485471,0.01419208,1.58679745,1.06543003,0.29119215,0.02924305,2.22266210
-4.99149575,5.06393480,4.07675479,0.94354186,0.01375586,1.55890929,1.05166307,0.28622498,0.02887328,2.19905411
-4.98549275,4.99606982,3.98112225,0.93291265,0.01333789,1.53083352,1.03822178,0.28174488,0.02855648,2.17765036
-4.97948974,4.93097722,3.88315467,0.92293011,0.01294024,1.50275338,1.02507993,0.27775192,0.02829134,2.15827921
-4.97348674,4.86853691,3.78376804,0.91352636,0.01256398,1.47483873,1.01219317,0.27423575,0.02807586,2.14069520
-4.96748374,4.80852504,3.68385793,0.90460674,0.01220918,1.44724283,0.99949972,0.27117575,0.02790731,2.12458818
-4.96148074,4.75062590,3.58427639,0.89605502,0.01187500,1.42009963,0.98692199,0.26854181,0.02778216,2.10959525
-4.95547774,4.69444836,3.48581172,0.88773933,0.01155983,1.39352208,0.97436913,0.26629557,0.02769612,2.09531541
-4.94947474,4.63954632,3.38917226,0.87951884,0.01126135,1.36760159,0.96174045,0.26439219,0.02764420,2.08132619
-4.94347174,4.58544288,3.29497487,0.87125093,0.01097677,1.34240871,0.94892970,0.26278258,0.02762080,2.06720192
-4.93746873,4.53165740,3.20373885,0.86279851,0.01070295,1.31799513,0.93582993,0.26141584,0.02761995,2.05253277
-4.93146573,4.47773426,3.11588528,0.85403741,0.01043660,1.29439686,0.92233890,0.26024201,0.02763546,2.03694406
-4.92546273,4.42327237,3.03174161,0.84486346,0.01017446,1.27163842,0.90836467,0.25921487,0.02766121,2.02011487
-4.91945973,4.36795380,2.95155104,0.83519886,0.00991342,1.24973772,0.89383108,0.25829462,0.02769145,2.00179527
-4.91345673,4.31157015,2.87548567,0.82499784,0.00965072,1.22871122,0.87868296,0.25745053,0.02772102,1.98182151
-4.90745373,4.25404519,2.80366240,0.81425100,0.00938406,1.20857911,0.86289056,0.25666310,0.02774569,1.96012823
-4.90145073,4.19545236,2.73616034,0.80298839,0.00911167,1.18936984,0.84645309,0.25592592,0.02776238,1.93675737
-4.89544772,4.13602596,2.67303838,0.79128098,0.00883243,1.17112379,0.82940100,0.25524691,0.02776934,1.91186313
-4.88944472,4.07616506,2.61435155,0.77924049,0.00854585,1.15389560,0.81179684,0.25464897,0.02776634,1.88571267
-4.88344172,4.01642963,2.56016520,0.76701754,0.00825213,1.13775498,0.79373463,0.25416995,0.02775469,1.85868246
-4.87743872,3.95752858,2.51056586,0.75479811,0.00795213,1.12278582,0.77533757,0.25386186,0.02773725,1.83125029
-4.87143572,3.90030015,2.46566814,0.74279847,0.00764729,1.10908354,0.75675433,0.25378944,0.02771832,1.80398307
-4.86543272,3.84568508,2.42561741,0.73125880,0.00733960,1.09675084,0.73815389,0.25402805,0.02770343,1.77752097
-4.85942971,3.79469391,2.39058790,0.72043570,0.00703154,1.08589215,0.71971924,0.25466089,0.02769907,1.75255827
-4.85342671,3.74836959,2.36077687,0.71059390,0.00672591,1.07660699,0.70164031,0.25577585,0.02771237,1.72982175
-4.84742371,3.70774731,2.33639496,0.70199758,0.00642581,1.06898286,0.68410633,0.25746187,0.02775065,1.71004740
-4.84142071,3.67381323,2.31765382,0.69490158,0.00613451,1.06308806,0.66729816,0.25980518,0.02782101,1.69395622
-4.83541771,3.64746426,2.30475167,0.68954287,0.00585534,1.05896495,0.65138097,0.26288537,0.02792989,1.68223009
-4.82941471,3.62947060,2.29785802,0.68613262,0.00559160,1.05662432,0.63649757,0.26677165,0.02808260,1.67548867
-4.82341171,3.62044294,2.29709839,0.68484911,0.00534653,1.05604104,0.62276290,0.27151933,0.02828299,1.67426791
-4.81740870,3.62080562,2.30254003,0.68583178,0.00512318,1.05715160,0.61025982,0.27716671,0.02853308,1.67900117
-4.81140570,3.63077707,2.31417954,0.68917646,0.00492438,1.05985359,0.59903651,0.28373250,0.02883285,1.69000343
-4.80540270,3.65035818,2.33193300,0.69493208,0.00475272,1.06400724,0.58910554,0.29121398,0.02918010,1.70745910
-4.79939970,3.67932886,2.35562900,0.70309865,0.00461051,1.06943908,0.58044475,0.29958575,0.02957045,1.73141370
-4.79339670,3.71725279,2.38500498,0.71362663,0.00449973,1.07594726,0.57299964,0.30879941,0.02999745,1.76176975
-4.78739370,3.76348983,2.41970680,0.72641764,0.00442208,1.08330852,0.56668732,0.31878395,0.03045282,1.79828665
-4.78139070,3.81721513,2.45929148,0.74132625,0.00437893,1.09128615,0.56140163,0.32944693,0.03092680,1.84058461
-4.77538769,3.87744390,2.50323288,0.75816287,0.00437135,1.09963853,0.55701918,0.34067646,0.03140859,1.88815230
-4.76938469,3.94306062,2.55092987,0.77669750,0.00440006,1.10812777,0.55340594,0.35234377,0.03188685,1.94035798
-4.76338169,4.01285111,2.60171677,0.79666417,0.00446551,1.11652800,0.55042392,0.36430636,0.03235031,1.99646362
-4.75737869,4.08553632,2.65487549,0.81776612,0.00456782,1.12463269,0.54793772,0.37641164,0.03278833,2.05564160
-4.75137569,4.15980638,2.70964918,0.83968139,0.00470676,1.13226087,0.54582055,0.38850086,0.03319145,2.11699356
-4.74537269,4.23435403,2.76525699,0.86206890,0.00488179,1.13926185,0.54395939,0.40041329,0.03355196,2.17957100
-4.73936968,4.30790634,2.82090982,0.88457496,0.00509201,1.14551839,0.54225915,0.41199040,0.03386433,2.24239700
-4.73336668,4.37925433,2.87582684,0.90684006,0.00533620,1.15094829,0.54064569,0.42308013,0.03412555,2.30448888
-4.72736368,4.44727981,2.92925278,0.92850602,0.00561273,1.15550460,0.53906761,0.43354086,0.03433545,2.36488112
-4.72136068,4.51097955,2.98047588,0.94922350,0.00591965,1.15917457,0.53749691,0.44324525,0.03449672,2.42264836
-4.71535768,4.56948648,3.02884632,0.96865965,0.00625466,1.16197769,0.53592855,0.45208367,0.03461499,2.47692787
-4.70935468,4.62208815,3.07379521,0.98650596,0.00661511,1.16396321,0.53437911,0.45996724,0.03469864,2.52694114
-4.70335168,4.66824237,3.11485370,1.00248619,0.00699812,1.16520742,0.53288480,0.46683036,0.03475855,2.57201410
-4.69734867,4.70759027,3.15167184,1.01636403,0.00740058,1.16581102,0.53149887,0.47263274,0.03480775,2.61159545
-4.69134567,4.73996642,3.18403680,1.02795055,0.00781923,1.16589681,0.53028887,0.47736076,0.03486092,2.64527247
-4.68534267,4.76540606,3.21188959,1.03711086,0.00825081,1.16560793,0.52933373,0.48102829,0.03493392,2.67278385
-4.67933967,4.78414885,3.23533948,1.04376989,0.00869213,1.16510665,0.52872087,0.48367669,0.03504316,2.69402881
-4.67333667,4.79663870,3.25467526,1.04791685,0.00914018,1.16457355,0.52854357,0.48537424,0.03520500,2.70907205
-4.66733367,4.80351893,3.27037202,1.04960805,0.00959231,1.16420719,0.52889836,0.48621473,0.03543520,2.71814383
-4.66133067,4.80562215,3.28309279,1.04896784,0.01004631,1.16422362,0.52988275,0.48631532,0.03574825,2.72163489
-4.65532766,4.80395405,3.29368361,1.04618724,0.01050053,1.16485572,0.53159285,0.48581367,0.03615686,2.72008583
-4.64932466,4.79967054,3.30316159,1.04152026,0.01095399,1.16635183,0.53412121,0.48486434,0.03667141,2.71417087
-4.64332166,4.79404794,3.31269508,1.03527763,0.01140639,1.16897324,0.53755433,0.48363444,0.03729951,2.70467607
