energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,V_p_up,V_d_up,W_p_up,W_d_up
-5.44172086,8.64485766,0.01340435,1.35864427,0.01318461,3.93758947,1.75192090,0.71469201,4.91677515,1.61816920
-5.43571786,8.89011578,0.01378017,1.41516161,0.01437848,4.01833691,1.78194699,0.73997673,5.01926042,1.68422372
-5.42971486,9.13255245,0.01423050,1.46955336,0.01573061,4.09920385,1.81116707,0.76589255,5.10937698,1.75048518
-5.42371186,9.36996369,0.01476064,1.52119899,0.01724830,4.17958846,1.83932307,0.79227482,5.18591515,1.81631212
-5.41770885,9.60007062,0.01537481,1.56949969,0.01893650,4.25883100,1.86611247,0.81895176,5.24781040,1.88103352
-5.41170585,9.82054400,0.01607584,1.61389045,0.02079723,4.33621427,1.89119290,0.84574333,5.29416273,1.94395898
-5.40570285,10.02903144,0.01686488,1.65385168,0.02282909,4.41096580,1.91418905,0.87245965,5.32425311,2.00438985
-5.39969985,10.22318669,0.01774116,1.68892017,0.02502679,4.48226175,1.93470152,0.89889940,5.33755652,2.06163119
-5.39369685,10.40070050,0.01870171,1.71869882,0.02738080,4.54923276,1.95231718,0.92484825,5.33375109,2.11500411
-5.38769385,10.55933242,0.01974126,1.74286486,0.02987697,4.61097182,1.96662055,0.95007771,5.31272317,2.16385817
-5.38169085,10.69694339,0.02085201,1.76117646,0.03249643,4.66654436,1.97720582,0.97434460,5.27456813,2.20758342
-5.37568784,10.81152871,0.02202367,1.77347718,0.03521551,4.71500079,1.98368891,0.99739147,5.21958707,2.24562193
-5.36968484,10.90125107,0.02324341,1.77969848,0.03800588,4.75539152,1.98571908,1.01894808,5.14827968,2.27747837
-5.36368184,10.96447340,0.02449605,1.77985992,0.04083483,4.78678435,1.98298990,1.03873431,5.06133359,2.30272945
-5.35767884,10.99979121,0.02576416,1.77406725,0.04366580,4.80828435,1.97524892,1.05646434,4.95961077,2.32103195
-5.35167584,11.00606373,0.02702848,1.76250836,0.04645896,4.81905560,1.96230593,1.07185222,4.84413140,2.33212923
-5.34567284,10.98244343,0.02826823,1.74544741,0.04917213,4.81834450,1.94403948,1.08461875,4.71605592,2.33585600
-5.33966983,10.92840294,0.02946161,1.72321709,0.05176168,4.80550389,1.92040158,1.09449931,4.57666562,2.33214131
-5.33366683,10.84375853,0.03058635,1.69620963,0.05418366,4.78001708,1.89142029,1.10125254,4.42734241,2.32100957
-5.32766383,10.72868912,0.03162030,1.66486660,0.05639497,4.74152085,1.85720043,1.10466928,4.26954815,2.30257978
-5.32166083,10.58374972,0.03254204,1.62966802,0.05835458,4.68982643,1.81792218,1.10458151,4.10480388,2.27706279
-5.31565783,10.40987829,0.03333150,1.59112107,0.06002474,4.62493713,1.77383779,1.10087074,3.93466924,2.24475685
-5.30965483,10.20839502,0.03397063,1.54974878,0.06137212,4.54706187,1.72526657,1.09347543,3.76072234,2.20604140
-5.30365183,9.98099344,0.03444389,1.50607913,0.06236890,4.45662344,1.67258818,1.08239689,3.58454012,2.16136944
-5.29764882,9.72972270,0.03473878,1.46063474,0.06299359,4.35426089,1.61623465,1.06770357,3.40767940,2.11125850
-5.29164582,9.45696098,0.03484624,1.41392359,0.06323181,4.24082541,1.55668124,1.04953301,3.23165873,2.05628067
-5.28564282,9.16538018,0.03476097,1.36643088,0.06307672,4.11736959,1.49443651,1.02809164,3.05794094,1.99705182
-5.27963982,8.85790255,0.03448157,1.31861230,0.06252927,3.98513001,1.43003193,1.00365216,2.88791671,1.93422025
-5.27363682,8.53765003,0.03401058,1.27088879,0.06159819,3.84550361,1.36401119,0.97654840,2.72288906,1.86845535
-5.26763382,8.20788786,0.03335445,1.22364276,0.06029969,3.70001839,1.29691976,0.94716810,2.56405901,1.80043618
-5.26163082,7.87196375,0.03252329,1.17721597,0.05865695,3.55029958,1.22929477,0.91594357,2.41251258,1.73084062
-5.25562781,7.53324464,0.03153051,1.13190871,0.05669938,3.39803223,1.16165565,0.88334073,2.26920921,1.66033505
-5.24962481,7.19505286,0.03039248,1.08798037,0.05446170,3.24492158,1.09449566,0.84984683,2.13497201,1.58956502
-5.24362181,6.86060372,0.02912793,1.04565124,0.05198286,3.09265280,1.02827454,0.81595748,2.01047985,1.51914692
-5.23761881,6.53294646,0.02775742,1.00510510,0.04930490,2.94285130,0.96341247,0.78216332,1.89626176,1.44966088
-5.23161581,6.21491043,0.02630276,0.96649275,0.04647171,2.79704526,0.90028534,0.74893697,1.79269373,1.38164501
-5.22561281,5.90905816,0.02478632,0.92993596,0.04352781,2.65663157,0.83922150,0.71672068,1.69999817,1.31559088
-5.21960980,5.61764662,0.02323050,0.89553179,0.04051719,2.52284643,0.78049983,0.68591519,1.61824618,1.25194048
-5.21360680,5.34259796,0.02165712,0.86335707,0.03748224,2.39674150,0.72434925,0.65687017,1.54736288,1.19108442
-5.20760380,5.08548025,0.02008694,0.83347280,0.03446280,2.27916655,0.67094942,0.62987662,1.48713568,1.13336138
-5.20160080,4.84749891,0.01853919,0.80592847,0.03149530,2.17075885,0.62043260,0.60516140,1.43722556,1.07905880
-5.19559780,4.62949864,0.01703125,0.78076603,0.02861221,2.07193974,0.57288651,0.58288414,1.39718138,1.02841458
-5.18959480,4.43197579,0.01557837,0.75802357,0.02584152,1.98291822,0.52835797,0.56313653,1.36645675,0.98161973
-5.18359180,4.25510031,0.01419350,0.73773859,0.02320650,1.90370143,0.48685719,0.54594397,1.34442939,0.93882186
-5.17758879,4.09874657,0.01288725,0.71995081,0.02072564,1.83411127,0.44836258,0.53126949,1.33042241,0.90012930
-5.17158579,3.96253165,0.01166785,0.70470459,0.01841265,1.77380660,0.41282578,0.51901968,1.32372700,0.86561578
-5.16558279,3.84585962,0.01054132,0.69205081,0.01627676,1.72231005,0.38017693,0.50905236,1.32362591,0.83532545
-5.15957979,3.74797033,0.00951158,0.68204828,0.01432301,1.67903836,0.35032982,0.50118571,1.32941693,0.80927818
-5.15357679,3.66799062,0.00858071,0.67476463,0.01255269,1.64333504,0.32318706,0.49520839,1.34043558,0.78747480
-5.14757379,3.60498624,0.00774917,0.67027669,0.01096389,1.61450421,0.29864492,0.49089021,1.35607622,0.76990235
-5.14157079,3.55801253,0.00701616,0.66867020,0.00955201,1.59184423,0.27659783,0.48799307,1.37581063,0.75653894
-5.13556778,3.52616192,0.00637986,0.67003899,0.00831033,1.57468006,0.25694251,0.48628153,1.39920331,0.74735828
-5.12956478,3.50860656,0.00583777,0.67448343,0.00723065,1.56239302,0.23958165,0.48553280,1.42592283,0.74233353
-5.12356178,3.50463463,0.00538698,0.68210829,0.00630376,1.55444699,0.22442697,0.48554561,1.45574856,0.74144050
-5.11755878,3.51367891,0.00502444,0.69301993,0.00551998,1.55041022,0.21140179,0.48614780,1.48857247,0.74466004
-5.11155578,3.53533686,0.00474718,0.70732286,0.00486968,1.54997188,0.20044297,0.48720225,1.52439582,0.75197950
-5.10555278,3.56938154,0.00455250,0.72511593,0.00434362,1.55295297,0.19150222,0.48861102,1.56332077,0.76339332
-5.09954977,3.61576330,0.00443807,0.74648804,0.00393332,1.55931131,0.18454686,0.49031769,1.60553730,0.77890270
-5.09354677,3.67460255,0.00440208,0.77151382,0.00363139,1.56914052,0.17955989,0.49230769,1.65130611,0.79851445
-5.08754377,3.74617422,0.00444320,0.80024929,0.00343169,1.58266322,0.17653954,0.49460687,1.70093813,0.82223909
-5.08154077,3.83088499,0.00456062,0.83272799,0.00332952,1.60021884,0.17549820,0.49727834,1.75477195,0.85008836
-5.07553777,3.92924464,0.00475397,0.86895760,0.00332169,1.62224670,0.17646087,0.50041783,1.81315012,0.88207232
-5.06953477,4.04183305,0.00502318,0.90891752,0.00340659,1.64926506,0.17946321,0.50414781,1.87639569,0.91819619
-5.06353177,4.16926453,0.00536843,0.95255750,0.00358413,1.68184716,0.18454907,0.50861066,1.94479019,0.95845716
-5.05752876,4.31215103,0.00578991,0.99979751,0.00385570,1.72059501,0.19176775,0.51396122,2.01855415,1.00284132
-5.05152576,4.47106594,0.00628766,1.05052895,0.00422403,1.76611226,0.20117102,0.52035907,2.09783119,1.05132080
-5.04552276,4.64650964,0.00686144,1.10461708,0.00469301,1.81897677,0.21280989,0.52796079,2.18267625,1.10385127
-5.03951976,4.83887795,0.00751045,1.16190460,0.00526750,1.87971415,0.22673122,0.53691257,2.27304852,1.16036985
-5.03351676,5.04843406,0.00823325,1.22221602,0.00595306,1.94877277,0.24297432,0.54734336,2.36880900,1.22079324
-5.02751376,5.27528429,0.00902751,1.28536246,0.00675564,2.02650117,0.26156740,0.55935880,2.46972238,1.28501614
-5.02151076,5.51935749,0.00988997,1.35114640,0.00768131,2.11312824,0.28252410,0.57303606,2.57546272,1.35290966
-5.01550775,5.78038775,0.01081626,1.41936582,0.00873586,2.20874655,0.30584003,0.58841978,2.68562190,1.42431965
-5.00950475,6.05789964,0.01180089,1.48981709,0.00992447,2.31329907,0.33148932,0.60551895,2.79971978,1.49906457
-5.00350175,6.35119517,0.01283716,1.56229626,0.01125131,2.42656921,0.35942129,0.62430493,2.91721483,1.57693277
-4.99749875,6.65934160,0.01391725,1.63659805,0.01271918,2.54817424,0.38955727,0.64471046,3.03751399,1.65767900
-4.99149575,6.98115941,0.01503218,1.71251243,0.01432917,2.67756183,0.42178756,0.66662956,3.15998061,1.74102005
-4.98549275,7.31520996,0.01617198,1.78981849,0.01608032,2.81400957,0.45596863,0.68991827,3.28393970,1.82662946
-4.97948974,7.65978280,0.01732574,1.86827584,0.01796933,2.95662724,0.49192067,0.71439607,3.40867969,1.91413149
-4.97348674,8.01288304,0.01848183,1.94761370,0.01999038,3.10436175,0.52942558,0.73984800,3.53345078,2.00309463
-4.96748374,8.37221976,0.01962802,2.02751844,0.02213492,3.25600460,0.56822561,0.76602717,3.65745988,2.09302500
-4.96148074,8.73519705,0.02075171,2.10762018,0.02439166,3.41020200,0.60802263,0.79265790,3.77986302,2.18336024
-4.95547774,9.09890942,0.02184016,2.18747959,0.02674658,3.56546761,0.64847849,0.81943916,3.89975619,2.27346463
-4.94947474,9.46014414,0.02288067,2.26657601,0.02918304,3.72019825,0.68921638,0.84604860,4.01616604,2.36262606
-4.94347174,9.81539274,0.02386087,2.34429797,0.03168200,3.87269272,0.72982350,0.87214693,4.12804203,2.45005571
-4.93746873,10.16087421,0.02476890,2.41993748,0.03422233,4.02117405,0.76985521,0.89738290,4.23425180,2.53489110
-4.93146573,10.49257187,0.02559367,2.49268895,0.03678122,4.16381536,0.80884064,0.92139879,4.33358128,2.61620322
-4.92546273,10.80628552,0.02632506,2.56165372,0.03933463,4.29876934,0.84628987,0.94383650,4.42474102,2.69300813
-4.91945973,11.09769952,0.02695411,2.62585074,0.04185775,4.42420134,0.88170267,0.96434420,4.50637965,2.76428317
-4.91345673,11.36246668,0.02747319,2.68423359,0.04432558,4.53832567,0.91457861,0.98258353,4.57710525,2.82898793
-4.90745373,11.59630645,0.02787619,2.73571362,0.04671344,4.63944453,0.94442831,0.99823730,4.63551430,2.88608935
-4.90145073,11.79511512,0.02815859,2.77918868,0.04899748,4.72598864,0.97078563,1.01101732,4.68022785,2.93459046
-4.89544772,11.95508430,0.02831758,2.81357643,0.05115511,4.79655845,0.99322027,1.02067252,4.70993359,2.97356164
-4.88944472,12.07282318,0.02835213,2.83785072,0.05316543,4.84996446,1.01135042,1.02699669,4.72343193,3.00217322
-4.88344172,12.14547940,0.02826294,2.85107961,0.05500957,4.88526511,1.02485490,1.02983577,4.71968413,3.01972787
-4.87743872,12.17085260,0.02805251,2.85246302,0.05667085,4.90180056,1.03348430,1.02909427,4.69785970,3.02569133
-4.87143572,12.14749507,0.02772500,2.84136814,0.05813500,4.89922063,1.03707063,1.02474049,4.65738059,3.01971977
-4.86543272,12.07479386,0.02728617,2.81736065,0.05939020,4.87750553,1.03553489,1.01681013,4.59795947,3.00168226
-4.85942971,11.95302953,0.02674328,2.78023018,0.06042707,4.83697789,1.02889243,1.00540807,4.51962977,2.97167715
-4.85342671,11.78340780,0.02610486,2.73000835,0.06123860,4.77830531,1.01725545,0.99070817,4.42276550,2.93004108
-4.84742371,11.56806134,0.02538060,2.66697839,0.06182007,4.70249282,1.00083284,0.97295074,4.30808931,2.87735010
-4.84142071,11.31002099,0.02458109,2.59167575,0.06216895,4.61086527,0.97992703,0.95243791,4.17666811,2.81441239
-4.83541771,11.01315647,0.02371765,2.50487939,0.06228476,4.50504001,0.95492805,0.92952684,4.02989598,2.74225290
-4.82941471,10.68208910,0.02280212,2.40759415,0.06216900,4.38689096,0.92630514,0.90462107,3.86946503,2.66209024
-4.82341171,10.32207966,0.02184662,2.30102493,0.06182513,4.25850520,0.89459594,0.87816022,3.69732544,2.57530681
-4.81740870,9.93889634,0.02086336,2.18654388,0.06125856,4.12213405,0.86039400,0.85060859,3.51563634,2.48341350
-4.81140570,9.53866831,0.01986446,2.06565214,0.06047669,3.98014040,0.82433489,0.82244306,3.32670988,2.38801040
-4.80540270,9.12773104,0.01886182,1.93993783,0.05948904,3.83494447,0.78708146,0.79414079,3.13295098,2.29074508
-4.79939970,8.71246979,0.01786691,1.81103217,0.05830737,3.68896991,0.74930886,0.76616727,2.93679534,2.19327039
-4.79339670,8.29916728,0.01689071,1.68056575,0.05694580,3.54459243,0.71168961,0.73896524,2.74064842,2.09720326
-4.78739370,7.89386121,0.01594360,1.55012655,0.05542103,3.40409221,0.67487942,0.71294489,2.54682775,2.00408610
-4.78139070,7.50221622,0.01503528,1.42122155,0.05375238,3.26961184,0.63950385,0.68847560,2.35751079,1.91535208
-4.77538769,7.12941398,0.01417473,1.29524308,0.05196190,3.14312035,0.60614631,0.66587964,2.17468989,1.83229534
-4.76938469,6.78006369,0.01337016,1.17344113,0.05007433,3.02638414,0.57533748,0.64542784,2.00013575,1.75604675
-4.76338169,6.45813435,0.01262897,1.05690214,0.04811703,2.92094460,0.54754636,0.62733715,1.83537004,1.68755565
-4.75737869,6.16690867,0.01195775,0.94653471,0.04611970,2.82810244,0.52317287,0.61177022,1.68164737,1.62757758
-4.75137569,5.90895747,0.01136224,0.84306210,0.04411409,2.74890790,0.50254219,0.59883651,1.53994641,1.57666766
-4.74537269,5.68613286,0.01084731,0.74702125,0.04213351,2.68415609,0.48590059,0.58859482,1.41096948,1.53517929
-4.73936968,5.49957749,0.01041693,0.65876766,0.04021224,2.63438668,0.47341283,0.58105681,1.29514979,1.50326729
-4.73336668,5.34974704,0.01007418,0.57848529,0.03838487,2.59988670,0.46516100,0.57619112,1.19266491,1.48089495
-4.72736368,5.23644307,0.00982114,0.50620065,0.03668548,2.58069579,0.46114464,0.57392781,1.10345539,1.46784398
-4.72136068,5.15885323,0.00965896,0.44179984,0.03514682,2.57661305,0.46128232,0.57416267,1.02724718,1.46372677
-4.71535768,5.11559656,0.00958776,0.38504773,0.03379944,2.58720497,0.46541427,0.57676117,0.96357638,1.46800019
-4.70935468,5.10477180,0.00960668,0.33560813,0.03267076,2.61181410,0.47330641,0.58156190,0.91181536,1.47998052
-4.70335168,5.12400737,0.00971383,0.29306415,0.03178428,2.64956853,0.48465541,0.58837937,0.87119925,1.49885899
-4.69734867,5.17051209,0.00990634,0.25693791,0.03115868,2.69939225,0.49909508,0.59700604,0.84085179,1.52371789
-4.69134567,5.24112666,0.01018040,0.22670906,0.03080721,2.76001682,0.51620372,0.60721391,0.81981021,1.55354703
-4.68534267,5.33237580,0.01053132,0.20183157,0.03073701,2.82999495,0.53551266,0.61875558,0.80704853,1.58726077
-4.67933967,5.44052184,0.01095365,0.18174855,0.03094872,2.90771647,0.55651573,0.63136510,0.80149924,1.62371553
-4.67333667,5.56162034,0.01144125,0.16590488,0.03143619,2.99142731,0.57867959,0.64475897,0.80207312,1.66172810
-4.66733367,5.69157855,0.01198749,0.15375769,0.03218638,3.07925213,0.60145469,0.65863740,0.80767732,1.70009486
-4.66133067,5.82621714,0.01258538,0.14478471,0.03317948,3.16922071,0.62428675,0.67268613,0.81723185,1.73761181
-4.65532766,5.96133564,0.01322776,0.13849063,0.03438925,3.25929840,0.64662837,0.68657920,0.82968453,1.77309558
-4.64932466,6.09278128,0.01390749,0.13441178,0.03578349,3.34742043,0.66795057,0.69998253,0.84402459,1.80540500
-4.64332166,6.21652078,0.01461765,0.13211927,0.03732483,3.43152974,0.68775392,0.71255878,0.85929501,1.83346312
