energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.89794897,1.31980736,0.01346387,0.02397741,0.69024937,0.27581983,0.00294361,0.91626928,0.23111342,0.09294836
-5.89194597,1.37473018,0.01324877,0.02542031,0.72615848,0.28179399,0.00293117,0.95644375,0.24147746,0.09785749
-5.88594297,1.43185646,0.01313905,0.02680384,0.76236765,0.28893420,0.00294295,0.99797822,0.25268451,0.10271825
-5.87993997,1.49017160,0.01312447,0.02810690,0.79826090,0.29711282,0.00297626,1.04015047,0.26450659,0.10745672
-5.87393697,1.54862221,0.01319245,0.02930942,0.83320122,0.30619257,0.00302799,1.08221195,0.27669177,0.11200066
-5.86793397,1.60615512,0.01332859,0.03039298,0.86654987,0.31603540,0.00309468,1.12341462,0.28897136,0.11628193
-5.86193097,1.66175781,0.01351716,0.03134149,0.89768667,0.32651150,0.00317263,1.16303878,0.30106775,0.12023887
-5.85592796,1.71449872,0.01374173,0.03214171,0.92603055,0.33750821,0.00325807,1.20042103,0.31270292,0.12381863
-5.84992496,1.76356603,0.01398568,0.03278383,0.95105981,0.34893816,0.00334721,1.23498114,0.32360719,0.12697930
-5.84392196,1.80830338,0.01423281,0.03326184,0.97233119,0.36074667,0.00343646,1.26624714,0.33352803,0.12969172
-5.83791896,1.84824121,0.01446789,0.03357385,0.98949729,0.37291764,0.00352248,1.29387735,0.34223857,0.13194099
-5.83191596,1.88312241,0.01467714,0.03372224,1.00232142,0.38547804,0.00360235,1.31767870,0.34954561,0.13372759
-5.82591296,1.91292118,0.01484870,0.03371368,1.01068959,0.39850048,0.00367364,1.33762054,0.35529673,0.13506802
-5.81990995,1.93785438,0.01497303,0.03355896,1.01461893,0.41210378,0.00373453,1.35384325,0.35938631,0.13599492
-5.81390695,1.95838447,0.01504318,0.03327276,1.01426223,0.42645154,0.00378389,1.36666118,0.36176019,0.13655675
-5.80790395,1.97521412,0.01505502,0.03287322,1.00990838,0.44174845,0.00382135,1.37655990,0.36241885,0.13681690
-5.80190095,1.98927210,0.01500740,0.03238136,1.00197870,0.45823465,0.00384730,1.38418734,0.36141880,0.13685234
-5.79589795,2.00169104,0.01490208,0.03182047,0.99101892,0.47617806,0.00386295,1.39033935,0.35887228,0.13675179
-5.78989495,2.01377752,0.01474375,0.03121538,0.97768739,0.49586512,0.00387031,1.39593975,0.35494515,0.13661350
-5.78389195,2.02697536,0.01453978,0.03059167,0.96273956,0.51758993,0.00387212,1.40201572,0.34985300,0.13654265
-5.77788894,2.04282340,0.01429998,0.02997490,0.94700931,0.54164249,0.00387186,1.40966899,0.34385567,0.13664854
-5.77188594,2.06290896,0.01403626,0.02938978,0.93138773,0.56829613,0.00387357,1.42004394,0.33725025,0.13704158
-5.76588294,2.08881860,0.01376218,0.02885947,0.91679999,0.59779486,0.00388183,1.43429357,0.33036285,0.13783014
-5.75987994,2.12208772,0.01349248,0.02840487,0.90418085,0.63034089,0.00390158,1.45354433,0.32353935,0.13911752
-5.75387694,2.16415070,0.01324258,0.02804400,0.89444990,0.66608291,0.00393797,1.47886106,0.31713545,0.14099897
-5.74787394,2.21629319,0.01302800,0.02779155,0.88848684,0.70510566,0.00399624,1.51121304,0.31150633,0.14355888
-5.74187094,2.27960806,0.01286385,0.02765849,0.88710791,0.74742106,0.00408149,1.55144239,0.30699625,0.14686832
-5.73586793,2.35495652,0.01276425,0.02765183,0.89104380,0.79296145,0.00419855,1.60023555,0.30392834,0.15098289
-5.72986493,2.44293541,0.01274187,0.02777453,0.90091992,0.84157518,0.00435176,1.65809895,0.30259503,0.15594104
-5.72386193,2.54385196,0.01280740,0.02802553,0.91723933,0.89302474,0.00454483,1.72533947,0.30324920,0.16176277
-5.71785893,2.65770643,0.01296918,0.02839991,0.94036885,0.94698772,0.00478068,1.80205021,0.30609654,0.16844889
-5.71185593,2.78418328,0.01323287,0.02888918,0.97052865,1.00306039,0.00506125,1.88810202,0.31128909,0.17598075
-5.70585293,2.92265095,0.01360119,0.02948167,1.00778550,1.06076405,0.00538742,1.98314100,0.31892038,0.18432047
-5.69984992,3.07217015,0.01407376,0.03016299,1.05204981,1.11955379,0.00575888,2.08659174,0.32902210,0.19341162
-5.69384692,3.23151023,0.01464703,0.03091655,1.10307639,1.17882943,0.00617405,2.19766638,0.34156249,0.20318036
-5.68784392,3.39917300,0.01531436,0.03172420,1.16046898,1.23794827,0.00663010,2.31537901,0.35644645,0.21353696
-5.68184092,3.57342315,0.01606611,0.03256677,1.22368809,1.29623916,0.00712286,2.43856476,0.37351742,0.22437759
-5.67583792,3.75232420,0.01688991,0.03342471,1.29206219,1.35301734,0.00764695,2.56590321,0.39256087,0.23558646
-5.66983492,3.93377881,0.01777099,0.03427865,1.36480163,1.40759968,0.00819579,2.69594513,0.41330930,0.24703809
-5.66383192,4.11557227,0.01869256,0.03510993,1.44101502,1.45931954,0.00876177,2.82714187,0.43544876,0.25859968
-5.65782891,4.29541768,0.01963629,0.03590108,1.51972757,1.50754100,0.00933638,2.95787649,0.45862640,0.27013360
-5.65182591,4.47100179,0.02058286,0.03663624,1.59990094,1.55167180,0.00991039,3.08649575,0.48245914,0.28149982
-5.64582291,4.64003006,0.02151245,0.03730145,1.68045388,1.59117473,0.01047409,3.21134213,0.50654290,0.29255828
-5.63981991,4.80026993,0.02240534,0.03788486,1.76028348,1.62557708,0.01101756,3.33078511,0.53046237,0.30317119
-5.63381691,4.94959119,0.02324246,0.03837689,1.83828610,1.65447809,0.01153087,3.44325083,0.55380080,0.31320515
-5.62781391,5.08600273,0.02400587,0.03877029,1.91337779,1.67755407,0.01200438,3.54724966,0.57614969,0.32253310
-5.62181091,5.20768481,0.02467931,0.03906001,1.98451357,1.69456143,0.01242900,3.64140098,0.59711796,0.33103607
-5.61580790,5.31301652,0.02524852,0.03924316,2.05070521,1.70533757,0.01279645,3.72445481,0.61634042,0.33860479
-5.60980490,5.40059803,0.02570163,0.03931878,2.11103716,1.70979982,0.01309947,3.79531001,0.63348531,0.34514098
-5.60380190,5.46926750,0.02602940,0.03928762,2.16468030,1.70794270,0.01333203,3.85302876,0.64826060,0.35055855
-5.59779890,5.51811266,0.02622532,0.03915185,2.21090343,1.69983376,0.01348948,3.89684735,0.66041914,0.35478454
-5.59179590,5.54647736,0.02628575,0.03891478,2.24908228,1.68560835,0.01356869,3.92618330,0.66976224,0.35775983
-5.58579290,5.55396317,0.02620979,0.03858056,2.27870609,1.66546351,0.01356811,3.94063887,0.67614203,0.35943977
-5.57978989,5.54042669,0.02599923,0.03815391,2.29938177,1.63965142,0.01348777,3.94000134,0.67946229,0.35979448
-5.57378689,5.50597282,0.02565833,0.03763986,2.31083580,1.60847260,0.01332927,3.92424015,0.67967804,0.35880910
-5.56778389,5.45094469,0.02519356,0.03704356,2.31291405,1.57226913,0.01309570,3.89350148,0.67679389,0.35648376
-5.56178089,5.37591057,0.02461329,0.03637005,2.30557974,1.53141800,0.01279151,3.84810031,0.67086137,0.35283348
-5.55577789,5.28164848,0.02392746,0.03562421,2.28890971,1.48632482,0.01242232,3.78851066,0.66197538,0.34788779
-5.54977489,5.16912891,0.02314724,0.03481066,2.26308941,1.43741787,0.01199479,3.71535410,0.65026992,0.34169025
-5.54377189,5.03949601,0.02228468,0.03393375,2.22840676,1.38514266,0.01151635,3.62938704,0.63591343,0.33429776
-5.53776888,4.89404773,0.02135233,0.03299758,2.18524501,1.32995684,0.01099498,3.53148694,0.61910372,0.32577976
-5.53176588,4.73421527,0.02036299,0.03200609,2.13407502,1.27232553,0.01043902,3.42263783,0.60006283,0.31621720
-5.52576288,4.56154195,0.01932936,0.03096315,2.07544689,1.21271697,0.00985690,3.30391528,0.57903188,0.30570140
-5.51975988,4.37766187,0.01826385,0.02987268,2.00998119,1.15159850,0.00925693,3.17647100,0.55626606,0.29433278
-5.51375688,4.18427844,0.01717833,0.02873879,1.93835979,1.08943271,0.00864712,3.04151722,0.53202987,0.28221944
-5.50775388,3.98314296,0.01608398,0.02756591,1.86131639,1.02667374,0.00803505,2.90031093,0.50659258,0.26947564
-5.50175088,3.77603334,0.01499120,0.02635891,1.77962679,0.96376377,0.00742764,2.75413819,0.48022413,0.25622027
-5.49574787,3.56473314,0.01390945,0.02512318,1.69409882,0.90112958,0.00683114,2.60429844,0.45319130,0.24257514
-5.48974487,3.35101109,0.01284726,0.02386476,1.60556219,0.83917921,0.00625100,2.45208908,0.42575430,0.22866338
-5.48374187,3.13660118,0.01181216,0.02259031,1.51485806,0.77829879,0.00569186,2.29879039,0.39816371,0.21460776
-5.47773887,2.92318362,0.01081070,0.02130719,1.42282861,0.71884961,0.00515750,2.14565093,0.37065777,0.20052909
-5.47173587,2.71236694,0.00984845,0.02002336,1.33030658,0.66116530,0.00465088,1.99387367,0.34346002,0.18654469
-5.46573287,2.50567141,0.00893003,0.01874740,1.23810513,0.60554954,0.00417420,1.84460300,0.31677732,0.17276699
-5.45972986,2.30451406,0.00805915,0.01748834,1.14700794,0.55227396,0.00372889,1.69891290,0.29079815,0.15930218
-5.45372686,2.11019582,0.00723866,0.01625559,1.05775997,0.50157669,0.00331572,1.55779640,0.26569133,0.14624917
-5.44772386,1.92389065,0.00647061,0.01505881,0.97105900,0.45366133,0.00293488,1.42215676,0.24160506,0.13369858
-5.44172086,1.74663733,0.00575630,0.01390770,0.88754816,0.40869653,0.00258603,1.29280028,0.21866625,0.12173201
-5.43571786,1.57933368,0.00509635,0.01281192,0.80780960,0.36681617,0.00226843,1.17043113,0.19698035,0.11042153
-5.42971486,1.42273356,0.00449076,0.01178086,0.73235958,0.32812011,0.00198094,1.05564814,0.17663143,0.09982931
-5.42371186,1.27744652,0.00393900,0.01082353,0.66164488,0.29267549,0.00172220,0.94894360,0.15768264,0.09000748
-5.41770885,1.14393998,0.00344007,0.00994840,0.59604075,0.26051854,0.00149062,0.85070407,0.14017704,0.08099821
-5.41170585,1.02254374,0.00299261,0.00916324,0.53585027,0.23165678,0.00128446,0.76121295,0.12413866,0.07283389
-5.40570285,0.91345651,0.00259491,0.00847502,0.48130507,0.20607152,0.00110191,0.68065462,0.10957397,0.06553746
-5.39969985,0.81675398,0.00224507,0.00788978,0.43256723,0.18372057,0.00094113,0.60911998,0.09647342,0.05912289
-5.39369685,0.73239815,0.00194103,0.00741254,0.38973222,0.16454096,0.00080026,0.54661285,0.08481324,0.05359565
-5.38769385,0.66024723,0.00168066,0.00704721,0.35283259,0.14845170,0.00067750,0.49305706,0.07455734,0.04895325
-5.38169085,0.60006580,0.00146180,0.00679649,0.32184216,0.13535621,0.00057108,0.44830379,0.06565919,0.04518584
-5.37568784,0.55153467,0.00128237,0.00666182,0.29668055,0.12514466,0.00047934,0.41213886,0.05806376,0.04227666
-5.36968484,0.51426021,0.00114040,0.00664331,0.27721772,0.11769586,0.00040070,0.38428960,0.05170930,0.04020257
-5.36368184,0.48778266,0.00103403,0.00673968,0.26327835,0.11287878,0.00033367,0.36443120,0.04652905,0.03893445
-5.35767884,0.47158351,0.00096160,0.00694826,0.25464596,0.11055374,0.00027689,0.35219234,0.04245264,0.03843758
-5.35167584,0.46509169,0.00092164,0.00726490,0.25106669,0.11057319,0.00022909,0.34716000,0.03940745,0.03867197
-5.34567284,0.46768874,0.00091284,0.00768403,0.25225269,0.11278217,0.00018913,0.34888358,0.03731957,0.03959262
-5.33966983,0.47871320,0.00093406,0.00819866,0.25788515,0.11701859,0.00015597,0.35687840,0.03611460,0.04114986
-5.33366683,0.49746436,0.00098430,0.00880044,0.26761712,0.12311336,0.00012866,0.37062881,0.03571824,0.04328958
-5.32766383,0.52320590,0.00106264,0.00947974,0.28107629,0.13089046,0.00010638,0.38959117,0.03605660,0.04595368
-5.32166083,0.55516970,0.00116821,0.01022582,0.29786778,0.14016725,0.00008837,0.41319686,0.03705635,0.04908042
-5.31565783,0.59256023,0.00130007,0.01102697,0.31757725,0.15075481,0.00007399,0.44085585,0.03864481,0.05260510
-5.30965483,0.63455991,0.00145722,0.01187076,0.33977442,0.16245884,0.00006266,0.47196086,0.04074985,0.05646064
-5.30365183,0.68033575,0.00163845,0.01274430,0.36401724,0.17508077,0.00005387,0.50589244,0.04329980,0.06057853
-5.29764882,0.72904734,0.00184231,0.01363457,0.38985661,0.18841947,0.00004719,0.54202509,0.04622336,0.06488978
-5.29164582,0.77985639,0.00206703,0.01452872,0.41684197,0.20227335,0.00004224,0.57973446,0.04944957,0.06932606
-5.28564282,0.83193773,0.00231049,0.01541448,0.44452748,0.21644294,0.00003869,0.61840558,0.05290788,0.07382094
-5.27963982,0.88449142,0.00257013,0.01628047,0.47247880,0.23073393,0.00003628,0.65744202,0.05652834,0.07831125
-5.27363682,0.93675583,0.00284298,0.01711658,0.50028036,0.24496041,0.00003475,0.69627562,0.06024192,0.08273835
-5.26763382,0.98802107,0.00312560,0.01791429,0.52754278,0.25894832,0.00003391,0.73437659,0.06398101,0.08704945
-5.26163082,1.03764231,0.00341414,0.01866695,0.55391017,0.27253903,0.00003359,0.77126349,0.06768011,0.09119881
-5.25562781,1.08505239,0.00370437,0.01936995,0.57906718,0.28559259,0.00003364,0.80651265,0.07127659,0.09514875
-5.24962481,1.12977300,0.00399175,0.02002090,0.60274527,0.29799088,0.00003394,0.83976666,0.07471164,0.09887043
-5.24362181,1.17142409,0.00427150,0.02061965,0.62472797,0.30964020,0.00003439,0.87074141,0.07793125,0.10234439
-5.23761881,1.20973066,0.00453873,0.02116825,0.64485493,0.32047322,0.00003491,0.89923133,0.08088727,0.10556072
-5.23161581,1.24452679,0.00478853,0.02167075,0.66302447,0.33045033,0.00003542,0.92511249,0.08353848,0.10851892
-5.22561281,1.27575650,0.00501615,0.02213304,0.67919441,0.33956005,0.00003586,0.94834343,0.08585149,0.11122742
-5.21960980,1.30347125,0.00521709,0.02256243,0.69338122,0.34781867,0.00003619,0.96896342,0.08780167,0.11370273
-5.21360680,1.32782423,0.00538729,0.02296729,0.70565740,0.35526901,0.00003639,0.98708839,0.08937383,0.11596831
-5.20760380,1.34906152,0.00552321,0.02335662,0.71614716,0.36197834,0.00003641,1.00290449,0.09056264,0.11805317
-5.20160080,1.36751039,0.00562198,0.02373952,0.72502060,0.36803552,0.00003624,1.01665947,0.09137288,0.11999035
-5.19559780,1.38356539,0.00568148,0.02412471,0.73248657,0.37354757,0.00003588,1.02865242,0.09181933,0.12181514
-5.18959480,1.39767252,0.00570041,0.02452010,0.73878446,0.37863561,0.00003532,1.03922199,0.09192641,0.12356343
-5.18359180,1.41031231,0.00567835,0.02493232,0.74417530,0.38343059,0.00003455,1.04873380,0.09172742,0.12526994
-5.17758879,1.42198227,0.00561578,0.02536636,0.74893240,0.38806865,0.00003360,1.05756720,0.09126350,0.12696670
-5.17158579,1.43317944,0.00551402,0.02582530,0.75333197,0.39268657,0.00003248,1.06610220,0.09058240,0.12868164
-5.16558279,1.44438369,0.00537524,0.02631012,0.75764388,0.39741728,0.00003119,1.07470671,0.08973679,0.13043742
-5.15957979,1.45604210,0.00520232,0.02681961,0.76212305,0.40238561,0.00002977,1.08372464,0.08878260,0.13225056
-5.15357679,1.46855503,0.00499881,0.02735038,0.76700145,0.40770446,0.00002823,1.09346511,0.08777703,0.13413088
-5.14757379,1.48226412,0.00476877,0.02789696,0.77248122,0.41347136,0.00002659,1.10419311,0.08677660,0.13608117
-5.14157079,1.49744253,0.00451665,0.02845203,0.77872871,0.41976564,0.00002489,1.11612173,0.08583513,0.13809726
-5.13556778,1.51428737,0.00424714,0.02900667,0.78586982,0.42664607,0.00002314,1.12940603,0.08500185,0.14016826
-5.12956478,1.53291458,0.00396503,0.02955070,0.79398655,0.43414914,0.00002138,1.14413871,0.08431959,0.14227707
-5.12356178,1.55335594,0.00367507,0.03007304,0.80311473,0.44228792,0.00001962,1.16034745,0.08382330,0.14440110
-5.11755878,1.57555837,0.00338186,0.03056213,0.81324306,0.45105141,0.00001789,1.17799392,0.08353866,0.14651302
-5.11155578,1.59938512,0.00308969,0.03100629,0.82431316,0.46040446,0.00001620,1.19697429,0.08348125,0.14858172
-5.10555278,1.62461880,0.00280250,0.03139412,0.83622086,0.47028817,0.00001457,1.21712126,0.08365591,0.15057323
-5.09954977,1.65096608,0.00252374,0.03171481,0.84881839,0.48062070,0.00001302,1.23820735,0.08405654,0.15245162
-5.09354677,1.67806377,0.00225639,0.03195850,0.86191755,0.49129856,0.00001155,1.25994945,0.08466637,0.15417996
-5.08754377,1.70548625,0.00200288,0.03211645,0.87529371,0.50219814,0.00001018,1.28201440,0.08545851,0.15572111
-5.08154077,1.73275400,0.00176508,0.03218131,0.88869059,0.51317776,0.00000891,1.30402559,0.08639694,0.15703847
-5.07553777,1.75934314,0.00154434,0.03214724,0.90182570,0.52407991,0.00000775,1.32557045,0.08743783,0.15809674
-5.06953477,1.78469589,0.00134151,0.03200998,0.91439642,0.53473386,0.00000669,1.34620871,0.08853107,0.15886247
-5.06353177,1.80823172,0.00115695,0.03176691,0.92608654,0.54495856,0.00000574,1.36548134,0.08962206,0.15930466
-5.05752876,1.82935919,0.00099061,0.03141706,0.93657324,0.55456581,0.00000489,1.38292002,0.09065366,0.15939519
-5.05152576,1.84748820,0.00084210,0.03096104,0.94553434,0.56336364,0.00000414,1.39805709,0.09156817,0.15910932
-5.04552276,1.86204264,0.00071071,0.03040101,0.95265564,0.57115992,0.00000348,1.41043566,0.09230931,0.15842609
-5.03951976,1.87247297,0.00059551,0.02974057,0.95763839,0.57776618,0.00000290,1.41961986,0.09282412,0.15732865
-5.03351676,1.87826876,0.00049540,0.02898465,0.96020646,0.58300146,0.00000240,1.42520495,0.09306469,0.15580465
-5.02751376,1.87897077,0.00040917,0.02813942,0.96011319,0.58669625,0.00000198,1.42682693,0.09298968,0.15384648
-5.02151076,1.87418227,0.00033551,0.02721209,0.95714779,0.58869633,0.00000161,1.42417173,0.09256562,0.15145161
-5.01550775,1.86357935,0.00027314,0.02621084,0.95114091,0.58886656,0.00000131,1.41698330,0.09176781,0.14862273
-5.00950475,1.84691992,0.00022077,0.02514463,0.94196939,0.58709432,0.00000106,1.40507074,0.09058093,0.14536792
-5.00350175,1.82405098,0.00017716,0.02402304,0.92955997,0.58329271,0.00000084,1.38831399,0.08899938,0.14170066
-4.99749875,1.79491416,0.00014114,0.02285614,0.91389180,0.57740322,0.00000067,1.36666799,0.08702714,0.13763985
-4.99149575,1.75954897,0.00011164,0.02165429,0.89499771,0.56939788,0.00000053,1.34016510,0.08467743,0.13320961
-4.98549275,1.71809391,0.00008767,0.02042798,0.87296413,0.55928077,0.00000041,1.30891571,0.08197202,0.12843902
-4.97948974,1.67078515,0.00006835,0.01918768,0.84792971,0.54708883,0.00000032,1.27310693,0.07894030,0.12336177
-4.97348674,1.61795284,0.00005291,0.01794365,0.82008256,0.53289184,0.00000025,1.23299944,0.07561817,0.11801562
-4.96748374,1.56001510,0.00004066,0.01670579,0.78965634,0.51679167,0.00000019,1.18892241,0.07204675,0.11244183
-4.96148074,1.49746979,0.00003102,0.01548348,0.75692516,0.49892063,0.00000015,1.14126685,0.06827100,0.10668444
-4.95547774,1.43088433,0.00002350,0.01428547,0.72219752,0.47943911,0.00000011,1.09047732,0.06433835,0.10078951
-4.94947474,1.36088380,0.00001767,0.01311972,0.68580949,0.45853239,0.00000008,1.03704248,0.06029729,0.09480431
-4.94347174,1.28813771,0.00001319,0.01199335,0.64811727,0.43640687,0.00000006,0.98148449,0.05619607,0.08877642
-4.93746873,1.21334577,0.00000978,0.01091250,0.60948943,0.41328567,0.00000005,0.92434787,0.05208145,0.08275291
-4.93146573,1.13722312,0.00000720,0.00988236,0.57029901,0.38940382,0.00000003,0.86618792,0.04799770,0.07677951
-4.92546273,1.06048550,0.00000526,0.00890705,0.53091578,0.36500320,0.00000003,0.80755913,0.04398562,0.07089977
-4.91945973,0.98383469,0.00000382,0.00798970,0.49169875,0.34032730,0.00000002,0.74900396,0.04008189,0.06515439
-4.91345673,0.90794480,0.00000275,0.00713244,0.45298934,0.31561608,0.00000002,0.69104227,0.03631850,0.05958056
-4.90745373,0.83344963,0.00000197,0.00633642,0.41510521,0.29110099,0.00000001,0.63416167,0.03272243,0.05421145
-4.90145073,0.76093161,0.00000140,0.00560194,0.37833499,0.26700044,0.00000001,0.57880916,0.02931549,0.04907577
-4.89544772,0.69091251,0.00000098,0.00492845,0.34293404,0.24351565,0.00000002,0.52538406,0.02611435,0.04419750
-4.88944472,0.62384614,0.00000069,0.00431470,0.30912127,0.22082727,0.00000002,0.47423270,0.02313064,0.03959575
-4.88344172,0.56011321,0.00000048,0.00375883,0.27707707,0.19909263,0.00000003,0.42564457,0.02037129,0.03528468
-4.87743872,0.50001837,0.00000033,0.00325845,0.24694242,0.17844380,0.00000004,0.37985032,0.01783889,0.03127361
-4.87143572,0.44378946,0.00000023,0.00281077,0.21881896,0.15898645,0.00000005,0.33702135,0.01553215,0.02756721
-4.86543272,0.39157873,0.00000015,0.00241269,0.19277019,0.14079950,0.00000007,0.29727097,0.01344639,0.02416579
-4.85942971,0.34346604,0.00000010,0.00206090,0.16882343,0.12393560,0.00000010,0.26065695,0.01157407,0.02106567
-4.85342671,0.29946365,0.00000007,0.00175199,0.14697268,0.10842218,0.00000015,0.22718538,0.00990538,0.01825961
-4.84742371,0.25952236,0.00000005,0.00148250,0.12718194,0.09426322,0.00000021,0.19681549,0.00842870,0.01573731
-4.84142071,0.22353875,0.00000003,0.00124905,0.10938908,0.08144146,0.00000029,0.16946522,0.00713115,0.01348594
-4.83541771,0.19136313,0.00000002,0.00104835,0.09350994,0.06992102,0.00000041,0.14501737,0.00599902,0.01149064
-4.82941471,0.16280789,0.00000001,0.00087730,0.07944259,0.05965020,0.00000057,0.12332597,0.00501822,0.00973509
-4.82341171,0.13765594,0.00000001,0.00073302,0.06707155,0.05056454,0.00000079,0.10422276,0.00417463,0.00820197
-4.81740870,0.11566898,0.00000001,0.00061292,0.05627183,0.04258976,0.00000107,0.08752341,0.00345439,0.00687351
-4.81140570,0.09659534,0.00000000,0.00051471,0.04691279,0.03564468,0.00000146,0.07303345,0.00284421,0.00573191
-4.80540270,0.08017721,0.00000000,0.00043644,0.03886153,0.02964398,0.00000196,0.06055370,0.00233151,0.00475971
-4.79939970,0.06615701,0.00000000,0.00037655,0.03198597,0.02450068,0.00000263,0.04988505,0.00190466,0.00394019
-4.79339670,0.05428304,0.00000000,0.00033387,0.02615743,0.02012832,0.00000349,0.04083258,0.00155299,0.00325766
-4.78739370,0.04431402,0.00000000,0.00030767,0.02125269,0.01644283,0.00000460,0.03320895,0.00126694,0.00269766
-4.78139070,0.03602278,0.00000000,0.00029762,0.01715567,0.01336406,0.00000602,0.02683711,0.00103807,0.00224719
-4.77538769,0.02919907,0.00000000,0.00030390,0.01375861,0.01081696,0.00000782,0.02155222,0.00085906,0.00189486
-4.76938469,0.02365135,0.00000000,0.00032710,0.01096279,0.00873240,0.00001009,0.01720301,0.00072371,0.00163093
-4.76338169,0.01920799,0.00000000,0.00036834,0.00867899,0.00704777,0.00001292,0.01365249,0.00062688,0.00144738
-4.75737869,0.01571756,0.00000000,0.00042917,0.00682753,0.00570723,0.00001644,0.01077819,0.00056446,0.00133792
-4.75137569,0.01304873,0.00000000,0.00051162,0.00533808,0.00466173,0.00002076,0.00847196,0.00053330,0.00129794
-4.74537269,0.01108948,0.00000000,0.00061818,0.00414927,0.00386890,0.00002602,0.00663940,0.00053111,0.00132443
-4.73936968,0.00974604,0.00000000,0.00075174,0.00320813,0.00329271,0.00003238,0.00519908,0.00055641,0.00141588
-4.73336668,0.00894145,0.00000000,0.00091554,0.00246945,0.00290304,0.00004002,0.00408157,0.00060842,0.00157213
-4.72736368,0.00861393,0.00000000,0.00111313,0.00189501,0.00267514,0.00004909,0.00322827,0.00068693,0.00179418
-4.72136068,0.00871499,0.00000000,0.00134827,0.00145284,0.00258902,0.00005980,0.00259031,0.00079226,0.00208401
-4.71535768,0.00920758,0.00000000,0.00162481,0.00111648,0.00262888,0.00007231,0.00212734,0.00092509,0.00244433
-4.70935468,0.01006403,0.00000000,0.00194657,0.00086421,0.00278238,0.00008681,0.00180640,0.00108634,0.00287830
-4.70335168,0.01126408,0.00000000,0.00231719,0.00067841,0.00304002,0.00010347,0.00160078,0.00127706,0.00338926
-4.69734867,0.01279287,0.00000000,0.00273994,0.00054488,0.00339452,0.00012245,0.00148908,0.00149833,0.00398037
-4.69134567,0.01463901,0.00000000,0.00321755,0.00045231,0.00384015,0.00014387,0.00145421,0.00175105,0.00465436
-4.68534267,0.01679271,0.00000000,0.00375202,0.00039174,0.00437214,0.00016782,0.00148260,0.00203585,0.00541310
-4.67933967,0.01924400,0.00000000,0.00434438,0.00035613,0.00498619,0.00019435,0.00156343,0.00235298,0.00625734
-4.67333667,0.02198118,0.00000000,0.00499453,0.00033996,0.00567789,0.00022346,0.00168802,0.00270213,0.00718633
-4.66733367,0.02498936,0.00000000,0.00570105,0.00033897,0.00644234,0.00025508,0.00184928,0.00308236,0.00819757
-4.66133067,0.02824924,0.00000000,0.00646105,0.00034983,0.00727374,0.00028910,0.00204122,0.00349199,0.00928651
-4.65532766,0.03173617,0.00000000,0.00727001,0.00036994,0.00816510,0.00032530,0.00225863,0.00392852,0.01044640
-4.64932466,0.03541944,0.00000000,0.00812179,0.00039729,0.00910802,0.00036342,0.00249674,0.00438860,0.01166814
-4.64332166,0.03926199,0.00000000,0.00900852,0.00043030,0.01009253,0.00040310,0.00275101,0.00486803,0.01294022
