energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Na_s_up,Se_s_up,Se_p_up
-5.89794897,2.75120644,0.00265886,0.20275295,1.14860882,0.48421127,0.68894334,0.05428015,1.64086105
-5.89194597,2.66369671,0.00257402,0.19661607,1.10057896,0.47022547,0.65822769,0.05351408,1.58785026
-5.88594297,2.56218744,0.00248047,0.18941788,1.04780502,0.45361429,0.62477536,0.05239181,1.52656338
-5.87993997,2.44844508,0.00237827,0.18128647,0.99116191,0.43467605,0.58914694,0.05093524,1.45806313
-5.87393697,2.32441610,0.00226799,0.17236363,0.93155846,0.41374601,0.55191581,0.04917299,1.38351740
-5.86793397,2.19216835,0.00215065,0.16280065,0.86991237,0.39118586,0.51365269,0.04713940,1.30416421
-5.86193097,2.05383152,0.00202765,0.15275397,0.80712640,0.36737298,0.47491117,0.04487335,1.22127611
-5.85592796,1.91153900,0.00190064,0.14238096,0.74406683,0.34268967,0.43621487,0.04241705,1.13612562
-5.84992496,1.76737326,0.00177150,0.13183584,0.68154478,0.31751288,0.39804644,0.03981471,1.04995285
-5.84392196,1.62331668,0.00164226,0.12126609,0.62030070,0.29220476,0.36083881,0.03711123,0.96393643
-5.83791896,1.48120942,0.00151503,0.11080918,0.56099273,0.26710443,0.32496876,0.03435102,0.87916869
-5.83191596,1.34271524,0.00139197,0.10059002,0.50418863,0.24252108,0.29075279,0.03157681,0.79663579
-5.82591296,1.20929631,0.00127526,0.09071897,0.45036156,0.21872869,0.25844540,0.02882874,0.71720299
-5.81990995,1.08219695,0.00116709,0.08129049,0.39988942,0.19596238,0.22823942,0.02614352,0.64160552
-5.81390695,0.96243635,0.00106964,0.07238247,0.35305731,0.17441644,0.20026826,0.02355387,0.57044459
-5.80790395,0.85080963,0.00098513,0.06405619,0.31006287,0.15424389,0.17460980,0.02108813,0.50418852
-5.80190095,0.74789645,0.00091584,0.05635677,0.27102384,0.13555757,0.15129157,0.01877009,0.44317822
-5.79589795,0.65407599,0.00086414,0.04931421,0.23598735,0.11843237,0.13029676,0.01661904,0.38763646
-5.78989495,0.56954707,0.00083254,0.04294471,0.20494036,0.10290865,0.11157103,0.01464993,0.33768019
-5.78389195,0.49435203,0.00082378,0.03725234,0.17782070,0.08899628,0.09502940,0.01287378,0.29333494
-5.77788894,0.42840286,0.00084085,0.03223093,0.15452812,0.07667939,0.08056323,0.01129811,0.25455063
-5.77188594,0.37150842,0.00088708,0.02786593,0.13493498,0.06592122,0.06804693,0.00992752,0.22121783
-5.76588294,0.32340133,0.00096618,0.02413642,0.11889611,0.05666920,0.05734417,0.00876426,0.19318381
-5.75987994,0.28376339,0.00108231,0.02101690,0.10625750,0.04885974,0.04831340,0.00780891,0.17026772
-5.75387694,0.25224883,0.00124007,0.01847904,0.09686364,0.04242274,0.04081280,0.00706092,0.15227426
-5.74787394,0.22850438,0.00144458,0.01649310,0.09056333,0.03728562,0.03470419,0.00651918,0.13900553
-5.74187094,0.21218584,0.00170141,0.01502918,0.08721387,0.03337677,0.02985631,0.00618251,0.13027064
-5.73586793,0.20297069,0.00201659,0.01405820,0.08668369,0.03062831,0.02614717,0.00604999,0.12589305
-5.72986493,0.20056683,0.00239654,0.01355255,0.08885343,0.02897823,0.02346569,0.00612130,0.12571536
-5.72386193,0.20471721,0.00284801,0.01348647,0.09361569,0.02837176,0.02171255,0.00639680,0.12960180
-5.71785893,0.21520089,0.00337790,0.01383622,0.10087368,0.02876214,0.02080052,0.00687759,0.13743841
-5.71185593,0.23183066,0.00399317,0.01457994,0.11053889,0.03011071,0.02065418,0.00756541,0.14913132
-5.70585293,0.25444780,0.00470062,0.01569740,0.12252817,0.03238646,0.02120920,0.00846239,0.16460313
-5.69984992,0.28291452,0.00550671,0.01716954,0.13676046,0.03556513,0.02241133,0.00957077,0.18378803
-5.69384692,0.31710467,0.00641727,0.01897789,0.15315352,0.03962787,0.02421511,0.01089241,0.20662591
-5.68784392,0.35689342,0.00743730,0.02110400,0.17162088,0.04455962,0.02658238,0.01242837,0.23305579
-5.68184092,0.40214653,0.00857067,0.02352882,0.19206927,0.05034735,0.02948084,0.01417828,0.26300911
-5.67583792,0.45270991,0.00981984,0.02623216,0.21439681,0.05697812,0.03288242,0.01613986,0.29640325
-5.66983492,0.50839998,0.01118561,0.02919214,0.23849207,0.06443726,0.03676193,0.01830824,0.33313559
-5.66383192,0.56899558,0.01266683,0.03238495,0.26423414,0.07270660,0.04109560,0.02067554,0.37307853
-5.65782891,0.63423171,0.01426020,0.03578455,0.29149375,0.08176290,0.04586002,0.02323030,0.41607572
-5.65182591,0.70379559,0.01596007,0.03936274,0.32013529,0.09157667,0.05103107,0.02595713,0.46193977
-5.64582291,0.77732530,0.01775826,0.04308932,0.35001988,0.10211122,0.05658322,0.02883649,0.51045155
-5.63981991,0.85441110,0.01964401,0.04693245,0.38100900,0.11332223,0.06248898,0.03184449,0.56136119
-5.63381691,0.93459944,0.02160395,0.05085921,0.41296865,0.12515772,0.06871871,0.03495302,0.61439078
-5.62781391,1.01739954,0.02362213,0.05483634,0.44577369,0.13755852,0.07524052,0.03812991,0.66923865
-5.62181091,1.10229222,0.02568015,0.05883107,0.47931199,0.15045914,0.08202056,0.04133937,0.72558502
-5.61580790,1.18874058,0.02775740,0.06281201,0.51348808,0.16378912,0.08902336,0.04454254,0.78309883
-5.60980490,1.27620196,0.02983133,0.06675016,0.54822596,0.17747471,0.09621249,0.04769825,0.84144528
-5.60380190,1.36414063,0.03187780,0.07061976,0.58347083,0.19144076,0.10355121,0.05076392,0.90029380
-5.59779890,1.45204038,0.03387156,0.07439916,0.61918933,0.20561290,0.11100326,0.05369655,0.95932589
-5.59179590,1.53941633,0.03578673,0.07807153,0.65536822,0.21991956,0.11853366,0.05645383,1.01824248
-5.58579290,1.62582536,0.03759733,0.08162526,0.69201141,0.23429409,0.12610947,0.05899521,1.07677017
-5.57978989,1.71087419,0.03927789,0.08505432,0.72913527,0.24867644,0.13370039,0.06128310,1.13466611
-5.57378689,1.79422479,0.04080405,0.08835809,0.76676236,0.26301458,0.14127927,0.06328384,1.19172102
-5.56778389,1.87559654,0.04215314,0.09154112,0.80491379,0.27726533,0.14882233,0.06496875,1.24776008
-5.56178089,1.95476481,0.04330476,0.09461243,0.84360054,0.29139457,0.15630925,0.06631484,1.30264152
-5.55577789,2.03155597,0.04424133,0.09758458,0.88281412,0.30537682,0.16372283,0.06730553,1.35625288
-5.54977489,2.10583880,0.04494858,0.10047250,0.92251706,0.31919401,0.17104846,0.06793101,1.40850497
-5.54377189,2.17751285,0.04541591,0.10329206,0.96263378,0.33283360,0.17827336,0.06818844,1.45932383
-5.53776888,2.24649411,0.04563677,0.10605853,1.00304235,0.34628604,0.18538544,0.06808192,1.50864100
-5.53176588,2.31269890,0.04560882,0.10878500,1.04356774,0.35954171,0.19237214,0.06762214,1.55638275
-5.52576288,2.37602691,0.04533406,0.11148074,1.08397703,0.37258742,0.19921903,0.06682596,1.60245871
-5.51975988,2.43634445,0.04481882,0.11414981,1.12397712,0.38540287,0.20590849,0.06571562,1.64675088
-5.51375688,2.49346904,0.04407361,0.11678969,1.16321512,0.39795707,0.21241840,0.06431795,1.68910355
-5.50775388,2.54715655,0.04311292,0.11939040,1.20128187,0.41020507,0.21872103,0.06266332,1.72931502
-5.50175088,2.59709185,0.04195484,0.12193382,1.23771855,0.42208535,0.22478221,0.06078469,1.76713186
-5.49574787,2.64288406,0.04062064,0.12439347,1.27202625,0.43351788,0.23056091,0.05871645,1.80224624
-5.48974487,2.68406696,0.03913423,0.12673483,1.30367855,0.44440332,0.23600921,0.05649344,1.83429694
-5.48374187,2.72010502,0.03752161,0.12891597,1.33213635,0.45462326,0.24107280,0.05414995,1.86287415
-5.47773887,2.75040527,0.03581021,0.13088874,1.35686473,0.46404177,0.24569198,0.05171886,1.88752836
-5.47173587,2.77433461,0.03402825,0.13260030,1.37735099,0.47250828,0.24980319,0.04923094,1.90778289
-5.46573287,2.79124203,0.03220409,0.13399507,1.39312315,0.47986163,0.25334098,0.04671425,1.92314991
-5.45972986,2.80048485,0.03036556,0.13501684,1.40376808,0.48593518,0.25624031,0.04419377,1.93314914
-5.45372686,2.80145766,0.02853937,0.13561112,1.40894846,0.49056290,0.25843922,0.04169115,1.93732840
-5.44772386,2.79362255,0.02675054,0.13572749,1.40841757,0.49358599,0.25988147,0.03922466,1.93528501
-5.44172086,2.77653902,0.02502192,0.13532190,1.40203139,0.49485983,0.26051933,0.03680926,1.92668703
-5.43571786,2.74989196,0.02337370,0.13435877,1.38975718,0.49426085,0.26031603,0.03445682,1.91129298
-5.42971486,2.71351606,0.02182316,0.13281282,1.37167815,0.49169293,0.25924801,0.03217637,1.88896911
-5.42371186,2.66741521,0.02038433,0.13067049,1.34799391,0.48709310,0.25730661,0.02997454,1.85970322
-5.41770885,2.61177579,0.01906789,0.12793092,1.31901662,0.48043607,0.25449925,0.02785587,1.82361402
-5.41170585,2.54697293,0.01788104,0.12460643,1.28516299,0.47173740,0.25084990,0.02582331,1.78095570
-5.40570285,2.47356936,0.01682758,0.12072246,1.24694245,0.46105521,0.24639892,0.02387854,1.73211716
-5.39969985,2.39230666,0.01590794,0.11631704,1.20494204,0.44849012,0.24120220,0.02202239,1.67761593
-5.39369685,2.30408946,0.01511941,0.11143970,1.15980879,0.43418364,0.23532959,0.02025509,1.61808714
-5.38769385,2.20996319,0.01445637,0.10615007,1.11223032,0.41831491,0.22886290,0.01857656,1.55426783
-5.38169085,2.11108660,0.01391062,0.10051604,1.06291460,0.40109603,0.22189332,0.01698657,1.48697757
-5.37568784,2.00870026,0.01347170,0.09461166,1.01256980,0.38276622,0.21451863,0.01548487,1.41709622
-5.36968484,1.90409273,0.01312735,0.08851504,0.96188504,0.36358506,0.20684016,0.01407123,1.34553992
-5.36368184,1.79856575,0.01286389,0.08230597,0.91151296,0.34382515,0.19895986,0.01274546,1.27323637
-5.35767884,1.69340030,0.01266674,0.07606384,0.86205456,0.32376459,0.19097737,0.01150736,1.20110056
-5.35167584,1.58982468,0.01252082,0.06986551,0.81404699,0.30367945,0.18298743,0.01035669,1.13001196
-5.34567284,1.48898608,0.01241106,0.06378358,0.76795453,0.28383681,0.17507766,0.00929304,1.06079395
-5.33966983,1.39192647,0.01232280,0.05788481,0.72416289,0.26448834,0.16732675,0.00831579,0.99419632
-5.33366683,1.29956352,0.01224222,0.05222901,0.68297677,0.24586493,0.15980312,0.00742398,0.93088121
-5.32766383,1.21267707,0.01215672,0.04686819,0.64462047,0.22817230,0.15256414,0.00661628,0.87141283
-5.32166083,1.13190091,0.01205524,0.04184618,0.60924121,0.21158783,0.14565575,0.00589090,0.81625102
-5.31565783,1.05772002,0.01192849,0.03719854,0.57691470,0.19625853,0.13911253,0.00524559,0.76574850
-5.30965483,0.99047249,0.01176922,0.03295283,0.54765237,0.18230025,0.13295818,0.00467759,0.72015144
-5.30365183,0.93035573,0.01157227,0.02912915,0.52140989,0.16979795,0.12720621,0.00418366,0.67960312
-5.29764882,0.87743607,0.01133468,0.02574095,0.49809625,0.15880688,0.12186090,0.00376009,0.64414993
-5.29164582,0.83166102,0.01105566,0.02279598,0.47758300,0.14935464,0.11691839,0.00340277,0.61374935
-5.28564282,0.79287327,0.01073648,0.02029738,0.45971329,0.14144381,0.11236777,0.00310723,0.58827924
-5.27963982,0.76082571,0.01038036,0.01824475,0.44431024,0.13505507,0.10819223,0.00286873,0.56754792
-5.27363682,0.73519676,0.00999225,0.01663535,0.43118445,0.13015057,0.10437011,0.00268227,0.55130464
-5.26763382,0.71560535,0.00957855,0.01546507,0.42014053,0.12667737,0.10087592,0.00254274,0.53924999
-5.26163082,0.70162513,0.00914686,0.01472939,0.41098243,0.12457085,0.09768118,0.00244496,0.53104585
-5.25562781,0.69279745,0.00870562,0.01442415,0.40351776,0.12375791,0.09475527,0.00238374,0.52632484
-5.24962481,0.68864300,0.00826381,0.01454613,0.39756090,0.12415985,0.09206605,0.00235394,0.52469894
-5.24362181,0.68867183,0.00783058,0.01509338,0.39293524,0.12569489,0.08958056,0.00235057,0.52576723
-5.23761881,0.69239177,0.00741497,0.01606536,0.38947441,0.12828019,0.08726550,0.00236877,0.52912285
-5.23161581,0.69931528,0.00702554,0.01746282,0.38702287,0.13183339,0.08508776,0.00240393,0.53435903
-5.22561281,0.70896477,0.00667015,0.01928745,0.38543575,0.13627365,0.08301495,0.00245165,0.54107434
-5.21960980,0.72087652,0.00635566,0.02154127,0.38457828,0.14152216,0.08101581,0.00250786,0.54887721
-5.21360680,0.73460339,0.00608778,0.02422582,0.38432475,0.14750217,0.07906070,0.00256874,0.55738977
-5.20760380,0.74971644,0.00587082,0.02734122,0.38455723,0.15413857,0.07712205,0.00263083,0.56625117
-5.20160080,0.76580563,0.00570768,0.03088502,0.38516411,0.16135716,0.07517482,0.00269099,0.57512034
-5.19559780,0.78247990,0.00559970,0.03485102,0.38603860,0.16908347,0.07319690,0.00274645,0.58367836
-5.18959480,0.79936671,0.00554666,0.03922797,0.38707719,0.17724157,0.07116947,0.00279479,0.59163052
-5.18359180,0.81611131,0.00554683,0.04399839,0.38817841,0.18575260,0.06907740,0.00283397,0.59870795
-5.17758879,0.83237600,0.00559701,0.04913745,0.38924165,0.19453343,0.06690944,0.00286232,0.60466918
-5.17158579,0.84783948,0.00569266,0.05461194,0.39016649,0.20349539,0.06465843,0.00287855,0.60930137
-5.16558279,0.86219660,0.00582805,0.06037961,0.39085246,0.21254330,0.06232144,0.00288175,0.61242151
-5.15957979,0.87515868,0.00599645,0.06638870,0.39119926,0.22157483,0.05989970,0.00287135,0.61387738
-5.15357679,0.88645445,0.00619033,0.07257786,0.39110772,0.23048035,0.05739862,0.00284719,0.61354857
-5.14757379,0.89583196,0.00640162,0.07887650,0.39048128,0.23914336,0.05482753,0.00280943,0.61134736
-5.14157079,0.90306126,0.00662195,0.08520555,0.38922820,0.24744148,0.05219951,0.00275859,0.60721956
-5.13556778,0.90793814,0.00684293,0.09147871,0.38726435,0.25524812,0.04953108,0.00269548,0.60114533
-5.12956478,0.91028860,0.00705643,0.09760407,0.38451653,0.26243481,0.04684184,0.00262124,0.59313993
-5.12356178,0.90997424,0.00725483,0.10348621,0.38092620,0.26887408,0.04415414,0.00253728,0.58325431
-5.11755878,0.90689809,0.00743130,0.10902864,0.37645344,0.27444282,0.04149267,0.00244525,0.57157564
-5.11155578,0.90101080,0.00758001,0.11413644,0.37108098,0.27902611,0.03888415,0.00234705,0.55822759
-5.10555278,0.89231687,0.00769635,0.11871923,0.36481808,0.28252120,0.03635692,0.00224476,0.54337031
-5.09954977,0.88088048,0.00777714,0.12269401,0.35770401,0.28484159,0.03394070,0.00214063,0.52720004
-5.09354677,0.86683068,0.00782072,0.12598806,0.34981090,0.28592091,0.03166627,0.00203706,0.50994838
-5.08754377,0.85036535,0.00782705,0.12854160,0.34124579,0.28571651,0.02956525,0.00193654,0.49188089
-5.08154077,0.83175387,0.00779778,0.13031014,0.33215169,0.28421245,0.02766990,0.00184166,0.47329520
-5.07553777,0.81133788,0.00773624,0.13126633,0.32270749,0.28142184,0.02601293,0.00175506,0.45451842
-5.06953477,0.78953002,0.00764736,0.13140136,0.31312653,0.27738820,0.02462732,0.00167940,0.43590381
-5.06353177,0.76681046,0.00753758,0.13072565,0.30365400,0.27218593,0.02354613,0.00161733,0.41782679
-5.05752876,0.74372103,0.00741470,0.12926898,0.29456293,0.26591970,0.02280232,0.00157144,0.40068007
-5.05152576,0.72085710,0.00728771,0.12707986,0.28614894,0.25872278,0.02242845,0.00154428,0.38486819
-5.04552276,0.69885710,0.00716653,0.12422429,0.27872392,0.25075435,0.02245635,0.00153825,0.37080126
-5.03951976,0.67839016,0.00706176,0.12078394,0.27260859,0.24219589,0.02291674,0.00155560,0.35888811
-5.03351676,0.66014185,0.00698441,0.11685375,0.26812438,0.23324680,0.02383869,0.00159839,0.34952901
-5.02751376,0.64479886,0.00694560,0.11253925,0.26558468,0.22411943,0.02524906,0.00166839,0.34310793
-5.02151076,0.63303259,0.00695623,0.10795346,0.26528582,0.21503369,0.02717177,0.00176710,0.33998461
-5.01550775,0.62548272,0.00702667,0.10321378,0.26749801,0.20621157,0.02962708,0.00189563,0.34048672
-5.00950475,0.62274088,0.00716647,0.09843886,0.27245659,0.19787169,0.03263076,0.00205466,0.34490212
-5.00350175,0.62533541,0.00738404,0.09374561,0.28035384,0.19022424,0.03619327,0.00224441,0.35347172
-4.99749875,0.63371756,0.00768638,0.08924654,0.29133171,0.18346645,0.04031898,0.00246458,0.36638297
-4.99149575,0.64824975,0.00807878,0.08504749,0.30547567,0.17777877,0.04500549,0.00271429,0.38376438
-4.98549275,0.66919657,0.00856466,0.08124588,0.32281008,0.17332197,0.05024302,0.00299210,0.40568128
-4.97948974,0.69671866,0.00914531,0.07792948,0.34329515,0.17023521,0.05601404,0.00329596,0.43213308
-4.97348674,0.73086998,0.00981978,0.07517587,0.36682578,0.16863517,0.06229320,0.00362325,0.46305213
-4.96748374,0.77159863,0.01058480,0.07305237,0.39323242,0.16861615,0.06904739,0.00397081,0.49830441
-4.96148074,0.81875118,0.01143469,0.07161657,0.42228390,0.17025127,0.07623633,0.00433502,0.53769212
-4.95547774,0.87208038,0.01236144,0.07091745,0.45369229,0.17359437,0.08381332,0.00471191,0.58095805
-4.94947474,0.93125602,0.01335477,0.07099667,0.48711970,0.17868269,0.09172642,0.00509726,0.62779179
-4.94347174,0.99587837,0.01440231,0.07189038,0.52218672,0.18554009,0.09991992,0.00548679,0.67783747
-4.93746873,1.06549370,0.01548980,0.07363098,0.55848235,0.19418039,0.10833613,0.00587635,0.73070279
-4.93146573,1.13961095,0.01660144,0.07624895,0.59557497,0.20461081,0.11691726,0.00626211,0.78596902
-4.92546273,1.21771894,0.01772017,0.07977453,0.63302396,0.21683514,0.12560753,0.00664080,0.84320146
-4.91945973,1.29930297,0.01882817,0.08423899,0.67039146,0.23085637,0.13435526,0.00700996,0.90195996
-4.91345673,1.38386012,0.01990723,0.08967560,0.70725381,0.24667855,0.14311482,0.00736814,0.96180900
-4.90745373,1.47091228,0.02093927,0.09611986,0.74321221,0.26430777,0.15184842,0.00771513,1.02232684
-4.90145073,1.56001613,0.02190682,0.10360923,0.77790202,0.28375196,0.16052755,0.00805216,1.08311327
-4.89544772,1.65076958,0.02279352,0.11218203,0.81100039,0.30501961,0.16913397,0.00838204,1.14379566
-4.88944472,1.74281422,0.02358452,0.12187568,0.84223188,0.32811716,0.17766016,0.00870926,1.20403300
-4.88344172,1.83583360,0.02426697,0.13272423,0.87137183,0.35304541,0.18610926,0.00904003,1.26351784
-4.87743872,1.92954747,0.02483032,0.14475528,0.89824746,0.37979482,0.19449426,0.00938229,1.32197599
-4.87143572,2.02370237,0.02526663,0.15798637,0.92273661,0.40834010,0.20283667,0.00974554,1.37916435
-4.86543272,2.11805920,0.02557074,0.17242113,0.94476450,0.43863432,0.21116450,0.01014068,1.43486685
-4.85942971,2.21237858,0.02574040,0.18804521,0.96429860,0.47060287,0.21950982,0.01057976,1.48888912
-4.85342671,2.30640515,0.02577624,0.20482239,0.98134213,0.50413771,0.22790581,0.01107559,1.54105228
-4.84742371,2.39985188,0.02568172,0.22269104,0.99592668,0.53909231,0.23638355,0.01164132,1.59118640
-4.84142071,2.49238567,0.02546290,0.24156120,1.00810441,0.57527764,0.24496866,0.01228998,1.63912418
-4.83541771,2.58361535,0.02512822,0.26131246,1.01794039,0.61245968,0.25367803,0.01303387,1.68469556
-4.82941471,2.67308337,0.02468817,0.28179304,1.02550565,0.65035870,0.26251667,0.01388405,1.72772354
-4.82341171,2.76026175,0.02415487,0.30281995,1.03087125,0.68865060,0.27147507,0.01484971,1.76802191
-4.81740870,2.84455327,0.02354174,0.32418064,1.03410390,0.72697045,0.28052700,0.01593756,1.80539489
-4.81140570,2.92529796,0.02286300,0.34563599,1.03526329,0.76491820,0.28962810,0.01715136,1.83963910
-4.80540270,3.00178507,0.02213329,0.36692466,1.03440114,0.80206653,0.29871522,0.01849137,1.87054766
-4.79939970,3.07327001,0.02136730,0.38776876,1.03156221,0.83797064,0.30770664,0.01995399,1.89791637
-4.79339670,3.13899563,0.02057937,0.40788058,1.02678676,0.87217946,0.31650328,0.02153144,1.92155145
-4.78739370,3.19821675,0.01978318,0.42697010,1.02011452,0.90424798,0.32499069,0.02321165,1.94127861
-4.78139070,3.25022672,0.01899152,0.44475312,1.01158946,0.93375014,0.33304201,0.02497824,1.95695253
-4.77538769,3.29438445,0.01821608,0.46095950,1.00126513,0.96029157,0.34052154,0.02681068,1.96846642
-4.76938469,3.33014040,0.01746726,0.47534120,0.98920998,0.98352164,0.34728901,0.02868465,1.97576062
-4.76338169,3.35705998,0.01675415,0.48767978,0.97551207,1.00314429,0.35320419,0.03057248,1.97882980
-4.75737869,3.37484296,0.01608443,0.49779301,0.96028282,1.01892697,0.35813170,0.03244387,1.97772803
-4.75137569,3.38333752,0.01546435,0.50554024,0.94365931,1.03070727,0.36194590,0.03426661,1.97257115
-4.74537269,3.38254827,0.01489881,0.51082630,0.92580490,1.03839708,0.36453546,0.03600753,1.96353627
-4.73936968,3.37263738,0.01439133,0.51360391,0.90690781,1.04198386,0.36580753,0.03763345,1.95085799
-4.73336668,3.35391892,0.01394416,0.51387432,0.88717790,1.04152920,0.36569127,0.03911218,1.93482160
-4.72736368,3.32684660,0.01355830,0.51168636,0.86684138,1.03716479,0.36414060,0.04041357,1.91575335
-4.72136068,3.29199556,0.01323357,0.50713397,0.84613410,1.02908597,0.36113601,0.04151044,1.89400836
-4.71535768,3.25003946,0.01296863,0.50035233,0.82529345,1.01754344,0.35668544,0.04237950,1.86995672
-4.70935468,3.20172398,0.01276110,0.49151299,0.80454949,1.00283359,0.35082405,0.04300206,1.84396865
-4.70335168,3.14783869,0.01260754,0.48081814,0.78411586,0.98528808,0.34361314,0.04336469,1.81639962
-4.69734867,3.08918868,0.01250351,0.46849439,0.76418106,0.96526313,0.33513801,0.04345960,1.78757618
-4.69134567,3.02656780,0.01244367,0.45478651,0.74490056,0.94312936,0.32550516,0.04328485,1.75778375
-4.68534267,2.96073513,0.01242181,0.43995115,0.72639041,0.91926242,0.31483875,0.04284441,1.72725682
-4.67933967,2.89239587,0.01243094,0.42425109,0.70872277,0.89403507,0.30327670,0.04214796,1.69617252
-4.67333667,2.82218770,0.01246344,0.40795002,0.69192359,0.86781080,0.29096643,0.04121050,1.66464793
-4.66733367,2.75067327,0.01251116,0.39130807,0.67597278,0.84093930,0.27806064,0.04005184,1.63274130
-4.66133067,2.67833885,0.01256560,0.37457812,0.66080683,0.81375362,0.26471313,0.03869590,1.60045729
-4.65532766,2.60559891,0.01261812,0.35800293,0.64632374,0.78656905,0.25107502,0.03716997,1.56775589
-4.64932466,2.53280577,0.01266012,0.34181290,0.63239013,0.75968321,0.23729135,0.03550383,1.53456441
-4.64332166,2.46026344,0.01268331,0.32622453,0.61884985,0.73337720,0.22349826,0.03372895,1.50079185
-4.63731866,2.38824396,0.01267990,0.31143916,0.60553393,0.70791726,0.20982079,0.03187757,1.46634467
-4.63131566,2.31700485,0.01264290,0.29764212,0.59227097,0.68355639,0.19637138,0.02998198,1.43114295
-4.62531266,2.24680601,0.01256628,0.28500178,0.57889752,0.66053566,0.18324894,0.02807370,1.39513569
-4.61930965,2.17792439,0.01244518,0.27366863,0.56526777,0.63908462,0.17053861,0.02618290,1.35831445
-4.61330665,2.11066513,0.01227609,0.26377403,0.55126208,0.61942059,0.15831196,0.02433787,1.32072411
-4.60730365,2.04536795,0.01205696,0.25542876,0.53679363,0.60174664,0.14662772,0.02256455,1.28247012
-4.60130065,1.98240817,0.01178724,0.24872112,0.52181317,0.58624810,0.13553269,0.02088628,1.24372166
-4.59529765,1.92219187,0.01146791,0.24371485,0.50631131,0.57308777,0.12506299,0.01932355,1.20471034
-4.58929465,1.86514544,0.01110145,0.24044672,0.49031850,0.56240003,0.11524531,0.01789391,1.16572456
-4.58329165,1.81169995,0.01069167,0.23892421,0.47390263,0.55428407,0.10609816,0.01661191,1.12709968
-4.57728864,1.76227140,0.01024365,0.23912318,0.45716452,0.54879686,0.09763305,0.01548911,1.08920463
-4.57128564,1.71723808,0.00976345,0.24098597,0.44023169,0.54594629,0.08985544,0.01453413,1.05242564
-4.56528264,1.67691651,0.00925795,0.24442007,0.42325074,0.54568493,0.08276555,0.01375276,1.01714817
-4.55927964,1.64153768,0.00873455,0.24929755,0.40637883,0.54790517,0.07635891,0.01314797,0.98373790
-4.55327664,1.61122528,0.00820092,0.25545553,0.38977500,0.55243608,0.07062665,0.01272006,0.95252208
-4.54727364,1.58597738,0.00766472,0.26269776,0.37359152,0.55904241,0.06555562,0.01246669,0.92377222
-4.54127064,1.56565307,0.00713339,0.27079749,0.35796611,0.56742623,0.06112840,0.01238293,0.89768903
-4.53526763,1.54996503,0.00661384,0.27950157,0.34301515,0.57723107,0.05732309,0.01246139,0.87439065
-4.52926463,1.53847885,0.00611233,0.28853581,0.32882848,0.58804890,0.05411315,0.01269221,0.85390467
-4.52326163,1.53061941,0.00563426,0.29761148,0.31546579,0.59942962,0.05146720,0.01306318,0.83616435
-4.51725863,1.52568413,0.00518405,0.30643265,0.30295486,0.61089277,0.04934894,0.01355982,0.82100936
-4.51125563,1.52286271,0.00476510,0.31470430,0.29129169,0.62194117,0.04771711,0.01416552,0.80819081
-4.50525263,1.52126248,0.00437972,0.32214069,0.28044222,0.63207574,0.04652573,0.01486176,0.79738039
-4.49924962,1.51993810,0.00402917,0.32847379,0.27034569,0.64081105,0.04572449,0.01562830,0.78818309
-4.49324662,1.51792427,0.00371368,0.33346139,0.26091920,0.64769081,0.04525926,0.01644353,0.78015279
