energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.79589795,8.97946724,0.15729448,1.29421157,0.14789680,0.19693158,3.60808354,7.88304184,2.59237108
-5.78989495,8.54369829,0.14937334,1.23042883,0.13912279,0.18900141,3.42225551,7.49864167,2.47563498
-5.78389195,8.09247654,0.14106799,1.16305173,0.13031455,0.18075030,3.22898946,7.09257787,2.35871286
-5.77788894,7.63353484,0.13249321,1.09327007,0.12159289,0.17233245,3.03125362,6.67166953,2.24394963
-5.77188594,7.17444405,0.12376459,1.02225719,0.11307124,0.16390207,2.83196667,6.24269800,2.13358874
-5.76588294,6.72241161,0.11499553,0.95113900,0.10485303,0.15560885,2.63392313,5.81222604,2.02971015
-5.75987994,6.28409794,0.10629438,0.88096636,0.09702942,0.14759358,2.43972588,5.38643270,1.93417330
-5.75387694,5.86545665,0.09776186,0.81269134,0.08967756,0.13998410,2.25172808,4.97096939,1.84856707
-5.74787394,5.47160265,0.08948890,0.74714818,0.08285925,0.13289180,2.07198584,4.57084112,1.77416799
-5.74187094,5.10671165,0.08155491,0.68503927,0.07662017,0.12640864,1.90222272,4.19031566,1.71190788
-5.73586793,4.77395271,0.07402651,0.62692617,0.07098964,0.12060494,1.74380669,3.83286213,1.66235179
-5.72986493,4.47545458,0.06695676,0.57322582,0.06598082,0.11552782,1.59773928,3.50111908,1.62568693
-5.72386193,4.21230518,0.06038487,0.52421145,0.06159141,0.11120051,1.46465673,3.19689089,1.60172254
-5.71785893,3.98458251,0.05433635,0.48001791,0.05780471,0.10762242,1.34484200,2.92117058,1.58990105
-5.71185593,3.79141456,0.04882361,0.44065085,0.05459112,0.10476998,1.23824663,2.67418588,1.58931978
-5.70585293,3.63106465,0.04384688,0.40599899,0.05190982,0.10259820,1.14452085,2.45546517,1.59876281
-5.69984992,3.50103831,0.03939544,0.37584899,0.04971079,0.10104295,1.06305042,2.26391925,1.61674186
-5.69384692,3.39820732,0.03544905,0.34990201,0.04793684,0.10002373,0.99299845,2.09793477,1.64154510
-5.68784392,3.31894603,0.03197953,0.32779134,0.04652590,0.09944693,0.93335045,1.95547510,1.67129220
-5.68184092,3.25927526,0.02895247,0.30910045,0.04541312,0.09920946,0.88296091,1.83418475,1.70399412
-5.67583792,3.21500880,0.02632885,0.29338079,0.04453313,0.09920254,0.84059989,1.73149341,1.73761556
-5.66983492,3.18189790,0.02406672,0.28016877,0.04382204,0.09931553,0.80499807,1.64471627,1.77013809
-5.66383192,3.15576918,0.02212274,0.26900156,0.04321933,0.09943975,0.77488909,1.57114785,1.79962187
-5.65782891,3.13265208,0.02045355,0.25943121,0.04266961,0.09947204,0.74904794,1.50814670,1.82426394
-5.65182591,3.10889218,0.01901700,0.25103683,0.04212404,0.09931800,0.72632475,1.45320930,1.84245092
-5.64582291,3.08124747,0.01777323,0.24343468,0.04154156,0.09889475,0.70567312,1.40403174,1.85280457
-5.63981991,3.04696548,0.01668546,0.23628601,0.04088980,0.09813322,0.68617272,1.35855838,1.85421851
-5.63381691,3.00383958,0.01572065,0.22930257,0.04014578,0.09697982,0.66704598,1.31501723,1.84588496
-5.62781391,2.95024388,0.01484991,0.22224996,0.03929627,0.09539744,0.64766872,1.27194221,1.82731082
-5.62181091,2.88514686,0.01404875,0.21494884,0.03833790,0.09336584,0.62757522,1.22818295,1.79832271
-5.61580790,2.80810455,0.01329713,0.20727417,0.03727705,0.09088142,0.60645785,1.18290299,1.75906101
-5.60980490,2.71923492,0.01257936,0.19915277,0.03612955,0.08795639,0.58416200,1.13556777,1.70996376
-5.60380190,2.61917571,0.01188390,0.19055943,0.03492011,0.08461738,0.56067690,1.08592393,1.65174116
-5.59779890,2.50902846,0.01120300,0.18151188,0.03368172,0.08090367,0.53612304,1.03397145,1.58534234
-5.59179590,2.39029185,0.01053233,0.17206479,0.03245486,0.07686508,0.51073703,0.97993064,1.51191582
-5.58579290,2.26478764,0.00987049,0.16230340,0.03128664,0.07255955,0.48485475,0.92420554,1.43276572
-5.57978989,2.13458263,0.00921854,0.15233677,0.03022988,0.06805074,0.45889339,0.86734561,1.34930562
-5.57378689,2.00190978,0.00857947,0.14229106,0.02934222,0.06340547,0.43333324,0.81000727,1.26301199
-5.56778389,1.86909154,0.00795778,0.13230309,0.02868505,0.05869136,0.40869982,0.75291667,1.17537902
-5.56178089,1.73846776,0.00735896,0.12251440,0.02832259,0.05397462,0.38554672,0.69683504,1.08787652
-5.55577789,1.61233049,0.00678912,0.11306580,0.02832081,0.04931808,0.36443978,0.64252736,1.00191213
-5.54977489,1.49286686,0.00625458,0.10409276,0.02874637,0.04477955,0.34594252,0.59073524,0.91879895
-5.54377189,1.38211126,0.00576162,0.09572156,0.02966545,0.04041051,0.33060336,0.54215429,0.83972916
-5.53776888,1.28190690,0.00531615,0.08806617,0.03114259,0.03625515,0.31894420,0.49741621,0.76575408
-5.53176588,1.19387686,0.00492359,0.08122601,0.03323932,0.03234982,0.31145073,0.45707546,0.69777036
-5.52576288,1.11940391,0.00458864,0.07528435,0.03601281,0.02872277,0.30856396,0.42160027,0.63651240
-5.51975988,1.05961829,0.00431526,0.07030748,0.03951429,0.02539418,0.31067311,0.39136759,0.58255003
-5.51375688,1.01539244,0.00410654,0.06634428,0.04378752,0.02237654,0.31810945,0.36666139,0.53629097
-5.50775388,0.98734136,0.00396473,0.06342644,0.04886703,0.01967513,0.33114110,0.34767382,0.49798724
-5.50175088,0.97582764,0.00389123,0.06156886,0.05477652,0.01728879,0.34996862,0.33450854,0.46774453
-5.49574787,0.98096999,0.00388662,0.06077046,0.06152712,0.01521066,0.37472135,0.32718568,0.44553377
-5.48974487,1.00265440,0.00395070,0.06101515,0.06911586,0.01342914,0.40545455,0.32564804,0.43120417
-5.48374187,1.04054729,0.00408259,0.06227289,0.07752432,0.01192873,0.44214729,0.32976786,0.42449695
-5.47773887,1.09411028,0.00428076,0.06450091,0.08671752,0.01069093,0.48470150,0.33935413,0.42505936
-5.47173587,1.16261613,0.00454317,0.06764494,0.09664319,0.00969512,0.53294201,0.35415989,0.43245855
-5.46573287,1.24516601,0.00486730,0.07164049,0.10723151,0.00891928,0.58661801,0.37388957,0.44619492
-5.45972986,1.34070790,0.00525034,0.07641423,0.11839539,0.00834069,0.64540600,0.39820623,0.46571503
-5.45372686,1.44805644,0.00568920,0.08188532,0.13003128,0.00793657,0.70891435,0.42673855,0.49042377
-5.44772386,1.56591400,0.00618073,0.08796685,0.14202065,0.00768455,0.77668952,0.45908766,0.51969591
-5.44172086,1.69289327,0.00672178,0.09456735,0.15423209,0.00756314,0.84822387,0.49483382,0.55288704
-5.43571786,1.82754094,0.00730935,0.10159222,0.16652391,0.00755202,0.92296501,0.53354280,0.58934396
-5.42971486,1.96836224,0.00794074,0.10894535,0.17874736,0.00763234,1.00032629,0.57477206,0.62841437
-5.42371186,2.11384597,0.00861367,0.11653062,0.19075022,0.00778692,1.07969812,0.61807660,0.66945605
-5.41770885,2.26248919,0.00932642,0.12425342,0.20238071,0.00800036,1.16045972,0.66301438,0.71184526
-5.41170585,2.41282084,0.01007796,0.13202213,0.21349150,0.00825913,1.24199076,0.70915123,0.75498442
-5.40570285,2.56342362,0.01086802,0.13974940,0.22394374,0.00855160,1.32368223,0.75606504,0.79830878
-5.39969985,2.71295297,0.01169725,0.14735338,0.23361094,0.00886806,1.40494624,0.80334921,0.84129197
-5.39369685,2.86015267,0.01256717,0.15475864,0.24238244,0.00920059,1.48522407,0.85061515,0.88345034
-5.38769385,3.00386622,0.01348031,0.16189694,0.25016636,0.00954302,1.56399221,0.89749387,0.92434594
-5.38169085,3.14304361,0.01444008,0.16870765,0.25689201,0.00989080,1.64076602,0.94363642,0.96358794
-5.37568784,3.27674343,0.01545077,0.17513795,0.26251147,0.01024079,1.71510103,0.98871352,1.00083264
-5.36968484,3.40413013,0.01651736,0.18114272,0.26700042,0.01059111,1.78659180,1.03241420,1.03578212
-5.36368184,3.52446719,0.01764541,0.18668423,0.27035809,0.01094089,1.85486864,1.07444377,1.06818144
-5.35767884,3.63710660,0.01884075,0.19173150,0.27260649,0.01129004,1.91959248,1.11452130,1.09781501
-5.35167584,3.74147570,0.02010924,0.19625964,0.27378870,0.01163900,1.98044853,1.15237692,1.12450193
-5.34567284,3.83706248,0.02145637,0.20024896,0.27396665,0.01198846,2.03713911,1.18774920,1.14809111
-5.33966983,3.92340058,0.02288694,0.20368411,0.27321823,0.01233913,2.08937657,1.22038294,1.16845614
-5.33366683,4.00005522,0.02440457,0.20655327,0.27163389,0.01269147,2.13687675,1.25002770,1.18549050
-5.32766383,4.06661122,0.02601129,0.20884741,0.26931311,0.01304552,2.17935378,1.27643733,1.19910342
-5.32166083,4.12266430,0.02770714,0.21055974,0.26636053,0.01340068,2.21651674,1.29937075,1.20921664
-5.31565783,4.16781641,0.02948967,0.21168536,0.26288223,0.01375558,2.24806860,1.31859406,1.21576230
-5.30965483,4.20167570,0.03135363,0.21222123,0.25898209,0.01410803,2.27370784,1.33388411,1.21868223
-5.30365183,4.22386143,0.03329059,0.21216630,0.25475844,0.01445496,2.29313273,1.34503351,1.21792853
-5.29764882,4.23401381,0.03528873,0.21152206,0.25030113,0.01479245,2.30604848,1.35185692,1.21346556
-5.29164582,4.23180825,0.03733272,0.21029322,0.24568910,0.01511586,2.31217682,1.35419846,1.20527304
-5.28564282,4.21697361,0.03940365,0.20848865,0.24098847,0.01541993,2.31126768,1.35193994,1.19335028
-5.27963982,4.18931318,0.04147919,0.20612254,0.23625137,0.01569903,2.30311252,1.34500959,1.17772095
-5.27363682,4.14872761,0.04353386,0.20321557,0.23151528,0.01594739,2.28755860,1.33339086,1.15843832
-5.26763382,4.09523821,0.04553943,0.19979621,0.22680315,0.01615935,2.26452344,1.31713101,1.13559043
-5.26163082,4.02900949,0.04746551,0.19590186,0.22212407,0.01632970,2.23400880,1.29634886,1.10930490
-5.25562781,3.95036951,0.04928026,0.19158000,0.21747462,0.01645399,2.19611328,1.27124161,1.07975295
-5.24962481,3.85982681,0.05095118,0.18688908,0.21284069,0.01652879,2.15104300,1.24209017,1.04715241
-5.24362181,3.75808300,0.05244611,0.18189912,0.20819984,0.01655203,2.09911963,1.20926278,1.01176930
-5.23761881,3.64603982,0.05373416,0.17669211,0.20352391,0.01652319,2.04078524,1.17321677,0.97391801
-5.23161581,3.52480048,0.05478679,0.17136203,0.19878203,0.01644358,1.97660375,1.13449828,0.93395972
-5.22561281,3.39566457,0.05557876,0.16601443,0.19394367,0.01631646,1.90725866,1.09373986,0.89229932
-5.21960980,3.26011679,0.05608916,0.16076581,0.18898175,0.01614714,1.83354705,1.05165609,0.84938057
-5.21360680,3.11980969,0.05630224,0.15574247,0.18387566,0.01594306,1.75637011,1.00903720,0.80568003
-5.20760380,2.97654088,0.05620814,0.15107919,0.17861401,0.01571372,1.67672032,0.96674090,0.76169963
-5.20160080,2.83222563,0.05580350,0.14691753,0.17319712,0.01547069,1.59566595,0.92568263,0.71795842
-5.19559780,2.68886572,0.05509182,0.14340389,0.16763898,0.01522739,1.51433317,0.88682442,0.67498366
-5.18959480,2.54851564,0.05408363,0.14068742,0.16196879,0.01499899,1.43388664,0.85116260,0.63330167
-5.18359180,2.41324738,0.05279646,0.13891781,0.15623190,0.01480216,1.35550908,0.81971454,0.59342878
-5.17758879,2.28511481,0.05125460,0.13824297,0.15049010,0.01465481,1.28038055,0.79350471,0.55586259
-5.17158579,2.16611887,0.04948864,0.13880672,0.14482135,0.01457585,1.20965807,0.77355009,0.52107403
-5.16558279,2.05817447,0.04753485,0.14074653,0.13931892,0.01458488,1.14445610,0.76084513,0.48950021
-5.15957979,1.96307999,0.04543441,0.14419130,0.13408984,0.01470189,1.08582849,0.75634637,0.46153845
-5.15357679,1.88248987,0.04323248,0.14925928,0.12925301,0.01494694,1.03475203,0.76095680,0.43754142
-5.14757379,1.81789093,0.04097729,0.15605617,0.12493667,0.01533991,0.99211218,0.77551001,0.41781357
-5.14157079,1.77058250,0.03871906,0.16467327,0.12127568,0.01590013,0.95869082,0.80075427,0.40260875
-5.13556778,1.74166047,0.03650903,0.17518589,0.11840836,0.01664613,0.93515627,0.83733671,0.39212894
-5.12956478,1.73200527,0.03439840,0.18765195,0.11647322,0.01759535,0.92205554,0.88578780,0.38652405
-5.12356178,1.74227337,0.03243742,0.20211065,0.11560556,0.01876384,0.91980851,0.94650642,0.38589257
-5.11755878,1.77289237,0.03067447,0.21858146,0.11593396,0.02016602,0.92870423,1.01974597,0.39028295
-5.11155578,1.82405899,0.02915525,0.23706329,0.11757693,0.02181439,0.94889889,1.10560193,0.39969553
-5.10555278,1.89574011,0.02792202,0.25753377,0.12063950,0.02371931,0.98041549,1.20400153,0.41408501
-5.09954977,1.98767624,0.02701295,0.27994897,0.12521006,0.02588877,1.02314504,1.31469610,0.43336309
-5.09354677,2.09938755,0.02646149,0.30424318,0.13135735,0.02832814,1.07684919,1.43725677,0.45740153
-5.08754377,2.23018217,0.02629586,0.33032918,0.13912765,0.03104001,1.14116428,1.57107413,0.48603530
-5.08154077,2.37916673,0.02653853,0.35809868,0.14854230,0.03402404,1.21560673,1.71536238,0.51906602
-5.07553777,2.54525929,0.02720576,0.38742321,0.15959549,0.03727678,1.29957977,1.86916849,0.55626554
-5.06953477,2.72720436,0.02830717,0.41815535,0.17225236,0.04079159,1.39238161,2.03138630,0.59737986
-5.06353177,2.92359027,0.02984535,0.45013027,0.18644762,0.04455860,1.49321490,2.20077582,0.64213327
-5.05752876,3.13286866,0.03181552,0.48316771,0.20208452,0.04856470,1.60119745,2.37598717,0.69023292
-5.05152576,3.35337588,0.03420518,0.51707414,0.21903437,0.05279355,1.71537417,2.55558862,0.74137364
-5.04552276,3.58335608,0.03699394,0.55164532,0.23713674,0.05722569,1.83473003,2.73809782,0.79524322
-5.03951976,3.82098560,0.04015335,0.58666886,0.25620020,0.06183863,1.95820373,2.92201491,0.85152787
-5.03351676,4.06439797,0.04364693,0.62192694,0.27600386,0.06660707,2.08470189,3.10585621,0.90991802
-5.02751376,4.31170903,0.04743034,0.65719891,0.29629974,0.07150304,2.21311322,3.28818675,0.97011416
-5.02151076,4.56104147,0.05145170,0.69226376,0.31681590,0.07649617,2.34232256,3.46765032,1.03183262
-5.01550775,4.81054792,0.05565225,0.72690229,0.33726044,0.08155393,2.47122405,3.64299513,1.09481117
-5.00950475,5.05843207,0.05996707,0.76089885,0.35732641,0.08664190,2.59873331,3.81309398,1.15881417
-5.00350175,5.30296723,0.06432622,0.79404266,0.37669742,0.09172403,2.72379826,3.97695770,1.22363718
-4.99749875,5.54251177,0.06865597,0.82612858,0.39505405,0.09676291,2.84540821,4.13374124,1.28911081
-4.99149575,5.77552131,0.07288036,0.85695745,0.41208072,0.10172009,2.96260129,4.28274199,1.35510372
-4.98549275,6.00055778,0.07692288,0.88633584,0.42747304,0.10655632,3.07447008,4.42339068,1.42152473
-4.97948974,6.21629530,0.08070828,0.91407554,0.44094538,0.11123185,3.18016571,4.55523551,1.48832400
-4.97348674,6.42152368,0.08416451,0.93999276,0.45223824,0.11570672,3.27890053,4.67792072,1.55549335
-4.96748374,6.61515004,0.08722459,0.96390724,0.46112542,0.11994110,3.36994989,4.79116112,1.62306588
-4.96148074,6.79619949,0.08982847,0.98564150,0.46742055,0.12389555,3.45265332,4.89471462,1.69111501
-4.95547774,6.96381582,0.09192470,1.00502034,0.47098269,0.12753147,3.52641576,4.98835477,1.75975321
-4.94947474,7.11726295,0.09347189,1.02187086,0.47172091,0.13081143,3.59070917,5.07184539,1.82913066
-4.94347174,7.25592832,0.09443989,1.03602319,0.46959739,0.13369968,3.64507509,5.14491950,1.89943394
-4.93746873,7.37932850,0.09481060,1.04731189,0.46462918,0.13616255,3.68912834,5.20726423,1.97088517
-4.93146573,7.48711769,0.09457840,1.05557834,0.45688820,0.13816906,3.72256214,5.25851313,2.04374143
-4.92546273,7.57909899,0.09375021,1.06067388,0.44649968,0.13969143,3.74515477,5.29824688,2.11829477
-4.91945973,7.65523816,0.09234511,1.06246389,0.43363901,0.14070569,3.75677729,5.32600260,2.19487241
-4.91345673,7.71567916,0.09039357,1.06083247,0.41852705,0.14119229,3.75740238,5.34129173,2.27383713
-4.90745373,7.76076017,0.08793637,1.05568767,0.40142425,0.14113666,3.74711338,5.34362544,2.35558727
-4.90145073,7.79102881,0.08502318,1.04696698,0.38262359,0.14052982,3.72611304,5.33254616,2.44055589
-4.89544772,7.80725456,0.08171096,1.03464279,0.36244289,0.13936883,3.69473115,5.30766347,2.52920841
-4.88944472,7.81043657,0.07806215,1.01872753,0.34121661,0.13765728,3.65343007,5.26869188,2.62203792
-4.88344172,7.80180490,0.07414286,0.99927811,0.31928759,0.13540558,3.60280732,5.21548818,2.71955748
-4.87743872,7.78281319,0.07002099,0.97639941,0.29699899,0.13263120,3.54359456,5.14808575,2.82228858
-4.87143572,7.75512139,0.06576452,0.95024661,0.27468676,0.12935866,3.47665199,5.06672338,2.93074516
-4.86543272,7.72056717,0.06143985,0.92102595,0.25267291,0.12561950,3.40295806,4.97186644,3.04541279
-4.85942971,7.68112581,0.05711040,0.88899396,0.23125970,0.12145198,3.32359396,4.86421881,3.16672279
-4.85342671,7.63885840,0.05283541,0.85445503,0.21072503,0.11690061,3.23972320,4.74472408,3.29502161
-4.84742371,7.59584959,0.04866903,0.81775723,0.19131890,0.11201555,3.15256657,4.61455576,3.43053610
-4.84142071,7.55413654,0.04465962,0.77928664,0.17326116,0.10685185,3.06337328,4.47509637,3.57333565
-4.83541771,7.51563180,0.04084939,0.73946024,0.15674022,0.10146851,2.97338925,4.32790631,3.72329297
-4.82941471,7.48204330,0.03727414,0.69871763,0.14191287,0.09592744,2.88382385,4.17468387,3.88004535
-4.82341171,7.45479562,0.03396335,0.65751193,0.12890484,0.09029235,2.79581663,4.01721831,4.04295882
-4.81740870,7.43495648,0.03094030,0.61630015,0.11781192,0.08462758,2.71040552,3.85733846,4.21109783
-4.81140570,7.42317322,0.02822244,0.57553340,0.10870158,0.07899688,2.62849825,3.69685944,4.38320306
-4.80540270,7.41962333,0.02582173,0.53564732,0.10161469,0.07346223,2.55084827,3.53753027,4.55768002
-4.79939970,7.42398287,0.02374511,0.49705309,0.09656727,0.06808275,2.47803682,3.38098519,4.73260065
-4.79339670,7.43541600,0.02199490,0.46012933,0.09355202,0.06291361,2.41046196,3.22870106,4.90571991
-4.78739370,7.45258761,0.02056927,0.42521512,0.09253964,0.05800519,2.34833530,3.08196301,5.07450823
-4.78139070,7.47370002,0.01946259,0.39260444,0.09347973,0.05340226,2.29168686,2.94184000,5.23620043
-4.77538769,7.49655334,0.01866576,0.36254208,0.09630136,0.04914340,2.24037778,2.80917123,5.38786022
-4.76938469,7.51862774,0.01816651,0.33522115,0.10091330,0.04526061,2.19412037,2.68456379,5.52645887
-4.76338169,7.53718441,0.01794965,0.31078222,0.10720403,0.04177907,2.15250450,2.56840127,5.64896528
-4.75737869,7.54938104,0.01799722,0.28931399,0.11504166,0.03871711,2.11502888,2.46086238,5.75244422
-4.75137569,7.55239643,0.01828869,0.27085531,0.12427388,0.03608636,2.08113588,2.36194813,5.83415835
-4.74537269,7.54355818,0.01880117,0.25539859,0.13472820,0.03389208,2.05024768,2.27151561,5.89166954
-4.73936968,7.52046731,0.01950956,0.24289417,0.14621261,0.03213362,2.02180230,2.18931618,5.92293443
-4.73336668,7.48111347,0.02038684,0.23325560,0.15851685,0.03080503,1.99528734,2.11503556,5.92638964
-4.72736368,7.42397480,0.02140436,0.22636542,0.17141445,0.02989576,1.97027000,2.04833356,5.90102200
-4.72136068,7.34809765,0.02253220,0.22208140,0.18466558,0.02939145,1.94642175,1.98888093,5.84642013
-4.71535768,7.25315198,0.02373966,0.22024283,0.19802088,0.02927470,1.92353675,1.93639162,5.76280457
-4.70935468,7.13945994,0.02499575,0.22067669,0.21122614,0.02952598,1.90154313,1.89064846,5.65103451
-4.70335168,7.00799653,0.02626985,0.22320356,0.22402778,0.03012441,1.88050694,1.85152147,5.51259090
-4.69734867,6.86036262,0.02753238,0.22764304,0.23617910,0.03104853,1.86062879,1.81897774,5.34953629
-4.69134567,6.69873218,0.02875546,0.23381856,0.24744691,0.03227705,1.84223374,1.79308310,5.16445366
-4.68534267,6.52577692,0.02991369,0.24156146,0.25761848,0.03378947,1.82575519,1.77399574,4.96036697
-4.67933967,6.34457246,0.03098487,0.25071430,0.26650838,0.03556659,1.81171400,1.76195256,4.74064746
-4.67333667,6.15849101,0.03195062,0.26113336,0.27396504,0.03759097,1.80069388,1.75724961,4.50891006
-4.66733367,5.97108609,0.03279703,0.27269027,0.27987652,0.03984714,1.79331470,1.76021787,4.26890486
-4.66133067,5.78597465,0.03351510,0.28527286,0.28417551,0.04232185,1.79020491,1.77119605,4.02440835
-4.65532766,5.60672206,0.03410116,0.29878518,0.28684291,0.04500400,1.79197446,1.79050211,3.77911930
-4.64932466,5.43673471,0.03455697,0.31314692,0.28791007,0.04788458,1.79918933,1.81840494,3.53656308
-4.64332166,5.27916417,0.03488985,0.32829202,0.28745946,0.05095642,1.81234877,1.85509793,3.30000832
-4.63731866,5.13682616,0.03511242,0.34416687,0.28562360,0.05421385,1.83186577,1.90067527,3.07239800
-4.63131566,5.01213630,0.03524233,0.36072795,0.28258228,0.05765222,1.85805137,1.95511231,2.85629718
-4.62531266,4.90706373,0.03530170,0.37793913,0.27855821,0.06126734,1.89110299,2.01825039,2.65385767
-4.61930965,4.82310262,0.03531641,0.39576864,0.27381110,0.06505489,1.93109674,2.08978663,2.46679978
-4.61330665,4.76126068,0.03531527,0.41418588,0.26863044,0.06900974,1.97798348,2.16926864,2.29641005
-4.60730365,4.72206317,0.03532906,0.43315814,0.26332717,0.07312521,2.03158826,2.25609419,2.14355337
-4.60130065,4.70557027,0.03538944,0.45264731,0.25822462,0.07739242,2.09161277,2.34951520,2.00869740
-4.59529765,4.71140542,0.03552786,0.47260663,0.25364889,0.08179955,2.15764011,2.44864593,1.89194678
-4.58929465,4.73879199,0.03577433,0.49297774,0.24991906,0.08633127,2.22914157,2.55247452,1.79308460
-4.58329165,4.78659606,0.03615639,0.51368794,0.24733756,0.09096815,2.30548490,2.65987754,1.71161850
-4.57728864,4.85337272,0.03669790,0.53464792,0.24618097,0.09568624,2.38594379,2.76963701,1.64682902
-4.57128564,4.93741438,0.03741814,0.55574999,0.24669153,0.10045682,2.46970829,2.88045934,1.59781792
-4.56528264,5.03679922,0.03833086,0.57686695,0.24906961,0.10524628,2.55589612,2.99099604,1.56355486
-4.55927964,5.14943899,0.03944356,0.59785169,0.25346739,0.11001617,2.64356489,3.09986570,1.54292072
-4.55327664,5.27312529,0.04075698,0.61853763,0.25998389,0.11472357,2.73172530,3.20567721,1.53474667
-4.54727364,5.40557402,0.04226471,0.63874005,0.26866151,0.11932161,2.81935540,3.30705383,1.53784827
-4.54127064,5.54446797,0.04395316,0.65825833,0.27948412,0.12376019,2.90541621,3.40265812,1.55105422
-4.53526763,5.68749736,0.04580163,0.67687918,0.29237681,0.12798702,2.98886849,3.49121722,1.57322963
-4.52926463,5.83239860,0.04778271,0.69438067,0.30720736,0.13194876,3.06869100,3.57154828,1.60329404
-4.52326163,5.97699108,0.04986292,0.71053716,0.32378918,0.13559237,3.14389974,3.64258352,1.64023448
-4.51725863,6.11921188,0.05200357,0.72512485,0.34188592,0.13886659,3.21356815,3.70339417,1.68311383
-4.51125563,6.25714805,0.05416184,0.73792769,0.36121739,0.14172342,3.27684754,3.75321282,1.73107514
-4.50525263,6.38906589,0.05629198,0.74874374,0.38146675,0.14411968,3.33298734,3.79145299,1.78334228
-4.49924962,6.51343651,0.05834678,0.75739125,0.40228879,0.14601844,3.38135421,3.81772541,1.83921742
-4.49324662,6.62895677,0.06027902,0.76371463,0.42331889,0.14739036,3.42144934,3.83184975,1.89807580
