energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Na_s_up,Te_p_up,Te_d_up
-5.65782891,1.00964514,0.65557693,0.32531887,0.00471787,0.10916905,0.29906473,0.53171989,0.00000000
-5.65182591,0.94865250,0.60802940,0.30236627,0.00442129,0.10574719,0.29533925,0.49808241,0.00000000
-5.64582291,0.89377148,0.56236918,0.28208895,0.00413967,0.10319688,0.29309377,0.46692924,0.00000000
-5.63981991,0.84518568,0.51891867,0.26448771,0.00387610,0.10151497,0.29231831,0.43842855,0.00000000
-5.63381691,0.80292218,0.47793597,0.24950335,0.00363279,0.10067836,0.29295813,0.41267678,0.00000000
-5.62781391,0.76686370,0.43961477,0.23702362,0.00341110,0.10064584,0.29491574,0.38970252,0.00000000
-5.62181091,0.73676437,0.40408599,0.22689129,0.00321158,0.10136033,0.29805421,0.36947205,0.00000000
-5.61580790,0.71226827,0.37142098,0.21891284,0.00303399,0.10275161,0.30220175,0.35189660,0.00000000
-5.60980490,0.69293030,0.34163632,0.21286764,0.00287743,0.10473921,0.30715747,0.33684091,0.00000000
-5.60380190,0.67823852,0.31469983,0.20851718,0.00274042,0.10723560,0.31269803,0.32413287,0.00000000
-5.59779890,0.66763722,0.29053771,0.20561424,0.00262101,0.11014932,0.31858505,0.31357383,0.00000000
-5.59179590,0.66055021,0.26904247,0.20391169,0.00251692,0.11338820,0.32457299,0.30494933,0.00000000
-5.58579290,0.65640335,0.25008147,0.20317064,0.00242565,0.11686235,0.33041715,0.29803979,0.00000000
-5.57978989,0.65464593,0.23350568,0.20316789,0.00234464,0.12048700,0.33588157,0.29263096,0.00000000
-5.57378689,0.65477009,0.21915841,0.20370244,0.00227133,0.12418497,0.34074641,0.28852369,0.00000000
-5.56778389,0.65632787,0.20688375,0.20460090,0.00220331,0.12788877,0.34481465,0.28554273,0.00000000
-5.56178089,0.65894549,0.19653444,0.20572182,0.00213841,0.13154231,0.34791774,0.28354441,0.00000000
-5.55577789,0.66233430,0.18797889,0.20695878,0.00207472,0.13510210,0.34992012,0.28242274,0.00000000
-5.54977489,0.66629852,0.18110727,0.20824220,0.00201069,0.13853799,0.35072227,0.28211398,0.00000000
-5.54377189,0.67073923,0.17583632,0.20953999,0.00194516,0.14183337,0.35026246,0.28259943,0.00000000
-5.53776888,0.67565493,0.17211299,0.21085697,0.00187734,0.14498497,0.34851699,0.28390637,0.00000000
-5.53176588,0.68113858,0.16991654,0.21223316,0.00180684,0.14800218,0.34549903,0.28610713,0.00000000
-5.52576288,0.68737136,0.16925935,0.21374101,0.00173364,0.15090595,0.34125626,0.28931640,0.00000000
-5.51975988,0.69461334,0.17018625,0.21548175,0.00165805,0.15372735,0.33586732,0.29368666,0.00000000
-5.51375688,0.70319152,0.17277243,0.21758089,0.00158065,0.15650584,0.32943748,0.29940211,0.00000000
-5.50775388,0.71348549,0.17712001,0.22018311,0.00150227,0.15928728,0.32209352,0.30667107,0.00000000
-5.50175088,0.72591122,0.18335340,0.22344660,0.00142392,0.16212177,0.31397829,0.31571721,0.00000000
-5.49574787,0.74090348,0.19161349,0.22753712,0.00134672,0.16506133,0.30524507,0.32676967,0.00000000
-5.48974487,0.75889732,0.20205082,0.23262179,0.00127183,0.16815755,0.29605196,0.34005264,0.00000000
-5.48374187,0.78030917,0.21481803,0.23886297,0.00120043,0.17145924,0.28655655,0.35577445,0.00000000
-5.47773887,0.80551815,0.23006161,0.24641217,0.00113363,0.17501005,0.27691099,0.37411671,0.00000000
-5.47173587,0.83484799,0.24791328,0.25540434,0.00107245,0.17884627,0.26725768,0.39522374,0.00000000
-5.46573287,0.86855036,0.26848126,0.26595255,0.00101776,0.18299477,0.25772553,0.41919284,0.00000000
-5.45972986,0.90678993,0.29184171,0.27814324,0.00097027,0.18747116,0.24842704,0.44606558,0.00000000
-5.45372686,0.94963185,0.31803056,0.29203230,0.00093049,0.19227825,0.23945607,0.47582077,0.00000000
-5.44772386,0.99703211,0.34703621,0.30764180,0.00089875,0.19740486,0.23088642,0.50836923,0.00000000
-5.44172086,1.04883121,0.37879324,0.32495782,0.00087515,0.20282506,0.22277112,0.54355086,0.00000000
-5.43571786,1.10475160,0.41317757,0.34392918,0.00085961,0.20849787,0.21514245,0.58113415,0.00000000
-5.42971486,1.16439899,0.45000334,0.36446724,0.00085183,0.21436753,0.20801264,0.62081838,0.00000000
-5.42371186,1.22726792,0.48902172,0.38644682,0.00085136,0.22036429,0.20137512,0.66223862,0.00000000
-5.41770885,1.29275126,0.52992183,0.40970813,0.00085760,0.22640577,0.19520630,0.70497334,0.00000000
-5.41170585,1.36015376,0.57233395,0.43405969,0.00086979,0.23239891,0.18946790,0.74855460,0.00000000
-5.40570285,1.42870893,0.61583500,0.45928217,0.00088711,0.23824241,0.18410947,0.79248042,0.00000000
-5.39969985,1.49759903,0.65995617,0.48513302,0.00090863,0.24382967,0.17907140,0.83622892,0.00000000
-5.39369685,1.56597719,0.70419264,0.51135163,0.00093341,0.24905204,0.17428793,0.87927364,0.00000000
-5.38769385,1.63299080,0.74801496,0.53766505,0.00096047,0.25380229,0.16969040,0.92109936,0.00000000
-5.38169085,1.69780543,0.79088180,0.56379378,0.00098886,0.25797826,0.16521044,0.96121781,0.00000000
-5.37568784,1.75962789,0.83225360,0.58945770,0.00101768,0.26148636,0.16078306,0.99918238,0.00000000
-5.36968484,1.81772781,0.87160650,0.61438174,0.00104607,0.26424490,0.15634957,1.03460117,0.00000000
-5.36368184,1.87145651,0.90844620,0.63830124,0.00107331,0.26618704,0.15186024,1.06714775,0.00000000
-5.35767884,1.92026252,0.94232095,0.66096676,0.00109875,0.26726322,0.14727667,1.09656913,0.00000000
-5.35167584,1.96370309,0.97283335,0.68214828,0.00112190,0.26744298,0.14257363,1.12269042,0.00000000
-5.34567284,2.00145136,0.99965036,0.70163876,0.00114243,0.26671616,0.13774067,1.14541616,0.00000000
-5.33966983,2.03329907,1.02251130,0.71925693,0.00116017,0.26509322,0.13278310,1.16472819,0.00000000
-5.33366683,2.05915492,1.04123336,0.73484942,0.00117516,0.26260500,0.12772267,1.18068040,0.00000000
-5.32766383,2.07903911,1.05571477,0.74829229,0.00118760,0.25930167,0.12259769,1.19339069,0.00000000
-5.32166083,2.09307461,1.06593546,0.75949205,0.00119796,0.25525114,0.11746294,1.20303086,0.00000000
-5.31565783,2.10147612,1.07195535,0.76838628,0.00120690,0.25053692,0.11238905,1.20981498,0.00000000
-5.30965483,2.10453751,1.07391065,0.77494398,0.00121532,0.24525567,0.10746176,1.21398728,0.00000000
-5.30365183,2.10261888,1.07200834,0.77916575,0.00122439,0.23951449,0.10278086,1.21581023,0.00000000
-5.29764882,2.09613413,1.06651948,0.78108403,0.00123551,0.23342811,0.09845904,1.21555371,0.00000000
-5.29164582,2.08553988,1.05777153,0.78076322,0.00125032,0.22711617,0.09462057,1.21348596,0.00000000
-5.28564282,2.07132634,1.04614028,0.77830000,0.00127075,0.22070061,0.09139990,1.20986683,0.00000000
-5.27963982,2.05401073,1.03204182,0.77382357,0.00129895,0.21430335,0.08894023,1.20494369,0.00000000
-5.27363682,2.03413312,1.01592468,0.76749597,0.00133729,0.20804427,0.08739198,1.19895024,0.00000000
-5.26763382,2.01225476,0.99826259,0.75951212,0.00138837,0.20203948,0.08691108,1.19210781,0.00000000
-5.26163082,1.98895838,0.97954776,0.75009967,0.00145499,0.19639998,0.08765728,1.18462917,0.00000000
-5.25562781,1.96484975,0.96028490,0.73951829,0.00154007,0.19123046,0.08979209,1.17672399,0.00000000
-5.24962481,1.94055972,0.94098563,0.72805827,0.00164666,0.18662848,0.09347659,1.16860531,0.00000000
-5.24362181,1.91674564,0.92216326,0.71603819,0.00177786,0.18268366,0.09886882,1.16049622,0.00000000
-5.23761881,1.89409124,0.90432761,0.70380152,0.00193675,0.17947698,0.10612081,1.15263582,0.00000000
-5.23161581,1.87330397,0.88797949,0.69171199,0.00212633,0.17708002,0.11537531,1.14528352,0.00000000
-5.22561281,1.85510893,0.87360469,0.68014756,0.00234944,0.17555414,0.12676186,1.13872110,0.00000000
-5.21960980,1.84023885,0.86166708,0.66949306,0.00260868,0.17494954,0.14039270,1.13325170,0.00000000
-5.21360680,1.82941988,0.85260077,0.66013158,0.00290630,0.17530410,0.15635812,1.12919560,0.00000000
-5.20760380,1.82335314,0.84680118,0.65243459,0.00324410,0.17664217,0.17472165,1.12688246,0.00000000
-5.20160080,1.82269247,0.84461515,0.64675126,0.00362339,0.17897324,0.19551510,1.12664031,0.00000000
-5.19559780,1.82801933,0.84633023,0.64339713,0.00404482,0.18229057,0.21873360,1.12878179,0.00000000
-5.18959480,1.83981570,0.85216371,0.64264262,0.00450839,0.18656996,0.24433091,1.13358813,0.00000000
-5.18359180,1.85843668,0.86225156,0.64470184,0.00501330,0.19176873,0.27221525,1.14129205,0.00000000
-5.17758879,1.88408415,0.87663827,0.64972225,0.00555796,0.19782499,0.30224577,1.15206056,0.00000000
-5.17158579,1.91678340,0.89526791,0.65777562,0.00613996,0.20465741,0.33423007,1.16597882,0.00000000
-5.16558279,1.95636435,0.91797741,0.66885088,0.00675602,0.21216556,0.36792290,1.18303627,0.00000000
-5.15957979,2.00244885,0.94449252,0.68284936,0.00740208,0.22023093,0.40302640,1.20311632,0.00000000
-5.15357679,2.05444570,0.97442719,0.69958276,0.00807332,0.22871862,0.43919184,1.22599025,0.00000000
-5.14757379,2.11155409,1.00728686,0.71877419,0.00876428,0.23747981,0.47602324,1.25131646,0.00000000
-5.14157079,2.17277632,1.04247593,0.74006258,0.00946895,0.24635498,0.51308275,1.27864524,0.00000000
-5.13556778,2.23693984,1.07930953,0.76301029,0.01018099,0.25517772,0.54989788,1.30742942,0.00000000
-5.12956478,2.30272823,1.11702963,0.78711403,0.01089388,0.26377912,0.58597045,1.33704055,0.00000000
-5.12356178,2.36872031,1.15482493,0.81181868,0.01160115,0.27199252,0.62078705,1.36679027,0.00000000
-5.11755878,2.43343592,1.19185414,0.83653367,0.01229663,0.27965853,0.65383082,1.39595584,0.00000000
-5.11155578,2.49538666,1.22727184,0.86065129,0.01297470,0.28662995,0.68459413,1.42380882,0.00000000
-5.10555278,2.55312936,1.26025584,0.88356629,0.01363054,0.29277655,0.71259184,1.44964547,0.00000000
-5.09954977,2.60532000,1.29003502,0.90469598,0.01426038,0.29798943,0.73737453,1.47281741,0.00000000
-5.09354677,2.65076543,1.31591646,0.92349999,0.01486172,0.30218466,0.75854138,1.49276102,0.00000000
-5.08754377,2.68847058,1.33731058,0.93949881,0.01543354,0.30530617,0.77575203,1.50902391,0.00000000
-5.08154077,2.71767860,1.35375304,0.95229032,0.01597643,0.30732760,0.78873706,1.52128717,0.00000000
-5.07553777,2.73790208,1.36492251,0.96156363,0.01649268,0.30825315,0.79730649,1.52938202,0.00000000
-5.06953477,2.74894340,1.37065317,0.96710933,0.01698629,0.30811722,0.80135605,1.53329997,0.00000000
-5.06353177,2.75090333,1.37094131,0.96882605,0.01746293,0.30698291,0.80087076,1.53319578,0.00000000
-5.05752876,2.74417681,1.36594560,0.96672256,0.01792974,0.30493944,0.79592574,1.52938278,0.00000000
-5.05152576,2.72943631,1.35598081,0.96091569,0.01839518,0.30209854,0.78668405,1.52232086,0.00000000
-5.04552276,2.70760291,1.34150521,0.95162384,0.01886861,0.29858995,0.77339163,1.51259719,0.00000000
-5.03951976,2.67980646,1.32310189,0.93915653,0.01935995,0.29455626,0.75636959,1.50090079,0.00000000
-5.03351676,2.64733647,1.30145504,0.92390040,0.01987920,0.29014723,0.73600391,1.48799173,0.00000000
-5.02751376,2.61158580,1.27732181,0.90630225,0.02043593,0.28551391,0.71273325,1.47466658,0.00000000
-5.02151076,2.57398963,1.25150130,0.88685003,0.02103868,0.28080270,0.68703503,1.46172144,0.00000000
-5.01550775,2.53596257,1.22480175,0.86605247,0.02169446,0.27614967,0.65941066,1.44991439,0.00000000
-5.00950475,2.49883658,1.19800752,0.84441843,0.02240819,0.27167535,0.63037029,1.43992903,0.00000000
-5.00350175,2.46380270,1.17184736,0.82243679,0.02318220,0.26748022,0.60041780,1.43234074,0.00000000
-4.99749875,2.43185912,1.14696526,0.80055782,0.02401584,0.26364105,0.57003660,1.42758745,0.00000000
-4.99149575,2.40376807,1.12389522,0.77917692,0.02490516,0.26020825,0.53967692,1.42594607,0.00000000
-4.98549275,2.38002341,1.10304121,0.75862123,0.02584273,0.25720436,0.50974481,1.42751591,0.00000000
-4.97948974,2.36083057,1.08466296,0.73913988,0.02681761,0.25462373,0.48059355,1.43220983,0.00000000
-4.97348674,2.34609950,1.06886836,0.72089809,0.02781547,0.25243336,0.45251747,1.43975368,0.00000000
-4.96748374,2.33545127,1.05561271,0.70397529,0.02881886,0.25057491,0.42574856,1.44969405,0.00000000
-4.96148074,2.32823764,1.04470479,0.68836739,0.02980769,0.24896775,0.40045571,1.46141415,0.00000000
-4.95547774,2.32357297,1.03581934,0.67399280,0.03075977,0.24751293,0.37674651,1.47415710,0.00000000
-4.94947474,2.32037680,1.02851549,0.66070194,0.03165155,0.24609794,0.35467154,1.48705569,0.00000000
-4.94347174,2.31742514,1.02225995,0.64828964,0.03245892,0.24460196,0.33423057,1.49916729,0.00000000
-4.93746873,2.31340809,1.01645409,0.63650983,0.03315803,0.24290147,0.31538045,1.50951233,0.00000000
-4.93146573,2.30699112,1.01046339,0.62509166,0.03372625,0.24087590,0.29804424,1.51711478,0.00000000
-4.92546273,2.29687722,1.00364802,0.61375637,0.03414298,0.23841317,0.28212089,1.52104258,0.00000000
-4.91945973,2.28186706,0.99539309,0.60223405,0.03439045,0.23541479,0.26749523,1.52044656,0.00000000
-4.91345673,2.26091445,0.98513718,0.59027950,0.03445447,0.23180038,0.25404759,1.51459584,0.00000000
-4.90745373,2.23317479,0.97239792,0.57768655,0.03432495,0.22751140,0.24166275,1.50290837,0.00000000
-4.90145073,2.19804431,0.95679362,0.56430011,0.03399635,0.22251396,0.23023773,1.48497517,0.00000000
-4.89544772,2.15518870,0.93805997,0.55002558,0.03346788,0.21680056,0.21968819,1.46057755,0.00000000
-4.88944472,2.10455989,0.91606136,0.53483523,0.03274357,0.21039079,0.20995328,1.42969630,0.00000000
-4.88344172,2.04640075,0.89079648,0.51877135,0.03183211,0.20333090,0.20099858,1.39251303,0.00000000
-4.87743872,1.98123763,0.86239812,0.50194609,0.03074654,0.19569239,0.19281740,1.34940342,0.00000000
-4.87143572,1.90986149,0.83112749,0.48453818,0.02950377,0.18756956,0.18543020,1.30092318,0.00000000
-4.86543272,1.83329889,0.79736357,0.46678672,0.02812395,0.17907626,0.17888242,1.24778734,0.00000000
-4.85942971,1.75277416,0.76158807,0.44898234,0.02662979,0.17034201,0.17324083,1.19084405,0.00000000
-4.85342671,1.66966490,0.72436701,0.43145634,0.02504577,0.16150751,0.16858863,1.13104417,0.00000000
-4.84742371,1.58545277,0.68632968,0.41456813,0.02339731,0.15271998,0.16501953,1.06940810,0.00000000
-4.84142071,1.50167171,0.64814614,0.39869163,0.02171003,0.14412826,0.16263127,1.00699129,0.00000000
-4.83541771,1.41985588,0.61050406,0.38420118,0.02000894,0.13587805,0.16151863,0.94484984,0.00000000
-4.82941471,1.34148922,0.57408602,0.37145758,0.01831781,0.12810733,0.16176647,0.88400760,0.00000000
-4.82341171,1.26795856,0.53954788,0.36079459,0.01665853,0.12094224,0.16344300,0.82542595,0.00000000
-4.81740870,1.20051173,0.50749906,0.35250659,0.01505069,0.11449339,0.16659356,0.76997716,0.00000000
-4.81140570,1.14022197,0.47848518,0.34683765,0.01351118,0.10885283,0.17123518,0.71842220,0.00000000
-4.80540270,1.08795953,0.45297355,0.34397243,0.01205400,0.10409169,0.17735219,0.67139343,0.00000000
-4.79939970,1.04437093,0.43134168,0.34402908,0.01069013,0.10025850,0.18489301,0.62938242,0.00000000
-4.79339670,1.00986618,0.41386895,0.34705439,0.00942754,0.09737829,0.19376833,0.59273303,0.00000000
-4.78739370,0.98461388,0.40073145,0.35302123,0.00827132,0.09545235,0.20385064,0.56163944,0.00000000
-4.78139070,0.96854371,0.39199986,0.36182832,0.00722386,0.09445871,0.21497536,0.53614899,0.00000000
-4.77538769,0.96135596,0.38764021,0.37330222,0.00628507,0.09435327,0.22694341,0.51616908,0.00000000
-4.76938469,0.96253724,0.38751729,0.38720151,0.00545277,0.09507147,0.23952514,0.50147786,0.00000000
-4.76338169,0.97138150,0.39140042,0.40322286,0.00472295,0.09653044,0.25246563,0.49173783,0.00000000
-4.75737869,0.98701558,0.39897137,0.42100890,0.00409012,0.09863169,0.26549102,0.48651184,0.00000000
-4.75137569,1.00842813,0.40983409,0.44015743,0.00354771,0.10126402,0.27831584,0.48528082,0.00000000
-4.74537269,1.03450104,0.42352593,0.46023190,0.00308834,0.10430674,0.29065082,0.48746252,0.00000000
-4.73936968,1.06404243,0.43953014,0.48077264,0.00270413,0.10763308,0.30221115,0.49243079,0.00000000
-4.73336668,1.09582015,0.45728940,0.50130863,0.00238699,0.11111362,0.31272466,0.49953481,0.00000000
-4.72736368,1.12859509,0.47621993,0.52136940,0.00212882,0.11461976,0.32193981,0.50811774,0.00000000
-4.72136068,1.16115335,0.49572606,0.54049680,0.00192175,0.11802713,0.32963291,0.51753451,0.00000000
-4.71535768,1.19233666,0.51521494,0.55825629,0.00175825,0.12121869,0.33561456,0.52716830,0.00000000
-4.70935468,1.22107032,0.53411099,0.57424749,0.00163126,0.12408780,0.33973493,0.53644544,0.00000000
-4.70335168,1.24638824,0.55186989,0.58811378,0.00153432,0.12654075,0.34188764,0.54484855,0.00000000
-4.69734867,1.26745457,0.56799177,0.59955068,0.00146157,0.12849912,0.34201223,0.55192774,0.00000000
-4.69134567,1.28358167,0.58203331,0.60831296,0.00140781,0.12990156,0.34009508,0.55730976,0.00000000
-4.68534267,1.29424409,0.59361839,0.61422029,0.00136855,0.13070525,0.33616880,0.56070505,0.00000000
-4.67933967,1.29908870,0.60244718,0.61716145,0.00133996,0.13088679,0.33031015,0.56191267,0.00000000
-4.67333667,1.29794070,0.60830328,0.61709714,0.00131888,0.13044270,0.32263668,0.56082328,0.00000000
-4.66733367,1.29080588,0.61105882,0.61406122,0.00130281,0.12938935,0.31330223,0.55741997,0.00000000
-4.66133067,1.27786910,0.61067741,0.60816084,0.00128988,0.12776255,0.30249149,0.55177743,0.00000000
-4.65532766,1.25948947,0.60721481,0.59957517,0.00127882,0.12561656,0.29041398,0.54405928,0.00000000
-4.64932466,1.23619238,0.60081732,0.58855316,0.00126894,0.12302291,0.27729763,0.53451395,0.00000000
-4.64332166,1.20865886,0.59171805,0.57541035,0.00126008,0.12006868,0.26338222,0.52346911,0.00000000
-4.63731866,1.17771260,0.58023107,0.56052488,0.00125261,0.11685462,0.24891298,0.51132499,0.00000000
-4.63131566,1.14430499,0.56674368,0.54433286,0.00124739,0.11349295,0.23413456,0.49854664,0.00000000
-4.62531266,1.10949866,0.55170705,0.52732330,0.00124572,0.11010500,0.21928543,0.48565535,0.00000000
-4.61930965,1.07444966,0.53562546,0.51003256,0.00124933,0.10681870,0.20459303,0.47321933,0.00000000
-4.61330665,1.04038887,0.51904445,0.49303854,0.00126037,0.10376593,0.19026963,0.46184383,0.00000000
-4.60730365,1.00860258,0.50253822,0.47695464,0.00128131,0.10107990,0.17650896,0.45216080,0.00000000
-4.60130065,0.98041276,0.48669661,0.46242346,0.00131496,0.09889239,0.16348360,0.44481809,0.00000000
-4.59529765,0.95715697,0.47211191,0.45011041,0.00136439,0.09733112,0.15134322,0.44046839,0.00000000
-4.58929465,0.94016821,0.45936592,0.44069692,0.00143288,0.09651709,0.14021340,0.43975789,0.00000000
-4.58329165,0.93075478,0.44901754,0.43487363,0.00152387,0.09656211,0.13019514,0.44331479,0.00000000
-4.57728864,0.93018021,0.44159108,0.43333303,0.00164087,0.09756634,0.12136484,0.45173766,0.00000000
-4.57128564,0.93964345,0.43756564,0.43676192,0.00178739,0.09961613,0.11377481,0.46558383,0.00000000
-4.56528264,0.96025940,0.43736573,0.44583325,0.00196684,0.10278193,0.10745406,0.48535785,0.00000000
-4.55927964,0.99303979,0.44135331,0.46119754,0.00218243,0.10711660,0.10240938,0.51150026,0.00000000
-4.55327664,1.03887474,0.44982132,0.48347364,0.00243707,0.11265389,0.09862669,0.54437666,0.00000000
-4.54727364,1.09851505,0.46298899,0.51323888,0.00273323,0.11940733,0.09607252,0.58426751,0.00000000
-4.54127064,1.17255533,0.48099867,0.55101854,0.00307285,0.12736946,0.09469568,0.63135869,0.00000000
-4.53526763,1.26141843,0.50391445,0.59727466,0.00345722,0.13651147,0.09442897,0.68573316,0.00000000
-4.52926463,1.36534107,0.53172230,0.65239432,0.00388686,0.14678321,0.09519114,0.74736394,0.00000000
-4.52326163,1.48436125,0.56433174,0.71667738,0.00436143,0.15811375,0.09688878,0.81610861,0.00000000
-4.51725863,1.61830743,0.60157884,0.79032396,0.00487964,0.17041217,0.09941842,0.89170564,0.00000000
-4.51125563,1.76678991,0.64323031,0.87342184,0.00543922,0.18356894,0.10266870,0.97377268,0.00000000
-4.50525263,1.92919462,0.68898846,0.96593410,0.00603684,0.19745752,0.10652251,1.06180697,0.00000000
-4.49924962,2.10467952,0.73849680,1.06768734,0.00666814,0.21193634,0.11085931,1.15518803,0.00000000
-4.49324662,2.29217395,0.79134601,1.17836088,0.00732777,0.22685103,0.11555732,1.25318258,0.00000000
