energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up
-5.83791896,3.53441616,0.51590191,3.01353088,0.00337042,0.08277276,0.05114027,0.04955605,0.35829776
-5.83191596,3.53275355,0.51480262,3.01547031,0.00308385,0.08379517,0.04978220,0.04967567,0.35496559
-5.82591296,3.51767689,0.51173211,3.00537464,0.00282197,0.08443434,0.04833042,0.04965752,0.35072187
-5.81990995,3.48859765,0.50657212,2.98282424,0.00258249,0.08466660,0.04677936,0.04948075,0.34545978
-5.81390695,3.44525723,0.49925994,2.94767454,0.00236334,0.08447651,0.04513069,0.04912918,0.33911002
-5.80790395,3.38772485,0.48978897,2.90005186,0.00216272,0.08385726,0.04339291,0.04859179,0.33164189
-5.80190095,3.31638593,0.47820752,2.84034146,0.00197910,0.08281071,0.04158096,0.04786293,0.32306310
-5.79589795,3.23192211,0.46461594,2.76916898,0.00181124,0.08134722,0.03971563,0.04694250,0.31341846
-5.78989495,3.13528450,0.44916239,2.68737647,0.00165814,0.07948520,0.03782292,0.04583584,0.30278761
-5.78389195,3.02766166,0.43203742,2.59599457,0.00151912,0.07725050,0.03593336,0.04455359,0.29128210
-5.77788894,2.91044413,0.41346768,2.49621195,0.00139372,0.07467553,0.03408139,0.04311133,0.27904168
-5.77188594,2.78518690,0.39370899,2.38934358,0.00128178,0.07179829,0.03230466,0.04152919,0.26623045
-5.76588294,2.65357131,0.37303920,2.27679877,0.00118333,0.06866124,0.03064348,0.03983132,0.25303262
-5.75987994,2.51736764,0.35175097,2.16005005,0.00109867,0.06531020,0.02914026,0.03804535,0.23964837
-5.75387694,2.37839935,0.33014475,2.04060377,0.00102830,0.06179311,0.02783900,0.03620177,0.22628975
-5.74787394,2.23850968,0.30852230,1.91997268,0.00097293,0.05815889,0.02678485,0.03433331,0.21317678
-5.74187094,2.09953110,0.28718067,1.79965122,0.00093348,0.05445633,0.02602370,0.03247432,0.20053386
-5.73586793,1.96325786,0.26640704,1.68109338,0.00091107,0.05073306,0.02560167,0.03066015,0.18858645
-5.72986493,1.83142155,0.24647421,1.56569323,0.00090700,0.04703462,0.02556471,0.02892652,0.17755805
-5.72386193,1.70566966,0.22763704,1.45476805,0.00092279,0.04340366,0.02595801,0.02730899,0.16766742
-5.71785893,1.58754668,0.21012953,1.34954364,0.00096013,0.03987931,0.02682539,0.02584237,0.15912596
-5.71185593,1.47847739,0.19416268,1.25114172,0.00102092,0.03649659,0.02820857,0.02456019,0.15213532
-5.70585293,1.37975200,0.17992299,1.16056888,0.00110724,0.03328608,0.03014620,0.02349420,0.14688484
-5.69984992,1.29251250,0.16757140,1.07870695,0.00122137,0.03027363,0.03267293,0.02267383,0.14354912
-5.69384692,1.21774017,0.15724270,1.00630444,0.00136580,0.02748022,0.03581814,0.02212573,0.14228527
-5.68784392,1.15624362,0.14904515,0.94396883,0.00154317,0.02492198,0.03960469,0.02187321,0.14323014
-5.68184092,1.10864752,0.14306027,0.89215971,0.00175636,0.02261018,0.04404752,0.02193578,0.14649719
-5.67583792,1.07538185,0.13934272,0.85118261,0.00200839,0.02055147,0.04915219,0.02232862,0.15217326
-5.66983492,1.05667196,0.13792021,0.82118375,0.00230243,0.01874800,0.05491348,0.02306207,0.16031514
-5.66383192,1.05252966,0.13879332,0.80214590,0.00264180,0.01719779,0.06131407,0.02414117,0.17094612
-5.65782891,1.06274596,0.14193534,0.79388561,0.00302991,0.01589494,0.06832335,0.02556517,0.18405265
-5.65182591,1.08688604,0.14729214,0.79605224,0.00347021,0.01483005,0.07589657,0.02732717,0.19958121
-5.64582291,1.12428713,0.15478207,0.80812928,0.00396616,0.01399054,0.08397422,0.02941374,0.21743574
-5.63981991,1.17406022,0.16429603,0.82943834,0.00452110,0.01336108,0.09248191,0.03180477,0.23747569
-5.63381691,1.23509616,0.17569780,0.85914636,0.00513819,0.01292394,0.10133072,0.03447336,0.25951502
-5.62781391,1.30607703,0.18882472,0.89627636,0.00582031,0.01265942,0.11041805,0.03738591,0.28332232
-5.62181091,1.38549315,0.20348884,0.93972217,0.00656986,0.01254631,0.11962902,0.04050237,0.30862218
-5.61580790,1.47166626,0.21947864,0.98826705,0.00738871,0.01256231,0.12883853,0.04377675,0.33509809
-5.60980490,1.56277876,0.23656133,1.04060657,0.00827792,0.01268444,0.13791370,0.04715782,0.36239669
-5.60380190,1.65690885,0.25448587,1.09537507,0.00923766,0.01288957,0.14671690,0.05058993,0.39013366
-5.59779890,1.75207111,0.27298663,1.15117564,0.01026696,0.01315481,0.15510915,0.05401422,0.41790095
-5.59179590,1.84626139,0.29178762,1.20661276,0.01136358,0.01345801,0.16295379,0.05736982,0.44527525
-5.58579290,1.93750502,0.31060739,1.26032671,0.01252376,0.01377820,0.17012031,0.06059530,0.47182755
-5.57978989,2.02390664,0.32916426,1.31102878,0.01374214,0.01409601,0.17648819,0.06363018,0.49713337
-5.57378689,2.10370011,0.34718188,1.35753594,0.01501162,0.01439404,0.18195068,0.06641650,0.52078331
-5.56778389,2.17529646,0.36439491,1.39880385,0.01632322,0.01465729,0.18641818,0.06890034,0.54239367
-5.56178089,2.23732817,0.38055467,1.43395668,0.01766612,0.01487339,0.18982133,0.07103330,0.56161653
-5.55577789,2.28868784,0.39543442,1.46231276,0.01902767,0.01503288,0.19211347,0.07277383,0.57814900
-5.54977489,2.32855968,0.40883432,1.48340463,0.02039346,0.01512933,0.19327255,0.07408835,0.59174128
-5.54377189,2.35644233,0.42058572,1.49699285,0.02174755,0.01515946,0.19330229,0.07495212,0.60220317
-5.53776888,2.37216223,0.43055468,1.50307269,0.02307268,0.01512308,0.19223264,0.07534989,0.60940874
-5.53176588,2.37587665,0.43864464,1.50187346,0.02435064,0.01502302,0.19011954,0.07527615,0.61329915
-5.52576288,2.36806645,0.44479813,1.49385036,0.02556267,0.01486489,0.18704394,0.07473517,0.61388337
-5.51975988,2.34951876,0.44899750,1.47966912,0.02668989,0.01465682,0.18311026,0.07374061,0.61123688
-5.51375688,2.32130042,0.45126466,1.46018409,0.02771387,0.01440905,0.17844422,0.07231498,0.60549854
-5.50775388,2.28472330,0.45165986,1.43641064,0.02861714,0.01413355,0.17319030,0.07048874,0.59686568
-5.50175088,2.24130297,0.45027964,1.40949301,0.02938375,0.01384347,0.16750884,0.06829922,0.58558779
-5.49574787,2.19271247,0.44725391,1.38066881,0.02999981,0.01355264,0.16157293,0.06578939,0.57195896
-5.48974487,2.14073314,0.44274250,1.35123183,0.03045402,0.01327506,0.15556516,0.06300654,0.55630962
-5.48374187,2.08720426,0.43693110,1.32249430,0.03073807,0.01302428,0.14967434,0.06000086,0.53899764
-5.47773887,2.03397356,0.43002685,1.29575034,0.03084704,0.01281298,0.14409229,0.05682409,0.52039944
-5.47173587,1.98285024,0.42225369,1.27224156,0.03077970,0.01265243,0.13901067,0.05352822,0.50090109
-5.46573287,1.93556202,0.41384769,1.25312628,0.03053860,0.01255209,0.13461798,0.05016427,0.48088995
-5.45972986,1.89371748,0.40505231,1.23945312,0.03013018,0.01251930,0.13109661,0.04678125,0.46074683
-5.45372686,1.85877456,0.39611399,1.23213962,0.02956468,0.01255898,0.12862008,0.04342524,0.44083910
-5.44772386,1.83201589,0.38727788,1.23195646,0.02885595,0.01267351,0.12735029,0.04013873,0.42151455
-5.44172086,1.81453097,0.37878404,1.23951725,0.02802116,0.01286262,0.12743490,0.03696005,0.40309637
-5.43571786,1.80720538,0.37086407,1.25527385,0.02708040,0.01312346,0.12900466,0.03392308,0.38587905
-5.42971486,1.81071632,0.36373818,1.27951694,0.02605627,0.01345072,0.13217082,0.03105701,0.37012525
-5.42371186,1.82553409,0.35761288,1.31238102,0.02497331,0.01383683,0.13702254,0.02838644,0.35606359
-5.41770885,1.85192845,0.35267905,1.35385341,0.02385748,0.01427226,0.14362429,0.02593137,0.34388728
-5.41170585,1.88997903,0.34911066,1.40378612,0.02273563,0.01474586,0.15201335,0.02370750,0.33375347
-5.40570285,1.93958867,0.34706380,1.46190982,0.02163492,0.01524531,0.16219745,0.02172650,0.32578316
-5.39969985,2.00049861,0.34667614,1.52784891,0.02058232,0.01575750,0.17415261,0.01999637,0.32006176
-5.39369685,2.07230452,0.34806669,1.60113683,0.01960413,0.01626901,0.18782134,0.01852179,0.31663994
-5.38769385,2.15447250,0.35133565,1.68123068,0.01872557,0.01676654,0.20311129,0.01730454,0.31553485
-5.38169085,2.24635425,0.35656442,1.76752473,0.01797037,0.01723733,0.21989449,0.01634385,0.31673161
-5.37568784,2.34720083,0.36381548,1.85936194,0.01736047,0.01766959,0.23800732,0.01563676,0.32018493
-5.36968484,2.45617462,0.37313209,1.95604354,0.01691573,0.01805275,0.25725133,0.01517845,0.32582083
-5.36368184,2.57235935,0.38453779,2.05683629,0.01665371,0.01837781,0.27739499,0.01496249,0.33353849
-5.35767884,2.69476822,0.39803546,2.16097759,0.01658941,0.01863751,0.29817642,0.01498109,0.34321208
-5.35167584,2.82235038,0.41360610,2.26767872,0.01673510,0.01882642,0.31930726,0.01522526,0.35469260
-5.34567284,2.95399609,0.43120711,2.37612654,0.01710009,0.01894108,0.34047742,0.01568496,0.36780983
-5.33966983,3.08854117,0.45077034,2.48548430,0.01769055,0.01897989,0.36136088,0.01634919,0.38237415
-5.33366683,3.22477133,0.47219980,2.59489200,0.01850929,0.01894306,0.38162230,0.01720601,0.39817848
-5.32766383,3.36142690,0.49536925,2.70346710,0.01955550,0.01883249,0.40092435,0.01824256,0.41500025
-5.32166083,3.49720867,0.52011989,2.81030608,0.02082457,0.01865152,0.41893540,0.01944507,0.43260343
-5.31565783,3.63078532,0.54625825,2.91448730,0.02230786,0.01840472,0.43533759,0.02079875,0.45074063
-5.30965483,3.76080284,0.57355459,3.01507579,0.02399249,0.01809766,0.44983473,0.02228784,0.46915538
-5.30365183,3.88589617,0.60174210,3.11113001,0.02586122,0.01773659,0.46215998,0.02389543,0.48758455
-5.29764882,4.00470318,0.63051697,3.20171075,0.02789237,0.01732825,0.47208287,0.02560351,0.50576098
-5.29164582,4.11588088,0.65953977,3.28589216,0.03005987,0.01687954,0.47941551,0.02739290,0.52341627
-5.28564282,4.21812362,0.68843816,3.36277458,0.03233338,0.01639735,0.48401763,0.02924321,0.54028390
-5.27963982,4.31018280,0.71681113,3.43149880,0.03467860,0.01588832,0.48580041,0.03113295,0.55610249
-5.27363682,4.39088757,0.74423482,3.49126132,0.03705775,0.01535871,0.48472877,0.03303954,0.57061933
-5.26763382,4.45916589,0.77026983,3.54132986,0.03943015,0.01481426,0.48082217,0.03493947,0.58359408
-5.26163082,4.51406518,0.79447004,3.58105870,0.04175302,0.01426011,0.47415386,0.03680849,0.59480260
-5.25562781,4.55477194,0.81639259,3.60990301,0.04398240,0.01370072,0.46484850,0.03862189,0.60404085
-5.24962481,4.58062947,0.83560881,3.62743178,0.04607424,0.01313991,0.45307843,0.04035479,0.61112878
-5.24362181,4.59115316,0.85171571,3.63333862,0.04798549,0.01258086,0.43905862,0.04198251,0.61591401
-5.23761881,4.58604279,0.86434752,3.62745019,0.04967538,0.01202610,0.42304052,0.04348104,0.61827532
-5.23161581,4.56519123,0.87318702,3.60973178,0.05110655,0.01147769,0.40530502,0.04482748,0.61812573
-5.22561281,4.52868941,0.87797582,3.58028997,0.05224623,0.01093716,0.38615494,0.04600052,0.61541500
-5.21960980,4.47682706,0.87852350,3.53937220,0.05306732,0.01040571,0.36590703,0.04698099,0.61013148
-5.21360680,4.41008940,0.87471480,3.48736332,0.05354923,0.00988425,0.34488409,0.04775227,0.60230323
-5.20760380,4.32914967,0.86651477,3.42477917,0.05367861,0.00937347,0.32340721,0.04830083,0.59199820
-5.20160080,4.23485756,0.85397139,3.35225759,0.05344977,0.00887395,0.30178847,0.04861655,0.57932345
-5.19559780,4.12822409,0.83721563,3.27054687,0.05286492,0.00838624,0.28032436,0.04869310,0.56442341
-5.18959480,4.01040288,0.81645872,3.18049215,0.05193405,0.00791086,0.25928994,0.04852813,0.54747717
-5.18359180,3.88266872,0.79198693,3.08302010,0.05067459,0.00744842,0.23893398,0.04812344,0.52869481
-5.17758879,3.74639350,0.76415382,2.97912211,0.04911081,0.00699958,0.21947512,0.04748494,0.50831286
-5.17158579,3.60302048,0.73337043,2.86983666,0.04727295,0.00656512,0.20109903,0.04662254,0.48658908
-5.16558279,3.45403729,0.70009380,2.75623094,0.04519624,0.00614592,0.18395671,0.04554997,0.46379673
-5.15957979,3.30094844,0.66481419,2.63938241,0.04291968,0.00574295,0.16816370,0.04428435,0.44021840
-5.15357679,3.14524803,0.62804182,2.52036051,0.04048483,0.00535729,0.15380027,0.04284580,0.41613981
-5.14757379,2.98839347,0.59029330,2.40020906,0.03793451,0.00499007,0.14091246,0.04125687,0.39184364
-5.14157079,2.83178079,0.55207867,2.27992965,0.03531155,0.00464251,0.12951389,0.03954195,0.36760376
-5.13556778,2.67672237,0.51388937,2.16046650,0.03265760,0.00431586,0.11958820,0.03772662,0.34367999
-5.12956478,2.52442763,0.47618760,2.04269312,0.03001210,0.00401138,0.11109205,0.03583701,0.32031358
-5.12356178,2.37598736,0.43939751,1.92740111,0.02741136,0.00373041,0.10395849,0.03389914,0.29772369
-5.11755878,2.23236207,0.40389841,1.81529148,0.02488787,0.00347429,0.09810077,0.03193835,0.27610480
-5.11155578,2.09437468,0.37002023,1.70696865,0.02246981,0.00324444,0.09341630,0.02997869,0.25562534
-5.10555278,1.96270791,0.33804118,1.60293730,0.02018069,0.00304237,0.08979074,0.02804252,0.23642739
-5.09954977,1.83790613,0.30818762,1.50360225,0.01803931,0.00286970,0.08710221,0.02615012,0.21862751
-5.09354677,1.72038168,0.28063601,1.40927122,0.01605981,0.00272824,0.08522538,0.02431944,0.20231861
-5.08754377,1.61042536,0.25551650,1.32016034,0.01425188,0.00262004,0.08403556,0.02256591,0.18757273
-5.08154077,1.50822029,0.23291812,1.23640224,0.01262118,0.00254745,0.08341245,0.02090246,0.17444450
-5.07553777,1.41385877,0.21289496,1.15805622,0.01116980,0.00251318,0.08324378,0.01933951,0.16297518
-5.06953477,1.32736108,0.19547305,1.08512008,0.00989673,0.00252035,0.08342845,0.01788517,0.15319701
-5.06353177,1.24869532,0.18065755,1.01754300,0.00879851,0.00257257,0.08387936,0.01654547,0.14513755
-5.05752876,1.17779733,0.16843978,0.95523887,0.00786975,0.00267396,0.08452566,0.01532456,0.13882386
-5.05152576,1.11458961,0.15880378,0.89809945,0.00710366,0.00282916,0.08531454,0.01422512,0.13428623
-5.04552276,1.05899819,0.15173201,0.84600655,0.00649257,0.00304335,0.08621230,0.01324863,0.13156123
-5.03951976,1.01096671,0.14720994,0.79884282,0.00602833,0.00332216,0.08720482,0.01239566,0.13069389
-5.03351676,0.97046671,0.14522935,0.75650050,0.00570267,0.00367166,0.08829737,0.01166621,0.13173884
-5.02751376,0.93750368,0.14579007,0.71888767,0.00550744,0.00409820,0.08951366,0.01105992,0.13476026
-5.02151076,0.91211846,0.14890026,0.68593185,0.00543479,0.00460830,0.09089429,0.01057625,0.13983067
-5.01550775,0.89438383,0.15457499,0.65758068,0.00547725,0.00520845,0.09249450,0.01021459,0.14702841
-5.00950475,0.88439636,0.16283349,0.63379980,0.00562773,0.00590487,0.09438136,0.00997427,0.15643394
-5.00350175,0.88226401,0.17369489,0.61456803,0.00587948,0.00670329,0.09663050,0.00985459,0.16812506
-4.99749875,0.88808999,0.18717294,0.59987032,0.00622592,0.00760867,0.09932234,0.00985462,0.18217121
-4.99149575,0.90195373,0.20326972,0.58968880,0.00666055,0.00862486,0.10253812,0.00997312,0.19862706
-4.98549275,0.92388998,0.22196889,0.58399264,0.00717674,0.00975435,0.10635576,0.01020824,0.21752569
-4.97948974,0.95386721,0.24322868,0.58272734,0.00776754,0.01099795,0.11084570,0.01055736,0.23887156
-4.97348674,0.99176651,0.26697496,0.58580409,0.00842549,0.01235450,0.11606693,0.01101674,0.26263385
-4.96748374,1.03736218,0.29309500,0.59308999,0.00914252,0.01382064,0.12206323,0.01158134,0.28874023
-4.96148074,1.09030532,0.32143202,0.60439980,0.00990978,0.01539059,0.12885995,0.01224456,0.31707164
-4.95547774,1.15011147,0.35178115,0.61948963,0.01071760,0.01705601,0.13646131,0.01299805,0.34745830
-4.94947474,1.21615327,0.38388690,0.63805336,0.01155549,0.01880593,0.14484846,0.01383162,0.37967738
-4.94347174,1.28765882,0.41744267,0.65972188,0.01241219,0.02062675,0.15397823,0.01473320,0.41345241
-4.93746873,1.36371635,0.45209223,0.68406550,0.01327578,0.02250234,0.16378294,0.01568884,0.44845481
-4.93146573,1.44328538,0.48743354,0.71059953,0.01413391,0.02441420,0.17417095,0.01668294,0.48430756
-4.92546273,1.52521426,0.52302476,0.73879305,0.01497400,0.02634179,0.18502835,0.01769840,0.52059108
-4.91945973,1.60826382,0.55839254,0.76808037,0.01578362,0.02826287,0.19622145,0.01871704,0.55685122
-4.91345673,1.69113641,0.59304221,0.79787506,0.01655079,0.03015395,0.20760021,0.01971996,0.59260924
-4.90745373,1.77250937,0.62646987,0.82758588,0.01726440,0.03199086,0.21900250,0.02068804,0.62737350
-4.90145073,1.85107196,0.65817572,0.85663396,0.01791463,0.03374927,0.23025903,0.02160249,0.66065244
-4.89544772,1.92556407,0.68767841,0.88447066,0.01849332,0.03540539,0.24119878,0.02244545,0.69196858
-4.88944472,1.99481567,0.71452969,0.91059528,0.01899444,0.03693657,0.25165478,0.02320052,0.72087288
-4.88344172,2.05778496,0.73832900,0.93457193,0.01941440,0.03832198,0.26147011,0.02385335,0.74695898
-4.87743872,2.11359414,0.75873720,0.95604479,0.01975237,0.03954319,0.27050370,0.02439217,0.76987674
-4.87143572,2.16156083,0.77548901,0.97475116,0.02001054,0.04058479,0.27863590,0.02480824,0.78934465
-4.86543272,2.20122423,0.78840354,0.99053162,0.02019427,0.04143483,0.28577347,0.02509619,0.80516035
-4.85942971,2.23236443,0.79739245,1.00333696,0.02031214,0.04208529,0.29185376,0.02525432,0.81720901
-4.85342671,2.25501419,0.80246528,1.01323134,0.02037591,0.04253232,0.29684796,0.02528474,0.82546905
-4.84742371,2.26946248,0.80373168,1.02039162,0.02040034,0.04277647,0.30076313,0.02519336,0.83001500
-4.84142071,2.27624934,0.80140045,1.02510275,0.02040290,0.04282269,0.30364300,0.02498980,0.83101722
-4.83541771,2.27615219,0.79577515,1.02774924,0.02040337,0.04268027,0.30556731,0.02468714,0.82873851
-4.82941471,2.27016389,0.78724650,1.02880308,0.02042331,0.04236259,0.30664973,0.02430158,0.82352763
-4.82341171,2.25946318,0.77628183,1.02880836,0.02048544,0.04188680,0.30703446,0.02385195,0.81580999
-4.81740870,2.24537850,0.76341178,1.02836316,0.02061293,0.04127332,0.30689136,0.02335921,0.80607563
-4.81140570,2.22934641,0.74921481,1.02809942,0.02082860,0.04054526,0.30641004,0.02284577,0.79486521
-4.80540270,2.21286612,0.73430007,1.02866125,0.02115411,0.03972782,0.30579290,0.02233487,0.78275419
-4.79939970,2.19745159,0.71928914,1.03068276,0.02160913,0.03884750,0.30524744,0.02184990,0.77033591
-4.79339670,2.18458312,0.70479743,1.03476589,0.02221046,0.03793144,0.30497817,0.02141366,0.75820420
-4.78739370,2.17565985,0.69141580,1.04145930,0.02297131,0.03700660,0.30517841,0.02104775,0.74693600
-4.78139070,2.17195516,0.67969309,1.05123886,0.02390056,0.03609905,0.30602228,0.02077195,0.73707466
-4.77538769,2.17457632,0.67012018,1.06449059,0.02500217,0.03523330,0.30765729,0.02060360,0.72911451
-4.76938469,2.18442985,0.66311610,1.08149659,0.02627474,0.03443165,0.31019787,0.02055721,0.72348718
-4.76338169,2.20219378,0.65901670,1.10242441,0.02771123,0.03371368,0.31371999,0.02064398,0.72055005
-4.75737869,2.22829774,0.65806620,1.12732036,0.02929888,0.03309582,0.31825734,0.02087156,0.72057731
-4.75137569,2.26291147,0.66041193,1.15610683,0.03101934,0.03259104,0.32379910,0.02124383,0.72375378
-4.74537269,2.30594201,0.66610234,1.18858379,0.03284905,0.03220863,0.33028949,0.02176084,0.73017168
-4.73936968,2.35703972,0.67508838,1.22443439,0.03475977,0.03195419,0.33762918,0.02241880,0.73983050
-4.73336668,2.41561262,0.68722809,1.26323432,0.03671940,0.03182965,0.34567840,0.02321023,0.75263969
-4.72736368,2.48084863,0.70229423,1.30446478,0.03869297,0.03183347,0.35426191,0.02412418,0.76842430
-4.72136068,2.55174468,0.71998457,1.34752835,0.04064376,0.03196086,0.36317527,0.02514654,0.78693316
-4.71535768,2.62714173,0.73993462,1.39176739,0.04253458,0.03220417,0.37219252,0.02626043,0.80784931
-4.70935468,2.70576436,0.76173206,1.43648411,0.04432909,0.03255329,0.38107471,0.02744670,0.83080239
-4.70335168,2.78626355,0.78493261,1.48096187,0.04599319,0.03299609,0.38957900,0.02868445,0.85538245
-4.69734867,2.86726114,0.80907646,1.52448674,0.04749632,0.03351890,0.39746798,0.02995161,0.88115475
-4.69134567,2.94739449,0.83370504,1.56636877,0.04881271,0.03410701,0.40451879,0.03122556,0.90767511
-4.68534267,3.02535980,0.85837711,1.60596215,0.04992238,0.03474509,0.41053155,0.03248377,0.93450516
-4.67933967,3.09995264,0.88268391,1.64268372,0.05081209,0.03541765,0.41533696,0.03370442,0.96122707
-4.67333667,3.17010435,0.90626269,1.67602916,0.05147586,0.03610940,0.41880254,0.03486707,0.98745726
-4.66733367,3.23491306,0.92880804,1.70558638,0.05191533,0.03680559,0.42083736,0.03595316,1.01285856
-4.66133067,3.29366830,0.95008078,1.73104564,0.05213976,0.03749229,0.42139507,0.03694666,1.03715039
-4.65532766,3.34586841,0.96991387,1.75220617,0.05216570,0.03815660,0.42047507,0.03783444,1.06011665
-4.64932466,3.39122996,0.98821527,1.76897894,0.05201638,0.03878678,0.41812188,0.03860670,1.08161088
-4.64332166,3.42968904,1.00496748,1.78138563,0.05172079,0.03937242,0.41442264,0.03925724,1.10155857
-4.63731866,3.46139402,1.02022387,1.78955374,0.05131253,0.03990445,0.40950302,0.03978360,1.11995643
-4.63131566,3.48669033,1.03410182,1.79370790,0.05082845,0.04037520,0.40352158,0.04018712,1.13686858
-4.62531266,3.50609738,1.04677300,1.79415793,0.05030714,0.04077838,0.39666301,0.04047283,1.15241981
-4.61930965,3.52027863,1.05845114,1.79128370,0.04978738,0.04110908,0.38913042,0.04064921,1.16678597
-4.61330665,3.53000581,1.06937776,1.78551764,0.04930651,0.04136370,0.38113706,0.04072781,1.18018209
-4.60730365,3.53611858,1.07980646,1.77732525,0.04889899,0.04153994,0.37289786,0.04072280,1.19284833
-4.60130065,3.53948129,1.08998657,1.76718458,0.04859494,0.04163672,0.36462109,0.04065032,1.20503462
-4.59529765,3.54093847,1.10014663,1.75556531,0.04841899,0.04165413,0.35650054,0.04052780,1.21698445
-4.58929465,3.54127106,1.11047875,1.74290835,0.04838934,0.04159334,0.34870840,0.04037322,1.22891869
-4.58329165,3.54115518,1.12112442,1.72960685,0.04851702,0.04145656,0.34138927,0.04020430,1.24101998
-4.57728864,3.54112537,1.13216254,1.71598934,0.04880558,0.04124693,0.33465544,0.04003773,1.25341861
-4.57128564,3.54154411,1.14360030,1.70230585,0.04925102,0.04096845,0.32858352,0.03988837,1.26618060
-4.56528264,3.54257894,1.15536737,1.68871767,0.04984199,0.04062585,0.32321269,0.03976859,1.27929854
-4.55927964,3.54418865,1.16731385,1.67529121,0.05056038,0.04022448,0.31854442,0.03968765,1.29268574
-4.55327664,3.54611909,1.17921208,1.66199621,0.05138208,0.03977019,0.31454380,0.03965127,1.30617415
-4.54727364,3.54790918,1.19076239,1.64870869,0.05227799,0.03926918,0.31114216,0.03966125,1.31951617
-4.54127064,3.54890689,1.20160254,1.63521813,0.05321523,0.03872788,0.30824115,0.03971541,1.33239043
-4.53526763,3.54829460,1.21132062,1.62123897,0.05415840,0.03815276,0.30571771,0.03980756,1.34441139
-4.52926463,3.54512281,1.21947064,1.60642562,0.05507091,0.03755027,0.30343002,0.03992777,1.35514225
-4.52326163,3.53835072,1.22559040,1.59039038,0.05591638,0.03692665,0.30122397,0.04006275,1.36411093
-4.51725863,3.52689184,1.22922066,1.57272345,0.05665989,0.03628788,0.29893995,0.04019642,1.37082806
-4.51125563,3.50966249,1.22992485,1.55301403,0.05726917,0.03563958,0.29641965,0.04031059,1.37480651
-4.50525263,3.48563112,1.22730842,1.53087150,0.05771562,0.03498705,0.29351266,0.04038579,1.37558140
-4.49924962,3.45386613,1.22103705,1.50594575,0.05797520,0.03433524,0.29008248,0.04040211,1.37272974
-4.49324662,3.41358011,1.21085280,1.47794569,0.05802910,0.03368888,0.28601193,0.04034012,1.36588889
