energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.83791896,3.08759185,0.54169978,0.68714426,0.00240639,0.45955203,2.57665699,0.91304051,0.00583749,0.76976398
-5.83191596,3.18866629,0.54866000,0.71393121,0.00241263,0.47417747,2.64631816,0.94832349,0.00615257,0.79094784
-5.82591296,3.28963542,0.55475435,0.74151198,0.00242310,0.48799265,2.70861323,0.98477452,0.00652320,0.81242389
-5.81990995,3.38980283,0.55985957,0.76964074,0.00243600,0.50103183,2.76335241,1.02224971,0.00694791,0.83379818
-5.81390695,3.48861024,0.56388505,0.79807193,0.00244942,0.51337142,2.81060064,1.06064124,0.00742464,0.85469628
-5.80790395,3.58564756,0.56677538,0.82656374,0.00246142,0.52512748,2.85067858,1.09987857,0.00795075,0.87477324
-5.80190095,3.68065482,0.56851124,0.85488089,0.00247012,0.53645139,2.88415348,1.13992705,0.00852293,0.89372186
-5.79589795,3.77351617,0.56910900,0.88279652,0.00247375,0.54752398,2.91182034,1.18078398,0.00913725,0.91127935
-5.78989495,3.86424638,0.56861882,0.91009346,0.00247074,0.55854812,2.93467379,1.22247228,0.00978910,0.92723191
-5.78389195,3.95297085,0.56712160,0.93656493,0.00245976,0.56974035,2.95387193,1.26503223,0.01047323,0.94141735
-5.77788894,4.03990017,0.56472487,0.96201473,0.00243980,0.58132167,2.97069349,1.30851153,0.01118374,0.95372574
-5.77188594,4.12530088,0.56155785,0.98625734,0.00241014,0.59350801,2.98648995,1.35295444,0.01191420,0.96409798
-5.76588294,4.20946361,0.55776598,1.00911768,0.00237046,0.60650071,3.00263465,1.39839034,0.01265769,0.97252268
-5.75987994,4.29267066,0.55350509,1.03043115,0.00232076,0.62047744,3.02047076,1.44482244,0.01340696,0.97903140
-5.75387694,4.37516427,0.54893550,1.05004362,0.00226142,0.63558395,3.04126028,1.49221718,0.01415455,0.98369257
-5.74787394,4.45711744,0.54421630,1.06781185,0.00219313,0.65192693,3.06613593,1.54049494,0.01489300,0.98660437
-5.74187094,4.53860858,0.53950007,1.08360410,0.00211690,0.66956832,3.09605795,1.58952254,0.01561502,0.98788700
-5.73586793,4.61960124,0.53492809,1.09730123,0.00203401,0.68852125,3.13177722,1.63910805,0.01631373,0.98767467
-5.72986493,4.69993003,0.53062642,1.10879806,0.00194596,0.70874785,3.17380635,1.68899813,0.01698287,0.98610765
-5.72386193,4.77929337,0.52670279,1.11800511,0.00185442,0.73015885,3.22239956,1.73887839,0.01761699,0.98332492
-5.71785893,4.85725354,0.52324449,1.12485064,0.00176117,0.75261516,3.27754224,1.78837659,0.01821169,0.97945753
-5.71185593,4.93324419,0.52031730,1.12928288,0.00166805,0.77593124,3.33895041,1.83706902,0.01876376,0.97462322
-5.70585293,5.00658513,0.51796543,1.13127234,0.00157692,0.79988021,3.40608018,1.88448961,0.01927135,0.96892240
-5.69984992,5.07650377,0.51621250,1.13081425,0.00148959,0.82420039,3.47814673,1.93014180,0.01973402,0.96243573
-5.69384692,5.14216261,0.51506341,1.12793073,0.00140778,0.84860325,3.55415218,1.97351251,0.02015285,0.95522334
-5.68784392,5.20269155,0.51450702,1.12267293,0.00133307,0.87278218,3.63292106,2.01408800,0.02053040,0.94732574
-5.68184092,5.25722376,0.51451956,1.11512269,0.00126689,0.89642207,3.71314233,2.05137077,0.02087064,0.93876631
-5.67583792,5.30493358,0.51506842,1.10539382,0.00121046,0.91920914,3.79341607,2.08489701,0.02117887,0.92955513
-5.66983492,5.34507477,0.51611636,1.09363282,0.00116476,0.94084075,3.87230315,2.11425382,0.02146153,0.91969396
-5.66383192,5.37701742,0.51762564,1.08001881,0.00113057,0.96103488,3.94837592,2.13909539,0.02172600,0.90918192
-5.65782891,5.40028167,0.51956214,1.06476282,0.00110837,0.97953875,4.02026791,2.15915757,0.02198031,0.89802162
-5.65182591,5.41456658,0.52189895,1.04810609,0.00109840,0.99613655,4.08672048,2.17426990,0.02223290,0.88622515
-5.64582291,5.41977260,0.52461950,1.03031748,0.00110065,1.01065567,4.14662458,2.18436470,0.02249227,0.87381966
-5.63981991,5.41601628,0.52771980,1.01168990,0.00111483,1.02297139,4.19905583,2.18948251,0.02276668,0.86085199
-5.63381691,5.40363614,0.53120982,0.99253575,0.00114039,1.03300975,4.24330140,2.18977360,0.02306380,0.84739210
-5.62781391,5.38318915,0.53511376,0.97318140,0.00117658,1.04074847,4.27887760,2.18549528,0.02339044,0.83353501
-5.62181091,5.35543737,0.53946927,0.95396077,0.00122237,1.04621591,4.30553732,2.17700498,0.02375222,0.81940099
-5.61580790,5.32132516,0.54432550,0.93520823,0.00127658,1.04948800,4.32326717,2.16474916,0.02415334,0.80513399
-5.60980490,5.28194749,0.54974009,0.91725080,0.00133781,1.05068339,4.33227431,2.14924855,0.02459639,0.79089830
-5.60380190,5.23851057,0.55577525,0.90040011,0.00140453,1.04995687,4.33296381,2.13108008,0.02508213,0.77687358
-5.59779890,5.19228634,0.56249297,0.88494411,0.00147508,1.04749144,4.32590755,2.11085629,0.02560947,0.76324853
-5.59179590,5.14456269,0.56994971,0.87113905,0.00154772,1.04348936,4.31180642,2.08920302,0.02617537,0.75021346
-5.58579290,5.09659172,0.57819072,0.85920180,0.00162068,1.03816256,4.29144756,2.06673636,0.02677488,0.73795222
-5.57978989,5.04953829,0.58724432,0.84930302,0.00169216,1.03172283,4.26565906,2.04403981,0.02740128,0.72663388
-5.57378689,5.00443125,0.59711638,0.84156127,0.00176041,1.02437239,4.23526431,2.02164266,0.02804615,0.71640466
-5.56778389,4.96211973,0.60778542,0.83603851,0.00182375,1.01629509,4.20103849,2.00000059,0.02869965,0.70738046
-5.56178089,4.92323658,0.61919843,0.83273701,0.00188063,1.00764883,4.16366942,1.97947934,0.02935075,0.69964047
-5.55577789,4.88817061,0.63126778,0.83159798,0.00192962,0.99855952,4.12372477,1.96034218,0.02998752,0.69322221
-5.54977489,4.85704909,0.64386943,0.83250195,0.00196951,0.98911679,4.08162734,1.94274165,0.03059747,0.68811816
-5.54377189,4.82973141,0.65684255,0.83527093,0.00199930,0.97937183,4.03763952,1.92671611,0.03116788,0.68427429
-5.53776888,4.80581398,0.66999069,0.83967232,0.00201821,0.96933721,3.99185774,1.91219097,0.03168617,0.68159038
-5.53176588,4.78464648,0.68308454,0.84542448,0.00202571,0.95898889,3.94421685,1.89898470,0.03214020,0.67992231
-5.52576288,4.76535837,0.69586621,0.85220378,0.00202156,0.94827016,3.89450412,1.88681919,0.03251863,0.67908606
-5.51975988,4.74689478,0.70805497,0.85965286,0.00200574,0.93709733,3.84238184,1.87533399,0.03281120,0.67886329
-5.51375688,4.72805981,0.71935428,0.86738991,0.00197850,0.92536681,3.78741709,1.86410375,0.03300895,0.67900816
-5.50775388,4.70756568,0.72945986,0.87501871,0.00194032,0.91296328,3.72911691,1.85265812,0.03310449,0.67925524
-5.50175088,4.68408543,0.73806857,0.88213897,0.00189191,0.89976850,3.66696688,1.84050312,0.03309210,0.67932799
-5.49574787,4.65630701,0.74488781,0.88835684,0.00183414,0.88567025,3.60047087,1.82714326,0.03296787,0.67894764
-5.48974487,4.62298671,0.74964494,0.89329526,0.00176806,0.87057113,3.52919001,1.81210342,0.03272976,0.67784198
-5.48374187,4.58299985,0.75209665,0.89660369,0.00169484,0.85439666,3.45277868,1.79494970,0.03237759,0.67575391
-5.47773887,4.53538697,0.75203765,0.89796731,0.00161573,0.83710241,3.37101594,1.77530853,0.03191300,0.67244931
-5.47173587,4.47939396,0.74930852,0.89711508,0.00153204,0.81867986,3.28383093,1.75288338,0.03133940,0.66772417
-5.46573287,4.41450491,0.74380238,0.89382673,0.00144510,0.79916084,3.19132116,1.72746864,0.03066182,0.66141061
-5.45972986,4.34046692,0.73547006,0.88793850,0.00135624,0.77862030,3.09376315,1.69896022,0.02988682,0.65338178
-5.45372686,4.25730614,0.72432363,0.87934729,0.00126672,0.75717745,2.99161520,1.66736278,0.02902228,0.64355556
-5.44772386,4.16533496,0.71043809,0.86801341,0.00117777,0.73499526,2.88551249,1.63279334,0.02807725,0.63189686
-5.44172086,4.06515037,0.69395116,0.85396170,0.00109052,0.71227842,2.77625509,1.59548142,0.02706177,0.61841865
-5.43571786,3.95762382,0.67506117,0.83728100,0.00100599,0.68926985,2.66478966,1.55576570,0.02598665,0.60318172
-5.42971486,3.84388307,0.65402304,0.81812207,0.00092511,0.66624596,2.55218603,1.51408747,0.02486332,0.58629311
-5.42371186,3.72528671,0.63114256,0.79669394,0.00084869,0.64351082,2.43960958,1.47098111,0.02370357,0.56790345
-5.41770885,3.60339225,0.60676907,0.77325875,0.00077738,0.62138944,2.32829097,1.42706181,0.02251944,0.54820312
-5.41170585,3.47991860,0.58128686,0.74812524,0.00071175,0.60022039,2.21949415,1.38301099,0.02132295,0.52741749
-5.40570285,3.35670393,0.55510549,0.72164110,0.00065222,0.58034788,2.11448390,1.33955959,0.02012598,0.50580132
-5.39969985,3.23565995,0.52864932,0.69418415,0.00059911,0.56211350,2.01449392,1.29746987,0.01894006,0.48363232
-5.39369685,3.11872365,0.50234677,0.66615289,0.00055260,0.54584781,1.92069624,1.25751578,0.01777620,0.46120432
-5.38769385,3.00780766,0.47661930,0.63795633,0.00051277,0.53186189,1.83417268,1.22046266,0.01664475,0.43881988
-5.38169085,2.90475017,0.45187081,0.61000368,0.00047962,0.52043901,1.75588892,1.18704642,0.01555523,0.41678275
-5.37568784,2.81126580,0.42847749,0.58269394,0.00045302,0.51182654,1.68667153,1.15795283,0.01451621,0.39539029
-5.36968484,2.72889826,0.40677849,0.55640580,0.00043276,0.50622827,1.62718823,1.13379742,0.01353515,0.37492594
-5.36368184,2.65897631,0.38706777,0.53148821,0.00041856,0.50379733,1.57793164,1.11510633,0.01261836,0.35565217
-5.35767884,2.60257395,0.36958716,0.50825172,0.00041006,0.50462977,1.53920658,1.10229884,0.01177084,0.33780381
-5.35167584,2.56047598,0.35452088,0.48696105,0.00040681,0.50875918,1.51112108,1.09567199,0.01099628,0.32158213
-5.34567284,2.53315020,0.34199170,0.46782890,0.00040832,0.51615229,1.49358115,1.09538782,0.01029699,0.30714983
-5.33966983,2.52072704,0.33205870,0.45101149,0.00041403,0.52670600,1.48628954,1.10146376,0.00967389,0.29462695
-5.33366683,2.52298767,0.32471674,0.43660560,0.00042336,0.54024589,1.48874842,1.11376662,0.00912655,0.28408802
-5.32766383,2.53936109,0.31989760,0.42464752,0.00043567,0.55652643,1.50026625,1.13201047,0.00865323,0.27556031
-5.32166083,2.56893091,0.31747275,0.41511377,0.00045028,0.57523305,1.51996884,1.15575884,0.00825097,0.26902351
-5.31565783,2.61045187,0.31725769,0.40792358,0.00046654,0.59598619,1.54681460,1.18443113,0.00791565,0.26441065
-5.30965483,2.66237602,0.31901760,0.40294303,0.00048375,0.61834734,1.57961403,1.21731360,0.00764219,0.26161031
-5.30365183,2.72288826,0.32247435,0.39999084,0.00050126,0.64182707,1.61705325,1.25357447,0.00742467,0.26047013
-5.29764882,2.78995045,0.32731450,0.39884536,0.00051840,0.66589499,1.65772121,1.29228295,0.00725648,0.26080148
-5.29164582,2.86135287,0.33319817,0.39925276,0.00053457,0.68999129,1.70014026,1.33243181,0.00713057,0.26238513
-5.28564282,2.93477186,0.33976854,0.40093599,0.00054919,0.71353985,1.74279936,1.37296270,0.00703963,0.26497785
-5.27963982,3.00783170,0.34666166,0.40360432,0.00056177,0.73596226,1.78418924,1.41279358,0.00697625,0.26831964
-5.27363682,3.07816899,0.35351641,0.40696296,0.00057186,0.75669253,1.82283851,1.45084726,0.00693323,0.27214151
-5.26763382,3.14349733,0.35998422,0.41072271,0.00057910,0.77519199,1.85734973,1.48608029,0.00690366,0.27617346
-5.26163082,3.20167015,0.36573840,0.41460904,0.00058321,0.79096370,1.88643427,1.51751092,0.00688123,0.28015244
-5.25562781,3.25073961,0.37048268,0.41837049,0.00058400,0.80356609,1.90894483,1.54424550,0.00686032,0.28383011
-5.24962481,3.28900944,0.37395883,0.42178606,0.00058139,0.81262506,1.92390451,1.56550204,0.00683620,0.28698007
-5.24362181,3.31507993,0.37595313,0.42467131,0.00057534,0.81784436,1.93053126,1.58063041,0.00680515,0.28940442
-5.23761881,3.32788346,0.37630135,0.42688307,0.00056594,0.81901356,1.92825694,1.58912819,0.00676456,0.29093928
-5.23161581,3.32670947,0.37489238,0.42832263,0.00055334,0.81601351,1.91674020,1.59065199,0.00671299,0.29145933
-5.22561281,3.31121805,0.37167008,0.42893717,0.00053777,0.80881901,1.89587260,1.58502355,0.00665023,0.29088100
-5.21960980,3.28144172,0.36663363,0.42871967,0.00051950,0.79749857,1.86577791,1.57223081,0.00657728,0.28916429
-5.21360680,3.23777574,0.35983609,0.42770717,0.00049887,0.78221136,1.82680449,1.55242383,0.00649631,0.28631320
-5.20760380,3.18095733,0.35138152,0.42597750,0.00047624,0.76320136,1.77951114,1.52590595,0.00641060,0.28237473
-5.20160080,3.11203490,0.34142057,0.42364470,0.00045200,0.74078916,1.72464697,1.49312065,0.00632441,0.27743646
-5.19559780,3.03232858,0.33014482,0.42085323,0.00042654,0.71536157,1.66312608,1.45463464,0.00624286,0.27162283
-5.18959480,2.94338376,0.31778003,0.41777137,0.00040028,0.68735951,1.59599816,1.41111808,0.00617174,0.26509032
-5.18359180,2.84691940,0.30457863,0.41458384,0.00037359,0.65726479,1.52441594,1.36332258,0.00611729,0.25802151
-5.17758879,2.74477306,0.29081160,0.41148409,0.00034682,0.62558603,1.44960088,1.31205790,0.00608603,0.25061851
-5.17158579,2.63884472,0.27676009,0.40866652,0.00032033,0.59284447,1.37280828,1.25816822,0.00608444,0.24309576
-5.16558279,2.53104121,0.26270709,0.40631882,0.00029438,0.55956003,1.29529293,1.20250865,0.00611878,0.23567260
-5.15957979,2.42322314,0.24892932,0.40461475,0.00026926,0.52623810,1.21827654,1.14592294,0.00619478,0.22856573
-5.15357679,2.31715581,0.23568964,0.40370765,0.00024515,0.49335744,1.14291784,1.08922280,0.00631744,0.22198197
-5.14757379,2.21446563,0.22323027,0.40372474,0.00022223,0.46135965,1.07028615,1.03316947,0.00649071,0.21611151
-5.14157079,2.11660294,0.21176674,0.40476257,0.00020063,0.43064025,1.00133918,0.97845793,0.00671735,0.21112176
-5.13556778,2.02481218,0.20148311,0.40688356,0.00018043,0.40154170,0.93690530,0.92570403,0.00699870,0.20715215
-5.12956478,1.94010979,0.19252815,0.41011386,0.00016168,0.37434846,0.87767072,0.87543471,0.00733453,0.20431001
-5.12356178,1.86327016,0.18501273,0.41444249,0.00014438,0.34928399,0.82417141,0.82808129,0.00772292,0.20266750
-5.11755878,1.79481940,0.17900853,0.41982182,0.00012854,0.32650971,0.77678980,0.78397589,0.00816023,0.20225989
-5.11155578,1.73503682,0.17454771,0.42616926,0.00011411,0.30612580,0.73575591,0.74335079,0.00864107,0.20308503
-5.10555278,1.68396345,0.17162387,0.43337015,0.00010103,0.28817366,0.70115245,0.70634051,0.00915838,0.20510410
-5.09954977,1.64141686,0.17019386,0.44128165,0.00008924,0.27263975,0.67292346,0.67298635,0.00970355,0.20824356
-5.09354677,1.60701165,0.17018060,0.44973762,0.00007866,0.25946072,0.65088582,0.64324312,0.01026661,0.21239813
-5.08754377,1.58018432,0.17147654,0.45855400,0.00006921,0.24852931,0.63474319,0.61698771,0.01083644,0.21743484
-5.08154077,1.56022179,0.17394785,0.46753487,0.00006079,0.23970107,0.62410151,0.59402906,0.01140110,0.22319771
-5.07553777,1.54629221,0.17743899,0.47647861,0.00005333,0.23280137,0.61848563,0.57411927,0.01194813,0.22951316
-5.06953477,1.53747723,0.18177762,0.48518415,0.00004673,0.22763257,0.61735646,0.55696543,0.01246495,0.23619569
-5.06353177,1.53280439,0.18677969,0.49345699,0.00004092,0.22398113,0.62012810,0.54224178,0.01293920,0.24305385
-5.05752876,1.53127888,0.19225456,0.50111480,0.00003582,0.22162435,0.62618440,0.52960186,0.01335915,0.24989603
-5.05152576,1.53191352,0.19801001,0.50799236,0.00003137,0.22033675,0.63489476,0.51869033,0.01371406,0.25653611
-5.04552276,1.53375640,0.20385706,0.51394576,0.00002751,0.21989571,0.64562868,0.50915414,0.01399452,0.26279857
-5.03951976,1.53591524,0.20961449,0.51885574,0.00002419,0.22008656,0.65776897,0.50065284,0.01419277,0.26852308
-5.03351676,1.53757830,0.21511297,0.52262995,0.00002136,0.22070673,0.67072337,0.49286765,0.01430288,0.27356833
-5.02751376,1.53803123,0.22019875,0.52520433,0.00001898,0.22156928,0.68393460,0.48550938,0.01432101,0.27781502
-5.02151076,1.53666988,0.22473682,0.52654354,0.00001704,0.22250547,0.69688882,0.47832482,0.01424547,0.28116805
-5.01550775,1.53300914,0.22861362,0.52664047,0.00001549,0.22336677,0.70912251,0.47110171,0.01407672,0.28355775
-5.00950475,1.52668780,0.23173910,0.52551511,0.00001435,0.22402595,0.72022790,0.46367225,0.01381738,0.28494038
-5.00350175,1.51747005,0.23404831,0.52321280,0.00001359,0.22437777,0.72985708,0.45591512,0.01347207,0.28529775
-4.99749875,1.50524375,0.23550238,0.51980213,0.00001322,0.22433900,0.73772491,0.44775618,0.01304722,0.28463624
-4.99149575,1.49001627,0.23608900,0.51537269,0.00001324,0.22384804,0.74361079,0.43916797,0.01255086,0.28298521
-4.98549275,1.47190810,0.23582231,0.51003279,0.00001368,0.22286419,0.74735958,0.43016807,0.01199226,0.28039499
-4.97948974,1.45114507,0.23474234,0.50390735,0.00001455,0.22136665,0.74888149,0.42081657,0.01138168,0.27693456
-4.97348674,1.42804939,0.23291390,0.49713615,0.00001587,0.21935327,0.74815121,0.41121277,0.01073001,0.27268902
-4.96748374,1.40302999,0.23042503,0.48987234,0.00001768,0.21683923,0.74520624,0.40149125,0.01004841,0.26775696
-4.96148074,1.37657254,0.22738496,0.48228147,0.00002001,0.21385550,0.74014429,0.39181746,0.00934803,0.26224787
-4.95547774,1.34922908,0.22392171,0.47454079,0.00002288,0.21044727,0.73311986,0.38238296,0.00863967,0.25627956
-4.94947474,1.32160754,0.22017919,0.46683891,0.00002634,0.20667226,0.72433986,0.37340028,0.00793353,0.24997567
-4.94347174,1.29436112,0.21631401,0.45937558,0.00003041,0.20259892,0.71405830,0.36509769,0.00723901,0.24346332
-4.93746873,1.26817723,0.21249194,0.45236151,0.00003512,0.19830455,0.70256979,0.35771367,0.00656453,0.23687083
-4.93146573,1.24376611,0.20888410,0.44601805,0.00004049,0.19387322,0.69020224,0.35149122,0.00591737,0.23032555
-4.92546273,1.22184886,0.20566295,0.44057658,0.00004654,0.18939369,0.67730832,0.34667213,0.00530366,0.22395172
-4.91945973,1.20314479,0.20299813,0.43627739,0.00005327,0.18495708,0.66425620,0.34349102,0.00472832,0.21786841
-4.91345673,1.18835810,0.20105225,0.43336808,0.00006067,0.18065448,0.65141949,0.34216932,0.00419507,0.21218745
-4.90745373,1.17816398,0.19997682,0.43210137,0.00006873,0.17657452,0.63916660,0.34290930,0.00370653,0.20701141
-4.90145073,1.17319425,0.19990825,0.43273220,0.00007741,0.17280085,0.62785004,0.34588809,0.00326425,0.20243160
-4.89544772,1.17402288,0.20096426,0.43551446,0.00008667,0.16940970,0.61779564,0.35125184,0.00286887,0.19852618
-4.88944472,1.18115190,0.20324067,0.44069720,0.00009644,0.16646751,0.60929242,0.35911031,0.00252018,0.19535838
-4.88344172,1.19499803,0.20680878,0.44852061,0.00010666,0.16402887,0.60258331,0.36953183,0.00221733,0.19297494
-4.87743872,1.21588088,0.21171347,0.45921210,0.00011724,0.16213458,0.59785709,0.38253896,0.00195887,0.19140487
-4.87143572,1.24401314,0.21797208,0.47298248,0.00012809,0.16081031,0.59524211,0.39810508,0.00174294,0.19065846
-4.86543272,1.27949352,0.22557428,0.49002270,0.00013912,0.16006550,0.59480188,0.41615200,0.00156738,0.19072696
-4.85942971,1.32230289,0.23448290,0.51050125,0.00015023,0.15989295,0.59653293,0.43654885,0.00142981,0.19158258
-4.85342671,1.37230428,0.24463584,0.53456256,0.00016133,0.16026890,0.60036500,0.45911243,0.00132771,0.19317922
-4.84742371,1.42924673,0.25594902,0.56232633,0.00017235,0.16115372,0.60616367,0.48360909,0.00125857,0.19545371
-4.84142071,1.49277354,0.26832046,0.59388816,0.00018323,0.16249312,0.61373538,0.50975825,0.00121986,0.19832777
-4.83541771,1.56243455,0.28163531,0.62932124,0.00019394,0.16421999,0.62283455,0.53723757,0.00120916,0.20171042
-4.82941471,1.63770227,0.29577179,0.66867917,0.00020446,0.16625660,0.63317273,0.56568973,0.00122414,0.20550094
-4.82341171,1.71799147,0.31060788,0.71199980,0.00021483,0.16851725,0.64442921,0.59473058,0.00126263,0.20959226
-4.81740870,1.80268143,0.32602854,0.75930969,0.00022513,0.17091118,0.65626279,0.62395865,0.00132261,0.21387457
-4.81140570,1.89114000,0.34193339,0.81062917,0.00023548,0.17334560,0.66832420,0.65296554,0.00140225,0.21823903
-4.80540270,1.98274862,0.35824427,0.86597750,0.00024603,0.17572872,0.68026860,0.68134697,0.00149989,0.22258148
-4.79939970,2.07692694,0.37491279,0.92537779,0.00025702,0.17797277,0.69176775,0.70871413,0.00161409,0.22680587
-4.79339670,2.17315625,0.39192723,0.98886140,0.00026871,0.17999662,0.70252123,0.73470476,0.00174360,0.23082741
-4.78739370,2.27100031,0.40931872,1.05647143,0.00028142,0.18172822,0.71226647,0.75899367,0.00188736,0.23457505
-4.78139070,2.37012272,0.42716622,1.12826494,0.00029551,0.18310652,0.72078698,0.78130218,0.00204453,0.23799349
-4.77538769,2.47029984,0.44560014,1.20431371,0.00031138,0.18408292,0.72791877,0.80140614,0.00221447,0.24104436
-4.76938469,2.57142860,0.46480430,1.28470322,0.00032948,0.18462214,0.73355454,0.81914202,0.00239674,0.24370660
-4.76338169,2.67352852,0.48501594,1.36952988,0.00035025,0.18470266,0.73764568,0.83441101,0.00259108,0.24597619
-4.75737869,2.77673786,0.50652377,1.45889629,0.00037417,0.18431647,0.74020213,0.84718066,0.00279742,0.24786499
-4.75137569,2.88130368,0.52966381,1.55290474,0.00040170,0.18346848,0.74129003,0.85748416,0.00301587,0.24939895
-4.74537269,2.98756628,0.55481307,1.65164903,0.00043331,0.18217536,0.74102757,0.86541709,0.00324666,0.25061578
-4.73936968,3.09593834,0.58238111,1.75520477,0.00046942,0.18046413,0.73957908,0.87113188,0.00349014,0.25156210
-4.73336668,3.20687964,0.61279958,1.86361867,0.00051044,0.17837040,0.73714782,0.87483016,0.00374674,0.25229035
-4.72736368,3.32086836,0.64650994,1.97689696,0.00055670,0.17593645,0.73396770,0.87675321,0.00401695,0.25285554
-4.72136068,3.43836996,0.68394968,2.09499363,0.00060849,0.17320929,0.73029435,0.87717109,0.00430122,0.25331207
-4.71535768,3.55980507,0.72553735,2.21779870,0.00066599,0.17023858,0.72639580,0.87637089,0.00459997,0.25371067
-4.70935468,3.68551765,0.77165679,2.34512730,0.00072933,0.16707483,0.72254316,0.87464444,0.00491350,0.25409572
-4.70335168,3.81574474,0.82264100,2.47670981,0.00079850,0.16376756,0.71900160,0.87227633,0.00524196,0.25450304
-4.69734867,3.95058910,0.87875622,2.61218367,0.00087343,0.16036384,0.71602179,0.86953252,0.00558529,0.25495815
-4.69134567,4.08999587,0.94018658,2.75108728,0.00095390,0.15690702,0.71383220,0.86665013,0.00594318,0.25547517
-4.68534267,4.23373437,1.00701991,2.89285633,0.00103959,0.15343569,0.71263216,0.86382889,0.00631503,0.25605632
-4.67933967,4.38138574,1.07923521,3.03682295,0.00113006,0.14998305,0.71258609,0.86122455,0.00669990,0.25669205
-4.67333667,4.53233701,1.15669213,3.18221783,0.00122475,0.14657648,0.71381875,0.85894445,0.00709653,0.25736166
-4.66733367,4.68578211,1.23912308,3.32817556,0.00132298,0.14323740,0.71641168,0.85704557,0.00750330,0.25803450
-4.66133067,4.84072959,1.32612816,3.47374310,0.00142397,0.13998140,0.72040079,0.85553481,0.00791824,0.25867147
-4.65532766,4.99601724,1.41717328,3.61789153,0.00152686,0.13681859,0.72577511,0.85437173,0.00833903,0.25922694
-4.64932466,5.15033291,1.51159183,3.75953064,0.00163068,0.13375404,0.73247670,0.85347330,0.00876306,0.25965072
-4.64332166,5.30224102,1.60858985,3.89752639,0.00173440,0.13078840,0.74040156,0.85272043,0.00918744,0.25989018
