energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.74787394,1.25326792,0.00372399,0.10388911,0.02977344,0.80097054,0.55901124,0.02501047,0.52622616
-5.74187094,1.06621825,0.00324168,0.08854380,0.02516596,0.68366584,0.47461533,0.02127975,0.44807312
-5.73586793,0.90151140,0.00282689,0.07499391,0.02119631,0.57998512,0.40042961,0.01799186,0.37918460
-5.72986493,0.75768940,0.00247900,0.06312106,0.01781865,0.48907923,0.33575196,0.01511838,0.31898306
-5.72386193,0.63318514,0.00219725,0.05279872,0.01498713,0.41003215,0.27983502,0.01262830,0.26683921
-5.71785893,0.52637819,0.00198092,0.04389599,0.01265739,0.34189130,0.23191153,0.01048917,0.22209650
-5.71185593,0.43564527,0.00182949,0.03628114,0.01078788,0.28369581,0.19121717,0.00866815,0.18409335
-5.70585293,0.35940459,0.00174275,0.02982477,0.00934094,0.23450219,0.15701041,0.00713287,0.15218255
-5.69984992,0.29615369,0.00172096,0.02440257,0.00828358,0.19340691,0.12858933,0.00585221,0.12574798
-5.69384692,0.24450073,0.00176484,0.01989763,0.00758810,0.15956572,0.10530538,0.00479681,0.10421832
-5.68784392,0.20318944,0.00187565,0.01620234,0.00723244,0.13220966,0.08657433,0.00393961,0.08707819
-5.68184092,0.17111830,0.00205512,0.01321985,0.00720032,0.11065787,0.07188456,0.00325606,0.07387655
-5.67583792,0.14735451,0.00230541,0.01086510,0.00748130,0.09432748,0.06080309,0.00272435,0.06423307
-5.66983492,0.13114337,0.00262898,0.00906556,0.00807057,0.08274084,0.05297965,0.00232552,0.05784230
-5.66383192,0.12191394,0.00302844,0.00776168,0.00896864,0.07553043,0.04814914,0.00204341,0.05447632
-5.65782891,0.11928144,0.00350638,0.00690703,0.01018103,0.07244176,0.04613273,0.00186461,0.05398589
-5.65182591,0.12304694,0.00406510,0.00646828,0.01171770,0.07333452,0.04683786,0.00177835,0.05630046
-5.64582291,0.13319474,0.00470639,0.00642502,0.01359255,0.07818214,0.05025727,0.00177632,0.06142702
-5.63981991,0.14988755,0.00543127,0.00676940,0.01582282,0.08706999,0.05646710,0.00185248,0.06944815
-5.63381691,0.17345956,0.00623970,0.00750563,0.01842842,0.10019192,0.06562414,0.00200287,0.08051894
-5.62781391,0.20440715,0.00713037,0.00864940,0.02143127,0.11784545,0.07796189,0.00222536,0.09486295
-5.62181091,0.24337694,0.00810041,0.01022708,0.02485462,0.14042500,0.09378552,0.00251944,0.11276704
-5.61580790,0.29115071,0.00914524,0.01227483,0.02872230,0.16841323,0.11346520,0.00288601,0.13457473
-5.60980490,0.34862682,0.01025838,0.01483748,0.03305803,0.20236994,0.13742783,0.00332709,0.16067806
-5.60380190,0.41679729,0.01143141,0.01796720,0.03788458,0.24291841,0.16614653,0.00384564,0.19150769
-5.59779890,0.49672052,0.01265392,0.02172196,0.04322308,0.29072883,0.20012807,0.00444528,0.22752095
-5.59179590,0.58948891,0.01391359,0.02616369,0.04909209,0.34649858,0.23989765,0.00513006,0.26918782
-5.58579290,0.69619161,0.01519634,0.03135627,0.05550683,0.41092949,0.28598131,0.00590419,0.31697485
-5.57978989,0.81787242,0.01648655,0.03736314,0.06247821,0.48470209,0.33888586,0.00677183,0.37132689
-5.57378689,0.95548347,0.01776740,0.04424484,0.07001190,0.56844718,0.39907661,0.00773676,0.43264720
-5.56778389,1.10983557,0.01902123,0.05205633,0.07810733,0.66271547,0.46695348,0.00880216,0.50127600
-5.56178089,1.28154673,0.02022996,0.06084421,0.08675667,0.76794605,0.54282601,0.00997034,0.57746840
-5.55577789,1.47099061,0.02137563,0.07064406,0.09594381,0.88443481,0.62688826,0.01124248,0.66137217
-5.54977489,1.67824710,0.02244085,0.08147794,0.10564331,1.01230422,0.71919462,0.01261842,0.75300659
-5.54377189,1.90305760,0.02340937,0.09335214,0.11581950,1.15147603,0.81963782,0.01409642,0.85224318
-5.53776888,2.14478782,0.02426648,0.10625557,0.12642563,1.30164843,0.92793043,0.01567306,0.95878967
-5.53176588,2.40240076,0.02499955,0.12015870,0.13740320,1.46227950,1.04359124,0.01734306,1.07217829
-5.52576288,2.67444275,0.02559837,0.13501339,0.14868158,1.63257839,1.16593796,0.01909926,1.19175955
-5.51975988,2.95904481,0.02605548,0.15075372,0.16017789,1.81150582,1.29408721,0.02093268,1.31670249
-5.51375688,3.25394142,0.02636635,0.16729786,0.17179730,1.99778462,1.42696308,0.02283256,1.44600213
-5.50775388,3.55650770,0.02652959,0.18455117,0.18343371,2.18992135,1.56331458,0.02478657,1.57849472
-5.50175088,3.86381546,0.02654689,0.20241035,0.19497098,2.38623864,1.70174244,0.02678109,1.71288078
-5.49574787,4.17270743,0.02642302,0.22076884,0.20628459,2.58491799,1.84073485,0.02880153,1.84775560
-5.48974487,4.47988779,0.02616560,0.23952307,0.21724383,2.78405167,1.97871146,0.03083275,1.98164659
-5.48374187,4.78202622,0.02578492,0.25857946,0.22771450,2.98170186,2.11407418,0.03285949,2.11305602
-5.47773887,5.07587143,0.02529359,0.27786191,0.23756188,3.17596460,2.24526308,0.03486685,2.24050767
-5.47173587,5.35836937,0.02470619,0.29731936,0.24665416,3.36503551,2.37081500,0.03684082,2.36259530
-5.46573287,5.62678046,0.02403887,0.31693290,0.25486594,3.54727400,2.48942225,0.03876864,2.47803070
-5.45972986,5.87879000,0.02330896,0.33672218,0.26208182,3.72126237,2.59998842,0.04063930,2.58568890
-5.45372686,6.11260552,0.02253451,0.35675043,0.26819988,3.88585653,2.70167853,0.04244380,2.68464803
-5.44772386,6.32703540,0.02173390,0.37712773,0.27313480,4.04022491,2.79396041,0.04417536,2.77422181
-5.44172086,6.52154365,0.02092545,0.39801204,0.27682066,4.18387306,2.87663484,0.04582956,2.85398247
-5.43571786,6.69627666,0.02012704,0.41960769,0.27921300,4.31665186,2.94985232,0.04740426,2.92377273
-5.42971486,6.85205931,0.01935580,0.44216101,0.28029028,4.43874828,3.01411483,0.04889943,2.98370596
-5.42371186,6.99035910,0.01862776,0.46595301,0.28005448,4.55065858,3.07026184,0.05031682,3.03415411
-5.41770885,7.11321904,0.01795763,0.49128913,0.27853089,4.65314483,3.11944047,0.05165956,3.07572397
-5.41170585,7.22316146,0.01735851,0.51848625,0.27576704,4.74717680,3.16306085,0.05293159,3.10922275
-5.40570285,7.32306697,0.01684170,0.54785726,0.27183089,4.83386217,3.20273809,0.05413710,3.13561485
-5.39969985,7.41603398,0.01641649,0.57969385,0.26680826,4.91436864,3.24022358,0.05527989,3.15597203
-5.39369685,7.50522571,0.01609004,0.61424804,0.26079974,4.98984255,3.27732860,0.05636275,3.17141968
-5.38769385,7.59371240,0.01586717,0.65171335,0.25391726,5.06132826,3.31584399,0.05738693,3.18308213
-5.38169085,7.68431671,0.01575035,0.69220659,0.24628028,5.12969335,3.35745960,0.05835163,3.19203012
-5.37568784,7.77947059,0.01573952,0.73575096,0.23801217,5.19556375,3.40368784,0.05925372,3.19923303
-5.36968484,7.88109103,0.01583214,0.78226175,0.22923656,5.25927294,3.45579488,0.06008746,3.20551869
-5.36368184,7.99048139,0.01602318,0.83153530,0.22007413,5.32082808,3.51474326,0.06084457,3.21154259
-5.35767884,8.10826354,0.01630514,0.88324211,0.21063979,5.37989533,3.58114871,0.06151430,3.21776818
-5.35167584,8.23434439,0.01666822,0.93692475,0.20104047,5.43580532,3.65525339,0.06208381,3.22445885
-5.34567284,8.36791848,0.01710050,0.99200099,0.19137352,5.48757852,3.73691694,0.06253862,3.23168181
-5.33966983,8.50750654,0.01758817,1.04777237,0.18172576,5.53396929,3.82562569,0.06286323,3.23932299
-5.33366683,8.65102756,0.01811586,1.10343817,0.17217321,5.57352607,3.92051939,0.06304181,3.24711198
-5.32766383,8.79590064,0.01866700,1.15811444,0.16278129,5.60466451,4.02043418,0.06305901,3.25465488
-5.32166083,8.93917098,0.01922431,1.21085746,0.15360566,5.62574950,4.12395910,0.06290072,3.26147283
-5.31565783,9.07765331,0.01977021,1.26069095,0.14469335,5.63518165,4.22950353,0.06255483,3.26704393
-5.30965483,9.20808527,0.02028739,1.30663575,0.13608419,5.63148365,4.33537166,0.06201197,3.27084559
-5.30365183,9.32728284,0.02075929,1.34774104,0.12781240,5.61338197,4.43984037,0.06126607,3.27239510
-5.29764882,9.43229014,0.02117069,1.38311559,0.11990819,5.57987984,4.54123646,0.06031486,3.27128592
-5.29164582,9.52051624,0.02150818,1.41195781,0.11239924,5.53031786,4.63800957,0.05916020,3.26721791
-5.28564282,9.58985290,0.02176061,1.43358331,0.10531207,5.46441963,4.72879723,0.05780826,3.26002000
-5.27963982,9.63876792,0.02191958,1.44744874,0.09867307,5.38232033,4.81247918,0.05626948,3.24966450
-5.27363682,9.66637077,0.02197972,1.45317093,0.09250930,5.28457752,4.88821890,0.05455845,3.23627255
-5.26763382,9.67244848,0.02193895,1.45054053,0.08684887,5.17216403,4.95549069,0.05269363,3.22011124
-5.26163082,9.65747136,0.02179873,1.43952955,0.08172104,5.04644406,5.01409195,0.05069687,3.20158293
-5.25562781,9.62257008,0.02156403,1.42029268,0.07715595,4.90913403,5.06414085,0.04859293,3.18120800
-5.24962481,9.56948666,0.02124339,1.39316229,0.07318406,4.76225085,5.10606036,0.04640886,3.15960271
-5.24362181,9.50050334,0.02084876,1.35863760,0.06983537,4.60805024,5.14055054,0.04417337,3.13745364
-5.23761881,9.41835421,0.02039531,1.31736841,0.06713835,4.44895843,5.16855124,0.04191615,3.11549080
-5.23161581,9.32612480,0.01990114,1.27013442,0.06511881,4.28750046,5.19119783,0.03966722,3.09446092
-5.22561281,9.22714544,0.01938692,1.21782101,0.06379867,4.12622836,5.20977296,0.03745631,3.07510263
-5.21960980,9.12488358,0.01887547,1.16139256,0.06319466,3.96765199,5.22565689,0.03531230,3.05812487
-5.21360680,9.02284026,0.01839132,1.10186451,0.06331716,3.81417521,5.24027933,0.03326271,3.04418942
-5.20760380,8.92445484,0.01796020,1.04027538,0.06416906,3.66803943,5.25507474,0.03133329,3.03389821
-5.20160080,8.83302132,0.01760853,0.97765963,0.06574484,3.53127603,5.27144322,0.02954765,3.02778556
-5.19559780,8.75161866,0.01736286,0.91502256,0.06802984,3.40566857,5.29071801,0.02792709,3.02631502
-5.18959480,8.68305606,0.01724935,0.85331780,0.07099979,3.29272518,5.31414026,0.02649033,3.02988045
-5.18359180,8.62983340,0.01729321,0.79342834,0.07462057,3.19366098,5.34284122,0.02525353,3.03881008
-5.17758879,8.59411589,0.01751817,0.73615112,0.07884838,3.10938991,5.37783121,0.02423023,3.05337279
-5.17158579,8.57772119,0.01794593,0.68218580,0.08363012,3.04052499,5.41999441,0.02343144,3.07378508
-5.16558279,8.58211664,0.01859560,0.63212739,0.08890414,2.98738584,5.47008799,0.02286571,3.10021761
-5.15957979,8.60842385,0.01948321,0.58646280,0.09460127,2.95001200,5.52874418,0.02253931,3.13280000
-5.15357679,8.65742773,0.02062121,0.54557093,0.10064619,2.92818082,5.59647340,0.02245639,3.17162299
-5.14757379,8.72958738,0.02201795,0.50972573,0.10695891,2.92142826,5.67366693,0.02261918,3.21673711
-5.14157079,8.82504616,0.02367725,0.47910200,0.11345657,2.92907176,5.76059768,0.02302812,3.26814737
-5.13556778,8.94363931,0.02559802,0.45378303,0.12005530,2.95023375,5.85741810,0.02368207,3.32580412
-5.12956478,9.08489766,0.02777384,0.43376972,0.12667210,2.98386536,5.96415443,0.02457841,3.38959002
-5.12356178,9.24804729,0.03019277,0.41899052,0.13322686,3.02876948,6.08069724,0.02571316,3.45930419
-5.11755878,9.43200506,0.03283710,0.40931160,0.13964406,3.08362311,6.20678861,0.02708100,3.53464425
-5.11155578,9.63537144,0.03568334,0.40454698,0.14585454,3.14699873,6.34200671,0.02867532,3.61518772
-5.10555278,9.85642209,0.03870223,0.40446798,0.15179687,3.21738497,6.48574921,0.03048819,3.70037417
-5.09954977,10.09310044,0.04185904,0.40881186,0.15741852,3.29320662,6.63721689,0.03251026,3.78948982
-5.09354677,10.34301373,0.04511386,0.41728944,0.16267668,3.37284444,6.79539953,0.03473066,3.88165606
-5.08754377,10.60343518,0.04842221,0.42959149,0.16753873,3.45465507,6.95906582,0.03713692,3.97582348
-5.08154077,10.87131456,0.05173577,0.44539393,0.17198233,3.53699119,7.12675917,0.03971484,4.07077253
-5.07553777,11.14329928,0.05500326,0.46436185,0.17599516,3.61822231,7.29680113,0.04244833,4.16512199
-5.06953477,11.41576768,0.05817148,0.48615244,0.17957435,3.69675599,7.46730355,0.04531938,4.25734551
-5.06353177,11.68487504,0.06118657,0.51041701,0.18272556,3.77105965,7.63619028,0.04830803,4.34579652
-5.05752876,11.94661254,0.06399522,0.53680225,0.18546188,3.83968249,7.80122879,0.05139236,4.42874108
-5.05152576,12.19687822,0.06654608,0.56495090,0.18780256,3.90127718,7.96007106,0.05454858,4.50439780
-5.04552276,12.43155801,0.06879111,0.59450210,0.18977158,3.95462076,8.11030295,0.05775128,4.57098341
-5.03951976,12.64661452,0.07068696,0.62509156,0.19139621,3.99863406,8.24950026,0.06097359,4.62676244
-5.03351676,12.83818019,0.07219616,0.65635184,0.19270564,4.03239899,8.37528949,0.06418763,4.67009884
-5.02751376,13.00265103,0.07328830,0.68791279,0.19372963,4.05517287,8.48541072,0.06736485,4.69950734
-5.02151076,13.13677720,0.07394095,0.71940238,0.19449732,4.06639936,8.57777978,0.07047659,4.71370226
-5.01550775,13.23774607,0.07414037,0.75044801,0.19503624,4.06571514,8.65054701,0.07349453,4.71164148
-5.00950475,13.30325425,0.07388192,0.78067844,0.19537146,4.05295224,8.70214969,0.07639133,4.69256346
-5.00350175,13.33156501,0.07317027,0.80972630,0.19552493,4.02813561,8.73135570,0.07914109,4.65601559
-4.99749875,13.32154852,0.07201923,0.83723120,0.19551509,3.99147589,8.73729630,0.08171992,4.60187239
-4.99149575,13.27270305,0.07045132,0.86284351,0.19535652,3.94335778,8.71948646,0.08410637,4.53034274
-4.98549275,13.18515603,0.06849703,0.88622860,0.19505986,3.88432411,8.67783185,0.08628182,4.44196572
-4.97948974,13.05964524,0.06619393,0.90707152,0.19463180,3.81505644,8.61262227,0.08823071,4.33759529
-4.97348674,12.89748102,0.06358542,0.92508189,0.19407512,3.73635280,8.52451186,0.08994070,4.21837443
-4.96748374,12.70049141,0.06071940,0.93999898,0.19338891,3.64910337,8.41448745,0.09140271,4.08570014
-4.96148074,12.47095314,0.05764690,0.95159653,0.19256873,3.55426516,8.28382656,0.09261080,3.94118063
-4.95547774,12.21151149,0.05442049,0.95968744,0.19160688,3.45283649,8.13404738,0.09356192,3.78658704
-4.94947474,11.92509311,0.05109288,0.96412774,0.19049268,3.34583220,7.96685313,0.09425561,3.62380140
-4.94347174,11.61481548,0.04771553,0.96482004,0.18921276,3.23426055,7.78407375,0.09469359,3.45476347
-4.93746873,11.28389717,0.04433730,0.96171591,0.18775150,3.11910232,7.58760741,0.09487933,3.28141838
-4.93146573,10.93557242,0.04100345,0.95481734,0.18609143,3.00129293,7.37936479,0.09481753,3.10566724
-4.92546273,10.57301358,0.03775465,0.94417706,0.18421377,2.88170790,7.16121821,0.09451371,2.92932254
-4.91945973,10.19926397,0.03462640,0.92989764,0.18209904,2.76115196,6.93495790,0.09397381,2.75406978
-4.91345673,9.81718345,0.03164856,0.91212943,0.17972785,2.64035200,6.70225677,0.09320384,2.58143644
-4.90745373,9.42940787,0.02884519,0.89106744,0.17708171,2.51995365,6.46464480,0.09220969,2.41276906
-4.90145073,9.03832321,0.02623462,0.86694711,0.17414403,2.40052150,6.22349348,0.09099704,2.24921857
-4.89544772,8.64605413,0.02382971,0.84003936,0.17090116,2.28254252,5.98001023,0.08957135,2.09173390
-4.88944472,8.25446611,0.02163836,0.81064487,0.16734351,2.16643225,5.73524220,0.08793805,1.94106332
-4.88344172,7.86517984,0.01966408,0.77908799,0.16346669,2.05254333,5.49008848,0.08610283,1.79776275
-4.87743872,7.47959584,0.01790677,0.74571034,0.15927260,1.94117569,5.24531909,0.08407194,1.66221007
-4.87143572,7.09892706,0.01636355,0.71086453,0.15477046,1.83258796,5.00159933,0.08185270,1.53462415
-4.86543272,6.72423689,0.01502959,0.67490795,0.14997765,1.72700928,4.75951744,0.07945393,1.41508747
-4.85942971,6.35648008,0.01389897,0.63819705,0.14492040,1.62465115,4.51961364,0.07688647,1.30357088
-4.85342671,5.99654386,0.01296553,0.60108212,0.13963413,1.52571858,4.28240881,0.07416359,1.19995941
-4.84742371,5.64528705,0.01222358,0.56390272,0.13416354,1.43042018,4.04843092,0.07130143,1.10407783
-4.84142071,5.30357488,0.01166856,0.52698386,0.12856237,1.33897673,3.81823782,0.06831926,1.01571497
-4.83541771,4.97230797,0.01129756,0.49063289,0.12289271,1.25162787,3.59243506,0.06523971,0.93464602
-4.82941471,4.65244394,0.01110968,0.45513720,0.11722400,1.16863671,3.37168797,0.06208881,0.86065204
-4.82341171,4.34501098,0.01110628,0.42076262,0.11163169,1.09029225,3.15672747,0.05889592,0.79353620
-4.81740870,4.05111290,0.01129101,0.38775243,0.10619550,1.01690949,2.94834935,0.05569355,0.73313650
-4.81140570,3.77192575,0.01166971,0.35632699,0.10099745,0.94882734,2.74740750,0.05251700,0.67933484
-4.80540270,3.50868644,0.01225019,0.32668383,0.09611968,0.88640446,2.55480128,0.04940397,0.63206240
-4.79939970,3.26267426,0.01304175,0.29899806,0.09164205,0.83001322,2.37145817,0.04639399,0.59130155
-4.79339670,3.03518631,0.01405470,0.27342318,0.08763971,0.78003208,2.19831248,0.04352787,0.55708455
-4.78739370,2.82750833,0.01529970,0.25009187,0.08418070,0.73683672,2.03628139,0.04084701,0.52948935
-4.78139070,2.64088217,0.01678699,0.22911705,0.08132359,0.70079021,1.88623943,0.03839283,0.50863294
-4.77538769,2.47647155,0.01852566,0.21059283,0.07911532,0.67223269,1.74899283,0.03620604,0.49466268
-4.76938469,2.33532754,0.02052278,0.19459543,0.07758933,0.65147088,1.62525464,0.03432604,0.48774596
-4.76338169,2.21835509,0.02278262,0.18118401,0.07676404,0.63876775,1.51562193,0.03279034,0.48805885
-4.75737869,2.12628194,0.02530590,0.17040128,0.07664163,0.63433283,1.42055573,0.03163399,0.49577394
-4.75137569,2.05963089,0.02808914,0.16227401,0.07720743,0.63831328,1.34036471,0.03088908,0.51104791
-4.74537269,2.01869632,0.03112409,0.15681323,0.07842968,0.65078618,1.27519281,0.03058427,0.53400922
-4.73936968,2.00352564,0.03439731,0.15401435,0.08025996,0.67175209,1.22501143,0.03074441,0.56474620
-4.73336668,2.01390599,0.03789004,0.15385696,0.08263401,0.70113017,1.18961606,0.03139013,0.60329577
-4.72736368,2.04935651,0.04157807,0.15630448,0.08547319,0.73875483,1.16862752,0.03253748,0.64963327
-4.72136068,2.10912603,0.04543202,0.16130369,0.08868638,0.78437408,1.16149735,0.03419766,0.70366335
-4.71535768,2.19219621,0.04941768,0.16878405,0.09217239,0.83764945,1.16751719,0.03637663,0.76521229
-4.70935468,2.29728965,0.05349664,0.17865700,0.09582272,0.89815746,1.18583152,0.03907487,0.83402165
-4.70335168,2.42288253,0.05762708,0.19081517,0.09952459,0.96539247,1.21545340,0.04228703,0.90974369
-4.69734867,2.56722134,0.06176469,0.20513165,0.10316426,1.03877076,1.25528235,0.04600168,0.99193813
-4.69134567,2.72834305,0.06586376,0.22145933,0.10663031,1.11763566,1.30412407,0.05020098,1.08007079
-4.68534267,2.90409812,0.06987827,0.23963034,0.10981702,1.20126351,1.36071108,0.05486046,1.17351369
-4.67933967,3.09217573,0.07376315,0.25945582,0.11262750,1.28887031,1.42372396,0.05994878,1.27154685
-4.67333667,3.29013077,0.07747535,0.28072587,0.11497655,1.37961883,1.49181248,0.06542756,1.37336173
-4.66733367,3.49541209,0.08097496,0.30320994,0.11679319,1.47262614,1.56361633,0.07125132,1.47806628
-4.66133067,3.70539165,0.08422624,0.32665762,0.11802265,1.56697150,1.63778488,0.07736744,1.58469161
-4.65532766,3.91739436,0.08719837,0.35079996,0.11862784,1.66170455,1.71299597,0.08371635,1.69220043
-4.64932466,4.12872852,0.08986619,0.37535135,0.11859017,1.75585399,1.78797327,0.09023179,1.79949708
-4.64332166,4.33671677,0.09221069,0.40001198,0.11790982,1.84843679,1.86150232,0.09684131,1.90543950
-4.63731866,4.53872780,0.09421923,0.42447096,0.11660531,1.93846819,1.93244520,0.10346689,2.00885293
-4.63131566,4.73220869,0.09588572,0.44841011,0.11471249,2.02497258,1.99975381,0.11002588,2.10854552
-4.62531266,4.91471825,0.09721047,0.47150834,0.11228307,2.10699546,2.06248194,0.11643206,2.20332577
-4.61930965,5.08396113,0.09820000,0.49344666,0.10938257,2.18361669,2.11979626,0.12259697,2.29202173
-4.61330665,5.23782281,0.09886664,0.51391367,0.10608805,2.25396489,2.17098615,0.12843147,2.37350179
-4.60730365,5.37440504,0.09922807,0.53261152,0.10248545,2.31723296,2.21547267,0.13384740,2.44669670
-4.60130065,5.49206120,0.09930675,0.54926206,0.09866690,2.37269452,2.25281646,0.13875951,2.51062237
-4.59529765,5.58943080,0.09912928,0.56361311,0.09472789,2.41972072,2.28272448,0.14308733,2.56440300
-4.58929465,5.66547200,0.09872580,0.57544458,0.09076452,2.45779702,2.30505554,0.14675723,2.60729358
-4.58329165,5.71949088,0.09812922,0.58457428,0.08687094,2.48653901,2.31982415,0.14970435,2.63870113
-4.57728864,5.75116589,0.09737462,0.59086303,0.08313691,2.50570657,2.32720245,0.15187444,2.65820366
-4.57128564,5.76056591,0.09649842,0.59421901,0.07964565,2.51521542,2.32751978,0.15322549,2.66556585
-4.56528264,5.74816035,0.09553770,0.59460100,0.07647197,2.51514518,2.32125947,0.15372917,2.66075068
-4.55927964,5.71481980,0.09452939,0.59202031,0.07368072,2.50574311,2.30905257,0.15337181,2.64392590
-4.55327664,5.66180618,0.09350948,0.58654127,0.07132549,2.48742275,2.29166798,0.15215505,2.61546496
-4.54727364,5.59075145,0.09251215,0.57828019,0.06944767,2.46075720,2.26999915,0.15009606,2.57594165
-4.54127064,5.50362480,0.09156888,0.56740269,0.06807576,2.42646664,2.24504702,0.14722721,2.52611840
-4.53526763,5.40268850,0.09070759,0.55411948,0.06722499,2.38540028,2.21789952,0.14359533,2.46692835
-4.52926463,5.29044357,0.08995173,0.53868076,0.06689711,2.33851320,2.18970805,0.13926049,2.39945152
-4.52326163,5.16956647,0.08931940,0.52136923,0.06708058,2.28683890,2.16166130,0.13429432,2.32488599
-4.51725863,5.04283928,0.08882259,0.50249221,0.06775083,2.23145840,2.13495729,0.12877800,2.24451496
-4.51125563,4.91307561,0.08846650,0.48237300,0.06887093,2.17346753,2.11077440,0.12279999,2.15967112
-4.50525263,4.78304522,0.08824904,0.46134189,0.07039235,2.11394356,2.09024233,0.11645354,2.07169978
-4.49924962,4.65540018,0.08816055,0.43972721,0.07225611,2.05391286,2.07441389,0.10983408,1.98192220
-4.49324662,4.53260551,0.08818374,0.41784669,0.07439406,1.99432105,2.06423850,0.10303675,1.89160078
