energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.79589795,11.86647131,1.15136635,2.65668427,0.05053691,1.52317267,8.72158278,3.55746264,0.07336536,2.68021158
-5.78989495,11.78106927,1.13566937,2.69694096,0.05088150,1.49958793,8.58469872,3.49751837,0.07198328,2.63601153
-5.78389195,11.67849532,1.11669838,2.73520783,0.05111488,1.47414685,8.43132537,3.43267006,0.07051259,2.58610894
-5.77788894,11.56252727,1.09507613,2.77179220,0.05123957,1.44721710,8.26432426,3.36430529,0.06897878,2.53189295
-5.77188594,11.43681156,1.07144886,2.80695896,0.05125839,1.41912185,8.08641773,3.29375446,0.06740725,2.47476523
-5.76588294,11.30473190,1.04646105,2.84091692,0.05117436,1.39013147,7.90011156,3.22224576,0.06582227,2.41609063
-5.75987994,11.16929661,1.02073132,2.87380798,0.05099051,1.36045869,7.70763448,3.15086701,0.06424587,2.35715156
-5.75387694,11.03304834,0.99483064,2.90569981,0.05070988,1.33025720,7.51089621,3.08053574,0.06269707,2.29910758
-5.74787394,10.89799897,0.96926376,2.93658184,0.05033544,1.29962363,7.31146433,3.01197840,0.06119120,2.24296163
-5.74187094,10.76559101,0.94445452,2.96636478,0.04987009,1.26860241,7.11055961,2.94571892,0.05973944,2.18953417
-5.73586793,10.63668570,0.92073550,2.99488360,0.04931676,1.23719319,6.90906842,2.88207679,0.05834865,2.13944570
-5.72986493,10.51157715,0.89834240,3.02190380,0.04867839,1.20536006,6.70756993,2.82117396,0.05702129,2.09310830
-5.72386193,10.39003064,0.87741316,3.04713072,0.04795811,1.17304205,6.50637564,2.76294997,0.05575568,2.05072588
-5.71785893,10.27134250,0.85799162,3.07022181,0.04715926,1.14016433,6.30557820,2.70718403,0.05454640,2.01230309
-5.71185593,10.15441855,0.84003542,3.09080141,0.04628554,1.10664935,6.10510627,2.65352291,0.05338481,1.97766190
-5.70585293,10.03786734,0.82342765,3.10847783,0.04534103,1.07242749,5.90478252,2.60151314,0.05225979,1.94646520
-5.69984992,9.92010433,0.80799144,3.12286235,0.04433032,1.03744674,5.70438171,2.55063604,0.05115852,1.91824601
-5.69384692,9.79946286,0.79350691,3.13358961,0.04325855,1.00168107,5.50368638,2.50034412,0.05006736,1.89244104
-5.68784392,9.67430777,0.77972951,3.14033905,0.04213141,0.96513714,5.30253788,2.45009737,0.04897275,1.86842711
-5.68184092,9.54314758,0.76640899,3.14285671,0.04095517,0.92785932,5.10088110,2.39939811,0.04786205,1.84555898
-5.67583792,9.40474124,0.75330806,3.14097676,0.03973668,0.88993293,4.89880145,2.34782331,0.04672441,1.82320687
-5.66983492,9.25819559,0.74022007,3.13464197,0.03848331,0.85148567,4.69655339,2.29505306,0.04555149,1.80079232
-5.66383192,9.10305033,0.72698478,3.12392247,0.03720289,0.81268745,4.49457992,2.24089458,0.04433811,1.77782097
-5.65782891,8.93934712,0.71350183,3.10903170,0.03590366,0.77374866,4.29352296,2.18530083,0.04308277,1.75391094
-5.65182591,8.76768033,0.69974116,3.09033889,0.03459419,0.73491711,4.09422477,2.12838333,0.04178794,1.72881584
-5.64582291,8.58922734,0.68575013,3.06837717,0.03328321,0.69647382,3.89772076,2.07041875,0.04046032,1.70244145
-5.63981991,8.40575683,0.67165700,3.04384658,0.03197961,0.65872789,3.70522427,2.01184910,0.03911077,1.67485559
-5.63381691,8.21961418,0.65767074,3.01761129,0.03069223,0.62201052,3.51810406,1.95327563,0.03775422,1.64629077
-5.62781391,8.03368395,0.64407705,2.99069072,0.02942980,0.58666851,3.33785512,1.89544648,0.03640931,1.61713963
-5.62181091,7.85133001,0.63123088,2.96424421,0.02820078,0.55305730,3.16606401,1.83923858,0.03509791,1.58794332
-5.61580790,7.67631474,0.61954570,2.93954930,0.02701329,0.52153366,3.00436932,1.78563430,0.03384455,1.55937337
-5.60980490,7.51269952,0.60947985,2.91797396,0.02587496,0.49244829,2.85441858,1.73569351,0.03267568,1.53220780
-5.60380190,7.36472928,0.60152055,2.90094327,0.02479283,0.46613829,2.71782257,1.69052192,0.03161887,1.50730231
-5.59779890,7.23670488,0.59616613,2.88990140,0.02377327,0.44291982,2.59610827,1.65123676,0.03070199,1.48555786
-5.59179590,7.13284722,0.59390714,2.88627002,0.02282188,0.42308083,2.49067169,1.61893079,0.02995227,1.46788571
-5.58579290,7.05715773,0.59520700,2.89140443,0.02194341,0.40687423,2.40273199,1.59463576,0.02939548,1.45517141
-5.57978989,7.01328017,0.60048295,2.90654893,0.02114170,0.39451150,2.33328809,1.57928675,0.02905506,1.44823903
-5.57378689,7.00436854,0.61008808,2.93279304,0.02041964,0.38615699,2.28307942,1.57368835,0.02895130,1.44781707
-5.56778389,7.03296627,0.62429502,2.97103027,0.01977913,0.38192292,2.25255200,1.57848414,0.02910069,1.45450740
-5.56178089,7.10090121,0.64328203,3.02192112,0.01922103,0.38186548,2.24183127,1.59413038,0.02951524,1.46875825
-5.55577789,7.20920091,0.66712215,3.08586204,0.01874518,0.38598197,2.25070297,1.62087512,0.03020204,1.49084256
-5.54977489,7.35803189,0.69577574,3.16296166,0.01835039,0.39420935,2.27860303,1.65874348,0.03116290,1.52084236
-5.54377189,7.54666582,0.72908692,3.25302579,0.01803448,0.40642407,2.32461738,1.70752989,0.03239411,1.55863988
-5.53776888,7.77347485,0.76678417,3.35555199,0.01779426,0.42244359,2.38749220,1.76679764,0.03388639,1.60391586
-5.53176588,8.03595694,0.80848505,3.46973451,0.01762564,0.44202939,2.46565488,1.83588599,0.03562501,1.65615502
-5.52576288,8.33079135,0.85370510,3.59447977,0.01752362,0.46489164,2.55724551,1.91392477,0.03758996,1.71465874
-5.51975988,8.65392274,0.90187058,3.72843234,0.01748245,0.49069534,2.66015815,1.99985602,0.03975642,1.77856437
-5.51375688,9.00067164,0.95233469,3.87001056,0.01749561,0.51906793,2.77209116,2.09246199,0.04209521,1.84687056
-5.50775388,9.36586738,1.00439662,4.01745102,0.01755603,0.54960809,2.89060489,2.19039869,0.04457348,1.91846760
-5.50175088,9.74399895,1.05732274,4.16886014,0.01765611,0.58189543,3.01318495,2.29223344,0.04715543,1.99217173
-5.49574787,10.12937801,1.11036908,4.32227098,0.01778794,0.61550090,3.13730909,2.39648538,0.04980318,2.06676195
-5.48974487,10.51630782,1.16280417,4.47570323,0.01794338,0.64999732,3.26051496,2.50166704,0.05247764,2.14101801
-5.48374187,10.89925121,1.21393123,4.62722364,0.01811427,0.68496979,3.38046656,2.60632546,0.05513951,2.21375804
-5.47773887,11.27299083,1.26310881,4.77500459,0.01829259,0.72002547,3.49501650,2.70908123,0.05775018,2.28387428
-5.47173587,11.63277514,1.30976902,4.91737811,0.01847063,0.75480228,3.60226192,2.80866369,0.06027276,2.35036563
-5.46573287,11.97444382,1.35343248,5.05288307,0.01864117,0.78897632,3.70059148,2.90394105,0.06267290,2.41236565
-5.45972986,12.29452793,1.39371939,5.18030340,0.01879768,0.82226736,3.78872193,2.99394416,0.06491974,2.46916500
-5.45372686,12.59032044,1.43035641,5.29869575,0.01893447,0.85444247,3.86572257,3.07788310,0.06698656,2.52022771
-5.44772386,12.85991510,1.46317899,5.40740546,0.01904682,0.88531745,3.93102687,3.15515605,0.06885151,2.56520047
-5.44172086,13.10221248,1.49212922,5.50607031,0.01913117,0.91475605,3.98443092,3.22535046,0.07049803,2.60391520
-5.43571786,13.31689415,1.51724952,5.59461227,0.01918517,0.94266715,4.02607911,3.28823654,0.07191526,2.63638479
-5.42971486,13.50436739,1.53867254,5.67321797,0.01920776,0.96899991,4.05643788,3.34375416,0.07309816,2.66279259
-5.42371186,13.66568426,1.55660796,5.74230933,0.01919921,0.99373745,4.07625909,3.39199373,0.07404758,2.68347650
-5.41770885,13.80244014,1.57132699,5.80250633,0.01916109,1.01688917,4.08653484,3.43317272,0.07477004,2.69890847
-5.41170585,13.91665791,1.58314530,5.85458411,0.01909624,1.03848241,4.08844595,3.46760907,0.07527747,2.70967069
-5.40570285,14.01066406,1.59240552,5.89942713,0.01900861,1.05855383,4.08330663,3.49569322,0.07558669,2.71642955
-5.39969985,14.08696364,1.59945988,5.93798297,0.01890320,1.07714107,4.07250765,3.51786025,0.07571881,2.71990864
-5.39369685,14.14812022,1.60465402,5.97121832,0.01878577,1.09427517,4.05746055,3.53456364,0.07569855,2.72086196
-5.38769385,14.19664673,1.60831249,6.00007956,0.01866273,1.10997421,4.03954490,3.54625206,0.07555342,2.72004822
-5.38169085,14.23491164,1.61072653,6.02545965,0.01854079,1.12423854,4.02006068,3.55335000,0.07531289,2.71820722
-5.37568784,14.26506419,1.61214447,6.04817295,0.01842677,1.13704776,4.00018704,3.55624328,0.07500748,2.71603885
-5.36968484,14.28898033,1.61276487,6.06893841,0.01832729,1.14835979,3.98094859,3.55526942,0.07466794,2.71418508
-5.36368184,14.30823029,1.61273245,6.08837156,0.01824850,1.15811181,3.96318984,3.55071334,0.07432441,2.71321527
-5.35767884,14.32406669,1.61213676,6.10698462,0.01819583,1.16622311,3.94755785,3.54280770,0.07400562,2.71361476
-5.35167584,14.33743126,1.61101311,6.12519369,0.01817374,1.17259954,3.93449293,3.53173749,0.07373820,2.71577648
-5.34567284,14.34897703,1.60934568,6.14333157,0.01818550,1.17713926,3.92422687,3.51764804,0.07354608,2.71999558
-5.33966983,14.35910237,1.60707225,6.16166438,0.01823308,1.17973942,3.91678788,3.50065531,0.07345000,2.72646658
-5.33366683,14.36799251,1.60409031,6.18040990,0.01831695,1.18030320,3.91201148,3.48085759,0.07346705,2.73528279
-5.32766383,14.37566468,1.60026399,6.19975576,0.01843609,1.17874693,3.90955614,3.45834741,0.07361043,2.74643766
-5.32166083,14.38201270,1.59543163,6.21987555,0.01858792,1.17500669,3.90892292,3.43322265,0.07388923,2.75982792
-5.31565783,14.38684795,1.58941369,6.24094137,0.01876840,1.16904405,3.90947815,3.40559610,0.07430832,2.77525816
-5.30965483,14.38993390,1.58202070,6.26313168,0.01897209,1.16085062,3.91047831,3.37560275,0.07486837,2.79244692
-5.30365183,14.39101267,1.57306109,6.28663366,0.01919234,1.15045124,3.91109658,3.34340427,0.07556590,2.81103405
-5.29764882,14.38982273,1.56234889,6.31164022,0.01942145,1.13790550,3.91045033,3.30919065,0.07639340,2.83058951
-5.29164582,14.38610785,1.54971104,6.33834158,0.01965095,1.12330775,3.90762933,3.27317883,0.07733957,2.85062351
-5.28564282,14.37961824,1.53499433,6.36691261,0.01987184,1.10678554,3.90172404,3.23560866,0.07838953,2.87059797
-5.27963982,14.37010528,1.51807192,6.39749675,0.02007487,1.08849668,3.89185392,3.19673655,0.07952516,2.88993933
-5.27363682,14.35731183,1.49884930,6.43018812,0.02025089,1.06862522,3.87719515,3.15682734,0.08072547,2.90805253
-5.26763382,14.34096033,1.47726955,6.46501321,0.02039106,1.04737646,3.85700753,3.11614505,0.08196693,2.92433599
-5.26163082,14.32074076,1.45331795,6.50191381,0.02048722,1.02497153,3.83066002,3.07494314,0.08322404,2.93819720
-5.25562781,14.29630052,1.42702566,6.54073244,0.02053207,1.00164164,3.79765453,3.03345504,0.08446969,2.94906866
-5.24962481,14.26723799,1.39847244,6.58120182,0.02051947,0.97762252,3.75764717,2.99188540,0.08567581,2.95642369
-5.24362181,14.23310092,1.36778818,6.62293892,0.02044457,0.95314914,3.71046656,2.95040282,0.08681389,2.95979152
-5.23761881,14.19339062,1.33515335,6.66544467,0.02030401,0.92845107,3.65612845,2.90913439,0.08785559,2.95877118
-5.23161581,14.14757203,1.30079800,6.70810925,0.02009599,0.90374860,3.59484608,2.86816240,0.08877338,2.95304382
-5.22561281,14.09508976,1.26499963,6.75022306,0.01982033,0.87924974,3.52703573,2.82752344,0.08954118,2.94238273
-5.21960980,14.03538931,1.22807962,6.79099299,0.01947850,0.85514823,3.45331719,2.78721002,0.09013498,2.92666098
-5.21360680,13.96794265,1.19039859,6.82956320,0.01907351,0.83162235,3.37450871,2.74717463,0.09053350,2.90585627
-5.20760380,13.89227704,1.15235060,6.86503967,0.01860990,0.80883478,3.29161653,2.70733612,0.09071873,2.88005279
-5.20160080,13.80800559,1.11435645,6.89651726,0.01809354,0.78693319,3.20581903,2.66758825,0.09067651,2.84944023
-5.19559780,13.71485829,1.07685631,6.92310829,0.01753152,0.76605143,3.11844594,2.62780995,0.09039693,2.81430989
-5.18959480,13.61271200,1.04030179,6.94397137,0.01693192,0.74631142,3.03095306,2.58787701,0.08987475,2.77504820
-5.18359180,13.50161797,1.00514774,6.95833916,0.01630361,0.72782528,2.94489322,2.54767469,0.08910965,2.73212778
-5.17758879,13.38182558,0.97184401,6.96554415,0.01565602,0.71069779,2.86188433,2.50711084,0.08810636,2.68609659
-5.17158579,13.25380113,0.94082722,6.96504114,0.01499889,0.69502889,2.78357541,2.46612886,0.08687474,2.63756536
-5.16558279,13.11824046,0.91251295,6.95642576,0.01434205,0.68091625,2.71161165,2.42472011,0.08542959,2.58719376
-5.15957979,12.97607481,0.88728812,6.93944806,0.01369518,0.66845760,2.64759942,2.38293515,0.08379049,2.53567567
-5.15357679,12.82846899,0.86550411,6.91402084,0.01306757,0.65775301,2.59307221,2.34089341,0.08198135,2.48372395
-5.14757379,12.67681167,0.84747027,6.88022218,0.01246795,0.64890672,2.54945848,2.29879067,0.08002996,2.43205495
-5.14157079,12.52269758,0.83344824,6.83829224,0.01190428,0.64202886,2.51805214,2.25690420,0.07796733,2.38137311
-5.13556778,12.36790201,0.82364696,6.78862435,0.01138363,0.63723673,2.49998650,2.21559500,0.07582697,2.33235600
-5.12956478,12.21434809,0.81821849,6.73175094,0.01091202,0.63465571,2.49621225,2.17530727,0.07364405,2.28563992
-5.12356178,12.06406795,0.81725479,6.66832483,0.01049434,0.63441998,2.50747992,2.13656475,0.07145453,2.24180651
-5.11755878,11.91915896,0.82078548,6.59909685,0.01013431,0.63667271,2.53432729,2.09996414,0.06929422,2.20137050
-5.11155578,11.78173680,0.82877679,6.52489085,0.00983443,0.64156609,2.57707191,2.06616575,0.06719782,2.16476900
-5.10555278,11.65388707,0.84113167,6.44657725,0.00959599,0.64926084,2.63580874,2.03588167,0.06519797,2.13235255
-5.09954977,11.53761746,0.85769141,6.36504644,0.00941916,0.65992540,2.71041296,2.00986180,0.06332432,2.10437824
-5.09354677,11.43481238,0.87823857,6.28118332,0.00930299,0.67373472,2.80054752,1.98887815,0.06160275,2.08100515
-5.08754377,11.34719174,0.90250141,6.19584413,0.00924557,0.69086851,2.90567517,1.97370790,0.06005457,2.06229236
-5.08154077,11.27627549,0.93015986,6.10983647,0.00924415,0.71150882,3.02507413,1.96511578,0.05869593,2.04819958
-5.07553777,11.22335461,0.96085267,6.02390350,0.00929526,0.73583710,3.15785689,1.96383596,0.05753734,2.03859051
-5.06953477,11.18946943,0.99418581,5.93871248,0.00939487,0.76403028,3.30299093,1.97055411,0.05658338,2.03323883
-5.06353177,11.17539482,1.02974167,5.85484800,0.00953858,0.79625602,3.45932046,1.98588975,0.05583256,2.03183660
-5.05752876,11.18163181,1.06708871,5.77280947,0.00972174,0.83266699,3.62558812,2.01037924,0.05527743,2.03400475
-5.05152576,11.20840437,1.10579116,5.69301249,0.00993964,0.87339397,3.80045538,2.04445949,0.05490478,2.03930515
-5.04552276,11.25565984,1.14541833,5.61579302,0.01018760,0.91853803,3.98252072,2.08845260,0.05469614,2.04725376
-5.03951976,11.32307123,1.18555290,5.54141364,0.01046114,0.96816167,4.17033474,2.14255147,0.05462836,2.05733415
-5.03351676,11.41003961,1.22579797,5.47007035,0.01075597,1.02227906,4.36241160,2.20680643,0.05467439,2.06901087
-5.02751376,11.51569507,1.26578217,5.40189922,0.01106814,1.08084585,4.55723638,2.28111316,0.05480415,2.08174183
-5.02151076,11.63889512,1.30516298,5.33698150,0.01139399,1.14374868,4.75326862,2.36520187,0.05498549,2.09498939
-5.01550775,11.77821995,1.34362764,5.27534665,0.01173013,1.21079494,4.94894245,2.45862828,0.05518524,2.10822947
-5.00950475,11.93196482,1.38089210,5.21697272,0.01207343,1.28170344,5.14266408,2.56076658,0.05537021,2.12095863
-5.00350175,12.09813057,1.41669791,5.16178391,0.01242090,1.35609635,5.33280810,2.67080501,0.05550824,2.13269877
-4.99749875,12.27441388,1.45080742,5.10964560,0.01276960,1.43349337,5.51771388,2.78774458,0.05556910,2.14299984
-4.99149575,12.45819978,1.48299796,5.06035752,0.01311654,1.51330853,5.69568386,2.91040164,0.05552540,2.15144046
-4.98549275,12.64655923,1.51305530,5.01364578,0.01345856,1.59485032,5.86498534,3.03741479,0.05535328,2.15762720
-4.97948974,12.83625473,1.54076724,4.96915516,0.01379223,1.67732565,6.02385739,3.16725698,0.05503303,2.16119283
-4.97348674,13.02375703,1.56591790,4.92644271,0.01411376,1.75984800,6.17052406,3.29825303,0.05454947,2.16179424
-4.96748374,13.20527536,1.58828325,4.88497406,0.01441895,1.84144983,6.30321486,3.42860300,0.05389227,2.15911062
-4.96148074,13.37680315,1.60762860,4.84412352,0.01470316,1.92109935,6.42019261,3.55641138,0.05305598,2.15284237
-4.95547774,13.53418014,1.62370815,4.80317893,0.01496135,1.99772125,6.51978851,3.67972189,0.05203997,2.14271139
-4.94947474,13.67317061,1.63626709,4.76135183,0.01518815,2.07022090,6.60044335,3.79655727,0.05084820,2.12846286
-4.94347174,13.78955630,1.64504601,4.71779311,0.01537793,2.13751123,6.66075323,3.90496310,0.04948888,2.10986873
-4.93746873,13.87924140,1.64978769,4.67161406,0.01552502,2.19854144,6.69951766,4.00305449,0.04797398,2.08673289
-4.93146573,13.93836590,1.65024569,4.62191194,0.01562383,2.25232619,6.71578736,4.08906412,0.04631870,2.05889777
-4.92546273,13.96342247,1.64619445,4.56779931,0.01566911,2.29797434,6.70890902,4.16138978,0.04454085,2.02625189
-4.91945973,13.95137176,1.63744005,4.50843561,0.01565614,2.33471574,6.67856404,4.21863978,0.04266025,1.98873793
-4.91345673,13.89975045,1.62383113,4.44305952,0.01558097,2.36192497,6.62479843,4.25967419,0.04069810,1.94636068
-4.90745373,13.80676667,1.60526919,4.37102053,0.01544065,2.37914093,6.54804161,4.28364024,0.03867639,1.89919418
-4.90145073,13.67137772,1.58171755,4.29180805,0.01523338,2.38608128,6.44911225,4.29000025,0.03661733,1.84738745
-4.89544772,13.49334598,1.55320851,4.20507658,0.01495868,2.38265111,6.32920985,4.27855085,0.03454290,1.79116827
-4.88944472,13.27326989,1.51984811,4.11066584,0.01461750,2.36894531,6.18989192,4.24943253,0.03247440,1.73084459
-4.88344172,13.01258815,1.48181826,4.00861478,0.01421227,2.34524467,6.03303716,4.20312893,0.03043216,1.66680328
-4.87743872,12.71355682,1.43937614,3.89916908,0.01374688,2.31200571,5.86079595,4.14045602,0.02843526,1.59950608
-4.87143572,12.37920022,1.39285077,3.78278183,0.01322665,2.26984486,5.67553030,4.06254137,0.02650135,1.52948293
-4.86543272,12.01323806,1.34263705,3.66010771,0.01265821,2.21951768,5.47974582,3.97079446,0.02464659,1.45732275
-4.85942971,11.61999208,1.28918754,3.53199119,0.01204931,2.16189413,5.27601903,3.86686916,0.02288556,1.38366216
-4.85342671,11.20427673,1.23300240,3.39944954,0.01140868,2.09793092,5.06692330,3.75261999,0.02123130,1.30917260
-4.84742371,10.77127869,1.17461799,3.26365170,0.01074576,2.02864231,4.85495687,3.63005379,0.01969539,1.23454639
-4.84142071,10.32643044,1.11459470,3.12589416,0.01007049,1.95507053,4.64247625,3.50127874,0.01828793,1.16048227
-4.83541771,9.87528324,1.05350449,2.98757501,0.00939304,1.87825704,4.43163799,3.36845254,0.01701773,1.08767110
-4.82941471,9.42338411,0.99191860,2.85016727,0.00872360,1.79921584,4.22435102,3.23373164,0.01589231,1.01678215
-4.82341171,8.97616120,0.93039598,2.71519259,0.00807214,1.71890964,4.02224157,3.09922296,0.01491802,0.94845045
-4.81740870,8.53882107,0.86947267,2.58419599,0.00744821,1.63822980,3.82663146,2.96693988,0.01410007,0.88326565
-4.81140570,8.11626031,0.80965248,2.45872248,0.00686082,1.55798043,3.63853015,2.83876316,0.01344256,0.82176248
-4.80540270,7.71299312,0.75139915,2.34029567,0.00631823,1.47886711,3.45864008,2.71640809,0.01294849,0.76441311
-4.79939970,7.33309560,0.69512999,2.23039886,0.00582794,1.40149011,3.28737410,2.60139801,0.01261974,0.71162141
-4.79339670,6.98016629,0.64121116,2.13045825,0.00539659,1.32634204,3.12488333,2.49504463,0.01245701,0.66371909
-4.78739370,6.65730205,0.58995450,2.04182830,0.00502994,1.25380955,2.97109322,2.39843492,0.01245974,0.62096348
-4.78139070,6.36708762,0.54161570,1.96577867,0.00473289,1.18417850,2.82574547,2.31242436,0.01262607,0.58353710
-4.77538769,6.11159674,0.49639396,1.90348255,0.00450949,1.11764204,2.68844317,2.23763598,0.01295274,0.55154855
-4.76938469,5.89240267,0.45443274,1.85600560,0.00436301,1.05431083,2.55869652,2.17446460,0.01343500,0.52503465
-4.76338169,5.71059558,0.41582159,1.82429537,0.00429595,0.99422463,2.43596692,2.12308545,0.01406655,0.50396373
-4.75737869,5.56680476,0.38059897,1.80917056,0.00431010,0.93736466,2.31970715,2.08346664,0.01483952,0.48823978
-4.75137569,5.46122372,0.34875580,1.81131007,0.00440662,0.88366596,2.20939610,2.05538450,0.01574447,0.47770736
-4.74537269,5.39363655,0.32023972,1.83124163,0.00458602,0.83302927,2.10456665,2.03844146,0.01677039,0.47215724
-4.73936968,5.36344446,0.29495997,1.86933003,0.00484820,0.78533191,2.00482604,2.03208564,0.01790480,0.47133256
-4.73336668,5.36969199,0.27279263,1.92576532,0.00519245,0.74043737,1.90986854,2.03563184,0.01913390,0.47493548
-4.72736368,5.41109253,0.25358642,2.00055133,0.00561741,0.69820338,1.81948044,2.04828358,0.02044269,0.48263429
-4.72136068,5.48605358,0.23716857,2.09349502,0.00612106,0.65848838,1.73353827,2.06915582,0.02181521,0.49407080
-4.71535768,5.59270217,0.22335100,2.20419749,0.00670063,0.62115644,1.65200094,2.09729828,0.02323482,0.50886804
-4.70935468,5.72891126,0.21193655,2.33204733,0.00735256,0.58608066,1.57489732,2.13171904,0.02468442,0.52663805
-4.70335168,5.89232804,0.20272507,2.47621715,0.00807242,0.55314527,1.50231036,2.17140839,0.02614680,0.54698970
-4.69734867,6.08040483,0.19551942,2.63566405,0.00885487,0.52224671,1.43435942,2.21536267,0.02760491,0.56953639
-4.69134567,6.29043338,0.19013109,2.80913479,0.00969356,0.49329372,1.37118206,2.26260783,0.02904218,0.59390335
-4.68534267,6.51958288,0.18638533,2.99517606,0.01058113,0.46620691,1.31291655,2.31222247,0.03044276,0.61973447
-4.67933967,6.76494179,0.18412578,3.19215028,0.01150920,0.44091791,1.25968626,2.36335987,0.03179181,0.64669836
-4.67333667,7.02356311,0.18321822,3.39825695,0.01246837,0.41736820,1.21158669,2.41526850,0.03307570,0.67449355
-4.66733367,7.29251226,0.18355363,3.61155929,0.01344831,0.39550795,1.16867562,2.46731052,0.03428212,0.70285247
-4.66133067,7.56891647,0.18505014,3.83001578,0.01443785,0.37529482,1.13096686,2.51897755,0.03540027,0.73154421
-4.65532766,7.85001403,0.18765408,4.05151559,0.01542511,0.35669282,1.09842735,2.56990300,0.03642084,0.76037592
-4.64932466,8.13320152,0.19133985,4.27391697,0.01639776,0.33967129,1.07097755,2.61987047,0.03733607,0.78919268
-4.64332166,8.41607708,0.19610877,4.49508719,0.01734315,0.32420395,1.04849462,2.66881740,0.03813968,0.81787593
