energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
0.23111556,1.66724982,0.44526789,0.07906991,0.11142635,0.27569612,0.31240701,0.65887538,0.21897121,0.00000000
0.23711856,1.73348518,0.48134143,0.08323579,0.11835633,0.27305072,0.32931668,0.68511773,0.22703917,0.00000000
0.24312156,1.80142927,0.51824372,0.08738081,0.12516180,0.27120081,0.34760475,0.71219318,0.23559987,0.00000000
0.24912456,1.87008608,0.55545743,0.09146170,0.13175144,0.27010064,0.36697569,0.73967169,0.24451923,0.00000000
0.25512756,1.93834826,0.59241693,0.09543103,0.13802886,0.26968320,0.38708933,0.76708001,0.25364097,0.00000000
0.26113057,2.00501627,0.62852114,0.09923809,0.14389466,0.26985959,0.40756735,0.79390951,0.26279120,0.00000000
0.26713357,2.06882384,0.66314862,0.10283000,0.14924885,0.27051962,0.42800179,0.81962652,0.27178411,0.00000000
0.27313657,2.12846932,0.69567457,0.10615315,0.15399361,0.27153352,0.44796531,0.84368487,0.28042855,0.00000000
0.27913957,2.18265157,0.72548899,0.10915473,0.15803617,0.27275488,0.46702291,0.86554020,0.28853522,0.00000000
0.28514257,2.23010929,0.75201536,0.11178444,0.16129180,0.27402450,0.48474470,0.88466553,0.29592429,0.00000000
0.29114557,2.26966183,0.77472901,0.11399625,0.16368669,0.27517523,0.50071914,0.90056739,0.30243298,0.00000000
0.29714857,2.30024997,0.79317441,0.11575011,0.16516066,0.27603746,0.51456636,0.91280171,0.30792290,0.00000000
0.30315158,2.32097437,0.80698052,0.11701355,0.16566942,0.27644502,0.52595087,0.92098893,0.31228662,0.00000000
0.30915458,2.33113008,0.81587361,0.11776312,0.16518654,0.27624120,0.53459309,0.92482728,0.31545342,0.00000000
0.31515758,2.33023513,0.81968674,0.11798546,0.16370464,0.27528467,0.54027924,0.92410390,0.31739360,0.00000000
0.32116058,2.31805176,0.81836567,0.11767812,0.16123611,0.27345492,0.54286908,0.91870286,0.31812136,0.00000000
0.32716358,2.29459910,0.81197071,0.11684993,0.15781306,0.27065693,0.54230108,0.90860996,0.31769592,0.00000000
0.33316658,2.26015635,0.80067452,0.11552095,0.15348653,0.26682492,0.53859483,0.89391383,0.31622086,0.00000000
0.33916958,2.21525645,0.78475585,0.11372200,0.14832515,0.26192490,0.53185048,0.87480332,0.31384150,0.00000000
0.34517259,2.16067007,0.76458970,0.11149372,0.14241308,0.25595594,0.52224519,0.85156130,0.31074063,0.00000000
0.35117559,2.09738084,0.74063414,0.10888537,0.13584752,0.24895007,0.51002679,0.82455508,0.30713241,0.00000000
0.35717859,2.02655273,0.71341455,0.10595311,0.12873570,0.24097082,0.49550488,0.79422397,0.30325492,0.00000000
0.36318159,1.94949121,0.68350599,0.10275819,0.12119176,0.23211054,0.47903969,0.76106454,0.29936145,0.00000000
0.36918459,1.86759978,0.65151446,0.09936491,0.11333338,0.22248653,0.46102929,0.72561433,0.29571101,0.00000000
0.37518759,1.78233396,0.61805794,0.09583848,0.10527847,0.21223630,0.44189560,0.68843462,0.29255829,0.00000000
0.38119060,1.69515472,0.58374795,0.09224292,0.09714202,0.20151218,0.42206989,0.65009323,0.29014360,0.00000000
0.38719360,1.60748333,0.54917246,0.08863908,0.08903324,0.19047544,0.40197823,0.61114787,0.28868307,0.00000000
0.39319660,1.52065947,0.51488072,0.08508282,0.08105305,0.17929035,0.38202766,0.57213098,0.28835963,0.00000000
0.39919960,1.43590437,0.48137063,0.08162348,0.07329203,0.16811840,0.36259348,0.53353631,0.28931507,0.00000000
0.40520260,1.35429007,0.44907897,0.07830268,0.06582890,0.15711290,0.34400821,0.49580798,0.29164348,0.00000000
0.41120560,1.27671601,0.41837477,0.07515342,0.05872952,0.14641419,0.32655259,0.45933216,0.29538650,0.00000000
0.41720860,1.20389351,0.38955591,0.07219964,0.05204639,0.13614573,0.31044890,0.42443159,0.30053042,0.00000000
0.42321161,1.13633820,0.36284877,0.06945607,0.04581868,0.12641110,0.29585676,0.39136288,0.30700539,0.00000000
0.42921461,1.07437049,0.33841095,0.06692852,0.04007270,0.11729195,0.28287151,0.36031654,0.31468686,0.00000000
0.43521761,1.01812342,0.31633649,0.06461447,0.03482272,0.10884712,0.27152508,0.33141946,0.32339904,0.00000000
0.44122061,0.96755719,0.29666341,0.06250398,0.03007216,0.10111264,0.26178923,0.30473957,0.33292050,0.00000000
0.44722361,0.92247941,0.27938300,0.06058076,0.02581493,0.09410274,0.25358094,0.28029211,0.34299167,0.00000000
0.45322661,0.88256975,0.26445028,0.05882355,0.02203703,0.08781171,0.24676951,0.25804728,0.35332387,0.00000000
0.45922961,0.84740787,0.25179535,0.05720753,0.01871805,0.08221633,0.24118516,0.23793872,0.36360970,0.00000000
0.46523262,0.81650322,0.24133474,0.05570577,0.01583289,0.07727893,0.23662866,0.21987233,0.37353433,0.00000000
0.47123562,0.78932540,0.23298262,0.05429075,0.01335319,0.07295075,0.23288146,0.20373507,0.38278718,0.00000000
0.47723862,0.76533381,0.22666120,0.05293580,0.01124884,0.06917549,0.22971600,0.18940346,0.39107370,0.00000000
0.48324162,0.74400553,0.22230983,0.05161634,0.00948921,0.06589281,0.22690581,0.17675126,0.39812658,0.00000000
0.48924462,0.72486024,0.21989269,0.05031109,0.00804426,0.06304178,0.22423482,0.16565630,0.40371602,0.00000000
0.49524762,0.70748159,0.21940449,0.04900300,0.00688548,0.06056393,0.22150580,0.15600611,0.40765865,0.00000000
0.50125063,0.69153412,0.22087412,0.04767999,0.00598655,0.05840602,0.21854741,0.14770233,0.40982459,0.00000000
0.50725363,0.67677542,0.22436595,0.04633545,0.00532388,0.05652218,0.21521987,0.14066384,0.41014250,0.00000000
0.51325663,0.66306324,0.22997888,0.04496848,0.00487694,0.05487566,0.21141891,0.13482854,0.40860223,0.00000000
0.51925963,0.65035749,0.23784290,0.04358391,0.00462834,0.05343987,0.20707809,0.13015389,0.40525511,0.00000000
0.52526263,0.63871729,0.24811347,0.04219205,0.00456390,0.05219891,0.20216949,0.12661626,0.40021175,0.00000000
0.53126563,0.62829347,0.26096373,0.04080825,0.00467241,0.05114747,0.19670270,0.12420928,0.39363754,0.00000000
0.53726863,0.61931689,0.27657493,0.03945226,0.00494537,0.05029030,0.19072255,0.12294126,0.38574598,0.00000000
0.54327164,0.61208344,0.29512537,0.03814742,0.00537664,0.04964107,0.18430549,0.12283198,0.37679029,0.00000000
0.54927464,0.60693639,0.31677829,0.03691974,0.00596192,0.04922097,0.17755514,0.12390887,0.36705355,0.00000000
0.55527764,0.60424699,0.34166931,0.03579688,0.00669829,0.04905688,0.17059706,0.12620306,0.35683797,0.00000000
0.56128064,0.60439438,0.36989395,0.03480712,0.00758363,0.04917948,0.16357322,0.12974525,0.34645373,0.00000000
0.56728364,0.60774567,0.40149583,0.03397832,0.00861611,0.04962106,0.15663644,0.13456183,0.33620788,0.00000000
0.57328664,0.61463737,0.43645638,0.03333697,0.00979359,0.05041353,0.14994492,0.14067134,0.32639396,0.00000000
0.57928964,0.62535881,0.47468638,0.03290726,0.01111322,0.05158636,0.14365742,0.14808159,0.31728262,0.00000000
0.58529265,0.64013869,0.51602037,0.03271038,0.01257095,0.05316481,0.13792902,0.15678744,0.30911381,0.00000000
0.59129565,0.65913531,0.56021397,0.03276395,0.01416120,0.05516839,0.13290781,0.16676968,0.30209080,0.00000000
0.59729865,0.68243092,0.60694495,0.03308163,0.01587668,0.05760975,0.12873256,0.17799476,0.29637618,0.00000000
0.60330165,0.71003076,0.65581799,0.03367296,0.01770822,0.06049383,0.12553144,0.19041571,0.29209020,0.00000000
0.60930465,0.74186661,0.70637332,0.03454341,0.01964483,0.06381761,0.12342172,0.20397412,0.28931114,0.00000000
0.61530765,0.77780480,0.75809916,0.03569469,0.02167386,0.06757024,0.12251049,0.21860311,0.28807781,0.00000000
0.62131066,0.81765829,0.81044749,0.03712513,0.02378129,0.07173362,0.12289614,0.23423116,0.28839389,0.00000000
0.62731366,0.86120198,0.86285260,0.03883037,0.02595216,0.07628341,0.12467044,0.25078662,0.29023382,0.00000000
0.63331666,0.90819050,0.91475172,0.04080404,0.02817111,0.08119044,0.12792111,0.26820257,0.29354968,0.00000000
0.63931966,0.95837721,0.96560669,0.04303864,0.03042295,0.08642232,0.13273437,0.28642174,0.29827893,0.00000000
0.64532266,1.01153321,1.01492558,0.04552628,0.03269339,0.09194533,0.13919742,0.30540117,0.30435210,0.00000000
0.65132566,1.06746503,1.06228314,0.04825953,0.03496961,0.09772630,0.14740041,0.32511610,0.31170029,0.00000000
0.65732866,1.12602957,1.10733879,0.05123204,0.03724092,0.10373449,0.15743770,0.34556288,0.32026182,0.00000000
0.66333167,1.18714512,1.14985113,0.05443906,0.03949931,0.10994328,0.16940813,0.36676034,0.32998757,0.00000000
0.66933467,1.25079722,1.18968790,0.05787767,0.04173979,0.11633157,0.18341408,0.38874959,0.34084480,0.00000000
0.67533767,1.31703860,1.22683058,0.06154682,0.04396064,0.12288474,0.19955922,0.41159179,0.35281900,0.00000000
0.68134067,1.38598263,1.26137313,0.06544701,0.04616338,0.12959515,0.21794489,0.43536392,0.36591383,0.00000000
0.68734367,1.45779020,1.29351467,0.06957973,0.04835261,0.13646208,0.23866508,0.46015261,0.38014894,0.00000000
0.69334667,1.53265016,1.32354622,0.07394653,0.05053547,0.14349100,0.26180020,0.48604603,0.39555583,0.00000000
0.69934967,1.61075429,1.35183200,0.07854795,0.05272098,0.15069240,0.28740983,0.51312433,0.41217208,0.00000000
0.70535268,1.69226780,1.37878618,0.08338213,0.05491915,0.15807993,0.31552469,0.54144892,0.43003413,0.00000000
0.71135568,1.77729701,1.40484626,0.08844337,0.05713984,0.16566813,0.34613834,0.57105127,0.44916926,0.00000000
0.71735868,1.86585600,1.43044443,0.09372066,0.05939161,0.17346986,0.37919893,0.60192173,0.46958703,0.00000000
0.72336168,1.95783450,1.45597868,0.09919621,0.06168047,0.18149343,0.41460164,0.63399922,0.49127105,0.00000000
0.72936468,2.05296903,1.48178521,0.10484422,0.06400866,0.18973979,0.45218215,0.66716241,0.51417141,0.00000000
0.73536768,2.15081942,1.50811382,0.11062988,0.06637350,0.19819973,0.49171180,0.70122315,0.53819845,0.00000000
0.74137069,2.25075284,1.53510787,0.11650876,0.06876652,0.20685149,0.53289477,0.73592269,0.56321828,0.00000000
0.74737369,2.35193674,1.56279008,0.12242663,0.07117277,0.21565881,0.57536778,0.77093118,0.58905055,0.00000000
0.75337669,2.45334188,1.59105501,0.12831982,0.07357047,0.22456954,0.61870242,0.80585081,0.61546859,0.00000000
0.75937969,2.55375612,1.61966901,0.13411603,0.07593101,0.23351507,0.66241043,0.84022269,0.64220213,0.00000000
0.76538269,2.65180889,1.64827744,0.13973578,0.07821938,0.24241046,0.70595182,0.87353730,0.66894256,0.00000000
0.77138569,2.74600560,1.67641912,0.14509422,0.08039500,0.25115549,0.74874569,0.90524831,0.69535045,0.00000000
0.77738869,2.83477078,1.70354692,0.15010348,0.08241280,0.25963647,0.79018350,0.93478912,0.72106511,0.00000000
0.78339170,2.91649799,1.72905354,0.15467528,0.08422483,0.26772886,0.82964425,0.96159148,0.74571561,0.00000000
0.78939470,2.98960427,1.75230075,0.15872377,0.08578193,0.27530052,0.86651112,0.98510533,0.76893270,0.00000000
0.79539770,3.05258640,1.77265050,0.16216847,0.08703571,0.28221549,0.90018875,1.00481878,0.79036103,0.00000000
0.80140070,3.10407623,1.78949593,0.16493707,0.08794056,0.28833823,0.93012063,1.02027743,0.80967107,0.00000000
0.80740370,3.14289228,1.80229052,0.16696813,0.08845563,0.29353793,0.95580569,1.03110187,0.82656989,0.00000000
0.81340670,3.16808504,1.81057375,0.16821338,0.08854671,0.29769296,0.97681350,1.03700261,0.84081050,0.00000000
0.81940970,3.17897370,1.81399161,0.16863956,0.08818788,0.30069506,0.99279741,1.03779160,0.85219906,0.00000000
0.82541271,3.17517267,1.81231121,0.16822976,0.08736287,0.30245330,1.00350500,1.03338977,0.86059982,0.00000000
0.83141571,3.15660666,1.80542846,0.16698415,0.08606596,0.30289745,1.00878558,1.02383043,0.86593744,0.00000000
0.83741871,3.12351392,1.79336901,0.16492011,0.08430260,0.30198081,1.00859441,1.00925816,0.86819679,0.00000000
0.84342171,3.07643776,1.77628230,0.16207170,0.08208948,0.29968234,1.00299346,0.98992356,0.86742036,0.00000000
0.84942471,3.01620727,1.75442977,0.15848864,0.07945419,0.29600804,0.99214902,0.96617412,0.86370351,0.00000000
0.85542771,2.94390851,1.72816802,0.15423471,0.07643446,0.29099147,0.97632609,0.93844183,0.85718804,0.00000000
0.86143072,2.86084813,1.69792849,0.14938581,0.07307710,0.28469360,0.95588015,0.90722818,0.84805457,0.00000000
0.86743372,2.76851148,1.66419494,0.14402770,0.06943650,0.27720185,0.93124666,0.87308755,0.83651423,0.00000000
0.87343672,2.66851761,1.62748056,0.13825354,0.06557305,0.26862846,0.90292883,0.83660961,0.82280031,0.00000000
0.87943972,2.56257328,1.58830614,0.13216139,0.06155137,0.25910824,0.87148432,0.79840186,0.80716025,0.00000000
0.88544272,2.45242839,1.54718061,0.12585177,0.05743844,0.24879581,0.83751135,0.75907295,0.78984863,0.00000000
0.89144572,2.33983451,1.50458519,0.11942532,0.05330188,0.23786249,0.80163477,0.71921751,0.77112132,0.00000000
0.89744872,2.22650802,1.46096192,0.11298070,0.04920819,0.22649272,0.76449264,0.67940309,0.75123114,0.00000000
0.90345173,2.11409899,1.41670685,0.10661279,0.04522136,0.21488047,0.72672371,0.64015948,0.73042506,0.00000000
0.90945473,2.00416627,1.37216820,0.10041116,0.04140148,0.20322541,0.68895596,0.60197072,0.70894302,0.00000000
0.91545773,1.89815878,1.32764878,0.09445891,0.03780379,0.19172908,0.65179652,0.56526973,0.68701798,0.00000000
0.92146073,1.79740286,1.28341242,0.08883174,0.03447784,0.18059114,0.61582304,0.53043549,0.66487718,0.00000000
0.92746373,1.70309469,1.23969310,0.08359734,0.03146705,0.17000577,0.58157639,0.49779233,0.64274403,0.00000000
0.93346673,1.61629689,1.19670596,0.07881508,0.02880836,0.16015814,0.54955465,0.46761115,0.62084043,0.00000000
0.93946973,1.53793814,1.15465883,0.07453572,0.02653220,0.15122122,0.52020820,0.44011191,0.59938878,0.00000000
0.94547274,1.46881445,1.11376316,0.07080142,0.02466253,0.14335272,0.49393583,0.41546704,0.57861363,0.00000000
0.95147574,1.40959106,1.07424319,0.06764570,0.02321709,0.13669238,0.47108136,0.39380524,0.55874234,0.00000000
0.95747874,1.36080387,1.03634262,0.06509349,0.02220767,0.13135951,0.45193093,0.37521521,0.54000449,0.00000000
0.96348174,1.32285962,1.00032783,0.06316114,0.02164037,0.12745079,0.43671051,0.35974899,0.52263001,0.00000000
0.96948474,1.29603430,0.96648750,0.06185647,0.02151595,0.12503842,0.42558367,0.34742474,0.50684573,0.00000000
0.97548774,1.28046974,0.93512836,0.06117864,0.02183008,0.12416859,0.41864951,0.33822862,0.49287057,0.00000000
0.98149075,1.27616843,0.90656735,0.06111819,0.02257353,0.12486030,0.41594078,0.33211587,0.48090947,0.00000000
0.98749375,1.28298716,0.88112063,0.06165689,0.02373230,0.12710452,0.41742226,0.32901120,0.47114626,0.00000000
0.99349675,1.30063015,0.85909010,0.06276770,0.02528778,0.13086377,0.42298957,0.32880842,0.46373595,0.00000000
0.99949975,1.32864271,0.84074832,0.06441481,0.02721668,0.13607220,0.43246869,0.33136990,0.45879677,0.00000000
1.00550275,1.36640635,0.82632284,0.06655378,0.02949113,0.14263607,0.44561620,0.33652576,0.45640254,0.00000000
1.01150575,1.41313660,0.81598090,0.06913174,0.03207866,0.15043480,0.46212082,0.34407339,0.45657564,0.00000000
1.01750875,1.46788447,0.80981554,0.07208796,0.03494224,0.15932258,0.48160615,0.35377742,0.45928137,0.00000000
1.02351176,1.52954247,0.80783406,0.07535446,0.03804044,0.16913052,0.50363504,0.36537057,0.46442373,0.00000000
1.02951476,1.59685579,0.80994950,0.07885704,0.04132758,0.17966948,0.52771563,0.37855542,0.47184338,0.00000000
1.03551776,1.66843908,0.81597590,0.08251637,0.04475413,0.19073335,0.55330914,0.39300740,0.48131762,0.00000000
1.04152076,1.74279893,0.82562757,0.08624950,0.04826715,0.20210300,0.57983943,0.40837901,0.49256297,0.00000000
1.04752376,1.81836152,0.83852262,0.08997149,0.05181096,0.21355068,0.60670412,0.42430533,0.50523999,0.00000000
1.05352676,1.89350509,0.85419067,0.09359718,0.05532792,0.22484479,0.63328714,0.44041055,0.51896061,0.00000000
1.05952976,1.96659609,0.87208446,0.09704315,0.05875937,0.23575497,0.65897240,0.45631553,0.53329749,0.00000000
1.06553277,2.03602785,0.89159486,0.10022971,0.06204672,0.24605741,0.68315807,0.47164607,0.54779531,0.00000000
1.07153577,2.10026038,0.91206869,0.10308279,0.06513260,0.25554006,0.70527123,0.48604149,0.56198348,0.00000000
1.07753877,2.15785968,0.93282852,0.10553583,0.06796213,0.26400777,0.72478215,0.49916332,0.57538992,0.00000000
1.08354177,2.20753501,0.95319363,0.10753139,0.07048414,0.27128708,0.74121787,0.51070366,0.58755515,0.00000000
1.08954477,2.24817267,0.97250137,0.10902261,0.07265244,0.27723050,0.75417450,0.52039282,0.59804650,0.00000000
1.09554777,2.27886467,0.99012773,0.10997425,0.07442693,0.28172017,0.76332776,0.52800598,0.60647156,0.00000000
1.10155078,2.29893136,1.00550664,0.11036344,0.07577469,0.28467068,0.76844143,0.53336856,0.61249049,0.00000000
1.10755378,2.30793689,1.01814695,0.11018005,0.07667076,0.28603102,0.76937324,0.53636003,0.61582673,0.00000000
1.11355678,2.30569695,1.02764671,0.10942660,0.07709887,0.28578560,0.76607814,0.53691603,0.61627564,0.00000000
1.11955978,2.29227867,1.03370399,0.10811782,0.07705183,0.28395411,0.75860867,0.53502872,0.61371071,0.00000000
1.12556278,2.26799254,1.03612409,0.10627987,0.07653166,0.28059055,0.74711251,0.53074543,0.60808728,0.00000000
1.13156578,2.23337697,1.03482290,0.10394910,0.07554954,0.27578108,0.73182735,0.52416549,0.59944339,0.00000000
1.13756878,2.18917625,1.02982632,0.10117070,0.07412539,0.26964116,0.71307307,0.51543567,0.58789798,0.00000000
1.14357179,2.13631276,1.02126600,0.09799704,0.07228729,0.26231173,0.69124185,0.50474419,0.57364646,0.00000000
1.14957479,2.07585485,1.00937163,0.09448584,0.07007059,0.25395487,0.66678621,0.49231376,0.55695383,0.00000000
1.15557779,2.00898167,0.99446016,0.09069840,0.06751688,0.24474890,0.64020575,0.47839383,0.53814566,0.00000000
1.16158079,1.93694626,0.97692249,0.08669769,0.06467279,0.23488320,0.61203283,0.46325247,0.51759732,0.00000000
1.16758379,1.86103854,0.95720824,0.08254661,0.06158868,0.22455285,0.58281765,0.44716805,0.49572192,0.00000000
1.17358679,1.78254933,0.93580918,0.07830637,0.05831720,0.21395343,0.55311346,0.43042120,0.47295734,0.00000000
1.17958979,1.70273668,0.91324199,0.07403503,0.05491197,0.20327588,0.52346199,0.41328721,0.44975291,0.00000000
1.18559280,1.62279558,0.89003096,0.06978630,0.05142617,0.19270186,0.49437979,0.39602914,0.42655616,0.00000000
1.19159580,1.54383178,0.86669126,0.06560858,0.04791126,0.18239952,0.46634580,0.37889186,0.40380020,0.00000000
1.19759880,1.46684033,0.84371334,0.06154426,0.04441582,0.17251995,0.43979033,0.36209707,0.38189203,0.00000000
1.20360180,1.39268918,0.82154887,0.05762928,0.04098451,0.16319421,0.41508588,0.34583951,0.36120220,0.00000000
1.20960480,1.32210805,0.80059868,0.05389296,0.03765723,0.15453116,0.39253985,0.33028432,0.34205614,0.00000000
1.21560780,1.25568223,0.78120299,0.05035806,0.03446848,0.14661605,0.37238942,0.31556545,0.32472737,0.00000000
1.22161081,1.19385142,0.76363415,0.04704101,0.03144689,0.13950983,0.35479846,0.30178530,0.30943266,0.00000000
1.22761381,1.13691278,0.74809203,0.04395236,0.02861497,0.13324918,0.33985667,0.28901524,0.29632943,0.00000000
1.23361681,1.08502803,0.73470200,0.04109732,0.02598908,0.12784725,0.32758086,0.27729707,0.28551505,0.00000000
1.23961981,1.03823373,0.72351563,0.03847641,0.02357956,0.12329502,0.31791807,0.26664517,0.27702829,0.00000000
1.24562281,0.99645427,0.71451379,0.03608615,0.02139099,0.11956319,0.31075071,0.25704931,0.27085250,0.00000000
1.25162581,0.95951672,0.70761199,0.03391981,0.01942267,0.11660453,0.30590324,0.24847786,0.26692047,0.00000000
1.25762881,0.92716708,0.70266780,0.03196809,0.01766919,0.11435662,0.30315024,0.24088129,0.26512063,0.00000000
1.26363182,0.89908717,0.69948973,0.03021983,0.01612102,0.11274481,0.30222568,0.23419589,0.26530419,0.00000000
1.26963482,0.87491152,0.69784750,0.02866261,0.01476527,0.11168539,0.30283289,0.22834744,0.26729309,0.00000000
1.27563782,0.85424383,0.69748289,0.02728331,0.01358640,0.11108875,0.30465509,0.22325477,0.27088815,0.00000000
1.28164082,0.83667243,0.69812109,0.02606860,0.01256698,0.11086257,0.30736597,0.21883321,0.27587724,0.00000000
1.28764382,0.82178427,0.69948170,0.02500527,0.01168840,0.11091478,0.31064012,0.21499755,0.28204297,0.00000000
1.29364682,0.80917714,0.70128916,0.02408056,0.01093155,0.11115628,0.31416279,0.21166475,0.28916971,0.00000000
1.29964982,0.79846980,0.70328205,0.02328235,0.01027745,0.11150344,0.31763880,0.20875610,0.29704958,0.00000000
1.30565283,0.78930978,0.70522094,0.02259929,0.00970780,0.11188002,0.32080026,0.20619886,0.30548717,0.00000000
1.31165583,0.78137880,0.70689437,0.02202079,0.00920544,0.11221881,0.32341284,0.20392741,0.31430291,0.00000000
1.31765883,0.77439570,0.70812287,0.02153703,0.00875472,0.11246266,0.32528039,0.20188379,0.32333499,0.00000000
1.32366183,0.76811703,0.70876088,0.02113889,0.00834176,0.11256508,0.32624796,0.20001770,0.33243981,0.00000000
1.32966483,0.76233548,0.70869647,0.02081776,0.00795467,0.11249033,0.32620289,0.19828611,0.34149110,0.00000000
1.33566783,0.75687636,0.70784921,0.02056544,0.00758360,0.11221301,0.32507437,0.19665229,0.35037789,0.00000000
1.34167084,0.75159263,0.70616622,0.02037393,0.00722081,0.11171734,0.32283130,0.19508465,0.35900155,0.00000000
1.34767384,0.74635883,0.70361700,0.02023527,0.00686053,0.11099596,0.31947881,0.19355527,0.36727225,0.00000000
1.35367684,0.74106445,0.70018723,0.02014136,0.00649890,0.11004865,0.31505370,0.19203836,0.37510513,0.00000000
1.35967984,0.73560727,0.69587232,0.02008387,0.00613375,0.10888073,0.30961897,0.19050874,0.38241660,0.00000000
1.36568284,0.72988725,0.69067096,0.02005412,0.00576441,0.10750156,0.30325799,0.18894047,0.38912108,0.00000000
1.37168584,0.72380132,0.68457942,0.02004301,0.00539147,0.10592298,0.29606837,0.18730574,0.39512841,0.00000000
1.37768884,0.71723967,0.67758682,0.02004110,0.00501652,0.10415791,0.28815617,0.18557415,0.40034245,0.00000000
1.38369185,0.71008372,0.66967195,0.02003863,0.00464192,0.10221925,0.27963043,0.18371243,0.40466064,0.00000000
1.38969485,0.70220599,0.66080181,0.02002568,0.00427051,0.10011892,0.27059851,0.18168463,0.40797502,0.00000000
1.39569785,0.69347203,0.65093187,0.01999232,0.00390547,0.09786736,0.26116232,0.17945282,0.41017445,0.00000000
1.40170085,0.68374415,0.64000831,0.01992890,0.00355006,0.09547325,0.25141554,0.17697828,0.41114795,0.00000000
1.40770385,0.67288692,0.62797182,0.01982629,0.00320749,0.09294365,0.24144192,0.17422313,0.41078906,0.00000000
1.41370685,0.66077401,0.61476290,0.01967614,0.00288079,0.09028436,0.23131464,0.17115220,0.40900093,0.00000000
1.41970985,0.64729585,0.60032808,0.01947123,0.00257270,0.08750058,0.22109662,0.16773524,0.40570169,0.00000000
1.42571286,0.63236785,0.58462688,0.01920572,0.00228567,0.08459778,0.21084159,0.16394916,0.40082991,0.00000000
1.43171586,0.61593842,0.56763872,0.01887545,0.00202179,0.08158262,0.20059595,0.15978021,0.39434971,0.00000000
1.43771886,0.59799644,0.54936957,0.01847808,0.00178281,0.07846401,0.19040090,0.15522609,0.38625512,0.00000000
1.44372186,0.57857763,0.52985777,0.01801334,0.00157022,0.07525408,0.18029494,0.15029766,0.37657354,0.00000000
1.44972486,0.55776950,0.50917861,0.01748306,0.00138528,0.07196909,0.17031637,0.14502037,0.36536787,0.00000000
1.45572786,0.53571453,0.48744747,0.01689125,0.00122912,0.06863022,0.16050564,0.13943520,0.35273737,0.00000000
1.46173087,0.51261144,0.46482133,0.01624402,0.00110281,0.06526416,0.15090745,0.13359907,0.33881696,0.00000000
1.46773387,0.48871459,0.44149849,0.01554949,0.00100751,0.06190348,0.14157241,0.12758481,0.32377517,0.00000000
1.47373687,0.46433134,0.41771664,0.01481762,0.00094452,0.05858686,0.13255826,0.12148059,0.30781074,0.00000000
1.47973987,0.43981777,0.39374941,0.01405995,0.00091541,0.05535897,0.12393059,0.11538890,0.29114806,0.00000000
1.48574287,0.41557286,0.36990161,0.01328937,0.00092209,0.05227027,0.11576300,0.10942511,0.27403170,0.00000000
1.49174587,0.39203144,0.34650334,0.01251981,0.00096691,0.04937658,0.10813678,0.10371570,0.25672037,0.00000000
1.49774887,0.36965617,0.32390347,0.01176587,0.00105266,0.04673843,0.10114018,0.09839621,0.23948041,0.00000000
1.50375188,0.34892892,0.30246259,0.01104258,0.00118265,0.04442036,0.09486725,0.09360892,0.22257935,0.00000000
1.50975488,0.33034174,0.28254587,0.01036501,0.00136067,0.04248997,0.08941633,0.08950040,0.20627956,0.00000000
1.51575788,0.31438765,0.26451592,0.00974802,0.00159095,0.04101697,0.08488835,0.08621894,0.19083245,0.00000000
1.52176088,0.30155137,0.24872603,0.00920592,0.00187812,0.04007202,0.08138479,0.08391182,0.17647315,0.00000000
1.52776388,0.29230017,0.23551362,0.00875228,0.00222705,0.03972551,0.07900556,0.08272246,0.16341605,0.00000000
1.53376688,0.28707477,0.22519432,0.00839967,0.00264273,0.04004618,0.07784670,0.08278758,0.15185107,0.00000000
1.53976988,0.28628034,0.21805635,0.00815943,0.00313009,0.04109967,0.07799797,0.08423408,0.14194080,0.00000000
1.54577289,0.29027761,0.21435540,0.00804158,0.00369373,0.04294685,0.07954041,0.08717597,0.13381842,0.00000000
1.55177589,0.29937404,0.21430988,0.00805458,0.00433771,0.04564214,0.08254377,0.09171103,0.12758638,0.00000000
1.55777889,0.31381506,0.21809648,0.00820527,0.00506525,0.04923160,0.08706396,0.09791753,0.12331583,0.00000000
1.56378189,0.33377555,0.22584605,0.00849873,0.00587843,0.05375099,0.09314064,0.10585081,0.12104651,0.00000000
1.56978489,0.35935165,0.23763985,0.00893819,0.00677792,0.05922378,0.10079474,0.11553998,0.12078734,0.00000000
1.57578789,0.39055309,0.25350606,0.00952498,0.00776267,0.06565915,0.11002636,0.12698466,0.12251732,0.00000000
1.58179090,0.42729654,0.27341698,0.01025843,0.00882965,0.07305010,0.12081280,0.14015216,0.12618698,0.00000000
1.58779390,0.46940019,0.29728681,0.01113591,0.00997365,0.08137172,0.13310718,0.15497500,0.13172015,0.00000000
1.59379690,0.51658011,0.32497037,0.01215276,0.01118710,0.09057983,0.14683743,0.17134913,0.13901619,0.00000000
1.59979990,0.56844891,0.35626304,0.01330236,0.01245995,0.10060994,0.16190610,0.18913303,0.14795257,0.00000000
1.60580290,0.62451712,0.39090212,0.01457618,0.01377973,0.11137678,0.17819084,0.20814774,0.15838801,0.00000000
1.61180590,0.68419768,0.42856992,0.01596392,0.01513155,0.12277449,0.19554582,0.22817815,0.17016595,0.00000000
1.61780890,0.74681395,0.46889875,0.01745367,0.01649833,0.13467749,0.21380403,0.24897565,0.18311863,0.00000000
