energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.74187094,1.30801153,0.31455858,0.51443826,0.00129889,0.08673669,0.69438586,0.00000000,0.40141217,0.17896348
-5.73586793,1.34814373,0.33893491,0.52742970,0.00121808,0.09003533,0.72062165,0.00000000,0.42010479,0.18081230
-5.72986493,1.39481160,0.36561032,0.54218970,0.00117020,0.09410408,0.74992072,0.00000000,0.44204702,0.18373289
-5.72386193,1.44764907,0.39443607,0.55848997,0.00115302,0.09892968,0.78207446,0.00000000,0.46714042,0.18776241
-5.71785893,1.50621839,0.42522817,0.57609287,0.00116441,0.10448657,0.81683523,0.00000000,0.49523447,0.19292510
-5.71185593,1.56999386,0.45776243,0.59474812,0.00120238,0.11073463,0.85390868,0.00000000,0.52611955,0.19922801
-5.70585293,1.63834840,0.49177064,0.61419015,0.00126512,0.11761738,0.89294761,0.00000000,0.55952165,0.20665705
-5.69984992,1.71054386,0.52693838,0.63413642,0.00135101,0.12506088,0.93354798,0.00000000,0.59509940,0.21517357
-5.69384692,1.78572641,0.56290483,0.65428679,0.00145867,0.13297333,0.97524738,0.00000000,0.63244379,0.22471173
-5.68784392,1.86292746,0.59926462,0.67432442,0.00158696,0.14124555,1.01752663,0.00000000,0.67108098,0.23517681
-5.68184092,1.94107094,0.63557217,0.69391803,0.00173504,0.14975232,1.05981457,0.00000000,0.71047838,0.24644463
-5.67583792,2.01898701,0.67134830,0.71272581,0.00190236,0.15835462,1.10149616,0.00000000,0.75005390,0.25836217
-5.66983492,2.09543203,0.70608929,0.73040080,0.00208875,0.16690264,1.14192391,0.00000000,0.78918844,0.27074941
-5.66383192,2.16911447,0.73927795,0.74659762,0.00229441,0.17523955,1.18043217,0.00000000,0.82724091,0.28340244
-5.65782891,2.23872577,0.77039646,0.76098037,0.00251995,0.18320582,1.21635395,0.00000000,0.86356565,0.29609770
-5.65182591,2.30297505,0.79894057,0.77323125,0.00276639,0.19064392,1.24903953,0.00000000,0.89753118,0.30859734
-5.64582291,2.36062624,0.82443444,0.78305969,0.00303521,0.19740329,1.27787608,0.00000000,0.92853978,0.32065535
-5.63981991,2.41053592,0.84644557,0.79021141,0.00332831,0.20334515,1.30230747,0.00000000,0.95604676,0.33202436
-5.63381691,2.45169015,0.86459909,0.79447699,0.00364798,0.20834716,1.32185317,0.00000000,0.97957867,0.34246289
-5.62781391,2.48323847,0.87859072,0.79569946,0.00399687,0.21230752,1.33612539,0.00000000,0.99874937,0.35174255
-5.62181091,2.50452323,0.88819764,0.79378053,0.00437788,0.21514842,1.34484341,0.00000000,1.01327326,0.35965511
-5.61580790,2.51510279,0.89328682,0.78868496,0.00479408,0.21681860,1.34784447,0.00000000,1.02297482,0.36601895
-5.60980490,2.51476725,0.89382018,0.78044290,0.00524852,0.21729494,1.34509034,0.00000000,1.02779400,0.37068479
-5.60380190,2.50354572,0.88985635,0.76914986,0.00574409,0.21658296,1.33666933,0.00000000,1.02778708,0.37354023
-5.59779890,2.48170465,0.88154881,0.75496430,0.00628333,0.21471621,1.32279333,0.00000000,1.02312287,0.37451310
-5.59179590,2.44973712,0.86914044,0.73810293,0.00686818,0.21175466,1.30379011,0.00000000,1.01407444,0.37357331
-5.58579290,2.40834361,0.85295471,0.71883372,0.00749976,0.20778201,1.28009105,0.00000000,1.00100680,0.37073324
-5.57978989,2.35840502,0.83338394,0.69746715,0.00817815,0.20290222,1.25221492,0.00000000,0.98436098,0.36604661
-5.57378689,2.30094924,0.81087512,0.67434583,0.00890217,0.19723535,1.22074852,0.00000000,0.96463553,0.35960590
-5.56778389,2.23711311,0.78591401,0.64983324,0.00966917,0.19091298,1.18632503,0.00000000,0.94236621,0.35153846
-5.56178089,2.16810134,0.75900828,0.62430193,0.01047488,0.18407333,1.14960131,0.00000000,0.91810504,0.34200159
-5.55577789,2.09514478,0.73067060,0.59812183,0.01131331,0.17685648,1.11123511,0.00000000,0.89239967,0.33117669
-5.54977489,2.01945982,0.70140225,0.57164915,0.01217671,0.16939972,1.07186345,0.00000000,0.86577416,0.31926296
-5.54377189,1.94221100,0.67167837,0.54521656,0.01305558,0.16183342,1.03208316,0.00000000,0.83871209,0.30647076
-5.53776888,1.86447850,0.64193514,0.51912479,0.01393881,0.15427752,0.99243452,0.00000000,0.81164277,0.29301512
-5.53176588,1.78723195,0.61255966,0.49363625,0.01481384,0.14683868,0.95338859,0.00000000,0.78493113,0.27910953
-5.52576288,1.71131148,0.58388287,0.46897078,0.01566695,0.13960836,0.91533893,0.00000000,0.75887165,0.26496040
-5.51975988,1.63741667,0.55617551,0.44530362,0.01648360,0.13266175,0.87859770,0.00000000,0.73368646,0.25076228
-5.51375688,1.56610335,0.52964743,0.42276556,0.01724883,0.12605748,0.84339622,0.00000000,0.70952744,0.23669407
-5.50775388,1.49778793,0.50444974,0.40144517,0.01794774,0.11983828,0.80988963,0.00000000,0.68648196,0.22291628
-5.50175088,1.43275848,0.48067975,0.38139274,0.01856592,0.11403217,0.77816520,0.00000000,0.66458174,0.20956936
-5.49574787,1.37119134,0.45838804,0.36262578,0.01909002,0.10865434,0.74825340,0.00000000,0.64381407,0.19677304
-5.48974487,1.31317175,0.43758722,0.34513533,0.01950815,0.10370937,0.72014106,0.00000000,0.62413459,0.18462660
-5.48374187,1.25871711,0.41826159,0.32889301,0.01981038,0.09919373,0.69378554,0.00000000,0.60548067,0.17320994
-5.47773887,1.20780101,0.40037726,0.31385803,0.01998908,0.09509828,0.66912900,0.00000000,0.58778462,0.16258527
-5.47173587,1.16037642,0.38389189,0.29998401,0.02003926,0.09141073,0.64611185,0.00000000,0.57098585,0.15279918
-5.46573287,1.11639675,0.36876364,0.28722495,0.01995875,0.08811786,0.62468455,0.00000000,0.55504121,0.14388491
-5.45972986,1.07583331,0.35495868,0.27554034,0.01974834,0.08520730,0.60481716,0.00000000,0.53993302,0.13586471
-5.45372686,1.03868838,0.34245703,0.26489890,0.01941175,0.08266897,0.58650594,0.00000000,0.52567438,0.12875199
-5.44772386,1.00500327,0.33125637,0.25528107,0.01895553,0.08049587,0.56977701,0.00000000,0.51231144,0.12255317
-5.44172086,0.97486106,0.32137371,0.24668007,0.01838883,0.07868451,0.55468672,0.00000000,0.49992280,0.11726916
-5.43571786,0.94838426,0.31284502,0.23910159,0.01772311,0.07723464,0.54131903,0.00000000,0.48861602,0.11289636
-5.42971486,0.92572777,0.30572275,0.23256242,0.01697174,0.07614867,0.52978008,0.00000000,0.47852165,0.10942718
-5.42371186,0.90706787,0.30007178,0.22708801,0.01614955,0.07543060,0.52019061,0.00000000,0.46978529,0.10685011
-5.41770885,0.89258820,0.29596381,0.22270940,0.01527233,0.07508470,0.51267657,0.00000000,0.46255820,0.10514938
-5.41170585,0.88246389,0.29347086,0.21945972,0.01435636,0.07511394,0.50735884,0.00000000,0.45698699,0.10430430
-5.40570285,0.87684484,0.29265809,0.21737056,0.01341785,0.07551844,0.50434260,0.00000000,0.45320329,0.10428837
-5.39969985,0.87583951,0.29357657,0.21646853,0.01247254,0.07629384,0.50370710,0.00000000,0.45131367,0.10506835
-5.39369685,0.87950014,0.29625629,0.21677227,0.01153520,0.07742990,0.50549652,0.00000000,0.45139072,0.10660334
-5.38769385,0.88781038,0.30069998,0.21829004,0.01061930,0.07890935,0.50971232,0.00000000,0.45346556,0.10884397
-5.38169085,0.90067605,0.30687782,0.22101804,0.00973670,0.08070696,0.51630773,0.00000000,0.45752219,0.11173189
-5.37568784,0.91791966,0.31472371,0.22493970,0.00889741,0.08278916,0.52518453,0.00000000,0.46349399,0.11519962
-5.36968484,0.93927872,0.32413289,0.23002567,0.00810948,0.08511391,0.53619227,0.00000000,0.47126247,0.11917071
-5.36368184,0.96440820,0.33496137,0.23623472,0.00737891,0.08763106,0.54913005,0.00000000,0.48065826,0.12356044
-5.35767884,0.99288665,0.34702704,0.24351528,0.00670965,0.09028323,0.56375068,0.00000000,0.49146426,0.12827687
-5.35167584,1.02422577,0.36011245,0.25180752,0.00610375,0.09300687,0.57976690,0.00000000,0.50342073,0.13322233
-5.34567284,1.05788283,0.37396915,0.26104580,0.00556143,0.09573383,0.59685942,0.00000000,0.51623204,0.13829530
-5.33966983,1.09327522,0.38832346,0.27116123,0.00508129,0.09839312,0.61468632,0.00000000,0.52957476,0.14339253
-5.33366683,1.12979640,0.40288333,0.28208414,0.00466055,0.10091286,0.63289322,0.00000000,0.54310671,0.14841142
-5.32766383,1.16683248,0.41734609,0.29374634,0.00429530,0.10322233,0.65112397,0.00000000,0.55647654,0.15325239
-5.32166083,1.20377863,0.43140678,0.30608284,0.00398073,0.10525408,0.66903105,0.00000000,0.56933361,0.15782143
-5.31565783,1.24005464,0.44476661,0.31903310,0.00371144,0.10694593,0.68628550,0.00000000,0.58133763,0.16203230
-5.30965483,1.27511894,0.45714145,0.33254146,0.00348164,0.10824280,0.70258583,0.00000000,0.59216788,0.16580876
-5.30365183,1.30848073,0.46826979,0.34655701,0.00328542,0.10909837,0.71766556,0.00000000,0.60153173,0.16908627
-5.29764882,1.33970961,0.47792002,0.36103265,0.00311696,0.10947643,0.73129930,0.00000000,0.60917220,0.17181348
-5.29164582,1.36844277,0.48589678,0.37592358,0.00297068,0.10935191,0.74330695,0.00000000,0.61487436,0.17395322
-5.28564282,1.39438943,0.49204605,0.39118531,0.00284143,0.10871154,0.75355623,0.00000000,0.61847057,0.17548296
-5.27963982,1.41733270,0.49625893,0.40677126,0.00272458,0.10755411,0.76196337,0.00000000,0.61984435,0.17639492
-5.27363682,1.43712901,0.49847401,0.42263031,0.00261612,0.10589044,0.76849211,0.00000000,0.61893289,0.17669558
-5.26763382,1.45370537,0.49867816,0.43870439,0.00251269,0.10374289,0.77315131,0.00000000,0.61572821,0.17640483
-5.26163082,1.46705489,0.49690585,0.45492636,0.00241162,0.10114456,0.77599112,0.00000000,0.61027686,0.17555467
-5.25562781,1.47723084,0.49323713,0.47121846,0.00231091,0.09813823,0.77709834,0.00000000,0.60267837,0.17418764
-5.24962481,1.48433973,0.48779413,0.48749144,0.00220919,0.09477498,0.77659091,0.00000000,0.59308234,0.17235497
-5.24362181,1.48853387,0.48073660,0.50364452,0.00210569,0.09111266,0.77461209,0.00000000,0.58168428,0.17011452
-5.23761881,1.49000366,0.47225630,0.51956640,0.00200016,0.08721418,0.77132445,0.00000000,0.56872029,0.16752870
-5.23161581,1.48897011,0.46257074,0.53513715,0.00189279,0.08314571,0.76690393,0.00000000,0.55446076,0.16466239
-5.22561281,1.48567762,0.45191637,0.55023116,0.00178413,0.07897488,0.76153430,0.00000000,0.53920296,0.16158083
-5.21960980,1.48038742,0.44054139,0.56472089,0.00167500,0.07476898,0.75540199,0.00000000,0.52326300,0.15834781
-5.21360680,1.47337160,0.42869864,0.57848138,0.00156644,0.07059318,0.74869157,0.00000000,0.50696707,0.15502395
-5.20760380,1.46490778,0.41663842,0.59139515,0.00145954,0.06650900,0.74158177,0.00000000,0.49064232,0.15166520
-5.20160080,1.45527438,0.40460181,0.60335731,0.00135548,0.06257280,0.73424220,0.00000000,0.47460751,0.14832172
-5.19559780,1.44474632,0.39281438,0.61428051,0.00125537,0.05883457,0.72683060,0.00000000,0.45916379,0.14503692
-5.18959480,1.43359112,0.38148061,0.62409942,0.00116024,0.05533683,0.71949054,0.00000000,0.44458579,0.14184680
-5.18359180,1.42206495,0.37077903,0.63277439,0.00107098,0.05211392,0.71234964,0.00000000,0.43111342,0.13877962
-5.17758879,1.41040882,0.36085827,0.64029401,0.00098834,0.04919138,0.70551800,0.00000000,0.41894449,0.13585575
-5.17158579,1.39884454,0.35183398,0.64667625,0.00091284,0.04658573,0.69908685,0.00000000,0.40822870,0.13308773
-5.16558279,1.38757044,0.34378683,0.65196814,0.00084482,0.04430439,0.69312735,0.00000000,0.39906297,0.13048060
-5.15957979,1.37675686,0.33676141,0.65624375,0.00078443,0.04234594,0.68768952,0.00000000,0.39148853,0.12803230
-5.15357679,1.36654150,0.33076617,0.65960055,0.00073159,0.04070058,0.68280116,0.00000000,0.38548980,0.12573425
-5.14757379,1.35702477,0.32577445,0.66215433,0.00068608,0.03935082,0.67846698,0.00000000,0.38099525,0.12357206
-5.14157079,1.34826532,0.32172628,0.66403272,0.00064748,0.03827239,0.67466786,0.00000000,0.37788018,0.12152632
-5.13556778,1.34027616,0.31853128,0.66536781,0.00061527,0.03743527,0.67136040,0.00000000,0.37597146,0.11957340
-5.12956478,1.33302158,0.31607223,0.66628822,0.00058879,0.03680492,0.66847690,0.00000000,0.37505392,0.11768643
-5.12356178,1.32641531,0.31420950,0.66691096,0.00056733,0.03634356,0.66592583,0.00000000,0.37487838,0.11583620
-5.11755878,1.32032018,0.31278600,0.66733374,0.00055014,0.03601156,0.66359298,0.00000000,0.37517083,0.11399221
-5.11155578,1.31454969,0.31163264,0.66762805,0.00053644,0.03576883,0.66134343,0.00000000,0.37564257,0.11212361
-5.10555278,1.30887155,0.31057418,0.66783363,0.00052547,0.03557615,0.65902424,0.00000000,0.37600072,0.11020033
-5.09954977,1.30301347,0.30943513,0.66795456,0.00051653,0.03539656,0.65646814,0.00000000,0.37595893,0.10819397
-5.09354677,1.29667106,0.30804575,0.66795741,0.00050899,0.03519648,0.65349799,0.00000000,0.37524755,0.10607889
-5.08754377,1.28951793,0.30624778,0.66777156,0.00050230,0.03494685,0.64993210,0.00000000,0.37362315,0.10383309
-5.08154077,1.28121746,0.30389983,0.66729185,0.00049605,0.03462405,0.64559011,0.00000000,0.37087679,0.10143908
-5.07553777,1.27143617,0.30088223,0.66638336,0.00048994,0.03421057,0.64029937,0.00000000,0.36684082,0.09888462
-5.06953477,1.25985796,0.29710119,0.66488833,0.00048382,0.03369559,0.63390162,0.00000000,0.36139397,0.09616339
-5.06353177,1.24619883,0.29249211,0.66263467,0.00047769,0.03307527,0.62625954,0.00000000,0.35446453,0.09327543
-5.05752876,1.23022138,0.28702197,0.65944590,0.00047171,0.03235286,0.61726303,0.00000000,0.34603157,0.09022747
-5.05152576,1.21174839,0.28069077,0.65515175,0.00046618,0.03153857,0.60683499,0.00000000,0.33612422,0.08703306
-5.04552276,1.19067503,0.27353186,0.64959909,0.00046157,0.03064929,0.59493606,0.00000000,0.32481912,0.08371250
-5.03951976,1.16697882,0.26561132,0.64266250,0.00045848,0.02970811,0.58156847,0.00000000,0.31223629,0.08029254
-5.03351676,1.14072706,0.25702631,0.63425386,0.00045766,0.02874366,0.56677842,0.00000000,0.29853351,0.07680598
-5.02751376,1.11208116,0.24790248,0.62433062,0.00045998,0.02778939,0.55065707,0.00000000,0.28389971,0.07329099
-5.02151076,1.08129757,0.23839061,0.61290205,0.00046642,0.02688267,0.53334000,0.00000000,0.26854760,0.06979033
-5.01550775,1.04872523,0.22866249,0.60003330,0.00047803,0.02606386,0.51500509,0.00000000,0.25270587,0.06635036
-5.00950475,1.01479932,0.21890624,0.58584688,0.00049593,0.02537528,0.49586880,0.00000000,0.23661135,0.06302001
-5.00350175,0.98003157,0.20932121,0.57052152,0.00052131,0.02486021,0.47618106,0.00000000,0.22050141,0.05984959
-4.99749875,0.94499737,0.20011254,0.55428838,0.00055531,0.02456177,0.45621887,0.00000000,0.20460687,0.05688955
-4.99149575,0.91031993,0.19148562,0.53742469,0.00059909,0.02452187,0.43627880,0.00000000,0.18914562,0.05418919
-4.98549275,0.87665206,0.18364052,0.52024514,0.00065374,0.02478015,0.41666862,0.00000000,0.17431721,0.05179542
-4.97948974,0.84465622,0.17676655,0.50309131,0.00072023,0.02537287,0.39769839,0.00000000,0.16029841,0.04975144
-4.97348674,0.81498340,0.17103701,0.48631964,0.00079940,0.02633191,0.37967130,0.00000000,0.14723977,0.04809553
-4.96748374,0.78825150,0.16660439,0.47028841,0.00089191,0.02768373,0.36287447,0.00000000,0.13526337,0.04685989
-4.96148074,0.76502419,0.16359591,0.45534424,0.00099817,0.02944845,0.34757020,0.00000000,0.12446150,0.04606957
-4.95547774,0.74579077,0.16210975,0.44180883,0.00111835,0.03163887,0.33398775,0.00000000,0.11489635,0.04574153
-4.94947474,0.73094791,0.16221184,0.42996632,0.00125230,0.03425974,0.32231615,0.00000000,0.10660049,0.04588388
-4.94347174,0.72078391,0.16393343,0.42005199,0.00139952,0.03730700,0.31269813,0.00000000,0.09957817,0.04649525
-4.93746873,0.71546623,0.16726953,0.41224262,0.00155915,0.04076725,0.30522550,0.00000000,0.09380715,0.04756438
-4.93146573,0.71503271,0.17217816,0.40664905,0.00172995,0.04461738,0.29993608,0.00000000,0.08924115,0.04907003
-4.92546273,0.71938708,0.17858071,0.40331130,0.00191029,0.04882439,0.29681245,0.00000000,0.08581260,0.05098103
-4.91945973,0.72829897,0.18636321,0.40219633,0.00209815,0.05334553,0.29578238,0.00000000,0.08343574,0.05325669
-4.91345673,0.74140865,0.19537875,0.40319873,0.00229116,0.05812863,0.29672129,0.00000000,0.08200991,0.05584748
-4.90745373,0.75823648,0.20545091,0.40614424,0.00248662,0.06311282,0.29945636,0.00000000,0.08142303,0.05869606
-4.90145073,0.77819697,0.21637828,0.41079609,0.00268154,0.06822953,0.30377244,0.00000000,0.08155508,0.06173848
-4.89544772,0.80061699,0.22793987,0.41686385,0.00287274,0.07340382,0.30941953,0.00000000,0.08228166,0.06490583
-4.88944472,0.82475767,0.23990154,0.42401452,0.00305690,0.07855603,0.31612159,0.00000000,0.08347746,0.06812598
-4.88344172,0.84983927,0.25202293,0.43188538,0.00323066,0.08360371,0.32358631,0.00000000,0.08501965,0.07132559
-4.87743872,0.87506817,0.26406513,0.44009823,0.00339070,0.08846373,0.33151574,0.00000000,0.08679117,0.07443227
-4.87143572,0.89966495,0.27579842,0.44827423,0.00353384,0.09305462,0.33961714,0.00000000,0.08868369,0.07737673
-4.86543272,0.92289259,0.28701018,0.45604896,0.00365718,0.09729896,0.34761384,0.00000000,0.09060043,0.08009501
-4.85942971,0.94408348,0.29751237,0.46308695,0.00375813,0.10112576,0.35525552,0.00000000,0.09245853,0.08253051
-4.85342671,0.96266438,0.30714848,0.46909506,0.00383455,0.10447278,0.36232765,0.00000000,0.09419108,0.08463588
-4.84742371,0.97817801,0.31579955,0.47383426,0.00388478,0.10728858,0.36865958,0.00000000,0.09574864,0.08637464
-4.84142071,0.99030045,0.32338894,0.47712920,0.00390774,0.10953437,0.37413095,0.00000000,0.09710025,0.08772240
-4.83541771,0.99885353,0.32988567,0.47887516,0.00390291,0.11118536,0.37867618,0.00000000,0.09823387,0.08866770
-4.82941471,1.00381158,0.33530607,0.47904211,0.00387043,0.11223174,0.38228667,0.00000000,0.09915619,0.08921233
-4.82341171,1.00530207,0.33971363,0.47767573,0.00381100,0.11267913,0.38501079,0.00000000,0.09989180,0.08937122
-4.81740870,1.00360025,0.34321696,0.47489522,0.00372593,0.11254845,0.38695139,0.00000000,0.10048179,0.08917176
-4.81140570,0.99911774,0.34596585,0.47088807,0.00361705,0.11187525,0.38826106,0.00000000,0.10098172,0.08865268
-4.80540270,0.99238547,0.34814568,0.46590207,0.00348666,0.11070855,0.38913529,0.00000000,0.10145903,0.08786247
-4.79939970,0.98403190,0.34997016,0.46023467,0.00333745,0.10910908,0.38980370,0.00000000,0.10199006,0.08685741
-4.79339670,0.97475711,0.35167280,0.45422048,0.00317242,0.10714722,0.39051979,0.00000000,0.10265664,0.08569936
-4.78739370,0.96530400,0.35349745,0.44821708,0.00299475,0.10490046,0.39154966,0.00000000,0.10354241,0.08445326
-4.78139070,0.95642782,0.35568826,0.44259006,0.00280774,0.10245075,0.39316010,0.00000000,0.10472912,0.08318459
-4.77538769,0.94886526,0.35847948,0.43769773,0.00261470,0.09988161,0.39560658,0.00000000,0.10629285,0.08195690
-4.76938469,0.94330445,0.36208557,0.43387619,0.00241882,0.09727532,0.39912169,0.00000000,0.10830041,0.08082935
-4.76338169,0.94035711,0.36669203,0.43142546,0.00222315,0.09471017,0.40390456,0.00000000,0.11080612,0.07985460
-4.75737869,0.94053400,0.37244731,0.43059718,0.00203048,0.09225792,0.41011160,0.00000000,0.11384891,0.07907693
-4.75137569,0.94422469,0.37945624,0.43158436,0.00184332,0.08998161,0.41784903,0.00000000,0.11745002,0.07853080
-4.74537269,0.95168246,0.38777515,0.43451373,0.00166381,0.08793376,0.42716747,0.00000000,0.12161142,0.07823984
-4.73936968,0.96301484,0.39740891,0.43944083,0.00149376,0.08615499,0.43805885,0.00000000,0.12631479,0.07821633
-4.73336668,0.97818018,0.40831002,0.44634816,0.00133457,0.08467317,0.45045558,0.00000000,0.13152139,0.07846110
-4.72736368,0.99699018,0.42037969,0.45514636,0.00118730,0.08350309,0.46423217,0.00000000,0.13717267,0.07896398
-4.72136068,1.01911828,0.43347089,0.46567837,0.00105263,0.08264655,0.47920897,0.00000000,0.14319158,0.07970461
-4.71535768,1.04411336,0.44739309,0.47772642,0.00093094,0.08209303,0.49515798,0.00000000,0.14948465,0.08065361
-4.70935468,1.07141805,0.46191861,0.49102143,0.00082231,0.08182068,0.51181031,0.00000000,0.15594465,0.08177410
-4.70335168,1.10039086,0.47679004,0.50525453,0.00072657,0.08179773,0.52886502,0.00000000,0.16245377,0.08302337
-4.69734867,1.13033107,0.49172859,0.52009007,0.00064336,0.08198412,0.54599876,0.00000000,0.16888720,0.08435471
-4.69134567,1.16050527,0.50644287,0.53517966,0.00057215,0.08233335,0.56287606,0.00000000,0.17511697,0.08571928
-4.68534267,1.19017446,0.52063782,0.55017658,0.00051234,0.08279445,0.57915957,0.00000000,0.18101584,0.08706793
-4.67933967,1.21862060,0.53402336,0.56474998,0.00046324,0.08331398,0.59452000,0.00000000,0.18646120,0.08835293
-4.67333667,1.24517157,0.54632254,0.57859820,0.00042414,0.08383791,0.60864539,0.00000000,0.19133876,0.08952945
-4.66733367,1.26922355,0.55727887,0.59146083,0.00039435,0.08431347,0.62124938,0.00000000,0.19554591,0.09055693
-4.66133067,1.29026014,0.56666265,0.60312874,0.00037321,0.08469077,0.63207831,0.00000000,0.19899460,0.09140011
-4.65532766,1.30786753,0.57427622,0.61345197,0.00036012,0.08492427,0.64091689,0.00000000,0.20161378,0.09202980
-4.64932466,1.32174530,0.57995793,0.62234492,0.00035455,0.08497387,0.64759251,0.00000000,0.20335113,0.09242342
-4.64332166,1.33171274,0.58358499,0.62978886,0.00035605,0.08480593,0.65197800,0.00000000,0.20417425,0.09256523
