energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.56778389,1.98825761,0.52415332,0.56387648,0.00175836,0.04739017,0.29283579,1.00731774,0.30715651,0.00000000
-5.56178089,1.99691776,0.54085420,0.56276229,0.00178712,0.04715243,0.29709531,1.01011449,0.31313125,0.00000000
-5.55577789,2.00427358,0.55734330,0.56127507,0.00184596,0.04727852,0.30041398,1.01168337,0.31920960,0.00000000
-5.54977489,2.00947137,0.57331922,0.55922679,0.00193556,0.04774904,0.30265887,1.01154409,0.32524898,0.00000000
-5.54377189,2.01181576,0.58853062,0.55647532,0.00205701,0.04854503,0.30373618,1.00929389,0.33113565,0.00000000
-5.53776888,2.01079041,0.60278243,0.55292846,0.00221187,0.04964812,0.30359439,1.00462012,0.33678735,0.00000000
-5.53176588,2.00606973,0.61593981,0.54854525,0.00240224,0.05104058,0.30222573,0.99730830,0.34215436,0.00000000
-5.52576288,1.99752128,0.62792949,0.54333479,0.00263079,0.05270511,0.29966593,0.98724558,0.34721925,0.00000000
-5.51975988,1.98519925,0.63873849,0.53735256,0.00290072,0.05462457,0.29599241,0.97441945,0.35199519,0.00000000
-5.51375688,1.96932951,0.64841024,0.53069452,0.00321578,0.05678155,0.29132077,0.95891225,0.35652294,0.00000000
-5.50775388,1.95028754,0.65703815,0.52348949,0.00358024,0.05915794,0.28579996,0.94089192,0.36086671,0.00000000
-5.50175088,1.92857054,0.66475705,0.51589019,0.00399876,0.06173449,0.27960615,0.92059961,0.36510916,0.00000000
-5.49574787,1.90476563,0.67173287,0.50806354,0.00447632,0.06449039,0.27293578,0.89833515,0.36934566,0.00000000
-5.48974487,1.87951575,0.67815105,0.50018077,0.00501806,0.06740291,0.26599797,0.87444111,0.37367827,0.00000000
-5.48374187,1.85348521,0.68420433,0.49240790,0.00562913,0.07044719,0.25900665,0.84928643,0.37820947,0.00000000
-5.47773887,1.82732673,0.69008051,0.48489705,0.00631442,0.07359615,0.25217271,0.82325047,0.38303622,0.00000000
-5.47173587,1.80165125,0.69595075,0.47777909,0.00707839,0.07682050,0.24569653,0.79670817,0.38824427,0.00000000
-5.46573287,1.77700210,0.70195915,0.47115789,0.00792475,0.08008892,0.23976110,0.77001695,0.39390314,0.00000000
-5.45972986,1.75383416,0.70821385,0.46510643,0.00885620,0.08336839,0.23452602,0.74350583,0.40006190,0.00000000
-5.45372686,1.73249881,0.71478036,0.45966475,0.00987410,0.08662457,0.23012247,0.71746704,0.40674572,0.00000000
-5.44772386,1.71323466,0.72167711,0.45483995,0.01097822,0.08982232,0.22664939,0.69215009,0.41395347,0.00000000
-5.44172086,1.69616415,0.72887353,0.45060779,0.01216638,0.09292624,0.22417086,0.66775847,0.42165627,0.00000000
-5.43571786,1.68129528,0.73629067,0.44691586,0.01343425,0.09590122,0.22271474,0.64444855,0.42979692,0.00000000
-5.42971486,1.66852809,0.74380407,0.44368799,0.01477511,0.09871302,0.22227249,0.62233050,0.43829038,0.00000000
-5.42371186,1.65766479,0.75124881,0.44082940,0.01617969,0.10132876,0.22280025,0.60147085,0.44702502,0.00000000
-5.41770885,1.64842282,0.75842622,0.43823237,0.01763608,0.10371738,0.22422083,0.58189618,0.45586468,0.00000000
-5.41170585,1.64044965,0.76511200,0.43578193,0.01912976,0.10585005,0.22642683,0.56359769,0.46465148,0.00000000
-5.40570285,1.63333870,0.77106512,0.43336131,0.02064369,0.10770043,0.22928443,0.54653611,0.47320922,0.00000000
-5.39969985,1.62664534,0.77603717,0.43085680,0.02215852,0.10924492,0.23263792,0.53064671,0.48134738,0.00000000
-5.39369685,1.61990245,0.77978162,0.42816187,0.02365295,0.11046287,0.23631470,0.51584420,0.48886556,0.00000000
-5.38769385,1.61263509,0.78206264,0.42518024,0.02510413,0.11133665,0.24013070,0.50202718,0.49555838,0.00000000
-5.38169085,1.60437375,0.78266312,0.42182814,0.02648821,0.11185175,0.24389594,0.48908228,0.50122058,0.00000000
-5.37568784,1.59466633,0.78139159,0.41803538,0.02778096,0.11199690,0.24742020,0.47688774,0.50565245,0.00000000
-5.36968484,1.58308849,0.77808803,0.41374575,0.02895845,0.11176412,0.25051857,0.46531663,0.50866532,0.00000000
-5.36368184,1.56925263,0.77262820,0.40891645,0.02999779,0.11114885,0.25301676,0.45423964,0.51008697,0.00000000
-5.35767884,1.55281560,0.76492676,0.40351717,0.03087781,0.11015005,0.25475602,0.44352765,0.50976696,0.00000000
-5.35167584,1.53348526,0.75493908,0.39752864,0.03157983,0.10877038,0.25559763,0.43305415,0.50758156,0.00000000
-5.34567284,1.51102601,0.74266186,0.39094119,0.03208827,0.10701635,0.25542664,0.42269759,0.50343822,0.00000000
-5.33966983,1.48526358,0.72813276,0.38375324,0.03239126,0.10489850,0.25415501,0.41234363,0.49727937,0.00000000
-5.33366683,1.45608891,0.71142925,0.37597015,0.03248103,0.10243157,0.25172386,0.40188759,0.48908541,0.00000000
-5.32766383,1.42346143,0.69266668,0.36760331,0.03235432,0.09963461,0.24810487,0.39123680,0.47887675,0.00000000
-5.32166083,1.38741152,0.67199596,0.35866979,0.03201248,0.09653107,0.24330085,0.38031302,0.46671475,0.00000000
-5.31565783,1.34804219,0.64960092,0.34919239,0.03146152,0.09314878,0.23734533,0.36905475,0.45270158,0.00000000
-5.30965483,1.30552988,0.62569547,0.33920026,0.03071194,0.08951986,0.23030130,0.35741951,0.43697890,0.00000000
-5.30365183,1.26012419,0.60052067,0.32872984,0.02977844,0.08568055,0.22225925,0.34538573,0.41972541,0.00000000
-5.29764882,1.21214666,0.57434185,0.31782619,0.02867949,0.08167088,0.21333437,0.33295444,0.40115341,0.00000000
-5.29164582,1.16198829,0.54744585,0.30654449,0.02743674,0.07753426,0.20366327,0.32015043,0.38150437,0.00000000
-5.28564282,1.11010590,0.52013828,0.29495159,0.02607442,0.07331704,0.19340023,0.30702298,0.36104387,0.00000000
-5.27963982,1.05701730,0.49274102,0.28312751,0.02461859,0.06906786,0.18271316,0.29364595,0.34005594,0.00000000
-5.27363682,1.00329534,0.46558974,0.27116663,0.02309643,0.06483703,0.17177944,0.28011734,0.31883711,0.00000000
-5.26763382,0.94956092,0.43903159,0.25917865,0.02153553,0.06067587,0.16078182,0.26655819,0.29769044,0.00000000
-5.26163082,0.89647506,0.41342298,0.24728896,0.01996315,0.05663599,0.14990443,0.25311089,0.27691965,0.00000000
-5.25562781,0.84473030,0.38912733,0.23563856,0.01840563,0.05276859,0.13932912,0.23993701,0.25682361,0.00000000
-5.24962481,0.79504139,0.36651287,0.22438332,0.01688779,0.04912382,0.12923225,0.22721455,0.23769134,0.00000000
-5.24362181,0.74813572,0.34595029,0.21369273,0.01543252,0.04575007,0.11978177,0.21513487,0.21979763,0.00000000
-5.23761881,0.70474332,0.32781036,0.20374793,0.01406035,0.04269347,0.11113501,0.20389919,0.20339937,0.00000000
-5.23161581,0.66558689,0.31246121,0.19473928,0.01278927,0.03999729,0.10343675,0.19371493,0.18873256,0.00000000
-5.22561281,0.63137164,0.30026545,0.18686339,0.01163452,0.03770147,0.09681791,0.18479177,0.17601000,0.00000000
-5.21960980,0.60277533,0.29157686,0.18031964,0.01060856,0.03584216,0.09139456,0.17733771,0.16541963,0.00000000
-5.21360680,0.58043823,0.28673671,0.17530647,0.00972105,0.03445133,0.08726729,0.17155502,0.15712330,0.00000000
-5.20760380,0.56495338,0.28606967,0.17201729,0.00897894,0.03355640,0.08452088,0.16763621,0.15125601,0.00000000
-5.20160080,0.55685685,0.28987907,0.17063629,0.00838663,0.03317983,0.08322406,0.16576015,0.14792534,0.00000000
-5.19559780,0.55661829,0.29844185,0.17133411,0.00794605,0.03333882,0.08342951,0.16608823,0.14721109,0.00000000
-5.18959480,0.56463169,0.31200295,0.17426357,0.00765689,0.03404494,0.08517370,0.16876080,0.14916489,0.00000000
-5.18359180,0.58120651,0.33076926,0.17955551,0.00751673,0.03530379,0.08847692,0.17389378,0.15380980,0.00000000
-5.17758879,0.60655933,0.35490333,0.18731479,0.00752125,0.03711470,0.09334312,0.18157565,0.16113994,0.00000000
-5.17158579,0.64080618,0.38451694,0.19761668,0.00766430,0.03947041,0.09975975,0.19186483,0.17111990,0.00000000
-5.16558279,0.68395587,0.41966468,0.21050354,0.00793810,0.04235687,0.10769764,0.20478755,0.18368429,0.00000000
-5.15957979,0.73590460,0.46033788,0.22598213,0.00833332,0.04575299,0.11711079,0.22033630,0.19873733,0.00000000
-5.15357679,0.79643214,0.50645904,0.24402141,0.00883918,0.04963063,0.12793635,0.23846898,0.21615257,0.00000000
-5.14757379,0.86520012,0.55787721,0.26455111,0.00944357,0.05395457,0.14009467,0.25910883,0.23577308,0.00000000
-5.14157079,0.94175245,0.61436448,0.28746104,0.01013313,0.05868267,0.15348963,0.28214514,0.25741197,0.00000000
-5.13556778,1.02551853,0.67561397,0.31260128,0.01089338,0.06376627,0.16800921,0.30743499,0.28085367,0.00000000
-5.12956478,1.11581921,0.74123959,0.33978331,0.01170886,0.06915061,0.18352651,0.33480581,0.30585587,0.00000000
-5.12356178,1.21187577,0.81077772,0.36878209,0.01256326,0.07477556,0.19990109,0.36405891,0.33215232,0.00000000
-5.11755878,1.31282188,0.88369109,0.39933907,0.01343967,0.08057650,0.21698076,0.39497377,0.35945650,0.00000000
-5.11155578,1.41771830,0.95937483,0.43116625,0.01432082,0.08648531,0.23460379,0.42731317,0.38746614,0.00000000
-5.10555278,1.52557022,1.03716473,0.46395098,0.01518930,0.09243161,0.25260151,0.46082869,0.41586857,0.00000000
-5.09954977,1.63534641,1.11634754,0.49736170,0.01602795,0.09834403,0.27080120,0.49526668,0.44434672,0.00000000
-5.09354677,1.74599995,1.19617315,0.53105415,0.01682014,0.10415161,0.28902920,0.53037415,0.47258557,0.00000000
-5.08754377,1.85648939,1.27586821,0.56467811,0.01755018,0.10978516,0.30711409,0.56590445,0.50027883,0.00000000
-5.08154077,1.96579975,1.35465080,0.59788437,0.01820364,0.11517869,0.32488992,0.60162239,0.52713570,0.00000000
-5.07553777,2.07296229,1.43174556,0.63033160,0.01876773,0.12027070,0.34219912,0.63730843,0.55288711,0.00000000
-5.06953477,2.17707225,1.50639885,0.66169305,0.01923163,0.12500532,0.35889526,0.67276177,0.57729145,0.00000000
-5.06353177,2.27730359,1.57789317,0.69166261,0.01958676,0.12933335,0.37484520,0.70780208,0.60013933,0.00000000
-5.05752876,2.37292018,1.64556028,0.71996018,0.01982702,0.13321297,0.38993080,0.74226960,0.62125719,0.00000000
-5.05152576,2.46328270,1.70879259,0.74633600,0.01994895,0.13661032,0.40404993,0.77602381,0.64050945,0.00000000
-5.04552276,2.54785114,1.76705221,0.77057384,0.01995182,0.13949974,0.41711687,0.80894049,0.65779920,0.00000000
-5.03951976,2.62618270,1.81987742,0.79249297,0.01983761,0.14186372,0.42906195,0.84090735,0.67306733,0.00000000
-5.03351676,2.69792538,1.86688624,0.81194877,0.01961090,0.14369266,0.43983064,0.87181865,0.68629014,0.00000000
-5.02751376,2.76280777,1.90777719,0.82883209,0.01927873,0.14498435,0.44938200,0.90156900,0.69747545,0.00000000
-5.02151076,2.82062575,1.94232728,0.84306739,0.01885029,0.14574322,0.45768675,0.93004681,0.70665766,0.00000000
-5.01550775,2.87122714,1.97038751,0.85460996,0.01833661,0.14597952,0.46472503,0.95712801,0.71389180,0.00000000
-5.00950475,2.91449537,1.99187637,0.86344223,0.01775016,0.14570830,0.47048403,0.98267037,0.71924710,0.00000000
-5.00350175,2.95033341,2.00677185,0.86956963,0.01710440,0.14494845,0.47495564,1.00650905,0.72280030,0.00000000
-4.99749875,2.97864920,2.01510256,0.87301620,0.01641333,0.14372166,0.47813440,1.02845379,0.72462925,0.00000000
-4.99149575,2.99934370,2.01693875,0.87382023,0.01569103,0.14205152,0.48001573,1.04828810,0.72480704,0.00000000
-4.98549275,3.01230243,2.01238374,0.87203032,0.01495119,0.13996272,0.48059472,1.06577079,0.72339718,0.00000000
-4.97948974,3.01739142,2.00156646,0.86770201,0.01420672,0.13748039,0.47986550,1.08063974,0.72044990,0.00000000
-4.97348674,3.01445784,1.98463556,0.86089521,0.01346937,0.13462965,0.47782130,1.09261818,0.71599993,0.00000000
-4.96748374,3.00333545,1.96175540,0.85167264,0.01274944,0.13143534,0.47445507,1.10142299,0.71006591,0.00000000
-4.96148074,2.98385464,1.93310417,0.84009918,0.01205555,0.12792192,0.46976084,1.10677486,0.70265122,0.00000000
-4.95547774,2.95585653,1.89887408,0.82624235,0.01139447,0.12411355,0.46373545,1.10840980,0.69374647,0.00000000
-4.94947474,2.91921011,1.85927345,0.81017358,0.01077110,0.12003435,0.45638079,1.10609127,0.68333316,0.00000000
-4.94347174,2.87383143,1.81453040,0.79197032,0.01018845,0.11570870,0.44770622,1.09962253,0.67138842,0.00000000
-4.93746873,2.81970353,1.76489758,0.77171859,0.00964773,0.11116166,0.43773105,1.08885828,0.65789054,0.00000000
-4.93146573,2.75689573,1.71065749,0.74951586,0.00914854,0.10641932,0.42648690,1.07371507,0.64282475,0.00000000
-4.92546273,2.68558099,1.65212760,0.72547392,0.00868903,0.10150921,0.41401977,1.05417988,0.62618903,0.00000000
-4.91945973,2.60605007,1.58966486,0.69972151,0.00826620,0.09646057,0.40039159,1.03031625,0.60799952,0.00000000
-4.91345673,2.51872155,1.52366890,0.67240633,0.00787613,0.09130452,0.38568129,1.00226770,0.58829514,0.00000000
-4.90745373,2.42414688,1.45458348,0.64369643,0.00751432,0.08607415,0.36998506,0.97025820,0.56714124,0.00000000
-4.90145073,2.32301005,1.38289593,0.61378068,0.00717593,0.08080438,0.35341598,0.93458961,0.54463201,0.00000000
-4.89544772,2.21612171,1.30913432,0.58286819,0.00685609,0.07553180,0.33610289,0.89563616,0.52089145,0.00000000
-4.88944472,2.10440813,1.23386244,0.55118689,0.00655013,0.07029428,0.31818852,0.85383641,0.49607301,0.00000000
-4.88344172,1.98889530,1.15767267,0.51898100,0.00625378,0.06513052,0.29982711,0.80968288,0.47035780,0.00000000
-4.87743872,1.87068916,1.08117715,0.48650779,0.00596336,0.06007957,0.28118143,0.76371003,0.44395164,0.00000000
-4.87143572,1.75095289,1.00499754,0.45403363,0.00567587,0.05518029,0.26241957,0.71648110,0.41708093,0.00000000
-4.86543272,1.63088235,0.92975402,0.42182957,0.00538911,0.05047075,0.24371141,0.66857439,0.38998784,0.00000000
-4.85942971,1.51168103,0.85605404,0.39016670,0.00510168,0.04598781,0.22522521,0.62056975,0.36292492,0.00000000
-4.85342671,1.39453547,0.78448139,0.35931151,0.00481297,0.04176665,0.20712423,0.57303560,0.33614943,0.00000000
-4.84742371,1.28059230,0.71558607,0.32952146,0.00452315,0.03784046,0.18956367,0.52651723,0.30991782,0.00000000
-4.84142071,1.17093783,0.64987547,0.30104100,0.00423302,0.03424022,0.17268799,0.48152657,0.28448041,0.00000000
-4.83541771,1.06658080,0.58780726,0.27409808,0.00394397,0.03099462,0.15662877,0.43853382,0.26007664,0.00000000
-4.82941471,0.96843875,0.52978400,0.24890138,0.00365785,0.02813002,0.14150303,0.39796112,0.23693104,0.00000000
-4.82341171,0.87732817,0.47614984,0.22563826,0.00337683,0.02567060,0.12741221,0.36017812,0.21524994,0.00000000
-4.81740870,0.79395840,0.42718906,0.20447339,0.00310329,0.02363847,0.11444161,0.32549956,0.19521903,0.00000000
-4.81140570,0.71892889,0.38312639,0.18554809,0.00283971,0.02205390,0.10266042,0.29418460,0.17700178,0.00000000
-4.80540270,0.65272940,0.34412873,0.16898010,0.00258851,0.02093546,0.09212217,0.26643754,0.16073860,0.00000000
-4.79939970,0.59574249,0.31030811,0.15486393,0.00235204,0.02030015,0.08286544,0.24240981,0.14654658,0.00000000
-4.79339670,0.54824748,0.28172527,0.14327138,0.00213241,0.02016346,0.07491495,0.22220266,0.13451981,0.00000000
-4.78739370,0.51042533,0.25839363,0.13425210,0.00193149,0.02053924,0.06828266,0.20587036,0.12472991,0.00000000
-4.78139070,0.48236346,0.24028315,0.12783427,0.00175085,0.02143949,0.06296896,0.19342358,0.11722682,0.00000000
-4.77538769,0.46406019,0.22732372,0.12402488,0.00159168,0.02287394,0.05896375,0.18483249,0.11203942,0.00000000
-4.76938469,0.45542802,0.21940787,0.12280986,0.00145487,0.02484944,0.05624740,0.18002969,0.10917610,0.00000000
-4.76338169,0.45629571,0.21639260,0.12415384,0.00134091,0.02736928,0.05479145,0.17891248,0.10862504,0.00000000
-4.75737869,0.46640883,0.21810014,0.12799946,0.00124996,0.03043222,0.05455909,0.18134472,0.11035408,0.00000000
-4.75137569,0.48542900,0.22431787,0.13426647,0.00118183,0.03403158,0.05550538,0.18715806,0.11431036,0.00000000
-4.74537269,0.51293210,0.23479731,0.14285055,0.00113599,0.03815418,0.05757724,0.19615281,0.12041957,0.00000000
-4.73936968,0.54840592,0.24925261,0.15362207,0.00111163,0.04277928,0.06071324,0.20809861,0.12858503,0.00000000
-4.73336668,0.59124776,0.26735881,0.16642492,0.00110764,0.04787770,0.06484331,0.22273493,0.13868671,0.00000000
-4.72736368,0.64076286,0.28875016,0.18107566,0.00112265,0.05341098,0.06988835,0.23977194,0.15058025,0.00000000
-4.72136068,0.69616432,0.31301905,0.19736316,0.00115505,0.05933082,0.07575998,0.25889172,0.16409638,0.00000000
-4.71535768,0.75657515,0.33971598,0.21504895,0.00120301,0.06557886,0.08236041,0.27975024,0.17904071,0.00000000
-4.70935468,0.82103327,0.36835074,0.23386847,0.00126451,0.07208669,0.08958259,0.30198016,0.19519425,0.00000000
-4.70335168,0.88849985,0.39839545,0.25353332,0.00133737,0.07877638,0.09731066,0.32519476,0.21231471,0.00000000
-4.69734867,0.95787127,0.42928943,0.27373465,0.00141926,0.08556137,0.10542088,0.34899286,0.23013874,0.00000000
-4.69134567,1.02799486,0.46044617,0.29414766,0.00150776,0.09234779,0.11378292,0.37296485,0.24838522,0.00000000
-4.68534267,1.09768825,0.49126233,0.31443720,0.00160037,0.09903621,0.12226162,0.39669972,0.26675956,0.00000000
-4.67933967,1.16576179,0.52112867,0.33426430,0.00169456,0.10552372,0.13071923,0.41979283,0.28495891,0.00000000
-4.67333667,1.23104349,0.54944250,0.35329344,0.00178782,0.11170634,0.13901788,0.44185417,0.30267823,0.00000000
-4.66733367,1.29240549,0.57562151,0.37120034,0.00187772,0.11748163,0.14702248,0.46251685,0.31961704,0.00000000
-4.66133067,1.34879102,0.59911810,0.38767993,0.00196191,0.12275143,0.15460362,0.48144537,0.33548641,0.00000000
-4.65532766,1.39924069,0.61943389,0.40245411,0.00203824,0.12742456,0.16164061,0.49834325,0.35001622,0.00000000
-4.64932466,1.44291687,0.63613366,0.41527905,0.00210475,0.13141943,0.16802434,0.51295980,0.36296202,0.00000000
-4.64332166,1.47912503,0.64885806,0.42595159,0.00215977,0.13466640,0.17365989,0.52509549,0.37411142,0.00000000
