energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.55577789,2.73944146,-2.73944163,0.01527103,-0.01527103,0.52848424,-0.52848429,0.94283421,-0.94283427,0.89726938,-0.89726946,0.78614290,-0.78614294,0.00000000,-0.00000000,0.63571797,-0.63571799,0.08649024,-0.08649025
-5.54977489,2.84380103,-2.84380119,0.01562199,-0.01562199,0.55652098,-0.55652102,0.97875393,-0.97875399,0.94111093,-0.94111100,0.81111555,-0.81111558,0.00000000,-0.00000000,0.65249663,-0.65249664,0.08762296,-0.08762296
-5.54377189,2.94087208,-2.94087223,0.01590486,-0.01590486,0.58421678,-0.58421682,1.01418959,-1.01418965,0.98334655,-0.98334662,0.83364873,-0.83364876,0.00000000,-0.00000000,0.66641740,-0.66641741,0.08839616,-0.08839617
-5.53776888,3.02978477,-3.02978491,0.01611311,-0.01611311,0.61145371,-0.61145375,1.04907907,-1.04907914,1.02368859,-1.02368866,0.85343084,-0.85343087,0.00000000,-0.00000000,0.67725194,-0.67725195,0.08879120,-0.08879120
-5.53176588,3.10981260,-3.10981274,0.01624145,-0.01624145,0.63812631,-0.63812635,1.08337085,-1.08337092,1.06188611,-1.06188618,0.87018580,-0.87018582,0.00000000,-0.00000000,0.68483269,-0.68483270,0.08879625,-0.08879626
-5.52576288,3.18038330,-3.18038344,0.01628613,-0.01628613,0.66414082,-0.66414087,1.11701811,-1.11701818,1.09772763,-1.09772770,0.88367877,-0.88367879,0.00000000,-0.00000000,0.68905640,-0.68905641,0.08840670,-0.08840670
-5.51975988,3.24108559,-3.24108571,0.01624509,-0.01624509,0.68941391,-0.68941395,1.14997301,-1.14997309,1.13104240,-1.13104247,0.89372139,-0.89372141,0.00000000,-0.00000000,0.68988612,-0.68988612,0.08762524,-0.08762524
-5.51375688,3.29167158,-3.29167169,0.01611816,-0.01611816,0.71387078,-0.71387083,1.18218161,-1.18218169,1.16170003,-1.16170009,0.90017637,-0.90017639,0.00000000,-0.00000000,0.68735142,-0.68735142,0.08646194,-0.08646194
-5.50775388,3.33205502,-3.33205512,0.01590713,-0.01590713,0.73744306,-0.73744310,1.21357952,-1.21357960,1.18960864,-1.18960870,0.90296119,-0.90296120,0.00000000,-0.00000000,0.68154706,-0.68154706,0.08493406,-0.08493406
-5.50175088,3.36230539,-3.36230548,0.01561582,-0.01561582,0.76006643,-0.76006648,1.24408879,-1.24408887,1.21471179,-1.21471185,0.90205084,-0.90205084,0.00000000,-0.00000000,0.67262989,-0.67262989,0.08306570,-0.08306570
-5.49574787,3.38263830,-3.38263838,0.01525009,-0.01525009,0.78167835,-0.78167840,1.27361597,-1.27361605,1.23698427,-1.23698433,0.89747938,-0.89747937,0.00000000,-0.00000000,0.66081433,-0.66081432,0.08088730,-0.08088730
-5.48974487,3.39340267,-3.39340275,0.01481767,-0.01481767,0.80221587,-0.80221591,1.30205161,-1.30205169,1.25642728,-1.25642733,0.88934023,-0.88934022,0.00000000,-0.00000000,0.64636642,-0.64636641,0.07843494,-0.07843494
-5.48374187,3.39506532,-3.39506538,0.01432810,-0.01432810,0.82161386,-0.82161390,1.32927111,-1.32927119,1.27306310,-1.27306315,0.87778516,-0.87778515,0.00000000,-0.00000000,0.62959675,-0.62959674,0.07574947,-0.07574947
-5.47773887,3.38819349,-3.38819354,0.01379244,-0.01379244,0.83980372,-0.83980377,1.35513685,-1.35513692,1.28692977,-1.28692982,0.86302181,-0.86302179,0.00000000,-0.00000000,0.61085248,-0.61085246,0.07287563,-0.07287562
-5.47173587,3.37343617,-3.37343620,0.01322306,-0.01322306,0.85671265,-0.85671269,1.37950142,-1.37950149,1.29807602,-1.29807607,0.84530991,-0.84530989,0.00000000,-0.00000000,0.59050856,-0.59050855,0.06986088,-0.06986088
-5.46573287,3.35150459,-3.35150462,0.01263330,-0.01263330,0.87226350,-0.87226354,1.40221176,-1.40221184,1.30655670,-1.30655674,0.82495617,-0.82495614,0.00000000,-0.00000000,0.56895874,-0.56895872,0.06675438,-0.06675438
-5.45972986,3.32315278,-3.32315280,0.01203712,-0.01203712,0.88637529,-0.88637533,1.42311383,-1.42311390,1.31242900,-1.31242903,0.80230786,-0.80230783,0.00000000,-0.00000000,0.54660620,-0.54660618,0.06360576,-0.06360576
-5.45372686,3.28915837,-3.28915838,0.01144877,-0.01144877,0.89896428,-0.89896431,1.44205741,-1.44205748,1.31574950,-1.31574952,0.77774542,-0.77774539,0.00000000,-0.00000000,0.52385440,-0.52385438,0.06046403,-0.06046403
-5.44772386,3.25030433,-3.25030433,0.01088236,-0.01088236,0.90994547,-0.90994550,1.45890090,-1.45890095,1.31657226,-1.31657229,0.75167407,-0.75167403,0.00000000,-0.00000000,0.50109821,-0.50109819,0.05737642,-0.05737642
-5.44172086,3.20736186,-3.20736185,0.01035156,-0.01035156,0.91923453,-0.91923456,1.47351542,-1.47351547,1.31494780,-1.31494782,0.72451473,-0.72451469,0.00000000,-0.00000000,0.47871547,-0.47871545,0.05438741,-0.05438741
-5.43571786,3.16107464,-3.16107461,0.00986917,-0.00986917,0.92674983,-0.92674985,1.48578830,-1.48578835,1.31092294,-1.31092296,0.69669456,-0.69669452,0.00000000,-0.00000000,0.45705934,-0.45705932,0.05153775,-0.05153775
-5.42971486,3.11214472,-3.11214469,0.00944682,-0.00944682,0.93241459,-0.93241460,1.49562543,-1.49562547,1.30454143,-1.30454144,0.66863727,-0.66863723,0.00000000,-0.00000000,0.43645134,-0.43645132,0.04886366,-0.04886365
-5.42371186,3.06122023,-3.06122019,0.00909467,-0.00909467,0.93615894,-0.93615895,1.50295246,-1.50295249,1.29584511,-1.29584511,0.64075352,-0.64075348,0.00000000,-0.00000000,0.41717540,-0.41717538,0.04639618,-0.04639618
-5.41770885,3.00888494,-3.00888489,0.00882111,-0.00882111,0.93792177,-0.93792178,1.50771483,-1.50771485,1.28487555,-1.28487555,0.61343185,-0.61343181,0.00000000,-0.00000000,0.39947295,-0.39947293,0.04416066,-0.04416066
-5.41170585,2.95564986,-2.95564981,0.00863256,-0.00863256,0.93765230,-0.93765230,1.50987665,-1.50987666,1.27167586,-1.27167585,0.58703016,-0.58703012,0.00000000,-0.00000000,0.38353907,-0.38353905,0.04217641,-0.04217640
-5.40570285,2.90194717,-2.90194711,0.00853332,-0.00853332,0.93531129,-0.93531128,1.50941872,-1.50941872,1.25629259,-1.25629257,0.56186837,-0.56186833,0.00000000,-0.00000000,0.36951981,-0.36951979,0.04045648,-0.04045648
-5.39969985,2.84812642,-2.84812634,0.00852539,-0.00852539,0.93087202,-0.93087201,1.50633577,-1.50633576,1.23877764,-1.23877762,0.53822221,-0.53822217,0.00000000,-0.00000000,0.35751080,-0.35751078,0.03900773,-0.03900772
-5.39369685,2.79445341,-2.79445333,0.00860844,-0.00860844,0.92432093,-0.92432091,1.50063354,-1.50063353,1.21919002,-1.21918999,0.51631860,-0.51631856,0.00000000,-0.00000000,0.34755699,-0.34755698,0.03783089,-0.03783089
-5.38769385,2.74111186,-2.74111177,0.00877981,-0.00877981,0.91565802,-0.91565800,1.49232588,-1.49232585,1.19759749,-1.19759746,0.49633265,-0.49633261,0.00000000,-0.00000000,0.33965377,-0.33965376,0.03692094,-0.03692094
-5.38169085,2.68820797,-2.68820788,0.00903453,-0.00903453,0.90489727,-0.90489724,1.48143235,-1.48143231,1.17407805,-1.17407801,0.47838655,-0.47838652,0.00000000,-0.00000000,0.33374925,-0.33374924,0.03626752,-0.03626752
-5.37568784,2.63577805,-2.63577794,0.00936543,-0.00936543,0.89206688,-0.89206685,1.46797675,-1.46797671,1.14872129,-1.14872124,0.46255029,-0.46255026,0.00000000,-0.00000000,0.32974783,-0.32974782,0.03585552,-0.03585552
-5.36968484,2.58379913,-2.58379902,0.00976334,-0.00976334,0.87720980,-0.87720977,1.45198682,-1.45198677,1.12162973,-1.12162968,0.44884420,-0.44884417,0.00000000,-0.00000000,0.32751491,-0.32751490,0.03566580,-0.03566579
-5.36368184,2.53220249,-2.53220237,0.01021728,-0.01021728,0.86038423,-0.86038420,1.43349531,-1.43349526,1.09292011,-1.09292006,0.43724339,-0.43724336,0.00000000,-0.00000000,0.32688273,-0.32688272,0.03567596,-0.03567596
-5.35767884,2.48088965,-2.48088954,0.01071473,-0.01071473,0.84166449,-0.84166445,1.41254258,-1.41254252,1.06272462,-1.06272457,0.42768365,-0.42768363,0.00000000,-0.00000000,0.32765711,-0.32765710,0.03586125,-0.03586125
-5.35167584,2.42975049,-2.42975037,0.01124196,-0.01124196,0.82114197,-0.82114193,1.38918062,-1.38918055,1.03119225,-1.03119219,0.42006878,-0.42006875,0.00000000,-0.00000000,0.32962502,-0.32962501,0.03619550,-0.03619550
-5.34567284,2.37868262,-2.37868249,0.01178443,-0.01178443,0.79892630,-0.79892625,1.36347836,-1.36347829,0.99848994,-0.99848988,0.41427888,-0.41427886,0.00000000,-0.00000000,0.33256268,-0.33256267,0.03665202,-0.03665202
