energy_ev,total_up,total_down,Li_s_up,Li_s_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90995498,7.56264764,-7.56264763,0.39024106,-0.39024106,0.07720268,-0.07720268,0.44913097,-0.44913097,1.29112209,-1.29112209,1.23490081,-1.23490080,0.12724134,-0.12724134,3.96686237,-3.96686237
-5.90395198,7.47640848,-7.47640847,0.39168597,-0.39168597,0.07728558,-0.07728558,0.44152011,-0.44152010,1.28372016,-1.28372016,1.23303640,-1.23303639,0.12569816,-0.12569816,3.92500476,-3.92500477
-5.89794897,7.36482390,-7.36482389,0.39137873,-0.39137873,0.07704363,-0.07704363,0.43474397,-0.43474397,1.27178768,-1.27178768,1.22819128,-1.22819127,0.12368730,-0.12368730,3.86596231,-3.86596231
-5.89194597,7.23091195,-7.23091193,0.38939612,-0.38939612,0.07649063,-0.07649063,0.42903429,-0.42903428,1.25583621,-1.25583621,1.22075421,-1.22075419,0.12124354,-0.12124354,3.79125814,-3.79125815
-5.88594297,7.07808458,-7.07808456,0.38584688,-0.38584688,0.07564605,-0.07564605,0.42459824,-0.42459823,1.23645877,-1.23645877,1.21116572,-1.21116570,0.11841160,-0.11841160,3.70270057,-3.70270058
-5.87993997,6.91003658,-6.91003655,0.38086835,-0.38086835,0.07453421,-0.07453421,0.42161163,-0.42161162,1.21431129,-1.21431128,1.19990125,-1.19990123,0.11524443,-0.11524443,3.60232483,-3.60232483
-5.87393697,6.73062807,-6.73062804,0.37462247,-0.37462247,0.07318343,-0.07318343,0.42021324,-0.42021323,1.19009247,-1.19009246,1.18745333,-1.18745332,0.11180121,-0.11180121,3.49232883,-3.49232883
-5.86793397,6.54376579,-6.54376575,0.36729130,-0.36729130,0.07162508,-0.07162508,0.42050079,-0.42050078,1.16452285,-1.16452284,1.17431362,-1.17431360,0.10814514,-0.10814514,3.37500562,-3.37500562
-5.86193097,6.35328786,-6.35328783,0.35907230,-0.35907230,0.06989259,-0.06989259,0.42252855,-0.42252854,1.13832399,-1.13832399,1.16095563,-1.16095561,0.10434117,-0.10434117,3.25267534,-3.25267534
-5.85592796,6.16285688,-6.16285684,0.35017348,-0.35017348,0.06802056,-0.06802056,0.42630677,-0.42630675,1.11219871,-1.11219871,1.14781895,-1.14781893,0.10045385,-0.10045385,3.12761945,-3.12761945
-5.84992496,5.97586513,-5.97586509,0.34080868,-0.34080867,0.06604387,-0.06604387,0.43180284,-0.43180282,1.08681312,-1.08681312,1.13529552,-1.13529550,0.09654520,-0.09654520,3.00201972,-3.00201972
-5.84392196,5.79535556,-5.79535551,0.33119300,-0.33119300,0.06399687,-0.06399687,0.43894425,-0.43894424,1.06278126,-1.06278125,1.12371857,-1.12371855,0.09267298,-0.09267298,2.87790425,-2.87790425
-5.83791896,5.62396071,-5.62396066,0.32153867,-0.32153867,0.06191274,-0.06191274,0.44762302,-0.44762300,1.04065287,-1.04065286,1.11335461,-1.11335458,0.08888917,-0.08888917,2.75710229,-2.75710228
-5.83191596,5.46386132,-5.46386126,0.31205125,-0.31205124,0.05982291,-0.05982291,0.45770141,-0.45770139,1.02090480,-1.02090479,1.10439864,-1.10439862,0.08523886,-0.08523886,2.64120922,-2.64120921
-5.82591296,5.31676505,-5.31676499,0.30292633,-0.30292633,0.05775664,-0.05775664,0.46901880,-0.46901879,1.00393631,-1.00393630,1.09697270,-1.09697268,0.08175965,-0.08175965,2.53156253,-2.53156253
-5.81990995,5.18390505,-5.18390499,0.29434680,-0.29434680,0.05574069,-0.05574069,0.48139920,-0.48139919,0.99006825,-0.99006824,1.09112751,-1.09112749,0.07848135,-0.07848135,2.42922899,-2.42922898
-5.81390695,5.06605699,-5.06605693,0.28648052,-0.28648052,0.05379911,-0.05379911,0.49465918,-0.49465916,0.97954620,-0.97954618,1.08684711,-1.08684709,0.07542618,-0.07542618,2.33500277,-2.33500276
-5.80790395,4.96357257,-4.96357251,0.27947855,-0.27947854,0.05195315,-0.05195315,0.50861589,-0.50861587,0.97254709,-0.97254707,1.08405598,-1.08405596,0.07260935,-0.07260935,2.24941393,-2.24941391
-5.80190095,4.87642697,-4.87642691,0.27347379,-0.27347379,0.05022119,-0.05022119,0.52309483,-0.52309482,0.96918896,-0.96918895,1.08262820,-1.08262818,0.07003992,-0.07003992,2.17274588,-2.17274587
-5.79589795,4.80427701,-4.80427695,0.26858008,-0.26858008,0.04861878,-0.04861878,0.53793710,-0.53793708,0.96954328,-0.96954326,1.08239811,-1.08239809,0.06772198,-0.06772198,2.10506066,-2.10506064
-5.78989495,4.74652678,-4.74652672,0.26489164,-0.26489164,0.04715871,-0.04715871,0.55300576,-0.55300575,0.97364892,-0.97364890,1.08317195,-1.08317193,0.06565595,-0.06565595,2.04623004,-2.04623003
-5.78389195,4.70239730,-4.70239725,0.26248290,-0.26248290,0.04585113,-0.04585113,0.56819133,-0.56819131,0.98152729,-0.98152727,1.08473972,-1.08473970,0.06383999,-0.06383999,1.99597081,-1.99597079
-5.77788894,4.67099670,-4.67099664,0.26140861,-0.26140860,0.04470364,-0.04470364,0.58341594,-0.58341593,0.99319746,-0.99319744,1.08688703,-1.08688702,0.06227137,-0.06227137,1.95388223,-1.95388222
-5.77188594,4.65138785,-4.65138780,0.26170425,-0.26170425,0.04372149,-0.04372149,0.59863634,-0.59863633,1.00869058,-1.00869056,1.08940612,-1.08940611,0.06094781,-0.06094781,1.91948391,-1.91948390
-5.76588294,4.64265059,-4.64265054,0.26338678,-0.26338678,0.04290770,-0.04290770,0.61384542,-0.61384541,1.02806273,-1.02806271,1.09210588,-1.09210587,0.05986854,-0.05986854,1.89225228,-1.89225226
-5.75987994,4.64393602,-4.64393598,0.26645554,-0.26645554,0.04226331,-0.04226331,0.62907243,-0.62907242,1.05140533,-1.05140531,1.09482045,-1.09482044,0.05903522,-0.05903522,1.87165417,-1.87165416
-5.75387694,4.65451099,-4.65451095,0.27089342,-0.27089341,0.04178748,-0.04178748,0.64438173,-0.64438172,1.07885251,-1.07885249,1.09741605,-1.09741604,0.05845252,-0.05845252,1.85717626,-1.85717625
-5.74787394,4.67379125,-4.67379121,0.27666821,-0.27666820,0.04147779,-0.04147779,0.65987025,-0.65987024,1.11058481,-1.11058479,1.09979612,-1.09979612,0.05812837,-0.05812837,1.84834926,-1.84834925
-5.74187094,4.70136253,-4.70136250,0.28373410,-0.28373409,0.04133037,-0.04133037,0.67566371,-0.67566370,1.14682893,-1.14682891,1.10190441,-1.10190441,0.05807392,-0.05807392,1.84476625,-1.84476624
-5.73586793,4.73698904,-4.73698901,0.29203323,-0.29203322,0.04134016,-0.04134015,0.69191164,-0.69191163,1.18785322,-1.18785319,1.10372622,-1.10372621,0.05830310,-0.05830310,1.84609468,-1.84609468
-5.72986493,4.78060966,-4.78060963,0.30149723,-0.30149722,0.04150109,-0.04150109,0.70878139,-0.70878138,1.23395900,-1.23395897,1.10528771,-1.10528771,0.05883198,-0.05883198,1.85208203,-1.85208202
-5.72386193,4.83232248,-4.83232245,0.31204875,-0.31204874,0.04180629,-0.04180629,0.72645133,-0.72645132,1.28546796,-1.28546794,1.10665354,-1.10665354,0.05967775,-0.05967775,1.86255522,-1.86255522
-5.71785893,4.89235886,-4.89235884,0.32360278,-0.32360278,0.04224824,-0.04224824,0.74510328,-0.74510327,1.34270608,-1.34270605,1.10792284,-1.10792284,0.06085760,-0.06085760,1.87741444,-1.87741444
-5.71185593,4.96104848,-4.96104845,0.33606781,-0.33606781,0.04281884,-0.04281884,0.76491456,-0.76491455,1.40598466,-1.40598463,1.10922378,-1.10922378,0.06238743,-0.06238743,1.89662184,-1.89662183
-5.70585293,5.03877728,-5.03877725,0.34934663,-0.34934662,0.04350956,-0.04350956,0.78604977,-0.78604976,1.47557959,-1.47557956,1.11070710,-1.11070710,0.06428048,-0.06428048,1.92018622,-1.92018621
-5.69984992,5.12594061,-5.12594058,0.36333687,-0.36333687,0.04431137,-0.04431136,0.80865258,-0.80865257,1.55170949,-1.55170945,1.11253860,-1.11253860,0.06654602,-0.06654602,1.94814462,-1.94814461
-5.69384692,5.22289374,-5.22289371,0.37793122,-0.37793121,0.04521468,-0.04521468,0.83283788,-0.83283787,1.63451419,-1.63451416,1.11489114,-1.11489114,0.06918807,-0.06918807,1.98054205,-1.98054204
-5.68784392,5.32990232,-5.32990229,0.39301725,-0.39301724,0.04620925,-0.04620925,0.85868456,-0.85868455,1.72403455,-1.72403451,1.11793629,-1.11793629,0.07220440,-0.07220439,2.01741042,-2.01741041
-5.68184092,5.44709535,-5.44709532,0.40847710,-0.40847709,0.04728399,-0.04728399,0.88622912,-0.88622911,1.82019468,-1.82019464,1.12183601,-1.12183601,0.07558562,-0.07558562,2.05874802,-2.05874800
-5.67583792,5.57442291,-5.57442287,0.42418688,-0.42418687,0.04842670,-0.04842669,0.91546062,-0.91546061,1.92278790,-1.92278786,1.12673468,-1.12673469,0.07931469,-0.07931469,2.10450050,-2.10450048
-5.66983492,5.71162093,-5.71162089,0.44001607,-0.44001606,0.04962383,-0.04962383,0.94631702,-0.94631701,2.03146706,-2.03146702,1.13275177,-1.13275177,0.08336663,-0.08336663,2.15454449,-2.15454447
-5.66383192,5.85818484,-5.85818479,0.45582700,-0.45582699,0.05086029,-0.05086029,0.97868331,-0.97868330,2.14574011,-2.14574006,1.13997539,-1.13997539,0.08770865,-0.08770865,2.20867456,-2.20867454
-5.65782891,6.01335351,-6.01335346,0.47147450,-0.47147449,0.05211916,-0.05211916,1.01239148,-1.01239147,2.26497123,-2.26497117,1.14845713,-1.14845713,0.09230055,-0.09230055,2.26659433,-2.26659431
-5.65182591,6.17610454,-6.17610449,0.48680593,-0.48680592,0.05338159,-0.05338158,1.04722252,-1.04722250,2.38838775,-2.38838769,1.15820823,-1.15820823,0.09709552,-0.09709551,2.32791193,-2.32791192
-5.64582291,6.34516104,-6.34516098,0.50166169,-0.50166168,0.05462675,-0.05462675,1.08291035,-1.08291034,2.51509259,-2.51509253,1.16919732,-1.16919732,0.10204112,-0.10204111,2.39214021,-2.39214019
-5.63981991,6.51900989,-6.51900983,0.51587623,-0.51587623,0.05583194,-0.05583194,1.11914773,-1.11914771,2.64408169,-2.64408164,1.18134983,-1.18134983,0.10708060,-0.10708060,2.45870135,-2.45870133
-5.63381691,6.69593050,-6.69593044,0.52927976,-0.52927975,0.05697273,-0.05697273,1.15559371,-1.15559369,2.77426575,-2.77426569,1.19454904,-1.19454904,0.11215435,-0.11215435,2.52693586,-2.52693583
-5.62781391,6.87403280,-6.87403273,0.54170045,-0.54170045,0.05802341,-0.05802341,1.19188264,-1.19188263,2.90449495,-2.90449490,1.20863877,-1.20863877,0.11720143,-0.11720143,2.59611506,-2.59611503
-5.62181091,7.05130242,-7.05130236,0.55296735,-0.55296734,0.05895752,-0.05895752,1.22763410,-1.22763408,3.03358585,-3.03358579,1.22342750,-1.22342750,0.12216118,-0.12216118,2.66545671,-2.66545669
-5.61580790,7.22565108,-7.22565102,0.56291364,-0.56291363,0.05974845,-0.05974845,1.26246336,-1.26246334,3.16034861,-3.16034856,1.23869381,-1.23869381,0.12697479,-0.12697478,2.73414271,-2.73414269
-5.60980490,7.39496959,-7.39496953,0.57138033,-0.57138033,0.06037031,-0.06037031,1.29599205,-1.29599203,3.28361369,-3.28361364,1.25419285,-1.25419285,0.13158670,-0.13158670,2.80133799,-2.80133797
-5.60380190,7.55718100,-7.55718094,0.57822013,-0.57822012,0.06079876,-0.06079876,1.32785833,-1.32785831,3.40225641,-3.40225636,1.26966357,-1.26966357,0.13594596,-0.13594596,2.86620989,-2.86620987
-5.59779890,7.71029165,-7.71029159,0.58330120,-0.58330120,0.06101195,-0.06101195,1.35772622,-1.35772621,3.51521847,-3.51521842,1.28483643,-1.28483643,0.14000723,-0.14000723,2.92794692,-2.92794690
-5.59179590,7.85243783,-7.85243778,0.58651089,-0.58651089,0.06099142,-0.06099142,1.38529369,-1.38529367,3.62152556,-3.62152551,1.29944127,-1.29944127,0.14373165,-0.14373165,2.98577635,-2.98577633
-5.58579290,7.98192646,-7.98192642,0.58775891,-0.58775891,0.06072294,-0.06072294,1.41029909,-1.41029907,3.72030045,-3.72030041,1.31321508,-1.31321508,0.14708740,-0.14708740,3.03897997,-3.03897996
-5.57978989,8.09726843,-8.09726839,0.58698006,-0.58698006,0.06019731,-0.06019731,1.43252582,-1.43252581,3.81077142,-3.81077138,1.32590947,-1.32590947,0.15004997,-0.15004997,3.08690764,-3.08690763
-5.57378689,8.19720391,-8.19720388,0.58413624,-0.58413625,0.05941091,-0.05941091,1.45180505,-1.45180504,3.89227605,-3.89227601,1.33729753,-1.33729752,0.15260230,-0.15260230,3.12898823,-3.12898822
-5.56778389,8.28071951,-8.28071948,0.57921771,-0.57921772,0.05836614,-0.05836614,1.46801651,-1.46801650,3.96426091,-3.96426088,1.34718000,-1.34718000,0.15473456,-0.15473456,3.16473815,-3.16473814
-5.56178089,8.34705740,-8.34705738,0.57224350,-0.57224350,0.05707157,-0.05707157,1.48108752,-1.48108751,4.02627767,-4.02627765,1.35539068,-1.35539068,0.15644382,-0.15644382,3.19376733,-3.19376733
-5.55577789,8.39571727,-8.39571726,0.56326101,-0.56326101,0.05554193,-0.05554193,1.49099048,-1.49099047,4.07797664,-4.07797662,1.36180085,-1.36180085,0.15773363,-0.15773363,3.21578292,-3.21578292
-5.54977489,8.42645204,-8.42645204,0.55234488,-0.55234489,0.05379781,-0.05379781,1.49773906,-1.49773905,4.11909859,-4.11909857,1.36632278,-1.36632278,0.15861344,-0.15861344,3.23059099,-3.23059099
-5.54377189,8.43925850,-8.43925851,0.53959516,-0.53959517,0.05186512,-0.05186512,1.50138356,-1.50138355,4.14946597,-4.14946596,1.36891223,-1.36891223,0.15909798,-0.15909798,3.23809659,-3.23809659
-5.53776888,8.43436408,-8.43436409,0.52513480,-0.52513481,0.04977439,-0.04977440,1.50200575,-1.50200574,4.16897441,-4.16897440,1.36956992,-1.36956992,0.15920669,-0.15920669,3.23830225,-3.23830226
-5.53176588,8.41221088,-8.41221089,0.50910687,-0.50910688,0.04755986,-0.04755986,1.49971348,-1.49971347,4.17758528,-4.17758529,1.36834195,-1.36834195,0.15896314,-0.15896314,3.23130546,-3.23130548
-5.52576288,8.37343791,-8.37343794,0.49167128,-0.49167130,0.04525843,-0.04525843,1.49463556,-1.49463556,4.17532001,-4.17532002,1.36531907,-1.36531908,0.15839446,-0.15839446,3.21729497,-3.21729498
-5.51975988,8.31886216,-8.31886219,0.47300143,-0.47300144,0.04290854,-0.04290854,1.48691701,-1.48691701,4.16225639,-4.16225640,1.36063482,-1.36063483,0.15753091,-0.15753091,3.19654613,-3.19654615
-5.51375688,8.24945882,-8.24945885,0.45328072,-0.45328073,0.04054902,-0.04054902,1.47671491,-1.47671490,4.13852712,-4.13852713,1.35446239,-1.35446239,0.15640542,-0.15640542,3.16941531,-3.16941533
-5.50775388,8.16634097,-8.16634101,0.43269913,-0.43269914,0.03821792,-0.03821792,1.46419495,-1.46419495,4.10432030,-4.10432032,1.34701021,-1.34701022,0.15505320,-0.15505320,3.13633306,-3.13633308
-5.50175088,8.07073835,-8.07073839,0.41144990,-0.41144991,0.03595142,-0.03595142,1.44952877,-1.44952876,4.05988164,-4.05988167,1.33851629,-1.33851629,0.15351138,-0.15351138,3.09779612,-3.09779615
-5.49574787,7.96397508,-7.96397512,0.38972640,-0.38972642,0.03378281,-0.03378282,1.43289180,-1.43289180,4.00551768,-4.00551771,1.32924115,-1.32924115,0.15181863,-0.15181863,3.05435800,-3.05435802
-5.48974487,7.84744601,-7.84744605,0.36771922,-0.36771923,0.03174168,-0.03174169,1.41446179,-1.41446179,3.94159941,-3.94159945,1.31945959,-1.31945959,0.15001478,-0.15001478,3.00661800,-3.00661803
-5.48374187,7.72259135,-7.72259140,0.34561345,-0.34561347,0.02985316,-0.02985316,1.39441757,-1.39441756,3.86856564,-3.86856568,1.30945138,-1.30945138,0.14814033,-0.14814033,2.95520884,-2.95520887
-5.47773887,7.59086954,-7.59086959,0.32358634,-0.32358636,0.02813740,-0.02813740,1.37293804,-1.37293803,3.78692519,-3.78692523,1.29949108,-1.29949108,0.14623598,-0.14623598,2.90078273,-2.90078276
-5.47173587,7.45372850,-7.45372854,0.30180510,-0.30180511,0.02660927,-0.02660927,1.35020119,-1.35020119,3.69725750,-3.69725754,1.28983729,-1.28983729,0.14434204,-0.14434204,2.84399635,-2.84399638
-5.46573287,7.31257562,-7.31257567,0.28042505,-0.28042506,0.02527818,-0.02527818,1.32638299,-1.32638299,3.60021101,-3.60021106,1.28072191,-1.28072191,0.14249775,-0.14249775,2.78549505,-2.78549508
-5.45972986,7.16874749,-7.16874753,0.25958802,-0.25958803,0.02414813,-0.02414813,1.30165598,-1.30165597,3.49649903,-3.49649909,1.27233965,-1.27233965,0.14074059,-0.14074059,2.72589676,-2.72589679
-5.45372686,7.02348010,-7.02348014,0.23942104,-0.23942105,0.02321795,-0.02321795,1.27618767,-1.27618766,3.38689304,-3.38689310,1.26483853,-1.26483852,0.13910553,-0.13910553,2.66577639,-2.66577641
-5.44772386,6.87788129,-6.87788133,0.22003530,-0.22003531,0.02248164,-0.02248164,1.25013865,-1.25013865,3.27221337,-3.27221342,1.25831183,-1.25831182,0.13762424,-0.13762424,2.60565134,-2.60565137
-5.44172086,6.73290654,-6.73290657,0.20152550,-0.20152551,0.02192895,-0.02192895,1.22366059,-1.22366058,3.15331773,-3.15331779,1.25279211,-1.25279210,0.13632439,-0.13632438,2.54596911,-2.54596913
-5.43571786,6.58933999,-6.58934001,0.18396938,-0.18396939,0.02154598,-0.02154598,1.19689405,-1.19689404,3.03108796,-3.03108802,1.24824771,-1.24824770,0.13522894,-0.13522893,2.48709749,-2.48709751
-5.42971486,6.44778195,-6.44778198,0.16742780,-0.16742781,0.02131598,-0.02131598,1.16996663,-1.16996662,2.90641556,-2.90641563,1.24458226,-1.24458225,0.13435561,-0.13435561,2.42931830,-2.42931832
-5.42371186,6.30864432,-6.30864435,0.15194496,-0.15194497,0.02122016,-0.02122016,1.14299127,-1.14299126,2.78018678,-2.78018684,1.24163729,-1.24163728,0.13371644,-0.13371643,2.37282506,-2.37282508
-5.41770885,6.17215468,-6.17215470,0.13754917,-0.13754918,0.02123858,-0.02123858,1.11606512,-1.11606512,2.65326792,-2.65326798,1.23919833,-1.23919832,0.13331753,-0.13331753,2.31772496,-2.31772498
-5.41170585,6.03836960,-6.03836962,0.12425384,-0.12425385,0.02135111,-0.02135111,1.08926911,-1.08926911,2.52649156,-2.52649162,1.23700412,-1.23700411,0.13315902,-0.13315902,2.26404529,-2.26404531
-5.40570285,5.90719712,-5.90719714,0.11205892,-0.11205892,0.02153830,-0.02153830,1.06266824,-1.06266823,2.40064436,-2.40064442,1.23475901,-1.23475900,0.13323521,-0.13323521,2.21174420,-2.21174421
-5.39969985,5.77842776,-5.77842778,0.10095251,-0.10095252,0.02178236,-0.02178236,1.03631284,-1.03631283,2.27645694,-2.27645700,1.23214778,-1.23214777,0.13353497,-0.13353497,2.16072526,-2.16072528
-5.39369685,5.65177280,-5.65177282,0.09091289,-0.09091290,0.02206798,-0.02206798,1.01024067,-1.01024066,2.15459613,-2.15459618,1.22885263,-1.22885262,0.13404230,-0.13404230,2.11085546,-2.11085548
-5.38769385,5.52690822,-5.52690824,0.08191060,-0.08191061,0.02238317,-0.02238317,0.98447986,-0.98447985,2.03566000,-2.03566005,1.22457125,-1.22457124,0.13473712,-0.13473712,2.06198543,-2.06198544
-5.38169085,5.40352221,-5.40352223,0.07391073,-0.07391074,0.02271998,-0.02271998,0.95905259,-0.95905259,1.92017550,-1.92017556,1.21903543,-1.21903543,0.13559618,-0.13559618,2.01397113,-2.01397115
-5.37568784,5.28136369,-5.28136371,0.06687522,-0.06687523,0.02307504,-0.02307504,0.93397928,-0.93397928,1.80859874,-1.80859879,1.21202908,-1.21202908,0.13659412,-0.13659412,1.96669581,-1.96669582
-5.36968484,5.16028930,-5.16028933,0.06076510,-0.06076511,0.02345007,-0.02345007,0.90928305,-0.90928305,1.70131752,-1.70131757,1.20340485,-1.20340484,0.13770460,-0.13770459,1.92009086,-1.92009087
-5.36368184,5.04030626,-5.04030629,0.05554264,-0.05554265,0.02385218,-0.02385218,0.88499425,-0.88499425,1.59865587,-1.59865591,1.19309846,-1.19309846,0.13890139,-0.13890139,1.87415467,-1.87415469
-5.35767884,4.92160848,-4.92160852,0.05117323,-0.05117323,0.02429390,-0.02429390,0.86115466,-0.86115466,1.50087990,-1.50087995,1.18113996,-1.18113996,0.14015958,-0.14015957,1.82896821,-1.82896823
-5.35167584,4.80460378,-4.80460382,0.04762699,-0.04762699,0.02479318,-0.02479318,0.83782115,-0.83782115,1.40820471,-1.40820475,1.16766123,-1.16766123,0.14145650,-0.14145650,1.78470643,-1.78470645
-5.34567284,4.68993029,-4.68993033,0.04488000,-0.04488000,0.02537301,-0.02537301,0.81506847,-0.81506848,1.32080147,-1.32080151,1.15289921,-1.15289921,0.14277273,-0.14277273,1.74164475,-1.74164476
-5.33966983,4.57846068,-4.57846072,0.04291510,-0.04291510,0.02606096,-0.02606096,0.79299100,-0.79299100,1.23880444,-1.23880448,1.13719457,-1.13719458,0.14409277,-0.14409277,1.70016014,-1.70016015
-5.33366683,4.47129345,-4.47129349,0.04172225,-0.04172225,0.02688839,-0.02688839,0.77170311,-0.77170312,1.16231725,-1.16231729,1.12098579,-1.12098579,0.14540557,-0.14540557,1.66072649,-1.66072651
-5.32766383,4.36973102,-4.36973106,0.04129834,-0.04129834,0.02788955,-0.02788955,0.75133823,-0.75133824,1.09141809,-1.09141813,1.10479846,-1.10479846,0.14670484,-0.14670484,1.62390433,-1.62390435
-5.32166083,4.27524511,-4.27524515,0.04164657,-0.04164657,0.02910040,-0.02910040,0.73204638,-0.73204639,1.02616355,-1.02616359,1.08923041,-1.08923041,0.14798903,-0.14798903,1.59032502,-1.59032503
-5.31565783,4.18943028,-4.18943032,0.04277528,-0.04277528,0.03055731,-0.03055731,0.71399023,-0.71399023,0.96659084,-0.96659087,1.07493291,-1.07493291,0.14926111,-0.14926111,1.56067017,-1.56067018
-5.30965483,4.11394741,-4.11394745,0.04469639,-0.04469639,0.03229562,-0.03229562,0.69733985,-0.69733985,0.91271836,-0.91271839,1.06258860,-1.06258860,0.15052808,-0.15052808,1.53564683,-1.53564684
-5.30365183,4.05045894,-4.05045897,0.04742335,-0.04742335,0.03434809,-0.03434809,0.68226624,-0.68226624,0.86454469,-0.86454471,1.05288700,-1.05288700,0.15180019,-0.15180019,1.51595946,-1.51595948
-5.29764882,4.00055844,-4.00055847,0.05096889,-0.05096889,0.03674328,-0.03674328,0.66893390,-0.66893390,0.82204607,-0.82204609,1.04649831,-1.04649830,0.15308999,-0.15308999,1.50227976,-1.50227977
-5.29164582,3.96569735,-3.96569737,0.05534238,-0.05534238,0.03950400,-0.03950400,0.65749276,-0.65749277,0.78517271,-0.78517273,1.04404656,-1.04404656,0.15441118,-0.15441118,1.49521555,-1.49521555
-5.28564282,3.94711172,-3.94711173,0.06054716,-0.06054716,0.04264576,-0.04264575,0.64806982,-0.64806982,0.75384424,-0.75384426,1.04608313,-1.04608312,0.15577740,-0.15577740,1.49527999,-1.49527999
-5.27963982,3.94575219,-3.94575220,0.06657782,-0.06657781,0.04617537,-0.04617537,0.64076079,-0.64076079,0.72794460,-0.72794461,1.05306145,-1.05306144,0.15720084,-0.15720084,1.50286244,-1.50286244
-5.27363682,3.96222025,-3.96222024,0.07341752,-0.07341751,0.05008978,-0.05008978,0.63562236,-0.63562236,0.70731698,-0.70731699,1.06531420,-1.06531418,0.15869098,-0.15869098,1.51820215,-1.51820215
-5.26763382,3.99671370,-3.99671369,0.08103567,-0.08103567,0.05437509,-0.05437509,0.63266521,-0.63266522,0.69175907,-0.69175908,1.08303360,-1.08303358,0.16025338,-0.16025338,1.54136607,-1.54136606
-5.26163082,4.04898420,-4.04898417,0.08938589,-0.08938588,0.05900593,-0.05900593,0.63184844,-0.63184844,0.68101919,-0.68101920,1.10625598,-1.10625595,0.16188855,-0.16188855,1.57223180,-1.57223179
