energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,Y_p_up,Y_d_up
-5.81390695,4.07222615,0.03512960,0.04815024,0.03287474,2.85040712,1.58465933,0.67700278,1.01084807,0.35133200
-5.80790395,4.09032951,0.03724252,0.04826136,0.03332819,2.86312892,1.59281674,0.68152521,1.01906459,0.35442363
-5.80190095,4.10227534,0.03932414,0.04839633,0.03371445,2.87158855,1.59945809,0.68438254,1.02561660,0.35721096
-5.79589795,4.10745277,0.04134295,0.04854391,0.03402623,2.87538372,1.60439562,0.68545969,1.03030616,0.35963347
-5.78989495,4.10526922,0.04326744,0.04869118,0.03425659,2.87412087,1.60742199,0.68466130,1.03295060,0.36162449
-5.78389195,4.09516968,0.04506704,0.04882389,0.03439908,2.86742780,1.60831588,0.68191460,1.03338865,0.36311298
-5.77788894,4.07665663,0.04671297,0.04892699,0.03444800,2.85496710,1.60684919,0.67717172,1.03148649,0.36402560
-5.77188594,4.04931040,0.04817915,0.04898507,0.03439859,2.83645005,1.60279553,0.67041143,1.02714349,0.36428911
-5.76588294,4.01280939,0.04944305,0.04898291,0.03424723,2.81165073,1.59594001,0.66164040,1.02029769,0.36383312
-5.75987994,3.96694950,0.05048647,0.04890600,0.03399166,2.78041993,1.58608983,0.65089393,1.01093065,0.36259296
-5.75387694,3.91166209,0.05129623,0.04874105,0.03363114,2.74269822,1.57308532,0.63823612,0.99907170,0.36051259
-5.74787394,3.84702954,0.05186473,0.04847643,0.03316659,2.69852754,1.55681083,0.62375953,0.98480112,0.35754752
-5.74187094,3.77329752,0.05219035,0.04810262,0.03260073,2.64806073,1.53720495,0.60758426,0.96825225,0.35366744
-5.73586793,3.69088309,0.05227766,0.04761253,0.03193812,2.59156816,1.51426928,0.58985655,0.94961211,0.34885852
-5.72986493,3.60037769,0.05213750,0.04700176,0.03118519,2.52944095,1.48807531,0.57074676,0.92912041,0.34312518
-5.72386193,3.50254446,0.05178675,0.04626874,0.03035019,2.46219011,1.45876871,0.55044683,0.90706679,0.33649128
-5.71785893,3.39830927,0.05124801,0.04541479,0.02944310,2.39044125,1.42657074,0.52916715,0.88378606,0.32900045
-5.71185593,3.28874535,0.05054901,0.04444407,0.02847542,2.31492473,1.39177633,0.50713297,0.85965162,0.32071578
-5.70585293,3.17505164,0.04972183,0.04336334,0.02746000,2.23646120,1.35474885,0.48458024,0.83506689,0.31171857
-5.69984992,3.05852527,0.04880205,0.04218180,0.02641075,2.15594286,1.31591163,0.46175110,0.81045514,0.30210638
-5.69384692,2.94052900,0.04782760,0.04091064,0.02534225,2.07431106,1.27573640,0.43888901,0.78624780,0.29199030
-5.68784392,2.82245479,0.04683769,0.03956269,0.02426946,1.99253088,1.23472934,0.41623369,0.76287181,0.28149163
-5.68184092,2.70568488,0.04587159,0.03815191,0.02320732,1.91156383,1.19341502,0.39401599,0.74073630,0.27073812
-5.67583792,2.59155188,0.04496739,0.03669297,0.02217031,1.83233971,1.15231938,0.37245289,0.72021931,0.25985991
-5.66983492,2.48129979,0.04416080,0.03520070,0.02117210,1.75572893,1.11195216,0.35174271,0.70165486,0.24898536
-5.66383192,2.37604747,0.04348411,0.03368969,0.02022521,1.68251649,1.07278998,0.33206088,0.68532130,0.23823704
-5.65782891,2.27675630,0.04296516,0.03217382,0.01934061,1.61337875,1.03526065,0.31355616,0.67143109,0.22772796
-5.65182591,2.18420347,0.04262651,0.03066595,0.01852751,1.54886421,0.99972953,0.29634777,0.66012287,0.21755828
-5.64582291,2.09896208,0.04248481,0.02917762,0.01779313,1.48937903,0.96648861,0.28052332,0.65145594,0.20781265
-5.63981991,2.02138893,0.04255038,0.02771883,0.01714252,1.43517793,0.93574870,0.26613770,0.64540770,0.19855820
-5.63381691,1.95162039,0.04282701,0.02629794,0.01657852,1.38636098,0.90763513,0.25321305,0.64187397,0.18984342
-5.62781391,1.88957655,0.04331195,0.02492159,0.01610174,1.34287610,0.88218686,0.24173963,0.64067252,0.18169770
-5.62181091,1.83497328,0.04399618,0.02359477,0.01571065,1.30452729,0.85935924,0.23167781,0.64154935,0.17413175
-5.61580790,1.78734140,0.04486486,0.02232089,0.01540168,1.27098798,0.83902984,0.22296083,0.64418781,0.16713874
-5.60980490,1.74605210,0.04589797,0.02110193,0.01516943,1.24181883,0.82100712,0.21549837,0.64821991,0.16069597
-5.60380190,1.71034733,0.04707110,0.01993865,0.01500695,1.21648905,0.80504147,0.20918077,0.65323957,0.15476717
-5.59779890,1.67937355,0.04835638,0.01883076,0.01490592,1.19440027,0.79083788,0.20388364,0.65881703,0.14930510
-5.59179590,1.65221755,0.04972353,0.01777719,0.01485705,1.17491176,0.77806963,0.19947284,0.66451400,0.14425439
-5.58579290,1.62794266,0.05114088,0.01677627,0.01485035,1.15736609,0.76639249,0.19580938,0.66989891,0.13955446
-5.57978989,1.60562392,0.05257653,0.01582598,0.01487542,1.14111395,0.75545866,0.19275442,0.67456147,0.13514245
-5.57378689,1.58438093,0.05399939,0.01492413,0.01492180,1.12553744,0.74492999,0.19017383,0.67812630,0.13095584
-5.56778389,1.56340727,0.05538024,0.01406853,0.01497926,1.11007077,0.73448999,0.18794247,0.68026489,0.12693498
-5.56178089,1.54199555,0.05669271,0.01325711,0.01503803,1.09421805,0.72385432,0.18594790,0.68070568,0.12302510
-5.55577789,1.51955762,0.05791418,0.01248807,0.01508908,1.07756738,0.71277944,0.18409344,0.67924187,0.11917803
-5.54977489,1.49563943,0.05902652,0.01175990,0.01512431,1.05980137,0.70106931,0.18230066,0.67573683,0.11535346
-5.54377189,1.46993052,0.06001673,0.01107150,0.01513672,1.04070365,0.68858012,0.18051105,0.67012715,0.11151976
-5.53776888,1.44226825,0.06087750,0.01042215,0.01512058,1.02016172,0.67522301,0.17868706,0.66242320,0.10765439
-5.53176588,1.41263703,0.06160749,0.00981154,0.01507150,0.99816630,0.66096500,0.17681241,0.65270745,0.10374394
-5.52576288,1.38116297,0.06221157,0.00923974,0.01498653,0.97480732,0.64582816,0.17489168,0.64113074,0.09978386
-5.51975988,1.34810453,0.06270082,0.00870719,0.01486421,0.95026725,0.62988722,0.17294938,0.62790672,0.09577787
-5.51375688,1.31383971,0.06309233,0.00821464,0.01470457,0.92481195,0.61326595,0.17102832,0.61330471,0.09173716
-5.50775388,1.27885032,0.06340892,0.00776314,0.01450907,0.89877947,0.59613223,0.16918752,0.59764133,0.08767947
-5.50175088,1.24370403,0.06367853,0.00735393,0.01428063,0.87256750,0.57869231,0.16749970,0.58127113,0.08362801
-5.49574787,1.20903458,0.06393353,0.00698842,0.01402347,0.84661946,0.56118414,0.16604828,0.56457649,0.07961032
-5.48974487,1.17552088,0.06420976,0.00666813,0.01374302,0.82141001,0.54387007,0.16492421,0.54795705,0.07565719
-5.48374187,1.14386524,0.06454546,0.00639458,0.01344576,0.79742998,0.52702902,0.16422239,0.53181885,0.07180150
-5.47773887,1.11477137,0.06497996,0.00616927,0.01313907,0.77517129,0.51094824,0.16403815,0.51656340,0.06807714
-5.47173587,1.08892249,0.06555230,0.00599357,0.01283094,0.75511200,0.49591476,0.16446347,0.50257687,0.06451802
-5.46573287,1.06696004,0.06629970,0.00586865,0.01252982,0.73770185,0.48220678,0.16558346,0.49021952,0.06115712
-5.45972986,1.04946338,0.06725596,0.00579542,0.01224426,0.72334864,0.47008499,0.16747286,0.47981562,0.05802568
-5.45372686,1.03693107,0.06844991,0.00577445,0.01198272,0.71240558,0.45978422,0.17019294,0.47164396,0.05515240
-5.44772386,1.02976417,0.06990384,0.00580589,0.01175318,0.70516025,0.45150546,0.17378876,0.46592926,0.05256292
-5.44172086,1.02825214,0.07163208,0.00588945,0.01156291,0.70182519,0.44540861,0.17828707,0.46283455,0.05027922
-5.43571786,1.03256182,0.07363975,0.00602431,0.01141816,0.70253070,0.44160618,0.18369477,0.46245497,0.04831928
-5.42971486,1.04273015,0.07592179,0.00620914,0.01132388,0.70732009,0.44015823,0.18999827,0.46481299,0.04669687
-5.42371186,1.05866093,0.07846225,0.00644206,0.01128347,0.71614767,0.44106891,0.19716360,0.46985550,0.04542144
-5.41770885,1.08012618,0.08123401,0.00672069,0.01129864,0.72887985,0.44428461,0.20513757,0.47745286,0.04449818
-5.41170585,1.10677222,0.08419883,0.00704219,0.01136920,0.74529932,0.44969430,0.21384969,0.48740020,0.04392827
-5.40570285,1.13813065,0.08730795,0.00740335,0.01149302,0.76511255,0.45713186,0.22321509,0.49942096,0.04370924
-5.39969985,1.17363406,0.09050298,0.00780067,0.01166599,0.78796042,0.46638070,0.23313823,0.51317293,0.04383555
-5.39369685,1.21263619,0.09371735,0.00823054,0.01188213,0.81343182,0.47718057,0.24351719,0.52825657,0.04429920
-5.38769385,1.25443591,0.09687808,0.00868939,0.01213366,0.84107978,0.48923646,0.25424856,0.54422552,0.04509062
-5.38169085,1.29830423,0.09990792,0.00917387,0.01241128,0.87043962,0.50222927,0.26523251,0.56059919,0.04619947
-5.37568784,1.34351339,0.10272769,0.00968104,0.01270438,0.90104845,0.51582814,0.27637789,0.57687684,0.04761567
-5.36968484,1.38936670,0.10525886,0.01020860,0.01300144,0.93246518,0.52970365,0.28760706,0.59255298,0.04933029
-5.36368184,1.43522795,0.10742615,0.01075506,0.01329034,0.96429016,0.54354174,0.29886018,0.60713324,0.05133652
-5.35767884,1.48054884,0.10916010,0.01131993,0.01355882,0.99618359,0.55705748,0.31009866,0.62015046,0.05363049
-5.35167584,1.52489328,0.11039950,0.01190386,0.01379489,1.02788153,0.57000821,0.32130757,0.63118001,0.05621193
-5.34567284,1.56795691,0.11109351,0.01250877,0.01398723,1.05920893,0.58220536,0.33249678,0.63985403,0.05908470
-5.33966983,1.60958108,0.11120350,0.01313787,0.01412558,1.09008862,0.59352436,0.34370073,0.64587374,0.06225704
-5.33366683,1.64976007,0.11070441,0.01379572,0.01420114,1.12054581,0.60391204,0.35497675,0.64901942,0.06574151
-5.32766383,1.68864102,0.10958560,0.01448811,0.01420681,1.15070752,0.61339116,0.36640189,0.64915755,0.06955464
-5.32166083,1.72651638,0.10785125,0.01522194,0.01413748,1.18079688,0.62206158,0.37806845,0.64624481,0.07371628
-5.31565783,1.76380876,0.10552015,0.01600500,0.01399012,1.21112217,0.63009794,0.39007825,0.64032871,0.07824858
-5.30965483,1.80104875,0.10262499,0.01684572,0.01376392,1.24206098,0.63774380,0.40253609,0.63154490,0.08317470
-5.30365183,1.83884658,0.09921116,0.01775275,0.01346023,1.27404012,0.64530225,0.41554241,0.62011119,0.08851718
-5.29764882,1.87785852,0.09533518,0.01873464,0.01308247,1.30751188,0.65312346,0.42918576,0.60631858,0.09429617
-5.29164582,1.91874982,0.09106268,0.01979931,0.01263600,1.34292778,0.66158934,0.44353536,0.59051975,0.10052744
-5.28564282,1.96215554,0.08646621,0.02095359,0.01212783,1.38071099,0.67109620,0.45863411,0.57311542,0.10722035
-5.27963982,2.00864124,0.08162284,0.02220271,0.01156637,1.42122852,0.68203582,0.47449246,0.55453935,0.11437582
-5.27363682,2.05866534,0.07661176,0.02354985,0.01096111,1.46476467,0.69477597,0.49108349,0.53524247,0.12198447
-5.26763382,2.11254506,0.07151188,0.02499562,0.01032223,1.51149698,0.70964112,0.50833949,0.51567694,0.13002489
-5.26163082,2.17042753,0.06639956,0.02653767,0.00966032,1.56147594,0.72689430,0.52615021,0.49628070,0.13846236
-5.25562781,2.23226770,0.06134657,0.02817035,0.00898595,1.61460949,0.74672089,0.54436309,0.47746329,0.14724788
-5.24962481,2.29781421,0.05641839,0.02988449,0.00830942,1.67065334,0.76921524,0.56278527,0.45959335,0.15631782
-5.24362181,2.36660422,0.05167273,0.03166726,0.00764046,1.72920769,0.79437083,0.58118761,0.44298822,0.16559400
-5.23761881,2.43796751,0.04715850,0.03350213,0.00698798,1.78972083,0.82207439,0.59931045,0.42790615,0.17498453
-5.23161581,2.51104012,0.04291512,0.03536910,0.00635990,1.85149953,0.85210460,0.61687093,0.41454121,0.18438522
-5.22561281,2.58478710,0.03897224,0.03724492,0.00576300,1.91372633,0.88413544,0.63357161,0.40302087,0.19368155
-5.21960980,2.65803360,0.03534973,0.03910353,0.00520290,1.97548282,0.91774413,0.64911001,0.39340653,0.20275135
-5.21360680,2.72950312,0.03205811,0.04091669,0.00468398,2.03577837,0.95242355,0.66318876,0.38569640,0.21146788
-5.20760380,2.79786143,0.02909916,0.04265463,0.00420945,2.09358302,0.98759868,0.67552583,0.37983086,0.21970339
-5.20160080,2.86176442,0.02646680,0.04428685,0.00378142,2.14786339,1.02264627,0.68586452,0.37569966,0.22733290
-5.19559780,2.91990773,0.02414814,0.04578305,0.00340099,2.19761996,1.05691714,0.69398267,0.37315064,0.23423819
-5.18959480,2.97107619,0.02212467,0.04711401,0.00306844,2.24192422,1.08975994,0.69970090,0.37199956,0.24031172
-5.18359180,3.01419088,0.02037346,0.04825259,0.00278332,2.27995410,1.12054550,0.70288930,0.37204043,0.24546038
-5.17758879,3.04835180,0.01886846,0.04917457,0.00254467,2.31102609,1.14869055,0.70347252,0.37305590,0.24960885
-5.17158579,3.07287413,0.01758167,0.04985956,0.00235113,2.33462265,1.17367984,0.70143285,0.37482731,0.25270254
-5.16558279,3.08731681,0.01648432,0.05029174,0.00220114,2.35041370,1.19508553,0.69681141,0.37714392,0.25470974
-5.15957979,3.09150182,0.01554791,0.05046045,0.00209307,2.35827111,1.21258315,0.68970718,0.37981099,0.25562319
-5.15357679,3.08552367,0.01474513,0.05036066,0.00202532,2.35827577,1.22596327,0.68027410,0.38265645,0.25546063
-5.14757379,3.06974851,0.01405060,0.04999324,0.00199641,2.35071670,1.23513845,0.66871632,0.38553598,0.25426462
-5.14157079,3.04480308,0.01344153,0.04936500,0.00200507,2.33608246,1.24014526,0.65528184,0.38833634,0.25210142
-5.13556778,3.01155407,0.01289816,0.04848857,0.00205028,2.31504510,1.24114119,0.64025479,0.39097712,0.24905902
-5.12956478,2.97107881,0.01240405,0.04738211,0.00213124,2.28843760,1.23839697,0.62394668,0.39341072,0.24524447
-5.12356178,2.92462882,0.01194628,0.04606870,0.00224739,2.25722566,1.23228451,0.60668714,0.39562098,0.24078051
-5.11755878,2.87358773,0.01151541,0.04457574,0.00239835,2.22247527,1.22326118,0.58881422,0.39762050,0.23580175
-5.11155578,2.81942560,0.01110547,0.04293410,0.00258385,2.18531748,1.21185144,0.57066497,0.39944709,0.23045049
-5.10555278,2.76365150,0.01071373,0.04117721,0.00280366,2.14691178,1.19862648,0.55256638,0.40115939,0.22487238
-5.09954977,2.70776651,0.01034047,0.03934007,0.00305748,2.10840984,1.18418306,0.53482718,0.40283227,0.21921211
-5.09354677,2.65321888,0.00998864,0.03745830,0.00334488,2.07092088,1.16912247,0.51773059,0.40455208,0.21360926
-5.08754377,2.60136311,0.00966358,0.03556707,0.00366515,2.03548020,1.15403050,0.50152845,0.40641213,0.20819456
-5.08154077,2.55342451,0.00937261,0.03370027,0.00401723,2.00302175,1.13945934,0.48643655,0.40850866,0.20308654
-5.07553777,2.51047017,0.00912472,0.03188956,0.00439967,1.97435584,1.12591198,0.47263159,0.41093734,0.19838884
-5.06953477,2.47338733,0.00893022,0.03016371,0.00481048,1.95015254,1.11382978,0.46024945,0.41379060,0.19418815
-5.06353177,2.44286940,0.00880042,0.02854795,0.00524719,1.93093103,1.10358334,0.44938496,0.41715576,0.19055286
-5.05752876,2.41940983,0.00874738,0.02706353,0.00570676,1.91705498,1.09546703,0.44009287,0.42111391,0.18753243
-5.05152576,2.40330332,0.00878362,0.02572742,0.00618562,1.90873382,1.08969692,0.43238999,0.42573954,0.18515747
-5.04552276,2.39465408,0.00892192,0.02455211,0.00667973,1.90602928,1.08641208,0.42625835,0.43110088,0.18344045
-5.03951976,2.39338995,0.00917510,0.02354565,0.00718461,1.90886671,1.08567877,0.42164905,0.43726053,0.18237698
-5.03351676,2.39928162,0.00955587,0.02271179,0.00769544,1.91705024,1.08749707,0.41848669,0.44427653,0.18194761
-5.02751376,2.41196557,0.01007658,0.02205016,0.00820718,1.93028097,1.09180942,0.41667418,0.45220342,0.18211995
-5.02151076,2.43096958,0.01074909,0.02155669,0.00871470,1.94817706,1.09851046,0.41609768,0.46109320,0.18285109
-5.01550775,2.45573934,0.01158449,0.02122401,0.00921289,1.97029480,1.10745748,0.41663152,0.47099599,0.18409018
-5.00950475,2.48566513,0.01259292,0.02104198,0.00969682,1.99614973,1.11848100,0.41814291,0.48196020,0.18578095
-5.00350175,2.52010718,0.01378329,0.02099815,0.01016184,2.02523665,1.13139476,0.42049634,0.49403219,0.18786422
-4.99749875,2.55841870,0.01516296,0.02107837,0.01060369,2.05704794,1.14600479,0.42355746,0.50725516,0.19028015
-4.99149575,2.59996578,0.01673741,0.02126729,0.01101864,2.09108929,1.16211707,0.42719642,0.52166747,0.19297026
-4.98549275,2.64414325,0.01850995,0.02154891,0.01140350,2.12689234,1.17954344,0.43129056,0.53730028,0.19587904
-4.97948974,2.69038632,0.02048132,0.02190700,0.01175570,2.16402390,1.19810574,0.43572646,0.55417456,0.19895517
-4.97348674,2.73817748,0.02264936,0.02232557,0.01207328,2.20209143,1.21763799,0.44040116,0.57229783,0.20215230
-4.96748374,2.78704890,0.02500875,0.02278923,0.01235489,2.24074493,1.23798666,0.44522284,0.59166056,0.20542934
-4.96148074,2.83658049,0.02755070,0.02328343,0.01259972,2.27967532,1.25900933,0.45011076,0.61223257,0.20875042
-4.95547774,2.88639432,0.03026284,0.02379475,0.01280747,2.31860985,1.28057190,0.45499463,0.63395975,0.21208430
-4.94947474,2.93614589,0.03312916,0.02431101,0.01297825,2.35730496,1.30254478,0.45981350,0.65676115,0.21540363
-4.94347174,2.98551342,0.03613001,0.02482136,0.01311245,2.39553748,1.32479841,0.46451431,0.68052692,0.21868385
-4.93746873,3.03418605,0.03924237,0.02531634,0.01321074,2.43309481,1.34719864,0.46905017,0.70511712,0.22190195
-4.93146573,3.08185207,0.04244012,0.02578781,0.01327389,2.46976514,1.36960236,0.47337857,0.73036164,0.22503530
-4.92546273,3.12818826,0.04569454,0.02622895,0.01330274,2.50532837,1.39185387,0.47745971,0.75606150,0.22806040
-4.91945973,3.17285133,0.04897491,0.02663411,0.01329815,2.53954867,1.41378225,0.48125491,0.78199126,0.23095189
-4.91345673,3.21547227,0.05224918,0.02699874,0.01326093,2.57216924,1.43520013,0.48472546,0.80790288,0.23368183
-4.90745373,3.25565417,0.05548480,0.02731927,0.01319185,2.60290988,1.45590396,0.48783183,0.83353057,0.23621927
-4.90145073,3.29297391,0.05864950,0.02759300,0.01309164,2.63146754,1.47567588,0.49053337,0.85859681,0.23853023
-4.89544772,3.32698763,0.06171213,0.02781799,0.01296103,2.65751997,1.49428706,0.49278852,0.88281895,0.24057805
-4.88944472,3.35723994,0.06464349,0.02799297,0.01280078,2.68073233,1.51150239,0.49455551,0.90591629,0.24232425
-4.88344172,3.38327600,0.06741701,0.02811729,0.01261171,2.70076618,1.52708627,0.49579348,0.92761731,0.24372956
-4.87743872,3.40465613,0.07000936,0.02819083,0.01239483,2.71729059,1.54080896,0.49646400,0.94766655,0.24475547
-4.87143572,3.42097152,0.07240095,0.02821401,0.01215131,2.72999427,1.55245336,0.49653276,0.96583099,0.24536578
-4.86543272,3.43186054,0.07457619,0.02818773,0.01188261,2.73859826,1.56182155,0.49597143,0.98190547,0.24552844
-4.85942971,3.43702410,0.07652367,0.02811338,0.01159046,2.74286808,1.56874082,0.49475942,0.99571706,0.24521728
-4.85342671,3.43623955,0.07823608,0.02799280,0.01127688,2.74262488,1.57306885,0.49288559,1.00712812,0.24441365
-4.84742371,3.42937196,0.07971003,0.02782830,0.01094420,2.73775458,1.57469777,0.49034959,1.01603804,0.24310788
-4.84142071,3.41638234,0.08094574,0.02762263,0.01059505,2.72821487,1.57355687,0.48716287,1.02238360,0.24130043
-4.83541771,3.39733239,0.08194655,0.02737893,0.01023226,2.71403946,1.56961405,0.48334931,1.02613818,0.23900262
-4.82941471,3.37238557,0.08271848,0.02710075,0.00985886,2.69533961,1.56287593,0.47894531,1.02730990,0.23623700
-4.82341171,3.34180471,0.08326963,0.02679195,0.00947796,2.67230291,1.55338679,0.47399951,1.02593894,0.23303724
-4.81740870,3.30594629,0.08360972,0.02645667,0.00909272,2.64518961,1.54122660,0.46857200,1.02209430,0.22944759
-4.81140570,3.26525203,0.08374955,0.02609923,0.00870622,2.61432672,1.52650828,0.46273321,1.01587035,0.22552192
-4.80540270,3.22023821,0.08370064,0.02572413,0.00832141,2.58010036,1.50937454,0.45656246,1.00738327,0.22132242
-4.79939970,3.17148328,0.08347487,0.02533587,0.00794102,2.54294671,1.48999440,0.45014617,0.99676772,0.21691791
-4.79339670,3.11961436,0.08308429,0.02493896,0.00756753,2.50334207,1.46855970,0.44357604,0.98417376,0.21238202
-4.78739370,3.06529310,0.08254094,0.02453777,0.00720309,2.46179216,1.44528159,0.43694688,0.96976423,0.20779109
-4.78139070,3.00920115,0.08185685,0.02413650,0.00684950,2.41882121,1.42038705,0.43035452,0.95371241,0.20322208
-4.77538769,2.95202559,0.08104399,0.02373907,0.00650822,2.37496072,1.39411559,0.42389355,0.93620007,0.19875036
-4.76938469,2.89444448,0.08011436,0.02334908,0.00618034,2.33073818,1.36671567,0.41765500,0.91741567,0.19444759
-4.76338169,2.83711248,0.07907996,0.02296972,0.00586665,2.28666580,1.33844116,0.41172410,0.89755253,0.19037973
-4.75737869,2.78064669,0.07795289,0.02260372,0.00556759,2.24322912,1.30954737,0.40617795,0.87680694,0.18660512
-4.75137569,2.72561273,0.07674524,0.02225329,0.00528336,2.20087575,1.28028668,0.40108320,0.85537594,0.18317286
-4.74537269,2.67251125,0.07546901,0.02192005,0.00501392,2.16000424,1.25090377,0.39649386,0.83345465,0.18012136
-4.73936968,2.62176490,0.07413595,0.02160503,0.00475904,2.12095332,1.22163037,0.39244916,0.81123327,0.17747720
-4.73336668,2.57370637,0.07275731,0.02130861,0.00451832,2.08399184,1.19267971,0.38897170,0.78889351,0.17525433
-4.72736368,2.52856786,0.07134349,0.02103051,0.00429126,2.04930971,1.16424081,0.38606576,0.76660480,0.17345356
-4.72136068,2.48647249,0.06990375,0.02076981,0.00407728,2.01701058,1.13647296,0.38371619,0.74452027,0.17206252
-4.71535768,2.44742847,0.06844585,0.02052495,0.00387569,1.98710657,1.10950073,0.38188765,0.72277288,0.17105594
-4.70935468,2.41132666,0.06697565,0.02029379,0.00368580,1.95951580,1.08340986,0.38052468,0.70147184,0.17039643
-4.70335168,2.37794209,0.06549693,0.02007371,0.00350684,1.93406319,1.05824440,0.37955232,0.68069968,0.17003563
-4.69734867,2.34693998,0.06401115,0.01986173,0.00333804,1.91048493,1.03400558,0.37887773,0.66051022,0.16991579
-4.69134567,2.31788657,0.06251738,0.01965461,0.00317859,1.88843693,1.01065247,0.37839253,0.64092774,0.16997176
-4.68534267,2.29026470,0.06101242,0.01944910,0.00302767,1.86750720,0.98810479,0.37797601,0.62194737,0.17013331
-4.67933967,2.26349400,0.05949093,0.01924206,0.00288445,1.84723199,0.96624777,0.37749914,0.60353693,0.17032769
-4.67333667,2.23695484,0.05794587,0.01903073,0.00274808,1.82711516,0.94493898,0.37682915,0.58564015,0.17048242
-4.66733367,2.21001545,0.05636891,0.01881294,0.00261774,1.80665006,0.92401683,0.37583465,0.56818108,0.17052812
-4.66133067,2.18206063,0.05475103,0.01858729,0.00249262,1.78534288,0.90331040,0.37439089,0.55106964,0.17040133
-4.65532766,2.15252097,0.05308319,0.01835340,0.00237194,1.76273641,0.88264994,0.37238507,0.53420783,0.17004711
-4.64932466,2.12090085,0.05135699,0.01811201,0.00225498,1.73843284,0.86187757,0.36972135,0.51749637,0.16942139
-4.64332166,2.08680372,0.04956531,0.01786513,0.00214108,1.71211440,0.84085752,0.36632521,0.50084137,0.16849288
