energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.35767884,12.83620540,0.04207022,1.55375211,3.25774699,4.07991033,0.02540759,5.10470287,2.18223648,1.11582179
-5.35167584,13.05862943,0.04238542,1.58526742,3.31501654,4.16492763,0.02573603,5.18388800,2.25184161,1.11964285
-5.34567284,13.24104245,0.04262355,1.61164258,3.36276178,4.23681465,0.02598620,5.24769179,2.31603260,1.11934510
-5.33966983,13.38062631,0.04278265,1.63249594,3.40048264,4.29437186,0.02615796,5.29509467,2.37386552,1.11494583
-5.33366683,13.47524865,0.04286059,1.64755371,3.42783720,4.33666138,0.02625362,5.32530036,2.42445444,1.10653942
-5.32766383,13.52353233,0.04285521,1.65665820,3.44465130,4.36303665,0.02627814,5.33776081,2.46699297,1.09429747
-5.32166083,13.52490856,0.04276469,1.65977272,3.45092393,4.37316510,0.02623920,5.33219727,2.50077519,1.07846697
-5.31565783,13.47965047,0.04258780,1.65698273,3.44682821,4.36704268,0.02614722,5.30861596,2.52521525,1.05936640
-5.30965483,13.38888460,0.04232423,1.64849318,3.43270746,4.34499916,0.02601526,5.26731751,2.53986469,1.03737990
-5.30365183,13.25457846,0.04197497,1.63462184,3.40906628,4.30769368,0.02585885,5.20889917,2.54442666,1.01294939
-5.29764882,13.07950339,0.04154252,1.61578895,3.37655656,4.25610029,0.02569566,5.13424901,2.53876638,0.98656506
-5.29164582,12.86717295,0.04103119,1.59250347,3.33595900,4.19148371,0.02554513,5.04453201,2.52291713,0.95875420
-5.28564282,12.62175804,0.04044716,1.56534635,3.28816040,4.11536594,0.02542799,4.94116773,2.49708146,0.93006891
-5.27963982,12.34798136,0.03979862,1.53495174,3.23412765,4.02948479,0.02536568,4.82580031,2.46162747,0.90107283
-5.27363682,12.05099453,0.03909564,1.50198669,3.17487931,3.93574585,0.02537970,4.70026121,2.41708006,0.87232746
-5.26763382,11.73624222,0.03835006,1.46713033,3.11145598,3.83616950,0.02549094,4.56652609,2.36410750,0.84437844
-5.26163082,11.40931828,0.03757521,1.43105343,3.04489063,3.73283509,0.02571895,4.42666712,2.30350379,0.81774230
-5.25562781,11.07581933,0.03678551,1.39439925,2.97618026,3.62782429,0.02608125,4.28280246,2.23616744,0.79289402
-5.24962481,10.74120129,0.03599610,1.35776637,2.90625994,3.52316573,0.02659264,4.13704482,2.16307765,0.77025604
-5.24362181,10.41064448,0.03522225,1.32169434,2.83598068,3.42078305,0.02726456,3.99145093,2.08526858,0.75018883
-5.23761881,10.08893211,0.03447890,1.28665254,2.76609172,3.32244810,0.02810459,3.84797394,2.00380304,0.73298363
-5.23161581,9.78034658,0.03378012,1.25303266,2.69722822,3.22974080,0.02911598,3.70842045,1.91974633,0.71885740
-5.22561281,9.48858686,0.03313855,1.22114492,2.62990465,3.14401700,0.03029735,3.57441375,1.83414143,0.70795025
-5.21960980,9.21670931,0.03256502,1.19121787,2.56451394,3.06638494,0.03164257,3.44736436,1.74798623,0.70032529
-5.21360680,8.96709280,0.03206811,1.16340154,2.50133218,2.99769066,0.03314074,3.32844889,1.66221362,0.69597100
-5.20760380,8.74142804,0.03165391,1.13777337,2.44052824,2.93851237,0.03477636,3.21859740,1.57767497,0.69480571
-5.20160080,8.54072955,0.03132583,1.11434643,2.38217755,2.88916305,0.03652964,3.11848930,1.49512729,0.69668415
-5.19559780,8.36536786,0.03108453,1.09307908,2.32627876,2.84970063,0.03837701,3.02855730,1.41522432,0.70140555
-5.18959480,8.21511853,0.03092799,1.07388538,2.27277220,2.81994436,0.04029170,2.94899851,1.33851135,0.70872291
-5.18359180,8.08922399,0.03085163,1.05664553,2.22155870,2.79949630,0.04224447,2.87979146,1.26542372,0.71835291
-5.17758879,7.98646403,0.03084858,1.04121554,2.17251752,2.78776626,0.04420439,2.82071770,1.19628847,0.72998611
-5.17158579,7.90523043,0.03090997,1.02743577,2.12552223,2.78399903,0.04613968,2.77138644,1.13132881,0.74329664
-5.16558279,7.84360200,0.03102533,1.01513775,2.08045351,2.78730250,0.04801858,2.73126066,1.07067074,0.75795135
-5.15957979,7.79941636,0.03118294,1.00414909,2.03720814,2.79667558,0.04981017,2.69968329,1.01435140,0.77361769
-5.15357679,7.77033589,0.03137025,0.99429654,1.99570397,2.81103513,0.05148512,2.67590218,0.96232851,0.78997019
-5.14757379,7.75390596,0.03157427,0.98540715,1.95588052,2.82924141,0.05301644,2.65909306,0.91449040,0.80669544
-5.14157079,7.74760474,0.03178194,0.97730804,1.91769575,2.85012159,0.05437997,2.64837966,0.87066627,0.82349535
-5.13556778,7.74888457,0.03198042,0.96982495,1.88111951,2.87249146,0.05555491,2.64285083,0.83063632,0.84008897
-5.12956478,7.75520578,0.03215740,0.96278031,1.84612447,2.89517552,0.05652412,2.64157468,0.79414147,0.85621288
-5.12356178,7.76406472,0.03230130,0.95599120,1.81267563,2.91702570,0.05727427,2.64361021,0.76089252,0.87162056
-5.11755878,7.77301778,0.03240145,0.94926787,1.78071957,2.93693930,0.05779596,2.64801680,0.73057875,0.88608109
-5.11155578,7.77970374,0.03244821,0.94241308,1.75017444,2.95387633,0.05808357,2.65386258,0.70287582,0.89937753
-5.10555278,7.78186650,0.03243308,0.93522287,1.72092197,2.96687680,0.05813518,2.66023234,0.67745311,0.91130540
-5.09954977,7.77737987,0.03234878,0.92748877,1.69280217,2.97507801,0.05795228,2.66623575,0.65398052,0.92167173
-5.09354677,7.76427581,0.03218925,0.91900163,1.66561148,2.97773176,0.05753949,2.67101672,0.63213473,0.93029481
-5.08754377,7.74077647,0.03194973,0.90955695,1.63910483,2.97422141,0.05690424,2.67376415,0.61160509,0.93700505
-5.08154077,7.70532988,0.03162678,0.89896146,1.61300143,2.96407810,0.05605643,2.67372434,0.59209907,0.94164695
-5.07553777,7.65664821,0.03121831,0.88704061,1.58699431,2.94699563,0.05500814,2.67021511,0.57334736,0.94408213
-5.06953477,7.59374698,0.03072363,0.87364638,1.56076294,2.92284306,0.05377329,2.66264092,0.55510841,0.94419339
-5.06353177,7.51598278,0.03014344,0.85866509,1.53398809,2.89167414,0.05236739,2.65050876,0.53717269,0.94188943
-5.05752876,7.42308695,0.02947989,0.84202448,1.50636823,2.85373274,0.05080735,2.63344360,0.51936619,0.93711001
-5.05152576,7.31519245,0.02873657,0.82369954,1.47763612,2.80945337,0.04911122,2.61120265,0.50155342,0.92983096
-5.04552276,7.19285134,0.02791851,0.80371683,1.44757473,2.75945616,0.04729811,2.58368732,0.48363964,0.92006880
-5.03951976,7.05704048,0.02703211,0.78215670,1.41603139,2.70453596,0.04538797,2.55095201,0.46557229,0.90788434
-5.03351676,6.90915401,0.02608509,0.75915339,1.38292928,2.64564534,0.04340150,2.51320879,0.44734160,0.89338511
-5.02751376,6.75098161,0.02508640,0.73489283,1.34827556,2.58387184,0.04136005,2.47082752,0.42898038,0.87672612
-5.02151076,6.58467261,0.02404598,0.70960826,1.31216575,2.52041000,0.03928539,2.42433104,0.41056291,0.85810881
-5.01550775,6.41268694,0.02297469,0.68357383,1.27478398,2.45652900,0.03719964,2.37438544,0.39220312,0.83777824
-5.00950475,6.23773463,0.02188397,0.65709664,1.23639935,2.39353737,0.03512503,2.32178580,0.37405198,0.81601839
-5.00350175,6.06270642,0.02078568,0.63050748,1.19735863,2.33274581,0.03308373,2.26743802,0.35629439,0.79314594
-4.99749875,5.89059875,0.01969177,0.60415089,1.15807566,2.27543001,0.03109760,2.21233758,0.33914549,0.76950271
-4.99149575,5.72443641,0.01861405,0.57837496,1.11901839,2.22279492,0.02918794,2.15754629,0.32284666,0.74544720
-4.98549275,5.56719643,0.01756392,0.55352147,1.08069411,2.17594194,0.02737524,2.10416820,0.30766120,0.72134568
-4.97948974,5.42173675,0.01655210,0.52991663,1.04363370,2.13584061,0.02567890,2.05332563,0.29386991,0.69756320
-4.97348674,5.29073227,0.01558847,0.50786307,1.00837584,2.10330567,0.02411698,2.00613651,0.28176650,0.67445511
-4.96748374,5.17662095,0.01468184,0.48763301,0.97545171,2.07898055,0.02270596,1.96369353,0.27165291,0.65235930
-4.96148074,5.08156112,0.01383989,0.46946315,0.94537087,2.06332759,0.02146045,1.92704588,0.26383460,0.63158961
-4.95547774,5.00740083,0.01306904,0.45355097,0.91860871,2.05662508,0.02039308,1.89718362,0.25861565,0.61243050
-4.94947474,4.95565892,0.01237447,0.44005264,0.89559578,2.05897089,0.01951423,1.87502461,0.25629368,0.59513316
-4.94347174,4.92751661,0.01176015,0.42908229,0.87670899,2.07029192,0.01883192,1.86140369,0.25715448,0.57991288
-4.93746873,4.92381794,0.01122887,0.42071237,0.86226478,2.09035844,0.01835170,1.85706349,0.26146633,0.56694778
-4.93146573,4.94507671,0.01078237,0.41497488,0.85251385,2.11880221,0.01807655,1.86264601,0.26947376,0.55637841
-4.92546273,4.99148738,0.01042148,0.41186316,0.84763737,2.15513693,0.01800677,1.87868435,0.28139105,0.54830818
-4.91945973,5.06293731,0.01014622,0.41133395,0.84774423,2.19877981,0.01814004,1.90559379,0.29739508,0.54280416
-4.91345673,5.15901825,0.00995599,0.41330947,0.85286904,2.24907282,0.01847130,1.94366154,0.31761793,0.53989810
-4.90745373,5.27903494,0.00984965,0.41767923,0.86297065,2.30530260,0.01899283,1.99303508,0.34213924,0.53958720
-4.90145073,5.42201004,0.00982569,0.42430164,0.87793093,2.36671802,0.01969426,2.05370886,0.37097857,0.54183474
-4.89544772,5.58668472,0.00988227,0.43300519,0.89755387,2.43254471,0.02056262,2.12550999,0.40408806,0.54657018
-4.88944472,5.77151560,0.01001734,0.44358937,0.92156493,2.50199631,0.02158248,2.20808338,0.44134584,0.55368893
-4.88344172,5.97466937,0.01022860,0.45582534,0.94961093,2.57428237,0.02273607,2.30087779,0.48255051,0.56305180
-4.87743872,6.19401695,0.01051358,0.46945677,0.98126072,2.64861308,0.02400347,2.40313384,0.52741718,0.57448434
-4.87143572,6.42712993,0.01086956,0.48420072,1.01600706,2.72420156,0.02536285,2.51387571,0.57557555,0.58777627
-4.86543272,6.67128196,0.01129352,0.49974924,1.05327007,2.80026431,0.02679079,2.63190803,0.62657039,0.60268149
-4.85942971,6.92345819,0.01178212,0.51577159,1.09240267,2.87602073,0.02826260,2.75581947,0.67986481,0.61891873
-4.85342671,7.18037507,0.01233159,0.53191748,1.13269839,2.95069262,0.02975279,2.88399429,0.73484651,0.63617337
-4.84742371,7.43851285,0.01293765,0.54782151,1.17340173,3.02350464,0.03123549,3.01463266,0.79083716,0.65410059
-4.84142071,7.69416188,0.01359549,0.56310875,1.21372123,3.09368631,0.03268498,3.14578015,0.84710481,0.67232996
-4.83541771,7.94348307,0.01429966,0.57740155,1.25284501,3.16047630,0.03407624,3.27536622,0.90287914,0.69047174
-4.82941471,8.18258184,0.01504408,0.59032737,1.28995870,3.22312933,0.03538550,3.40125084,0.95736914,0.70812455
-4.82341171,8.40759347,0.01582204,0.60152761,1.32426504,3.28092561,0.03659082,3.52127789,1.00978263,0.72488453
-4.81740870,8.61477723,0.01662621,0.61066678,1.35500463,3.33318282,0.03767259,3.63333330,1.05934698,0.74035545
-4.81140570,8.80061524,0.01744869,0.61744196,1.38147690,3.37927000,0.03861404,3.73540568,1.10533008,0.75415955
-4.80540270,8.96191175,0.01828112,0.62159195,1.40306054,3.41862275,0.03940165,3.82564648,1.14706076,0.76594849
-4.79939970,9.09588796,0.01911480,0.62290564,1.41923215,3.45075882,0.04002552,3.90242711,1.18394777,0.77541401
-4.79339670,9.20026752,0.01994082,0.62122916,1.42958248,3.47529311,0.04047956,3.96438994,1.21549630,0.78229765
-4.78739370,9.27334800,0.02075021,0.61647156,1.43382913,3.49195110,0.04076168,4.01049085,1.24132140,0.78639910
-4.78139070,9.31405454,0.02153412,0.60860840,1.43182521,3.50057970,0.04087380,4.04003087,1.26115758,0.78758266
-4.77538769,9.32197240,0.02228403,0.59768321,1.42356329,3.50115478,0.04082174,4.05267554,1.27486411,0.78578157
-4.76938469,9.29735653,0.02299187,0.58380670,1.40917450,3.49378456,0.04061502,4.04846081,1.28242578,0.78099980
-4.76338169,9.24111734,0.02365023,0.56715359,1.38892264,3.47870865,0.04026659,4.02778545,1.28394920,0.77331138
-4.75737869,9.15478345,0.02425247,0.54795717,1.36319366,3.45629247,0.03979239,3.99139024,1.27965464,0.76285721
-4.75137569,9.04044303,0.02479288,0.52650202,1.33248097,3.42701717,0.03921097,3.94032537,1.26986419,0.74983955
-4.74537269,8.90066696,0.02526680,0.50311494,1.29736726,3.39146565,0.03854291,3.87590772,1.25498651,0.73451454
-4.73936968,8.73841771,0.02567062,0.47815471,1.25850378,3.35030504,0.03781032,3.79967054,1.23549936,0.71718309
-4.73336668,8.55694853,0.02600190,0.45200100,1.21658807,3.30426679,0.03703628,3.71330799,1.21193054,0.69818069
-4.72736368,8.35969793,0.02625935,0.42504305,1.17234113,3.25412517,0.03624431,3.61861754,1.18483830,0.67786658
-4.72136068,8.15018469,0.02644280,0.39766845,1.12648516,3.20067521,0.03545780,3.51744297,1.15479235,0.65661295
-4.71535768,7.93190781,0.02655317,0.37025259,1.07972279,3.14471130,0.03469954,3.41162061,1.12235598,0.63479443
-4.70935468,7.70825592,0.02659239,0.34314914,1.03271852,3.08700726,0.03399124,3.30293100,1.08807052,0.61277856
-4.70335168,7.48242933,0.02656334,0.31668186,0.98608325,3.02829868,0.03335308,3.19305787,1.05244234,0.59091738
-4.69734867,7.25737726,0.02646969,0.29113801,0.94036209,2.96926838,0.03280336,3.08355551,1.01593314,0.56954049
-4.69134567,7.03575147,0.02631582,0.26676345,0.89602591,2.91053515,0.03235812,2.97582531,0.97895344,0.54894973
-4.68534267,6.81987679,0.02610668,0.24375959,0.85346649,2.85264621,0.03203082,2.87110134,0.94185954,0.52941537
-4.67933967,6.61173764,0.02584764,0.22228199,0.81299511,2.79607323,0.03183209,2.77044449,0.90495364,0.51117391
-4.67333667,6.41297912,0.02554440,0.20244066,0.77484439,2.74121164,0.03176947,2.67474423,0.86848663,0.49442716
-4.66733367,6.22492038,0.02520280,0.18430179,0.73917266,2.68838297,0.03184720,2.58472660,0.83266336,0.47934249
-4.66133067,6.04857757,0.02482873,0.16789066,0.70607053,2.63783958,0.03206604,2.50096690,0.79764948,0.46605392
-4.65532766,5.88469355,0.02442799,0.15319557,0.67556889,2.58977123,0.03242317,2.42390534,0.76357942,0.45466372
-4.64932466,5.73377131,0.02400619,0.14017244,0.64764785,2.54431289,0.03291209,2.35386419,0.73056477,0.44524444
-4.64332166,5.59610871,0.02356864,0.12874988,0.62224599,2.50155312,0.03352261,2.29106488,0.69870254,0.43784081
