energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.66383192,1.43472247,0.19736128,0.41709799,0.03999589,0.06457870,0.11241479,0.35819637,0.29089689,0.05773336
-5.65782891,1.42362646,0.19062878,0.41557215,0.04075023,0.06242077,0.11747562,0.35349398,0.28234043,0.05685797
-5.65182591,1.41937214,0.18578489,0.41497266,0.04151568,0.06080988,0.12277643,0.35151937,0.27582458,0.05628360
-5.64582291,1.42180476,0.18281623,0.41520170,0.04230042,0.05972904,0.12823273,0.35228311,0.27143994,0.05601548
-5.63981991,1.43059655,0.18166812,0.41613505,0.04311305,0.05914918,0.13374968,0.35573253,0.26924125,0.05604980
-5.63381691,1.44526516,0.18224767,0.41762863,0.04396210,0.05903065,0.13922481,0.36175536,0.26924957,0.05637413
-5.62781391,1.46519574,0.18442741,0.41952558,0.04485537,0.05932503,0.14455120,0.37018473,0.27145479,0.05696805
-5.62181091,1.48966576,0.18804942,0.42166343,0.04579930,0.05997699,0.14962085,0.38080532,0.27581880,0.05780398
-5.61580790,1.51787187,0.19292996,0.42388113,0.04679829,0.06092622,0.15432818,0.39336066,0.28227897,0.05884823
-5.60980490,1.54895789,0.19886435,0.42602581,0.04785405,0.06210935,0.15857356,0.40756106,0.29075193,0.06006214
-5.60380190,1.58204315,0.20563217,0.42795892,0.04896510,0.06346186,0.16226675,0.42309239,0.30113750,0.06140338
-5.59779890,1.61625034,0.21300268,0.42956159,0.05012632,0.06491988,0.16532999,0.43962506,0.31332279,0.06282728
-5.59179590,1.65073197,0.22074028,0.43073903,0.05132872,0.06642185,0.16770080,0.45682332,0.32718610,0.06428822
-5.58579290,1.68469488,0.22861011,0.43142384,0.05255932,0.06791004,0.16933423,0.47435435,0.34260069,0.06574094
-5.57978989,1.71742173,0.23638342,0.43157803,0.05380135,0.06933189,0.17020459,0.49189700,0.35943810,0.06714188
-5.57378689,1.74828909,0.24384284,0.43119381,0.05503450,0.07064107,0.17030643,0.50914995,0.37757088,0.06845037
-5.56778389,1.77678135,0.25078725,0.43029300,0.05623551,0.07179839,0.16965493,0.52583881,0.39687456,0.06962972
-5.56178089,1.80249997,0.25703616,0.42892513,0.05737888,0.07277229,0.16828549,0.54172218,0.41722873,0.07064809
-5.55577789,1.82516786,0.26243347,0.42716426,0.05843768,0.07353926,0.16625263,0.55659620,0.43851706,0.07147930
-5.54977489,1.84462853,0.26685046,0.42510469,0.05938453,0.07408377,0.16362824,0.57029753,0.46062624,0.07210325
-5.54377189,1.86084017,0.27018790,0.42285557,0.06019262,0.07439808,0.16049915,0.58270466,0.48344383,0.07250629
-5.53776888,1.87386480,0.27237718,0.42053489,0.06083672,0.07448170,0.15696423,0.59373738,0.50685511,0.07268128
-5.53176588,1.88385307,0.27338049,0.41826276,0.06129409,0.07434068,0.15313100,0.60335458,0.53073908,0.07262734
-5.52576288,1.89102515,0.27318996,0.41615453,0.06154542,0.07398662,0.14911200,0.61155032,0.55496396,0.07234957
-5.51975988,1.89564894,0.27182578,0.41431399,0.06157547,0.07343560,0.14502088,0.61834860,0.57938228,0.07185837
-5.51375688,1.89801629,0.26933359,0.41282682,0.06137363,0.07270697,0.14096859,0.62379693,0.60382635,0.07116870
-5.50775388,1.89841865,0.26578091,0.41175488,0.06093427,0.07182205,0.13705957,0.62795904,0.62810405,0.07029918
-5.50175088,1.89712340,0.26125326,0.41113136,0.06025684,0.07080296,0.13338820,0.63090735,0.65199585,0.06927105
-5.49574787,1.89435202,0.25584967,0.41095727,0.05934575,0.06967136,0.13003569,0.63271537,0.67525308,0.06810715
-5.48974487,1.89026133,0.24967820,0.41119930,0.05821014,0.06844747,0.12706736,0.63345060,0.69759802,0.06683079
-5.48374187,1.88492895,0.24285143,0.41178938,0.05686336,0.06714914,0.12453063,0.63316839,0.71872608,0.06546478
-5.47773887,1.87834380,0.23548224,0.41262581,0.05532238,0.06579120,0.12245354,0.63190700,0.73831003,0.06403047
-5.47173587,1.87040211,0.22768009,0.41357614,0.05360709,0.06438506,0.12084410,0.62968425,0.75600649,0.06254694
-5.46573287,1.86090950,0.21954785,0.41448157,0.05173953,0.06293847,0.11969031,0.62649590,0.77146445,0.06103039
-5.45972986,1.84958876,0.21117934,0.41516273,0.04974312,0.06145565,0.11896097,0.62231591,0.78433549,0.05949365
-5.45372686,1.83609325,0.20265772,0.41542661,0.04764189,0.05993758,0.11860714,0.61709848,0.79428538,0.05794602
-5.44772386,1.82002506,0.19405462,0.41507429,0.04545979,0.05838249,0.11856428,0.61078185,0.80100647,0.05639315
-5.44172086,1.80095691,0.18543007,0.41390913,0.04322006,0.05678658,0.11875495,0.60329349,0.80423023,0.05483727
-5.43571786,1.77845683,0.17683306,0.41174498,0.04094475,0.05514477,0.11909192,0.59455644,0.80373930,0.05327756
-5.42971486,1.75211395,0.16830279,0.40841414,0.03865433,0.05345158,0.11948166,0.58449637,0.79937844,0.05171060
-5.42371186,1.72156431,0.15987029,0.40377454,0.03636740,0.05170205,0.11982793,0.57304900,0.79106369,0.05013107
-5.41770885,1.68651500,0.15156040,0.39771591,0.03410056,0.04989252,0.12003547,0.56016724,0.77878921,0.04853243
-5.41170585,1.64676567,0.14339387,0.39016463,0.03186836,0.04802142,0.12001359,0.54582793,0.76263147,0.04690768
-5.40570285,1.60222591,0.13538949,0.38108706,0.02968331,0.04608991,0.11967940,0.53003746,0.74275040,0.04525008
-5.39969985,1.55292808,0.12756613,0.37049122,0.02755601,0.04410237,0.11896080,0.51283617,0.71938751,0.04355386
-5.39369685,1.49903457,0.11994450,0.35842679,0.02549531,0.04206668,0.11779886,0.49430128,0.69286101,0.04181483
-5.38769385,1.44083960,0.11254868,0.34498351,0.02350846,0.03999446,0.11614965,0.47454805,0.66355806,0.04003085
-5.38169085,1.37876534,0.10540725,0.33028803,0.02160136,0.03790095,0.11398553,0.45372933,0.63192471,0.03820220
-5.37568784,1.31335280,0.09855404,0.31449956,0.01977868,0.03580492,0.11129561,0.43203341,0.59845382,0.03633177
-5.36968484,1.24524818,0.09202851,0.29780439,0.01804408,0.03372831,0.10808566,0.40968034,0.56367166,0.03442514
-5.36368184,1.17518526,0.08587582,0.28040978,0.01640035,0.03169586,0.10437739,0.38691697,0.52812372,0.03249047
-5.35767884,1.10396509,0.08014650,0.26253739,0.01484953,0.02973457,0.10020710,0.36401100,0.49236036,0.03053827
-5.35167584,1.03243376,0.07489590,0.24441659,0.01339302,0.02787323,0.09562392,0.34124421,0.45692297,0.02858109
-5.34567284,0.96145955,0.07018350,0.22627800,0.01203166,0.02614183,0.09068757,0.31890535,0.42233095,0.02663308
-5.33966983,0.89191034,0.06607192,0.20834755,0.01076578,0.02457099,0.08546598,0.29728291,0.38907024,0.02470951
-5.33366683,0.82463220,0.06262595,0.19084112,0.00959524,0.02319149,0.08003264,0.27665808,0.35758343,0.02282627
-5.32766383,0.76043006,0.05991144,0.17396012,0.00851950,0.02203374,0.07446401,0.25729817,0.32826186,0.02099933
-5.32166083,0.70005092,0.05799422,0.15788801,0.00753765,0.02112734,0.06883695,0.23945073,0.30143979,0.01924427
-5.31565783,0.64417012,0.05693897,0.14278780,0.00664843,0.02050071,0.06322638,0.22333842,0.27739053,0.01757583
-5.30965483,0.59338086,0.05680807,0.12880056,0.00585035,0.02018070,0.05770322,0.20915488,0.25632460,0.01600750
-5.30365183,0.54818692,0.05766051,0.11604488,0.00514168,0.02019230,0.05233258,0.19706158,0.23838962,0.01455125
-5.29764882,0.50899861,0.05955077,0.10461709,0.00452059,0.02055828,0.04717242,0.18718561,0.22367182,0.01321725
-5.29164582,0.47613153,0.06252767,0.09459223,0.00398523,0.02129899,0.04227255,0.17961852,0.21219889,0.01201376
-5.28564282,0.44980794,0.06663326,0.08602550,0.00353378,0.02243197,0.03767403,0.17441600,0.20394388,0.01094705
-5.27963982,0.43016010,0.07190168,0.07895408,0.00316461,0.02397170,0.03340895,0.17159842,0.19882996,0.01002140
-5.27363682,0.41723531,0.07835800,0.07339910,0.00287632,0.02592929,0.02950055,0.17115211,0.19673586,0.00923915
-5.26763382,0.41100207,0.08601710,0.06936772,0.00266785,0.02831213,0.02596359,0.17303124,0.19750161,0.00860086
-5.26163082,0.41135694,0.09488254,0.06685498,0.00253857,0.03112351,0.02280506,0.17716022,0.20093456,0.00810546
-5.25562781,0.41813175,0.10494552,0.06584552,0.00248829,0.03436232,0.02002489,0.18343654,0.20681554,0.00775039
-5.24962481,0.43110074,0.11618392,0.06631494,0.00251731,0.03802267,0.01761698,0.19173391,0.21490488,0.00753186
-5.24362181,0.44998741,0.12856144,0.06823083,0.00262639,0.04209356,0.01557007,0.20190560,0.22494837,0.00744497
-5.23761881,0.47447091,0.14202697,0.07155338,0.00281674,0.04655860,0.01386881,0.21378795,0.23668296,0.00748399
-5.23161581,0.50419176,0.15651413,0.07623566,0.00308990,0.05139580,0.01249467,0.22720388,0.24984207,0.00764243
-5.22561281,0.53875694,0.17194106,0.08222351,0.00344764,0.05657739,0.01142677,0.24196635,0.26416063,0.00791327
-5.21960980,0.57774420,0.18821054,0.08945525,0.00389178,0.06206983,0.01064272,0.25788179,0.27937950,0.00828901
-5.21360680,0.62070578,0.20521039,0.09786108,0.00442403,0.06783383,0.01011920,0.27475317,0.29524938,0.00876180
-5.20760380,0.66717152,0.22281422,0.10736244,0.00504570,0.07382463,0.00983252,0.29238297,0.31153410,0.00932348
-5.20160080,0.71665151,0.24088248,0.11787135,0.00575751,0.07999229,0.00975901,0.31057575,0.32801311,0.00996564
-5.19559780,0.76863838,0.25926391,0.12928978,0.00655926,0.08628222,0.00987533,0.32914033,0.34448331,0.01067959
-5.18959480,0.82260942,0.27779727,0.14150930,0.00744961,0.09263586,0.01015862,0.34789164,0.36075999,0.01145641
-5.18359180,0.87802866,0.29631332,0.15441087,0.00842576,0.09899137,0.01058664,0.36665212,0.37667711,0.01228690
-5.17758879,0.93434904,0.31463718,0.16786503,0.00948323,0.10528463,0.01113780,0.38525277,0.39208669,0.01316158
-5.17158579,0.99101497,0.33259076,0.18173246,0.01061563,0.11145019,0.01179114,0.40353373,0.40685766,0.01407066
-5.16558279,1.04746521,0.34999544,0.19586493,0.01181450,0.11742235,0.01252633,0.42134466,0.42087412,0.01500406
-5.15957979,1.10313633,0.36667487,0.21010672,0.01306922,0.12313633,0.01332362,0.43854483,0.43403324,0.01595141
-5.15357679,1.15746692,0.38245778,0.22429639,0.01436700,0.12852943,0.01416381,0.45500293,0.44624289,0.01690209
-5.14757379,1.20990239,0.39718080,0.23826902,0.01569289,0.13354215,0.01502826,0.47059699,0.45741934,0.01784528
-5.14157079,1.25990058,0.41069120,0.25185873,0.01702999,0.13811932,0.01589889,0.48521407,0.46748512,0.01877005
-5.13556778,1.30693801,0.42284953,0.26490150,0.01835969,0.14221116,0.01675830,0.49875022,0.47636718,0.01966546
-5.12956478,1.35051674,0.43353204,0.27723814,0.01966201,0.14577418,0.01758979,0.51111036,0.48399570,0.02052072
-5.12356178,1.39017167,0.44263282,0.28871736,0.02091605,0.14877202,0.01837756,0.52220851,0.49030343,0.02132532
-5.11755878,1.42547791,0.45006567,0.29919878,0.02210045,0.15117607,0.01910686,0.53196805,0.49522581,0.02206924
-5.11155578,1.45605821,0.45576558,0.30855584,0.02319405,0.15296600,0.01976415,0.54032223,0.49870179,0.02274308
-5.10555278,1.48158989,0.45968972,0.31667836,0.02417640,0.15412997,0.02033732,0.54721472,0.50067525,0.02333832
-5.09954977,1.50181108,0.46181811,0.32347482,0.02502844,0.15466478,0.02081588,0.55260033,0.50109708,0.02384743
-5.09354677,1.51652584,0.46215359,0.32887413,0.02573307,0.15457571,0.02119117,0.55644558,0.49992760,0.02426408
-5.08754377,1.52560791,0.46072148,0.33282681,0.02627573,0.15387620,0.02145645,0.55872925,0.49713916,0.02458325
-5.08154077,1.52900288,0.45756854,0.33530565,0.02664488,0.15258734,0.02160711,0.55944278,0.49271880,0.02480135
-5.07553777,1.52672841,0.45276157,0.33630570,0.02683241,0.15073716,0.02164068,0.55859028,0.48667064,0.02491628
-5.06953477,1.51887265,0.44638543,0.33584359,0.02683395,0.14835978,0.02155688,0.55618846,0.47901782,0.02492748
-5.06353177,1.50559066,0.43854077,0.33395633,0.02664899,0.14549443,0.02135758,0.55226598,0.46980390,0.02483587
-5.05752876,1.48709910,0.42934130,0.33069954,0.02628095,0.14218439,0.02104672,0.54686273,0.45909345,0.02464381
-5.05152576,1.46366929,0.41891098,0.32614518,0.02573706,0.13847586,0.02063013,0.54002862,0.44697184,0.02435498
-5.04552276,1.43561906,0.40738094,0.32037903,0.02502814,0.13441685,0.02011534,0.53182233,0.43354420,0.02397426
-5.03951976,1.40330373,0.39488652,0.31349786,0.02416817,0.13005605,0.01951137,0.52230979,0.41893358,0.02350755
-5.03351676,1.36710668,0.38156428,0.30560654,0.02317393,0.12544183,0.01882838,0.51156273,0.40327833,0.02296159
-5.02751376,1.32742989,0.36754938,0.29681520,0.02206435,0.12062132,0.01807740,0.49965725,0.38672900,0.02234373
-5.02151076,1.28468501,0.35297313,0.28723654,0.02085996,0.11563959,0.01727005,0.48667257,0.36944474,0.02166178
-5.01550775,1.23928522,0.33796102,0.27698333,0.01958225,0.11053906,0.01641815,0.47269004,0.35158952,0.02092380
-5.00950475,1.19163823,0.32263118,0.26616637,0.01825302,0.10535903,0.01553350,0.45779244,0.33332833,0.02013790
-5.00350175,1.14214068,0.30709329,0.25489273,0.01689375,0.10013540,0.01462755,0.44206363,0.31482349,0.01931214
-4.99749875,1.09117398,0.29144796,0.24326448,0.01552509,0.09490051,0.01371118,0.42558848,0.29623134,0.01845434
-4.99149575,1.03910152,0.27578660,0.23137782,0.01416628,0.08968326,0.01279452,0.40845311,0.27769933,0.01757205
-4.98549275,0.98626739,0.26019159,0.21932259,0.01283481,0.08450920,0.01188676,0.39074531,0.25936369,0.01667245
-4.97948974,0.93299605,0.24473683,0.20718210,0.01154608,0.07940084,0.01099609,0.37255507,0.24134765,0.01576228
-4.97348674,0.87959297,0.22948848,0.19503332,0.01031315,0.07437794,0.01012959,0.35397513,0.22376031,0.01484787
-4.96748374,0.82634586,0.21450588,0.18294715,0.00914666,0.06945795,0.00929325,0.33510135,0.20669606,0.01393510
-4.96148074,0.77352611,0.19984238,0.17098891,0.00805479,0.06465631,0.00849196,0.31603299,0.19023453,0.01302942
-4.95547774,0.72139024,0.18554632,0.15921880,0.00704334,0.05998683,0.00772961,0.29687255,0.17444099,0.01213588
-4.94947474,0.67018104,0.17166169,0.14769237,0.00611584,0.05546201,0.00700912,0.27772539,0.15936707,0.01125912
-4.94347174,0.62012835,0.15822874,0.13646091,0.00527378,0.05109322,0.00633261,0.25869892,0.14505180,0.01040342
-4.93746873,0.57144915,0.14528438,0.12557177,0.00451682,0.04689093,0.00570144,0.23990138,0.13152273,0.00957267
-4.93146573,0.52434722,0.13286233,0.11506848,0.00384313,0.04286472,0.00511642,0.22144039,0.11879724,0.00877042
-4.92546273,0.47901216,0.12099310,0.10499082,0.00324964,0.03902334,0.00457791,0.20342118,0.10688374,0.00799986
-4.91945973,0.43561806,0.10970381,0.09537478,0.00273234,0.03537469,0.00408595,0.18594473,0.09578291,0.00726380
-4.91345673,0.39432192,0.09901784,0.08625244,0.00228662,0.03192567,0.00364042,0.16910579,0.08548888,0.00656468
-4.90745373,0.35526207,0.08895453,0.07765185,0.00190749,0.02868215,0.00324115,0.15299103,0.07599029,0.00590455
-4.90145073,0.31855672,0.07952872,0.06959687,0.00158988,0.02564883,0.00288808,0.13767742,0.06727126,0.00528506
-4.89544772,0.28430297,0.07075047,0.06210720,0.00132887,0.02282915,0.00258138,0.12323080,0.05931230,0.00470745
-4.88944472,0.25257635,0.06262481,0.05519835,0.00111985,0.02022530,0.00232157,0.10970493,0.05209121,0.00417255
-4.88344172,0.22343110,0.05515163,0.04888189,0.00095870,0.01783817,0.00210962,0.09714097,0.04558388,0.00368079
-4.87743872,0.19690125,0.04832580,0.04316573,0.00084196,0.01566748,0.00194711,0.08556738,0.03976512,0.00323222
-4.87143572,0.17300252,0.04213741,0.03805467,0.00076688,0.01371193,0.00183632,0.07500038,0.03460948,0.00282656
-4.86543272,0.15173501,0.03657226,0.03355099,0.00073148,0.01196937,0.00178031,0.06544482,0.03009213,0.00246319
-4.85942971,0.13308669,0.03161246,0.02965522,0.00073465,0.01043715,0.00178304,0.05689552,0.02618979,0.00214125
-4.85342671,0.11703727,0.02723726,0.02636698,0.00077609,0.00911249,0.00184941,0.04933890,0.02288160,0.00185968
-4.84742371,0.10356270,0.02342395,0.02368593,0.00085636,0.00799280,0.00198535,0.04275496,0.02015015,0.00161727
-4.84142071,0.09263968,0.02014887,0.02161258,0.00097675,0.00707622,0.00219779,0.03711938,0.01798242,0.00141278
-4.83541771,0.08425018,0.01738847,0.02014921,0.00113928,0.00636198,0.00249472,0.03240572,0.01637077,0.00124492
-4.82941471,0.07838571,0.01512033,0.01930056,0.00134658,0.00585093,0.00288504,0.02858762,0.01531386,0.00111249
-4.82341171,0.07505108,0.01332419,0.01907443,0.00160176,0.00554592,0.00337856,0.02564089,0.01481750,0.00101443
-4.81740870,0.07426739,0.01198283,0.01948200,0.00190824,0.00545218,0.00398575,0.02354541,0.01489537,0.00094982
-4.81140570,0.07607413,0.01108284,0.02053798,0.00226961,0.00557763,0.00471761,0.02228675,0.01556962,0.00091798
-4.80540270,0.08053026,0.01061528,0.02226042,0.00268942,0.00593312,0.00558532,0.02185747,0.01687121,0.00091846
-4.79939970,0.08771396,0.01057605,0.02467023,0.00317094,0.00653249,0.00659994,0.02225804,0.01884006,0.00095105
-4.79339670,0.09772119,0.01096609,0.02779042,0.00371698,0.00739261,0.00777200,0.02349729,0.02152477,0.00101580
-4.78739370,0.11066284,0.01179136,0.03164498,0.00432957,0.00853313,0.00911108,0.02559245,0.02498219,0.00111301
-4.78139070,0.12666055,0.01306253,0.03625749,0.00500979,0.00997623,0.01062529,0.02856867,0.02927641,0.00124313
-4.77538769,0.14584128,0.01479440,0.04164953,0.00575750,0.01174606,0.01232079,0.03245808,0.03447747,0.00140680
-4.76938469,0.16833060,0.01700514,0.04783884,0.00657113,0.01386806,0.01420125,0.03729834,0.04065958,0.00160473
-4.76338169,0.19424510,0.01971517,0.05483728,0.00744749,0.01636814,0.01626737,0.04313081,0.04789887,0.00183762
-4.75737869,0.22368382,0.02294592,0.06264890,0.00838162,0.01927167,0.01851645,0.04999818,0.05627076,0.00210611
-4.75137569,0.25671932,0.02671830,0.07126780,0.00936672,0.02260227,0.02094195,0.05794191,0.06584694,0.00241068
-4.74537269,0.29338841,0.03105111,0.08067630,0.01039410,0.02638057,0.02353330,0.06699924,0.07669196,0.00275152
-4.73936968,0.33368312,0.03595925,0.09084320,0.01145321,0.03062284,0.02627562,0.07720009,0.08885963,0.00312848
-4.73336668,0.37754218,0.04145196,0.10172237,0.01253181,0.03533963,0.02914985,0.08856396,0.10238924,0.00354093
-4.72736368,0.42484355,0.04753104,0.11325176,0.01361611,0.04053433,0.03213281,0.10109674,0.11730186,0.00398774
-4.72136068,0.47539840,0.05418928,0.12535291,0.01469109,0.04620198,0.03519759,0.11478789,0.13359672,0.00446712
-4.71535768,0.52894693,0.06140896,0.13793094,0.01574084,0.05232806,0.03831409,0.12960796,0.15124807,0.00497666
-4.70935468,0.58515660,0.06916077,0.15087527,0.01674898,0.05888767,0.04144972,0.14550659,0.17020257,0.00551322
-4.70335168,0.64362289,0.07740309,0.16406092,0.01769915,0.06584485,0.04457035,0.16241137,0.19037745,0.00607298
-4.69734867,0.70387313,0.08608168,0.17735051,0.01857551,0.07315243,0.04764132,0.18022742,0.21165968,0.00665142
-4.69134567,0.76537343,0.09513000,0.19059691,0.01936325,0.08075213,0.05062868,0.19883803,0.23390628,0.00724342
-4.68534267,0.82753875,0.10447008,0.20364652,0.02004915,0.08857524,0.05350042,0.21810639,0.25694604,0.00784327
-4.67933967,0.88974622,0.11401402,0.21634304,0.02062208,0.09654373,0.05622782,0.23787843,0.28058249,0.00844488
-4.67333667,0.95135119,0.12366608,0.22853176,0.02107341,0.10457183,0.05878671,0.25798675,0.30459846,0.00904186
-4.66733367,1.01170581,0.13332542,0.24006405,0.02139747,0.11256809,0.06115876,0.27825567,0.32876192,0.00962770
-4.66133067,1.07017956,0.14288928,0.25080210,0.02159180,0.12043785,0.06333253,0.29850707,0.35283324,0.01019599
-4.65532766,1.12618083,0.15225662,0.26062356,0.02165736,0.12808599,0.06530443,0.31856709,0.37657335,0.01074061
-4.64932466,1.17917892,0.16133197,0.26942604,0.02159868,0.13541994,0.06707936,0.33827307,0.39975280,0.01125594
-4.64332166,1.22872524,0.17002943,0.27713117,0.02142380,0.14235284,0.06867111,0.35748073,0.42216118,0.01173707
