energy_ev,total_up,Fe_p_up,Fe_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.87393697,5.05033995,1.04352067,0.45942113,2.30280678,1.49843976,0.01405576,0.87272521,0.07735613,2.22827734
-5.86793397,4.93756454,1.02989101,0.44703237,2.21158648,1.44283349,0.01444830,0.85378751,0.08006974,2.18114559
-5.86193097,4.84311722,1.01928054,0.43652983,2.13243147,1.39183047,0.01483629,0.83970508,0.08291173,2.14116567
-5.85592796,4.76857805,1.01222061,0.42814066,2.06625843,1.34608595,0.01521135,0.83075662,0.08586061,2.10907629
-5.84992496,4.71501987,1.00913687,0.42202512,2.01373875,1.30611160,0.01556534,0.82713517,0.08889002,2.08537424
-5.84392196,4.68299846,1.01033705,0.41827460,1.97530868,1.27227026,0.01589074,0.82894798,0.09196925,2.07030747
-5.83791896,4.67256042,1.01600259,0.41691183,1.95118764,1.24477613,0.01618091,0.83621876,0.09506386,2.06387673
-5.83191596,4.68326751,1.02618427,0.41789325,1.94140317,1.22369999,0.01643040,0.84889233,0.09813662,2.06584535
-5.82591296,4.71423601,1.04080206,0.42111307,1.94582088,1.20897904,0.01663521,0.86684112,0.10114852,2.07575649
-5.81990995,4.76418872,1.05964899,0.42640910,1.96417736,1.20043054,0.01679309,0.88987325,0.10406003,2.09295701
-5.81390695,4.83151707,1.08239912,0.43356977,1.99611406,1.19776852,0.01690363,0.91774174,0.10683237,2.11662675
-5.80790395,4.91435018,1.10861888,0.44234214,2.04121012,1.20062258,0.01696846,0.95015432,0.10942887,2.14581184
-5.80190095,5.01062775,1.13778165,0.45244067,2.09901207,1.20855768,0.01699125,0.98678336,0.11181627,2.17946081
-5.79589795,5.11817353,1.16928470,0.46355628,2.16905869,1.22109425,0.01697768,1.02727536,0.11396591,2.21646178
-5.78989495,5.23476620,1.20246804,0.47536557,2.25089939,1.23772738,0.01693536,1.07125968,0.11585479,2.25567951
-5.78389195,5.35820487,1.23663427,0.48753990,2.34410503,1.25794452,0.01687356,1.11835582,0.11746641,2.29599084
-5.77788894,5.48636652,1.27106876,0.49975407,2.44827023,1.28124078,0.01680298,1.16817919,0.11879129,2.33631731
-5.77188594,5.61725366,1.30505951,0.51169441,2.56300710,1.30713152,0.01673539,1.22034495,0.11982725,2.37565390
-5.76588294,5.74903050,1.33791579,0.52306625,2.68793034,1.33516166,0.01668322,1.27446986,0.12057933,2.41309311
-5.75987994,5.88004710,1.36898523,0.53360043,2.82263466,1.36491160,0.01665914,1.33017208,0.12105941,2.44784373
-5.75387694,6.00885127,1.39766871,0.54305896,2.96666567,1.39599987,0.01667557,1.38706918,0.12128548,2.47924402
-5.74787394,6.13418874,1.42343267,0.55123965,3.11948596,1.42808248,0.01674426,1.44477448,0.12128070,2.50676928
-5.74187094,6.25499300,1.44581880,0.55797971,3.28043863,1.46084952,0.01687577,1.50289228,0.12107216,2.53003383
-5.73586793,6.37036630,1.46445077,0.56315835,3.44871068,1.49401942,0.01707912,1.56101233,0.12068954,2.54878813
-5.72986493,6.47955407,1.47903830,0.56669831,3.62329892,1.52733144,0.01736137,1.61870430,0.12016360,2.56291138
-5.72386193,6.58191538,1.48937857,0.56856641,3.80298128,1.56053724,0.01772734,1.67551280,0.11952472,2.57240050
-5.71785893,6.67689179,1.49535533,0.56877319,3.98629603,1.59339208,0.01817934,1.73095359,0.11880146,2.57735647
-5.71185593,6.76397751,1.49693599,0.56737167,4.17153141,1.62564650,0.01871706,1.78451172,0.11801925,2.57796877
-5.70585293,6.84269309,1.49416719,0.56445524,4.35672759,1.65703913,0.01933746,1.83564202,0.11719926,2.57449908
-5.69984992,6.91256493,1.48716910,0.56015497,4.53969239,1.68729123,0.02003480,1.88377249,0.11635755,2.56726497
-5.69384692,6.97311205,1.47612900,0.55463615,4.71803140,1.71610349,0.02080077,1.92831075,0.11550453,2.55662444
-5.68784392,7.02384148,1.46129436,0.54809439,4.88919249,1.74315535,0.02162464,1.96865373,0.11464464,2.54296197
-5.68184092,7.06425232,1.44296578,0.54075119,5.05052365,1.76810710,0.02249355,2.00420033,0.11377645,2.52667646
-5.67583792,7.09384849,1.42149000,0.53284918,5.19934240,1.79060462,0.02339281,2.03436681,0.11289302,2.50817140
-5.66983492,7.11215908,1.39725301,0.52464704,5.33301427,1.81028677,0.02430633,2.05860429,0.11198254,2.48784741
-5.66383192,7.11876477,1.37067346,0.51641414,5.44903698,1.82679481,0.02521699,2.07641753,0.11102922,2.46609690
-5.65782891,7.11332825,1.34219618,0.50842509,5.54512664,1.83978349,0.02610711,2.08738419,0.11001437,2.44330077
-5.65182591,7.09562638,1.31228584,0.50095409,5.61930186,1.84893327,0.02695894,2.09117345,0.10891755,2.41982657
-5.64582291,7.06558137,1.28142055,0.49426926,5.66996159,1.85396267,0.02775506,2.08756298,0.10771790,2.39602786
-5.63981991,7.02328852,1.25008531,0.48862702,5.69595284,1.85464040,0.02847886,2.07645328,0.10639527,2.37224415
-5.63381691,6.96903815,1.21876516,0.48426647,5.69662449,1.85079621,0.02911496,2.05787839,0.10493146,2.34880084
-5.62781391,6.90332984,1.18793798,0.48140408,5.67186450,1.84233013,0.02964956,2.03201228,0.10331123,2.32600903
-5.62181091,6.82687738,1.15806685,0.48022855,5.62211820,1.82921930,0.03007077,1.99917041,0.10152317,2.30416448
-5.61580790,6.74060393,1.12959213,0.48089609,5.54838664,1.81152220,0.03036887,1.95980607,0.09956036,2.28354590
-5.60980490,6.64562697,1.10292329,0.48352633,5.45220479,1.78937994,0.03053652,1.91450168,0.09742080,2.26441223
-5.60380190,6.54323400,1.07843079,0.48819877,5.33560056,1.76301465,0.03056886,1.86395520,0.09510765,2.24699914
-5.59779890,6.43485010,1.05643825,0.49495014,5.20103637,1.73272495,0.03046360,1.80896235,0.09262924,2.23151504
-5.59179590,6.32199925,1.03721522,0.50377271,5.05133626,1.69887900,0.03022099,1.75039535,0.08999885,2.21813679
-5.58579290,6.20626170,1.02097106,0.51461371,4.88960160,1.66190534,0.02984377,1.68917920,0.08723438,2.20700573
-5.57978989,6.08922996,1.00785008,0.52737583,4.71911957,1.62228215,0.02933701,1.62626655,0.08435791,2.19822435
-5.57378689,5.97246591,0.99792849,0.54191914,4.54326823,1.58052550,0.02870794,1.56261247,0.08139510,2.19185421
-5.56778389,5.85746149,0.99121324,0.55806416,4.36542235,1.53717712,0.02796572,1.49914992,0.07837465,2.18791534
-5.56178089,5.74560508,0.98764311,0.57559616,4.18886372,1.49279231,0.02712117,1.43676726,0.07532769,2.18638756
-5.55577789,5.63815516,0.98709196,0.59427067,4.01669931,1.44792845,0.02618647,1.37628837,0.07228725,2.18721383
-5.54977489,5.53622223,0.98937409,0.61381991,3.85178983,1.40313445,0.02517489,1.31845613,0.06928775,2.19030557
-5.54377189,5.44075946,0.99425169,0.63395998,3.69669083,1.35894156,0.02410043,1.26391975,0.06636465,2.19554980
-5.53776888,5.35256156,1.00144381,0.65439861,3.55360737,1.31585554,0.02297754,1.21322582,0.06355405,2.20281781
-5.53176588,5.27227118,1.01063662,0.67484307,3.42436273,1.27435028,0.02182083,1.16681340,0.06089252,2.21197470
-5.52576288,5.20039115,1.02149439,0.69500808,3.31038085,1.23486276,0.02064474,1.12501239,0.05841691,2.22288931
-5.51975988,5.13730090,1.03367066,0.71462317,3.21268144,1.19778920,0.01946336,1.08804525,0.05616418,2.23544378
-5.51375688,5.08327486,1.04681905,0.73343954,3.13188663,1.16348212,0.01829014,1.05603101,0.05417133,2.24954200
-5.50775388,5.03850089,1.06060321,0.75123578,3.06823705,1.13224810,0.01713769,1.02899132,0.05247527,2.26511637
-5.50175088,5.00309660,1.07470543,0.76782251,3.02161572,1.10434590,0.01601766,1.00685776,0.05111259,2.28213217
-5.49574787,4.97712203,1.08883358,0.78304575,2.99157774,1.07998479,0.01494058,0.98947986,0.05011933,2.30058921
-5.48974487,4.96058750,1.10272615,0.79678875,2.97738382,1.05932291,0.01391573,0.97663340,0.04953058,2.32052036
-5.48374187,4.95345573,1.11615528,0.80897255,2.97803636,1.04246560,0.01295112,0.96802862,0.04937998,2.34198702
-5.47773887,4.95563835,1.12892772,0.81955510,2.99231641,1.02946366,0.01205341,0.96331814,0.04969905,2.36507163
-5.47173587,4.96698711,1.14088405,0.82852924,3.01882083,1.02031177,0.01122792,0.96210457,0.05051642,2.38986750
-5.46573287,4.98728082,1.15189627,0.83591955,3.05599887,1.01494716,0.01047862,0.96394783,0.05185687,2.41646664
-5.45972986,5.01620941,1.16186417,0.84177839,3.10218783,1.01324878,0.00980817,0.96837229,0.05374031,2.44494621
-5.45372686,5.05335695,1.17071082,0.84618140,3.15564769,1.01503742,0.00921799,0.97487408,0.05618070,2.47535431
-5.44772386,5.09818537,1.17837766,0.84922253,3.21459492,1.02007685,0.00870831,0.98292869,0.05918491,2.50769624
-5.44172086,5.15002107,1.18481961,0.85100899,3.27723539,1.02807646,0.00827827,0.99199919,0.06275162,2.54192178
-5.43571786,5.20804597,1.19000045,0.85165630,3.34179695,1.03869550,0.00792603,1.00154511,0.06687034,2.57791465
-5.42971486,5.27129483,1.19388890,0.85128352,3.40656147,1.05154912,0.00764889,1.01103220,0.07152061,2.61548463
-5.42371186,5.33865979,1.19645559,0.85000895,3.46989669,1.06621632,0.00744344,1.01994295,0.07667130,2.65436321
-5.41770885,5.40890304,1.19767105,0.84794629,3.53028765,1.08224960,0.00730567,1.02778768,0.08228037,2.69420295
-5.41170585,5.48067779,1.19750476,0.84520137,3.58636740,1.09918632,0.00723115,1.03411615,0.08829484,2.73458113
-5.40570285,5.55255728,1.19592533,0.84186949,3.63694669,1.11656133,0.00721516,1.03852896,0.09465116,2.77500744
-5.39969985,5.62307101,1.19290155,0.83803344,3.68104194,1.13392071,0.00725288,1.04068872,0.10127602,2.81493588
-5.39369685,5.69074706,1.18840438,0.83376209,3.71790070,1.15083591,0.00733950,1.04033003,0.10808753,2.85378022
-5.38769385,5.75415880,1.18240951,0.82910958,3.74702397,1.16691802,0.00747035,1.03726826,0.11499682,2.89093286
-5.38169085,5.81197422,1.17490034,0.82411515,3.76818422,1.18183152,0.00764107,1.03140612,0.12191005,2.92578605
-5.37568784,5.86300567,1.16587126,0.81880347,3.78143851,1.19530704,0.00784763,1.02273811,0.12873068,2.95775496
-5.36968484,5.90625795,1.15533088,0.81318553,3.78713564,1.20715255,0.00808648,1.01135208,0.13536203,2.98630153
-5.36368184,5.94097256,1.14330522,0.80726009,3.78591668,1.21726258,0.00835453,0.99742802,0.14171007,3.01095814
-5.35767884,5.96666602,1.12984041,0.80101544,3.77870839,1.22562499,0.00864915,0.98123380,0.14768616,3.03135007
-5.35167584,5.98316040,1.11500515,0.79443177,3.76670882,1.23232504,0.00896820,0.96311804,0.15320990,3.04721583
-5.34567284,5.99060444,1.09889249,0.78748379,3.75136508,1.23754639,0.00930988,0.94350017,0.15821173,3.05842423
-5.33966983,5.98948393,1.08162097,0.78014368,3.73434323,1.24156895,0.00967271,0.92285816,0.16263532,3.06498738
-5.33366683,5.98062045,1.06333512,0.77238424,3.71749030,1.24476342,0.01005533,0.90171426,0.16643954,3.06706891
-5.32766383,5.96515787,1.04420517,0.76418220,3.70278917,1.24758266,0.01045642,0.88061921,0.16960000,3.06498659
-5.32166083,5.94453644,1.02442587,0.75552137,3.69230682,1.25054980,0.01087451,0.86013552,0.17211000,3.05920907
-5.31565783,5.92045499,1.00421462,0.74639580,3.68813697,1.25424350,0.01130782,0.84082047,0.17398086,3.05034649
-5.30965483,5.89482176,0.98380865,0.73681250,3.69233830,1.25928047,0.01175413,0.82320921,0.17524159,3.03913493
-5.30365183,5.86969527,0.96346132,0.72679372,3.70686981,1.26629582,0.01221064,0.80779872,0.17593788,3.02641501
-5.29764882,5.84721683,0.94343772,0.71637874,3.73352476,1.27592157,0.01267386,0.79503299,0.17613045,3.01310514
-5.29164582,5.82953668,0.92400935,0.70562477,3.77386538,1.28876397,0.01313960,0.78528990,0.17589275,3.00017030
-5.28564282,5.81873627,0.90544819,0.69460722,3.82916006,1.30538028,0.01360289,0.77887013,0.17530817,2.98858730
-5.27963982,5.81674916,0.88802017,0.68341892,3.90032545,1.32625574,0.01405809,0.77598846,0.17446683,2.97930780
-5.27363682,5.82528369,0.87197819,0.67216865,3.98787547,1.35178154,0.01449894,0.77676756,0.17346206,2.97322050
-5.26763382,5.84575003,0.85755498,0.66097858,4.09187949,1.38223447,0.01491871,0.78123441,0.17238672,2.97111405
-5.26163082,5.87919485,0.84495592,0.64998105,4.21193164,1.41775935,0.01531042,0.78931945,0.17132955,2.97364212
-5.25562781,5.92624619,0.83435212,0.63931458,4.34713313,1.45835472,0.01566700,0.80085832,0.17037169,2.98129233
-5.24962481,5.98707104,0.82587405,0.62911930,4.49608899,1.50386272,0.01598163,0.81559619,0.16958348,2.99436034
-5.24362181,6.06134789,0.81960595,0.61953202,4.65692027,1.55396370,0.01624793,0.83319440,0.16902176,3.01293041
-5.23761881,6.14825554,0.81558134,0.61068107,4.82729227,1.60817607,0.01646026,0.85323929,0.16872769,3.03686334
-5.23161581,6.24647931,0.81377981,0.60268113,5.00445873,1.66586159,0.01661395,0.87525290,0.16872532,3.06579259
-5.22561281,6.35423477,0.81412530,0.59562831,5.18532111,1.72623624,0.01670552,0.89870523,0.16902078,3.09912885
-5.21960980,6.46930858,0.81648602,0.58959563,5.36650171,1.78838649,0.01673286,0.92302768,0.16960232,3.13607303
-5.21360680,6.58911503,0.82067610,0.58462914,5.54442851,1.85129057,0.01669533,0.94762733,0.17044103,3.17563727
-5.20760380,6.71076653,0.82645893,0.58074484,5.71542901,1.91384402,0.01659382,0.97190168,0.17149228,3.21667317
-5.20160080,6.83115534,0.83355218,0.57792653,5.87582996,1.97488881,0.01643072,0.99525335,0.17269776,3.25790608
-5.19559780,6.94704344,0.84163430,0.57612474,6.02205937,2.03324488,0.01620988,1.01710437,0.17398807,3.29797424
-5.18959480,7.05515725,0.85035239,0.57525672,6.15074707,2.08774291,0.01593641,1.03690971,0.17528562,3.33547090
-5.18359180,7.15228340,0.85933103,0.57520770,6.25881992,2.13725722,0.01561653,1.05416958,0.17650786,3.36898801
-5.17758879,7.23536198,0.86818197,0.57583321,6.34358808,2.18073736,0.01525729,1.06844029,0.17757053,3.39715946
-5.17158579,7.30157378,0.87651413,0.57696251,6.40281893,2.21723737,0.01486633,1.07934320,0.17839087,3.41870243
-5.16558279,7.34841845,0.88394373,0.57840301,6.43479597,2.24594145,0.01445153,1.08657176,0.17889070,3.43245518
-5.15957979,7.37378084,0.89010418,0.57994556,6.43836038,2.26618525,0.01402075,1.08989637,0.17899910,3.43740991
-5.15357679,7.37598360,0.89465535,0.58137044,6.41293409,2.27747206,0.01358152,1.08916695,0.17865475,3.43273989
-5.14757379,7.35382472,0.89729198,0.58245378,6.35852371,2.27948341,0.01314078,1.08431341,0.17780777,3.41781975
-5.14157079,7.30659932,0.89775100,0.58297437,6.27570586,2.27208398,0.01270466,1.07534396,0.17642104,3.39223899
-5.13556778,7.23410594,0.89581759,0.58272044,6.16559498,2.25532083,0.01227829,1.06234146,0.17447099,3.35580822
-5.12956478,7.13663807,0.89132980,0.58149634,6.02979567,2.22941738,0.01186567,1.04545816,0.17194784,3.30855869
-5.12356178,7.01496224,0.88418168,0.57912883,5.87034213,2.19476255,0.01146962,1.02490898,0.16885541,3.25073554
-5.11755878,6.87028449,0.87432501,0.57547276,5.68962777,2.15189593,0.01109176,1.00096367,0.16521042,3.18278544
-5.11155578,6.70420748,0.86176948,0.57041605,5.49032822,2.10148967,0.01073255,0.97393833,0.16104148,3.10533969
-5.10555278,6.51868026,0.84658158,0.56388370,5.27532122,2.04432806,0.01039140,0.94418641,0.15638776,3.01919352
-5.09954977,6.31594316,0.82888219,0.55584079,5.04760665,1.98128568,0.01006683,0.91208969,0.15129745,2.92528291
-5.09354677,6.09846996,0.80884312,0.54629432,4.81022957,1.91330484,0.00975658,0.87804937,0.14582613,2.82465957
-5.08754377,5.86890916,0.78668261,0.53529395,4.56620900,1.84137324,0.00945791,0.84247767,0.14003502,2.71846524
-5.08154077,5.63002601,0.76266009,0.52293137,4.31847426,1.76650227,0.00916770,0.80578990,0.13398927,2.60790585
-5.07553777,5.38464662,0.73707018,0.50933866,4.06981051,1.68970655,0.00888275,0.76839737,0.12775627,2.49422624
-5.06953477,5.13560492,0.71023624,0.49468529,3.82281404,1.61198501,0.00859992,0.73070098,0.12140413,2.37868589
-5.06353177,4.88569311,0.68250341,0.47917424,3.57985774,1.53430360,0.00831635,0.69308562,0.11500017,2.26253590
-5.05752876,4.63761582,0.65423142,0.46303691,3.34306637,1.45757992,0.00802957,0.65591533,0.10860968,2.14699744
-5.05152576,4.39394804,0.62578712,0.44652730,3.11430085,1.38266945,0.00773765,0.61952914,0.10229469,2.03324173
-5.04552276,4.15709670,0.59753691,0.42991537,2.89515062,1.31035362,0.00743928,0.58423750,0.09611303,1.92237157
-5.03951976,3.92926581,0.56983915,0.41347986,2.68693265,1.24132938,0.00713381,0.55031926,0.09011741,1.81540443
-5.03351676,3.71242509,0.54303662,0.39750061,2.49069606,1.17620034,0.00682122,0.51801907,0.08435474,1.71325710
-5.02751376,3.50828203,0.51744915,0.38225079,2.30723067,1.11546930,0.00650215,0.48754514,0.07886557,1.61673195
-5.02151076,3.31825767,0.49336662,0.36798905,2.13707872,1.05953234,0.00617781,0.45906747,0.07368359,1.52650494
-5.01550775,3.14346636,0.47104228,0.35495187,1.98054846,1.00867433,0.00584990,0.43271630,0.06883536,1.44311554
-5.00950475,2.98470011,0.45068689,0.34334640,1.83772910,0.96306615,0.00552049,0.40858105,0.06434017,1.36695886
-5.00350175,2.84241812,0.43246345,0.33334400,1.70850647,0.92276374,0.00519195,0.38670971,0.06020993,1.29828023
-4.99749875,2.71674232,0.41648304,0.32507468,1.59257925,0.88770910,0.00486679,0.36710873,0.05644934,1.23717263
-4.99149575,2.60745957,0.40280182,0.31862271,1.48947566,0.85773361,0.00454755,0.34974363,0.05305615,1.18357726
-4.98549275,2.51403135,0.39141935,0.31402359,1.39857071,0.83256368,0.00423674,0.33454021,0.05002149,1.13728761
-4.97948974,2.43561125,0.38227839,0.31126256,1.31910423,0.81182889,0.00393667,0.32138673,0.04733050,1.09795709
-4.97348674,2.37107076,0.37526633,0.31027480,1.25019983,0.79507275,0.00364946,0.31013682,0.04496296,1.06511055
-4.96748374,2.31903305,0.37021828,0.31094738,1.19088504,0.78176585,0.00337690,0.30061335,0.04289414,1.03815939
-4.96148074,2.27791452,0.36692179,0.31312300,1.14011269,0.77132130,0.00312050,0.29261314,0.04109571,1.01642030
-4.95547774,2.24597318,0.36512319,0.31660542,1.09678342,0.76311202,0.00288140,0.28591243,0.03953677,0.99913698
-4.94947474,2.22136264,0.36453529,0.32116656,1.05976928,0.75648965,0.00266044,0.28027307,0.03818496,0.98550453
-4.94347174,2.20219019,0.36484637,0.32655486,1.02793793,0.75080417,0.00245815,0.27544920,0.03700754,0.97469557
-4.93746873,2.18657697,0.36573008,0.33250490,1.00017702,0.74542392,0.00227478,0.27119416,0.03597252,0.96588736
-4.93146573,2.17271825,0.36685588,0.33874758,0.97541810,0.73975515,0.00211039,0.26726759,0.03504974,0.95828891
-4.92546273,2.15894138,0.36789971,0.34502083,0.95265938,0.73326034,0.00196487,0.26344220,0.03421189,0.95116710
-4.91945973,2.14375944,0.36855442,0.35108001,0.93098659,0.72547480,0.00183801,0.25951023,0.03343533,0.94387071
-4.91345673,2.12591816,0.36853963,0.35670786,0.90959120,0.71602072,0.00172957,0.25528914,0.03270089,0.93585151
-4.90745373,2.10443444,0.36761043,0.36172337,0.88778541,0.70461833,0.00163928,0.25062645,0.03199440,0.92668147
-4.90145073,2.07862479,0.36556484,0.36598910,0.86501322,0.69109357,0.00156696,0.24540348,0.03130709,0.91606536
-4.89544772,2.04812257,0.36224943,0.36941671,0.84085738,0.67538229,0.00151248,0.23953793,0.03063572,0.90384830
-4.88944472,2.01288328,0.35756315,0.37197028,0.81504179,0.65753068,0.00147581,0.23298509,0.02998258,0.89001783
-4.88344172,1.97317795,0.35145901,0.37366722,0.78742954,0.63769206,0.00145701,0.22573788,0.02935523,0.87470054
-4.87743872,1.92957479,0.34394371,0.37457676,0.75801661,0.61612044,0.00145624,0.21782552,0.02876604,0.85815327
-4.87143572,1.88291008,0.33507527,0.37481592,0.72692164,0.59316091,0.00147369,0.20931111,0.02823159,0.84074947
-4.86543272,1.83424966,0.32495869,0.37454322,0.69437230,0.56923761,0.00150959,0.20028816,0.02777189,0.82296111
-4.85942971,1.78484270,0.31374006,0.37395033,0.66068896,0.54483971,0.00156413,0.19087628,0.02740945,0.80533710
-4.85342671,1.73606968,0.30159930,0.37325202,0.62626634,0.52050597,0.00163741,0.18121625,0.02716833,0.78847900
-4.84742371,1.68938694,0.28874199,0.37267505,0.59155397,0.49680861,0.00172939,0.17146462,0.02707308,0.77301513
-4.84142071,1.64626996,0.27539058,0.37244626,0.55703624,0.47433690,0.00183982,0.16178816,0.02714762,0.75957414
-4.83541771,1.60815754,0.26177549,0.37278074,0.52321289,0.45368115,0.00196817,0.15235828,0.02741424,0.74875902
-4.82941471,1.57639920,0.24812649,0.37387041,0.49058051,0.43541749,0.00211361,0.14334567,0.02789252,0.74112263
-4.82341171,1.55220745,0.23466465,0.37587385,0.45961570,0.42009376,0.00227492,0.13491525,0.02859845,0.73714570
-4.81740870,1.53661671,0.22159527,0.37890762,0.43076040,0.40821695,0.00245051,0.12722165,0.02954355,0.73721798
-4.81140570,1.53044996,0.20910198,0.38303974,0.40440961,0.40024208,0.00263839,0.12040524,0.03073421,0.74162324
-4.80540270,1.53429411,0.19734224,0.38828557,0.38090175,0.39656298,0.00283615,0.11458883,0.03217109,0.75052856
-4.79939970,1.54848439,0.18644432,0.39460623,0.36051173,0.39750462,0.00304101,0.10987496,0.03384882,0.76397814
-4.79339670,1.57309796,0.17650572,0.40190981,0.34344654,0.40331717,0.00324987,0.10634396,0.03575571,0.78189163
-4.78739370,1.60795627,0.16759307,0.41005506,0.32984336,0.41417169,0.00345934,0.10405255,0.03787381,0.80406700
-4.78139070,1.65263566,0.15974340,0.41885764,0.31976977,0.43015719,0.00366584,0.10303310,0.04017908,0.83018744
-4.77538769,1.70648510,0.15296642,0.42809829,0.31322581,0.45127906,0.00386568,0.10329338,0.04264171,0.85983194
-4.76938469,1.76865007,0.14724782,0.43753270,0.31014760,0.47745880,0.00405516,0.10481689,0.04522675,0.89248900
-4.76338169,1.83810121,0.14255318,0.44690249,0.31041210,0.50853484,0.00423069,0.10756348,0.04789473,0.92757267
-4.75737869,1.91366637,0.13883233,0.45594665,0.31384266,0.54426443,0.00438888,0.11147048,0.05060257,0.96444031
-4.75137569,1.99406470,0.13602380,0.46441299,0.32021518,0.58432665,0.00452664,0.11645407,0.05330454,1.00241120
-4.74537269,2.07794148,0.13405924,0.47206886,0.32926448,0.62832645,0.00464130,0.12241102,0.05595334,1.04078547
-4.73936968,2.16390249,0.13286750,0.47871075,0.34069083,0.67579980,0.00473067,0.12922061,0.05850123,1.07886239
-4.73336668,2.25054694,0.13237826,0.48417225,0.35416633,0.72621997,0.00479312,0.13674688,0.06090119,1.11595774
-4.72736368,2.33649807,0.13252510,0.48833004,0.36934128,0.77900500,0.00482761,0.14484106,0.06310807,1.15141959
-4.72136068,2.42043099,0.13324786,0.49110763,0.38585023,0.83352645,0.00483372,0.15334416,0.06507974,1.18464211
-4.71535768,2.50109716,0.13449431,0.49247693,0.40331804,0.88911931,0.00481168,0.16208992,0.06677812,1.21507734
-4.70935468,2.57734571,0.13622124,0.49245749,0.42136567,0.94509330,0.00476230,0.17090771,0.06817009,1.24224468
-4.70335168,2.64814129,0.13839480,0.49111369,0.43961599,1.00074523,0.00468697,0.17962577,0.06922832,1.26573813
-4.69734867,2.71257901,0.14099045,0.48855018,0.45769962,1.05537254,0.00458759,0.18807449,0.06993191,1.28523158
-4.69134567,2.76989658,0.14399239,0.48490589,0.47526070,1.10828764,0.00446649,0.19608973,0.07026680,1.30048204
-4.68534267,2.81948410,0.14739283,0.48034702,0.49196290,1.15883298,0.00432637,0.20351619,0.07022611,1.31133142
-4.67933967,2.86089195,0.15119101,0.47505961,0.50749538,1.20639640,0.00417017,0.21021076,0.06981011,1.31770695
-4.67333667,2.89383712,0.15539231,0.46924198,0.52157887,1.25042642,0.00400101,0.21604568,0.06902621,1.31962056
-4.66733367,2.91820821,0.16000735,0.46309764,0.53397166,1.29044706,0.00382208,0.22091155,0.06788855,1.31716754
-4.66133067,2.93406930,0.16505139,0.45682889,0.54447552,1.32607164,0.00363659,0.22471998,0.06641756,1.31052472
-4.65532766,2.94166269,0.17054397,0.45063157,0.55294117,1.35701518,0.00344763,0.22740598,0.06463933,1.29994818
-4.64932466,2.94141043,0.17650881,0.44469107,0.55927335,1.38310466,0.00325817,0.22892973,0.06258485,1.28577081
-4.64332166,2.93391425,0.18297417,0.43917963,0.56343513,1.40428697,0.00307098,0.22927800,0.06028917,1.26839940
