energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.79589795,1.61750849,0.00248849,0.18531999,0.19146127,0.60911747,0.44667840,1.00046589,0.00000000
-5.78989495,1.63620891,0.00255654,0.18711796,0.20079468,0.60792475,0.45487067,1.00962204,0.00000000
-5.78389195,1.64907462,0.00261924,0.18817728,0.21024328,0.60397496,0.46183165,1.01475342,0.00000000
-5.77788894,1.65674312,0.00267782,0.18853280,0.21987539,0.59758724,0.46774622,1.01626978,0.00000000
-5.77188594,1.66001055,0.00273378,0.18823420,0.22976776,0.58914285,0.47284454,1.01468454,0.00000000
-5.76588294,1.65980251,0.00278885,0.18734450,0.24000166,0.57907180,0.47739340,1.01059595,0.00000000
-5.75987994,1.65713911,0.00284493,0.18593827,0.25065821,0.56783753,0.48168568,1.00466451,0.00000000
-5.75387694,1.65309554,0.00290399,0.18409945,0.26181346,0.55592043,0.48602853,0.99758741,0.00000000
-5.74787394,1.64875986,0.00296799,0.18191887,0.27353317,0.54380074,0.49073044,0.99007117,0.00000000
-5.74187094,1.64518978,0.00303877,0.17949157,0.28586781,0.53194166,0.49608795,0.98280372,0.00000000
-5.73586793,1.64337034,0.00311796,0.17691402,0.29884780,0.52077338,0.50237252,0.97642707,0.00000000
-5.72986493,1.64417438,0.00320691,0.17428132,0.31247941,0.51067869,0.50981813,0.97151197,0.00000000
-5.72386193,1.64832778,0.00330657,0.17168447,0.32674157,0.50198079,0.51861031,0.96853564,0.00000000
-5.71785893,1.65638093,0.00341747,0.16920784,0.34158360,0.49493388,0.52887693,0.96786370,0.00000000
-5.71185593,1.66868788,0.00353965,0.16692690,0.35692425,0.48971678,0.54068154,0.96973713,0.00000000
-5.70585293,1.68539430,0.00367262,0.16490638,0.37265207,0.48642993,0.55401929,0.97426494,0.00000000
-5.69984992,1.70643469,0.00381539,0.16319877,0.38862710,0.48509584,0.56881600,0.98142286,0.00000000
-5.69384692,1.73153923,0.00396648,0.16184341,0.40468390,0.48566284,0.58493018,0.99105821,0.00000000
-5.68784392,1.76024987,0.00412397,0.16086605,0.42063592,0.48801203,0.60215826,1.00290059,0.00000000
-5.68184092,1.79194493,0.00428554,0.16027897,0.43628086,0.49196690,0.62024258,1.01657805,0.00000000
-5.67583792,1.82587121,0.00444861,0.16008164,0.45140711,0.49730533,0.63888206,1.03163781,0.00000000
-5.66983492,1.86118188,0.00461041,0.16026185,0.46580067,0.50377318,0.65774478,1.04757052,0.00000000
-5.66383192,1.89697857,0.00476810,0.16079730,0.47925266,0.51109895,0.67648222,1.06383699,0.00000000
-5.65782891,1.93235535,0.00491890,0.16165751,0.49156672,0.51900867,0.69474425,1.07989588,0.00000000
-5.65182591,1.96644278,0.00506021,0.16280603,0.50256637,0.52724049,0.71219427,1.09523119,0.00000000
-5.64582291,1.99844963,0.00518973,0.16420279,0.51210170,0.53555803,0.72852381,1.10937798,0.00000000
-5.63981991,2.02770028,0.00530555,0.16580643,0.52005537,0.54376215,0.74346572,1.12194520,0.00000000
-5.63381691,2.05366616,0.00540628,0.16757662,0.52634747,0.55170032,0.75680554,1.13263445,0.00000000
-5.62781391,2.07598941,0.00549108,0.16947615,0.53093917,0.55927330,0.76839031,1.14125379,0.00000000
-5.62181091,2.09449787,0.00555975,0.17147267,0.53383491,0.56643893,0.77813443,1.14772593,0.00000000
-5.61580790,2.10921057,0.00561271,0.17354012,0.53508311,0.57321261,0.78602230,1.15209050,0.00000000
-5.60980490,2.12033354,0.00565106,0.17565963,0.53477529,0.57966476,0.79210768,1.15450028,0.00000000
-5.60380190,2.12824630,0.00567651,0.17781995,0.53304366,0.58591529,0.79650961,1.15521175,0.00000000
-5.59779890,2.13347969,0.00569136,0.18001735,0.53005722,0.59212538,0.79940531,1.15457047,0.00000000
-5.59179590,2.13668624,0.00569842,0.18225502,0.52601657,0.59848710,0.80102028,1.15299223,0.00000000
-5.58579290,2.13860487,0.00570097,0.18454200,0.52114753,0.60521139,0.80161621,1.15094078,0.00000000
-5.57978989,2.14002147,0.00570261,0.18689165,0.51569387,0.61251497,0.80147716,1.14890375,0.00000000
-5.57378689,2.14172771,0.00570723,0.18931995,0.50990929,0.62060702,0.80089491,1.14736766,0.00000000
-5.56778389,2.14448012,0.00571886,0.19184346,0.50404913,0.62967617,0.80015407,1.14679364,0.00000000
-5.56178089,2.14896159,0.00574163,0.19447725,0.49836184,0.63987862,0.79951774,1.14759502,0.00000000
-5.55577789,2.15574719,0.00577966,0.19723291,0.49308073,0.65132783,0.79921451,1.15011790,0.00000000
-5.54977489,2.16527623,0.00583701,0.20011672,0.48841616,0.66408656,0.79942741,1.15462584,0.00000000
-5.54377189,2.17783178,0.00591761,0.20312806,0.48454849,0.67816139,0.80028528,1.16128921,0.00000000
-5.53776888,2.19352863,0.00602528,0.20625833,0.48162203,0.69350019,0.80185715,1.17017980,0.00000000
-5.53176588,2.21231031,0.00616368,0.20949023,0.47974019,0.70999254,0.80414971,1.18127073,0.00000000
-5.52576288,2.23395506,0.00633632,0.21279764,0.47896204,0.72747313,0.80710814,1.19444169,0.00000000
-5.51975988,2.25809028,0.00654665,0.21614606,0.47930033,0.74572784,0.81062005,1.20948884,0.00000000
-5.51375688,2.28421461,0.00679805,0.21949353,0.48072122,0.76450218,0.81452237,1.22613888,0.00000000
-5.50775388,2.31172607,0.00709391,0.22279206,0.48314547,0.78351175,0.81861081,1.24406618,0.00000000
-5.50175088,2.33995480,0.00743771,0.22598953,0.48645134,0.80245383,0.82265124,1.26291206,0.00000000
-5.49574787,2.36819834,0.00783306,0.22903177,0.49047897,0.82101980,0.82639251,1.28230485,0.00000000
-5.48974487,2.39575741,0.00828376,0.23186498,0.49503603,0.83890755,0.82957981,1.30187960,0.00000000
-5.48374187,2.42197035,0.00879386,0.23443804,0.49990464,0.85583316,0.83196812,1.32129626,0.00000000
-5.47773887,2.44624401,0.00936763,0.23670483,0.50484916,0.87154149,0.83333476,1.34025526,0.00000000
-5.47173587,2.46807975,0.01000958,0.23862625,0.50962462,0.88581485,0.83349067,1.35850953,0.00000000
-5.46573287,2.48709306,0.01072436,0.24017194,0.51398556,0.89847962,0.83228971,1.37587249,0.00000000
-5.45972986,2.50302587,0.01151669,0.24132149,0.51769480,0.90941033,0.82963571,1.39222140,0.00000000
-5.45372686,2.51575130,0.01239115,0.24206515,0.52053202,0.91853129,0.82548696,1.40749619,0.00000000
-5.44772386,2.52527074,0.01335203,0.24240400,0.52230166,0.92581555,0.81985814,1.42169384,0.00000000
-5.44172086,2.53170384,0.01440305,0.24234950,0.52283994,0.93128161,0.81281962,1.43485892,0.00000000
-5.43571786,2.53527244,0.01554706,0.24192259,0.52202075,0.93498809,0.80449468,1.44707093,0.00000000
-5.42971486,2.53627979,0.01678572,0.24115228,0.51976009,0.93702673,0.79505463,1.45842948,0.00000000
-5.42371186,2.53508656,0.01811915,0.24007391,0.51601913,0.93751434,0.78471268,1.46903834,0.00000000
-5.41770885,2.53208556,0.01954560,0.23872715,0.51080549,0.93658423,0.77371686,1.47898952,0.00000000
-5.41170585,2.52767689,0.02106107,0.23715395,0.50417301,0.93437760,0.76234257,1.48834859,0.00000000
-5.40570285,2.52224530,0.02265909,0.23539643,0.49621991,0.93103556,0.75088545,1.49714213,0.00000000
-5.39969985,2.51614121,0.02433040,0.23349504,0.48708535,0.92669215,0.73965473,1.50534849,0.00000000
-5.39369685,2.50966658,0.02606285,0.23148687,0.47694486,0.92146880,0.72896778,1.51289222,0.00000000
-5.38769385,2.50306656,0.02784132,0.22940446,0.46600449,0.91547047,0.71914574,1.51964288,0.00000000
-5.38169085,2.49652712,0.02964776,0.22727489,0.45449420,0.90878359,0.71051059,1.52541819,0.00000000
-5.37568784,2.49017859,0.03146141,0.22511944,0.44266063,0.90147590,0.70338344,1.52999142,0.00000000
-5.36968484,2.48410464,0.03325909,0.22295363,0.43075955,0.89359786,0.69808387,1.53310256,0.00000000
-5.36368184,2.47835561,0.03501563,0.22078769,0.41904828,0.88518558,0.69493003,1.53447263,0.00000000
-5.35767884,2.47296494,0.03670447,0.21862733,0.40777827,0.87626479,0.69423905,1.53382002,0.00000000
-5.35167584,2.46796718,0.03829831,0.21647483,0.39718820,0.86685550,0.69632731,1.53087813,0.00000000
-5.34567284,2.46341594,0.03976990,0.21433019,0.38749755,0.85697686,0.70151002,1.52541283,0.00000000
-5.33966983,2.45940010,0.04109278,0.21219236,0.37890103,0.84665180,0.71009985,1.51723888,0.00000000
-5.33366683,2.45605680,0.04224219,0.21006037,0.37156382,0.83591097,0.72240395,1.50623414,0.00000000
-5.32766383,2.45357999,0.04319585,0.20793426,0.36561767,0.82479573,0.73871936,1.49235073,0.00000000
-5.32166083,2.45222358,0.04393471,0.20581576,0.36115799,0.81335988,0.75932656,1.47562240,0.00000000
-5.31565783,2.45229866,0.04444364,0.20370866,0.35824185,0.80166992,0.78448118,1.45616771,0.00000000
-5.30965483,2.45416483,0.04471199,0.20161878,0.35688689,0.78980394,0.81440420,1.43418887,0.00000000
-5.30365183,2.45821585,0.04473396,0.19955366,0.35707111,0.77784907,0.84927084,1.40996628,0.00000000
-5.29764882,2.46486059,0.04450885,0.19752188,0.35873353,0.76589787,0.88919883,1.38384920,0.00000000
-5.29164582,2.47450038,0.04404111,0.19553214,0.36177560,0.75404373,0.93423652,1.35624316,0.00000000
-5.28564282,2.48750410,0.04334019,0.19359218,0.36606350,0.74237587,0.98435165,1.32759482,0.00000000
-5.27963982,2.50418285,0.04242026,0.19170754,0.37143102,0.73097407,1.03942146,1.29837523,0.00000000
-5.27363682,2.52476565,0.04129975,0.18988047,0.37768332,0.71990380,1.09922485,1.26906249,0.00000000
-5.26763382,2.54937794,0.04000072,0.18810880,0.38460121,0.70921188,1.16343727,1.24012469,0.00000000
-5.26163082,2.57802425,0.03854817,0.18638516,0.39194617,0.69892321,1.23162879,1.21200406,0.00000000
-5.25562781,2.61057623,0.03696927,0.18469635,0.39946581,0.68903866,1.30326587,1.18510313,0.00000000
-5.24962481,2.64676696,0.03529257,0.18302318,0.40689983,0.67953433,1.37771684,1.15977337,0.00000000
-5.24362181,2.68619177,0.03354716,0.18134062,0.41398634,0.67036237,1.45426132,1.13630690,0.00000000
-5.23761881,2.72831589,0.03176188,0.17961829,0.42046832,0.66145307,1.53210313,1.11493128,0.00000000
-5.23161581,2.77248832,0.02996468,0.17782143,0.42610012,0.65271839,1.61038649,1.09580752,0.00000000
-5.22561281,2.81796121,0.02818193,0.17591204,0.43065379,0.64405643,1.68821486,1.07903100,0.00000000
-5.21960980,2.86391379,0.02643791,0.17385046,0.43392506,0.63535686,1.76467158,1.06463500,0.00000000
-5.21360680,2.90947944,0.02475445,0.17159696,0.43573866,0.62650670,1.83884174,1.05259643,0.00000000
-5.20760380,2.95377455,0.02315060,0.16911352,0.43595297,0.61739637,1.90983412,1.04284305,0.00000000
-5.20160080,2.99592753,0.02164249,0.16636563,0.43446359,0.60792551,1.97680249,1.03526173,0.00000000
-5.19559780,3.03510684,0.02024325,0.16332394,0.43120595,0.59800839,2.03896536,1.02970717,0.00000000
-5.18959480,3.07054639,0.01896307,0.15996582,0.42615654,0.58757850,2.09562343,1.02601051,0.00000000
-5.18359180,3.10156755,0.01780934,0.15627664,0.41933306,0.57659229,2.14617411,1.02398743,0.00000000
-5.17758879,3.12759679,0.01678676,0.15225081,0.41079317,0.56503177,2.19012269,1.02344552,0.00000000
-5.17158579,3.14817856,0.01589767,0.14789249,0.40063211,0.55290600,2.22708988,1.02419045,0.00000000
-5.16558279,3.16298313,0.01514223,0.14321593,0.38897920,0.54025131,2.25681564,1.02603124,0.00000000
-5.15957979,3.17180963,0.01451874,0.13824555,0.37599342,0.52713057,2.27915945,1.02878422,0.00000000
-5.15357679,3.17458456,0.01402387,0.13301560,0.36185823,0.51363131,2.29409726,1.03227622,0.00000000
-5.14757379,3.17135644,0.01365298,0.12756963,0.34677592,0.49986299,2.30171559,1.03634676,0.00000000
-5.14157079,3.16228732,0.01340029,0.12195963,0.33096160,0.48595364,2.30220332,1.04084972,0.00000000
-5.13556778,3.14764205,0.01325914,0.11624503,0.31463724,0.47204592,2.29584168,1.04565469,0.00000000
-5.12956478,3.12777595,0.01322214,0.11049146,0.29802582,0.45829286,2.28299312,1.05064798,0.00000000
-5.12356178,3.10312190,0.01328134,0.10476955,0.28134591,0.44485348,2.26408967,1.05573367,0.00000000
-5.11755878,3.07417736,0.01342835,0.09915352,0.26480682,0.43188837,2.23962106,1.06083471,0.00000000
-5.11155578,3.04149185,0.01365444,0.09371992,0.24860439,0.41955551,2.21012336,1.06589407,0.00000000
-5.10555278,3.00565531,0.01395058,0.08854631,0.23291767,0.40800630,2.17616806,1.07087590,0.00000000
-5.09954977,2.96728728,0.01430752,0.08371003,0.21790626,0.39738198,2.13835200,1.07576657,0.00000000
-5.09354677,2.92702723,0.01471582,0.07928710,0.20370868,0.38781049,2.09728805,1.08057555,0.00000000
-5.08754377,2.88552548,0.01516588,0.07535116,0.19044135,0.37940379,2.05359661,1.08533573,0.00000000
-5.08154077,2.84343484,0.01564795,0.07197257,0.17819843,0.37225574,2.00789765,1.09010319,0.00000000
-5.07553777,2.80140239,0.01615218,0.06921758,0.16705217,0.36644036,1.96080321,1.09495609,0.00000000
-5.06953477,2.76006132,0.01666860,0.06714754,0.15705389,0.36201076,1.91291018,1.09999269,0.00000000
-5.06353177,2.72002249,0.01718723,0.06581829,0.14823523,0.35899847,1.86479324,1.10532828,0.00000000
-5.05752876,2.68186562,0.01769806,0.06527943,0.14060973,0.35741323,1.81699773,1.11109113,0.00000000
-5.05152576,2.64613003,0.01819118,0.06557377,0.13417458,0.35724334,1.77003262,1.11741752,0.00000000
-5.04552276,2.61330525,0.01865683,0.06673664,0.12891234,0.35845635,1.72436357,1.12444594,0.00000000
-5.03951976,2.58382144,0.01908551,0.06879533,0.12479271,0.36100017,1.68040620,1.13231081,0.00000000
-5.03351676,2.55804034,0.01946814,0.07176841,0.12177406,0.36480466,1.63851991,1.14113595,0.00000000
-5.02751376,2.53624686,0.01979616,0.07566508,0.11980498,0.36978341,1.59900247,1.15102809,0.00000000
-5.02151076,2.51864211,0.02006172,0.08048452,0.11882550,0.37583591,1.56208570,1.16207085,0.00000000
-5.01550775,2.50533807,0.02025783,0.08621530,0.11876818,0.38284995,1.52793258,1.17431939,0.00000000
-5.00950475,2.49635449,0.02037852,0.09283477,0.11955908,0.39070414,1.49663609,1.18779623,0.00000000
-5.00350175,2.49161833,0.02041903,0.10030867,0.12111853,0.39927066,1.46821981,1.20248816,0.00000000
-4.99749875,2.49096579,0.02037595,0.10859076,0.12336180,0.40841787,1.44264060,1.21834471,0.00000000
-4.99149575,2.49414714,0.02024732,0.11762276,0.12619980,0.41801309,1.41979311,1.23527802,0.00000000
-4.98549275,2.50083406,0.02003277,0.12733446,0.12953962,0.42792505,1.39951621,1.25316427,0.00000000
-4.97948974,2.51062928,0.01973353,0.13764414,0.13328524,0.43802632,1.38160082,1.27184634,0.00000000
-4.97348674,2.52307801,0.01935250,0.14845928,0.13733828,0.44819539,1.36579901,1.29113782,0.00000000
-4.96748374,2.53768074,0.01889416,0.15967760,0.14159876,0.45831847,1.35183378,1.31082785,0.00000000
-4.96148074,2.55390656,0.01836453,0.17118841,0.14596609,0.46829098,1.33940909,1.33068666,0.00000000
-4.95547774,2.57120666,0.01777101,0.18287432,0.15034016,0.47801859,1.32821972,1.35047153,0.00000000
-4.94947474,2.58902712,0.01712223,0.19461308,0.15462249,0.48741802,1.31796029,1.36993270,0.00000000
-4.94347174,2.60682061,0.01642781,0.20627982,0.15871756,0.49641737,1.30833329,1.38881919,0.00000000
-4.93746873,2.62405658,0.01569814,0.21774923,0.16253415,0.50495623,1.29905562,1.40688412,0.00000000
-4.93146573,2.64022950,0.01494409,0.22889796,0.16598682,0.51298548,1.28986350,1.42388934,0.00000000
-4.92546273,2.65486517,0.01417673,0.23960692,0.16899728,0.52046686,1.28051574,1.43960946,0.00000000
-4.91945973,2.66752503,0.01340711,0.24976347,0.17149579,0.52737248,1.27079521,1.45383494,0.00000000
-4.91345673,2.67780872,0.01264592,0.25926346,0.17342243,0.53368417,1.26050895,1.46637451,0.00000000
-4.90745373,2.68535505,0.01190332,0.26801299,0.17472828,0.53939291,1.24948694,1.47705685,0.00000000
-4.90145073,2.68984201,0.01118869,0.27592988,0.17537635,0.54449820,1.23758003,1.48573178,0.00000000
-4.89544772,2.69098605,0.01051051,0.28294474,0.17534235,0.54900765,1.22465732,1.49227097,0.00000000
-4.88944472,2.68854127,0.00987617,0.28900176,0.17461521,0.55293663,1.21060346,1.49656850,0.00000000
-4.88344172,2.68229890,0.00929196,0.29405907,0.17319727,0.55630807,1.19531618,1.49854140,0.00000000
-4.87743872,2.67208742,0.00876298,0.29808879,0.17110423,0.55915240,1.17870449,1.49813014,0.00000000
-4.87143572,2.65777359,0.00829314,0.30107677,0.16836485,0.56150756,1.16068766,1.49529953,0.00000000
-4.86543272,2.63926456,0.00788523,0.30302207,0.16502026,0.56341909,1.14119524,1.49003960,0.00000000
-4.85942971,2.61651078,0.00754094,0.30393619,0.16112308,0.56494011,1.12016814,1.48236685,0.00000000
-4.85342671,2.58950985,0.00726095,0.30384222,0.15673625,0.56613122,1.09756070,1.47232549,0.00000000
-4.84742371,2.55831051,0.00704501,0.30277378,0.15193162,0.56706015,1.07334353,1.45998856,0.00000000
-4.84142071,2.52301670,0.00689202,0.30077393,0.14678836,0.56780097,1.04750696,1.44545881,0.00000000
-4.83541771,2.48379072,0.00680014,0.29789404,0.14139118,0.56843302,1.02006466,1.42886889,0.00000000
-4.82941471,2.44085525,0.00676680,0.29419256,0.13582841,0.56903915,0.99105714,1.41038080,0.00000000
-4.82341171,2.39449335,0.00678885,0.28973387,0.13019002,0.56970344,0.96055471,1.39018419,0.00000000
-4.81740870,2.34504618,0.00686252,0.28458698,0.12456556,0.57050838,0.92865949,1.36849331,0.00000000
-4.81140570,2.29290792,0.00698351,0.27882433,0.11904214,0.57153141,0.89550633,1.34554271,0.00000000
-4.80540270,2.23851787,0.00714698,0.27252047,0.11370234,0.57284102,0.86126223,1.32158139,0.00000000
-4.79939970,2.18234975,0.00734758,0.26575081,0.10862238,0.57449259,0.82612422,1.29686564,0.00000000
-4.79339670,2.12489844,0.00757949,0.25859021,0.10387029,0.57652398,0.79031576,1.27165094,0.00000000
-4.78739370,2.06666475,0.00783638,0.25111181,0.09950435,0.57895141,0.75408161,1.24618291,0.00000000
-4.78139070,2.00813902,0.00811153,0.24338564,0.09557174,0.58176560,0.71768152,1.22068819,0.00000000
-4.77538769,1.94978428,0.00839781,0.23547753,0.09210750,0.58492864,0.68138300,1.19536543,0.00000000
-4.76938469,1.89202011,0.00868781,0.22744804,0.08913385,0.58837193,0.64545353,1.17037718,0.00000000
-4.76338169,1.83520822,0.00897389,0.21935158,0.08665984,0.59199521,0.61015270,1.14584320,0.00000000
-4.75737869,1.77964071,0.00924834,0.21123580,0.08468145,0.59566725,0.57572467,1.12183569,0.00000000
-4.75137569,1.72553183,0.00950353,0.20314123,0.08318212,0.59922800,0.54239139,1.09837696,0.00000000
-4.74537269,1.67301406,0.00973205,0.19510122,0.08213371,0.60249255,0.51034705,1.07543983,0.00000000
-4.73936968,1.62213880,0.00992691,0.18714226,0.08149785,0.60525672,0.47975388,1.05295090,0.00000000
-4.73336668,1.57288192,0.01008174,0.17928457,0.08122779,0.60730415,0.45073979,1.03079684,0.00000000
-4.72736368,1.52515397,0.01019095,0.17154301,0.08127048,0.60841475,0.42339765,1.00883322,0.00000000
-4.72136068,1.47881453,0.01024992,0.16392825,0.08156906,0.60837408,0.39778651,0.98689584,0.00000000
-4.71535768,1.43369016,0.01025516,0.15644817,0.08206545,0.60698332,0.37393443,0.96481378,0.00000000
-4.70935468,1.38959465,0.01020441,0.14910934,0.08270313,0.60406927,0.35184279,0.94242358,0.00000000
-4.70335168,1.34635078,0.01009675,0.14191852,0.08342990,0.59949405,0.33149185,0.91958379,0.00000000
-4.69734867,1.30381202,0.00993262,0.13488418,0.08420052,0.59316380,0.31284698,0.89618915,0.00000000
-4.69134567,1.26188308,0.00971385,0.12801777,0.08497911,0.58503604,0.29586545,0.87218335,0.00000000
-4.68534267,1.22053803,0.00944357,0.12133487,0.08574119,0.57512518,0.28050310,0.84756997,0.00000000
-4.67933967,1.17983481,0.00912613,0.11485591,0.08647532,0.56350594,0.26672060,0.82242058,0.00000000
-4.67333667,1.13992535,0.00876695,0.10860667,0.08718410,0.55031431,0.25448892,0.79687969,0.00000000
-4.66733367,1.10106041,0.00837237,0.10261830,0.08788460,0.53574601,0.24379365,0.77116617,0.00000000
-4.66133067,1.06358896,0.00794941,0.09692694,0.08860805,0.52005242,0.23463790,0.74557080,0.00000000
-4.65532766,1.02795179,0.00750556,0.09157303,0.08939887,0.50353411,0.22704366,0.72045019,0.00000000
-4.64932466,0.99466962,0.00704854,0.08660017,0.09031299,0.48653209,0.22105151,0.69621704,0.00000000
-4.64332166,0.96432613,0.00658607,0.08205372,0.09141547,0.46941734,0.21671868,0.67332730,0.00000000
-4.63731866,0.93754658,0.00612565,0.07797912,0.09277757,0.45257878,0.21411551,0.65226459,0.00000000
-4.63131566,0.91497303,0.00567432,0.07442011,0.09447330,0.43641032,0.21332066,0.63352272,0.00000000
-4.62531266,0.89723715,0.00523853,0.07141673,0.09657564,0.42129754,0.21441506,0.61758685,0.00000000
-4.61930965,0.88493184,0.00482393,0.06900348,0.09915252,0.40760438,0.21747518,0.60491424,0.00000000
-4.61330665,0.87858296,0.00443530,0.06720743,0.10226272,0.39566054,0.22256577,0.59591545,0.00000000
-4.60730365,0.87862247,0.00407643,0.06604656,0.10595204,0.38575000,0.22973256,0.59093661,0.00000000
-4.60130065,0.88536413,0.00375011,0.06552836,0.11024964,0.37810116,0.23899532,0.59024376,0.00000000
-4.59529765,0.89898290,0.00345810,0.06564867,0.11516494,0.37287892,0.25034158,0.59400980,0.00000000
-4.58929465,0.91949916,0.00320114,0.06639102,0.12068525,0.37017912,0.26372146,0.60230474,0.00000000
-4.58329165,0.94676836,0.00297906,0.06772620,0.12677403,0.37002540,0.27904384,0.61508954,0.00000000
-4.57728864,0.98047683,0.00279079,0.06961247,0.13337028,0.37236873,0.29617421,0.63221411,0.00000000
-4.57128564,1.02014396,0.00263451,0.07199608,0.14038876,0.37708952,0.31493429,0.65341927,0.00000000
-4.56528264,1.06513092,0.00250775,0.07481231,0.14772128,0.38400218,0.33510354,0.67834294,0.00000000
-4.55927964,1.11465559,0.00240752,0.07798691,0.15523906,0.39286211,0.35642256,0.70653013,0.00000000
-4.55327664,1.16781313,0.00233040,0.08143793,0.16279596,0.40337453,0.37859831,0.73744642,0.00000000
-4.54727364,1.22360162,0.00227276,0.08507790,0.17023261,0.41520506,0.40131089,0.77049441,0.00000000
-4.54127064,1.28095146,0.00223081,0.08881622,0.17738122,0.42799140,0.42422160,0.80503236,0.00000000
-4.53526763,1.33875745,0.00220075,0.09256176,0.18407090,0.44135573,0.44698203,0.84039424,0.00000000
-4.52926463,1.39591217,0.00217889,0.09622547,0.19013329,0.45491721,0.46924365,0.87591036,0.00000000
-4.52326163,1.45133915,0.00216175,0.09972297,0.19540823,0.46830414,0.49066744,0.91092760,0.00000000
-4.51725863,1.50402428,0.00214612,0.10297701,0.19974920,0.48116527,0.51093325,0.94482832,0.00000000
-4.51125563,1.55304419,0.00212917,0.10591961,0.20302846,0.49317970,0.52974828,0.97704717,0.00000000
-4.50525263,1.59759033,0.00210847,0.10849387,0.20514138,0.50406515,0.54685439,1.00708501,0.00000000
-4.49924962,1.63698749,0.00208204,0.11065532,0.20601007,0.51358413,0.56203379,1.03451932,0.00000000
-4.49324662,1.67070640,0.00204837,0.11237281,0.20558588,0.52154795,0.57511307,1.05901082,0.00000000
