energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.90995498,2.77655216,0.35031817,0.00000000,0.00796125,0.90856746,0.03822133,0.85408632,1.40490591,0.78287654
-5.90395198,2.65218380,0.33155728,0.00000000,0.00711794,0.87619655,0.03476131,0.80831083,1.34992997,0.75155877
-5.89794897,2.52201374,0.31228198,0.00000000,0.00632533,0.84119511,0.03144466,0.76119673,1.29103442,0.71845609
-5.89194597,2.38727282,0.29267351,0.00000000,0.00558674,0.80389970,0.02829230,0.71322953,1.22885392,0.68385956
-5.88594297,2.24928044,0.27291440,0.00000000,0.00490426,0.76470786,0.02532036,0.66488784,1.16409381,0.64810218
-5.87993997,2.10942105,0.25318477,0.00000000,0.00427877,0.72406998,0.02254042,0.61663549,1.09751559,0.61155290
-5.87393697,1.96911705,0.23365877,0.00000000,0.00371012,0.68247880,0.01995973,0.56891417,1.02992004,0.57460887
-5.86793397,1.82979924,0.21450133,0.00000000,0.00319722,0.64045679,0.01758162,0.52213682,0.96212861,0.53768603
-5.86193097,1.69287609,0.19586525,0.00000000,0.00273821,0.59854226,0.01540584,0.47668190,0.89496391,0.50120872
-5.85592796,1.55970306,0.17788873,0.00000000,0.00233058,0.55727463,0.01342911,0.43288866,0.82923009,0.46559864
-5.84992496,1.43155337,0.16069348,0.00000000,0.00197134,0.51717972,0.01164555,0.39105365,0.76569385,0.43126370
-5.84392196,1.30959134,0.14438332,0.00000000,0.00165712,0.47875550,0.01004714,0.35142838,0.70506698,0.39858732
-5.83791896,1.19484929,0.12904346,0.00000000,0.00138434,0.44245911,0.00862426,0.31421841,0.64799083,0.36791852
-5.83191596,1.08820897,0.11474028,0.00000000,0.00114929,0.40869534,0.00736609,0.27958355,0.59502348,0.33956322
-5.82591296,0.99038795,0.10152181,0.00000000,0.00094824,0.37780724,0.00626101,0.24763950,0.54662974,0.31377705
-5.81990995,0.90193134,0.08941859,0.00000000,0.00077756,0.35006888,0.00529704,0.21846054,0.50317440,0.29075983
-5.81390695,0.82320895,0.07844516,0.00000000,0.00063372,0.32568049,0.00446207,0.19208325,0.46491869,0.27065198
-5.80790395,0.75441761,0.06860178,0.00000000,0.00051341,0.30476614,0.00374420,0.16851108,0.43201989,0.25353268
-5.80190095,0.69558840,0.05987657,0.00000000,0.00041354,0.28737362,0.00313198,0.14771961,0.40453398,0.23941994
-5.79589795,0.64659813,0.05224782,0.00000000,0.00033128,0.27347664,0.00261453,0.12966219,0.38242102,0.22827236
-5.78989495,0.60718446,0.04568634,0.00000000,0.00026406,0.26297901,0.00218175,0.11427577,0.36555282,0.21999254
-5.78389195,0.57696394,0.04015792,0.00000000,0.00020960,0.25572055,0.00182438,0.10148670,0.35372268,0.21443184
-5.77788894,0.55545209,0.03562557,0.00000000,0.00016589,0.25148450,0.00153408,0.09121623,0.34665659,0.21139634
-5.77188594,0.54208478,0.03205172,0.00000000,0.00013115,0.25000613,0.00130345,0.08338555,0.34402558,0.21065377
-5.76588294,0.53624020,0.02940003,0.00000000,0.00010390,0.25098212,0.00112610,0.07792012,0.34545866,0.21194124
-5.75987994,0.53726049,0.02763697,0.00000000,0.00008282,0.25408059,0.00099655,0.07475321,0.35055597,0.21497333
-5.75387694,0.54447255,0.02673302,0.00000000,0.00006684,0.25895136,0.00091029,0.07382841,0.35890177,0.21945057
-5.74787394,0.55720733,0.02666348,0.00000000,0.00005506,0.26523617,0.00086368,0.07510124,0.37007674,0.22506785
-5.74187094,0.57481713,0.02740885,0.00000000,0.00004673,0.27257854,0.00085395,0.07853953,0.38366945,0.23152267
-5.73586793,0.59669034,0.02895486,0.00000000,0.00004124,0.28063314,0.00087915,0.08412287,0.39928639,0.23852294
-5.72986493,0.62226354,0.03129210,0.00000000,0.00003811,0.28907428,0.00093805,0.09184100,0.41656061,0.24579415
-5.72386193,0.65103046,0.03441530,0.00000000,0.00003695,0.29760335,0.00103017,0.10169130,0.43515852,0.25308571
-5.71785893,0.68254783,0.03832235,0.00000000,0.00003745,0.30595508,0.00115569,0.11367549,0.45478476,0.26017632
-5.71185593,0.71643818,0.04301307,0.00000000,0.00003937,0.31390241,0.00131542,0.12779578,0.47518512,0.26687819
-5.70585293,0.75238946,0.04848785,0.00000000,0.00004252,0.32125987,0.00151082,0.14405058,0.49614743,0.27304002
-5.69984992,0.79015205,0.05474614,0.00000000,0.00004675,0.32788548,0.00174392,0.16243007,0.51750052,0.27854877
-5.69384692,0.82953316,0.06178505,0.00000000,0.00005195,0.33368108,0.00201739,0.18291186,0.53911140,0.28333004
-5.68784392,0.87038937,0.06959794,0.00000000,0.00005803,0.33859127,0.00233450,0.20545688,0.56088092,0.28734727
-5.68184092,0.91261763,0.07817314,0.00000000,0.00006490,0.34260096,0.00269915,0.23000589,0.58273817,0.29059972
-5.67583792,0.95614527,0.08749297,0.00000000,0.00007251,0.34573181,0.00311590,0.25647667,0.60463402,0.29311947
-5.66983492,1.00091985,0.09753293,0.00000000,0.00008080,0.34803765,0.00358997,0.28476210,0.62653414,0.29496750
-5.66383192,1.04689903,0.10826119,0.00000000,0.00008971,0.34959927,0.00412729,0.31472921,0.64841194,0.29622911
-5.65782891,1.09404132,0.11963838,0.00000000,0.00009920,0.35051874,0.00473445,0.34621940,0.67024180,0.29700893
-5.65182591,1.14229787,0.13161774,0.00000000,0.00010921,0.35091349,0.00541872,0.37904953,0.69199298,0.29742563
-5.64582291,1.19160583,0.14414539,0.00000000,0.00011969,0.35091052,0.00618797,0.41301415,0.71362442,0.29760665
-5.63981991,1.24188316,0.15716096,0.00000000,0.00013061,0.35064089,0.00705058,0.44788844,0.73508074,0.29768311
-5.63381691,1.29302527,0.17059834,0.00000000,0.00014190,0.35023461,0.00801528,0.48343196,0.75628953,0.29778505
-5.62781391,1.34490313,0.18438652,0.00000000,0.00015352,0.34981617,0.00909099,0.51939274,0.77715999,0.29803711
-5.62181091,1.39736271,0.19845054,0.00000000,0.00016544,0.34950079,0.01028649,0.55551166,0.79758286,0.29855483
-5.61580790,1.45022558,0.21271236,0.00000000,0.00017761,0.34939127,0.01161013,0.59152683,0.81743153,0.29944150
-5.60980490,1.50329022,0.22709171,0.00000000,0.00018998,0.34957567,0.01306941,0.62717771,0.83656423,0.30078566
-5.60380190,1.55633371,0.24150689,0.00000000,0.00020252,0.35012551,0.01467056,0.66220893,0.85482690,0.30265928
-5.59779890,1.60911361,0.25587543,0.00000000,0.00021520,0.35109465,0.01641800,0.69637353,0.87205678,0.30511638
-5.59179590,1.66136979,0.27011465,0.00000000,0.00022796,0.35251861,0.01831387,0.72943570,0.88808620,0.30819231
-5.58579290,1.71282613,0.28414226,0.00000000,0.00024077,0.35441430,0.02035745,0.76117301,0.90274666,0.31190344
-5.57978989,1.76319202,0.29787688,0.00000000,0.00025358,0.35678009,0.02254471,0.79137813,0.91587285,0.31624734
-5.57378689,1.81216404,0.31123872,0.00000000,0.00026634,0.35959613,0.02486782,0.81986033,0.92730659,0.32120328
-5.56778389,1.85942788,0.32415035,0.00000000,0.00027900,0.36282494,0.02731479,0.84644682,0.93690062,0.32673321
-5.56178089,1.90466091,0.33653774,0.00000000,0.00029149,0.36641220,0.02986923,0.87098421,0.94452227,0.33278300
-5.55577789,1.94753588,0.34833160,0.00000000,0.00030373,0.37028791,0.03251023,0.89334020,0.95005694,0.33928414
-5.54977489,1.98772589,0.35946903,0.00000000,0.00031565,0.37436769,0.03521242,0.91340581,0.95341153,0.34615579
-5.54377189,2.02491108,0.36989551,0.00000000,0.00032717,0.37855457,0.03794622,0.93109809,0.95451782,0.35330714
-5.53776888,2.05878719,0.37956721,0.00000000,0.00033820,0.38274111,0.04067830,0.94636341,0.95333577,0.36064028
-5.53176588,2.08907584,0.38845356,0.00000000,0.00034867,0.38681200,0.04337221,0.95918126,0.94985683,0.36805330
-5.52576288,2.11553643,0.39653996,0.00000000,0.00035852,0.39064707,0.04598918,0.96956840,0.94410710,0.37544379
-5.51975988,2.13797927,0.40383045,0.00000000,0.00036770,0.39412478,0.04848916,0.97758311,0.93615023,0.38271246
-5.51375688,2.15627922,0.41035023,0.00000000,0.00037620,0.39712600,0.05083189,0.98332908,0.92608995,0.38976699
-5.50775388,2.17038908,0.41614781,0.00000000,0.00038406,0.39953817,0.05297811,0.98695872,0.91407197,0.39652578
-5.50175088,2.18035198,0.42129657,0.00000000,0.00039138,0.40125951,0.05489082,0.98867538,0.90028511,0.40292154
-5.49574787,2.18631152,0.42589563,0.00000000,0.00039830,0.40220332,0.05653642,0.98873395,0.88496124,0.40890453
-5.48974487,2.18851906,0.43006971,0.00000000,0.00040508,0.40230188,0.05788595,0.98743970,0.86837403,0.41444524
-5.48374187,2.18733698,0.43396802,0.00000000,0.00041206,0.40151015,0.05891596,0.98514485,0.85083626,0.41953632
-5.47773887,2.18323754,0.43776203,0.00000000,0.00041970,0.39980868,0.05960945,0.98224284,0.83269546,0.42419370
-5.47173587,2.17679657,0.44164207,0.00000000,0.00042857,0.39720582,0.05995636,0.97916009,0.81432807,0.42845659
-5.46573287,2.16868204,0.44581289,0.00000000,0.00043940,0.39373889,0.05995399,0.97634554,0.79613199,0.43238654
-5.45972986,2.15963756,0.45048819,0.00000000,0.00045302,0.38947435,0.05960702,0.97425811,0.77851777,0.43606525
-5.45372686,2.15046108,0.45588435,0.00000000,0.00047042,0.38450677,0.05892733,0.97335248,0.76189869,0.43959137
-5.44772386,2.14197982,0.46221360,0.00000000,0.00049274,0.37895665,0.05793354,0.97406373,0.74667994,0.44307632
-5.44172086,2.13502201,0.46967671,0.00000000,0.00052124,0.37296715,0.05665032,0.97679155,0.73324744,0.44663924
-5.43571786,2.13038701,0.47845576,0.00000000,0.00055727,0.36669980,0.05510749,0.98188460,0.72195651,0.45040129
-5.42971486,2.12881473,0.48870695,0.00000000,0.00060232,0.36032930,0.05333899,0.98962572,0.71312109,0.45447960
-5.42371186,2.13095599,0.50055399,0.00000000,0.00065792,0.35403775,0.05138172,1.00021884,0.70700362,0.45898102
-5.41770885,2.13734506,0.51408215,0.00000000,0.00072563,0.34800833,0.04927440,1.01377803,0.70380623,0.46399606
-5.41170585,2.14837555,0.52933331,0.00000000,0.00080702,0.34241885,0.04705634,1.03031943,0.70366339,0.46959329
-5.40570285,2.16428084,0.54630204,0.00000000,0.00090358,0.33743537,0.04476638,1.04975626,0.70663643,0.47581439
-5.39969985,2.18511989,0.56493309,0.00000000,0.00101668,0.33320608,0.04244185,1.07189741,0.71270994,0.48267020
-5.39369685,2.21076897,0.58512010,0.00000000,0.00114754,0.32985575,0.04011775,1.09644958,0.72179040,0.49013789
-5.38769385,2.24091979,0.60670574,0.00000000,0.00129710,0.32748103,0.03782600,1.12302300,0.73370681,0.49815942
-5.38169085,2.27508405,0.62948328,0.00000000,0.00146602,0.32614654,0.03559498,1.15114055,0.74821348,0.50664144
-5.37568784,2.31260415,0.65319943,0.00000000,0.00165457,0.32588219,0.03344918,1.18024990,0.76499473,0.51545657
-5.36968484,2.35266980,0.67755854,0.00000000,0.00186260,0.32668162,0.03140906,1.20973838,0.78367149,0.52444610
-5.36368184,2.39433976,0.70222785,0.00000000,0.00208947,0.32850186,0.02949111,1.23894986,0.80380944,0.53342405
-5.35767884,2.43656799,0.72684392,0.00000000,0.00233401,0.33126430,0.02770797,1.26720319,0.82492856,0.54218230
-5.35167584,2.47823326,0.75101988,0.00000000,0.00259449,0.33485680,0.02606878,1.29381155,0.84651387,0.55049683
-5.34567284,2.51817122,0.77435346,0.00000000,0.00286862,0.33913693,0.02457953,1.31810201,0.86802700,0.55813463
-5.33966983,2.55520784,0.79643558,0.00000000,0.00315356,0.34393629,0.02324355,1.33943471,0.88891837,0.56486114
-5.33366683,2.58819321,0.81685944,0.00000000,0.00344594,0.34906557,0.02206193,1.35722101,0.90863978,0.57044791
-5.32766383,2.61603454,0.83522967,0.00000000,0.00374192,0.35432038,0.02103408,1.37094012,0.92665703,0.57468020
-5.32166083,2.63772740,0.85117166,0.00000000,0.00403727,0.35948751,0.02015811,1.38015357,0.94246229,0.57736414
-5.31565783,2.65238432,0.86434054,0.00000000,0.00432749,0.36435142,0.01943128,1.38451723,0.95558606,0.57833340
-5.30965483,2.65925972,0.87442981,0.00000000,0.00460788,0.36870089,0.01885037,1.38379046,0.96560830,0.57745480
-5.30365183,2.65777059,0.88117925,0.00000000,0.00487375,0.37233533,0.01841190,1.37784207,0.97216853,0.57463296
-5.29764882,2.64751217,0.88438196,0.00000000,0.00512049,0.37507082,0.01811234,1.36665305,0.97497461,0.56981360
-5.29164582,2.62826833,0.88389024,0.00000000,0.00534381,0.37674554,0.01794822,1.35031585,0.97380992,0.56298540
-5.28564282,2.60001616,0.87962014,0.00000000,0.00553983,0.37722442,0.01791612,1.32903045,0.96853880,0.55418049
-5.27963982,2.56292483,0.87155449,0.00000000,0.00570531,0.37640290,0.01801259,1.30309715,0.95910995,0.54347333
-5.27363682,2.51734882,0.85974434,0.00000000,0.00583773,0.37420973,0.01823405,1.27290653,0.94555776,0.53097832
-5.26763382,2.46381560,0.84430857,0.00000000,0.00593544,0.37060866,0.01857651,1.23892684,0.92800149,0.51684592
-5.26163082,2.40300865,0.82543185,0.00000000,0.00599782,0.36559906,0.01903540,1.20168936,0.90664219,0.50125780
-5.25562781,2.33574610,0.80336080,0.00000000,0.00602530,0.35921545,0.01960526,1.16177220,0.88175766,0.48442092
-5.24962481,2.26295618,0.77839866,0.00000000,0.00601944,0.35152606,0.02027945,1.11978323,0.85369543,0.46656106
-5.24362181,2.18565030,0.75089848,0.00000000,0.00598300,0.34263043,0.02104996,1.07634274,0.82286400,0.44791590
-5.23761881,2.10489484,0.72125508,0.00000000,0.00591989,0.33265624,0.02190711,1.03206654,0.78972285,0.42872802
-5.23161581,2.02178291,0.68989622,0.00000000,0.00583513,0.32175546,0.02283950,0.98755005,0.75477128,0.40923811
-5.22561281,1.93740693,0.65727306,0.00000000,0.00573486,0.31010012,0.02383386,0.94335413,0.71853667,0.38967867
-5.21960980,1.85283328,0.62385040,0.00000000,0.00562617,0.29787762,0.02487510,0.89999298,0.68156255,0.37026838
-5.21360680,1.76907977,0.59009694,0.00000000,0.00551708,0.28528610,0.02594648,0.85792460,0.64439668,0.35120740
-5.20760380,1.68709660,0.55647594,0.00000000,0.00541630,0.27252965,0.02702977,0.81754406,0.60757980,0.33267379
-5.20160080,1.60775137,0.52343636,0.00000000,0.00533318,0.25981379,0.02810565,0.77917968,0.57163504,0.31482094
-5.19559780,1.53181823,0.49140498,0.00000000,0.00527748,0.24734121,0.02915411,0.74309208,0.53705847,0.29777625
-5.18959480,1.45997131,0.46077937,0.00000000,0.00525920,0.23530781,0.03015499,0.70947583,0.50431082,0.28164090
-5.18359180,1.39278188,0.43192198,0.00000000,0.00528841,0.22389924,0.03108849,0.67846353,0.47381050,0.26649061
-5.17758879,1.33071912,0.40515535,0.00000000,0.00537497,0.21328780,0.03193583,0.65013164,0.44592798,0.25237731
-5.17158579,1.27415344,0.38075836,0.00000000,0.00552838,0.20362980,0.03267979,0.62450777,0.42098135,0.23933142
-5.16558279,1.22336189,0.35896352,0.00000000,0.00575747,0.19506334,0.03330529,0.60157860,0.39923314,0.22736469
-5.15957979,1.17853469,0.33995520,0.00000000,0.00607021,0.18770649,0.03379986,0.58129809,0.38088803,0.21647322
-5.15357679,1.13978212,0.32386859,0.00000000,0.00647340,0.18165573,0.03415407,0.56359516,0.36609159,0.20664053
-5.14757379,1.10714100,0.31078949,0.00000000,0.00697244,0.17698476,0.03436178,0.54838062,0.35492956,0.19784054
-5.14157079,1.08058032,0.30075451,0.00000000,0.00757107,0.17374355,0.03442029,0.53555273,0.34742791,0.19004019
-5.13556778,1.06000552,0.29375190,0.00000000,0.00827108,0.17195766,0.03433035,0.52500136,0.34355329,0.18320160
-5.12956478,1.04526129,0.28972285,0.00000000,0.00907211,0.17162773,0.03409603,0.51661043,0.34321405,0.17728382
-5.12356178,1.03613303,0.28856313,0.00000000,0.00997143,0.17272939,0.03372442,0.51025887,0.34626174,0.17224394
-5.11755878,1.03234716,0.29012533,0.00000000,0.01096379,0.17521336,0.03322526,0.50582007,0.35249326,0.16803779
-5.11155578,1.03357083,0.29422159,0.00000000,0.01204130,0.17900603,0.03261039,0.50316041,0.36165363,0.16462015
-5.10555278,1.03941168,0.30062694,0.00000000,0.01319336,0.18401042,0.03189329,0.50213690,0.37343969,0.16194464
-5.09954977,1.04941825,0.30908340,0.00000000,0.01440677,0.19010775,0.03108836,0.50259480,0.38750480,0.15996339
-5.09354677,1.06308197,0.31930482,0.00000000,0.01566578,0.19715954,0.03021044,0.50436530,0.40346466,0.15862671
-5.08754377,1.07984122,0.33098264,0.00000000,0.01695237,0.20501037,0.02927413,0.50726413,0.42090436,0.15788275
-5.08154077,1.09908817,0.34379245,0.00000000,0.01824651,0.21349139,0.02829339,0.51109115,0.43938676,0.15767749
-5.07553777,1.12017873,0.35740155,0.00000000,0.01952663,0.22242441,0.02728102,0.51563150,0.45846210,0.15795491
-5.06953477,1.14244577,0.37147709,0.00000000,0.02077010,0.23162663,0.02624839,0.52065838,0.47767871,0.15865778
-5.06353177,1.16521546,0.38569500,0.00000000,0.02195380,0.24091597,0.02520522,0.52593754,0.49659467,0.15972869
-5.05752876,1.18782652,0.39974916,0.00000000,0.02305475,0.25011671,0.02415947,0.53123348,0.51479004,0.16111169
-5.05152576,1.20965148,0.41336083,0.00000000,0.02405077,0.25906541,0.02311740,0.53631702,0.53187924,0.16275427
-5.04552276,1.23011929,0.42628767,0.00000000,0.02492117,0.26761674,0.02208362,0.54097393,0.54752324,0.16460966
-5.03951976,1.24873811,0.43833229,0.00000000,0.02564740,0.27564921,0.02106134,0.54501419,0.56144085,0.16663936
-5.03351676,1.26511704,0.44934971,0.00000000,0.02621362,0.28307021,0.02005262,0.54828127,0.57341872,0.16881565
-5.02751376,1.27898557,0.45925336,0.00000000,0.02660727,0.28982046,0.01905863,0.55066089,0.58331950,0.17112403
-5.02151076,1.29020953,0.46801943,0.00000000,0.02681946,0.29587723,0.01808001,0.55208856,0.59108760,0.17356525
-5.01550775,1.29880232,0.47568889,0.00000000,0.02684525,0.30125648,0.01711715,0.55255549,0.59675221,0.17615687
-5.00950475,1.30493036,0.48236730,0.00000000,0.02668388,0.30601338,0.01617044,0.55211223,0.60042722,0.17893409
-5.00350175,1.30891229,0.48822193,0.00000000,0.02633872,0.31024134,0.01524052,0.55086974,0.60230793,0.18194976
-4.99749875,1.31121108,0.49347627,0.00000000,0.02581716,0.31406929,0.01432844,0.54899751,0.60266442,0.18527339
-4.99149575,1.31241925,0.49840195,0.00000000,0.02513034,0.31765731,0.01343576,0.54671878,0.60183171,0.18898917
-4.98549275,1.31323718,0.50330818,0.00000000,0.02429273,0.32119062,0.01256458,0.54430278,0.60019697,0.19319289
-4.97948974,1.31444530,0.50852902,0.00000000,0.02332165,0.32487206,0.01171753,0.54205419,0.59818419,0.19798789
-4.97348674,1.31687088,0.51440892,0.00000000,0.02223664,0.32891348,0.01089765,0.54030031,0.59623688,0.20348009
-4.96748374,1.32135080,0.52128692,0.00000000,0.02105881,0.33352597,0.01010833,0.53937626,0.59479932,0.20977226
-4.96148074,1.32869168,0.52948027,0.00000000,0.01981020,0.33890971,0.00935306,0.53960900,0.59429725,0.21695779
-4.95547774,1.33962921,0.53926794,0.00000000,0.01851304,0.34524357,0.00863534,0.54130080,0.59511870,0.22511414
-4.94947474,1.35478825,0.55087488,0.00000000,0.01718915,0.35267496,0.00795841,0.54471288,0.59759579,0.23429640
-4.94347174,1.37464584,0.56445767,0.00000000,0.01585932,0.36131049,0.00732515,0.55005009,0.60198830,0.24453112
-4.93746873,1.39949869,0.58009229,0.00000000,0.01454279,0.37120783,0.00673787,0.55744743,0.60846978,0.25581090
-4.93146573,1.42943701,0.59776459,0.00000000,0.01325685,0.38236913,0.00619819,0.56695890,0.61711679,0.26808997
-4.92546273,1.46432597,0.61736411,0.00000000,0.01201651,0.39473652,0.00570697,0.57854957,0.62790192,0.28128107
-4.91945973,1.50379616,0.63868163,0.00000000,0.01083427,0.40818990,0.00526420,0.59209123,0.64069089,0.29525400
-4.91345673,1.54724366,0.66141070,0.00000000,0.00972004,0.42254718,0.00486905,0.60736191,0.65524404,0.30983579
-4.90745373,1.59384016,0.68515343,0.00000000,0.00868112,0.43756728,0.00451985,0.62404954,0.67122212,0.32481287
-4.90145073,1.64255319,0.70943020,0.00000000,0.00772228,0.45295563,0.00421417,0.64175970,0.68819643,0.33993516
-4.89544772,1.69217570,0.73369333,0.00000000,0.00684594,0.46837218,0.00394888,0.66002722,0.70566279,0.35492195
-4.88944472,1.74136418,0.75734409,0.00000000,0.00605241,0.48344168,0.00372031,0.67833129,0.72305887,0.36946955
-4.88344172,1.78868383,0.77975243,0.00000000,0.00534012,0.49776570,0.00352435,0.69611345,0.73978426,0.38326032
-4.87743872,1.83265899,0.80027873,0.00000000,0.00470597,0.51093611,0.00335662,0.71279789,0.75522240,0.39597290
-4.87143572,1.87182684,0.81829673,0.00000000,0.00414561,0.52254930,0.00321259,0.72781303,0.76876342,0.40729309
-4.86543272,1.90479211,0.83321647,0.00000000,0.00365380,0.53222063,0.00308775,0.74061379,0.77982708,0.41692497
-4.85942971,1.93028036,0.84450657,0.00000000,0.00322466,0.53959849,0.00297774,0.75070326,0.78788465,0.42460186
-4.85342671,1.94718776,0.85171459,0.00000000,0.00285199,0.54437715,0.00287846,0.75765321,0.79247894,0.43009653
-4.84742371,1.95462508,0.85448488,0.00000000,0.00252950,0.54630820,0.00278619,0.76112241,0.79324163,0.43323027
-4.84142071,1.95195418,0.85257289,0.00000000,0.00225102,0.54520966,0.00269767,0.76087196,0.78990712,0.43388041
-4.83541771,1.93881536,0.84585558,0.00000000,0.00201066,0.54097270,0.00261015,0.75677725,0.78232244,0.43198592
-4.82941471,1.91514470,0.83433744,0.00000000,0.00180298,0.53356547,0.00252142,0.74883587,0.77045285,0.42755093
-4.82341171,1.88118068,0.81815190,0.00000000,0.00162304,0.52303402,0.00242986,0.73717136,0.75438301,0.42064593
-4.81740870,1.83746013,0.79755822,0.00000000,0.00146647,0.50950035,0.00233441,0.72203265,0.73431374,0.41140672
-4.81140570,1.78480386,0.77293417,0.00000000,0.00132949,0.49315763,0.00223452,0.70378933,0.71055477,0.40003113
-4.80540270,1.72429291,0.74476482,0.00000000,0.00120894,0.47426293,0.00213016,0.68292310,0.68351375,0.38677373
-4.79939970,1.65723655,0.71362805,0.00000000,0.00110220,0.45312793,0.00202171,0.66001564,0.65368232,0.37193876
-4.79339670,1.58513381,0.68017762,0.00000000,0.00100720,0.43010796,0.00190995,0.63573367,0.62161978,0.35587158
-4.78739370,1.50963001,0.64512444,0.00000000,0.00092233,0.40558999,0.00179595,0.61081163,0.58793524,0.33894919
-4.78139070,1.43247027,0.60921689,0.00000000,0.00084639,0.37998012,0.00168100,0.58603269,0.55326903,0.32156995
-4.77538769,1.35545182,0.57322103,0.00000000,0.00077853,0.35369112,0.00156657,0.56220874,0.51827404,0.30414315
-4.76938469,1.28037669,0.53790129,0.00000000,0.00071817,0.32713048,0.00145421,0.54016004,0.48359787,0.28707864
-4.76338169,1.20900637,0.50400240,0.00000000,0.00066496,0.30068953,0.00134550,0.52069490,0.44986619,0.27077692
-4.75737869,1.14301970,0.47223288,0.00000000,0.00061867,0.27473386,0.00124197,0.50459017,0.41766798,0.25561993
-4.75137569,1.08397487,0.44325060,0.00000000,0.00057919,0.24959548,0.00114510,0.49257260,0.38754285,0.24196283
-4.74537269,1.03327635,0.41765048,0.00000000,0.00054648,0.22556669,0.00105623,0.48530173,0.35997079,0.23012681
-4.73936968,0.99214704,0.39595447,0.00000000,0.00052046,0.20289588,0.00097655,0.48335432,0.33536430,0.22039309
-4.73336668,0.96160587,0.37860380,0.00000000,0.00050107,0.18178515,0.00090709,0.48721063,0.31406296,0.21299807
-4.72736368,0.94245068,0.36595323,0.00000000,0.00048817,0.16238967,0.00084867,0.49724263,0.29633029,0.20812972
-4.72136068,0.93524647,0.35826724,0.00000000,0.00048158,0.14481858,0.00080192,0.51370432,0.28235267,0.20592502
-4.71535768,0.94031830,0.35571792,0.00000000,0.00048102,0.12913719,0.00076726,0.53672418,0.27224008,0.20646844
-4.70935468,0.95774899,0.35838420,0.00000000,0.00048613,0.11537025,0.00074491,0.56629997,0.26602835,0.20979140
-4.70335168,0.98738093,0.36625241,0.00000000,0.00049646,0.10350599,0.00073488,0.60229587,0.26368282,0.21587257
-4.69734867,1.02882193,0.37921783,0.00000000,0.00051148,0.09350069,0.00073701,0.64444220,0.26510285,0.22463896
-4.69134567,1.08145478,0.39708725,0.00000000,0.00053059,0.08528352,0.00075092,0.69233777,0.27012729,0.23596779
-4.68534267,1.14445050,0.41958246,0.00000000,0.00055314,0.07876148,0.00077610,0.74545498,0.27854051,0.24968896
-4.67933967,1.21678499,0.44634460,0.00000000,0.00057843,0.07382414,0.00081185,0.80314783,0.29007893,0.26558835
-4.67333667,1.29725909,0.47693963,0.00000000,0.00060577,0.07034830,0.00085736,0.86466280,0.30443801,0.28341162
-4.66733367,1.38452198,0.51086478,0.00000000,0.00063445,0.06820217,0.00091167,0.92915260,0.32127949,0.30286886
-4.66133067,1.47709774,0.54755629,0.00000000,0.00066383,0.06724927,0.00097376,0.99569267,0.34023898,0.32363972
-4.65532766,1.57341485,0.58639833,0.00000000,0.00069332,0.06735191,0.00104253,1.06330023,0.36093376,0.34537934
-4.64932466,1.67183827,0.62673337,0.00000000,0.00072245,0.06837426,0.00111685,1.13095551,0.38297080,0.36772477
-4.64332166,1.77070380,0.66787381,0.00000000,0.00075089,0.07018505,0.00119559,1.19762469,0.40595490,0.39030202
