energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.54377189,2.99468439,0.02888879,0.36861333,0.40834678,0.93328291,0.75801875,0.03763865,1.66951288
-5.53776888,2.93607184,0.02898646,0.35845699,0.41132793,0.91273556,0.74782836,0.03645578,1.63260547
-5.53176588,2.87333207,0.02907229,0.34795356,0.41421303,0.89052031,0.73688952,0.03520820,1.59298834
-5.52576288,2.80690254,0.02914405,0.33715230,0.41686184,0.86680500,0.72525222,0.03390917,1.55100622
-5.51975988,2.73716203,0.02919755,0.32609242,0.41911409,0.84174510,0.71295040,0.03257133,1.50697760
-5.51375688,2.66444160,0.02922690,0.31480477,0.42079673,0.81548514,0.70000788,0.03120661,1.46119686
-5.50775388,2.58904016,0.02922488,0.30331400,0.42173212,0.78816139,0.68644592,0.02982608,1.41393906
-5.50175088,2.51124392,0.02918337,0.29164105,0.42174679,0.75990533,0.67229169,0.02843993,1.36546680
-5.49574787,2.43134840,0.02909399,0.27980571,0.42068032,0.73084788,0.65758747,0.02705745,1.31603867
-5.48974487,2.34968171,0.02894862,0.26782928,0.41839387,0.70112395,0.64239999,0.02568707,1.26591885
-5.48374187,2.26662767,0.02874002,0.25573695,0.41477799,0.67087704,0.62682941,0.02433650,1.21538713
-5.47773887,2.18264743,0.02846246,0.24355998,0.40975929,0.64026355,0.61101744,0.02301277,1.16474851
-5.47173587,2.09829816,0.02811219,0.23133747,0.40330553,0.60945661,0.59515423,0.02172246,1.11434210
-5.46573287,2.01424763,0.02768797,0.21911760,0.39542906,0.57864902,0.57948337,0.02047180,1.06454830
-5.45972986,1.93128377,0.02719135,0.20695841,0.38618823,0.54805530,0.56430502,0.01926682,1.01579400
-5.45372686,1.85031853,0.02662691,0.19492791,0.37568679,0.51791258,0.54997649,0.01811357,0.96855538
-5.44772386,1.77238542,0.02600234,0.18310380,0.36407133,0.48848032,0.53691050,0.01701818,0.92335790
-5.44172086,1.69863092,0.02532840,0.17157257,0.35152686,0.46003891,0.52557081,0.01598696,0.88077349
-5.43571786,1.63029970,0.02461865,0.16042824,0.33827066,0.43288719,0.51646531,0.01502652,0.84141489
-5.42971486,1.56871418,0.02388916,0.14977072,0.32454492,0.40733898,0.51013681,0.01414374,0.80592729
-5.42371186,1.51524911,0.02315803,0.13970393,0.31060833,0.38371886,0.50715161,0.01334579,0.77497753
-5.41770885,1.47130201,0.02244483,0.13033381,0.29672707,0.36235728,0.50808625,0.01264003,0.74924122
-5.41170585,1.43826051,0.02176998,0.12176620,0.28316565,0.34358536,0.51351271,0.01203396,0.72938822
-5.40570285,1.41746742,0.02115408,0.11410481,0.27017804,0.32772927,0.52398257,0.01153505,0.71606689
-5.39969985,1.41018494,0.02061719,0.10744928,0.25799932,0.31510469,0.54001039,0.01115056,0.70988762
-5.39369685,1.41755872,0.02017815,0.10189337,0.24683834,0.30601116,0.56205695,0.01088740,0.71140617
-5.38769385,1.44058296,0.01985397,0.09752333,0.23687154,0.30072659,0.59051268,0.01075184,0.72110721
-5.38169085,1.48006739,0.01965916,0.09441644,0.22823827,0.29950194,0.62568178,0.01074935,0.73938850
-5.37568784,1.53660696,0.01960527,0.09263972,0.22103755,0.30255603,0.66776750,0.01088431,0.76654615
-5.36968484,1.61055499,0.01970045,0.09224885,0.21532648,0.31007057,0.71685899,0.01115983,0.80276130
-5.36368184,1.70200036,0.01994910,0.09328704,0.21112015,0.32218525,0.77292020,0.01157747,0.84808853
-5.35767884,1.81074943,0.02035164,0.09578418,0.20839303,0.33899309,0.83578119,0.01213709,0.90244627
-5.35167584,1.93631305,0.02090448,0.09975586,0.20708170,0.36053585,0.90513217,0.01283661,0.96560962
-5.34567284,2.07789924,0.02159994,0.10520250,0.20708857,0.38679962,0.98052075,0.01367191,1.03720556
-5.33966983,2.23441179,0.02242644,0.11210846,0.20828659,0.41771070,1.06135249,0.01463666,1.11671110
-5.33366683,2.40445527,0.02336869,0.12044116,0.21052451,0.45313183,1.14689510,0.01572230,1.20345421
-5.32766383,2.58634645,0.02440804,0.13015028,0.21363254,0.49285896,1.23628638,0.01691797,1.29661806
-5.32166083,2.77813256,0.02552290,0.14116701,0.21742807,0.53661875,1.32854579,0.01821058,1.39524839
-5.31565783,2.97761622,0.02668926,0.15340347,0.22172141,0.58406709,1.42258989,0.01958488,1.49826422
-5.30965483,3.18238696,0.02788121,0.16675236,0.22632109,0.63478882,1.51725115,0.02102363,1.60447192
-5.30365183,3.38985917,0.02907163,0.18108693,0.23103880,0.68829900,1.61129991,0.02250783,1.71258237
-5.29764882,3.59731577,0.03023279,0.19626131,0.23569373,0.74404589,1.70346920,0.02401698,1.82123130
-5.29164582,3.80195703,0.03133709,0.21211139,0.24011619,0.80141586,1.79248154,0.02552945,1.92900222
-5.28564282,4.00095359,0.03235774,0.22845615,0.24415065,0.85974042,1.87707739,0.02702287,2.03445163
-5.27963982,4.19150249,0.03326942,0.24509965,0.24765794,0.91830534,1.95604415,0.02847457,2.13613611
-5.27363682,4.37088483,0.03404894,0.26183354,0.25051690,0.97636185,2.02824513,0.02986204,2.23264034
-5.26763382,4.53652360,0.03467584,0.27844021,0.25262535,1.03313978,2.09264739,0.03116347,2.32260565
-5.26163082,4.68603999,0.03513292,0.29469648,0.25390048,1.08786234,2.14834776,0.03235817,2.40475809
-5.25562781,4.81730653,0.03540665,0.31037769,0.25427891,1.13976217,2.19459595,0.03342709,2.47793526
-5.24962481,4.92849535,0.03548756,0.32526219,0.25371624,1.18809833,2.23081422,0.03435327,2.54111112
-5.24362181,5.01812004,0.03537042,0.33913603,0.25218637,1.23217343,2.25661268,0.03512221,2.59341794
-5.23761881,5.08506963,0.03505435,0.35179769,0.24968064,1.27135063,2.27179983,0.03572221,2.63416468
-5.23161581,5.12863356,0.03454285,0.36306275,0.24620677,1.30506957,2.27638788,0.03614464,2.66285131
-5.22561281,5.14851665,0.03384356,0.37276822,0.24178770,1.33286097,2.27059260,0.03638407,2.67917845
-5.21960980,5.14484368,0.03296810,0.38077647,0.23646041,1.35435901,2.25482781,0.03643840,2.68305213
-5.21360680,5.11815312,0.03193160,0.38697856,0.23027462,1.36931117,2.22969441,0.03630881,2.67458352
-5.20760380,5.06938044,0.03075228,0.39129685,0.22329150,1.37758514,2.19596448,0.03599963,2.65408367
-5.20160080,4.99983124,0.02945088,0.39368682,0.21558232,1.37917232,2.15456090,0.03551824,2.62205342
-5.19559780,4.91114526,0.02805006,0.39413790,0.20722700,1.37418792,2.10653299,0.03487468,2.57916896
-5.18959480,4.80525223,0.02657372,0.39267351,0.19831268,1.36286749,2.05302902,0.03408144,2.52626337
-5.18359180,4.68432100,0.02504638,0.38935010,0.18893214,1.34556001,1.99526635,0.03315301,2.46430488
-5.17758879,4.55070359,0.02349249,0.38425528,0.17918220,1.32271779,1.93450009,0.03210546,2.39437246
-5.17158579,4.40687557,0.02193586,0.37750517,0.16916206,1.29488341,1.87199112,0.03095606,2.31762947
-5.16558279,4.25537489,0.02039900,0.36924103,0.15897161,1.26267430,1.80897450,0.02972280,2.23529621
-5.15957979,4.09874051,0.01890273,0.35962519,0.14870969,1.22676536,1.74662902,0.02842400,2.14862202
-5.15357679,3.93945296,0.01746565,0.34883664,0.13847240,1.18787021,1.68604878,0.02707785,2.05885769
-5.14757379,3.77987810,0.01610385,0.33706615,0.12835153,1.14672179,1.62821757,0.02570210,1.96722906
-5.14157079,3.62221590,0.01483067,0.32451127,0.11843302,1.10405296,1.57398686,0.02431367,1.87491214
-5.13556778,3.46845537,0.01365651,0.31137141,0.10879566,1.06057757,1.52405781,0.02292839,1.78301069
-5.12956478,3.32033698,0.01258881,0.29784286,0.09950991,1.01697291,1.47896800,0.02156078,1.69253659
-5.12356178,3.17932349,0.01163204,0.28411431,0.09063704,0.97386385,1.43908312,0.02022382,1.60439344
-5.11755878,3.04657989,0.01078779,0.27036262,0.08222852,0.93180930,1.40459393,0.01892884,1.51936397
-5.11155578,2.92296285,0.01005501,0.25674927,0.07432566,0.89129140,1.37551858,0.01768544,1.43810123
-5.10555278,2.80902006,0.00943017,0.24341738,0.06695957,0.85270770,1.35171015,0.01650144,1.36112399
-5.09954977,2.70499905,0.00890754,0.23048949,0.06015143,0.81636659,1.33286917,0.01538291,1.28881630
-5.09354677,2.61086525,0.00847956,0.21806606,0.05391295,0.78248599,1.31856072,0.01433421,1.22143113
-5.08754377,2.52632841,0.00813714,0.20622490,0.04824718,0.75119531,1.30823544,0.01335809,1.15909786
-5.08154077,2.45087638,0.00787003,0.19502121,0.04314941,0.72254036,1.30125381,0.01245584,1.10183342
-5.07553777,2.38381478,0.00766716,0.18448853,0.03860831,0.69649118,1.29691257,0.01162741,1.04955641
-5.06953477,2.32431106,0.00751703,0.17464032,0.03460712,0.67295198,1.29447258,0.01087164,1.00210379
-5.06353177,2.27144118,0.00740804,0.16547212,0.03112495,0.65177302,1.29318681,0.01018643,0.95924924
-5.05752876,2.22423681,0.00732882,0.15696420,0.02813802,0.63276367,1.29232748,0.00956898,0.92072253
-5.05152576,2.18173144,0.00726853,0.14908459,0.02562090,0.61570600,1.29121141,0.00901599,0.88622899
-5.04552276,2.14300312,0.00721710,0.14179222,0.02354768,0.60036840,1.28922237,0.00852387,0.85546818
-5.03951976,2.10721243,0.00716551,0.13504022,0.02189292,0.58651836,1.28582995,0.00808898,0.82815093
-5.03351676,2.07363397,0.00710589,0.12877903,0.02063258,0.57393412,1.28060395,0.00770778,0.80401404
-5.02751376,2.04168024,0.00703175,0.12295925,0.01974462,0.56241437,1.27322421,0.00737703,0.78283184
-5.02151076,2.01091708,0.00693800,0.11753426,0.01920957,0.55178587,1.26348537,0.00709389,0.76442422
-5.01550775,1.98107036,0.00682102,0.11246217,0.01901073,0.54190857,1.25129675,0.00685604,0.74866081
-5.00950475,1.95202379,0.00667864,0.10770749,0.01913434,0.53267816,1.23667768,0.00666175,0.73546110
-5.00350175,1.92380850,0.00651008,0.10324200,0.01956950,0.52402601,1.21974845,0.00650989,0.72479076
-4.99749875,1.89658532,0.00631588,0.09904524,0.02030788,0.51591677,1.20071786,0.00639992,0.71665446
-4.99149575,1.87062074,0.00609775,0.09510438,0.02134345,0.50834384,1.17986791,0.00633184,0.71108562
-4.98549275,1.84625845,0.00585840,0.09141364,0.02267200,0.50132316,1.15753653,0.00630614,0.70813402
-4.97948974,1.82388791,0.00560138,0.08797331,0.02429060,0.49488579,1.13409931,0.00632365,0.70785190
-4.97348674,1.80391187,0.00533084,0.08478853,0.02619713,0.48906989,1.10995098,0.00638546,0.71027969
-4.96748374,1.78671463,0.00505139,0.08186779,0.02838974,0.48391263,1.08548754,0.00649275,0.71543213
-4.96148074,1.77263271,0.00476782,0.07922153,0.03086636,0.47944252,1.06108978,0.00664669,0.72328582
-4.95547774,1.76192944,0.00448494,0.07686060,0.03362430,0.47567286,1.03710868,0.00684827,0.73376906
-4.94947474,1.75477465,0.00420741,0.07479504,0.03665994,0.47259647,1.01385326,0.00709820,0.74675441
-4.94347174,1.75123033,0.00393953,0.07303291,0.03996843,0.47018226,0.99158113,0.00739678,0.76205485
-4.93746873,1.75124278,0.00368516,0.07157954,0.04354362,0.46837357,0.97049194,0.00774386,0.77942338
-4.93146573,1.75464131,0.00344758,0.07043696,0.04737794,0.46708864,0.95072367,0.00813873,0.79855646
-4.92546273,1.76114330,0.00322940,0.06960370,0.05146241,0.46622280,0.93235180,0.00858011,0.81910076
-4.91945973,1.77036486,0.00303254,0.06907487,0.05578670,0.46565241,0.91539097,0.00906610,0.84066305
-4.91345673,1.78183642,0.00285820,0.06884241,0.06033914,0.46524019,0.89979895,0.00959426,0.86282244
-4.90745373,1.79502188,0.00270687,0.06889557,0.06510678,0.46484143,0.88548256,0.01016154,0.88514426
-4.90145073,1.80934019,0.00257838,0.06922151,0.07007541,0.46431078,0.87230506,0.01076439,0.90719468
-4.89544772,1.82418802,0.00247191,0.06980587,0.07522940,0.46350907,0.86009464,0.01139877,0.92855529
-4.88944472,1.83896214,0.00238613,0.07063335,0.08055160,0.46230972,0.84865367,0.01206022,0.94883655
-4.88344172,1.85308040,0.00231923,0.07168814,0.08602308,0.46060430,0.83776806,0.01274386,0.96768959
-4.87743872,1.86600022,0.00226904,0.07295428,0.09162276,0.45830702,0.82721672,0.01344451,0.98481554
-4.87143572,1.87723382,0.00223314,0.07441577,0.09732705,0.45535771,0.81678046,0.01415663,0.99997199
-4.86543272,1.88635967,0.00220892,0.07605650,0.10310943,0.45172332,0.80625024,0.01487443,1.01297638
-4.85942971,1.89302992,0.00219371,0.07786005,0.10894003,0.44739786,0.79543447,0.01559183,1.02370620
-4.85342671,1.89697394,0.00218487,0.07980935,0.11478530,0.44240079,0.78416528,0.01630254,1.03209639
-4.84742371,1.89799815,0.00217984,0.08188617,0.12060787,0.43677419,0.77230351,0.01700002,1.03813407
-4.84142071,1.89598282,0.00217625,0.08407071,0.12636646,0.43057889,0.75974251,0.01767754,1.04185139
-4.83541771,1.89087646,0.00217193,0.08634111,0.13201621,0.42388989,0.74641067,0.01832821,1.04331706
-4.82941471,1.88268862,0.00216500,0.08867317,0.13750911,0.41679140,0.73227272,0.01894505,1.04262724
-4.82341171,1.87148190,0.00215387,0.09104016,0.14279489,0.40937199,0.71732994,0.01952104,1.03989664
-4.81740870,1.85736404,0.00213727,0.09341290,0.14782208,0.40172000,0.70161932,0.02004925,1.03525037
-4.81140570,1.84048049,0.00211425,0.09576004,0.15253943,0.39391964,0.68521175,0.02052297,1.02881710
-4.80540270,1.82100822,0.00208420,0.09804863,0.15689753,0.38604789,0.66820949,0.02093583,1.02072398
-4.79939970,1.79915086,0.00204681,0.10024492,0.16085055,0.37817239,0.65074291,0.02128203,1.01109342
-4.79339670,1.77513520,0.00200204,0.10231534,0.16435808,0.37035035,0.63296659,0.02155646,1.00004191
-4.78739370,1.74920905,0.00195013,0.10422762,0.16738690,0.36262834,0.61505508,0.02175495,0.98768050
-4.78139070,1.72163987,0.00189153,0.10595204,0.16991255,0.35504301,0.59719802,0.02187441,0.97411677
-4.77538769,1.69271384,0.00182689,0.10746253,0.17192066,0.34762235,0.57959509,0.02191302,0.95945777
-4.76938469,1.66273475,0.00175700,0.10873779,0.17340782,0.34038740,0.56245055,0.02187037,0.94381339
-4.76338169,1.63202200,0.00168278,0.10976216,0.17438202,0.33335411,0.54596757,0.02174750,0.92729960
-4.75737869,1.60090730,0.00160520,0.11052618,0.17486249,0.32653506,0.53034232,0.02154700,0.91004096
-4.75137569,1.56972960,0.00152528,0.11102691,0.17487898,0.31994093,0.51575800,0.02127296,0.89217206
-4.74537269,1.53882800,0.00144405,0.11126782,0.17447048,0.31358145,0.50237889,0.02093089,0.87383744
-4.73936968,1.50853259,0.00136250,0.11125834,0.17368337,0.30746576,0.49034445,0.02052756,0.85518979
-4.73336668,1.47915349,0.00128158,0.11101307,0.17256919,0.30160220,0.47976384,0.02007081,0.83638654
-4.72736368,1.45096860,0.00120215,0.11055065,0.17118204,0.29599741,0.47071085,0.01956926,0.81758481
-4.72136068,1.42421054,0.00112499,0.10989245,0.16957582,0.29065505,0.46321963,0.01903205,0.79893525
-4.71535768,1.39905383,0.00105078,0.10906107,0.16780147,0.28557411,0.45728131,0.01846849,0.78057503
-4.70935468,1.37560308,0.00098005,0.10807885,0.16590432,0.28074712,0.45284193,0.01788773,0.76262068
-4.70335168,1.35388325,0.00091324,0.10696636,0.16392181,0.27615845,0.44980164,0.01729844,0.74516121
-4.69734867,1.33383283,0.00085064,0.10574117,0.16188164,0.27178291,0.44801557,0.01670849,0.72825235
-4.69134567,1.31530077,0.00079245,0.10441673,0.15980046,0.26758480,0.44729636,0.01612473,0.71191219
-4.68534267,1.29804763,0.00073872,0.10300176,0.15768332,0.26351772,0.44741836,0.01555275,0.69611883
-4.67933967,1.28175138,0.00068942,0.10149981,0.15552372,0.25952509,0.44812360,0.01499675,0.68081030
-4.67333667,1.26601777,0.00064440,0.09990944,0.15330441,0.25554149,0.44912926,0.01445949,0.66588690
-4.66733367,1.25039507,0.00060344,0.09822458,0.15099882,0.25149483,0.45013639,0.01394231,0.65121589
-4.66133067,1.23439247,0.00056627,0.09643546,0.14857304,0.24730930,0.45083974,0.01344516,0.63663843
-4.65532766,1.21750144,0.00053253,0.09452968,0.14598826,0.24290878,0.45093814,0.01296679,0.62197833
-4.64932466,1.19921888,0.00050185,0.09249365,0.14320347,0.23822075,0.45014503,0.01250493,0.60705213
-4.64332166,1.17907096,0.00047385,0.09031407,0.14017828,0.23318038,0.44819877,0.01205653,0.59168001
-4.63731866,1.15663624,0.00044812,0.08797951,0.13687572,0.22773453,0.44487216,0.01161805,0.57569678
-4.63131566,1.13156707,0.00042428,0.08548192,0.13326479,0.22184546,0.43998074,0.01118568,0.55896244
-4.62531266,1.10360792,0.00040197,0.08281803,0.12932268,0.21549406,0.43338961,0.01075567,0.54137159
-4.61930965,1.07260988,0.00038085,0.07999042,0.12503653,0.20868242,0.42501822,0.01032453,0.52286132
-4.61330665,1.03854041,0.00036064,0.07700847,0.12040459,0.20143545,0.41484322,0.00988930,0.50341700
-4.60730365,1.00148815,0.00034110,0.07388878,0.11543682,0.19380172,0.40289896,0.00944766,0.48307576
-4.60130065,0.96166234,0.00032202,0.07065538,0.11015485,0.18585319,0.38927590,0.00899811,0.46192757
-4.59529765,0.91938720,0.00030328,0.06733947,0.10459137,0.17768409,0.37411686,0.00854000,0.44011384
-4.58929465,0.87509157,0.00028478,0.06397893,0.09878898,0.16940876,0.35761141,0.00807359,0.41782370
-4.58329165,0.82929445,0.00026647,0.06061740,0.09279861,0.16115886,0.33998870,0.00759997,0.39528818
-4.57728864,0.78258716,0.00024834,0.05730317,0.08667759,0.15307969,0.32150910,0.00712101,0.37277266
-4.57128564,0.73561319,0.00023042,0.05408781,0.08048753,0.14532616,0.30245492,0.00663925,0.35056808
-4.56528264,0.68904652,0.00021278,0.05102473,0.07429210,0.13805824,0.28312084,0.00615775,0.32898109
-4.55927964,0.64356954,0.00019548,0.04816758,0.06815481,0.13143627,0.26380432,0.00567992,0.30832389
-4.55327664,0.59985135,0.00017861,0.04556865,0.06213699,0.12561619,0.24479636,0.00520938,0.28890398
-4.54727364,0.55852735,0.00016228,0.04327733,0.05629592,0.12074482,0.22637304,0.00474980,0.27101431
-4.54127064,0.52018074,0.00014658,0.04133862,0.05068333,0.11695536,0.20878801,0.00430471,0.25492413
-4.53526763,0.48532646,0.00013160,0.03979176,0.04534415,0.11436324,0.19226622,0.00387741,0.24087074
-4.52926463,0.45439802,0.00011743,0.03866905,0.04031576,0.11306226,0.17699891,0.00347085,0.22905256
-4.52326163,0.42773732,0.00010413,0.03799481,0.03562745,0.11312135,0.16314012,0.00308751,0.21962341
-4.51725863,0.40558767,0.00009175,0.03778457,0.03130037,0.11458181,0.15080442,0.00272941,0.21268827
-4.51125563,0.38808995,0.00008033,0.03804444,0.02734772,0.11745518,0.14006616,0.00239802,0.20830047
-4.50525263,0.37528179,0.00006990,0.03877076,0.02377523,0.12172185,0.13095980,0.00209430,0.20646041
-4.49924962,0.36709951,0.00006046,0.03994998,0.02058182,0.12733033,0.12348146,0.00181871,0.20711561
-4.49324662,0.36338276,0.00005200,0.04155870,0.01776047,0.13419739,0.11759143,0.00157122,0.21016230
