energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.93996998,2.50482472,-2.78623168,1.10615881,-1.71228073,0.27865651,-0.45869912,0.42369987,-0.66166162,0.72387923,-0.18385542,0.00126947,-0.00044866,0.22557232,-0.09055505,0.00541856,-0.01681535,1.13676241,-1.66906066
-5.93396698,2.50092584,-2.86665392,1.08638149,-1.76388726,0.27290874,-0.47146667,0.41486857,-0.67973594,0.74497593,-0.18953216,0.00123871,-0.00046884,0.23790693,-0.09340243,0.00525508,-0.01733728,1.11432664,-1.71733097
-5.92796398,2.49735033,-2.93146171,1.06553540,-1.80599708,0.26643590,-0.48150295,0.40650417,-0.69452256,0.76690756,-0.19416749,0.00121166,-0.00048678,0.25117750,-0.09591410,0.00512103,-0.01776497,1.09071313,-1.75604559
-5.92196098,2.49419993,-2.97920490,1.04358871,-1.83771620,0.25931493,-0.48859627,0.39874563,-0.70562770,0.78960633,-0.19766255,0.00118841,-0.00050213,0.26538234,-0.09801256,0.00501524,-0.01808905,1.06600015,-1.78437352
-5.91595798,2.49160905,-3.00879513,1.02053504,-1.85838063,0.25163726,-0.49259406,0.39174495,-0.71273919,0.81300160,-0.19994212,0.00116904,-0.00051459,0.28051580,-0.09962959,0.00493584,-0.01830233,1.04029214,-1.80170369
-5.90995498,2.48974773,-3.01954018,0.99639737,-1.86757732,0.24350699,-0.49340789,0.38566762,-0.71563637,0.83702080,-0.20095695,0.00115363,-0.00052393,0.29656873,-0.10070833,0.00488037,-0.01839999,1.01372093,-1.80766445
-5.90395198,2.48882255,-3.01116481,0.97123058,-1.86515642,0.23503883,-0.49101645,0.38069258,-0.71419673,0.86159011,-0.20068524,0.00114227,-0.00052995,0.31352902,-0.10120494,0.00484595,-0.01837975,0.98644572,-1.80213486
-5.89794897,2.48907611,-2.98381705,0.94512282,-1.85123396,0.22635561,-0.48546608,0.37701179,-0.70839903,0.88663515,-0.19913317,0.00113509,-0.00053256,0.33138228,-0.10108978,0.00482935,-0.01824188,0.95865207,-1.78524718
-5.89194597,2.49078529,-2.93805974,0.91819583,-1.82618513,0.21758561,-0.47686907,0.37482938,-0.69832281,0.91208190,-0.19633447,0.00113228,-0.00053172,0.35011259,-0.10034818,0.00482726,-0.01798917,0.93054983,-1.75738048
-5.88594297,2.49425882,-2.87484759,0.89060421,-1.79062823,0.20885981,-0.46539966,0.37436032,-0.68414433,0.93785799,-0.19234907,0.00113411,-0.00052746,0.36970350,-0.09898061,0.00483636,-0.01762684,0.90237039,-1.71914573
-5.87993997,2.49983449,-2.79549113,0.86253392,-1.74540012,0.20030906,-0.45128796,0.37582867,-0.66612915,0.96389449,-0.18726085,0.00114093,-0.00051990,0.39013919,-0.09700239,0.00485350,-0.01716230,0.87436326,-1.67136292
-5.87393697,2.50787613,-2.70160899,0.83420000,-1.69152443,0.19206143,-0.43481212,0.37946541,-0.64462185,0.99012820,-0.18117458,0.00115318,-0.00050921,0.41140580,-0.09444286,0.00487585,-0.01660491,0.84679219,-1.61503152
-5.86793397,2.51877071,-2.59507101,0.80584364,-1.63017383,0.18423957,-0.41628907,0.38550581,-0.62003318,1.01650466,-0.17421234,0.00117143,-0.00049563,0.43349286,-0.09134417,0.00490100,-0.01596564,0.81993101,-1.55129538
-5.86193097,2.53292523,-2.47793458,0.77772873,-1.56262844,0.17695842,-0.39606425,0.39418624,-0.59282551,1.04298144,-0.16650931,0.00119632,-0.00047944,0.45639479,-0.08775963,0.00492705,-0.01525671,0.79405912,-1.48140405
-5.85592796,2.55076344,-2.35237737,0.75013768,-1.49023200,0.17032300,-0.37450081,0.40574062,-0.56349709,1.06953181,-0.15820944,0.00122857,-0.00046098,0.48011235,-0.08375172,0.00495265,-0.01449122,0.76945675,-1.40667194
-5.84992496,2.57272195,-2.22062913,0.72336688,-1.41434799,0.16442662,-0.35196875,0.42039610,-0.53256588,1.09614845,-0.14946093,0.00126896,-0.00044061,0.50465384,-0.07939001,0.00497707,-0.01368271,0.74640009,-1.32843730
-5.84392196,2.59924531,-2.08490571,0.69772148,-1.33631756,0.15934919,-0.32883441,0.43836839,-0.50055370,1.12284677,-0.14041183,0.00131833,-0.00041872,0.53003597,-0.07474879,0.00500014,-0.01284481,0.72515619,-1.24802280
-5.83791896,2.63077975,-1.94734773,0.67350965,-1.25742096,0.15515586,-0.30545079,0.45985637,-0.46797122,1.14966766,-0.13120593,0.00137747,-0.00039568,0.55628421,-0.06990482,0.00502225,-0.01199081,0.70597769,-1.16669917
-5.83191596,2.66776500,-1.80996647,0.65103646,-1.17884408,0.15189593,-0.28214892,0.48503619,-0.43530458,1.17667916,-0.12197911,0.00144718,-0.00037190,0.58343240,-0.06493506,0.00504428,-0.01113341,0.68909742,-1.08565329
-5.82591296,2.71062407,-1.67459846,0.63059719,-1.10165119,0.14960193,-0.25923077,0.51405493,-0.40300391,1.20397676,-0.11285620,0.00152813,-0.00034773,0.61152165,-0.05991461,0.00506748,-0.01028438,0.67472294,-1.00596194
-5.81990995,2.75975061,-1.54287047,0.61247049,-1.02676473,0.14828898,-0.23696363,0.54702382,-0.37147415,1.23168210,-0.10394853,0.00162089,-0.00032353,0.64059822,-0.05491481,0.00509341,-0.00945435,0.66303105,-0.92857179
-5.81390695,2.81549398,-1.41617526,0.59691122,-0.95495253,0.14795439,-0.21557636,0.58401125,-0.34106845,1.25993972,-0.09535215,0.00172582,-0.00029962,0.67071043,-0.05000172,0.00512378,-0.00865265,0.65416250,-0.85428609
-5.80790395,2.87814221,-1.29565846,0.58414343,-0.88682248,0.14857745,-0.19525720,0.62503575,-0.31208412,1.28891195,-0.08714683,0.00184308,-0.00027626,0.70190468,-0.04523480,0.00516034,-0.00788724,0.64821702,-0.78375805
-5.80190095,2.94790333,-1.18221610,0.57435353,-0.82282419,0.15011959,-0.17615341,0.67005917,-0.28476116,1.31877175,-0.07939570,0.00197253,-0.00025370,0.73422051,-0.04066608,0.00520473,-0.00716465,0.64524878,-0.71749076
-5.79589795,3.02488563,-1.07650186,0.56768387,-0.76325714,0.15252478,-0.15837233,0.71898031,-0.25928303,1.34969387,-0.07214561,0.00211377,-0.00023212,0.76768488,-0.03633954,0.00525843,-0.00649001,0.64526272,-0.65584282
-5.78989495,3.10907775,-0.97894285,0.56422713,-0.70828405,0.15572021,-0.14198380,0.77162939,-0.23577954,1.38184447,-0.06542800,0.00226602,-0.00021168,0.80230604,-0.03229089,0.00532257,-0.00586717,0.64821171,-0.59903908
-5.78389195,3.20032966,-0.88976225,0.56402153,-0.65794860,0.15961741,-0.12702372,0.82776353,-0.21433143,1.41536963,-0.05926030,0.00242818,-0.00019248,0.83806693,-0.02854767,0.00539791,-0.00529879,0.65399491,-0.54718538
-5.77788894,3.29833535,-0.80900699,0.56704729,-0.61219593,0.16411368,-0.11349839,0.88706373,-0.19497614,1.45038330,-0.05364768,0.00259879,-0.00017459,0.87491882,-0.02512956,0.00548478,-0.00478656,0.66245741,-0.50028613
-5.77188594,3.40261862,-0.73657879,0.57322429,-0.57089480,0.16909390,-0.10138938,0.94913341,-0.17771447,1.48695522,-0.04858505,0.00277602,-0.00015803,0.91277523,-0.02204898,0.00558298,-0.00433132,0.67339136,-0.45826372
-5.76588294,3.51252276,-0.67226649,0.58241131,-0.53385993,0.17443271,-0.09065879,1.01349899,-0.16251756,1.52509945,-0.04405911,0.00295774,-0.00014280,0.95150662,-0.01931175,0.00569188,-0.00393335,0.68653856,-0.42097853
-5.75987994,3.62720513,-0.61577807,0.59440671,-0.50087344,0.17999702,-0.08125439,1.07961256,-0.14933389,1.56476410,-0.04005056,0.00314151,-0.00012887,0.99093625,-0.01691796,0.00581037,-0.00359253,0.70159452,-0.38824840
-5.75387694,3.74563741,-0.56677088,0.60895074,-0.47170429,0.18564883,-0.07311465,1.14685679,-0.13809578,1.60582285,-0.03653607,0.00332464,-0.00011619,1.03083738,-0.01486285,0.00593692,-0.00330855,0.71821403,-0.35986688
-5.74787394,3.86661201,-0.52487857,0.62572938,-0.44612480,0.19124824,-0.06617336,1.21455213,-0.12872523,1.64806884,-0.03349017,0.00350425,-0.00010471,1.07093229,-0.01313769,0.00606969,-0.00308113,0.73601795,-0.33561923
-5.74187094,3.98875488,-0.48973410,0.64437972,-0.42392386,0.19665667,-0.06036372,1.28196633,-0.12113880,1.69121129,-0.03088684,0.00367734,-0.00009434,1.11089308,-0.01173062,0.00620657,-0.00291016,0.75460115,-0.31529574
-5.73586793,4.11054476,-0.46098778,0.66449664,-0.40491615,0.20174010,-0.05562171,1.34832605,-0.11525131,1.73487521,-0.02870081,0.00384087,-0.00008502,1.15034466,-0.01062744,0.00634535,-0.00279586,0.77354132,-0.29870192
-5.72986493,4.23033861,-0.43832025,0.68564086,-0.38894749,0.20637228,-0.05188884,1.41283035,-0.11097839,1.77860434,-0.02690855,0.00399181,-0.00007667,1.18886966,-0.00981232,0.00648376,-0.00273887,0.79240834,-0.28566541
-5.72386193,4.34640261,-0.42145025,0.70734790,-0.37589631,0.21043779,-0.04911412,1.47466587,-0.10823786,1.82186744,-0.02548893,0.00412726,-0.00006921,1.22601548,-0.00926831,0.00661967,-0.00274031,0.81077411,-0.27603963
-5.71785893,4.45694794,-0.41013740,0.72913805,-0.36567155,0.21383489,-0.04725528,1.53302315,-0.10694995,1.86406775,-0.02442353,0.00424453,-0.00006259,1.26130313,-0.00897784,0.00675116,-0.00280186,0.82822223,-0.26970427
-5.71185593,4.56017048,-0.40418049,0.75052685,-0.35820751,0.21647802,-0.04627933,1.58711384,-0.10703653,1.90455541,-0.02369663,0.00434119,-0.00005675,1.29423771,-0.00892302,0.00687662,-0.00292567,0.84435767,-0.26656300
-5.70585293,4.65429314,-0.40341184,0.77103610,-0.35345627,0.21829988,-0.04616253,1.63618807,-0.10841966,1.94264253,-0.02329501,0.00441515,-0.00005166,1.32432015,-0.00908588,0.00699491,-0.00311438,0.85881579,-0.26653882
-5.69984992,4.73760964,-0.40768867,0.79020495,-0.35137829,0.21925312,-0.04688974,1.67955174,-0.11101946,1.97762033,-0.02320743,0.00446476,-0.00004727,1.35105992,-0.00944846,0.00710542,-0.00337100,0.87127083,-0.26956761
-5.69384692,4.80852835,-0.41688228,0.80760098,-0.35193220,0.21931148,-0.04845342,1.71658295,-0.11475174,2.00877785,-0.02342400,0.00448879,-0.00004359,1.37398815,-0.00999291,0.00720811,-0.00369881,0.88144345,-0.27559041
-5.68784392,4.86561503,-0.43086592,0.82283085,-0.35506425,0.21847039,-0.05085218,1.74674721,-0.11952560,2.03542172,-0.02393546,0.00448654,-0.00004062,1.39267080,-0.01070143,0.00730364,-0.00410118,0.88910735,-0.28454512
-5.68184092,4.90763292,-0.44950240,0.83555043,-0.36069845,0.21674718,-0.05408920,1.76961090,-0.12524119,2.05689610,-0.02473236,0.00445779,-0.00003837,1.40672138,-0.01155626,0.00739336,-0.00458145,0.89409471,-0.29635811
-5.67583792,4.93357918,-0.47263223,0.84547412,-0.36872791,0.21418064,-0.05817041,1.78485249,-0.13178787,2.07260232,-0.02580427,0.00440285,-0.00003689,1.41581273,-0.01253965,0.00747937,-0.00514268,0.89630062,-0.31093642
-5.66983492,4.94271640,-0.50006318,0.85238295,-0.37900807,0.21083027,-0.06310268,1.79227125,-0.13904313,2.08201748,-0.02713907,0.00432256,-0.00003622,1.41968751,-0.01363378,0.00756448,-0.00578750,0.89568613,-0.32816106
-5.66383192,4.93459833,-0.53156179,0.85613151,-0.39135219,0.20677503,-0.06889197,1.79179305,-0.14687209,2.08471137,-0.02872234,0.00421822,-0.00003645,1.41816697,-0.01482081,0.00765229,-0.00651788,0.89228021,-0.34788179
-5.65782891,4.90908894,-0.56684759,0.85665326,-0.40552962,0.20211181,-0.07554169,1.78347316,-0.15512807,2.08036127,-0.03053691,0.00409156,-0.00003766,1.41115763,-0.01608288,0.00774710,-0.00733492,0.88618039,-0.36991373
-5.65182591,4.86637424,-0.60559023,0.85396419,-0.42126678,0.19695353,-0.08305116,1.76749588,-0.16365388,2.06876388,-0.03256255,0.00394472,-0.00003997,1.39865586,-0.01740221,0.00785391,-0.00823868,0.87755221,-0.39403617
-5.64582291,4.80696634,-0.64740984,0.84816456,-0.43825111,0.19142706,-0.09141427,1.74417101,-0.17228421,2.04984432,-0.03477596,0.00378017,-0.00004352,1.38074984,-0.01876125,0.00797835,-0.00922801,0.86662740,-0.41999349
-5.63981991,4.73169968,-0.69188072,0.83943876,-0.45613766,0.18567090,-0.10061850,1.71392733,-0.18084868,2.02366156,-0.03715091,0.00360062,-0.00004847,1.35761922,-0.02014289,0.00812667,-0.01030036,0.85370082,-0.44749844
-5.63381691,4.64171931,-0.73853805,0.82805316,-0.47455828,0.17983278,-0.11064418,1.67730324,-0.18917566,1.99041037,-0.03965858,0.00340897,-0.00005499,1.32953217,-0.02153067,0.00830562,-0.01145174,0.83912628,-0.47623750
-5.62781391,4.53846144,-0.78688754,0.81435192,-0.49313267,0.17406705,-0.12146405,1.63493482,-0.19709668,1.95041949,-0.04226817,0.00320823,-0.00006330,1.29684013,-0.02290906,0.00852235,-0.01267657,0.82331100,-0.50587811
-5.62181091,4.42362674,-0.83641743,0.79875097,-0.51148114,0.16853210,-0.13304319,1.58754177,-0.20445106,1.90414624,-0.04494768,0.00300141,-0.00007362,1.25997033,-0.02426378,0.00878432,-0.01396772,0.80670912,-0.53607760
-5.61580790,4.29914689,-0.88661236,0.78173016,-0.52923809,0.16338763,-0.14533922,1.53591160,-0.21109069,1.85216754,-0.04766474,0.00279153,-0.00008623,1.21941640,-0.02558206,0.00909916,-0.01531651,0.78981398,-0.56649319
-5.60980490,4.16714538,-0.93696835,0.76382387,-0.54606589,0.15879194,-0.15830283,1.48088248,-0.21688464,1.79516783,-0.05038770,0.00258145,-0.00010141,1.17572721,-0.02685296,0.00947446,-0.01671280,0.77314944,-0.59679278
-5.60380190,4.02989332,-0.98700818,0.74561025,-0.56166813,0.15489922,-0.17187854,1.42332538,-0.22172347,1.73392399,-0.05308663,0.00237388,-0.00011946,1.12949459,-0.02806760,0.00991760,-0.01814508,0.75726037,-0.62666578
-5.59779890,3.88976148,-1.03629635,0.72769948,-0.57580183,0.15185680,-0.18600567,1.36412585,-0.22552273,1.66928793,-0.05573438,0.00217131,-0.00014070,1.08133996,-0.02921935,0.01043553,-0.01960070,0.74270237,-0.65583366
-5.59179590,3.74916988,-1.08445288,0.71072126,-0.58828771,0.14980247,-0.20061947,1.30416609,-0.22822589,1.60216732,-0.05830760,0.00197597,-0.00016549,1.03190051,-0.03030397,0.01103451,-0.02106609,0.73003097,-0.68405942
-5.58579290,3.61053617,-1.13116503,0.69531205,-0.59901816,0.14886187,-0.21565238,1.24430755,-0.22980612,1.53350490,-0.06078756,0.00178980,-0.00019416,0.98181532,-0.03131969,0.01171983,-0.02252700,0.71979052,-0.71115569
-5.57978989,3.47622418,-1.17619646,0.68210222,-0.60796230,0.14914599,-0.23103516,1.18537480,-0.23026706,1.46425726,-0.06316084,0.00161443,-0.00022706,0.93171164,-0.03226714,0.01249553,-0.02396882,0.71250311,-0.73699071
-5.57378689,3.34849411,-1.21939302,0.67170353,-0.61516780,0.15074886,-0.24669811,1.12814076,-0.22964251,1.39537341,-0.06541984,0.00145119,-0.00026453,0.88219196,-0.03314927,0.01336411,-0.02537686,0.70865764,-0.76149207
-5.56778389,3.22945571,-1.26068494,0.66469737,-0.62075938,0.15374539,-0.26257202,1.07331375,-0.22799488,1.32777408,-0.06756288,0.00130108,-0.00030688,0.83382198,-0.03397112,0.01432621,-0.02673675,0.70869950,-0.78464779
-5.56178089,3.12102559,-1.30008501,0.66162381,-0.62493387,0.15818959,-0.27858894,1.02152665,-0.22541268,1.26233206,-0.06959419,0.00116481,-0.00035437,0.78711999,-0.03473954,0.01538039,-0.02803466,0.71302108,-0.80650451
-5.55577789,3.02489001,-1.33768278,0.66297183,-0.62795204,0.16411305,-0.29468262,0.97332826,-0.22200703,1.19985437,-0.07152347,0.00104281,-0.00040721,0.74254777,-0.03546284,0.01652289,-0.02925770,0.72195334,-0.82716299
-5.54977489,2.94247391,-1.37363494,0.66917088,-0.63012745,0.17152388,-0.31078868,0.92917698,-0.21790727,1.14106651,-0.07336520,0.00093524,-0.00046556,0.70050322,-0.03615033,0.01774741,-0.03039409,0.73575878,-0.84677082
-5.54377189,2.87491705,-1.40815208,0.68058371,-0.63181296,0.18040609,-0.32684434,0.88943697,-0.21325616,1.08659936,-0.07513770,0.00084206,-0.00052945,0.66131501,-0.03681186,0.01904506,-0.03143346,0.75462594,-0.86551283
-5.53776888,2.82305759,-1.44148270,0.69750071,-0.63338533,0.19071947,-0.34278786,0.85437650,-0.20820454,1.03697892,-0.07686191,0.00076300,-0.00059882,0.62523907,-0.03745736,0.02040432,-0.03236699,0.77866556,-0.88359938
-5.53176588,2.78742345,-1.47389491,0.72013546,-0.63522872,0.20239996,-0.35855765,0.82416866,-0.20290590,0.99261902,-0.07856005,0.00069765,-0.00067349,0.59245715,-0.03809626,0.02181108,-0.03318753,0.80790841,-0.90125341
-5.52576288,2.76823122,-1.50565699,0.74862159,-0.63771786,0.21536059,-0.37409110,0.79889402,-0.19751112,0.95381723,-0.08025412,0.00064546,-0.00075313,0.56307725,-0.03873708,0.02324886,-0.03388965,0.84230491,-0.91869651
-5.51975988,2.76539228,-1.53701763,0.78301065,-0.64120173,0.22949290,-0.38932330,0.77854508,-0.19216341,0.92075365,-0.08196438,0.00060579,-0.00083727,0.53713587,-0.03938692,0.02469906,-0.03446961,0.88172622,-0.93613502
-5.51375688,2.77852548,-1.56818705,0.82327087,-0.64598850,0.24466883,-0.40418576,0.76303229,-0.18699391,0.89349270,-0.08370792,0.00057792,-0.00092525,0.51460189,-0.04005110,0.02614135,-0.03492532,0.92596679,-0.95374681
-5.50775388,2.80697545,-1.59932002,0.86928659,-0.65233243,0.26074294,-0.41860514,0.75219120,-0.18211794,0.87198740,-0.08549731,0.00056108,-0.00101629,0.49538182,-0.04073284,0.02755415,-0.03525622,0.97474800,-0.97166939
-5.50175088,2.84983555,-1.63050185,0.92085816,-0.66042351,0.27755507,-0.43250235,0.74579042,-0.17763209,0.85608609,-0.08733949,0.00055447,-0.00110942,0.47932628,-0.04143307,0.02891519,-0.03546308,1.02772279,-0.98999013
-5.49574787,2.90597422,-1.66173809,0.97770230,-0.67038014,0.29493307,-0.44579203,0.74354017,-0.17361229,0.84554086,-0.08923495,0.00055729,-0.00120354,0.46623725,-0.04215027,0.03020210,-0.03554781,1.08448072,-1.00873917
-5.48974487,2.97406358,-1.69294878,1.03945256,-0.68224537,0.31269575,-0.45838253,0.74510086,-0.17011285,0.84001767,-0.09117722,0.00056873,-0.00129740,0.45587602,-0.04288056,0.03139309,-0.03551329,1.14455337,-1.02788533
-5.48374187,3.05260916,-1.72396758,1.10566015,-0.69598666,0.33065580,-0.47017656,0.75009170,-0.16716645,0.83910735,-0.09315276,0.00058800,-0.00138964,0.44797138,-0.04361780,0.03246761,-0.03536313,1.20741979,-1.04733552
-5.47773887,3.13997964,-1.75454607,1.17579500,-0.71149924,0.34862259,-0.48107258,0.75809881,-0.16478510,0.84233739,-0.09514125,0.00061430,-0.00147884,0.44222788,-0.04435387,0.03340697,-0.03510146,1.27251176,-1.06693744
-5.47173587,3.23443582,-1.78436288,1.24924728,-0.72861270,0.36640491,-0.49096679,0.76868282,-0.16296188,0.84918394,-0.09711624,0.00064687,-0.00156352,0.43833385,-0.04507906,0.03419497,-0.03473279,1.33921875,-1.08648577
-5.46573287,3.33415829,-1.81303747,1.32532962,-0.74710043,0.38381338,-0.49975589,0.78138589,-0.16167346,0.85908380,-0.09904619,0.00068493,-0.00164219,0.43596911,-0.04578259,0.03481837,-0.03426184,1.40689262,-1.10573124
-5.45972986,3.43727325,-1.84014761,1.40328033,-0.76669137,0.40066270,-0.50734036,0.79573789,-0.16088304,0.87144610,-0.10089583,0.00072772,-0.00171341,0.43481199,-0.04645316,0.03526736,-0.03369346,1.47485216,-1.12439224
-5.45372686,3.54187668,-1.86524978,1.48226791,-0.78708319,0.41677360,-0.51362812,0.81126209,-0.16054382,0.88566354,-0.10262775,0.00077451,-0.00177581,0.43454574,-0.04707966,0.03553585,-0.03303262,1.54238758,-1.14216829
-5.44772386,3.64605689,-1.88790114,1.56139738,-0.80795625,0.43197464,-0.51853844,0.82748017,-0.16060254,0.90112297,-0.10420417,0.00082452,-0.00182814,0.43486420,-0.04765184,0.03562164,-0.03228433,1.60876535,-1.15875448
-5.44172086,3.74791594,-1.90768209,1.63971867,-0.82898756,0.44610374,-0.52200582,0.84391701,-0.16100311,0.91721540,-0.10558878,0.00087701,-0.00186934,0.43547667,-0.04816109,0.03552649,-0.03145373,1.67323366,-1.17385622
-5.43571786,3.84559048,-1.92421781,1.71623743,-0.84986380,0.45900968,-0.52398356,0.86010514,-0.16169006,0.93334527,-0.10674858,0.00093123,-0.00189853,0.43611197,-0.04860117,0.03525601,-0.03054616,1.73502887,-1.18720324
-5.42971486,3.93727270,-1.93719786,1.78992861,-0.87029290,0.47055358,-0.52444691,0.87558930,-0.16261179,0.94893923,-0.10765562,0.00098643,-0.00191509,0.43652194,-0.04896891,0.03481950,-0.02956725,1.79338335,-1.19856223
-5.42371186,4.02123195,-1.94639251,1.85975269,-0.89001351,0.48061035,-0.52339536,0.88993124,-0.16372329,0.96345431,-0.10828854,0.00104188,-0.00191864,0.43648406,-0.04926489,0.03422960,-0.02852302,1.84753499,-1.20774725
-5.41770885,4.09583762,-1.95166525,1.92467479,-0.90880202,0.48907031,-0.52085415,0.90271484,-0.16498859,0.97638558,-0.10863385,0.00109686,-0.00190908,0.43580376,-0.04949409,0.03350191,-0.02741996,1.89673859,-1.21462759
-5.41170585,4.15958353,-1.95298059,1.98368621,-0.92647684,0.49584093,-0.51687466,0.91355174,-0.16638252,0.98727350,-0.10868693,0.00115071,-0.00188660,0.43431601,-0.04966639,0.03265452,-0.02626518,1.94027913,-1.21913247
-5.40570285,4.21111404,-1.95040723,2.03582808,-0.94290017,0.50084873,-0.51153379,0.92208746,-0.16789215,0.99571070,-0.10845268,0.00120279,-0.00185166,0.43188663,-0.04979707,0.03170751,-0.02506643,1.97748702,-1.22125276
-5.39969985,4.24925136,-1.94411654,2.08021649,-0.95797714,0.50404134,-0.50493226,0.92800805,-0.16951761,1.00134846,-0.10794585,0.00125257,-0.00180497,0.42841319,-0.04990721,0.03068241,-0.02383214,2.00775474,-1.22103953
-5.39369685,4.27302380,-1.93437674,2.11606836,-0.97165302,0.50538959,-0.49719192,0.93104691,-0.17127257,1.00390257,-0.10719101,0.00129956,-0.00174751,0.42382554,-0.05002396,0.02960167,-0.02257140,2.03055475,-1.21859995
-5.38769385,4.28169374,-1.92154370,2.14272694,-0.98390875,0.50488962,-0.48845238,0.93099186,-0.17318443,1.00315862,-0.10622229,0.00134344,-0.00168044,0.41808608,-0.05018084,0.02848814,-0.02129393,2.04545775,-1.21409094
-5.38169085,4.27478435,-1.90604893,2.15968609,-0.99475555,0.50256484,-0.47886691,0.92769181,-0.17529408,0.99897644,-0.10508279,0.00138396,-0.00160511,0.41118965,-0.05041790,0.02736463,-0.02000998,2.05215069,-1.20771122
-5.37568784,4.25210351,-1.88838616,2.16661212,-1.00422927,0.49846759,-0.46859817,0.92106304,-0.17765573,0.99129359,-0.10382387,0.00142104,-0.00152299,0.40316306,-0.05078182,0.02625343,-0.01873017,2.05045352,-1.19969236
-5.36968484,4.21376354,-1.86909725,2.16336216,-1.01238487,0.49268032,-0.45781380,0.91109437,-0.18033637,0.98012757,-0.10250429,0.00145475,-0.00143564,0.39406420,-0.05132600,0.02517595,-0.01746537,2.04033387,-1.19028979
-5.36368184,4.16019500,-1.84875862,2.14999799,-1.01929194,0.48531620,-0.44668228,0.89785103,-0.18341539,0.96557670,-0.10118926,0.00148531,-0.00134467,0.38398078,-0.05211048,0.02415237,-0.01622647,2.02191859,-1.17977414
-5.35767884,4.09215345,-1.82796894,2.12679452,-1.02503127,0.47651891,-0.43536915,0.88147686,-0.18698399,0.94781930,-0.09994945,0.00151310,-0.00125168,0.37302840,-0.05320191,0.02320137,-0.01502421,1.99550139,-1.16842369
-5.35167584,4.01071764,-1.80733871,2.09424218,-1.02969305,0.46646161,-0.42403395,0.86219442,-0.19114465,0.92711116,-0.09886008,0.00153864,-0.00115821,0.36134829,-0.05467324,0.02233987,-0.01386896,1.96154587,-1.15651826
-5.34567284,3.91727854,-1.78748197,2.05304283,-1.03337653,0.45534485,-0.41282781,0.84030292,-0.19601041,0.90378122,-0.09799993,0.00156256,-0.00106576,0.34910435,-0.05660342,0.02158285,-0.01277050,1.92068330,-1.14433481
