energy_ev,total_up,total_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90995498,2.30868530,-1.82112415,0.16678062,-0.58433982,0.12800555,-0.45796212,0.90519233,-0.68181985,1.08264475,-0.13312533,0.00082636,-0.00348068,0.80490267,-0.09073163,0.00283095,-0.03313409,0.22595232,-0.88493994
-5.90395198,2.20964488,-1.74694936,0.16997551,-0.55957673,0.13237379,-0.43161001,0.84862725,-0.65406977,1.03295269,-0.12938585,0.00095454,-0.00318127,0.75906589,-0.08629049,0.00273442,-0.03230956,0.22590375,-0.85247846
-5.89794897,2.11733768,-1.67155707,0.17377238,-0.53449554,0.13781955,-0.40510120,0.79511320,-0.62513822,0.98514141,-0.12558954,0.00110549,-0.00289284,0.71497432,-0.08174466,0.00268643,-0.03153774,0.22711732,-0.81931012
-5.89194597,2.03271741,-1.59553452,0.17810436,-0.50928478,0.14437822,-0.37868846,0.74513982,-0.59532930,0.93964945,-0.12175121,0.00127971,-0.00261710,0.67303849,-0.07713678,0.00268688,-0.03081141,0.22960624,-0.78568174
-5.88594297,1.95652142,-1.51939973,0.18290310,-0.48411066,0.15207436,-0.35260233,0.69909539,-0.56493417,0.89681225,-0.11787980,0.00147750,-0.00235543,0.63358178,-0.07250732,0.00273615,-0.03012105,0.23337486,-0.75180863
-5.87993997,1.88926382,-1.44360046,0.18810064,-0.45911684,0.16091990,-0.32704861,0.65726304,-0.53422712,0.85686038,-0.11397914,0.00169884,-0.00210888,0.59683812,-0.06789417,0.00283508,-0.02945540,0.23841830,-0.71787472
-5.87393697,1.83123746,-1.36851586,0.19363135,-0.43442503,0.17091245,-0.30220669,0.61982090,-0.50346247,0.81992226,-0.11004889,0.00194334,-0.00187822,0.56295335,-0.06333221,0.00298485,-0.02880210,0.24472231,-0.68403402
-5.86793397,1.78252371,-1.29446041,0.19943393,-0.41013624,0.18203389,-0.27822867,0.58684581,-0.47287224,0.78603114,-0.10608569,0.00221016,-0.00166389,0.53198993,-0.05885311,0.00318695,-0.02814835,0.25226336,-0.65041310
-5.86193097,1.74300899,-1.22168968,0.20545327,-0.38633254,0.19424919,-0.25523919,0.55832016,-0.44266467,0.75513540,-0.10208433,0.00249795,-0.00146608,0.50393437,-0.05448503,0.00344309,-0.02748155,0.26100861,-0.61711453
-5.85592796,1.71240648,-1.15040765,0.21164201,-0.36307938,0.20750548,-0.23333604,0.53414120,-0.41302348,0.72711162,-0.09803898,0.00280479,-0.00128476,0.47870694,-0.05025258,0.00375514,-0.02678990,0.27091596,-0.58422085
-5.84992496,1.69028140,-1.08077479,0.21796188,-0.34042800,0.22173158,-0.21259133,0.51413209,-0.38410785,0.70177940,-0.09394437,0.00312820,-0.00111966,0.45617292,-0.04617670,0.00412505,-0.02606290,0.28193399,-0.55179892
-5.84392196,1.67607864,-1.01291664,0.22438454,-0.31841810,0.23683789,-0.19305314,0.49805419,-0.35605296,0.67891703,-0.08979691,0.00346508,-0.00097032,0.43615474,-0.04227469,0.00455477,-0.02529189,0.29400177,-0.51990435
-5.83791896,1.66915106,-0.94693234,0.23089212,-0.29708038,0.25271691,-0.17474765,0.48561982,-0.32897107,0.65827726,-0.08559554,0.00381177,-0.00083614,0.41844434,-0.03856037,0.00504620,-0.02447034,0.30704867,-0.48858571
-5.83191596,1.66878745,-0.88290255,0.23747726,-0.27643899,0.26924434,-0.15768159,0.47650503,-0.30295301,0.63960223,-0.08134253,0.00416409,-0.00071639,0.40281513,-0.03504416,0.00560111,-0.02359414,0.32099420,-0.45788834
-5.82591296,1.67423931,-0.82089657,0.24414292,-0.25651365,0.28628096,-0.14184481,0.47036182,-0.27806996,0.62263718,-0.07704395,0.00451739,-0.00061023,0.38903320,-0.03173337,0.00622113,-0.02266172,0.33574797,-0.42785754
-5.81990995,1.68474562,-0.76097816,0.25090189,-0.23732146,0.30367516,-0.12721297,0.46682961,-0.25437529,0.60714213,-0.07270992,0.00486667,-0.00051675,0.37686717,-0.02863246,0.00690769,-0.02167405,0.35120994,-0.39854096
-5.81390695,1.69955543,-0.70321007,0.25777618,-0.21887829,0.32126646,-0.11375027,0.46554554,-0.23190666,0.59290151,-0.06835467,0.00520669,-0.00043499,0.36609656,-0.02574338,0.00766200,-0.02063458,0.36727123,-0.36999026
-5.80790395,1.71794808,-0.64765713,0.26479637,-0.20119973,0.33888964,-0.10141197,0.46615366,-0.21068790,0.57973144,-0.06399632,0.00553212,-0.00036396,0.35651857,-0.02306592,0.00848508,-0.01954903,0.38381537,-0.34226183
-5.80190095,1.73925105,-0.59438783,0.27200107,-0.18430160,0.35637972,-0.09014689,0.46831287,-0.19073099,0.56748471,-0.05965650,0.00583772,-0.00030269,0.34795295,-0.02059816,0.00937776,-0.01842508,0.40072044,-0.31541668
-5.79589795,1.76285562,-0.54347470,0.27943653,-0.16820010,0.37357749,-0.07989959,0.47170357,-0.17203775,0.55605355,-0.05535981,0.00611846,-0.00025019,0.34024545,-0.01833683,0.01034067,-0.01727207,0.41786188,-0.28951968
-5.78989495,1.78823066,-0.49499356,0.28715651,-0.15291163,0.39033551,-0.07061235,0.47603337,-0.15460151,0.54537046,-0.05113316,0.00636972,-0.00020553,0.33326952,-0.01627786,0.01137434,-0.01610055,0.43511627,-0.26463812
-5.78389195,1.81493443,-0.44902198,0.29522238,-0.13845230,0.40652432,-0.06222692,0.48104160,-0.13840853,0.53540743,-0.04700512,0.00658747,-0.00016779,0.32692682,-0.01441678,0.01247918,-0.01492190,0.45236580,-0.24083990
-5.77788894,1.84262475,-0.40563733,0.30370340,-0.12483741,0.42203849,-0.05468598,0.48650301,-0.12343930,0.52617376,-0.04300518,0.00676837,-0.00013615,0.32114651,-0.01274929,0.01365554,-0.01374786,0.46950336,-0.21819145
-5.77188594,1.87106723,-0.36491465,0.31267720,-0.11208069,0.43680238,-0.04793440,0.49223060,-0.10966976,0.51771288,-0.03916318,0.00690992,-0.00010980,0.31588364,-0.01127172,0.01490368,-0.01259018,0.48643812,-0.19675563
-5.76588294,1.90014140,-0.32692473,0.32223018,-0.10019372,0.45077509,-0.04192033,0.49807764,-0.09707241,0.51009843,-0.03550880,0.00701057,-0.00008804,0.31111686,-0.00998168,0.01622381,-0.01146020,0.50310120,-0.17658973
-5.75987994,1.92984429,-0.29173278,0.33245777,-0.08918540,0.46395431,-0.03659607,0.50393881,-0.08561735,0.50342984,-0.03207118,0.00706977,-0.00007020,0.30684559,-0.00887857,0.01761599,-0.01036855,0.51945104,-0.15774383
-5.75387694,1.96029104,-0.25939788,0.34346433,-0.07906162,0.47637881,-0.03191887,0.50975057,-0.07527339,0.49782751,-0.02887884,0.00708798,-0.00005572,0.30308687,-0.00796428,0.01908005,-0.00932488,0.53547821,-0.14025959
-5.74787394,1.99171172,-0.22997337,0.35536240,-0.06982516,0.48812915,-0.02785165,0.51549044,-0.06600914,0.49342784,-0.02595966,0.00706668,-0.00004407,0.29987195,-0.00724387,0.02061548,-0.00833773,0.55120905,-0.12416955
-5.74187094,2.02444399,-0.20350843,0.36827123,-0.06147589,0.49932653,-0.02436364,0.52117539,-0.05779425,0.49037795,-0.02334124,0.00700827,-0.00003483,0.29724271,-0.00672623,0.02222116,-0.00741433,0.56670790,-0.10949711
-5.73586793,2.05892084,-0.18005080,0.38231434,-0.05401124,0.51012954,-0.02143109,0.52685883,-0.05060065,0.48883027,-0.02105135,0.00691601,-0.00002760,0.29524802,-0.00642496,0.02389521,-0.00656064,0.58207742,-0.09625709
-5.72986493,2.09565327,-0.15965058,0.39761603,-0.04742698,0.52072881,-0.01903793,0.53262653,-0.04440395,0.48893686,-0.01911869,0.00679389,-0.00002208,0.29394003,-0.00635912,0.02563462,-0.00578131,0.59745680,-0.08445693
-5.72386193,2.13520756,-0.14236507,0.41429677,-0.04171818,0.53133966,-0.01717651,0.53859116,-0.03918486,0.49084348,-0.01757376,0.00664644,-0.00001802,0.29337041,-0.00655406,0.02743497,-0.00507984,0.61301767,-0.07409837
-5.71785893,2.17817756,-0.12826439,0.43246760,-0.03688044,0.54219289,-0.01584831,0.54488547,-0.03493077,0.49468332,-0.01644989,0.00647858,-0.00001520,0.29358656,-0.00704234,0.02929013,-0.00445867,0.62895759,-0.06517968
-5.71185593,2.22515238,-0.11743762,0.45222350,-0.03291119,0.55352413,-0.01506471,0.55165441,-0.03163725,0.50057058,-0.01578431,0.00629540,-0.00001349,0.29462795,-0.00786451,0.03119186,-0.00391934,0.64549134,-0.05769809
-5.70585293,2.27668056,-0.10999920,0.47363621,-0.02981106,0.56556203,-0.01484776,0.55904616,-0.02930955,0.50859373,-0.01561931,0.00610198,-0.00001278,0.29652237,-0.00906992,0.03312959,-0.00346275,0.66284023,-0.05165255
-5.69984992,2.33323202,-0.10609505,0.49674659,-0.02758521,0.57851595,-0.01523086,0.56720246,-0.02796402,0.51880881,-0.01600329,0.00590321,-0.00001302,0.29928253,-0.01071742,0.03509013,-0.00308930,0.68121977,-0.04704637
-5.69384692,2.39515944,-0.10590831,0.52155710,-0.02624456,0.59256360,-0.01625937,0.57624858,-0.02762933,0.53123289,-0.01699171,0.00570359,-0.00001419,0.30290283,-0.01287587,0.03705757,-0.00279915,0.70082637,-0.04388982
-5.68784392,2.46266093,-0.10966398,0.54802472,-0.02580674,0.60783944,-0.01799105,0.58628336,-0.02834750,0.54583795,-0.01864782,0.00550711,-0.00001632,0.30735653,-0.01562458,0.03901319,-0.00259237,0.72182371,-0.04220243
-5.68184092,2.53574629,-0.11763230,0.57605488,-0.02629676,0.62442426,-0.02049628,0.59736989,-0.03017454,0.56254552,-0.02104314,0.00531709,-0.00001948,0.31259349,-0.01905332,0.04093559,-0.00246915,0.74432943,-0.04201484
-5.67583792,2.61420870,-0.13013031,0.60549689,-0.02774738,0.64233668,-0.02385798,0.60952713,-0.03318073,0.58122245,-0.02425756,0.00513615,-0.00002377,0.31853862,-0.02326217,0.04280089,-0.00242987,0.76840309,-0.04337006
-5.66983492,2.69760402,-0.14752141,0.63614127,-0.03019889,0.66152708,-0.02817116,0.62272330,-0.03745044,0.60167818,-0.02837901,0.00496609,-0.00002933,0.32509109,-0.02836089,0.04458315,-0.00247524,0.79403607,-0.04632410
-5.66383192,2.78523943,-0.17021243,0.66771936,-0.03369852,0.68187440,-0.03354202,0.63687111,-0.04308141,0.62366371,-0.03350271,0.00480794,-0.00003632,0.33212457,-0.03446791,0.04625488,-0.00260632,0.82114407,-0.05094575
-5.65782891,2.87617276,-0.19864823,0.69990554,-0.03829929,0.70318607,-0.04008655,0.65182560,-0.05018348,0.64687283,-0.03972983,0.00466195,-0.00004494,0.33948849,-0.04170889,0.04778774,-0.00282448,0.84956301,-0.05731559
-5.65182591,2.96922337,-0.23330345,0.73232223,-0.04405832,0.72520130,-0.04792861,0.66738454,-0.05887668,0.67094549,-0.04716562,0.00452767,-0.00005542,0.34701032,-0.05021470,0.04915329,-0.00313136,0.87904852,-0.06552408
-5.64582291,3.06299498,-0.27467164,0.76454753,-0.05103467,0.74759768,-0.05719738,0.68329177,-0.06928884,0.69547365,-0.05591710,0.00440402,-0.00006801,0.35449908,-0.06011903,0.05032396,-0.00352877,0.90927943,-0.07566883
-5.63981991,3.15590991,-0.32325176,0.79612560,-0.05928669,0.77000082,-0.06802420,0.69924324,-0.08155249,0.72000949,-0.06609010,0.00428943,-0.00008297,0.36174972,-0.07155540,0.05127391,-0.00401847,0.93986531,-0.08785102
-5.63381691,3.24625393,-0.37953224,0.82657922,-0.06886904,0.79199687,-0.08053896,0.71489586,-0.09580140,0.74407581,-0.07778600,0.00418194,-0.00010057,0.36854852,-0.08465391,0.05198000,-0.00460203,0.97035770,-0.10217111
-5.62781391,3.33222988,-0.44397320,0.85542422,-0.07982941,0.81314711,-0.09486580,0.72987859,-0.11216657,0.76717840,-0.09109802,0.00407935,-0.00012109,0.37467913,-0.09953755,0.05242273,-0.00528055,1.00026478,-0.11872393
-5.62181091,3.41201798,-0.51698720,0.88218519,-0.09220501,0.83300428,-0.11111852,0.74380545,-0.13077198,0.78881992,-0.10610732,0.00397939,-0.00014482,0.37992923,-0.11631833,0.05258703,-0.00605441,1.02906876,-0.13759333
-5.61580790,3.48384009,-0.59891925,0.90641173,-0.10601924,0.85112959,-0.12939556,0.75628981,-0.15173012,0.80851469,-0.12287911,0.00387980,-0.00017199,0.38409728,-0.13509334,0.05246299,-0.00692303,1.05624517,-0.15884655
-5.60980490,3.54602504,-0.69002683,0.92769454,-0.12127832,0.86710987,-0.14977495,0.76695934,-0.17513754,0.82580401,-0.14145875,0.00377852,-0.00020285,0.38699939,-0.15594087,0.05204639,-0.00788460,1.08128311,-0.18252860
-5.60380190,3.59707182,-0.79046093,0.94568055,-0.13796837,0.88057383,-0.17230911,0.77547088,-0.20107047,0.84027110,-0.16186829,0.00367372,-0.00023759,0.38847575,-0.17891686,0.05133902,-0.00893581,1.10370547,-0.20865678
-5.59779890,3.63570759,-0.90024880,0.96008636,-0.15605298,0.89120675,-0.19702003,0.78152445,-0.22958084,0.85155514,-0.18410345,0.00356398,-0.00027635,0.38839648,-0.20405174,0.05034888,-0.01007172,1.12308802,-0.23721575
-5.59179590,3.66093776,-1.01927952,0.97070938,-0.17547140,0.89876290,-0.22389482,0.78487585,-0.26069274,0.85936371,-0.20813139,0.00344827,-0.00031919,0.38666658,-0.23134792,0.04909000,-0.01128551,1.13907651,-0.26815320
-5.58579290,3.67208552,-1.14729314,0.97743599,-0.19613758,0.90307502,-0.25288193,0.78534708,-0.29439955,0.86348307,-0.23388933,0.00332604,-0.00036614,0.38322981,-0.26077813,0.04758221,-0.01256849,1.15140065,-0.30137653
-5.57978989,3.66881910,-1.28387425,0.98024636,-0.21794009,0.90406053,-0.28388832,0.78283416,-0.33066183,0.86378577,-0.26128431,0.00319721,-0.00041709,0.37807127,-0.29228464,0.04585058,-0.01391000,1.15988456,-0.33675066
-5.57378689,3.65116526,-1.42845046,0.97921579,-0.24074302,0.90172410,-0.31677765,0.77731200,-0.36940614,0.86023521,-0.29019406,0.00306215,-0.00047187,0.37121853,-0.32577957,0.04392473,-0.01529754,1.16445295,-0.37409716
-5.56778389,3.61950872,-1.58029628,0.97451225,-0.26438798,0.89615665,-0.35136985,0.76883597,-0.41052474,0.85288704,-0.32046920,0.00292168,-0.00053019,0.36274145,-0.36114623,0.04183800,-0.01671687,1.16513287,-0.41319480
-5.56178089,3.57457753,-1.73854254,0.96639053,-0.28869694,0.88753081,-0.38744201,0.75754036,-0.45387634,0.84188720,-0.35193657,0.00277701,-0.00059168,0.35275041,-0.39824162,0.03962648,-0.01815229,1.16205103,-0.45378159
-5.55577789,3.51741547,-1.90219119,0.95518313,-0.31347610,0.87609325,-0.42473080,0.74363366,-0.49928772,0.82746684,-0.38440376,0.00262964,-0.00065584,0.34139329,-0.43689985,0.03732802,-0.01958697,1.15542687,-0.49555826
-5.54977489,3.44934292,-2.07013517,0.94128833,-0.33852050,0.86215422,-0.46293639,0.72739096,-0.54655626,0.80993426,-0.41766464,0.00248135,-0.00072209,0.32885123,-0.47693643,0.03498117,-0.02100331,1.14556193,-0.53819326
-5.54377189,3.37190842,-2.24118252,0.92515618,-0.36361922,0.84607517,-0.50172785,0.70914403,-0.59545320,0.78966442,-0.45150560,0.00233405,-0.00078974,0.31533331,-0.51815327,0.03262420,-0.02238349,1.13282611,-0.58132885
-5.53776888,3.28683347,-2.41408411,0.90727295,-0.38856095,0.82825477,-0.54074985,0.68926941,-0.64572753,0.76708639,-0.48571232,0.00218976,-0.00085804,0.30107044,-0.56034399,0.03029411,-0.02370991,1.11764172,-0.62458837
-5.53176588,3.19595321,-2.58756347,0.88814477,-0.41313976,0.80911449,-0.57963062,0.66817520,-0.69711027,0.74266940,-0.52007662,0.00205050,-0.00092617,0.28630873,-0.60329944,0.02802581,-0.02496581,1.10046619,-0.66758432
-5.52576288,3.10115594,-2.76034788,0.86828132,-0.43716072,0.78908411,-0.61799078,0.64628719,-0.74931909,0.71690807,-0.55440306,0.00191821,-0.00099329,0.27130247,-0.64681300,0.02585135,-0.02613576,1.08177438,-0.70992684
-5.51975988,3.00432418,-2.93119906,0.84818004,-0.46044513,0.76858810,-0.65545285,0.62403488,-0.80206288,0.69030757,-0.58851501,0.00179473,-0.00105851,0.25630714,-0.69068532,0.02379936,-0.02720628,1.06204134,-0.75123256
-5.51375688,2.90727960,-3.09894223,0.82831172,-0.48283520,0.74803336,-0.69165111,0.60183805,-0.85504632,0.66336911,-0.62225958,0.00168169,-0.00112098,0.24157251,-0.73472836,0.02189456,-0.02816628,1.04172653,-0.79113325
-5.50775388,2.81173417,-3.26249238,0.80910777,-0.50419783,0.72779876,-0.72624144,0.58009434,-0.90797408,0.63657646,-0.65551133,0.00158050,-0.00117988,0.22733630,-0.77876826,0.02015749,-0.02900752,1.02125986,-0.82928411
-5.50175088,2.71924886,-3.42087639,0.79094966,-0.52442754,0.70822696,-0.75891075,0.55916833,-0.96055477,0.61038397,-0.68817434,0.00149232,-0.00123445,0.21381828,-0.82264713,0.01860431,-0.02972496,1.00103039,-0.86537136
-5.49574787,2.63120117,-3.57325031,0.77416082,-0.54344810,0.68961851,-0.78938574,0.53938241,-1.01250426,0.58520626,-0.72018254,0.00141803,-0.00128403,0.20121524,-0.86622329,0.01724679,-0.03031700,0.98137776,-0.89911889
-5.48974487,2.54876192,-3.71891100,0.75900098,-0.56121317,0.67222846,-0.81744053,0.52100972,-1.06354854,0.56141002,-0.75149813,0.00135822,-0.00132805,0.18969681,-0.90937025,0.01609238,-0.03078559,0.96258659,-0.93029381
-5.48374187,2.47288135,-3.85730182,0.74566310,-0.57770571,0.65626522,-0.84290305,0.50426921,-1.11342604,0.53930796,-0.78210818,0.00131322,-0.00136608,0.17940222,-0.95197427,0.01514442,-0.03113628,0.94488377,-0.95871072
-5.47773887,2.40428415,-3.98801229,0.73427264,-0.59293623,0.64189146,-0.86565965,0.48932289,-1.16188936,0.51915490,-0.81201955,0.00128305,-0.00139784,0.17043810,-0.99393077,0.01440235,-0.03137800,0.92843834,-0.98423457
-5.47173587,2.34347249,-4.11077196,0.72488908,-0.60694010,0.62922688,-0.88565808,0.47627520,-1.20870645,0.50114597,-0.84125232,0.00126751,-0.00142320,0.16287730,-1.03513966,0.01386205,-0.03152287,0.91336374,-1.00678214
-5.46573287,2.29073612,-4.22543900,0.71750931,-0.61977403,0.61835229,-0.90290837,0.46517424,-1.25366141,0.48541679,-0.86983211,0.00126616,-0.00144215,0.15675872,-1.07550014,0.01351621,-0.03158576,0.89972188,-1.02632206
-5.45972986,2.24616822,-4.33198428,0.71207276,-0.63151176,0.60931467,-0.91748182,0.45601488,-1.29655479,0.47204537,-0.89778181,0.00127833,-0.00145488,0.15208809,-1.11490500,0.01335473,-0.03158380,0.88752860,-1.04287349
-5.45372686,2.20968570,-4.43047175,0.70846776,-0.64223945,0.60213284,-0.92950789,0.44874331,-1.33720361,0.46105554,-0.92511295,0.00130323,-0.00146166,0.14883973,-1.15323515,0.01336510,-0.03153578,0.87676005,-1.05650346
-5.44772386,2.18105271,-4.52103645,0.70653904,-0.65205066,0.59680333,-0.93916925,0.44326282,-1.37544102,0.45242164,-0.95181756,0.00133990,-0.00146293,0.14695905,-1.19035443,0.01353285,-0.03146147,0.86735952,-1.06732303
-5.44172086,2.15990628,-4.60386097,0.70609596,-0.66104146,0.59330612,-0.94669493,0.43944062,-1.41111584,0.44607422,-0.97786071,0.00138727,-0.00145918,0.14636589,-1.22610540,0.01384196,-0.03138089,0.85924445,-1.07548238
-5.43571786,2.14578290,-4.67915176,0.70692123,-0.66930557,0.59161002,-0.95235198,0.43711537,-1.44409178,0.44190652,-1.00317446,0.00144423,-0.00145102,0.14695838,-1.26030616,0.01427528,-0.03131361,0.85231314,-1.08116502
-5.42971486,2.13814532,-4.74711633,0.70878000,-0.67692997,0.59167750,-0.95643575,0.43610513,-1.47424668,0.43978145,-1.02765347,0.00150962,-0.00143907,0.14861745,-1.29274876,0.01481499,-0.03127793,0.84645119,-1.08458123
-5.42371186,2.13640889,-4.80794226,0.71142902,-0.68399089,0.59346885,-0.95925921,0.43621558,-1.50147150,0.43953894,-1.05115271,0.00158228,-0.00142400,0.15121161,-1.32319919,0.01544296,-0.03129026,0.84153737,-1.08596091
-5.41770885,2.13996685,-4.86177909,0.71462572,-0.69055056,0.59694560,-0.96114162,0.43724815,-1.52566942,0.44100339,-1.07348736,0.00166106,-0.00140644,0.15460197,-1.35139922,0.01614120,-0.03136442,0.83744899,-1.08554619
-5.41170585,2.14821413,-4.90872376,0.71813704,-0.69665461,0.60207316,-0.96239694,0.43900794,-1.54675479,0.44399115,-1.09443519,0.00174490,-0.00138703,0.15864745,-1.37707000,0.01689223,-0.03151111,0.83406671,-1.08358372
-5.40570285,2.16056938,-4.94881017,0.72174787,-0.70233031,0.60882282,-0.96332248,0.44131112,-1.56465226,0.44831772,-1.11374122,0.00183278,-0.00136634,0.16320976,-1.39991750,0.01767947,-0.03173746,0.83127890,-1.08031719
-5.39969985,2.17649474,-4.98200330,0.72526877,-0.70758559,0.61717294,-0.96418815,0.44399166,-1.57929600,0.45380461,-1.13112459,0.00192379,-0.00134486,0.16815825,-1.41963953,0.01848758,-0.03204669,0.82898547,-1.07598009
-5.39369685,2.19551309,-5.00819812,0.72854284,-0.71240891,0.62710963,-0.96522670,0.44690715,-1.59062912,0.46028561,-1.14628738,0.00201712,-0.00132304,0.17337426,-1.43593406,0.01930281,-0.03243796,0.82710130,-1.07078900
-5.38769385,2.21722235,-5.02722331,0.73145152,-0.71676998,0.63862665,-0.96662553,0.44994346,-1.59860344,0.46761236,-1.15892501,0.00211208,-0.00130124,0.17875494,-1.44850870,0.02011321,-0.03290632,0.82555922,-1.06493777
-5.38169085,2.24130635,-5.03884972,0.73391901,-0.72062122,0.65172484,-0.96852019,0.45301819,-1.60317961,0.47565897,-1.16873770,0.00220808,-0.00127972,0.18421630,-1.45709076,0.02090891,-0.03344287,0.82431239,-1.05859261
-5.37568784,2.26754190,-5.04280326,0.73591505,-0.72389991,0.66641084,-0.97099011,0.45608265,-1.60432779,0.48432554,-1.17544261,0.00230467,-0.00125872,0.18969544,-1.46143773,0.02168227,-0.03403501,0.82333613,-1.05188847
-5.36968484,2.29580155,-5.03878178,0.73745593,-0.72653106,0.68269522,-0.97405665,0.45912223,-1.60202888,0.49354046,-1.17878601,0.00240148,-0.00123839,0.19515168,-1.46134749,0.02242791,-0.03466688,0.82262890,-1.04492688
-5.36368184,2.32605166,-5.02647544,0.73860346,-0.72843073,0.70058997,-0.97768370,0.46215525,-1.59627633,0.50326121,-1.17855502,0.00249823,-0.00121887,0.20056681,-1.45666808,0.02314279,-0.03531992,0.82221238,-1.03777523
-5.35767884,2.35834552,-5.00558971,0.73946188,-0.72950991,0.72010537,-0.98178083,0.46523011,-1.58707869,0.51347371,-1.17458845,0.00259472,-0.00120028,0.20594409,-1.44730650,0.02382605,-0.03597358,0.82213046,-1.03046778
-5.35167584,2.39281150,-4.97587043,0.74017257,-0.72967865,0.74124612,-0.98620892,0.46842087,-1.57446274,0.52419013,-1.16678610,0.00269080,-0.00118277,0.21130634,-1.43323625,0.02447891,-0.03660600,0.82244692,-1.02300819
-5.34567284,2.42963621,-4.93712972,0.74090680,-0.72885043,0.76400702,-0.99078809,0.47182144,-1.55847713,0.53544510,-1.15511639,0.00278632,-0.00116650,0.21669286,-1.41450322,0.02510438,-0.03719489,0.82324197,-1.01537367
