energy_ev,total_up,Ag_p_up,Ag_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.63981991,1.39935560,0.08446835,1.33096935,0.02020931,0.02250116,0.00335164,0.01129730,0.07342491,0.00000000
-5.63381691,1.39463943,0.08697504,1.32314020,0.02189580,0.02380584,0.00355020,0.01088794,0.07496121,0.00000000
-5.62781391,1.38880435,0.08983926,1.31354290,0.02392495,0.02534706,0.00376170,0.01062945,0.07667468,0.00000000
-5.62181091,1.38252381,0.09315431,1.30273741,0.02634883,0.02716552,0.00398836,0.01054010,0.07863603,0.00000000
-5.61580790,1.37660983,0.09702637,1.29140975,0.02922438,0.02930529,0.00423289,0.01063696,0.08092854,0.00000000
-5.60980490,1.37199481,0.10157225,1.28035600,0.03261248,0.03181284,0.00449833,0.01093584,0.08364631,0.00000000
-5.60380190,1.36970689,0.10691649,1.27046038,0.03657669,0.03473572,0.00478794,0.01145117,0.08689188,0.00000000
-5.59779890,1.37083944,0.11318784,1.26266819,0.04118171,0.03812119,0.00510508,0.01219587,0.09077341,0.00000000
-5.59179590,1.37651567,0.12051528,1.25795446,0.04649145,0.04201464,0.00545300,0.01318118,0.09540141,0.00000000
-5.58579290,1.38784961,0.12902353,1.25728938,0.05256701,0.04645784,0.00583464,0.01441649,0.10088512,0.00000000
-5.57978989,1.40590497,0.13882849,1.26160209,0.05946421,0.05148719,0.00625241,0.01590910,0.10732867,0.00000000
-5.57378689,1.43165339,0.15003239,1.27174407,0.06723119,0.05713193,0.00670800,0.01766401,0.11482719,0.00000000
-5.56778389,1.46593390,0.16271912,1.28845377,0.07590572,0.06341245,0.00720213,0.01968362,0.12346282,0.00000000
-5.56178089,1.50941512,0.17694981,1.31232406,0.08551266,0.07033867,0.00773436,0.02196751,0.13330104,0.00000000
-5.55577789,1.56256193,0.19275874,1.34377378,0.09606146,0.07790861,0.00830297,0.02451215,0.14438712,0.00000000
-5.54977489,1.62560802,0.21014996,1.38302480,0.10754380,0.08610728,0.00890477,0.02731068,0.15674312,0.00000000
-5.54377189,1.69853546,0.22909450,1.43008553,0.11993165,0.09490582,0.00953507,0.03035266,0.17036533,0.00000000
-5.53776888,1.78106228,0.24952852,1.48474165,0.13317568,0.10426096,0.01018762,0.03362398,0.18522236,0.00000000
-5.53176588,1.87263859,0.27135239,1.54655454,0.14720413,0.11411500,0.01085473,0.03710671,0.20125393,0.00000000
-5.52576288,1.97245147,0.29443066,1.61486743,0.16192235,0.12439603,0.01152732,0.04077910,0.21837043,0.00000000
-5.51975988,2.07943853,0.31859320,1.68881912,0.17721298,0.13501870,0.01219510,0.04461562,0.23645324,0.00000000
-5.51375688,2.19230949,0.34363720,1.76736460,0.19293678,0.14588533,0.01284686,0.04858710,0.25535586,0.00000000
-5.50775388,2.30957508,0.36933017,1.84930181,0.20893424,0.15688743,0.01347073,0.05266093,0.27490580,0.00000000
-5.50175088,2.42958211,0.39541377,1.93330331,0.22502793,0.16790749,0.01405456,0.05680140,0.29490722,0.00000000
-5.49574787,2.55055328,0.42160838,2.01795174,0.24102550,0.17882118,0.01458622,0.06097003,0.31514420,0.00000000
-5.48974487,2.67063039,0.44761821,2.10177742,0.25672330,0.18949968,0.01505409,0.06512608,0.33538465,0.00000000
-5.48374187,2.78791928,0.47313692,2.18329694,0.27191060,0.19981219,0.01544738,0.06922704,0.35538456,0.00000000
-5.47773887,2.90053496,0.49785349,2.26105102,0.28637419,0.20962854,0.01575651,0.07322926,0.37489279,0.00000000
-5.47173587,3.00664559,0.52145817,2.33364055,0.29990324,0.21882180,0.01597348,0.07708853,0.39365594,0.00000000
-5.46573287,3.10451383,0.54364843,2.39975957,0.31229441,0.22727090,0.01609212,0.08076085,0.41142344,0.00000000
-5.45972986,3.19253449,0.56413477,2.45822429,0.32335676,0.23486301,0.01610834,0.08420310,0.42795265,0.00000000
-5.45372686,3.26926771,0.58264618,2.50799741,0.33291669,0.24149587,0.01602025,0.08737382,0.44301373,0.00000000
-5.44772386,3.33346685,0.59893525,2.54820735,0.34082232,0.24707988,0.01582827,0.09023397,0.45639443,0.00000000
-5.44172086,3.38410090,0.61278277,2.57816222,0.34694752,0.25153984,0.01553506,0.09274771,0.46790448,0.00000000
-5.43571786,3.42037108,0.62400186,2.59735864,0.35119522,0.25481653,0.01514548,0.09488320,0.47737959,0.00000000
-5.42971486,3.44172192,0.63244141,2.60548552,0.35350004,0.25686792,0.01466638,0.09661326,0.48468492,0.00000000
-5.42371186,3.44784688,0.63798897,2.60242354,0.35382999,0.25767004,0.01410637,0.09791615,0.48971805,0.00000000
-5.41770885,3.43868900,0.64057295,2.58824051,0.35218740,0.25721759,0.01347555,0.09877612,0.49241125,0.00000000
-5.41170585,3.41443695,0.64016408,2.56318359,0.34860880,0.25552414,0.01278511,0.09918398,0.49273312,0.00000000
-5.40570285,3.37551705,0.63677626,2.52766876,0.34316400,0.25262205,0.01204706,0.09913748,0.49068947,0.00000000
-5.39969985,3.32258160,0.63046658,2.48226817,0.33595422,0.24856207,0.01127379,0.09864162,0.48632347,0.00000000
-5.39369685,3.25649416,0.62133460,2.42769600,0.32710943,0.24341255,0.01047772,0.09770872,0.47971499,0.00000000
-5.38769385,3.17831197,0.60952093,2.36479320,0.31678505,0.23725849,0.00967099,0.09635836,0.47097920,0.00000000
-5.38169085,3.08926606,0.59520490,2.29451141,0.30515795,0.23020013,0.00886511,0.09461712,0.46026437,0.00000000
-5.37568784,2.99073922,0.57860162,2.21789636,0.29242208,0.22235142,0.00807074,0.09251812,0.44774895,0.00000000
-5.36968484,2.88424219,0.55995821,2.13607099,0.27878376,0.21383815,0.00729745,0.09010031,0.43363795,0.00000000
-5.36368184,2.77138832,0.53954935,2.05021813,0.26445688,0.20479596,0.00655357,0.08740770,0.41815875,0.00000000
-5.35767884,2.65386697,0.51767228,1.96156316,0.24965807,0.19536812,0.00584608,0.08448831,0.40155635,0.00000000
-5.35167584,2.53341608,0.49464124,1.87135641,0.23460206,0.18570324,0.00518061,0.08139307,0.38408827,0.00000000
-5.34567284,2.41179408,0.47078163,1.78085547,0.21949736,0.17595286,0.00456140,0.07817455,0.36601922,0.00000000
-5.33966983,2.29075191,0.44642387,1.69130755,0.20454242,0.16626905,0.00399139,0.07488577,0.34761564,0.00000000
-5.33366683,2.17200526,0.42189732,1.60393203,0.18992233,0.15680208,0.00347228,0.07157894,0.32914038,0.00000000
-5.32766383,2.05720796,0.39752435,1.51990334,0.17580617,0.14769814,0.00300470,0.06830427,0.31084753,0.00000000
-5.32166083,1.94792680,0.37361476,1.44033449,0.16234505,0.13909721,0.00258832,0.06510895,0.29297784,0.00000000
-5.31565783,1.84561862,0.35046077,1.36626161,0.14967100,0.13113113,0.00222202,0.06203625,0.27575453,0.00000000
-5.30965483,1.75161003,0.32833281,1.29862966,0.13789645,0.12392197,0.00190406,0.05912492,0.25937993,0.00000000
-5.30365183,1.66708044,0.30747607,1.23827986,0.12711462,0.11758054,0.00163225,0.05640870,0.24403288,0.00000000
-5.29764882,1.59304874,0.28810818,1.18593898,0.11740048,0.11220535,0.00140408,0.05391628,0.22986709,0.00000000
-5.29164582,1.53036392,0.27041787,1.14221090,0.10881235,0.10788173,0.00121690,0.05167136,0.21701035,0.00000000
-5.28564282,1.47969987,0.25456475,1.10757053,0.10139409,0.10468143,0.00106802,0.04969313,0.20556471,0.00000000
-5.27963982,1.44155436,0.24068013,1.08236039,0.09517764,0.10266236,0.00095482,0.04799686,0.19560756,0.00000000
-5.27363682,1.41625205,0.22886878,1.06678980,0.09018584,0.10186878,0.00087487,0.04659485,0.18719347,0.00000000
-5.26763382,1.40395119,0.21921158,1.06093660,0.08643548,0.10233167,0.00082594,0.04549738,0.18035675,0.00000000
-5.26163082,1.40465371,0.21176877,1.06475148,0.08394028,0.10406936,0.00080612,0.04471384,0.17511448,0.00000000
-5.25562781,1.41821802,0.20658356,1.07806446,0.08271379,0.10708841,0.00081381,0.04425393,0.17146996,0.00000000
-5.24962481,1.44437388,0.20368609,1.10059338,0.08277199,0.11138461,0.00084774,0.04412865,0.16941625,0.00000000
-5.24362181,1.48273871,0.20309710,1.13195407,0.08413543,0.11694409,0.00090696,0.04435134,0.16893967,0.00000000
-5.23761881,1.53283443,0.20483143,1.17167171,0.08683090,0.12374450,0.00099087,0.04493839,0.17002306,0.00000000
-5.23161581,1.59410421,0.20890076,1.21919301,0.09089240,0.13175621,0.00109913,0.04590973,0.17264859,0.00000000
-5.22561281,1.66592826,0.21531564,1.27389888,0.09636127,0.14094335,0.00123167,0.04728893,0.17679992,0.00000000
-5.21960980,1.74763808,0.22408643,1.33511700,0.10328566,0.15126485,0.00138861,0.04910305,0.18246362,0.00000000
-5.21360680,1.83852856,0.23522307,1.40213407,0.11171895,0.16267519,0.00157024,0.05138191,0.18962970,0.00000000
-5.20760380,1.93786751,0.24873365,1.47420733,0.12171742,0.17512492,0.00177690,0.05415710,0.19829119,0.00000000
-5.20160080,2.04490229,0.26462168,1.55057515,0.13333697,0.18856092,0.00200899,0.05746051,0.20844281,0.00000000
-5.19559780,2.15886349,0.28288224,1.63046635,0.14662920,0.20292628,0.00226683,0.06132255,0.22007866,0.00000000
-5.18959480,2.27896570,0.30349705,1.71310839,0.16163666,0.21815993,0.00255060,0.06577001,0.23318914,0.00000000
-5.18359180,2.40440569,0.32642879,1.79773424,0.17838780,0.23419581,0.00286031,0.07082382,0.24775718,0.00000000
-5.17758879,2.53435851,0.35161495,1.88358800,0.19689148,0.25096188,0.00319566,0.07649658,0.26375405,0.00000000
-5.17158579,2.66797224,0.37896153,1.96992967,0.21713156,0.26837883,0.00355605,0.08279018,0.28113488,0.00000000
-5.16558279,2.80436210,0.40833711,2.05603907,0.23906166,0.28635870,0.00394046,0.08969358,0.29983429,0.00000000
-5.15957979,2.94260511,0.43956763,2.14121944,0.26260054,0.30480347,0.00434746,0.09718078,0.31976244,0.00000000
-5.15357679,3.08173625,0.47243243,2.22480098,0.28762825,0.32360383,0.00477516,0.10520933,0.34080169,0.00000000
-5.14757379,3.22074715,0.50666193,2.30614477,0.31398348,0.34263827,0.00522123,0.11371925,0.36280431,0.00000000
-5.14157079,3.35858838,0.54193728,2.38464741,0.34146233,0.36177262,0.00568291,0.12263275,0.38559144,0.00000000
-5.13556778,3.49417607,0.57789246,2.45974667,0.36981871,0.38086030,0.00615707,0.13185453,0.40895357,0.00000000
-5.12956478,3.62640358,0.61411871,2.53092831,0.39876657,0.39974322,0.00664025,0.14127299,0.43265265,0.00000000
-5.12356178,3.75415827,0.65017169,2.59773421,0.42798394,0.41825373,0.00712885,0.15076217,0.45642592,0.00000000
-5.11755878,3.87634349,0.68558099,2.65977157,0.45711894,0.43621741,0.00761918,0.16018447,0.47999147,0.00000000
-5.11155578,3.99190505,0.71986190,2.71672297,0.48579748,0.45345673,0.00810763,0.16939411,0.50305535,0.00000000
-5.10555278,4.09986135,0.75252904,2.76835675,0.51363247,0.46979569,0.00859087,0.17824117,0.52531997,0.00000000
-5.09954977,4.19933560,0.78311117,2.81453707,0.54023430,0.48506501,0.00906598,0.18657596,0.54649352,0.00000000
-5.09354677,4.28958860,0.81116671,2.85523281,0.56522205,0.49910788,0.00953066,0.19425386,0.56629994,0.00000000
-5.08754377,4.37004989,0.83629904,2.89052447,0.58823505,0.51178583,0.00998337,0.20113996,0.58448896,0.00000000
-5.08154077,4.44034509,0.85817088,2.92060801,0.60894415,0.52298447,0.01042346,0.20711372,0.60084555,0.00000000
-5.07553777,4.50031744,0.87651698,2.94579489,0.62706233,0.53261877,0.01085130,0.21207310,0.61519850,0.00000000
-5.06953477,4.55004131,0.89115427,2.96650742,0.64235387,0.54063736,0.01126835,0.21593819,0.62742731,0.00000000
-5.06353177,4.58982609,0.90198895,2.98326886,0.65464189,0.54702575,0.01167712,0.21865390,0.63746711,0.00000000
-5.05752876,4.62020922,0.90901994,2.99668810,0.66381354,0.55180796,0.01208121,0.22019192,0.64531120,0.00000000
-5.05152576,4.64193776,0.91233845,3.00743878,0.66982283,0.55504653,0.01248513,0.22055139,0.65101092,0.00000000
-5.04552276,4.65593849,0.91212352,3.01623346,0.67269077,0.55684055,0.01289418,0.21975874,0.65467281,0.00000000
-5.03951976,4.66327751,0.90863366,3.02379350,0.67250285,0.55732203,0.01331423,0.21786619,0.65645311,0.00000000
-5.03351676,4.66511077,0.90219506,3.03081592,0.66940396,0.55665040,0.01375144,0.21494949,0.65654979,0.00000000
-5.02751376,4.66262796,0.89318676,3.03793878,0.66359104,0.55500553,0.01421199,0.21110454,0.65519246,0.00000000
-5.02151076,4.65699241,0.88202369,3.04570675,0.65530393,0.55257957,0.01470173,0.20644347,0.65263081,0.00000000
-5.01550775,4.64928049,0.86913833,3.05453885,0.64481469,0.54956806,0.01522584,0.20109006,0.64912204,0.00000000
-5.00950475,4.64042381,0.85496210,3.06470034,0.63241626,0.54616069,0.01578858,0.19517495,0.64491798,0.00000000
-5.00350175,4.63115784,0.83990733,3.07628056,0.61841082,0.54253246,0.01639293,0.18883078,0.64025282,0.00000000
-4.99749875,4.62198012,0.82435084,3.08917839,0.60309855,0.53883543,0.01704039,0.18218750,0.63533183,0.00000000
-4.99149575,4.61312084,0.80862003,3.10309665,0.58676738,0.53519192,0.01773083,0.17536804,0.63032195,0.00000000
-4.98549275,4.60452807,0.79298204,3.11754619,0.56968410,0.53168936,0.01846233,0.16848470,0.62534475,0.00000000
-4.97948974,4.59586866,0.77763669,3.13186005,0.55208743,0.52837713,0.01923123,0.16163612,0.62047202,0.00000000
-4.97348674,4.58654553,0.76271337,3.14521743,0.53418299,0.52526569,0.02003217,0.15490521,0.61572443,0.00000000
-4.96748374,4.57573041,0.74827193,3.15667655,0.51614064,0.52232803,0.02085825,0.14835792,0.61107312,0.00000000
-4.96148074,4.56241076,0.73430753,3.16521512,0.49809394,0.51950332,0.02170125,0.14204293,0.60644428,0.00000000
-4.95547774,4.54544821,0.72075890,3.16977639,0.48014168,0.51670263,0.02255196,0.13599219,0.60172628,0.00000000
-4.94947474,4.52364560,0.70751948,3.16931871,0.46235125,0.51381623,0.02340049,0.13022222,0.59677898,0.00000000
-4.94347174,4.49581871,0.69445079,3.16286591,0.44476338,0.51072226,0.02423666,0.12473602,0.59144467,0.00000000
-4.93746873,4.46086880,0.68139703,3.14955607,0.42739809,0.50729598,0.02505041,0.11952552,0.58555990,0.00000000
-4.93146573,4.41785202,0.66820015,3.12868612,0.41026106,0.50341920,0.02583208,0.11457431,0.57896763,0.00000000
-4.92546273,4.36604158,0.65471449,3.09974978,0.39335030,0.49898927,0.02657285,0.10986051,0.57152885,0.00000000
-4.91945973,4.30497961,0.64082009,3.06246718,0.37666253,0.49392706,0.02726495,0.10535964,0.56313318,0.00000000
-4.91345673,4.23451562,0.62643412,3.01680440,0.36019884,0.48818350,0.02790189,0.10104734,0.55370773,0.00000000
-4.90745373,4.15482982,0.61151962,2.96298203,0.34396955,0.48174426,0.02847859,0.09690168,0.54322387,0.00000000
-4.90145073,4.06644004,0.59609143,2.90147264,0.32799782,0.47463231,0.02899148,0.09290526,0.53170149,0.00000000
-4.89544772,3.97019223,0.58021881,2.83298704,0.31232204,0.46690826,0.02943842,0.08904659,0.51921067,0.00000000
-4.88944472,3.86723529,0.56402494,2.75845051,0.29699687,0.45866847,0.02981866,0.08532115,0.50587066,0.00000000
-4.88344172,3.75898173,0.54768329,2.67897024,0.28209306,0.45004108,0.03013266,0.08173183,0.49184634,0.00000000
-4.87743872,3.64705665,0.53141120,2.59579568,0.26769607,0.44118021,0.03038191,0.07828883,0.47734239,0.00000000
-4.87143572,3.53323779,0.51546116,2.51027403,0.25390379,0.43225873,0.03056871,0.07500914,0.46259553,0.00000000
-4.86543272,3.41939000,0.50011024,2.42380302,0.24082346,0.42346004,0.03069591,0.07191563,0.44786538,0.00000000
-4.85942971,3.30739728,0.48564823,2.33778323,0.22856811,0.41496932,0.03076673,0.06903572,0.43342431,0.00000000
-4.85342671,3.19909600,0.47236531,2.25357221,0.21725267,0.40696485,0.03078453,0.06639992,0.41954687,0.00000000
-4.84742371,3.09621214,0.46053955,2.17244232,0.20699011,0.39960971,0.03075267,0.06404013,0.40649936,0.00000000
-4.84142071,3.00030528,0.45042511,2.09554384,0.19788760,0.39304452,0.03067437,0.06198797,0.39452998,0.00000000
-4.83541771,2.91272160,0.44224150,2.02387480,0.19004313,0.38738141,0.03055266,0.06027300,0.38385991,0.00000000
-4.82941471,2.83455727,0.43616436,1.95825813,0.18354238,0.38269962,0.03039035,0.05892121,0.37467587,0.00000000
-4.82341171,2.76663323,0.43231810,1.89932674,0.17845621,0.37904278,0.03019009,0.05795355,0.36712419,0.00000000
-4.81740870,2.70948168,0.43077066,1.84751637,0.17483859,0.37641809,0.02995439,0.05738475,0.36130667,0.00000000
-4.81140570,2.66334377,0.43153048,1.80306590,0.17272510,0.37479719,0.02968579,0.05722236,0.35727832,0.00000000
-4.80540270,2.62817795,0.43454576,1.76602435,0.17213186,0.37411875,0.02938690,0.05746607,0.35504689,0.00000000
-4.79939970,2.60367742,0.43970586,1.73626368,0.17305493,0.37429241,0.02906058,0.05810738,0.35457415,0.00000000
-4.79339670,2.58929540,0.44684480,1.71349623,0.17547013,0.37520395,0.02871003,0.05912952,0.35577869,0.00000000
-4.78739370,2.58427633,0.45574657,1.69729564,0.17933308,0.37672119,0.02833886,0.06050765,0.35854014,0.00000000
-4.78139070,2.58769129,0.46615196,1.68712003,0.18457956,0.37870044,0.02795121,0.06220935,0.36270443,0.00000000
-4.77538769,2.59847587,0.47776670,1.68233632,0.19112617,0.38099312,0.02755171,0.06419533,0.36808989,0.00000000
-4.76938469,2.61546891,0.49027043,1.68224469,0.19887107,0.38345218,0.02714550,0.06642035,0.37449397,0.00000000
-4.76338169,2.63745055,0.50332628,1.68610227,0.20769509,0.38593815,0.02673820,0.06883435,0.38170014,0.00000000
-4.75737869,2.66317867,0.51659062,1.69314540,0.21746296,0.38832455,0.02633575,0.07138363,0.38948488,0.00000000
-4.75137569,2.69142247,0.52972265,1.70260993,0.22802493,0.39050247,0.02594431,0.07401220,0.39762447,0.00000000
-4.74537269,2.72099278,0.54239363,1.71374923,0.23921855,0.39238439,0.02557010,0.07666314,0.40590131,0.00000000
-4.73936968,2.75076848,0.55429525,1.72584972,0.25087095,0.39390688,0.02521919,0.07928002,0.41410975,0.00000000
-4.73336668,2.77971899,0.56514720,1.73824389,0.26280136,0.39503262,0.02489730,0.08180823,0.42206111,0.00000000
-4.72736368,2.80692252,0.57470337,1.75032072,0.27482402,0.39575130,0.02460959,0.08419632,0.42958793,0.00000000
-4.72136068,2.83158031,0.58275693,1.76153385,0.28675149,0.39607995,0.02436042,0.08639718,0.43654731,0.00000000
-4.71535768,2.85302697,0.58914387,1.77140739,0.29839812,0.39606236,0.02415317,0.08836919,0.44282330,0.00000000
-4.70935468,2.87073696,0.59374517,1.77953972,0.30958387,0.39576803,0.02399008,0.09007707,0.44832832,0.00000000
-4.70335168,2.88432751,0.59648743,1.78560526,0.32013805,0.39529043,0.02387204,0.09149270,0.45300367,0.00000000
-4.69734867,2.89355800,0.59734214,1.78935457,0.32990310,0.39474488,0.02379854,0.09259563,0.45681905,0.00000000
-4.69134567,2.89832612,0.59632371,1.79061264,0.33873814,0.39426593,0.02376755,0.09337340,0.45977127,0.00000000
-4.68534267,2.89866077,0.59348617,1.78927577,0.34652212,0.39400428,0.02377553,0.09382160,0.46188216,0.00000000
-4.67933967,2.89471194,0.58891901,1.78530680,0.35315641,0.39412339,0.02381746,0.09394375,0.46319568,0.00000000
-4.67333667,2.88673773,0.58274209,1.77872918,0.35856671,0.39479560,0.02388688,0.09375088,0.46377454,0.00000000
-4.66733367,2.87508874,0.57510005,1.76961968,0.36270419,0.39619787,0.02397611,0.09326090,0.46369624,0.00000000
-4.66133067,2.86019013,0.56615623,1.75810009,0.36554569,0.39850709,0.02407638,0.09249776,0.46304884,0.00000000
-4.65532766,2.84252178,0.55608657,1.74432810,0.36709307,0.40189514,0.02417807,0.09149043,0.46192641,0.00000000
-4.64932466,2.82259701,0.54507347,1.72848758,0.36737165,0.40652347,0.02427103,0.09027175,0.46042456,0.00000000
-4.64332166,2.80094063,0.53330003,1.71077854,0.36642787,0.41253762,0.02434483,0.08887719,0.45863603,0.00000000
