energy_ev,total_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.56178089,3.91531681,1.43480314,2.76577283,0.00380361,0.10402488,1.00997652,0.00139514
-5.55577789,3.94779170,1.44029397,2.78263021,0.00366892,0.10642492,1.02957910,0.00140482
-5.54977489,3.97767217,1.44579189,2.79617271,0.00353376,0.10896773,1.05075911,0.00141212
-5.54377189,4.00390900,1.45085275,2.80574552,0.00339814,0.11159735,1.07315558,0.00141647
-5.53776888,4.02544558,1.45500083,2.81072415,0.00326217,0.11425261,1.09635363,0.00141739
-5.53176588,4.04125025,1.45774570,2.81053588,0.00312613,0.11686863,1.11989292,0.00141444
-5.52576288,4.05034835,1.45859963,2.80467971,0.00299040,0.11937849,1.14327765,0.00140728
-5.51975988,4.05185276,1.45709503,2.79274431,0.00285553,0.12171491,1.16598815,0.00139569
-5.51375688,4.04499218,1.45280107,2.77442313,0.00272224,0.12381203,1.18749365,0.00137954
-5.50775388,4.02913622,1.44533917,2.74952636,0.00259135,0.12560713,1.20726613,0.00135882
-5.50175088,4.00381664,1.43439647,2.71798935,0.00246387,0.12704233,1.22479468,0.00133363
-5.49574787,3.96874380,1.41973702,2.67987705,0.00234092,0.12806611,1.23960001,0.00130418
-5.48974487,3.92381812,1.40121015,2.63538459,0.00222373,0.12863473,1.25124863,0.00127077
-5.48374187,3.86913582,1.37875577,2.58483381,0.00211363,0.12871344,1.25936594,0.00123383
-5.47773887,3.80498901,1.35240645,2.52866596,0.00201200,0.12827736,1.26364797,0.00119381
-5.47173587,3.73185972,1.32228628,2.46743084,0.00192028,0.12731220,1.26387104,0.00115128
-5.46573287,3.65040836,1.28860651,2.40177266,0.00183988,0.12581461,1.25989885,0.00110683
-5.45972986,3.56145653,1.25165828,2.33241310,0.00177217,0.12379223,1.25168678,0.00106110
-5.45372686,3.46596488,1.21180276,2.26013217,0.00171844,0.12126338,1.23928300,0.00101472
-5.44772386,3.36500663,1.16945912,2.18574730,0.00167983,0.11825651,1.22282627,0.00096834
-5.44172086,3.25973737,1.12509085,2.11009141,0.00165732,0.11480932,1.20254051,0.00092258
-5.43571786,3.15136230,1.07919094,2.03399056,0.00165163,0.11096758,1.17872623,0.00087803
-5.42971486,3.04110179,1.03226664,1.95824189,0.00166323,0.10678379,1.15174922,0.00083523
-5.42371186,2.93015657,0.98482417,1.88359255,0.00169227,0.10231563,1.12202701,0.00079466
-5.41770885,2.81967363,0.93735417,1.81072016,0.00173853,0.09762428,1.09001352,0.00075671
-5.41170585,2.71071419,0.89031828,1.74021572,0.00180145,0.09277274,1.05618281,0.00072171
-5.40570285,2.60422489,0.84413736,1.67256935,0.00188005,0.08782404,1.02101252,0.00068989
-5.39969985,2.50101339,0.79918170,1.60815938,0.00197295,0.08283971,0.98496780,0.00066139
-5.39369685,2.40172938,0.75576358,1.54724555,0.00207840,0.07787816,0.94848648,0.00063625
-5.38769385,2.30685182,0.71413225,1.48996623,0.00219427,0.07299342,0.91196607,0.00061443
-5.38169085,2.21668306,0.67447154,1.43634018,0.00231808,0.06823403,0.87575325,0.00059581
-5.37568784,2.13135002,0.63690001,1.38627277,0.00244709,0.06364219,0.84013619,0.00058015
-5.36968484,2.05081270,0.60147347,1.33956645,0.00257832,0.05925327,0.80534001,0.00056720
-5.36368184,1.97487944,0.56818972,1.29593536,0.00270864,0.05509553,0.77152542,0.00055661
-5.35767884,1.90322843,0.53699524,1.25502326,0.00283486,0.05119021,0.73879053,0.00054800
-5.35167584,1.83543463,0.50779328,1.21642448,0.00295381,0.04755189,0.70717559,0.00054095
-5.34567284,1.77100071,0.48045316,1.17970675,0.00306242,0.04418907,0.67667015,0.00053506
-5.33966983,1.70939075,0.45482013,1.14443523,0.00315786,0.04110500,0.64722236,0.00052989
-5.33366683,1.65006519,0.43072548,1.11019652,0.00323755,0.03829870,0.61874957,0.00052505
-5.32766383,1.59251529,0.40799639,1.07662184,0.00329933,0.03576601,0.59114980,0.00052017
-5.32166083,1.53629568,0.38646506,1.04340826,0.00334145,0.03350086,0.56431330,0.00051495
-5.31565783,1.48105342,0.36597692,1.01033706,0.00336269,0.03149634,0.53813365,0.00050913
-5.30965483,1.42655236,0.34639748,0.97728848,0.00336236,0.02974590,0.51251778,0.00050253
-5.30365183,1.37269156,0.32761761,0.94425213,0.00334032,0.02824429,0.48739448,0.00049506
-5.29764882,1.31951728,0.30955726,0.91133278,0.00329702,0.02698851,0.46272103,0.00048669
-5.29164582,1.26722779,0.29216733,0.87875103,0.00323343,0.02597836,0.43848775,0.00047751
-5.28564282,1.21617101,0.27543001,0.84683905,0.00315102,0.02521697,0.41472022,0.00046766
-5.27963982,1.16683516,0.25935739,0.81603151,0.00305175,0.02471093,0.39147937,0.00045737
-5.27363682,1.11983287,0.24398870,0.78685196,0.00293794,0.02447024,0.36885945,0.00044694
-5.26763382,1.07587952,0.22938640,0.75989538,0.00281220,0.02450795,0.34698416,0.00043673
-5.26163082,1.03576665,0.21563123,0.73580740,0.00267740,0.02483962,0.32600121,0.00042713
-5.25562781,1.00033179,0.20281660,0.71526108,0.00253650,0.02548248,0.30607570,0.00041858
-5.24962481,0.97042561,0.19104267,0.69893211,0.00239251,0.02645438,0.28738266,0.00041151
-5.24362181,0.94687798,0.18041018,0.68747313,0.00224838,0.02777271,0.27009927,0.00040637
-5.23761881,0.93046387,0.17101457,0.68148831,0.00210692,0.02945302,0.25439698,0.00040357
-5.23161581,0.92187064,0.16294040,0.68150880,0.00197074,0.03150770,0.24043398,0.00040349
-5.22561281,0.92166755,0.15625644,0.68797004,0.00184216,0.03394467,0.22834835,0.00040646
-5.21960980,0.93027875,0.15101151,0.70119144,0.00172319,0.03676604,0.21825207,0.00041274
-5.21360680,0.94796047,0.14723125,0.72135937,0.00161547,0.03996698,0.21022617,0.00042251
-5.20760380,0.97478331,0.14491593,0.74851367,0.00152025,0.04353471,0.20431711,0.00043586
-5.20160080,1.01062009,0.14403935,0.78253848,0.00143839,0.04744785,0.20053445,0.00045280
-5.19559780,1.05513974,0.14454881,0.82315734,0.00137036,0.05167592,0.19885000,0.00047322
-5.18959480,1.10780755,0.14636627,0.86993321,0.00131624,0.05617930,0.19919819,0.00049694
-5.18359180,1.16789169,0.14939048,0.92227306,0.00127576,0.06090952,0.20147784,0.00052364
-5.17758879,1.23447611,0.15350020,0.97943736,0.00124832,0.06580999,0.20555509,0.00055295
-5.17158579,1.30647934,0.15855819,1.04055409,0.00123303,0.07081704,0.21126745,0.00058440
-5.16558279,1.38267887,0.16441608,1.10463701,0.00122875,0.07586141,0.21842877,0.00061744
-5.15957979,1.46174042,0.17091969,1.17060778,0.00123416,0.08087005,0.22683503,0.00065147
-5.15357679,1.54225126,0.17791488,1.23732130,0.00124774,0.08576823,0.23627067,0.00068584
-5.14757379,1.62275666,0.18525352,1.30359364,0.00126791,0.09048180,0.24651537,0.00071988
-5.14157079,1.70179834,0.19279942,1.36823166,0.00129298,0.09493961,0.25735098,0.00075291
-5.13556778,1.77795366,0.20043401,1.43006353,0.00132128,0.09907596,0.26856836,0.00078425
-5.12956478,1.84987435,0.20806148,1.48796905,0.00135115,0.10283292,0.27997400,0.00081325
-5.12356178,1.91632341,0.21561317,1.54090895,0.00138096,0.10616251,0.29139604,0.00083930
-5.11755878,1.97620883,0.22305093,1.58795204,0.00140923,0.10902849,0.30268954,0.00086185
-5.11155578,2.02861295,0.23036929,1.62829936,0.00143456,0.11140785,0.31374078,0.00088045
-5.10555278,2.07281633,0.23759626,1.66130443,0.00145573,0.11329172,0.32447028,0.00089469
-5.09954977,2.10831516,0.24479261,1.68648891,0.00147169,0.11468585,0.33483456,0.00090429
-5.09354677,2.13483147,0.25204953,1.70355303,0.00148157,0.11561035,0.34482623,0.00090906
-5.08754377,2.15231577,0.25948479,1.71238046,0.00148472,0.11609903,0.35447263,0.00090891
-5.08154077,2.16094187,0.26723728,1.71303745,0.00148070,0.11619799,0.36383276,0.00090387
-5.07553777,2.16109396,0.27546024,1.70576613,0.00146929,0.11596381,0.37299270,0.00089407
-5.06953477,2.15334669,0.28431328,1.69097257,0.00145049,0.11546121,0.38205955,0.00087971
-5.06353177,2.13843874,0.29395353,1.66920965,0.00142452,0.11476036,0.39115419,0.00086112
-5.05752876,2.11724113,0.30452634,1.64115592,0.00139179,0.11393404,0.40040307,0.00083868
-5.05152576,2.09072162,0.31615576,1.60759091,0.00135296,0.11305452,0.40992938,0.00081284
-5.04552276,2.05990664,0.32893549,1.56936819,0.00130884,0.11219068,0.41984413,0.00078412
-5.03951976,2.02584252,0.34292051,1.52738723,0.00126043,0.11140511,0.43023734,0.00075306
-5.03351676,1.98955768,0.35812014,1.48256518,0.00120891,0.11075168,0.44117010,0.00072023
-5.02751376,1.95202746,0.37449265,1.43580978,0.00115562,0.11027344,0.45266775,0.00068622
-5.02151076,1.91414324,0.39194205,1.38799449,0.00110203,0.11000110,0.46471467,0.00065159
-5.01550775,1.87668719,0.41031721,1.33993686,0.00104975,0.10995209,0.47725107,0.00061692
-5.00950475,1.84031361,0.42941358,1.29238081,0.00100052,0.11013034,0.49017202,0.00058276
-5.00350175,1.80553787,0.44897752,1.24598361,0.00095618,0.11052662,0.50332892,0.00054961
-4.99749875,1.77273294,0.46871317,1.20130765,0.00091871,0.11111968,0.51653343,0.00051796
-4.99149575,1.74213375,0.48829174,1.15881734,0.00089015,0.11187781,0.52956376,0.00048824
-4.98549275,1.71384861,0.50736278,1.11888065,0.00087267,0.11276106,0.54217308,0.00046085
-4.97948974,1.68787688,0.52556698,1.08177509,0.00086850,0.11372373,0.55409971,0.00043614
-4.97348674,1.66413162,0.54254996,1.04769716,0.00087995,0.11471720,0.56507850,0.00041442
-4.96748374,1.64246541,0.55797637,1.01677461,0.00090936,0.11569274,0.57485298,0.00039599
-4.96148074,1.62269797,0.57154356,0.98908028,0.00095912,0.11660440,0.58318743,0.00038106
-4.95547774,1.60464322,0.58299418,0.96464651,0.00103161,0.11741155,0.58987831,0.00036985
-4.94947474,1.58813435,0.59212696,0.94347902,0.00112916,0.11808107,0.59476438,0.00036254
-4.94347174,1.57304501,0.59880519,0.92556918,0.00125403,0.11858916,0.59773494,0.00035926
-4.93746873,1.55930519,0.60296229,0.91090376,0.00140829,0.11892236,0.59873555,0.00036013
-4.93146573,1.54691087,0.60460421,0.89947159,0.00159386,0.11907807,0.59777105,0.00036523
-4.92546273,1.53592664,0.60380855,0.89126664,0.00181232,0.11906434,0.59490555,0.00037459
-4.91945973,1.52648138,0.60072028,0.88628733,0.00206493,0.11889898,0.59025942,0.00038823
-4.91345673,1.51875717,0.59554451,0.88453243,0.00235252,0.11860805,0.58400341,0.00040610
-4.90745373,1.51297245,0.58853644,0.88599378,0.00267539,0.11822389,0.57635025,0.00042810
-4.90145073,1.50936066,0.57998925,0.89064678,0.00303332,0.11778270,0.56754415,0.00045409
-4.89544772,1.50814610,0.57022058,0.89843951,0.00342547,0.11732195,0.55784900,0.00048385
-4.88944472,1.50951879,0.55955820,0.90928158,0.00385035,0.11687767,0.54753570,0.00051710
-4.88344172,1.51361052,0.54832595,0.92303390,0.00430587,0.11648186,0.53686963,0.00055349
-4.87743872,1.52047396,0.53683050,0.93950056,0.00478933,0.11616020,0.52609883,0.00059260
-4.87143572,1.53006671,0.52534981,0.95842391,0.00529750,0.11593014,0.51544372,0.00063395
-4.86543272,1.54224192,0.51412389,0.97948363,0.00582670,0.11579957,0.50508880,0.00067701
-4.85942971,1.55674648,0.50334833,1.00230054,0.00637297,0.11576616,0.49517706,0.00072119
-4.85342671,1.57322754,0.49317104,1.02644536,0.00693223,0.11581736,0.48580710,0.00076587
-4.84742371,1.59124745,0.48369214,1.05145248,0.00750047,0.11593115,0.47703337,0.00081043
-4.84142071,1.61030662,0.47496725,1.07683830,0.00807398,0.11607747,0.46886938,0.00085427
-4.83541771,1.62987326,0.46701364,1.10212340,0.00864958,0.11622030,0.46129362,0.00089680
-4.82941471,1.64941856,0.45981910,1.12685744,0.00922485,0.11632021,0.45425787,0.00093752
-4.82341171,1.66845532,0.45335280,1.15064565,0.00979836,0.11633731,0.44769742,0.00097599
-4.81740870,1.68657786,0.44757764,1.17317513,0.01036986,0.11623451,0.44154247,0.00101190
-4.81140570,1.70350076,0.44246322,1.19423960,0.01094044,0.11598069,0.43573014,0.00104509
-4.80540270,1.71909411,0.43799886,1.21376101,0.01151259,0.11555386,0.43021629,0.00107553
-4.79939970,1.73341302,0.43420570,1.23180634,0.01209028,0.11494404,0.42498660,0.00110337
-4.79339670,1.74671930,0.43114747,1.24859862,0.01267885,0.11415566,0.42006612,0.00112894
-4.78739370,1.75949383,0.42893904,1.26452089,0.01328494,0.11320943,0.41552687,0.00115275
-4.78139070,1.77243837,0.42775248,1.28011273,0.01391620,0.11214357,0.41149298,0.00117548
-4.77538769,1.78646645,0.42782018,1.29605896,0.01458105,0.11101431,0.40814314,0.00119796
-4.76938469,1.80268309,0.42943475,1.31317077,0.01528830,0.10989560,0.40571011,0.00122116
-4.76338169,1.82235420,0.43294574,1.33235984,0.01604669,0.10887809,0.40447737,0.00124616
-4.75737869,1.84686661,0.43875315,1.35460653,0.01686445,0.10806739,0.40477293,0.00127411
-4.75137569,1.87768051,0.44729789,1.38092331,0.01774879,0.10758167,0.40696055,0.00130620
-4.74537269,1.91627606,0.45904969,1.41231514,0.01870545,0.10754860,0.41142876,0.00134358
-4.73936968,1.96409677,0.47449255,1.44973847,0.01973823,0.10810188,0.41857805,0.00138737
-4.73336668,2.02249168,0.49410853,1.49406072,0.02084861,0.10937738,0.42880669,0.00143857
-4.72736368,2.09265915,0.51836014,1.54602208,0.02203542,0.11150898,0.44249570,0.00149805
-4.72136068,2.17559428,0.54767212,1.60620123,0.02329467,0.11462435,0.45999359,0.00156649
-4.71535768,2.27204239,0.58241310,1.67498664,0.02461947,0.11884067,0.48160128,0.00164432
-4.70935468,2.38246019,0.62287773,1.75255449,0.02600006,0.12426056,0.50755782,0.00173175
-4.70335168,2.50698626,0.66926993,1.83885432,0.02742399,0.13096814,0.53802730,0.00182872
-4.69734867,2.64542181,0.72168787,1.93360274,0.02887647,0.13902563,0.57308750,0.00193487
-4.69134567,2.79722243,0.78011110,2.03628556,0.03034075,0.14847025,0.61272068,0.00204957
-4.68534267,2.96150096,0.84439044,2.14616801,0.03179873,0.15931183,0.65680671,0.00217190
-4.67933967,3.13704124,0.91424107,2.26231255,0.03323149,0.17153102,0.70511904,0.00230070
-4.67333667,3.32232208,0.98923909,2.38360345,0.03462001,0.18507832,0.75732356,0.00243456
-4.66733367,3.51555047,1.06882197,2.50877695,0.03594579,0.19987378,0.81298054,0.00257188
-4.66133067,3.71470278,1.15229300,2.63645576,0.03719155,0.21580770,0.87154971,0.00271090
-4.65532766,3.91757240,1.23882981,2.76518653,0.03834180,0.23274208,0.93239847,0.00284973
-4.64932466,4.12182214,1.32749689,2.89347871,0.03938336,0.25051290,0.99481297,0.00298645
-4.64332166,4.32503963,1.41726202,3.01984346,0.04030576,0.26893331,1.05801207,0.00311908
-4.63731866,4.52479398,1.50701608,3.14283112,0.04110156,0.28779740,1.12116350,0.00324571
-4.63131566,4.71869180,1.59559590,3.26106610,0.04176646,0.30688471,1.18340215,0.00336450
-4.62531266,4.90443101,1.68180953,3.37327800,0.04229930,0.32596513,1.24384974,0.00347375
-4.61930965,5.07985074,1.76446304,3.47832813,0.04270196,0.34480418,1.30163529,0.00357193
-4.61330665,5.24297607,1.84238821,3.57523071,0.04297908,0.36316839,1.35591593,0.00365771
-4.60730365,5.39205619,1.91447007,3.66316837,0.04313769,0.38083064,1.40589703,0.00373000
-4.60130065,5.52559538,1.97967338,3.74150172,0.04318677,0.39757527,1.45085139,0.00378795
-4.59529765,5.64237571,2.03706727,3.80977292,0.04313678,0.41320269,1.49013641,0.00383101
-4.58929465,5.74147138,2.08584697,3.86770362,0.04299909,0.42753346,1.52320900,0.00385886
-4.58329165,5.82225448,2.12535209,3.91518760,0.04278550,0.44041155,1.54963737,0.00387147
-4.57728864,5.88439228,2.15508066,3.95227862,0.04250775,0.45170683,1.56910972,0.00386905
-4.57128564,5.92783666,2.17469869,3.97917436,0.04217706,0.46131657,1.58143909,0.00385206
-4.56528264,5.95280628,2.18404477,3.99619708,0.04180384,0.46916606,1.58656471,0.00382115
-4.55927964,5.95976249,2.18312985,4.00377196,0.04139736,0.47520838,1.58454954,0.00377718
-4.55327664,5.94938018,2.17213219,4.00240402,0.04096561,0.47942329,1.57557439,0.00372113
-4.54727364,5.92251470,2.15138797,3.99265452,0.04051520,0.48181544,1.55992889,0.00365413
-4.54127064,5.88016635,2.12137785,3.97511770,0.04005139,0.48241211,1.53799978,0.00357738
-4.53526763,5.82344374,2.08271035,3.95039869,0.03957811,0.48126043,1.51025696,0.00349213
-4.52926463,5.75352734,2.03610252,3.91909324,0.03909814,0.47842450,1.47723810,0.00339965
-4.52326163,5.67163459,1.98235886,3.88177002,0.03861323,0.47398236,1.43953220,0.00330120
-4.51725863,5.57898755,1.92234916,3.83895578,0.03812431,0.46802310,1.39776298,0.00319802
-4.51125563,5.47678405,1.85698617,3.79112392,0.03763168,0.46064415,1.35257247,0.00309127
-4.50525263,5.36617321,1.78720360,3.73868656,0.03713514,0.45194891,1.30460551,0.00298206
-4.49924962,5.24823570,1.71393536,3.68199019,0.03663417,0.44204467,1.25449551,0.00287138
-4.49324662,5.12396915,1.63809635,3.62131499,0.03612799,0.43104099,1.20285198,0.00276015
-4.48724362,4.99427886,1.56056536,3.55687754,0.03561566,0.41904839,1.15024990,0.00264917
-4.48124062,4.85997357,1.48217044,3.48883664,0.03509605,0.40617741,1.09722133,0.00253914
-4.47523762,4.72176625,1.40367681,3.41730213,0.03456790,0.39253796,1.04424921,0.00243065
-4.46923462,4.58027938,1.32577760,3.34234604,0.03402968,0.37823884,0.99176332,0.00232419
-4.46323162,4.43605428,1.24908729,3.26401577,0.03347963,0.36338749,0.94013843,0.00222018
-4.45722861,4.28956387,1.17413790,3.18234883,0.03291566,0.34808972,0.88969441,0.00211894
-4.45122561,4.14122816,1.10137772,3.09738848,0.03233530,0.33244954,0.84069804,0.00202074
-4.44522261,3.99143173,1.03117239,3.00919978,0.03173572,0.31656889,0.79336645,0.00192579
-4.43921961,3.84054252,0.96380818,2.91788561,0.03111371,0.30054740,0.74787169,0.00183428
-4.43321661,3.68893093,0.89949694,2.82360176,0.03046579,0.28448195,0.70434635,0.00174636
-4.42721361,3.53698856,0.83838273,2.72657087,0.02978825,0.26846632,0.66288968,0.00166219
-4.42121061,3.38514568,0.78054944,2.62709440,0.02907737,0.25259063,0.62357415,0.00158194
-4.41520760,3.23388664,0.72602935,2.52556208,0.02832953,0.23694089,0.58645198,0.00150579
-4.40920460,3.08376242,0.67481193,2.42245855,0.02754148,0.22159838,0.55156130,0.00143398
-4.40320160,2.93539962,0.62685289,2.31836648,0.02671050,0.20663928,0.51893184,0.00136677
-4.39719860,2.78950529,0.58208277,2.21396593,0.02583468,0.19213413,0.48858975,0.00130446
-4.39119560,2.64686712,0.54041504,2.11002970,0.02491308,0.17814751,0.46056138,0.00124744
-4.38519260,2.50834857,0.50175321,2.00741453,0.02394592,0.16473776,0.43487585,0.00119610
-4.37918959,2.37487895,0.46599693,1.90704808,0.02293471,0.15195680,0.41156634,0.00115089
-4.37318659,2.24743838,0.43304672,1.80991203,0.02188230,0.13985007,0.39066994,0.00111229
-4.36718359,2.12703805,0.40280739,1.71702151,0.02079294,0.12845649,0.37222621,0.00108077
-4.36118059,2.01469615,0.37519003,1.62940137,0.01967219,0.11780855,0.35627445,0.00105682
-4.35517759,1.91141041,0.35011277,1.54806011,0.01852683,0.10793247,0.34284986,0.00104087
-4.34917459,1.81812802,0.32750017,1.47396205,0.01736468,0.09884830,0.33197886,0.00103331
-4.34317159,1.73571423,0.30728182,1.40799887,0.01619440,0.09057016,0.32367375,0.00103445
-4.33716858,1.66492071,0.28939001,1.35096142,0.01502524,0.08310642,0.31792721,0.00104448
-4.33116558,1.60635522,0.27375711,1.30351282,0.01386676,0.07645990,0.31470686,0.00106345
-4.32516258,1.56045373,0.26031265,1.26616400,0.01272855,0.07062806,0.31395034,0.00109126
-4.31915958,1.52745655,0.24898072,1.23925261,0.01161998,0.06560325,0.31556132,0.00112762
-4.31315658,1.50738947,0.23967776,1.22292623,0.01054996,0.06137289,0.31940670,0.00117205
-4.30715358,1.50005116,0.23231114,1.21713070,0.00952669,0.05791972,0.32531541,0.00122387
