energy_ev,total_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.82591296,1.67523809,0.69063912,0.50325874,0.22618220,0.33729914,0.01490037,0.06561822,0.04307436,0.60767359
-5.81990995,1.66128193,0.69570143,0.49452126,0.22948747,0.33837476,0.01484959,0.06542573,0.04215252,0.60013644
-5.81390695,1.64327933,0.69954603,0.48427099,0.23323573,0.33825532,0.01470113,0.06533969,0.04107433,0.59168464
-5.80790395,1.62112252,0.70197876,0.47254432,0.23725210,0.33693158,0.01446001,0.06532371,0.03985014,0.58223585
-5.80190095,1.59478086,0.70283811,0.45939995,0.24135966,0.33441397,0.01413374,0.06534121,0.03849250,0.57172987
-5.79589795,1.56430472,0.70199848,0.44491950,0.24538383,0.33073204,0.01373217,0.06535635,0.03701612,0.56013163
-5.78989495,1.52982712,0.69937267,0.42920735,0.24915671,0.32593338,0.01326731,0.06533498,0.03543778,0.54743328
-5.78389195,1.49156326,0.69491368,0.41238980,0.25252132,0.32008237,0.01275303,0.06524554,0.03377607,0.53365555
-5.77788894,1.44980829,0.68861606,0.39461342,0.25533588,0.31325869,0.01220485,0.06505993,0.03205123,0.51884836
-5.77188594,1.40493353,0.68051695,0.37604279,0.25747782,0.30555578,0.01163954,0.06475442,0.03028479,0.50309083
-5.76588294,1.35738147,0.67069690,0.35685755,0.25884761,0.29707920,0.01107484,0.06431037,0.02849926,0.48649073
-5.75987994,1.30765979,0.65928048,0.33724914,0.25937229,0.28794513,0.01052913,0.06371502,0.02671774,0.46918349
-5.75387694,1.25633466,0.64643658,0.31741703,0.25900857,0.27827885,0.01002107,0.06296214,0.02496352,0.45133082
-5.74787394,1.20402341,0.63237851,0.29756499,0.25774527,0.26821329,0.00956930,0.06205259,0.02325962,0.43311899
-5.74187094,1.15138688,0.61736339,0.27789714,0.25560523,0.25788766,0.00919218,0.06099471,0.02162843,0.41475687
-5.73586793,1.09912131,0.60169099,0.25861430,0.25264632,0.24744608,0.00890749,0.05980466,0.02009124,0.39647359
-5.72986493,1.04794985,0.58570163,0.23991057,0.24896156,0.23703615,0.00873217,0.05850646,0.01866789,0.37851608
-5.72386193,0.99861374,0.56977290,0.22197025,0.24467825,0.22680749,0.00868215,0.05713188,0.01737636,0.36114622
-5.71785893,0.95186301,0.55431520,0.20496527,0.23995609,0.21691009,0.00877206,0.05572014,0.01623253,0.34463771
-5.71185593,0.90844669,0.53976585,0.18905320,0.23498417,0.20749256,0.00901511,0.05431733,0.01524981,0.32927262
-5.70585293,0.86910242,0.52658174,0.17437572,0.22997698,0.19870017,0.00942284,0.05297562,0.01443898,0.31533761
-5.69984992,0.83454559,0.51523057,0.16105768,0.22516938,0.19067270,0.01000495,0.05175218,0.01380793,0.30311971
-5.69384692,0.80545786,0.50618082,0.14920670,0.22081072,0.18354217,0.01076916,0.05070797,0.01336160,0.29290182
-5.68784392,0.78247531,0.49989056,0.13891316,0.21715815,0.17743039,0.01172096,0.04990624,0.01310183,0.28495778
-5.68184092,0.76617630,0.49679551,0.13025064,0.21446934,0.17244654,0.01286354,0.04941087,0.01302736,0.27954722
-5.67583792,0.75706919,0.49729654,0.12327664,0.21299486,0.16868476,0.01419756,0.04928457,0.01313379,0.27691005
-5.66983492,0.75558036,0.50174718,0.11803349,0.21297025,0.16622185,0.01572107,0.04958697,0.01341368,0.27726096
-5.66383192,0.76204278,0.51044148,0.11454945,0.21460826,0.16511522,0.01742943,0.05037268,0.01385663,0.28078374
-5.65782891,0.77668537,0.52360264,0.11283981,0.21809124,0.16540116,0.01931520,0.05168927,0.01444945,0.28762585
-5.65182591,0.79962380,0.54137304,0.11290795,0.22356414,0.16709355,0.02136819,0.05357543,0.01517636,0.29789320
-5.64582291,0.83085292,0.56380589,0.11474633,0.23112824,0.17018300,0.02357547,0.05605912,0.01601930,0.31164539
-5.63981991,0.87024118,0.59085903,0.11833736,0.24083587,0.17463663,0.02592149,0.05915602,0.01695821,0.32889160
-5.63381691,0.91752757,0.62239114,0.12365400,0.25268632,0.18039831,0.02838828,0.06286819,0.01797144,0.34958733
-5.62781391,0.97232109,0.65816059,0.13066019,0.26662319,0.18738954,0.03095564,0.06718301,0.01903619,0.37363210
-5.62181091,1.03410310,0.69782712,0.13931106,0.28253322,0.19551087,0.03360144,0.07207258,0.02012894,0.40086832
-5.61580790,1.10223262,0.74095638,0.14955287,0.30024685,0.20464381,0.03630196,0.07749351,0.02122605,0.43108141
-5.60980490,1.17595450,0.78702722,0.16132270,0.31954044,0.21465318,0.03903225,0.08338715,0.02230419,0.46400130
-5.60380190,1.25441049,0.83544165,0.17454799,0.34014028,0.22538980,0.04176650,0.08968037,0.02334095,0.49930534
-5.59779890,1.33665277,0.88553714,0.18914587,0.36172829,0.23669338,0.04447849,0.09628680,0.02431535,0.53662258
-5.59179590,1.42165984,0.93660091,0.20502236,0.38394922,0.24839569,0.04714190,0.10310858,0.02520831,0.57553940
-5.58579290,1.50835422,0.98788577,0.22207152,0.40641927,0.26032356,0.04973073,0.11003850,0.02600312,0.61560630
-5.57978989,1.59562149,1.03862696,0.24017455,0.42873588,0.27230204,0.05221960,0.11696262,0.02668578,0.65634582
-5.57378689,1.68233022,1.08805959,0.25919900,0.45048824,0.28415726,0.05458407,0.12376314,0.02724533,0.69726117
-5.56778389,1.76735208,1.13543585,0.27899818,0.47126833,0.29571920,0.05680087,0.13032148,0.02767400,0.73784550
-5.56178089,1.84958181,1.18004173,0.29941071,0.49068199,0.30682415,0.05884810,0.13652145,0.02796729,0.77759145
-5.55577789,1.92795623,1.22121246,0.32026052,0.50835963,0.31731694,0.06070543,0.14225247,0.02812396,0.81600064
-5.54977489,2.00147212,1.25834643,0.34135729,0.52396622,0.32705289,0.06235420,0.14741252,0.02814585,0.85259294
-5.54377189,2.06920239,1.29091701,0.36249732,0.53721006,0.33589947,0.06377757,0.15191091,0.02803768,0.88691517
-5.53776888,2.13031023,1.31848216,0.38346515,0.54785015,0.34373780,0.06496062,0.15567062,0.02780668,0.91854899
-5.53176588,2.18406127,1.34069145,0.40403575,0.55570174,0.35046384,0.06589048,0.15863015,0.02746218,0.94711791
-5.52576288,2.22983331,1.35729066,0.42397741,0.56063998,0.35598955,0.06655642,0.16074488,0.02701517,0.97229314
-5.51975988,2.26712395,1.36812379,0.44305535,0.56260145,0.36024379,0.06695002,0.16198773,0.02647782,0.99379832
-5.51375688,2.29555596,1.37313271,0.46103602,0.56158368,0.36317326,0.06706536,0.16234931,0.02586293,1.01141309
-5.50775388,2.31488070,1.37235476,0.47769196,0.55764272,0.36474324,0.06689913,0.16183742,0.02518351,1.02497551
-5.50175088,2.32497964,1.36591840,0.49280715,0.55088886,0.36493830,0.06645090,0.16047601,0.02445232,1.03438345
-5.49574787,2.32586434,1.35403744,0.50618270,0.54148097,0.36376295,0.06572325,0.15830366,0.02368149,1.03959499
-5.48974487,2.31767481,1.33700402,0.51764274,0.52961946,0.36124208,0.06472198,0.15537171,0.02288223,1.04062803
-5.48374187,2.30067676,1.31518081,0.52704015,0.51553859,0.35742131,0.06345622,0.15174204,0.02206456,1.03755913
-5.47773887,2.27525739,1.28899259,0.53426208,0.49949823,0.35236699,0.06193853,0.14748478,0.02123724,1.03052177
-5.47173587,2.24192014,1.25891758,0.53923489,0.48177556,0.34616601,0.06018488,0.14267587,0.02040763,1.01970398
-5.46573287,2.20127807,1.22547856,0.54192823,0.46265706,0.33892512,0.05821463,0.13739474,0.01958178,1.00534553
-5.45972986,2.15404592,1.18923394,0.54235813,0.44243103,0.33076988,0.05605026,0.13172213,0.01876449,0.98773448
-5.45372686,2.10103057,1.15076888,0.54058881,0.42138092,0.32184307,0.05371719,0.12573812,0.01795946,0.96720319
-5.44772386,2.04311985,1.11068626,0.53673299,0.39977965,0.31230249,0.05124328,0.11952045,0.01716945,0.94412372
-5.44172086,1.98126942,1.06959763,0.53095069,0.37788495,0.30231832,0.04865841,0.11314317,0.01639651,0.91890237
-5.43571786,1.91648775,1.02811399,0.52344638,0.35593582,0.29206979,0.04599388,0.10667554,0.01564217,0.89197358
-5.42971486,1.84981896,0.98683624,0.51446441,0.33415001,0.28174144,0.04328173,0.10018138,0.01490767,0.86379281
-5.42371186,1.78232383,0.94634543,0.50428302,0.31272248,0.27151881,0.04055407,0.09371860,0.01419406,0.83482862
-5.41770885,1.71505896,0.90719274,0.49320683,0.29182470,0.26158392,0.03784234,0.08733904,0.01350241,0.80555393
-5.41170585,1.64905470,0.86988920,0.48155823,0.27160463,0.25211040,0.03517657,0.08108845,0.01283388,0.77643649
-5.40570285,1.58529212,0.83489550,0.46966789,0.25218723,0.24325869,0.03258476,0.07500677,0.01218973,0.74792889
-5.39969985,1.52467990,0.80261200,0.45786469,0.23367537,0.23517124,0.03009220,0.06912834,0.01157139,0.72045824
-5.39369685,1.46803178,0.77336928,0.44646564,0.21615099,0.22796808,0.02772096,0.06348235,0.01098040,0.69441595
-5.38769385,1.41604563,0.74741974,0.43576595,0.19967639,0.22174292,0.02548945,0.05809317,0.01041828,0.67014797
-5.38169085,1.36928491,0.72493054,0.42602992,0.18429560,0.21655985,0.02341212,0.05298077,0.00988654,0.64794589
-5.37568784,1.32816348,0.70597836,0.41748292,0.17003577,0.21245094,0.02149929,0.04816112,0.00938647,0.62803939
-5.36968484,1.29293477,0.69054655,0.41030477,0.15690855,0.20941487,0.01975708,0.04364647,0.00891909,0.61059040
-5.36368184,1.26368581,0.67852473,0.40462502,0.14491144,0.20741660,0.01818750,0.03944571,0.00848498,0.59568939
-5.35767884,1.24033685,0.66971152,0.40052018,0.13402920,0.20638826,0.01678868,0.03556461,0.00808423,0.58335405
-5.35167584,1.22264676,0.66382010,0.39801310,0.12423523,0.20623116,0.01555516,0.03200609,0.00771635,0.57353058
-5.34567284,1.21022438,0.66048706,0.39707457,0.11549305,0.20681908,0.01447833,0.02877043,0.00738025,0.56609765
-5.33966983,1.20254549,0.65928404,0.39762711,0.10775783,0.20800248,0.01354687,0.02585549,0.00707417,0.56087294
-5.33366683,1.19897496,0.65973201,0.39955068,0.10097804,0.20961372,0.01274737,0.02325694,0.00679581,0.55762214
-5.32766383,1.19879315,0.66131778,0.40269016,0.09509709,0.21147297,0.01206481,0.02096850,0.00654228,0.55606996
-5.32166083,1.20122574,0.66351194,0.40686424,0.09005515,0.21339467,0.01148321,0.01898217,0.00631029,0.55591282
-5.31565783,1.20547555,0.66578774,0.41187528,0.08579082,0.21519416,0.01098619,0.01728848,0.00609621,0.55683257
-5.30965483,1.21075510,0.66763997,0.41751973,0.08224290,0.21669438,0.01055749,0.01587674,0.00589624,0.55851067
-5.30365183,1.21631848,0.66860313,0.42359864,0.07935196,0.21773216,0.01018148,0.01473530,0.00570653,0.56064222
-5.29764882,1.22149113,0.66826797,0.42992773,0.07706174,0.21816406,0.00984363,0.01385181,0.00552335,0.56294905
-5.29164582,1.22569615,0.66629586,0.43634666,0.07532040,0.21787129,0.00953080,0.01321340,0.00534321,0.56519143
-5.28564282,1.22847621,0.66243026,0.44272696,0.07408133,0.21676367,0.00923164,0.01280689,0.00516305,0.56717778
-5.27963982,1.22950987,0.65650475,0.44897843,0.07330374,0.21478248,0.00893671,0.01261893,0.00498027,0.56877184
-5.27363682,1.22862190,0.64844758,0.45505360,0.07295284,0.21190195,0.00863866,0.01263613,0.00479289,0.56989726
-5.26763382,1.22578721,0.63828238,0.46095022,0.07299963,0.20812957,0.00833228,0.01284508,0.00459954,0.57053918
-5.26163082,1.22112838,0.62612527,0.46671153,0.07342038,0.20350507,0.00801450,0.01323238,0.00439959,0.57074295
-5.25562781,1.21490705,0.61217870,0.47242450,0.07419579,0.19809831,0.00768429,0.01378457,0.00419304,0.57061006
-5.24962481,1.20750993,0.59672229,0.47821602,0.07530989,0.19200609,0.00734259,0.01448810,0.00398061,0.57029160
-5.24362181,1.19943008,0.58010153,0.48424736,0.07674877,0.18534820,0.00699207,0.01532920,0.00376362,0.56997963
-5.23761881,1.19124464,0.56271477,0.49070698,0.07849927,0.17826278,0.00663703,0.01629377,0.00354395,0.56989690
-5.23161581,1.18359005,0.54499936,0.49780225,0.08054768,0.17090145,0.00628311,0.01736725,0.00332401,0.57028557
-5.22561281,1.17713611,0.52741765,0.50575022,0.08287852,0.16342414,0.00593717,0.01853458,0.00310661,0.57139539
-5.21960980,1.17255988,0.51044350,0.51476792,0.08547355,0.15599418,0.00560699,0.01978007,0.00289490,0.57347204
-5.21360680,1.17052071,0.49454990,0.52506263,0.08831115,0.14877359,0.00530113,0.02108745,0.00269230,0.57674598
-5.20760380,1.17163724,0.48019804,0.53682233,0.09136586,0.14191892,0.00502874,0.02243986,0.00250245,0.58142250
-5.20160080,1.17646724,0.46782830,0.55020680,0.09460851,0.13557762,0.00479939,0.02382003,0.00232909,0.58767320
-5.19559780,1.18549075,0.45785314,0.56533966,0.09800655,0.12988516,0.00462292,0.02521041,0.00217612,0.59562918
-5.18959480,1.19909697,0.45065189,0.58230146,0.10152486,0.12496282,0.00450935,0.02659347,0.00204746,0.60537616
-5.18359180,1.21757504,0.44656722,0.60112430,0.10512684,0.12091622,0.00446869,0.02795200,0.00194713,0.61695164
-5.17758879,1.24110844,0.44590302,0.62178775,0.10877573,0.11783449,0.00451094,0.02926950,0.00187918,0.63034384
-5.17158579,1.26977297,0.44892325,0.64421658,0.11243614,0.11578993,0.00464589,0.03053059,0.00184774,0.64549252
-5.16558279,1.30353775,0.45585120,0.66827994,0.11607556,0.11483827,0.00488310,0.03172150,0.00185702,0.66229131
-5.15957979,1.34226882,0.46686888,0.69379229,0.11966591,0.11501910,0.00523170,0.03283043,0.00191134,0.68059133
-5.15357679,1.38573474,0.48211595,0.72051589,0.12318486,0.11635666,0.00570034,0.03384803,0.00201513,0.70020578
-5.14757379,1.43361377,0.50168795,0.74816470,0.12661690,0.11886057,0.00629701,0.03476774,0.00217295,0.72091524
-5.14157079,1.48550194,0.52563352,0.77640978,0.12995410,0.12252668,0.00702887,0.03558609,0.00238951,0.74247330
-5.13556778,1.54092182,0.55395068,0.80488582,0.13319641,0.12733779,0.00790209,0.03630288,0.00266965,0.76461237
-5.12956478,1.59933145,0.58658214,0.83319881,0.13635154,0.13326424,0.00892166,0.03692130,0.00301828,0.78704939
-5.12356178,1.66013346,0.62340998,0.86093454,0.13943438,0.14026438,0.01009118,0.03744786,0.00344042,0.80949123
-5.11755878,1.72268406,0.66425009,0.88766782,0.14246593,0.14828489,0.01141267,0.03789219,0.00394104,0.83163982
-5.11155578,1.78630205,0.70884685,0.91297217,0.14547189,0.15726103,0.01288640,0.03826678,0.00452502,0.85319683
-5.10555278,1.85027790,0.75686873,0.93642977,0.14848090,0.16711687,0.01451070,0.03858649,0.00519704,0.87386797
-5.09954977,1.91388302,0.80790543,0.95764139,0.15152247,0.17776555,0.01628187,0.03886796,0.00596143,0.89336692
-5.09354677,1.97637932,0.86146718,0.97623610,0.15462492,0.18910960,0.01819402,0.03912901,0.00682203,0.91141898
-5.08754377,2.03702930,0.91698668,0.99188052,0.15781314,0.20104157,0.02023912,0.03938779,0.00778202,0.92776444
-5.08154077,2.09510662,0.97382420,1.00428729,0.16110658,0.21344481,0.02240694,0.03966205,0.00884370,0.94216188
-5.07553777,2.14990717,1.03127599,1.01322256,0.16451732,0.22619456,0.02468514,0.03996829,0.01000836,0.95439123
-5.06953477,2.20076053,1.08858610,1.01851225,0.16804861,0.23915939,0.02705942,0.04032092,0.01127603,0.96425689
-5.06353177,2.24704169,1.14496133,1.02004681,0.17169358,0.25220288,0.02951368,0.04073157,0.01264532,0.97159060
-5.05752876,2.28818252,1.19958894,1.01778441,0.17543466,0.26518566,0.03203023,0.04120838,0.01411322,0.97625427
-5.05152576,2.32368277,1.25165655,1.01175221,0.17924324,0.27796756,0.03459009,0.04175547,0.01567494,0.97814251
-5.04552276,2.35312011,1.30037325,1.00204585,0.18308007,0.29040992,0.03717322,0.04237259,0.01732377,0.97718493
-5.03951976,2.37615858,1.34499113,0.98882691,0.18689596,0.30237801,0.03975888,0.04305485,0.01905099,0.97334789
-5.03351676,2.39255525,1.38482626,0.97231848,0.19063313,0.31374328,0.04232586,0.04379280,0.02084578,0.96663578
-5.02751376,2.40216448,1.41927789,0.95279898,0.19422688,0.32438552,0.04485277,0.04457255,0.02269523,0.95709160
-5.02151076,2.40493954,1.44784519,0.93059429,0.19760762,0.33419468,0.04731834,0.04537622,0.02458435,0.94479678
-5.01550775,2.40093152,1.47014055,0.90606857,0.20070327,0.34307250,0.04970156,0.04618258,0.02649619,0.92987024
-5.00950475,2.39028535,1.48589888,0.87961401,0.20344174,0.35093357,0.05198194,0.04696775,0.02841199,0.91246655
-5.00350175,2.37323328,1.49498247,0.85163996,0.20575358,0.35770615,0.05413960,0.04770624,0.03031140,0.89277342
-4.99749875,2.35008595,1.49738134,0.82256179,0.20757465,0.36333247,0.05615540,0.04837197,0.03217277,0.87100837
-4.99149575,2.32122167,1.49320911,0.79278997,0.20884860,0.36776871,0.05801109,0.04893939,0.03397349,0.84741491
-4.98549275,2.28707433,1.48269477,0.76271973,0.20952931,0.37098462,0.05968929,0.04938469,0.03569042,0.82225815
-4.97948974,2.24812077,1.46617092,0.73272185,0.20958294,0.37296292,0.06117368,0.04968689,0.03730029,0.79582027
-4.97348674,2.20486807,1.44405931,0.70313472,0.20898975,0.37369847,0.06244899,0.04982897,0.03878021,0.76839575
-4.96748374,2.15784154,1.41685435,0.67425815,0.20774542,0.37319742,0.06350119,0.04979871,0.04010818,0.74028672
-4.96148074,2.10757393,1.38510565,0.64634901,0.20586198,0.37147633,0.06431760,0.04958956,0.04126361,0.71179847
-4.95547774,2.05459619,1.34940042,0.61961881,0.20336824,0.36856135,0.06488708,0.04920112,0.04222781,0.68323528
-4.94947474,1.99943024,1.31034648,0.59423328,0.20030966,0.36448753,0.06520024,0.04863944,0.04298450,0.65489656
-4.94347174,1.94258370,1.26855674,0.57031366,0.19674770,0.35929823,0.06524970,0.04791714,0.04352024,0.62707342
-4.93746873,1.88454647,1.22463541,0.54793972,0.19275864,0.35304481,0.06503034,0.04705308,0.04382481,0.60004560
-4.93146573,1.82578904,1.17916651,0.52715395,0.18843188,0.34578629,0.06453963,0.04607195,0.04389157,0.57407863
-4.92546273,1.76676206,1.13270471,0.50796676,0.18386771,0.33758917,0.06377785,0.04500344,0.04371763,0.54942125
-4.91945973,1.70789661,1.08576854,0.49036218,0.17917468,0.32852733,0.06274841,0.04388133,0.04330404,0.52630293
-4.91345673,1.64960476,1.03883565,0.47430369,0.17446661,0.31868178,0.06145795,0.04274226,0.04265578,0.50493136
-4.90745373,1.59227970,0.99234002,0.45973975,0.16985921,0.30814037,0.05991659,0.04162446,0.04178171,0.48548986
-4.90145073,1.53629514,0.94667051,0.44660872,0.16546662,0.29699728,0.05813787,0.04056630,0.04069437,0.46813462
-4.89544772,1.48200348,0.90217063,0.43484286,0.16139775,0.28535228,0.05613877,0.03960491,0.03940971,0.45299179
-4.88944472,1.42973259,0.85913876,0.42437127,0.15775275,0.27330972,0.05393951,0.03877470,0.03794669,0.44015445
-4.88344172,1.37978113,0.81782893,0.41512161,0.15461954,0.26097724,0.05156329,0.03810607,0.03632685,0.42967953
-4.87743872,1.33241257,0.77845144,0.40702071,0.15207067,0.24846420,0.04903592,0.03762419,0.03457378,0.42158491
-4.87143572,1.28784836,0.74117364,0.39999403,0.15016068,0.23587987,0.04638531,0.03734806,0.03271253,0.41584688
-4.86543272,1.24626055,0.70612040,0.39396440,0.14892388,0.22333151,0.04364095,0.03728968,0.03076903,0.41239811
-4.85942971,1.20776478,0.67337467,0.38885013,0.14837286,0.21092239,0.04083330,0.03745363,0.02876951,0.41112662
-4.85342671,1.17241410,0.64297809,0.38456292,0.14849782,0.19874978,0.03799311,0.03783683,0.02673990,0.41187582
-4.84742371,1.14019459,0.61493198,0.38100583,0.14926667,0.18690316,0.03515081,0.03842873,0.02470530,0.41444597
-4.84142071,1.11102335,0.58919889,0.37807178,0.15062601,0.17546270,0.03233589,0.03921172,0.02268948,0.41859725
-4.83541771,1.08474943,0.56570503,0.37564279,0.15250308,0.16449807,0.02957631,0.04016191,0.02071449,0.42405453
-4.82941471,1.06115829,0.54434375,0.37359022,0.15480850,0.15406772,0.02689804,0.04125015,0.01880029,0.43051398
-4.82341171,1.03997989,0.52498026,0.37177615,0.15743987,0.14421867,0.02432465,0.04244337,0.01696455,0.43765134
-4.81740870,1.02090032,0.50745761,0.37005610,0.16028602,0.13498683,0.02187703,0.04370603,0.01522248,0.44513181
-4.81140570,1.00357698,0.49160396,0.36828289,0.16323185,0.12639785,0.01957328,0.04500180,0.01358679,0.45262112
-4.80540270,0.98765644,0.47724091,0.36631158,0.16616352,0.11846851,0.01742864,0.04629528,0.01206770,0.45979764
-4.79939970,0.97279454,0.46419266,0.36400529,0.16897375,0.11120851,0.01545559,0.04755372,0.01067311,0.46636474
-4.79339670,0.95867761,0.45229570,0.36124159,0.17156714,0.10462260,0.01366409,0.04874875,0.00940873,0.47206322
-4.78739370,0.94504382,0.44140843,0.35791898,0.17386517,0.09871298,0.01206187,0.04985788,0.00827838,0.47668295
-4.78139070,0.93170350,0.43142044,0.35396329,0.17581057,0.09348179,0.01065481,0.05086586,0.00728424,0.48007328
-4.77538769,0.91855727,0.42226076,0.34933340,0.17737104,0.08893351,0.00944740,0.05176574,0.00642720,0.48215163
-4.76938469,0.90561090,0.41390467,0.34402594,0.17854201,0.08507722,0.00844323,0.05255960,0.00570713,0.48290977
-4.76338169,0.89298592,0.40637859,0.33807876,0.17934817,0.08192857,0.00764545,0.05325896,0.00512324,0.48241736
-4.75737869,0.88092519,0.39976273,0.33157268,0.17984392,0.07951125,0.00705723,0.05388467,0.00467437,0.48082245
-4.75137569,0.86979286,0.39419106,0.32463156,0.18011239,0.07785795,0.00668220,0.05446656,0.00435921,0.47834871
-4.74537269,0.86006842,0.38984864,0.31742033,0.18026324,0.07701069,0.00652478,0.05504252,0.00417653,0.47528948
-4.73936968,0.85233476,0.38696606,0.31014127,0.18042911,0.07702047,0.00659038,0.05565729,0.00412533,0.47199865
-4.73336668,0.84726054,0.38581122,0.30302832,0.18076101,0.07794619,0.00688559,0.05636089,0.00420493,0.46887858
-4.72736368,0.84557734,0.38667864,0.29633987,0.18142262,0.07985290,0.00741816,0.05720676,0.00441498,0.46636561
-4.72136068,0.84805234,0.38987660,0.29035012,0.18258384,0.08280939,0.00819681,0.05824973,0.00475541,0.46491352
-4.71535768,0.85545761,0.39571255,0.28533931,0.18441378,0.08688515,0.00923098,0.05954382,0.00522634,0.46497563
-4.70935468,0.86853701,0.40447749,0.28158339,0.18707356,0.09214685,0.01053038,0.06114002,0.00582790,0.46698619
-4.70335168,0.88797210,0.41642976,0.27934328,0.19070900,0.09865446,0.01210439,0.06308421,0.00656003,0.47134178
-4.69734867,0.91434840,0.43177898,0.27885430,0.19544379,0.10645712,0.01396139,0.06541519,0.00742223,0.47838345
-4.69134567,0.94812345,0.45067095,0.28031612,0.20137322,0.11558897,0.01610789,0.06816301,0.00841325,0.48838046
-4.68534267,0.98959793,0.47317399,0.28388370,0.20855888,0.12606508,0.01854772,0.07134763,0.00953087,0.50151605
-4.67933967,1.03889132,0.49926758,0.28965944,0.21702448,0.13787772,0.02128106,0.07497806,0.01077160,0.51787614
-4.67333667,1.09592309,0.52883378,0.29768704,0.22675310,0.15099309,0.02430355,0.07905193,0.01213043,0.53744131
-4.66733367,1.16040063,0.56165206,0.30794718,0.23768595,0.16534881,0.02760542,0.08355561,0.01360066,0.56008254
-4.66133067,1.23181450,0.59739778,0.32035538,0.24972274,0.18085218,0.03117076,0.08846486,0.01517375,0.58556096
-4.65532766,1.30944166,0.63564477,0.33476203,0.26272372,0.19737952,0.03497687,0.09374593,0.01683927,0.61353173
-4.64932466,1.39235685,0.67587203,0.35095475,0.27651339,0.21477656,0.03899393,0.09935720,0.01858494,0.64355209
-4.64332166,1.47945202,0.71747455,0.36866307,0.29088554,0.23286010,0.04318481,0.10525113,0.02039670,0.67509329
