energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.90395198,1.59863188,0.66771804,0.98841494,0.00272611,0.04515442,0.19016172,0.09918926,0.36017370,0.00000000
-5.89794897,1.63976239,0.69970862,1.00778835,0.00265454,0.04498444,0.20127875,0.10172867,0.37468204,0.00000000
-5.89194597,1.68650096,0.73193401,1.03133079,0.00259542,0.04522478,0.21295567,0.10467826,0.38960293,0.00000000
-5.88594297,1.73790854,0.76407787,1.05837106,0.00254993,0.04588130,0.22502733,0.10801304,0.40474534,0.00000000
-5.87993997,1.79295292,0.79580450,1.08817436,0.00251899,0.04695609,0.23731879,0.11170265,0.41990360,0.00000000
-5.87393697,1.85052907,0.82676387,1.11995680,0.00250320,0.04844795,0.24964807,0.11571229,0.43486059,0.00000000
-5.86793397,1.90948390,0.85659815,1.15290250,0.00250289,0.05035282,0.26182970,0.12000412,0.44939219,0.00000000
-5.86193097,1.96864443,0.88494956,1.18618275,0.00251810,0.05266429,0.27367878,0.12453863,0.46327253,0.00000000
-5.85592796,2.02684814,0.91146926,1.21897652,0.00254861,0.05537408,0.28501556,0.12927614,0.47628006,0.00000000
-5.84992496,2.08297429,0.93582697,1.25049137,0.00259394,0.05847237,0.29567015,0.13417826,0.48820407,0.00000000
-5.84392196,2.13597466,0.95772082,1.27998392,0.00265341,0.06194805,0.30548729,0.13920914,0.49885141,0.00000000
-5.83791896,2.18490225,0.97688710,1.30677905,0.00272608,0.06578872,0.31433078,0.14433660,0.50805303,0.00000000
-5.83191596,2.22893649,0.99310911,1.33028675,0.00281088,0.06998056,0.32208753,0.14953280,0.51566998,0.00000000
-5.82591296,2.26740382,1.00622495,1.35001610,0.00290650,0.07450790,0.32867074,0.15477468,0.52159859,0.00000000
-5.81990995,2.29979247,1.01613354,1.36558565,0.00301153,0.07935270,0.33402226,0.16004388,0.52577440,0.00000000
-5.81390695,2.32576076,1.02279854,1.37672975,0.00312437,0.08449375,0.33811377,0.16532629,0.52817472,0.00000000
-5.80790395,2.34513874,1.02624990,1.38330083,0.00324331,0.08990586,0.34094687,0.17061118,0.52881948,0.00000000
-5.80190095,2.35792291,1.02658295,1.38526742,0.00336651,0.09555891,0.34255192,0.17588999,0.52777041,0.00000000
-5.79589795,2.36426477,1.02395476,1.38270836,0.00349202,0.10141698,0.34298568,0.18115475,0.52512842,0.00000000
-5.78989495,2.36445366,1.01857819,1.37580369,0.00361781,0.10743758,0.34232794,0.18639646,0.52102932,0.00000000
-5.78389195,2.35889528,1.01071371,1.36482263,0.00374173,0.11357103,0.34067720,0.19160320,0.51563812,0.00000000
-5.77788894,2.34808700,1.00065940,1.35010972,0.00386159,0.11976015,0.33814567,0.19675846,0.50914206,0.00000000
-5.77188594,2.33259149,0.98873979,1.33206973,0.00397518,0.12594026,0.33485390,0.20183952,0.50174279,0.00000000
-5.76588294,2.31301020,0.97529383,1.31115219,0.00408026,0.13203957,0.33092519,0.20681614,0.49364813,0.00000000
-5.75987994,2.28995807,0.96066290,1.28783645,0.00417463,0.13797996,0.32648017,0.21164975,0.48506374,0.00000000
-5.75387694,2.26404079,0.94517924,1.26261769,0.00425615,0.14367827,0.32163189,0.21629299,0.47618514,0.00000000
-5.74787394,2.23583560,0.92915549,1.23599463,0.00432282,0.14904786,0.31648143,0.22068992,0.46719054,0.00000000
-5.74187094,2.20587639,0.91287575,1.20845914,0.00437281,0.15400067,0.31111460,0.22477675,0.45823474,0.00000000
-5.73586793,2.17464345,0.89658857,1.18048783,0.00440449,0.15844950,0.30559949,0.22848317,0.44944446,0.00000000
-5.72986493,2.14255800,0.88050205,1.15253580,0.00441654,0.16231050,0.29998534,0.23173419,0.44091520,0.00000000
-5.72386193,2.10998104,0.86478128,1.12503203,0.00440796,0.16550578,0.29430250,0.23445253,0.43270986,0.00000000
-5.71785893,2.07721616,0.84954787,1.09837637,0.00437810,0.16796602,0.28856353,0.23656121,0.42485900,0.00000000
-5.71185593,2.04451528,0.83488168,1.07293750,0.00432674,0.16963289,0.28276540,0.23798658,0.41736272,0.00000000
-5.70585293,2.01208657,0.82082420,1.04905145,0.00425411,0.17046131,0.27689257,0.23866125,0.41019399,0.00000000
-5.69984992,1.98010345,0.80738338,1.02702039,0.00416084,0.17042130,0.27092082,0.23852710,0.40330322,0.00000000
-5.69384692,1.94871366,0.79453951,1.00711106,0.00404805,0.16949942,0.26482150,0.23753801,0.39662362,0.00000000
-5.68784392,1.91804774,0.78225164,0.98955286,0.00391729,0.16769969,0.25856612,0.23566232,0.39007728,0.00000000
-5.68184092,1.88822607,0.77046415,0.97453532,0.00377050,0.16504396,0.25213098,0.23288478,0.38358140,0.00000000
-5.67583792,1.85936402,0.75911316,0.96220507,0.00361001,0.16157180,0.24550151,0.22920797,0.37705446,0.00000000
-5.66983492,1.83157528,0.74813244,0.95266249,0.00343844,0.15733971,0.23867629,0.22465314,0.37042201,0.00000000
-5.66383192,1.80497305,0.73745852,0.94595837,0.00325867,0.15241998,0.23167043,0.21926035,0.36362185,0.00000000
-5.65782891,1.77966977,0.72703507,0.94209115,0.00307379,0.14689896,0.22451828,0.21308803,0.35660824,0.00000000
-5.65182591,1.75577560,0.71681625,0.94100498,0.00288696,0.14087507,0.21727528,0.20621189,0.34935529,0.00000000
-5.64582291,1.73339636,0.70676930,0.94258943,0.00270139,0.13445649,0.21001890,0.19872332,0.34185911,0.00000000
-5.63981991,1.71263161,0.69687635,0.94668112,0.00252025,0.12775867,0.20284868,0.19072726,0.33413898,0.00000000
-5.63381691,1.69357348,0.68713550,0.95306769,0.00234659,0.12090174,0.19588539,0.18233977,0.32623740,0.00000000
-5.62781391,1.67630669,0.67756161,0.96149435,0.00218329,0.11400796,0.18926928,0.17368530,0.31821915,0.00000000
-5.62181091,1.66091032,0.66818661,0.97167310,0.00203297,0.10719920,0.18315747,0.16489381,0.31016952,0.00000000
-5.61580790,1.64746133,0.65905973,0.98329428,0.00189795,0.10059467,0.17772072,0.15609790,0.30219178,0.00000000
-5.60980490,1.63603977,0.65024754,0.99604030,0.00178024,0.09430872,0.17313940,0.14742993,0.29440405,0.00000000
-5.60380190,1.62673552,0.64183395,1.00960079,0.00168144,0.08844898,0.16959900,0.13901936,0.28693575,0.00000000
-5.59779890,1.61965576,0.63392012,1.02368847,0.00160276,0.08311471,0.16728517,0.13099023,0.27992378,0.00000000
-5.59179590,1.61493275,0.62662403,1.03805490,0.00154500,0.07839547,0.16637840,0.12345898,0.27350842,0.00000000
-5.58579290,1.61273077,0.62007985,1.05250506,0.00150851,0.07436990,0.16704851,0.11653253,0.26782934,0.00000000
-5.57978989,1.61325160,0.61443670,1.06690992,0.00149322,0.07110494,0.16944900,0.11030669,0.26302147,0.00000000
-5.57378689,1.61673750,0.60985676,1.08121597,0.00149862,0.06865504,0.17371149,0.10486484,0.25921113,0.00000000
-5.56778389,1.62347102,0.60651251,1.09545113,0.00152378,0.06706177,0.17994034,0.10027700,0.25651225,0.00000000
-5.56178089,1.63377107,0.60458303,1.10972620,0.00156737,0.06635340,0.18820760,0.09659905,0.25502290,0.00000000
-5.55577789,1.64798492,0.60424923,1.12423183,0.00162769,0.06654479,0.19854846,0.09387231,0.25482209,0.00000000
-5.54977489,1.66647610,0.60568816,1.13923067,0.00170270,0.06763726,0.21095747,0.09212324,0.25596696,0.00000000
-5.54377189,1.68960860,0.60906632,1.15504509,0.00179004,0.06961876,0.22538560,0.09136344,0.25849048,0.00000000
-5.53776888,1.71772774,0.61453234,1.17204087,0.00188711,0.07246400,0.24173830,0.09158970,0.26239949,0.00000000
-5.53176588,1.75113885,0.62220919,1.19060765,0.00199110,0.07613481,0.25987487,0.09278427,0.26767355,0.00000000
-5.52576288,1.79008465,0.63218636,1.21113706,0.00209905,0.08058069,0.27960910,0.09491528,0.27426426,0.00000000
-5.51975988,1.83472267,0.64451236,1.23399964,0.00220791,0.08573942,0.30071138,0.09793725,0.28209544,0.00000000
-5.51375688,1.88510403,0.65918793,1.25952175,0.00231465,0.09153790,0.32291230,0.10179181,0.29106393,0.00000000
-5.50775388,1.94115482,0.67616049,1.28796359,0.00241627,0.09789326,0.34590765,0.10640849,0.30104138,0.00000000
-5.50175088,2.00266136,0.69532013,1.31949961,0.00250992,0.10471400,0.36936491,0.11170574,0.31187659,0.00000000
-5.49574787,2.06926021,0.71649747,1.35420206,0.00259295,0.11190149,0.39293084,0.11759207,0.32339884,0.00000000
-5.48974487,2.14043379,0.73946367,1.39202886,0.00266298,0.11935151,0.41624018,0.12396740,0.33542165,0.00000000
-5.48374187,2.21551193,0.76393267,1.43281594,0.00271797,0.12695605,0.43892492,0.13072450,0.34774729,0.00000000
-5.47773887,2.29367957,0.78956572,1.47627481,0.00275625,0.13460517,0.46062404,0.13775071,0.36017158,0.00000000
-5.47173587,2.37399030,0.81597801,1.52199514,0.00277660,0.14218892,0.48099319,0.14492967,0.37248897,0.00000000
-5.46573287,2.45538522,0.84274731,1.56945226,0.00277823,0.14959939,0.49971398,0.15214330,0.38449756,0.00000000
-5.45972986,2.53671636,0.86942414,1.61801923,0.00276082,0.15673255,0.51650237,0.15927376,0.39600412,0.00000000
-5.45372686,2.61677365,0.89554323,1.66698275,0.00272452,0.16349024,0.53111606,0.16620554,0.40682857,0.00000000
-5.44772386,2.69431430,0.92063565,1.71556223,0.00266993,0.16978184,0.54336028,0.17282755,0.41680805,0.00000000
-5.44172086,2.76809346,0.94424134,1.76293115,0.00259805,0.17552587,0.55309196,0.17903517,0.42580025,0.00000000
-5.43571786,2.83689490,0.96592137,1.80823977,0.00251029,0.18065135,0.56022204,0.18473224,0.43368603,0.00000000
-5.42971486,2.89956079,0.98526959,1.85063836,0.00240833,0.18509896,0.56471590,0.18983297,0.44037118,0.00000000
-5.42371186,2.95501943,1.00192332,1.88930004,0.00229413,0.18882190,0.56659195,0.19426365,0.44578739,0.00000000
-5.41770885,3.00231041,1.01557268,1.92344259,0.00216983,0.19178652,0.56591858,0.19796421,0.44989248,0.00000000
-5.41170585,3.04060641,1.02596842,1.95234845,0.00203770,0.19397274,0.56280968,0.20088958,0.45266995,0.00000000
-5.40570285,3.06923147,1.03292802,1.97538252,0.00190001,0.19537417,0.55741897,0.20301074,0.45412806,0.00000000
-5.39969985,3.08767539,1.03634011,1.99200741,0.00175905,0.19599801,0.54993360,0.20431562,0.45429848,0.00000000
-5.39369685,3.09560433,1.03616714,2.00179575,0.00161700,0.19586486,0.54056734,0.20480954,0.45323483,0.00000000
-5.38769385,3.09286767,1.03244636,2.00443969,0.00147588,0.19500817,0.52955372,0.20451555,0.45101108,0.00000000
-5.38169085,3.07950121,1.02528934,1.99975722,0.00133756,0.19347367,0.51713945,0.20347423,0.44772009,0.00000000
-5.37568784,3.05572711,1.01488002,1.98769577,0.00120366,0.19131856,0.50357840,0.20174332,0.44347228,0.00000000
-5.36968484,3.02195046,1.00147146,1.96833275,0.00107555,0.18861059,0.48912634,0.19939690,0.43839457,0.00000000
-5.36368184,2.97875288,0.98538154,1.94187351,0.00095436,0.18542693,0.47403669,0.19652424,0.43262942,0.00000000
-5.35767884,2.92688306,0.96698746,1.90864666,0.00084095,0.18185293,0.45855702,0.19322825,0.42633410,0.00000000
-5.35167584,2.86724445,0.94671928,1.86909693,0.00073592,0.17798069,0.44292665,0.18962358,0.41967995,0.00000000
-5.34567284,2.80087985,0.92505259,1.82377573,0.00063963,0.17390739,0.42737488,0.18583431,0.41285148,0.00000000
-5.33966983,2.72895316,0.90250004,1.77332959,0.00055223,0.16973355,0.41211993,0.18199132,0.40604526,0.00000000
-5.33366683,2.65272804,0.87960205,1.71848662,0.00047367,0.16556096,0.39736823,0.17822932,0.39946826,0.00000000
-5.32766383,2.57354367,0.85691649,1.66004105,0.00040372,0.16149051,0.38331390,0.17468355,0.39333558,0.00000000
-5.32166083,2.49278775,0.83500752,1.59883638,0.00034205,0.15761986,0.37013820,0.17148627,0.38786745,0.00000000
-5.31565783,2.41186690,0.81443346,1.53574705,0.00028819,0.15404101,0.35800869,0.16876314,0.38328529,0.00000000
-5.30965483,2.33217518,0.79573409,1.47165927,0.00024161,0.15083773,0.34707810,0.16662948,0.37980699,0.00000000
-5.30365183,2.25506104,0.77941736,1.40745121,0.00020174,0.14808311,0.33748266,0.16518662,0.37764134,0.00000000
-5.29764882,2.18179389,0.76594595,1.34397319,0.00016798,0.14583720,0.32934003,0.16451838,0.37698176,0.00000000
-5.29164582,2.11353107,0.75572402,1.28202825,0.00013971,0.14414479,0.32274679,0.16468795,0.37799964,0.00000000
-5.28564282,2.05128648,0.74908462,1.22235377,0.00011635,0.14303359,0.31777573,0.16573515,0.38083749,0.00000000
-5.27963982,1.99590211,0.74627826,1.16560480,0.00009733,0.14251280,0.31447299,0.16767435,0.38560225,0.00000000
-5.27363682,1.94802378,0.74746317,1.11233950,0.00008213,0.14257220,0.31285548,0.17049307,0.39235921,0.00000000
-5.26763382,1.90808228,0.75269789,1.06300748,0.00007028,0.14318184,0.31290857,0.17415141,0.40112692,0.00000000
-5.26163082,1.87628097,0.76193658,1.01794139,0.00006135,0.14429244,0.31458470,0.17858247,0.41187336,0.00000000
-5.25562781,1.85259087,0.77502761,0.97735215,0.00005496,0.14583648,0.31780267,0.18369361,0.42451390,0.00000000
-5.24962481,1.83675358,0.79171558,0.94132818,0.00005080,0.14772997,0.32244822,0.18936885,0.43891114,0.00000000
-5.24362181,1.82829247,0.81164715,0.90983852,0.00004861,0.14987492,0.32837582,0.19547198,0.45487690,0.00000000
-5.23761881,1.82653184,0.83438045,0.88274001,0.00004816,0.15216247,0.33541172,0.20185072,0.47217633,0.00000000
-5.23161581,1.83062353,0.85939803,0.85978799,0.00004929,0.15447646,0.34335828,0.20834149,0.49053417,0.00000000
-5.22561281,1.83957989,0.88612282,0.84065031,0.00005187,0.15669737,0.35199946,0.21477465,0.50964280,0.00000000
-5.21960980,1.85231190,0.91393658,0.82492390,0.00005580,0.15870655,0.36110724,0.22098020,0.52917197,0.00000000
-5.21360680,1.86767058,0.94219993,0.81215322,0.00006101,0.16039038,0.37044861,0.22679347,0.54877943,0.00000000
-5.20760380,1.88448994,0.97027332,0.80184975,0.00006749,0.16164440,0.37979293,0.23206065,0.56812237,0.00000000
-5.20160080,1.90162950,0.99753765,0.79351168,0.00007520,0.16237703,0.38891925,0.23664393,0.58686864,0.00000000
-5.19559780,1.91801422,1.02341379,0.78664284,0.00008415,0.16251284,0.39762307,0.24042600,0.60470757,0.00000000
-5.18959480,1.93267017,1.04737992,0.78077017,0.00009434,0.16199521,0.40572244,0.24331370,0.62135946,0.00000000
-5.18359180,1.94475434,1.06898593,0.77545887,0.00010580,0.16078825,0.41306280,0.24524065,0.63658354,0.00000000
-5.17758879,1.95357716,1.08786410,0.77032476,0.00011853,0.15887796,0.41952059,0.24616882,0.65018377,0.00000000
-5.17158579,1.95861719,1.10373575,0.76504338,0.00013255,0.15627256,0.42500528,0.24608892,0.66201239,0.00000000
-5.16558279,1.95952743,1.11641348,0.75935565,0.00014786,0.15300201,0.42945986,0.24501972,0.67197091,0.00000000
-5.15957979,1.95613353,1.12579917,0.75307003,0.00016445,0.14911695,0.43285979,0.24300625,0.68000878,0.00000000
-5.15357679,1.94842461,1.13187808,0.74606145,0.00018230,0.14468689,0.43521067,0.24011721,0.68611977,0.00000000
-5.14757379,1.93653763,1.13470945,0.73826728,0.00020137,0.13979801,0.43654468,0.23644164,0.69033645,0.00000000
-5.14157079,1.92073690,1.13441453,0.72968098,0.00022162,0.13455070,0.43691634,0.23208511,0.69272331,0.00000000
-5.13556778,1.90139034,1.13116282,0.72034394,0.00024297,0.12905686,0.43639775,0.22716571,0.69336893,0.00000000
-5.12956478,1.87894417,1.12515761,0.71033619,0.00026536,0.12343737,0.43507377,0.22181005,0.69237784,0.00000000
-5.12356178,1.85389808,1.11662164,0.69976682,0.00028869,0.11781962,0.43303762,0.21614958,0.68986269,0.00000000
-5.11755878,1.82678212,1.10578406,0.68876450,0.00031288,0.11233546,0.43038694,0.21031732,0.68593718,0.00000000
-5.11155578,1.79813695,1.09286913,0.67746896,0.00033781,0.10711947,0.42722096,0.20444525,0.68071032,0.00000000
-5.10555278,1.76849835,1.07808770,0.66602356,0.00036341,0.10230779,0.42363860,0.19866245,0.67428218,0.00000000
-5.09954977,1.73838651,1.06163142,0.65456954,0.00038958,0.09803732,0.41973784,0.19309400,0.66674151,0.00000000
-5.09354677,1.70830030,1.04367018,0.64324180,0.00041625,0.09444544,0.41561617,0.18786068,0.65816517,0.00000000
-5.08754377,1.67871613,1.02435244,0.63216646,0.00044334,0.09167000,0.41137210,0.18307927,0.64861928,0.00000000
-5.08154077,1.65009084,1.00380833,0.62145980,0.00047082,0.08984961,0.40710746,0.17886345,0.63816186,0.00000000
-5.07553777,1.62286731,0.98215475,0.61122844,0.00049865,0.08912392,0.40293015,0.17532500,0.62684661,0.00000000
-5.06953477,1.59748183,0.95950214,0.60157036,0.00052682,0.08963389,0.39895707,0.17257519,0.61472745,0.00000000
-5.06353177,1.57437152,0.93596189,0.59257627,0.00055534,0.09152168,0.39531683,0.17072592,0.60186318,0.00000000
-5.05752876,1.55398071,0.91165381,0.58433107,0.00058423,0.09493010,0.39215184,0.16989067,0.58832204,0.00000000
-5.05152576,1.53676473,0.88671287,0.57691478,0.00061353,0.10000146,0.38961941,0.17018474,0.57418555,0.00000000
-5.04552276,1.52319022,0.86129470,0.57040291,0.00064325,0.10687560,0.38789170,0.17172484,0.55955124,0.00000000
-5.03951976,1.51373123,0.83557914,0.56486579,0.00067345,0.11568706,0.38715420,0.17462766,0.54453417,0.00000000
-5.03351676,1.50886063,0.80977177,0.56036694,0.00070413,0.12656142,0.38760266,0.17900766,0.52926695,0.00000000
-5.02751376,1.50903692,0.78410314,0.55696041,0.00073530,0.13961070,0.38943854,0.18497363,0.51389818,0.00000000
-5.02151076,1.51468692,0.75882576,0.55468729,0.00076693,0.15492802,0.39286298,0.19262462,0.49858955,0.00000000
-5.01550775,1.52618517,0.73420913,0.55357162,0.00079896,0.17258165,0.39806959,0.20204483,0.48351168,0.00000000
-5.00950475,1.54383106,0.71053300,0.55361600,0.00083131,0.19260873,0.40523631,0.21329817,0.46883891,0.00000000
-5.00350175,1.56782525,0.68807955,0.55479737,0.00086384,0.21500882,0.41451679,0.22642232,0.45474364,0.00000000
-4.99749875,1.59824688,0.66712476,0.55706327,0.00089638,0.23973779,0.42603158,0.24142299,0.44139023,0.00000000
-4.99149575,1.63503311,0.64792964,0.56032910,0.00092872,0.26670227,0.43985979,0.25826842,0.42892915,0.00000000
-4.98549275,1.67796256,0.63073184,0.56447660,0.00096063,0.29575519,0.45603154,0.27688464,0.41749163,0.00000000
-4.97948974,1.72664411,0.61573797,0.56935393,0.00099182,0.32669265,0.47452162,0.29715184,0.40718502,0.00000000
-4.97348674,1.78051202,0.60311720,0.57477747,0.00102204,0.35925248,0.49524497,0.31890209,0.39808932,0.00000000
-4.96748374,1.83882825,0.59299619,0.58053541,0.00105101,0.39311497,0.51805397,0.34191877,0.39025482,0.00000000
-4.96148074,1.90069239,0.58545574,0.58639306,0.00107845,0.42790560,0.54273811,0.36593785,0.38370113,0.00000000
-4.95547774,1.96505913,0.58052895,0.59209975,0.00110415,0.46320032,0.56902595,0.39065117,0.37841746,0.00000000
-4.94947474,2.03076276,0.57820116,0.59739694,0.00112790,0.49853298,0.59658948,0.41571171,0.37436419,0.00000000
-4.94347174,2.09654793,0.57841117,0.60202720,0.00114958,0.53340504,0.62505076,0.44074084,0.37147544,0.00000000
-4.93746873,2.16110540,0.58105385,0.60574364,0.00116912,0.56729722,0.65399069,0.46533722,0.36966259,0.00000000
-4.93146573,2.22311120,0.58598371,0.60831928,0.00118653,0.59968267,0.68295953,0.48908718,0.36881844,0.00000000
-4.92546273,2.28126749,0.59301922,0.60955575,0.00120191,0.63004127,0.71148881,0.51157619,0.36882174,0.00000000
-4.91945973,2.33434328,0.60194754,0.60929111,0.00121543,0.65787444,0.73910419,0.53240081,0.36954188,0.00000000
-4.91345673,2.38121306,0.61252953,0.60740608,0.00122736,0.68271988,0.76533868,0.55118086,0.37084352,0.00000000
-4.90745373,2.42089166,0.62450471,0.60382855,0.00123804,0.70416553,0.78974580,0.56757102,0.37259082,0.00000000
-4.90145073,2.45256362,0.63759604,0.59853604,0.00124786,0.72186221,0.81191201,0.58127156,0.37465129,0.00000000
-4.89544772,2.47560590,0.65151442,0.59155601,0.00125728,0.73553433,0.83146799,0.59203756,0.37689897,0.00000000
-4.88944472,2.48960286,0.66596280,0.58296405,0.00126676,0.74498814,0.84809837,0.59968624,0.37921692,0.00000000
-4.88344172,2.49435311,0.68063991,0.57287998,0.00127680,0.75011715,0.86154934,0.60410210,0.38149896,0.00000000
-4.87743872,2.48986790,0.69524366,0.56146220,0.00128788,0.75090454,0.87163417,0.60523963,0.38365076,0.00000000
-4.87143572,2.47636156,0.70947424,0.54890049,0.00130042,0.74742234,0.87823616,0.60312340,0.38559013,0.00000000
-4.86543272,2.45423456,0.72303700,0.53540779,0.00131481,0.73982757,0.88130923,0.59784573,0.38724686,0.00000000
-4.85942971,2.42405035,0.73564530,0.52121119,0.00133136,0.72835543,0.88087601,0.58956190,0.38856193,0.00000000
-4.85342671,2.38650719,0.74702327,0.50654282,0.00135026,0.71331001,0.87702376,0.57848336,0.38948649,0.00000000
-4.84742371,2.34240654,0.75690875,0.49163087,0.00137163,0.69505292,0.86989834,0.56486907,0.38998046,0.00000000
-4.84142071,2.29261971,0.76505629,0.47669131,0.00139542,0.67399033,0.85969648,0.54901565,0.39001115,0.00000000
-4.83541771,2.23805419,0.77124033,0.46192056,0.00142152,0.65055923,0.84665692,0.53124665,0.38955175,0.00000000
-4.82941471,2.17962147,0.77525859,0.44748944,0.00144964,0.62521326,0.83105078,0.51190153,0.38857999,0.00000000
-4.82341171,2.11820735,0.77693543,0.43353863,0.00147942,0.59840897,0.81317155,0.49132479,0.38707698,0.00000000
-4.81740870,2.05464626,0.77612534,0.42017562,0.00151035,0.57059290,0.79332526,0.46985578,0.38502625,0.00000000
-4.81140570,1.98970012,0.77271616,0.40747340,0.00154186,0.54219004,0.77182114,0.44781946,0.38241305,0.00000000
-4.80540270,1.92404247,0.76663211,0.39547054,0.00157329,0.51359403,0.74896314,0.42551855,0.37922400,0.00000000
-4.79939970,1.85824811,0.75783633,0.38417288,0.00160391,0.48515933,0.72504262,0.40322724,0.37544694,0.00000000
-4.79339670,1.79278806,0.74633280,0.37355629,0.00163298,0.45719567,0.70033237,0.38118658,0.37107112,0.00000000
-4.78739370,1.72802979,0.73216744,0.36357054,0.00165974,0.42996457,0.67508215,0.35960157,0.36608751,0.00000000
-4.78139070,1.66424194,0.71542840,0.35414395,0.00168341,0.40367813,0.64951574,0.33864001,0.36048942,0.00000000
-4.77538769,1.60160307,0.69624528,0.34518852,0.00170327,0.37849972,0.62382953,0.31843277,0.35427316,0.00000000
-4.76938469,1.54021359,0.67478733,0.33660534,0.00171866,0.35454647,0.59819255,0.29907560,0.34743889,0.00000000
-4.76338169,1.48010990,0.65126069,0.32829010,0.00172894,0.33189322,0.57274781,0.28063192,0.33999136,0.00000000
-4.75737869,1.42128023,0.62590454,0.32013839,0.00173362,0.31057764,0.54761475,0.26313657,0.33194090,0.00000000
-4.75137569,1.36368093,0.59898658,0.31205066,0.00173225,0.29060611,0.52289262,0.24660015,0.32330412,0.00000000
-4.74537269,1.30725289,0.57079766,0.30393679,0.00172451,0.27196016,0.49866451,0.23101377,0.31410475,0.00000000
-4.73936968,1.25193715,0.54164605,0.29572000,0.00171023,0.25460299,0.47500184,0.21635378,0.30437425,0.00000000
-4.73336668,1.19768922,0.51185132,0.28734018,0.00168930,0.23848594,0.45196907,0.20258656,0.29415236,0.00000000
-4.72736368,1.14449165,0.48173830,0.27875645,0.00166179,0.22355457,0.42962828,0.18967285,0.28348748,0.00000000
-4.72136068,1.09236453,0.45163105,0.26994908,0.00162787,0.20975412,0.40804357,0.17757179,0.27243686,0.00000000
-4.71535768,1.04137353,0.42184729,0.26092052,0.00158784,0.19703432,0.38728493,0.16624423,0.26106660,0.00000000
-4.70935468,0.99163541,0.39269326,0.25169583,0.00154210,0.18535322,0.36743143,0.15565561,0.24945136,0.00000000
-4.70335168,0.94332073,0.36445925,0.24232229,0.00149118,0.17468018,0.34857367,0.14577797,0.23767391,0.00000000
-4.69734867,0.89665395,0.33741578,0.23286828,0.00143570,0.16499779,0.33081515,0.13659139,0.22582432,0.00000000
-4.69134567,0.85191066,0.31181052,0.22342150,0.00137636,0.15630286,0.31427267,0.12808470,0.21399890,0.00000000
-4.68534267,0.80941219,0.28786581,0.21408656,0.00131393,0.14860631,0.29907565,0.12025555,0.20229886,0.00000000
-4.67933967,0.76951778,0.26577690,0.20498189,0.00124923,0.14193230,0.28536416,0.11310989,0.19082865,0.00000000
-4.67333667,0.73261426,0.24571063,0.19623625,0.00118314,0.13631629,0.27328603,0.10666087,0.17969410,0.00000000
-4.66733367,0.69910387,0.22780455,0.18798463,0.00111652,0.13180247,0.26299273,0.10092731,0.16900025,0.00000000
-4.66133067,0.66939023,0.21216630,0.18036387,0.00105025,0.12844049,0.25463444,0.09593181,0.15884904,0.00000000
-4.65532766,0.64386308,0.19887324,0.17350810,0.00098517,0.12628158,0.24835420,0.09169850,0.14933687,0.00000000
-4.64932466,0.62288219,0.18797211,0.16754392,0.00092208,0.12537441,0.24428159,0.08825065,0.14055210,0.00000000
-4.64332166,0.60676096,0.17947877,0.16258571,0.00086173,0.12576062,0.24252595,0.08560818,0.13257260,0.00000000
