energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up
-5.81990995,13.07313194,3.43573385,8.36442018,0.07718333,0.71808471,0.89838287,0.60661937,0.04986561,2.44354870
-5.81390695,13.15193474,3.42808212,8.41298905,0.07856934,0.70367478,0.91812109,0.61880079,0.05016953,2.47645452
-5.80790395,13.23387730,3.42174286,8.46465349,0.07974747,0.68973471,0.93825035,0.63067799,0.05059969,2.50809905
-5.80190095,13.31850151,3.41661912,8.51935252,0.08068581,0.67643291,0.95849555,0.64217256,0.05114889,2.53811389
-5.79589795,13.40532103,3.41265406,8.57695204,0.08135549,0.66393592,0.97858330,0.65321402,0.05180747,2.56617122
-5.78989495,13.49382466,3.40985136,8.63722969,0.08173190,0.65240495,0.99825189,0.66374161,0.05256359,2.59199727
-5.78389195,13.58348343,3.40829243,8.69986511,0.08179593,0.64199243,1.01726114,0.67370595,0.05340355,2.61538477
-5.77788894,13.67376141,3.40814946,8.76443663,0.08153489,0.63283843,1.03540167,0.68307041,0.05431232,2.63620386
-5.77188594,13.76413061,3.40969315,8.83042546,0.08094333,0.62506726,1.05250327,0.69181232,0.05527396,2.65441079
-5.76588294,13.85408990,3.41329479,8.89722789,0.08002353,0.61878421,1.06844191,0.69992384,0.05627226,2.67005400
-5.75987994,13.94318796,3.41942226,8.96417576,0.07878566,0.61407275,1.08314506,0.70741264,0.05729123,2.68327740
-5.75387694,14.03104999,3.42863021,9.03056485,0.07724774,0.61099222,1.09659535,0.71430220,0.05831572,2.69432040
-5.74787394,14.11740731,3.44154474,9.09569039,0.07543527,0.60957610,1.10883219,0.72063198,0.05933193,2.70351508
-5.74187094,14.20212901,3.45884346,9.15888823,0.07338058,0.60983106,1.11995151,0.72645731,0.06032785,2.71128025
-5.73586793,14.28525405,3.48123156,9.21957977,0.07112198,0.61173666,1.13010362,0.73184909,0.06129369,2.71811290
-5.72986493,14.36702210,3.50941535,9.27731833,0.06870276,0.61524591,1.13948935,0.73689332,0.06222216,2.72457726
-5.72386193,14.44790090,3.54407414,9.33183421,0.06616999,0.62028646,1.14835459,0.74169039,0.06310871,2.73129183
-5.71785893,14.52860811,3.58583178,9.38307564,0.06357332,0.62676240,1.15698348,0.74635429,0.06395154,2.73891488
-5.71185593,14.61012515,3.63522892,9.43124283,0.06096372,0.63455665,1.16569050,0.75101148,0.06475164,2.74812878
-5.70585293,14.69370119,3.69269717,9.47681261,0.05839228,0.64353370,1.17481165,0.75579966,0.06551257,2.75962374
-5.69984992,14.78084551,3.75853595,9.52055147,0.05590905,0.65354250,1.18469504,0.76086624,0.06624024,2.77408118
-5.69384692,14.87330703,3.83289279,9.56351538,0.05356203,0.66441959,1.19569103,0.76636652,0.06694252,2.79215731
-5.68784392,14.97304051,3.91574786,9.60703566,0.05139624,0.67599203,1.20814221,0.77246164,0.06762877,2.81446719
-5.68184092,15.08215981,4.00690289,9.65269073,0.04945297,0.68808023,1.22237340,0.77931621,0.06830933,2.84156965
-5.67583792,15.20287896,4.10597505,9.70226452,0.04776918,0.70050057,1.23868193,0.78709571,0.06899495,2.87395332
-5.66983492,15.33744317,4.21239559,9.75769290,0.04637705,0.71306763,1.25732827,0.79596351,0.06969622,2.91202408
-5.66383192,15.48805197,4.32541351,9.82100055,0.04530366,0.72559615,1.27852730,0.80607783,0.07042299,2.95609412
-5.65782891,15.65677754,4.44410386,9.89423068,0.04457074,0.73790271,1.30244038,0.81758842,0.07118384,3.00637278
-5.65182591,15.84548171,4.56738049,9.97937090,0.04419463,0.74980710,1.32916835,0.83063315,0.07198565,3.06295935
-5.64582291,16.05573484,4.69401286,10.07827829,0.04418623,0.76113359,1.35874564,0.84533457,0.07283318,3.12583787
-5.63981991,16.28874010,4.82264634,10.19260698,0.04455105,0.77171196,1.39113565,0.86179647,0.07372881,3.19487400
-5.63381691,16.54526619,4.95182547,10.32374116,0.04528925,0.78137864,1.42622761,0.88010055,0.07467239,3.26981396
-5.62781391,16.82559118,5.08001957,10.47273609,0.04639584,0.78997775,1.46383487,0.90030326,0.07566118,3.35028546
-5.62181091,17.12945932,5.20564986,10.64026920,0.04786070,0.79736235,1.50369490,0.92243277,0.07668994,3.43580057
-5.61580790,17.45605228,5.32711748,10.82660272,0.04966884,0.80339568,1.54547104,0.94648629,0.07775105,3.52576037
-5.60980490,17.80397544,5.44283164,11.03155863,0.05180046,0.80795263,1.58875590,0.97242765,0.07883485,3.61946129
-5.60380190,18.17125898,5.55123707,11.25450623,0.05423120,0.81092124,1.63307660,1.00018529,0.07992990,3.71610289
-5.59779890,18.55537332,5.65084030,11.49436177,0.05693232,0.81220428,1.67790170,1.02965056,0.08102341,3.81479701
-5.59179590,18.95325751,5.74023396,11.74959950,0.05987096,0.81172081,1.72264973,1.06067653,0.08210160,3.91457808
-5.58579290,19.36135902,5.81811873,12.01827258,0.06301037,0.80940766,1.76669922,1.09307730,0.08315011,4.01441442
-5.57978989,19.77568318,5.88332249,12.29804271,0.06631031,0.80522069,1.80940000,1.12662785,0.08415441,4.11322048
-5.57378689,20.19185031,5.93481642,12.58621646,0.06972743,0.79913590,1.85008559,1.16106452,0.08510006,4.20986984
-5.56778389,20.60515856,5.97172788,12.87978692,0.07321572,0.79115007,1.88808633,1.19608616,0.08597307,4.30320886
-5.56178089,21.01065089,5.99335003,13.17547905,0.07672706,0.78128110,1.92274296,1.23135613,0.08676003,4.39207095
-5.55577789,21.40318448,5.99914834,13.46979726,0.08021184,0.76956792,1.95342032,1.26650502,0.08744830,4.47529131
-5.54977489,21.77750135,5.98876400,13.75907425,0.08361963,0.75606987,1.97952075,1.30113441,0.08802609,4.55172206
-5.54377189,22.12829930,5.96201463,14.03952020,0.08689989,0.74086578,2.00049685,1.33482143,0.08848244,4.62024758
-5.53776888,22.45030236,5.91889239,14.30727176,0.09000277,0.72405242,2.01586321,1.36712437,0.08880724,4.67980004
-5.53176588,22.73833032,5.85955981,14.55844064,0.09287990,0.70574283,2.02520676,1.39758922,0.08899115,4.72937478
-5.52576288,22.98736722,5.78434373,14.78916178,0.09548522,0.68606411,2.02819540,1.42575708,0.08902558,4.76804547
-5.51975988,23.19262870,5.69372744,14.99564128,0.09777580,0.66515508,2.02458478,1.45117238,0.08890259,4.79497881
-5.51375688,23.34962817,5.58834133,15.17420437,0.09971258,0.64316381,2.01422282,1.47339177,0.08861491,4.80944842
-5.50775388,23.45424190,5.46895230,15.32134394,0.10126117,0.62024500,1.99705209,1.49199347,0.08815593,4.81084781
-5.50175088,23.50277304,5.33645207,15.43376970,0.10239249,0.59655738,1.97310992,1.50658690,0.08751976,4.79870210
-5.49574787,23.49201425,5.19184445,15.50845842,0.10308335,0.57226124,1.94252625,1.51682230,0.08670138,4.77267824
-5.48974487,23.41930868,5.03623195,15.54270501,0.10331696,0.54751604,1.90551948,1.52239999,0.08569678,4.73259353
-5.48374187,23.28260850,4.87080154,15.53417423,0.10308329,0.52247828,1.86239047,1.52307915,0.08450319,4.67842214
-5.47773887,23.08052997,4.69680994,15.48095232,0.10237931,0.49729957,1.81351493,1.51868554,0.08311936,4.61029951
-5.47173587,22.81240384,4.51556838,15.38159760,0.10120909,0.47212498,1.75933461,1.50911808,0.08154580,4.52852445
-5.46573287,22.47831913,4.32842705,15.23518846,0.09958375,0.44709169,1.70034753,1.49435386,0.07978506,4.43355864
-5.45972986,22.07915863,4.13675938,15.04136715,0.09752130,0.42232793,1.63709762,1.47445136,0.07784205,4.32602359
-5.45372686,21.61662371,3.94194613,14.80037735,0.09504623,0.39795215,1.57016415,1.44955173,0.07572418,4.20669488
-5.44772386,21.09324646,3.74535971,14.51309322,0.09218911,0.37407253,1.50015112,1.41987789,0.07344157,4.07649349
-5.44172086,20.51238683,3.54834863,14.18103791,0.08898590,0.35078662,1.42767701,1.38573139,0.07100711,3.93647451
-5.43571786,19.87821304,3.35222243,13.80638934,0.08547725,0.32818125,1.35336493,1.34748719,0.06843644,3.78781292
-5.42971486,19.19566368,3.15823718,13.39197149,0.08170762,0.30633252,1.27783351,1.30558623,0.06574784,3.63178685
-5.42371186,18.47039074,2.96758182,12.94122995,0.07772438,0.28530605,1.20168846,1.26052612,0.06296197,3.46975836
-5.41770885,17.70868344,2.78136546,12.45819091,0.07357679,0.26515713,1.12551493,1.21285026,0.06010161,3.30315204
-5.41170585,16.91737348,2.60060597,11.94740360,0.06931498,0.24593113,1.04987077,1.16313552,0.05719113,3.13343194
-5.40570285,16.10372356,2.42621996,11.41386693,0.06498892,0.22766378,0.97528056,1.11197914,0.05425609,2.96207715
-5.39969985,15.27530142,2.25901441,10.86294186,0.06064742,0.21038164,0.90223053,1.05998511,0.05132259,2.79055670
-5.39369685,14.43984304,2.09968012,10.30025177,0.05633713,0.19410244,0.83116425,1.00775057,0.04841668,2.62030441
-5.38769385,13.60510875,1.94878721,9.73157384,0.05210170,0.17883553,0.76247913,0.95585266,0.04556379,2.45269441
-5.38169085,12.77873696,1.80678270,9.16272479,0.04798099,0.16458239,0.69652374,0.90483634,0.04278807,2.28901792
-5.37568784,11.96810024,1.67399027,8.59944499,0.04401043,0.15133701,0.63359595,0.85520345,0.04011182,2.13046211
-5.36968484,11.18016841,1.55061230,8.04728456,0.04022049,0.13908650,0.57394175,0.80740342,0.03755503,1.97809168
-5.36368184,10.42138337,1.43673404,7.51149573,0.03663632,0.12781160,0.51775501,0.76182593,0.03513492,1.83283359
-5.35767884,9.69754935,1.33232976,6.99693451,0.03327755,0.11748730,0.46517799,0.71879557,0.03286562,1.69546550
-5.35167584,9.01374215,1.23727082,6.50797518,0.03015827,0.10808349,0.41630256,0.67856862,0.03075794,1.56660817
-5.34567284,8.37423949,1.15133526,6.04843967,0.02728709,0.09956565,0.37117231,0.64133201,0.02881926,1.44672196
-5.33966983,7.78247389,1.07421866,5.62154370,0.02466739,0.09189554,0.32978527,0.60720419,0.02705354,1.33610736
-5.33366683,7.24100842,1.00554580,5.22986030,0.02229768,0.08503200,0.29209735,0.57623785,0.02546141,1.23490947
-5.32766383,6.75153466,0.94488291,4.87530099,0.02017208,0.07893159,0.25802624,0.54842421,0.02404033,1.14312589
-5.32166083,6.31489116,0.89174994,4.55911368,0.01828084,0.07354936,0.22745585,0.52369853,0.02278491,1.06061779
-5.31565783,5.93110015,0.84563250,4.28189598,0.01661098,0.06883945,0.20024104,0.50194664,0.02168725,0.98712339
-5.30965483,5.59941957,0.80599325,4.04362206,0.01514689,0.06475571,0.17621246,0.48301204,0.02073728,0.92227335
-5.30365183,5.31840718,0.77228227,3.84368066,0.01387100,0.06125218,0.15518156,0.46670331,0.01992320,0.86560739
-5.29764882,5.08599325,0.74394634,3.68092194,0.01276444,0.05828354,0.13694540,0.45280159,0.01923192,0.81659139
-5.29164582,4.89955867,0.72043690,3.55371044,0.01180764,0.05580538,0.12129136,0.44106778,0.01864946,0.77463459
-5.28564282,4.75601542,0.70121669,3.45998213,0.01098091,0.05377444,0.10800139,0.43124931,0.01816137,0.73910612
-5.27963982,4.65188667,0.68576502,3.39730309,0.01026498,0.05214878,0.09685604,0.42308636,0.01775312,0.70935054
-5.27363682,4.58338464,0.67358191,3.36292831,0.00964142,0.05088780,0.08763789,0.41631734,0.01741042,0.68470209
-5.26763382,4.54648460,0.66419109,3.35385926,0.00909301,0.04995234,0.08013459,0.41068369,0.01711956,0.66449731
-5.26163082,4.53699423,0.65714221,3.36689927,0.00860408,0.04930461,0.07414137,0.40593391,0.01686761,0.64808603
-5.25562781,4.55061799,0.65201241,3.39870641,0.00816071,0.04890825,0.06946307,0.40182694,0.01664269,0.63484058
-5.24962481,4.58301674,0.64840763,3.44584367,0.00775085,0.04872837,0.06591576,0.39813489,0.01643410,0.62416348
-5.24362181,4.62986318,0.64596367,3.50482687,0.00736440,0.04873165,0.06332795,0.39464526,0.01623247,0.61549359
-5.23761881,4.68689379,0.64434744,3.57217049,0.00699322,0.04888645,0.06154147,0.39116279,0.01602984,0.60831097
-5.23161581,4.74995842,0.64325845,3.64443225,0.00663107,0.04916313,0.06041202,0.38751091,0.01581972,0.60214070
-5.22561281,4.81506812,0.64243057,3.71825672,0.00627346,0.04953429,0.05980960,0.38353311,0.01559714,0.59655578
-5.21960980,4.87844198,0.64163415,3.79041845,0.00591754,0.04997518,0.05961864,0.37909409,0.01535868,0.59117946
-5.21360680,4.93655337,0.64067846,3.85786482,0.00556189,0.05046416,0.05973808,0.37408090,0.01510246,0.58568699
-5.20760380,4.98617539,0.63941417,3.91775844,0.00520635,0.05098309,0.06008127,0.36840404,0.01482816,0.57980704
-5.20160080,5.02442533,0.63773583,3.96751864,0.00485175,0.05151781,0.06057578,0.36199853,0.01453701,0.57332282
-5.19559780,5.04880698,0.63558392,4.00486146,0.00449975,0.05205854,0.06116313,0.35482501,0.01423178,0.56607283
-5.18959480,5.05724976,0.63294629,4.02783683,0.00415260,0.05260013,0.06179833,0.34687065,0.01391679,0.55795136
-5.18359180,5.04814307,0.62985860,4.03486193,0.00381299,0.05314225,0.06244938,0.33815000,0.01359790,0.54890847
-5.17758879,5.02036405,0.62640351,4.02474917,0.00348383,0.05368937,0.06309649,0.32870558,0.01328250,0.53894946
-5.17158579,4.97329713,0.62270830,3.99672727,0.00316815,0.05425052,0.06373123,0.31860812,0.01297945,0.52813368
-5.16558279,4.90684363,0.61894079,3.95045425,0.00286900,0.05483889,0.06435542,0.30795648,0.01269912,0.51657247
-5.15957979,4.82142000,0.61530346,3.88602099,0.00258934,0.05547109,0.06497981,0.29687696,0.01245325,0.50442622
-5.15357679,4.71794377,0.61202572,3.80394457,0.00233201,0.05616631,0.06562261,0.28552221,0.01225494,0.49190039
-5.14757379,4.59780670,0.60935457,3.70515089,0.00209972,0.05694515,0.06630774,0.27406937,0.01211852,0.47924048
-5.14157079,4.46283520,0.60754383,3.59094670,0.00189504,0.05782840,0.06706307,0.26271776,0.01205940,0.46672599
-5.13556778,4.31523875,0.60684232,3.46298137,0.00172049,0.05883559,0.06791840,0.25168579,0.01209388,0.45466344
-5.12956478,4.15754767,0.60748156,3.32319955,0.00157852,0.05998356,0.06890346,0.24120739,0.01223897,0.44337849
-5.12356178,3.99254214,0.60966349,3.17378621,0.00147164,0.06128503,0.07004598,0.23152785,0.01251207,0.43320748
-5.11755878,3.82317480,0.61354875,3.01710583,0.00140244,0.06274729,0.07136973,0.22289912,0.01293070,0.42448853
-5.11155578,3.65248967,0.61924634,2.85563802,0.00137374,0.06437097,0.07289287,0.21557482,0.01351213,0.41755245
-5.10555278,3.48354025,0.62680506,2.69191182,0.00138857,0.06614921,0.07462643,0.20980486,0.01427295,0.41271377
-5.09954977,3.31930965,0.63620740,2.52844115,0.00145032,0.06806698,0.07657317,0.20582988,0.01522871,0.41026205
-5.09354677,3.16263574,0.64736613,2.36766360,0.00156270,0.07010093,0.07872684,0.20387564,0.01639337,0.41045389
-5.08754377,3.01614349,0.66012408,2.21188473,0.00172983,0.07221946,0.08107174,0.20414735,0.01777888,0.41350568
-5.08154077,2.88218680,0.67425704,2.06322964,0.00195617,0.07438335,0.08358288,0.20682416,0.01939468,0.41958736
-5.07553777,2.76280136,0.68947984,1.92360305,0.00224654,0.07654671,0.08622639,0.21205387,0.02124719,0.42881731
-5.06953477,2.65966935,0.70545530,1.79465902,0.00260600,0.07865833,0.08896053,0.21994800,0.02333935,0.44125844
-5.06353177,2.57409664,0.72180566,1.67778041,0.00303976,0.08066328,0.09173691,0.23057717,0.02567017,0.45691551
-5.05752876,2.50700213,0.73812594,1.57406839,0.00355304,0.08250487,0.09450216,0.24396717,0.02823438,0.47573371
-5.05152576,2.45891864,0.75399863,1.48434118,0.00415088,0.08412664,0.09719971,0.26009551,0.03102208,0.49759840
-5.04552276,2.43000421,0.76900880,1.40914136,0.00483799,0.08547451,0.09977185,0.27888885,0.03401848,0.52233602
-5.03951976,2.42006245,0.78275907,1.34875045,0.00561844,0.08649878,0.10216174,0.30022119,0.03720381,0.54971601
-5.03351676,2.42857009,0.79488351,1.30320938,0.00649549,0.08715612,0.10431540,0.32391301,0.04055327,0.57945372
-5.02751376,2.45471028,0.80505998,1.27234337,0.00747131,0.08741121,0.10618361,0.34973155,0.04403713,0.61121420
-5.02151076,2.49740952,0.81302012,1.25578957,0.00854675,0.08723809,0.10772357,0.37739221,0.04762099,0.64461682
-5.01550775,2.55537689,0.81855674,1.25302602,0.00972110,0.08662120,0.10890023,0.40656115,0.05126613,0.67924058
-5.00950475,2.62714385,0.82152833,1.26340044,0.01099190,0.08555590,0.10968736,0.43685928,0.05493006,0.71463024
-5.00350175,2.71110351,0.82186045,1.28615779,0.01235478,0.08404865,0.11006816,0.46786749,0.05856719,0.75030304
-4.99749875,2.80554819,0.81954430,1.32046543,0.01380335,0.08211666,0.11003557,0.49913331,0.06212961,0.78575611
-4.99149575,2.90870476,0.81463256,1.36543525,0.01532911,0.07978721,0.10959212,0.53017872,0.06556800,0.82047443
-4.98549275,3.01876706,0.80723298,1.42014235,0.01692152,0.07709658,0.10874947,0.56050924,0.06883269,0.85393945
-4.97948974,3.13392523,0.79750017,1.48363987,0.01856802,0.07408867,0.10752762,0.58962391,0.07187466,0.88563804
-4.97348674,3.25239192,0.78562621,1.55497028,0.02025420,0.07081344,0.10595385,0.61702613,0.07464678,0.91507194
-4.96748374,3.37242549,0.77183060,1.63317314,0.02196405,0.06732513,0.10406146,0.64223498,0.07710483,0.94176732
-4.96148074,3.49235031,0.75635021,1.71729007,0.02368019,0.06368053,0.10188843,0.66479672,0.07920870,0.96528444
-4.95547774,3.61057465,0.73942968,1.80636733,0.02538420,0.05993721,0.09947589,0.68429617,0.08092339,0.98522705
-4.94947474,3.72560639,0.72131283,1.89945698,0.02705704,0.05615185,0.09686677,0.70036748,0.08221997,1.00125137
-4.94347174,3.83606702,0.70223536,1.99561738,0.02867940,0.05237881,0.09410435,0.71270405,0.08307638,1.01307432
-4.93746873,3.94070422,0.68241905,2.09391393,0.03023214,0.04866885,0.09123109,0.72106706,0.08347807,1.02048065
-4.93146573,4.03840359,0.66206772,2.19342104,0.03169670,0.04506814,0.08828748,0.72529243,0.08341845,1.02332884
-4.92546273,4.12819973,0.64136480,2.29322602,0.03305544,0.04161753,0.08531117,0.72529586,0.08289908,1.02155540
-4.91945973,4.20928709,0.62047252,2.39243586,0.03429208,0.03835218,0.08233633,0.72107558,0.08192975,1.01517732
-4.91345673,4.28103088,0.59953247,2.49018729,0.03539195,0.03530138,0.07939318,0.71271297,0.08052817,1.00429268
-4.90745373,4.34297820,0.57866742,2.58566061,0.03634226,0.03248866,0.07650779,0.70037073,0.07871959,0.98907919
-4.90145073,4.39486957,0.55798390,2.67809746,0.03713232,0.02993216,0.07370207,0.68428871,0.07653610,0.96979075
-4.89544772,4.43665084,0.53757547,2.76682243,0.03775368,0.02764515,0.07099398,0.66477768,0.07401584,0.94675204
-4.88944472,4.46848523,0.51752628,2.85126800,0.03820020,0.02563670,0.06839786,0.64221103,0.07120198,0.92035140
-4.88344172,4.49076531,0.49791463,2.93100212,0.03846807,0.02391247,0.06592495,0.61701499,0.06814163,0.89103217
-4.87743872,4.50412418,0.47881633,3.00575730,0.03855582,0.02247551,0.06358397,0.58965742,0.06488471,0.85928281
-4.87143572,4.50944514,0.46030766,3.07545983,0.03846421,0.02132705,0.06138176,0.56063593,0.06148271,0.82562609
-4.86543272,4.50786885,0.44246769,3.14025752,0.03819616,0.02046734,0.05932400,0.53046539,0.05798753,0.79060779
-4.85942971,4.50079668,0.42538005,3.20054387,0.03775661,0.01989624,0.05741578,0.49966561,0.05445033,0.75478517
-4.85342671,4.48988887,0.40913377,3.25697701,0.03715237,0.01961384,0.05566229,0.46874933,0.05092053,0.71871559
-4.84742371,4.47705617,0.39382343,3.31049095,0.03639196,0.01962084,0.05406924,0.43821096,0.04744481,0.68294554
-4.84142071,4.46444327,0.37954850,3.36229765,0.03548546,0.01991876,0.05264334,0.40851649,0.04406637,0.64800035
-4.83541771,4.45440292,0.36641179,3.41387789,0.03444431,0.02051001,0.05139248,0.38009453,0.04082425,0.61437480
-4.82941471,4.44945958,0.35451729,3.46695977,0.03328116,0.02139773,0.05032583,0.35332890,0.03775283,0.58252463
-4.82341171,4.45226188,0.34396730,3.52348403,0.03200969,0.02258545,0.04945377,0.32855275,0.03488150,0.55285922
-4.81740870,4.46552394,0.33485893,3.58555593,0.03064437,0.02407655,0.04878764,0.30604413,0.03223443,0.52573530
-4.81140570,4.49195580,0.32728023,3.65538426,0.02920035,0.02587363,0.04833928,0.28602317,0.02983050,0.50145178
-4.80540270,4.53418446,0.32130596,3.73520876,0.02769324,0.02797769,0.04812049,0.26865056,0.02768330,0.48024567
-4.79939970,4.59466726,0.31699322,3.82721795,0.02613885,0.03038727,0.04814234,0.25402743,0.02580129,0.46228904
-4.79339670,4.67560060,0.31437712,3.93346027,0.02455308,0.03309752,0.04841437,0.24219634,0.02418793,0.44768707
-4.78739370,4.77882715,0.31346668,4.05575197,0.02295164,0.03609936,0.04894379,0.23314327,0.02284200,0.43647704
-4.78139070,4.90574581,0.31424118,4.19558572,0.02134985,0.03937858,0.04973468,0.22680057,0.02175780,0.42862848
-4.77538769,5.05722866,0.31664723,4.35404437,0.01976249,0.04291525,0.05078720,0.22305066,0.02092557,0.42404440
-4.76938469,5.23354945,0.32059668,4.53172429,0.01820354,0.04668311,0.05209697,0.22173045,0.02033174,0.42256360
-4.76338169,5.43432817,0.32596566,4.72867272,0.01668607,0.05064939,0.05365461,0.22263634,0.01995940,0.42396432
-4.75737869,5.65849572,0.33259484,4.94434306,0.01522205,0.05477476,0.05544544,0.22552982,0.01978863,0.42796910
-4.75137569,5.90428219,0.34029111,5.17757152,0.01382229,0.05901362,0.05744947,0.23014362,0.01979695,0.43425100
-4.74537269,6.16923113,0.34883069,5.42657768,0.01249636,0.06331477,0.05964167,0.23618820,0.01995981,0.44244119
-4.73936968,6.45024135,0.35796364,5.68899030,0.01125253,0.06762230,0.06199252,0.24335884,0.02025103,0.45213772
-4.73336668,6.74363626,0.36741980,5.96189876,0.01009784,0.07187686,0.06446881,0.25134288,0.02064339,0.46291565
-4.72736368,7.04525931,0.37691590,6.24192892,0.00903816,0.07601709,0.06703482,0.25982736,0.02110914,0.47433801
-4.72136068,7.35059293,0.38616371,6.52534127,0.00807830,0.07998137,0.06965358,0.26850668,0.02162068,0.48596767
-4.71535768,7.65489687,0.39487884,6.80814763,0.00722216,0.08370961,0.07228847,0.27709025,0.02215108,0.49737955
-4.70935468,7.95336048,0.40278995,7.08624188,0.00647295,0.08714517,0.07490486,0.28530997,0.02267478,0.50817300
-4.70335168,8.24126298,0.40964794,7.35553923,0.00583337,0.09023669,0.07747184,0.29292716,0.02316820,0.51798370
-4.69734867,8.51413479,0.41523474,7.61211794,0.00530589,0.09293984,0.07996389,0.29973897,0.02361030,0.52649492
-4.69134567,8.76791274,0.41937125,7.85235730,0.00489292,0.09521886,0.08236247,0.30558382,0.02398315,0.53344744
-4.68534267,8.99908246,0.42192423,8.07306551,0.00459711,0.09704784,0.08465742,0.31034575,0.02427238,0.53864781
-4.67933967,9.20480125,0.42281157,8.27159184,0.00442151,0.09841156,0.08684803,0.31395756,0.02446753,0.54197467
-4.67333667,9.38299600,0.42200590,8.44591788,0.00436973,0.09930610,0.08894385,0.31640240,0.02456233,0.54338264
-4.66733367,9.53243176,0.41953624,8.59472409,0.00444614,0.09973885,0.09096502,0.31771381,0.02455480,0.54290376
-4.66133067,9.65274793,0.41548764,8.71742864,0.00465587,0.09972821,0.09294218,0.31797426,0.02444723,0.54064620
-4.65532766,9.74446071,0.40999881,8.81419725,0.00500485,0.09930288,0.09491596,0.31731191,0.02424602,0.53679041
-4.64932466,9.80893199,0.40325778,8.88592416,0.00549980,0.09850066,0.09693595,0.31589599,0.02396132,0.53158273
-4.64332166,9.84830651,0.39549586,8.93418536,0.00614802,0.09736706,0.09905924,0.31393068,0.02360663,0.52532662
