energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.61580790,8.37394821,1.67610966,1.12754407,0.03233589,1.45904599,4.00134640,2.69071667,0.04667797,3.32035106
-5.60980490,8.50958092,1.72370391,1.17373884,0.03351898,1.45965825,4.05235663,2.71833799,0.04813113,3.41333807
-5.60380190,8.62838509,1.77009662,1.21841857,0.03469142,1.45608837,4.09752566,2.73857640,0.04951824,3.50245867
-5.59779890,8.73021301,1.81500351,1.26119266,0.03584822,1.44861489,4.13736957,2.75146335,0.05083558,3.58716817
-5.59179590,8.81507251,1.85812244,1.30168963,0.03698445,1.43755759,4.17239382,2.75712569,0.05208013,3.66694353
-5.58579290,8.88308241,1.89912873,1.33955953,0.03809529,1.42326366,4.20304924,2.75577295,0.05324929,3.74127362
-5.57978989,8.93442849,1.93767269,1.37447610,0.03917589,1.40609373,4.22969237,2.74768295,0.05434062,3.80965085
-5.57378689,8.96932252,1.97337937,1.40613874,0.04022146,1.38640812,4.25255234,2.73318657,0.05535151,3.87156505
-5.56778389,8.98796654,2.00585091,1.43427431,0.04122721,1.36455418,4.27170604,2.71265221,0.05627895,3.92650006
-5.56178089,8.99052421,2.03467126,1.45863879,0.04218838,1.34085506,4.28706282,2.68647077,0.05711935,3.97393355
-5.55577789,8.97710061,2.05941323,1.47901882,0.04310027,1.31560047,4.29835965,2.65504174,0.05786835,4.01334016
-5.54977489,8.94773119,2.07964753,1.49523311,0.04395823,1.28903986,4.30516682,2.61876099,0.05852081,4.04419796
-5.54377189,8.90238032,2.09495342,1.50713367,0.04475774,1.26137799,4.30690387,2.57801056,0.05907082,4.06599790
-5.53776888,8.84094909,2.10493056,1.51460695,0.04549438,1.23277333,4.30286485,2.53315099,0.05951172,4.07825592
-5.53176588,8.76329147,2.10921135,1.51757473,0.04616384,1.20333893,4.29225167,2.48451604,0.05983638,4.08052709
-5.52576288,8.66923799,2.10747355,1.51599491,0.04676194,1.17314586,4.27421356,2.43241024,0.06003731,4.07242096
-5.51975988,8.55862499,2.09945226,1.50986198,0.04728457,1.14222870,4.24789090,2.37710874,0.06010701,4.05361759
-5.51375688,8.43132800,2.08495105,1.49920734,0.04772768,1.11059288,4.21246096,2.31885966,0.06003825,4.02388324
-5.50775388,8.28729718,2.06385164,1.48409935,0.04808722,1.07822333,4.16718344,2.25788834,0.05982440,3.98308514
-5.50175088,8.12659288,2.03612171,1.46464315,0.04835911,1.04509386,4.11144367,2.19440327,0.05945974,3.93120449
-5.49574787,7.94941950,2.00182062,1.44098014,0.04853921,1.01117689,4.04479118,2.12860319,0.05893980,3.86834726
-5.48974487,7.75615584,1.96110277,1.41328730,0.04862327,0.97645286,3.96697228,2.06068499,0.05826164,3.79475211
-5.48374187,7.54738057,1.91421839,1.38177613,0.04860698,0.94091890,3.87795483,1.99085184,0.05742407,3.71079524
-5.47773887,7.32389148,1.86151183,1.34669135,0.04848599,0.90459631,3.77794456,1.91932121,0.05642786,3.61699185
-5.47173587,7.08671771,1.80341734,1.30830917,0.04825601,0.86753654,3.66739206,1.84633233,0.05527584,3.51399415
-5.46573287,6.83712446,1.74045246,1.26693536,0.04791293,0.82982533,3.54699056,1.77215277,0.05397305,3.40258594
-5.45972986,6.57660986,1.67320923,1.22290276,0.04745302,0.79158498,3.41766456,1.69708375,0.05252669,3.28367403
-5.45372686,6.30689431,1.60234354,1.17656853,0.04687310,0.75297461,3.28055027,1.62146417,0.05094608,3.15827655
-5.44772386,6.02990255,1.52856287,1.12831087,0.04617084,0.71418855,3.13696865,1.54567293,0.04924263,3.02750870
-5.44172086,5.74773927,1.45261291,1.07852534,0.04534502,0.67545299,2.98839250,1.47012975,0.04742962,2.89256618
-5.43571786,5.46265908,1.37526337,1.02762071,0.04439573,0.63702114,2.83640911,1.39529414,0.04552206,2.75470686
-5.42971486,5.17703192,1.29729342,0.97601441,0.04332472,0.59916718,2.68268002,1.32166283,0.04353646,2.61523108
-5.42371186,4.89330500,1.21947725,0.92412757,0.04213554,0.56217937,2.52889969,1.24976556,0.04149059,2.47546109
-5.41770885,4.61396247,1.14257013,0.87237980,0.04083374,0.52635272,2.37675447,1.18015938,0.03940320,2.33672017
-5.41170585,4.34148397,1.06729535,0.82118367,0.03942696,0.49198145,2.22788365,1.11342159,0.03729372,2.20031178
-5.40570285,4.07830315,0.99433238,0.77093915,0.03792495,0.45935171,2.08384361,1.05014148,0.03518200,2.06749931
-5.39969985,3.82676727,0.92430660,0.72202804,0.03633949,0.42873471,1.94607641,0.99091105,0.03308795,1.93948680
-5.39369685,3.58909866,0.85778077,0.67480861,0.03468422,0.40038069,1.81588341,0.93631486,0.03103130,1.81740099
-5.38769385,3.36735893,0.79524849,0.62961051,0.03297444,0.37451365,1.69440469,0.88691923,0.02903125,1.70227506
-5.38169085,3.16341654,0.73712956,0.58673024,0.03122669,0.35132718,1.58260430,0.84326108,0.02710621,1.59503436
-5.37568784,2.97891818,0.68376750,0.54642721,0.02945846,0.33098128,1.48126147,0.80583647,0.02527350,1.49648437
-5.36968484,2.81526451,0.63542893,0.50892052,0.02768764,0.31360025,1.39096753,0.77508924,0.02354911,1.40730103
-5.36368184,2.67359028,0.59230481,0.47438666,0.02593213,0.29927149,1.31212798,0.75139998,0.02194745,1.32802369
-5.35767884,2.55474924,0.55451327,0.44295809,0.02420932,0.28804523,1.24496914,0.73507556,0.02048114,1.25905059
-5.35167584,2.45930378,0.52210379,0.41472283,0.02253561,0.27993490,1.18954867,0.72633962,0.01916084,1.20063709
-5.34567284,2.38751943,0.49506252,0.38972491,0.02092603,0.27491819,1.14576910,0.72532423,0.01799508,1.15289651
-5.33966983,2.33936415,0.47331827,0.36796585,0.01939382,0.27293847,1.11339355,0.73206323,0.01699020,1.11580351
-5.33366683,2.31451257,0.45674901,0.34940694,0.01795012,0.27390662,1.09206285,0.74648740,0.01615023,1.08920010
-5.32766383,2.31235491,0.44518848,0.33397226,0.01660379,0.27770303,1.08131341,0.76842191,0.01547686,1.07280380
-5.32166083,2.33201076,0.43843267,0.32155232,0.01536124,0.28417983,1.08059498,0.79758639,0.01496952,1.06621819
-5.31565783,2.37234763,0.43624590,0.31200824,0.01422638,0.29316315,1.08928809,0.83359770,0.01462534,1.06894526
-5.30965483,2.43200405,0.43836635,0.30517618,0.01320066,0.30445559,1.10672052,0.87597584,0.01443934,1.08039965
-5.30365183,2.50941729,0.44451082,0.30087205,0.01228320,0.31783881,1.13218261,0.92415289,0.01440448,1.09992427
-5.29764882,2.60285529,0.45437876,0.29889614,0.01147094,0.33307629,1.16494133,0.97748512,0.01451192,1.12680717
-5.29164582,2.71045262,0.46765539,0.29903776,0.01075893,0.34991633,1.20425296,1.03526808,0.01475113,1.16029931
-5.28564282,2.83024987,0.48401410,0.30107957,0.01014059,0.36809543,1.24937449,1.09675446,0.01511021,1.19963275
-5.27963982,2.96023597,0.50311814,0.30480162,0.00960802,0.38734194,1.29957383,1.16117425,0.01557609,1.24403909
-5.27363682,3.09839250,0.52462170,0.30998499,0.00915238,0.40738013,1.35413887,1.22775672,0.01613481,1.29276756
-5.26763382,3.24273918,0.54817069,0.31641487,0.00876418,0.42793469,1.41238566,1.29575354,0.01677186,1.34510246
-5.26163082,3.39137924,0.57340323,0.32388321,0.00843361,0.44873552,1.47366581,1.36446211,0.01747238,1.40037939
-5.25562781,3.54254348,0.59995013,0.33219082,0.00815091,0.46952284,1.53737311,1.43324848,0.01822156,1.45799987
-5.24962481,3.69463156,0.62743561,0.34114886,0.00790656,0.49005246,1.60294951,1.50156867,0.01900484,1.51744398
-5.24362181,3.84624921,0.65547836,0.35057992,0.00769161,0.51010111,1.66989047,1.56898752,0.01980826,1.57828035
-5.23761881,3.99623971,0.68369312,0.36031856,0.00749782,0.52947153,1.73774954,1.63519426,0.02061865,1.64017342
-5.23161581,4.14370851,0.71169287,0.37021150,0.00731789,0.54799728,1.80614209,1.70001371,0.02142394,1.70288736
-5.22561281,4.28803961,0.73909184,0.38011744,0.00714551,0.56554690,1.87474810,1.76341267,0.02221334,1.76628660
-5.21960980,4.42890276,0.76550914,0.38990665,0.00697551,0.58202733,1.94331375,1.82550072,0.02297750,1.83033266
-5.21360680,4.56625078,0.79057320,0.39946039,0.00680385,0.59738632,2.01165157,1.88652513,0.02370871,1.89507732
-5.20760380,4.70030664,0.81392685,0.40867034,0.00662762,0.61161362,2.07963906,1.94685986,0.02440095,1.96065216
-5.20160080,4.83154022,0.83523289,0.41743795,0.00644506,0.62474095,2.14721552,2.00698857,0.02504998,2.02725465
-5.19559780,4.96063529,0.85418004,0.42567407,0.00625541,0.63684047,2.21437696,2.06748229,0.02565340,2.09513115
-5.18959480,5.08844732,0.87048907,0.43329863,0.00605888,0.64802193,2.28116905,2.12897205,0.02621053,2.16455729
-5.18359180,5.21595363,0.88391879,0.44024073,0.00585652,0.65842830,2.34767802,2.19211771,0.02672243,2.23581629
-5.17758879,5.34419719,0.89427173,0.44643891,0.00565007,0.66823018,2.41401973,2.25757380,0.02719174,2.30917599
-5.17158579,5.47422619,0.90139922,0.45184183,0.00544182,0.67761895,2.48032701,2.32595382,0.02762249,2.38486529
-5.16558279,5.60703150,0.90520562,0.45640917,0.00523446,0.68679904,2.54673558,2.39779425,0.02801992,2.46305106
-5.15957979,5.74348440,0.90565143,0.46011285,0.00503096,0.69597944,2.61336899,2.47352001,0.02839022,2.54381627
-5.15357679,5.88427712,0.90275516,0.46293838,0.00483435,0.70536479,2.68032319,2.55341251,0.02874023,2.62714042
-5.14757379,6.02986868,0.89659369,0.46488629,0.00464763,0.71514642,2.74765114,2.63758215,0.02907712,2.71288316
-5.14157079,6.18043843,0.88730114,0.46597360,0.00447362,0.72549358,2.81534837,2.72594632,0.02940807,2.80077201
-5.13556778,6.33584957,0.87506618,0.46623500,0.00431485,0.73654537,2.88334012,2.81821427,0.02973987,2.89039489
-5.12956478,6.49562452,0.86012766,0.46572382,0.00417344,0.74840347,2.95147082,2.91387970,0.03007861,2.98119818
-5.12356178,6.65893375,0.84276896,0.46451259,0.00405106,0.76112623,3.01949672,3.01222189,0.03042936,3.07249070
-5.11755878,6.82459906,0.82331089,0.46269300,0.00394886,0.77472416,3.08708217,3.11231555,0.03079582,3.16345396
-5.11155578,6.99111196,0.80210367,0.46037523,0.00386741,0.78915723,3.15380031,3.21304952,0.03118007,3.25315854
-5.10555278,7.15666685,0.77951803,0.45768663,0.00380677,0.80433398,3.21913835,3.31315394,0.03158239,3.34058639
-5.09954977,7.31920848,0.75593589,0.45476963,0.00376644,0.82011264,3.28250778,3.41123503,0.03200110,3.42465860
-5.09354677,7.47649223,0.73174094,0.45177897,0.00374542,0.83630417,3.34325939,3.50581655,0.03243251,3.50426770
-5.08754377,7.62615527,0.70730940,0.44887822,0.00374231,0.85267720,3.40070283,3.59538633,0.03287097,3.57831351
-5.08154077,7.76579610,0.68300143,0.44623579,0.00375535,0.86896471,3.45413018,3.67844631,0.03330896,3.64574123
-5.07553777,7.89305951,0.65915335,0.44402047,0.00378254,0.88487223,3.50284272,3.75356415,0.03373734,3.70558032
-5.06953477,8.00572361,0.63607112,0.44239668,0.00382172,0.90008721,3.54618000,3.81942426,0.03414562,3.75698263
-5.06353177,8.10178549,0.61402514,0.44151967,0.00387072,0.91428930,3.58354981,3.87487635,0.03452235,3.79925817
-5.05752876,8.17954192,0.59324661,0.44153076,0.00392746,0.92716105,3.61445797,3.91897943,0.03485552,3.83190692
-5.05152576,8.23766168,0.57392554,0.44255301,0.00399003,0.93839878,3.63853643,3.95103931,0.03513311,3.85464521
-5.04552276,8.27524635,0.55621039,0.44468726,0.00405685,0.94772302,3.65556832,3.97063808,0.03534350,3.86742539
-5.03951976,8.29187690,0.54020925,0.44800897,0.00412669,0.95488824,3.66550874,3.97765426,0.03547606,3.87044784
-5.03351676,8.28764388,0.52599244,0.45256592,0.00419882,0.95969147,3.66849997,3.97227261,0.03552157,3.86416437
-5.02751376,8.26315984,0.51359642,0.45837681,0.00427301,0.96197957,3.66488045,3.95498318,0.03547268,3.84927289
-5.02151076,8.21955315,0.50302858,0.46543105,0.00434960,0.96165469,3.65518646,3.92656953,0.03532431,3.82670305
-5.01550775,8.15844342,0.49427278,0.47368956,0.00442948,0.95867799,3.64014656,3.88808653,0.03507390,3.79759340
-5.00950475,8.08189930,0.48729525,0.48308665,0.00451410,0.95307135,3.62066837,3.84082848,0.03472166,3.76326077
-5.00350175,7.99238025,0.48205057,0.49353304,0.00460542,0.94491710,3.59781827,3.78628895,0.03427064,3.72516267
-4.99749875,7.89266450,0.47848740,0.50491961,0.00470587,0.93435581,3.57279441,3.72611378,0.03372676,3.68485437
-4.99149575,7.78576615,0.47655367,0.51712198,0.00481823,0.92158231,3.54689410,3.66204903,0.03309868,3.64394190
-4.98549275,7.67484432,0.47620101,0.53000560,0.00494558,0.90684007,3.52147664,3.59588603,0.03239765,3.60403287
-4.97948974,7.56310820,0.47738820,0.54343102,0.00509112,0.89041425,3.49792304,3.52940546,0.03163716,3.56668676
-4.97348674,7.45372127,0.48008348,0.55725930,0.00525813,0.87262365,3.47759417,3.46432278,0.03083270,3.53336658
-4.96748374,7.34970850,0.48426562,0.57135700,0.00544974,0.85381189,3.46178888,3.40223672,0.03000127,3.50539359
-4.96148074,7.25386972,0.48992383,0.58560075,0.00566889,0.83433823,3.45170388,3.34458307,0.02916104,3.48390677
-4.95547774,7.16870239,0.49705641,0.59988098,0.00591813,0.81456815,3.44839680,3.29259502,0.02833087,3.46982845
-4.94947474,7.09633635,0.50566833,0.61410468,0.00619953,0.79486422,3.45275406,3.24727173,0.02752992,3.46383734
-4.94347174,7.03848262,0.51576786,0.62819697,0.00651455,0.77557738,3.46546481,3.20935582,0.02677725,3.46634997
-4.93746873,6.99639789,0.52736257,0.64210155,0.00686396,0.75703895,3.48700193,3.17932061,0.02609145,3.47751115
-4.93146573,6.97086546,0.54045474,0.65577976,0.00724775,0.73955352,3.51761105,3.15736728,0.02549038,3.49719381
-4.92546273,6.96219306,0.55503661,0.66920858,0.00766509,0.72339298,3.55730783,3.14343168,0.02499086,3.52500823
-4.91945973,6.97022686,0.57108580,0.68237742,0.00811429,0.70879164,3.60588381,3.13720043,0.02460853,3.56032026
-4.91345673,6.99438087,0.58856091,0.69528418,0.00859279,0.69594265,3.66292045,3.13813525,0.02435767,3.60227797
-4.90745373,7.03367991,0.60739789,0.70793066,0.00909719,0.68499564,3.72781070,3.14550440,0.02425117,3.64984550
-4.90145073,7.08681412,0.62750719,0.72031761,0.00962331,0.67605560,3.79978723,3.15841962,0.02430041,3.70184302
-4.89544772,7.15220230,0.64877190,0.73243991,0.01016621,0.66918292,3.87795587,3.17587713,0.02451529,3.75699119
-4.88944472,7.22806135,0.67104711,0.74428205,0.01072034,0.66439447,3.96133278,3.19680063,0.02490422,3.81395820
-4.88344172,7.31247844,0.69416041,0.75581431,0.01127960,0.66166561,4.04888348,3.22008459,0.02547411,3.87140773
-4.87743872,7.40348312,0.71791363,0.76698989,0.01183752,0.66093302,4.13956185,3.24463602,0.02623036,3.92804573
-4.87143572,7.49911584,0.74208568,0.77774321,0.01238734,0.66209806,4.23234719,3.26941299,0.02717686,3.98266406
-4.86543272,7.59749037,0.76643645,0.78798953,0.01292220,0.66503069,4.32627741,3.29345833,0.02831589,4.03417930
-4.85942971,7.69684726,0.79071146,0.79762591,0.01343527,0.66957355,4.42047664,3.31592741,0.02964808,4.08166491
-4.85342671,7.79559650,0.81464713,0.80653353,0.01391992,0.67554628,4.51417591,3.33610892,0.03117227,4.12437552
-4.84742371,7.89234768,0.83797634,0.81458124,0.01436985,0.68274973,4.60672580,3.35343813,0.03288534,4.16176228
-4.84142071,7.98592678,0.86043417,0.82163006,0.01477922,0.69097010,4.69760033,3.36750243,0.03478208,4.19347868
-4.83541771,8.07537960,0.88176331,0.82753852,0.01514279,0.69998279,4.78639214,3.37803927,0.03685492,4.21937673
-4.82941471,8.15996197,0.90171915,0.83216832,0.01545604,0.70955595,4.87279914,3.38492705,0.03909384,4.23949376
-4.82341171,8.23911828,0.92007423,0.83539023,0.01571523,0.71945375,4.95660363,3.38816987,0.04148608,4.25403070
-4.81740870,8.31244993,0.93662185,0.83708961,0.01591747,0.72943924,5.03764515,3.38787714,0.04401609,4.26332302
-4.81140570,8.37967604,0.95117894,0.83717145,0.01606078,0.73927690,5.11578880,3.38423950,0.04666536,4.26780597
-4.80540270,8.44058925,0.96358791,0.83556461,0.01614412,0.74873494,5.19089118,3.37750245,0.04941242,4.26797596
-4.79939970,8.49500934,0.97371769,0.83222487,0.01616735,0.75758736,5.26276605,3.36793927,0.05223292,4.26435020
-4.79339670,8.54273808,0.98146396,0.82713696,0.01613123,0.76561584,5.33115211,3.35582466,0.05509976,4.25742681
-4.78739370,8.58351788,0.98674860,0.82031517,0.01603735,0.77261165,5.39568510,3.34141045,0.05798333,4.24764745
-4.78139070,8.61699725,0.98951877,0.81180282,0.01588808,0.77837753,5.45587634,3.32490480,0.06085194,4.23536460
-4.77538769,8.64270525,0.98974542,0.80167050,0.01568647,0.78272963,5.51109925,3.30645558,0.06367227,4.22081509
-4.76938469,8.66003672,0.98742171,0.79001336,0.01543617,0.78549964,5.56058529,3.28613893,0.06640996,4.20410139
-4.76338169,8.66824954,0.98256134,0.77694753,0.01514129,0.78653705,5.60342995,3.26395324,0.06903027,4.18518156
-4.75737869,8.66647417,0.97519696,0.76260604,0.01480633,0.78571151,5.63860898,3.23981875,0.07149886,4.16386829
-4.75137569,8.65373548,0.96537876,0.74713446,0.01443601,0.78291547,5.66500450,3.21358263,0.07378256,4.13983714
-4.74537269,8.62898575,0.95317332,0.73068639,0.01403521,0.77806670,5.68143995,3.18502904,0.07585014,4.11264338
-4.73936968,8.59114723,0.93866277,0.71341931,0.01360887,0.77111094,5.68672233,3.15389351,0.07767318,4.08174645
-4.73336668,8.53916226,0.92194416,0.69549073,0.01316183,0.76202444,5.67968984,3.11988083,0.07922672,4.04654067
-4.72736368,8.47204834,0.90312912,0.67705499,0.01269881,0.75081618,5.65926258,3.08268540,0.08048998,4.00639061
-4.72136068,8.38895519,0.88234366,0.65826071,0.01222433,0.73752989,5.62449388,3.04201291,0.08144691,3.96066898
-4.71535768,8.28922108,0.85972801,0.63924912,0.01174263,0.72224555,5.57461957,2.99760236,0.08208661,3.90879532
-4.70935468,8.17242530,0.83543641,0.62015306,0.01125764,0.70508034,5.50910284,2.94924723,0.08240359,3.85027318
-4.70335168,8.03843427,0.80963684,0.60109679,0.01077299,0.68618902,5.42767238,2.89681485,0.08239792,3.78472409
-4.69734867,7.88743873,0.78251038,0.58219650,0.01029192,0.66576348,5.33035181,2.84026308,0.08207511,3.71191656
-4.69134567,7.71998018,0.75425038,0.56356134,0.00981738,0.64403166,5.21747890,2.77965354,0.08144597,3.63178873
-4.68534267,7.53696524,0.72506115,0.54529485,0.00935196,0.62125561,5.08971375,2.71516091,0.08052616,3.54446360
-4.67933967,7.33966706,0.69515633,0.52749676,0.00889794,0.59772881,4.94803519,2.64707783,0.07933570,3.45025641
-4.67333667,7.12971363,0.66475678,0.51026477,0.00845731,0.57377273,4.79372585,2.57581535,0.07789838,3.34967368
-4.66733367,6.90906340,0.63408819,0.49369635,0.00803181,0.54973271,4.62834628,2.50189889,0.07624096,3.24340441
-4.66133067,6.67996923,0.60337825,0.47789031,0.00762296,0.52597314,4.45369947,2.42595986,0.07439246,3.13230391
-4.65532766,6.44493189,0.57285366,0.46294803,0.00723208,0.50287212,4.27178715,2.34872336,0.07238336,3.01737115
-4.64932466,6.20664511,0.54273694,0.44897422,0.00686032,0.48081558,4.08475996,2.27099243,0.07024479,2.89972085
-4.64332166,5.96793402,0.51324319,0.43607714,0.00650870,0.46019104,3.89486325,2.19362930,0.06800780,2.78055171
