energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-5.90995498,4.47204471,-2.48686453,4.63703284,-2.45431633,1.06638037,-0.60930721,0.00601870,-0.00129830,1.34151324,-0.90247038,0.12249569,-0.09838529,0.95758716,-0.44686422,0.74872797,-0.28755590,0.19228788,-0.08949457
-5.90395198,4.45325200,-2.70316007,4.66629425,-2.68609522,1.05536719,-0.65850235,0.00631086,-0.00150967,1.34260231,-0.97736682,0.12006613,-0.10499818,0.95514915,-0.49187685,0.74277979,-0.31961495,0.19075297,-0.09737239
-5.89794897,4.42184134,-2.92206425,4.67653816,-2.92336684,1.04200669,-0.70743397,0.00659421,-0.00174577,1.33973991,-1.05236308,0.11779408,-0.11141522,0.94965408,-0.53859813,0.73436456,-0.35332032,0.18868065,-0.10539747
-5.89194597,4.37758943,-3.14124727,4.66715107,-3.16367016,1.02620261,-0.75549663,0.00686758,-0.00200771,1.33270030,-1.12657484,0.11569765,-0.11755823,0.94107818,-0.58664793,0.72359591,-0.38843427,0.18608961,-0.11348796
-5.88594297,4.32050978,-3.35828500,4.63791762,-3.40436696,1.00792453,-0.80208030,0.00713012,-0.00229637,1.32135619,-1.19910311,0.11378598,-0.12335356,0.92943850,-0.63560017,0.71061400,-0.42467502,0.18300403,-0.12155751
-5.87993997,4.25086781,-3.57071057,4.58903180,-3.64269257,0.98721417,-0.84658626,0.00738134,-0.00261233,1.30568669,-1.26905645,0.11205994,-0.12873402,0.91479501,-0.68498825,0.69558336,-0.46171929,0.17945343,-0.12951684
-5.87393697,4.16918564,-3.77606992,4.52109277,-3.87581387,0.96418812,-0.88844340,0.00762109,-0.00295587,1.28578041,-1.33557397,0.11051305,-0.13364072,0.89725146,-0.73431228,0.67869006,-0.49920637,0.17547240,-0.13727538
-5.86793397,4.07623643,-3.97197924,4.43508535,-4.10089240,0.93903686,-0.92712428,0.00784957,-0.00332687,1.26183381,-1.39784819,0.10913274,-0.13802456,0.87695484,-0.78304758,0.66013864,-0.53674378,0.17110020,-0.14474314
-5.86193097,3.97302838,-4.15618200,4.33234643,-4.31515027,0.91202019,-0.96216023,0.00806730,-0.00372480,1.23414472,-1.45514683,0.10790160,-0.14184736,0.85409346,-0.83065454,0.64014849,-0.57391441,0.16638021,-0.15183258
-5.85592796,3.86077919,-4.32660323,4.21451868,-4.51593622,0.88345925,-0.99315477,0.00827504,-0.00414871,1.20310164,-1.50683235,0.10679889,-0.14508266,0.82889378,-0.87658937,0.61895022,-0.61028489,0.16135940,-0.15846050
-5.84992496,3.74088208,-4.48139885,4.08349409,-4.70078924,0.85372556,-1.01979478,0.00847376,-0.00459718,1.16916907,-1.55237851,0.10580194,-0.14771599,0.80161602,-0.92031540,0.59678167,-0.64541506,0.15608754,-0.16454987
-5.84392196,3.61486507,-4.61899792,3.94134981,-4.86749698,0.82322772,-1.04185875,0.00866452,-0.00506828,1.13287002,-1.59138309,0.10488752,-0.14974478,0.77254875,-0.96131472,0.57388400,-0.67886810,0.15061652,-0.17003147
-5.83791896,3.48434526,-4.73813604,3.79027948,-5.01414666,0.79239638,-1.05922195,0.00884841,-0.00555960,1.09476627,-1.62357616,0.10403314,-0.15117770,0.74200269,-0.99909946,0.55049773,-0.71022106,0.14499949,-0.17484535
-5.83191596,3.35098031,-4.83787871,3.63252311,-5.13916642,0.76166823,-1.07185799,0.00902639,-0.00606824,1.05543756,-1.64882356,0.10321810,-0.15203374,0.71030390,-1.03322267,0.52685891,-0.73907533,0.13929005,-0.17894207
-5.82591296,3.21641908,-4.91763362,3.47029863,-5.24135553,0.73146986,-1.07983697,0.00919925,-0.00659080,1.01546070,-1.66712549,0.10242436,-0.15234081,0.67778660,-1.06328808,0.50319549,-0.76506664,0.13354138,-0.18228358
-5.81990995,3.08225373,-4.97715166,3.30573793,-5.31990241,0.70220214,-1.08332004,0.00936742,-0.00712343,0.97538950,-1.67861021,0.10163716,-0.15213415,0.64478597,-1.08895862,0.47972384,-0.78787427,0.12780540,-0.18484377
-5.81390695,2.94997499,-5.01651682,3.14083008,-5.37439021,0.67422592,-1.08255087,0.00953095,-0.00766180,0.93573644,-1.68352339,0.10084528,-0.15145447,0.61163100,-1.10996325,0.45664570,-0.80722890,0.12213191,-0.18660872
-5.80790395,2.82093260,-5.03612584,2.97737363,-5.40479012,0.64784966,-1.07784436,0.00968940,-0.00820121,0.89695700,-1.68221362,0.10004116,-0.15034605,0.57863779,-1.12610207,0.43414533,-0.82291903,0.11656777,-0.18757655
-5.80190095,2.69630210,-5.03665870,2.81693960,-5.41144321,0.62331947,-1.06957310,0.00984180,-0.00873659,0.85943701,-1.67511478,0.09922060,-0.14885483,0.54610341,-1.13724925,0.41238712,-0.83479545,0.11115617,-0.18775697
-5.79589795,2.57705926,-5.01904171,2.66084602,-5.39503234,0.60081194,-1.05815228,0.00998658,-0.00926256,0.82348364,-1.66272638,0.09838236,-0.14702654,0.51430053,-1.14335407,0.39151367,-0.84277375,0.10593588,-0.18717055
-5.78989495,2.46396274,-4.98440503,2.51014441,-5.35654573,0.58043001,-1.04402375,0.01012164,-0.00977352,0.78932026,-1.64559271,0.09752743,-0.14490505,0.48347296,-1.14443980,0.37164423,-0.84683475,0.10094064,-0.18584769
-5.78389195,2.35754534,-4.93403691,2.36561773,-5.29723452,0.56220197,-1.02764001,0.01024436,-0.01026371,0.75708499,-1.62428191,0.09665829,-0.14253101,0.45383224,-1.14060073,0.35287378,-0.84702283,0.09619860,-0.18382739
-5.77788894,2.25811386,-4.86933658,2.22778914,-5.21856642,0.54608347,-1.00944868,0.01035164,-0.01072731,0.72683312,-1.59936593,0.09577801,-0.13994065,0.42555524,-1.13199741,0.33527256,-0.84344234,0.09173189,-0.18115591
-5.77188594,2.16575707,-4.79176815,2.09694014,-5.12217777,0.53196241,-0.98987833,0.01044005,-0.01115851,0.69854279,-1.57140220,0.09488935,-0.13716509,0.39878298,-1.11885040,0.31888620,-0.83625217,0.08755631,-0.17788536
-5.76588294,2.08036117,-4.70281734,1.97313656,-5.00982616,0.51966632,-0.96932603,0.01050597,-0.01155166,0.67212356,-1.54091791,0.09399390,-0.13422991,0.37362047,-1.10143282,0.30373651,-0.82565898,0.08368114,-0.17407215
-5.75987994,2.00163168,-4.60395278,1.85626039,-4.88334560,0.50897181,-0.94814727,0.01054567,-0.01190134,0.64742735,-1.50839736,0.09309145,-0.13115506,0.35013765,-1.08006210,0.28982271,-0.81190922,0.08010915,-0.16977566
-5.75387694,1.92912074,-4.49659308,1.74604557,-4.74460554,0.49961575,-0.92664835,0.01055557,-0.01220251,0.62426105,-1.47427276,0.09217939,-0.12795513,0.32837135,-1.05509113,0.27712345,-0.79528047,0.07683672,-0.16505684
-5.74787394,1.86225834,-4.38208082,1.64211556,-4.59547522,0.49130741,-0.90508165,0.01053236,-0.01245059,0.60240011,-1.43891871,0.09125245,-0.12463994,0.30832803,-1.02689929,0.26559914,-0.77607244,0.07385416,-0.15997700
-5.74187094,1.80038615,-4.26166369,1.54402094,-4.43779367,0.48374118,-0.88364362,0.01047316,-0.01264162,0.58160241,-1.40265021,0.09030265,-0.12121526,0.28998735,-0.99588366,0.25519497,-0.75459808,0.07114621,-0.15459675
-5.73586793,1.74279252,-4.13648302,1.45127512,-4.27334594,0.47660925,-0.86247552,0.01037572,-0.01277233,0.56162189,-1.36572404,0.08931950,-0.11768381,0.27330625,-0.96245058,0.24584419,-0.73117513,0.06869269,-0.14897516
-5.72986493,1.68874720,-4.00756927,1.36338678,-4.10384514,0.46961380,-0.84166658,0.01023853,-0.01284028,0.54222112,-1.32834311,0.08829055,-0.11404632,0.25822350,-0.92700801,0.23747171,-0.70611844,0.06646931,-0.14316898
-5.72386193,1.63753448,-3.87584374,1.27988783,-3.93091984,0.46247810,-0.82125927,0.01006094,-0.01284393,0.52318255,-1.29066304,0.08720208,-0.11030257,0.24466441,-0.88995864,0.22999783,-0.67973333,0.06444859,-0.13723221
-5.71785893,1.58848356,-3.74212561,1.20035606,-3.75610615,0.45495630,-0.80125631,0.00984324,-0.01278269,0.50431783,-1.25280066,0.08604002,-0.10645253,0.23254564,-0.85169400,0.22334202,-0.65231019,0.06260090,-0.13121566
-5.71185593,1.54099492,-3.60714287,1.12443197,-3.58084322,0.44684137,-0.78162878,0.00958666,-0.01265702,0.48547511,-1.21484341,0.08479106,-0.10249730,0.22177985,-0.81258958,0.21742643,-0.62412044,0.06089556,-0.12516677
-5.70585293,1.49456211,-3.47154609,1.05182962,-3.40647135,0.43797120,-0.76232498,0.00929344,-0.01246842,0.46654398,-1.17685910,0.08344369,-0.09843997,0.21227999,-0.77300103,0.21217912,-0.59541374,0.05930198,-0.11912951
-5.69984992,1.44878798,-3.33592336,0.98234174,-3.23423146,0.42823248,-0.74327940,0.00896671,-0.01221942,0.44745806,-1.13890541,0.08198942,-0.09428631,0.20396312,-0.73326126,0.20753682,-0.56641661,0.05779070,-0.11314431
-5.69384692,1.40339525,-3.20081524,0.91583938,-3.06526511,0.41756254,-0.72442134,0.00861047,-0.01191356,0.42819535,-1.10103835,0.08042371,-0.09004522,0.19675364,-0.69367842,0.20344691,-0.53733219,0.05633447,-0.10724814
-5.68784392,1.35823091,-3.06672850,0.85226692,-2.90061406,0.40594897,-0.70568274,0.00822946,-0.01155531,0.40877637,-1.06331939,0.07874686,-0.08572908,0.19058567,-0.65453473,0.19986882,-0.50834099,0.05490913,-0.10147453
-5.68184092,1.31326472,-2.93414760,0.79163311,-2.74121900,0.39342730,-0.68700483,0.00782897,-0.01115000,0.38926050,-1.02582077,0.07696467,-0.08135377,0.18540464,-0.61608584,0.19677445,-0.47960249,0.05349438,-0.09585365
-5.67583792,1.26858208,-2.80354330,0.73399911,-2.58791699,0.38007691,-0.66834334,0.00741478,-0.01070365,0.36974064,-0.98862874,0.07508870,-0.07693862,0.18116799,-0.57856076,0.19414778,-0.45125734,0.05207432,-0.09041231
-5.66983492,1.22437164,-2.67537778,0.67946455,-2.44143753,0.36601538,-0.64967206,0.00699287,-0.01022289,0.35033666,-0.95184482,0.07313633,-0.07250612,0.17784485,-0.54216216,0.19198359,-0.42342986,0.05063785,-0.08517402
-5.66383192,1.18090849,-2.55010632,0.62815245,-2.30239760,0.35139163,-0.63098470,0.00656933,-0.00971474,0.33118802,-0.91558486,0.07113038,-0.06808158,0.17541492,-0.50706695,0.19028541,-0.39623072,0.04917875,-0.08015894
-5.65782891,1.13853375,-2.42817558,0.58019396,-2.17129587,0.33637813,-0.61229509,0.00615012,-0.00918647,0.31244586,-0.87997644,0.06909848,-0.06369255,0.17386646,-0.47342704,0.18906279,-0.36975962,0.04769559,-0.07538390
-5.65182591,1.09763157,-2.31001894,0.53571377,-2.04850686,0.32116269,-0.59363582,0.00574094,-0.00864539,0.29426507,-0.84515458,0.06707204,-0.05936838,0.17319355,-0.44137029,0.18832795,-0.34410769,0.04619140,-0.07086228
-5.64582291,1.05860467,-2.19604957,0.49481684,-1.93427564,0.30593997,-0.57505561,0.00534702,-0.00809873,0.27679661,-0.81125646,0.06508499,-0.05513961,0.17339277,-0.41100153,0.18809225,-0.31935961,0.04467314,-0.06660407
-5.63981991,1.02184948,-2.08665204,0.45757698,-1.82871389,0.29090328,-0.55661567,0.00497306,-0.00755339,0.26018041,-0.77841544,0.06317231,-0.05103739,0.17445951,-0.38240373,0.18836244,-0.29559537,0.04315099,-0.06261576
-5.63381691,0.98773208,-1.98217341,0.42402775,-1.73179807,0.27623683,-0.53838536,0.00462307,-0.00701588,0.24453918,-0.74675485,0.06136846,-0.04709303,0.17638401,-0.35563927,0.18913705,-0.27289157,0.04163753,-0.05890046
-5.62781391,0.95656617,-1.88291463,0.39415596,-1.64337037,0.26210878,-0.52043767,0.00430029,-0.00649212,0.22997325,-0.71638227,0.05970566,-0.04333754,0.17914752,-0.33075136,0.19040322,-0.25132232,0.04014681,-0.05545792
-5.62181091,0.92859373,-1.78912338,0.36789776,-1.56314299,0.24866538,-0.50284466,0.00400715,-0.00598737,0.21655675,-0.68738441,0.05821231,-0.03980122,0.18271872,-0.30776559,0.19213403,-0.23095970,0.03869343,-0.05228474
-5.61580790,0.90396963,-1.70098872,0.34513752,-1.49070612,0.23602633,-0.48567342,0.00374525,-0.00550617,0.20433500,-0.65982332,0.05691154,-0.03651343,0.18705057,-0.28669167,0.19428665,-0.21187395,0.03729160,-0.04937461
-5.60980490,0.88275060,-1.61863856,0.32570922,-1.42553967,0.22428145,-0.46898272,0.00351536,-0.00505225,0.19332341,-0.63373393,0.05581983,-0.03350237,0.19207798,-0.26752532,0.19680150,-0.19413329,0.03595428,-0.04671862
-5.60380190,0.86488918,-1.54213989,0.30940020,-1.36702876,0.21348884,-0.45282060,0.00331744,-0.00462856,0.18350758,-0.60912335,0.05494613,-0.03079492,0.19771639,-0.25025030,0.19960233,-0.17780362,0.03469244,-0.04430571
-5.59779890,0.85023287,-1.47150208,0.29595702,-1.31448249,0.20367445,-0.43722301,0.00315071,-0.00423725,0.17484478,-0.58597174,0.05429108,-0.02841663,0.20386136,-0.23484043,0.20259754,-0.16294790,0.03351448,-0.04212313
-5.59179590,0.83852848,-1.40668298,0.28509303,-1.26715544,0.19483304,-0.42221359,0.00301375,-0.00387973,0.16726651,-0.56423488,0.05384682,-0.02639161,0.21038939,-0.22126177,0.20568247,-0.14962555,0.03242581,-0.04015699
-5.58579290,0.82943157,-1.34759738,0.27649734,-1.22427113,0.18693039,-0.40780455,0.00290455,-0.00355672,0.16068197,-0.54384821,0.05359699,-0.02474253,0.21715996,-0.20947455,0.20874282,-0.13789165,0.03142868,-0.03839280
-5.57978989,0.82252042,-1.29412710,0.26984474,-1.18504642,0.17990664,-0.39399839,0.00282066,-0.00326832,0.15498240,-0.52473190,0.05351731,-0.02349056,0.22401881,-0.19943502,0.21165883,-0.12779610,0.03052212,-0.03681602
-5.57378689,0.81731398,-1.24613199,0.26480619,-1.14871586,0.17368064,-0.38079038,0.00275928,-0.00301408,0.15004590,-0.50679681,0.05357637,-0.02265525,0.23080226,-0.19109689,0.21431031,-0.11938265,0.02970218,-0.03541262
-5.56778389,0.81329298,-1.20346085,0.26105956,-1.11455478,0.16815484,-0.36817154,0.00271744,-0.00279313,0.14574259,-0.48995070,0.05373686,-0.02225434,0.23734264,-0.18441245,0.21658201,-0.11268787,0.02896230,-0.03416950
-5.56178089,0.80992321,-1.16596130,0.25830015,-1.08190030,0.16322085,-0.35613171,0.00269207,-0.00260421,0.14193987,-0.47410436,0.05395700,-0.02230351,0.24347442,-0.17933312,0.21836935,-0.10773991,0.02829387,-0.03307487
-5.55577789,0.80668003,-1.13348776,0.25625068,-1.05016902,0.15876509,-0.34466247,0.00268015,-0.00244581,0.13850761,-0.45917720,0.05419219,-0.02281596,0.24904100,-0.17580941,0.21958404,-0.10455722,0.02768690,-0.03211854
-5.54977489,0.80307299,-1.10590672,0.25467055,-1.01887086,0.15467448,-0.33375968,0.00267885,-0.00231617,0.13532291,-0.44510181,0.05439682,-0.02380193,0.25390168,-0.17379040,0.22015944,-0.10314701,0.02713078,-0.03129199
-5.54377189,0.79866949,-1.08309881,0.25336390,-0.98761832,0.15084190,-0.32342531,0.00268564,-0.00221343,0.13227455,-0.43182730,0.05452607,-0.02526807,0.25793864,-0.17322244,0.22005540,-0.10350365,0.02661511,-0.03058842
-5.53776888,0.79311656,-1.06495734,0.25218646,-0.95613089,0.14717117,-0.31366840,0.00269834,-0.00213561,0.12926664,-0.41932107,0.05453766,-0.02721671,0.26106361,-0.17404752,0.21926227,-0.10560686,0.02613051,-0.03000257
-5.53176588,0.78615976,-1.05138323,0.25105091,-0.92423463,0.14358145,-0.30450502,0.00271527,-0.00208068,0.12622165,-0.40756896,0.05439348,-0.02964510,0.26322386,-0.17620114,0.21780402,-0.10941989,0.02566942,-0.02953049
-5.52576288,0.77765858,-1.04227669,0.24993053,-0.89185702,0.14001086,-0.29595730,0.00273527,-0.00204658,0.12308257,-0.39657367,0.05406109,-0.03254456,0.26440725,-0.17960988,0.21574022,-0.11488768,0.02522678,-0.02916911
-5.51975988,0.76759762,-1.03752626,0.24886135,-0.85901763,0.13641922,-0.28805143,0.00275774,-0.00203121,0.11981425,-0.38635176,0.05351481,-0.03589967,0.26464624,-0.18418898,0.21316683,-0.12193515,0.02480065,-0.02891581
-5.51375688,0.75609314,-1.03699581,0.24794233,-0.82581534,0.13278994,-0.28081488,0.00278269,-0.00203251,0.11640387,-0.37692924,0.05273664,-0.03968748,0.26402033,-0.18984005,0.21021573,-0.13046573,0.02439263,-0.02876794
-5.50775388,0.74339495,-1.04051080,0.24733405,-0.79241293,0.12913084,-0.27427304,0.00281067,-0.00204837,0.11286058,-0.36833622,0.05171680,-0.04387683,0.26265720,-0.19644910,0.20705303,-0.14036024,0.02400821,-0.02872222
-5.50175088,0.72988336,-1.04784471,0.24725547,-0.75901998,0.12547415,-0.26844546,0.00284280,-0.00207672,0.10921445,-0.36060099,0.05045384,-0.04842793,0.26073213,-0.20388526,0.20387620,-0.15147645,0.02365680,-0.02877431
-5.49574787,0.71606144,-1.05870701,0.24797921,-0.72587528,0.12187557,-0.26334205,0.00288069,-0.00211544,0.10551461,-0.35374382,0.04895459,-0.05329202,0.25846580,-0.21200022,0.20091001,-0.16364917,0.02335174,-0.02891834
-5.48974487,0.70254299,-1.07273373,0.24982526,-0.69322959,0.11841249,-0.25895959,0.00292634,-0.00216247,0.10182696,-0.34777124,0.04723356,-0.05841143,0.25612062,-0.22062871,0.19840161,-0.17669129,0.02311001,-0.02914656
-5.48374187,0.69003651,-1.08948168,0.25315317,-0.66132982,0.11518151,-0.25527863,0.00298204,-0.00221575,0.09823130,-0.34267084,0.04531227,-0.06371988,0.25399541,-0.22959006,0.19661465,-0.19039576,0.02295181,-0.02944914
-5.47773887,0.67932576,-1.10842717,0.25835307,-0.63040536,0.11229535,-0.25226136,0.00305028,-0.00227326,0.09481816,-0.33840730,0.04321817,-0.06914317,0.25241884,-0.23869092,0.19582286,-0.20453852,0.02289998,-0.02981407
-5.47173587,0.67124753,-1.12896983,0.26583549,-0.60065727,0.10987920,-0.24985035,0.00313359,-0.00233307,0.09168539,-0.33491976,0.04098350,-0.07460025,0.25174157,-0.24772910,0.19630298,-0.21888260,0.02297928,-0.03022728
-5.46573287,0.66666731,-1.15044174,0.27602013,-0.57225068,0.10806676,-0.24796851,0.00323441,-0.00239337,0.08893465,-0.33212083,0.03864396,-0.08000457,0.25232746,-0.25649851,0.19832752,-0.23318306,0.02321556,-0.03067283
-5.45972986,0.66645351,-1.17212177,0.28932396,-0.54531068,0.10699592,-0.24652020,0.00335493,-0.00245249,0.08666783,-0.32989731,0.03623738,-0.08526586,0.25454400,-0.26479505,0.20215729,-0.24719299,0.02363484,-0.03113337
-5.45372686,0.67145085,-1.19325486,0.30614855,-0.51992162,0.10680434,-0.24539362,0.00349696,-0.00250899,0.08498361,-0.32811264,0.03380231,-0.09029214,0.25875214,-0.27242308,0.20803401,-0.26067018,0.02426232,-0.03159063
-5.44772386,0.68245370,-1.21307525,0.32686709,-0.49612963,0.10762493,-0.24446424,0.00366182,-0.00256168,0.08397416,-0.32661094,0.03137674,-0.09499197,0.26529587,-0.27920245,0.21617307,-0.27338435,0.02512136,-0.03202612
-5.44172086,0.70017993,-1.23083291,0.35181117,-0.47394797,0.10958142,-0.24359922,0.00385015,-0.00260969,0.08372208,-0.32522243,0.02899696,-0.09927687,0.27449171,-0.28497557,0.22675674,-0.28512464,0.02623253,-0.03242181
-5.43571786,0.72524592,-1.24582167,0.38125763,-0.45336457,0.11278399,-0.24266250,0.00406191,-0.00265254,0.08429755,-0.32377002,0.02669644,-0.10306377,0.28661841,-0.28961428,0.23992778,-0.29570707,0.02761260,-0.03276096
-5.42971486,0.75814323,-1.25740792,0.41541578,-0.43435127,0.11732522,-0.24152049,0.00429620,-0.00269012,0.08575596,-0.32207650,0.02450502,-0.10627743,0.30190703,-0.29302622,0.25578378,-0.30498171,0.02927366,-0.03302888
-5.42371186,0.79921765,-1.26505819,0.45441519,-0.41687386,0.12327622,-0.24004773,0.00455131,-0.00272277,0.08813574,-0.31997215,0.02244823,-0.10885275,0.32053172,-0.29516032,0.27437227,-0.31283899,0.03122234,-0.03321366
-5.41770885,0.84865096,-1.26836438,0.49829460,-0.40090239,0.13068325,-0.23813259,0.00482465,-0.00275129,0.09145671,-0.31730223,0.02054679,-0.11073675,0.34260146,-0.29601115,0.29568676,-0.31921521,0.03345913,-0.03330689
-5.41170585,0.90644605,-1.26706523,0.54699201,-0.38642090,0.13956478,-0.23568250,0.00511278,-0.00277691,0.09571878,-0.31393392,0.01881640,-0.11189027,0.36815283,-0.29562195,0.31966378,-0.32409661,0.03597787,-0.03330413
-5.40570285,0.97241576,-1.26106289,0.60033667,-0.37343614,0.14990905,-0.23262842,0.00541150,-0.00280129,0.10090111,-0.30976247,0.01726761,-0.11228925,0.39714430,-0.29408613,0.34618112,-0.32752192,0.03876540,-0.03320540
-5.39969985,1.04617603,-1.25043380,0.65804305,-0.36198458,0.16167233,-0.22892853,0.00571590,-0.00282647,0.10696172,-0.30471608,0.01590595,-0.11192550,0.42945206,-0.29154716,0.37505731,-0.32958326,0.04180143,-0.03301537
-5.39369685,1.12714363,-1.23543319,0.71970744,-0.35213751,0.17477786,-0.22457071,0.00602051,-0.00285482,0.11383758,-0.29875940,0.01473215,-0.11080696,0.46486772,-0.28819687,0.40605239,-0.33042514,0.04505861,-0.03274347
-5.38769385,1.21453877,-1.21649292,0.78480729,-0.34400390,0.18911560,-0.21957396,0.00631943,-0.00288895,0.12144520,-0.29189541,0.01374251,-0.10895743,0.50309802,-0.28427210,0.43887012,-0.33024166,0.04850274,-0.03240370
-5.38169085,1.30739301,-1.19421290,0.85270387,-0.33773084,0.20454278,-0.21398846,0.00660652,-0.00293162,0.12968169,-0.28416566,0.01292940,-0.10641575,0.54376671,-0.28005001,0.47316157,-0.32927187,0.05209336,-0.03201439
-5.37568784,1.40456243,-1.16934609,0.92264822,-0.33350166,0.22088545,-0.20789448,0.00687558,-0.00298562,0.13842630,-0.27564887,0.01228177,-0.10323454,0.58641877,-0.27584203,0.50853020,-0.32779358,0.05578435,-0.03159766
-5.36968484,1.50474609,-1.14277804,0.99379079,-0.33153192,0.23794086,-0.20140016,0.00712055,-0.00305367,0.14754251,-0.26645800,0.01178574,-0.09947846,0.63052696,-0.27198674,0.54453820,-0.32611557,0.05952492,-0.03117885
-5.36368184,1.60650967,-1.11550164,1.06519458,-0.33206325,0.25548080,-0.19463815,0.00733566,-0.00313826,0.15688058,-0.25673595,0.01142522,-0.09522213,0.67550071,-0.26884195,0.58071424,-0.32456873,0.06326061,-0.03078568
-5.35767884,1.70831386,-1.08858812,1.13585187,-0.33535557,0.27325587,-0.18776153,0.00751570,-0.00324157,0.16628045,-0.24665015,0.01118253,-0.09054780,0.72069720,-0.26677614,0.61656230,-0.32349630,0.06693456,-0.03044746
-5.35167584,1.80854697,-1.06315539,1.20470421,-0.34167797,0.29100052,-0.18093887,0.00765611,-0.00336533,0.17557517,-0.23638633,0.01103896,-0.08554284,0.76543459,-0.26615958,0.65157152,-0.32324355,0.07048882,-0.03019416
-5.34567284,1.90556102,-1.04033497,1.27066516,-0.35129843,0.30843884,-0.17434897,0.00775317,-0.00351069,0.18459453,-0.22614169,0.01097539,-0.08029718,0.80900692,-0.26735526,0.68522681,-0.32414728,0.07386580,-0.03005540
