energy_ev,total_up,Cu_p_up,Cu_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.66383192,1.75468959,0.19751455,0.16291353,0.50184429,0.70591102,0.01047400,0.40305117,0.02530577,0.26949695
-5.65782891,1.67647647,0.18339950,0.15692637,0.47282029,0.67422281,0.01028336,0.38525164,0.02548390,0.25374978
-5.65182591,1.59994473,0.16997297,0.15103004,0.44474430,0.64343139,0.01003981,0.36788395,0.02554793,0.23844965
-5.64582291,1.52497808,0.15731014,0.14520065,0.41764168,0.61345075,0.00974693,0.35087681,0.02549515,0.22363844
-5.63981991,1.45154138,0.14548299,0.13942307,0.39154908,0.58422971,0.00940923,0.33417946,0.02532610,0.20936065
-5.63381691,1.37969482,0.13456103,0.13369307,0.36651743,0.55575842,0.00903201,0.31776571,0.02504466,0.19566476
-5.62781391,1.30960171,0.12461170,0.12801871,0.34261349,0.52807197,0.00862126,0.30163640,0.02465800,0.18260409
-5.62181091,1.24152958,0.11570033,0.12242120,0.31992000,0.50125109,0.00818343,0.28582008,0.02417648,0.17023704
-5.61580790,1.17584503,0.10788991,0.11693499,0.29853463,0.47542011,0.00772530,0.27037206,0.02361327,0.15862672
-5.60980490,1.11300293,0.10124049,0.11160731,0.27856769,0.45074225,0.00725382,0.25537206,0.02298399,0.14784017
-5.60380190,1.05353070,0.09580831,0.10649712,0.26013908,0.42741289,0.00677589,0.24092052,0.02230616,0.13794706
-5.59779890,0.99800869,0.09164479,0.10167360,0.24337441,0.40565090,0.00629826,0.22713394,0.02159860,0.12901811
-5.59179590,0.94704788,0.08879525,0.09721427,0.22840076,0.38568885,0.00582734,0.21413962,0.02088079,0.12112326
-5.58579290,0.90126582,0.08729768,0.09320288,0.21534212,0.36776229,0.00536906,0.20206984,0.02017215,0.11432964
-5.57978989,0.86126227,0.08718130,0.08972707,0.20431490,0.35209898,0.00492880,0.19105606,0.01949136,0.10869957
-5.57378689,0.82759527,0.08846532,0.08687609,0.19542348,0.33890815,0.00451130,0.18122322,0.01885569,0.10428845
-5.56778389,0.80075905,0.09115758,0.08473853,0.18875624,0.32837066,0.00412054,0.17268453,0.01828040,0.10114290
-5.56178089,0.78116422,0.09525349,0.08340019,0.18438191,0.32063017,0.00375976,0.16553680,0.01777821,0.09929889
-5.55577789,0.76912129,0.10073511,0.08294221,0.18234654,0.31578574,0.00343141,0.15985659,0.01735884,0.09878025
-5.54977489,0.76482784,0.10757040,0.08343939,0.18267119,0.31388624,0.00313714,0.15569725,0.01702872,0.09959729
-5.54377189,0.76835975,0.11571290,0.08495889,0.18535012,0.31492654,0.00287786,0.15308693,0.01679082,0.10174580
-5.53776888,0.77966668,0.12510161,0.08755913,0.19034988,0.31884574,0.00265371,0.15202753,0.01664454,0.10520637
-5.53176588,0.79857173,0.13566130,0.09128906,0.19760898,0.32552742,0.00246415,0.15249464,0.01658583,0.10994394
-5.52576288,0.82477524,0.14730314,0.09618756,0.20703828,0.33480185,0.00230802,0.15443831,0.01660739,0.11590787
-5.51975988,0.85786215,0.15992573,0.10228317,0.21852198,0.34644996,0.00218359,0.15778469,0.01669899,0.12303216
-5.51375688,0.89731273,0.17341639,0.10959388,0.23191928,0.36020897,0.00208861,0.16243826,0.01684789,0.13123617
-5.50775388,0.94251590,0.18765277,0.11812698,0.24706639,0.37577943,0.00202045,0.16828464,0.01703939,0.14042553
-5.50175088,0.99278454,0.20250470,0.12787900,0.26377909,0.39283318,0.00197614,0.17519377,0.01725736,0.15049340
-5.49574787,1.04737211,0.21783612,0.13883551,0.28185544,0.41102214,0.00195245,0.18302327,0.01748488,0.16132192
-5.48974487,1.10548974,0.23350713,0.15097084,0.30107887,0.42998737,0.00194599,0.19162197,0.01770487,0.17278392
-5.48374187,1.16632311,0.24937592,0.16424768,0.32122120,0.44936813,0.00195329,0.20083322,0.01790070,0.18474469
-5.47773887,1.22904848,0.26530063,0.17861652,0.34204574,0.46881057,0.00197087,0.21049815,0.01805675,0.19706389
-5.47173587,1.29284719,0.28114097,0.19401482,0.36331030,0.48797559,0.00199534,0.22045846,0.01815898,0.20959744
-5.46573287,1.35691817,0.29675959,0.21036626,0.38476998,0.50654584,0.00202343,0.23055896,0.01819531,0.22219942
-5.45972986,1.42048826,0.31202312,0.22757971,0.40617981,0.52423140,0.00205211,0.24064957,0.01815603,0.23472386
-5.45372686,1.48282005,0.32680292,0.24554842,0.42729710,0.54077402,0.00207859,0.25058689,0.01803401,0.24702644
-5.44772386,1.54321733,0.34097553,0.26414920,0.44788360,0.55595002,0.00210041,0.26023533,0.01782484,0.25896606
-5.44172086,1.60102839,0.35442293,0.28324196,0.46770744,0.56957164,0.00211547,0.26946782,0.01752689,0.27040630
-5.43571786,1.65564753,0.36703256,0.30266972,0.48654495,0.58148706,0.00212206,0.27816619,0.01714120,0.28121667
-5.42971486,1.70651524,0.37869740,0.32225902,0.50418240,0.59157928,0.00211884,0.28622132,0.01667135,0.29127389
-5.42371186,1.75311773,0.38931606,0.34182128,0.52041780,0.59976393,0.00210493,0.29353310,0.01612315,0.30046299
-5.41770885,1.79498640,0.39879306,0.36115474,0.53506278,0.60598657,0.00207981,0.30001045,0.01550439,0.30867845
-5.41170585,1.83169787,0.40703942,0.38004753,0.54794468,0.61021944,0.00204338,0.30557129,0.01482442,0.31582534
-5.40570285,1.86287521,0.41397362,0.39828152,0.55890891,0.61245830,0.00199588,0.31014277,0.01409377,0.32182047
-5.39969985,1.88819060,0.41952294,0.41563717,0.56782153,0.61271937,0.00193789,0.31366163,0.01332375,0.32659370
-5.39369685,1.90736995,0.42362528,0.43189926,0.57457212,0.61103677,0.00187029,0.31607492,0.01252602,0.33008924
-5.38769385,1.92019929,0.42623135,0.44686319,0.57907683,0.60746057,0.00179417,0.31734089,0.01171226,0.33226705
-5.38169085,1.92653288,0.42730720,0.46034193,0.58128151,0.60205564,0.00171084,0.31743018,0.01089379,0.33310429
-5.37568784,1.92630269,0.42683686,0.47217306,0.58116482,0.59490114,0.00162174,0.31632711,0.01008128,0.33259672
-5.36968484,1.91952852,0.42482511,0.48222584,0.57874106,0.58609083,0.00152839,0.31403112,0.00928456,0.33076004
-5.36368184,1.90632821,0.42130002,0.49040770,0.57406255,0.57573386,0.00143238,0.31055812,0.00851238,0.32763096
-5.35767884,1.88692687,0.41631519,0.49667017,0.56722146,0.56395601,0.00133525,0.30594173,0.00777233,0.32326807
-5.35167584,1.86166450,0.40995139,0.50101343,0.55835069,0.55090101,0.00123855,0.30023416,0.00707077,0.31775229
-5.34567284,1.83100083,0.40231757,0.50348964,0.54762388,0.53673174,0.00114372,0.29350677,0.00641282,0.31118684
-5.33966983,1.79551694,0.39355090,0.50420446,0.53525412,0.52163105,0.00105210,0.28585002,0.00580239,0.30369666
-5.33366683,1.75591270,0.38381595,0.50331669,0.52149166,0.50580193,0.00096493,0.27737297,0.00524225,0.29542725
-5.32766383,1.71299994,0.37330284,0.50103594,0.50662022,0.48946684,0.00088331,0.26820201,0.00473413,0.28654283
-5.32166083,1.66769095,0.36222435,0.49761826,0.49095223,0.47286606,0.00080820,0.25847907,0.00427882,0.27722396
-5.31565783,1.62098265,0.35081224,0.49335994,0.47482303,0.45625493,0.00074041,0.24835918,0.00387632,0.26766451
-5.30965483,1.57393657,0.33931264,0.48858946,0.45858414,0.43990012,0.00068064,0.23800756,0.00352595,0.25806814
-5.30365183,1.52765546,0.32798088,0.48365814,0.44259589,0.42407480,0.00062943,0.22759623,0.00322646,0.24864439
-5.29764882,1.48325733,0.31707591,0.47892964,0.42721972,0.40905310,0.00058723,0.21730033,0.00297618,0.23960443
-5.29164582,1.44184785,0.30685450,0.47476882,0.41281021,0.39510386,0.00055438,0.20729435,0.00277310,0.23115666
-5.28564282,1.40449225,0.29756545,0.47153050,0.39970740,0.38248410,0.00053111,0.19774824,0.00261497,0.22350229
-5.27963982,1.37218801,0.28944411,0.46954840,0.38822938,0.37143240,0.00051758,0.18882373,0.00249938,0.21683104
-5.27363682,1.34583908,0.28270729,0.46912500,0.37866557,0.36216254,0.00051388,0.18067086,0.00242383,0.21131698
-5.26763382,1.32623311,0.27754887,0.47052243,0.37127073,0.35485768,0.00052000,0.17342489,0.00238579,0.20711482
-5.26163082,1.31402208,0.27413608,0.47395508,0.36625991,0.34966532,0.00053592,0.16720362,0.00238274,0.20435656
-5.25562781,1.30970737,0.27260666,0.47958399,0.36380444,0.34669341,0.00056151,0.16210526,0.00241225,0.20314863
-5.24962481,1.31362946,0.27306693,0.48751333,0.36402880,0.34600751,0.00059661,0.15820682,0.00247198,0.20356963
-5.24362181,1.32596262,0.27559066,0.49778896,0.36700870,0.34762942,0.00064100,0.15556296,0.00255976,0.20566859
-5.23761881,1.34671439,0.28021881,0.51039918,0.37276990,0.35153712,0.00069438,0.15420547,0.00267362,0.20946379
-5.23161581,1.37572989,0.28696004,0.52527746,0.38128807,0.35766600,0.00075638,0.15414316,0.00281181,0.21494222
-5.22561281,1.41270015,0.29579182,0.54230692,0.39248932,0.36591147,0.00082655,0.15536216,0.00297288,0.22205954
-5.21960980,1.45717421,0.30666214,0.56132627,0.40625157,0.37613253,0.00090436,0.15782671,0.00315570,0.23074061
-5.21360680,1.50857411,0.31949158,0.58213690,0.42240644,0.38815641,0.00098918,0.16148015,0.00335947,0.24088056
-5.20760380,1.56621198,0.33417575,0.60451057,0.44074181,0.40178374,0.00108028,0.16624631,0.00358380,0.25234637
-5.20160080,1.62930867,0.35058788,0.62819746,0.46100488,0.41679432,0.00117681,0.17203107,0.00382868,0.26497889
-5.19559780,1.69701282,0.36858149,0.65293394,0.48290578,0.43295301,0.00127783,0.17872424,0.00409451,0.27859545
-5.18959480,1.76841999,0.38799316,0.67844993,0.50612181,0.45001554,0.00138227,0.18620153,0.00438206,0.29299286
-5.18359180,1.84259106,0.40864514,0.70447524,0.53030205,0.46773415,0.00148897,0.19432679,0.00469243,0.30795087
-5.17758879,1.91856941,0.43034794,0.73074490,0.55507279,0.48586267,0.00159667,0.20295437,0.00502701,0.32323611
-5.17158579,1.99539663,0.45290272,0.75700312,0.58004329,0.50416101,0.00170402,0.21193167,0.00538736,0.33860632
-5.16558279,2.07212625,0.47610351,0.78300589,0.60481231,0.52239891,0.00180960,0.22110178,0.00577512,0.35381497
-5.15957979,2.14783571,0.49973933,0.80852229,0.62897495,0.54035885,0.00191193,0.23030631,0.00619184,0.36861607
-5.15357679,2.22163621,0.52359594,0.83333444,0.65213003,0.55783820,0.00200954,0.23938817,0.00663886,0.38276914
-5.14757379,2.29268076,0.54745754,0.85723660,0.67388768,0.57465045,0.00210093,0.24819446,0.00711711,0.39604417
-5.14157079,2.36017045,0.57110816,0.88003333,0.69387702,0.59062576,0.00218466,0.25657925,0.00762691,0.40822641
-5.13556778,2.42335923,0.59433291,0.90153729,0.71175372,0.60561087,0.00225933,0.26440624,0.00816786,0.41912096
-5.12956478,2.48155742,0.61691906,0.92156688,0.72720723,0.61946843,0.00232368,0.27155123,0.00873859,0.42855679
-5.12356178,2.53413425,0.63865688,0.93994409,0.73996733,0.63207598,0.00237654,0.27790429,0.00933668,0.43639027
-5.11755878,2.58051960,0.65934053,0.95649284,0.74980985,0.64332463,0.00241695,0.28337153,0.00995849,0.44250787
-5.11155578,2.62020540,0.67876875,0.97103806,0.75656128,0.65311776,0.00244411,0.28787647,0.01059913,0.44682808
-5.10555278,2.65274669,0.69674564,0.98340575,0.76010209,0.66136962,0.00245745,0.29136092,0.01125241,0.44930237
-5.09954977,2.67776272,0.71308154,0.99342410,0.76036859,0.66800428,0.00245664,0.29378531,0.01191088,0.44991517
-5.09354677,2.69493808,0.72759399,1.00092567,0.75735329,0.67295475,0.00244159,0.29512855,0.01256592,0.44868293
-5.08754377,2.70402418,0.74010902,1.00575070,0.75110372,0.67616253,0.00241247,0.29538740,0.01320788,0.44565226
-5.08154077,2.70484089,0.75046263,1.00775119,0.74171980,0.67757759,0.00236968,0.29457534,0.01382633,0.44089725
-5.07553777,2.69727860,0.75850273,1.00679586,0.72934982,0.67715881,0.00231389,0.29272114,0.01441027,0.43451620
-5.06953477,2.68130044,0.76409132,1.00277544,0.71418542,0.67487485,0.00224597,0.28986710,0.01494848,0.42662777
-5.06353177,2.65694482,0.76710708,0.99560821,0.69645552,0.67070550,0.00216701,0.28606720,0.01542987,0.41736691
-5.05752876,2.62432793,0.76744828,0.98524534,0.67641980,0.66464333,0.00207825,0.28138513,0.01584379,0.40688067
-5.05152576,2.58364629,0.76503587,0.97167584,0.65436180,0.65669565,0.00198108,0.27589237,0.01618043,0.39532413
-5.04552276,2.53517897,0.75981665,0.95493071,0.63058204,0.64688660,0.00187699,0.26966647,0.01643119,0.38285665
-5.03951976,2.47928938,0.75176644,0.93508620,0.60539144,0.63525931,0.00176751,0.26278955,0.01658894,0.36963851
-5.03351676,2.41642636,0.74089297,0.91226587,0.57910529,0.62187798,0.00165422,0.25534711,0.01664834,0.35582817
-5.02751376,2.34712435,0.72723835,0.88664123,0.55203783,0.60682966,0.00153867,0.24742710,0.01660604,0.34158019
-5.02151076,2.27200244,0.71088094,0.85843122,0.52449781,0.59022578,0.00142235,0.23911942,0.01646081,0.32704371
-5.01550775,2.19176195,0.69193642,0.82790006,0.49678490,0.57220305,0.00130668,0.23051567,0.01621365,0.31236177
-5.00950475,2.10718252,0.67055788,0.79535390,0.46918704,0.55292386,0.00119295,0.22170916,0.01586769,0.29767102
-5.00350175,2.01911633,0.64693490,0.76113618,0.44197863,0.53257592,0.00108233,0.21279513,0.01542820,0.28310205
-4.99749875,1.92848060,0.62129150,0.72562191,0.41541952,0.51137115,0.00097583,0.20387103,0.01490234,0.26878003
-4.99149575,1.83624797,0.59388287,0.68921099,0.38975463,0.48954372,0.00087429,0.19503680,0.01429897,0.25482553
-4.98549275,1.74343507,0.56499119,0.65232089,0.36521390,0.46734725,0.00077840,0.18639506,0.01362833,0.24135547
-4.97948974,1.65108911,0.53492034,0.61537876,0.34201262,0.44505128,0.00068866,0.17805109,0.01290174,0.22848385
-4.97348674,1.56027279,0.50398984,0.57881332,0.32035173,0.42293686,0.00060543,0.17011246,0.01213121,0.21632236
-4.96748374,1.47204770,0.47252828,0.54304666,0.30041800,0.40129153,0.00052890,0.16268843,0.01132909,0.20498051
-4.96148074,1.38745639,0.44086633,0.50848618,0.28238398,0.38040373,0.00045912,0.15588881,0.01050773,0.19456540
-4.95547774,1.30750369,0.40932965,0.47551686,0.26640750,0.36055675,0.00039604,0.14982248,0.00967911,0.18518094
-4.94947474,1.23313751,0.37823208,0.44449401,0.25263072,0.34202247,0.00033948,0.14459548,0.00885456,0.17692652
-4.94347174,1.16522967,0.34786919,0.41573668,0.24117871,0.32505501,0.00028918,0.14030873,0.00804447,0.16989533
-4.93746873,1.10455730,0.31851254,0.38952180,0.23215748,0.30988447,0.00024480,0.13705545,0.00725813,0.16417203
-4.93146573,1.05178536,0.29040483,0.36607928,0.22565162,0.29671108,0.00020598,0.13491837,0.00650354,0.15983031
-4.92546273,1.00745075,0.26375605,0.34558796,0.22172163,0.28569979,0.00017230,0.13396682,0.00578734,0.15693009
-4.91945973,0.97194870,0.23874081,0.32817276,0.22040107,0.27697573,0.00014333,0.13425383,0.00511475,0.15551473
-4.91345673,0.94552191,0.21549682,0.31390287,0.22169366,0.27062046,0.00011864,0.13581348,0.00448961,0.15560827
-4.90745373,0.92825289,0.19412461,0.30279113,0.22557063,0.26666948,0.00009783,0.13865841,0.00391442,0.15721302
-4.90145073,0.92006012,0.17468841,0.29479465,0.23196847,0.26511088,0.00008048,0.14277787,0.00339044,0.16030750
-4.89544772,0.92069816,0.15721803,0.28981670,0.24078715,0.26588547,0.00006625,0.14813629,0.00291786,0.16484496
-4.88944472,0.92976213,0.14171179,0.28770973,0.25188930,0.26888826,0.00005482,0.15467253,0.00249587,0.17075265
-4.88344172,0.94669671,0.12814024,0.28827977,0.26510024,0.27397149,0.00004591,0.16229993,0.00212291,0.17793183
-4.87743872,0.97080956,0.11645050,0.29129180,0.28020910,0.28094916,0.00003931,0.17090708,0.00179680,0.18625873
-4.87143572,1.00128912,0.10657111,0.29647637,0.29697122,0.28960290,0.00003486,0.18035958,0.00151490,0.19558642
-4.86543272,1.03722648,0.09841727,0.30353708,0.31511169,0.29968919,0.00003247,0.19050259,0.00127429,0.20574755
-4.85942971,1.07764081,0.09189610,0.31215884,0.33433019,0.31094761,0.00003212,0.20116414,0.00107191,0.21655804
-4.85342671,1.12150778,0.08691204,0.32201680,0.35430697,0.32311002,0.00003386,0.21215929,0.00090470,0.22782152
-4.84742371,1.16779011,0.08337195,0.33278560,0.37470990,0.33591031,0.00003783,0.22329482,0.00076967,0.23933447
-4.84142071,1.21546942,0.08119003,0.34414874,0.39520233,0.34909443,0.00004424,0.23437446,0.00066409,0.25089183
-4.83541771,1.26357829,0.08029223,0.35580778,0.41545164,0.36243026,0.00005339,0.24520436,0.00058544,0.26229294
-4.82941471,1.31123136,0.08062012,0.36749107,0.43513804,0.37571705,0.00006567,0.25559877,0.00053157,0.27334760
-4.82341171,1.35765438,0.08213404,0.37896165,0.45396347,0.38879398,0.00008156,0.26538549,0.00050067,0.28388197
-4.81740870,1.40220996,0.08481554,0.39002409,0.47166014,0.40154737,0.00010164,0.27441118,0.00049132,0.29374408
-4.81140570,1.44441891,0.08866881,0.40052999,0.48799834,0.41391633,0.00012657,0.28254597,0.00050245,0.30280876
-4.80540270,1.48397614,0.09372122,0.41038177,0.50279334,0.42589638,0.00015711,0.28968747,0.00053337,0.31098169
-4.79939970,1.52076027,0.10002273,0.41953473,0.51591082,0.43754080,0.00019408,0.29576386,0.00058372,0.31820246
-4.79339670,1.55483609,0.10764418,0.42799705,0.52727077,0.44895955,0.00023840,0.30073590,0.00065342,0.32444640
-4.78739370,1.58644963,0.11667443,0.43582776,0.53684949,0.46031556,0.00029101,0.30459786,0.00074261,0.32972506
-4.78139070,1.61601556,0.12721626,0.44313269,0.54467960,0.47181843,0.00035292,0.30737716,0.00085163,0.33408536
-4.77538769,1.64409701,0.13938123,0.45005834,0.55084796,0.48371560,0.00042510,0.30913287,0.00098087,0.33760727
-4.76938469,1.67137843,0.15328340,0.45678406,0.55549156,0.49628116,0.00050853,0.30995299,0.00113078,0.34040018
-4.76338169,1.69863209,0.16903212,0.46351253,0.55879144,0.50980270,0.00060413,0.30995067,0.00130171,0.34259801
-4.75737869,1.72667950,0.18672413,0.47045911,0.56096481,0.52456657,0.00071270,0.30925944,0.00149386,0.34435317
-4.75137569,1.75634911,0.20643515,0.47784029,0.56225581,0.54084203,0.00083491,0.30802773,0.00170718,0.34582978
-4.74537269,1.78843192,0.22821128,0.48586174,0.56292510,0.55886506,0.00097121,0.30641284,0.00194130,0.34719619
-4.73936968,1.82363688,0.25206055,0.49470657,0.56323879,0.57882237,0.00112184,0.30457458,0.00219545,0.34861727
-4.73336668,1.86254806,0.27794510,0.50452412,0.56345719,0.60083646,0.00128674,0.30266898,0.00246837,0.35024675
-4.72736368,1.90558562,0.30577429,0.51541995,0.56382388,0.62495231,0.00146550,0.30084213,0.00275831,0.35221995
-4.72136068,1.95297246,0.33539923,0.52744751,0.56455549,0.65112664,0.00165737,0.29922463,0.00306292,0.35464717
-4.71535768,2.00470828,0.36660918,0.54060183,0.56583277,0.67922021,0.00186120,0.29792672,0.00337931,0.35760817
-4.70935468,2.06055279,0.39913000,0.55481571,0.56779331,0.70899369,0.00207541,0.29703440,0.00370403,0.36114795
-4.70335168,2.12001886,0.43262521,0.56995864,0.57052619,0.74010778,0.00229802,0.29660661,0.00403307,0.36527395
-4.69734867,2.18237664,0.46669961,0.58583850,0.57406884,0.77212743,0.00252664,0.29667365,0.00436200,0.36995499
-4.69134567,2.24666872,0.50090572,0.60220627,0.57840620,0.80453057,0.00275849,0.29723685,0.00468598,0.37512187
-4.68534267,2.31173598,0.53475288,0.61876341,0.58347217,0.83672098,0.00299049,0.29826946,0.00499992,0.38066967
-4.67933967,2.37625340,0.56771891,0.63517177,0.58915328,0.86804501,0.00321926,0.29971869,0.00529859,0.38646162
-4.67333667,2.43877438,0.59926400,0.65106570,0.59529431,0.89781163,0.00344124,0.30150875,0.00557679,0.39233440
-4.66733367,2.49778175,0.62884631,0.66606570,0.60170541,0.92531491,0.00365274,0.30354478,0.00582946,0.39810454
-4.66133067,2.55174331,0.65593882,0.67979318,0.60817065,0.94985817,0.00385009,0.30571728,0.00605191,0.40357575
-4.65532766,2.59916946,0.68004673,0.69188571,0.61445711,0.97077874,0.00402972,0.30790702,0.00623994,0.40854659
-4.64932466,2.63867038,0.70072461,0.70201188,0.62032437,0.98747217,0.00418825,0.30998998,0.00639002,0.41281839
-4.64332166,2.66901007,0.71759280,0.70988547,0.62553380,0.99941501,0.00432263,0.31184220,0.00649939,0.41620285
