energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.55577789,3.47465492,0.01145532,0.20901388,0.33176233,0.74321310,1.63917059,1.76238945,0.00000000
-5.54977489,3.42548420,0.01222812,0.20497197,0.31248783,0.73733672,1.60201118,1.75089197,0.00000000
-5.54377189,3.37511595,0.01303637,0.20080755,0.29471623,0.73101683,1.56525295,1.73755008,0.00000000
-5.53776888,3.32415276,0.01388117,0.19659129,0.27864750,0.72429613,1.52927966,1.72258158,0.00000000
-5.53176588,3.27308795,0.01476430,0.19239139,0.26443709,0.71720247,1.49438510,1.70618264,0.00000000
-5.52576288,3.22231239,0.01568828,0.18827348,0.25219647,0.70975337,1.46077100,1.68853440,0.00000000
-5.51975988,3.17212614,0.01665649,0.18430060,0.24199495,0.70196101,1.42854980,1.66981032,0.00000000
-5.51375688,3.12275352,0.01767314,0.18053300,0.23386227,0.69383702,1.39775141,1.65018356,0.00000000
-5.50775388,3.07435974,0.01874326,0.17702786,0.22779185,0.68539685,1.36833322,1.62983334,0.00000000
-5.50175088,3.02706754,0.01987253,0.17383869,0.22374451,0.67666325,1.34019259,1.60894973,0.00000000
-5.49574787,2.98097222,0.02106716,0.17101457,0.22165221,0.66766868,1.31318053,1.58773634,0.00000000
-5.48974487,2.93615400,0.02233351,0.16859917,0.22142185,0.65845645,1.28711601,1.56641036,0.00000000
-5.48374187,2.89268666,0.02367785,0.16662956,0.22293893,0.64908053,1.26179972,1.54520004,0.00000000
-5.47773887,2.85064227,0.02510585,0.16513497,0.22607079,0.63960414,1.23702677,1.52433964,0.00000000
-5.47173587,2.81009175,0.02662219,0.16413548,0.23066969,0.63009724,1.21259769,1.50406219,0.00000000
-5.46573287,2.77110174,0.02823004,0.16364084,0.23657547,0.62063319,1.18832742,1.48459055,0.00000000
-5.45972986,2.73372852,0.02993059,0.16364943,0.24361791,0.61128480,1.16405208,1.46612755,0.00000000
-5.45372686,2.69800983,0.03172259,0.16414761,0.25161887,0.60212026,1.13963361,1.44884585,0.00000000
-5.44772386,2.66395587,0.03360195,0.16510932,0.26039431,0.59319913,1.11496238,1.43287843,0.00000000
-5.44172086,2.63154055,0.03556142,0.16649627,0.26975621,0.58456879,1.08995806,1.41831043,0.00000000
-5.43571786,2.60069425,0.03759036,0.16825857,0.27951452,0.57626166,1.06456926,1.40517304,0.00000000
-5.42971486,2.57129905,0.03967469,0.17033586,0.28947921,0.56829337,1.03877209,1.39343997,0.00000000
-5.42371186,2.54318725,0.04179695,0.17265904,0.29946249,0.56066206,1.01256832,1.38302703,0.00000000
-5.41770885,2.51614374,0.04393652,0.17515234,0.30928118,0.55334881,0.98598328,1.37379476,0.00000000
-5.41170585,2.48991236,0.04606997,0.17773589,0.31875932,0.54631926,0.95906399,1.36555437,0.00000000
-5.40570285,2.46420620,0.04817166,0.18032855,0.32773085,0.53952628,0.93187750,1.35807658,0.00000000
-5.39969985,2.43872136,0.05021431,0.18285086,0.33604240,0.53291350,0.90450984,1.35110295,0.00000000
-5.39369685,2.41315347,0.05216984,0.18522811,0.34355608,0.52641948,0.87706533,1.34435923,0.00000000
-5.38769385,2.38721601,0.05401013,0.18739329,0.35015213,0.51998227,0.84966630,1.33756995,0.00000000
-5.38169085,2.36065935,0.05570795,0.18928977,0.35573134,0.51354402,0.82245318,1.33047345,0.00000000
-5.37568784,2.33328932,0.05723776,0.19087373,0.36021710,0.50705541,0.79558452,1.32283652,0.00000000
-5.36968484,2.30498409,0.05857655,0.19211600,0.36355694,0.50047957,0.76923691,1.31446800,0.00000000
-5.36368184,2.27570836,0.05970457,0.19300342,0.36572353,0.49379525,0.74360457,1.30523032,0.00000000
-5.35767884,2.24552373,0.06060585,0.19353958,0.36671496,0.48699915,0.71889827,1.29504866,0.00000000
-5.35167584,2.21459471,0.06126874,0.19374487,0.36655427,0.48010711,0.69534353,1.28391699,0.00000000
-5.34567284,2.18318962,0.06168608,0.19365582,0.36528830,0.47315428,0.67317789,1.27190075,0.00000000
-5.33966983,2.15167641,0.06185534,0.19332390,0.36298569,0.46619412,0.65264726,1.25913610,0.00000000
-5.33366683,2.12051320,0.06177852,0.19281361,0.35973428,0.45929642,0.63400132,1.24582555,0.00000000
-5.32766383,2.09023404,0.06146187,0.19220006,0.35563783,0.45254436,0.61748800,1.23223044,0.00000000
-5.32166083,2.06143033,0.06091548,0.19156612,0.35081222,0.44603091,0.60334720,1.21866043,0.00000000
-5.31565783,2.03472885,0.06015274,0.19099929,0.34538137,0.43985457,0.59180399,1.20546054,0.00000000
-5.30965483,2.01076712,0.05918977,0.19058824,0.33947284,0.43411495,0.58306138,1.19299642,0.00000000
-5.30365183,1.99016737,0.05804467,0.19041942,0.33321345,0.42890816,0.57729303,1.18163850,0.00000000
-5.29764882,1.97351012,0.05673692,0.19057365,0.32672503,0.42432244,0.57463605,1.17174562,0.00000000
-5.29164582,1.96130850,0.05528668,0.19112290,0.32012040,0.42043410,0.57518436,1.16364911,0.00000000
-5.28564282,1.95398440,0.05371419,0.19212745,0.31349991,0.41730398,0.57898262,1.15763764,0.00000000
-5.27963982,1.95184746,0.05203929,0.19363338,0.30694842,0.41497464,0.58602121,1.15394381,0.00000000
-5.27363682,1.95507758,0.05028093,0.19567064,0.30053309,0.41346823,0.59623231,1.15273279,0.00000000
-5.26763382,1.96371178,0.04845690,0.19825164,0.29430185,0.41278524,0.60948743,1.15409344,0.00000000
-5.26163082,1.97763574,0.04658362,0.20137043,0.28828274,0.41290400,0.62559632,1.15803226,0.00000000
-5.25562781,1.99658038,0.04467597,0.20500258,0.28248399,0.41378099,0.64430762,1.16447031,0.00000000
-5.24962481,2.02012344,0.04274733,0.20910559,0.27689497,0.41535179,0.66531107,1.17324309,0.00000000
-5.24362181,2.04769604,0.04080961,0.21361990,0.27148785,0.41753270,0.68824137,1.18410332,0.00000000
-5.23761881,2.07859388,0.03887333,0.21847041,0.26621981,0.42022277,0.71268367,1.19672647,0.00000000
-5.23161581,2.11199250,0.03694780,0.22356845,0.26103594,0.42330624,0.73818047,1.21071863,0.00000000
-5.22561281,2.14696631,0.03504124,0.22881411,0.25587239,0.42665518,0.76423990,1.22562652,0.00000000
-5.21960980,2.18251038,0.03316092,0.23409880,0.25065985,0.43013231,0.79034509,1.24094910,0.00000000
-5.21360680,2.21756450,0.03131335,0.23930800,0.24532714,0.43359382,0.81596436,1.25615049,0.00000000
-5.20760380,2.25103873,0.02950436,0.24432406,0.23980467,0.43689213,0.84056211,1.27067357,0.00000000
-5.20160080,2.28183947,0.02773917,0.24902898,0.23402783,0.43987863,0.86360998,1.28395407,0.00000000
-5.19559780,2.30889563,0.02602247,0.25330714,0.22793992,0.44240625,0.88459802,1.29543452,0.00000000
-5.18959480,2.33118387,0.02435844,0.25704780,0.22149480,0.44433191,0.90304557,1.30457782,0.00000000
-5.18359180,2.34775262,0.02275076,0.26014741,0.21465886,0.44551890,0.91851165,1.31088013,0.00000000
-5.17758879,2.35774398,0.02120258,0.26251171,0.20741256,0.44583906,0.93060439,1.31388268,0.00000000
-5.17158579,2.36041326,0.01971654,0.26405754,0.19975124,0.44517497,0.93898944,1.31318235,0.00000000
-5.16558279,2.35514567,0.01829468,0.26471434,0.19168538,0.44342205,0.94339702,1.30844082,0.00000000
-5.15957979,2.34146990,0.01693850,0.26442542,0.18324020,0.44049049,0.94362756,1.29939218,0.00000000
-5.15357679,2.31906819,0.01564892,0.26314889,0.17445479,0.43630729,0.93955563,1.28584881,0.00000000
-5.14757379,2.28778307,0.01442628,0.26085839,0.16538069,0.43081804,0.93113224,1.26770552,0.00000000
-5.14157079,2.24762033,0.01327041,0.25754346,0.15608012,0.42398868,0.91838540,1.24494194,0.00000000
-5.13556778,2.19874855,0.01218061,0.25320969,0.14662390,0.41580697,0.90141892,1.21762306,0.00000000
-5.12956478,2.14149508,0.01115575,0.24787862,0.13708925,0.40628381,0.88040959,1.18589809,0.00000000
-5.12356178,2.07633871,0.01019434,0.24158732,0.12755745,0.39545417,0.85560281,1.14999748,0.00000000
-5.11755878,2.00389928,0.00929455,0.23438770,0.11811162,0.38337762,0.82730679,1.11022849,0.00000000
-5.11155578,1.92492454,0.00845434,0.22634564,0.10883463,0.37013844,0.79588553,1.06696908,0.00000000
-5.10555278,1.84027457,0.00767150,0.21753970,0.09980722,0.35584524,0.76175086,1.02066062,0.00000000
-5.09954977,1.75090435,0.00694374,0.20805969,0.09110653,0.34062993,0.72535366,0.97179936,0.00000000
-5.09354677,1.65784482,0.00626872,0.19800496,0.08280486,0.32464634,0.68717459,0.92092704,0.00000000
-5.08754377,1.56218305,0.00564412,0.18748247,0.07496895,0.30806814,0.64771465,0.86862078,0.00000000
-5.08154077,1.46504210,0.00506767,0.17660467,0.06765958,0.29108645,0.60748569,0.81548270,0.00000000
-5.07553777,1.36756103,0.00453721,0.16548730,0.06093161,0.27390693,0.56700128,0.76212934,0.00000000
-5.06953477,1.27087567,0.00405064,0.15424711,0.05483435,0.25674671,0.52676807,0.70918133,0.00000000
-5.06353177,1.17610061,0.00360603,0.14299952,0.04941219,0.23983095,0.48727787,0.65725354,0.00000000
-5.05752876,1.08431281,0.00320153,0.13185648,0.04470556,0.22338948,0.44900061,0.60694586,0.00000000
-5.05152576,0.99653714,0.00283545,0.12092435,0.04075191,0.20765334,0.41237826,0.55883496,0.00000000
-5.04552276,0.91373405,0.00250620,0.11030209,0.03758676,0.19285143,0.37781980,0.51346699,0.00000000
-5.03951976,0.83678944,0.00221235,0.10007966,0.03524479,0.17920738,0.34569725,0.47135143,0.00000000
-5.03351676,0.76650669,0.00195258,0.09033678,0.03376064,0.16693653,0.31634259,0.43295599,0.00000000
-5.02751376,0.70360067,0.00172573,0.08114202,0.03316952,0.15624319,0.29004566,0.39870257,0.00000000
-5.02151076,0.64869340,0.00153077,0.07255226,0.03350750,0.14731814,0.26705273,0.36896410,0.00000000
-5.01550775,0.60231115,0.00136683,0.06461255,0.03481136,0.14033621,0.24756561,0.34406208,0.00000000
-5.00950475,0.56488236,0.00123322,0.05735629,0.03711794,0.13545405,0.23174125,0.32426462,0.00000000
-5.00350175,0.53673617,0.00112942,0.05080572,0.04046309,0.13280796,0.21969145,0.30978490,0.00000000
-4.99749875,0.51810104,0.00105511,0.04497270,0.04487997,0.13251171,0.21148264,0.30077952,0.00000000
-4.99149575,0.50910323,0.00101019,0.03985968,0.05039701,0.13465435,0.20713566,0.29734700,0.00000000
-4.98549275,0.50976481,0.00099478,0.03546086,0.05703535,0.13929796,0.20662536,0.29952591,0.00000000
-4.97948974,0.52000131,0.00100922,0.03176334,0.06480597,0.14647528,0.20988000,0.30729293,0.00000000
-4.97348674,0.53961885,0.00105407,0.02874841,0.07370662,0.15618746,0.21678067,0.32056057,0.00000000
-4.96748374,0.56831112,0.00113008,0.02639268,0.08371863,0.16840174,0.22716063,0.33917498,0.00000000
-4.96148074,0.60565653,0.00123821,0.02466921,0.09480388,0.18304939,0.24080486,0.36291383,0.00000000
-4.95547774,0.65111601,0.00137955,0.02354845,0.10690196,0.20002393,0.25745005,0.39148459,0.00000000
-4.94947474,0.70403203,0.00155530,0.02299904,0.11992797,0.21917990,0.27678518,0.42452359,0.00000000
-4.94347174,0.76362947,0.00176670,0.02298841,0.13377081,0.24033219,0.29845303,0.46159623,0.00000000
-4.93746873,0.82901896,0.00201493,0.02348319,0.14829244,0.26325631,0.32205287,0.50219855,0.00000000
-4.93146573,0.89920324,0.00230108,0.02444949,0.16332814,0.28768964,0.34714440,0.54576060,0.00000000
-4.92546273,0.97308698,0.00262598,0.02585293,0.17868781,0.31333371,0.37325328,0.59165189,0.00000000
-4.91945973,1.04949027,0.00299017,0.02765858,0.19415856,0.33985784,0.39987813,0.63918890,0.00000000
-4.91345673,1.12716605,0.00339371,0.02983079,0.20950837,0.36690386,0.42649917,0.68764494,0.00000000
-4.90745373,1.20482104,0.00383613,0.03233294,0.22449100,0.39409210,0.45258810,0.73626203,0.00000000
-4.90145073,1.28114005,0.00431628,0.03512712,0.23885183,0.42102840,0.47761932,0.78426481,0.00000000
-4.89544772,1.35481285,0.00483224,0.03817393,0.25233454,0.44731211,0.50108181,0.83087597,0.00000000
-4.88944472,1.42456293,0.00538122,0.04143216,0.26468844,0.47254463,0.52249160,0.87533282,0.00000000
-4.88344172,1.48917702,0.00595950,0.04485875,0.27567600,0.49633851,0.54140406,0.91690447,0.00000000
-4.87743872,1.54753445,0.00656239,0.04840868,0.28508041,0.51832649,0.55742570,0.95490888,0.00000000
-4.87143572,1.59863498,0.00718421,0.05203523,0.29271283,0.53817045,0.57022488,0.98872937,0.00000000
-4.86543272,1.64162423,0.00781832,0.05569016,0.29841886,0.55556964,0.57954099,1.01782970,0.00000000
-4.85942971,1.67581544,0.00845715,0.05932432,0.30208405,0.57026826,0.58519159,1.04176732,0.00000000
-4.85342671,1.70070684,0.00909236,0.06288826,0.30363823,0.58206168,0.58707731,1.06020422,0.00000000
-4.84742371,1.71599387,0.00971494,0.06633312,0.30305819,0.59080156,0.58518409,1.07291496,0.00000000
-4.84142071,1.72157577,0.01031543,0.06961164,0.30036895,0.59639927,0.57958282,1.07979164,0.00000000
-4.83541771,1.71755636,0.01088408,0.07267932,0.29564321,0.59882789,0.57042629,1.08084567,0.00000000
-4.82941471,1.70423908,0.01141117,0.07549563,0.28899921,0.59812245,0.55794358,1.07620627,0.00000000
-4.82341171,1.68211651,0.01188725,0.07802531,0.28059704,0.59437873,0.54243225,1.06611589,0.00000000
-4.81740870,1.65185497,0.01230339,0.08023961,0.27063360,0.58775045,0.52424857,1.05092282,0.00000000
-4.81140570,1.61427480,0.01265150,0.08211748,0.25933634,0.57844518,0.50379626,1.03107116,0.00000000
-4.80540270,1.57032717,0.01292457,0.08364659,0.24695624,0.56671903,0.48151429,1.00708872,0.00000000
-4.79939970,1.52106831,0.01311692,0.08482420,0.23376020,0.55287037,0.45786418,0.97957325,0.00000000
-4.79339670,1.46763202,0.01322439,0.08565774,0.22002320,0.53723275,0.43331724,0.94917732,0.00000000
-4.78739370,1.41120146,0.01324450,0.08616507,0.20602061,0.52016723,0.40834241,0.91659254,0.00000000
-4.78139070,1.35298097,0.01317658,0.08637445,0.19202080,0.50205435,0.38339490,0.88253335,0.00000000
-4.77538769,1.29416867,0.01302176,0.08632411,0.17827845,0.48328589,0.35890607,0.84772090,0.00000000
-4.76938469,1.23593058,0.01278297,0.08606149,0.16502863,0.46425657,0.33527486,0.81286733,0.00000000
-4.76338169,1.17937674,0.01246486,0.08564207,0.15248196,0.44535596,0.31286076,0.77866080,0.00000000
-4.75737869,1.12553972,0.01207367,0.08512797,0.14082070,0.42696066,0.29197865,0.74575152,0.00000000
-4.75137569,1.07535597,0.01161699,0.08458614,0.13019607,0.40942677,0.27289527,0.71473902,0.00000000
-4.74537269,1.02965013,0.01110355,0.08408647,0.12072655,0.39308310,0.25582740,0.68616092,0.00000000
-4.73936968,0.98912243,0.01054293,0.08369967,0.11249727,0.37822485,0.24094161,0.66048326,0.00000000
-4.73336668,0.95433942,0.00994528,0.08349506,0.10556028,0.36510811,0.22835530,0.63809267,0.00000000
-4.72736368,0.92572790,0.00932100,0.08353846,0.09993563,0.35394525,0.21813899,0.61929045,0.00000000
-4.72136068,0.90357209,0.00868044,0.08389011,0.09561314,0.34490121,0.21031946,0.60428866,0.00000000
-4.71535768,0.88801397,0.00803363,0.08460281,0.09255472,0.33809085,0.20488369,0.59320828,0.00000000
-4.70935468,0.87905669,0.00739002,0.08572027,0.09069708,0.33357738,0.20178322,0.58607957,0.00000000
-4.70335168,0.87657090,0.00675825,0.08727576,0.08995474,0.33137198,0.20093882,0.58284453,0.00000000
-4.69734867,0.88030365,0.00614598,0.08929121,0.09022327,0.33143454,0.20224524,0.58336141,0.00000000
-4.69134567,0.88988988,0.00555976,0.09177650,0.09138257,0.33367565,0.20557587,0.58741130,0.00000000
-4.68534267,0.90486580,0.00500496,0.09472930,0.09330033,0.33795966,0.21078715,0.59470640,0.00000000
-4.67933967,0.92468407,0.00448570,0.09813523,0.09583530,0.34410884,0.21772262,0.60489997,0.00000000
-4.67333667,0.94873015,0.00400490,0.10196831,0.09884069,0.35190848,0.22621653,0.61759746,0.00000000
-4.66733367,0.97633939,0.00356429,0.10619178,0.10216738,0.36111286,0.23609687,0.63236865,0.00000000
-4.66133067,1.00681429,0.00316455,0.11075920,0.10566705,0.37145176,0.24718785,0.64876018,0.00000000
-4.65532766,1.03944149,0.00280536,0.11561569,0.10919519,0.38263754,0.25931182,0.66630828,0.00000000
-4.64932466,1.07350777,0.00248555,0.12069935,0.11261388,0.39437231,0.27229054,0.68455105,0.00000000
-4.64332166,1.10831481,0.00220326,0.12594279,0.11579447,0.40635521,0.28594598,0.70304002,0.00000000
-4.63731866,1.14319205,0.00195609,0.13127460,0.11861991,0.41828941,0.30010066,0.72135042,0.00000000
-4.63131566,1.17750751,0.00174120,0.13662088,0.12098686,0.42988867,0.31457755,0.73908996,0.00000000
-4.62531266,1.21067620,0.00155552,0.14190666,0.12280742,0.44088327,0.32919984,0.75590578,0.00000000
-4.61930965,1.24216606,0.00139583,0.14705722,0.12401056,0.45102516,0.34379051,0.77148936,0.00000000
-4.61330665,1.27150143,0.00125889,0.15199928,0.12454305,0.46009214,0.35817197,0.78557934,0.00000000
-4.60730365,1.29826429,0.00114154,0.15666209,0.12436999,0.46789109,0.37216591,0.79796224,0.00000000
-4.60130065,1.32209332,0.00104078,0.16097832,0.12347486,0.47426014,0.38559336,0.80847126,0.00000000
-4.59529765,1.34268137,0.00095383,0.16488490,0.12185914,0.47906978,0.39827532,0.81698328,0.00000000
-4.58929465,1.35977163,0.00087820,0.16832368,0.11954140,0.48222304,0.41003379,0.82341450,0.00000000
-4.58329165,1.37315298,0.00081167,0.17124204,0.11655598,0.48365474,0.42069342,0.82771497,0.00000000
-4.57728864,1.38265511,0.00075234,0.17359337,0.11295135,0.48333004,0.43008376,0.82986257,0.00000000
-4.57128564,1.38814376,0.00069862,0.17533757,0.10878800,0.48124230,0.43804201,0.82985669,0.00000000
-4.56528264,1.38951658,0.00064922,0.17644142,0.10413621,0.47741058,0.44441624,0.82771222,0.00000000
-4.55927964,1.38669986,0.00060311,0.17687899,0.09907359,0.47187676,0.44906898,0.82345415,0.00000000
-4.55327664,1.37964648,0.00055954,0.17663195,0.09368250,0.46470261,0.45188099,0.81711309,0.00000000
-4.54727364,1.36833506,0.00051797,0.17568987,0.08804760,0.45596683,0.45275493,0.80872198,0.00000000
-4.54127064,1.35277038,0.00047803,0.17405050,0.08225333,0.44576222,0.45161895,0.79831418,0.00000000
-4.53526763,1.33298494,0.00043952,0.17171992,0.07638173,0.43419309,0.44842980,0.78592289,0.00000000
-4.52926463,1.30904140,0.00040237,0.16871266,0.07051044,0.42137290,0.44317527,0.77158194,0.00000000
-4.52326163,1.28103561,0.00036657,0.16505167,0.06471095,0.40742226,0.43587593,0.75532770,0.00000000
-4.51725863,1.24909978,0.00033220,0.16076815,0.05904732,0.39246718,0.42658592,0.73720199,0.00000000
-4.51125563,1.21340551,0.00029937,0.15590130,0.05357517,0.37663762,0.41539271,0.71725551,0.00000000
-4.50525263,1.17416618,0.00026818,0.15049778,0.04834104,0.36006627,0.40241579,0.69555162,0.00000000
-4.49924962,1.13163830,0.00023877,0.14461112,0.04338218,0.34288745,0.38780442,0.67217005,0.00000000
-4.49324662,1.08612162,0.00021125,0.13830086,0.03872660,0.32523616,0.37173428,0.64721013,0.00000000
