energy_ev,total_up,Fe_p_up,Fe_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.84992496,1.91457347,0.50515033,0.31355512,0.43030529,0.79197436,0.00370931,0.15587284,0.71646964,0.00000000
-5.84392196,1.96704398,0.51487822,0.31162646,0.43381009,0.82626949,0.00398527,0.15857819,0.73623601,0.00000000
-5.83791896,2.02383850,0.52570306,0.30985782,0.43848700,0.86217945,0.00428144,0.16169039,0.75860370,0.00000000
-5.83191596,2.08496030,0.53772572,0.30839951,0.44452935,0.89936176,0.00459799,0.16526311,0.78378423,0.00000000
-5.82591296,2.15035027,0.55102786,0.30739670,0.45210338,0.93746935,0.00493489,0.16933859,0.81193881,0.00000000
-5.81990995,2.21986246,0.56566305,0.30698206,0.46133716,0.97615091,0.00529182,0.17394353,0.84316134,0.00000000
-5.81390695,2.29324309,0.58164918,0.30726903,0.47231108,1.01505150,0.00566810,0.17908557,0.87746380,0.00000000
-5.80790395,2.37011421,0.59896230,0.30834609,0.48505016,1.05381355,0.00606260,0.18475056,0.91476456,0.00000000
-5.80190095,2.44996314,0.61753223,0.31027213,0.49951872,1.09207848,0.00647369,0.19090073,0.95488035,0.00000000
-5.79589795,2.53213853,0.63724029,0.31307335,0.51561767,1.12948905,0.00689919,0.19747401,0.99752252,0.00000000
-5.78989495,2.61585346,0.65791920,0.31674158,0.53318461,1.16569229,0.00733627,0.20438445,1.04229782,0.00000000
-5.78389195,2.70019583,0.67935515,0.32123424,0.55199666,1.20034345,0.00778146,0.21152376,1.08871389,0.00000000
-5.77788894,2.78414586,0.70129216,0.32647586,0.57177613,1.23311046,0.00823064,0.21876400,1.13618941,0.00000000
-5.77188594,2.86660010,0.72343842,0.33236109,0.59219864,1.26367926,0.00867903,0.22596128,1.18406859,0.00000000
-5.76588294,2.94640114,0.74547442,0.33875899,0.61290340,1.29175964,0.00912126,0.23296027,1.23163945,0.00000000
-5.75987994,3.02237182,0.76706255,0.34551849,0.63350517,1.31709143,0.00955144,0.23959942,1.27815531,0.00000000
-5.75387694,3.09335257,0.78785780,0.35247469,0.65360740,1.33945098,0.00996325,0.24571654,1.32285843,0.00000000
-5.74787394,3.15824007,0.80751900,0.35945567,0.67281593,1.35865744,0.01035009,0.25115459,1.36500492,0.00000000
-5.74187094,3.21602562,0.82572019,0.36628953,0.69075263,1.37457872,0.01070526,0.25576736,1.40388986,0.00000000
-5.73586793,3.26583134,0.84216154,0.37281134,0.70706827,1.38713665,0.01102210,0.25942476,1.43887131,0.00000000
-5.72986493,3.30694234,0.85657935,0.37886961,0.72145425,1.39631109,0.01129422,0.26201751,1.46939228,0.00000000
-5.72386193,3.33883333,0.86875458,0.38433200,0.73365234,1.40214258,0.01151572,0.26346104,1.49499962,0.00000000
-5.71785893,3.36118824,0.87851966,0.38909008,0.74346228,1.40473333,0.01168135,0.26369832,1.51535885,0.00000000
-5.71185593,3.37391162,0.88576298,0.39306278,0.75074682,1.40424616,0.01178674,0.26270165,1.53026428,0.00000000
-5.70585293,3.37713138,0.89043115,0.39619855,0.75543387,1.40090137,0.01182856,0.26047317,1.53964405,0.00000000
-5.69984992,3.37119236,0.89252864,0.39847603,0.75751604,1.39497143,0.01180467,0.25704431,1.54355971,0.00000000
-5.69384692,3.35664116,0.89211512,0.39990335,0.75704733,1.38677360,0.01171420,0.25247397,1.54220050,0.00000000
-5.68784392,3.33420276,0.88930035,0.40051599,0.75413742,1.37666061,0.01155763,0.24684578,1.53587272,0.00000000
-5.68184092,3.30475024,0.88423723,0.40037354,0.74894394,1.36500982,0.01133680,0.24026446,1.52498461,0.00000000
-5.67583792,3.26926899,0.87711319,0.39955542,0.74166304,1.35221127,0.01105488,0.23285155,1.51002777,0.00000000
-5.66983492,3.22881739,0.86814052,0.39815595,0.73251899,1.33865519,0.01071626,0.22474063,1.49155592,0.00000000
-5.66383192,3.18448588,0.85754615,0.39627894,0.72175322,1.32471953,0.01032646,0.21607240,1.47016220,0.00000000
-5.65782891,3.13735657,0.84556144,0.39403223,0.70961357,1.31075824,0.00989191,0.20698980,1.44645613,0.00000000
-5.65182591,3.08846550,0.83241266,0.39152242,0.69634417,1.29709083,0.00941979,0.19763333,1.42104138,0.00000000
-5.64582291,3.03876936,0.81831246,0.38885007,0.68217653,1.28399391,0.00891780,0.18813689,1.39449537,0.00000000
-5.63981991,2.98911820,0.80345292,0.38610567,0.66732221,1.27169501,0.00839393,0.17862415,1.36735167,0.00000000
-5.63381691,2.94023544,0.78800047,0.38336650,0.65196738,1.26036916,0.00785620,0.16920574,1.34008577,0.00000000
-5.62781391,2.89270575,0.77209281,0.38069447,0.63626939,1.25013837,0.00731246,0.15997717,1.31310487,0.00000000
-5.62181091,2.84697104,0.75583790,0.37813510,0.62035542,1.24107389,0.00677017,0.15101761,1.28674177,0.00000000
-5.61580790,2.80333430,0.73931499,0.37571748,0.60432314,1.23320124,0.00623624,0.14238948,1.26125286,0.00000000
-5.60980490,2.76197050,0.72257733,0.37345523,0.58824296,1.22650754,0.00571683,0.13413877,1.23682000,0.00000000
-5.60380190,2.72294337,0.70565645,0.37134825,0.57216188,1.22095060,0.00521729,0.12629596,1.21355576,0.00000000
-5.59779890,2.68622652,0.68856736,0.36938499,0.55610819,1.21646928,0.00474202,0.11887758,1.19151128,0.00000000
-5.59179590,2.65172733,0.67131434,0.36754526,0.54009685,1.21299429,0.00429450,0.11188804,1.17068618,0.00000000
-5.58579290,2.61931178,0.65389692,0.36580304,0.52413498,1.21045879,0.00387723,0.10532177,1.15103955,0.00000000
-5.57978989,2.58882843,0.63631545,0.36412930,0.50822715,1.20880809,0.00349181,0.09916538,1.13250124,0.00000000
-5.57378689,2.56013014,0.61857589,0.36249454,0.49237989,1.20800777,0.00313894,0.09339995,1.11498270,0.00000000
-5.56778389,2.53309207,0.60069363,0.36087089,0.47660542,1.20804983,0.00281857,0.08800299,1.09838671,0.00000000
-5.56178089,2.50762507,0.58269600,0.35923362,0.46092420,1.20895629,0.00252993,0.08295027,1.08261552,0.00000000
-5.55577789,2.48368379,0.56462336,0.35756215,0.44536618,1.21078022,0.00227171,0.07821737,1.06757699,0.00000000
-5.54977489,2.46126941,0.54652882,0.35584028,0.42997094,1.21360404,0.00204212,0.07378085,1.05318861,0.00000000
-5.54377189,2.44042696,0.52847675,0.35405595,0.41478656,1.21753521,0.00183905,0.06961907,1.03937938,0.00000000
-5.53776888,2.42123792,0.51054007,0.35220049,0.39986764,1.22269960,0.00166017,0.06571271,1.02608973,0.00000000
-5.53176588,2.40380886,0.49279683,0.35026742,0.38527244,1.22923287,0.00150299,0.06204499,1.01326977,0.00000000
-5.52576288,2.38825703,0.47532624,0.34825105,0.37105966,1.23727045,0.00136505,0.05860156,1.00087620,0.00000000
-5.51975988,2.37469413,0.45820455,0.34614505,0.35728499,1.24693652,0.00124390,0.05537029,0.98886840,0.00000000
-5.51375688,2.36320948,0.44150099,0.34394095,0.34399777,1.25833271,0.00113724,0.05234080,0.97720421,0.00000000
-5.50775388,2.35385364,0.42527427,0.34162692,0.33123799,1.27152708,0.00104290,0.04950403,0.96583570,0.00000000
-5.50175088,2.34662359,0.40956966,0.33918688,0.31903393,1.28654386,0.00095894,0.04685169,0.95470551,0.00000000
-5.49574787,2.34145046,0.39441702,0.33659990,0.30740048,1.30335462,0.00088363,0.04437573,0.94374400,0.00000000
-5.48974487,2.33819040,0.37982970,0.33384012,0.29633830,1.32187110,0.00081549,0.04206795,0.93286752,0.00000000
-5.48374187,2.33661921,0.36580457,0.33087707,0.28583391,1.34194033,0.00075326,0.03991962,0.92197789,0.00000000
-5.47773887,2.33643090,0.35232291,0.32767645,0.27586053,1.36334211,0.00069590,0.03792126,0.91096320,0.00000000
-5.47173587,2.33724045,0.33935222,0.32420129,0.26637976,1.38578907,0.00064259,0.03606249,0.89969991,0.00000000
-5.46573287,2.33859037,0.32684877,0.32041337,0.25734384,1.40892955,0.00059267,0.03433209,0.88805599,0.00000000
-5.45972986,2.33996109,0.31476062,0.31627493,0.24869836,1.43235304,0.00054567,0.03271802,0.87589510,0.00000000
-5.45372686,2.34078441,0.30303100,0.31175045,0.24038530,1.45559827,0.00050124,0.03120767,0.86308140,0.00000000
-5.44772386,2.34045972,0.29160178,0.30680843,0.23234611,1.47816368,0.00045915,0.02978809,0.84948486,0.00000000
-5.44172086,2.33837209,0.28041682,0.30142317,0.22452471,1.49951991,0.00041925,0.02844633,0.83498664,0.00000000
-5.43571786,2.33391172,0.26942509,0.29557629,0.21687027,1.51912400,0.00038145,0.02716973,0.81948437,0.00000000
-5.42971486,2.32649384,0.25858330,0.28925806,0.20933952,1.53643485,0.00034573,0.02594628,0.80289701,0.00000000
-5.42371186,2.31557829,0.24785796,0.28246840,0.20189864,1.55092924,0.00031206,0.02476490,0.78516905,0.00000000
-5.41770885,2.30068805,0.23722684,0.27521754,0.19452447,1.56211801,0.00028045,0.02361574,0.76627389,0.00000000
-5.41170585,2.28142597,0.22667975,0.26752630,0.18720524,1.56956159,0.00025092,0.02249035,0.74621615,0.00000000
-5.40570285,2.25748889,0.21621868,0.25942599,0.17994056,1.57288436,0.00022346,0.02138191,0.72503292,0.00000000
-5.39969985,2.22867870,0.20585720,0.25095791,0.17274087,1.57178704,0.00019806,0.02028525,0.70279374,0.00000000
-5.39369685,2.19490969,0.19561948,0.24217254,0.16562638,1.56605678,0.00017470,0.01919689,0.67959942,0.00000000
-5.38769385,2.15621185,0.18553862,0.23312830,0.15862553,1.55557413,0.00015335,0.01811505,0.65557965,0.00000000
-5.38169085,2.11272999,0.17565480,0.22389014,0.15177308,1.54031676,0.00013394,0.01703945,0.63088950,0.00000000
-5.37568784,2.06471845,0.16601305,0.21452781,0.14510795,1.52035961,0.00011640,0.01597128,0.60570496,0.00000000
-5.36968484,2.01253177,0.15666088,0.20511396,0.13867096,1.49587132,0.00010065,0.01491290,0.58021760,0.00000000
-5.36368184,1.95661153,0.14764596,0.19572218,0.13250245,1.46710723,0.00008659,0.01386767,0.55462864,0.00000000
-5.35767884,1.89746991,0.13901377,0.18642490,0.12664006,1.43439912,0.00007411,0.01283972,0.52914261,0.00000000
-5.35167584,1.83567080,0.13080551,0.17729140,0.12111661,1.39814218,0.00006310,0.01183365,0.50396082,0.00000000
-5.34567284,1.77180919,0.12305618,0.16838588,0.11595828,1.35877994,0.00005345,0.01085435,0.47927504,0.00000000
-5.33966983,1.70648993,0.11579307,0.15976569,0.11118313,1.31678781,0.00004504,0.00990670,0.45526139,0.00000000
-5.33366683,1.64030670,0.10903452,0.15147983,0.10680001,1.27265608,0.00003776,0.00899542,0.43207500,0.00000000
-5.32766383,1.57382243,0.10278918,0.14356771,0.10280787,1.22687331,0.00003148,0.00812482,0.40984544,0.00000000
-5.32166083,1.50755185,0.09705561,0.13605830,0.09919556,1.17991078,0.00002611,0.00729872,0.38867324,0.00000000
-5.31565783,1.44194721,0.09182240,0.12896963,0.09594209,1.13220890,0.00002154,0.00652027,0.36862761,0.00000000
-5.30965483,1.37738761,0.08706858,0.12230869,0.09301734,1.08416603,0.00001767,0.00579190,0.34974540,0.00000000
-5.30365183,1.31417247,0.08276447,0.11607180,0.09038311,1.03613035,0.00001442,0.00511526,0.33203146,0.00000000
-5.29764882,1.25251930,0.07887289,0.11024530,0.08799457,0.98839482,0.00001170,0.00449124,0.31546029,0.00000000
-5.29164582,1.19256563,0.07535054,0.10480668,0.08580202,0.94119541,0.00000944,0.00391994,0.29997884,0.00000000
-5.28564282,1.13437481,0.07214965,0.09972593,0.08375275,0.89471250,0.00000758,0.00340073,0.28551041,0.00000000
-5.27963982,1.07794527,0.06921974,0.09496723,0.08179309,0.84907493,0.00000604,0.00293233,0.27195941,0.00000000
-5.27363682,1.02322223,0.06650945,0.09049072,0.07987045,0.80436643,0.00000479,0.00251291,0.25921665,0.00000000
-5.26763382,0.97011142,0.06396827,0.08625446,0.07793527,0.76063374,0.00000378,0.00214010,0.24716503,0.00000000
-5.26163082,0.91849351,0.06154824,0.08221626,0.07594280,0.71789568,0.00000296,0.00181118,0.23568527,0.00000000
-5.25562781,0.86823872,0.05920547,0.07833552,0.07385469,0.67615274,0.00000231,0.00152313,0.22466140,0.00000000
-5.24962481,0.81922043,0.05690137,0.07457484,0.07164024,0.63539626,0.00000179,0.00127275,0.21398577,0.00000000
-5.24362181,0.77132729,0.05460371,0.07090140,0.06927726,0.59561683,0.00000138,0.00105671,0.20356344,0.00000000
-5.23761881,0.72447317,0.05228729,0.06728807,0.06675264,0.55681139,0.00000105,0.00087168,0.19331561,0.00000000
-5.23161581,0.67860442,0.04993436,0.06371419,0.06406252,0.51898863,0.00000080,0.00071439,0.18318222,0.00000000
-5.22561281,0.63370446,0.04753468,0.06016596,0.06121200,0.48217263,0.00000061,0.00058167,0.17312339,0.00000000
-5.21960980,0.58979542,0.04508533,0.05663654,0.05821466,0.44640452,0.00000045,0.00047050,0.16311998,0.00000000
-5.21360680,0.54693720,0.04259024,0.05312583,0.05509167,0.41174245,0.00000034,0.00037808,0.15317304,0.00000000
-5.20760380,0.50522410,0.04005949,0.04963994,0.05187070,0.37825986,0.00000025,0.00030180,0.14330261,0.00000000
-5.20160080,0.46477962,0.03750845,0.04619044,0.04858472,0.34604253,0.00000019,0.00023931,0.13354560,0.00000000
-5.19559780,0.42574969,0.03495677,0.04279343,0.04527060,0.31518457,0.00000014,0.00018850,0.12395326,0.00000000
-5.18959480,0.38829519,0.03242737,0.03946849,0.04196775,0.28578393,0.00000010,0.00014749,0.11458829,0.00000000
-5.18359180,0.35258400,0.02994532,0.03623762,0.03871678,0.25793760,0.00000007,0.00011462,0.10552169,0.00000000
-5.17758879,0.31878329,0.02753687,0.03312412,0.03555824,0.23173703,0.00000005,0.00008848,0.09682966,0.00000000
-5.17158579,0.28705241,0.02522844,0.03015154,0.03253151,0.20726392,0.00000004,0.00006785,0.08859060,0.00000000
-5.16558279,0.25753662,0.02304580,0.02734280,0.02967379,0.18458670,0.00000003,0.00005167,0.08088241,0.00000000
-5.15957979,0.23036209,0.02101335,0.02471935,0.02701940,0.16375777,0.00000002,0.00003909,0.07378001,0.00000000
-5.15357679,0.20563209,0.01915349,0.02230052,0.02459911,0.14481174,0.00000001,0.00002937,0.06735335,0.00000000
-5.14757379,0.18342450,0.01748620,0.02010303,0.02243976,0.12776441,0.00000001,0.00002192,0.06166577,0.00000000
-5.14157079,0.16379047,0.01602871,0.01814064,0.02056398,0.11261273,0.00000001,0.00001625,0.05677270,0.00000000
-5.13556778,0.14675426,0.01479525,0.01642390,0.01899010,0.09933534,0.00000001,0.00001197,0.05272074,0.00000000
-5.12956478,0.13231380,0.01379696,0.01496015,0.01773208,0.08789382,0.00000001,0.00000877,0.04954697,0.00000000
-5.12356178,0.12044191,0.01304182,0.01375343,0.01679956,0.07823424,0.00000002,0.00000639,0.04727848,0.00000000
-5.11755878,0.11108800,0.01253462,0.01280462,0.01619794,0.07028905,0.00000003,0.00000465,0.04593203,0.00000000
-5.11155578,0.10417977,0.01227701,0.01211157,0.01592849,0.06397891,0.00000004,0.00000339,0.04551379,0.00000000
-5.10555278,0.09962501,0.01226746,0.01166919,0.01598839,0.05921464,0.00000006,0.00000250,0.04601906,0.00000000
-5.09954977,0.09731325,0.01250135,0.01146971,0.01637077,0.05589888,0.00000009,0.00000189,0.04743200,0.00000000
-5.09354677,0.09711705,0.01297092,0.01150276,0.01706478,0.05392758,0.00000013,0.00000151,0.04972536,0.00000000
-5.08754377,0.09889316,0.01366526,0.01175553,0.01805554,0.05319119,0.00000019,0.00000133,0.05286016,0.00000000
-5.08154077,0.10248340,0.01457038,0.01221299,0.01932412,0.05357564,0.00000028,0.00000131,0.05678540,0.00000000
-5.07553777,0.10771535,0.01566913,0.01285793,0.02084756,0.05496311,0.00000039,0.00000146,0.06143792,0.00000000
-5.06953477,0.11440311,0.01694127,0.01367125,0.02259887,0.05723257,0.00000056,0.00000179,0.06674234,0.00000000
-5.06353177,0.12234809,0.01836360,0.01463203,0.02454713,0.06026032,0.00000079,0.00000233,0.07261125,0.00000000
-5.05752876,0.13134017,0.01991002,0.01571788,0.02665767,0.06392056,0.00000111,0.00000314,0.07894574,0.00000000
-5.05152576,0.14115923,0.02155184,0.01690520,0.02889234,0.06808603,0.00000154,0.00000428,0.08563628,0.00000000
-5.04552276,0.15157730,0.02325808,0.01816957,0.03120999,0.07262883,0.00000212,0.00000586,0.09256406,0.00000000
-5.03951976,0.16236138,0.02499594,0.01948627,0.03356700,0.07742158,0.00000291,0.00000800,0.09960279,0.00000000
-5.03351676,0.17327695,0.02673133,0.02083084,0.03591806,0.08233883,0.00000396,0.00001086,0.10662097,0.00000000
-5.02751376,0.18409224,0.02842956,0.02217978,0.03821705,0.08725873,0.00000535,0.00001467,0.11348465,0.00000000
-5.02151076,0.19458309,0.03005609,0.02351132,0.04041806,0.09206515,0.00000718,0.00001967,0.12006051,0.00000000
-5.01550775,0.20453849,0.03157737,0.02480630,0.04247651,0.09664990,0.00000956,0.00002621,0.12621941,0.00000000
-5.00950475,0.21376631,0.03296168,0.02604906,0.04435034,0.10091523,0.00001265,0.00003467,0.13183992,0.00000000
-5.00350175,0.22209933,0.03418008,0.02722842,0.04600119,0.10477640,0.00001660,0.00004555,0.13681212,0.00000000
-4.99749875,0.22940113,0.03520723,0.02833861,0.04739563,0.10816421,0.00002164,0.00005941,0.14104118,0.00000000
-4.99149575,0.23557155,0.03602217,0.02938015,0.04850621,0.11102738,0.00002800,0.00007695,0.14445073,0.00000000
-4.98549275,0.24055161,0.03660908,0.03036068,0.04931239,0.11333467,0.00003598,0.00009897,0.14698581,0.00000000
-4.97948974,0.24432748,0.03695777,0.03129566,0.04980139,0.11507657,0.00004589,0.00012639,0.14861530,0.00000000
-4.97348674,0.24693327,0.03706408,0.03220886,0.04996862,0.11626648,0.00005811,0.00016028,0.14933362,0.00000000
-4.96748374,0.24845254,0.03693009,0.03313270,0.04981808,0.11694132,0.00007307,0.00020183,0.14916171,0.00000000
-4.96148074,0.24901831,0.03656411,0.03410831,0.04936231,0.11716135,0.00009120,0.00025240,0.14814715,0.00000000
-4.95547774,0.24881150,0.03598044,0.03518532,0.04862216,0.11700942,0.00011303,0.00031346,0.14636341,0.00000000
-4.94947474,0.24805772,0.03519898,0.03642140,0.04762624,0.11658933,0.00013906,0.00038662,0.14390830,0.00000000
-4.94347174,0.24702265,0.03424464,0.03788144,0.04641020,0.11602356,0.00016987,0.00047362,0.14090163,0.00000000
-4.93746873,0.24600581,0.03314651,0.03963647,0.04501568,0.11545030,0.00020602,0.00057627,0.13748213,0.00000000
-4.93146573,0.24533316,0.03193709,0.04176225,0.04348923,0.11501993,0.00024806,0.00069649,0.13380383,0.00000000
-4.92546273,0.24534862,0.03065121,0.04433761,0.04188100,0.11489090,0.00029653,0.00083624,0.13003200,0.00000000
-4.91945973,0.24640478,0.02932510,0.04744253,0.04024343,0.11522536,0.00035193,0.00099748,0.12633880,0.00000000
-4.91345673,0.24885307,0.02799531,0.05115598,0.03862990,0.11618449,0.00041469,0.00118218,0.12289880,0.00000000
-4.90745373,0.25303377,0.02669778,0.05555366,0.03709348,0.11792372,0.00048512,0.00139227,0.11988456,0.00000000
-4.90145073,0.25926613,0.02546691,0.06070559,0.03568572,0.12058808,0.00056344,0.00162959,0.11746232,0.00000000
-4.89544772,0.26783891,0.02433481,0.06667376,0.03445560,0.12430765,0.00064970,0.00189591,0.11578814,0.00000000
-4.88944472,0.27900166,0.02333066,0.07350969,0.03344868,0.12919351,0.00074379,0.00219289,0.11500429,0.00000000
-4.88344172,0.29295709,0.02248022,0.08125230,0.03270643,0.13533403,0.00084540,0.00252208,0.11523633,0.00000000
-4.87743872,0.30985459,0.02180558,0.08992586,0.03226574,0.14279183,0.00095398,0.00288498,0.11659060,0.00000000
-4.87143572,0.32978542,0.02132506,0.09953836,0.03215870,0.15160150,0.00106878,0.00328305,0.11915246,0.00000000
-4.86543272,0.35277938,0.02105327,0.11008012,0.03241255,0.16176799,0.00118879,0.00371778,0.12298504,0.00000000
-4.85942971,0.37880344,0.02100146,0.12152299,0.03304977,0.17326598,0.00131279,0.00419078,0.12812867,0.00000000
-4.85342671,0.40776207,0.02117792,0.13381995,0.03408842,0.18603999,0.00143931,0.00470390,0.13460080,0.00000000
-4.84742371,0.43949948,0.02158864,0.14690530,0.03554249,0.20000548,0.00156668,0.00525937,0.14239655,0.00000000
-4.84142071,0.47380364,0.02223803,0.16069535,0.03742240,0.21505075,0.00169309,0.00585993,0.15148956,0.00000000
-4.83541771,0.51041190,0.02312979,0.17508975,0.03973551,0.23103967,0.00181655,0.00650904,0.16183339,0.00000000
-4.82941471,0.54901819,0.02426786,0.18997322,0.04248664,0.24781506,0.00193503,0.00721103,0.17336311,0.00000000
-4.82341171,0.58928140,0.02565745,0.20521787,0.04567854,0.26520284,0.00204642,0.00797130,0.18599720,0.00000000
-4.81740870,0.63083477,0.02730604,0.22068584,0.04931228,0.28301651,0.00214869,0.00879648,0.19963955,0.00000000
-4.81140570,0.67329596,0.02922447,0.23623234,0.05338754,0.30106213,0.00223987,0.00969459,0.21418158,0.00000000
-4.80540270,0.71627755,0.03142789,0.25170883,0.05790281,0.31914343,0.00231816,0.01067513,0.22950448,0.00000000
-4.79939970,0.75939751,0.03393678,0.26696641,0.06285539,0.33706708,0.00238195,0.01174924,0.24548133,0.00000000
-4.79339670,0.80228949,0.03677777,0.28185915,0.06824135,0.35464775,0.00242993,0.01292965,0.26197927,0.00000000
-4.78739370,0.84461248,0.03998441,0.29624738,0.07405527,0.37171311,0.00246107,0.01423074,0.27886160,0.00000000
-4.78139070,0.88605973,0.04359776,0.31000078,0.08029002,0.38810831,0.00247473,0.01566837,0.29598982,0.00000000
-4.77538769,0.92636649,0.04766680,0.32300115,0.08693628,0.40370009,0.00247059,0.01725981,0.31322558,0.00000000
-4.76938469,0.96531663,0.05224863,0.33514493,0.09398222,0.41838026,0.00244876,0.01902346,0.33043264,0.00000000
-4.76338169,1.00274770,0.05740835,0.34634523,0.10141304,0.43206855,0.00240971,0.02097858,0.34747869,0.00000000
-4.75737869,1.03855454,0.06321874,0.35653347,0.10921057,0.44471461,0.00235426,0.02314491,0.36423718,0.00000000
-4.75137569,1.07269120,0.06975946,0.36566052,0.11735299,0.45629931,0.00228360,0.02554224,0.38058903,0.00000000
-4.74537269,1.10517114,0.07711595,0.37369737,0.12581459,0.46683511,0.00219917,0.02818990,0.39642435,0.00000000
-4.73936968,1.13606570,0.08537788,0.38063530,0.13456565,0.47636555,0.00210269,0.03110621,0.41164399,0.00000000
-4.73336668,1.16550079,0.09463711,0.38648560,0.14357243,0.48496383,0.00199603,0.03430784,0.42616094,0.00000000
-4.72736368,1.19365175,0.10498519,0.39127880,0.15279734,0.49273044,0.00188123,0.03780922,0.43990162,0.00000000
-4.72136068,1.22073647,0.11651036,0.39506339,0.16219914,0.49978986,0.00176035,0.04162179,0.45280680,0.00000000
-4.71535768,1.24700687,0.12929409,0.39790422,0.17173325,0.50628645,0.00163547,0.04575329,0.46483231,0.00000000
-4.70935468,1.27273872,0.14340719,0.39988040,0.18135215,0.51237940,0.00150861,0.05020712,0.47594930,0.00000000
-4.70335168,1.29822011,0.15890555,0.40108286,0.19100578,0.51823705,0.00138169,0.05498155,0.48614408,0.00000000
-4.69734867,1.32373877,0.17582571,0.40161160,0.20064195,0.52403052,0.00125646,0.06006910,0.49541750,0.00000000
-4.69134567,1.34956858,0.19418027,0.40157270,0.21020672,0.52992697,0.00113450,0.06545594,0.50378382,0.00000000
-4.68534267,1.37595572,0.21395346,0.40107511,0.21964475,0.53608270,0.00101715,0.07112131,0.51126918,0.00000000
-4.67933967,1.40310503,0.23509702,0.40022735,0.22889965,0.54263617,0.00090556,0.07703718,0.51790956,0.00000000
-4.67333667,1.43116709,0.25752660,0.39913433,0.23791427,0.54970157,0.00080060,0.08316795,0.52374860,0.00000000
-4.66733367,1.46022691,0.28111910,0.39789418,0.24663098,0.55736290,0.00070293,0.08947042,0.52883506,0.00000000
-4.66133067,1.49029466,0.30571093,0.39659554,0.25499207,0.56566917,0.00061298,0.09589394,0.53322038,0.00000000
-4.65532766,1.52129938,0.33109774,0.39531510,0.26294018,0.57463092,0.00053097,0.10238087,0.53695637,0.00000000
-4.64932466,1.55308614,0.35703553,0.39411587,0.27041889,0.58421831,0.00045692,0.10886725,0.54009323,0.00000000
-4.64332166,1.58541723,0.38324358,0.39304601,0.27737356,0.59436112,0.00039070,0.11528383,0.54267806,0.00000000
