energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up
-5.28564282,3.03688716,0.01279039,0.44682168,1.30369738,0.95543817,0.50289708,0.23009598,1.00491851,0.00000000
-5.27963982,3.16353327,0.01416901,0.46534619,1.39044750,1.00216946,0.52572775,0.22969623,1.04645853,0.00000000
-5.27363682,3.30458260,0.01564488,0.48557317,1.48528979,1.05317099,0.55070928,0.23033930,1.09350646,0.00000000
-5.26763382,3.46072206,0.01721463,0.50751360,1.58819621,1.10850251,0.57787081,0.23226403,1.14644275,0.00000000
-5.26163082,3.63222503,0.01887367,0.53111345,1.69890891,1.16809810,0.60717064,0.23568717,1.20551154,0.00000000
-5.25562781,3.81893526,0.02061643,0.55625236,1.81693242,1.23176581,0.63849537,0.24079912,1.27081202,0.00000000
-5.24962481,4.02027113,0.02243659,0.58274530,1.94153538,1.29919367,0.67166259,0.24776092,1.34229667,0.00000000
-5.24362181,4.23525098,0.02432753,0.61034728,2.07176243,1.36996199,0.70642733,0.25670273,1.41977664,0.00000000
-5.23761881,4.46253867,0.02628267,0.63876095,2.20645600,1.44356179,0.74249204,0.26772364,1.50293435,0.00000000
-5.23161581,4.70050794,0.02829587,0.66764675,2.34428771,1.51941840,0.77951978,0.28089294,1.59134276,0.00000000
-5.22561281,4.94732247,0.03036192,0.69663519,2.48379819,1.59691936,0.81715027,0.29625254,1.68449069,0.00000000
-5.21960980,5.20102814,0.03247683,0.72534071,2.62344389,1.67544513,0.85501796,0.31382047,1.78181294,0.00000000
-5.21360680,5.45965259,0.03463820,0.75337634,2.76164884,1.75440122,0.89277134,0.33359510,1.88272373,0.00000000
-5.20760380,5.72130707,0.03684546,0.78036868,2.89685923,1.83324984,0.93009264,0.35555976,1.98665178,0.00000000
-5.20160080,5.98428478,0.03909990,0.80597212,3.02759812,1.91153933,0.96671677,0.37968753,2.09307493,0.00000000
-5.19559780,6.24715016,0.04140469,0.82988183,3.15251777,1.98892959,1.00244849,0.40594565,2.20155244,0.00000000
-5.18959480,6.50881353,0.04376468,0.85184478,3.27044701,2.06521186,1.03717682,0.43429936,2.31175273,0.00000000
-5.18359180,6.76858625,0.04618602,0.87166812,3.38043111,2.14032146,1.07088570,0.46471470,2.42347475,0.00000000
-5.17758879,7.02621238,0.04867564,0.88922468,3.48176216,2.21434223,1.10366003,0.49716012,2.53666124,0.00000000
-5.17158579,7.28187382,0.05124063,0.90445510,3.57399831,2.28750221,1.13568662,0.53160662,2.65140254,0.00000000
-5.16558279,7.53616733,0.05388743,0.91736669,3.65697066,2.36016010,1.16724945,0.56802620,2.76793003,0.00000000
-5.15957979,7.79005351,0.05662094,0.92802901,3.73077751,2.43278280,1.19871917,0.60638883,2.88659884,0.00000000
-5.15357679,8.04477901,0.05944368,0.93656643,3.79576592,2.50591494,1.23053712,0.64665776,3.00786012,0.00000000
-5.14757379,8.30177522,0.06235483,0.94314818,3.85250173,2.58014134,1.26319411,0.68878352,3.13222359,0.00000000
-5.14157079,8.56253783,0.06534944,0.94797641,3.90172932,2.65604444,1.29720487,0.73269682,3.26021190,0.00000000
-5.13556778,8.82849315,0.06841767,0.95127298,3.94432330,2.73415848,1.33307915,0.77830075,3.39230888,0.00000000
-5.12956478,9.10085800,0.07154426,0.95326564,3.98123463,2.81492290,1.37129076,0.82546284,3.52890399,0.00000000
-5.12356178,9.38050053,0.07470818,0.95417453,4.01343390,2.89863741,1.41224592,0.87400723,3.67023606,0.00000000
-5.11755878,9.66780986,0.07788254,0.95419956,4.04185491,2.98542116,1.45625264,0.92370783,3.81633936,0.00000000
-5.11155578,9.96258209,0.08103474,0.95350946,4.06734125,3.07517854,1.50349261,0.97428273,3.96699506,0.00000000
-5.10555278,10.26392955,0.08412698,0.95223299,4.09059889,3.16757355,1.55399722,1.02539053,4.12169133,0.00000000
-5.09954977,10.57021957,0.08711693,0.95045284,4.11215695,3.26201469,1.60762918,1.07662889,4.27959475,0.00000000
-5.09354677,10.87904725,0.08995878,0.94820233,4.13233875,3.35765146,1.66407094,1.12753576,4.43953529,0.00000000
-5.08754377,11.18724544,0.09260443,0.94546519,4.15124445,3.45338337,1.72282088,1.17759348,4.60000675,0.00000000
-5.08154077,11.49093306,0.09500489,0.94217820,4.16874584,3.54788143,1.78319776,1.22623574,4.75918345,0.00000000
-5.07553777,11.78560114,0.09711178,0.93823653,4.18449365,3.63962173,1.84435388,1.27285746,4.91495342,0.00000000
-5.06953477,12.06623396,0.09887894,0.93350144,4.19793635,3.72692981,1.90529639,1.31682732,5.06496741,0.00000000
-5.06353177,12.32746067,0.10026393,0.92780975,4.20834961,3.80803438,1.96491645,1.35750255,5.20670225,0.00000000
-5.05752876,12.56373161,0.10122951,0.92098464,4.21487447,3.88112797,2.02202489,1.39424552,5.33753606,0.00000000
-5.05152576,12.76951166,0.10174498,0.91284711,4.21656221,3.94443218,2.07539321,1.42644154,5.45483266,0.00000000
-5.04552276,12.93948254,0.10178729,0.90322747,4.21242342,3.99626465,2.12379801,1.45351717,5.55603137,0.00000000
-5.03951976,13.06874511,0.10134183,0.89197636,4.20147899,4.03510481,2.16606715,1.47495823,5.63873849,0.00000000
-5.03351676,13.15301282,0.10040308,0.87897464,4.18281027,4.05965578,2.20112535,1.49032693,5.70081649,0.00000000
-5.02751376,13.18878776,0.09897480,0.86414184,4.15560623,4.06889941,2.22803743,1.49927722,5.74046679,0.00000000
-5.02151076,13.17351162,0.09706997,0.84744275,4.11920547,4.06214243,2.24604710,1.50156776,5.75630252,0.00000000
-5.01550775,13.10568501,0.09471042,0.82889194,4.07313133,4.03905151,2.25460948,1.49707204,5.74740804,0.00000000
-5.00950475,12.98494994,0.09192617,0.80855600,4.01711888,3.99967583,2.25341606,1.48578499,5.71338238,0.00000000
-5.00350175,12.81213222,0.08875451,0.78655373,3.95113276,3.94445631,2.24241076,1.46782597,5.65436487,0.00000000
-4.99749875,12.58924197,0.08523886,0.76305405,3.87537566,3.87422107,2.22179646,1.44343791,5.57104171,0.00000000
-4.99149575,12.31943269,0.08142754,0.73827211,3.79028728,3.79016745,2.19203174,1.41298262,5.46463335,0.00000000
-4.98549275,12.00692074,0.07737234,0.71246359,3.69653445,3.69383136,2.15381790,1.37693242,5.33686329,0.00000000
-4.97948974,11.65686901,0.07312718,0.68591774,3.59499300,3.58704526,2.10807697,1.33585856,5.18990961,0.00000000
-4.97348674,11.27523975,0.06874663,0.65894924,3.48672265,3.47188660,2.05592162,1.29041671,5.02634171,0.00000000
-4.96748374,10.86862288,0.06428466,0.63188949,3.37293607,3.35061857,1.99861829,1.24133031,4.84904462,0.00000000
-4.96148074,10.44404677,0.05979334,0.60507742,3.25496369,3.22562582,1.93754522,1.18937225,4.66113452,0.00000000
-4.95547774,10.00877901,0.05532185,0.57885034,3.13421568,3.09934719,1.87414707,1.13534574,4.46586865,0.00000000
-4.94947474,9.57012487,0.05091549,0.55353502,3.01214264,2.97420835,1.80988811,1.08006502,4.26655341,0.00000000
-4.94347174,9.13523098,0.04661502,0.52943941,2.89019652,2.85255642,1.74620579,1.02433673,4.06645426,0.00000000
-4.93746873,8.71090111,0.04245612,0.50684505,2.76979297,2.73659903,1.68446658,0.96894238,3.86871060,0.00000000
-4.93146573,8.30343055,0.03846908,0.48600048,2.65227657,2.62834982,1.62592570,0.91462281,3.67625885,0.00000000
-4.92546273,7.91846410,0.03467867,0.46711591,2.53888977,2.52958204,1.57169231,0.86206485,3.49176612,0.00000000
-4.91945973,7.56088206,0.03110412,0.45035903,2.43074667,2.44179165,1.52270117,0.81189070,3.31757660,0.00000000
-4.91345673,7.23471692,0.02775939,0.43585227,2.32881201,2.36617092,1.47969182,0.76465016,3.15567181,0.00000000
-4.90745373,6.94310251,0.02465340,0.42367141,2.23388620,2.30359307,1.44319579,0.72081590,3.00764576,0.00000000
-4.90145073,6.68825574,0.02179047,0.41384569,2.14659637,2.25460804,1.41353189,0.68078156,2.87469470,0.00000000
-4.89544772,6.47148989,0.01917083,0.40635924,2.06739359,2.21944916,1.39080963,0.64486263,2.75762125,0.00000000
-4.88944472,6.29325727,0.01679108,0.40115389,1.99655617,2.19804994,1.37494014,0.61329977,2.65685157,0.00000000
-4.88344172,6.15321787,0.01464479,0.39813323,1.93419857,2.19006999,1.36565385,0.58626410,2.57246395,0.00000000
-4.87743872,6.05032981,0.01272305,0.39716768,1.88028532,2.19492859,1.36252386,0.56386410,2.50422695,0.00000000
-4.87143572,5.98295657,0.01101499,0.39810060,1.83464937,2.21184430,1.36499383,0.54615344,2.45164451,0.00000000
-4.86543272,5.94898563,0.00950827,0.40075501,1.79701377,2.23987871,1.37240883,0.53313940,2.41400577,0.00000000
-4.85942971,5.94595282,0.00818959,0.40494085,1.76701569,2.27798230,1.38404778,0.52479117,2.39043677,0.00000000
-4.85342671,5.97116666,0.00704506,0.41046236,1.74423171,2.32504054,1.39915586,0.52104757,2.37995172,0.00000000
-4.84742371,6.02182733,0.00606059,0.41712548,1.72820322,2.37991807,1.41697560,0.52182383,2.38150134,0.00000000
-4.84142071,6.09513530,0.00522218,0.42474482,1.71846056,2.44149927,1.43677504,0.52701712,2.39401631,0.00000000
-4.83541771,6.18838549,0.00451615,0.43315009,1.71454518,2.50872370,1.45787213,0.53651036,2.41644408,0.00000000
-4.82941471,6.29904374,0.00392937,0.44219159,1.71602844,2.58061499,1.47965411,0.55017452,2.44777783,0.00000000
-4.82341171,6.42480320,0.00344939,0.45174466,1.72252658,2.65630243,1.50159155,0.56786916,2.48707683,0.00000000
-4.81740870,6.56361988,0.00306454,0.46171293,1.73371112,2.73503473,1.52324649,0.58944143,2.53347799,0.00000000
-4.81140570,6.71372715,0.00276399,0.47203019,1.74931442,2.81618596,1.54427477,0.61472384,2.58619884,0.00000000
-4.80540270,6.87363066,0.00253778,0.48266091,1.76913034,2.89925391,1.56442291,0.64353088,2.64453277,0.00000000
-4.79939970,7.04208587,0.00237682,0.49359939,1.79301022,2.98385186,1.58351997,0.67565519,2.70783769,0.00000000
-4.79339670,7.21806126,0.00227291,0.50486768,1.82085471,3.06969468,1.60146543,0.71086347,2.77551957,0.00000000
-4.78739370,7.40069102,0.00221862,0.51651242,1.85260208,3.15658068,1.61821401,0.74889269,2.84701265,0.00000000
-4.78139070,7.58922136,0.00220733,0.52860066,1.88821402,3.24437083,1.63375865,0.78944700,2.92175816,0.00000000
-4.77538769,7.78295475,0.00223314,0.54121516,1.92765980,3.33296674,1.64811284,0.83219573,2.99918338,0.00000000
-4.76938469,7.98119614,0.00229078,0.55444917,1.97090002,3.42228917,1.66129352,0.87677281,3.07868275,0.00000000
-4.76338169,8.18320492,0.00237561,0.56840110,2.01787092,3.51225831,1.67330564,0.92277776,3.15960252,0.00000000
-4.75737869,8.38815575,0.00248352,0.58316926,2.06847017,3.60277711,1.68412935,0.96977846,3.24123015,0.00000000
-4.75137569,8.59511067,0.00261089,0.59884699,2.12254519,3.69371859,1.69371051,1.01731564,3.32278927,0.00000000
-4.74537269,8.80300374,0.00275451,0.61551830,2.17988439,3.78491760,1.70195503,1.06490906,3.40344057,0.00000000
-4.73936968,9.01063907,0.00291157,0.63325420,2.24021198,3.87616753,1.70872721,1.11206512,3.48228863,0.00000000
-4.73336668,9.21670166,0.00307959,0.65210981,2.30318641,3.96722157,1.71385204,1.15828561,3.55839433,0.00000000
-4.72736368,9.41978005,0.00325639,0.67212237,2.36840243,4.05779848,1.71712115,1.20307740,3.63079206,0.00000000
-4.72136068,9.61839901,0.00344002,0.69331011,2.43539654,4.14759215,1.71830179,1.24596244,3.69851083,0.00000000
-4.71535768,9.81105998,0.00362879,0.71567195,2.50365533,4.23628412,1.71714831,1.28648797,3.76059789,0.00000000
-4.70935468,9.99628678,0.00382115,0.73918802,2.57262612,4.32355847,1.71341507,1.32423629,3.81614385,0.00000000
-4.70335168,10.17267393,0.00401576,0.76382083,2.64172933,4.40911789,1.70687009,1.35883393,3.86430773,0.00000000
-4.69734867,10.33893517,0.00421136,0.78951713,2.71037165,4.49270052,1.69730843,1.38995978,3.90434090,0.00000000
-4.69134567,10.49394983,0.00440686,0.81621029,2.77795960,4.57409649,1.68456467,1.41735199,3.93560875,0.00000000
-4.68534267,10.63680531,0.00460119,0.84382302,2.84391259,4.65316384,1.66852354,1.44081342,3.95760913,0.00000000
-4.67933967,10.76683408,0.00479340,0.87227061,2.90767527,4.72984330,1.64912835,1.46021562,3.96998707,0.00000000
-4.67333667,10.88364445,0.00498257,0.90146428,2.96872848,4.80417170,1.62638681,1.47550109,3.97254507,0.00000000
-4.66733367,10.98714442,0.00516780,0.93131488,3.02659887,4.87629379,1.60037395,1.48668398,3.96524910,0.00000000
-4.66133067,11.07755849,0.00534825,0.96173676,3.08086691,4.94647247,1.57123223,1.49384927,3.94822994,0.00000000
-4.65532766,11.15543769,0.00552308,0.99265167,3.13117340,5.01509732,1.53916898,1.49715035,3.92178044,0.00000000
-4.64932466,11.22166286,0.00569148,1.02399288,3.17722466,5.08269142,1.50445136,1.49680535,3.88634864,0.00000000
-4.64332166,11.27744184,0.00585264,1.05570914,3.21879649,5.14991624,1.46739937,1.49309207,3.84252756,0.00000000
