energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.71785893,1.81426557,0.00820891,0.08162725,0.86635877,0.65721879,0.48894374,0.16927506,0.00522673,0.94536632
-5.71185593,1.85456107,0.00843332,0.08263201,0.89425953,0.66605502,0.50722209,0.17348593,0.00504129,0.97176326
-5.70585293,1.88991019,0.00871028,0.08331698,0.91936287,0.67334338,0.52356556,0.17715204,0.00488392,0.99509182
-5.69984992,1.91943135,0.00903820,0.08365266,0.94121820,0.67878011,0.53773047,0.18019983,0.00475008,1.01489745
-5.69384692,1.94248387,0.00941613,0.08362248,0.95948381,0.68215144,0.54953395,0.18257729,0.00463590,1.03085057
-5.68784392,1.95869060,0.00984392,0.08322318,0.97393987,0.68334139,0.55886096,0.18425594,0.00453823,1.04275835
-5.68184092,1.96795051,0.01032233,0.08246481,0.98449710,0.68233559,0.56566890,0.18523184,0.00445472,1.05057155
-5.67583792,1.97044054,0.01085299,0.08137012,0.99120053,0.67922131,0.56998946,0.18552566,0.00438380,1.05438575
-5.66983492,1.96660661,0.01143834,0.07997367,0.99422804,0.67418362,0.57192764,0.18518181,0.00432462,1.05443708
-5.66383192,1.95714410,0.01208145,0.07832037,0.99388379,0.66749776,0.57165781,0.18426646,0.00427702,1.05109237
-5.65782891,1.94296863,0.01278579,0.07646385,0.99058661,0.65951834,0.56941703,0.18286479,0.00424141,1.04483417
-5.65182591,1.92517817,0.01355487,0.07446441,0.98485381,0.65066561,0.56549565,0.18107739,0.00421863,1.03624117
-5.64582291,1.90500826,0.01439186,0.07238691,0.97728110,0.64140951,0.56022583,0.17901601,0.00420981,1.02596480
-5.63981991,1.88378209,0.01529917,0.07029850,0.96851942,0.63225215,0.55396822,0.17679894,0.00421622,1.01470307
-5.63381691,1.86285767,0.01627796,0.06826639,0.95924966,0.62370949,0.54709752,0.17454604,0.00423912,1.00317264
-5.62781391,1.84357425,0.01732768,0.06635565,0.95015644,0.61629286,0.53998748,0.17237383,0.00427959,0.99208043
-5.62181091,1.82720034,0.01844566,0.06462724,0.94190204,0.61049107,0.53299612,0.17039077,0.00433842,0.98209597
-5.61580790,1.81488538,0.01962675,0.06313615,0.93510158,0.60675391,0.52645161,0.16869284,0.00441593,0.97382567
-5.60980490,1.80761726,0.02086298,0.06192995,0.93030070,0.60547738,0.52063980,0.16735990,0.00451195,0.96779002
-5.60380190,1.80618713,0.02214347,0.06104757,0.92795644,0.60699141,0.51579358,0.16645260,0.00462569,0.96440490
-5.59779890,1.81116305,0.02345433,0.06051844,0.92842232,0.61155014,0.51208481,0.16601035,0.00475573,0.96396748
-5.59179590,1.82287317,0.02477878,0.06036200,0.93193809,0.61932526,0.50961903,0.16605019,0.00490003,0.96664741
-5.58579290,1.84139906,0.02609743,0.06058755,0.93862447,0.63040232,0.50843316,0.16656658,0.00505591,0.97248351
-5.57978989,1.86657906,0.02738868,0.06119440,0.94848310,0.64478010,0.50849627,0.16753233,0.00522017,0.98138590
-5.57378689,1.89802109,0.02862923,0.06217237,0.96140131,0.66237274,0.50971327,0.16890030,0.00538914,0.99314351
-5.56778389,1.93512420,0.02979485,0.06350250,0.97716161,0.68301455,0.51193130,0.17060605,0.00555882,1.00743612
-5.56178089,1.97710746,0.03086105,0.06515804,0.99545505,0.70646705,0.51494840,0.17257105,0.00572500,1.02385068
-5.55577789,2.02304463,0.03180400,0.06710556,1.01589788,0.73242788,0.51852411,0.17470652,0.00588343,1.04190059
-5.54977489,2.07190311,0.03260135,0.06930619,1.03805043,0.76054122,0.52239122,0.17691750,0.00602995,1.06104736
-5.54377189,2.12258513,0.03323311,0.07171697,1.06143752,0.79040922,0.52626834,0.17910709,0.00616070,1.08072334
-5.53776888,2.17396959,0.03368243,0.07429220,1.08556911,0.82160411,0.52987247,0.18118066,0.00627221,1.10035464
-5.53176588,2.22495272,0.03393636,0.07698482,1.10996053,0.85368053,0.53293114,0.18304977,0.00636156,1.11938325
-5.52576288,2.27448618,0.03398637,0.07974769,1.13415124,0.88618787,0.53519353,0.18463575,0.00642653,1.13728741
-5.51975988,2.32161127,0.03382884,0.08253486,1.15772138,0.91868224,0.53644010,0.18587265,0.00646568,1.15359954
-5.51375688,2.36548825,0.03346530,0.08530272,1.18030566,0.95073788,0.53649046,0.18670972,0.00647838,1.16792125
-5.50775388,2.40542000,0.03290247,0.08801101,1.20160386,0.98195782,0.53520924,0.18711306,0.00646492,1.17993479
-5.50175088,2.44086980,0.03215221,0.09062373,1.22138799,1.01198368,0.53250970,0.18706660,0.00642649,1.18941105
-5.49574787,2.47147289,0.03123118,0.09310989,1.23950573,1.04050439,0.52835532,0.18657244,0.00636514,1.19621380
-5.48974487,2.49704206,0.03016038,0.09544413,1.25588048,1.06726392,0.52275925,0.18565041,0.00628379,1.20030042
-5.48374187,2.51756753,0.02896456,0.09760713,1.27050798,1.09206767,0.51578192,0.18433711,0.00618611,1.20171948
-5.47773887,2.53321166,0.02767149,0.09958590,1.28345019,1.11478762,0.50752709,0.18268437,0.00607645,1.20060527
-5.47173587,2.54429902,0.02631118,0.10137388,1.29482658,1.13536613,0.49813659,0.18075734,0.00595971,1.19717007
-5.46573287,2.55130261,0.02491503,0.10297090,1.30480363,1.15381819,0.48778413,0.17863222,0.00584126,1.19169431
-5.45972986,2.55482682,0.02351500,0.10438293,1.31358311,1.17023204,0.47666862,0.17639377,0.00572674,1.18451548
-5.45372686,2.55558787,0.02214276,0.10562173,1.32138966,1.18476821,0.46500719,0.17413276,0.00562194,1.17601597
-5.44772386,2.55439257,0.02082896,0.10670435,1.32845853,1.19765678,0.45302837,0.17194337,0.00553268,1.16661054
-5.44172086,2.55211578,0.01960251,0.10765247,1.33502394,1.20919281,0.44096569,0.16992061,0.00546459,1.15673386
-5.43571786,2.54967750,0.01848999,0.10849169,1.34130879,1.21973006,0.42905185,0.16815797,0.00542305,1.14682835
-5.42971486,2.54802000,0.01751523,0.10925075,1.34751604,1.22967308,0.41751371,0.16674522,0.00541295,1.13733281
-5.42371186,2.54808554,0.01669887,0.10996073,1.35382236,1.23946761,0.40656828,0.16576647,0.00543865,1.12867213
-5.41770885,2.55079522,0.01605819,0.11065417,1.36037429,1.24958978,0.39641957,0.16529848,0.00550376,1.12124816
-5.41170585,2.55702943,0.01560698,0.11136437,1.36728697,1.26053404,0.38725651,0.16540934,0.00561111,1.11543204
-5.40570285,2.56761017,0.01535550,0.11212470,1.37464566,1.27280041,0.37925181,0.16615745,0.00576260,1.11155811
-5.39969985,2.58328569,0.01531058,0.11296798,1.38250972,1.28688124,0.37256156,0.16759079,0.00595913,1.10991931
-5.39369685,2.60471765,0.01547578,0.11392611,1.39091899,1.30324786,0.36732569,0.16974660,0.00620055,1.11076418
-5.38769385,2.63247088,0.01585163,0.11502980,1.39990193,1.32233754,0.36366884,0.17265126,0.00648561,1.11429543
-5.38169085,2.66700590,0.01643587,0.11630849,1.40948510,1.34454109,0.36170171,0.17632060,0.00681199,1.12066981
-5.37568784,2.70867410,0.01722378,0.11779041,1.41970335,1.37019145,0.36152248,0.18076035,0.00717625,1.12999923
-5.36968484,2.75771539,0.01820845,0.11950289,1.43060991,1.39955359,0.36321834,0.18596687,0.00757395,1.14235293
-5.36368184,2.81425812,0.01938111,0.12147267,1.44228560,1.43281591,0.36686668,0.19192805,0.00799968,1.15776026
-5.35767884,2.87832090,0.02073139,0.12372647,1.45484655,1.47008347,0.37253606,0.19862435,0.00844723,1.17621403
-5.35167584,2.94981588,0.02224758,0.12629140,1.46844954,1.51137305,0.38028651,0.20602987,0.00890966,1.19767389
-5.34567284,3.02855321,0.02391678,0.12919560,1.48329452,1.55661029,0.39016933,0.21411344,0.00937955,1.22206963
-5.33966983,3.11424609,0.02572511,0.13246862,1.49962381,1.60562887,0.40222615,0.22283968,0.00984913,1.24930394
-5.33366683,3.20651620,0.02765773,0.13614179,1.51771762,1.65817184,0.41648729,0.23216992,0.01031054,1.27925460
-5.32766383,3.30489906,0.02969893,0.14024842,1.53788599,1.71389510,0.43296947,0.24206300,0.01075601,1.31177572
-5.32166083,3.40884939,0.03183210,0.14482377,1.56045721,1.77237288,0.45167290,0.25247586,0.01117811,1.34669816
-5.31565783,3.51774609,0.03403966,0.14990477,1.58576314,1.83310539,0.47257795,0.26336390,0.01156998,1.38382887
-5.30965483,3.63089722,0.03630298,0.15552950,1.61412203,1.89552838,0.49564161,0.27468122,0.01192547,1.42294957
-5.30365183,3.74754498,0.03860230,0.16173644,1.64581968,1.95902449,0.52079380,0.28638054,0.01223941,1.46381468
-5.29764882,3.86687108,0.04091664,0.16856339,1.68108982,2.02293643,0.54793404,0.29841307,0.01250766,1.50614895
-5.29164582,3.98800281,0.04322375,0.17604627,1.72009479,2.08658146,0.57692850,0.31072816,0.01272730,1.54964509
-5.28564282,4.11002022,0.04550008,0.18421768,1.76290757,2.14926712,0.60760786,0.32327298,0.01289663,1.59396185
-5.27963982,4.23196472,0.04772089,0.19310535,1.80949623,2.21030770,0.63976614,0.33599215,0.01301526,1.63872284
-5.27363682,4.35284949,0.04986036,0.20273057,1.85971173,2.26904112,0.67316076,0.34882747,0.01308399,1.68351671
-5.26763382,4.47167164,0.05189186,0.21310657,1.91327993,2.32484556,0.70751388,0.36171773,0.01310483,1.72789876
-5.26163082,4.58742629,0.05378832,0.22423702,1.96979835,2.37715532,0.74251524,0.37459884,0.01308085,1.77139454
-5.25562781,4.69912224,0.05552266,0.23611466,2.02873812,2.42547534,0.77782644,0.38740403,0.01301603,1.81350529
-5.24962481,4.80579894,0.05706841,0.24872016,2.08945112,2.46939365,0.81308656,0.40006444,0.01291510,1.85371556
-5.24362181,4.90654394,0.05840027,0.26202116,2.15118234,2.50859112,0.84791902,0.41250986,0.01278335,1.89150258
-5.23761881,5.00051045,0.05949486,0.27597173,2.21308670,2.54284813,0.88193937,0.42466975,0.01262641,1.92634738
-5.23161581,5.08693375,0.06033142,0.29051197,2.27425007,2.57204748,0.91476388,0.43647441,0.01245008,1.95774700
-5.22561281,5.16514587,0.06089250,0.30556813,2.33371314,2.59617339,0.94601829,0.44785630,0.01226013,1.98522757
-5.21960980,5.23458750,0.06116463,0.32105288,2.39049754,2.61530645,0.97534668,0.45875132,0.01206208,2.00835732
-5.21360680,5.29481646,0.06113892,0.33686605,2.44363276,2.62961460,1.00241979,0.46910009,0.01186112,2.02675920
-5.20760380,5.34551202,0.06081144,0.35289552,2.49218285,2.63934043,1.02694257,0.47884909,0.01166190,2.04012217
-5.20160080,5.38647485,0.06018358,0.36901849,2.53527179,2.64478533,1.04866059,0.48795148,0.01146848,2.04821077
-5.19559780,5.41762232,0.05926215,0.38510294,2.57210649,2.64629133,1.06736502,0.49636772,0.01128423,2.05087227
-5.18959480,5.43897956,0.05805932,0.40100925,2.60199650,2.64422127,1.08289603,0.50406575,0.01111180,2.04804109
-5.18359180,5.45066661,0.05659234,0.41659208,2.62436991,2.63893868,1.09514439,0.51102081,0.01095310,2.03974018
-5.17758879,5.45288248,0.05488317,0.43170236,2.63878484,2.63078817,1.10405147,0.51721490,0.01080931,2.02607924
-5.17158579,5.44588725,0.05295780,0.44618940,2.64493645,2.62007752,1.10960745,0.52263581,0.01068093,2.00724998
-5.16558279,5.42998317,0.05084555,0.45990312,2.64265954,2.60706259,1.11184822,0.52727593,0.01056778,1.98351847
-5.15957979,5.40549628,0.04857825,0.47269643,2.63192687,2.59193576,1.11085096,0.53113081,0.01046914,1.95521521
-5.15357679,5.37275959,0.04618924,0.48442765,2.61284380,2.57481878,1.10672886,0.53419757,0.01038377,1.92272334
-5.14757379,5.33209910,0.04371255,0.49496301,2.58563985,2.55576033,1.09962527,0.53647339,0.01031001,1.88646565
-5.14157079,5.28382364,0.04118187,0.50417931,2.55065775,2.53473858,1.08970770,0.53795408,0.01024585,1.84689106
-5.13556778,5.22821916,0.03862977,0.51196648,2.50834090,2.51166853,1.07716192,0.53863291,0.01018907,1.80446130
-5.12956478,5.16554799,0.03608690,0.51823028,2.45921987,2.48641382,1.06218654,0.53849981,0.01013726,1.75963847
-5.12356178,5.09605296,0.03358131,0.52289485,2.40389852,2.45880226,1.04498824,0.53754100,0.01008795,1.71287395
-5.11755878,5.01996619,0.03113799,0.52590525,2.34304058,2.42864413,1.02577796,0.53573911,0.01003867,1.66459919
-5.11155578,4.93752179,0.02877845,0.52722971,2.27735671,2.39575226,1.00476799,0.53307389,0.00998703,1.61521871
-5.10555278,4.84897145,0.02652054,0.52686174,2.20759267,2.35996264,0.98217008,0.52952335,0.00993081,1.56510537
-5.09954977,4.75460174,0.02437838,0.52482177,2.13451854,2.32115425,0.95819437,0.52506545,0.00986797,1.51459803
-5.09354677,4.65475176,0.02236241,0.52115833,2.05891900,2.27926703,0.93304922,0.51968013,0.00979677,1.46400135
-5.08754377,4.54982950,0.02047958,0.51594873,1.98158457,2.23431685,0.90694142,0.51335162,0.00971574,1.41358737
-5.08154077,4.44032570,0.01873363,0.50929900,1.90330349,2.18640654,0.88007683,0.50607087,0.00962377,1.36359872
-5.07553777,4.32682376,0.01712544,0.50134316,1.82485416,2.13573235,0.85266108,0.49783799,0.00952010,1.31425265
-5.06953477,4.21000478,0.01565339,0.49224172,1.74699764,2.08258543,0.82489996,0.48866445,0.00940432,1.26574562
-5.06353177,4.09064681,0.01431384,0.48217931,1.67047018,2.02734817,0.79699956,0.47857495,0.00927639,1.21825782
-5.05752876,3.96961810,0.01310145,0.47136165,1.59597544,1.97048570,0.76916573,0.46760879,0.00913659,1.17195723
-5.05152576,3.84786434,0.01200970,0.46001171,1.52417646,1.91253281,0.74160292,0.45582070,0.00898551,1.12700283
-5.04552276,3.72639016,0.01103112,0.44836526,1.45568736,1.85407729,0.71451223,0.44328084,0.00882400,1.08354660
-5.03951976,3.60623593,0.01015776,0.43666596,1.39106492,1.79574033,0.68808889,0.43007424,0.00865311,1.04173429
-5.03351676,3.48845088,0.00938134,0.42516006,1.33080033,1.73815526,0.66251907,0.41629940,0.00847403,1.00170485
-5.02751376,3.37406389,0.00869360,0.41409093,1.27531144,1.68194565,0.63797639,0.40206630,0.00828804,0.96358872
-5.02151076,3.26405372,0.00808641,0.40369366,1.22493601,1.62770400,0.61461820,0.38749375,0.00809645,0.92750498
-5.01550775,3.15932019,0.00755197,0.39418986,1.17992621,1.57597211,0.59258199,0.37270637,0.00790053,0.89355805
-5.00950475,3.06065798,0.00708288,0.38578290,1.14044507,1.52722415,0.57198216,0.35783127,0.00770147,0.86183389
-5.00350175,2.96873457,0.00667225,0.37865373,1.10656503,1.48185319,0.55290732,0.34299462,0.00750031,0.83239649
-4.99749875,2.88407364,0.00631376,0.37295754,1.07826904,1.44016185,0.53541860,0.32831827,0.00729794,0.80528478
-4.99149575,2.80704474,0.00600169,0.36882118,1.05545430,1.40235748,0.51954876,0.31391666,0.00709508,0.78051053
-4.98549275,2.73785996,0.00573096,0.36634163,1.03793870,1.36855189,0.50530262,0.29989419,0.00689226,0.75805741
-4.97948974,2.67657770,0.00549714,0.36558542,1.02546992,1.33876547,0.49265858,0.28634306,0.00668984,0.73788154
-4.97348674,2.62311334,0.00529649,0.36658902,1.01773682,1.31293552,0.48157127,0.27334178,0.00648804,0.71991349
-4.96748374,2.57725610,0.00512599,0.36936020,1.01438275,1.29092787,0.47197528,0.26095449,0.00628696,0.70406195
-4.96148074,2.53869118,0.00498332,0.37388007,1.01502027,1.27255133,0.46378978,0.24923080,0.00608664,0.69021861
-4.95547774,2.50702576,0.00486689,0.38010597,1.01924663,1.25757389,0.45692370,0.23820648,0.00588712,0.67826435
-4.94947474,2.48181741,0.00477585,0.38797464,1.02665929,1.24573973,0.45128134,0.22790467,0.00568844,0.66807614
-4.94347174,2.46260325,0.00471008,0.39740591,1.03687083,1.23678620,0.44676802,0.21833755,0.00549077,0.65953436
-4.93746873,2.44892812,0.00467014,0.40830626,1.04952240,1.23045962,0.44329546,0.20950840,0.00529437,0.65253011
-4.93146573,2.44037019,0.00465730,0.42057249,1.06429523,1.22652922,0.44078666,0.20141383,0.00509972,0.64697191
-4.92546273,2.43656263,0.00467341,0.43409489,1.08091954,1.22479843,0.43917999,0.19404604,0.00490745,0.64279148
-4.91945973,2.43721000,0.00472083,0.44876004,1.09918044,1.22511299,0.43843221,0.18739495,0.00471844,0.63994818
-4.91345673,2.44209854,0.00480237,0.46445299,1.11892043,1.22736554,0.43852032,0.18145008,0.00453377,0.63843171
-4.90745373,2.45109994,0.00492111,0.48105864,1.14003857,1.23149644,0.43944222,0.17620201,0.00435473,0.63826292
-4.90145073,2.46416826,0.00508025,0.49846238,1.16248615,1.23749109,0.44121593,0.17164345,0.00418279,0.63949261
-4.89544772,2.48133040,0.00528294,0.51654999,1.18625915,1.24537372,0.44387765,0.16776976,0.00401956,0.64219832
-4.88944472,2.50267075,0.00553208,0.53520665,1.21138787,1.25519831,0.44747866,0.16457896,0.00386674,0.64647926
-4.88344172,2.52831085,0.00583013,0.55431548,1.23792425,1.26703721,0.45208120,0.16207126,0.00372608,0.65244960
-4.87743872,2.55838554,0.00617889,0.57375543,1.26592744,1.28096801,0.45775369,0.16024822,0.00359930,0.66023046
-4.87143572,2.59301678,0.00657928,0.59339894,1.29544845,1.29705962,0.46456533,0.15911148,0.00348804,0.66994112
-4.86543272,2.63228704,0.00703120,0.61310945,1.32651463,1.31535838,0.47258058,0.15866136,0.00339379,0.68168980
-4.85942971,2.67621359,0.00753332,0.63273913,1.35911485,1.33587488,0.48185369,0.15889531,0.00331782,0.69556460
-4.85342671,2.72472547,0.00808297,0.65212691,1.39318615,1.35857247,0.49242355,0.15980645,0.00326115,0.71162509
-4.84742371,2.77764446,0.00867605,0.67109728,1.42860270,1.38335796,0.50430919,0.16138213,0.00322449,0.72989496
-4.84142071,2.83467133,0.00930699,0.68945978,1.46516769,1.41007513,0.51750605,0.16360291,0.00320817,0.75035630
-4.83541771,2.89537820,0.00996877,0.70700967,1.50260879,1.43850155,0.53198336,0.16644176,0.00321218,0.77294558
-4.82941471,2.95920762,0.01065302,0.72352967,1.54057749,1.46834871,0.54768249,0.16986368,0.00323610,0.79755179
-4.82341171,3.02547852,0.01135010,0.73879291,1.57865267,1.49926566,0.56451662,0.17382577,0.00327912,0.82401671
-4.81740870,3.09339884,0.01204936,0.75256706,1.61634824,1.53084592,0.58237151,0.17827770,0.00334004,0.85213728
-4.81140570,3.16208415,0.01273935,0.76461957,1.65312479,1.56263733,0.60110737,0.18316260,0.00341731,0.88166995
-4.80540270,3.23058133,0.01340813,0.77472375,1.68840476,1.59415426,0.62056170,0.18841821,0.00350904,0.91233679
-4.79939970,3.29789609,0.01404360,0.78266559,1.72159049,1.62489167,0.64055294,0.19397837,0.00361302,0.94383287
-4.79339670,3.36302271,0.01463386,0.78825078,1.75208431,1.65434008,0.66088467,0.19977452,0.00372685,0.97583458
-4.78739370,3.42497451,0.01516756,0.79131187,1.77930981,1.68200089,0.68135013,0.20573738,0.00384789,1.00800842
-4.78139070,3.48281325,0.01563428,0.79171497,1.80273313,1.70740107,0.70173681,0.21179841,0.00397339,1.04001963
-4.77538769,3.53567608,0.01602482,0.78936567,1.82188320,1.73010658,0.72183088,0.21789123,0.00410053,1.07154035
-4.76938469,3.58279847,0.01633154,0.78421391,1.83636990,1.74973385,0.74142126,0.22395262,0.00422649,1.10225678
-4.76338169,3.62353203,0.01654859,0.77625745,1.84589909,1.76595882,0.76030302,0.22992335,0.00434847,1.13187506
-4.75737869,3.65735653,0.01667208,0.76554363,1.85028369,1.77852319,0.77828017,0.23574853,0.00446379,1.16012557
-4.75137569,3.68388564,0.01670018,0.75216943,1.84945028,1.78723771,0.79516766,0.24137765,0.00456994,1.18676562
-4.74537269,3.70286636,0.01663321,0.73627960,1.84344058,1.79198250,0.81079262,0.24676430,0.00466458,1.21158046
-4.73936968,3.71417274,0.01647353,0.71806308,1.83240804,1.79270475,0.82499482,0.25186554,0.00474563,1.23438282
-4.73336668,3.71779449,0.01622547,0.69774769,1.81660934,1.78941393,0.83762667,0.25664111,0.00481128,1.25501114
-4.72736368,3.71382162,0.01589512,0.67559342,1.79639161,1.78217522,0.84855268,0.26105256,0.00485998,1.27332692
-4.72136068,3.70242651,0.01549010,0.65188463,1.77217581,1.77110167,0.85764872,0.26506231,0.00489052,1.28921155
-4.71535768,3.68384468,0.01501926,0.62692146,1.74443734,1.75634561,0.86480135,0.26863290,0.00490200,1.30256293
-4.70935468,3.65835575,0.01449236,0.60101092,1.71368486,1.73809003,0.86990717,0.27172634,0.00489382,1.31329250
-4.70335168,3.62626587,0.01391974,0.57445799,1.68043857,1.71654050,0.87287272,0.27430388,0.00486572,1.32132283
-4.69734867,3.58789281,0.01331196,0.54755728,1.64520905,1.69191797,0.87361477,0.27632605,0.00481774,1.32658617
-4.69134567,3.54355444,0.01267948,0.52058542,1.60847781,1.66445285,0.87206131,0.27775308,0.00475019,1.32902415
-4.68534267,3.49356114,0.01203234,0.49379459,1.57068050,1.63438060,0.86815309,0.27854574,0.00466369,1.32858857
-4.67933967,3.43821237,0.01137991,0.46740746,1.53219364,1.60193872,0.86184582,0.27866651,0.00455909,1.32524337
-4.67333667,3.37779705,0.01073066,0.44161359,1.49332533,1.56736521,0.85311282,0.27808103,0.00443750,1.31896750
-4.66733367,3.31259741,0.01009199,0.41656745,1.45431040,1.53089813,0.84194806,0.27675977,0.00430022,1.30975850
-4.66133067,3.24289534,0.00947014,0.39238796,1.41530986,1.49277595,0.82836922,0.27467970,0.00414876,1.29763634
-4.65532766,3.16898047,0.00887008,0.36915953,1.37641455,1.45323839,0.81242079,0.27182610,0.00398476,1.28264720
-4.64932466,3.09115882,0.00829558,0.34693437,1.33765253,1.41252725,0.79417666,0.26819404,0.00381004,1.26486681
-4.64332166,3.00976094,0.00774921,0.32573586,1.29899945,1.37088693,0.77374222,0.26378968,0.00362648,1.24440288
