energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Sn_p_up,Sn_p_down,Sn_d_up,Sn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.90395198,0.81966731,-1.67781148,0.38996075,-0.80193701,0.19136730,-0.32709934,0.09180982,-0.17760139,0.00013401,-0.00038017,0.48818992,-1.02516124,0.00000000,-0.00000000
-5.89794897,0.81145272,-1.57276665,0.37739859,-0.75321339,0.19092408,-0.30802396,0.09530566,-0.16338237,0.00013026,-0.00035550,0.48003472,-0.96367118,0.00000000,-0.00000000
-5.89194597,0.80925979,-1.46787556,0.36719939,-0.70428859,0.19185016,-0.28879479,0.09984003,-0.14982538,0.00012789,-0.00033059,0.47501280,-0.90180288,0.00000000,-0.00000000
-5.88594297,0.81256978,-1.36465783,0.35910586,-0.65585603,0.19403754,-0.26972163,0.10534423,-0.13704838,0.00012682,-0.00030578,0.47280590,-0.84052389,0.00000000,-0.00000000
-5.87993997,0.82080331,-1.26455200,0.35283562,-0.60857851,0.19736851,-0.25110109,0.11174336,-0.12515524,0.00012692,-0.00028141,0.47305823,-0.78075646,0.00000000,-0.00000000
-5.87393697,0.83334308,-1.16888219,0.34809379,-0.56307131,0.20172111,-0.23320905,0.11895710,-0.11423464,0.00012808,-0.00025780,0.47539160,-0.72335528,0.00000000,-0.00000000
-5.86793397,0.84955649,-1.07882961,0.34458558,-0.51988723,0.20697425,-0.21629422,0.12690067,-0.10435915,0.00013017,-0.00023523,0.47942065,-0.66908809,0.00000000,-0.00000000
-5.86193097,0.86881724,-0.99540927,0.34202815,-0.47950413,0.21301250,-0.20057261,0.13548570,-0.09558481,0.00013305,-0.00021393,0.48476756,-0.61861976,0.00000000,-0.00000000
-5.85592796,0.89052519,-0.91945262,0.34016145,-0.44231522,0.21973019,-0.18622339,0.14462107,-0.08795095,0.00013658,-0.00019411,0.49107563,-0.57250022,0.00000000,-0.00000000
-5.84992496,0.91412391,-0.85159611,0.33875752,-0.40862245,0.22703473,-0.17338590,0.15421380,-0.08148028,0.00014061,-0.00017594,0.49802128,-0.53115621,0.00000000,-0.00000000
-5.84392196,0.93911514,-0.79227563,0.33762803,-0.37863290,0.23484907,-0.16215805,0.16416992,-0.07617923,0.00014501,-0.00015952,0.50532418,-0.49488695,0.00000000,-0.00000000
-5.83791896,0.96506997,-0.74172656,0.33662977,-0.35245820,0.24311308,-0.15259588,0.17439537,-0.07203859,0.00014963,-0.00014494,0.51275492,-0.46386361,0.00000000,-0.00000000
-5.83191596,0.99163630,-0.69998906,0.33566804,-0.33011682,0.25178399,-0.14471439,0.18479685,-0.06903419,0.00015437,-0.00013223,0.52014034,-0.43813214,0.00000000,-0.00000000
-5.82591296,1.01854263,-0.66691791,0.33469782,-0.31153893,0.26083569,-0.13848933,0.19528273,-0.06712783,0.00015910,-0.00012141,0.52736612,-0.41761936,0.00000000,-0.00000000
-5.81990995,1.04559806,-0.64219643,0.33372285,-0.29657360,0.27025720,-0.13386007,0.20576397,-0.06626823,0.00016373,-0.00011243,0.53437679,-0.40214162,0.00000000,-0.00000000
-5.81390695,1.07268880,-0.62535366,0.33279271,-0.28499790,0.28005015,-0.13073313,0.21615499,-0.06639219,0.00016818,-0.00010523,0.54117317,-0.39141589,0.00000000,-0.00000000
-5.80790395,1.09977146,-0.61578437,0.33199825,-0.27652760,0.29022556,-0.12898651,0.22637461,-0.06742574,0.00017239,-0.00009973,0.54780745,-0.38507254,0.00000000,-0.00000000
-5.80190095,1.12686365,-0.61277099,0.33146540,-0.27082902,0.30080007,-0.12847446,0.23634697,-0.06928547,0.00017630,-0.00009581,0.55437629,-0.38266963,0.00000000,-0.00000000
-5.79589795,1.15403225,-0.61550711,0.33134793,-0.26753174,0.31179181,-0.12903265,0.24600237,-0.07187991,0.00017989,-0.00009334,0.56101206,-0.38370814,0.00000000,-0.00000000
-5.78989495,1.18138015,-0.62312185,0.33181943,-0.26624167,0.32321606,-0.13048361,0.25527820,-0.07511109,0.00018316,-0.00009217,0.56787291,-0.38764781,0.00000000,-0.00000000
-5.78389195,1.20903191,-0.63470472,0.33306471,-0.26655426,0.33508101,-0.13264226,0.26411971,-0.07887617,0.00018610,-0.00009214,0.57513185,-0.39392319,0.00000000,-0.00000000
-5.77788894,1.23711914,-0.64933036,0.33527121,-0.26806739,0.34738373,-0.13532146,0.27248075,-0.08306938,0.00018874,-0.00009311,0.58296550,-0.40195963,0.00000000,-0.00000000
-5.77188594,1.26576608,-0.66608287,0.33862060,-0.27039374,0.36010667,-0.13833740,0.28032440,-0.08758395,0.00019113,-0.00009488,0.59154292,-0.41118883,0.00000000,-0.00000000
-5.76588294,1.29507610,-0.68407922,0.34328077,-0.27317234,0.37321474,-0.14151481,0.28762348,-0.09231437,0.00019332,-0.00009730,0.60101485,-0.42106366,0.00000000,-0.00000000
-5.75987994,1.32511950,-0.70249143,0.34939873,-0.27607896,0.38665316,-0.14469179,0.29436078,-0.09715877,0.00019537,-0.00010020,0.61150405,-0.43107206,0.00000000,-0.00000000
-5.75387694,1.35592315,-0.72056704,0.35709428,-0.27883519,0.40034619,-0.14772425,0.30052923,-0.10202145,0.00019736,-0.00010342,0.62309677,-0.44074960,0.00000000,-0.00000000
-5.74787394,1.38746231,-0.73764752,0.36645491,-0.28121604,0.41419685,-0.15048972,0.30613164,-0.10681547,0.00019938,-0.00010681,0.63583595,-0.44969064,0.00000000,-0.00000000
-5.74187094,1.41965475,-0.75318430,0.37753172,-0.28305578,0.42808757,-0.15289073,0.31118036,-0.11146536,0.00020150,-0.00011022,0.64971618,-0.45755768,0.00000000,-0.00000000
-5.73586793,1.45235751,-0.76675191,0.39033672,-0.28425202,0.44188172,-0.15485729,0.31569644,-0.11590975,0.00020381,-0.00011354,0.66468070,-0.46408880,0.00000000,-0.00000000
-5.72986493,1.48536612,-0.77805806,0.40484122,-0.28476781,0.45542617,-0.15634879,0.31970870,-0.12010385,0.00020639,-0.00011663,0.68062040,-0.46910306,0.00000000,-0.00000000
-5.72386193,1.51841639,-0.78695026,0.42097553,-0.28463189,0.46855448,-0.15735498,0.32325231,-0.12402171,0.00020933,-0.00011942,0.69737500,-0.47250353,0.00000000,-0.00000000
-5.71785893,1.55118848,-0.79341868,0.43862963,-0.28393685,0.48109079,-0.15789622,0.32636729,-0.12765814,0.00021269,-0.00012183,0.71473600,-0.47427803,0.00000000,-0.00000000
-5.71185593,1.58331311,-0.79759521,0.45765501,-0.28283546,0.49285422,-0.15802281,0.32909665,-0.13103011,0.00021653,-0.00012379,0.73245160,-0.47449753,0.00000000,-0.00000000
-5.70585293,1.61437956,-0.79974852,0.47786730,-0.28153516,0.50366352,-0.15781353,0.33148442,-0.13417758,0.00022089,-0.00012527,0.75023303,-0.47331207,0.00000000,-0.00000000
-5.69984992,1.64394514,-0.80027508,0.49904971,-0.28029078,0.51334181,-0.15737333,0.33357359,-0.13716361,0.00022578,-0.00012627,0.76776234,-0.47094451,0.00000000,-0.00000000
-5.69384692,1.67154570,-0.79968634,0.52095709,-0.27939584,0.52172135,-0.15683027,0.33540400,-0.14007373,0.00023123,-0.00012677,0.78470095,-0.46768198,0.00000000,-0.00000000
-5.68784392,1.69670687,-0.79859225,0.54332054,-0.27917239,0.52864789,-0.15633178,0.33701027,-0.14301436,0.00023720,-0.00012682,0.80069895,-0.46386555,0.00000000,-0.00000000
-5.68184092,1.71895556,-0.79768140,0.56585225,-0.27995990,0.53398473,-0.15604026,0.33841994,-0.14611039,0.00024366,-0.00012646,0.81540469,-0.45987813,0.00000000,-0.00000000
-5.67583792,1.73783135,-0.79769827,0.58825066,-0.28210329,0.53761610,-0.15612822,0.33965177,-0.14950182,0.00025054,-0.00012574,0.82847415,-0.45613105,0.00000000,-0.00000000
-5.66983492,1.75289746,-0.79941812,0.61020574,-0.28594047,0.53944997,-0.15677296,0.34071442,-0.15333956,0.00025775,-0.00012474,0.83958008,-0.45304967,0.00000000,-0.00000000
-5.66383192,1.76375099,-0.80362027,0.63140422,-0.29178971,0.53942002,-0.15815102,0.34160546,-0.15778038,0.00026518,-0.00012354,0.84842036,-0.45105850,0.00000000,-0.00000000
-5.65782891,1.77003221,-0.81106033,0.65153478,-0.29993719,0.53748688,-0.16043249,0.34231083,-0.16298120,0.00027271,-0.00012224,0.85472549,-0.45056611,0.00000000,-0.00000000
-5.65182591,1.77143257,-0.82244235,0.67029309,-0.31062502,0.53363860,-0.16377531,0.34280478,-0.16909288,0.00028018,-0.00012094,0.85826497,-0.45195053,0.00000000,-0.00000000
-5.64582291,1.76770153,-0.83839175,0.68738672,-0.32404020,0.52789032,-0.16831978,0.34305035,-0.17625361,0.00028742,-0.00011973,0.85885241,-0.45554534,0.00000000,-0.00000000
-5.63981991,1.75865194,-0.85942977,0.70253973,-0.34030479,0.52028329,-0.17418334,0.34300032,-0.18458231,0.00029425,-0.00011872,0.85634942,-0.46162710,0.00000000,-0.00000000
-5.63381691,1.74416408,-0.88595053,0.71549711,-0.35946757,0.51088338,-0.18145583,0.34259867,-0.19417211,0.00030051,-0.00011799,0.85066802,-0.47040447,0.00000000,-0.00000000
-5.62781391,1.72418828,-0.91820138,0.72602891,-0.38149771,0.49977902,-0.19019541,0.34178252,-0.20508429,0.00030600,-0.00011763,0.84177192,-0.48200930,0.00000000,-0.00000000
-5.62181091,1.69874636,-0.95626741,0.73393411,-0.40628053,0.48707888,-0.20042517,0.34048448,-0.21734300,0.00031055,-0.00011771,0.82967641,-0.49649023,0.00000000,-0.00000000
-5.61580790,1.66793175,-1.00006076,0.73904425,-0.43361575,0.47290927,-0.21213066,0.33863540,-0.23093089,0.00031399,-0.00011830,0.81444723,-0.51380876,0.00000000,-0.00000000
-5.60980490,1.63190863,-1.04931528,0.74122667,-0.46321826,0.45741149,-0.22525843,0.33616732,-0.24578610,0.00031617,-0.00011943,0.79619831,-0.53383826,0.00000000,-0.00000000
-5.60380190,1.59091000,-1.10358695,0.74038747,-0.49472170,0.44073917,-0.23971558,0.33301671,-0.26180057,0.00031698,-0.00012116,0.77508870,-0.55636569,0.00000000,-0.00000000
-5.59779890,1.54523498,-1.16226021,0.73647403,-0.52768473,0.42305573,-0.25537050,0.32912768,-0.27882016,0.00031630,-0.00012350,0.75131876,-0.58109626,0.00000000,-0.00000000
-5.59179590,1.49524525,-1.22456008,0.72947715,-0.56159998,0.40453196,-0.27205471,0.32445531,-0.29664635,0.00031409,-0.00012646,0.72512570,-0.60766076,0.00000000,-0.00000000
-5.58579290,1.44136086,-1.28957008,0.71943255,-0.59590549,0.38534387,-0.28956593,0.31896872,-0.31503984,0.00031030,-0.00013003,0.69677870,-0.63562535,0.00000000,-0.00000000
-5.57978989,1.38405544,-1.35625508,0.70642185,-0.62999840,0.36567077,-0.30767210,0.31265400,-0.33372579,0.00030493,-0.00013421,0.66657366,-0.66450346,0.00000000,-0.00000000
-5.57378689,1.32385082,-1.42348875,0.69057282,-0.66325042,0.34569358,-0.32611655,0.30551673,-0.35240066,0.00029805,-0.00013898,0.63482778,-0.69376952,0.00000000,-0.00000000
-5.56778389,1.26131114,-1.49008437,0.67205884,-0.69502464,0.32559341,-0.34462390,0.29758408,-0.37074049,0.00028972,-0.00014430,0.60187397,-0.72287386,0.00000000,-0.00000000
-5.56178089,1.19703659,-1.55482810,0.65109750,-0.72469319,0.30555034,-0.36290676,0.28890639,-0.38841017,0.00028007,-0.00015014,0.56805533,-0.75125830,0.00000000,-0.00000000
-5.55577789,1.13165663,-1.61651348,0.62794836,-0.75165496,0.28574235,-0.38067278,0.27955813,-0.40507354,0.00026925,-0.00015647,0.53371966,-0.77837197,0.00000000,-0.00000000
-5.54977489,1.06582295,-1.67397573,0.60290974,-0.77535292,0.26634451,-0.39763209,0.26963819,-0.42040375,0.00025743,-0.00016326,0.49921415,-0.80368654,0.00000000,-0.00000000
-5.54377189,1.00020207,-1.72612465,0.57631461,-0.79529019,0.24752810,-0.41350461,0.25926951,-0.43409352,0.00024482,-0.00017046,0.46488037,-0.82671058,0.00000000,-0.00000000
-5.53776888,0.93546781,-1.77197488,0.54852557,-0.81104441,0.22945997,-0.42802722,0.24859794,-0.44586494,0.00023165,-0.00017804,0.43104959,-0.84700230,0.00000000,-0.00000000
-5.53176588,0.87229349,-1.81067221,0.51992918,-0.82227968,0.21230183,-0.44096025,0.23779050,-0.45547818,0.00021815,-0.00018597,0.39803847,-0.86418036,0.00000000,-0.00000000
-5.52576288,0.81134421,-1.84151513,0.49092944,-0.82875574,0.19620953,-0.45209343,0.22703282,-0.46273895,0.00020457,-0.00019419,0.36614523,-0.87793233,0.00000000,-0.00000000
-5.51975988,0.75326905,-1.86397067,0.46194086,-0.83033393,0.18133238,-0.46125068,0.21652607,-0.46750426,0.00019116,-0.00020269,0.33564640,-0.88802056,0.00000000,-0.00000000
-5.51375688,0.69869340,-1.87768424,0.43338110,-0.82697981,0.16781235,-0.46829394,0.20648326,-0.46968626,0.00017816,-0.00021140,0.30679402,-0.89428537,0.00000000,-0.00000000
-5.50775388,0.64821154,-1.88248307,0.40566347,-0.81876222,0.15578320,-0.47312565,0.19712501,-0.46925407,0.00016581,-0.00022028,0.27981348,-0.89664553,0.00000000,-0.00000000
-5.50175088,0.60237934,-1.87837353,0.37918939,-0.80584914,0.14536954,-0.47569001,0.18867502,-0.46623354,0.00015433,-0.00022927,0.25490195,-0.89509609,0.00000000,-0.00000000
-5.49574787,0.56170741,-1.86553252,0.35434103,-0.78850033,0.13668573,-0.47597291,0.18135510,-0.46070494,0.00014392,-0.00023831,0.23222734,-0.88970393,0.00000000,-0.00000000
-5.48974487,0.52665450,-1.84429381,0.33147436,-0.76705726,0.12983477,-0.47400066,0.17538008,-0.45279889,0.00013477,-0.00024731,0.21192781,-0.88060126,0.00000000,-0.00000000
-5.48374187,0.49762141,-1.81513005,0.31091265,-0.74193089,0.12490695,-0.46983757,0.17095259,-0.44269069,0.00012704,-0.00025619,0.19411178,-0.86797751,0.00000000,-0.00000000
-5.47773887,0.47494524,-1.77863156,0.29294066,-0.71358772,0.12197852,-0.46358260,0.16825790,-0.43059338,0.00012087,-0.00026484,0.17885837,-0.85207007,0.00000000,-0.00000000
-5.47173587,0.45889436,-1.73548316,0.27779965,-0.68253495,0.12111025,-0.45536527,0.16745889,-0.41675004,0.00011635,-0.00027315,0.16621827,-0.83315446,0.00000000,-0.00000000
-5.46573287,0.44966385,-1.68644007,0.26568323,-0.64930522,0.12234596,-0.44534103,0.16869138,-0.40142552,0.00011358,-0.00028099,0.15621481,-0.81153427,0.00000000,-0.00000000
-5.45972986,0.44737179,-1.63230419,0.25673423,-0.61444172,0.12571115,-0.43368636,0.17205979,-0.38489831,0.00011259,-0.00028824,0.14884548,-0.78753146,0.00000000,-0.00000000
-5.45372686,0.45205643,-1.57390175,0.25104257,-0.57848414,0.13121168,-0.42059383,0.17763353,-0.36745265,0.00011343,-0.00029476,0.14408343,-0.76147737,0.00000000,-0.00000000
-5.44772386,0.46367440,-1.51206327,0.24864425,-0.54195608,0.13883269,-0.40626727,0.18544405,-0.34937139,0.00011608,-0.00030041,0.14187933,-0.73370480,0.00000000,-0.00000000
-5.44172086,0.48210025,-1.44760647,0.24952148,-0.50535424,0.14853784,-0.39091741,0.19548281,-0.33092993,0.00012051,-0.00030506,0.14216325,-0.70454133,0.00000000,-0.00000000
-5.43571786,0.50712736,-1.38132262,0.25360398,-0.46913967,0.16026890,-0.37475791,0.20770027,-0.31239121,0.00012667,-0.00030860,0.14484668,-0.67430411,0.00000000,-0.00000000
-5.42971486,0.53847060,-1.31396663,0.26077138,-0.43373139,0.17394589,-0.35800208,0.22200605,-0.29400211,0.00013449,-0.00031092,0.14982463,-0.64329615,0.00000000,-0.00000000
-5.42371186,0.57577074,-1.24625063,0.27085680,-0.39950213,0.18946778,-0.34086021,0.23827029,-0.27599116,0.00014384,-0.00031195,0.15697785,-0.61180394,0.00000000,-0.00000000
-5.41770885,0.61860079,-1.17884095,0.28365155,-0.36677643,0.20671380,-0.32353757,0.25632640,-0.25856748,0.00015463,-0.00031162,0.16617502,-0.58009644,0.00000000,-0.00000000
-5.41170585,0.66647420,-1.11235802,0.29891077,-0.33583060,0.22554544,-0.30623304,0.27597496,-0.24192091,0.00016671,-0.00030993,0.17727513,-0.54842504,0.00000000,-0.00000000
-5.40570285,0.71885497,-1.04737851,0.31636000,-0.30689455,0.24580912,-0.28913824,0.29698895,-0.22622298,0.00017992,-0.00030687,0.19012978,-0.51702450,0.00000000,-0.00000000
-5.39969985,0.77516934,-0.98443902,0.33570250,-0.28015487,0.26733936,-0.27243711,0.31912010,-0.21162869,0.00019410,-0.00030251,0.20458552,-0.48611421,0.00000000,-0.00000000
-5.39369685,0.83481865,-0.92404068,0.35662699,-0.25575896,0.28996246,-0.25630571,0.34210603,-0.19827854,0.00020908,-0.00029694,0.22048610,-0.45589991,0.00000000,-0.00000000
-5.38769385,0.89719317,-0.86665369,0.37881575,-0.23381973,0.31350054,-0.24091219,0.36567815,-0.18630080,0.00022468,-0.00029027,0.23767463,-0.42657520,0.00000000,-0.00000000
-5.38169085,0.96168599,-0.81272138,0.40195264,-0.21442054,0.33777559,-0.22641668,0.38956977,-0.17581357,0.00024071,-0.00028268,0.25599548,-0.39832297,0.00000000,-0.00000000
-5.37568784,1.02770657,-0.76266300,0.42573073,-0.19761990,0.36261345,-0.21297109,0.41352422,-0.16692644,0.00025701,-0.00027436,0.27529594,-0.37131624,0.00000000,-0.00000000
-5.36968484,1.09469307,-0.71687488,0.44985933,-0.18345572,0.38784747,-0.20071859,0.43730241,-0.15974156,0.00027338,-0.00026552,0.29542742,-0.34571845,0.00000000,-0.00000000
-5.36368184,1.16212291,-0.67572967,0.47406996,-0.17194885,0.41332149,-0.18979275,0.46068957,-0.15435397,0.00028968,-0.00025642,0.31624631,-0.32168317,0.00000000,-0.00000000
-5.35767884,1.22952075,-0.63957351,0.49812104,-0.16310565,0.43889201,-0.18031632,0.48350068,-0.15085100,0.00030574,-0.00024729,0.33761421,-0.29935305,0.00000000,-0.00000000
-5.35167584,1.29646354,-0.60872122,0.52180108,-0.15691960,0.46442945,-0.17239957,0.50558425,-0.14931092,0.00032141,-0.00023842,0.35939772,-0.27885824,0.00000000,-0.00000000
-5.34567284,1.36258208,-0.58344970,0.54493015,-0.15337184,0.48981816,-0.16613830,0.52682429,-0.14980065,0.00033656,-0.00023004,0.38146761,-0.26031423,0.00000000,-0.00000000
-5.33966983,1.42755918,-0.56398994,0.56735959,-0.15243078,0.51495538,-0.16161161,0.54714014,-0.15237285,0.00035107,-0.00022242,0.40369762,-0.24381947,0.00000000,-0.00000000
-5.33366683,1.49112429,-0.55051813,0.58897007,-0.15405088,0.53974907,-0.15887942,0.56648433,-0.15706243,0.00036484,-0.00021577,0.42596278,-0.22945270,0.00000000,-0.00000000
-5.32766383,1.55304502,-0.54314649,0.60966798,-0.15817077,0.56411478,-0.15798006,0.58483833,-0.16388277,0.00037777,-0.00021030,0.44813753,-0.21727041,0.00000000,-0.00000000
-5.32166083,1.61311619,-0.54191448,0.62938059,-0.16471104,0.58797174,-0.15892800,0.60220661,-0.17282186,0.00038978,-0.00020618,0.47009385,-0.20730453,0.00000000,-0.00000000
-5.31565783,1.67114720,-0.54678105,0.64805023,-0.17357195,0.61123856,-0.16171188,0.61860928,-0.18383873,0.00040081,-0.00020354,0.49169938,-0.19956057,0.00000000,-0.00000000
-5.30965483,1.72694859,-0.55761874,0.66562794,-0.18463131,0.63382882,-0.16629311,0.63407376,-0.19686042,0.00041080,-0.00020247,0.51281603,-0.19401644,0.00000000,-0.00000000
-5.30365183,1.78031905,-0.57421004,0.68206714,-0.19774293,0.65564699,-0.17260516,0.64862610,-0.21177980,0.00041969,-0.00020302,0.53329908,-0.19062203,0.00000000,-0.00000000
-5.29764882,1.83103386,-0.59624686,0.69731766,-0.21273591,0.67658502,-0.18055366,0.66228244,-0.22845449,0.00042745,-0.00020519,0.55299713,-0.18929978,0.00000000,-0.00000000
-5.29164582,1.87883599,-0.62333320,0.71132086,-0.22941485,0.69652002,-0.19001759,0.67504133,-0.24670719,0.00043404,-0.00020893,0.57175288,-0.18994619,0.00000000,-0.00000000
-5.28564282,1.92343059,-0.65499153,0.72400608,-0.24756146,0.71531339,-0.20085138,0.68687736,-0.26632744,0.00043944,-0.00021418,0.58940503,-0.19243434,0.00000000,-0.00000000
-5.27963982,1.96448380,-0.69067277,0.73528875,-0.26693739,0.73281149,-0.21288819,0.69773672,-0.28707504,0.00044362,-0.00022080,0.60579113,-0.19661747,0.00000000,-0.00000000
-5.27363682,2.00162618,-0.72976987,0.74507057,-0.28728842,0.74884815,-0.22594419,0.70753489,-0.30868504,0.00044658,-0.00022865,0.62075158,-0.20233332,0.00000000,-0.00000000
-5.26763382,2.03446098,-0.77163449,0.75324158,-0.30835000,0.76324889,-0.23982374,0.71615697,-0.33087423,0.00044832,-0.00023755,0.63413446,-0.20940933,0.00000000,-0.00000000
-5.26163082,2.06257693,-0.81559623,0.75968431,-0.32985381,0.77583681,-0.25432535,0.72346038,-0.35334888,0.00044885,-0.00024731,0.64580104,-0.21766821,0.00000000,-0.00000000
-5.25562781,2.08556508,-0.86098374,0.76427953,-0.35153519,0.78643986,-0.26924811,0.72928015,-0.37581354,0.00044819,-0.00025772,0.65563180,-0.22693398,0.00000000,-0.00000000
-5.24962481,2.10303872,-0.90714657,0.76691352,-0.37314103,0.79489912,-0.28439844,0.73343629,-0.39798039,0.00044638,-0.00026857,0.66353256,-0.23703780,0.00000000,-0.00000000
-5.24362181,2.11465522,-0.95347678,0.76748610,-0.39443765,0.80107771,-0.29959655,0.73574302,-0.41957875,0.00044349,-0.00027968,0.66944026,-0.24782366,0.00000000,-0.00000000
-5.23761881,2.12013854,-0.99942927,0.76591909,-0.41521841,0.80486959,-0.31468264,0.73601912,-0.44036424,0.00043959,-0.00029086,0.67332827,-0.25915334,0.00000000,-0.00000000
-5.23161581,2.11930074,-1.04453934,0.76216452,-0.43531024,0.80620793,-0.32952208,0.73409897,-0.46012710,0.00043478,-0.00030194,0.67521061,-0.27091051,0.00000000,-0.00000000
-5.22561281,2.11206128,-1.08843682,0.75621189,-0.45457900,0.80507233,-0.34400956,0.72984336,-0.47869907,0.00042917,-0.00031278,0.67514484,-0.28300363,0.00000000,-0.00000000
-5.21960980,2.09846248,-1.13085547,0.74809410,-0.47293290,0.80149440,-0.35807171,0.72314968,-0.49595859,0.00042290,-0.00032328,0.67323336,-0.29536747,0.00000000,-0.00000000
-5.21360680,2.07868009,-1.17163711,0.73789142,-0.49032401,0.79556121,-0.37166811,0.71396055,-0.51183365,0.00041611,-0.00033335,0.66962285,-0.30796308,0.00000000,-0.00000000
-5.20760380,2.05302797,-1.21073001,0.72573316,-0.50674730,0.78741637,-0.38479038,0.70227061,-0.52630240,0.00040897,-0.00034297,0.66450173,-0.32077613,0.00000000,-0.00000000
-5.20160080,2.02195630,-1.24818139,0.71179689,-0.52223749,0.77725838,-0.39745957,0.68813076,-0.53939103,0.00040165,-0.00035211,0.65809567,-0.33381378,0.00000000,-0.00000000
-5.19559780,1.98604303,-1.28412421,0.69630502,-0.53686342,0.76533627,-0.40972165,0.67164989,-0.55116929,0.00039431,-0.00036078,0.65066116,-0.34709997,0.00000000,-0.00000000
-5.18959480,1.94597882,-1.31875900,0.67951894,-0.55072045,0.75194261,-0.42164156,0.65299368,-0.56174359,0.00038714,-0.00036903,0.64247734,-0.36066957,0.00000000,-0.00000000
-5.18359180,1.90254593,-1.35233151,0.66173086,-0.56392114,0.73740413,-0.43329590,0.63238072,-0.57124819,0.00038028,-0.00037692,0.63383650,-0.37456157,0.00000000,-0.00000000
-5.17758879,1.85659202,-1.38510750,0.64325393,-0.57658473,0.72207026,-0.44476485,0.61007604,-0.57983485,0.00037389,-0.00038450,0.62503338,-0.38881183,0.00000000,-0.00000000
-5.17158579,1.80900015,-1.41734605,0.62441088,-0.58882594,0.70630025,-0.45612367,0.58638250,-0.58766158,0.00036810,-0.00039184,0.61635398,-0.40344558,0.00000000,-0.00000000
-5.16558279,1.76065626,-1.44927312,0.60552210,-0.60074397,0.69044933,-0.46743432,0.56163046,-0.59488114,0.00036300,-0.00039901,0.60806427,-0.41847041,0.00000000,-0.00000000
